sequence,v115@GhA8HeB8CeA8DeC8BeB8BeC8JeOEJvhFXgBdmB5mBi?iBcsBzpB,v115@GhA8HeB8CeA8DeC8BeB8BeC8JeT/IvhFNlBRhBunB/?rBasB0pB,v115@GhA8HeB8CeA8DeC8BeB8BeC8JeT/IvhFNlBamBRiBW?sB0pBXsB,v115@GhA8HeB8CeA8DeC8BeB8BeC8JeNEJvhFUgBRhBunB/?rBasBzpB,v115@GhA8HeB8CeA8DeC8BeB8BeC8JeOEJvhFNlBUhB3iBq?pBxrBzrB,v115@GhA8HeB8CeA8DeC8BeB8BeC8JeT/IvhFOlBdmBRiBC?nB0pBXsB,v115@GhA8HeB8CeA8DeC8BeB8BeC8Jex/IvhFXhBiiBTkBe?qB9rBcsB,v115@GhA8HeB8CeA8DeC8BeB8BeC8JeNEJvhFRgB3iBmlBq?rBUnBzpB,v115@GhA8HeB8CeA8DeC8BeB8BeC8Je0/IvhFdmBRiB/pBq?rBTnBOqB,v115@GhA8HeB8CeA8DeC8BeB8BeC8Je0/IvhFdmBRiB2pBq?rBTnBXqB,v115@GhA8HeB8CeA8DeC8BeB8BeC8JeNEJvhFamBRiBXlBu?rBcsBzpB,v115@GhA8HeB8CeA8DeC8BeB8BeC8JeXAJvhFdmBRiB2pBS?sBzrB0pB
STIJOLZ,X,X,X,O,X,X,O,X,X,X,X,X
STIJOZL,O,O,X,O,X,O,O,X,X,X,X,X
STIZLJO,O,O,X,O,O,O,O,X,X,X,O,X
STIZLOJ,O,O,O,O,O,O,O,X,O,X,X,X
STIZJLO,O,O,O,O,O,O,O,X,X,X,O,X
STIZJOL,O,O,O,O,X,O,O,X,X,X,O,X
STIZOLJ,O,O,O,X,O,O,O,X,X,X,X,X
STIZOJL,O,O,O,O,X,O,X,X,X,X,X,X
STIOLJZ,O,X,X,O,O,X,X,X,X,X,X,X
STIOLZJ,O,X,X,O,O,X,X,X,X,X,X,X
STIOJLZ,O,X,X,O,X,X,X,X,X,X,X,X
STIOJZL,O,O,X,O,X,O,X,X,X,X,X,X
STIOZLJ,O,O,X,O,O,O,O,X,X,X,X,X
STIOZJL,O,O,X,O,X,O,X,X,X,X,X,X
STLIJZO,O,O,X,O,O,O,X,O,X,X,X,X
STLIJOZ,X,O,X,O,O,O,X,O,X,X,X,O
STLIZJO,O,O,X,O,O,O,O,X,X,X,O,X
STLIZOJ,O,O,O,O,O,O,O,X,O,X,X,X
STLIOJZ,X,O,X,O,O,O,X,X,O,X,X,X
STLIOZJ,X,O,X,O,O,O,X,X,O,X,X,X
STLJIZO,O,O,O,O,O,O,O,O,X,X,X,X
STLJIOZ,X,O,X,O,O,O,X,O,X,X,X,O
STLJZIO,O,O,O,O,O,O,O,O,X,X,O,X
STLJZOI,O,O,O,O,O,O,O,O,O,O,O,O
STLJOIZ,X,O,X,O,O,O,O,O,O,O,X,O
STLJOZI,X,O,X,O,O,O,O,O,O,O,X,O
STLZIJO,O,O,X,O,O,O,O,X,X,X,O,X
STLZIOJ,O,O,O,O,O,O,O,X,O,X,X,X
STLZJIO,O,O,O,O,O,O,O,O,X,X,O,X
STLZJOI,O,O,O,O,O,O,O,O,O,X,O,O
STLZOIJ,O,O,O,O,X,O,O,X,O,X,X,X
STLZOJI,O,O,O,O,O,O,O,X,O,X,O,X
STLOIJZ,X,O,X,O,O,O,X,O,O,O,X,X
STLOIZJ,X,O,X,O,O,O,X,X,O,X,X,X
STLOJIZ,X,O,X,O,O,O,X,O,O,O,X,O
STLOJZI,X,O,X,O,O,O,X,O,O,O,X,O
STLOZIJ,X,O,X,O,X,O,X,X,O,X,X,X
STLOZJI,X,O,X,O,O,O,X,O,O,X,O,X
STJILZO,O,O,O,O,O,O,O,O,X,X,X,X
STJILOZ,X,O,X,O,O,O,X,O,X,X,X,O
STJIZLO,O,O,O,O,O,O,O,X,X,X,X,X
STJIZOL,O,O,O,O,X,O,O,X,X,X,X,X
STJIOLZ,X,X,X,O,X,X,O,X,X,X,X,X
STJIOZL,O,O,X,O,X,O,O,X,X,X,X,X
STJLIZO,O,O,O,O,O,O,O,O,X,X,X,X
STJLIOZ,X,O,X,O,O,O,X,O,X,X,X,O
STJLZIO,O,O,O,O,O,O,O,O,X,X,O,X
STJLZOI,O,O,O,O,O,O,O,O,O,O,O,O
STJLOIZ,X,O,X,O,O,O,O,O,O,O,X,O
STJLOZI,X,O,X,O,O,O,O,O,O,O,X,O
STJZILO,O,O,O,O,X,O,O,X,X,X,O,X
STJZIOL,O,O,O,O,X,O,O,X,X,X,O,X
STJZLIO,O,O,O,O,O,O,O,O,X,X,O,X
STJZLOI,O,O,O,O,O,O,O,O,O,O,O,O
STJZOIL,O,O,O,O,X,O,O,X,X,X,O,X
STJZOLI,O,O,O,O,X,O,O,X,X,X,O,X
STJOILZ,X,X,X,O,X,X,O,X,X,X,X,X
STJOIZL,O,O,X,O,X,O,O,X,X,X,X,X
STJOLIZ,X,O,X,O,X,O,O,O,X,X,X,O
STJOLZI,X,O,X,O,X,O,O,O,X,X,X,O
STJOZIL,O,O,X,O,X,O,O,X,X,X,X,X
STJOZLI,O,O,X,O,X,O,O,X,X,X,X,X
STZILJO,O,O,X,O,O,O,O,X,X,X,O,X
STZILOJ,O,O,O,O,O,O,O,X,O,X,X,X
STZIJLO,O,O,O,O,O,O,O,X,X,X,O,X
STZIJOL,O,O,O,O,X,O,O,X,X,X,O,X
STZIOLJ,O,O,O,X,O,O,O,X,X,X,X,X
STZIOJL,O,O,O,O,X,O,X,X,X,X,X,X
STZLIJO,O,O,X,O,O,O,O,X,X,X,O,X
STZLIOJ,O,O,O,O,O,O,O,X,O,X,X,X
STZLJIO,O,O,O,O,O,O,O,O,X,X,O,X
STZLJOI,O,O,O,O,O,O,O,O,O,X,O,O
STZLOIJ,O,O,O,O,X,O,O,X,O,X,X,X
STZLOJI,O,O,O,O,O,O,O,X,O,X,O,X
STZJILO,O,O,O,O,X,O,O,X,X,X,O,X
STZJIOL,O,O,O,O,X,O,O,X,X,X,O,X
STZJLIO,O,O,O,O,O,O,O,O,X,X,O,X
STZJLOI,O,O,O,O,O,O,O,O,O,X,O,O
STZJOIL,O,O,O,O,X,O,O,X,X,X,O,X
STZJOLI,O,O,O,O,X,O,O,X,X,X,O,X
STZOILJ,O,O,O,X,X,O,O,X,X,X,X,X
STZOIJL,O,O,O,O,X,O,X,X,X,X,X,X
STZOLIJ,O,O,O,O,X,O,O,X,O,X,X,X
STZOLJI,O,O,O,O,O,O,O,X,O,X,O,X
STZOJIL,O,O,O,O,X,O,O,X,X,X,O,X
STZOJLI,O,O,O,O,X,O,O,X,X,X,O,X
STOILJZ,O,X,X,O,O,X,X,O,X,X,X,X
STOILZJ,O,X,X,O,O,X,X,X,X,X,X,X
STOIJLZ,O,X,X,O,X,X,X,O,X,X,X,X
STOIJZL,O,O,X,O,X,O,X,X,X,X,X,X
STOIZLJ,O,O,X,O,O,O,O,X,X,X,X,X
STOIZJL,O,O,X,O,X,O,X,X,X,X,X,X
STOLIJZ,O,O,X,O,O,O,X,O,O,X,X,X
STOLIZJ,O,O,X,O,O,O,X,X,O,X,X,X
STOLJIZ,O,O,X,O,O,O,X,O,O,X,X,O
STOLJZI,O,O,X,O,O,O,X,O,O,X,X,O
STOLZIJ,O,O,X,O,X,O,X,X,O,X,X,X
STOLZJI,O,O,X,O,O,O,X,O,O,X,O,X
STOJILZ,O,X,X,O,X,X,O,O,X,X,X,X
STOJIZL,O,O,X,O,X,O,O,X,X,X,X,X
STOJLIZ,O,O,X,O,X,O,O,O,X,X,X,O
STOJLZI,O,O,X,O,X,O,O,O,X,X,X,O
STOJZIL,O,O,X,O,X,O,O,X,X,X,X,X
STOJZLI,O,O,X,O,X,O,O,O,X,X,X,X
STOZILJ,O,O,X,O,X,O,O,X,X,X,X,X
STOZIJL,O,O,X,O,X,O,X,X,X,X,X,X
STOZLIJ,O,O,X,O,X,O,O,X,O,X,X,X
STOZLJI,O,O,X,O,O,O,O,O,O,X,O,X
STOZJIL,O,O,X,O,X,O,O,X,X,X,O,X
STOZJLI,O,O,X,O,X,O,O,O,X,X,O,X
SITLJZO,O,O,X,O,O,O,X,O,X,X,X,X
SITLJOZ,X,O,X,O,O,O,X,O,X,X,X,X
SITLZJO,O,O,X,O,O,O,O,X,X,X,O,X
SITLZOJ,O,O,O,O,O,O,O,X,O,X,X,X
SITLOJZ,X,O,X,O,O,O,X,X,O,X,X,X
SITLOZJ,X,O,X,O,O,O,X,X,O,X,X,X
SITJLZO,O,O,O,O,O,O,O,O,X,X,X,X
SITJLOZ,X,O,X,O,O,O,X,O,X,X,X,X
SITJZLO,O,O,O,O,O,O,O,X,X,X,X,X
SITJZOL,O,O,O,O,X,O,O,X,X,X,X,X
SITJOLZ,X,X,X,O,X,X,O,X,X,X,X,X
SITJOZL,O,O,X,O,X,O,O,X,X,X,X,X
SITZLJO,O,O,X,O,O,O,O,X,X,X,O,X
SITZLOJ,O,O,O,O,O,O,O,X,O,X,X,X
SITZJLO,O,O,O,O,O,O,O,X,X,X,O,X
SITZJOL,O,O,O,O,X,O,O,X,X,X,O,X
SITZOLJ,O,O,O,X,O,O,O,X,X,X,X,X
SITZOJL,O,O,O,O,X,O,X,X,X,X,X,X
SITOLJZ,O,X,X,O,O,X,X,X,X,X,X,X
SITOLZJ,O,X,X,O,O,X,X,X,X,X,X,X
SITOJLZ,O,X,X,O,X,X,X,X,X,X,X,X
SITOJZL,O,O,X,O,X,O,X,X,X,X,X,X
SITOZLJ,O,O,X,O,O,O,O,X,X,X,X,X
SITOZJL,O,O,X,O,X,O,X,X,X,X,X,X
SILTJZO,X,O,X,O,O,O,X,O,X,X,X,X
SILTJOZ,X,O,X,O,O,O,X,O,X,X,X,X
SILTZJO,X,O,X,O,O,O,O,X,X,X,O,X
SILTZOJ,X,O,O,O,O,O,O,X,O,X,X,X
SILTOJZ,X,O,X,O,O,O,X,X,O,X,X,X
SILTOZJ,X,O,X,O,O,O,X,X,O,X,X,X
SILJTZO,X,O,X,O,O,O,X,O,X,X,X,X
SILJTOZ,X,O,X,O,O,O,X,O,X,X,X,X
SILJZTO,X,O,X,O,O,O,X,X,X,X,X,X
SILJZOT,X,O,X,O,X,O,X,X,X,X,X,X
SILJOTZ,X,O,X,O,O,X,X,X,X,X,X,X
SILJOZT,X,O,X,O,X,X,X,X,X,X,X,X
SILZTJO,X,O,X,O,O,O,X,X,X,X,O,X
SILZTOJ,X,O,O,O,O,O,X,X,O,X,X,X
SILZJTO,X,O,X,O,O,O,X,X,X,X,O,X
SILZJOT,X,O,X,O,X,O,X,X,X,X,O,X
SILZOTJ,X,O,X,O,X,O,X,X,O,X,X,X
SILZOJT,X,O,X,O,X,O,X,X,O,X,X,X
SILOTJZ,X,O,X,O,O,O,X,O,O,X,X,X
SILOTZJ,X,O,X,O,O,O,X,X,O,X,X,X
SILOJTZ,X,O,X,O,O,X,X,O,O,X,X,X
SILOJZT,X,O,X,O,X,X,X,X,O,X,X,X
SILOZTJ,X,O,X,O,X,O,X,X,O,X,X,X
SILOZJT,X,O,X,O,X,O,X,X,O,X,X,X
SIJTLZO,O,O,O,O,O,O,O,O,X,X,X,X
SIJTLOZ,X,O,X,O,O,X,X,O,X,X,X,X
SIJTZLO,O,O,O,O,O,O,O,X,X,X,X,X
SIJTZOL,O,O,O,O,X,O,O,X,X,X,X,X
SIJTOLZ,X,X,X,O,X,X,O,X,X,X,X,X
SIJTOZL,O,O,X,O,X,O,O,X,X,X,X,X
SIJLTZO,X,O,O,O,O,O,O,O,X,X,X,X
SIJLTOZ,X,O,X,O,O,O,X,O,X,X,X,X
SIJLZTO,X,O,O,O,O,O,X,X,X,X,X,X
SIJLZOT,X,O,X,O,X,O,X,X,X,X,X,X
SIJLOTZ,X,O,X,O,O,X,X,X,X,X,X,X
SIJLOZT,X,O,X,O,X,X,X,X,X,X,X,X
SIJZTLO,O,O,O,O,O,O,O,X,X,X,X,X
SIJZTOL,O,O,O,O,X,O,O,X,X,X,X,X
SIJZLTO,O,O,O,X,X,O,X,X,X,X,X,X
SIJZLOT,X,O,X,X,X,O,X,X,X,X,X,X
SIJZOTL,X,O,O,O,X,O,X,X,X,X,X,X
SIJZOLT,X,O,X,X,X,O,X,X,X,X,X,X
SIJOTLZ,X,X,X,O,X,X,O,X,X,X,X,X
SIJOTZL,X,O,X,O,X,X,O,X,X,X,X,X
SIJOLTZ,X,X,X,O,X,X,O,X,X,X,X,X
SIJOLZT,X,X,X,O,X,X,X,X,X,X,X,X
SIJOZTL,X,O,X,O,X,X,O,X,X,X,X,X
SIJOZLT,X,X,X,X,X,X,X,X,X,X,X,X
SIZTLJO,O,O,X,O,O,O,O,X,X,X,O,X
SIZTLOJ,O,O,O,X,O,O,O,X,O,X,X,X
SIZTJLO,O,O,O,O,O,O,O,X,X,X,O,X
SIZTJOL,O,O,O,O,X,O,X,X,X,X,O,X
SIZTOLJ,O,O,O,X,O,O,O,X,X,X,X,X
SIZTOJL,O,O,O,O,X,O,X,X,X,X,X,X
SIZLTJO,O,O,X,X,O,O,X,X,X,X,O,X
SIZLTOJ,O,O,O,X,O,O,X,X,O,X,X,X
SIZLJTO,O,O,X,X,O,O,X,X,X,X,O,X
SIZLJOT,X,O,X,X,X,O,X,X,X,X,O,X
SIZLOTJ,O,O,X,X,X,O,X,X,O,X,X,X
SIZLOJT,O,O,X,X,X,O,X,X,O,X,X,X
SIZJTLO,O,O,O,O,O,O,X,X,X,X,O,X
SIZJTOL,O,O,O,O,X,O,X,X,X,X,O,X
SIZJLTO,O,O,O,X,X,O,X,X,X,X,O,X
SIZJLOT,X,O,X,X,X,O,X,X,X,X,O,X
SIZJOTL,X,O,O,O,X,O,X,X,X,X,O,X
SIZJOLT,X,O,X,X,X,O,X,X,X,X,O,X
SIZOTLJ,O,O,O,O,O,O,X,X,X,X,X,X
SIZOTJL,O,O,O,O,X,O,X,X,X,X,X,X
SIZOLTJ,O,O,X,X,X,O,X,X,O,X,X,X
SIZOLJT,O,O,X,X,X,O,X,X,O,X,X,X
SIZOJTL,O,O,O,O,X,O,X,X,X,X,X,X
SIZOJLT,O,O,X,X,X,O,X,X,X,X,X,X
SIOTLJZ,O,X,X,O,O,X,X,O,X,X,X,X
SIOTLZJ,O,X,X,O,O,X,X,X,X,X,X,X
SIOTJLZ,O,X,X,O,X,X,X,O,X,X,X,X
SIOTJZL,O,O,X,O,X,O,X,X,X,X,X,X
SIOTZLJ,O,O,X,O,O,O,O,X,X,X,X,X
SIOTZJL,O,O,X,O,X,O,X,X,X,X,X,X
SIOLTJZ,X,X,X,O,O,O,X,O,O,X,X,X
SIOLTZJ,X,X,X,O,O,O,X,X,O,X,X,X
SIOLJTZ,X,X,X,O,O,X,X,O,O,X,X,X
SIOLJZT,X,X,X,O,X,X,X,X,O,X,X,X
SIOLZTJ,X,X,X,O,X,O,X,X,O,X,X,X
SIOLZJT,X,X,X,O,X,O,X,X,O,X,X,X
SIOJTLZ,O,X,X,O,X,X,X,O,X,X,X,X
SIOJTZL,O,O,X,O,X,X,X,X,X,X,X,X
SIOJLTZ,X,X,X,O,X,X,X,O,X,X,X,X
SIOJLZT,X,X,X,O,X,X,X,X,X,X,X,X
SIOJZTL,O,O,X,O,X,X,X,X,X,X,X,X
SIOJZLT,O,X,X,X,X,X,X,X,X,X,X,X
SIOZTLJ,O,O,X,O,O,O,X,X,X,X,X,X
SIOZTJL,O,O,X,O,X,O,X,X,X,X,X,X
SIOZLTJ,O,X,X,X,X,O,X,X,O,X,X,X
SIOZLJT,O,X,X,X,X,O,X,X,O,X,X,X
SIOZJTL,O,O,X,O,X,O,X,X,X,X,X,X
SIOZJLT,O,X,X,X,X,O,X,X,X,X,X,X
SLTIJZO,X,O,X,O,O,O,X,O,X,X,X,X
SLTIJOZ,X,O,X,O,O,O,X,O,X,X,X,O
SLTIZJO,X,O,X,O,O,O,O,X,X,X,O,X
SLTIZOJ,X,O,O,O,O,O,O,X,O,X,X,X
SLTIOJZ,X,O,X,O,O,O,X,X,O,X,X,X
SLTIOZJ,X,O,X,O,O,O,X,X,O,X,X,X
SLTJIZO,X,O,O,O,O,O,O,O,X,X,X,X
SLTJIOZ,X,O,X,O,O,O,X,O,X,X,X,O
SLTJZIO,X,O,O,O,O,O,O,O,X,X,O,X
SLTJZOI,X,O,O,O,O,O,O,O,O,O,O,O
SLTJOIZ,X,O,X,O,O,O,O,O,O,O,X,O
SLTJOZI,X,O,X,O,O,O,O,O,O,O,X,O
SLTZIJO,X,O,X,O,O,O,O,X,X,X,O,X
SLTZIOJ,X,O,O,O,O,O,O,X,O,X,X,X
SLTZJIO,X,O,O,O,O,O,O,O,X,X,O,X
SLTZJOI,X,O,O,O,O,O,O,O,O,X,O,O
SLTZOIJ,X,O,O,O,X,O,O,X,O,X,X,X
SLTZOJI,X,O,O,O,O,O,O,X,O,X,O,X
SLTOIJZ,X,O,X,O,O,O,X,O,O,O,X,X
SLTOIZJ,X,O,X,O,O,O,X,X,O,X,X,X
SLTOJIZ,X,O,X,O,O,O,X,O,O,O,X,O
SLTOJZI,X,O,X,O,O,O,X,O,O,O,X,O
SLTOZIJ,X,O,X,O,X,O,X,X,O,X,X,X
SLTOZJI,X,O,X,O,O,O,X,O,O,X,O,X
SLITJZO,X,O,X,O,O,O,X,O,X,X,X,X
SLITJOZ,X,O,X,O,O,O,X,O,X,X,X,X
SLITZJO,X,O,X,O,O,O,O,X,X,X,O,X
SLITZOJ,X,O,O,O,O,O,O,X,O,X,X,X
SLITOJZ,X,O,X,O,O,O,X,X,O,X,X,X
SLITOZJ,X,O,X,O,O,O,X,X,O,X,X,X
SLIJTZO,X,O,X,O,O,O,X,O,X,X,X,X
SLIJTOZ,X,O,X,O,O,O,X,O,X,X,X,X
SLIJZTO,X,O,X,O,O,O,X,X,X,X,X,X
SLIJZOT,X,O,X,O,X,O,X,X,X,X,X,X
SLIJOTZ,X,O,X,O,O,X,X,X,X,X,X,X
SLIJOZT,X,O,X,O,X,X,X,X,X,X,X,X
SLIZTJO,X,O,X,O,O,O,X,X,X,X,O,X
SLIZTOJ,X,O,O,O,O,O,X,X,O,X,X,X
SLIZJTO,X,O,X,O,O,O,X,X,X,X,O,X
SLIZJOT,X,O,X,O,X,O,X,X,X,X,O,X
SLIZOTJ,X,O,X,O,X,O,X,X,O,X,X,X
SLIZOJT,X,O,X,O,X,O,X,X,O,X,X,X
SLIOTJZ,X,O,X,O,O,O,X,O,O,X,X,X
SLIOTZJ,X,O,X,O,O,O,X,X,O,X,X,X
SLIOJTZ,X,O,X,O,O,X,X,O,O,X,X,X
SLIOJZT,X,O,X,O,X,X,X,X,O,X,X,X
SLIOZTJ,X,O,X,O,X,O,X,X,O,X,X,X
SLIOZJT,X,O,X,O,X,O,X,X,O,X,X,X
SLJTIZO,X,O,O,O,O,O,O,O,X,X,X,X
SLJTIOZ,X,O,X,O,O,O,X,O,X,X,X,O
SLJTZIO,X,O,O,O,O,O,O,O,X,X,O,X
SLJTZOI,X,O,O,O,O,O,O,O,O,O,O,O
SLJTOIZ,X,O,X,O,O,O,O,O,O,O,X,O
SLJTOZI,X,O,X,O,O,O,O,O,O,O,X,O
SLJITZO,X,O,O,O,O,O,O,O,X,X,X,X
SLJITOZ,X,O,X,O,O,O,X,O,X,X,X,O
SLJIZTO,X,O,O,O,O,O,X,X,X,X,X,X
SLJIZOT,X,O,X,O,X,O,X,X,X,X,X,X
SLJIOTZ,X,O,X,O,O,X,X,X,X,X,X,X
SLJIOZT,X,O,X,O,X,X,X,X,X,X,X,X
SLJZTIO,X,O,O,O,O,O,X,O,X,X,O,X
SLJZTOI,X,O,O,O,O,O,X,O,O,O,O,O
SLJZITO,X,O,O,O,O,O,X,X,X,X,O,X
SLJZIOT,X,O,X,O,X,O,X,X,X,X,O,X
SLJZOTI,X,O,X,O,X,O,X,X,O,O,O,X
SLJZOIT,X,O,X,O,X,O,X,X,O,O,O,X
SLJOTIZ,X,O,X,O,O,X,O,O,O,O,X,O
SLJOTZI,X,O,X,O,O,X,O,O,O,O,X,O
SLJOITZ,X,O,X,O,O,X,O,O,O,O,X,X
SLJOIZT,X,O,X,O,X,X,X,X,O,O,X,X
SLJOZTI,X,O,X,O,X,X,X,O,O,O,X,X
SLJOZIT,X,O,X,O,X,X,X,X,O,O,X,X
SLZTIJO,X,O,X,O,O,O,X,X,X,X,O,X
SLZTIOJ,X,O,O,O,O,O,X,X,O,X,X,X
SLZTJIO,X,O,O,O,O,O,X,O,X,X,O,X
SLZTJOI,X,O,O,O,O,O,X,O,O,X,O,X
SLZTOIJ,X,O,O,O,X,O,X,X,O,X,X,X
SLZTOJI,X,O,O,O,O,O,X,X,O,X,O,X
SLZITJO,X,O,X,O,O,O,X,X,X,X,O,X
SLZITOJ,X,O,O,O,O,O,X,X,O,X,X,X
SLZIJTO,X,O,X,O,O,O,X,X,X,X,O,X
SLZIJOT,X,O,X,O,X,O,X,X,X,X,O,X
SLZIOTJ,X,O,X,O,X,O,X,X,O,X,X,X
SLZIOJT,X,O,X,O,X,O,X,X,O,X,X,X
SLZJTIO,X,O,O,O,O,O,X,O,X,X,O,X
SLZJTOI,X,O,O,O,O,O,X,O,O,X,O,X
SLZJITO,X,O,O,O,O,O,X,X,X,X,O,X
SLZJIOT,X,O,X,O,X,O,X,X,X,X,O,X
SLZJOTI,X,O,X,O,X,O,X,X,O,X,O,X
SLZJOIT,X,O,X,O,X,O,X,X,O,X,O,X
SLZOTIJ,X,O,X,O,X,O,X,X,O,X,X,X
SLZOTJI,X,O,X,O,X,O,X,O,O,X,O,X
SLZOITJ,X,O,X,O,X,O,X,X,O,X,X,X
SLZOIJT,X,O,X,O,X,O,X,X,O,X,X,X
SLZOJTI,X,O,X,O,X,O,X,O,O,X,O,X
SLZOJIT,X,O,X,O,X,O,X,X,O,X,O,X
SLOTIJZ,X,O,X,O,O,O,X,O,O,O,X,X
SLOTIZJ,X,O,X,O,O,O,X,X,O,X,X,X
SLOTJIZ,X,O,X,O,O,O,X,O,O,O,X,X
SLOTJZI,X,O,X,O,O,O,X,O,O,O,X,X
SLOTZIJ,X,O,X,O,X,O,X,X,O,X,X,X
SLOTZJI,X,O,X,O,O,O,X,O,O,X,O,X
SLOITJZ,X,O,X,O,O,O,X,O,O,O,X,X
SLOITZJ,X,O,X,O,O,O,X,X,O,X,X,X
SLOIJTZ,X,O,X,O,O,X,X,O,O,O,X,X
SLOIJZT,X,O,X,O,X,X,X,X,O,O,X,X
SLOIZTJ,X,O,X,O,X,O,X,X,O,X,X,X
SLOIZJT,X,O,X,O,X,O,X,X,O,X,X,X
SLOJTIZ,X,O,X,O,O,X,X,O,O,O,X,X
SLOJTZI,X,O,X,O,O,X,X,O,O,O,X,X
SLOJITZ,X,O,X,O,O,X,X,O,O,O,X,X
SLOJIZT,X,O,X,O,X,X,X,X,O,O,X,X
SLOJZTI,X,O,X,O,X,X,X,O,O,O,X,X
SLOJZIT,X,O,X,O,X,X,X,X,O,O,X,X
SLOZTIJ,X,O,X,O,X,O,X,X,O,X,X,X
SLOZTJI,X,O,X,O,X,O,X,O,O,X,O,X
SLOZITJ,X,O,X,O,X,O,X,X,O,X,X,X
SLOZIJT,X,O,X,O,X,O,X,X,O,X,X,X
SLOZJTI,X,O,X,O,X,O,X,O,O,X,O,X
SLOZJIT,X,O,X,O,X,O,X,X,O,X,O,X
SJTILZO,O,O,O,O,O,O,O,O,X,X,X,X
SJTILOZ,X,O,X,O,O,O,X,O,X,X,X,O
SJTIZLO,O,O,O,O,O,O,O,X,X,X,X,X
SJTIZOL,O,O,O,O,X,O,O,X,X,X,X,X
SJTIOLZ,X,X,X,O,X,X,O,X,X,X,X,X
SJTIOZL,O,O,X,O,X,O,O,X,X,X,X,X
SJTLIZO,O,O,O,O,O,O,O,O,X,X,X,X
SJTLIOZ,X,O,X,O,O,O,X,O,X,X,X,O
SJTLZIO,O,O,O,O,O,O,O,O,X,X,O,X
SJTLZOI,O,O,O,O,O,O,O,O,O,O,O,O
SJTLOIZ,X,O,X,O,O,O,O,O,O,O,X,O
SJTLOZI,X,O,X,O,O,O,O,O,O,O,X,O
SJTZILO,O,O,O,O,X,O,O,X,X,X,O,X
SJTZIOL,O,O,O,O,X,O,O,X,X,X,O,X
SJTZLIO,O,O,O,O,O,O,O,O,X,X,O,X
SJTZLOI,O,O,O,O,O,O,O,O,O,O,O,O
SJTZOIL,O,O,O,O,X,O,O,X,X,X,O,X
SJTZOLI,O,O,O,O,X,O,O,X,X,X,O,X
SJTOILZ,X,X,X,O,X,X,O,X,X,X,X,X
SJTOIZL,O,O,X,O,X,O,O,X,X,X,X,X
SJTOLIZ,X,O,X,O,X,O,O,O,X,X,X,O
SJTOLZI,X,O,X,O,X,O,O,O,X,X,X,O
SJTOZIL,O,O,X,O,X,O,O,X,X,X,X,X
SJTOZLI,O,O,X,O,X,O,O,X,X,X,X,X
SJITLZO,O,O,O,O,O,O,O,O,X,X,X,X
SJITLOZ,X,O,X,O,O,X,X,O,X,X,X,O
SJITZLO,O,O,O,O,O,O,O,X,X,X,X,X
SJITZOL,O,O,O,O,X,O,O,X,X,X,X,X
SJITOLZ,X,X,X,O,X,X,O,X,X,X,X,X
SJITOZL,O,O,X,O,X,O,O,X,X,X,X,X
SJILTZO,X,O,O,O,O,O,O,O,X,X,X,X
SJILTOZ,X,O,X,O,O,O,X,O,X,X,X,O
SJILZTO,X,O,O,O,O,O,X,X,X,X,X,X
SJILZOT,X,O,X,O,X,O,X,X,X,X,X,X
SJILOTZ,X,O,X,O,O,X,X,X,X,X,X,X
SJILOZT,X,O,X,O,X,X,X,X,X,X,X,X
SJIZTLO,O,O,O,O,O,O,O,X,X,X,X,X
SJIZTOL,O,O,O,O,X,O,O,X,X,X,X,X
SJIZLTO,O,O,O,X,X,O,O,X,X,X,X,X
SJIZLOT,X,O,X,X,X,O,X,X,X,X,X,X
SJIZOTL,X,O,O,O,X,O,X,X,X,X,X,X
SJIZOLT,X,O,X,X,X,O,X,X,X,X,X,X
SJIOTLZ,X,X,X,O,X,X,O,X,X,X,X,X
SJIOTZL,X,O,X,O,X,X,O,X,X,X,X,X
SJIOLTZ,X,X,X,O,X,X,O,X,X,X,X,X
SJIOLZT,X,X,X,O,X,X,X,X,X,X,X,X
SJIOZTL,X,O,X,O,X,X,O,X,X,X,X,X
SJIOZLT,X,X,X,X,X,X,X,X,X,X,X,X
SJLTIZO,X,O,O,O,O,O,O,O,X,X,X,X
SJLTIOZ,X,O,X,O,O,O,X,O,X,X,X,O
SJLTZIO,X,O,O,O,O,O,O,O,X,X,O,X
SJLTZOI,X,O,O,O,O,O,O,O,O,O,O,O
SJLTOIZ,X,O,X,O,O,O,O,O,O,O,X,O
SJLTOZI,X,O,X,O,O,O,O,O,O,O,X,O
SJLITZO,X,O,O,O,O,O,O,O,X,X,X,X
SJLITOZ,X,O,X,O,O,O,X,O,X,X,X,O
SJLIZTO,X,O,O,O,O,O,X,X,X,X,X,X
SJLIZOT,X,O,X,O,X,O,X,X,X,X,X,X
SJLIOTZ,X,O,X,O,O,X,X,X,X,X,X,X
SJLIOZT,X,O,X,O,X,X,X,X,X,X,X,X
SJLZTIO,X,O,O,O,O,O,X,O,X,X,O,X
SJLZTOI,X,O,O,O,O,O,X,O,O,O,O,O
SJLZITO,X,O,O,O,O,O,X,X,X,X,O,X
SJLZIOT,X,O,X,O,X,O,X,X,X,X,O,X
SJLZOTI,X,O,X,O,X,O,X,X,O,O,O,X
SJLZOIT,X,O,X,O,X,O,X,X,O,O,O,X
SJLOTIZ,X,O,X,O,O,X,O,O,O,O,X,O
SJLOTZI,X,O,X,O,O,X,O,O,O,O,X,O
