sequence,v115@9gC8GeB8HeB8HeD8EeA8Je3AJvhFumBcnBTjByqBFt?BxwB,v115@9gC8GeB8HeB8HeD8EeA8JecFJvhFThBOnBXjBStBFr?BRxB,v115@9gC8GeB8HeB8HeD8EeA8JeGBJvhFxiBilBXnBToBUr?B1xB,v115@9gC8GeB8HeB8HeD8EeA8JecFJvhFemBCiBTjBXnBFt?BxwB,v115@9gC8GeB8HeB8HeD8EeA8JecFJvhFThBxiBesBCoBFr?BXtB,v115@9gC8GeB8HeB8HeD8EeA8JeRBJvhFGjBTlBlnBirBXt?B0rB,v115@9gC8GeB8HeB8HeD8EeA8JecFJvhFThBiiB+oB3nBFr?BRxB,v115@9gC8GeB8HeB8HeD8EeA8Je3AJvhFFiB6oB0mBznBmq?BRxB,v115@9gC8GeB8HeB8HeD8EeA8JecFJvhFemB6oBRnB3rBzs?BFsB,v115@9gC8GeB8HeB8HeD8EeA8JeRBJvhF+oBilBfsBlnBUr?BzsB,v115@9gC8GeB8HeB8HeD8EeA8JecFJvhFihB+oBRnBFrBXs?BzsB
SIOZJTL,X,X,X,O,X,O,X,O,O,X,X
SIOZJLT,X,X,X,O,X,O,X,O,O,X,X
SLTIJZO,O,X,O,X,O,O,X,X,X,X,X
SLTIJOZ,O,X,O,X,X,O,X,X,X,X,X
SLTIZJO,O,X,O,X,O,O,X,X,X,X,X
SLTIZOJ,O,X,X,X,X,X,X,X,X,X,X
SLTIOJZ,O,X,O,X,X,O,X,X,X,X,X
SLTIOZJ,O,X,O,X,X,X,X,X,X,X,X
SLTJIZO,X,O,O,X,O,O,X,X,X,O,X
SLTJIOZ,X,X,O,X,X,O,X,X,X,X,X
SLTJZIO,O,O,O,X,O,O,X,X,X,O,X
SLTJZOI,O,O,O,X,O,X,X,X,X,O,X
SLTJOIZ,X,X,O,X,X,O,X,X,X,X,X
SLTJOZI,O,X,O,X,X,O,X,X,X,O,X
SLTZIJO,O,O,O,X,O,O,X,X,X,X,X
SLTZIOJ,O,O,O,X,X,X,X,X,X,X,X
SLTZJIO,O,O,O,X,O,O,X,X,X,X,X
SLTZJOI,O,O,O,X,O,X,X,X,X,X,X
SLTZOIJ,O,O,O,X,X,X,X,X,X,X,X
SLTZOJI,O,O,O,X,X,X,X,X,X,X,X
SLTOIJZ,X,X,O,X,X,O,X,X,X,X,X
SLTOIZJ,O,X,O,X,X,O,X,X,X,X,X
SLTOJIZ,X,X,O,X,X,O,X,X,X,X,X
SLTOJZI,O,X,O,X,X,O,X,X,X,X,X
SLTOZIJ,O,X,O,X,X,O,X,X,X,X,X
SLTOZJI,O,X,O,X,X,O,X,X,X,X,X
SLITJZO,O,X,X,X,O,O,X,X,X,X,X
SLITJOZ,O,X,X,X,X,O,X,X,X,X,X
SLITZJO,O,X,X,X,O,O,X,X,X,X,X
SLITZOJ,O,X,X,X,X,X,X,X,X,X,X
SLITOJZ,O,X,X,X,X,O,X,X,X,X,X
SLITOZJ,O,X,X,X,X,X,X,X,X,X,X
SLIJTZO,O,O,X,X,O,X,X,O,X,O,X
SLIJTOZ,O,X,X,X,X,X,X,O,X,X,X
SLIJZTO,O,O,X,X,O,X,X,O,X,O,X
SLIJZOT,O,O,X,X,O,X,X,O,X,O,X
SLIJOTZ,X,X,X,X,X,X,X,O,X,X,X
SLIJOZT,O,O,X,X,O,X,X,O,X,X,X
SLIZTJO,O,O,X,X,O,X,X,O,X,O,X
SLIZTOJ,O,O,X,X,X,X,X,O,X,X,X
SLIZJTO,O,O,X,X,O,X,X,O,X,O,X
SLIZJOT,O,O,X,X,O,X,X,X,X,O,X
SLIZOTJ,O,O,X,X,X,X,X,O,X,X,X
SLIZOJT,O,O,X,X,O,X,X,X,X,O,X
SLIOTJZ,O,X,X,X,X,X,X,O,X,X,X
SLIOTZJ,O,X,X,X,X,X,X,O,X,X,X
SLIOJTZ,X,X,X,X,X,X,X,O,X,X,X
SLIOJZT,O,X,X,X,O,X,X,O,X,X,X
SLIOZTJ,O,X,X,X,X,X,X,O,X,X,X
SLIOZJT,O,X,X,X,O,X,X,O,X,X,X
SLJTIZO,X,O,X,X,O,O,X,O,X,O,X
SLJTIOZ,X,X,X,X,X,O,X,O,X,X,X
SLJTZIO,O,O,X,X,O,O,X,O,X,O,X
SLJTZOI,O,O,X,X,O,X,X,O,X,O,X
SLJTOIZ,X,X,O,X,X,O,X,X,X,X,X
SLJTOZI,O,X,X,X,X,O,X,X,X,O,X
SLJITZO,O,O,X,X,O,X,X,O,X,O,X
SLJITOZ,O,X,X,X,X,X,X,O,X,X,X
SLJIZTO,O,O,X,X,O,X,X,O,X,O,X
SLJIZOT,O,O,X,X,O,X,X,O,X,O,X
SLJIOTZ,X,X,X,X,X,X,X,O,X,X,X
SLJIOZT,O,O,X,X,O,X,X,O,X,X,X
SLJZTIO,X,O,X,X,O,X,X,O,X,O,O
SLJZTOI,X,O,O,X,O,X,X,O,X,O,O
SLJZITO,X,O,X,X,O,X,X,O,X,O,X
SLJZIOT,X,O,X,X,O,X,X,O,X,O,X
SLJZOTI,X,O,X,X,O,X,X,O,X,O,X
SLJZOIT,X,O,X,X,O,X,X,X,X,O,X
SLJOTIZ,X,X,O,X,X,O,X,X,X,X,X
SLJOTZI,X,X,X,X,X,O,X,X,X,O,X
SLJOITZ,X,X,O,X,X,O,X,O,X,X,X
SLJOIZT,X,O,X,X,O,O,X,O,X,X,X
SLJOZTI,X,O,X,X,O,X,X,O,X,X,X
SLJOZIT,X,O,X,X,O,O,X,X,X,X,X
SLZTIJO,O,O,O,X,O,O,X,X,X,O,O
SLZTIOJ,O,O,O,X,X,X,X,X,X,X,X
SLZTJIO,O,O,O,X,O,O,X,X,X,O,O
SLZTJOI,O,O,O,X,O,X,X,X,X,O,O
SLZTOIJ,O,O,O,X,X,X,X,X,X,X,X
SLZTOJI,O,O,O,X,O,X,X,X,X,X,O
SLZITJO,O,O,X,X,O,X,X,X,X,O,X
SLZITOJ,O,O,X,X,X,X,X,X,X,X,X
SLZIJTO,O,O,X,X,O,X,X,X,X,O,X
SLZIJOT,O,O,X,X,O,X,X,X,X,O,X
SLZIOTJ,O,O,X,X,X,X,X,X,X,X,X
SLZIOJT,O,O,X,X,O,X,X,X,X,O,X
SLZJTIO,X,O,X,X,O,X,X,X,X,O,O
SLZJTOI,X,O,O,X,O,X,X,X,X,O,O
SLZJITO,X,O,X,X,O,X,X,X,X,O,X
SLZJIOT,X,O,X,X,O,X,X,X,X,O,X
SLZJOTI,X,O,X,X,O,X,X,X,O,O,X
SLZJOIT,X,O,X,X,O,X,X,X,O,O,X
SLZOTIJ,X,O,X,X,X,X,X,X,O,X,X
SLZOTJI,X,O,X,X,X,X,X,X,O,X,X
SLZOITJ,X,O,X,X,X,X,X,X,O,X,X
SLZOIJT,X,O,X,X,O,X,X,X,O,O,X
SLZOJTI,X,O,X,X,O,X,X,X,O,O,X
SLZOJIT,X,O,X,X,O,X,X,X,O,O,X
SLOTIJZ,X,X,O,X,X,O,X,X,X,X,X
SLOTIZJ,O,X,O,X,X,O,X,X,O,X,X
SLOTJIZ,X,X,O,X,X,O,X,X,X,X,X
SLOTJZI,O,X,O,X,X,O,X,X,X,X,X
SLOTZIJ,O,X,O,X,X,O,X,X,O,X,X
SLOTZJI,O,X,O,X,X,O,X,X,O,X,X
SLOITJZ,O,X,X,X,X,O,X,X,X,X,X
SLOITZJ,O,X,X,X,X,O,X,X,O,X,X
SLOIJTZ,X,X,O,X,X,O,X,X,X,X,X
SLOIJZT,O,X,X,X,O,O,X,X,O,X,X
SLOIZTJ,O,X,X,X,X,O,X,X,O,X,X
SLOIZJT,O,X,X,X,O,O,X,X,O,X,X
SLOJTIZ,X,X,O,X,X,O,X,X,X,X,X
SLOJTZI,X,X,X,X,X,O,X,X,X,O,X
SLOJITZ,X,X,O,X,X,O,X,X,X,X,X
SLOJIZT,X,O,X,X,O,O,X,X,O,X,X
SLOJZTI,X,O,X,X,O,X,X,X,O,X,X
SLOJZIT,X,O,X,X,O,O,X,X,O,X,X
SLOZTIJ,X,O,X,X,X,O,X,X,O,X,X
SLOZTJI,X,O,X,X,X,O,X,X,O,X,X
SLOZITJ,X,O,X,X,X,O,X,X,O,X,X
SLOZIJT,X,O,X,X,O,O,X,X,O,X,X
SLOZJTI,X,O,X,X,O,X,X,X,O,X,X
SLOZJIT,X,O,X,X,O,O,X,X,O,X,X
SJTILZO,X,X,X,X,X,O,X,O,X,O,X
SJTILOZ,X,X,X,X,X,O,X,O,X,X,X
SJTIZLO,X,X,X,X,O,O,X,O,X,X,X
SJTIZOL,X,X,X,X,O,O,X,O,X,X,X
SJTIOLZ,X,X,X,X,X,O,X,O,X,X,X
SJTIOZL,X,X,X,X,X,O,X,O,X,X,X
SJTLIZO,X,X,X,X,O,O,O,O,X,O,X
SJTLIOZ,X,X,X,X,X,O,X,O,X,X,X
SJTLZIO,X,X,X,X,O,O,O,O,X,O,X
SJTLZOI,X,X,X,X,O,X,O,O,X,O,X
SJTLOIZ,X,X,X,X,X,O,X,X,X,X,X
SJTLOZI,X,X,X,X,X,O,X,X,X,O,X
SJTZILO,X,X,X,X,O,O,O,O,X,X,O
SJTZIOL,X,X,X,X,O,O,O,O,X,X,O
SJTZLIO,X,X,X,X,O,O,O,O,X,O,O
SJTZLOI,X,X,X,X,O,X,O,O,X,O,O
SJTZOIL,X,X,X,X,O,O,O,O,X,X,O
SJTZOLI,X,X,X,X,O,O,O,O,X,X,O
SJTOILZ,X,X,X,X,X,O,X,X,X,X,X
SJTOIZL,X,X,X,X,X,O,X,X,X,X,X
SJTOLIZ,X,X,X,X,X,O,X,X,X,X,X
SJTOLZI,X,X,X,X,X,O,X,X,X,O,X
SJTOZIL,X,X,X,X,X,O,X,X,X,X,X
SJTOZLI,X,X,X,X,X,O,X,X,X,X,X
SJITLZO,X,X,X,X,X,O,O,O,X,O,X
SJITLOZ,X,X,X,X,X,O,X,O,X,X,X
SJITZLO,X,X,X,X,O,O,O,O,X,X,X
SJITZOL,X,X,X,X,O,O,O,O,X,X,X
SJITOLZ,X,X,X,X,X,O,X,O,X,X,X
SJITOZL,X,X,X,X,X,O,X,O,X,X,X
SJILTZO,X,X,X,X,O,X,O,O,X,O,X
SJILTOZ,X,X,X,X,X,X,X,O,X,X,X
SJILZTO,X,X,X,X,O,X,O,O,X,X,X
SJILZOT,X,X,X,X,O,X,O,O,X,X,X
SJILOTZ,X,X,X,X,X,X,X,O,X,X,X
SJILOZT,X,X,X,X,O,X,O,O,X,X,X
SJIZTLO,X,X,X,X,O,X,O,O,X,X,O
SJIZTOL,X,X,X,X,O,X,O,O,X,X,O
SJIZLTO,X,X,X,X,O,X,O,O,X,X,X
SJIZLOT,X,X,X,X,O,X,O,O,X,X,X
SJIZOTL,X,X,X,X,O,X,O,O,X,X,X
SJIZOLT,X,X,X,X,X,X,O,O,X,X,X
SJIOTLZ,X,X,X,X,X,O,X,O,X,X,X
SJIOTZL,X,X,X,X,X,O,X,O,X,X,X
SJIOLTZ,X,X,X,X,X,O,X,O,X,X,X
SJIOLZT,X,X,X,X,X,O,O,O,X,X,X
SJIOZTL,X,X,X,X,O,O,O,O,X,X,X
SJIOZLT,X,X,X,X,X,O,O,O,X,X,X
SJLTIZO,X,X,X,X,O,O,O,O,X,O,X
SJLTIOZ,X,X,X,X,X,O,X,O,X,X,X
SJLTZIO,X,X,X,X,O,O,O,O,X,O,X
SJLTZOI,X,X,X,X,O,X,O,O,X,O,X
SJLTOIZ,X,X,X,X,X,O,X,X,X,X,X
SJLTOZI,X,X,X,X,X,O,X,X,X,O,X
SJLITZO,X,X,X,X,O,X,O,O,X,O,X
SJLITOZ,X,X,X,X,X,X,X,O,X,X,X
SJLIZTO,X,X,X,X,O,X,O,O,X,O,X
SJLIZOT,X,X,X,X,O,X,O,O,X,O,X
SJLIOTZ,X,X,X,X,X,X,X,O,X,X,X
SJLIOZT,X,X,X,X,O,X,O,O,X,X,X
SJLZTIO,X,X,X,X,O,X,O,O,X,O,O
SJLZTOI,X,X,X,X,O,X,O,O,X,O,O
SJLZITO,X,X,X,X,O,X,O,O,X,O,X
SJLZIOT,X,X,X,X,O,X,O,O,X,O,X
SJLZOTI,X,X,X,X,O,X,O,O,X,O,X
SJLZOIT,X,X,X,X,O,X,O,X,X,O,X
SJLOTIZ,X,X,X,X,X,O,X,X,X,X,X
SJLOTZI,X,X,X,X,X,O,X,X,X,O,X
SJLOITZ,X,X,X,X,X,O,X,O,X,X,X
SJLOIZT,X,X,X,X,O,O,O,O,X,X,X
SJLOZTI,X,X,X,X,O,X,O,O,X,X,X
SJLOZIT,X,X,X,X,O,O,O,X,X,X,X
SJZTILO,X,X,X,X,O,O,O,O,X,X,O
SJZTIOL,X,X,X,X,O,O,O,O,X,X,O
SJZTLIO,X,X,X,X,O,O,O,O,X,O,O
SJZTLOI,X,X,X,X,O,X,O,O,X,O,O
SJZTOIL,X,X,X,X,O,O,O,O,O,X,O
SJZTOLI,X,X,X,X,O,O,O,O,O,X,O
SJZITLO,X,X,X,X,O,X,O,O,X,X,O
SJZITOL,X,X,X,X,O,X,O,O,X,X,O
SJZILTO,X,X,X,X,O,X,O,O,X,X,X
SJZILOT,X,X,X,X,O,X,O,O,X,X,X
SJZIOTL,X,X,X,X,O,X,O,O,O,X,X
SJZIOLT,X,X,X,X,X,X,O,O,O,X,X
SJZLTIO,X,X,X,X,O,X,O,O,X,O,O
SJZLTOI,X,X,X,X,O,X,O,O,X,O,O
SJZLITO,X,X,X,X,O,X,O,O,X,O,X
SJZLIOT,X,X,X,X,O,X,O,O,X,O,X
SJZLOTI,X,X,X,X,O,X,O,O,O,O,X
SJZLOIT,X,X,X,X,O,X,O,X,O,O,X
SJZOTIL,X,X,X,X,O,O,O,O,O,X,O
SJZOTLI,X,X,X,X,O,O,O,O,O,X,O
SJZOITL,X,X,X,X,O,O,O,O,O,X,X
SJZOILT,X,X,X,X,X,O,O,O,O,X,X
SJZOLTI,X,X,X,X,O,X,O,O,O,X,X
SJZOLIT,X,X,X,X,O,O,O,X,O,X,X
SJOTILZ,X,X,X,X,X,O,X,X,X,X,X
SJOTIZL,X,X,X,X,X,O,X,X,X,X,X
SJOTLIZ,X,X,X,X,X,O,X,X,X,X,X
SJOTLZI,X,X,X,X,X,O,X,X,X,O,X
SJOTZIL,X,X,X,X,X,O,X,X,X,X,X
SJOTZLI,X,X,X,X,X,O,X,X,X,X,X
SJOITLZ,X,X,X,X,X,O,X,O,X,X,X
SJOITZL,X,X,X,X,X,O,X,O,X,X,X
SJOILTZ,X,X,X,X,X,O,X,O,X,X,X
SJOILZT,X,X,X,X,X,O,X,O,O,X,X
SJOIZTL,X,X,X,X,O,O,X,O,O,X,X
SJOIZLT,X,X,X,X,X,O,X,O,O,X,X
SJOLTIZ,X,X,X,X,X,O,X,X,X,X,X
SJOLTZI,X,X,X,X,X,O,X,X,X,O,X
SJOLITZ,X,X,X,X,X,O,X,O,X,X,X
SJOLIZT,X,X,X,X,O,O,O,O,O,X,X
SJOLZTI,X,X,X,X,O,X,O,O,O,X,X
SJOLZIT,X,X,X,X,O,O,O,X,O,X,X
SJOZTIL,X,X,X,X,O,O,O,O,O,X,O
SJOZTLI,X,X,X,X,O,O,O,O,O,X,O
SJOZITL,X,X,X,X,O,O,O,O,O,X,X
SJOZILT,X,X,X,X,X,O,O,O,O,X,X
SJOZLTI,X,X,X,X,O,X,O,O,O,X,X
SJOZLIT,X,X,X,X,O,O,O,X,O,X,X
SZTILJO,X,O,O,O,X,X,X,X,X,X,O
SZTILOJ,X,O,O,O,X,X,X,X,X,X,X
SZTIJLO,X,O,O,O,O,O,O,X,X,X,O
SZTIJOL,X,O,O,O,O,O,O,X,X,X,O
SZTIOLJ,X,O,O,O,X,X,X,X,X,X,X
SZTIOJL,X,O,O,O,O,X,O,X,X,X,X
SZTLIJO,X,O,O,O,O,O,X,X,X,X,O
SZTLIOJ,X,O,O,O,X,X,X,X,X,X,X
SZTLJIO,X,O,O,O,O,O,X,X,X,X,O
SZTLJOI,X,O,O,O,O,X,X,X,X,X,O
SZTLOIJ,X,O,O,O,X,X,X,X,X,X,X
SZTLOJI,X,O,O,O,O,X,X,X,X,X,O
SZTJILO,X,X,O,O,O,O,O,X,X,X,O
SZTJIOL,X,X,O,O,O,O,O,X,X,X,O
SZTJLIO,X,X,O,O,O,O,O,X,X,X,O
SZTJLOI,X,X,O,O,O,X,O,X,X,X,O
SZTJOIL,X,X,O,O,O,O,O,X,O,X,O
SZTJOLI,X,X,O,O,O,O,O,X,O,X,O
SZTOILJ,X,O,O,O,X,X,X,X,O,X,X
SZTOIJL,X,O,O,O,O,O,O,X,O,X,X
SZTOLIJ,X,O,O,O,X,O,X,X,O,X,X
SZTOLJI,X,O,O,O,O,O,X,X,O,X,O
SZTOJIL,X,X,O,O,O,O,O,X,O,X,O
SZTOJLI,X,X,O,O,O,O,O,X,O,X,O
SZITLJO,X,O,X,O,X,X,X,X,X,X,O
SZITLOJ,X,O,X,O,X,X,X,X,X,X,X
SZITJLO,X,O,X,O,O,X,O,X,X,X,O
SZITJOL,X,O,X,O,O,X,O,X,X,X,O
SZITOLJ,X,O,X,O,X,X,X,X,X,X,X
SZITOJL,X,O,X,O,O,X,O,X,X,X,X
SZILTJO,X,O,X,O,O,X,X,X,X,X,X
SZILTOJ,X,O,X,O,X,X,X,X,X,X,X
SZILJTO,X,O,X,O,O,X,X,X,X,X,X
SZILJOT,X,O,X,O,O,X,X,X,X,X,X
SZILOTJ,X,O,X,X,X,X,X,X,X,X,X
SZILOJT,X,O,X,X,O,X,X,X,X,X,X
SZIJTLO,X,O,X,O,O,X,O,X,X,X,O
SZIJTOL,X,O,X,O,O,X,O,X,X,X,O
SZIJLTO,X,O,X,O,O,X,O,X,X,X,X
SZIJLOT,X,O,X,O,O,X,O,X,X,X,X
SZIJOTL,X,X,X,O,O,X,O,X,O,X,X
SZIJOLT,X,X,X,O,X,X,O,X,O,X,X
SZIOTLJ,X,X,X,O,X,X,X,X,O,X,X
SZIOTJL,X,X,X,O,X,X,X,X,O,X,X
SZIOLTJ,X,X,X,X,X,X,X,X,O,X,X
SZIOLJT,X,X,X,X,X,X,X,X,O,X,X
SZIOJTL,X,X,X,O,X,X,X,X,O,X,X
SZIOJLT,X,X,X,O,X,X,X,X,O,X,X
SZLTIJO,X,O,O,X,O,O,X,X,X,O,O
SZLTIOJ,X,O,O,X,X,X,X,X,X,X,X
SZLTJIO,X,O,O,X,O,O,X,X,X,O,O
SZLTJOI,X,O,O,X,O,X,X,X,X,O,O
SZLTOIJ,X,O,O,X,X,X,X,X,X,X,X
SZLTOJI,X,O,O,X,O,X,X,X,X,X,O
SZLITJO,X,O,X,X,O,X,X,X,X,O,X
SZLITOJ,X,O,X,X,X,X,X,X,X,X,X
SZLIJTO,X,O,X,X,O,X,X,X,X,O,X
SZLIJOT,X,O,X,X,O,X,X,X,X,O,X
SZLIOTJ,X,O,X,X,X,X,X,X,X,X,X
SZLIOJT,X,O,X,X,O,X,X,X,X,O,X
SZLJTIO,X,O,X,X,O,X,X,X,X,O,O
SZLJTOI,X,O,O,X,O,X,X,X,X,O,O
SZLJITO,X,O,X,X,O,X,X,X,X,O,X
SZLJIOT,X,O,X,X,O,X,X,X,X,O,X
SZLJOTI,X,O,X,X,O,X,X,X,O,O,X
SZLJOIT,X,O,X,X,O,X,X,X,O,O,X
SZLOTIJ,X,O,X,X,X,X,X,X,O,X,X
SZLOTJI,X,O,X,X,X,X,X,X,O,X,X
SZLOITJ,X,O,X,X,X,X,X,X,O,X,X
SZLOIJT,X,O,X,X,O,X,X,X,O,O,X
SZLOJTI,X,O,X,X,O,X,X,X,O,O,X
SZLOJIT,X,O,X,X,O,X,X,X,O,O,X
SZJTILO,X,X,X,O,O,O,O,X,X,X,O
SZJTIOL,X,X,X,O,O,O,O,X,X,X,O
SZJTLIO,X,X,X,O,O,O,O,X,X,O,O
SZJTLOI,X,X,X,O,O,X,O,X,X,O,O
SZJTOIL,X,X,X,O,O,O,O,X,O,X,O
SZJTOLI,X,X,X,O,O,O,O,X,O,X,O
SZJITLO,X,X,X,O,O,X,O,X,X,X,O
SZJITOL,X,X,X,O,O,X,O,X,X,X,O
SZJILTO,X,X,X,O,O,X,O,X,X,X,X
SZJILOT,X,X,X,O,O,X,O,X,X,X,X
SZJIOTL,X,X,X,O,O,X,O,X,O,X,X
SZJIOLT,X,X,X,O,X,X,O,X,O,X,X
SZJLTIO,X,X,X,X,O,X,O,X,X,O,O
SZJLTOI,X,X,X,X,O,X,O,X,X,O,O
SZJLITO,X,X,X,X,O,X,O,X,X,O,X
SZJLIOT,X,X,X,X,O,X,O,X,X,O,X
SZJLOTI,X,X,X,X,O,X,O,X,O,O,X
SZJLOIT,X,X,X,X,O,X,O,X,O,O,X
SZJOTIL,X,X,X,X,O,O,O,X,O,X,O
SZJOTLI,X,X,X,X,O,O,O,X,O,X,O
SZJOITL,X,X,X,X,O,O,O,X,O,X,X
SZJOILT,X,X,X,X,X,O,O,X,O,X,X
SZJOLTI,X,X,X,X,O,X,O,X,O,X,X
SZJOLIT,X,X,X,X,O,O,O,X,O,X,X
SZOTILJ,X,X,X,X,X,X,X,X,O,X,X
SZOTIJL,X,X,X,X,O,O,X,X,O,X,X
SZOTLIJ,X,X,X,X,X,O,X,X,O,X,X
SZOTLJI,X,X,X,X,O,O,X,X,O,X,O
SZOTJIL,X,X,X,X,O,O,X,X,O,X,O
SZOTJLI,X,X,X,X,O,O,X,X,O,X,O
SZOITLJ,X,X,X,X,X,X,X,X,O,X,X
SZOITJL,X,X,X,X,X,O,X,X,O,X,X
SZOILTJ,X,X,X,X,X,O,X,X,O,X,X
SZOILJT,X,X,X,X,X,O,X,X,O,X,X
SZOIJTL,X,X,X,X,X,O,X,X,O,X,X
SZOIJLT,X,X,X,X,X,O,X,X,O,X,X
SZOLTIJ,X,X,X,X,X,O,X,X,O,X,X
SZOLTJI,X,X,X,X,X,O,X,X,O,X,X
SZOLITJ,X,X,X,X,X,O,X,X,O,X,X
SZOLIJT,X,X,X,X,O,O,X,X,O,X,X
SZOLJTI,X,X,X,X,O,X,X,X,O,X,X
SZOLJIT,X,X,X,X,O,O,X,X,O,X,X
SZOJTIL,X,X,X,X,O,O,X,X,O,X,O
SZOJTLI,X,X,X,X,O,O,X,X,O,X,O
SZOJITL,X,X,X,X,O,O,X,X,O,X,X
SZOJILT,X,X,X,X,X,O,X,X,O,X,X
SZOJLTI,X,X,X,X,O,X,X,X,O,X,X
SZOJLIT,X,X,X,X,O,O,X,X,O,X,X
SOTILJZ,X,X,O,X,X,O,X,X,X,X,X
SOTILZJ,X,X,O,X,X,O,X,X,O,X,X
SOTIJLZ,X,X,O,X,X,O,X,X,X,X,X
SOTIJZL,X,X,O,X,X,O,X,X,X,X,X
SOTIZLJ,X,X,O,X,X,X,X,X,O,X,X
SOTIZJL,X,X,O,X,X,O,X,X,O,X,X
SOTLIJZ,X,X,O,X,X,O,X,X,X,X,X
SOTLIZJ,X,X,O,X,X,O,X,X,O,X,X
SOTLJIZ,X,X,O,X,X,O,X,X,X,X,X
SOTLJZI,X,X,O,X,X,O,X,X,X,X,X
SOTLZIJ,X,X,O,X,X,O,X,X,O,X,X
SOTLZJI,X,X,O,X,X,O,X,X,O,X,X
SOTJILZ,X,X,O,X,X,O,X,X,X,X,X
SOTJIZL,X,X,O,X,X,O,X,X,X,X,X
SOTJLIZ,X,X,O,X,X,O,X,X,X,X,X
SOTJLZI,X,X,O,X,X,O,X,X,X,X,X
SOTJZIL,X,X,O,X,X,O,X,X,X,X,X
SOTJZLI,X,X,O,X,X,O,X,X,X,X,X
SOTZILJ,X,X,O,X,X,X,X,X,O,X,X
SOTZIJL,X,X,O,X,X,O,X,X,O,X,X
SOTZLIJ,X,X,O,X,X,O,X,X,O,X,X
SOTZLJI,X,X,O,X,X,O,X,X,O,X,X
SOTZJIL,X,X,O,X,X,O,X,X,O,X,X
SOTZJLI,X,X,O,X,X,O,X,X,O,X,X
SOITLJZ,X,X,O,X,X,O,X,X,X,X,X
SOITLZJ,X,X,O,X,X,O,X,X,O,X,X
SOITJLZ,X,X,O,X,X,O,X,X,X,X,X
SOITJZL,X,X,O,X,X,O,X,X,X,X,X
SOITZLJ,X,X,O,X,X,X,X,X,O,X,X
SOITZJL,X,X,O,X,X,O,X,X,O,X,X
SOILTJZ,X,X,X,X,X,O,X,X,X,X,X
SOILTZJ,X,X,X,X,X,O,X,X,O,X,X
SOILJTZ,X,X,O,X,X,O,X,X,X,X,X
SOILJZT,X,X,X,X,X,O,X,X,O,X,X
SOILZTJ,X,X,X,X,X,O,X,X,O,X,X
SOILZJT,X,X,X,X,X,O,X,X,O,X,X
SOIJTLZ,X,X,X,X,X,O,X,X,X,X,X
SOIJTZL,X,X,X,X,X,O,X,X,X,X,X
SOIJLTZ,X,X,X,X,X,O,X,X,X,X,X
SOIJLZT,X,X,X,X,X,O,X,X,O,X,X
SOIJZTL,X,X,X,X,X,O,X,X,O,X,X
SOIJZLT,X,X,X,X,X,O,X,X,O,X,X
SOIZTLJ,X,X,X,X,X,X,X,X,O,X,X
SOIZTJL,X,X,X,X,X,O,X,X,O,X,X
SOIZLTJ,X,X,X,X,X,O,X,X,O,X,X
SOIZLJT,X,X,X,X,X,O,X,X,O,X,X
SOIZJTL,X,X,X,X,X,O,X,X,O,X,X
SOIZJLT,X,X,X,X,X,O,X,X,O,X,X
SOLTIJZ,X,X,O,X,X,O,X,X,X,X,X
SOLTIZJ,X,X,O,X,X,O,X,X,O,X,X
SOLTJIZ,X,X,O,X,X,O,X,X,X,X,X
SOLTJZI,X,X,O,X,X,O,X,X,X,X,X
SOLTZIJ,X,X,O,X,X,O,X,X,O,X,X
SOLTZJI,X,X,O,X,X,O,X,X,O,X,X
SOLITJZ,X,X,X,X,X,O,X,X,X,X,X
SOLITZJ,X,X,X,X,X,O,X,X,O,X,X
SOLIJTZ,X,X,O,X,X,O,X,X,X,X,X
SOLIJZT,X,X,X,X,O,O,X,X,O,X,X
SOLIZTJ,X,X,X,X,X,O,X,X,O,X,X
SOLIZJT,X,X,X,X,O,O,X,X,O,X,X
SOLJTIZ,X,X,O,X,X,O,X,X,X,X,X
SOLJTZI,X,X,X,X,X,O,X,X,X,O,X
SOLJITZ,X,X,O,X,X,O,X,X,X,X,X
SOLJIZT,X,X,X,X,O,O,X,X,O,X,X
SOLJZTI,X,X,X,X,O,X,X,X,O,X,X
SOLJZIT,X,X,X,X,O,O,X,X,O,X,X
SOLZTIJ,X,X,X,X,X,O,X,X,O,X,X
SOLZTJI,X,X,X,X,X,O,X,X,O,X,X
SOLZITJ,X,X,X,X,X,O,X,X,O,X,X
SOLZIJT,X,X,X,X,O,O,X,X,O,X,X
SOLZJTI,X,X,X,X,O,X,X,X,O,X,X
SOLZJIT,X,X,X,X,O,O,X,X,O,X,X
SOJTILZ,X,X,X,X,X,O,X,X,X,X,X
SOJTIZL,X,X,X,X,X,O,X,X,X,X,X
SOJTLIZ,X,X,X,X,X,O,X,X,X,X,X
SOJTLZI,X,X,X,X,X,O,X,X,X,O,X
SOJTZIL,X,X,X,X,X,O,X,X,X,X,X
SOJTZLI,X,X,X,X,X,O,X,X,X,X,X
SOJITLZ,X,X,X,X,X,O,X,X,X,X,X
SOJITZL,X,X,X,X,X,O,X,X,X,X,X
SOJILTZ,X,X,X,X,X,O,X,X,X,X,X
SOJILZT,X,X,X,X,X,O,X,X,O,X,X
SOJIZTL,X,X,X,X,O,O,X,X,O,X,X
SOJIZLT,X,X,X,X,X,O,X,X,O,X,X
SOJLTIZ,X,X,X,X,X,O,X,X,X,X,X
