sequence,v115@9gB8HeB8HeB8HeC8DeC8JexAJvhFOnB6oB/qBznB0r?BFrB,v115@9gB8HeB8HeB8HeC8DeC8JeFCJvhFXjBxlBStBmlB0q?BzrB,v115@9gB8HeB8HeB8HeC8DeC8JexAJvhFKnBziB+oB/qB0r?BFrB,v115@9gB8HeB8HeB8HeC8DeC8Je0AJvhFlhBziB+oB/qBxr?BywB,v115@9gB8HeB8HeB8HeC8DeC8Je3BJvhFziB+oB0lBVsBil?BRwB,v115@9gB8HeB8HeB8HeC8DeC8Je3AJvhF1mBxiBcsBToB2q?BSwB,v115@9gB8HeB8HeB8HeC8DeC8JeUBJvhFFiBTjBWtBxqByw?B/qB,v115@9gB8HeB8HeB8HeC8DeC8JeiAJvhFTjBGmBlqBxsBcs?B3rB,v115@9gB8HeB8HeB8HeC8DeC8JefIJvhF6oBTlBlmBmlBUn?BRwB,v115@9gB8HeB8HeB8HeC8DeC8JeTAJvhFUjBxmBStBlqB3r?BmrB,v115@9gB8HeB8HeB8HeC8DeC8JeXBJvhFxiB2qBToBCsBFs?B0qB
SIOZTJL,O,X,X,O,X,X,X,X,X,O,X
SIOZLTJ,O,X,X,X,X,X,X,X,O,X,X
SIOZLJT,O,X,O,X,X,X,X,X,X,X,X
SIOZJTL,O,X,X,O,X,X,X,X,X,X,X
SIOZJLT,O,X,O,O,X,X,X,X,X,X,X
SLTIJZO,X,X,X,X,X,X,O,X,X,X,X
SLTIJOZ,X,X,O,X,X,X,O,X,O,X,X
SLTIZJO,O,O,X,X,X,X,X,X,X,X,X
SLTIZOJ,O,O,X,X,X,O,X,X,O,O,X
SLTIOJZ,O,O,X,X,X,X,X,X,O,X,X
SLTIOZJ,X,O,X,X,X,O,X,X,O,O,X
SLTJIZO,X,X,X,X,X,X,O,X,X,X,X
SLTJIOZ,X,X,O,X,X,X,O,X,X,X,X
SLTJZIO,X,O,O,X,X,X,X,X,X,X,X
SLTJZOI,X,X,O,X,X,O,X,X,X,X,X
SLTJOIZ,X,O,O,X,X,X,O,X,X,X,X
SLTJOZI,X,O,O,X,X,O,X,X,X,X,X
SLTZIJO,O,O,O,X,X,X,X,X,X,X,X
SLTZIOJ,O,O,X,X,X,O,X,X,X,X,X
SLTZJIO,O,O,O,X,X,X,X,X,X,X,X
SLTZJOI,X,X,O,X,X,O,X,X,X,X,X
SLTZOIJ,O,O,X,X,X,O,X,X,X,X,X
SLTZOJI,O,O,X,X,X,O,X,X,X,X,X
SLTOIJZ,O,O,X,X,X,X,X,X,O,X,X
SLTOIZJ,X,O,X,X,X,O,X,X,O,O,X
SLTOJIZ,O,O,X,X,X,X,X,X,X,X,X
SLTOJZI,O,O,X,X,X,O,X,X,X,X,X
SLTOZIJ,O,O,X,X,X,O,X,X,X,X,X
SLTOZJI,O,O,X,X,X,O,X,X,X,X,X
SLITJZO,X,X,X,O,X,X,O,X,X,X,X
SLITJOZ,X,X,O,O,X,X,O,X,O,X,X
SLITZJO,O,O,X,O,X,X,X,X,X,X,X
SLITZOJ,O,O,X,X,X,X,X,X,O,O,X
SLITOJZ,O,O,X,X,X,X,X,X,O,X,X
SLITOZJ,X,O,X,X,X,X,X,X,O,O,X
SLIJTZO,X,X,X,O,X,X,O,X,X,X,X
SLIJTOZ,X,X,O,O,X,X,O,X,O,X,X
SLIJZTO,O,X,O,O,X,X,O,X,X,X,X
SLIJZOT,O,X,O,O,X,X,O,X,X,X,X
SLIJOTZ,O,X,O,O,X,X,O,X,O,X,X
SLIJOZT,O,X,O,O,X,X,O,X,X,X,X
SLIZTJO,O,O,O,O,X,X,X,X,X,X,X
SLIZTOJ,O,O,X,X,X,X,X,X,O,O,X
SLIZJTO,O,O,O,O,X,X,X,X,X,X,X
SLIZJOT,O,X,O,O,X,X,X,X,X,X,X
SLIZOTJ,O,O,X,X,X,X,X,X,O,X,X
SLIZOJT,O,O,O,X,X,X,X,X,X,X,X
SLIOTJZ,O,O,X,X,X,X,X,X,O,X,X
SLIOTZJ,X,O,X,X,X,X,X,X,O,X,X
SLIOJTZ,O,O,O,X,X,X,X,X,O,X,X
SLIOJZT,O,X,O,X,X,X,X,X,X,X,X
SLIOZTJ,O,O,X,X,X,X,X,X,O,X,X
SLIOZJT,O,O,X,X,X,X,X,X,X,X,X
SLJTIZO,X,X,X,X,X,X,O,X,X,X,X
SLJTIOZ,X,X,O,X,X,X,O,X,X,X,X
SLJTZIO,X,O,O,X,X,X,X,X,X,X,X
SLJTZOI,X,X,O,X,X,X,X,X,X,X,X
SLJTOIZ,X,O,O,X,X,X,O,X,X,X,O
SLJTOZI,X,O,O,X,X,X,X,X,X,X,O
SLJITZO,X,X,X,O,X,X,O,X,X,X,X
SLJITOZ,X,X,O,O,X,X,O,X,O,X,X
SLJIZTO,O,X,O,O,X,X,O,X,X,X,X
SLJIZOT,O,X,O,O,X,X,O,X,X,X,X
SLJIOTZ,O,X,O,O,X,X,O,X,O,X,O
SLJIOZT,O,X,O,O,X,X,O,X,X,X,X
SLJZTIO,O,O,O,O,X,X,X,X,X,X,X
SLJZTOI,X,X,O,O,X,X,X,X,X,X,X
SLJZITO,O,O,O,O,X,X,X,X,X,X,X
SLJZIOT,O,X,O,O,X,X,X,X,X,X,X
SLJZOTI,O,O,O,O,X,X,X,X,X,X,O
SLJZOIT,O,O,O,O,X,X,X,X,X,X,X
SLJOTIZ,O,O,O,X,X,X,O,X,X,X,O
SLJOTZI,O,O,O,X,X,X,X,X,X,X,O
SLJOITZ,O,O,O,O,X,X,O,X,O,X,O
SLJOIZT,O,X,O,O,X,X,O,X,X,X,X
SLJOZTI,O,O,O,O,X,X,X,X,X,X,O
SLJOZIT,O,O,O,O,X,X,X,X,X,X,X
SLZTIJO,O,O,O,O,X,X,X,X,X,X,X
SLZTIOJ,O,O,X,X,X,O,X,X,X,X,X
SLZTJIO,O,O,O,O,X,X,X,X,X,X,X
SLZTJOI,X,X,O,O,X,O,X,X,X,X,X
SLZTOIJ,O,O,X,X,X,O,X,X,X,X,X
SLZTOJI,O,O,X,X,X,O,X,X,X,X,X
SLZITJO,O,O,O,O,X,X,X,X,X,X,X
SLZITOJ,O,O,X,X,X,X,X,X,O,X,X
SLZIJTO,O,O,O,O,X,X,X,X,X,X,X
SLZIJOT,O,X,O,O,X,X,X,X,X,X,X
SLZIOTJ,O,O,X,X,X,X,X,X,O,X,X
SLZIOJT,O,O,O,X,X,X,X,X,X,X,X
SLZJTIO,O,O,O,O,X,X,X,X,X,X,X
SLZJTOI,X,X,O,O,X,X,X,X,X,X,X
SLZJITO,O,O,O,O,X,X,X,X,X,X,X
SLZJIOT,O,X,O,O,X,X,X,X,X,X,X
SLZJOTI,O,O,O,O,X,X,X,X,X,X,X
SLZJOIT,O,O,O,O,X,X,X,X,X,X,X
SLZOTIJ,O,O,X,X,X,O,X,X,X,X,X
SLZOTJI,O,O,X,X,X,O,X,X,X,X,X
SLZOITJ,O,O,X,X,X,O,X,X,O,X,X
SLZOIJT,O,O,O,X,X,X,X,X,X,X,X
SLZOJTI,O,O,O,X,X,X,X,X,X,X,X
SLZOJIT,O,O,O,X,X,X,X,X,X,X,X
SLOTIJZ,O,O,X,X,X,X,X,X,O,X,X
SLOTIZJ,X,O,X,X,X,O,X,X,O,X,X
SLOTJIZ,O,O,X,X,X,X,X,X,X,X,X
SLOTJZI,O,O,X,X,X,O,X,X,X,X,X
SLOTZIJ,O,O,X,X,X,O,X,X,X,X,X
SLOTZJI,O,O,X,X,X,O,X,X,X,X,X
SLOITJZ,O,O,X,X,X,X,X,X,O,X,X
SLOITZJ,X,O,X,X,X,X,X,X,O,X,X
SLOIJTZ,O,O,O,X,X,X,X,X,O,X,X
SLOIJZT,O,X,O,X,X,X,X,X,X,X,X
SLOIZTJ,O,O,X,X,X,X,X,X,O,X,X
SLOIZJT,O,O,X,X,X,X,X,X,X,X,X
SLOJTIZ,O,O,O,X,X,X,X,X,X,X,O
SLOJTZI,O,O,O,X,X,X,X,X,X,X,O
SLOJITZ,O,O,O,X,X,X,X,X,O,X,X
SLOJIZT,O,X,O,X,X,X,X,X,X,X,X
SLOJZTI,O,O,O,X,X,X,X,X,X,X,X
SLOJZIT,O,O,O,X,X,X,X,X,X,X,X
SLOZTIJ,O,O,X,X,X,O,X,X,X,X,X
SLOZTJI,O,O,X,X,X,O,X,X,X,X,X
SLOZITJ,O,O,X,X,X,O,X,X,O,X,X
SLOZIJT,O,O,O,X,X,X,X,X,X,X,X
SLOZJTI,O,O,O,X,X,X,X,X,X,X,X
SLOZJIT,O,O,O,X,X,X,X,X,X,X,X
SJTILZO,X,X,X,O,O,X,X,X,X,X,X
SJTILOZ,X,X,O,O,O,X,X,X,X,X,X
SJTIZLO,X,X,O,O,O,X,X,X,X,X,X
SJTIZOL,X,X,X,O,O,X,X,X,X,O,X
SJTIOLZ,X,X,X,O,O,X,X,X,X,X,X
SJTIOZL,X,X,X,O,O,X,X,X,X,O,X
SJTLIZO,X,X,X,X,O,X,O,X,X,X,X
SJTLIOZ,X,X,O,X,O,X,O,X,X,X,X
SJTLZIO,X,X,O,X,X,X,X,X,X,X,X
SJTLZOI,X,X,O,X,X,X,X,X,X,X,X
SJTLOIZ,X,X,O,X,O,X,O,X,X,X,O
SJTLOZI,X,X,O,X,X,X,X,X,X,X,O
SJTZILO,X,X,O,O,O,X,X,X,X,X,X
SJTZIOL,X,X,X,O,O,X,X,X,X,X,X
SJTZLIO,X,X,O,O,X,X,X,X,X,X,X
SJTZLOI,X,X,O,O,X,X,X,X,X,X,X
SJTZOIL,X,X,X,O,O,X,X,X,X,X,X
SJTZOLI,X,X,O,O,X,X,X,X,X,X,X
SJTOILZ,X,X,X,O,O,X,X,X,X,X,X
SJTOIZL,X,X,X,O,O,X,X,X,X,O,X
SJTOLIZ,X,X,O,X,O,X,O,X,X,X,O
SJTOLZI,X,X,O,X,X,X,X,X,X,X,O
SJTOZIL,X,X,X,O,O,X,X,X,X,X,X
SJTOZLI,X,X,O,O,X,X,X,X,X,X,X
SJITLZO,X,X,X,O,O,X,X,X,X,X,X
SJITLOZ,X,X,O,O,O,X,X,X,O,X,X
SJITZLO,X,X,O,O,O,X,X,X,X,X,X
SJITZOL,X,X,X,O,O,X,X,X,X,O,X
SJITOLZ,X,X,X,O,O,X,X,X,O,X,X
SJITOZL,X,X,X,O,O,X,X,X,X,O,X
SJILTZO,X,X,X,O,X,X,O,X,X,X,X
SJILTOZ,X,X,O,O,X,X,O,X,O,X,X
SJILZTO,O,X,O,O,X,X,O,X,X,X,X
SJILZOT,O,X,O,O,X,X,O,X,X,X,X
SJILOTZ,O,X,O,O,X,X,O,X,O,X,O
SJILOZT,O,X,O,O,X,X,O,X,X,X,X
SJIZTLO,O,X,O,O,O,X,X,X,X,X,X
SJIZTOL,O,X,X,O,O,X,X,X,X,O,X
SJIZLTO,O,X,O,O,X,X,X,X,X,X,X
SJIZLOT,O,X,O,O,X,X,X,X,X,X,X
SJIZOTL,O,X,X,O,X,X,X,X,X,X,X
SJIZOLT,O,X,O,O,X,X,X,X,X,X,X
SJIOTLZ,O,X,X,O,O,X,X,X,O,X,X
SJIOTZL,X,X,X,O,O,X,X,X,X,X,X
SJIOLTZ,O,X,O,O,X,X,O,X,O,X,O
SJIOLZT,O,X,O,O,X,X,O,X,X,X,X
SJIOZTL,X,X,X,O,X,X,X,X,X,X,X
SJIOZLT,O,X,O,O,X,X,X,X,X,X,X
SJLTIZO,X,X,X,X,X,X,O,X,X,X,X
SJLTIOZ,X,X,O,X,X,X,O,X,X,X,X
SJLTZIO,X,X,O,X,X,X,X,X,X,X,X
SJLTZOI,X,X,O,X,X,X,X,X,X,X,X
SJLTOIZ,X,X,O,X,X,X,O,X,X,X,O
SJLTOZI,X,X,O,X,X,X,X,X,X,X,O
SJLITZO,X,X,X,O,X,X,O,X,X,X,X
SJLITOZ,X,X,O,O,X,X,O,X,O,X,X
SJLIZTO,O,X,O,O,X,X,O,X,X,X,X
SJLIZOT,O,X,O,O,X,X,O,X,X,X,X
SJLIOTZ,O,X,O,O,X,X,O,X,O,X,O
SJLIOZT,O,X,O,O,X,X,O,X,X,X,X
SJLZTIO,O,X,O,O,X,X,X,X,X,X,X
SJLZTOI,X,X,O,O,X,X,X,X,X,X,X
SJLZITO,O,X,O,O,X,X,X,X,X,X,X
SJLZIOT,O,X,O,O,X,X,X,X,X,X,X
SJLZOTI,O,X,O,O,X,X,X,X,X,X,O
SJLZOIT,O,X,O,O,X,X,X,X,X,X,X
SJLOTIZ,O,X,O,X,X,X,O,X,X,X,O
SJLOTZI,O,X,O,X,X,X,X,X,X,X,O
SJLOITZ,O,X,O,O,X,X,O,X,O,X,O
SJLOIZT,O,X,O,O,X,X,O,X,X,X,X
SJLOZTI,O,X,O,O,X,X,X,X,X,X,O
SJLOZIT,O,X,O,O,X,X,X,X,X,X,X
SJZTILO,O,X,O,O,X,X,X,X,X,X,X
SJZTIOL,O,X,X,O,X,X,X,X,X,X,X
SJZTLIO,O,X,O,O,X,X,X,X,X,X,X
SJZTLOI,X,X,O,O,X,X,X,X,X,X,X
SJZTOIL,O,X,X,O,X,X,X,X,X,X,X
SJZTOLI,O,X,O,O,X,X,X,X,X,X,X
SJZITLO,O,X,O,O,X,X,X,X,X,X,X
SJZITOL,O,X,X,O,X,X,X,X,X,X,X
SJZILTO,O,X,O,O,X,X,X,X,X,X,X
SJZILOT,O,X,O,O,X,X,X,X,X,X,X
SJZIOTL,O,X,X,O,X,X,X,X,X,X,X
SJZIOLT,O,X,O,O,X,X,X,X,X,X,X
SJZLTIO,O,X,O,O,X,X,X,X,X,X,X
SJZLTOI,X,X,O,O,X,X,X,X,X,X,X
SJZLITO,O,X,O,O,X,X,X,X,X,X,X
SJZLIOT,O,X,O,O,X,X,X,X,X,X,X
SJZLOTI,O,X,O,O,X,X,X,X,X,X,O
SJZLOIT,O,X,O,O,X,X,X,X,X,X,X
SJZOTIL,O,X,X,O,X,X,X,X,X,X,X
SJZOTLI,O,X,O,O,X,X,X,X,X,X,X
SJZOITL,O,X,X,O,X,X,X,X,X,X,X
SJZOILT,O,X,O,O,X,X,X,X,X,X,X
SJZOLTI,O,X,O,O,X,X,X,X,X,X,O
SJZOLIT,O,X,O,O,X,X,X,X,X,X,X
SJOTILZ,O,X,X,O,O,X,X,X,X,X,X
SJOTIZL,X,X,X,O,O,X,X,X,X,X,X
SJOTLIZ,O,X,O,X,O,X,O,X,X,X,O
SJOTLZI,O,X,O,X,X,X,X,X,X,X,O
SJOTZIL,O,X,X,O,O,X,X,X,X,X,X
SJOTZLI,O,X,O,O,X,X,X,X,X,X,X
SJOITLZ,O,X,X,O,O,X,X,X,O,X,X
SJOITZL,X,X,X,O,O,X,X,X,X,X,X
SJOILTZ,O,X,O,O,X,X,O,X,O,X,O
SJOILZT,O,X,O,O,X,X,O,X,X,X,X
SJOIZTL,O,X,X,O,X,X,X,X,X,X,X
SJOIZLT,O,X,O,O,X,X,X,X,X,X,X
SJOLTIZ,O,X,O,X,X,X,O,X,X,X,O
SJOLTZI,O,X,O,X,X,X,X,X,X,X,O
SJOLITZ,O,X,O,O,X,X,O,X,O,X,O
SJOLIZT,O,X,O,O,X,X,O,X,X,X,X
SJOLZTI,O,X,O,O,X,X,X,X,X,X,O
SJOLZIT,O,X,O,O,X,X,X,X,X,X,X
SJOZTIL,O,X,X,O,X,X,X,X,X,X,X
SJOZTLI,O,X,O,O,X,X,X,X,X,X,X
SJOZITL,O,X,X,O,X,X,X,X,X,X,X
SJOZILT,O,X,O,O,X,X,X,X,X,X,X
SJOZLTI,O,X,O,O,X,X,X,X,X,X,O
SJOZLIT,O,X,O,O,X,X,X,X,X,X,X
SZTILJO,O,X,O,O,X,X,X,X,X,X,X
SZTILOJ,O,X,X,X,X,X,X,X,X,O,X
SZTIJLO,O,X,O,O,X,X,X,X,X,X,X
SZTIJOL,O,X,X,O,X,X,X,X,X,O,X
SZTIOLJ,O,X,X,X,X,O,X,X,X,O,X
SZTIOJL,O,X,X,O,X,O,X,X,X,O,X
SZTLIJO,O,X,O,O,X,X,X,X,X,X,X
SZTLIOJ,O,X,X,X,X,O,X,X,X,X,X
SZTLJIO,O,X,O,O,X,X,X,X,X,X,X
SZTLJOI,X,X,O,O,X,O,X,X,X,X,X
SZTLOIJ,O,X,X,X,X,O,X,X,X,X,X
SZTLOJI,O,X,X,X,X,O,X,X,X,X,X
SZTJILO,O,X,O,O,X,X,X,X,X,X,X
SZTJIOL,O,X,X,O,X,X,X,X,X,X,X
SZTJLIO,O,X,O,O,X,X,X,X,X,X,X
SZTJLOI,X,X,O,O,X,X,X,X,X,X,X
SZTJOIL,O,X,X,O,X,O,X,X,X,X,X
SZTJOLI,O,X,O,O,X,O,X,X,X,X,X
SZTOILJ,O,X,X,X,X,O,X,X,X,O,X
SZTOIJL,O,X,X,O,X,O,X,X,X,O,X
SZTOLIJ,O,X,X,X,X,O,X,X,X,X,X
SZTOLJI,O,X,X,X,X,O,X,X,X,X,X
SZTOJIL,O,X,X,O,X,O,X,X,X,X,X
SZTOJLI,O,X,X,O,X,O,X,X,X,X,X
SZITLJO,O,O,O,O,X,X,X,X,X,X,X
SZITLOJ,O,O,X,X,X,X,X,X,O,O,X
SZITJLO,O,X,O,O,X,X,X,X,X,X,X
SZITJOL,O,X,X,O,X,X,X,X,X,O,X
SZITOLJ,O,X,X,X,X,X,X,X,O,O,X
SZITOJL,O,X,X,O,X,X,X,X,X,O,X
SZILTJO,O,O,O,O,X,X,X,X,X,X,X
SZILTOJ,O,O,X,X,X,X,X,X,O,O,X
SZILJTO,O,O,O,O,X,X,X,X,X,X,X
SZILJOT,O,X,O,O,X,X,X,X,X,X,X
SZILOTJ,O,O,X,X,X,X,X,X,O,X,X
SZILOJT,O,X,O,X,X,X,X,X,X,X,X
SZIJTLO,O,X,O,O,X,X,X,X,X,X,X
SZIJTOL,O,X,X,O,X,X,X,X,X,O,X
SZIJLTO,O,X,O,O,X,X,X,X,X,X,X
SZIJLOT,O,X,O,O,X,X,X,X,X,X,X
SZIJOTL,O,X,X,O,X,X,X,X,X,X,X
SZIJOLT,O,X,O,O,X,X,X,X,X,X,X
SZIOTLJ,O,X,X,X,X,X,X,X,O,O,X
SZIOTJL,O,X,X,O,X,X,X,X,X,O,X
SZIOLTJ,O,X,X,X,X,X,X,X,O,X,X
SZIOLJT,O,X,O,X,X,X,X,X,X,X,X
SZIOJTL,O,X,X,O,X,X,X,X,X,X,X
SZIOJLT,O,X,O,O,X,X,X,X,X,X,X
SZLTIJO,O,O,O,O,X,X,X,X,X,X,X
SZLTIOJ,O,O,X,X,X,O,X,X,X,X,X
SZLTJIO,O,O,O,O,X,X,X,X,X,X,X
SZLTJOI,X,X,O,O,X,O,X,X,X,X,X
SZLTOIJ,O,O,X,X,X,O,X,X,X,X,X
SZLTOJI,O,O,X,X,X,O,X,X,X,X,X
SZLITJO,O,O,O,O,X,X,X,X,X,X,X
SZLITOJ,O,O,X,X,X,X,X,X,O,X,X
SZLIJTO,O,O,O,O,X,X,X,X,X,X,X
SZLIJOT,O,X,O,O,X,X,X,X,X,X,X
SZLIOTJ,O,O,X,X,X,X,X,X,O,X,X
SZLIOJT,O,O,O,X,X,X,X,X,X,X,X
SZLJTIO,O,O,O,O,X,X,X,X,X,X,X
SZLJTOI,X,X,O,O,X,X,X,X,X,X,X
SZLJITO,O,O,O,O,X,X,X,X,X,X,X
SZLJIOT,O,X,O,O,X,X,X,X,X,X,X
SZLJOTI,O,O,O,O,X,X,X,X,X,X,X
SZLJOIT,O,O,O,O,X,X,X,X,X,X,X
SZLOTIJ,O,O,X,X,X,O,X,X,X,X,X
SZLOTJI,O,O,X,X,X,O,X,X,X,X,X
SZLOITJ,O,O,X,X,X,O,X,X,O,X,X
SZLOIJT,O,O,O,X,X,X,X,X,X,X,X
SZLOJTI,O,O,O,X,X,X,X,X,X,X,X
SZLOJIT,O,O,O,X,X,X,X,X,X,X,X
SZJTILO,O,X,O,O,X,X,X,X,X,X,X
SZJTIOL,O,X,X,O,X,X,X,X,X,X,X
SZJTLIO,O,X,O,O,X,X,X,X,X,X,X
SZJTLOI,X,X,O,O,X,X,X,X,X,X,X
SZJTOIL,O,X,X,O,X,X,X,X,X,X,X
SZJTOLI,O,X,O,O,X,X,X,X,X,X,X
SZJITLO,O,X,O,O,X,X,X,X,X,X,X
SZJITOL,O,X,X,O,X,X,X,X,X,X,X
SZJILTO,O,X,O,O,X,X,X,X,X,X,X
SZJILOT,O,X,O,O,X,X,X,X,X,X,X
SZJIOTL,O,X,X,O,X,X,X,X,X,X,X
SZJIOLT,O,X,O,O,X,X,X,X,X,X,X
SZJLTIO,O,X,O,O,X,X,X,X,X,X,X
SZJLTOI,X,X,O,O,X,X,X,X,X,X,X
SZJLITO,O,X,O,O,X,X,X,X,X,X,X
SZJLIOT,O,X,O,O,X,X,X,X,X,X,X
SZJLOTI,O,X,O,O,X,X,X,X,X,X,X
SZJLOIT,O,X,O,O,X,X,X,X,X,X,X
SZJOTIL,O,X,X,O,X,X,X,X,X,X,X
SZJOTLI,O,X,O,O,X,X,X,X,X,X,X
SZJOITL,O,X,X,O,X,X,X,X,X,X,X
SZJOILT,O,X,O,O,X,X,X,X,X,X,X
SZJOLTI,O,X,O,O,X,X,X,X,X,X,X
SZJOLIT,O,X,O,O,X,X,X,X,X,X,X
SZOTILJ,O,O,X,X,X,O,X,X,X,X,X
SZOTIJL,O,X,X,O,X,O,X,X,X,X,X
SZOTLIJ,O,O,X,X,X,O,X,X,X,X,X
SZOTLJI,O,O,X,X,X,O,X,X,X,X,X
SZOTJIL,O,X,X,O,X,O,X,X,X,X,X
SZOTJLI,O,X,X,O,X,O,X,X,X,X,X
SZOITLJ,O,O,X,X,X,O,X,X,O,X,X
SZOITJL,O,X,X,O,X,O,X,X,X,X,X
SZOILTJ,O,O,X,X,X,O,X,X,O,X,X
SZOILJT,O,O,O,X,X,X,X,X,X,X,X
SZOIJTL,O,X,X,O,X,X,X,X,X,X,X
SZOIJLT,O,X,O,O,X,X,X,X,X,X,X
SZOLTIJ,O,O,X,X,X,O,X,X,X,X,X
SZOLTJI,O,O,X,X,X,O,X,X,X,X,X
SZOLITJ,O,O,X,X,X,O,X,X,O,X,X
SZOLIJT,O,O,O,X,X,X,X,X,X,X,X
SZOLJTI,O,O,O,X,X,X,X,X,X,X,X
SZOLJIT,O,O,O,X,X,X,X,X,X,X,X
SZOJTIL,O,X,X,O,X,X,X,X,X,X,X
SZOJTLI,O,X,O,O,X,X,X,X,X,X,X
SZOJITL,O,X,X,O,X,X,X,X,X,X,X
SZOJILT,O,X,O,O,X,X,X,X,X,X,X
SZOJLTI,O,X,O,O,X,X,X,X,X,X,X
SZOJLIT,O,X,O,O,X,X,X,X,X,X,X
SOTILJZ,O,O,X,X,X,X,X,X,O,X,X
SOTILZJ,X,O,X,X,X,X,X,X,O,O,X
SOTIJLZ,O,X,X,X,X,X,X,X,O,X,X
SOTIJZL,X,X,X,X,X,X,X,X,X,O,X
SOTIZLJ,X,X,X,X,X,X,X,X,O,O,X
SOTIZJL,X,X,X,X,X,X,X,X,X,O,X
SOTLIJZ,O,O,X,X,X,X,X,X,O,X,X
SOTLIZJ,X,O,X,X,X,X,X,X,O,O,X
SOTLJIZ,O,O,X,X,X,X,X,X,X,X,X
SOTLJZI,O,O,X,X,X,X,X,X,X,X,X
SOTLZIJ,O,O,X,X,X,X,X,X,X,X,X
SOTLZJI,O,O,X,X,X,X,X,X,X,X,X
SOTJILZ,O,X,X,X,X,X,X,X,X,X,X
SOTJIZL,X,X,X,X,X,X,X,X,X,O,X
SOTJLIZ,O,X,X,X,X,X,X,X,X,X,X
SOTJLZI,O,X,X,X,X,X,X,X,X,X,X
SOTJZIL,O,X,X,X,X,X,X,X,X,X,X
SOTJZLI,O,X,X,X,X,X,X,X,X,X,X
SOTZILJ,O,O,X,X,X,X,X,X,X,O,X
SOTZIJL,O,X,X,X,X,X,X,X,X,O,X
SOTZLIJ,O,O,X,X,X,X,X,X,X,X,X
SOTZLJI,O,O,X,X,X,X,X,X,X,X,X
SOTZJIL,O,X,X,X,X,X,X,X,X,X,X
SOTZJLI,O,X,X,X,X,X,X,X,X,X,X
SOITLJZ,O,O,X,X,X,X,X,X,O,X,X
SOITLZJ,X,O,X,X,X,X,X,X,O,O,X
SOITJLZ,O,X,X,O,X,X,X,X,O,X,X
SOITJZL,X,X,X,O,X,X,X,X,X,O,X
SOITZLJ,X,X,X,X,X,X,X,X,O,O,X
SOITZJL,X,X,X,O,X,X,X,X,X,O,X
SOILTJZ,O,O,X,X,X,X,X,X,O,X,X
SOILTZJ,X,O,X,X,X,X,X,X,O,X,X
SOILJTZ,O,O,O,X,X,X,X,X,O,X,X
SOILJZT,O,X,O,X,X,X,X,X,X,X,X
SOILZTJ,O,O,X,X,X,X,X,X,O,X,X
SOILZJT,O,X,X,X,X,X,X,X,X,X,X
SOIJTLZ,O,X,X,O,X,X,X,X,O,X,X
SOIJTZL,X,X,X,O,X,X,X,X,X,X,X
SOIJLTZ,O,X,O,O,X,X,X,X,O,X,X
SOIJLZT,O,X,O,O,X,X,X,X,X,X,X
SOIJZTL,O,X,X,O,X,X,X,X,X,X,X
SOIJZLT,O,X,O,O,X,X,X,X,X,X,X
SOIZTLJ,O,X,X,X,X,O,X,X,O,O,X
SOIZTJL,O,X,X,O,X,O,X,X,X,O,X
SOIZLTJ,O,X,X,X,X,O,X,X,O,X,X
SOIZLJT,O,X,O,X,X,X,X,X,X,X,X
SOIZJTL,O,X,X,O,X,X,X,X,X,X,X
SOIZJLT,O,X,O,O,X,X,X,X,X,X,X
SOLTIJZ,O,O,X,X,X,X,X,X,O,X,X
SOLTIZJ,X,O,X,X,X,O,X,X,O,X,X
SOLTJIZ,O,O,X,X,X,X,X,X,X,X,X
SOLTJZI,O,O,X,X,X,O,X,X,X,X,X
SOLTZIJ,O,O,X,X,X,O,X,X,X,X,X
SOLTZJI,O,O,X,X,X,O,X,X,X,X,X
SOLITJZ,O,O,X,X,X,X,X,X,O,X,X
SOLITZJ,X,O,X,X,X,X,X,X,O,X,X
SOLIJTZ,O,O,O,X,X,X,X,X,O,X,X
SOLIJZT,O,X,O,X,X,X,X,X,X,X,X
SOLIZTJ,O,O,X,X,X,X,X,X,O,X,X
SOLIZJT,O,O,X,X,X,X,X,X,X,X,X
SOLJTIZ,O,O,O,X,X,X,X,X,X,X,O
SOLJTZI,O,O,O,X,X,X,X,X,X,X,O
SOLJITZ,O,O,O,X,X,X,X,X,O,X,X
SOLJIZT,O,X,O,X,X,X,X,X,X,X,X
SOLJZTI,O,O,O,X,X,X,X,X,X,X,X
SOLJZIT,O,O,O,X,X,X,X,X,X,X,X
SOLZTIJ,O,O,X,X,X,O,X,X,X,X,X
SOLZTJI,O,O,X,X,X,O,X,X,X,X,X
SOLZITJ,O,O,X,X,X,O,X,X,O,X,X
SOLZIJT,O,O,O,X,X,X,X,X,X,X,X
SOLZJTI,O,O,O,X,X,X,X,X,X,X,X
SOLZJIT,O,O,O,X,X,X,X,X,X,X,X
SOJTILZ,O,X,X,O,X,X,X,X,X,X,X
SOJTIZL,X,X,X,O,X,X,X,X,X,X,X
SOJTLIZ,O,X,O,X,X,X,X,X,X,X,O
SOJTLZI,O,X,O,X,X,X,X,X,X,X,O
SOJTZIL,O,X,X,O,X,X,X,X,X,X,X
SOJTZLI,O,X,O,O,X,X,X,X,X,X,X
SOJITLZ,O,X,X,O,X,X,X,X,O,X,X
SOJITZL,X,X,X,O,X,X,X,X,X,X,X
SOJILTZ,O,X,O,O,X,X,X,X,O,X,O
SOJILZT,O,X,O,O,X,X,X,X,X,X,X
