sequence,v115@EhB8IeA8AeB8EeB8AeC8DeB8KeT/IvhFOlB/mBUiB5?oBtqBywB,v115@EhB8IeA8AeB8EeB8AeC8DeB8KeT/IvhFNlBamBUiB5?oBfsBWwB,v115@EhB8IeA8AeB8EeB8AeC8DeB8KeT/IvhFKlBWmBNnB5?oB0rBXrB,v115@EhB8IeA8AeB8EeB8AeC8DeB8KeT/IvhF0gB6mBNnB5?oB/qB2wB,v115@EhB8IeA8AeB8EeB8AeC8DeB8KeT/IvhFKlBWmBNnB5?oBXrB0rB,v115@EhB8IeA8AeB8EeB8AeC8DeB8KeT/IvhFSmBNnB5oB/?qB0rBmqB,v115@EhB8IeA8AeB8EeB8AeC8DeB8KeT/IvhFOlBNnB5oBC?mB0rBXrB,v115@EhB8IeA8AeB8EeB8AeC8DeB8KeT/IvhFNlBGhB5oB8?qBXnBywB,v115@EhB8IeA8AeB8EeB8AeC8DeB8KeT/IvhFNlBUhB5oBO?sBCrB3rB
ZTISLJO,O,O,O,O,O,O,O,O,X
ZTISLOJ,O,O,O,O,O,O,O,O,X
ZTISJLO,O,O,O,O,O,O,O,O,X
ZTISJOL,O,O,X,O,X,O,O,O,X
ZTISOLJ,O,O,O,O,O,O,O,O,X
ZTISOJL,O,O,X,O,X,O,O,O,X
ZTIOLJS,O,O,O,X,O,X,O,X,X
ZTIOLSJ,O,O,O,X,O,O,O,O,X
ZTIOJLS,O,O,O,O,X,X,O,X,O
ZTIOJSL,O,O,X,O,X,O,O,O,O
ZTIOSLJ,O,O,O,O,O,O,O,O,X
ZTIOSJL,O,O,X,O,X,O,O,O,X
ZTLIJSO,O,O,O,X,X,X,O,X,X
ZTLIJOS,O,O,O,X,O,X,O,X,X
ZTLISJO,O,O,O,X,O,O,O,O,X
ZTLISOJ,O,O,O,X,O,O,O,O,X
ZTLIOJS,O,O,O,X,O,X,O,X,X
ZTLIOSJ,O,O,O,X,O,O,O,O,X
ZTLJISO,O,O,O,X,X,X,O,X,X
ZTLJIOS,O,O,O,X,O,X,O,X,X
ZTLJSIO,O,O,O,X,X,X,O,X,X
ZTLJSOI,O,O,O,X,X,X,O,X,X
ZTLJOIS,O,O,O,X,O,X,O,X,X
ZTLJOSI,O,O,O,X,X,X,O,X,X
ZTLSIJO,O,O,O,X,O,O,O,O,X
ZTLSIOJ,O,O,O,X,O,O,O,O,X
ZTLSJIO,O,O,O,X,O,O,O,O,X
ZTLSJOI,O,O,O,X,O,O,O,O,X
ZTLSOIJ,O,O,O,X,O,O,O,O,X
ZTLSOJI,O,O,O,X,O,O,O,O,X
ZTLOIJS,O,O,O,X,O,X,O,X,X
ZTLOISJ,O,O,O,X,O,O,O,O,X
ZTLOJIS,O,O,O,X,O,X,O,X,X
ZTLOJSI,O,O,O,X,X,X,O,X,X
ZTLOSIJ,O,O,O,X,O,O,O,O,X
ZTLOSJI,O,O,O,X,O,O,O,O,X
ZTJILSO,O,O,O,O,X,X,O,X,O
ZTJILOS,O,O,O,O,X,X,O,X,O
ZTJISLO,O,O,O,O,X,O,O,O,X
ZTJISOL,O,O,X,O,X,O,O,O,O
ZTJIOLS,O,O,O,O,X,X,O,X,O
ZTJIOSL,O,O,X,O,X,O,O,O,O
ZTJLISO,O,O,O,O,X,X,O,X,O
ZTJLIOS,O,O,O,O,X,X,O,X,O
ZTJLSIO,O,O,O,O,X,X,O,X,O
ZTJLSOI,O,O,O,O,X,X,O,X,O
ZTJLOIS,O,O,O,O,X,X,O,X,O
ZTJLOSI,O,O,O,O,X,X,O,X,O
ZTJSILO,O,O,O,O,X,O,O,O,X
ZTJSIOL,O,O,X,O,X,O,O,O,O
ZTJSLIO,O,O,O,O,X,O,O,O,X
ZTJSLOI,O,O,O,O,X,O,O,O,X
ZTJSOIL,O,O,X,O,X,O,O,O,O
ZTJSOLI,O,O,X,O,X,O,O,O,X
ZTJOILS,O,O,O,O,X,X,O,X,O
ZTJOISL,O,O,X,O,X,O,O,O,O
ZTJOLIS,O,O,O,O,X,X,O,X,O
ZTJOLSI,O,O,O,O,X,X,O,X,O
ZTJOSIL,O,O,X,O,X,O,O,O,O
ZTJOSLI,O,O,X,O,X,O,O,O,X
ZTSILJO,O,O,O,O,O,O,O,O,X
ZTSILOJ,O,O,O,O,O,O,O,O,X
ZTSIJLO,O,O,O,O,O,O,O,O,X
ZTSIJOL,O,O,X,O,X,O,O,O,X
ZTSIOLJ,O,O,O,O,O,O,O,O,X
ZTSIOJL,O,O,X,O,X,O,O,O,X
ZTSLIJO,O,O,O,O,O,O,O,O,X
ZTSLIOJ,O,O,O,O,O,O,O,O,X
ZTSLJIO,O,O,O,O,O,O,O,O,X
ZTSLJOI,O,O,O,O,O,O,O,O,X
ZTSLOIJ,O,O,O,O,O,O,O,O,X
ZTSLOJI,O,O,O,O,O,O,O,O,X
ZTSJILO,O,O,O,O,O,O,O,O,X
ZTSJIOL,O,O,X,O,X,O,O,O,X
ZTSJLIO,O,O,O,O,O,O,O,O,X
ZTSJLOI,O,O,O,O,O,O,O,O,X
ZTSJOIL,O,O,X,O,X,O,O,O,X
ZTSJOLI,O,O,X,O,X,O,O,O,X
ZTSOILJ,O,O,O,O,O,O,O,O,X
ZTSOIJL,O,O,X,O,X,O,O,O,X
ZTSOLIJ,O,O,O,O,O,O,O,O,X
ZTSOLJI,O,O,O,O,O,O,O,O,X
ZTSOJIL,O,O,X,O,X,O,O,O,X
ZTSOJLI,O,O,X,O,X,O,O,O,X
ZTOILJS,O,O,O,X,O,X,O,X,X
ZTOILSJ,O,O,O,X,O,O,O,O,X
ZTOIJLS,O,O,O,O,X,X,O,X,O
ZTOIJSL,O,O,X,O,X,O,O,O,O
ZTOISLJ,O,O,O,O,O,O,O,O,X
ZTOISJL,O,O,X,O,X,O,O,O,X
ZTOLIJS,O,O,O,X,O,X,O,X,X
ZTOLISJ,O,O,O,X,O,O,O,O,X
ZTOLJIS,O,O,O,X,O,X,O,X,X
ZTOLJSI,O,O,O,X,X,X,O,X,X
ZTOLSIJ,O,O,O,X,O,O,O,O,X
ZTOLSJI,O,O,O,X,O,O,O,O,X
ZTOJILS,O,O,O,O,X,X,O,X,O
ZTOJISL,O,O,X,O,X,O,O,O,O
ZTOJLIS,O,O,O,O,X,X,O,X,O
ZTOJLSI,O,O,O,O,X,X,O,X,O
ZTOJSIL,O,O,X,O,X,O,O,O,O
ZTOJSLI,O,O,X,O,X,O,O,O,X
ZTOSILJ,O,O,O,O,O,O,O,O,X
ZTOSIJL,O,O,X,O,X,O,O,O,X
ZTOSLIJ,O,O,O,O,O,O,O,O,X
ZTOSLJI,O,O,O,O,O,O,O,O,X
ZTOSJIL,O,O,X,O,X,O,O,O,X
ZTOSJLI,O,O,X,O,X,O,O,O,X
ZITLJSO,O,O,O,X,X,X,O,X,X
ZITLJOS,O,O,O,X,O,X,O,X,X
ZITLSJO,O,O,O,X,O,O,O,O,X
ZITLSOJ,O,O,O,X,O,O,O,O,X
ZITLOJS,O,O,O,X,O,X,O,X,X
ZITLOSJ,O,O,O,X,O,O,O,O,X
ZITJLSO,O,O,O,O,X,X,O,X,O
ZITJLOS,O,O,O,O,X,X,O,X,O
ZITJSLO,O,O,O,O,X,O,O,O,X
ZITJSOL,O,O,X,O,X,O,O,O,O
ZITJOLS,O,O,O,O,X,X,O,X,O
ZITJOSL,O,O,X,O,X,O,O,O,O
ZITSLJO,O,O,O,O,O,O,O,O,X
ZITSLOJ,O,O,O,O,O,O,O,O,X
ZITSJLO,O,O,O,O,O,O,O,O,X
ZITSJOL,O,O,X,O,X,O,O,O,X
ZITSOLJ,O,O,O,O,O,O,O,O,X
ZITSOJL,O,O,X,O,X,O,O,O,X
ZITOLJS,O,O,O,X,O,X,O,X,X
ZITOLSJ,O,O,O,X,O,O,O,O,X
ZITOJLS,O,O,O,O,X,X,O,X,O
ZITOJSL,O,O,X,O,X,O,O,O,O
ZITOSLJ,O,O,O,O,O,O,O,O,X
ZITOSJL,O,O,X,O,X,O,O,O,X
ZILTJSO,O,X,O,X,X,X,O,X,X
ZILTJOS,O,X,O,X,O,X,O,X,X
ZILTSJO,O,O,O,X,O,O,O,O,X
ZILTSOJ,O,O,O,X,O,O,O,O,X
ZILTOJS,O,X,O,X,O,X,O,X,X
ZILTOSJ,O,O,O,X,O,O,O,O,X
ZILJTSO,O,X,O,X,X,X,O,X,X
ZILJTOS,O,X,O,X,X,X,O,X,X
ZILJSTO,O,X,X,X,X,X,X,X,X
ZILJSOT,O,X,X,X,X,X,X,X,X
ZILJOTS,O,X,O,X,X,X,O,X,X
ZILJOST,O,X,X,X,X,X,X,X,X
ZILSTJO,O,O,O,X,O,O,X,O,X
ZILSTOJ,O,O,O,X,O,O,X,O,X
ZILSJTO,O,X,X,X,X,X,X,O,X
ZILSJOT,O,X,X,X,X,X,X,X,X
ZILSOTJ,O,O,O,X,O,O,X,O,X
ZILSOJT,O,X,X,X,X,X,X,X,X
ZILOTJS,O,X,O,X,O,X,O,X,X
ZILOTSJ,O,O,O,X,O,O,O,O,X
ZILOJTS,O,X,O,X,X,X,O,X,X
ZILOJST,O,X,X,X,X,X,X,X,X
ZILOSTJ,O,O,O,X,O,O,X,O,X
ZILOSJT,O,X,X,X,X,X,X,X,X
ZIJTLSO,O,O,O,O,X,X,O,X,O
ZIJTLOS,O,O,O,O,X,X,O,X,O
ZIJTSLO,O,O,O,O,X,O,O,O,X
ZIJTSOL,O,O,X,O,X,O,O,O,O
ZIJTOLS,O,O,O,O,X,X,O,X,O
ZIJTOSL,O,O,X,O,X,O,O,O,O
ZIJLTSO,O,O,O,X,X,X,O,X,O
ZIJLTOS,O,O,O,X,X,X,O,X,O
ZIJLSTO,O,O,X,X,X,X,X,X,O
ZIJLSOT,O,O,X,X,X,X,X,X,X
ZIJLOTS,O,X,O,X,X,X,O,X,O
ZIJLOST,O,X,X,X,X,X,X,X,X
ZIJSTLO,X,O,X,O,X,O,O,O,X
ZIJSTOL,X,O,X,O,X,O,O,O,X
ZIJSLTO,X,O,X,O,X,X,X,O,X
ZIJSLOT,X,O,X,O,X,X,X,X,X
ZIJSOTL,X,O,X,O,X,O,O,O,X
ZIJSOLT,X,O,X,O,X,X,X,X,X
ZIJOTLS,O,O,O,O,X,X,O,X,O
ZIJOTSL,O,O,X,O,X,O,O,O,O
ZIJOLTS,O,X,O,X,X,X,O,X,O
ZIJOLST,O,X,X,X,X,X,X,X,X
ZIJOSTL,X,O,X,O,X,O,O,O,X
ZIJOSLT,X,O,X,O,X,X,X,X,X
ZISTLJO,X,O,O,O,O,O,O,O,X
ZISTLOJ,X,O,O,O,O,O,O,O,X
ZISTJLO,X,O,O,O,O,O,O,O,X
ZISTJOL,X,O,X,O,X,O,O,O,X
ZISTOLJ,X,O,O,O,O,O,O,O,X
ZISTOJL,X,O,X,O,X,O,O,O,X
ZISLTJO,O,O,O,O,O,O,X,O,X
ZISLTOJ,O,O,O,O,O,O,X,O,X
ZISLJTO,O,X,X,O,X,X,X,O,X
ZISLJOT,O,X,X,O,X,X,X,X,X
ZISLOTJ,O,O,O,O,O,O,X,O,X
ZISLOJT,O,X,X,O,X,X,X,X,X
ZISJTLO,X,O,X,O,X,O,O,O,X
ZISJTOL,X,O,X,O,X,O,O,O,X
ZISJLTO,X,X,X,O,X,X,X,O,X
ZISJLOT,X,X,X,O,X,X,X,X,X
ZISJOTL,X,O,X,O,X,O,O,O,X
ZISJOLT,X,X,X,O,X,X,X,X,X
ZISOTLJ,X,O,O,O,O,O,O,O,X
ZISOTJL,X,O,X,O,X,O,O,O,X
ZISOLTJ,O,O,O,O,O,O,X,O,X
ZISOLJT,O,X,X,O,X,X,X,X,X
ZISOJTL,X,O,X,O,X,O,O,O,X
ZISOJLT,X,X,X,O,X,X,X,X,X
ZIOTLJS,O,O,O,X,O,X,O,X,X
ZIOTLSJ,O,O,O,X,O,O,O,O,X
ZIOTJLS,O,O,O,O,X,X,O,X,O
ZIOTJSL,O,O,X,O,X,O,O,O,O
ZIOTSLJ,O,O,O,O,O,O,O,O,X
ZIOTSJL,O,O,X,O,X,O,O,O,X
ZIOLTJS,O,X,O,X,O,X,O,X,X
ZIOLTSJ,O,O,O,X,O,O,O,O,X
ZIOLJTS,O,X,O,X,X,X,O,X,X
ZIOLJST,O,X,X,X,X,X,X,X,X
ZIOLSTJ,O,O,O,X,O,O,X,O,X
ZIOLSJT,O,X,X,X,X,X,X,X,X
ZIOJTLS,O,O,O,O,X,X,O,X,O
ZIOJTSL,O,O,X,O,X,O,O,O,O
ZIOJLTS,O,X,O,X,X,X,O,X,O
ZIOJLST,O,X,X,X,X,X,X,X,X
ZIOJSTL,X,O,X,O,X,O,O,O,X
ZIOJSLT,X,O,X,O,X,X,X,X,X
ZIOSTLJ,X,O,O,O,O,O,O,O,X
ZIOSTJL,X,O,X,O,X,O,O,O,X
ZIOSLTJ,O,O,O,O,O,O,X,O,X
ZIOSLJT,O,X,X,O,X,X,X,X,X
ZIOSJTL,X,O,X,O,X,O,O,O,X
ZIOSJLT,X,X,X,O,X,X,X,X,X
ZLTIJSO,O,X,O,X,X,X,O,X,X
ZLTIJOS,O,X,O,X,O,X,O,X,X
ZLTISJO,O,O,O,X,O,O,O,O,X
ZLTISOJ,O,O,O,X,O,O,O,O,X
ZLTIOJS,O,X,O,X,O,X,O,X,X
ZLTIOSJ,O,O,O,X,O,O,O,O,X
ZLTJISO,O,X,O,X,X,X,O,X,X
ZLTJIOS,O,X,O,X,O,X,O,X,X
ZLTJSIO,O,X,O,X,X,X,O,X,X
ZLTJSOI,O,X,O,X,X,X,O,X,X
ZLTJOIS,O,X,O,X,O,X,O,X,X
ZLTJOSI,O,X,O,X,X,X,O,X,X
ZLTSIJO,O,O,O,X,O,O,O,O,X
ZLTSIOJ,O,O,O,X,O,O,O,O,X
ZLTSJIO,O,O,O,X,O,O,O,O,X
ZLTSJOI,O,O,O,X,O,O,O,O,X
ZLTSOIJ,O,O,O,X,O,O,O,O,X
ZLTSOJI,O,O,O,X,O,O,O,O,X
ZLTOIJS,O,X,O,X,O,X,O,X,X
ZLTOISJ,O,O,O,X,O,O,O,O,X
ZLTOJIS,O,X,O,X,O,X,O,X,X
ZLTOJSI,O,X,O,X,X,X,O,X,X
ZLTOSIJ,O,O,O,X,O,O,O,O,X
ZLTOSJI,O,O,O,X,O,O,O,O,X
ZLITJSO,O,X,O,X,X,X,O,X,X
ZLITJOS,O,X,O,X,O,X,O,X,X
ZLITSJO,O,O,O,X,O,O,O,O,X
ZLITSOJ,O,O,O,X,O,O,O,O,X
ZLITOJS,O,X,O,X,O,X,O,X,X
ZLITOSJ,O,O,O,X,O,O,O,O,X
ZLIJTSO,O,X,O,X,X,X,O,X,X
ZLIJTOS,O,X,O,X,X,X,O,X,X
ZLIJSTO,O,X,X,X,X,X,X,X,X
ZLIJSOT,O,X,X,X,X,X,X,X,X
ZLIJOTS,O,X,O,X,X,X,O,X,X
ZLIJOST,O,X,X,X,X,X,X,X,X
ZLISTJO,O,O,O,X,O,O,X,O,X
ZLISTOJ,O,O,O,X,O,O,X,O,X
ZLISJTO,O,X,X,X,X,X,X,O,X
ZLISJOT,O,X,X,X,X,X,X,X,X
ZLISOTJ,O,O,O,X,O,O,X,O,X
ZLISOJT,O,X,X,X,X,X,X,X,X
ZLIOTJS,O,X,O,X,O,X,O,X,X
ZLIOTSJ,O,O,O,X,O,O,O,O,X
ZLIOJTS,O,X,O,X,X,X,O,X,X
ZLIOJST,O,X,X,X,X,X,X,X,X
ZLIOSTJ,O,O,O,X,O,O,X,O,X
ZLIOSJT,O,X,X,X,X,X,X,X,X
ZLJTISO,O,X,O,X,X,X,O,X,X
ZLJTIOS,O,X,O,X,X,X,O,X,X
ZLJTSIO,O,X,O,X,X,X,O,X,X
ZLJTSOI,O,X,O,X,X,X,O,X,X
ZLJTOIS,O,X,O,X,X,X,O,X,X
ZLJTOSI,O,X,O,X,X,X,O,X,X
ZLJITSO,O,X,O,X,X,X,O,X,X
ZLJITOS,O,X,O,X,X,X,O,X,X
ZLJISTO,O,X,X,X,X,X,X,X,X
ZLJISOT,O,X,X,X,X,X,X,X,X
ZLJIOTS,O,X,O,X,X,X,O,X,X
ZLJIOST,O,X,X,X,X,X,X,X,X
ZLJSTIO,O,X,X,X,X,X,X,X,X
ZLJSTOI,O,X,X,X,X,X,X,X,X
ZLJSITO,O,X,X,X,X,X,X,X,X
ZLJSIOT,O,X,X,X,X,X,X,X,X
ZLJSOTI,O,X,X,X,X,X,X,X,X
ZLJSOIT,O,X,X,X,X,X,X,X,X
ZLJOTIS,O,X,O,X,X,X,O,X,X
ZLJOTSI,O,X,O,X,X,X,O,X,X
ZLJOITS,O,X,O,X,X,X,O,X,X
ZLJOIST,O,X,X,X,X,X,X,X,X
ZLJOSTI,O,X,X,X,X,X,X,X,X
ZLJOSIT,O,X,X,X,X,X,X,X,X
ZLSTIJO,O,O,O,X,O,O,X,O,X
ZLSTIOJ,O,O,O,X,O,O,X,O,X
ZLSTJIO,O,O,O,X,O,O,X,O,X
ZLSTJOI,O,O,O,X,O,O,X,O,X
ZLSTOIJ,O,O,O,X,O,O,X,O,X
ZLSTOJI,O,O,O,X,O,O,X,O,X
ZLSITJO,O,O,O,X,O,O,X,O,X
ZLSITOJ,O,O,O,X,O,O,X,O,X
ZLSIJTO,O,X,X,X,X,X,X,O,X
ZLSIJOT,O,X,X,X,X,X,X,X,X
ZLSIOTJ,O,O,O,X,O,O,X,O,X
ZLSIOJT,O,X,X,X,X,X,X,X,X
ZLSJTIO,O,X,X,X,X,X,X,O,X
ZLSJTOI,O,X,X,X,X,X,X,O,X
ZLSJITO,O,X,X,X,X,X,X,O,X
ZLSJIOT,O,X,X,X,X,X,X,X,X
ZLSJOTI,O,X,X,X,X,X,X,X,X
ZLSJOIT,O,X,X,X,X,X,X,X,X
ZLSOTIJ,O,O,O,X,O,O,X,O,X
ZLSOTJI,O,O,O,X,O,O,X,O,X
ZLSOITJ,O,O,O,X,O,O,X,O,X
ZLSOIJT,O,X,X,X,X,X,X,X,X
ZLSOJTI,O,X,X,X,X,X,X,X,X
ZLSOJIT,O,X,X,X,X,X,X,X,X
ZLOTIJS,O,X,O,X,O,X,O,X,X
ZLOTISJ,O,O,O,X,O,O,O,O,X
ZLOTJIS,O,X,O,X,O,X,O,X,X
ZLOTJSI,O,X,O,X,X,X,O,X,X
ZLOTSIJ,O,O,O,X,O,O,O,O,X
ZLOTSJI,O,O,O,X,O,O,O,O,X
ZLOITJS,O,X,O,X,O,X,O,X,X
ZLOITSJ,O,O,O,X,O,O,O,O,X
ZLOIJTS,O,X,O,X,X,X,O,X,X
ZLOIJST,O,X,X,X,X,X,X,X,X
ZLOISTJ,O,O,O,X,O,O,X,O,X
ZLOISJT,O,X,X,X,X,X,X,X,X
ZLOJTIS,O,X,O,X,X,X,O,X,X
ZLOJTSI,O,X,O,X,X,X,O,X,X
ZLOJITS,O,X,O,X,X,X,O,X,X
ZLOJIST,O,X,X,X,X,X,X,X,X
ZLOJSTI,O,X,X,X,X,X,X,X,X
ZLOJSIT,O,X,X,X,X,X,X,X,X
ZLOSTIJ,O,O,O,X,O,O,X,O,X
ZLOSTJI,O,O,O,X,O,O,X,O,X
ZLOSITJ,O,O,O,X,O,O,X,O,X
ZLOSIJT,O,X,X,X,X,X,X,X,X
ZLOSJTI,O,X,X,X,X,X,X,X,X
ZLOSJIT,O,X,X,X,X,X,X,X,X
ZJTILSO,O,O,O,O,X,X,O,X,O
ZJTILOS,O,O,O,O,X,X,O,X,O
ZJTISLO,O,O,O,O,X,O,O,O,X
ZJTISOL,O,O,X,O,X,O,O,O,O
ZJTIOLS,O,O,O,O,X,X,O,X,O
ZJTIOSL,O,O,X,O,X,O,O,O,O
ZJTLISO,O,O,O,O,X,X,O,X,O
ZJTLIOS,O,O,O,O,X,X,O,X,O
ZJTLSIO,O,O,O,O,X,X,O,X,O
ZJTLSOI,O,O,O,O,X,X,O,X,O
ZJTLOIS,O,O,O,O,X,X,O,X,O
ZJTLOSI,O,O,O,O,X,X,O,X,O
ZJTSILO,O,O,O,O,X,O,O,O,X
ZJTSIOL,O,O,X,O,X,O,O,O,O
ZJTSLIO,O,O,O,O,X,O,O,O,X
ZJTSLOI,O,O,O,O,X,O,O,O,X
ZJTSOIL,O,O,X,O,X,O,O,O,O
ZJTSOLI,O,O,X,O,X,O,O,O,X
ZJTOILS,O,O,O,O,X,X,O,X,O
ZJTOISL,O,O,X,O,X,O,O,O,O
ZJTOLIS,O,O,O,O,X,X,O,X,O
ZJTOLSI,O,O,O,O,X,X,O,X,O
ZJTOSIL,O,O,X,O,X,O,O,O,O
ZJTOSLI,O,O,X,O,X,O,O,O,X
ZJITLSO,O,O,O,O,X,X,O,X,O
ZJITLOS,O,O,O,O,X,X,O,X,O
ZJITSLO,O,O,O,O,X,O,O,O,X
ZJITSOL,O,O,X,O,X,O,O,O,O
ZJITOLS,O,O,O,O,X,X,O,X,O
ZJITOSL,O,O,X,O,X,O,O,O,O
ZJILTSO,O,O,O,X,X,X,O,X,O
ZJILTOS,O,O,O,X,X,X,O,X,O
ZJILSTO,O,O,X,X,X,X,X,X,O
ZJILSOT,O,O,X,X,X,X,X,X,X
ZJILOTS,O,X,O,X,X,X,O,X,O
ZJILOST,O,X,X,X,X,X,X,X,X
ZJISTLO,X,O,X,O,X,O,O,O,X
ZJISTOL,X,O,X,O,X,O,O,O,X
ZJISLTO,X,O,X,O,X,X,X,O,X
ZJISLOT,X,O,X,O,X,X,X,X,X
ZJISOTL,X,O,X,O,X,O,O,O,X
ZJISOLT,X,O,X,O,X,X,X,X,X
ZJIOTLS,O,O,O,O,X,X,O,X,O
ZJIOTSL,O,O,X,O,X,O,O,O,O
ZJIOLTS,O,X,O,X,X,X,O,X,O
ZJIOLST,O,X,X,X,X,X,X,X,X
ZJIOSTL,X,O,X,O,X,O,O,O,X
ZJIOSLT,X,O,X,O,X,X,X,X,X
ZJLTISO,O,O,O,X,X,X,O,X,O
ZJLTIOS,O,O,O,X,X,X,O,X,O
ZJLTSIO,O,O,O,X,X,X,O,X,O
ZJLTSOI,O,O,O,X,X,X,O,X,O
ZJLTOIS,O,O,O,X,X,X,O,X,O
ZJLTOSI,O,O,O,X,X,X,O,X,O
ZJLITSO,O,O,O,X,X,X,O,X,O
ZJLITOS,O,O,O,X,X,X,O,X,O
ZJLISTO,O,O,X,X,X,X,X,X,O
ZJLISOT,O,O,X,X,X,X,X,X,X
ZJLIOTS,O,X,O,X,X,X,O,X,O
ZJLIOST,O,X,X,X,X,X,X,X,X
ZJLSTIO,O,O,X,X,X,X,X,X,O
ZJLSTOI,O,O,X,X,X,X,X,X,O
ZJLSITO,O,O,X,X,X,X,X,X,O
ZJLSIOT,O,O,X,X,X,X,X,X,X
ZJLSOTI,O,O,X,X,X,X,X,X,X
ZJLSOIT,O,O,X,X,X,X,X,X,X
ZJLOTIS,O,X,O,X,X,X,O,X,O
ZJLOTSI,O,X,O,X,X,X,O,X,O
ZJLOITS,O,X,O,X,X,X,O,X,O
ZJLOIST,O,X,X,X,X,X,X,X,X
ZJLOSTI,O,X,X,X,X,X,X,X,X
ZJLOSIT,O,X,X,X,X,X,X,X,X
ZJSTILO,X,O,X,O,X,O,O,O,X
ZJSTIOL,X,O,X,O,X,O,O,O,X
ZJSTLIO,X,O,X,O,X,O,O,O,X
ZJSTLOI,X,O,X,O,X,O,O,O,X
ZJSTOIL,X,O,X,O,X,O,O,O,X
ZJSTOLI,X,O,X,O,X,O,O,O,X
ZJSITLO,X,O,X,O,X,O,O,O,X
ZJSITOL,X,O,X,O,X,O,O,O,X
ZJSILTO,X,O,X,O,X,X,X,O,X
ZJSILOT,X,O,X,O,X,X,X,X,X
ZJSIOTL,X,O,X,O,X,O,O,O,X
ZJSIOLT,X,O,X,O,X,X,X,X,X
ZJSLTIO,X,O,X,O,X,X,X,O,X
ZJSLTOI,X,O,X,O,X,X,X,O,X
ZJSLITO,X,O,X,O,X,X,X,O,X
ZJSLIOT,X,O,X,O,X,X,X,X,X
ZJSLOTI,X,O,X,O,X,X,X,X,X
ZJSLOIT,X,O,X,O,X,X,X,X,X
ZJSOTIL,X,O,X,O,X,O,O,O,X
ZJSOTLI,X,O,X,O,X,O,O,O,X
ZJSOITL,X,O,X,O,X,O,O,O,X
ZJSOILT,X,O,X,O,X,X,X,X,X
ZJSOLTI,X,O,X,O,X,X,X,X,X
ZJSOLIT,X,O,X,O,X,X,X,X,X
ZJOTILS,O,O,O,O,X,X,O,X,O
ZJOTISL,O,O,X,O,X,O,O,O,O
ZJOTLIS,O,O,O,O,X,X,O,X,O
ZJOTLSI,O,O,O,O,X,X,O,X,O
ZJOTSIL,O,O,X,O,X,O,O,O,O
ZJOTSLI,O,O,X,O,X,O,O,O,X
ZJOITLS,O,O,O,O,X,X,O,X,O
ZJOITSL,O,O,X,O,X,O,O,O,O
ZJOILTS,O,X,O,X,X,X,O,X,O
ZJOILST,O,X,X,X,X,X,X,X,X
ZJOISTL,X,O,X,O,X,O,O,O,X
ZJOISLT,X,O,X,O,X,X,X,X,X
ZJOLTIS,O,X,O,X,X,X,O,X,O
ZJOLTSI,O,X,O,X,X,X,O,X,O
ZJOLITS,O,X,O,X,X,X,O,X,O
ZJOLIST,O,X,X,X,X,X,X,X,X
ZJOLSTI,O,X,X,X,X,X,X,X,X
ZJOLSIT,O,X,X,X,X,X,X,X,X
ZJOSTIL,X,O,X,O,X,O,O,O,X
ZJOSTLI,X,O,X,O,X,O,O,O,X
ZJOSITL,X,O,X,O,X,O,O,O,X
ZJOSILT,X,O,X,O,X,X,X,X,X
ZJOSLTI,X,O,X,O,X,X,X,X,X
ZJOSLIT,X,O,X,O,X,X,X,X,X
ZSTILJO,X,O,O,O,O,O,O,O,X
ZSTILOJ,X,O,O,O,O,O,O,O,X
ZSTIJLO,X,O,O,O,O,O,O,O,X
ZSTIJOL,X,O,X,O,X,O,O,O,X
ZSTIOLJ,X,O,O,O,O,O,O,O,X
ZSTIOJL,X,O,X,O,X,O,O,O,X
ZSTLIJO,X,O,O,O,O,O,O,O,X
ZSTLIOJ,X,O,O,O,O,O,O,O,X
ZSTLJIO,X,O,O,O,O,O,O,O,X
ZSTLJOI,X,O,O,O,O,O,O,O,X
ZSTLOIJ,X,O,O,O,O,O,O,O,X
ZSTLOJI,X,O,O,O,O,O,O,O,X
ZSTJILO,X,O,O,O,O,O,O,O,X
ZSTJIOL,X,O,X,O,X,O,O,O,X
ZSTJLIO,X,O,O,O,O,O,O,O,X
ZSTJLOI,X,O,O,O,O,O,O,O,X
ZSTJOIL,X,O,X,O,X,O,O,O,X
ZSTJOLI,X,O,X,O,X,O,O,O,X
ZSTOILJ,X,O,O,O,O,O,O,O,X
ZSTOIJL,X,O,X,O,X,O,O,O,X
ZSTOLIJ,X,O,O,O,O,O,O,O,X
ZSTOLJI,X,O,O,O,O,O,O,O,X
ZSTOJIL,X,O,X,O,X,O,O,O,X
ZSTOJLI,X,O,X,O,X,O,O,O,X
ZSITLJO,X,O,O,O,O,O,O,O,X
ZSITLOJ,X,O,O,O,O,O,O,O,X
ZSITJLO,X,O,O,O,O,O,O,O,X
ZSITJOL,X,O,X,O,X,O,O,O,X
ZSITOLJ,X,O,O,O,O,O,O,O,X
ZSITOJL,X,O,X,O,X,O,O,O,X
ZSILTJO,O,O,O,O,O,O,X,O,X
ZSILTOJ,O,O,O,O,O,O,X,O,X
ZSILJTO,O,X,X,O,X,X,X,O,X
ZSILJOT,O,X,X,O,X,X,X,X,X
ZSILOTJ,O,O,O,O,O,O,X,O,X
ZSILOJT,O,X,X,O,X,X,X,X,X
ZSIJTLO,X,O,X,O,X,O,O,O,X
