sequence,v115@QhC8BeG8GeB8Jei/IvhFzgBFiBXjBUlBWxBRvB,v115@QhC8BeG8GeB8JeT/IvhFigBUiBFjB3lBWxBRvB,v115@QhC8BeG8GeB8JeT/IvhFChBxiB0qBeqBlrB3sB,v115@QhC8BeG8GeB8JeT/IvhFOlBFjBCmB/sB0rBRvB,v115@QhC8BeG8GeB8Je2EJvhF8lBzhBXjBFlBSxBRvB,v115@QhC8BeG8GeB8JeRAJvhFFjB0qB/pBurBiqBTsB,v115@QhC8BeG8GeB8Je2EJvhFChBxiB0qBlrB3sBzpB,v115@QhC8BeG8GeB8Jex/IvhF8lBzhBXjB2vBlpBSxB
ZLOSTJI,O,O,O,X,X,O,X,X
ZLOSITJ,O,O,O,X,X,O,X,X
ZLOSIJT,O,O,O,X,O,O,X,X
ZLOSJTI,O,O,O,X,O,O,X,X
ZLOSJIT,X,X,O,X,O,O,X,X
ZJTILSO,O,X,O,X,X,O,O,X
ZJTILOS,O,X,O,X,X,X,X,X
ZJTISLO,O,O,O,X,X,O,O,X
ZJTISOL,X,O,O,X,X,O,O,X
ZJTIOLS,X,X,O,X,X,X,X,X
ZJTIOSL,X,O,O,X,X,X,X,X
ZJTLISO,O,X,O,X,X,O,O,X
ZJTLIOS,O,X,O,X,X,X,X,X
ZJTLSIO,O,X,O,X,X,O,O,X
ZJTLSOI,O,X,O,X,X,O,O,X
ZJTLOIS,O,X,O,X,X,O,X,X
ZJTLOSI,O,X,O,X,X,O,O,X
ZJTSILO,O,O,O,X,X,O,O,X
ZJTSIOL,X,O,O,X,X,O,O,X
ZJTSLIO,O,O,O,X,X,O,O,X
ZJTSLOI,O,O,O,X,X,O,O,X
ZJTSOIL,X,O,O,X,O,O,O,X
ZJTSOLI,O,O,O,X,O,O,O,X
ZJTOILS,X,X,O,X,X,O,X,X
ZJTOISL,X,O,O,X,X,O,X,X
ZJTOLIS,O,X,O,X,X,O,X,X
ZJTOLSI,O,X,O,X,X,O,O,X
ZJTOSIL,X,O,O,X,O,O,O,X
ZJTOSLI,O,O,O,X,O,O,O,X
ZJITLSO,O,X,O,X,X,O,O,X
ZJITLOS,O,X,O,X,X,X,X,X
ZJITSLO,O,O,O,X,X,O,O,X
ZJITSOL,O,O,O,X,O,O,O,X
ZJITOLS,O,X,O,X,X,X,X,X
ZJITOSL,O,O,O,X,O,X,X,X
ZJILTSO,O,X,O,X,X,O,O,X
ZJILTOS,O,X,O,X,X,X,X,X
ZJILSTO,O,X,O,X,X,O,O,X
ZJILSOT,O,X,O,X,O,O,X,X
ZJILOTS,O,X,O,X,X,X,X,X
ZJILOST,O,X,O,X,O,X,X,X
ZJISTLO,O,O,O,X,X,O,O,X
ZJISTOL,O,O,O,X,O,O,O,X
ZJISLTO,O,O,O,X,X,O,O,X
ZJISLOT,O,O,O,X,O,O,X,X
ZJISOTL,O,O,O,X,O,O,O,X
ZJISOLT,O,O,O,X,O,X,X,X
ZJIOTLS,O,X,O,X,X,X,X,X
ZJIOTSL,O,O,O,X,O,X,X,X
ZJIOLTS,O,X,O,X,X,X,X,X
ZJIOLST,O,X,O,X,O,X,X,X
ZJIOSTL,O,O,O,X,O,X,O,X
ZJIOSLT,O,O,O,X,O,X,X,X
ZJLTISO,O,X,O,X,X,O,O,X
ZJLTIOS,O,X,O,X,X,X,X,X
ZJLTSIO,O,X,O,X,X,O,O,X
ZJLTSOI,O,X,O,X,X,O,O,X
ZJLTOIS,O,X,O,X,X,O,X,X
ZJLTOSI,O,X,O,X,X,O,O,X
ZJLITSO,O,X,O,X,X,O,O,X
ZJLITOS,O,X,O,X,X,X,X,X
ZJLISTO,O,X,O,X,X,O,O,X
ZJLISOT,O,X,O,X,X,O,X,X
ZJLIOTS,O,X,O,X,X,X,X,X
ZJLIOST,O,X,O,X,X,X,X,X
ZJLSTIO,O,X,O,X,X,O,O,X
ZJLSTOI,O,X,O,X,X,O,O,X
ZJLSITO,O,X,O,X,X,O,O,X
ZJLSIOT,O,X,O,X,X,O,X,X
ZJLSOTI,O,X,O,X,O,O,X,X
ZJLSOIT,X,X,O,X,O,O,X,X
ZJLOTIS,O,X,O,X,X,O,X,X
ZJLOTSI,O,X,O,X,X,O,O,X
ZJLOITS,X,X,O,X,X,O,X,X
ZJLOIST,X,X,O,X,X,O,X,X
ZJLOSTI,O,X,O,X,O,O,X,X
ZJLOSIT,X,X,O,X,O,O,X,X
ZJSTILO,O,O,O,X,X,O,O,X
ZJSTIOL,X,O,O,X,X,O,O,X
ZJSTLIO,O,O,O,X,X,O,O,X
ZJSTLOI,O,O,O,X,X,O,O,X
ZJSTOIL,X,O,O,X,O,O,O,X
ZJSTOLI,O,O,O,X,O,O,O,X
ZJSITLO,O,O,O,X,X,O,O,X
ZJSITOL,O,O,O,X,O,O,O,X
ZJSILTO,O,O,O,X,X,O,O,X
ZJSILOT,O,O,O,X,O,O,X,X
ZJSIOTL,O,O,O,X,O,O,O,X
ZJSIOLT,O,O,O,X,O,O,X,X
ZJSLTIO,O,O,O,X,X,O,O,X
ZJSLTOI,O,O,O,X,X,O,O,X
ZJSLITO,O,O,O,X,X,O,O,X
ZJSLIOT,O,O,O,X,X,O,X,X
ZJSLOTI,O,O,O,X,O,O,X,X
ZJSLOIT,X,X,O,X,O,O,X,X
ZJSOTIL,X,O,O,X,O,O,O,O
ZJSOTLI,O,O,O,X,O,O,O,O
ZJSOITL,X,O,O,X,O,O,O,O
ZJSOILT,X,O,O,X,O,O,X,X
ZJSOLTI,O,O,O,X,O,O,X,O
ZJSOLIT,X,X,O,X,O,O,X,X
ZJOTILS,X,X,O,X,X,O,X,O
ZJOTISL,X,O,O,X,X,O,X,O
ZJOTLIS,O,X,O,X,X,O,X,O
ZJOTLSI,O,X,O,X,X,O,O,O
ZJOTSIL,X,O,O,X,O,O,O,O
ZJOTSLI,O,O,O,X,O,O,O,O
ZJOITLS,X,X,O,X,X,O,X,O
ZJOITSL,X,O,O,X,O,O,X,O
ZJOILTS,X,X,O,X,X,O,X,X
ZJOILST,X,X,O,X,O,O,X,X
ZJOISTL,X,O,O,X,O,O,O,O
ZJOISLT,X,O,O,X,O,O,X,X
ZJOLTIS,O,X,O,X,X,O,X,O
ZJOLTSI,O,X,O,X,X,O,O,O
ZJOLITS,X,X,O,X,X,O,X,X
ZJOLIST,X,X,O,X,X,O,X,X
ZJOLSTI,O,X,O,X,O,O,X,O
ZJOLSIT,X,X,O,X,O,O,X,X
ZJOSTIL,X,O,O,X,O,O,O,O
ZJOSTLI,O,O,O,X,O,O,O,O
ZJOSITL,X,O,O,X,O,O,O,O
ZJOSILT,X,O,O,X,O,O,X,X
ZJOSLTI,O,O,O,X,O,O,X,O
ZJOSLIT,X,X,O,X,O,O,X,X
ZSTILJO,O,O,O,X,X,O,O,X
ZSTILOJ,O,O,O,X,X,O,O,X
ZSTIJLO,O,O,O,X,X,O,O,X
ZSTIJOL,O,O,O,X,O,O,O,X
ZSTIOLJ,O,O,O,X,X,O,O,X
ZSTIOJL,O,O,O,X,O,O,O,X
ZSTLIJO,O,O,O,X,X,O,O,X
ZSTLIOJ,O,O,O,X,X,O,O,X
ZSTLJIO,O,O,O,X,X,O,O,X
ZSTLJOI,O,O,O,X,X,O,O,X
ZSTLOIJ,O,O,O,X,X,O,O,X
ZSTLOJI,O,O,O,X,X,O,O,X
ZSTJILO,O,O,O,X,X,O,O,X
ZSTJIOL,X,O,O,X,X,O,O,X
ZSTJLIO,O,O,O,X,X,O,O,X
ZSTJLOI,O,O,O,X,X,O,O,X
ZSTJOIL,X,O,O,X,O,O,O,X
ZSTJOLI,O,O,O,X,O,O,O,X
ZSTOILJ,O,O,O,X,X,O,O,X
ZSTOIJL,X,O,O,X,O,O,O,X
ZSTOLIJ,O,O,O,X,X,O,O,X
ZSTOLJI,O,O,O,X,X,O,O,X
ZSTOJIL,X,O,O,X,O,O,O,X
ZSTOJLI,O,O,O,X,O,O,O,X
ZSITLJO,O,O,O,X,X,O,O,X
ZSITLOJ,O,O,O,X,X,O,O,X
ZSITJLO,O,O,O,X,X,O,O,X
ZSITJOL,O,O,O,X,O,O,O,X
ZSITOLJ,O,O,O,X,X,O,O,X
ZSITOJL,O,O,O,X,O,O,O,X
ZSILTJO,O,O,O,X,X,O,O,X
ZSILTOJ,O,O,O,X,X,O,O,X
ZSILJTO,O,O,O,X,X,O,O,X
ZSILJOT,O,O,O,X,O,O,X,X
ZSILOTJ,O,O,O,X,X,O,X,X
ZSILOJT,O,O,O,X,O,O,X,X
ZSIJTLO,O,O,O,X,X,O,O,X
ZSIJTOL,O,O,O,X,O,O,O,X
ZSIJLTO,O,O,O,X,X,O,O,X
ZSIJLOT,O,O,O,X,O,O,X,X
ZSIJOTL,O,O,O,X,O,O,O,X
ZSIJOLT,O,O,O,X,O,O,X,X
ZSIOTLJ,O,O,O,X,X,O,O,X
ZSIOTJL,O,O,O,X,O,O,O,X
ZSIOLTJ,O,O,O,X,X,O,X,X
ZSIOLJT,O,O,O,X,O,O,X,X
ZSIOJTL,O,O,O,X,O,O,O,X
ZSIOJLT,O,O,O,X,O,O,X,X
ZSLTIJO,O,O,O,X,X,O,O,X
ZSLTIOJ,O,O,O,X,X,O,O,X
ZSLTJIO,O,O,O,X,X,O,O,X
ZSLTJOI,O,O,O,X,X,O,O,X
ZSLTOIJ,O,O,O,X,X,O,O,X
ZSLTOJI,O,O,O,X,X,O,O,X
ZSLITJO,O,O,O,X,X,O,O,X
ZSLITOJ,O,O,O,X,X,O,O,X
ZSLIJTO,O,O,O,X,X,O,O,X
ZSLIJOT,O,O,O,X,O,O,X,X
ZSLIOTJ,O,O,O,X,X,O,X,X
ZSLIOJT,O,O,O,X,O,O,X,X
ZSLJTIO,O,O,O,X,X,O,O,X
ZSLJTOI,O,O,O,X,X,O,O,X
ZSLJITO,O,O,O,X,X,O,O,X
ZSLJIOT,O,O,O,X,X,O,X,X
ZSLJOTI,O,O,O,X,O,O,X,X
ZSLJOIT,X,O,O,X,O,O,X,X
ZSLOTIJ,O,O,O,X,X,O,X,X
ZSLOTJI,O,O,O,X,X,O,X,X
ZSLOITJ,O,O,O,X,X,O,X,X
ZSLOIJT,O,O,O,X,O,O,X,X
ZSLOJTI,O,O,O,X,O,O,X,X
ZSLOJIT,X,O,O,X,O,O,X,X
ZSJTILO,O,O,O,X,X,O,O,X
ZSJTIOL,X,O,O,X,X,O,O,X
ZSJTLIO,O,O,O,X,X,O,O,X
ZSJTLOI,O,O,O,X,X,O,O,X
ZSJTOIL,X,O,O,X,O,O,O,X
ZSJTOLI,O,O,O,X,O,O,O,X
ZSJITLO,O,O,O,X,X,O,O,X
ZSJITOL,O,O,O,X,O,O,O,X
ZSJILTO,O,O,O,X,X,O,O,X
ZSJILOT,O,O,O,X,O,O,X,X
ZSJIOTL,O,O,O,X,O,O,O,X
ZSJIOLT,O,O,O,X,O,O,X,X
ZSJLTIO,O,O,O,X,X,O,O,X
ZSJLTOI,O,O,O,X,X,O,O,X
ZSJLITO,O,O,O,X,X,O,O,X
ZSJLIOT,O,O,O,X,X,O,X,X
ZSJLOTI,O,O,O,X,O,O,X,X
ZSJLOIT,X,O,O,X,O,O,X,X
ZSJOTIL,X,O,O,X,O,O,O,O
ZSJOTLI,O,O,O,X,O,O,O,O
ZSJOITL,X,O,O,X,O,O,O,O
ZSJOILT,X,O,O,X,O,O,X,X
ZSJOLTI,O,O,O,X,O,O,X,O
ZSJOLIT,X,O,O,X,O,O,X,X
ZSOTILJ,O,O,O,X,X,O,O,X
ZSOTIJL,X,O,O,X,O,O,O,X
ZSOTLIJ,O,O,O,X,X,O,O,X
ZSOTLJI,O,O,O,X,X,O,O,X
ZSOTJIL,X,O,O,X,O,O,O,X
ZSOTJLI,O,O,O,X,O,O,O,X
ZSOITLJ,O,O,O,X,X,O,O,X
ZSOITJL,O,O,O,X,O,O,O,X
ZSOILTJ,O,O,O,X,X,O,X,X
ZSOILJT,O,O,O,X,O,O,X,X
ZSOIJTL,O,O,O,X,O,O,O,X
ZSOIJLT,O,O,O,X,O,O,X,X
ZSOLTIJ,O,O,O,X,X,O,X,X
ZSOLTJI,O,O,O,X,X,O,X,X
ZSOLITJ,O,O,O,X,X,O,X,X
ZSOLIJT,O,O,O,X,O,O,X,X
ZSOLJTI,O,O,O,X,O,O,X,X
ZSOLJIT,X,O,O,X,O,O,X,X
ZSOJTIL,X,O,O,X,O,O,O,O
ZSOJTLI,O,O,O,X,O,O,O,O
ZSOJITL,X,O,O,X,O,O,O,O
ZSOJILT,X,O,O,X,O,O,X,X
ZSOJLTI,O,O,O,X,O,O,X,O
ZSOJLIT,X,O,O,X,O,O,X,X
ZOTILJS,X,X,O,O,X,O,X,X
ZOTILSJ,O,O,X,X,X,O,X,X
ZOTIJLS,X,X,O,O,X,O,X,X
ZOTIJSL,X,O,O,X,O,O,X,X
ZOTISLJ,O,O,O,X,X,O,X,X
ZOTISJL,X,O,O,X,O,O,X,X
ZOTLIJS,X,X,O,O,X,O,X,X
ZOTLISJ,X,O,X,X,X,O,X,X
ZOTLJIS,X,X,O,O,X,O,X,X
ZOTLJSI,X,X,O,O,X,O,O,X
ZOTLSIJ,O,O,O,X,X,O,O,X
ZOTLSJI,O,O,O,X,X,O,O,X
ZOTJILS,X,X,O,X,X,O,X,X
ZOTJISL,X,O,O,X,X,O,X,X
ZOTJLIS,X,X,O,X,X,O,X,X
ZOTJLSI,X,X,O,X,X,O,O,X
ZOTJSIL,X,O,O,X,O,O,O,X
ZOTJSLI,X,O,O,X,O,O,O,X
ZOTSILJ,O,O,O,X,X,O,O,X
ZOTSIJL,X,O,O,X,O,O,O,X
ZOTSLIJ,O,O,O,X,X,O,O,X
ZOTSLJI,O,O,O,X,X,O,O,X
ZOTSJIL,X,O,O,X,O,O,O,X
ZOTSJLI,X,O,O,X,O,O,O,X
ZOITLJS,O,X,O,O,X,O,X,X
ZOITLSJ,O,O,X,X,X,O,X,X
ZOITJLS,O,X,O,O,X,O,X,X
ZOITJSL,O,O,O,X,O,O,X,X
ZOITSLJ,O,O,O,X,X,O,X,X
ZOITSJL,O,O,O,X,O,O,X,X
ZOILTJS,O,X,O,O,X,O,X,X
ZOILTSJ,O,O,X,X,X,O,X,X
ZOILJTS,O,X,O,O,X,O,X,X
ZOILJST,O,X,O,O,O,O,X,X
ZOILSTJ,O,O,O,X,X,O,X,X
ZOILSJT,O,O,O,X,O,O,X,X
ZOIJTLS,O,X,O,O,X,O,X,X
ZOIJTSL,O,O,O,X,O,O,X,X
ZOIJLTS,O,X,O,O,X,O,X,X
ZOIJLST,O,X,O,O,O,O,X,X
ZOIJSTL,O,O,O,X,O,O,O,X
ZOIJSLT,O,O,O,X,O,O,X,X
ZOISTLJ,O,O,O,X,X,O,O,X
ZOISTJL,O,O,O,X,O,O,O,X
ZOISLTJ,O,O,O,X,X,O,X,X
ZOISLJT,O,O,O,X,O,O,X,X
ZOISJTL,O,O,O,X,O,O,O,X
ZOISJLT,O,O,O,X,O,O,X,X
ZOLTIJS,X,X,O,O,X,O,X,X
ZOLTISJ,X,O,X,X,X,O,X,X
ZOLTJIS,X,X,O,O,X,O,X,X
ZOLTJSI,X,X,O,O,X,O,O,X
ZOLTSIJ,O,O,O,X,X,O,O,X
ZOLTSJI,O,O,O,X,X,O,O,X
ZOLITJS,O,X,O,O,X,O,X,X
ZOLITSJ,O,O,X,X,X,O,X,X
ZOLIJTS,O,X,O,O,X,O,X,X
ZOLIJST,O,X,O,O,O,O,X,X
ZOLISTJ,O,O,O,X,X,O,X,X
ZOLISJT,O,O,O,X,O,O,X,X
ZOLJTIS,O,X,O,O,X,O,X,X
ZOLJTSI,O,X,O,O,X,O,O,X
ZOLJITS,X,X,O,O,X,O,X,X
ZOLJIST,X,X,O,O,X,O,X,X
ZOLJSTI,O,X,O,O,O,O,X,X
ZOLJSIT,X,X,O,X,O,O,X,X
ZOLSTIJ,O,O,O,X,X,O,X,X
ZOLSTJI,O,O,O,X,X,O,X,X
ZOLSITJ,O,O,O,X,X,O,X,X
ZOLSIJT,O,O,O,X,O,O,X,X
ZOLSJTI,O,O,O,X,O,O,X,X
ZOLSJIT,X,X,O,X,O,O,X,X
ZOJTILS,X,X,O,X,X,O,X,O
ZOJTISL,X,O,O,X,X,O,X,O
ZOJTLIS,O,X,O,X,X,O,X,O
ZOJTLSI,O,X,O,X,X,O,O,O
ZOJTSIL,X,O,O,X,O,O,O,O
ZOJTSLI,O,O,O,X,O,O,O,O
ZOJITLS,X,X,O,X,X,O,X,O
ZOJITSL,X,O,O,X,O,O,X,O
ZOJILTS,X,X,O,X,X,O,X,X
ZOJILST,X,X,O,X,O,O,X,X
ZOJISTL,X,O,O,X,O,O,O,O
ZOJISLT,X,O,O,X,O,O,X,X
ZOJLTIS,O,X,O,X,X,O,X,O
ZOJLTSI,O,X,O,X,X,O,O,O
ZOJLITS,X,X,O,X,X,O,X,X
ZOJLIST,X,X,O,X,X,O,X,X
ZOJLSTI,O,X,O,X,O,O,X,O
ZOJLSIT,X,X,O,X,O,O,X,X
ZOJSTIL,X,O,O,X,O,O,O,O
ZOJSTLI,O,O,O,X,O,O,O,O
ZOJSITL,X,O,O,X,O,O,O,O
ZOJSILT,X,O,O,X,O,O,X,X
ZOJSLTI,O,O,O,X,O,O,X,O
ZOJSLIT,X,X,O,X,O,O,X,X
ZOSTILJ,O,O,O,X,X,O,O,X
ZOSTIJL,X,O,O,X,O,O,O,X
ZOSTLIJ,O,O,O,X,X,O,O,X
ZOSTLJI,O,O,O,X,X,O,O,X
ZOSTJIL,X,O,O,X,O,O,O,X
ZOSTJLI,O,O,O,X,O,O,O,X
ZOSITLJ,O,O,O,X,X,O,O,X
ZOSITJL,O,O,O,X,O,O,O,X
ZOSILTJ,O,O,O,X,X,O,X,X
ZOSILJT,O,O,O,X,O,O,X,X
ZOSIJTL,O,O,O,X,O,O,O,X
ZOSIJLT,O,O,O,X,O,O,X,X
ZOSLTIJ,O,O,O,X,X,O,X,X
ZOSLTJI,O,O,O,X,X,O,X,X
ZOSLITJ,O,O,O,X,X,O,X,X
ZOSLIJT,O,O,O,X,O,O,X,X
ZOSLJTI,O,O,O,X,O,O,X,X
ZOSLJIT,X,O,O,X,O,O,X,X
ZOSJTIL,X,O,O,X,O,O,O,O
ZOSJTLI,O,O,O,X,O,O,O,O
ZOSJITL,X,O,O,X,O,O,O,O
ZOSJILT,X,O,O,X,O,O,X,X
ZOSJLTI,O,O,O,X,O,O,X,O
ZOSJLIT,X,O,O,X,O,O,X,X
OTILJSZ,O,X,X,O,X,X,X,X
OTILJZS,X,X,X,O,X,X,X,X
OTILSJZ,O,O,X,O,X,X,X,X
OTILSZJ,O,O,X,X,X,X,X,X
OTILZJS,O,X,X,O,X,X,X,X
OTILZSJ,O,O,X,X,X,X,X,X
OTIJLSZ,O,X,X,O,X,X,X,X
OTIJLZS,X,X,X,O,X,X,X,X
OTIJSLZ,O,O,X,O,X,X,X,X
OTIJSZL,X,O,X,X,O,X,X,X
OTIJZLS,X,X,X,O,X,X,X,X
OTIJZSL,X,O,X,X,O,X,X,X
OTISLJZ,O,O,X,O,X,X,X,X
OTISLZJ,O,O,X,X,X,X,X,X
OTISJLZ,O,O,X,O,X,X,X,X
OTISJZL,X,O,X,X,O,X,X,X
OTISZLJ,O,O,X,X,X,X,X,X
OTISZJL,O,O,X,X,O,X,X,X
OTIZLJS,O,X,O,O,X,X,X,X
OTIZLSJ,O,O,X,X,X,X,X,X
OTIZJLS,O,X,O,O,X,X,X,X
OTIZJSL,O,O,O,X,O,X,X,X
OTIZSLJ,O,O,O,X,X,X,X,X
OTIZSJL,O,O,O,X,O,X,X,X
OTLIJSZ,O,X,X,O,X,X,X,X
OTLIJZS,X,X,X,O,X,X,X,X
OTLISJZ,O,O,X,O,X,X,X,X
OTLISZJ,O,O,X,X,X,X,X,X
OTLIZJS,O,X,X,O,X,X,X,X
OTLIZSJ,O,O,X,X,X,X,X,X
OTLJISZ,X,X,X,O,X,X,X,X
OTLJIZS,X,X,X,O,X,X,X,X
OTLJSIZ,O,X,X,O,X,X,X,X
OTLJSZI,O,X,X,O,X,X,X,X
OTLJZIS,X,X,X,O,X,X,X,X
OTLJZSI,X,X,X,O,X,X,X,X
OTLSIJZ,O,O,X,O,X,X,X,X
OTLSIZJ,O,O,X,X,X,X,X,X
OTLSJIZ,O,O,X,O,X,X,X,X
OTLSJZI,O,O,X,O,X,X,X,X
OTLSZIJ,O,O,X,X,X,X,X,X
OTLSZJI,O,O,X,X,X,X,X,X
OTLZIJS,O,X,X,O,X,X,X,X
OTLZISJ,O,O,X,X,X,X,X,X
OTLZJIS,O,X,X,O,X,X,X,X
OTLZJSI,O,X,X,O,X,X,X,X
OTLZSIJ,O,O,X,X,X,X,X,X
OTLZSJI,O,O,X,X,X,X,X,X
OTJILSZ,O,X,X,O,X,X,X,X
OTJILZS,X,X,X,O,X,X,X,X
OTJISLZ,O,O,X,O,X,X,X,X
OTJISZL,X,O,X,X,O,X,X,X
OTJIZLS,X,X,X,O,X,X,X,X
OTJIZSL,X,O,X,X,O,X,X,X
OTJLISZ,X,X,X,O,X,X,X,X
OTJLIZS,X,X,X,O,X,X,X,X
OTJLSIZ,O,X,X,O,X,X,X,X
OTJLSZI,O,X,X,O,X,X,X,X
OTJLZIS,X,X,X,O,X,X,X,X
OTJLZSI,X,X,X,O,X,X,X,X
OTJSILZ,O,O,X,X,X,X,X,X
OTJSIZL,X,O,X,X,O,X,X,X
OTJSLIZ,O,O,X,X,X,X,X,X
OTJSLZI,O,O,X,X,X,X,X,X
OTJSZIL,X,O,X,X,O,X,X,O
OTJSZLI,X,O,X,X,O,X,X,O
OTJZILS,X,X,X,X,X,X,X,O
OTJZISL,X,O,X,X,X,X,X,O
OTJZLIS,X,X,X,X,X,X,X,O
OTJZLSI,X,X,X,X,X,X,X,O
OTJZSIL,X,O,X,X,O,X,X,O
OTJZSLI,X,O,X,X,O,X,X,O
OTSILJZ,O,O,X,O,X,X,X,X
OTSILZJ,O,O,X,X,X,X,X,X
OTSIJLZ,O,O,X,O,X,X,X,X
OTSIJZL,X,O,X,X,O,X,X,X
OTSIZLJ,O,O,X,X,X,X,X,X
OTSIZJL,O,O,X,X,O,X,X,X
OTSLIJZ,O,O,X,O,X,X,X,X
OTSLIZJ,O,O,X,X,X,X,X,X
OTSLJIZ,O,O,X,O,X,X,X,X
OTSLJZI,O,O,X,O,X,X,X,X
OTSLZIJ,O,O,X,X,X,X,X,X
OTSLZJI,O,O,X,X,X,X,X,X
OTSJILZ,O,O,X,X,X,X,X,X
OTSJIZL,X,O,X,X,O,X,X,X
OTSJLIZ,O,O,X,X,X,X,X,X
OTSJLZI,O,O,X,X,X,X,X,X
OTSJZIL,X,O,X,X,O,X,X,O
OTSJZLI,X,O,X,X,O,X,X,O
OTSZILJ,O,O,X,X,X,X,X,X
OTSZIJL,X,O,X,X,O,X,X,X
OTSZLIJ,O,O,X,X,X,X,X,X
OTSZLJI,O,O,X,X,X,X,X,X
OTSZJIL,X,O,X,X,O,X,X,X
OTSZJLI,O,O,X,X,O,X,X,X
OTZILJS,X,X,O,O,X,O,X,X
OTZILSJ,O,O,X,X,X,O,X,X
OTZIJLS,X,X,O,O,X,O,X,X
OTZIJSL,X,O,O,X,O,O,X,X
OTZISLJ,O,O,O,X,X,O,X,X
OTZISJL,X,O,O,X,O,O,X,X
OTZLIJS,O,X,O,O,X,O,X,X
OTZLISJ,O,O,X,X,X,O,X,X
OTZLJIS,O,X,O,O,X,O,X,X
OTZLJSI,O,X,O,O,X,O,X,X
OTZLSIJ,O,O,O,X,X,O,X,X
OTZLSJI,O,O,O,X,X,O,X,X
OTZJILS,X,X,O,X,X,O,X,X
OTZJISL,X,O,O,X,X,O,X,X
OTZJLIS,O,X,O,X,X,O,X,X
OTZJLSI,O,X,O,X,X,O,X,X
OTZJSIL,X,O,O,X,O,O,X,X
OTZJSLI,O,O,O,X,O,O,X,X
OTZSILJ,O,O,O,X,X,O,X,X
OTZSIJL,X,O,O,X,O,O,X,X
OTZSLIJ,O,O,O,X,X,O,X,X
OTZSLJI,O,O,O,X,X,O,X,X
OTZSJIL,X,O,O,X,O,O,X,X
OTZSJLI,O,O,O,X,O,O,X,X
OITLJSZ,O,X,X,O,X,X,X,X
OITLJZS,X,X,X,O,X,X,X,X
OITLSJZ,O,O,X,O,X,X,X,X
OITLSZJ,O,O,X,X,X,X,X,X
OITLZJS,O,X,X,O,X,X,X,X
OITLZSJ,O,O,X,X,X,X,X,X
OITJLSZ,O,X,X,O,X,X,X,X
OITJLZS,X,X,X,O,X,X,X,X
OITJSLZ,O,O,X,O,X,X,X,X
OITJSZL,X,O,X,X,O,X,X,X
OITJZLS,X,X,X,O,X,X,X,X
OITJZSL,X,O,X,X,O,X,X,X
OITSLJZ,O,O,X,O,X,X,X,X
OITSLZJ,O,O,X,X,X,X,X,X
OITSJLZ,O,O,X,O,X,X,X,X
OITSJZL,X,O,X,X,O,X,X,X
OITSZLJ,O,O,X,X,X,X,X,X
OITSZJL,O,O,X,X,O,X,X,X
OITZLJS,O,X,O,O,X,X,X,X
OITZLSJ,O,O,X,X,X,X,X,X
OITZJLS,O,X,O,O,X,X,X,X
OITZJSL,O,O,O,X,O,X,X,X
OITZSLJ,O,O,O,X,X,X,X,X
OITZSJL,O,O,O,X,O,X,X,X
OILTJSZ,O,X,X,O,X,X,X,X
OILTJZS,X,X,X,O,X,X,X,X
OILTSJZ,O,O,X,O,X,X,X,X
OILTSZJ,O,O,X,X,X,X,X,X
OILTZJS,O,X,X,O,X,X,X,X
OILTZSJ,O,O,X,X,X,X,X,X
OILJTSZ,O,X,X,O,X,X,X,X
OILJTZS,X,X,X,O,X,X,X,X
OILJSTZ,O,X,X,O,X,X,X,X
OILJSZT,X,X,X,O,O,X,X,X
OILJZTS,X,X,X,O,X,X,X,X
OILJZST,X,X,X,O,O,X,X,X
OILSTJZ,O,O,X,O,X,X,X,X
OILSTZJ,O,O,X,X,X,X,X,X
OILSJTZ,O,O,X,O,X,X,X,X
OILSJZT,X,O,X,O,O,X,X,X
OILSZTJ,O,O,X,X,X,X,X,X
OILSZJT,O,O,X,X,O,X,X,X
OILZTJS,O,X,O,O,X,X,X,X
OILZTSJ,O,O,X,X,X,X,X,X
OILZJTS,O,X,O,O,X,X,X,X
OILZJST,O,X,O,O,O,X,X,X
OILZSTJ,O,O,O,X,X,X,X,X
OILZSJT,O,O,O,X,O,X,X,X
OIJTLSZ,O,X,X,O,X,X,X,X
OIJTLZS,X,X,X,O,X,X,X,X
OIJTSLZ,O,O,X,O,X,X,X,X
OIJTSZL,X,O,X,X,O,X,X,X
OIJTZLS,X,X,X,O,X,X,X,X
OIJTZSL,X,O,X,X,O,X,X,X
OIJLTSZ,O,X,X,O,X,X,X,X
OIJLTZS,X,X,X,O,X,X,X,X
OIJLSTZ,O,X,X,O,X,X,X,X
OIJLSZT,X,X,X,O,O,X,X,X
OIJLZTS,X,X,X,O,X,X,X,X
OIJLZST,X,X,X,O,O,X,X,X
OIJSTLZ,O,O,X,O,X,X,X,X
OIJSTZL,X,O,X,X,O,X,X,X
OIJSLTZ,O,O,X,O,X,X,X,X
OIJSLZT,X,O,X,O,O,X,X,X
OIJSZTL,X,O,X,X,O,X,X,O
OIJSZLT,X,O,X,X,O,X,X,X
OIJZTLS,X,X,O,O,X,X,X,O
OIJZTSL,X,O,O,X,O,X,X,O
OIJZLTS,X,X,O,O,X,X,X,X
OIJZLST,X,X,O,O,O,X,X,X
OIJZSTL,X,O,O,X,O,X,O,O
OIJZSLT,X,O,O,X,O,X,X,X
OISTLJZ,O,O,X,O,X,X,X,X
