sequence,v115@HhB8HeB8EeD8EeD8Jem/IvhFRiBSoBFmB8rBXqBzqB,v115@HhB8HeB8EeD8EeD8Jex/IvhFlhBcnBTjBmlBXqBSwB,v115@HhB8HeB8EeD8EeD8Jex/IvhFylBumBcnBTjBXqBVwB,v115@HhB8HeB8EeD8EeD8Jex/IvhF8lBCiBTjBeqBXnBVwB,v115@HhB8HeB8EeD8EeD8JeKFJvhFWmBxhBTjBXnBVwB0pB,v115@HhB8HeB8EeD8EeD8Jem/IvhFUhBTjB1qBXnBCsBRvB,v115@HhB8HeB8EeD8EeD8Jem/IvhFSnBTjB3lBFmB8rBRvB
ZOSLTIJ,O,O,O,X,X,X,X
ZOSLTJI,O,O,O,O,X,X,X
ZOSLITJ,O,O,O,X,X,X,X
ZOSLIJT,O,O,X,X,X,X,X
ZOSLJTI,O,O,X,O,X,X,X
ZOSLJIT,O,O,X,X,X,X,X
ZOSJTIL,O,O,O,O,X,X,X
ZOSJTLI,O,O,O,O,X,X,X
ZOSJITL,O,O,O,X,X,X,X
ZOSJILT,O,O,X,X,X,X,X
ZOSJLTI,O,O,X,O,X,X,X
ZOSJLIT,O,O,X,X,X,X,X
OTILJSZ,X,X,X,X,O,O,O
OTILJZS,X,O,O,X,X,O,X
OTILSJZ,X,X,X,X,O,O,O
OTILSZJ,X,X,O,X,O,O,X
OTILZJS,X,O,O,X,X,O,X
OTILZSJ,X,O,O,X,X,O,X
OTIJLSZ,X,X,X,X,O,O,O
OTIJLZS,X,X,O,X,X,O,X
OTIJSLZ,X,X,X,O,O,O,O
OTIJSZL,X,X,X,O,O,O,X
OTIJZLS,X,X,O,O,X,O,X
OTIJZSL,X,X,O,O,X,O,X
OTISLJZ,X,X,X,O,O,O,O
OTISLZJ,X,X,O,X,O,O,X
OTISJLZ,X,X,X,O,O,O,O
OTISJZL,X,O,X,O,O,O,X
OTISZLJ,X,O,O,X,O,O,X
OTISZJL,X,O,O,X,O,O,X
OTIZLJS,X,O,O,X,X,O,X
OTIZLSJ,X,O,O,X,X,O,X
OTIZJLS,X,O,O,X,X,O,X
OTIZJSL,X,O,O,X,X,O,X
OTIZSLJ,X,O,O,X,X,O,X
OTIZSJL,X,O,O,X,X,O,X
OTLIJSZ,X,X,X,X,O,X,O
OTLIJZS,X,O,O,X,X,X,X
OTLISJZ,X,X,X,X,O,X,O
OTLISZJ,X,X,O,X,O,X,X
OTLIZJS,X,O,O,X,X,X,X
OTLIZSJ,X,O,O,X,X,X,X
OTLJISZ,X,X,X,X,O,X,O
OTLJIZS,X,O,O,X,X,X,X
OTLJSIZ,X,X,X,O,O,X,X
OTLJSZI,X,X,X,O,O,X,X
OTLJZIS,X,O,O,O,X,X,X
OTLJZSI,X,O,O,O,O,X,X
OTLSIJZ,X,X,X,O,O,X,X
OTLSIZJ,X,X,O,X,O,X,X
OTLSJIZ,X,X,X,O,O,X,X
OTLSJZI,X,X,X,O,O,X,X
OTLSZIJ,X,X,O,X,O,X,X
OTLSZJI,X,X,O,O,O,X,X
OTLZIJS,X,O,O,X,X,X,X
OTLZISJ,X,O,O,X,X,X,X
OTLZJIS,X,O,O,X,X,X,X
OTLZJSI,X,O,O,X,O,X,X
OTLZSIJ,X,O,O,X,O,X,X
OTLZSJI,X,O,O,X,O,X,X
OTJILSZ,X,X,X,X,O,O,O
OTJILZS,X,X,O,X,X,O,X
OTJISLZ,X,X,X,O,O,O,O
OTJISZL,X,X,X,O,O,O,X
OTJIZLS,X,X,O,O,X,O,X
OTJIZSL,X,X,O,O,X,O,X
OTJLISZ,X,X,X,X,O,X,O
OTJLIZS,X,X,O,X,X,X,X
OTJLSIZ,X,X,X,O,O,X,X
OTJLSZI,X,X,X,O,O,X,X
OTJLZIS,X,X,O,O,X,X,X
OTJLZSI,X,X,O,O,O,X,X
OTJSILZ,X,X,X,O,O,X,X
OTJSIZL,X,X,X,O,O,X,X
OTJSLIZ,X,X,X,O,O,X,X
OTJSLZI,X,X,X,O,O,X,X
OTJSZIL,X,X,X,O,O,X,X
OTJSZLI,X,X,X,O,O,X,X
OTJZILS,X,X,O,O,X,X,X
OTJZISL,X,X,O,O,X,X,X
OTJZLIS,X,X,O,O,X,X,X
OTJZLSI,X,X,O,O,O,X,X
OTJZSIL,X,X,O,O,O,X,X
OTJZSLI,X,X,O,O,O,X,X
OTSILJZ,X,X,X,O,O,O,X
OTSILZJ,X,X,O,X,O,O,X
OTSIJLZ,X,X,X,O,O,O,X
OTSIJZL,X,O,X,O,O,O,X
OTSIZLJ,X,O,O,X,O,O,X
OTSIZJL,X,O,O,X,O,O,X
OTSLIJZ,X,X,X,O,O,X,X
OTSLIZJ,X,X,O,X,O,X,X
OTSLJIZ,X,X,X,O,O,X,X
OTSLJZI,X,X,X,O,O,X,X
OTSLZIJ,X,X,O,X,O,X,X
OTSLZJI,X,X,O,O,O,X,X
OTSJILZ,X,X,X,O,O,X,X
OTSJIZL,X,O,X,O,O,X,X
OTSJLIZ,X,X,X,O,O,X,X
OTSJLZI,X,X,X,O,O,X,X
OTSJZIL,X,O,X,O,O,X,X
OTSJZLI,X,O,X,O,O,X,X
OTSZILJ,X,O,O,X,O,X,X
OTSZIJL,X,O,O,X,O,X,X
OTSZLIJ,X,O,O,X,O,X,X
OTSZLJI,X,O,O,O,O,X,X
OTSZJIL,X,O,O,O,O,X,X
OTSZJLI,X,O,O,O,O,X,X
OTZILJS,X,O,O,X,X,X,X
OTZILSJ,X,O,O,X,X,X,X
OTZIJLS,X,O,O,X,X,X,X
OTZIJSL,X,O,O,X,X,X,X
OTZISLJ,X,O,O,X,X,X,X
OTZISJL,X,O,O,X,X,X,X
OTZLIJS,X,O,O,X,X,X,X
OTZLISJ,X,O,O,X,X,X,X
OTZLJIS,X,O,O,X,X,X,X
OTZLJSI,X,O,O,X,O,X,X
OTZLSIJ,X,O,O,X,O,X,X
OTZLSJI,X,O,O,X,O,X,X
OTZJILS,X,O,O,O,X,X,X
OTZJISL,X,O,O,O,X,X,X
OTZJLIS,X,O,O,O,X,X,X
OTZJLSI,X,O,O,O,O,X,X
OTZJSIL,X,O,O,O,O,X,X
OTZJSLI,X,X,O,O,O,X,X
OTZSILJ,X,O,O,X,O,X,X
OTZSIJL,X,O,O,X,O,X,X
OTZSLIJ,X,O,O,X,O,X,X
OTZSLJI,X,O,O,O,O,X,X
OTZSJIL,X,O,O,O,O,X,X
OTZSJLI,X,O,O,O,O,X,X
OITLJSZ,X,X,X,X,O,O,O
OITLJZS,X,O,O,X,X,O,X
OITLSJZ,X,X,X,X,O,O,O
OITLSZJ,X,X,O,X,O,O,X
OITLZJS,X,O,O,X,X,O,X
OITLZSJ,X,O,O,X,X,O,X
OITJLSZ,X,X,X,X,O,O,O
OITJLZS,X,X,O,X,X,O,X
OITJSLZ,X,X,X,O,O,O,O
OITJSZL,X,X,X,O,O,O,X
OITJZLS,X,X,O,O,X,O,X
OITJZSL,X,X,O,O,X,O,X
OITSLJZ,X,X,X,O,O,O,O
OITSLZJ,X,X,O,X,O,O,X
OITSJLZ,X,X,X,O,O,O,O
OITSJZL,X,O,X,O,O,O,X
OITSZLJ,X,O,O,X,O,O,X
OITSZJL,X,O,O,X,O,O,X
OITZLJS,X,O,O,X,X,O,X
OITZLSJ,X,O,O,X,X,O,X
OITZJLS,X,O,O,X,X,O,X
OITZJSL,X,O,O,X,X,O,X
OITZSLJ,X,O,O,X,X,O,X
OITZSJL,X,O,O,X,X,O,X
OILTJSZ,X,X,X,X,X,O,O
OILTJZS,X,O,O,X,X,O,X
OILTSJZ,X,X,X,X,X,O,O
OILTSZJ,X,X,O,X,X,O,X
OILTZJS,X,O,O,X,X,O,X
OILTZSJ,X,O,O,X,X,O,X
OILJTSZ,X,X,X,X,X,O,O
OILJTZS,X,O,X,X,X,O,X
OILJSTZ,X,X,X,X,X,X,O
OILJSZT,X,O,X,X,X,X,O
OILJZTS,X,O,X,X,X,X,X
OILJZST,X,O,X,X,X,X,O
OILSTJZ,X,X,X,X,X,O,O
OILSTZJ,X,X,X,X,X,O,X
OILSJTZ,X,X,X,X,X,X,O
OILSJZT,X,O,X,X,X,X,O
OILSZTJ,X,O,O,X,X,X,X
OILSZJT,X,O,X,X,X,X,O
OILZTJS,X,O,O,X,X,X,X
OILZTSJ,X,O,O,X,X,X,X
OILZJTS,X,O,X,X,X,X,X
OILZJST,X,O,X,X,X,X,O
OILZSTJ,X,O,O,X,X,X,X
OILZSJT,X,O,X,X,X,X,O
OIJTLSZ,X,X,X,X,X,O,O
OIJTLZS,X,X,O,X,X,O,X
OIJTSLZ,X,X,X,O,X,O,O
OIJTSZL,X,X,X,O,X,O,X
OIJTZLS,X,X,O,O,X,O,X
OIJTZSL,X,X,O,O,X,O,X
OIJLTSZ,X,X,X,X,X,O,O
OIJLTZS,X,O,X,X,X,O,X
OIJLSTZ,X,X,X,X,X,X,O
OIJLSZT,X,O,X,X,X,X,O
OIJLZTS,X,O,X,X,X,X,X
OIJLZST,X,O,X,X,X,X,O
OIJSTLZ,X,X,X,O,X,O,O
OIJSTZL,X,O,X,O,X,O,X
OIJSLTZ,X,X,X,O,X,X,O
OIJSLZT,X,O,X,X,X,X,O
OIJSZTL,X,O,O,X,X,X,X
OIJSZLT,X,O,X,X,X,X,O
OIJZTLS,X,O,O,X,X,O,X
OIJZTSL,X,O,O,X,X,O,X
OIJZLTS,X,O,X,X,X,X,X
OIJZLST,X,O,X,X,X,X,O
OIJZSTL,X,O,O,X,X,X,X
OIJZSLT,X,O,X,X,X,X,O
OISTLJZ,X,X,X,O,O,O,O
OISTLZJ,X,X,O,X,O,O,X
OISTJLZ,X,X,X,O,O,O,O
OISTJZL,X,O,X,O,O,O,X
OISTZLJ,X,O,O,X,O,O,X
OISTZJL,X,O,O,X,O,O,X
OISLTJZ,X,X,X,O,O,O,O
OISLTZJ,X,X,X,X,O,O,X
OISLJTZ,X,X,X,O,X,X,O
OISLJZT,X,O,X,X,X,X,O
OISLZTJ,X,O,O,X,X,X,X
OISLZJT,X,O,X,X,X,X,O
OISJTLZ,X,X,X,O,O,O,O
OISJTZL,X,O,X,O,O,O,X
OISJLTZ,X,X,X,O,X,X,O
OISJLZT,X,O,X,X,X,X,O
OISJZTL,X,O,O,X,X,X,X
OISJZLT,X,O,X,X,X,X,O
OISZTLJ,X,O,O,X,O,O,X
OISZTJL,X,O,O,X,O,O,X
OISZLTJ,X,O,O,X,X,X,X
OISZLJT,X,O,X,X,X,X,O
OISZJTL,X,O,O,X,X,X,X
OISZJLT,X,O,X,X,X,X,O
OIZTLJS,X,O,O,X,X,O,X
OIZTLSJ,X,O,O,X,X,O,X
OIZTJLS,X,O,O,X,X,O,X
OIZTJSL,X,O,O,X,X,O,X
OIZTSLJ,X,O,O,X,X,O,X
OIZTSJL,X,O,O,X,X,O,X
OIZLTJS,X,O,O,X,X,X,X
OIZLTSJ,X,O,O,X,X,X,X
OIZLJTS,X,O,X,X,X,X,X
OIZLJST,X,O,X,X,X,X,O
OIZLSTJ,X,O,O,X,X,X,X
OIZLSJT,X,O,X,X,X,X,O
OIZJTLS,X,O,O,X,X,O,X
OIZJTSL,X,O,O,X,X,O,X
OIZJLTS,X,O,X,X,X,X,X
OIZJLST,X,O,X,X,X,X,O
OIZJSTL,X,O,O,X,X,X,X
OIZJSLT,X,O,X,X,X,X,O
OIZSTLJ,X,O,O,X,X,O,X
OIZSTJL,X,O,O,X,X,O,X
OIZSLTJ,X,O,O,X,X,X,X
OIZSLJT,X,O,X,X,X,X,O
OIZSJTL,X,O,O,X,X,X,X
OIZSJLT,X,O,X,X,X,X,O
OLTIJSZ,X,X,X,X,O,X,O
OLTIJZS,X,O,O,X,X,X,X
OLTISJZ,X,X,X,X,O,X,O
OLTISZJ,X,X,O,X,O,X,X
OLTIZJS,X,O,O,X,X,X,X
OLTIZSJ,X,O,O,X,X,X,X
OLTJISZ,X,X,X,X,O,X,O
OLTJIZS,X,O,O,X,X,X,X
OLTJSIZ,X,X,X,O,O,X,X
OLTJSZI,X,X,X,O,O,X,X
OLTJZIS,X,O,O,O,X,X,X
OLTJZSI,X,O,O,O,O,X,X
OLTSIJZ,X,X,X,O,O,X,X
OLTSIZJ,X,X,O,X,O,X,X
OLTSJIZ,X,X,X,O,O,X,X
OLTSJZI,X,X,X,O,O,X,X
OLTSZIJ,X,X,O,X,O,X,X
OLTSZJI,X,X,O,O,O,X,X
OLTZIJS,X,O,O,X,X,X,X
OLTZISJ,X,O,O,X,X,X,X
OLTZJIS,X,O,O,X,X,X,X
OLTZJSI,X,O,O,X,O,X,X
OLTZSIJ,X,O,O,X,O,X,X
OLTZSJI,X,O,O,X,O,X,X
OLITJSZ,X,X,X,X,X,O,O
OLITJZS,X,O,O,X,X,O,X
OLITSJZ,X,X,X,X,X,O,O
OLITSZJ,X,X,O,X,X,O,X
OLITZJS,X,O,O,X,X,O,X
OLITZSJ,X,O,O,X,X,O,X
OLIJTSZ,X,X,X,X,X,O,O
OLIJTZS,X,O,X,X,X,O,X
OLIJSTZ,X,X,X,X,X,X,O
OLIJSZT,O,O,X,X,X,X,O
OLIJZTS,X,O,X,X,X,X,X
OLIJZST,O,O,X,X,X,X,O
OLISTJZ,X,X,X,X,X,O,O
OLISTZJ,X,X,X,X,X,O,X
OLISJTZ,X,X,X,X,X,X,O
OLISJZT,O,O,X,X,X,X,O
OLISZTJ,O,O,O,X,X,X,X
OLISZJT,O,O,X,X,X,X,O
OLIZTJS,X,O,O,X,X,X,X
OLIZTSJ,X,O,O,X,X,X,X
OLIZJTS,X,O,X,X,X,X,X
OLIZJST,O,O,X,X,X,X,O
OLIZSTJ,O,O,O,X,X,X,X
OLIZSJT,O,O,X,X,X,X,O
OLJTISZ,X,X,X,X,X,X,O
OLJTIZS,X,O,X,X,X,X,X
OLJTSIZ,X,X,X,O,X,X,X
OLJTSZI,X,X,X,O,X,X,X
OLJTZIS,X,O,X,O,X,X,X
OLJTZSI,X,O,X,O,X,X,X
OLJITSZ,X,X,X,X,X,O,O
OLJITZS,X,O,X,X,X,O,X
OLJISTZ,X,X,X,X,X,X,O
OLJISZT,O,O,X,X,X,X,O
OLJIZTS,X,O,X,X,X,X,X
OLJIZST,O,O,X,X,X,X,O
OLJSTIZ,X,X,X,O,X,X,X
OLJSTZI,X,X,X,O,X,X,X
OLJSITZ,X,X,X,O,X,X,O
OLJSIZT,O,O,X,X,X,X,O
OLJSZTI,O,O,X,O,X,X,X
OLJSZIT,O,O,X,X,X,X,X
OLJZTIS,X,O,X,X,X,X,X
OLJZTSI,X,O,X,X,X,X,X
OLJZITS,X,O,X,X,X,X,X
OLJZIST,O,O,X,X,X,X,O
OLJZSTI,O,O,X,X,X,X,X
OLJZSIT,O,O,X,X,X,X,X
OLSTIJZ,X,X,X,O,O,X,X
OLSTIZJ,X,X,X,X,O,X,X
OLSTJIZ,X,X,X,O,O,X,X
OLSTJZI,X,X,X,O,O,X,X
OLSTZIJ,X,X,X,X,O,X,X
OLSTZJI,X,X,X,O,O,X,X
OLSITJZ,X,X,X,O,O,O,O
OLSITZJ,X,X,X,X,O,O,X
OLSIJTZ,X,X,X,O,X,X,O
OLSIJZT,O,O,X,X,X,X,O
OLSIZTJ,O,O,O,X,X,X,X
OLSIZJT,O,O,X,X,X,X,O
OLSJTIZ,X,X,X,O,X,X,X
OLSJTZI,X,X,X,O,X,X,X
OLSJITZ,X,X,X,O,X,X,O
OLSJIZT,O,O,X,X,X,X,O
OLSJZTI,O,O,X,O,X,X,X
OLSJZIT,O,O,X,X,X,X,X
OLSZTIJ,O,O,O,X,X,X,X
OLSZTJI,O,O,O,O,X,X,X
OLSZITJ,O,O,O,X,X,X,X
OLSZIJT,O,O,X,X,X,X,X
OLSZJTI,O,O,X,O,X,X,X
OLSZJIT,O,O,X,X,X,X,X
OLZTIJS,X,O,O,X,X,X,X
OLZTISJ,X,O,O,X,X,X,X
OLZTJIS,X,O,O,X,X,X,X
OLZTJSI,X,O,O,X,X,X,X
OLZTSIJ,X,O,O,X,X,X,X
OLZTSJI,X,O,O,X,X,X,X
OLZITJS,X,O,O,X,X,X,X
OLZITSJ,X,O,O,X,X,X,X
OLZIJTS,X,O,X,X,X,X,X
OLZIJST,O,O,X,X,X,X,O
OLZISTJ,O,O,O,X,X,X,X
OLZISJT,O,O,X,X,X,X,O
OLZJTIS,X,O,O,X,X,X,X
OLZJTSI,X,O,O,X,X,X,X
OLZJITS,X,O,X,X,X,X,X
OLZJIST,O,O,X,X,X,X,O
OLZJSTI,O,O,X,X,X,X,X
OLZJSIT,O,O,X,X,X,X,X
OLZSTIJ,O,O,O,X,X,X,X
OLZSTJI,O,O,O,X,X,X,X
OLZSITJ,O,O,O,X,X,X,X
OLZSIJT,O,O,X,X,X,X,X
OLZSJTI,O,O,X,X,X,X,X
OLZSJIT,O,O,X,X,X,X,X
OJTILSZ,X,X,X,X,O,O,O
OJTILZS,X,X,O,X,X,O,X
OJTISLZ,X,X,X,O,O,O,O
OJTISZL,X,X,X,O,O,O,X
OJTIZLS,X,X,O,O,X,O,X
OJTIZSL,X,X,O,O,X,O,X
OJTLISZ,X,X,X,X,O,X,O
OJTLIZS,X,X,O,X,X,X,X
OJTLSIZ,X,X,X,O,O,X,X
OJTLSZI,X,X,X,O,O,X,X
OJTLZIS,X,X,O,O,X,X,X
OJTLZSI,X,X,O,O,O,X,X
OJTSILZ,X,X,X,O,O,X,X
OJTSIZL,X,X,X,O,O,X,X
OJTSLIZ,X,X,X,O,O,X,X
OJTSLZI,X,X,X,O,O,X,X
OJTSZIL,X,X,X,O,O,X,X
OJTSZLI,X,X,X,O,O,X,X
OJTZILS,X,X,O,O,X,X,X
OJTZISL,X,X,O,O,X,X,X
OJTZLIS,X,X,O,O,X,X,X
OJTZLSI,X,X,O,O,O,X,X
OJTZSIL,X,X,O,O,O,X,X
OJTZSLI,X,X,O,O,O,X,X
OJITLSZ,X,X,X,X,X,O,O
OJITLZS,X,X,O,X,X,O,X
OJITSLZ,X,X,X,O,X,O,O
OJITSZL,X,X,X,O,X,O,X
OJITZLS,X,X,O,O,X,O,X
OJITZSL,X,X,O,O,X,O,X
OJILTSZ,X,X,X,X,X,O,O
OJILTZS,X,O,X,X,X,O,X
OJILSTZ,X,X,X,X,X,X,O
OJILSZT,X,O,X,X,X,X,O
OJILZTS,X,O,X,X,X,X,X
OJILZST,X,O,X,X,X,X,O
OJISTLZ,X,X,X,O,X,O,O
OJISTZL,X,O,X,O,X,O,X
OJISLTZ,X,X,X,O,X,X,O
OJISLZT,X,O,X,X,X,X,O
OJISZTL,X,O,O,X,X,X,X
OJISZLT,X,O,X,X,X,X,O
OJIZTLS,X,O,O,X,X,O,X
OJIZTSL,X,O,O,X,X,O,X
OJIZLTS,X,O,X,X,X,X,X
OJIZLST,X,O,X,X,X,X,O
OJIZSTL,X,O,O,X,X,X,X
OJIZSLT,X,O,X,X,X,X,O
OJLTISZ,X,X,X,X,X,X,O
OJLTIZS,X,O,X,X,X,X,X
OJLTSIZ,X,X,X,O,X,X,X
OJLTSZI,X,X,X,O,X,X,X
OJLTZIS,X,O,X,O,X,X,X
OJLTZSI,X,O,X,O,X,X,X
OJLITSZ,X,X,X,X,X,O,O
OJLITZS,X,O,X,X,X,O,X
OJLISTZ,X,X,X,X,X,X,O
OJLISZT,O,O,X,X,X,X,O
OJLIZTS,X,O,X,X,X,X,X
OJLIZST,O,O,X,X,X,X,O
OJLSTIZ,X,X,X,O,X,X,X
OJLSTZI,X,X,X,O,X,X,X
OJLSITZ,X,X,X,O,X,X,O
OJLSIZT,O,O,X,X,X,X,O
OJLSZTI,O,O,X,O,X,X,X
OJLSZIT,O,O,X,X,X,X,X
OJLZTIS,X,O,X,X,X,X,X
OJLZTSI,X,O,X,X,X,X,X
OJLZITS,X,O,X,X,X,X,X
OJLZIST,O,O,X,X,X,X,O
OJLZSTI,O,O,X,X,X,X,X
OJLZSIT,O,O,X,X,X,X,X
OJSTILZ,X,X,X,O,O,X,X
OJSTIZL,X,O,X,O,O,X,X
OJSTLIZ,X,X,X,O,O,X,X
OJSTLZI,X,X,X,O,O,X,X
OJSTZIL,X,O,X,O,O,X,X
OJSTZLI,X,O,X,O,O,X,X
OJSITLZ,X,X,X,O,O,O,O
OJSITZL,X,O,X,O,O,O,X
OJSILTZ,X,X,X,O,X,X,O
OJSILZT,X,O,X,X,X,X,O
OJSIZTL,X,O,O,X,X,X,X
OJSIZLT,X,O,X,X,X,X,O
OJSLTIZ,X,X,X,O,X,X,X
OJSLTZI,X,X,X,O,X,X,X
OJSLITZ,X,X,X,O,X,X,O
OJSLIZT,O,O,X,X,X,X,O
OJSLZTI,O,O,X,O,X,X,X
OJSLZIT,O,O,X,X,X,X,X
OJSZTIL,O,O,O,O,X,X,X
OJSZTLI,O,O,O,O,X,X,X
OJSZITL,O,O,O,X,X,X,X
OJSZILT,O,O,X,X,X,X,X
OJSZLTI,O,O,X,O,X,X,X
OJSZLIT,O,O,X,X,X,X,X
OJZTILS,X,O,O,O,X,X,X
OJZTISL,X,O,O,O,X,X,X
OJZTLIS,X,O,O,O,X,X,X
OJZTLSI,X,O,O,O,X,X,X
OJZTSIL,X,O,O,O,X,X,X
OJZTSLI,X,X,O,O,X,X,X
OJZITLS,X,O,O,X,X,O,X
OJZITSL,X,O,O,X,X,O,X
OJZILTS,X,O,X,X,X,X,X
OJZILST,O,O,X,X,X,X,O
OJZISTL,O,O,O,X,X,X,X
OJZISLT,O,O,X,X,X,X,O
OJZLTIS,X,O,O,X,X,X,X
OJZLTSI,X,O,O,X,X,X,X
OJZLITS,X,O,X,X,X,X,X
OJZLIST,O,O,X,X,X,X,O
OJZLSTI,O,O,X,X,X,X,X
OJZLSIT,O,O,X,X,X,X,X
OJZSTIL,O,O,O,O,X,X,X
OJZSTLI,O,O,O,O,X,X,X
OJZSITL,O,O,O,X,X,X,X
OJZSILT,O,O,X,X,X,X,X
OJZSLTI,O,O,X,O,X,X,X
OJZSLIT,O,O,X,X,X,X,X
OSTILJZ,X,X,X,O,O,O,X
OSTILZJ,X,X,O,X,O,O,X
OSTIJLZ,X,X,X,O,O,O,X
OSTIJZL,X,O,X,O,O,O,X
OSTIZLJ,X,O,O,X,O,O,X
OSTIZJL,X,O,O,X,O,O,X
OSTLIJZ,X,X,X,O,O,X,X
OSTLIZJ,X,X,O,X,O,X,X
OSTLJIZ,X,X,X,O,O,X,X
OSTLJZI,X,X,X,O,O,X,X
OSTLZIJ,X,X,O,X,O,X,X
OSTLZJI,X,X,O,O,O,X,X
OSTJILZ,X,X,X,O,O,X,X
OSTJIZL,X,O,X,O,O,X,X
OSTJLIZ,X,X,X,O,O,X,X
OSTJLZI,X,X,X,O,O,X,X
OSTJZIL,X,O,X,O,O,X,X
OSTJZLI,X,O,X,O,O,X,X
OSTZILJ,X,O,O,X,O,X,X
OSTZIJL,X,O,O,X,O,X,X
OSTZLIJ,X,O,O,X,O,X,X
OSTZLJI,X,O,O,O,O,X,X
OSTZJIL,X,O,O,O,O,X,X
OSTZJLI,X,O,O,O,O,X,X
OSITLJZ,X,X,X,O,O,O,O
OSITLZJ,X,X,O,X,O,O,X
OSITJLZ,X,X,X,O,O,O,O
OSITJZL,X,O,X,O,O,O,X
OSITZLJ,X,O,O,X,O,O,X
OSITZJL,X,O,O,X,O,O,X
OSILTJZ,X,X,X,O,O,O,O
OSILTZJ,X,X,X,X,O,O,X
OSILJTZ,X,X,X,O,X,X,O
OSILJZT,X,O,X,X,X,X,O
OSILZTJ,X,O,O,X,X,X,X
OSILZJT,X,O,X,X,X,X,O
OSIJTLZ,X,X,X,O,O,O,O
OSIJTZL,X,O,X,O,O,O,X
OSIJLTZ,X,X,X,O,X,X,O
OSIJLZT,X,O,X,X,X,X,O
OSIJZTL,X,O,O,X,X,X,X
OSIJZLT,X,O,X,X,X,X,O
OSIZTLJ,X,O,O,X,O,O,X
OSIZTJL,X,O,O,X,O,O,X
OSIZLTJ,X,O,O,X,X,X,X
OSIZLJT,X,O,X,X,X,X,O
OSIZJTL,X,O,O,X,X,X,X
OSIZJLT,X,O,X,X,X,X,O
OSLTIJZ,X,X,X,O,O,X,X
OSLTIZJ,X,X,X,X,O,X,X
OSLTJIZ,X,X,X,O,O,X,X
OSLTJZI,X,X,X,O,O,X,X
OSLTZIJ,X,X,X,X,O,X,X
OSLTZJI,X,X,X,O,O,X,X
OSLITJZ,X,X,X,O,O,O,O
OSLITZJ,X,X,X,X,O,O,X
OSLIJTZ,X,X,X,O,X,X,O
OSLIJZT,O,O,X,X,X,X,O
OSLIZTJ,O,O,O,X,X,X,X
OSLIZJT,O,O,X,X,X,X,O
OSLJTIZ,X,X,X,O,X,X,X
OSLJTZI,X,X,X,O,X,X,X
OSLJITZ,X,X,X,O,X,X,O
OSLJIZT,O,O,X,X,X,X,O
OSLJZTI,O,O,X,O,X,X,X
OSLJZIT,O,O,X,X,X,X,X
OSLZTIJ,O,O,O,X,X,X,X
OSLZTJI,O,O,O,O,X,X,X
OSLZITJ,O,O,O,X,X,X,X
OSLZIJT,O,O,X,X,X,X,X
OSLZJTI,O,O,X,O,X,X,X
OSLZJIT,O,O,X,X,X,X,X
OSJTILZ,X,X,X,O,O,X,X
OSJTIZL,X,O,X,O,O,X,X
OSJTLIZ,X,X,X,O,O,X,X
OSJTLZI,X,X,X,O,O,X,X
OSJTZIL,X,O,X,O,O,X,X
OSJTZLI,X,O,X,O,O,X,X
OSJITLZ,X,X,X,O,O,O,O
OSJITZL,X,O,X,O,O,O,X
OSJILTZ,X,X,X,O,X,X,O
OSJILZT,X,O,X,X,X,X,O
OSJIZTL,X,O,O,X,X,X,X
OSJIZLT,X,O,X,X,X,X,O
OSJLTIZ,X,X,X,O,X,X,X
OSJLTZI,X,X,X,O,X,X,X
OSJLITZ,X,X,X,O,X,X,O
OSJLIZT,O,O,X,X,X,X,O
OSJLZTI,O,O,X,O,X,X,X
OSJLZIT,O,O,X,X,X,X,X
OSJZTIL,O,O,O,O,X,X,X
OSJZTLI,O,O,O,O,X,X,X
OSJZITL,O,O,O,X,X,X,X
OSJZILT,O,O,X,X,X,X,X
OSJZLTI,O,O,X,O,X,X,X
OSJZLIT,O,O,X,X,X,X,X
OSZTILJ,O,O,O,X,O,X,X
OSZTIJL,O,O,O,X,O,X,X
OSZTLIJ,O,O,O,X,O,X,X
OSZTLJI,O,O,O,O,O,X,X
OSZTJIL,O,O,O,O,O,X,X
OSZTJLI,O,O,O,O,O,X,X
OSZITLJ,O,O,O,X,O,O,X
OSZITJL,O,O,O,X,O,O,X
OSZILTJ,O,O,O,X,X,X,X
OSZILJT,O,O,X,X,X,X,X
OSZIJTL,O,O,O,X,X,X,X
OSZIJLT,O,O,X,X,X,X,X
OSZLTIJ,O,O,O,X,X,X,X
OSZLTJI,O,O,O,O,X,X,X
OSZLITJ,O,O,O,X,X,X,X
OSZLIJT,O,O,X,X,X,X,X
OSZLJTI,O,O,X,O,X,X,X
OSZLJIT,O,O,X,X,X,X,X
OSZJTIL,O,O,O,O,X,X,X
OSZJTLI,O,O,O,O,X,X,X
OSZJITL,O,O,O,X,X,X,X
OSZJILT,O,O,X,X,X,X,X
OSZJLTI,O,O,X,O,X,X,X
OSZJLIT,O,O,X,X,X,X,X
OZTILJS,X,O,O,X,X,X,X
OZTILSJ,X,O,O,X,X,X,X
OZTIJLS,X,O,O,X,X,X,X
OZTIJSL,X,O,O,X,X,X,X
OZTISLJ,X,O,O,X,X,X,X
OZTISJL,X,O,O,X,X,X,X
OZTLIJS,X,O,O,X,X,X,X
OZTLISJ,X,O,O,X,X,X,X
OZTLJIS,X,O,O,X,X,X,X
OZTLJSI,X,O,O,X,O,X,X
