sequence,v115@JhA8GeD8FeF8CeA8JeT/IvhF0gBxhBXjB1rBStB2xB,v115@JhA8GeD8FeF8CeA8JeT/IvhF0gBlhBxnBCoBmrBXtB,v115@JhA8GeD8FeF8CeA8JeT/IvhFxgB/nB+oBFmBUsBatB,v115@JhA8GeD8FeF8CeA8JeT/IvhF0gBGjBRnBimBFsBXtB,v115@JhA8GeD8FeF8CeA8JeT/IvhF0gBlhBGjBxrBXtBisB,v115@JhA8GeD8FeF8CeA8JeT/IvhF0gBlhB3iB+oBxrByxB
ZSTIJLO,X,O,O,O,O,O
ZSTIJOL,X,O,O,O,O,O
ZSTIOLJ,O,O,O,O,O,X
ZSTIOJL,X,O,O,O,O,O
ZSTLIJO,O,X,O,O,O,X
ZSTLIOJ,O,O,O,O,O,X
ZSTLJIO,O,X,O,X,X,X
ZSTLJOI,O,X,O,X,O,X
ZSTLOIJ,O,O,O,O,O,X
ZSTLOJI,O,X,O,X,O,X
ZSTJILO,X,O,O,O,O,O
ZSTJIOL,X,O,O,O,O,O
ZSTJLIO,X,O,O,X,X,X
ZSTJLOI,X,O,O,X,O,X
ZSTJOIL,X,O,O,O,O,O
ZSTJOLI,X,O,O,X,O,X
ZSTOILJ,O,O,O,O,O,X
ZSTOIJL,X,O,O,O,O,O
ZSTOLIJ,O,O,O,O,O,X
ZSTOLJI,O,X,O,X,O,X
ZSTOJIL,X,O,O,O,O,O
ZSTOJLI,X,O,O,X,O,X
ZSITLJO,O,X,O,O,O,X
ZSITLOJ,O,O,O,O,O,X
ZSITJLO,X,O,O,O,O,O
ZSITJOL,X,O,O,O,O,O
ZSITOLJ,O,O,O,O,O,X
ZSITOJL,X,O,O,O,O,O
ZSILTJO,X,X,X,X,O,X
ZSILTOJ,O,O,X,X,O,X
ZSILJTO,X,O,X,X,O,X
ZSILJOT,O,O,X,O,O,X
ZSILOTJ,O,O,X,X,O,X
ZSILOJT,O,O,X,O,O,X
ZSIJTLO,X,O,O,X,O,O
ZSIJTOL,X,O,O,O,O,O
ZSIJLTO,X,O,X,X,O,O
ZSIJLOT,X,O,X,O,O,O
ZSIJOTL,X,O,O,O,O,O
ZSIJOLT,X,O,X,O,O,O
ZSIOTLJ,O,O,O,O,O,X
ZSIOTJL,X,O,O,O,O,O
ZSIOLTJ,O,O,X,X,O,X
ZSIOLJT,O,O,X,O,O,X
ZSIOJTL,X,O,O,O,O,O
ZSIOJLT,X,O,X,O,O,O
ZSLTIJO,O,X,O,O,O,X
ZSLTIOJ,O,O,O,O,O,X
ZSLTJIO,O,X,O,X,X,X
ZSLTJOI,O,X,O,X,O,X
ZSLTOIJ,O,O,O,O,O,X
ZSLTOJI,O,X,O,X,O,X
ZSLITJO,O,X,X,X,O,X
ZSLITOJ,O,O,X,X,O,X
ZSLIJTO,X,O,X,X,O,X
ZSLIJOT,O,O,X,O,O,X
ZSLIOTJ,O,O,X,X,O,X
ZSLIOJT,O,O,X,O,O,X
ZSLJTIO,O,X,O,X,X,X
ZSLJTOI,O,X,O,X,O,X
ZSLJITO,X,X,X,X,O,X
ZSLJIOT,O,X,X,O,O,X
ZSLJOTI,O,X,O,X,O,X
ZSLJOIT,O,X,X,O,O,X
ZSLOTIJ,O,O,O,O,O,X
ZSLOTJI,O,X,O,X,O,X
ZSLOITJ,O,O,X,X,O,X
ZSLOIJT,O,O,X,O,O,X
ZSLOJTI,O,X,O,X,O,X
ZSLOJIT,O,X,X,O,O,X
ZSJTILO,X,O,O,O,O,O
ZSJTIOL,X,O,O,O,O,O
ZSJTLIO,X,O,O,X,X,X
ZSJTLOI,X,O,O,X,O,X
ZSJTOIL,X,O,O,O,O,O
ZSJTOLI,X,O,O,X,O,X
ZSJITLO,X,O,O,X,O,O
ZSJITOL,X,O,O,O,O,O
ZSJILTO,X,O,X,X,O,O
ZSJILOT,X,O,X,O,O,O
ZSJIOTL,X,O,O,O,O,O
ZSJIOLT,X,O,X,O,O,O
ZSJLTIO,X,O,O,X,X,X
ZSJLTOI,X,O,O,X,O,X
ZSJLITO,X,O,X,X,O,X
ZSJLIOT,X,O,X,O,O,X
ZSJLOTI,X,O,O,X,O,X
ZSJLOIT,X,O,X,O,O,X
ZSJOTIL,X,O,O,O,O,O
ZSJOTLI,X,O,O,X,O,X
ZSJOITL,X,O,O,O,O,O
ZSJOILT,X,O,X,O,O,O
ZSJOLTI,X,O,O,X,O,X
ZSJOLIT,X,O,X,O,O,X
ZSOTILJ,O,O,O,O,O,X
ZSOTIJL,X,O,O,O,O,O
ZSOTLIJ,O,O,O,O,O,X
ZSOTLJI,O,X,O,X,O,X
ZSOTJIL,X,O,O,O,O,O
ZSOTJLI,X,O,O,X,O,X
ZSOITLJ,O,O,O,O,O,X
ZSOITJL,X,O,O,O,O,O
ZSOILTJ,O,O,X,X,O,X
ZSOILJT,O,O,X,O,O,X
ZSOIJTL,X,O,O,O,O,O
ZSOIJLT,X,O,X,O,O,O
ZSOLTIJ,O,O,O,O,O,X
ZSOLTJI,O,X,O,X,O,X
ZSOLITJ,O,O,X,X,O,X
ZSOLIJT,O,O,X,O,O,X
ZSOLJTI,O,X,O,X,O,X
ZSOLJIT,O,X,X,O,O,X
ZSOJTIL,X,O,O,O,O,O
ZSOJTLI,X,O,O,X,O,X
ZSOJITL,X,O,O,O,O,O
ZSOJILT,X,O,X,O,O,O
ZSOJLTI,X,O,O,X,O,X
ZSOJLIT,X,O,X,O,O,X
ZOTILJS,O,X,O,O,X,O
ZOTILSJ,O,X,O,X,O,X
ZOTIJLS,O,O,O,O,X,O
ZOTIJSL,X,O,O,O,O,O
ZOTISLJ,O,O,O,O,O,X
ZOTISJL,X,O,O,O,O,O
ZOTLIJS,O,X,O,O,X,O
ZOTLISJ,O,X,O,X,O,X
ZOTLJIS,O,O,O,X,X,O
ZOTLJSI,O,O,O,X,X,X
ZOTLSIJ,O,O,O,O,O,X
ZOTLSJI,O,X,O,X,O,X
ZOTJILS,O,O,O,O,X,O
ZOTJISL,X,O,O,O,O,O
ZOTJLIS,O,O,O,X,X,O
ZOTJLSI,O,O,O,X,X,X
ZOTJSIL,X,O,O,O,O,O
ZOTJSLI,X,O,O,X,O,X
ZOTSILJ,O,O,O,O,O,X
ZOTSIJL,X,O,O,O,O,O
ZOTSLIJ,O,O,O,O,O,X
ZOTSLJI,O,X,O,X,O,X
ZOTSJIL,X,O,O,O,O,O
ZOTSJLI,X,O,O,X,O,X
ZOITLJS,O,X,O,O,X,O
ZOITLSJ,O,X,O,X,O,X
ZOITJLS,O,O,O,O,X,O
ZOITJSL,X,O,O,O,O,O
ZOITSLJ,O,O,O,O,O,X
ZOITSJL,X,O,O,O,O,O
ZOILTJS,O,X,X,X,X,O
ZOILTSJ,O,X,X,X,O,X
ZOILJTS,X,X,X,X,X,O
ZOILJST,O,X,X,X,X,O
ZOILSTJ,O,X,X,X,O,X
ZOILSJT,O,X,X,X,O,X
ZOIJTLS,O,O,O,X,X,O
ZOIJTSL,X,O,O,X,O,O
ZOIJLTS,X,O,X,X,X,O
ZOIJLST,O,X,X,X,X,O
ZOIJSTL,X,O,O,X,O,O
ZOIJSLT,X,O,X,X,O,O
ZOISTLJ,O,O,O,O,O,X
ZOISTJL,X,O,O,O,O,O
ZOISLTJ,O,O,X,X,O,X
ZOISLJT,O,O,X,O,O,X
ZOISJTL,X,O,O,O,O,O
ZOISJLT,X,O,X,O,O,O
ZOLTIJS,O,X,O,O,X,O
ZOLTISJ,O,X,O,X,O,X
ZOLTJIS,O,O,O,X,X,O
ZOLTJSI,O,O,O,X,X,X
ZOLTSIJ,O,O,O,O,O,X
ZOLTSJI,O,X,O,X,O,X
ZOLITJS,O,X,X,X,X,O
ZOLITSJ,O,X,X,X,O,X
ZOLIJTS,X,X,X,X,X,O
ZOLIJST,O,X,X,X,X,O
ZOLISTJ,O,X,X,X,O,X
ZOLISJT,O,X,X,X,O,X
ZOLJTIS,O,O,O,X,X,O
ZOLJTSI,O,O,O,X,X,X
ZOLJITS,X,O,X,X,X,O
ZOLJIST,O,X,X,X,X,O
ZOLJSTI,O,O,O,X,X,X
ZOLJSIT,O,O,X,X,X,X
ZOLSTIJ,O,O,O,O,O,X
ZOLSTJI,O,X,O,X,O,X
ZOLSITJ,O,O,X,X,O,X
ZOLSIJT,O,O,X,O,O,X
ZOLSJTI,O,X,O,X,O,X
ZOLSJIT,O,X,X,O,O,X
ZOJTILS,O,O,O,O,X,O
ZOJTISL,X,O,O,O,O,O
ZOJTLIS,O,O,O,X,X,O
ZOJTLSI,O,O,O,X,X,X
ZOJTSIL,X,O,O,O,O,O
ZOJTSLI,X,O,O,X,O,X
ZOJITLS,O,O,O,X,X,O
ZOJITSL,X,O,O,X,O,O
ZOJILTS,X,O,X,X,X,O
ZOJILST,O,X,X,X,X,O
ZOJISTL,X,O,O,X,O,O
ZOJISLT,X,O,X,X,O,O
ZOJLTIS,O,O,O,X,X,O
ZOJLTSI,O,O,O,X,X,X
ZOJLITS,X,O,X,X,X,O
ZOJLIST,O,X,X,X,X,O
ZOJLSTI,O,O,O,X,X,X
ZOJLSIT,O,O,X,X,X,X
ZOJSTIL,X,O,O,O,O,O
ZOJSTLI,X,O,O,X,O,X
ZOJSITL,X,O,O,O,O,O
ZOJSILT,X,O,X,O,O,O
ZOJSLTI,X,O,O,X,O,X
ZOJSLIT,X,O,X,O,O,X
ZOSTILJ,O,O,O,O,O,X
ZOSTIJL,X,O,O,O,O,O
ZOSTLIJ,O,O,O,O,O,X
ZOSTLJI,O,X,O,X,O,X
ZOSTJIL,X,O,O,O,O,O
ZOSTJLI,X,O,O,X,O,X
ZOSITLJ,O,O,O,O,O,X
ZOSITJL,X,O,O,O,O,O
ZOSILTJ,O,O,X,X,O,X
ZOSILJT,O,O,X,O,O,X
ZOSIJTL,X,O,O,O,O,O
ZOSIJLT,X,O,X,O,O,O
ZOSLTIJ,O,O,O,O,O,X
ZOSLTJI,O,X,O,X,O,X
ZOSLITJ,O,O,X,X,O,X
ZOSLIJT,O,O,X,O,O,X
ZOSLJTI,O,X,O,X,O,X
ZOSLJIT,O,X,X,O,O,X
ZOSJTIL,X,O,O,O,O,O
ZOSJTLI,X,O,O,X,O,X
ZOSJITL,X,O,O,O,O,O
ZOSJILT,X,O,X,O,O,O
ZOSJLTI,X,O,O,X,O,X
ZOSJLIT,X,O,X,O,O,X
OTILJSZ,O,X,X,X,X,O
OTILJZS,O,X,O,O,X,O
OTILSJZ,O,X,X,X,O,X
OTILSZJ,O,X,X,X,O,X
OTILZJS,O,X,O,O,X,O
OTILZSJ,O,X,O,X,O,X
OTIJLSZ,O,X,X,X,X,O
OTIJLZS,O,X,O,O,X,O
OTIJSLZ,X,X,X,X,O,O
OTIJSZL,X,X,O,O,O,O
OTIJZLS,O,X,O,O,X,O
OTIJZSL,X,X,O,O,O,O
OTISLJZ,O,X,X,O,O,X
OTISLZJ,O,X,X,O,O,X
OTISJLZ,X,X,X,O,O,O
OTISJZL,X,X,O,O,O,O
OTISZLJ,O,X,O,O,O,X
OTISZJL,X,X,O,O,O,O
OTIZLJS,O,X,O,O,X,O
OTIZLSJ,O,X,O,X,O,X
OTIZJLS,O,X,O,O,X,O
OTIZJSL,X,X,O,O,O,O
OTIZSLJ,O,X,O,O,O,X
OTIZSJL,X,X,O,O,O,O
OTLIJSZ,O,X,X,X,X,X
OTLIJZS,O,X,O,O,X,X
OTLISJZ,O,X,X,X,X,X
OTLISZJ,O,X,X,X,X,X
OTLIZJS,O,X,O,O,X,X
OTLIZSJ,O,X,O,X,X,X
OTLJISZ,O,X,X,X,X,X
OTLJIZS,O,X,O,X,X,X
OTLJSIZ,O,X,X,X,X,X
OTLJSZI,O,X,X,X,X,X
OTLJZIS,O,X,O,X,X,X
OTLJZSI,O,X,O,X,X,X
OTLSIJZ,O,X,X,O,X,X
OTLSIZJ,O,X,X,O,X,X
OTLSJIZ,O,X,X,O,X,X
OTLSJZI,O,X,X,X,X,X
OTLSZIJ,O,X,X,O,X,X
OTLSZJI,O,X,X,X,X,X
OTLZIJS,O,X,O,O,X,X
OTLZISJ,O,X,O,X,X,X
OTLZJIS,O,X,O,X,X,X
OTLZJSI,O,X,O,X,X,X
OTLZSIJ,O,X,O,O,X,X
OTLZSJI,O,X,O,X,X,X
OTJILSZ,O,X,X,X,X,O
OTJILZS,O,O,O,O,X,O
OTJISLZ,X,O,X,X,X,O
OTJISZL,X,O,O,O,X,O
OTJIZLS,O,O,O,O,X,O
OTJIZSL,X,O,O,O,X,O
OTJLISZ,O,X,X,X,X,X
OTJLIZS,O,O,O,X,X,X
OTJLSIZ,O,O,X,X,X,X
OTJLSZI,O,O,X,X,X,X
OTJLZIS,O,O,O,X,X,X
OTJLZSI,O,O,O,X,X,X
OTJSILZ,X,O,X,O,X,X
OTJSIZL,X,O,O,O,X,X
OTJSLIZ,X,O,X,O,X,X
OTJSLZI,X,O,X,X,X,X
OTJSZIL,X,O,O,O,X,X
OTJSZLI,X,O,O,X,X,X
OTJZILS,O,O,O,O,X,O
OTJZISL,X,O,O,O,X,O
OTJZLIS,O,O,O,X,X,O
OTJZLSI,O,O,O,X,X,X
OTJZSIL,X,O,O,O,X,O
OTJZSLI,X,O,O,X,X,X
OTSILJZ,O,X,X,O,O,X
OTSILZJ,O,O,X,O,O,X
OTSIJLZ,X,O,X,O,O,X
OTSIJZL,X,O,O,O,O,X
OTSIZLJ,O,O,O,O,O,X
OTSIZJL,X,O,O,O,O,X
OTSLIJZ,O,X,X,O,X,X
OTSLIZJ,O,X,X,O,X,X
OTSLJIZ,O,X,X,O,X,X
OTSLJZI,O,X,X,X,X,X
OTSLZIJ,O,X,X,O,X,X
OTSLZJI,O,X,X,X,X,X
OTSJILZ,X,O,X,O,O,X
OTSJIZL,X,O,O,O,O,X
OTSJLIZ,X,O,X,O,X,X
OTSJLZI,X,O,X,X,X,X
OTSJZIL,X,O,O,O,O,X
OTSJZLI,X,O,O,X,O,X
OTSZILJ,O,O,O,O,O,X
OTSZIJL,X,O,O,O,O,X
OTSZLIJ,O,O,O,O,O,X
OTSZLJI,O,X,O,X,O,X
OTSZJIL,X,O,O,O,O,X
OTSZJLI,X,X,O,X,O,X
OTZILJS,O,X,O,O,X,O
OTZILSJ,O,X,O,X,O,X
OTZIJLS,O,O,O,O,X,O
OTZIJSL,X,O,O,O,O,O
OTZISLJ,O,O,O,O,O,X
OTZISJL,X,O,O,O,O,O
OTZLIJS,O,X,O,O,X,O
OTZLISJ,O,X,O,X,O,X
OTZLJIS,O,O,O,X,X,O
OTZLJSI,O,O,O,X,X,X
OTZLSIJ,O,O,O,O,O,X
OTZLSJI,O,X,O,X,O,X
OTZJILS,O,O,O,O,X,O
OTZJISL,X,O,O,O,O,O
OTZJLIS,O,O,O,X,X,O
OTZJLSI,O,O,O,X,X,X
OTZJSIL,X,O,O,O,O,O
OTZJSLI,X,O,O,X,O,X
OTZSILJ,O,O,O,O,O,X
OTZSIJL,X,O,O,O,O,O
OTZSLIJ,O,O,O,O,O,X
OTZSLJI,O,X,O,X,O,X
OTZSJIL,X,O,O,O,O,O
OTZSJLI,X,O,O,X,O,X
OITLJSZ,O,X,X,X,X,O
OITLJZS,O,X,O,O,X,O
OITLSJZ,O,X,X,X,O,X
OITLSZJ,O,X,X,X,O,X
OITLZJS,O,X,O,O,X,O
OITLZSJ,O,X,O,X,O,X
OITJLSZ,O,X,X,X,X,O
OITJLZS,O,X,O,O,X,O
OITJSLZ,X,X,X,X,O,O
OITJSZL,X,X,O,O,O,O
OITJZLS,O,X,O,O,X,O
OITJZSL,X,X,O,O,O,O
OITSLJZ,O,X,X,O,O,X
OITSLZJ,O,X,X,O,O,X
OITSJLZ,X,X,X,O,O,O
OITSJZL,X,X,O,O,O,O
OITSZLJ,O,X,O,O,O,X
OITSZJL,X,X,O,O,O,O
OITZLJS,O,X,O,O,X,O
OITZLSJ,O,X,O,X,O,X
OITZJLS,O,X,O,O,X,O
OITZJSL,X,X,O,O,O,O
OITZSLJ,O,X,O,O,O,X
OITZSJL,X,X,O,O,O,O
OILTJSZ,O,X,X,X,X,O
OILTJZS,O,X,O,X,X,O
OILTSJZ,O,X,X,X,O,X
OILTSZJ,O,X,X,X,O,X
OILTZJS,O,X,O,X,X,O
OILTZSJ,O,X,O,X,O,X
OILJTSZ,X,X,X,X,X,O
OILJTZS,X,X,O,X,X,O
OILJSTZ,X,X,X,X,X,O
OILJSZT,X,X,X,X,X,O
OILJZTS,X,X,X,X,X,O
OILJZST,X,X,X,X,X,O
OILSTJZ,O,X,X,X,O,X
OILSTZJ,O,X,X,X,O,X
OILSJTZ,X,X,X,X,O,X
OILSJZT,O,X,X,X,O,X
OILSZTJ,O,X,X,X,O,X
OILSZJT,O,X,X,X,O,X
OILZTJS,O,X,X,X,X,O
OILZTSJ,O,X,X,X,O,X
OILZJTS,X,X,X,X,X,O
OILZJST,O,X,X,X,X,O
OILZSTJ,O,X,X,X,O,X
OILZSJT,O,X,X,X,O,X
OIJTLSZ,X,X,X,X,X,O
OIJTLZS,X,O,O,X,X,O
OIJTSLZ,X,O,X,X,O,O
OIJTSZL,X,O,O,X,O,O
OIJTZLS,X,O,O,X,X,O
OIJTZSL,X,O,O,X,O,O
OIJLTSZ,X,X,X,X,X,O
OIJLTZS,X,O,O,X,X,O
OIJLSTZ,X,X,X,X,X,O
OIJLSZT,X,X,X,X,X,O
OIJLZTS,X,O,X,X,X,O
OIJLZST,X,X,X,X,X,O
OIJSTLZ,X,O,X,X,O,O
OIJSTZL,X,O,O,X,O,O
OIJSLTZ,X,O,X,X,O,O
OIJSLZT,X,O,X,X,O,O
OIJSZTL,X,O,X,X,O,O
OIJSZLT,X,O,X,X,O,O
OIJZTLS,X,O,O,X,X,O
OIJZTSL,X,O,O,X,O,O
OIJZLTS,X,O,X,X,X,O
OIJZLST,X,X,X,X,X,O
OIJZSTL,X,O,O,X,O,O
OIJZSLT,X,O,X,X,O,O
OISTLJZ,X,X,X,O,O,X
OISTLZJ,X,O,X,O,O,X
OISTJLZ,X,O,X,O,O,O
OISTJZL,X,O,O,O,O,O
OISTZLJ,X,O,O,O,O,X
OISTZJL,X,O,O,O,O,O
OISLTJZ,X,X,X,X,O,X
OISLTZJ,X,O,X,X,O,X
OISLJTZ,X,O,X,X,O,X
OISLJZT,X,O,X,O,O,X
OISLZTJ,X,O,X,X,O,X
OISLZJT,X,O,X,O,O,X
OISJTLZ,X,O,X,O,O,O
OISJTZL,X,O,O,O,O,O
OISJLTZ,X,O,X,X,O,O
OISJLZT,X,O,X,O,O,O
OISJZTL,X,O,X,O,O,O
OISJZLT,X,O,X,O,O,O
OISZTLJ,X,O,X,O,O,X
OISZTJL,X,O,X,O,O,O
OISZLTJ,X,O,X,X,O,X
OISZLJT,X,O,X,O,O,X
OISZJTL,X,O,X,O,O,O
OISZJLT,X,O,X,O,O,O
OIZTLJS,O,X,O,O,X,O
OIZTLSJ,O,X,O,X,O,X
OIZTJLS,O,O,O,O,X,O
OIZTJSL,X,O,O,O,O,O
OIZTSLJ,O,O,O,O,O,X
OIZTSJL,X,O,O,O,O,O
OIZLTJS,O,X,X,X,X,O
OIZLTSJ,O,X,X,X,O,X
OIZLJTS,X,X,X,X,X,O
OIZLJST,O,X,X,X,X,O
OIZLSTJ,O,X,X,X,O,X
OIZLSJT,O,X,X,X,O,X
OIZJTLS,O,O,O,X,X,O
OIZJTSL,X,O,O,X,O,O
OIZJLTS,X,O,X,X,X,O
OIZJLST,O,X,X,X,X,O
OIZJSTL,X,O,O,X,O,O
OIZJSLT,X,O,X,X,O,O
OIZSTLJ,O,O,O,O,O,X
OIZSTJL,X,O,O,O,O,O
OIZSLTJ,O,O,X,X,O,X
OIZSLJT,O,O,X,O,O,X
OIZSJTL,X,O,O,O,O,O
OIZSJLT,X,O,X,O,O,O
OLTIJSZ,O,X,X,X,X,X
OLTIJZS,O,X,O,O,X,X
OLTISJZ,O,X,X,X,X,X
OLTISZJ,O,X,X,X,X,X
OLTIZJS,O,X,O,O,X,X
OLTIZSJ,O,X,O,X,X,X
OLTJISZ,O,X,X,X,X,X
OLTJIZS,O,X,O,X,X,X
OLTJSIZ,O,X,X,X,X,X
OLTJSZI,O,X,X,X,X,X
OLTJZIS,O,X,O,X,X,X
OLTJZSI,O,X,O,X,X,X
OLTSIJZ,O,X,X,O,X,X
OLTSIZJ,O,X,X,O,X,X
OLTSJIZ,O,X,X,O,X,X
OLTSJZI,O,X,X,X,X,X
OLTSZIJ,O,X,X,O,X,X
OLTSZJI,O,X,X,X,X,X
OLTZIJS,O,X,O,O,X,X
OLTZISJ,O,X,O,X,X,X
OLTZJIS,O,X,O,X,X,X
OLTZJSI,O,X,O,X,X,X
OLTZSIJ,O,X,O,O,X,X
OLTZSJI,O,X,O,X,X,X
OLITJSZ,O,X,X,X,X,O
OLITJZS,O,X,O,X,X,O
OLITSJZ,O,X,X,X,O,X
OLITSZJ,O,X,X,X,O,X
OLITZJS,O,X,O,X,X,O
OLITZSJ,O,X,O,X,O,X
OLIJTSZ,X,X,X,X,X,O
OLIJTZS,X,X,O,X,X,O
OLIJSTZ,X,X,X,X,X,O
OLIJSZT,X,X,X,X,X,O
OLIJZTS,X,X,X,X,X,O
OLIJZST,X,X,X,X,X,O
OLISTJZ,O,X,X,X,O,X
OLISTZJ,O,X,X,X,O,X
OLISJTZ,X,X,X,X,O,X
OLISJZT,O,X,X,X,O,X
OLISZTJ,O,X,X,X,O,X
OLISZJT,O,X,X,X,O,X
OLIZTJS,O,X,X,X,X,O
OLIZTSJ,O,X,X,X,O,X
OLIZJTS,X,X,X,X,X,O
OLIZJST,O,X,X,X,X,O
OLIZSTJ,O,X,X,X,O,X
OLIZSJT,O,X,X,X,O,X
OLJTISZ,O,X,X,X,X,X
OLJTIZS,O,O,O,X,X,X
OLJTSIZ,O,O,X,X,X,X
OLJTSZI,O,O,X,X,X,X
OLJTZIS,O,O,O,X,X,X
OLJTZSI,O,O,O,X,X,X
OLJITSZ,X,X,X,X,X,O
OLJITZS,X,O,O,X,X,O
OLJISTZ,X,X,X,X,X,O
OLJISZT,X,X,X,X,X,O
OLJIZTS,X,O,X,X,X,O
OLJIZST,X,X,X,X,X,O
OLJSTIZ,O,O,X,X,X,X
OLJSTZI,O,O,X,X,X,X
OLJSITZ,X,O,X,X,X,X
OLJSIZT,O,O,X,X,X,X
OLJSZTI,O,O,X,X,X,X
OLJSZIT,O,O,X,X,X,X
OLJZTIS,O,O,O,X,X,O
OLJZTSI,O,O,O,X,X,X
OLJZITS,X,O,X,X,X,O
OLJZIST,O,X,X,X,X,O
OLJZSTI,O,O,O,X,X,X
OLJZSIT,O,O,X,X,X,X
OLSTIJZ,O,X,X,O,X,X
OLSTIZJ,O,X,X,O,X,X
OLSTJIZ,O,X,X,O,X,X
OLSTJZI,O,X,X,X,X,X
OLSTZIJ,O,X,X,O,X,X
OLSTZJI,O,X,X,X,X,X
OLSITJZ,O,X,X,X,O,X
OLSITZJ,O,O,X,X,O,X
OLSIJTZ,X,O,X,X,O,X
OLSIJZT,O,O,X,O,O,X
OLSIZTJ,O,O,X,X,O,X
OLSIZJT,O,O,X,O,O,X
OLSJTIZ,O,O,X,O,X,X
OLSJTZI,O,O,X,X,X,X
OLSJITZ,X,O,X,X,O,X
OLSJIZT,O,O,X,O,O,X
OLSJZTI,O,O,X,X,O,X
OLSJZIT,O,O,X,O,O,X
OLSZTIJ,O,O,X,O,O,X
OLSZTJI,O,X,X,X,O,X
OLSZITJ,O,O,X,X,O,X
OLSZIJT,O,O,X,O,O,X
OLSZJTI,O,X,X,X,O,X
OLSZJIT,O,X,X,O,O,X
OLZTIJS,O,X,O,O,X,O
OLZTISJ,O,X,O,X,O,X
OLZTJIS,O,O,O,X,X,O
OLZTJSI,O,O,O,X,X,X
OLZTSIJ,O,O,O,O,O,X
OLZTSJI,O,X,O,X,O,X
OLZITJS,O,X,X,X,X,O
OLZITSJ,O,X,X,X,O,X
OLZIJTS,X,X,X,X,X,O
OLZIJST,O,X,X,X,X,O
OLZISTJ,O,X,X,X,O,X
OLZISJT,O,X,X,X,O,X
OLZJTIS,O,O,O,X,X,O
OLZJTSI,O,O,O,X,X,X
OLZJITS,X,O,X,X,X,O
OLZJIST,O,X,X,X,X,O
OLZJSTI,O,O,O,X,X,X
OLZJSIT,O,O,X,X,X,X
OLZSTIJ,O,O,O,O,O,X
OLZSTJI,O,X,O,X,O,X
OLZSITJ,O,O,X,X,O,X
OLZSIJT,O,O,X,O,O,X
OLZSJTI,O,X,O,X,O,X
OLZSJIT,O,X,X,O,O,X
OJTILSZ,O,X,X,X,X,O
OJTILZS,O,O,O,O,X,O
OJTISLZ,X,O,X,X,X,O
OJTISZL,X,O,O,O,X,O
OJTIZLS,O,O,O,O,X,O
OJTIZSL,X,O,O,O,X,O
OJTLISZ,O,X,X,X,X,X
OJTLIZS,O,O,O,X,X,X
OJTLSIZ,O,O,X,X,X,X
OJTLSZI,O,O,X,X,X,X
OJTLZIS,O,O,O,X,X,X
OJTLZSI,O,O,O,X,X,X
OJTSILZ,X,O,X,O,X,X
OJTSIZL,X,O,O,O,X,X
OJTSLIZ,X,O,X,O,X,X
OJTSLZI,X,O,X,X,X,X
OJTSZIL,X,O,O,O,X,X
OJTSZLI,X,O,O,X,X,X
OJTZILS,O,O,O,O,X,O
OJTZISL,X,O,O,O,X,O
OJTZLIS,O,O,O,X,X,O
OJTZLSI,O,O,O,X,X,X
OJTZSIL,X,O,O,O,X,O
OJTZSLI,X,O,O,X,X,X
OJITLSZ,X,X,X,X,X,O
OJITLZS,X,O,O,X,X,O
OJITSLZ,X,O,X,X,O,O
OJITSZL,X,O,O,X,O,O
OJITZLS,X,O,O,X,X,O
OJITZSL,X,O,O,X,O,O
OJILTSZ,X,X,X,X,X,O
OJILTZS,X,O,O,X,X,O
OJILSTZ,X,X,X,X,X,O
OJILSZT,X,X,X,X,X,O
OJILZTS,X,O,X,X,X,O
OJILZST,X,X,X,X,X,O
OJISTLZ,X,O,X,X,O,O
OJISTZL,X,O,O,X,O,O
OJISLTZ,X,O,X,X,O,O
OJISLZT,X,O,X,X,O,O
OJISZTL,X,O,X,X,O,O
OJISZLT,X,O,X,X,O,O
OJIZTLS,X,O,O,X,X,O
OJIZTSL,X,O,O,X,O,O
OJIZLTS,X,O,X,X,X,O
OJIZLST,X,X,X,X,X,O
OJIZSTL,X,O,O,X,O,O
OJIZSLT,X,O,X,X,O,O
OJLTISZ,O,X,X,X,X,X
OJLTIZS,O,O,O,X,X,X
OJLTSIZ,O,O,X,X,X,X
OJLTSZI,O,O,X,X,X,X
OJLTZIS,O,O,O,X,X,X
OJLTZSI,O,O,O,X,X,X
OJLITSZ,X,X,X,X,X,O
OJLITZS,X,O,O,X,X,O
OJLISTZ,X,X,X,X,X,O
OJLISZT,X,X,X,X,X,O
OJLIZTS,X,O,X,X,X,O
OJLIZST,X,X,X,X,X,O
OJLSTIZ,O,O,X,X,X,X
OJLSTZI,O,O,X,X,X,X
OJLSITZ,X,O,X,X,X,X
OJLSIZT,O,O,X,X,X,X
OJLSZTI,O,O,X,X,X,X
OJLSZIT,O,O,X,X,X,X
OJLZTIS,O,O,O,X,X,O
OJLZTSI,O,O,O,X,X,X
OJLZITS,X,O,X,X,X,O
OJLZIST,O,X,X,X,X,O
OJLZSTI,O,O,O,X,X,X
OJLZSIT,O,O,X,X,X,X
OJSTILZ,X,O,X,O,O,X
OJSTIZL,X,O,O,O,O,X
OJSTLIZ,X,O,X,O,X,X
OJSTLZI,X,O,X,X,X,X
OJSTZIL,X,O,O,O,O,X
OJSTZLI,X,O,O,X,O,X
OJSITLZ,X,O,X,O,O,O
OJSITZL,X,O,O,O,O,O
