sequence,v115@HhB8HeD8FeC8CeB8AeA8Jex/IvhFylBcnBTjBXrBFt?BurB,v115@HhB8HeD8FeC8CeB8AeA8Jem/IvhFzgBFiBXjBctBxr?BSwB,v115@HhB8HeD8FeC8CeB8AeA8Jex/IvhFylBFjBTnBctBXr?BurB,v115@HhB8HeD8FeC8CeB8AeA8Jex/IvhFlhB+oB/rBTnBat?B0qB,v115@HhB8HeD8FeC8CeB8AeA8Jex/IvhFGiBTjByrBFtB/r?B0qB,v115@HhB8HeD8FeC8CeB8AeA8Jex/IvhFSnBTjBmlB8rBFt?BXrB,v115@HhB8HeD8FeC8CeB8AeA8Jex/IvhFmlBSsBToB8rBXr?BFtB,v115@HhB8HeD8FeC8CeB8AeA8Jem/IvhFUiBToBxrBqqB/r?BFtB,v115@HhB8HeD8FeC8CeB8AeA8Jex/IvhF0iB6oB3mBmsBlq?BTrB
SIOLJZT,X,X,O,O,X,X,O,O,X
SIOLZTJ,O,X,O,X,X,X,X,O,X
SIOLZJT,X,X,O,X,X,X,X,O,X
SIOJTLZ,X,X,X,O,X,X,X,X,X
SIOJTZL,X,O,X,O,X,X,X,X,X
SIOJLTZ,X,X,X,O,X,X,X,O,X
SIOJLZT,X,X,O,O,X,X,O,O,X
SIOJZTL,X,O,O,O,X,X,X,X,X
SIOJZLT,X,O,O,O,X,X,X,O,X
SIOZTLJ,O,O,O,X,X,X,X,O,X
SIOZTJL,O,O,O,O,X,X,X,X,X
SIOZLTJ,O,O,O,X,X,X,X,O,X
SIOZLJT,X,O,O,X,X,X,X,O,X
SIOZJTL,X,O,O,O,X,X,X,X,X
SIOZJLT,X,O,O,O,X,X,X,O,X
SLTIJZO,O,X,X,X,O,X,X,X,X
SLTIJOZ,O,X,X,X,O,X,X,X,X
SLTIZJO,O,X,X,X,O,X,X,X,X
SLTIZOJ,O,X,O,X,O,X,X,X,X
SLTIOJZ,O,X,X,O,O,X,X,X,X
SLTIOZJ,O,X,O,X,O,X,X,X,X
SLTJIZO,O,X,X,X,O,X,X,X,X
SLTJIOZ,O,X,X,X,O,X,X,X,X
SLTJZIO,O,X,X,X,O,X,X,X,X
SLTJZOI,O,X,X,X,O,X,X,X,X
SLTJOIZ,O,X,X,X,O,X,X,X,X
SLTJOZI,O,X,X,X,O,X,X,X,X
SLTZIJO,O,X,X,X,O,X,X,X,X
SLTZIOJ,O,X,O,X,O,X,X,X,X
SLTZJIO,O,X,X,X,O,X,X,X,X
SLTZJOI,O,X,X,X,O,X,X,X,X
SLTZOIJ,O,X,O,X,O,X,X,X,X
SLTZOJI,O,X,O,X,O,X,X,X,X
SLTOIJZ,O,X,X,O,O,X,X,X,X
SLTOIZJ,O,X,O,X,O,X,X,X,X
SLTOJIZ,O,X,X,O,O,X,X,X,X
SLTOJZI,O,X,X,O,O,X,X,X,X
SLTOZIJ,O,X,O,X,O,X,X,X,X
SLTOZJI,O,X,O,X,O,X,X,X,X
SLITJZO,O,X,X,X,O,X,X,X,X
SLITJOZ,O,X,X,X,O,X,X,X,X
SLITZJO,O,X,X,X,O,X,X,X,X
SLITZOJ,O,X,O,X,O,X,X,X,X
SLITOJZ,O,X,X,O,O,X,X,X,X
SLITOZJ,O,X,O,X,O,X,X,X,X
SLIJTZO,O,X,X,X,X,X,X,X,X
SLIJTOZ,O,X,X,X,X,X,X,X,X
SLIJZTO,O,X,X,X,X,X,X,X,X
SLIJZOT,X,X,O,X,X,X,X,X,X
SLIJOTZ,X,X,X,O,X,X,X,X,X
SLIJOZT,X,X,O,O,X,X,O,X,X
SLIZTJO,O,X,X,X,X,X,X,X,X
SLIZTOJ,O,X,O,X,X,X,X,X,X
SLIZJTO,O,X,X,X,X,X,X,X,X
SLIZJOT,X,X,O,X,X,X,X,X,X
SLIZOTJ,O,X,O,X,X,X,X,X,X
SLIZOJT,X,X,O,X,X,X,X,X,X
SLIOTJZ,O,X,X,O,X,X,X,X,X
SLIOTZJ,O,X,O,X,X,X,X,X,X
SLIOJTZ,X,X,X,O,X,X,X,X,X
SLIOJZT,X,X,O,O,X,X,O,X,X
SLIOZTJ,O,X,O,X,X,X,X,X,X
SLIOZJT,X,X,O,X,X,X,X,X,X
SLJTIZO,O,X,X,X,O,X,X,X,O
SLJTIOZ,O,X,X,X,O,X,X,X,O
SLJTZIO,O,X,X,X,O,X,X,X,O
SLJTZOI,O,X,X,X,O,X,X,X,O
SLJTOIZ,O,X,X,X,O,X,X,X,O
SLJTOZI,O,X,X,X,O,X,X,X,O
SLJITZO,O,X,X,X,X,X,X,X,O
SLJITOZ,O,X,X,X,X,X,X,X,O
SLJIZTO,O,X,X,X,X,X,X,X,O
SLJIZOT,X,X,O,X,X,X,X,X,X
SLJIOTZ,X,X,X,O,X,X,X,X,X
SLJIOZT,X,X,O,O,X,X,O,X,X
SLJZTIO,O,X,X,X,X,X,X,X,O
SLJZTOI,O,X,X,X,X,X,X,X,O
SLJZITO,O,X,X,X,X,X,X,X,O
SLJZIOT,X,X,O,X,X,X,X,X,X
SLJZOTI,X,X,O,X,X,X,X,X,O
SLJZOIT,X,X,O,X,X,X,X,X,X
SLJOTIZ,X,X,X,O,X,X,X,X,O
SLJOTZI,X,X,X,O,X,X,X,X,O
SLJOITZ,X,X,X,O,X,X,X,X,X
SLJOIZT,X,X,O,O,X,X,O,X,X
SLJOZTI,X,X,O,O,X,X,O,X,O
SLJOZIT,X,X,O,O,X,X,O,X,X
SLZTIJO,O,X,X,X,X,X,X,X,X
SLZTIOJ,O,X,O,X,X,X,X,X,X
SLZTJIO,O,X,X,X,X,X,X,X,X
SLZTJOI,O,X,X,X,X,X,X,X,X
SLZTOIJ,O,X,O,X,X,X,X,X,X
SLZTOJI,O,X,O,X,X,X,X,X,X
SLZITJO,O,X,X,X,X,X,X,X,X
SLZITOJ,O,X,O,X,X,X,X,X,X
SLZIJTO,O,X,X,X,X,X,X,X,X
SLZIJOT,X,X,O,X,X,X,X,X,X
SLZIOTJ,O,X,O,X,X,X,X,X,X
SLZIOJT,X,X,O,X,X,X,X,X,X
SLZJTIO,O,X,X,X,X,X,X,X,X
SLZJTOI,O,X,X,X,X,X,X,X,X
SLZJITO,O,X,X,X,X,X,X,X,X
SLZJIOT,X,X,O,X,X,X,X,X,X
SLZJOTI,X,X,O,X,X,X,X,X,X
SLZJOIT,X,X,O,X,X,X,X,X,X
SLZOTIJ,O,X,O,X,X,X,X,X,X
SLZOTJI,O,X,O,X,X,X,X,X,X
SLZOITJ,O,X,O,X,X,X,X,X,X
SLZOIJT,X,X,O,X,X,X,X,X,X
SLZOJTI,X,X,O,X,X,X,X,X,X
SLZOJIT,X,X,O,X,X,X,X,X,X
SLOTIJZ,O,X,X,O,X,X,X,X,X
SLOTIZJ,O,X,O,X,X,X,X,X,X
SLOTJIZ,O,X,X,O,X,X,X,X,X
SLOTJZI,O,X,X,O,X,X,X,X,X
SLOTZIJ,O,X,O,X,X,X,X,X,X
SLOTZJI,O,X,O,X,X,X,X,X,X
SLOITJZ,O,X,X,O,X,X,X,X,X
SLOITZJ,O,X,O,X,X,X,X,X,X
SLOIJTZ,X,X,X,O,X,X,X,X,X
SLOIJZT,X,X,O,O,X,X,O,X,X
SLOIZTJ,O,X,O,X,X,X,X,X,X
SLOIZJT,X,X,O,X,X,X,X,X,X
SLOJTIZ,X,X,X,O,X,X,X,X,X
SLOJTZI,X,X,X,O,X,X,X,X,X
SLOJITZ,X,X,X,O,X,X,X,X,X
SLOJIZT,X,X,O,O,X,X,O,X,X
SLOJZTI,X,X,O,O,X,X,O,X,X
SLOJZIT,X,X,O,O,X,X,O,X,X
SLOZTIJ,O,X,O,X,X,X,X,X,X
SLOZTJI,O,X,O,X,X,X,X,X,X
SLOZITJ,O,X,O,X,X,X,X,X,X
SLOZIJT,X,X,O,X,X,X,X,X,X
SLOZJTI,X,X,O,X,X,X,X,X,X
SLOZJIT,X,X,O,X,X,X,X,X,X
SJTILZO,O,X,X,X,X,X,X,X,X
SJTILOZ,O,X,X,X,X,O,X,X,X
SJTIZLO,O,X,X,X,X,X,X,X,X
SJTIZOL,O,X,X,X,X,X,X,X,X
SJTIOLZ,O,X,X,O,X,O,X,X,X
SJTIOZL,O,X,X,O,X,X,X,X,X
SJTLIZO,O,X,X,X,X,X,X,X,O
SJTLIOZ,O,X,X,X,X,O,X,X,O
SJTLZIO,O,X,X,X,X,X,X,X,O
SJTLZOI,O,X,X,X,X,X,X,X,O
SJTLOIZ,O,X,X,X,X,O,X,X,O
SJTLOZI,O,X,X,X,X,O,X,X,O
SJTZILO,O,X,X,X,X,X,X,X,X
SJTZIOL,O,X,X,X,X,X,X,X,X
SJTZLIO,O,X,X,X,X,X,X,X,O
SJTZLOI,O,X,X,X,X,X,X,X,O
SJTZOIL,O,X,X,X,X,X,X,X,X
SJTZOLI,O,X,X,X,X,X,X,X,X
SJTOILZ,O,X,X,O,X,O,X,X,X
SJTOIZL,O,X,X,O,X,X,X,X,X
SJTOLIZ,O,X,X,O,X,O,X,X,X
SJTOLZI,O,X,X,O,X,O,X,X,X
SJTOZIL,O,X,X,O,X,X,X,X,X
SJTOZLI,O,X,X,O,X,X,X,X,X
SJITLZO,O,X,X,X,X,X,X,X,X
SJITLOZ,O,X,X,X,X,O,X,X,X
SJITZLO,O,O,X,X,X,X,X,X,X
SJITZOL,O,O,X,X,X,X,X,X,X
SJITOLZ,O,X,X,O,X,O,X,X,X
SJITOZL,O,O,X,O,X,X,X,X,X
SJILTZO,O,X,X,X,X,X,X,X,O
SJILTOZ,O,X,X,X,X,X,X,X,O
SJILZTO,O,X,X,X,X,X,X,X,O
SJILZOT,X,X,O,X,X,X,X,X,X
SJILOTZ,X,X,X,O,X,X,X,X,X
SJILOZT,X,X,O,O,X,X,O,X,X
SJIZTLO,O,O,X,X,X,X,X,X,X
SJIZTOL,O,O,X,X,X,X,X,X,X
SJIZLTO,O,O,X,X,X,X,X,X,O
SJIZLOT,X,O,O,X,X,X,X,X,X
SJIZOTL,X,O,O,O,X,X,X,X,X
SJIZOLT,X,O,O,O,X,X,X,X,X
SJIOTLZ,X,X,X,O,X,X,X,X,X
SJIOTZL,X,O,X,O,X,X,X,X,X
SJIOLTZ,X,X,X,O,X,X,X,O,X
SJIOLZT,X,X,O,O,X,X,O,O,X
SJIOZTL,X,O,O,O,X,X,X,X,X
SJIOZLT,X,O,O,O,X,X,X,X,X
SJLTIZO,O,X,X,X,X,X,X,X,O
SJLTIOZ,O,X,X,X,X,X,X,X,O
SJLTZIO,O,X,X,X,X,X,X,X,O
SJLTZOI,O,X,X,X,X,X,X,X,O
SJLTOIZ,O,X,X,X,X,X,X,X,O
SJLTOZI,O,X,X,X,X,X,X,X,O
SJLITZO,O,X,X,X,X,X,X,X,O
SJLITOZ,O,X,X,X,X,X,X,X,O
SJLIZTO,O,X,X,X,X,X,X,X,O
SJLIZOT,X,X,O,X,X,X,X,X,X
SJLIOTZ,X,X,X,O,X,X,X,X,X
SJLIOZT,X,X,O,O,X,X,O,X,X
SJLZTIO,O,X,X,X,X,X,X,X,O
SJLZTOI,O,X,X,X,X,X,X,X,O
SJLZITO,O,X,X,X,X,X,X,X,O
SJLZIOT,X,X,O,X,X,X,X,X,X
SJLZOTI,X,X,O,X,X,X,X,X,O
SJLZOIT,X,X,O,X,X,X,X,X,X
SJLOTIZ,X,X,X,O,X,X,X,X,O
SJLOTZI,X,X,X,O,X,X,X,X,O
SJLOITZ,X,X,X,O,X,X,X,X,X
SJLOIZT,X,X,O,O,X,X,O,X,X
SJLOZTI,X,X,O,O,X,X,O,X,O
SJLOZIT,X,X,O,O,X,X,O,X,X
SJZTILO,O,O,X,X,X,X,X,X,X
SJZTIOL,O,O,X,X,X,X,X,X,X
SJZTLIO,O,O,X,X,X,X,X,X,O
SJZTLOI,O,O,X,X,X,X,X,X,O
SJZTOIL,O,O,X,X,X,X,X,X,X
SJZTOLI,O,O,X,X,X,X,X,X,X
SJZITLO,O,O,X,X,X,X,X,X,X
SJZITOL,O,O,X,X,X,X,X,X,X
SJZILTO,O,O,X,X,X,X,X,X,O
SJZILOT,X,O,O,X,X,X,X,X,X
SJZIOTL,X,O,O,O,X,X,X,X,X
SJZIOLT,X,O,O,O,X,X,X,X,X
SJZLTIO,O,O,X,X,X,X,X,X,O
SJZLTOI,O,O,X,X,X,X,X,X,O
SJZLITO,O,O,X,X,X,X,X,X,O
SJZLIOT,X,O,O,X,X,X,X,X,X
SJZLOTI,X,O,O,X,X,X,X,X,O
SJZLOIT,X,O,O,X,X,X,X,X,X
SJZOTIL,X,O,O,O,X,X,X,X,X
SJZOTLI,X,O,O,O,X,X,X,X,X
SJZOITL,X,O,O,O,X,X,X,X,X
SJZOILT,X,O,O,O,X,X,X,X,X
SJZOLTI,X,O,O,O,X,X,X,X,O
SJZOLIT,X,O,O,O,X,X,X,X,X
SJOTILZ,X,X,X,O,X,X,X,X,X
SJOTIZL,X,X,X,O,X,X,X,X,X
SJOTLIZ,X,X,X,O,X,X,X,X,X
SJOTLZI,X,X,X,O,X,X,X,X,X
SJOTZIL,X,X,X,O,X,X,X,X,X
SJOTZLI,X,X,X,O,X,X,X,X,X
SJOITLZ,X,X,X,O,X,X,X,X,X
SJOITZL,X,O,X,O,X,X,X,X,X
SJOILTZ,X,X,X,O,X,X,X,O,X
SJOILZT,X,X,O,O,X,X,O,O,X
SJOIZTL,X,O,O,O,X,X,X,X,X
SJOIZLT,X,O,O,O,X,X,X,X,X
SJOLTIZ,X,X,X,O,X,X,X,X,O
SJOLTZI,X,X,X,O,X,X,X,X,O
SJOLITZ,X,X,X,O,X,X,X,X,X
SJOLIZT,X,X,O,O,X,X,O,X,X
SJOLZTI,X,X,O,O,X,X,O,X,O
SJOLZIT,X,X,O,O,X,X,O,X,X
SJOZTIL,X,O,O,O,X,X,X,X,X
SJOZTLI,X,O,O,O,X,X,X,X,X
SJOZITL,X,O,O,O,X,X,X,X,X
SJOZILT,X,O,O,O,X,X,X,X,X
SJOZLTI,X,O,O,O,X,X,X,X,O
SJOZLIT,X,O,O,O,X,X,X,X,X
SZTILJO,O,O,X,X,X,X,X,X,X
SZTILOJ,O,O,O,X,X,X,X,X,X
SZTIJLO,O,O,X,X,X,X,X,X,X
SZTIJOL,O,O,X,X,X,X,X,X,X
SZTIOLJ,O,O,O,X,X,X,X,X,X
SZTIOJL,O,O,O,O,X,X,X,X,X
SZTLIJO,O,O,X,X,X,X,X,X,X
SZTLIOJ,O,O,O,X,X,X,X,X,X
SZTLJIO,O,O,X,X,X,X,X,X,X
SZTLJOI,O,O,X,X,X,X,X,X,X
SZTLOIJ,O,X,O,X,X,X,X,X,X
SZTLOJI,O,O,O,X,X,X,X,X,X
SZTJILO,O,O,X,X,X,X,X,X,X
SZTJIOL,O,O,X,X,X,X,X,X,X
SZTJLIO,O,O,X,X,X,X,X,X,X
SZTJLOI,O,O,X,X,X,X,X,X,X
SZTJOIL,O,O,X,X,X,X,X,X,X
SZTJOLI,O,O,X,X,X,X,X,X,X
SZTOILJ,O,O,O,X,X,X,X,X,X
SZTOIJL,O,O,O,O,X,X,X,X,X
SZTOLIJ,O,X,O,X,X,X,X,X,X
SZTOLJI,O,O,O,X,X,X,X,X,X
SZTOJIL,O,O,O,O,X,X,X,X,X
SZTOJLI,O,O,O,O,X,X,X,X,X
SZITLJO,O,O,X,X,X,X,X,X,X
SZITLOJ,O,O,O,X,X,X,X,X,X
SZITJLO,O,O,X,X,X,X,X,X,X
SZITJOL,O,O,X,X,X,X,X,X,X
SZITOLJ,O,O,O,X,X,X,X,X,X
SZITOJL,O,O,O,O,X,X,X,X,X
SZILTJO,O,O,X,X,X,X,X,X,X
SZILTOJ,O,O,O,X,X,X,X,X,X
SZILJTO,O,O,X,X,X,X,X,X,X
SZILJOT,X,O,O,X,X,X,X,X,X
SZILOTJ,O,O,O,X,X,X,X,X,X
SZILOJT,X,O,O,X,X,X,X,X,X
SZIJTLO,O,O,X,X,X,X,X,X,X
SZIJTOL,O,O,X,X,X,X,X,X,X
SZIJLTO,O,O,X,X,X,X,X,X,X
SZIJLOT,X,O,O,X,X,X,X,X,X
SZIJOTL,X,O,O,O,X,X,X,X,X
SZIJOLT,X,O,O,O,X,X,X,X,X
SZIOTLJ,O,O,O,X,X,X,X,X,X
SZIOTJL,O,O,O,O,X,X,X,X,X
SZIOLTJ,O,O,O,X,X,X,X,X,X
SZIOLJT,X,O,O,X,X,X,X,X,X
SZIOJTL,X,O,O,O,X,X,X,X,X
SZIOJLT,X,O,O,O,X,X,X,X,X
SZLTIJO,O,O,X,X,X,X,X,X,X
SZLTIOJ,O,O,O,X,X,X,X,X,X
SZLTJIO,O,O,X,X,X,X,X,X,X
SZLTJOI,O,O,X,X,X,X,X,X,X
SZLTOIJ,O,X,O,X,X,X,X,X,X
SZLTOJI,O,O,O,X,X,X,X,X,X
SZLITJO,O,O,X,X,X,X,X,X,X
SZLITOJ,O,O,O,X,X,X,X,X,X
SZLIJTO,O,O,X,X,X,X,X,X,X
SZLIJOT,X,O,O,X,X,X,X,X,X
SZLIOTJ,O,O,O,X,X,X,X,X,X
SZLIOJT,X,O,O,X,X,X,X,X,X
SZLJTIO,O,O,X,X,X,X,X,X,X
SZLJTOI,O,O,X,X,X,X,X,X,X
SZLJITO,O,O,X,X,X,X,X,X,X
SZLJIOT,X,O,O,X,X,X,X,X,X
SZLJOTI,X,O,O,X,X,X,X,X,X
SZLJOIT,X,O,O,X,X,X,X,X,X
SZLOTIJ,O,X,O,X,X,X,X,X,X
SZLOTJI,O,O,O,X,X,X,X,X,X
SZLOITJ,O,O,O,X,X,X,X,X,X
SZLOIJT,X,O,O,X,X,X,X,X,X
SZLOJTI,X,O,O,X,X,X,X,X,X
SZLOJIT,X,O,O,X,X,X,X,X,X
SZJTILO,O,O,X,X,X,X,X,X,X
SZJTIOL,O,O,X,X,X,X,X,X,X
SZJTLIO,O,O,X,X,X,X,X,X,X
SZJTLOI,O,O,X,X,X,X,X,X,X
SZJTOIL,O,O,X,X,X,X,X,X,X
SZJTOLI,O,O,X,X,X,X,X,X,X
SZJITLO,O,O,X,X,X,X,X,X,X
SZJITOL,O,O,X,X,X,X,X,X,X
SZJILTO,O,O,X,X,X,X,X,X,X
SZJILOT,X,O,O,X,X,X,X,X,X
SZJIOTL,X,O,O,O,X,X,X,X,X
SZJIOLT,X,O,O,O,X,X,X,X,X
SZJLTIO,O,O,X,X,X,X,X,X,X
SZJLTOI,O,O,X,X,X,X,X,X,X
SZJLITO,O,O,X,X,X,X,X,X,X
SZJLIOT,X,O,O,X,X,X,X,X,X
SZJLOTI,X,O,O,X,X,X,X,X,X
SZJLOIT,X,O,O,X,X,X,X,X,X
SZJOTIL,X,O,O,O,X,X,X,X,X
SZJOTLI,X,O,O,O,X,X,X,X,X
SZJOITL,X,O,O,O,X,X,X,X,X
SZJOILT,X,O,O,O,X,X,X,X,X
SZJOLTI,X,O,O,O,X,X,X,X,X
SZJOLIT,X,O,O,O,X,X,X,X,X
SZOTILJ,O,O,O,X,X,X,X,X,X
SZOTIJL,O,O,O,O,X,X,X,X,X
SZOTLIJ,O,X,O,X,X,X,X,X,X
SZOTLJI,O,O,O,X,X,X,X,X,X
SZOTJIL,O,O,O,O,X,X,X,X,X
SZOTJLI,O,O,O,O,X,X,X,X,X
SZOITLJ,O,O,O,X,X,X,X,X,X
SZOITJL,O,O,O,O,X,X,X,X,X
SZOILTJ,O,O,O,X,X,X,X,X,X
SZOILJT,X,O,O,X,X,X,X,X,X
SZOIJTL,X,O,O,O,X,X,X,X,X
SZOIJLT,X,O,O,O,X,X,X,X,X
SZOLTIJ,O,X,O,X,X,X,X,X,X
SZOLTJI,O,O,O,X,X,X,X,X,X
SZOLITJ,O,O,O,X,X,X,X,X,X
SZOLIJT,X,O,O,X,X,X,X,X,X
SZOLJTI,X,O,O,X,X,X,X,X,X
SZOLJIT,X,O,O,X,X,X,X,X,X
SZOJTIL,X,O,O,O,X,X,X,X,X
SZOJTLI,X,O,O,O,X,X,X,X,X
SZOJITL,X,O,O,O,X,X,X,X,X
SZOJILT,X,O,O,O,X,X,X,X,X
SZOJLTI,X,O,O,O,X,X,X,X,X
SZOJLIT,X,O,O,O,X,X,X,X,X
SOTILJZ,O,X,X,O,X,X,X,X,X
SOTILZJ,O,X,O,X,X,X,X,X,X
SOTIJLZ,O,X,X,O,X,X,X,X,X
SOTIJZL,O,X,X,O,X,X,X,X,X
SOTIZLJ,O,X,O,X,X,X,X,X,X
SOTIZJL,O,X,O,O,X,X,X,X,X
SOTLIJZ,O,X,X,O,X,X,X,X,X
SOTLIZJ,O,X,O,X,X,X,X,X,X
SOTLJIZ,O,X,X,O,X,X,X,X,X
SOTLJZI,O,X,X,O,X,X,X,X,X
SOTLZIJ,O,X,O,X,X,X,X,X,X
SOTLZJI,O,X,O,X,X,X,X,X,X
SOTJILZ,O,X,X,O,X,X,X,X,X
SOTJIZL,O,X,X,O,X,X,X,X,X
SOTJLIZ,O,X,X,O,X,X,X,X,X
SOTJLZI,O,X,X,O,X,X,X,X,X
SOTJZIL,O,X,X,O,X,X,X,X,X
SOTJZLI,O,X,X,O,X,X,X,X,X
SOTZILJ,O,X,O,X,X,X,X,X,X
SOTZIJL,O,X,O,O,X,X,X,X,X
SOTZLIJ,O,X,O,X,X,X,X,X,X
SOTZLJI,O,X,O,X,X,X,X,X,X
SOTZJIL,O,X,O,O,X,X,X,X,X
SOTZJLI,O,X,O,O,X,X,X,X,X
SOITLJZ,O,X,X,O,X,X,X,O,X
SOITLZJ,O,X,O,X,X,X,X,O,X
SOITJLZ,O,X,X,O,X,X,X,X,X
SOITJZL,O,O,X,O,X,X,X,X,X
SOITZLJ,O,O,O,X,X,X,X,O,X
SOITZJL,O,O,O,O,X,X,X,X,X
SOILTJZ,O,X,X,O,X,X,X,O,X
SOILTZJ,O,X,O,X,X,X,X,O,X
SOILJTZ,X,X,X,O,X,X,X,O,X
SOILJZT,X,X,O,O,X,X,O,O,X
SOILZTJ,O,X,O,X,X,X,X,O,X
SOILZJT,X,X,O,X,X,X,X,O,X
SOIJTLZ,X,X,X,O,X,X,X,X,X
SOIJTZL,X,O,X,O,X,X,X,X,X
SOIJLTZ,X,X,X,O,X,X,X,O,X
SOIJLZT,X,X,O,O,X,X,O,O,X
SOIJZTL,X,O,O,O,X,X,X,X,X
SOIJZLT,X,O,O,O,X,X,X,O,X
SOIZTLJ,O,O,O,X,X,X,X,O,X
SOIZTJL,O,O,O,O,X,X,X,X,X
SOIZLTJ,O,O,O,X,X,X,X,O,X
SOIZLJT,X,O,O,X,X,X,X,O,X
SOIZJTL,X,O,O,O,X,X,X,X,X
SOIZJLT,X,O,O,O,X,X,X,O,X
SOLTIJZ,O,X,X,O,X,X,X,X,X
SOLTIZJ,O,X,O,X,X,X,X,X,X
SOLTJIZ,O,X,X,O,X,X,X,X,X
SOLTJZI,O,X,X,O,X,X,X,X,X
SOLTZIJ,O,X,O,X,X,X,X,X,X
SOLTZJI,O,X,O,X,X,X,X,X,X
SOLITJZ,O,X,X,O,X,X,X,X,X
SOLITZJ,O,X,O,X,X,X,X,X,X
SOLIJTZ,X,X,X,O,X,X,X,X,X
SOLIJZT,X,X,O,O,X,X,O,X,X
SOLIZTJ,O,X,O,X,X,X,X,X,X
SOLIZJT,X,X,O,X,X,X,X,X,X
SOLJTIZ,X,X,X,O,X,X,X,X,X
SOLJTZI,X,X,X,O,X,X,X,X,X
SOLJITZ,X,X,X,O,X,X,X,X,X
SOLJIZT,X,X,O,O,X,X,O,X,X
SOLJZTI,X,X,O,O,X,X,O,X,X
SOLJZIT,X,X,O,O,X,X,O,X,X
SOLZTIJ,O,X,O,X,X,X,X,X,X
SOLZTJI,O,X,O,X,X,X,X,X,X
SOLZITJ,O,X,O,X,X,X,X,X,X
SOLZIJT,X,X,O,X,X,X,X,X,X
SOLZJTI,X,X,O,X,X,X,X,X,X
SOLZJIT,X,X,O,X,X,X,X,X,X
SOJTILZ,X,X,X,O,X,X,X,X,X
SOJTIZL,X,X,X,O,X,X,X,X,X
SOJTLIZ,X,X,X,O,X,X,X,X,X
SOJTLZI,X,X,X,O,X,X,X,X,X
SOJTZIL,X,X,X,O,X,X,X,X,X
SOJTZLI,X,X,X,O,X,X,X,X,X
SOJITLZ,X,X,X,O,X,X,X,X,X
SOJITZL,X,O,X,O,X,X,X,X,X
SOJILTZ,X,X,X,O,X,X,X,O,X
SOJILZT,X,X,O,O,X,X,O,O,X
SOJIZTL,X,O,O,O,X,X,X,X,X
SOJIZLT,X,O,O,O,X,X,X,X,X
SOJLTIZ,X,X,X,O,X,X,X,X,X
SOJLTZI,X,X,X,O,X,X,X,X,X
SOJLITZ,X,X,X,O,X,X,X,X,X
SOJLIZT,X,X,O,O,X,X,O,X,X
SOJLZTI,X,X,O,O,X,X,O,X,X
SOJLZIT,X,X,O,O,X,X,O,X,X
SOJZTIL,X,O,O,O,X,X,X,X,X
SOJZTLI,X,O,O,O,X,X,X,X,X
SOJZITL,X,O,O,O,X,X,X,X,X
SOJZILT,X,O,O,O,X,X,X,X,X
SOJZLTI,X,O,O,O,X,X,X,X,X
SOJZLIT,X,O,O,O,X,X,X,X,X
SOZTILJ,O,O,O,X,X,X,X,X,X
SOZTIJL,O,O,O,O,X,X,X,X,X
SOZTLIJ,O,X,O,X,X,X,X,X,X
SOZTLJI,O,O,O,X,X,X,X,X,X
SOZTJIL,O,O,O,O,X,X,X,X,X
SOZTJLI,O,O,O,O,X,X,X,X,X
SOZITLJ,O,O,O,X,X,X,X,X,X
SOZITJL,O,O,O,O,X,X,X,X,X
SOZILTJ,O,O,O,X,X,X,X,X,X
SOZILJT,X,O,O,X,X,X,X,X,X
SOZIJTL,X,O,O,O,X,X,X,X,X
SOZIJLT,X,O,O,O,X,X,X,X,X
SOZLTIJ,O,X,O,X,X,X,X,X,X
SOZLTJI,O,O,O,X,X,X,X,X,X
SOZLITJ,O,O,O,X,X,X,X,X,X
SOZLIJT,X,O,O,X,X,X,X,X,X
SOZLJTI,X,O,O,X,X,X,X,X,X
SOZLJIT,X,O,O,X,X,X,X,X,X
SOZJTIL,X,O,O,O,X,X,X,X,X
SOZJTLI,X,O,O,O,X,X,X,X,X
SOZJITL,X,O,O,O,X,X,X,X,X
SOZJILT,X,O,O,O,X,X,X,X,X
SOZJLTI,X,O,O,O,X,X,X,X,X
SOZJLIT,X,O,O,O,X,X,X,X,X
ZTILJSO,X,O,X,X,O,X,X,X,X
ZTILJOS,X,O,X,X,O,O,X,X,X
ZTILSJO,O,O,X,X,O,X,X,X,X
ZTILSOJ,O,O,O,X,O,X,X,X,X
ZTILOJS,X,O,X,X,O,O,X,X,X
ZTILOSJ,O,O,O,X,O,X,X,X,X
ZTIJLSO,X,O,X,X,X,X,X,X,X
ZTIJLOS,X,O,X,X,X,O,X,X,X
ZTIJSLO,O,O,X,X,X,X,X,X,X
ZTIJSOL,O,O,X,X,X,X,X,X,X
ZTIJOLS,X,O,X,X,X,O,X,X,X
ZTIJOSL,O,O,O,X,X,X,X,X,X
ZTISLJO,O,O,X,X,X,X,X,X,X
ZTISLOJ,O,O,O,X,X,X,X,X,X
ZTISJLO,O,O,X,X,X,X,X,X,X
ZTISJOL,O,O,X,X,X,X,X,X,X
ZTISOLJ,O,O,O,X,X,X,X,X,X
ZTISOJL,O,O,O,X,X,X,X,X,X
ZTIOLJS,X,O,X,X,O,O,X,X,X
ZTIOLSJ,O,O,O,X,O,X,X,X,X
ZTIOJLS,X,O,X,X,X,O,X,X,X
ZTIOJSL,O,O,O,X,X,X,X,X,X
ZTIOSLJ,O,O,O,X,X,X,X,X,X
ZTIOSJL,O,O,O,X,X,X,X,X,X
