sequence,v115@vhH+CJzfBvtBUmBKpB0sBFqBRwB,v115@vhH+DJ0fBvsBUmBKpBTtBFqBRwB,v115@vhHU4IPoBzhB2pBSyBFsBUrBxuB,v115@vhHU4I0iBPnB2pBTtBSxBFrBxuB,v115@vhH32IzgBskBStBlrB0qB2uBxxB,v115@vhHU4I+nBzhBvtBKpBFrBUqBRxB,v115@vhHO6IzfBvtBUmBKpB0sBFqBRwB,v115@vhHT1IPoB0fB2pBSyBFsBUrBxuB,v115@vhHT5I5oBsnBskByxB3rBlqB2uB,v115@vhHM/I5oBmnB6rBFlB0sB3qBTpB,v115@vhHMAJslBTfB+tB3sBlrBipBRvB,v115@vhHsBJGjBvtBTnBKpBFrBUqBRxB,v115@vhHzBJslBalB+tBMpB3sBlrBRvB,v115@vhHzBJKmBUgB+tBMpBlsBXqBRwB,v115@vhHz1IslBalB+tBMpB3sBlrBRvB,v115@vhHWIJ0fBvsBUmBKpBTtBFqBRwB,v115@vhH03IzhBKmB+tBMpBlsBXqBRwB,v115@vhHi1IMfBxnB0mBFlBGtB3qBTpB,v115@vhHMIJUiBXmBmkBSyBFsBTpBxvB,v115@vhHUBJZkB6tBXnBFlBzsBUrBWvB,v115@vhHUBJKkBToBXnBFlBWyBUrBxuB,v115@vhH6+IUjB+sB3lBMpBTtBlrBRvB,v115@vhHO6IzfBvtBUnBKpBFrBUqBRxB,v115@vhHm6I0fBvsBUmBKpBTtBFqBRwB,v115@vhHPDJ2kBStBFnBUmB0qBTpBRxB,v115@vhH5IJ0hB3nBllBOpByxBTrBUqB,v115@vhHi1IMfBxnBXmBFlBGtBUsBTpB,v115@vhHT1IPnB0fBKpBGtBFrBUqBRxB,v115@vhH5IJ0gBatB3mBlkBTsB0qB2uB,v115@vhH03IzhBslB+tB3sBlrBipBRvB,v115@vhH03IsmBXhB+tBlsBiqBTpBRwB,v115@vhH03IihB+tB3mBMqBlsBTpBRwB,v115@vhHXDJsmB+tB0lBTkBlsByuBRwB,v115@vhHM+I5oBlnB0mBXlBOpByxBzqB,v115@vhHT5IMoBXmBspBOpBSyBFsBxvB,v115@vhH+GJzgB0fBvtBKpB0sBFqBRwB,v115@vhHPIJzhB0fB2pBSyBFsBUrBxuB,v115@vhH0CJPnB0fB2pBTtBSxBFrBxuB,v115@vhH5IJsnBzgBskByxB3rBlqB2uB,v115@vhH5IJsnBslBXgByxBlrB2vBTpB,v115@vhHXDJzgBskBStBlrB0qB2uBxxB,v115@vhH+HJzhB0fBvtBKpBFrBUqBRxB,v115@vhHM/IynBMtBXmBFlBGsBTpBxvB,v115@vhHMDJslBTfB+tB3sBlrBipBRvB,v115@vhH+DJsiBvsBUmBKpBTtBFqBRwB,v115@vhHT6IskB+tB3mBMqBKpBlsBRwB,v115@vhHUAJvkBCoB0mBTtBlqB2uBxwB,v115@vhHMBJ5lB6tBFnBmkB3sBTrB0pB,v115@vhHMBJMlB6tBFnBTkB3sBGrBRvB,v115@vhHT1IvjB0iB0hBFgBZkBuqBqpB,v115@vhHPDJZkBMtBFnBUmBupBSxBTqB,v115@vhHe+IshBvtBTnBKpBFrBUqBRxB,v115@vhHWDJskBZkB6tBFnB3lBzsB0rB,v115@vhHT6IMoBXmBspBOpBSyBFsBxvB,v115@vhH6DJsnBvkB0mBTtBlqB2uBxwB,v115@vhH5+IulBMkB3nBlmBspBTtByvB,v115@vhHM+IMoBXmBmkBSyBFsBTpBxvB,v115@vhHZ6IynBUhBMtBFlBGsB3qBTpB,v115@vhH5DJzcBKtB+sBsrBFmBUlBvpB,v115@vhH5DJzcBinBFmBUlBvpBUtBWxB,v115@vhH6DJliB0hB0gBOkBvtBzkBxuB,v115@vhHPHJ0fBusBUmBKpBTtBFqBRwB,v115@vhHMDJTiBKmB+tBMpBlsBXqBRwB,v115@vhHG4IshBvtBTnBKpBFrBUqBRxB,v115@vhH5IJ3fBatBUnBllB0rB2vBTpB,v115@vhHz8I5oBlnB0mBXlBOpByxBUrB,v115@vhH++IUiBToBFmBUlBvpBCsBxxB,v115@vhH5+IeoBUiBFmBUlBvpBSyBzrB,v115@vhH5+IKoBUiBFmBUlBvpBWyBzrB,v115@vhH5+IsnBanBFmBUlBvpBTtBWxB,v115@vhHZ6I3hBWlBMtBlnBUsBiqBTpB,v115@vhHs/IZkBGoBUnBllByxBXrBzpB,v115@vhHs/IZkBMtBusBasBllBXrBzpB
ZOLITSJ,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,O,X,O
ZOLIJTS,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,O,O,X,X,X,X,O,X,O
ZOLIJST,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X,O,O,X,X,X,X,O,X,O
ZOLISTJ,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,O,X,O
ZOLISJT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X,O,O,X,X,X,X,O,X,O
ZOLJTIS,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,O,O,X,X,X,X,O,X,O
ZOLJTSI,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,O,O,X,X,X,X,O,X,O
ZOLJITS,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,O,O,X,X,X,X,O,X,O
ZOLJIST,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X,O,O,X,X,X,X,O,X,O
ZOLJSTI,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X,O,O,X,X,X,X,O,X,O
ZOLJSIT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X,O,O,X,X,X,X,O,X,O
ZOLSTIJ,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,O,X,O
ZOLSTJI,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,O,X,O
ZOLSITJ,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,O,X,O
ZOLSIJT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X,O,O,X,X,X,X,O,X,O
ZOLSJTI,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X,O,O,X,X,X,X,O,X,O
ZOLSJIT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X,O,O,X,X,X,X,O,X,O
ZOJTILS,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O,O,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X,O,X,O
ZOJTISL,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O
ZOJTLIS,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X,O,X,O
ZOJTLSI,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X,O,X,O
ZOJTSIL,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O
ZOJTSLI,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O
ZOJITLS,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O,O,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X,O,X,O
ZOJITSL,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O
ZOJILTS,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O,O,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,O,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,O,O,X,X,X,X,O,X,O
ZOJILST,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O,O,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,O,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,O,O,X,X,X,X,O,X,O
ZOJISTL,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O
ZOJISLT,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O,O,X,X,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,O,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,O,O,X,X,X,X,O,X,O
ZOJLTIS,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,O,O,X,X,X,X,O,X,O
ZOJLTSI,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,O,O,X,X,X,X,O,X,O
ZOJLITS,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O,O,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,O,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,O,O,X,X,X,X,O,X,O
ZOJLIST,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O,O,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,O,X,X,O,X,X,X,X,O,X,O,O,X,X,X,X,X,O,O,X,X,X,X,O,X,O
ZOJLSTI,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,O,X,O,O,X,X,X,X,X,O,O,X,X,X,X,O,X,O
ZOJLSIT,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,O,X,O,O,X,X,X,X,X,O,O,X,X,X,X,O,X,O
ZOJSTIL,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O
ZOJSTLI,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,O
ZOJSITL,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O
ZOJSILT,X,X,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,O,O,O,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,O,X,X,O,X,X,X,X,O,X,O,O,X,X,X,X,X,O,O,X,X,X,X,O,X,O
ZOJSLTI,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,O,X,O,O,X,X,X,X,X,O,O,X,X,X,X,O,X,O
ZOJSLIT,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,O,X,O,O,X,X,X,X,X,O,O,X,X,X,X,O,X,O
ZOSTILJ,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,O,X,O
ZOSTIJL,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O
ZOSTLIJ,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,O,X,O
ZOSTLJI,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,O,X,O
ZOSTJIL,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O
ZOSTJLI,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,O
ZOSITLJ,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,O,X,O
ZOSITJL,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O
ZOSILTJ,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,O,X,O
ZOSILJT,X,X,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,O,O,O,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X,O,O,X,X,X,X,O,X,O
ZOSIJTL,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O
ZOSIJLT,X,X,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,O,O,O,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X,O,X,X,O,X,O,O,X,X,X,X,X,O,O,X,X,X,X,O,X,O
ZOSLTIJ,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,O,X,O
ZOSLTJI,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,O,X,O
ZOSLITJ,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,O,X,O
ZOSLIJT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X,O,O,X,X,X,X,O,X,O
ZOSLJTI,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X,O,X,X,O,X,O,O,X,X,X,X,X,O,O,X,X,X,X,O,X,O
ZOSLJIT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X,O,X,X,O,X,O,O,X,X,X,X,X,O,O,X,X,X,X,O,X,O
ZOSJTIL,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O
ZOSJTLI,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,O
ZOSJITL,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O
ZOSJILT,X,X,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,O,O,O,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X,O,X,X,O,X,O,O,X,X,X,X,X,O,O,X,X,X,X,O,X,O
ZOSJLTI,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X,O,X,X,O,X,O,O,X,X,X,X,X,O,O,X,X,X,X,O,X,O
ZOSJLIT,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X,O,X,X,O,X,O,O,X,X,X,X,X,O,O,X,X,X,X,O,X,O
OTILJSZ,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O,O,X,X,O,X,X,X,X,O,X,X,X,O,X,X,O,X,O,X,X,X,X,O,X,X,O,X,O,X,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O,O,O
OTILJZS,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O,O,X,X,O,X,X,X,X,O,X,X,X,O,X,X,O,X,O,X,X,X,X,O,X,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O,O,O
OTILSJZ,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O,O,X,X,O,X,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O,O,O
OTILSZJ,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,O
OTILZJS,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,O
OTILZSJ,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,O
OTIJLSZ,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O,O,X,X,O,X,X,X,X,O,X,X,X,O,X,X,O,X,O,X,X,X,X,O,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,O,O,X,O
OTIJLZS,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O,O,X,X,O,X,X,X,X,O,X,X,X,O,X,X,O,X,O,X,X,X,X,O,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,O
OTIJSLZ,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O
OTIJSZL,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O
OTIJZLS,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O,O,X,X,O,X,X,X,X,O,X,X,X,O,X,X,O,X,O,X,X,X,X,O,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,O
