sequence,v115@PhB8CeA8CeD8BeB8BeC8JeT/IvhFNlBGhBZnBCjB/r?B0pB,v115@PhB8CeA8CeD8BeB8BeC8JeT/IvhFOlBXhBZnBCjB9r?B0pB,v115@PhB8CeA8CeD8BeB8BeC8JeNEJvhFUgBGhBZnBCjB/r?BzpB,v115@PhB8CeA8CeD8BeB8BeC8Jex/IvhFXhBdnBCjBTkBeq?B0rB,v115@PhB8CeA8CeD8BeB8BeC8Jex/IvhFXhBdnBCjB2pB0r?BzpB,v115@PhB8CeA8CeD8BeB8BeC8JeNFJvhFGhBZnBCjBTkB/r?B0pB
LZOITJS,O,O,O,O,X,X
LZOITSJ,O,O,O,X,X,O
LZOIJTS,O,O,X,O,X,X
LZOIJST,O,O,X,O,X,X
LZOISTJ,O,O,O,X,X,O
LZOISJT,O,O,O,X,X,X
LZOJTIS,O,O,X,O,O,X
LZOJTSI,O,O,X,O,O,X
LZOJITS,O,O,X,O,O,X
LZOJIST,O,O,X,O,X,X
LZOJSTI,O,O,X,O,X,X
LZOJSIT,O,O,X,O,X,X
LZOSTIJ,O,O,O,X,X,O
LZOSTJI,O,O,O,O,X,O
LZOSITJ,O,O,O,X,X,O
LZOSIJT,O,O,O,X,X,X
LZOSJTI,O,O,O,O,X,X
LZOSJIT,O,O,O,O,X,X
LOTIJSZ,X,X,O,X,X,O
LOTIJZS,X,X,O,X,X,X
LOTISJZ,O,O,O,X,X,O
LOTISZJ,O,O,O,X,X,O
LOTIZJS,O,O,O,X,X,X
LOTIZSJ,O,O,O,X,X,O
LOTJISZ,X,X,O,X,X,O
LOTJIZS,X,X,O,O,X,X
LOTJSIZ,X,X,O,X,X,O
LOTJSZI,X,X,O,X,X,O
LOTJZIS,X,X,O,O,X,X
LOTJZSI,X,X,O,O,X,X
LOTSIJZ,O,O,O,X,X,O
LOTSIZJ,O,O,O,X,X,O
LOTSJIZ,O,O,O,X,X,O
LOTSJZI,O,O,O,X,X,O
LOTSZIJ,O,O,O,X,X,O
LOTSZJI,O,O,O,X,X,O
LOTZIJS,O,O,O,O,X,X
LOTZISJ,O,O,O,X,X,O
LOTZJIS,O,O,O,O,X,X
LOTZJSI,O,O,O,O,X,X
LOTZSIJ,O,O,O,X,X,O
LOTZSJI,O,O,O,O,X,O
LOITJSZ,X,X,O,X,X,O
LOITJZS,X,X,O,X,X,X
LOITSJZ,O,O,O,X,X,O
LOITSZJ,O,O,O,X,X,O
LOITZJS,O,O,O,X,X,X
LOITZSJ,O,O,O,X,X,O
LOIJTSZ,X,X,O,X,X,O
LOIJTZS,X,X,O,O,X,X
LOIJSTZ,X,X,O,X,X,O
LOIJSZT,X,X,O,O,X,X
LOIJZTS,X,X,X,O,X,X
LOIJZST,X,X,X,O,X,X
LOISTJZ,O,X,O,X,X,O
LOISTZJ,O,X,O,X,X,O
LOISJTZ,O,X,O,X,X,O
LOISJZT,O,X,O,X,X,X
LOISZTJ,O,X,O,X,X,O
LOISZJT,O,X,O,X,X,X
LOIZTJS,O,O,O,O,X,X
LOIZTSJ,O,O,O,X,X,O
LOIZJTS,O,O,X,O,X,X
LOIZJST,O,O,X,O,X,X
LOIZSTJ,O,O,O,X,X,O
LOIZSJT,O,O,O,X,X,X
LOJTISZ,X,X,O,X,X,O
LOJTIZS,X,X,O,O,X,X
LOJTSIZ,X,X,O,X,X,O
LOJTSZI,X,X,O,X,X,O
LOJTZIS,X,X,O,O,X,X
LOJTZSI,X,X,O,O,X,X
LOJITSZ,X,X,O,X,X,O
LOJITZS,X,X,O,O,X,X
LOJISTZ,X,X,O,X,X,O
LOJISZT,X,X,O,O,X,X
LOJIZTS,X,X,X,O,O,X
LOJIZST,X,X,X,O,X,X
LOJSTIZ,X,X,O,X,X,O
LOJSTZI,X,X,O,X,X,O
LOJSITZ,X,X,O,X,X,O
LOJSIZT,X,X,O,O,X,X
LOJSZTI,X,X,O,O,X,X
LOJSZIT,X,X,O,O,X,X
LOJZTIS,X,X,X,O,O,X
LOJZTSI,X,X,X,O,O,X
LOJZITS,X,X,X,O,O,X
LOJZIST,X,X,X,O,X,X
LOJZSTI,X,X,X,O,X,X
LOJZSIT,X,X,X,O,X,X
LOSTIJZ,O,X,O,X,X,O
LOSTIZJ,O,X,O,X,X,O
LOSTJIZ,O,X,O,X,X,O
LOSTJZI,O,X,O,X,X,O
LOSTZIJ,O,X,O,X,X,O
LOSTZJI,O,X,O,X,X,O
LOSITJZ,O,X,O,X,X,O
LOSITZJ,O,X,O,X,X,O
LOSIJTZ,O,X,O,X,X,O
LOSIJZT,O,X,O,X,X,X
LOSIZTJ,O,X,O,X,X,O
LOSIZJT,O,X,O,X,X,X
LOSJTIZ,O,X,O,X,X,O
LOSJTZI,O,X,O,X,X,O
LOSJITZ,O,X,O,X,X,O
LOSJIZT,O,X,O,O,X,X
LOSJZTI,O,X,O,O,X,X
LOSJZIT,O,X,O,O,X,X
LOSZTIJ,O,X,O,X,X,O
LOSZTJI,O,X,O,O,X,O
LOSZITJ,O,X,O,X,X,O
LOSZIJT,O,X,O,X,X,X
LOSZJTI,O,X,O,O,X,X
LOSZJIT,O,X,O,O,X,X
LOZTIJS,O,O,O,O,X,X
LOZTISJ,O,O,O,X,X,O
LOZTJIS,O,O,O,O,O,X
LOZTJSI,O,O,O,O,O,X
LOZTSIJ,O,O,O,O,O,O
LOZTSJI,O,O,O,O,O,O
LOZITJS,O,O,O,O,X,X
LOZITSJ,O,O,O,X,X,O
LOZIJTS,O,O,X,O,X,X
LOZIJST,O,O,X,O,X,X
LOZISTJ,O,O,O,X,X,O
LOZISJT,O,O,O,X,X,X
LOZJTIS,O,O,X,O,O,X
LOZJTSI,O,O,X,O,O,X
LOZJITS,O,O,X,O,O,X
LOZJIST,O,O,X,O,X,X
LOZJSTI,O,O,X,O,X,X
LOZJSIT,O,O,X,O,X,X
LOZSTIJ,O,O,O,X,X,O
LOZSTJI,O,O,O,O,X,O
LOZSITJ,O,O,O,X,X,O
LOZSIJT,O,O,O,X,X,X
LOZSJTI,O,O,O,O,X,X
LOZSJIT,O,O,O,O,X,X
JTILSZO,O,O,O,X,X,O
JTILSOZ,O,O,O,X,X,O
JTILZSO,O,O,O,O,O,X
JTILZOS,O,O,X,O,O,X
JTILOSZ,X,X,X,X,X,O
JTILOZS,X,X,X,X,X,X
JTISLZO,O,O,O,X,X,O
JTISLOZ,O,O,O,X,X,O
JTISZLO,O,O,O,O,O,O
JTISZOL,O,O,O,O,O,O
JTISOLZ,O,O,O,X,X,O
JTISOZL,O,O,O,X,X,O
JTIZLSO,O,O,O,O,O,X
JTIZLOS,O,O,X,O,O,X
JTIZSLO,O,O,O,O,O,X
JTIZSOL,O,O,O,O,O,X
JTIZOLS,O,O,X,O,O,X
JTIZOSL,O,O,X,O,O,X
JTIOLSZ,X,X,X,X,X,O
JTIOLZS,X,X,X,X,X,X
JTIOSLZ,X,X,X,X,X,O
JTIOSZL,X,X,X,X,X,O
JTIOZLS,X,X,X,X,X,X
JTIOZSL,X,X,X,X,X,X
JTLISZO,O,O,O,X,X,O
JTLISOZ,O,O,O,X,X,O
JTLIZSO,O,O,O,O,O,X
JTLIZOS,O,O,X,O,O,X
JTLIOSZ,X,X,X,X,X,O
JTLIOZS,X,X,X,X,X,X
JTLSIZO,O,O,O,X,X,O
JTLSIOZ,O,O,O,X,X,O
JTLSZIO,O,O,O,X,X,O
JTLSZOI,O,O,O,X,X,O
JTLSOIZ,O,O,O,X,X,O
JTLSOZI,O,O,O,X,X,O
JTLZISO,O,O,O,O,O,X
JTLZIOS,O,O,X,O,O,X
JTLZSIO,O,O,O,O,O,X
JTLZSOI,O,O,O,O,O,X
JTLZOIS,O,O,X,O,O,X
JTLZOSI,O,O,X,O,O,X
JTLOISZ,X,X,X,X,X,O
JTLOIZS,X,X,X,O,X,X
JTLOSIZ,X,X,X,X,X,O
JTLOSZI,X,X,X,X,X,O
JTLOZIS,X,X,X,O,X,X
JTLOZSI,X,X,X,O,X,X
JTSILZO,O,O,O,X,X,O
JTSILOZ,O,O,O,X,X,O
JTSIZLO,O,O,O,O,O,O
JTSIZOL,O,O,O,O,O,O
JTSIOLZ,O,O,O,X,X,O
JTSIOZL,O,O,O,X,X,O
JTSLIZO,O,O,O,X,X,O
JTSLIOZ,O,O,O,X,X,O
JTSLZIO,O,O,O,X,X,O
JTSLZOI,O,O,O,X,X,O
JTSLOIZ,O,O,O,X,X,O
JTSLOZI,O,O,O,X,X,O
JTSZILO,O,O,O,O,O,O
JTSZIOL,O,O,O,O,O,O
JTSZLIO,O,O,O,O,O,O
JTSZLOI,O,O,O,O,O,O
JTSZOIL,O,O,O,O,O,O
JTSZOLI,O,O,O,O,O,O
JTSOILZ,O,O,O,X,X,O
JTSOIZL,O,O,O,O,X,O
JTSOLIZ,O,O,O,X,X,O
JTSOLZI,O,O,O,X,X,O
JTSOZIL,O,O,O,O,X,O
JTSOZLI,O,O,O,O,X,O
JTZILSO,O,O,O,O,O,X
JTZILOS,O,O,X,O,O,X
JTZISLO,O,O,O,O,O,X
JTZISOL,O,O,O,O,O,X
JTZIOLS,O,O,X,O,O,X
JTZIOSL,O,O,X,O,O,X
JTZLISO,O,O,O,O,O,X
JTZLIOS,O,O,X,O,O,X
JTZLSIO,O,O,O,O,O,X
JTZLSOI,O,O,O,O,O,X
JTZLOIS,O,O,X,O,O,X
JTZLOSI,O,O,X,O,O,X
JTZSILO,O,O,O,O,O,X
JTZSIOL,O,O,O,O,O,X
JTZSLIO,O,O,O,O,O,X
JTZSLOI,O,O,O,O,O,X
JTZSOIL,O,O,O,O,O,X
JTZSOLI,O,O,O,O,O,X
JTZOILS,O,O,X,O,O,X
JTZOISL,O,O,X,O,O,X
JTZOLIS,O,O,X,O,O,X
JTZOLSI,O,O,X,O,O,X
JTZOSIL,O,O,X,O,O,X
JTZOSLI,O,O,X,O,O,X
JTOILSZ,X,X,X,X,X,O
JTOILZS,X,X,X,O,X,X
JTOISLZ,X,X,X,X,X,O
JTOISZL,X,X,X,O,X,O
JTOIZLS,X,X,X,O,X,X
JTOIZSL,X,X,X,O,X,X
JTOLISZ,X,X,X,X,X,O
JTOLIZS,X,X,X,O,X,X
JTOLSIZ,X,X,X,X,X,O
JTOLSZI,X,X,X,X,X,O
JTOLZIS,X,X,X,O,X,X
JTOLZSI,X,X,X,O,X,X
JTOSILZ,X,X,X,X,X,O
JTOSIZL,X,X,X,O,X,O
JTOSLIZ,X,X,X,X,X,O
JTOSLZI,X,X,X,X,X,O
JTOSZIL,X,X,X,O,X,O
JTOSZLI,X,X,X,O,X,O
JTOZILS,X,X,X,O,X,X
JTOZISL,X,X,X,O,X,X
JTOZLIS,X,X,X,O,X,X
JTOZLSI,X,X,X,O,X,X
JTOZSIL,X,X,X,O,X,X
JTOZSLI,X,X,X,O,X,X
JITLSZO,O,O,O,X,X,O
JITLSOZ,O,O,O,X,X,O
JITLZSO,O,O,O,O,O,X
JITLZOS,O,O,X,O,O,X
JITLOSZ,X,X,X,X,X,O
JITLOZS,X,X,X,X,X,X
JITSLZO,O,O,O,X,X,O
JITSLOZ,O,O,O,X,X,O
JITSZLO,O,O,O,O,O,O
JITSZOL,O,O,O,O,O,O
JITSOLZ,O,O,O,X,X,O
JITSOZL,O,O,O,X,X,O
JITZLSO,O,O,O,O,O,X
JITZLOS,O,O,X,O,O,X
JITZSLO,O,O,O,O,O,X
JITZSOL,O,O,O,O,O,X
JITZOLS,O,O,X,O,O,X
JITZOSL,O,O,X,O,O,X
JITOLSZ,X,X,X,X,X,O
JITOLZS,X,X,X,X,X,X
JITOSLZ,X,X,X,X,X,O
JITOSZL,X,X,X,X,X,O
JITOZLS,X,X,X,X,X,X
JITOZSL,X,X,X,X,X,X
JILTSZO,O,O,O,X,X,O
JILTSOZ,O,O,O,X,X,O
JILTZSO,O,O,O,O,O,X
JILTZOS,O,O,X,O,O,X
JILTOSZ,X,X,X,X,X,O
JILTOZS,X,X,X,X,X,X
JILSTZO,O,X,O,X,X,O
JILSTOZ,O,X,O,X,X,O
JILSZTO,O,X,O,O,O,O
JILSZOT,O,X,O,X,X,X
JILSOTZ,O,X,O,X,X,O
JILSOZT,O,X,O,X,X,X
JILZTSO,O,O,X,O,O,X
JILZTOS,O,O,X,O,O,X
JILZSTO,O,O,X,O,O,X
JILZSOT,O,O,X,X,X,X
JILZOTS,O,O,X,O,O,X
JILZOST,O,O,X,O,X,X
JILOTSZ,X,X,O,X,X,O
JILOTZS,X,X,O,O,X,X
JILOSTZ,X,X,O,X,X,O
JILOSZT,X,X,O,O,X,X
JILOZTS,X,X,X,O,O,X
JILOZST,X,X,X,O,X,X
JISTLZO,O,X,O,X,X,O
JISTLOZ,O,X,O,X,X,O
JISTZLO,O,X,O,O,O,O
JISTZOL,O,X,O,O,O,O
JISTOLZ,O,X,O,X,X,O
JISTOZL,O,X,O,X,X,O
JISLTZO,O,X,O,X,X,O
JISLTOZ,O,X,O,X,X,O
JISLZTO,O,X,O,O,O,O
JISLZOT,O,X,O,X,X,X
JISLOTZ,O,X,O,X,X,O
JISLOZT,O,X,O,X,X,X
JISZTLO,O,X,O,O,O,O
JISZTOL,O,X,O,O,O,O
JISZLTO,O,X,O,O,O,O
JISZLOT,O,X,O,X,X,X
JISZOTL,O,X,O,O,O,X
JISZOLT,O,X,O,O,X,X
JISOTLZ,O,X,O,X,X,O
JISOTZL,O,X,O,O,X,O
JISOLTZ,O,X,O,X,X,O
JISOLZT,O,X,O,O,X,X
JISOZTL,O,X,O,O,O,X
JISOZLT,O,X,O,O,X,X
JIZTLSO,O,O,X,O,O,X
JIZTLOS,O,O,X,O,O,X
JIZTSLO,O,O,X,O,O,X
JIZTSOL,O,O,X,O,O,X
JIZTOLS,O,O,X,O,O,X
JIZTOSL,O,O,X,O,O,X
JIZLTSO,O,O,X,O,O,X
JIZLTOS,O,O,X,O,O,X
JIZLSTO,O,O,X,O,O,X
JIZLSOT,O,O,X,X,X,X
JIZLOTS,O,O,X,O,O,X
JIZLOST,O,O,X,O,X,X
JIZSTLO,O,O,X,O,O,X
JIZSTOL,O,O,X,O,O,X
JIZSLTO,O,O,X,O,O,X
JIZSLOT,O,O,X,X,X,X
JIZSOTL,O,O,X,O,O,X
JIZSOLT,O,O,X,O,X,X
JIZOTLS,O,O,X,O,O,X
JIZOTSL,O,O,X,O,O,X
JIZOLTS,O,O,X,O,O,X
JIZOLST,O,O,X,O,X,X
JIZOSTL,O,O,X,O,O,X
JIZOSLT,O,O,X,O,X,X
JIOTLSZ,X,X,O,X,X,O
JIOTLZS,X,X,O,O,X,X
JIOTSLZ,X,X,O,X,X,O
JIOTSZL,X,X,O,O,X,O
JIOTZLS,X,X,O,O,X,X
JIOTZSL,X,X,O,O,X,X
JIOLTSZ,X,X,O,X,X,O
JIOLTZS,X,X,O,O,X,X
JIOLSTZ,X,X,O,X,X,O
JIOLSZT,X,X,O,O,X,X
JIOLZTS,X,X,X,O,O,X
JIOLZST,X,X,X,O,X,X
JIOSTLZ,X,X,O,X,X,O
JIOSTZL,X,X,O,O,X,O
JIOSLTZ,X,X,O,X,X,O
JIOSLZT,X,X,O,O,X,X
JIOSZTL,X,X,O,O,O,X
JIOSZLT,X,X,O,O,X,X
JIOZTLS,X,X,X,O,O,X
JIOZTSL,X,X,X,O,O,X
JIOZLTS,X,X,X,O,O,X
JIOZLST,X,X,X,O,X,X
JIOZSTL,X,X,X,O,O,X
JIOZSLT,X,X,X,O,X,X
JLTISZO,O,O,O,X,X,O
JLTISOZ,O,O,O,X,X,O
JLTIZSO,O,O,O,O,O,X
JLTIZOS,O,O,X,O,O,X
JLTIOSZ,X,X,X,X,X,O
JLTIOZS,X,X,X,X,X,X
JLTSIZO,O,O,O,X,X,O
JLTSIOZ,O,O,O,X,X,O
JLTSZIO,O,O,O,X,X,O
JLTSZOI,O,O,O,X,X,O
JLTSOIZ,O,O,O,X,X,O
JLTSOZI,O,O,O,X,X,O
JLTZISO,O,O,O,O,O,X
JLTZIOS,O,O,X,O,O,X
JLTZSIO,O,O,O,O,O,X
JLTZSOI,O,O,O,O,O,X
JLTZOIS,O,O,X,O,O,X
JLTZOSI,O,O,X,O,O,X
JLTOISZ,X,X,X,X,X,O
JLTOIZS,X,X,X,O,X,X
JLTOSIZ,X,X,X,X,X,O
JLTOSZI,X,X,X,X,X,O
JLTOZIS,X,X,X,O,X,X
JLTOZSI,X,X,X,O,X,X
JLITSZO,O,O,O,X,X,O
JLITSOZ,O,O,O,X,X,O
JLITZSO,O,O,O,O,O,X
JLITZOS,O,O,X,O,O,X
JLITOSZ,X,X,X,X,X,O
JLITOZS,X,X,X,X,X,X
JLISTZO,O,X,O,X,X,O
JLISTOZ,O,X,O,X,X,O
JLISZTO,O,X,O,O,O,O
JLISZOT,O,X,O,X,X,X
JLISOTZ,O,X,O,X,X,O
JLISOZT,O,X,O,X,X,X
JLIZTSO,O,O,X,O,O,X
JLIZTOS,O,O,X,O,O,X
JLIZSTO,O,O,X,O,O,X
JLIZSOT,O,O,X,X,X,X
JLIZOTS,O,O,X,O,O,X
JLIZOST,O,O,X,O,X,X
JLIOTSZ,X,X,O,X,X,O
JLIOTZS,X,X,O,O,X,X
JLIOSTZ,X,X,O,X,X,O
JLIOSZT,X,X,O,O,X,X
JLIOZTS,X,X,X,O,O,X
JLIOZST,X,X,X,O,X,X
JLSTIZO,O,X,O,X,X,O
JLSTIOZ,O,X,O,X,X,O
JLSTZIO,O,X,O,X,X,O
JLSTZOI,O,X,O,X,X,O
JLSTOIZ,O,X,O,X,X,O
JLSTOZI,O,X,O,X,X,O
JLSITZO,O,X,O,X,X,O
JLSITOZ,O,X,O,X,X,O
JLSIZTO,O,X,O,O,O,O
JLSIZOT,O,X,O,X,X,X
JLSIOTZ,O,X,O,X,X,O
JLSIOZT,O,X,O,X,X,X
JLSZTIO,O,X,O,O,O,O
JLSZTOI,O,X,O,O,O,O
JLSZITO,O,X,O,O,O,O
JLSZIOT,O,X,O,X,X,X
JLSZOTI,O,X,O,O,X,X
JLSZOIT,O,X,O,O,X,X
JLSOTIZ,O,X,O,X,X,O
JLSOTZI,O,X,O,X,X,O
JLSOITZ,O,X,O,X,X,O
JLSOIZT,O,X,O,O,X,X
JLSOZTI,O,X,O,O,X,X
JLSOZIT,O,X,O,O,X,X
JLZTISO,O,O,X,O,O,X
JLZTIOS,O,O,X,O,O,X
JLZTSIO,O,O,X,O,O,X
JLZTSOI,O,O,X,O,O,X
JLZTOIS,O,O,X,O,O,X
JLZTOSI,O,O,X,O,O,X
JLZITSO,O,O,X,O,O,X
JLZITOS,O,O,X,O,O,X
JLZISTO,O,O,X,O,O,X
JLZISOT,O,O,X,X,X,X
JLZIOTS,O,O,X,O,O,X
JLZIOST,O,O,X,O,X,X
JLZSTIO,O,O,X,O,O,X
JLZSTOI,O,O,X,O,O,X
JLZSITO,O,O,X,O,O,X
JLZSIOT,O,O,X,X,X,X
JLZSOTI,O,O,X,O,X,X
JLZSOIT,O,O,X,O,X,X
JLZOTIS,O,O,X,O,O,X
JLZOTSI,O,O,X,O,O,X
JLZOITS,O,O,X,O,O,X
JLZOIST,O,O,X,O,X,X
JLZOSTI,O,O,X,O,X,X
JLZOSIT,O,O,X,O,X,X
JLOTISZ,X,X,O,X,X,O
JLOTIZS,X,X,O,O,X,X
JLOTSIZ,X,X,O,X,X,O
JLOTSZI,X,X,O,X,X,O
JLOTZIS,X,X,O,O,X,X
JLOTZSI,X,X,O,O,X,X
JLOITSZ,X,X,O,X,X,O
JLOITZS,X,X,O,O,X,X
JLOISTZ,X,X,O,X,X,O
JLOISZT,X,X,O,O,X,X
JLOIZTS,X,X,X,O,O,X
JLOIZST,X,X,X,O,X,X
JLOSTIZ,X,X,O,X,X,O
JLOSTZI,X,X,O,X,X,O
JLOSITZ,X,X,O,X,X,O
JLOSIZT,X,X,O,O,X,X
JLOSZTI,X,X,O,O,X,X
JLOSZIT,X,X,O,O,X,X
JLOZTIS,X,X,X,O,O,X
JLOZTSI,X,X,X,O,O,X
JLOZITS,X,X,X,O,O,X
JLOZIST,X,X,X,O,X,X
JLOZSTI,X,X,X,O,X,X
JLOZSIT,X,X,X,O,X,X
JSTILZO,O,O,O,X,X,O
JSTILOZ,O,O,O,X,X,O
JSTIZLO,O,O,O,O,O,O
JSTIZOL,O,O,O,O,O,O
JSTIOLZ,O,O,O,X,X,O
JSTIOZL,O,O,O,X,X,O
JSTLIZO,O,O,O,X,X,O
JSTLIOZ,O,O,O,X,X,O
JSTLZIO,O,O,O,X,X,O
JSTLZOI,O,O,O,X,X,O
JSTLOIZ,O,O,O,X,X,O
JSTLOZI,O,O,O,X,X,O
JSTZILO,O,O,O,O,O,O
JSTZIOL,O,O,O,O,O,O
JSTZLIO,O,O,O,O,O,O
JSTZLOI,O,O,O,O,O,O
JSTZOIL,O,O,O,O,O,O
JSTZOLI,O,O,O,O,O,O
JSTOILZ,O,O,O,X,X,O
JSTOIZL,O,O,O,O,X,O
JSTOLIZ,O,O,O,X,X,O
JSTOLZI,O,O,O,X,X,O
JSTOZIL,O,O,O,O,X,O
JSTOZLI,O,O,O,O,X,O
JSITLZO,O,O,O,X,X,O
JSITLOZ,O,O,O,X,X,O
JSITZLO,O,O,O,O,O,O
JSITZOL,O,O,O,O,O,O
JSITOLZ,O,O,O,X,X,O
JSITOZL,O,O,O,X,X,O
JSILTZO,O,X,O,X,X,O
JSILTOZ,O,X,O,X,X,O
JSILZTO,O,X,O,O,O,O
JSILZOT,O,X,O,X,X,X
JSILOTZ,O,X,O,X,X,O
JSILOZT,O,X,O,X,X,X
JSIZTLO,O,O,O,O,O,O
JSIZTOL,O,O,O,O,O,O
JSIZLTO,O,X,O,O,O,O
JSIZLOT,O,X,O,X,X,X
JSIZOTL,O,O,O,O,O,X
JSIZOLT,O,X,O,O,X,X
JSIOTLZ,O,X,O,X,X,O
JSIOTZL,O,X,O,O,X,O
JSIOLTZ,O,X,O,X,X,O
JSIOLZT,O,X,O,O,X,X
JSIOZTL,O,X,O,O,O,X
JSIOZLT,O,X,O,O,X,X
JSLTIZO,O,O,O,X,X,O
JSLTIOZ,O,O,O,X,X,O
JSLTZIO,O,O,O,X,X,O
JSLTZOI,O,O,O,X,X,O
JSLTOIZ,O,O,O,X,X,O
JSLTOZI,O,O,O,X,X,O
JSLITZO,O,X,O,X,X,O
JSLITOZ,O,X,O,X,X,O
JSLIZTO,O,X,O,O,O,O
JSLIZOT,O,X,O,X,X,X
JSLIOTZ,O,X,O,X,X,O
JSLIOZT,O,X,O,X,X,X
JSLZTIO,O,O,O,O,O,O
JSLZTOI,O,O,O,O,O,O
JSLZITO,O,X,O,O,O,O
JSLZIOT,O,X,O,X,X,X
JSLZOTI,O,O,O,O,X,X
JSLZOIT,O,X,O,O,X,X
JSLOTIZ,O,X,O,X,X,O
JSLOTZI,O,X,O,X,X,O
JSLOITZ,O,X,O,X,X,O
JSLOIZT,O,X,O,O,X,X
JSLOZTI,O,X,O,O,X,X
JSLOZIT,O,X,O,O,X,X
JSZTILO,O,O,O,O,O,O
JSZTIOL,O,O,O,O,O,O
JSZTLIO,O,O,O,O,O,O
JSZTLOI,O,O,O,O,O,O
JSZTOIL,O,O,O,O,O,O
JSZTOLI,O,O,O,O,O,O
JSZITLO,O,O,O,O,O,O
JSZITOL,O,O,O,O,O,O
JSZILTO,O,X,O,O,O,O
JSZILOT,O,X,O,X,X,X
JSZIOTL,O,O,O,O,O,X
JSZIOLT,O,X,O,O,X,X
JSZLTIO,O,O,O,O,O,O
JSZLTOI,O,O,O,O,O,O
JSZLITO,O,X,O,O,O,O
JSZLIOT,O,X,O,X,X,X
JSZLOTI,O,O,O,O,X,X
JSZLOIT,O,X,O,O,X,X
JSZOTIL,O,O,O,O,O,X
JSZOTLI,O,O,O,O,O,X
JSZOITL,O,O,O,O,O,X
JSZOILT,O,X,O,O,X,X
JSZOLTI,O,O,O,O,X,X
JSZOLIT,O,X,O,O,X,X
JSOTILZ,O,O,O,X,X,O
JSOTIZL,O,O,O,O,X,O
JSOTLIZ,O,O,O,X,X,O
JSOTLZI,O,O,O,X,X,O
JSOTZIL,O,O,O,O,X,O
JSOTZLI,O,O,O,O,X,O
JSOITLZ,O,X,O,X,X,O
JSOITZL,O,X,O,O,X,O
JSOILTZ,O,X,O,X,X,O
JSOILZT,O,X,O,O,X,X
JSOIZTL,O,X,O,O,O,X
JSOIZLT,O,X,O,O,X,X
JSOLTIZ,O,X,O,X,X,O
JSOLTZI,O,X,O,X,X,O
JSOLITZ,O,X,O,X,X,O
JSOLIZT,O,X,O,O,X,X
JSOLZTI,O,X,O,O,X,X
JSOLZIT,O,X,O,O,X,X
JSOZTIL,O,O,O,O,O,X
JSOZTLI,O,O,O,O,O,X
JSOZITL,O,O,O,O,O,X
JSOZILT,O,X,O,O,X,X
JSOZLTI,O,O,O,O,X,X
JSOZLIT,O,X,O,O,X,X
JZTILSO,O,O,X,O,O,X
JZTILOS,O,O,X,O,O,X
JZTISLO,O,O,X,O,O,X
JZTISOL,O,O,X,O,O,X
JZTIOLS,O,O,X,O,O,X
JZTIOSL,O,O,X,O,O,X
JZTLISO,O,O,X,O,O,X
JZTLIOS,O,O,X,O,O,X
JZTLSIO,O,O,X,O,O,X
JZTLSOI,O,O,X,O,O,X
JZTLOIS,O,O,X,O,O,X
JZTLOSI,O,O,X,O,O,X
JZTSILO,O,O,X,O,O,X
JZTSIOL,O,O,X,O,O,X
JZTSLIO,O,O,X,O,O,X
JZTSLOI,O,O,X,O,O,X
JZTSOIL,O,O,X,O,O,X
JZTSOLI,O,O,X,O,O,X
JZTOILS,O,O,X,O,O,X
JZTOISL,O,O,X,O,O,X
JZTOLIS,O,O,X,O,O,X
JZTOLSI,O,O,X,O,O,X
JZTOSIL,O,O,X,O,O,X
JZTOSLI,O,O,X,O,O,X
JZITLSO,O,O,X,O,O,X
JZITLOS,O,O,X,O,O,X
JZITSLO,O,O,X,O,O,X
JZITSOL,O,O,X,O,O,X
JZITOLS,O,O,X,O,O,X
JZITOSL,O,O,X,O,O,X
JZILTSO,O,O,X,O,O,X
JZILTOS,O,O,X,O,O,X
JZILSTO,O,O,X,O,O,X
JZILSOT,O,O,X,X,X,X
JZILOTS,O,O,X,O,O,X
JZILOST,O,O,X,O,X,X
JZISTLO,O,O,X,O,O,X
JZISTOL,O,O,X,O,O,X
JZISLTO,O,O,X,O,O,X
JZISLOT,O,O,X,X,X,X
JZISOTL,O,O,X,O,O,X
JZISOLT,O,O,X,O,X,X
JZIOTLS,O,O,X,O,O,X
JZIOTSL,O,O,X,O,O,X
JZIOLTS,O,O,X,O,O,X
JZIOLST,O,O,X,O,X,X
JZIOSTL,O,O,X,O,O,X
JZIOSLT,O,O,X,O,X,X
JZLTISO,O,O,X,O,O,X
JZLTIOS,O,O,X,O,O,X
JZLTSIO,O,O,X,O,O,X
JZLTSOI,O,O,X,O,O,X
JZLTOIS,O,O,X,O,O,X
JZLTOSI,O,O,X,O,O,X
JZLITSO,O,O,X,O,O,X
JZLITOS,O,O,X,O,O,X
JZLISTO,O,O,X,O,O,X
JZLISOT,O,O,X,X,X,X
JZLIOTS,O,O,X,O,O,X
JZLIOST,O,O,X,O,X,X
JZLSTIO,O,O,X,O,O,X
JZLSTOI,O,O,X,O,O,X
JZLSITO,O,O,X,O,O,X
JZLSIOT,O,O,X,X,X,X
JZLSOTI,O,O,X,O,X,X
JZLSOIT,O,O,X,O,X,X
JZLOTIS,O,O,X,O,O,X
JZLOTSI,O,O,X,O,O,X
JZLOITS,O,O,X,O,O,X
JZLOIST,O,O,X,O,X,X
JZLOSTI,O,O,X,O,X,X
JZLOSIT,O,O,X,O,X,X
