sequence,v115@HhB8HeB8DeB8BeC8DeC8Jex/IvhFmhBCjB/qBToB0r?BFrB,v115@HhB8HeB8DeB8BeC8DeC8Jem/IvhFChBxiB/rBToB0q?BFsB,v115@HhB8HeB8DeB8BeC8DeC8Jem/IvhF8mBCjB3lBToBFm?BRwB,v115@HhB8HeB8DeB8BeC8DeC8Jex/IvhFymBTlBFoBGoB0r?BXrB,v115@HhB8HeB8DeB8BeC8DeC8Jex/IvhFymBTlBFoBGoBXr?B0rB,v115@HhB8HeB8DeB8BeC8DeC8Jex/IvhF/mBGjBTlBUoBVw?BasB,v115@HhB8HeB8DeB8BeC8DeC8Jex/IvhFlhBziB+oB/qBUm?BywB,v115@HhB8HeB8DeB8BeC8DeC8Jex/IvhFzhBfoB6oB2qB1w?B8qB,v115@HhB8HeB8DeB8BeC8DeC8Jex/IvhFVmBGjB/qBUoBTr?BasB,v115@HhB8HeB8DeB8BeC8DeC8Jex/IvhFylB3mBFoBGoB0q?BzrB,v115@HhB8HeB8DeB8BeC8DeC8JeFBJvhF6qBcrBxnBmkBTo?BXsB,v115@HhB8HeB8DeB8BeC8DeC8Je3AJvhFCiB8qBxnBmkBTo?B1wB
JLZIOTS,O,O,O,X,X,X,X,X,X,X,X,X
JLZIOST,O,O,O,X,X,X,X,X,X,X,X,X
JLZSTIO,O,X,X,X,X,X,X,X,X,X,X,X
JLZSTOI,X,O,X,X,X,X,X,X,X,X,X,X
JLZSITO,O,X,X,X,X,X,X,X,X,X,X,X
JLZSIOT,O,O,X,X,X,X,X,X,X,X,X,X
JLZSOTI,O,O,O,X,X,X,X,X,X,X,X,X
JLZSOIT,O,O,O,X,X,X,X,X,X,X,X,X
JLZOTIS,O,O,O,O,X,X,X,X,X,X,X,X
JLZOTSI,O,X,O,O,X,X,X,X,X,X,X,X
JLZOITS,O,O,O,O,X,X,X,X,X,X,X,X
JLZOIST,O,O,O,X,X,X,X,X,X,X,X,X
JLZOSTI,O,O,O,X,X,X,X,X,X,X,X,X
JLZOSIT,O,O,O,X,X,X,X,X,X,X,X,X
JLOTISZ,O,X,O,O,O,X,X,X,X,X,X,X
JLOTIZS,O,X,O,O,O,X,X,X,X,X,X,X
JLOTSIZ,O,X,X,O,O,X,X,X,X,X,X,X
JLOTSZI,X,X,O,O,O,X,X,X,X,X,X,X
JLOTZIS,O,X,O,O,O,X,X,X,X,X,X,X
JLOTZSI,O,X,O,O,O,X,X,X,X,X,X,X
JLOITSZ,O,X,O,O,O,X,X,X,X,X,X,X
JLOITZS,O,X,O,O,O,X,X,X,X,X,X,X
JLOISTZ,O,X,O,X,X,X,X,X,X,X,X,X
JLOISZT,O,X,O,X,X,X,O,X,X,X,X,X
JLOIZTS,O,O,O,X,X,X,X,X,X,X,X,X
JLOIZST,O,O,O,X,X,X,X,X,X,X,X,X
JLOSTIZ,O,X,X,X,X,X,X,X,X,X,X,X
JLOSTZI,X,X,O,X,X,X,X,X,X,X,X,X
JLOSITZ,O,X,O,X,X,X,X,X,X,X,X,X
JLOSIZT,O,X,O,X,X,X,O,X,X,X,X,X
JLOSZTI,O,X,O,X,X,X,O,X,X,X,X,X
JLOSZIT,O,X,O,X,X,X,O,X,X,X,X,X
JLOZTIS,O,O,O,X,X,X,X,X,X,X,X,X
JLOZTSI,O,X,O,X,X,X,X,X,X,X,X,X
JLOZITS,O,O,O,X,X,X,X,X,X,X,X,X
JLOZIST,O,O,O,X,X,X,X,X,X,X,X,X
JLOZSTI,O,O,O,X,X,X,X,X,X,X,X,X
JLOZSIT,O,O,O,X,X,X,X,X,X,X,X,X
JSTILZO,O,X,X,X,X,X,X,O,X,X,X,X
JSTILOZ,O,X,X,X,X,X,X,O,X,X,X,X
JSTIZLO,X,X,X,X,X,X,O,X,X,X,X,X
JSTIZOL,X,X,X,X,X,X,O,X,X,X,X,X
JSTIOLZ,O,X,X,X,X,X,X,O,X,X,X,X
JSTIOZL,X,X,X,X,X,X,O,X,X,X,X,X
JSTLIZO,O,X,X,X,X,X,X,O,X,X,X,X
JSTLIOZ,O,X,X,X,X,X,X,O,X,X,X,X
JSTLZIO,X,X,X,X,X,X,X,O,X,X,X,X
JSTLZOI,X,X,X,X,X,X,X,O,X,X,X,X
JSTLOIZ,X,X,X,X,O,X,X,O,X,X,X,X
JSTLOZI,X,X,X,X,O,X,X,O,X,X,X,X
JSTZILO,X,X,X,X,X,X,O,X,X,O,X,X
JSTZIOL,X,X,X,X,X,X,O,X,X,X,X,X
JSTZLIO,X,X,X,X,X,X,O,O,X,O,X,X
JSTZLOI,X,X,X,X,X,X,O,O,X,O,X,X
JSTZOIL,X,X,X,X,X,X,O,X,X,X,X,X
JSTZOLI,X,X,O,X,X,X,O,O,X,X,X,X
JSTOILZ,O,X,X,X,O,X,X,O,X,X,X,X
JSTOIZL,X,X,X,X,X,X,O,X,X,X,X,X
JSTOLIZ,O,X,X,X,O,X,X,O,X,X,X,X
JSTOLZI,X,X,O,X,O,X,X,O,X,X,X,X
JSTOZIL,X,X,X,X,X,X,O,X,X,X,X,X
JSTOZLI,X,X,O,X,X,X,O,O,X,X,X,X
JSITLZO,O,X,X,X,X,X,X,X,X,X,X,X
JSITLOZ,O,X,X,X,X,X,X,X,X,X,X,X
JSITZLO,X,X,X,X,X,X,O,X,X,X,X,X
JSITZOL,X,X,O,X,X,X,O,X,X,X,X,X
JSITOLZ,O,X,O,X,X,X,X,X,X,X,X,X
JSITOZL,X,X,O,X,X,X,O,X,X,X,X,X
JSILTZO,O,X,X,X,X,X,X,X,X,X,X,X
JSILTOZ,O,X,X,X,X,X,X,X,X,X,X,X
JSILZTO,O,X,X,X,X,X,O,X,X,X,X,X
JSILZOT,O,X,O,X,X,X,O,X,X,X,X,X
JSILOTZ,O,X,O,X,X,X,X,X,X,X,X,X
JSILOZT,O,X,O,X,X,X,O,X,X,X,X,X
JSIZTLO,O,X,X,X,X,X,O,X,X,X,X,X
JSIZTOL,O,X,O,X,X,X,O,X,O,X,X,X
JSIZLTO,O,X,X,X,X,X,O,X,X,X,X,X
JSIZLOT,O,X,O,X,X,X,O,X,O,X,X,X
JSIZOTL,O,X,O,X,X,X,O,X,O,X,X,X
JSIZOLT,O,X,O,X,X,X,O,X,O,X,X,X
JSIOTLZ,O,X,O,X,X,X,X,X,X,X,X,X
JSIOTZL,X,X,O,X,X,X,O,X,O,X,X,X
JSIOLTZ,O,X,O,X,X,X,X,X,X,X,X,X
JSIOLZT,O,X,O,X,X,X,O,X,X,X,X,X
JSIOZTL,O,X,O,X,X,X,O,X,O,X,X,X
JSIOZLT,O,X,O,X,X,X,O,X,O,X,X,X
JSLTIZO,O,X,X,X,X,X,X,O,X,X,X,X
JSLTIOZ,O,X,X,X,X,X,X,O,X,X,X,X
JSLTZIO,X,X,X,X,X,X,X,O,X,X,X,X
JSLTZOI,X,X,X,X,X,X,X,O,X,X,X,X
JSLTOIZ,X,X,X,X,O,X,X,O,X,X,X,X
JSLTOZI,X,X,X,X,O,X,X,O,X,X,X,X
JSLITZO,O,X,X,X,X,X,X,X,X,X,X,X
JSLITOZ,O,X,X,X,X,X,X,X,X,X,X,X
JSLIZTO,O,X,X,X,X,X,O,X,X,X,X,X
JSLIZOT,O,X,X,X,X,X,O,X,X,X,X,X
JSLIOTZ,O,X,X,X,X,X,X,X,X,X,X,X
JSLIOZT,O,X,X,X,X,X,O,X,X,X,X,X
JSLZTIO,O,X,X,X,X,X,O,X,X,X,X,X
JSLZTOI,X,X,X,X,X,X,O,X,X,X,X,X
JSLZITO,O,X,X,X,X,X,O,X,X,X,X,X
JSLZIOT,O,X,X,X,X,X,O,X,X,X,X,X
JSLZOTI,X,X,O,X,X,X,O,X,X,X,X,X
JSLZOIT,O,X,O,X,X,X,O,X,X,X,X,X
JSLOTIZ,O,X,X,X,O,X,X,O,X,X,X,X
JSLOTZI,X,X,O,X,O,X,X,O,X,X,X,X
JSLOITZ,O,X,X,X,O,X,X,X,X,X,X,X
JSLOIZT,O,X,O,X,X,X,O,X,X,X,X,X
JSLOZTI,X,X,O,X,X,X,O,X,X,X,X,X
JSLOZIT,O,X,O,X,X,X,O,X,X,X,X,X
JSZTILO,O,X,X,X,X,X,O,X,X,O,X,X
JSZTIOL,O,X,X,X,X,X,O,X,O,X,X,X
JSZTLIO,O,X,X,X,X,X,O,X,X,O,X,X
JSZTLOI,X,O,X,X,X,X,O,X,X,O,X,X
JSZTOIL,O,O,X,X,X,X,O,X,O,X,X,X
JSZTOLI,O,O,O,X,X,X,O,X,O,X,X,X
JSZITLO,O,X,X,X,X,X,O,X,X,O,X,X
JSZITOL,O,X,O,X,X,X,O,X,O,X,X,X
JSZILTO,O,X,X,X,X,X,O,X,X,O,X,X
JSZILOT,O,O,O,X,X,X,O,X,O,X,X,X
JSZIOTL,O,O,O,X,X,X,O,X,O,X,X,X
JSZIOLT,O,O,O,X,X,X,O,X,O,X,X,X
JSZLTIO,O,X,X,X,X,X,O,X,X,O,X,X
JSZLTOI,X,O,X,X,X,X,O,X,X,O,X,X
JSZLITO,O,X,X,X,X,X,O,X,X,O,X,X
JSZLIOT,O,O,X,X,X,X,O,X,O,X,X,X
JSZLOTI,O,O,O,X,X,X,O,X,O,X,X,X
JSZLOIT,O,O,O,X,X,X,O,X,O,X,X,X
JSZOTIL,O,O,X,X,X,X,O,X,O,X,X,X
JSZOTLI,O,O,O,X,X,X,O,X,O,X,X,X
JSZOITL,O,O,O,X,X,X,O,X,O,X,X,X
JSZOILT,O,O,O,X,X,X,O,X,O,X,X,X
JSZOLTI,O,O,O,X,X,X,O,X,O,X,X,X
JSZOLIT,O,O,O,X,X,X,O,X,O,X,X,X
JSOTILZ,O,X,X,X,O,X,X,O,X,X,X,X
JSOTIZL,X,X,X,X,X,X,O,X,O,X,X,X
JSOTLIZ,O,X,X,X,O,X,X,O,X,X,X,X
JSOTLZI,X,X,O,X,O,X,X,O,X,X,X,X
JSOTZIL,X,X,X,X,X,X,O,X,O,X,X,X
JSOTZLI,X,X,O,X,X,X,O,O,O,X,X,X
JSOITLZ,O,X,O,X,O,X,X,X,X,X,X,X
JSOITZL,X,X,O,X,X,X,O,X,O,X,X,X
JSOILTZ,O,X,O,X,O,X,X,X,X,X,X,X
JSOILZT,O,X,O,X,X,X,O,X,X,X,X,X
JSOIZTL,O,O,O,X,X,X,O,X,O,X,X,X
JSOIZLT,O,O,O,X,X,X,O,X,O,X,X,X
JSOLTIZ,O,X,X,X,O,X,X,O,X,X,X,X
JSOLTZI,X,X,O,X,O,X,X,O,X,X,X,X
JSOLITZ,O,X,O,X,O,X,X,X,X,X,X,X
JSOLIZT,O,X,O,X,X,X,O,X,X,X,X,X
JSOLZTI,O,X,O,X,X,X,O,X,X,X,X,X
JSOLZIT,O,X,O,X,X,X,O,X,X,X,X,X
JSOZTIL,O,O,X,X,X,X,O,X,O,X,X,X
JSOZTLI,O,O,O,X,X,X,O,X,O,X,X,X
JSOZITL,O,O,O,X,X,X,O,X,O,X,X,X
JSOZILT,O,O,O,X,X,X,O,X,O,X,X,X
JSOZLTI,O,O,O,X,X,X,O,X,O,X,X,X
JSOZLIT,O,O,O,X,X,X,O,X,O,X,X,X
JZTILSO,O,X,X,X,X,X,X,X,X,X,X,X
JZTILOS,O,X,X,X,X,X,X,X,X,X,X,X
JZTISLO,X,X,X,X,X,X,X,X,X,O,X,X
JZTISOL,X,X,O,X,X,O,X,X,O,X,X,X
JZTIOLS,O,X,O,X,X,O,X,X,X,X,X,X
JZTIOSL,X,X,O,X,X,O,X,X,X,X,X,X
JZTLISO,O,X,X,X,X,X,X,X,X,X,X,X
JZTLIOS,O,X,X,X,X,X,X,X,X,X,X,X
JZTLSIO,O,X,X,X,X,X,X,X,X,X,X,X
JZTLSOI,X,X,X,X,X,O,X,X,X,X,X,X
JZTLOIS,X,O,X,O,X,O,X,X,X,X,X,X
JZTLOSI,X,X,X,O,X,O,X,X,X,X,X,X
JZTSILO,O,X,X,X,X,X,X,X,X,O,X,X
JZTSIOL,O,X,X,X,X,O,X,X,O,X,X,X
JZTSLIO,O,X,X,X,X,X,X,X,X,O,X,X
JZTSLOI,X,O,X,X,X,O,X,X,X,O,X,X
JZTSOIL,O,O,X,X,X,O,X,X,O,X,X,X
JZTSOLI,O,O,O,X,X,O,X,X,O,X,X,X
JZTOILS,O,O,O,O,X,O,X,X,X,X,X,X
JZTOISL,X,O,O,X,X,O,X,X,O,X,X,X
JZTOLIS,O,O,O,O,X,O,X,X,X,X,X,X
JZTOLSI,O,X,O,O,X,O,X,X,O,X,X,X
JZTOSIL,O,O,X,X,X,O,X,X,O,X,X,X
JZTOSLI,O,O,O,X,X,O,X,X,O,X,X,X
JZITLSO,O,X,X,X,X,X,X,X,X,X,X,X
JZITLOS,O,X,X,X,X,X,X,X,X,X,X,X
JZITSLO,X,X,X,X,X,X,X,X,X,O,X,X
JZITSOL,X,X,O,X,X,O,X,X,O,X,X,X
JZITOLS,O,X,O,X,X,O,X,X,X,X,X,X
JZITOSL,X,X,O,X,X,O,X,X,X,X,X,X
JZILTSO,O,X,X,X,X,X,X,X,X,X,O,X
JZILTOS,O,X,X,X,X,X,X,X,X,X,O,X
JZILSTO,O,X,X,X,X,X,X,X,X,X,X,X
JZILSOT,O,X,O,X,X,X,X,X,O,X,X,X
JZILOTS,O,O,O,X,X,O,X,X,X,X,X,X
JZILOST,O,O,O,X,X,X,X,X,X,X,X,X
JZISTLO,O,X,X,X,X,X,O,X,X,O,X,X
JZISTOL,O,X,O,X,X,X,O,X,O,X,X,X
JZISLTO,O,X,X,X,X,X,O,X,X,O,X,X
JZISLOT,O,O,O,X,X,X,O,X,O,X,X,X
JZISOTL,O,O,O,X,X,O,O,X,O,X,X,X
JZISOLT,O,O,O,X,X,X,O,X,O,X,X,X
JZIOTLS,O,O,O,X,X,O,X,X,X,X,X,X
JZIOTSL,X,O,O,X,X,O,X,X,O,X,X,X
JZIOLTS,O,O,O,X,X,O,X,X,X,X,X,X
JZIOLST,O,O,O,X,X,X,X,X,X,X,X,X
JZIOSTL,O,O,O,X,X,O,O,X,O,X,X,X
JZIOSLT,O,O,O,X,X,X,O,X,O,X,X,X
JZLTISO,O,X,X,X,X,X,X,X,X,X,O,X
JZLTIOS,O,X,X,X,X,X,X,X,X,X,O,X
JZLTSIO,O,X,X,X,X,X,X,X,X,X,X,X
JZLTSOI,X,X,X,X,X,O,X,X,X,X,X,X
JZLTOIS,X,O,X,O,X,O,X,X,X,X,X,X
JZLTOSI,X,X,X,O,X,O,X,X,X,X,X,X
JZLITSO,O,X,X,X,X,X,X,X,X,X,O,X
JZLITOS,O,X,X,X,X,X,X,X,X,X,O,X
JZLISTO,O,X,X,X,X,X,X,X,X,X,X,X
JZLISOT,O,X,O,X,X,X,X,X,O,X,X,X
JZLIOTS,O,O,O,X,X,O,X,X,X,X,X,X
JZLIOST,O,O,O,X,X,X,X,X,X,X,X,X
JZLSTIO,O,X,X,X,X,X,X,X,X,X,X,X
JZLSTOI,X,O,X,X,X,X,X,X,X,X,X,X
JZLSITO,O,X,X,X,X,X,X,X,X,X,X,X
JZLSIOT,O,O,X,X,X,X,X,X,O,X,X,X
JZLSOTI,O,O,O,X,X,X,X,X,O,X,X,X
JZLSOIT,O,O,O,X,X,X,X,X,O,X,X,X
JZLOTIS,O,O,O,O,X,O,X,X,X,X,X,X
JZLOTSI,O,X,O,O,X,O,X,X,O,X,X,X
JZLOITS,O,O,O,O,X,O,X,X,X,X,X,X
JZLOIST,O,O,O,X,X,X,X,X,X,X,X,X
JZLOSTI,O,O,O,X,X,X,X,X,O,X,X,X
JZLOSIT,O,O,O,X,X,X,X,X,O,X,X,X
JZSTILO,O,X,X,X,X,X,O,X,X,O,X,X
JZSTIOL,O,X,X,X,X,O,O,X,O,X,X,X
JZSTLIO,O,X,X,X,X,X,O,X,X,O,X,X
JZSTLOI,X,O,X,X,X,O,O,X,X,O,X,X
JZSTOIL,O,O,X,X,X,O,O,X,O,X,X,X
JZSTOLI,O,O,O,X,X,O,O,X,O,X,X,X
JZSITLO,O,X,X,X,X,X,O,X,X,O,X,X
JZSITOL,O,X,O,X,X,X,O,X,O,X,X,X
JZSILTO,O,X,X,X,X,X,O,X,X,O,X,X
JZSILOT,O,O,O,X,X,X,O,X,O,X,X,X
JZSIOTL,O,O,O,X,X,O,O,X,O,X,X,X
JZSIOLT,O,O,O,X,X,X,O,X,O,X,X,X
JZSLTIO,O,X,X,X,X,X,O,X,X,O,X,X
JZSLTOI,X,O,X,X,X,X,O,X,X,O,X,X
JZSLITO,O,X,X,X,X,X,O,X,X,O,X,X
JZSLIOT,O,O,X,X,X,X,O,X,O,X,X,X
JZSLOTI,O,O,O,X,X,X,O,X,O,X,X,X
JZSLOIT,O,O,O,X,X,X,O,X,O,X,X,X
JZSOTIL,O,O,X,X,X,O,O,X,O,X,X,X
JZSOTLI,O,O,O,X,X,O,O,X,O,X,X,X
JZSOITL,O,O,O,X,X,O,O,X,O,X,X,X
JZSOILT,O,O,O,X,X,X,O,X,O,X,X,X
JZSOLTI,O,O,O,X,X,X,O,X,O,X,X,X
JZSOLIT,O,O,O,X,X,X,O,X,O,X,X,X
JZOTILS,O,O,O,O,X,O,X,X,X,X,X,X
JZOTISL,X,O,O,X,X,O,X,X,O,X,X,X
JZOTLIS,O,O,O,O,X,O,X,X,X,X,X,X
JZOTLSI,O,X,O,O,X,O,X,X,O,X,X,X
JZOTSIL,O,O,X,X,X,O,X,X,O,X,X,X
JZOTSLI,O,O,O,X,X,O,X,X,O,X,X,X
JZOITLS,O,O,O,O,X,O,X,X,X,X,X,X
JZOITSL,X,O,O,X,X,O,X,X,O,X,X,X
JZOILTS,O,O,O,O,X,O,X,X,X,X,X,X
JZOILST,O,O,O,X,X,X,X,X,X,X,X,X
JZOISTL,O,O,O,X,X,O,O,X,O,X,X,X
JZOISLT,O,O,O,X,X,X,O,X,O,X,X,X
JZOLTIS,O,O,O,O,X,O,X,X,X,X,X,X
JZOLTSI,O,X,O,O,X,O,X,X,O,X,X,X
JZOLITS,O,O,O,O,X,O,X,X,X,X,X,X
JZOLIST,O,O,O,X,X,X,X,X,X,X,X,X
JZOLSTI,O,O,O,X,X,X,X,X,O,X,X,X
JZOLSIT,O,O,O,X,X,X,X,X,O,X,X,X
JZOSTIL,O,O,X,X,X,O,O,X,O,X,X,X
JZOSTLI,O,O,O,X,X,O,O,X,O,X,X,X
JZOSITL,O,O,O,X,X,O,O,X,O,X,X,X
JZOSILT,O,O,O,X,X,X,O,X,O,X,X,X
JZOSLTI,O,O,O,X,X,X,O,X,O,X,X,X
JZOSLIT,O,O,O,X,X,X,O,X,O,X,X,X
JOTILSZ,O,X,O,O,O,X,X,X,X,X,X,X
JOTILZS,O,X,O,O,O,X,X,X,X,X,X,X
JOTISLZ,X,X,O,X,O,X,X,O,X,X,X,X
JOTISZL,X,X,O,X,X,O,O,X,X,X,X,X
JOTIZLS,X,O,O,O,X,O,X,X,X,X,X,X
JOTIZSL,X,O,O,X,X,O,X,X,X,X,X,X
JOTLISZ,O,X,O,O,O,X,X,X,X,X,X,X
JOTLIZS,O,X,O,O,O,X,X,X,X,X,X,X
JOTLSIZ,O,X,X,O,O,X,X,O,X,X,X,X
JOTLSZI,X,X,O,O,O,X,X,O,X,X,X,X
JOTLZIS,O,X,O,O,O,X,X,X,X,X,X,X
JOTLZSI,O,X,O,O,O,X,X,X,X,X,X,X
JOTSILZ,O,X,X,X,O,X,X,O,X,X,X,X
JOTSIZL,X,X,X,X,X,O,O,X,O,X,X,X
JOTSLIZ,O,X,X,X,O,X,X,O,X,X,X,X
JOTSLZI,X,X,O,X,O,X,X,O,X,X,X,X
JOTSZIL,X,X,X,X,X,O,O,X,O,X,X,X
JOTSZLI,X,X,O,X,X,O,O,O,O,X,X,X
JOTZILS,O,O,O,O,X,O,X,X,X,X,X,X
JOTZISL,X,O,O,X,X,O,X,X,O,X,X,X
JOTZLIS,O,O,O,O,X,O,X,X,X,X,X,X
JOTZLSI,O,X,O,O,X,O,X,X,O,X,X,X
JOTZSIL,O,O,X,X,X,O,X,X,O,X,X,X
JOTZSLI,O,O,O,X,X,O,X,O,O,X,X,X
JOITLSZ,O,X,O,O,O,X,X,X,X,X,X,X
JOITLZS,O,X,O,O,O,X,X,X,X,X,X,X
JOITSLZ,X,X,O,X,O,X,X,X,X,X,X,X
JOITSZL,X,X,O,X,X,O,O,X,X,X,X,X
JOITZLS,X,O,O,O,X,O,X,X,X,X,X,X
JOITZSL,X,O,O,X,X,O,X,X,X,X,X,X
JOILTSZ,O,X,O,O,O,X,X,X,X,X,X,X
JOILTZS,O,X,O,O,O,X,X,X,X,X,X,X
JOILSTZ,O,X,O,X,X,X,X,X,X,X,X,X
JOILSZT,O,X,O,X,X,X,O,X,X,X,X,X
JOILZTS,O,O,O,X,X,X,X,X,X,X,X,X
JOILZST,O,O,O,X,X,X,X,X,X,X,X,X
JOISTLZ,O,X,O,X,O,X,X,X,X,X,X,X
JOISTZL,X,X,O,X,X,X,O,X,X,X,X,X
JOISLTZ,O,X,O,X,O,X,X,X,X,X,X,X
JOISLZT,O,X,O,X,X,X,O,X,X,X,X,X
JOISZTL,O,O,O,X,X,X,O,X,X,X,X,X
JOISZLT,O,O,O,X,X,X,O,X,X,X,X,X
JOIZTLS,O,O,O,O,X,O,X,X,X,X,X,X
JOIZTSL,X,O,O,X,X,O,X,X,X,X,X,X
JOIZLTS,O,O,O,O,X,O,X,X,X,X,X,X
JOIZLST,O,O,O,X,X,X,X,X,X,X,X,X
JOIZSTL,O,O,O,X,X,O,O,X,X,X,X,X
JOIZSLT,O,O,O,X,X,X,O,X,X,X,X,X
JOLTISZ,O,X,O,O,O,X,X,X,X,X,X,X
JOLTIZS,O,X,O,O,O,X,X,X,X,X,X,X
JOLTSIZ,O,X,X,O,O,X,X,X,X,X,X,X
JOLTSZI,X,X,O,O,O,X,X,X,X,X,X,X
JOLTZIS,O,X,O,O,O,X,X,X,X,X,X,X
JOLTZSI,O,X,O,O,O,X,X,X,X,X,X,X
JOLITSZ,O,X,O,O,O,X,X,X,X,X,X,X
JOLITZS,O,X,O,O,O,X,X,X,X,X,X,X
JOLISTZ,O,X,O,X,X,X,X,X,X,X,X,X
JOLISZT,O,X,O,X,X,X,O,X,X,X,X,X
JOLIZTS,O,O,O,X,X,X,X,X,X,X,X,X
JOLIZST,O,O,O,X,X,X,X,X,X,X,X,X
JOLSTIZ,O,X,X,X,X,X,X,X,X,X,X,X
JOLSTZI,X,X,O,X,X,X,X,X,X,X,X,X
JOLSITZ,O,X,O,X,X,X,X,X,X,X,X,X
JOLSIZT,O,X,O,X,X,X,O,X,X,X,X,X
JOLSZTI,O,X,O,X,X,X,O,X,X,X,X,X
JOLSZIT,O,X,O,X,X,X,O,X,X,X,X,X
JOLZTIS,O,O,O,X,X,X,X,X,X,X,X,X
JOLZTSI,O,X,O,X,X,X,X,X,X,X,X,X
JOLZITS,O,O,O,X,X,X,X,X,X,X,X,X
JOLZIST,O,O,O,X,X,X,X,X,X,X,X,X
JOLZSTI,O,O,O,X,X,X,X,X,X,X,X,X
JOLZSIT,O,O,O,X,X,X,X,X,X,X,X,X
JOSTILZ,O,X,X,X,O,X,X,O,X,X,X,X
JOSTIZL,X,X,X,X,X,X,O,X,O,X,X,X
JOSTLIZ,O,X,X,X,O,X,X,O,X,X,X,X
JOSTLZI,X,X,O,X,O,X,X,O,X,X,X,X
JOSTZIL,X,X,X,X,X,X,O,X,O,X,X,X
JOSTZLI,X,X,O,X,X,X,O,O,O,X,X,X
JOSITLZ,O,X,O,X,O,X,X,X,X,X,X,X
JOSITZL,X,X,O,X,X,X,O,X,O,X,X,X
JOSILTZ,O,X,O,X,O,X,X,X,X,X,X,X
JOSILZT,O,X,O,X,X,X,O,X,X,X,X,X
JOSIZTL,O,O,O,X,X,X,O,X,O,X,X,X
JOSIZLT,O,O,O,X,X,X,O,X,O,X,X,X
JOSLTIZ,O,X,X,X,O,X,X,O,X,X,X,X
JOSLTZI,X,X,O,X,O,X,X,O,X,X,X,X
JOSLITZ,O,X,O,X,O,X,X,X,X,X,X,X
JOSLIZT,O,X,O,X,X,X,O,X,X,X,X,X
JOSLZTI,O,X,O,X,X,X,O,X,X,X,X,X
JOSLZIT,O,X,O,X,X,X,O,X,X,X,X,X
JOSZTIL,O,O,X,X,X,X,O,X,O,X,X,X
JOSZTLI,O,O,O,X,X,X,O,X,O,X,X,X
JOSZITL,O,O,O,X,X,X,O,X,O,X,X,X
JOSZILT,O,O,O,X,X,X,O,X,O,X,X,X
JOSZLTI,O,O,O,X,X,X,O,X,O,X,X,X
JOSZLIT,O,O,O,X,X,X,O,X,O,X,X,X
JOZTILS,O,O,O,O,X,O,X,X,X,X,X,X
JOZTISL,X,O,O,X,X,O,X,X,O,X,X,X
JOZTLIS,O,O,O,O,X,O,X,X,X,X,X,X
JOZTLSI,O,X,O,O,X,O,X,X,O,X,X,X
JOZTSIL,O,O,X,X,X,O,X,X,O,X,X,X
JOZTSLI,O,O,O,X,X,O,X,X,O,X,X,X
JOZITLS,O,O,O,O,X,O,X,X,X,X,X,X
JOZITSL,X,O,O,X,X,O,X,X,O,X,X,X
JOZILTS,O,O,O,O,X,O,X,X,X,X,X,X
JOZILST,O,O,O,X,X,X,X,X,X,X,X,X
JOZISTL,O,O,O,X,X,O,O,X,O,X,X,X
JOZISLT,O,O,O,X,X,X,O,X,O,X,X,X
JOZLTIS,O,O,O,O,X,O,X,X,X,X,X,X
JOZLTSI,O,X,O,O,X,O,X,X,O,X,X,X
JOZLITS,O,O,O,O,X,O,X,X,X,X,X,X
JOZLIST,O,O,O,X,X,X,X,X,X,X,X,X
JOZLSTI,O,O,O,X,X,X,X,X,O,X,X,X
JOZLSIT,O,O,O,X,X,X,X,X,O,X,X,X
JOZSTIL,O,O,X,X,X,O,O,X,O,X,X,X
JOZSTLI,O,O,O,X,X,O,O,X,O,X,X,X
JOZSITL,O,O,O,X,X,O,O,X,O,X,X,X
JOZSILT,O,O,O,X,X,X,O,X,O,X,X,X
JOZSLTI,O,O,O,X,X,X,O,X,O,X,X,X
JOZSLIT,O,O,O,X,X,X,O,X,O,X,X,X
STILJZO,O,X,X,X,X,X,X,O,X,X,X,X
STILJOZ,O,X,X,X,X,X,X,O,X,X,X,X
STILZJO,O,X,X,X,X,X,X,X,X,X,X,O
STILZOJ,X,X,X,X,X,X,X,X,X,X,X,O
STILOJZ,X,X,X,X,O,X,X,O,X,X,X,X
STILOZJ,X,X,X,X,O,X,X,X,X,X,X,X
STIJLZO,O,X,X,X,X,X,X,O,X,X,X,X
STIJLOZ,O,X,X,X,X,X,X,O,X,X,X,X
STIJZLO,X,X,X,X,X,X,O,X,X,X,X,X
STIJZOL,X,X,X,X,X,X,O,X,X,X,X,X
STIJOLZ,O,X,X,X,X,X,X,O,X,X,X,X
STIJOZL,X,X,X,X,X,X,O,X,X,X,X,X
STIZLJO,O,X,X,X,X,X,O,X,X,O,X,O
STIZLOJ,X,X,X,X,X,X,X,X,X,O,X,O
STIZJLO,O,X,X,X,X,X,O,X,X,O,X,O
STIZJOL,O,X,X,X,X,O,O,X,O,X,X,X
STIZOLJ,O,X,X,X,X,O,X,X,O,O,X,O
STIZOJL,O,X,X,X,X,O,O,X,O,X,X,X
STIOLJZ,O,X,X,O,O,X,X,O,X,X,X,X
STIOLZJ,O,X,X,O,O,O,X,X,O,X,X,X
STIOJLZ,O,X,X,X,O,X,X,O,X,X,X,X
STIOJZL,X,X,X,X,X,O,X,X,O,X,X,X
STIOZLJ,O,X,X,O,O,O,X,X,O,X,X,X
STIOZJL,O,X,X,X,X,O,X,X,O,X,X,X
