sequence,v115@JhA8GeC8DeA8AeF8DeA8JeT/IvhF6lB0hBxiB/rBFo?B2xB,v115@JhA8GeC8DeA8AeF8DeA8JeT/IvhF0gBxhBSrBesBFo?BXtB,v115@JhA8GeC8DeA8AeF8DeA8JeT/IvhFxgBOnBCmBFoB0r?BXtB,v115@JhA8GeC8DeA8AeF8DeA8JeT/IvhF6lBlhB3iBcoB2r?BRxB,v115@JhA8GeC8DeA8AeF8DeA8JeT/IvhF6lBxhBmmBFoB0r?BXtB
ZIJOSLT,X,X,X,O,O
ZISTLJO,X,X,O,O,X
ZISTLOJ,X,X,O,O,X
ZISTJLO,X,X,X,O,X
ZISTJOL,X,X,X,O,X
ZISTOLJ,X,X,O,O,X
ZISTOJL,X,X,X,O,X
ZISLTJO,X,X,O,O,X
ZISLTOJ,X,X,O,O,X
ZISLJTO,X,O,O,O,X
ZISLJOT,X,O,O,O,X
ZISLOTJ,X,X,O,O,X
ZISLOJT,X,O,O,O,X
ZISJTLO,X,X,X,O,X
ZISJTOL,X,X,X,O,X
ZISJLTO,X,X,X,O,X
ZISJLOT,X,X,X,O,X
ZISJOTL,X,X,X,O,X
ZISJOLT,X,X,X,O,X
ZISOTLJ,X,X,O,O,X
ZISOTJL,X,X,X,O,X
ZISOLTJ,X,X,O,O,X
ZISOLJT,X,O,O,O,X
ZISOJTL,X,X,X,O,X
ZISOJLT,X,X,X,O,X
ZIOTLJS,X,O,O,O,O
ZIOTLSJ,X,X,O,O,X
ZIOTJLS,X,O,O,O,O
ZIOTJSL,X,X,X,O,O
ZIOTSLJ,X,X,O,O,X
ZIOTSJL,X,X,X,O,O
ZIOLTJS,X,O,O,O,O
ZIOLTSJ,X,X,O,O,X
ZIOLJTS,X,O,O,O,O
ZIOLJST,X,O,O,O,O
ZIOLSTJ,X,X,O,O,X
ZIOLSJT,X,O,O,O,X
ZIOJTLS,X,O,O,O,O
ZIOJTSL,X,X,X,O,O
ZIOJLTS,X,O,O,O,O
ZIOJLST,X,O,O,O,O
ZIOJSTL,X,X,X,O,O
ZIOJSLT,X,X,X,O,O
ZIOSTLJ,X,X,O,O,X
ZIOSTJL,X,X,X,O,X
ZIOSLTJ,X,X,O,O,X
ZIOSLJT,X,O,O,O,X
ZIOSJTL,X,X,X,O,X
ZIOSJLT,X,X,X,O,X
ZLTIJSO,X,O,O,O,O
ZLTIJOS,X,O,O,O,O
ZLTISJO,O,X,O,O,X
ZLTISOJ,O,X,O,O,X
ZLTIOJS,X,O,O,O,O
ZLTIOSJ,O,X,O,O,X
ZLTJISO,X,O,O,O,O
ZLTJIOS,X,O,O,O,O
ZLTJSIO,X,O,O,O,O
ZLTJSOI,X,O,O,O,O
ZLTJOIS,X,O,O,O,O
ZLTJOSI,X,O,O,O,O
ZLTSIJO,O,X,O,O,X
ZLTSIOJ,O,X,O,O,X
ZLTSJIO,O,X,O,O,O
ZLTSJOI,O,X,O,O,O
ZLTSOIJ,O,X,O,O,X
ZLTSOJI,O,X,O,O,O
ZLTOIJS,X,O,O,O,O
ZLTOISJ,O,X,O,O,X
ZLTOJIS,X,O,O,O,O
ZLTOJSI,X,O,O,O,O
ZLTOSIJ,O,X,O,O,X
ZLTOSJI,O,X,O,O,O
ZLITJSO,X,O,O,O,O
ZLITJOS,X,O,O,O,O
ZLITSJO,X,X,O,O,X
ZLITSOJ,X,X,O,O,X
ZLITOJS,X,O,O,O,O
ZLITOSJ,X,X,O,O,X
ZLIJTSO,X,O,O,O,O
ZLIJTOS,X,O,O,O,O
ZLIJSTO,X,O,O,O,O
ZLIJSOT,X,O,O,O,O
ZLIJOTS,X,O,O,O,O
ZLIJOST,X,O,O,O,O
ZLISTJO,X,X,O,O,X
ZLISTOJ,X,X,O,O,X
ZLISJTO,X,O,O,O,X
ZLISJOT,X,O,O,O,X
ZLISOTJ,X,X,O,O,X
ZLISOJT,X,O,O,O,X
ZLIOTJS,X,O,O,O,O
ZLIOTSJ,X,X,O,O,X
ZLIOJTS,X,O,O,O,O
ZLIOJST,X,O,O,O,O
ZLIOSTJ,X,X,O,O,X
ZLIOSJT,X,O,O,O,X
ZLJTISO,O,O,O,O,O
ZLJTIOS,O,O,O,O,O
ZLJTSIO,O,O,O,O,O
ZLJTSOI,O,O,O,O,O
ZLJTOIS,O,O,O,O,O
ZLJTOSI,O,O,O,O,O
ZLJITSO,X,O,O,O,O
ZLJITOS,X,O,O,O,O
ZLJISTO,X,O,O,O,O
ZLJISOT,X,O,O,O,O
ZLJIOTS,X,O,O,O,O
ZLJIOST,X,O,O,O,O
ZLJSTIO,O,O,O,O,O
ZLJSTOI,O,O,O,O,O
ZLJSITO,O,O,O,O,O
ZLJSIOT,O,O,O,O,O
ZLJSOTI,O,O,O,O,O
ZLJSOIT,O,O,O,O,O
ZLJOTIS,O,O,O,O,O
ZLJOTSI,O,O,O,O,O
ZLJOITS,X,O,O,O,O
ZLJOIST,X,O,O,O,O
ZLJOSTI,O,O,O,O,O
ZLJOSIT,O,O,O,O,O
ZLSTIJO,O,X,O,O,X
ZLSTIOJ,O,X,O,O,X
ZLSTJIO,O,X,O,O,O
ZLSTJOI,O,X,O,O,O
ZLSTOIJ,O,X,O,O,X
ZLSTOJI,O,X,O,O,O
ZLSITJO,O,X,O,O,X
ZLSITOJ,O,X,O,O,X
ZLSIJTO,O,O,O,O,X
ZLSIJOT,O,O,O,O,X
ZLSIOTJ,O,X,O,O,X
ZLSIOJT,O,O,O,O,X
ZLSJTIO,O,O,O,O,O
ZLSJTOI,O,O,O,O,O
ZLSJITO,O,O,O,O,O
ZLSJIOT,O,O,O,O,O
ZLSJOTI,O,O,O,O,O
ZLSJOIT,O,O,O,O,O
ZLSOTIJ,O,X,O,O,X
ZLSOTJI,O,X,O,O,O
ZLSOITJ,O,X,O,O,X
ZLSOIJT,O,O,O,O,X
ZLSOJTI,O,O,O,O,O
ZLSOJIT,O,O,O,O,O
ZLOTIJS,X,O,O,O,O
ZLOTISJ,O,X,O,O,X
ZLOTJIS,X,O,O,O,O
ZLOTJSI,X,O,O,O,O
ZLOTSIJ,O,X,O,O,X
ZLOTSJI,O,X,O,O,O
ZLOITJS,X,O,O,O,O
ZLOITSJ,X,X,O,O,X
ZLOIJTS,X,O,O,O,O
ZLOIJST,X,O,O,O,O
ZLOISTJ,X,X,O,O,X
ZLOISJT,X,O,O,O,X
ZLOJTIS,O,O,O,O,O
ZLOJTSI,O,O,O,O,O
ZLOJITS,X,O,O,O,O
ZLOJIST,X,O,O,O,O
ZLOJSTI,O,O,O,O,O
ZLOJSIT,O,O,O,O,O
ZLOSTIJ,O,X,O,O,X
ZLOSTJI,O,X,O,O,O
ZLOSITJ,O,X,O,O,X
ZLOSIJT,O,O,O,O,X
ZLOSJTI,O,O,O,O,O
ZLOSJIT,O,O,O,O,O
ZJTILSO,O,O,O,O,O
ZJTILOS,O,O,O,O,O
ZJTISLO,O,X,X,O,O
ZJTISOL,O,X,X,O,O
ZJTIOLS,O,O,O,O,O
ZJTIOSL,O,X,X,O,O
ZJTLISO,O,O,O,O,O
ZJTLIOS,O,O,O,O,O
ZJTLSIO,O,O,O,O,O
ZJTLSOI,O,O,O,O,O
ZJTLOIS,O,O,O,O,O
ZJTLOSI,O,O,O,O,O
ZJTSILO,O,X,X,O,O
ZJTSIOL,O,X,X,O,O
ZJTSLIO,O,O,O,O,O
ZJTSLOI,O,O,O,O,O
ZJTSOIL,O,X,X,O,O
ZJTSOLI,O,O,O,O,O
ZJTOILS,O,O,O,O,O
ZJTOISL,O,X,X,O,O
ZJTOLIS,O,O,O,O,O
ZJTOLSI,O,O,O,O,O
ZJTOSIL,O,X,X,O,O
ZJTOSLI,O,O,O,O,O
ZJITLSO,X,O,O,O,O
ZJITLOS,X,O,O,O,O
ZJITSLO,X,X,X,O,O
ZJITSOL,X,X,X,O,O
ZJITOLS,X,O,O,O,O
ZJITOSL,X,X,X,O,O
ZJILTSO,X,O,O,O,O
ZJILTOS,X,O,O,O,O
ZJILSTO,X,O,O,O,O
ZJILSOT,X,O,O,O,O
ZJILOTS,X,O,O,O,O
ZJILOST,X,O,O,O,O
ZJISTLO,X,X,X,O,O
ZJISTOL,X,X,X,O,O
ZJISLTO,X,X,X,O,O
ZJISLOT,X,X,X,O,O
ZJISOTL,X,X,X,O,O
ZJISOLT,X,X,X,O,O
ZJIOTLS,X,O,O,O,O
ZJIOTSL,X,X,X,O,O
ZJIOLTS,X,O,O,O,O
ZJIOLST,X,O,O,O,O
ZJIOSTL,X,X,X,O,O
ZJIOSLT,X,X,X,O,O
ZJLTISO,O,O,O,O,O
ZJLTIOS,O,O,O,O,O
ZJLTSIO,O,O,O,O,O
ZJLTSOI,O,O,O,O,O
ZJLTOIS,O,O,O,O,O
ZJLTOSI,O,O,O,O,O
ZJLITSO,X,O,O,O,O
ZJLITOS,X,O,O,O,O
ZJLISTO,X,O,O,O,O
ZJLISOT,X,O,O,O,O
ZJLIOTS,X,O,O,O,O
ZJLIOST,X,O,O,O,O
ZJLSTIO,O,O,O,O,O
ZJLSTOI,O,O,O,O,O
ZJLSITO,O,O,O,O,O
ZJLSIOT,O,O,O,O,O
ZJLSOTI,O,O,O,O,O
ZJLSOIT,O,O,O,O,O
ZJLOTIS,O,O,O,O,O
ZJLOTSI,O,O,O,O,O
ZJLOITS,X,O,O,O,O
ZJLOIST,X,O,O,O,O
ZJLOSTI,O,O,O,O,O
ZJLOSIT,O,O,O,O,O
ZJSTILO,O,X,X,O,O
ZJSTIOL,O,X,X,O,O
ZJSTLIO,O,O,O,O,O
ZJSTLOI,O,O,O,O,O
ZJSTOIL,O,X,X,O,O
ZJSTOLI,O,O,O,O,O
ZJSITLO,O,X,X,O,O
ZJSITOL,O,X,X,O,O
ZJSILTO,O,X,X,O,O
ZJSILOT,O,X,X,O,O
ZJSIOTL,O,X,X,O,O
ZJSIOLT,O,X,X,O,O
ZJSLTIO,O,O,O,O,O
ZJSLTOI,O,O,O,O,O
ZJSLITO,O,O,O,O,O
ZJSLIOT,O,O,O,O,O
ZJSLOTI,O,O,O,O,O
ZJSLOIT,O,O,O,O,O
ZJSOTIL,O,X,X,O,O
ZJSOTLI,O,O,O,O,O
ZJSOITL,O,X,X,O,O
ZJSOILT,O,X,X,O,O
ZJSOLTI,O,O,O,O,O
ZJSOLIT,O,O,O,O,O
ZJOTILS,O,O,O,O,O
ZJOTISL,O,X,X,O,O
ZJOTLIS,O,O,O,O,O
ZJOTLSI,O,O,O,O,O
ZJOTSIL,O,X,X,O,O
ZJOTSLI,O,O,O,O,O
ZJOITLS,X,O,O,O,O
ZJOITSL,X,X,X,O,O
ZJOILTS,X,O,O,O,O
ZJOILST,X,O,O,O,O
ZJOISTL,X,X,X,O,O
ZJOISLT,X,X,X,O,O
ZJOLTIS,O,O,O,O,O
ZJOLTSI,O,O,O,O,O
ZJOLITS,X,O,O,O,O
ZJOLIST,X,O,O,O,O
ZJOLSTI,O,O,O,O,O
ZJOLSIT,O,O,O,O,O
ZJOSTIL,O,X,X,O,O
ZJOSTLI,O,O,O,O,O
ZJOSITL,O,X,X,O,O
ZJOSILT,O,X,X,O,O
ZJOSLTI,O,O,O,O,O
ZJOSLIT,O,O,O,O,O
ZSTILJO,O,X,O,O,X
ZSTILOJ,O,X,O,O,X
ZSTIJLO,O,X,X,O,O
ZSTIJOL,O,X,X,O,O
ZSTIOLJ,O,X,O,O,X
ZSTIOJL,O,X,X,O,O
ZSTLIJO,O,X,O,O,X
ZSTLIOJ,O,X,O,O,X
ZSTLJIO,O,X,O,O,O
ZSTLJOI,O,X,O,O,O
ZSTLOIJ,O,X,O,O,X
ZSTLOJI,O,X,O,O,O
ZSTJILO,O,X,X,O,O
ZSTJIOL,O,X,X,O,O
ZSTJLIO,O,O,O,O,O
ZSTJLOI,O,O,O,O,O
ZSTJOIL,O,X,X,O,O
ZSTJOLI,O,O,O,O,O
ZSTOILJ,O,X,O,O,X
ZSTOIJL,O,X,X,O,O
ZSTOLIJ,O,X,O,O,X
ZSTOLJI,O,X,O,O,O
ZSTOJIL,O,X,X,O,O
ZSTOJLI,O,O,O,O,O
ZSITLJO,O,X,O,O,X
ZSITLOJ,O,X,O,O,X
ZSITJLO,O,X,X,O,X
ZSITJOL,O,X,X,O,X
ZSITOLJ,O,X,O,O,X
ZSITOJL,O,X,X,O,X
ZSILTJO,O,X,O,O,X
ZSILTOJ,O,X,O,O,X
ZSILJTO,O,O,O,O,X
ZSILJOT,O,O,O,O,X
ZSILOTJ,O,X,O,O,X
ZSILOJT,O,O,O,O,X
ZSIJTLO,O,X,X,O,X
ZSIJTOL,O,X,X,O,X
ZSIJLTO,O,X,X,O,X
ZSIJLOT,O,X,X,O,X
ZSIJOTL,O,X,X,O,X
ZSIJOLT,O,X,X,O,X
ZSIOTLJ,O,X,O,O,X
ZSIOTJL,O,X,X,O,X
ZSIOLTJ,O,X,O,O,X
ZSIOLJT,O,O,O,O,X
ZSIOJTL,O,X,X,O,X
ZSIOJLT,O,X,X,O,X
ZSLTIJO,O,X,O,O,X
ZSLTIOJ,O,X,O,O,X
ZSLTJIO,O,X,O,O,O
ZSLTJOI,O,X,O,O,O
ZSLTOIJ,O,X,O,O,X
ZSLTOJI,O,X,O,O,O
ZSLITJO,O,X,O,O,X
ZSLITOJ,O,X,O,O,X
ZSLIJTO,O,O,O,O,X
ZSLIJOT,O,O,O,O,X
ZSLIOTJ,O,X,O,O,X
ZSLIOJT,O,O,O,O,X
ZSLJTIO,O,O,O,O,O
ZSLJTOI,O,O,O,O,O
ZSLJITO,O,O,O,O,O
ZSLJIOT,O,O,O,O,O
ZSLJOTI,O,O,O,O,O
ZSLJOIT,O,O,O,O,O
ZSLOTIJ,O,X,O,O,X
ZSLOTJI,O,X,O,O,O
ZSLOITJ,O,X,O,O,X
ZSLOIJT,O,O,O,O,X
ZSLOJTI,O,O,O,O,O
ZSLOJIT,O,O,O,O,O
ZSJTILO,O,X,X,O,O
ZSJTIOL,O,X,X,O,O
ZSJTLIO,O,O,O,O,O
ZSJTLOI,O,O,O,O,O
ZSJTOIL,O,X,X,O,O
ZSJTOLI,O,O,O,O,O
ZSJITLO,O,X,X,O,O
ZSJITOL,O,X,X,O,O
ZSJILTO,O,X,X,O,O
ZSJILOT,O,X,X,O,O
ZSJIOTL,O,X,X,O,O
ZSJIOLT,O,X,X,O,O
ZSJLTIO,O,O,O,O,O
ZSJLTOI,O,O,O,O,O
ZSJLITO,O,O,O,O,O
ZSJLIOT,O,O,O,O,O
ZSJLOTI,O,O,O,O,O
ZSJLOIT,O,O,O,O,O
ZSJOTIL,O,X,X,O,O
ZSJOTLI,O,O,O,O,O
ZSJOITL,O,X,X,O,O
ZSJOILT,O,X,X,O,O
ZSJOLTI,O,O,O,O,O
ZSJOLIT,O,O,O,O,O
ZSOTILJ,O,X,O,O,X
ZSOTIJL,O,X,X,O,O
ZSOTLIJ,O,X,O,O,X
ZSOTLJI,O,X,O,O,O
ZSOTJIL,O,X,X,O,O
ZSOTJLI,O,O,O,O,O
ZSOITLJ,O,X,O,O,X
ZSOITJL,O,X,X,O,X
ZSOILTJ,O,X,O,O,X
ZSOILJT,O,O,O,O,X
ZSOIJTL,O,X,X,O,X
ZSOIJLT,O,X,X,O,X
ZSOLTIJ,O,X,O,O,X
ZSOLTJI,O,X,O,O,O
ZSOLITJ,O,X,O,O,X
ZSOLIJT,O,O,O,O,X
ZSOLJTI,O,O,O,O,O
ZSOLJIT,O,O,O,O,O
ZSOJTIL,O,X,X,O,O
ZSOJTLI,O,O,O,O,O
ZSOJITL,O,X,X,O,O
ZSOJILT,O,X,X,O,O
ZSOJLTI,O,O,O,O,O
ZSOJLIT,O,O,O,O,O
ZOTILJS,X,O,O,X,O
ZOTILSJ,O,X,O,X,X
ZOTIJLS,X,O,O,X,O
ZOTIJSL,X,X,X,X,O
ZOTISLJ,O,X,O,X,X
ZOTISJL,O,X,X,X,O
ZOTLIJS,X,O,O,O,O
ZOTLISJ,O,X,O,O,X
ZOTLJIS,X,O,O,O,O
ZOTLJSI,X,O,O,O,O
ZOTLSIJ,O,X,O,O,X
ZOTLSJI,O,X,O,O,O
ZOTJILS,X,O,O,O,O
ZOTJISL,X,X,X,O,O
ZOTJLIS,X,O,O,O,O
ZOTJLSI,X,O,O,O,O
ZOTJSIL,X,X,X,O,O
ZOTJSLI,X,O,O,O,O
ZOTSILJ,O,X,O,O,X
ZOTSIJL,O,X,X,O,O
ZOTSLIJ,O,X,O,O,X
ZOTSLJI,O,X,O,O,O
ZOTSJIL,O,X,X,O,O
ZOTSJLI,O,O,O,O,O
ZOITLJS,X,O,O,O,O
ZOITLSJ,X,X,O,O,X
ZOITJLS,X,O,O,O,O
ZOITJSL,X,X,X,O,O
ZOITSLJ,X,X,O,O,X
ZOITSJL,X,X,X,O,O
ZOILTJS,X,O,O,O,O
ZOILTSJ,X,X,O,O,X
ZOILJTS,X,O,O,O,O
ZOILJST,X,O,O,O,O
ZOILSTJ,X,X,O,O,X
ZOILSJT,X,O,O,O,X
ZOIJTLS,X,O,O,O,O
ZOIJTSL,X,X,X,O,O
ZOIJLTS,X,O,O,O,O
ZOIJLST,X,O,O,O,O
ZOIJSTL,X,X,X,O,O
ZOIJSLT,X,X,X,O,O
ZOISTLJ,X,X,O,O,X
ZOISTJL,X,X,X,O,X
ZOISLTJ,X,X,O,O,X
ZOISLJT,X,O,O,O,X
ZOISJTL,X,X,X,O,X
ZOISJLT,X,X,X,O,X
ZOLTIJS,X,O,O,O,O
ZOLTISJ,O,X,O,O,X
ZOLTJIS,X,O,O,O,O
ZOLTJSI,X,O,O,O,O
ZOLTSIJ,O,X,O,O,X
ZOLTSJI,O,X,O,O,O
ZOLITJS,X,O,O,O,O
ZOLITSJ,X,X,O,O,X
ZOLIJTS,X,O,O,O,O
ZOLIJST,X,O,O,O,O
ZOLISTJ,X,X,O,O,X
ZOLISJT,X,O,O,O,X
ZOLJTIS,O,O,O,O,O
ZOLJTSI,O,O,O,O,O
ZOLJITS,X,O,O,O,O
ZOLJIST,X,O,O,O,O
ZOLJSTI,O,O,O,O,O
ZOLJSIT,O,O,O,O,O
ZOLSTIJ,O,X,O,O,X
ZOLSTJI,O,X,O,O,O
ZOLSITJ,O,X,O,O,X
ZOLSIJT,O,O,O,O,X
ZOLSJTI,O,O,O,O,O
ZOLSJIT,O,O,O,O,O
ZOJTILS,O,O,O,O,O
ZOJTISL,O,X,X,O,O
ZOJTLIS,O,O,O,O,O
ZOJTLSI,O,O,O,O,O
ZOJTSIL,O,X,X,O,O
ZOJTSLI,O,O,O,O,O
ZOJITLS,X,O,O,O,O
ZOJITSL,X,X,X,O,O
ZOJILTS,X,O,O,O,O
ZOJILST,X,O,O,O,O
ZOJISTL,X,X,X,O,O
ZOJISLT,X,X,X,O,O
ZOJLTIS,O,O,O,O,O
ZOJLTSI,O,O,O,O,O
ZOJLITS,X,O,O,O,O
ZOJLIST,X,O,O,O,O
ZOJLSTI,O,O,O,O,O
ZOJLSIT,O,O,O,O,O
ZOJSTIL,O,X,X,O,O
ZOJSTLI,O,O,O,O,O
ZOJSITL,O,X,X,O,O
ZOJSILT,O,X,X,O,O
ZOJSLTI,O,O,O,O,O
ZOJSLIT,O,O,O,O,O
ZOSTILJ,O,X,O,O,X
ZOSTIJL,O,X,X,O,O
ZOSTLIJ,O,X,O,O,X
ZOSTLJI,O,X,O,O,O
ZOSTJIL,O,X,X,O,O
ZOSTJLI,O,O,O,O,O
ZOSITLJ,O,X,O,O,X
ZOSITJL,O,X,X,O,X
ZOSILTJ,O,X,O,O,X
ZOSILJT,O,O,O,O,X
ZOSIJTL,O,X,X,O,X
ZOSIJLT,O,X,X,O,X
ZOSLTIJ,O,X,O,O,X
ZOSLTJI,O,X,O,O,O
ZOSLITJ,O,X,O,O,X
ZOSLIJT,O,O,O,O,X
ZOSLJTI,O,O,O,O,O
ZOSLJIT,O,O,O,O,O
ZOSJTIL,O,X,X,O,O
ZOSJTLI,O,O,O,O,O
ZOSJITL,O,X,X,O,O
ZOSJILT,O,X,X,O,O
ZOSJLTI,O,O,O,O,O
ZOSJLIT,O,O,O,O,O
OTILJSZ,O,O,X,O,X
OTILJZS,X,O,X,O,X
OTILSJZ,O,X,X,X,X
OTILSZJ,O,X,X,X,X
OTILZJS,X,X,O,O,O
OTILZSJ,O,X,O,O,X
OTIJLSZ,O,O,X,O,X
OTIJLZS,X,O,X,O,X
OTIJSLZ,O,O,X,O,X
OTIJSZL,O,X,X,O,X
OTIJZLS,X,O,X,O,X
OTIJZSL,X,X,X,O,X
OTISLJZ,O,X,X,X,X
OTISLZJ,O,X,X,X,X
OTISJLZ,O,O,X,X,X
OTISJZL,O,X,X,X,X
OTISZLJ,O,X,X,X,X
OTISZJL,O,X,X,X,X
OTIZLJS,X,X,O,O,O
OTIZLSJ,O,X,O,O,X
OTIZJLS,X,O,O,O,O
OTIZJSL,X,X,X,O,O
OTIZSLJ,O,X,O,O,X
OTIZSJL,O,X,X,O,O
OTLIJSZ,O,O,X,O,X
OTLIJZS,X,O,X,O,X
OTLISJZ,O,X,X,X,X
OTLISZJ,O,X,X,X,X
OTLIZJS,X,O,O,O,O
OTLIZSJ,O,X,O,O,X
OTLJISZ,O,O,X,O,X
OTLJIZS,O,O,X,O,X
OTLJSIZ,O,O,X,O,X
OTLJSZI,O,O,X,O,X
OTLJZIS,O,O,X,O,O
OTLJZSI,O,O,X,O,O
OTLSIJZ,O,X,X,X,X
OTLSIZJ,O,X,X,X,X
OTLSJIZ,O,X,X,X,X
OTLSJZI,O,X,X,X,X
OTLSZIJ,O,X,X,X,X
OTLSZJI,O,X,X,X,O
OTLZIJS,X,O,O,O,O
OTLZISJ,O,X,O,O,X
OTLZJIS,X,O,O,O,O
OTLZJSI,X,O,O,O,O
OTLZSIJ,O,X,O,O,X
OTLZSJI,O,X,O,O,O
OTJILSZ,O,O,X,O,X
OTJILZS,O,O,X,O,X
OTJISLZ,O,O,X,O,X
OTJISZL,O,X,X,O,X
OTJIZLS,O,O,X,O,X
OTJIZSL,O,X,X,O,X
OTJLISZ,O,O,X,O,X
OTJLIZS,O,O,X,O,X
OTJLSIZ,O,O,X,O,X
OTJLSZI,O,O,X,O,X
OTJLZIS,O,O,X,O,O
OTJLZSI,O,O,X,O,O
OTJSILZ,O,O,X,O,X
OTJSIZL,O,X,X,O,X
OTJSLIZ,O,O,X,O,X
OTJSLZI,O,O,X,O,X
OTJSZIL,O,X,X,O,X
OTJSZLI,O,O,X,O,X
OTJZILS,O,O,O,O,O
OTJZISL,O,X,X,O,O
OTJZLIS,O,O,O,O,O
OTJZLSI,O,O,O,O,O
OTJZSIL,O,X,X,O,O
OTJZSLI,O,O,O,O,O
OTSILJZ,O,X,X,X,X
OTSILZJ,O,X,X,X,X
OTSIJLZ,O,O,X,X,X
OTSIJZL,O,X,X,X,X
OTSIZLJ,O,X,X,X,X
OTSIZJL,O,X,X,X,X
OTSLIJZ,O,X,X,X,X
OTSLIZJ,O,X,X,X,X
OTSLJIZ,O,X,X,X,X
OTSLJZI,O,X,X,X,X
OTSLZIJ,O,X,X,X,X
OTSLZJI,O,X,X,X,O
OTSJILZ,O,O,X,X,X
OTSJIZL,O,X,X,X,X
OTSJLIZ,O,O,X,X,X
OTSJLZI,O,O,X,X,X
OTSJZIL,O,X,X,X,X
OTSJZLI,O,O,X,X,X
OTSZILJ,O,X,O,X,X
OTSZIJL,O,X,X,X,O
OTSZLIJ,O,X,O,X,X
OTSZLJI,O,X,O,X,O
OTSZJIL,O,X,X,X,O
OTSZJLI,O,O,O,X,O
OTZILJS,X,O,O,X,O
OTZILSJ,O,X,O,X,X
OTZIJLS,X,O,O,X,O
OTZIJSL,X,X,X,X,O
OTZISLJ,O,X,O,X,X
OTZISJL,O,X,X,X,O
OTZLIJS,X,O,O,O,O
OTZLISJ,O,X,O,O,X
OTZLJIS,X,O,O,O,O
OTZLJSI,X,O,O,O,O
OTZLSIJ,O,X,O,O,X
OTZLSJI,O,X,O,O,O
OTZJILS,X,O,O,O,O
OTZJISL,X,X,X,O,O
OTZJLIS,X,O,O,O,O
OTZJLSI,X,O,O,O,O
OTZJSIL,X,X,X,O,O
OTZJSLI,X,O,O,O,O
OTZSILJ,O,X,O,O,X
OTZSIJL,O,X,X,O,O
OTZSLIJ,O,X,O,O,X
OTZSLJI,O,X,O,O,O
OTZSJIL,O,X,X,O,O
OTZSJLI,O,O,O,O,O
OITLJSZ,O,O,X,O,X
OITLJZS,X,O,X,O,X
OITLSJZ,O,X,X,X,X
OITLSZJ,O,X,X,X,X
OITLZJS,X,X,O,O,O
OITLZSJ,O,X,O,O,X
OITJLSZ,O,O,X,O,X
OITJLZS,X,O,X,O,X
OITJSLZ,O,O,X,O,X
OITJSZL,O,X,X,O,X
OITJZLS,X,O,X,O,X
OITJZSL,X,X,X,O,X
OITSLJZ,O,X,X,X,X
OITSLZJ,O,X,X,X,X
OITSJLZ,O,O,X,X,X
OITSJZL,O,X,X,X,X
OITSZLJ,O,X,X,X,X
OITSZJL,O,X,X,X,X
OITZLJS,X,X,O,O,O
OITZLSJ,O,X,O,O,X
OITZJLS,X,O,O,O,O
OITZJSL,X,X,X,O,O
OITZSLJ,O,X,O,O,X
OITZSJL,O,X,X,O,O
OILTJSZ,O,O,X,O,X
OILTJZS,X,O,X,O,X
OILTSJZ,O,X,X,X,X
OILTSZJ,O,X,X,X,X
OILTZJS,X,O,O,O,O
OILTZSJ,O,X,O,O,X
OILJTSZ,O,O,X,O,X
OILJTZS,O,O,X,O,X
OILJSTZ,O,O,X,O,X
OILJSZT,O,O,X,O,X
OILJZTS,X,O,O,O,X
OILJZST,X,O,O,O,X
OILSTJZ,O,X,X,X,X
OILSTZJ,O,X,X,X,X
OILSJTZ,O,O,X,O,X
OILSJZT,O,O,X,O,X
OILSZTJ,O,X,O,O,X
OILSZJT,O,O,O,O,X
OILZTJS,X,O,O,O,O
OILZTSJ,X,X,O,O,X
OILZJTS,X,O,O,O,O
OILZJST,X,O,O,O,O
OILZSTJ,X,X,O,O,X
OILZSJT,X,O,O,O,X
OIJTLSZ,O,O,X,O,X
OIJTLZS,O,O,X,O,X
OIJTSLZ,O,O,X,O,X
OIJTSZL,O,X,X,O,X
OIJTZLS,O,O,X,O,X
OIJTZSL,O,X,X,O,X
OIJLTSZ,O,O,X,O,X
OIJLTZS,O,O,X,O,X
OIJLSTZ,O,O,X,O,X
OIJLSZT,O,O,X,O,X
OIJLZTS,X,O,O,O,X
OIJLZST,X,O,O,O,X
OIJSTLZ,O,O,X,O,X
OIJSTZL,O,X,X,O,X
OIJSLTZ,O,O,X,O,X
OIJSLZT,O,O,X,O,X
OIJSZTL,O,X,X,O,X
OIJSZLT,O,X,X,O,X
OIJZTLS,X,O,O,O,X
OIJZTSL,X,X,X,O,X
OIJZLTS,X,O,O,O,X
OIJZLST,X,O,O,O,X
OIJZSTL,X,X,X,O,X
OIJZSLT,X,X,X,O,X
OISTLJZ,O,X,X,X,X
OISTLZJ,O,X,X,X,X
OISTJLZ,O,X,X,X,X
OISTJZL,O,X,X,X,X
OISTZLJ,O,X,X,X,X
OISTZJL,O,X,X,X,X
OISLTJZ,O,X,X,X,X
OISLTZJ,O,X,X,X,X
OISLJTZ,O,X,X,O,X
OISLJZT,O,X,X,O,X
OISLZTJ,O,X,O,O,X
OISLZJT,O,X,O,O,X
OISJTLZ,O,X,X,O,X
OISJTZL,O,X,X,O,X
OISJLTZ,O,X,X,O,X
OISJLZT,O,X,X,O,X
OISJZTL,O,X,X,O,X
OISJZLT,O,X,X,O,X
OISZTLJ,O,X,O,O,X
OISZTJL,O,X,X,O,X
OISZLTJ,O,X,O,O,X
