sequence,v115@PhB8FeE8DeE8Jex/IvhFmhBCjBTkBcrBXqBlqB,v115@PhB8FeE8DeE8JezAJvhFWnBxiBypBFrB/pBUqB,v115@PhB8FeE8DeE8JeT/IvhFWnBxiBilBllB0pBXrB,v115@PhB8FeE8DeE8Je0/IvhFmgBzhBCjB/pBxqB1vB,v115@PhB8FeE8DeE8JeRAJvhFzhBCjBVrBmpB/pB0qB,v115@PhB8FeE8DeE8Jex/IvhFXhB8mBCjBlpBzqBmpB
OJSLZTI,O,X,O,X,X,X
OJSLZIT,O,X,O,O,X,X
OJSZTIL,O,X,O,X,X,X
OJSZTLI,O,X,O,X,X,X
OJSZITL,O,X,O,O,X,X
OJSZILT,O,X,O,O,X,X
OJSZLTI,O,X,O,X,X,X
OJSZLIT,O,X,O,O,X,X
OJZTILS,O,X,O,X,O,O
OJZTISL,X,X,O,X,O,O
OJZTLIS,O,X,O,X,O,O
OJZTLSI,O,X,O,X,O,O
OJZTSIL,O,X,O,X,O,O
OJZTSLI,O,X,O,X,O,O
OJZITLS,O,X,O,X,X,X
OJZITSL,X,X,O,X,X,X
OJZILTS,O,X,O,X,X,X
OJZILST,O,X,O,X,X,X
OJZISTL,O,X,O,X,X,X
OJZISLT,O,X,O,X,X,X
OJZLTIS,O,X,O,X,O,O
OJZLTSI,O,X,O,X,O,O
OJZLITS,O,X,O,X,X,X
OJZLIST,O,X,O,X,X,X
OJZLSTI,O,X,O,X,X,O
OJZLSIT,O,X,O,X,X,O
OJZSTIL,O,X,O,X,X,O
OJZSTLI,O,X,O,X,X,O
OJZSITL,O,X,O,X,X,X
OJZSILT,O,X,O,X,X,O
OJZSLTI,O,X,O,X,X,O
OJZSLIT,O,X,O,X,X,O
OSTILJZ,O,X,X,O,X,X
OSTILZJ,O,X,X,O,X,X
OSTIJLZ,O,X,X,O,X,X
OSTIJZL,X,X,X,O,X,X
OSTIZLJ,O,X,X,O,X,X
OSTIZJL,O,X,X,O,X,X
OSTLIJZ,O,X,X,O,X,X
OSTLIZJ,O,X,X,O,X,X
OSTLJIZ,O,X,X,X,O,X
OSTLJZI,X,X,X,X,O,X
OSTLZIJ,O,X,X,O,X,O
OSTLZJI,O,X,X,X,X,O
OSTJILZ,O,X,X,X,O,X
OSTJIZL,X,X,X,X,O,X
OSTJLIZ,O,X,X,X,O,X
OSTJLZI,X,X,X,X,O,X
OSTJZIL,X,X,X,X,O,X
OSTJZLI,X,X,X,X,O,X
OSTZILJ,O,X,X,O,X,O
OSTZIJL,O,X,X,O,X,O
OSTZLIJ,O,X,X,O,X,O
OSTZLJI,O,X,X,X,X,O
OSTZJIL,O,X,X,X,X,O
OSTZJLI,O,X,X,X,X,O
OSITLJZ,O,X,X,O,X,X
OSITLZJ,O,X,X,O,X,X
OSITJLZ,O,X,X,O,X,X
OSITJZL,X,X,X,O,X,X
OSITZLJ,O,X,X,O,X,X
OSITZJL,O,X,X,O,X,X
OSILTJZ,O,X,X,O,X,X
OSILTZJ,O,X,X,O,X,X
OSILJTZ,O,X,X,O,X,X
OSILJZT,O,X,O,O,X,X
OSILZTJ,O,X,O,O,X,X
OSILZJT,O,X,O,O,X,X
OSIJTLZ,O,X,X,O,X,X
OSIJTZL,X,X,X,O,X,X
OSIJLTZ,O,X,X,O,X,X
OSIJLZT,O,X,O,O,X,X
OSIJZTL,O,X,O,O,X,X
OSIJZLT,O,X,O,O,X,X
OSIZTLJ,O,X,O,O,X,X
OSIZTJL,O,X,O,O,X,X
OSIZLTJ,O,X,O,O,X,X
OSIZLJT,O,X,O,O,X,X
OSIZJTL,O,X,O,O,X,X
OSIZJLT,O,X,O,O,X,X
OSLTIJZ,O,X,X,O,X,X
OSLTIZJ,O,X,X,O,X,X
OSLTJIZ,O,X,X,X,O,X
OSLTJZI,X,X,X,X,O,X
OSLTZIJ,O,X,X,O,X,O
OSLTZJI,O,X,X,X,X,O
OSLITJZ,O,X,X,O,X,X
OSLITZJ,O,X,X,O,X,X
OSLIJTZ,O,X,X,O,X,X
OSLIJZT,O,X,O,O,X,X
OSLIZTJ,O,X,O,O,X,X
OSLIZJT,O,X,O,O,X,X
OSLJTIZ,O,X,X,X,O,X
OSLJTZI,X,X,X,X,O,X
OSLJITZ,O,X,X,O,X,X
OSLJIZT,O,X,O,O,X,X
OSLJZTI,O,X,O,X,X,X
OSLJZIT,O,X,O,O,X,X
OSLZTIJ,O,X,O,O,X,O
OSLZTJI,O,X,O,X,X,O
OSLZITJ,O,X,O,O,X,O
OSLZIJT,O,X,O,O,X,O
OSLZJTI,O,X,O,X,X,O
OSLZJIT,O,X,O,O,X,O
OSJTILZ,O,X,X,X,O,X
OSJTIZL,X,X,X,X,O,X
OSJTLIZ,O,X,X,X,O,X
OSJTLZI,X,X,X,X,O,X
OSJTZIL,X,X,X,X,O,X
OSJTZLI,X,X,X,X,O,X
OSJITLZ,O,X,X,O,X,X
OSJITZL,X,X,X,O,X,X
OSJILTZ,O,X,X,O,X,X
OSJILZT,O,X,O,O,X,X
OSJIZTL,O,X,O,O,X,X
OSJIZLT,O,X,O,O,X,X
OSJLTIZ,O,X,X,X,O,X
OSJLTZI,X,X,X,X,O,X
OSJLITZ,O,X,X,O,X,X
OSJLIZT,O,X,O,O,X,X
OSJLZTI,O,X,O,X,X,X
OSJLZIT,O,X,O,O,X,X
OSJZTIL,O,X,O,X,X,X
OSJZTLI,O,X,O,X,X,X
OSJZITL,O,X,O,O,X,X
OSJZILT,O,X,O,O,X,X
OSJZLTI,O,X,O,X,X,X
OSJZLIT,O,X,O,O,X,X
OSZTILJ,O,X,O,O,X,O
OSZTIJL,O,X,O,O,X,O
OSZTLIJ,O,X,O,O,X,O
OSZTLJI,O,X,O,X,X,O
OSZTJIL,O,X,O,X,X,O
OSZTJLI,O,X,O,X,X,O
OSZITLJ,O,X,O,O,X,O
OSZITJL,O,X,O,O,X,O
OSZILTJ,O,X,O,O,X,O
OSZILJT,O,X,O,O,X,O
OSZIJTL,O,X,O,O,X,X
OSZIJLT,O,X,O,O,X,O
OSZLTIJ,O,X,O,O,X,O
OSZLTJI,O,X,O,X,X,O
OSZLITJ,O,X,O,O,X,O
OSZLIJT,O,X,O,O,X,O
OSZLJTI,O,X,O,X,X,O
OSZLJIT,O,X,O,O,X,O
OSZJTIL,O,X,O,X,X,O
OSZJTLI,O,X,O,X,X,O
OSZJITL,O,X,O,O,X,X
OSZJILT,O,X,O,O,X,O
OSZJLTI,O,X,O,X,X,O
OSZJLIT,O,X,O,O,X,O
OZTILJS,O,X,O,X,X,O
OZTILSJ,X,X,X,X,X,O
OZTIJLS,O,X,O,X,X,O
OZTIJSL,X,X,O,X,X,O
OZTISLJ,X,X,O,X,X,O
OZTISJL,X,X,O,X,X,O
OZTLIJS,O,X,O,X,X,O
OZTLISJ,X,X,X,X,X,O
OZTLJIS,O,X,O,X,O,O
OZTLJSI,O,X,O,X,O,O
OZTLSIJ,O,X,X,X,X,O
OZTLSJI,O,X,X,X,X,O
OZTJILS,O,X,O,X,O,O
OZTJISL,X,X,O,X,O,O
OZTJLIS,O,X,O,X,O,O
OZTJLSI,O,X,O,X,O,O
OZTJSIL,O,X,O,X,O,O
OZTJSLI,O,X,O,X,O,O
OZTSILJ,O,X,O,X,X,O
OZTSIJL,O,X,O,X,X,O
OZTSLIJ,O,X,O,X,X,O
OZTSLJI,O,X,O,X,X,O
OZTSJIL,O,X,O,X,X,O
OZTSJLI,O,X,O,X,X,O
OZITLJS,O,X,O,X,X,O
OZITLSJ,X,X,X,X,X,O
OZITJLS,O,X,O,X,X,O
OZITJSL,X,X,O,X,X,O
OZITSLJ,X,X,O,X,X,O
OZITSJL,X,X,O,X,X,O
OZILTJS,O,X,O,X,X,O
OZILTSJ,X,X,X,X,X,O
OZILJTS,O,X,O,X,X,X
OZILJST,O,X,O,X,X,X
OZILSTJ,O,X,O,O,X,O
OZILSJT,O,X,O,O,X,O
OZIJTLS,O,X,O,X,X,X
OZIJTSL,X,X,O,X,X,X
OZIJLTS,O,X,O,X,X,X
OZIJLST,O,X,O,X,X,X
OZIJSTL,O,X,O,X,X,X
OZIJSLT,O,X,O,X,X,X
OZISTLJ,O,X,O,O,X,O
OZISTJL,O,X,O,O,X,O
OZISLTJ,O,X,O,O,X,O
OZISLJT,O,X,O,O,X,O
OZISJTL,O,X,O,O,X,X
OZISJLT,O,X,O,O,X,O
OZLTIJS,O,X,O,X,X,O
OZLTISJ,X,X,X,X,X,O
OZLTJIS,O,X,O,X,O,O
OZLTJSI,O,X,O,X,O,O
OZLTSIJ,O,X,X,X,X,O
OZLTSJI,O,X,X,X,X,O
OZLITJS,O,X,O,X,X,O
OZLITSJ,X,X,X,X,X,O
OZLIJTS,O,X,O,X,X,X
OZLIJST,O,X,O,X,X,X
OZLISTJ,O,X,O,O,X,O
OZLISJT,O,X,O,O,X,O
OZLJTIS,O,X,O,X,O,O
OZLJTSI,O,X,O,X,O,O
OZLJITS,O,X,O,X,X,X
OZLJIST,O,X,O,X,X,X
OZLJSTI,O,X,O,X,X,O
OZLJSIT,O,X,O,X,X,O
OZLSTIJ,O,X,O,O,X,O
OZLSTJI,O,X,O,X,X,O
OZLSITJ,O,X,O,O,X,O
OZLSIJT,O,X,O,O,X,O
OZLSJTI,O,X,O,X,X,O
OZLSJIT,O,X,O,O,X,O
OZJTILS,O,X,O,X,O,O
OZJTISL,X,X,O,X,O,O
OZJTLIS,O,X,O,X,O,O
OZJTLSI,O,X,O,X,O,O
OZJTSIL,O,X,O,X,O,O
OZJTSLI,O,X,O,X,O,O
OZJITLS,O,X,O,X,X,X
OZJITSL,X,X,O,X,X,X
OZJILTS,O,X,O,X,X,X
OZJILST,O,X,O,X,X,X
OZJISTL,O,X,O,X,X,X
OZJISLT,O,X,O,X,X,X
OZJLTIS,O,X,O,X,O,O
OZJLTSI,O,X,O,X,O,O
OZJLITS,O,X,O,X,X,X
OZJLIST,O,X,O,X,X,X
OZJLSTI,O,X,O,X,X,O
OZJLSIT,O,X,O,X,X,O
OZJSTIL,O,X,O,X,X,O
OZJSTLI,O,X,O,X,X,O
OZJSITL,O,X,O,X,X,X
OZJSILT,O,X,O,X,X,O
OZJSLTI,O,X,O,X,X,O
OZJSLIT,O,X,O,X,X,O
OZSTILJ,O,X,O,O,X,O
OZSTIJL,O,X,O,O,X,O
OZSTLIJ,O,X,O,O,X,O
OZSTLJI,O,X,O,X,X,O
OZSTJIL,O,X,O,X,X,O
OZSTJLI,O,X,O,X,X,O
OZSITLJ,O,X,O,O,X,O
OZSITJL,O,X,O,O,X,O
OZSILTJ,O,X,O,O,X,O
OZSILJT,O,X,O,O,X,O
OZSIJTL,O,X,O,O,X,X
OZSIJLT,O,X,O,O,X,O
OZSLTIJ,O,X,O,O,X,O
OZSLTJI,O,X,O,X,X,O
OZSLITJ,O,X,O,O,X,O
OZSLIJT,O,X,O,O,X,O
OZSLJTI,O,X,O,X,X,O
OZSLJIT,O,X,O,O,X,O
OZSJTIL,O,X,O,X,X,O
OZSJTLI,O,X,O,X,X,O
OZSJITL,O,X,O,O,X,X
OZSJILT,O,X,O,O,X,O
OZSJLTI,O,X,O,X,X,O
OZSJLIT,O,X,O,O,X,O
