sequence,v115@9gB8HeC8GeC8GeC8CeA8Me0AJvhFxhBTjB3mB1sBWw?BSyB,v115@9gB8HeC8GeC8GeC8CeA8Me0AJvhFlhB3iB5oBetBzq?BCsB,v115@9gB8HeC8GeC8GeC8CeA8MexAJvhFXiBTjBUmB1sBWw?BSyB,v115@9gB8HeC8GeC8GeC8CeA8MelAJvhFzhB5nB8qB6tBOt?B3rB,v115@9gB8HeC8GeC8GeC8CeA8MexAJvhFTjBqqB/rBFnBGt?B0sB,v115@9gB8HeC8GeC8GeC8CeA8MelAJvhFRiBSoB8qB+rB/s?BTtB,v115@9gB8HeC8GeC8GeC8CeA8MeXBJvhFxiBFnB6tBGrBzs?B0qB,v115@9gB8HeC8GeC8GeC8CeA8Me6FJvhFThBxiBXnB8sB+t?BVwB,v115@9gB8HeC8GeC8GeC8CeA8MeXBJvhF5oBFnB8sB6qBTr?BmsB,v115@9gB8HeC8GeC8GeC8CeA8MeXBJvhFxiBFnB8sB+tB6q?BTrB,v115@9gB8HeC8GeC8GeC8CeA8MeXBJvhFxiBFnBGrBCtBTt?B0qB
SIOZTLJ,X,X,X,O,X,X,X,X,O,X,X
SIOZTJL,X,O,X,O,X,X,X,X,O,X,X
SIOZLTJ,X,X,X,O,X,X,X,X,O,X,X
SIOZLJT,X,X,X,O,X,O,X,X,X,X,X
SIOZJTL,X,O,X,O,X,O,X,X,O,X,X
SIOZJLT,X,O,X,O,X,O,X,X,X,X,X
SLTIJZO,O,X,O,X,O,O,X,X,X,X,X
SLTIJOZ,O,X,O,X,O,X,O,X,X,X,X
SLTIZJO,O,X,X,O,O,X,X,X,X,X,X
SLTIZOJ,O,X,O,O,X,X,X,X,X,X,X
SLTIOJZ,O,X,O,X,O,X,O,X,X,X,X
SLTIOZJ,O,X,O,O,X,X,O,X,X,X,X
SLTJIZO,O,O,O,X,O,O,X,X,X,X,X
SLTJIOZ,O,O,O,X,O,X,O,X,X,X,O
SLTJZIO,O,O,O,X,O,O,X,X,X,X,X
SLTJZOI,O,O,O,X,O,O,O,X,X,X,O
SLTJOIZ,O,O,O,X,O,X,O,X,X,X,O
SLTJOZI,O,O,O,X,O,X,O,X,X,X,O
SLTZIJO,O,X,X,O,O,X,X,X,X,X,X
SLTZIOJ,O,X,O,O,X,X,X,X,X,X,X
SLTZJIO,O,O,O,O,O,X,X,X,X,X,X
SLTZJOI,O,O,O,O,O,X,O,X,X,X,X
SLTZOIJ,O,X,O,O,X,X,O,X,X,X,X
SLTZOJI,O,X,O,O,X,X,O,X,X,X,X
SLTOIJZ,O,X,O,X,O,X,O,X,X,X,X
SLTOIZJ,O,X,O,O,X,X,O,X,X,X,X
SLTOJIZ,O,X,O,X,O,X,O,X,X,X,X
SLTOJZI,O,X,O,X,O,X,O,X,X,X,X
SLTOZIJ,O,X,O,O,X,X,O,X,X,X,X
SLTOZJI,O,X,O,O,X,X,O,X,X,X,X
SLITJZO,X,X,X,X,O,O,X,X,X,X,X
SLITJOZ,X,X,O,X,O,X,X,X,X,X,X
SLITZJO,X,X,X,O,O,X,X,X,X,X,X
SLITZOJ,X,X,O,O,X,X,X,X,X,X,X
SLITOJZ,X,X,O,X,O,X,X,X,X,X,X
SLITOZJ,X,X,O,O,X,X,X,X,X,X,X
SLIJTZO,X,X,O,X,O,O,X,X,X,X,X
SLIJTOZ,X,X,O,X,O,X,X,X,X,X,X
SLIJZTO,X,X,O,O,O,O,X,X,X,X,X
SLIJZOT,X,X,X,O,O,O,X,X,X,X,X
SLIJOTZ,X,X,O,X,O,X,X,X,X,X,X
SLIJOZT,X,X,X,O,O,O,X,X,X,X,X
SLIZTJO,X,X,X,O,O,X,X,X,X,X,X
SLIZTOJ,X,X,X,O,X,X,X,X,X,X,X
SLIZJTO,X,X,X,O,O,O,X,X,X,X,X
SLIZJOT,X,X,X,O,O,O,X,X,X,X,X
SLIZOTJ,X,X,X,O,X,X,X,X,X,X,X
SLIZOJT,X,X,X,O,X,X,X,X,X,X,X
SLIOTJZ,X,X,O,X,O,X,X,X,X,X,X
SLIOTZJ,X,X,O,O,X,X,X,X,X,X,X
SLIOJTZ,X,X,O,X,O,X,X,X,X,X,X
SLIOJZT,X,X,X,O,O,O,X,X,X,X,X
SLIOZTJ,X,X,X,O,X,X,X,X,X,X,X
SLIOZJT,X,X,X,O,X,X,X,X,X,X,X
SLJTIZO,O,O,O,X,O,O,X,X,X,X,X
SLJTIOZ,O,O,O,X,O,X,O,X,X,X,O
SLJTZIO,O,O,O,X,O,O,X,X,X,X,X
SLJTZOI,O,O,O,X,O,O,O,X,X,X,O
SLJTOIZ,O,O,O,X,O,X,O,X,X,X,O
SLJTOZI,O,O,O,X,O,X,O,X,X,X,O
SLJITZO,X,O,O,X,O,O,X,X,X,X,X
SLJITOZ,X,O,O,X,O,X,O,X,X,X,O
SLJIZTO,X,O,O,O,O,O,X,X,X,X,X
SLJIZOT,X,O,X,O,O,O,X,X,X,X,X
SLJIOTZ,X,O,O,X,O,X,X,X,X,X,X
SLJIOZT,X,O,X,O,O,O,X,X,X,X,X
SLJZTIO,O,O,O,O,O,O,X,X,X,X,X
SLJZTOI,O,O,O,O,O,O,O,X,X,X,O
SLJZITO,O,O,O,O,O,O,X,X,X,X,X
SLJZIOT,O,O,X,O,O,O,X,X,X,X,X
SLJZOTI,O,O,X,O,O,O,X,X,X,X,X
SLJZOIT,O,O,X,O,O,O,X,X,X,X,X
SLJOTIZ,O,O,O,X,O,O,O,X,X,X,O
SLJOTZI,O,O,O,X,O,O,O,X,X,X,O
SLJOITZ,X,O,O,X,O,O,X,X,X,X,X
SLJOIZT,X,O,X,O,O,O,X,X,X,X,X
SLJOZTI,O,O,X,O,O,O,X,X,X,X,X
SLJOZIT,O,O,X,O,O,O,X,X,X,X,X
SLZTIJO,O,X,X,O,O,X,X,X,X,X,X
SLZTIOJ,O,X,X,O,X,X,X,X,X,X,X
SLZTJIO,O,O,X,O,O,X,X,X,X,X,X
SLZTJOI,O,O,X,O,O,X,X,X,X,X,X
SLZTOIJ,O,X,X,O,X,X,X,X,X,X,X
SLZTOJI,O,X,X,O,X,X,X,X,X,X,X
SLZITJO,X,X,X,O,O,X,X,X,X,X,X
SLZITOJ,O,X,X,O,X,X,X,X,X,X,X
SLZIJTO,O,X,X,O,O,O,X,X,X,X,X
SLZIJOT,O,X,X,O,O,O,X,X,X,X,X
SLZIOTJ,O,X,X,O,X,X,X,X,X,X,X
SLZIOJT,O,X,X,O,X,X,X,X,X,X,X
SLZJTIO,O,O,X,O,O,O,X,X,X,X,X
SLZJTOI,O,O,X,O,O,O,X,X,X,X,X
SLZJITO,O,O,X,O,O,O,X,X,X,X,X
SLZJIOT,O,O,X,O,O,O,X,X,X,X,X
SLZJOTI,O,O,X,O,O,O,X,X,X,X,X
SLZJOIT,O,O,X,O,O,O,X,X,X,X,X
SLZOTIJ,O,X,X,O,X,X,X,X,X,X,X
SLZOTJI,O,X,X,O,X,X,X,X,X,X,X
SLZOITJ,O,X,X,O,X,X,X,X,X,X,X
SLZOIJT,O,X,X,O,X,X,X,X,X,X,X
SLZOJTI,O,X,X,O,X,X,X,X,X,X,X
SLZOJIT,O,X,X,O,X,X,X,X,X,X,X
SLOTIJZ,O,X,O,X,O,O,X,X,X,X,X
SLOTIZJ,O,X,O,O,X,X,X,X,X,X,X
SLOTJIZ,O,O,O,X,O,O,X,X,X,X,X
SLOTJZI,O,O,O,X,O,O,X,X,X,X,X
SLOTZIJ,O,X,O,O,X,X,X,X,X,X,X
SLOTZJI,O,O,O,O,X,X,X,X,X,X,X
SLOITJZ,X,X,O,X,O,O,X,X,X,X,X
SLOITZJ,X,X,O,O,X,X,X,X,X,X,X
SLOIJTZ,X,X,O,X,O,O,X,X,X,X,X
SLOIJZT,X,X,X,O,O,O,X,X,X,X,X
SLOIZTJ,X,X,X,O,X,X,X,X,X,X,X
SLOIZJT,X,X,X,O,X,O,X,X,X,X,X
SLOJTIZ,O,O,O,X,O,O,X,X,X,X,X
SLOJTZI,O,O,O,X,O,O,X,X,X,X,X
SLOJITZ,X,O,O,X,O,O,X,X,X,X,X
SLOJIZT,X,O,X,O,O,O,X,X,X,X,X
SLOJZTI,O,O,X,O,O,O,X,X,X,X,X
SLOJZIT,O,O,X,O,O,O,X,X,X,X,X
SLOZTIJ,O,X,X,O,X,X,X,X,X,X,X
SLOZTJI,O,O,X,O,X,X,X,X,X,X,X
SLOZITJ,O,X,X,O,X,X,X,X,X,X,X
SLOZIJT,O,X,X,O,X,O,X,X,X,X,X
SLOZJTI,O,O,X,O,X,O,X,X,X,X,X
SLOZJIT,O,O,X,O,X,O,X,X,X,X,X
SJTILZO,O,O,O,X,X,O,X,O,X,X,X
SJTILOZ,O,O,O,X,X,X,O,O,X,X,O
SJTIZLO,O,O,O,X,X,O,X,O,X,X,X
SJTIZOL,O,O,O,X,X,O,X,O,X,X,X
SJTIOLZ,O,O,O,X,X,X,O,O,X,X,X
SJTIOZL,O,O,O,X,X,X,X,X,X,X,X
SJTLIZO,O,O,O,X,X,O,X,O,X,X,X
SJTLIOZ,O,O,O,X,X,X,O,O,X,X,O
SJTLZIO,O,O,O,X,X,O,X,O,X,X,X
SJTLZOI,O,O,O,X,X,O,O,O,X,X,O
SJTLOIZ,O,O,O,X,X,X,O,O,X,X,O
SJTLOZI,O,O,O,X,X,X,O,O,X,X,O
SJTZILO,O,O,O,X,X,O,X,O,X,X,X
SJTZIOL,O,O,O,X,X,O,X,O,X,X,X
SJTZLIO,O,O,O,X,X,O,X,O,X,X,X
SJTZLOI,O,O,O,X,X,O,O,O,X,X,O
SJTZOIL,O,O,O,X,X,O,X,O,X,X,X
SJTZOLI,O,X,O,X,X,O,O,O,X,X,X
SJTOILZ,O,O,O,X,X,O,O,O,X,X,X
SJTOIZL,O,O,O,X,X,O,X,X,X,X,X
SJTOLIZ,O,O,O,X,X,O,O,O,X,X,O
SJTOLZI,O,O,O,X,X,O,O,O,X,X,O
SJTOZIL,O,O,O,X,X,O,X,O,X,X,X
SJTOZLI,O,O,O,X,X,O,O,O,X,X,X
SJITLZO,O,O,O,X,X,O,X,O,X,X,X
SJITLOZ,O,O,O,X,X,X,O,O,X,X,O
SJITZLO,O,O,O,X,X,O,X,O,X,X,X
SJITZOL,O,O,O,X,X,O,X,O,X,X,X
SJITOLZ,O,O,O,X,X,X,O,O,X,X,X
SJITOZL,O,O,O,X,X,X,X,X,X,X,X
SJILTZO,O,O,O,X,O,O,X,X,X,X,X
SJILTOZ,O,O,O,X,O,X,O,X,X,X,O
SJILZTO,O,O,O,O,O,O,X,X,X,X,X
SJILZOT,X,O,X,O,O,O,X,X,X,X,X
SJILOTZ,X,O,O,X,O,X,X,X,X,X,X
SJILOZT,X,O,X,O,O,O,X,X,X,X,X
SJIZTLO,O,O,O,O,X,O,X,O,X,O,X
SJIZTOL,O,O,O,O,X,O,X,O,X,O,X
SJIZLTO,O,O,O,O,X,O,X,O,X,X,X
SJIZLOT,X,O,X,O,X,O,X,X,X,X,X
SJIZOTL,O,O,O,O,X,O,X,O,X,X,X
SJIZOLT,X,O,X,O,X,O,X,X,X,X,X
SJIOTLZ,O,O,X,X,X,O,O,X,X,X,X
SJIOTZL,O,O,X,X,X,O,X,X,X,X,X
SJIOLTZ,X,O,X,X,O,O,O,X,X,X,X
SJIOLZT,X,O,X,O,O,O,X,X,X,X,X
SJIOZTL,O,O,X,O,X,O,X,X,X,X,X
SJIOZLT,X,O,X,O,X,O,X,X,X,X,X
SJLTIZO,O,O,O,X,O,O,X,X,X,X,X
SJLTIOZ,O,O,O,X,O,X,O,X,X,X,O
SJLTZIO,O,O,O,X,O,O,X,X,X,X,X
SJLTZOI,O,O,O,X,O,O,O,X,X,X,O
SJLTOIZ,O,O,O,X,O,X,O,X,X,X,O
SJLTOZI,O,O,O,X,O,X,O,X,X,X,O
SJLITZO,O,O,O,X,O,O,X,X,X,X,X
SJLITOZ,O,O,O,X,O,X,O,X,X,X,O
SJLIZTO,O,O,O,O,O,O,X,X,X,X,X
SJLIZOT,X,O,X,O,O,O,X,X,X,X,X
SJLIOTZ,X,O,O,X,O,X,X,X,X,X,X
SJLIOZT,X,O,X,O,O,O,X,X,X,X,X
SJLZTIO,O,O,O,O,O,O,X,X,X,X,X
SJLZTOI,O,O,O,O,O,O,O,X,X,X,O
SJLZITO,O,O,O,O,O,O,X,X,X,X,X
SJLZIOT,O,O,X,O,O,O,X,X,X,X,X
SJLZOTI,O,O,X,O,O,O,X,X,X,X,X
SJLZOIT,O,O,X,O,O,O,X,X,X,X,X
SJLOTIZ,O,O,O,X,O,O,O,X,X,X,O
SJLOTZI,O,O,O,X,O,O,O,X,X,X,O
SJLOITZ,X,O,O,X,O,O,O,X,X,X,X
SJLOIZT,X,O,X,O,O,O,X,X,X,X,X
SJLOZTI,O,O,X,O,O,O,O,X,X,X,X
SJLOZIT,O,O,X,O,O,O,X,X,X,X,X
SJZTILO,O,O,O,O,X,O,X,O,X,O,X
SJZTIOL,O,O,O,O,X,O,X,O,X,O,X
SJZTLIO,O,O,O,O,X,O,X,O,X,O,X
SJZTLOI,O,O,O,O,X,O,O,O,X,O,O
SJZTOIL,O,O,O,O,X,O,X,O,X,O,X
SJZTOLI,O,X,O,O,X,O,O,O,X,O,X
SJZITLO,O,O,O,O,X,O,X,O,X,O,X
SJZITOL,O,O,O,O,X,O,X,O,X,O,X
SJZILTO,O,O,O,O,X,O,X,O,X,X,X
SJZILOT,O,O,X,O,X,O,X,X,X,X,X
SJZIOTL,O,O,O,O,X,O,X,O,X,X,X
SJZIOLT,X,O,X,O,X,O,X,X,X,X,X
SJZLTIO,O,O,O,O,X,O,X,O,X,X,X
SJZLTOI,O,O,O,O,X,O,O,O,X,X,O
SJZLITO,O,O,O,O,X,O,X,O,X,X,X
SJZLIOT,O,O,X,O,X,O,X,X,X,X,X
SJZLOTI,O,O,X,O,X,O,X,X,X,X,X
SJZLOIT,O,O,X,O,X,O,X,X,X,X,X
SJZOTIL,O,O,O,O,X,O,X,O,X,O,X
SJZOTLI,O,O,O,O,X,O,O,O,X,O,X
SJZOITL,O,O,O,O,X,O,X,O,X,O,X
SJZOILT,X,O,X,O,X,O,X,X,X,X,X
SJZOLTI,X,O,X,O,X,O,O,X,X,O,X
SJZOLIT,X,O,X,O,X,O,X,X,X,X,X
SJOTILZ,O,O,X,X,X,O,O,X,X,X,X
SJOTIZL,O,O,X,X,X,O,X,X,X,X,X
SJOTLIZ,O,O,X,X,X,O,O,X,X,X,O
SJOTLZI,O,O,X,X,X,O,O,X,X,X,O
SJOTZIL,O,O,X,X,X,O,X,X,X,O,X
SJOTZLI,O,O,X,X,X,O,O,X,X,O,X
SJOITLZ,O,O,X,X,X,O,O,X,X,X,X
SJOITZL,O,O,X,X,X,O,X,X,X,X,X
SJOILTZ,X,O,X,X,O,O,O,X,X,X,X
SJOILZT,X,O,X,O,O,O,X,X,X,X,X
SJOIZTL,O,O,X,O,X,O,X,X,X,O,X
SJOIZLT,X,O,X,O,X,O,X,X,X,X,X
SJOLTIZ,X,O,X,X,O,O,O,X,X,X,O
SJOLTZI,X,O,X,X,O,O,O,X,X,X,O
SJOLITZ,X,O,X,X,O,O,O,X,X,X,X
SJOLIZT,X,O,X,O,O,O,X,X,X,X,X
SJOLZTI,X,O,X,O,O,O,O,X,X,O,X
SJOLZIT,X,O,X,O,O,O,X,X,X,X,X
SJOZTIL,O,O,X,O,X,O,X,X,X,O,X
SJOZTLI,O,O,X,O,X,O,O,X,X,O,X
SJOZITL,O,O,X,O,X,O,X,X,X,O,X
SJOZILT,X,O,X,O,X,O,X,X,X,X,X
SJOZLTI,X,O,X,O,X,O,O,X,X,O,X
SJOZLIT,X,O,X,O,X,O,X,X,X,X,X
SZTILJO,O,X,X,O,X,X,X,X,X,X,X
SZTILOJ,O,X,X,O,X,X,X,X,X,X,X
SZTIJLO,O,O,X,O,X,X,X,X,X,X,X
SZTIJOL,O,O,X,O,X,X,X,X,X,X,X
SZTIOLJ,O,X,X,O,X,X,X,X,O,X,X
SZTIOJL,O,X,X,O,X,X,X,X,O,X,X
SZTLIJO,O,X,X,O,X,X,X,X,X,X,X
SZTLIOJ,O,X,X,O,X,X,X,X,X,X,X
SZTLJIO,O,O,X,O,X,X,X,X,X,X,X
SZTLJOI,O,O,X,O,X,X,X,X,X,X,X
SZTLOIJ,O,X,X,O,X,X,X,X,X,X,X
SZTLOJI,O,X,X,O,X,X,X,X,X,X,X
SZTJILO,O,O,X,O,X,O,X,X,X,X,X
SZTJIOL,O,O,X,O,X,O,X,X,X,X,X
SZTJLIO,O,O,X,O,X,O,X,X,X,X,X
SZTJLOI,O,X,X,O,X,O,X,X,X,X,X
SZTJOIL,O,O,X,O,X,O,X,X,X,X,X
SZTJOLI,O,X,X,O,X,O,X,X,X,X,X
SZTOILJ,O,X,X,O,X,X,X,X,O,X,X
SZTOIJL,O,X,X,O,X,X,X,X,O,X,X
SZTOLIJ,O,X,X,O,X,X,X,X,O,X,X
SZTOLJI,O,X,X,O,X,X,X,X,X,X,X
SZTOJIL,O,X,X,O,X,O,X,X,O,X,X
SZTOJLI,O,X,X,O,X,O,X,X,X,X,X
SZITLJO,X,X,X,O,X,X,X,X,X,X,X
SZITLOJ,O,X,X,O,X,X,X,X,X,X,X
SZITJLO,X,O,X,O,X,X,X,X,X,X,X
SZITJOL,X,O,X,O,X,X,X,X,X,X,X
SZITOLJ,O,X,X,O,X,X,X,X,O,X,X
SZITOJL,O,X,X,O,X,X,X,X,O,X,X
SZILTJO,X,X,X,O,X,X,X,X,X,X,X
SZILTOJ,O,X,X,O,X,X,X,X,X,X,X
SZILJTO,O,X,X,O,X,O,X,X,X,X,X
SZILJOT,O,X,X,O,X,O,X,X,X,X,X
SZILOTJ,O,X,X,O,X,X,X,X,X,X,X
SZILOJT,O,X,X,O,X,X,X,X,X,X,X
SZIJTLO,O,O,X,O,X,O,X,X,X,X,X
SZIJTOL,O,O,X,O,X,O,X,X,X,X,X
SZIJLTO,O,O,X,O,X,O,X,X,X,X,X
SZIJLOT,O,O,X,O,X,O,X,X,X,X,X
SZIJOTL,O,O,X,O,X,O,X,X,X,X,X
SZIJOLT,X,O,X,O,X,O,X,X,X,X,X
SZIOTLJ,X,X,X,O,X,X,X,X,O,X,X
SZIOTJL,X,X,X,O,X,X,X,X,O,X,X
SZIOLTJ,X,X,X,O,X,X,X,X,O,X,X
SZIOLJT,X,X,X,O,X,X,X,X,X,X,X
SZIOJTL,X,X,X,O,X,X,X,X,O,X,X
SZIOJLT,X,X,X,O,X,X,X,X,X,X,X
SZLTIJO,O,X,X,O,X,X,X,X,X,X,X
SZLTIOJ,O,X,X,O,X,X,X,X,X,X,X
SZLTJIO,O,O,X,O,X,X,X,X,X,X,X
SZLTJOI,O,O,X,O,X,X,X,X,X,X,X
SZLTOIJ,O,X,X,O,X,X,X,X,X,X,X
SZLTOJI,O,X,X,O,X,X,X,X,X,X,X
SZLITJO,X,X,X,O,X,X,X,X,X,X,X
SZLITOJ,O,X,X,O,X,X,X,X,X,X,X
SZLIJTO,O,X,X,O,X,O,X,X,X,X,X
SZLIJOT,O,X,X,O,X,O,X,X,X,X,X
SZLIOTJ,O,X,X,O,X,X,X,X,X,X,X
SZLIOJT,O,X,X,O,X,X,X,X,X,X,X
SZLJTIO,O,O,X,O,X,O,X,X,X,X,X
SZLJTOI,O,O,X,O,X,O,X,X,X,X,X
SZLJITO,O,O,X,O,X,O,X,X,X,X,X
SZLJIOT,O,O,X,O,X,O,X,X,X,X,X
SZLJOTI,O,O,X,O,X,O,X,X,X,X,X
SZLJOIT,O,O,X,O,X,O,X,X,X,X,X
SZLOTIJ,O,X,X,O,X,X,X,X,X,X,X
SZLOTJI,O,X,X,O,X,X,X,X,X,X,X
SZLOITJ,O,X,X,O,X,X,X,X,X,X,X
SZLOIJT,O,X,X,O,X,X,X,X,X,X,X
SZLOJTI,O,X,X,O,X,X,X,X,X,X,X
SZLOJIT,O,X,X,O,X,X,X,X,X,X,X
SZJTILO,O,O,X,O,X,O,X,X,X,X,X
SZJTIOL,O,O,X,O,X,O,X,X,X,X,X
SZJTLIO,O,O,X,O,X,O,X,X,X,X,X
SZJTLOI,O,O,X,O,X,O,X,X,X,X,X
SZJTOIL,O,O,X,O,X,O,X,X,X,X,X
SZJTOLI,O,X,X,O,X,O,X,X,X,X,X
SZJITLO,O,O,X,O,X,O,X,X,X,X,X
SZJITOL,O,O,X,O,X,O,X,X,X,X,X
SZJILTO,O,O,X,O,X,O,X,X,X,X,X
SZJILOT,O,O,X,O,X,O,X,X,X,X,X
SZJIOTL,O,O,X,O,X,O,X,X,X,X,X
SZJIOLT,X,O,X,O,X,O,X,X,X,X,X
SZJLTIO,O,O,X,O,X,O,X,X,X,X,X
SZJLTOI,O,O,X,O,X,O,X,X,X,X,X
SZJLITO,O,O,X,O,X,O,X,X,X,X,X
SZJLIOT,O,O,X,O,X,O,X,X,X,X,X
SZJLOTI,O,O,X,O,X,O,X,X,X,X,X
SZJLOIT,O,O,X,O,X,O,X,X,X,X,X
SZJOTIL,O,O,X,O,X,O,X,X,X,X,X
SZJOTLI,O,X,X,O,X,O,X,X,X,X,X
SZJOITL,O,O,X,O,X,O,X,X,X,X,X
SZJOILT,X,O,X,O,X,O,X,X,X,X,X
SZJOLTI,X,O,X,O,X,O,X,X,X,X,X
SZJOLIT,X,O,X,O,X,O,X,X,X,X,X
SZOTILJ,X,X,X,O,X,X,X,X,O,X,X
SZOTIJL,X,X,X,O,X,X,X,X,O,X,X
SZOTLIJ,X,X,X,O,X,X,X,X,O,X,X
SZOTLJI,X,X,X,O,X,X,X,X,X,X,X
SZOTJIL,X,X,X,O,X,O,X,X,O,X,X
SZOTJLI,X,X,X,O,X,O,X,X,X,X,X
SZOITLJ,X,X,X,O,X,X,X,X,O,X,X
SZOITJL,X,X,X,O,X,X,X,X,O,X,X
SZOILTJ,X,X,X,O,X,X,X,X,O,X,X
SZOILJT,X,X,X,O,X,O,X,X,X,X,X
SZOIJTL,X,X,X,O,X,O,X,X,O,X,X
SZOIJLT,X,X,X,O,X,O,X,X,X,X,X
SZOLTIJ,X,X,X,O,X,X,X,X,O,X,X
SZOLTJI,X,X,X,O,X,X,X,X,X,X,X
SZOLITJ,X,X,X,O,X,X,X,X,O,X,X
SZOLIJT,X,X,X,O,X,O,X,X,X,X,X
SZOLJTI,X,X,X,O,X,O,X,X,X,X,X
SZOLJIT,X,X,X,O,X,O,X,X,X,X,X
SZOJTIL,X,X,X,O,X,O,X,X,O,X,X
SZOJTLI,X,X,X,O,X,O,X,X,X,X,X
SZOJITL,X,X,X,O,X,O,X,X,O,X,X
SZOJILT,X,X,X,O,X,O,X,X,X,X,X
SZOJLTI,X,X,X,O,X,O,X,X,X,X,X
SZOJLIT,X,X,X,O,X,O,X,X,X,X,X
SOTILJZ,X,X,X,X,X,O,O,X,X,X,X
SOTILZJ,X,X,X,O,X,X,O,X,X,X,X
SOTIJLZ,X,X,X,X,X,O,X,X,X,X,X
SOTIJZL,X,X,X,X,X,O,X,X,X,X,X
SOTIZLJ,X,X,X,O,X,X,X,X,O,X,X
SOTIZJL,X,X,X,O,X,X,X,X,O,X,X
SOTLIJZ,X,X,X,X,X,O,O,X,X,X,X
SOTLIZJ,X,X,X,O,X,X,O,X,X,X,X
SOTLJIZ,X,X,X,X,X,O,O,X,X,X,X
SOTLJZI,X,X,X,X,X,O,O,X,X,X,X
SOTLZIJ,X,X,X,O,X,X,O,X,O,X,X
SOTLZJI,X,X,X,O,X,X,O,X,X,X,X
SOTJILZ,X,X,X,X,X,O,O,X,X,X,X
SOTJIZL,X,X,X,X,X,O,X,X,X,X,X
SOTJLIZ,X,X,X,X,X,O,O,X,X,X,X
SOTJLZI,X,X,X,X,X,O,O,X,X,X,X
SOTJZIL,X,X,X,X,X,O,X,X,O,O,X
SOTJZLI,X,X,X,X,X,O,O,X,X,O,X
SOTZILJ,X,X,X,O,X,X,X,X,O,X,X
SOTZIJL,X,X,X,O,X,X,X,X,O,X,X
SOTZLIJ,X,X,X,O,X,X,O,X,O,X,X
SOTZLJI,X,X,X,O,X,X,O,X,X,X,X
SOTZJIL,X,X,X,O,X,O,X,X,O,X,X
SOTZJLI,X,X,X,O,X,O,X,X,X,X,X
SOITLJZ,X,X,X,X,X,O,X,X,X,X,X
SOITLZJ,X,X,X,O,X,X,X,X,X,X,X
SOITJLZ,X,X,X,X,X,O,X,X,X,X,X
SOITJZL,X,X,X,X,X,O,X,X,X,X,X
SOITZLJ,X,X,X,O,X,X,X,X,O,X,X
SOITZJL,X,X,X,O,X,X,X,X,O,X,X
SOILTJZ,X,X,X,X,X,O,X,X,X,X,X
SOILTZJ,X,X,X,O,X,X,X,X,X,X,X
SOILJTZ,X,X,X,X,X,O,X,X,X,X,X
SOILJZT,X,X,X,O,X,O,X,X,X,X,X
SOILZTJ,X,X,X,O,X,X,X,X,O,X,X
SOILZJT,X,X,X,O,X,O,X,X,X,X,X
SOIJTLZ,X,O,X,X,X,O,X,X,X,X,X
SOIJTZL,X,O,X,X,X,O,X,X,X,X,X
SOIJLTZ,X,O,X,X,X,O,X,X,X,X,X
SOIJLZT,X,O,X,O,X,O,X,X,X,X,X
SOIJZTL,X,O,X,O,X,O,X,X,O,O,X
SOIJZLT,X,O,X,O,X,O,X,X,X,X,X
SOIZTLJ,X,X,X,O,X,X,X,X,O,X,X
SOIZTJL,X,O,X,O,X,X,X,X,O,X,X
SOIZLTJ,X,X,X,O,X,X,X,X,O,X,X
SOIZLJT,X,X,X,O,X,O,X,X,X,X,X
SOIZJTL,X,O,X,O,X,O,X,X,O,X,X
SOIZJLT,X,O,X,O,X,O,X,X,X,X,X
SOLTIJZ,X,X,X,X,X,O,O,X,X,X,X
SOLTIZJ,X,X,X,O,X,X,O,X,X,X,X
SOLTJIZ,X,O,X,X,X,O,O,X,X,X,X
SOLTJZI,X,O,X,X,X,O,O,X,X,X,X
SOLTZIJ,X,X,X,O,X,X,O,X,O,X,X
SOLTZJI,X,O,X,O,X,X,O,X,X,X,X
SOLITJZ,X,X,X,X,X,O,O,X,X,X,X
SOLITZJ,X,X,X,O,X,X,O,X,X,X,X
SOLIJTZ,X,X,X,X,X,O,X,X,X,X,X
SOLIJZT,X,X,X,O,X,O,X,X,X,X,X
SOLIZTJ,X,X,X,O,X,X,X,X,O,X,X
SOLIZJT,X,X,X,O,X,O,X,X,X,X,X
SOLJTIZ,X,O,X,X,X,O,O,X,X,X,X
SOLJTZI,X,O,X,X,X,O,O,X,X,X,X
SOLJITZ,X,O,X,X,X,O,O,X,X,X,X
SOLJIZT,X,O,X,O,X,O,X,X,X,X,X
SOLJZTI,X,O,X,O,X,O,O,X,X,O,X
SOLJZIT,X,O,X,O,X,O,X,X,X,X,X
SOLZTIJ,X,X,X,O,X,X,X,X,O,X,X
SOLZTJI,X,O,X,O,X,X,X,X,X,X,X
SOLZITJ,X,X,X,O,X,X,X,X,O,X,X
SOLZIJT,X,X,X,O,X,O,X,X,X,X,X
SOLZJTI,X,O,X,O,X,O,X,X,X,X,X
SOLZJIT,X,O,X,O,X,O,X,X,X,X,X
SOJTILZ,X,O,X,X,X,O,O,X,X,X,X
SOJTIZL,X,O,X,X,X,O,X,X,X,X,X
SOJTLIZ,X,O,X,X,X,O,O,X,X,X,X
SOJTLZI,X,O,X,X,X,O,O,X,X,X,X
SOJTZIL,X,O,X,X,X,O,X,X,O,O,X
SOJTZLI,X,O,X,X,X,O,O,X,X,O,X
SOJITLZ,X,O,X,X,X,O,O,X,X,X,X
SOJITZL,X,O,X,X,X,O,X,X,X,X,X
SOJILTZ,X,O,X,X,X,O,O,X,X,X,X
