sequence,v115@OhC8GeC8CeA8AeE8Jei/IvhFzgBfnBxiBcpBeqBFrB,v115@OhC8GeC8CeA8AeE8JeOEJvhF8kBzgBfnBxnByuBFrB,v115@OhC8GeC8CeA8AeE8JeT/IvhF0hBxiBllBXlB2uBirB,v115@OhC8GeC8CeA8AeE8Jei/IvhFFhBxiBcpBzmBmqBXqB,v115@OhC8GeC8CeA8AeE8Jem/IvhFzgBfnBxiBipBFrB0pB,v115@OhC8GeC8CeA8AeE8JeyEJvhFzgBfnB0kBxnB2uBFrB,v115@OhC8GeC8CeA8AeE8JeOEJvhF8kBFhBxiBfrBzmByuB,v115@OhC8GeC8CeA8AeE8JezAJvhFfnBxiBmkB0pBFrBipB,v115@OhC8GeC8CeA8AeE8Je/EJvhFUgBxiByqBzmB2uBFrB,v115@OhC8GeC8CeA8AeE8JeFBJvhFxiBmkBfrBzmB0pBipB,v115@OhC8GeC8CeA8AeE8JefHJvhFxiBikBUmBFqBTpBmqB
JTLIOSZ,X,X,O,X,O,O,X,X,X,X,X
JTLIOZS,X,X,O,X,X,X,X,X,X,X,X
JTLSIZO,O,O,O,X,O,O,X,X,X,X,X
JTLSIOZ,O,O,O,X,O,O,X,X,X,X,X
JTLSZIO,O,O,O,X,O,O,X,X,X,X,X
JTLSZOI,O,O,O,X,O,O,X,X,O,X,X
JTLSOIZ,O,O,O,X,O,O,X,X,O,X,X
JTLSOZI,O,O,O,X,O,O,X,X,O,X,X
JTLZISO,O,O,O,O,X,X,X,X,X,X,X
JTLZIOS,O,O,O,O,X,X,X,X,X,X,X
JTLZSIO,O,O,O,O,O,O,X,X,X,X,O
JTLZSOI,O,O,O,X,O,O,X,X,X,X,O
JTLZOIS,O,O,O,O,X,X,X,X,X,X,X
JTLZOSI,O,O,O,X,O,O,X,X,X,X,X
JTLOISZ,X,X,O,X,O,O,X,X,O,X,X
JTLOIZS,X,X,O,X,X,X,X,X,X,X,X
JTLOSIZ,O,O,O,X,O,O,X,X,O,X,X
JTLOSZI,O,O,O,X,O,O,X,X,O,X,X
JTLOZIS,O,O,O,X,X,X,X,X,X,X,X
JTLOZSI,O,O,O,X,O,O,X,X,X,X,X
JTSILZO,O,O,X,X,O,O,X,X,X,X,X
JTSILOZ,O,O,X,X,O,O,X,X,X,X,X
JTSIZLO,O,X,X,O,X,O,X,O,X,X,X
JTSIZOL,O,X,O,X,X,O,X,O,O,X,X
JTSIOLZ,O,O,X,X,O,O,X,X,O,X,X
JTSIOZL,O,X,O,X,X,O,X,O,O,X,X
JTSLIZO,O,O,O,X,O,O,X,X,X,X,X
JTSLIOZ,O,O,O,X,O,O,X,X,X,X,X
JTSLZIO,O,O,O,X,O,O,X,X,X,X,X
JTSLZOI,O,O,O,X,O,O,X,X,O,X,X
JTSLOIZ,O,O,O,X,O,O,X,X,O,X,X
JTSLOZI,O,O,O,X,O,O,X,X,O,X,X
JTSZILO,O,X,X,O,X,O,X,O,X,X,X
JTSZIOL,O,X,O,X,X,O,X,O,O,X,X
JTSZLIO,O,X,X,O,X,O,X,O,X,X,X
JTSZLOI,O,X,X,X,X,O,X,O,O,X,X
JTSZOIL,O,X,O,X,X,O,X,O,O,X,X
JTSZOLI,O,X,O,X,X,O,X,O,O,X,X
JTSOILZ,O,O,X,X,O,O,X,X,O,X,X
JTSOIZL,O,X,O,X,X,O,X,O,O,X,X
JTSOLIZ,O,O,O,X,O,O,X,X,O,X,X
JTSOLZI,O,O,O,X,O,O,X,X,O,X,X
JTSOZIL,O,X,O,X,X,O,X,O,O,X,X
JTSOZLI,O,X,O,X,X,O,X,O,O,X,X
JTZILSO,O,X,X,O,X,X,X,X,X,X,X
JTZILOS,O,X,O,O,X,X,X,X,X,X,X
JTZISLO,O,X,X,O,X,X,X,O,X,X,X
JTZISOL,O,X,O,X,X,X,X,O,X,X,X
JTZIOLS,O,X,O,O,X,X,X,X,X,X,X
JTZIOSL,O,X,O,X,X,X,X,O,X,X,X
JTZLISO,O,X,O,O,X,X,X,X,X,X,X
JTZLIOS,O,X,O,O,X,X,X,X,X,X,X
JTZLSIO,O,X,O,O,X,O,X,O,X,X,O
JTZLSOI,O,X,O,X,X,O,X,O,X,X,O
JTZLOIS,O,X,O,O,X,X,X,X,X,X,X
JTZLOSI,O,X,O,O,X,O,X,O,X,X,X
JTZSILO,O,X,X,O,X,O,X,O,X,X,O
JTZSIOL,O,X,O,X,X,O,X,O,X,X,X
JTZSLIO,O,X,X,O,X,O,X,O,X,X,O
JTZSLOI,O,X,X,X,X,O,X,O,X,X,O
JTZSOIL,O,X,O,X,X,O,X,O,X,X,X
JTZSOLI,O,X,O,X,X,O,X,O,X,X,X
JTZOILS,O,X,O,O,X,X,X,X,X,X,X
JTZOISL,O,X,O,O,X,X,X,O,X,X,X
JTZOLIS,O,X,O,O,X,X,X,X,X,X,X
JTZOLSI,O,X,O,O,X,O,X,O,X,X,X
JTZOSIL,O,X,O,O,X,O,X,O,X,X,X
JTZOSLI,O,X,O,O,X,O,X,O,X,X,X
JTOILSZ,X,X,O,X,X,O,X,X,O,X,X
JTOILZS,X,X,O,O,X,X,X,X,X,X,X
JTOISLZ,O,X,X,X,X,O,X,X,O,X,X
JTOISZL,O,X,O,O,X,O,X,X,O,X,X
JTOIZLS,O,X,O,O,X,X,X,X,X,X,X
JTOIZSL,O,X,O,O,X,X,X,X,X,X,X
JTOLISZ,X,X,O,X,O,O,X,X,O,X,X
JTOLIZS,X,X,O,O,X,X,X,X,X,X,X
JTOLSIZ,O,O,O,X,O,O,X,X,O,X,X
JTOLSZI,O,O,O,X,O,O,X,X,O,X,X
JTOLZIS,O,O,O,O,X,X,X,X,X,X,X
JTOLZSI,O,O,O,O,O,O,X,X,X,X,X
JTOSILZ,O,O,X,X,O,O,X,X,O,X,X
JTOSIZL,O,X,O,O,X,O,X,O,O,X,X
JTOSLIZ,O,O,O,X,O,O,X,X,O,X,X
JTOSLZI,O,O,O,X,O,O,X,X,O,X,X
JTOSZIL,O,X,O,O,X,O,X,O,O,X,X
JTOSZLI,O,X,O,O,X,O,X,O,O,X,X
JTOZILS,O,X,O,O,X,X,X,X,X,X,X
JTOZISL,O,X,O,O,X,X,X,O,X,X,X
JTOZLIS,O,X,O,O,X,X,X,X,X,X,X
JTOZLSI,O,X,O,O,X,O,X,O,X,X,X
JTOZSIL,O,X,O,O,X,O,X,O,X,X,X
JTOZSLI,O,X,O,O,X,O,X,O,X,X,X
JITLSZO,X,X,O,X,X,O,X,X,X,X,X
JITLSOZ,X,X,O,X,X,O,X,X,X,X,X
JITLZSO,X,X,O,O,X,X,X,X,X,X,X
JITLZOS,X,X,O,O,X,X,X,X,X,X,X
JITLOSZ,X,X,O,X,X,O,X,X,X,X,X
JITLOZS,X,X,O,X,X,X,X,X,X,X,X
JITSLZO,O,X,X,X,X,O,X,X,X,X,X
JITSLOZ,O,X,X,X,X,O,X,X,X,X,X
JITSZLO,O,X,X,O,X,O,X,X,X,X,X
JITSZOL,O,X,O,X,X,O,X,X,O,X,X
JITSOLZ,O,X,X,X,X,O,X,X,O,X,X
JITSOZL,O,X,O,X,X,O,X,X,O,X,X
JITZLSO,O,X,X,O,X,X,X,X,X,X,X
JITZLOS,O,X,O,O,X,X,X,X,X,X,X
JITZSLO,O,X,X,O,X,X,X,X,X,X,X
JITZSOL,O,X,O,X,X,X,X,X,X,X,X
JITZOLS,O,X,O,O,X,X,X,X,X,X,X
JITZOSL,O,X,O,X,X,X,X,X,X,X,X
JITOLSZ,X,X,O,X,X,O,X,X,O,X,X
JITOLZS,X,X,O,X,X,X,X,X,X,X,X
JITOSLZ,O,X,X,X,X,O,X,X,O,X,X
JITOSZL,O,X,O,X,X,O,X,X,O,X,X
JITOZLS,O,X,O,O,X,X,X,X,X,X,X
JITOZSL,O,X,O,X,X,X,X,X,X,X,X
JILTSZO,X,X,O,X,O,O,X,X,X,X,X
JILTSOZ,X,X,O,X,O,O,X,X,X,X,X
JILTZSO,X,X,O,O,X,X,X,X,X,X,X
JILTZOS,X,X,O,O,X,X,X,X,X,X,X
JILTOSZ,X,X,O,X,X,O,X,X,X,X,X
JILTOZS,X,X,O,X,X,X,X,X,X,X,X
JILSTZO,O,O,O,X,O,O,O,X,X,X,X
JILSTOZ,O,O,O,X,O,O,X,X,X,X,X
JILSZTO,O,O,O,X,O,O,O,X,X,X,X
JILSZOT,O,O,O,X,X,X,O,X,O,X,X
JILSOTZ,X,X,O,X,O,O,X,X,O,X,X
JILSOZT,X,X,O,X,X,X,X,X,O,X,X
JILZTSO,O,O,O,O,X,X,O,X,X,X,X
JILZTOS,X,X,O,O,X,X,O,X,X,X,X
JILZSTO,O,O,O,O,O,O,O,X,X,X,X
JILZSOT,O,O,O,X,X,X,O,X,X,X,X
JILZOTS,X,X,O,O,X,X,O,X,X,X,X
JILZOST,O,O,O,X,X,X,O,X,X,X,X
JILOTSZ,X,X,O,X,X,X,X,X,O,X,X
JILOTZS,X,X,O,X,X,X,X,X,X,X,X
JILOSTZ,X,X,O,X,O,O,O,X,O,X,X
JILOSZT,X,X,O,X,X,X,O,X,O,X,X
JILOZTS,X,X,O,X,X,X,O,X,X,X,X
JILOZST,X,X,O,X,X,X,O,X,O,X,X
JISTLZO,O,O,X,X,O,O,O,X,X,X,X
JISTLOZ,O,O,X,X,O,O,X,X,X,X,X
JISTZLO,O,X,X,O,X,O,X,O,X,X,X
JISTZOL,O,X,O,X,X,O,X,O,O,X,X
JISTOLZ,O,O,X,X,O,O,X,X,O,X,X
JISTOZL,O,X,O,X,X,O,X,O,O,X,X
JISLTZO,O,O,O,X,O,O,O,X,X,X,X
JISLTOZ,O,O,O,X,O,O,X,X,X,X,X
JISLZTO,O,O,O,X,O,O,O,X,X,X,X
JISLZOT,O,O,O,X,X,X,O,X,O,X,X
JISLOTZ,X,X,O,X,O,O,X,X,O,X,X
JISLOZT,X,X,O,X,X,X,X,X,O,X,X
JISZTLO,O,X,X,O,X,O,X,O,X,X,O
JISZTOL,O,X,X,X,X,O,X,O,O,X,X
JISZLTO,O,X,X,O,X,O,X,O,X,X,X
JISZLOT,O,X,X,X,X,X,X,X,O,X,X
JISZOTL,O,X,X,X,X,X,X,O,O,X,X
JISZOLT,O,X,X,X,X,X,X,X,O,X,X
JISOTLZ,O,X,X,X,X,O,X,X,O,X,X
JISOTZL,O,X,O,X,X,O,X,X,O,X,X
JISOLTZ,X,X,O,X,X,O,X,X,O,X,X
JISOLZT,X,X,O,X,X,X,X,X,O,X,X
JISOZTL,O,X,X,X,X,X,X,X,O,X,X
JISOZLT,O,X,X,X,X,X,X,X,O,X,X
JIZTLSO,O,X,X,O,X,X,X,X,X,X,X
JIZTLOS,O,X,O,O,X,X,X,X,X,X,X
JIZTSLO,O,X,X,O,X,X,X,O,X,X,X
JIZTSOL,O,X,O,X,X,X,X,O,X,X,X
JIZTOLS,O,X,O,O,X,X,X,X,X,X,X
JIZTOSL,O,X,O,X,X,X,X,X,X,O,X
JIZLTSO,O,X,O,O,X,X,X,X,X,X,X
JIZLTOS,O,X,O,O,X,X,X,X,X,X,X
JIZLSTO,O,X,O,O,X,O,X,O,X,X,X
JIZLSOT,O,X,O,X,X,X,X,X,X,X,X
JIZLOTS,X,X,O,O,X,X,X,X,X,X,X
JIZLOST,O,X,O,O,X,X,X,X,X,O,X
JIZSTLO,O,X,X,O,X,O,X,O,X,X,X
JIZSTOL,O,X,X,X,X,O,X,O,O,X,X
JIZSLTO,O,X,X,O,X,O,X,O,X,X,X
JIZSLOT,O,X,X,X,X,X,X,X,O,X,X
JIZSOTL,O,X,X,X,X,X,X,O,O,O,X
JIZSOLT,O,X,X,X,X,X,X,X,O,O,X
JIZOTLS,X,X,O,O,X,X,X,X,X,X,X
JIZOTSL,X,X,O,O,X,X,X,X,X,O,X
JIZOLTS,X,X,O,O,X,X,X,X,X,X,X
JIZOLST,O,X,O,O,X,X,X,X,O,O,X
JIZOSTL,O,X,X,O,X,X,X,O,O,O,X
JIZOSLT,O,X,X,O,X,X,X,X,O,O,X
JIOTLSZ,X,X,O,X,X,X,X,X,O,X,X
JIOTLZS,X,X,O,O,X,X,X,X,X,X,X
JIOTSLZ,X,X,X,X,X,X,X,X,O,X,X
JIOTSZL,X,X,O,O,X,X,X,X,O,X,X
JIOTZLS,X,X,O,O,X,X,X,X,X,X,X
JIOTZSL,X,X,O,O,X,X,X,X,X,X,X
JIOLTSZ,X,X,O,X,X,X,X,X,O,X,X
JIOLTZS,X,X,O,O,X,X,X,X,X,X,X
JIOLSTZ,X,X,O,X,X,O,O,X,O,X,X
JIOLSZT,X,X,O,X,X,X,O,X,O,X,X
JIOLZTS,X,X,O,O,X,X,O,X,X,X,X
JIOLZST,X,X,O,O,X,X,O,X,O,X,X
JIOSTLZ,O,X,X,X,X,O,O,X,O,X,X
JIOSTZL,O,X,O,O,X,O,X,X,O,O,X
JIOSLTZ,X,X,O,X,X,O,O,X,O,X,X
JIOSLZT,X,X,O,X,X,X,O,X,O,X,X
JIOSZTL,O,X,X,O,X,X,X,X,O,O,X
JIOSZLT,O,X,X,O,X,X,X,X,O,O,X
JIOZTLS,X,X,O,O,X,X,X,X,X,X,X
JIOZTSL,X,X,O,O,X,X,X,X,X,O,X
JIOZLTS,X,X,O,O,X,X,X,X,X,X,X
JIOZLST,O,X,O,O,X,X,X,X,O,O,X
JIOZSTL,O,X,X,O,X,X,X,X,O,O,X
JIOZSLT,O,X,X,O,X,X,X,X,O,O,X
JLTISZO,X,X,O,X,O,O,X,X,X,X,X
JLTISOZ,X,X,O,X,O,O,X,X,X,X,X
JLTIZSO,X,X,O,O,X,X,X,X,X,X,X
JLTIZOS,X,X,O,O,X,X,X,X,X,X,X
JLTIOSZ,X,X,O,X,O,O,X,X,X,X,X
JLTIOZS,X,X,O,X,X,X,X,X,X,X,X
JLTSIZO,O,O,O,X,O,O,X,X,X,X,X
JLTSIOZ,O,O,O,X,O,O,X,X,X,X,X
JLTSZIO,O,O,O,X,O,O,X,X,X,X,X
JLTSZOI,O,O,O,X,O,O,X,X,O,X,X
JLTSOIZ,O,O,O,X,O,O,X,X,O,X,X
JLTSOZI,O,O,O,X,O,O,X,X,O,X,X
JLTZISO,O,O,O,O,X,X,X,X,X,X,X
JLTZIOS,O,O,O,O,X,X,X,X,X,X,X
JLTZSIO,O,O,O,O,O,O,X,X,X,X,X
JLTZSOI,O,O,O,X,O,O,X,X,X,X,X
JLTZOIS,O,O,O,O,X,X,X,X,X,X,X
JLTZOSI,O,O,O,X,O,O,X,X,X,X,X
JLTOISZ,X,X,O,X,O,O,X,X,O,X,X
JLTOIZS,X,X,O,X,X,X,X,X,X,X,X
JLTOSIZ,O,O,O,X,O,O,X,X,O,X,X
JLTOSZI,O,O,O,X,O,O,X,X,O,X,X
JLTOZIS,O,O,O,X,X,X,X,X,X,X,X
JLTOZSI,O,O,O,X,O,O,X,X,X,X,X
JLITSZO,X,X,O,X,O,O,X,X,X,X,X
JLITSOZ,X,X,O,X,O,O,X,X,X,X,X
JLITZSO,X,X,O,O,X,X,X,X,X,X,X
JLITZOS,X,X,O,O,X,X,X,X,X,X,X
JLITOSZ,X,X,O,X,O,O,X,X,X,X,X
JLITOZS,X,X,O,X,X,X,X,X,X,X,X
JLISTZO,O,O,O,X,O,O,O,X,X,X,X
JLISTOZ,O,O,O,X,O,O,X,X,X,X,X
JLISZTO,O,O,O,X,O,O,O,X,X,X,X
JLISZOT,O,O,O,X,X,X,O,X,O,X,X
JLISOTZ,X,X,O,X,O,O,X,X,O,X,X
JLISOZT,X,X,O,X,X,X,X,X,O,X,X
JLIZTSO,O,O,O,O,X,X,O,X,X,X,X
JLIZTOS,X,X,O,O,X,X,O,X,X,X,X
JLIZSTO,O,O,O,O,O,O,O,X,X,X,X
JLIZSOT,O,O,O,X,X,X,O,X,X,X,X
JLIZOTS,X,X,O,O,X,X,O,X,X,X,X
JLIZOST,O,O,O,X,X,X,O,X,X,X,X
JLIOTSZ,X,X,O,X,X,X,X,X,O,X,X
JLIOTZS,X,X,O,X,X,X,X,X,X,X,X
JLIOSTZ,X,X,O,X,O,O,O,X,O,X,X
JLIOSZT,X,X,O,X,X,X,O,X,O,X,X
JLIOZTS,X,X,O,X,X,X,O,X,X,X,X
JLIOZST,X,X,O,X,X,X,O,X,O,X,X
JLSTIZO,O,O,O,X,O,O,O,X,X,X,X
JLSTIOZ,O,O,O,X,O,O,X,X,X,X,X
JLSTZIO,O,O,O,X,O,O,O,X,X,X,X
JLSTZOI,O,O,O,X,O,O,O,X,O,X,X
JLSTOIZ,O,O,O,X,O,O,X,X,O,X,X
JLSTOZI,O,O,O,X,O,O,X,X,O,X,X
JLSITZO,O,O,O,X,O,O,O,X,X,X,X
JLSITOZ,O,O,O,X,O,O,X,X,X,X,X
JLSIZTO,O,O,O,X,O,O,O,X,X,X,X
JLSIZOT,O,O,O,X,X,X,O,X,O,X,X
JLSIOTZ,X,X,O,X,O,O,X,X,O,X,X
JLSIOZT,X,X,O,X,X,X,X,X,O,X,X
JLSZTIO,O,O,O,X,O,O,O,X,X,X,X
JLSZTOI,O,O,O,X,O,O,O,X,O,X,X
JLSZITO,O,O,O,X,O,O,O,X,X,X,X
JLSZIOT,O,O,O,X,X,X,O,X,O,X,X
JLSZOTI,O,O,O,X,X,X,O,X,O,X,X
JLSZOIT,O,O,O,X,X,X,O,X,O,X,X
JLSOTIZ,X,X,O,X,O,O,O,X,O,X,X
JLSOTZI,X,X,O,X,O,O,O,X,O,X,X
JLSOITZ,X,X,O,X,O,O,O,X,O,X,X
JLSOIZT,X,X,O,X,X,X,O,X,O,X,X
JLSOZTI,X,X,O,X,X,X,O,X,O,X,X
JLSOZIT,X,X,O,X,X,X,O,X,O,X,X
JLZTISO,O,O,O,O,X,X,O,X,X,X,X
JLZTIOS,O,O,O,O,X,X,O,X,X,X,X
JLZTSIO,O,O,O,O,O,O,O,X,X,X,X
JLZTSOI,O,O,O,X,O,O,O,X,X,X,X
JLZTOIS,O,O,O,O,X,X,O,X,X,X,X
JLZTOSI,O,O,O,O,O,O,O,X,X,X,X
JLZITSO,O,O,O,O,X,X,O,X,X,X,X
JLZITOS,O,O,O,O,X,X,O,X,X,X,X
JLZISTO,O,O,O,O,O,O,O,X,X,X,X
JLZISOT,O,O,O,X,X,X,O,X,X,X,X
JLZIOTS,X,X,O,O,X,X,O,X,X,X,X
JLZIOST,O,O,O,O,X,X,O,X,X,X,X
JLZSTIO,O,O,O,O,O,O,O,X,X,X,X
JLZSTOI,O,O,O,X,O,O,O,X,O,X,X
JLZSITO,O,O,O,O,O,O,O,X,X,X,X
JLZSIOT,O,O,O,X,X,X,O,X,O,X,X
JLZSOTI,O,O,O,O,X,X,O,X,O,X,X
JLZSOIT,O,O,O,O,X,X,O,X,O,X,X
JLZOTIS,O,O,O,O,X,X,O,X,X,X,X
JLZOTSI,O,O,O,O,X,X,O,X,X,X,X
JLZOITS,X,X,O,O,X,X,O,X,X,X,X
JLZOIST,O,O,O,O,X,X,O,X,O,X,X
JLZOSTI,O,O,O,O,X,X,O,X,O,X,X
JLZOSIT,O,O,O,O,X,X,O,X,O,X,X
JLOTISZ,X,X,O,X,O,O,X,X,O,X,X
JLOTIZS,X,X,O,O,X,X,X,X,X,X,X
JLOTSIZ,X,X,O,X,O,O,X,X,O,X,X
JLOTSZI,X,X,O,X,O,O,X,X,O,X,X
JLOTZIS,X,X,O,O,X,X,X,X,X,X,X
JLOTZSI,X,X,O,O,O,O,X,X,X,X,X
JLOITSZ,X,X,O,X,X,X,X,X,O,X,X
JLOITZS,X,X,O,O,X,X,X,X,X,X,X
JLOISTZ,X,X,O,X,O,O,O,X,O,X,X
JLOISZT,X,X,O,X,X,X,O,X,O,X,X
JLOIZTS,X,X,O,O,X,X,O,X,X,X,X
JLOIZST,X,X,O,O,X,X,O,X,O,X,X
JLOSTIZ,X,X,O,X,O,O,O,X,O,X,X
JLOSTZI,X,X,O,X,O,O,O,X,O,X,X
JLOSITZ,X,X,O,X,O,O,O,X,O,X,X
JLOSIZT,X,X,O,X,X,X,O,X,O,X,X
JLOSZTI,X,X,O,X,X,X,O,X,O,X,X
JLOSZIT,X,X,O,X,X,X,O,X,O,X,X
JLOZTIS,X,X,O,O,X,X,O,X,X,X,X
JLOZTSI,X,X,O,O,X,X,O,X,X,X,X
JLOZITS,X,X,O,O,X,X,O,X,X,X,X
JLOZIST,X,X,O,O,X,X,O,X,O,X,X
JLOZSTI,X,X,O,O,X,X,O,X,O,X,X
JLOZSIT,X,X,O,O,X,X,O,X,O,X,X
JSTILZO,O,O,X,X,O,O,O,X,X,X,X
JSTILOZ,O,O,X,X,O,O,X,X,X,X,X
JSTIZLO,O,X,X,O,X,O,X,O,X,X,X
JSTIZOL,O,X,O,X,X,O,X,O,O,X,X
JSTIOLZ,O,O,X,X,O,O,X,X,O,X,X
JSTIOZL,O,X,O,X,X,O,X,O,O,X,X
JSTLIZO,O,O,O,X,O,O,O,X,X,X,X
JSTLIOZ,O,O,O,X,O,O,X,X,X,X,X
JSTLZIO,O,O,O,X,O,O,O,X,X,X,X
JSTLZOI,O,O,O,X,O,O,O,X,O,X,X
JSTLOIZ,O,O,O,X,O,O,X,X,O,X,X
JSTLOZI,O,O,O,X,O,O,X,X,O,X,X
JSTZILO,O,X,X,O,X,O,X,O,X,X,X
JSTZIOL,O,X,O,X,X,O,X,O,O,X,X
JSTZLIO,O,X,X,O,X,O,X,O,X,X,X
JSTZLOI,O,X,X,X,X,O,X,O,O,X,X
JSTZOIL,O,X,O,X,X,O,X,O,O,X,X
JSTZOLI,O,X,O,X,X,O,X,O,O,X,X
JSTOILZ,O,O,X,X,O,O,X,X,O,X,X
JSTOIZL,O,X,O,X,X,O,X,O,O,X,X
JSTOLIZ,O,O,O,X,O,O,X,X,O,X,X
JSTOLZI,O,O,O,X,O,O,X,X,O,X,X
JSTOZIL,O,X,O,X,X,O,X,O,O,X,X
JSTOZLI,O,X,O,X,X,O,X,O,O,X,X
JSITLZO,O,O,X,X,O,O,O,X,X,X,X
JSITLOZ,O,O,X,X,O,O,X,X,X,X,X
JSITZLO,O,X,X,O,X,O,X,O,X,X,X
JSITZOL,O,X,O,X,X,O,X,O,O,X,X
JSITOLZ,O,O,X,X,O,O,X,X,O,X,X
JSITOZL,O,X,O,X,X,O,X,O,O,X,X
JSILTZO,O,O,O,X,O,O,O,X,X,X,X
JSILTOZ,O,O,O,X,O,O,X,X,X,X,X
JSILZTO,O,O,O,X,O,O,O,X,X,X,X
JSILZOT,O,O,O,X,X,X,O,X,O,X,X
JSILOTZ,X,X,O,X,O,O,X,X,O,X,X
JSILOZT,X,X,O,X,X,X,X,X,O,X,X
JSIZTLO,O,X,X,O,X,O,X,O,X,X,O
JSIZTOL,O,X,X,X,X,O,X,O,O,X,X
JSIZLTO,O,X,X,O,X,O,X,O,X,X,X
JSIZLOT,O,X,X,X,X,X,X,X,O,X,X
JSIZOTL,O,X,X,X,X,X,X,O,O,X,X
JSIZOLT,O,X,X,X,X,X,X,X,O,X,X
JSIOTLZ,O,X,X,X,X,O,X,X,O,X,X
JSIOTZL,O,X,O,X,X,O,X,X,O,X,X
JSIOLTZ,X,X,O,X,X,O,X,X,O,X,X
JSIOLZT,X,X,O,X,X,X,X,X,O,X,X
JSIOZTL,O,X,X,X,X,X,X,X,O,X,X
JSIOZLT,O,X,X,X,X,X,X,X,O,X,X
JSLTIZO,O,O,O,X,O,O,O,X,X,X,X
JSLTIOZ,O,O,O,X,O,O,X,X,X,X,X
JSLTZIO,O,O,O,X,O,O,O,X,X,X,X
JSLTZOI,O,O,O,X,O,O,O,X,O,X,X
JSLTOIZ,O,O,O,X,O,O,X,X,O,X,X
JSLTOZI,O,O,O,X,O,O,X,X,O,X,X
JSLITZO,O,O,O,X,O,O,O,X,X,X,X
JSLITOZ,O,O,O,X,O,O,X,X,X,X,X
JSLIZTO,O,O,O,X,O,O,O,X,X,X,X
JSLIZOT,O,O,O,X,X,X,O,X,O,X,X
JSLIOTZ,X,X,O,X,O,O,X,X,O,X,X
JSLIOZT,X,X,O,X,X,X,X,X,O,X,X
JSLZTIO,O,O,O,X,O,O,O,X,X,X,X
JSLZTOI,O,O,O,X,O,O,O,X,O,X,X
JSLZITO,O,O,O,X,O,O,O,X,X,X,X
JSLZIOT,O,O,O,X,X,X,O,X,O,X,X
JSLZOTI,O,O,O,X,X,X,O,X,O,X,X
JSLZOIT,O,O,O,X,X,X,O,X,O,X,X
JSLOTIZ,X,X,O,X,O,O,O,X,O,X,X
JSLOTZI,X,X,O,X,O,O,O,X,O,X,X
JSLOITZ,X,X,O,X,O,O,O,X,O,X,X
JSLOIZT,X,X,O,X,X,X,O,X,O,X,X
JSLOZTI,X,X,O,X,X,X,O,X,O,X,X
JSLOZIT,X,X,O,X,X,X,O,X,O,X,X
JSZTILO,O,X,X,O,X,O,X,O,X,X,O
JSZTIOL,O,X,X,X,X,O,X,O,O,X,X
JSZTLIO,O,X,X,O,X,O,X,O,X,X,O
JSZTLOI,O,X,X,X,X,O,X,O,O,X,O
JSZTOIL,O,X,X,X,X,O,X,O,O,O,X
JSZTOLI,O,X,X,X,X,O,X,O,O,O,X
JSZITLO,O,X,X,O,X,O,X,O,X,X,O
JSZITOL,O,X,X,X,X,O,X,O,O,X,X
JSZILTO,O,X,X,O,X,O,X,O,X,X,X
JSZILOT,O,X,X,X,X,X,X,X,O,X,X
JSZIOTL,O,X,X,X,X,X,X,O,O,O,X
JSZIOLT,O,X,X,X,X,X,X,X,O,O,X
JSZLTIO,O,X,X,O,X,O,X,O,X,X,X
JSZLTOI,O,X,X,X,X,O,X,O,O,X,X
JSZLITO,O,X,X,O,X,O,X,O,X,X,X
JSZLIOT,O,X,X,X,X,X,X,X,O,X,X
JSZLOTI,O,X,X,O,X,X,X,X,O,O,X
JSZLOIT,O,X,X,O,X,X,X,X,O,O,X
JSZOTIL,O,X,X,O,X,X,X,O,O,O,X
JSZOTLI,O,X,X,O,X,X,X,O,O,O,X
JSZOITL,O,X,X,O,X,X,X,O,O,O,X
JSZOILT,O,X,X,O,X,X,X,X,O,O,X
JSZOLTI,O,X,X,O,X,X,X,X,O,O,X
JSZOLIT,O,X,X,O,X,X,X,X,O,O,X
JSOTILZ,O,X,X,X,X,O,O,X,O,X,X
JSOTIZL,O,X,O,O,X,O,X,X,O,O,X
JSOTLIZ,O,X,O,X,X,O,O,X,O,X,X
JSOTLZI,O,X,O,X,X,O,O,X,O,X,X
JSOTZIL,O,X,O,O,X,O,X,X,O,O,X
JSOTZLI,O,X,O,O,X,O,X,X,O,O,X
JSOITLZ,O,X,X,X,X,O,O,X,O,X,X
JSOITZL,O,X,O,O,X,O,X,X,O,O,X
JSOILTZ,X,X,O,X,X,O,O,X,O,X,X
JSOILZT,X,X,O,X,X,X,O,X,O,X,X
JSOIZTL,O,X,X,O,X,X,X,X,O,O,X
JSOIZLT,O,X,X,O,X,X,X,X,O,O,X
JSOLTIZ,X,X,O,X,X,O,O,X,O,X,X
JSOLTZI,X,X,O,X,X,O,O,X,O,X,X
JSOLITZ,X,X,O,X,X,O,O,X,O,X,X
JSOLIZT,X,X,O,X,X,X,O,X,O,X,X
JSOLZTI,X,X,O,X,X,X,O,X,O,X,X
JSOLZIT,X,X,O,X,X,X,O,X,O,X,X
JSOZTIL,O,X,X,O,X,X,X,X,O,O,X
JSOZTLI,O,X,X,O,X,X,X,X,O,O,X
JSOZITL,O,X,X,O,X,X,X,X,O,O,X
JSOZILT,O,X,X,O,X,X,X,X,O,O,X
JSOZLTI,O,X,X,O,X,X,X,X,O,O,X
JSOZLIT,O,X,X,O,X,X,X,X,O,O,X
