sequence,v115@NhA8HeF8DeE8Je0/IvhFRiBSoB/pBFmBTqBmqB,v115@NhA8HeF8DeE8JeUBJvhFRiBSoB/pBFlBzqBmpB,v115@NhA8HeF8DeE8JeT/IvhFRiBSoB/qBFmB0pBmqB,v115@NhA8HeF8DeE8JeT/IvhFlgBRiBSoB/qBOrB0pB,v115@NhA8HeF8DeE8Jem/IvhFUhBRiBSoBTkBfrBVvB,v115@NhA8HeF8DeE8JeRCJvhFSoBTkB/qBFmB0pBmqB,v115@NhA8HeF8DeE8Jex/IvhFGiBTjB/pBUlBFmByvB,v115@NhA8HeF8DeE8JeOEJvhF8kBRiBSoBFmBXqBzqB
SZIJTOL,X,X,O,O,X,X,O,O
SZIJLTO,O,X,O,O,X,X,X,O
SZIJLOT,O,X,O,O,X,X,X,O
SZIJOTL,O,X,O,O,X,X,O,O
SZIJOLT,O,X,O,O,X,X,X,O
SZIOTLJ,O,O,O,O,X,O,O,O
SZIOTJL,O,O,O,O,X,X,O,O
SZIOLTJ,O,O,O,O,X,O,O,O
SZIOLJT,O,O,O,O,X,X,X,O
SZIOJTL,O,O,O,O,X,X,O,O
SZIOJLT,O,O,O,O,X,X,X,O
SZLTIJO,O,X,O,O,X,X,O,O
SZLTIOJ,O,X,O,O,X,O,O,O
SZLTJIO,O,X,O,O,X,X,O,O
SZLTJOI,O,X,O,O,X,X,O,O
SZLTOIJ,O,X,O,O,X,O,O,O
SZLTOJI,O,X,O,O,X,O,O,O
SZLITJO,O,X,O,O,X,X,O,O
SZLITOJ,O,X,O,O,X,O,O,O
SZLIJTO,O,X,O,O,X,X,X,O
SZLIJOT,O,X,O,O,X,X,X,O
SZLIOTJ,O,O,O,O,X,O,O,O
SZLIOJT,O,O,O,O,X,X,X,O
SZLJTIO,O,X,O,O,X,X,O,O
SZLJTOI,O,X,O,O,X,X,O,O
SZLJITO,O,X,O,O,X,X,X,O
SZLJIOT,O,X,O,O,X,X,X,O
SZLJOTI,O,X,O,O,X,X,O,O
SZLJOIT,O,X,O,O,X,X,X,O
SZLOTIJ,O,O,O,O,X,O,O,O
SZLOTJI,O,O,O,O,X,O,O,O
SZLOITJ,O,O,O,O,X,O,O,O
SZLOIJT,O,O,O,O,X,X,X,O
SZLOJTI,O,O,O,O,X,X,O,O
SZLOJIT,O,O,O,O,X,X,X,O
SZJTILO,O,X,O,O,X,X,O,O
SZJTIOL,X,X,O,O,X,X,O,O
SZJTLIO,O,X,O,O,X,X,O,O
SZJTLOI,O,X,O,O,X,X,O,O
SZJTOIL,X,X,O,O,X,X,O,O
SZJTOLI,X,X,O,O,X,X,O,O
SZJITLO,O,X,O,O,X,X,O,O
SZJITOL,X,X,O,O,X,X,O,O
SZJILTO,O,X,O,O,X,X,X,O
SZJILOT,O,X,O,O,X,X,X,O
SZJIOTL,O,X,O,O,X,X,O,O
SZJIOLT,O,X,O,O,X,X,X,O
SZJLTIO,O,X,O,O,X,X,O,O
SZJLTOI,O,X,O,O,X,X,O,O
SZJLITO,O,X,O,O,X,X,X,O
SZJLIOT,O,X,O,O,X,X,X,O
SZJLOTI,O,X,O,O,X,X,O,O
SZJLOIT,O,X,O,O,X,X,X,O
SZJOTIL,O,X,O,O,X,X,O,O
SZJOTLI,O,X,O,O,X,X,O,O
SZJOITL,O,X,O,O,X,X,O,O
SZJOILT,O,X,O,O,X,X,X,O
SZJOLTI,O,X,O,O,X,X,O,O
SZJOLIT,O,X,O,O,X,X,X,O
SZOTILJ,O,O,O,O,X,O,O,O
SZOTIJL,O,O,O,O,X,X,O,O
SZOTLIJ,O,O,O,O,X,O,O,O
SZOTLJI,O,O,O,O,X,O,O,O
SZOTJIL,O,O,O,O,X,X,O,O
SZOTJLI,O,O,O,O,X,X,O,O
SZOITLJ,O,O,O,O,X,O,O,O
SZOITJL,O,O,O,O,X,X,O,O
SZOILTJ,O,O,O,O,X,O,O,O
SZOILJT,O,O,O,O,X,X,X,O
SZOIJTL,O,O,O,O,X,X,O,O
SZOIJLT,O,O,O,O,X,X,X,O
SZOLTIJ,O,O,O,O,X,O,O,O
SZOLTJI,O,O,O,O,X,O,O,O
SZOLITJ,O,O,O,O,X,O,O,O
SZOLIJT,O,O,O,O,X,X,X,O
SZOLJTI,O,O,O,O,X,X,O,O
SZOLJIT,O,O,O,O,X,X,X,O
SZOJTIL,O,O,O,O,X,X,O,O
SZOJTLI,O,O,O,O,X,X,O,O
SZOJITL,O,O,O,O,X,X,O,O
SZOJILT,O,O,O,O,X,X,X,O
SZOJLTI,O,O,O,O,X,X,O,O
SZOJLIT,O,O,O,O,X,X,X,O
SOTILJZ,O,O,X,X,O,O,X,X
SOTILZJ,O,O,O,O,O,O,X,O
SOTIJLZ,O,O,X,X,O,O,X,X
SOTIJZL,O,O,X,X,O,X,O,X
SOTIZLJ,O,O,O,O,O,O,O,O
SOTIZJL,O,O,O,O,O,X,O,O
SOTLIJZ,O,O,X,X,O,O,X,X
SOTLIZJ,O,O,O,O,O,O,X,O
SOTLJIZ,O,O,X,X,O,O,X,X
SOTLJZI,O,O,X,X,O,O,O,X
SOTLZIJ,O,O,O,O,O,O,O,O
SOTLZJI,O,O,O,O,O,O,O,O
SOTJILZ,O,O,X,X,O,O,X,X
SOTJIZL,O,O,X,X,O,X,O,X
SOTJLIZ,O,O,X,X,O,O,X,X
SOTJLZI,O,O,X,X,O,O,O,X
SOTJZIL,O,O,X,X,O,X,O,X
SOTJZLI,O,O,X,X,O,X,O,X
SOTZILJ,O,O,O,O,O,O,O,O
SOTZIJL,O,O,O,O,O,X,O,O
SOTZLIJ,O,O,O,O,O,O,O,O
SOTZLJI,O,O,O,O,O,O,O,O
SOTZJIL,O,O,O,O,O,X,O,O
SOTZJLI,O,O,O,O,O,X,O,O
SOITLJZ,O,O,X,X,O,O,X,X
SOITLZJ,O,O,O,O,O,O,X,O
SOITJLZ,O,O,X,X,O,O,X,X
SOITJZL,O,O,X,X,O,X,O,X
SOITZLJ,O,O,O,O,O,O,O,O
SOITZJL,O,O,O,O,O,X,O,O
SOILTJZ,O,O,X,X,O,O,X,X
SOILTZJ,O,O,O,O,O,O,X,O
SOILJTZ,O,O,X,X,O,O,X,X
SOILJZT,O,O,X,X,X,X,X,X
SOILZTJ,O,O,O,O,X,O,O,O
SOILZJT,O,O,O,O,X,X,X,O
SOIJTLZ,O,O,X,X,O,O,X,X
SOIJTZL,O,O,X,X,O,X,O,X
SOIJLTZ,O,O,X,X,O,O,X,X
SOIJLZT,O,O,X,X,X,X,X,X
SOIJZTL,O,O,X,X,X,X,O,X
SOIJZLT,O,O,X,X,X,X,X,X
SOIZTLJ,O,O,O,O,X,O,O,O
SOIZTJL,O,O,O,O,X,X,O,O
SOIZLTJ,O,O,O,O,X,O,O,O
SOIZLJT,O,O,O,O,X,X,X,O
SOIZJTL,O,O,O,O,X,X,O,O
SOIZJLT,O,O,O,O,X,X,X,O
SOLTIJZ,O,O,X,X,O,O,X,X
SOLTIZJ,O,O,O,O,O,O,X,O
SOLTJIZ,O,O,X,X,O,O,X,X
SOLTJZI,O,O,X,X,O,O,O,X
SOLTZIJ,O,O,O,O,O,O,O,O
SOLTZJI,O,O,O,O,O,O,O,O
SOLITJZ,O,O,X,X,O,O,X,X
SOLITZJ,O,O,O,O,O,O,X,O
SOLIJTZ,O,O,X,X,O,O,X,X
SOLIJZT,O,O,X,X,X,X,X,X
SOLIZTJ,O,O,O,O,X,O,O,O
SOLIZJT,O,O,O,O,X,X,X,O
SOLJTIZ,O,O,X,O,O,O,X,X
SOLJTZI,O,O,X,O,O,O,O,X
SOLJITZ,O,O,X,O,O,O,X,X
SOLJIZT,O,O,X,O,X,X,X,X
SOLJZTI,O,O,X,O,X,X,O,X
SOLJZIT,O,O,X,O,X,X,X,X
SOLZTIJ,O,O,O,O,X,O,O,O
SOLZTJI,O,O,O,O,X,O,O,O
SOLZITJ,O,O,O,O,X,O,O,O
SOLZIJT,O,O,O,O,X,X,X,O
SOLZJTI,O,O,O,O,X,X,O,O
SOLZJIT,O,O,O,O,X,X,X,O
SOJTILZ,O,O,X,O,O,O,X,X
SOJTIZL,O,O,X,O,O,X,O,X
SOJTLIZ,O,O,X,O,O,O,X,X
SOJTLZI,O,O,X,O,O,O,O,X
SOJTZIL,O,O,X,O,O,X,O,X
SOJTZLI,O,O,X,O,O,X,O,X
SOJITLZ,O,O,X,O,O,O,X,X
SOJITZL,O,O,X,O,O,X,O,X
SOJILTZ,O,O,X,O,O,O,X,X
SOJILZT,O,O,X,O,X,X,X,X
SOJIZTL,O,O,X,O,X,X,O,X
SOJIZLT,O,O,X,O,X,X,X,X
SOJLTIZ,O,O,X,O,O,O,X,X
SOJLTZI,O,O,X,O,O,O,O,X
SOJLITZ,O,O,X,O,O,O,X,X
SOJLIZT,O,O,X,O,X,X,X,X
SOJLZTI,O,O,X,O,X,X,O,X
SOJLZIT,O,O,X,O,X,X,X,X
SOJZTIL,O,O,X,O,X,X,O,X
SOJZTLI,O,O,X,O,X,X,O,X
SOJZITL,O,O,X,O,X,X,O,X
SOJZILT,O,O,X,O,X,X,X,X
SOJZLTI,O,O,X,O,X,X,O,X
SOJZLIT,O,O,X,O,X,X,X,X
SOZTILJ,O,O,O,O,X,O,O,O
SOZTIJL,O,O,O,O,X,X,O,O
SOZTLIJ,O,O,O,O,X,O,O,O
SOZTLJI,O,O,O,O,X,O,O,O
SOZTJIL,O,O,O,O,X,X,O,O
SOZTJLI,O,O,O,O,X,X,O,O
SOZITLJ,O,O,O,O,X,O,O,O
SOZITJL,O,O,O,O,X,X,O,O
SOZILTJ,O,O,O,O,X,O,O,O
SOZILJT,O,O,O,O,X,X,X,O
SOZIJTL,O,O,O,O,X,X,O,O
SOZIJLT,O,O,O,O,X,X,X,O
SOZLTIJ,O,O,O,O,X,O,O,O
SOZLTJI,O,O,O,O,X,O,O,O
SOZLITJ,O,O,O,O,X,O,O,O
SOZLIJT,O,O,O,O,X,X,X,O
SOZLJTI,O,O,O,O,X,X,O,O
SOZLJIT,O,O,O,O,X,X,X,O
SOZJTIL,O,O,O,O,X,X,O,O
SOZJTLI,O,O,O,O,X,X,O,O
SOZJITL,O,O,O,O,X,X,O,O
SOZJILT,O,O,O,O,X,X,X,O
SOZJLTI,O,O,O,O,X,X,O,O
SOZJLIT,O,O,O,O,X,X,X,O
ZTILJSO,X,X,X,O,O,X,X,X
ZTILJOS,X,X,X,O,X,X,X,X
ZTILSJO,O,X,O,O,O,X,X,O
ZTILSOJ,O,X,O,O,O,O,X,O
ZTILOJS,X,X,X,O,O,X,X,X
ZTILOSJ,O,O,O,O,O,X,X,X
ZTIJLSO,X,X,X,O,O,X,X,X
ZTIJLOS,X,X,X,O,X,X,X,X
ZTIJSLO,X,X,X,O,O,X,X,X
ZTIJSOL,X,X,X,O,O,X,X,X
ZTIJOLS,X,X,X,O,X,X,X,X
ZTIJOSL,X,X,X,O,X,X,X,X
ZTISLJO,O,X,O,O,O,X,X,O
ZTISLOJ,O,X,O,O,O,O,X,O
ZTISJLO,O,X,O,O,O,X,X,O
ZTISJOL,X,X,O,O,O,X,X,O
ZTISOLJ,O,X,O,O,O,O,X,O
ZTISOJL,X,X,O,O,O,X,X,O
ZTIOLJS,X,X,X,O,O,X,X,X
ZTIOLSJ,O,O,O,O,O,X,X,X
ZTIOJLS,X,X,X,O,O,X,X,X
ZTIOJSL,X,X,X,O,O,X,X,X
ZTIOSLJ,O,O,O,O,O,X,X,X
ZTIOSJL,O,O,O,O,O,X,X,X
ZTLIJSO,X,X,X,O,O,X,X,X
ZTLIJOS,X,X,X,O,X,X,X,X
ZTLISJO,O,X,O,O,O,X,X,O
ZTLISOJ,O,X,O,O,O,O,X,O
ZTLIOJS,X,X,X,O,O,X,X,X
ZTLIOSJ,O,O,O,O,O,X,X,X
ZTLJISO,X,X,X,O,O,X,X,X
ZTLJIOS,X,X,X,O,X,X,X,X
ZTLJSIO,X,X,X,O,O,X,X,X
ZTLJSOI,X,X,X,O,O,X,X,X
ZTLJOIS,X,X,X,O,X,X,X,X
ZTLJOSI,X,X,X,O,X,X,X,X
ZTLSIJO,O,X,O,O,O,X,X,O
ZTLSIOJ,O,X,O,O,O,O,X,O
ZTLSJIO,O,X,O,O,O,X,X,O
ZTLSJOI,O,X,O,O,O,X,X,O
ZTLSOIJ,O,X,O,O,O,O,X,O
ZTLSOJI,O,X,O,O,O,O,X,O
ZTLOIJS,X,X,X,O,O,X,X,X
ZTLOISJ,O,O,O,O,O,X,X,X
ZTLOJIS,X,X,X,O,O,X,X,X
ZTLOJSI,X,X,X,O,O,X,X,X
ZTLOSIJ,O,O,O,O,O,X,X,X
ZTLOSJI,O,O,O,O,O,X,X,X
ZTJILSO,X,X,X,O,O,X,X,X
ZTJILOS,X,X,X,O,X,X,X,X
ZTJISLO,X,X,X,O,O,X,X,X
ZTJISOL,X,X,X,O,O,X,X,X
ZTJIOLS,X,X,X,O,X,X,X,X
ZTJIOSL,X,X,X,O,X,X,X,X
ZTJLISO,X,X,X,O,O,X,X,X
ZTJLIOS,X,X,X,O,X,X,X,X
ZTJLSIO,X,X,X,O,O,X,X,X
ZTJLSOI,X,X,X,O,O,X,X,X
ZTJLOIS,X,X,X,O,X,X,X,X
ZTJLOSI,X,X,X,O,X,X,X,X
ZTJSILO,X,X,X,O,O,X,O,X
ZTJSIOL,X,X,X,O,O,X,O,X
ZTJSLIO,X,X,X,O,O,X,O,X
ZTJSLOI,X,X,X,O,O,X,O,X
ZTJSOIL,X,X,X,O,O,X,O,X
ZTJSOLI,X,X,X,O,O,X,O,X
ZTJOILS,X,X,X,O,X,X,X,X
ZTJOISL,X,X,X,O,X,X,X,X
ZTJOLIS,X,X,X,O,X,X,X,X
ZTJOLSI,X,X,X,O,X,X,X,X
ZTJOSIL,X,X,X,O,X,X,O,X
ZTJOSLI,X,X,X,O,X,X,O,X
ZTSILJO,O,X,O,O,O,X,O,O
ZTSILOJ,O,X,O,O,O,O,O,O
ZTSIJLO,O,X,O,O,O,X,O,O
ZTSIJOL,X,X,O,O,O,X,O,O
ZTSIOLJ,O,X,O,O,O,O,O,O
ZTSIOJL,X,X,O,O,O,X,O,O
ZTSLIJO,O,X,O,O,O,X,O,O
ZTSLIOJ,O,X,O,O,O,O,O,O
ZTSLJIO,O,X,O,O,O,X,O,O
ZTSLJOI,O,X,O,O,O,X,O,O
ZTSLOIJ,O,X,O,O,O,O,O,O
ZTSLOJI,O,X,O,O,O,O,O,O
ZTSJILO,O,X,O,O,O,X,O,O
ZTSJIOL,X,X,O,O,O,X,O,O
ZTSJLIO,O,X,O,O,O,X,O,O
ZTSJLOI,O,X,O,O,O,X,O,O
ZTSJOIL,X,X,O,O,O,X,O,O
ZTSJOLI,X,X,O,O,O,X,O,O
ZTSOILJ,O,X,O,O,O,O,O,O
ZTSOIJL,X,X,O,O,O,X,O,O
ZTSOLIJ,O,X,O,O,O,O,O,O
ZTSOLJI,O,X,O,O,O,O,O,O
ZTSOJIL,X,X,O,O,O,X,O,O
ZTSOJLI,X,X,O,O,O,X,O,O
ZTOILJS,X,X,X,O,O,X,X,X
ZTOILSJ,O,O,O,O,O,X,X,X
ZTOIJLS,X,X,X,O,O,X,X,X
ZTOIJSL,X,X,X,O,O,X,X,X
ZTOISLJ,O,O,O,O,O,X,X,X
ZTOISJL,O,O,O,O,O,X,X,X
ZTOLIJS,X,X,X,O,O,X,X,X
ZTOLISJ,O,O,O,O,O,X,X,X
ZTOLJIS,X,X,X,O,O,X,X,X
ZTOLJSI,X,X,X,O,O,X,X,X
ZTOLSIJ,O,O,O,O,O,X,X,X
ZTOLSJI,O,O,O,O,O,X,X,X
ZTOJILS,X,X,X,O,O,X,X,X
ZTOJISL,X,X,X,O,O,X,X,X
ZTOJLIS,X,X,X,O,O,X,X,X
ZTOJLSI,X,X,X,O,O,X,X,X
ZTOJSIL,X,X,X,O,O,X,O,X
ZTOJSLI,X,X,X,O,O,X,O,X
ZTOSILJ,O,O,O,O,O,X,O,X
ZTOSIJL,O,O,O,O,O,X,O,X
ZTOSLIJ,O,O,O,O,O,X,O,X
ZTOSLJI,O,O,O,O,O,X,O,X
ZTOSJIL,O,O,O,O,O,X,O,X
ZTOSJLI,O,O,O,O,O,X,O,X
ZITLJSO,X,X,X,O,O,X,X,X
ZITLJOS,X,X,X,O,X,X,X,X
ZITLSJO,O,X,O,O,O,X,X,O
ZITLSOJ,O,X,O,O,O,O,X,O
ZITLOJS,X,X,X,O,O,X,X,X
ZITLOSJ,O,O,O,O,O,X,X,X
ZITJLSO,X,X,X,O,O,X,X,X
ZITJLOS,X,X,X,O,X,X,X,X
ZITJSLO,X,X,X,O,O,X,X,X
ZITJSOL,X,X,X,O,O,X,X,X
ZITJOLS,X,X,X,O,X,X,X,X
ZITJOSL,X,X,X,O,X,X,X,X
ZITSLJO,O,X,O,O,O,X,X,O
ZITSLOJ,O,X,O,O,O,O,X,O
ZITSJLO,O,X,O,O,O,X,X,O
ZITSJOL,X,X,O,O,O,X,X,O
ZITSOLJ,O,X,O,O,O,O,X,O
ZITSOJL,X,X,O,O,O,X,X,O
ZITOLJS,X,X,X,O,O,X,X,X
ZITOLSJ,O,O,O,O,O,X,X,X
ZITOJLS,X,X,X,O,O,X,X,X
ZITOJSL,X,X,X,O,O,X,X,X
ZITOSLJ,O,O,O,O,O,X,X,X
ZITOSJL,O,O,O,O,O,X,X,X
ZILTJSO,X,X,X,O,O,X,X,X
ZILTJOS,X,X,X,O,X,X,X,X
ZILTSJO,O,X,O,O,O,X,X,O
ZILTSOJ,O,X,O,O,O,O,X,O
ZILTOJS,X,X,X,O,O,X,X,X
ZILTOSJ,O,O,O,O,O,X,X,X
ZILJTSO,X,X,X,O,X,X,X,X
ZILJTOS,X,X,X,O,X,X,X,X
ZILJSTO,X,X,O,O,X,X,X,X
ZILJSOT,X,X,O,O,X,X,X,X
ZILJOTS,X,X,X,O,X,X,X,X
ZILJOST,X,O,O,O,X,X,X,X
ZILSTJO,O,X,O,O,X,X,X,O
ZILSTOJ,O,X,O,O,X,O,X,O
ZILSJTO,O,X,O,O,X,X,X,O
ZILSJOT,O,X,O,O,X,X,X,O
ZILSOTJ,O,O,O,O,X,O,X,O
ZILSOJT,O,O,O,O,X,X,X,O
ZILOTJS,X,X,X,O,O,X,X,X
ZILOTSJ,O,O,O,O,O,X,X,X
ZILOJTS,X,X,X,O,O,X,X,X
ZILOJST,X,O,O,O,X,X,X,X
ZILOSTJ,O,O,O,O,X,O,X,X
ZILOSJT,O,O,O,O,X,X,X,X
ZIJTLSO,X,X,X,O,X,X,X,X
ZIJTLOS,X,X,X,O,X,X,X,X
ZIJTSLO,X,X,X,O,X,X,X,X
ZIJTSOL,X,X,X,O,X,X,X,X
ZIJTOLS,X,X,X,O,X,X,X,X
ZIJTOSL,X,X,X,O,X,X,X,X
ZIJLTSO,X,X,X,O,X,X,X,X
ZIJLTOS,X,X,X,O,X,X,X,X
ZIJLSTO,X,X,O,O,X,X,X,X
ZIJLSOT,X,X,O,O,X,X,X,X
ZIJLOTS,X,X,X,O,X,X,X,X
ZIJLOST,X,O,O,O,X,X,X,X
ZIJSTLO,X,X,O,O,X,X,X,X
ZIJSTOL,X,X,O,O,X,X,X,X
ZIJSLTO,X,X,O,O,X,X,X,X
ZIJSLOT,X,X,O,O,X,X,X,X
ZIJSOTL,X,X,O,O,X,X,X,X
ZIJSOLT,X,X,O,O,X,X,X,X
ZIJOTLS,X,X,X,O,X,X,X,X
ZIJOTSL,X,X,X,O,X,X,X,X
ZIJOLTS,X,X,X,O,X,X,X,X
ZIJOLST,X,O,O,O,X,X,X,X
ZIJOSTL,X,O,O,O,X,X,X,X
ZIJOSLT,X,O,O,O,X,X,X,X
ZISTLJO,O,X,O,O,X,X,X,O
ZISTLOJ,O,X,O,O,X,O,X,O
ZISTJLO,O,X,O,O,X,X,X,O
ZISTJOL,X,X,O,O,X,X,X,O
ZISTOLJ,O,X,O,O,X,O,X,O
ZISTOJL,O,X,O,O,X,X,X,O
ZISLTJO,O,X,O,O,X,X,X,O
ZISLTOJ,O,X,O,O,X,O,X,O
ZISLJTO,O,X,O,O,X,X,X,O
ZISLJOT,O,X,O,O,X,X,X,O
ZISLOTJ,O,O,O,O,X,O,X,O
ZISLOJT,O,O,O,O,X,X,X,O
ZISJTLO,O,X,O,O,X,X,X,O
ZISJTOL,X,X,O,O,X,X,X,O
ZISJLTO,O,X,O,O,X,X,X,O
ZISJLOT,O,X,O,O,X,X,X,O
ZISJOTL,O,X,O,O,X,X,X,O
ZISJOLT,O,X,O,O,X,X,X,O
ZISOTLJ,O,O,O,O,X,O,X,O
ZISOTJL,O,O,O,O,X,X,X,O
ZISOLTJ,O,O,O,O,X,O,X,O
ZISOLJT,O,O,O,O,X,X,X,O
ZISOJTL,O,O,O,O,X,X,X,O
ZISOJLT,O,O,O,O,X,X,X,O
ZIOTLJS,X,X,X,O,O,X,X,X
ZIOTLSJ,O,O,O,O,O,X,X,X
ZIOTJLS,X,X,X,O,O,X,X,X
ZIOTJSL,X,X,X,O,O,X,X,X
ZIOTSLJ,O,O,O,O,O,X,X,X
ZIOTSJL,O,O,O,O,O,X,X,X
ZIOLTJS,X,X,X,O,O,X,X,X
ZIOLTSJ,O,O,O,O,O,X,X,X
ZIOLJTS,X,X,X,O,O,X,X,X
ZIOLJST,X,O,O,O,X,X,X,X
ZIOLSTJ,O,O,O,O,X,O,X,X
ZIOLSJT,O,O,O,O,X,X,X,X
ZIOJTLS,X,X,X,O,O,X,X,X
ZIOJTSL,X,X,X,O,O,X,X,X
ZIOJLTS,X,X,X,O,O,X,X,X
ZIOJLST,X,O,O,O,X,X,X,X
ZIOJSTL,X,O,O,O,X,X,X,X
ZIOJSLT,X,O,O,O,X,X,X,X
ZIOSTLJ,O,O,O,O,X,O,X,X
ZIOSTJL,O,O,O,O,X,X,X,X
ZIOSLTJ,O,O,O,O,X,O,X,X
ZIOSLJT,O,O,O,O,X,X,X,X
ZIOSJTL,O,O,O,O,X,X,X,X
ZIOSJLT,O,O,O,O,X,X,X,X
ZLTIJSO,X,X,X,O,O,X,X,X
ZLTIJOS,X,X,X,O,X,X,X,X
ZLTISJO,O,X,O,O,O,X,X,O
ZLTISOJ,O,X,O,O,O,O,X,O
ZLTIOJS,X,X,X,O,O,X,X,X
ZLTIOSJ,O,O,O,O,O,X,X,X
ZLTJISO,X,X,X,O,O,X,X,X
ZLTJIOS,X,X,X,O,X,X,X,X
ZLTJSIO,X,X,X,O,O,X,X,X
ZLTJSOI,X,X,X,O,O,X,X,X
ZLTJOIS,X,X,X,O,X,X,X,X
ZLTJOSI,X,X,X,O,X,X,X,X
ZLTSIJO,O,X,O,O,O,X,X,O
ZLTSIOJ,O,X,O,O,O,O,X,O
ZLTSJIO,O,X,O,O,O,X,X,O
ZLTSJOI,O,X,O,O,O,X,X,O
ZLTSOIJ,O,X,O,O,O,O,X,O
ZLTSOJI,O,X,O,O,O,O,X,O
ZLTOIJS,X,X,X,O,O,X,X,X
ZLTOISJ,O,O,O,O,O,X,X,X
ZLTOJIS,X,X,X,O,O,X,X,X
ZLTOJSI,X,X,X,O,O,X,X,X
ZLTOSIJ,O,O,O,O,O,X,X,X
ZLTOSJI,O,O,O,O,O,X,X,X
ZLITJSO,X,X,X,O,O,X,X,X
ZLITJOS,X,X,X,O,X,X,X,X
ZLITSJO,O,X,O,O,O,X,X,O
ZLITSOJ,O,X,O,O,O,O,X,O
ZLITOJS,X,X,X,O,O,X,X,X
ZLITOSJ,O,O,O,O,O,X,X,X
ZLIJTSO,X,X,X,O,X,X,X,X
ZLIJTOS,X,X,X,O,X,X,X,X
ZLIJSTO,X,X,O,O,X,X,X,X
ZLIJSOT,X,X,O,O,X,X,X,X
ZLIJOTS,X,X,X,O,X,X,X,X
ZLIJOST,X,O,O,O,X,X,X,X
ZLISTJO,O,X,O,O,X,X,X,O
ZLISTOJ,O,X,O,O,X,O,X,O
ZLISJTO,O,X,O,O,X,X,X,O
ZLISJOT,O,X,O,O,X,X,X,O
ZLISOTJ,O,O,O,O,X,O,X,O
ZLISOJT,O,O,O,O,X,X,X,O
ZLIOTJS,X,X,X,O,O,X,X,X
ZLIOTSJ,O,O,O,O,O,X,X,X
ZLIOJTS,X,X,X,O,O,X,X,X
ZLIOJST,X,O,O,O,X,X,X,X
ZLIOSTJ,O,O,O,O,X,O,X,X
ZLIOSJT,O,O,O,O,X,X,X,X
ZLJTISO,X,X,X,O,X,X,X,X
ZLJTIOS,X,X,X,O,X,X,X,X
ZLJTSIO,X,X,X,O,X,X,X,X
ZLJTSOI,X,X,X,O,X,X,X,X
ZLJTOIS,X,X,X,O,X,X,X,X
ZLJTOSI,X,X,X,O,X,X,X,X
ZLJITSO,X,X,X,O,X,X,X,X
ZLJITOS,X,X,X,O,X,X,X,X
ZLJISTO,X,X,O,O,X,X,X,X
ZLJISOT,X,X,O,O,X,X,X,X
ZLJIOTS,X,X,X,O,X,X,X,X
ZLJIOST,X,O,O,O,X,X,X,X
ZLJSTIO,X,X,O,O,X,X,X,X
ZLJSTOI,X,X,O,O,X,X,X,X
ZLJSITO,X,X,O,O,X,X,X,X
ZLJSIOT,X,X,O,O,X,X,X,X
ZLJSOTI,X,X,O,O,X,X,X,X
ZLJSOIT,X,X,O,O,X,X,X,X
ZLJOTIS,X,X,X,O,X,X,X,X
ZLJOTSI,X,X,X,O,X,X,X,X
ZLJOITS,X,X,X,O,X,X,X,X
ZLJOIST,X,O,O,O,X,X,X,X
ZLJOSTI,X,O,O,O,X,X,X,X
ZLJOSIT,X,O,O,O,X,X,X,X
ZLSTIJO,O,X,O,O,X,X,X,O
ZLSTIOJ,O,X,O,O,X,O,X,O
ZLSTJIO,O,X,O,O,X,X,X,O
ZLSTJOI,O,X,O,O,X,X,X,O
ZLSTOIJ,O,X,O,O,X,O,X,O
ZLSTOJI,O,X,O,O,X,O,X,O
ZLSITJO,O,X,O,O,X,X,X,O
ZLSITOJ,O,X,O,O,X,O,X,O
ZLSIJTO,O,X,O,O,X,X,X,O
ZLSIJOT,O,X,O,O,X,X,X,O
ZLSIOTJ,O,O,O,O,X,O,X,O
ZLSIOJT,O,O,O,O,X,X,X,O
ZLSJTIO,O,X,O,O,X,X,X,O
ZLSJTOI,O,X,O,O,X,X,X,O
ZLSJITO,O,X,O,O,X,X,X,O
ZLSJIOT,O,X,O,O,X,X,X,O
ZLSJOTI,O,X,O,O,X,X,X,O
ZLSJOIT,O,X,O,O,X,X,X,O
ZLSOTIJ,O,O,O,O,X,O,X,O
ZLSOTJI,O,O,O,O,X,O,X,O
ZLSOITJ,O,O,O,O,X,O,X,O
ZLSOIJT,O,O,O,O,X,X,X,O
ZLSOJTI,O,O,O,O,X,X,X,O
ZLSOJIT,O,O,O,O,X,X,X,O
ZLOTIJS,X,X,X,O,O,X,X,X
ZLOTISJ,O,O,O,O,O,X,X,X
ZLOTJIS,X,X,X,O,O,X,X,X
ZLOTJSI,X,X,X,O,O,X,X,X
ZLOTSIJ,O,O,O,O,O,X,X,X
ZLOTSJI,O,O,O,O,O,X,X,X
ZLOITJS,X,X,X,O,O,X,X,X
ZLOITSJ,O,O,O,O,O,X,X,X
ZLOIJTS,X,X,X,O,O,X,X,X
ZLOIJST,X,O,O,O,X,X,X,X
ZLOISTJ,O,O,O,O,X,O,X,X
ZLOISJT,O,O,O,O,X,X,X,X
ZLOJTIS,X,X,X,O,O,X,X,X
ZLOJTSI,X,X,X,O,O,X,X,X
ZLOJITS,X,X,X,O,O,X,X,X
ZLOJIST,X,O,O,O,X,X,X,X
ZLOJSTI,X,O,O,O,X,X,X,X
ZLOJSIT,X,O,O,O,X,X,X,X
