sequence,v115@9gB8HeB8HeB8FeA8AeC8DeB8KeNFJvhF8mBziB5oBe?rBCmBXsB,v115@9gB8HeB8HeB8FeA8AeC8DeB8KeNFJvhFXiB8nB5oBe?rBCmBzrB,v115@9gB8HeB8HeB8FeA8AeC8DeB8KeKFJvhFzgBmiB5oBc?sBXrBtrB,v115@9gB8HeB8HeB8FeA8AeC8DeB8KemAJvhFxiBTlBcsB6?tBXrBtrB,v115@9gB8HeB8HeB8FeA8AeC8DeB8KeXBJvhFziB5oB2qBC?sBdsB0qB
OTZJLIS,X,O,X,X,X
OTZJLSI,X,O,X,X,X
OTZJSIL,O,O,X,X,X
OTZJSLI,O,O,X,X,X
OTZSILJ,O,O,X,X,X
OTZSIJL,O,O,X,X,X
OTZSLIJ,O,O,X,O,X
OTZSLJI,O,O,X,O,X
OTZSJIL,O,O,X,X,X
OTZSJLI,O,O,X,O,X
OITLJSZ,O,X,X,X,O
OITLJZS,X,O,X,X,O
OITLSJZ,O,X,X,X,X
OITLSZJ,O,X,X,X,X
OITLZJS,X,O,X,X,X
OITLZSJ,X,O,X,X,X
OITJLSZ,O,X,X,X,O
OITJLZS,X,O,X,X,O
OITJSLZ,O,X,X,X,X
OITJSZL,O,O,X,X,X
OITJZLS,X,O,X,X,X
OITJZSL,O,O,X,X,X
OITSLJZ,O,X,X,X,X
OITSLZJ,O,X,X,X,X
OITSJLZ,O,X,X,X,X
OITSJZL,O,O,X,X,X
OITSZLJ,O,O,X,X,X
OITSZJL,O,O,X,X,X
OITZLJS,X,O,X,X,X
OITZLSJ,X,O,X,X,X
OITZJLS,X,O,X,X,X
OITZJSL,O,O,X,X,X
OITZSLJ,O,O,X,X,X
OITZSJL,O,O,X,X,X
OILTJSZ,O,X,X,X,O
OILTJZS,X,O,X,X,O
OILTSJZ,O,X,X,X,X
OILTSZJ,O,X,O,X,X
OILTZJS,X,O,X,X,X
OILTZSJ,X,O,X,O,X
OILJTSZ,O,X,X,X,O
OILJTZS,X,O,X,X,O
OILJSTZ,O,X,X,X,O
OILJSZT,O,X,O,O,X
OILJZTS,X,O,X,X,O
OILJZST,X,O,O,O,X
OILSTJZ,O,X,X,X,X
OILSTZJ,O,X,O,X,X
OILSJTZ,O,X,X,X,O
OILSJZT,O,X,O,O,X
OILSZTJ,O,X,O,O,X
OILSZJT,O,X,O,O,X
OILZTJS,X,O,X,X,X
OILZTSJ,X,O,X,O,X
OILZJTS,X,O,X,X,O
OILZJST,X,O,O,O,X
OILZSTJ,X,O,O,O,X
OILZSJT,X,O,O,O,X
OIJTLSZ,O,X,X,X,O
OIJTLZS,X,O,X,X,O
OIJTSLZ,O,X,X,X,X
OIJTSZL,O,O,X,X,X
OIJTZLS,X,O,X,X,X
OIJTZSL,O,O,X,X,X
OIJLTSZ,O,X,X,X,O
OIJLTZS,X,O,X,X,O
OIJLSTZ,O,X,X,X,O
OIJLSZT,O,X,X,O,X
OIJLZTS,X,O,X,X,O
OIJLZST,X,O,O,X,X
OIJSTLZ,O,X,X,X,X
OIJSTZL,O,O,X,X,X
OIJSLTZ,O,X,X,X,O
OIJSLZT,O,X,X,O,X
OIJSZTL,O,O,X,X,X
OIJSZLT,O,O,X,O,X
OIJZTLS,X,O,X,X,X
OIJZTSL,O,O,X,X,X
OIJZLTS,X,O,X,X,O
OIJZLST,X,O,O,X,X
OIJZSTL,O,O,X,X,X
OIJZSLT,O,O,O,X,X
OISTLJZ,O,X,X,X,X
OISTLZJ,O,X,X,X,X
OISTJLZ,O,X,X,X,X
OISTJZL,O,O,X,X,X
OISTZLJ,O,O,X,X,X
OISTZJL,O,O,X,X,X
OISLTJZ,O,X,X,X,X
OISLTZJ,O,X,O,X,X
OISLJTZ,O,X,X,X,O
OISLJZT,O,X,O,O,X
OISLZTJ,O,X,O,O,X
OISLZJT,O,X,O,O,X
OISJTLZ,O,X,X,X,X
OISJTZL,O,O,X,X,X
OISJLTZ,O,X,X,X,O
OISJLZT,O,X,X,O,X
OISJZTL,O,O,X,X,X
OISJZLT,O,O,X,O,X
OISZTLJ,O,O,X,X,X
OISZTJL,O,O,X,X,X
OISZLTJ,O,O,O,O,X
OISZLJT,O,O,O,O,X
OISZJTL,O,O,X,X,X
OISZJLT,O,O,O,O,X
OIZTLJS,X,O,X,X,X
OIZTLSJ,X,O,X,X,X
OIZTJLS,X,O,X,X,X
OIZTJSL,O,O,X,X,X
OIZTSLJ,O,O,X,X,X
OIZTSJL,O,O,X,X,X
OIZLTJS,X,O,X,X,X
OIZLTSJ,X,O,X,O,X
OIZLJTS,X,O,X,X,O
OIZLJST,X,O,O,O,X
OIZLSTJ,X,O,O,O,X
OIZLSJT,X,O,O,O,X
OIZJTLS,X,O,X,X,X
OIZJTSL,O,O,X,X,X
OIZJLTS,X,O,X,X,O
OIZJLST,X,O,O,X,X
OIZJSTL,O,O,X,X,X
OIZJSLT,O,O,O,X,X
OIZSTLJ,O,O,X,X,X
OIZSTJL,O,O,X,X,X
OIZSLTJ,O,O,O,O,X
OIZSLJT,O,O,O,O,X
OIZSJTL,O,O,X,X,X
OIZSJLT,O,O,O,O,X
OLTIJSZ,O,X,X,X,O
OLTIJZS,X,O,X,X,O
OLTISJZ,O,X,X,X,X
OLTISZJ,O,X,O,X,X
OLTIZJS,X,O,X,X,X
OLTIZSJ,X,O,X,O,X
OLTJISZ,O,X,X,X,O
OLTJIZS,X,O,X,X,O
OLTJSIZ,O,X,X,X,X
OLTJSZI,O,X,X,O,X
OLTJZIS,X,O,X,X,X
OLTJZSI,X,O,X,X,X
OLTSIJZ,O,X,X,X,X
OLTSIZJ,O,X,O,X,X
OLTSJIZ,O,X,X,X,X
OLTSJZI,O,X,X,O,X
OLTSZIJ,O,X,O,O,X
OLTSZJI,O,X,X,O,X
OLTZIJS,X,O,X,X,X
OLTZISJ,X,O,X,O,X
OLTZJIS,X,O,X,X,X
OLTZJSI,X,O,X,X,X
OLTZSIJ,X,O,X,O,X
OLTZSJI,X,O,X,O,X
OLITJSZ,O,X,X,X,O
OLITJZS,X,O,X,X,O
OLITSJZ,O,X,X,X,X
OLITSZJ,O,X,O,X,X
OLITZJS,X,O,X,X,X
OLITZSJ,X,O,X,O,X
OLIJTSZ,O,X,X,X,O
OLIJTZS,X,O,X,X,O
OLIJSTZ,O,X,X,X,O
OLIJSZT,O,X,O,O,X
OLIJZTS,X,O,X,X,O
OLIJZST,X,O,O,O,X
OLISTJZ,O,X,X,X,X
OLISTZJ,O,X,O,X,X
OLISJTZ,O,X,X,X,O
OLISJZT,O,X,O,O,X
OLISZTJ,O,X,O,O,X
OLISZJT,O,X,O,O,X
OLIZTJS,X,O,X,X,X
OLIZTSJ,X,O,X,O,X
OLIZJTS,X,O,X,X,O
OLIZJST,X,O,O,O,X
OLIZSTJ,X,O,O,O,X
OLIZSJT,X,O,O,O,X
OLJTISZ,O,X,X,X,O
OLJTIZS,X,O,X,X,O
OLJTSIZ,O,X,X,X,X
OLJTSZI,O,X,X,O,X
OLJTZIS,X,O,X,X,X
OLJTZSI,X,O,X,X,X
OLJITSZ,O,X,X,X,O
OLJITZS,X,O,X,X,O
OLJISTZ,O,X,X,X,O
OLJISZT,O,X,O,O,X
OLJIZTS,X,O,X,X,O
OLJIZST,X,O,O,O,X
OLJSTIZ,O,X,X,X,X
OLJSTZI,O,X,X,O,X
OLJSITZ,O,X,X,X,O
OLJSIZT,O,X,O,O,X
OLJSZTI,O,X,X,O,X
OLJSZIT,O,X,O,O,X
OLJZTIS,X,O,X,X,X
OLJZTSI,X,O,X,X,X
OLJZITS,X,O,X,X,O
OLJZIST,X,O,O,O,X
OLJZSTI,X,O,X,O,X
OLJZSIT,X,O,O,O,X
OLSTIJZ,O,X,X,X,X
OLSTIZJ,O,X,O,X,X
OLSTJIZ,O,X,X,X,X
OLSTJZI,O,X,X,O,X
OLSTZIJ,O,X,O,O,X
OLSTZJI,O,X,X,O,X
OLSITJZ,O,X,X,X,X
OLSITZJ,O,X,O,X,X
OLSIJTZ,O,X,X,X,O
OLSIJZT,O,X,O,O,X
OLSIZTJ,O,X,O,O,X
OLSIZJT,O,X,O,O,X
OLSJTIZ,O,X,X,X,X
OLSJTZI,O,X,X,O,X
OLSJITZ,O,X,X,X,O
OLSJIZT,O,X,O,O,X
OLSJZTI,O,X,X,O,X
OLSJZIT,O,X,O,O,X
OLSZTIJ,O,X,O,O,X
OLSZTJI,O,X,X,O,X
OLSZITJ,O,X,O,O,X
OLSZIJT,O,X,O,O,X
OLSZJTI,O,X,X,O,X
OLSZJIT,O,X,O,O,X
OLZTIJS,X,O,X,X,X
OLZTISJ,X,O,X,O,X
OLZTJIS,X,O,X,X,X
OLZTJSI,X,O,X,X,X
OLZTSIJ,X,O,X,O,X
OLZTSJI,X,O,X,O,X
OLZITJS,X,O,X,X,X
OLZITSJ,X,O,X,O,X
OLZIJTS,X,O,X,X,O
OLZIJST,X,O,O,O,X
OLZISTJ,X,O,O,O,X
OLZISJT,X,O,O,O,X
OLZJTIS,X,O,X,X,X
OLZJTSI,X,O,X,X,X
OLZJITS,X,O,X,X,O
OLZJIST,X,O,O,O,X
OLZJSTI,X,O,X,O,X
OLZJSIT,X,O,O,O,X
OLZSTIJ,X,O,O,O,X
OLZSTJI,X,O,X,O,X
OLZSITJ,X,O,O,O,X
OLZSIJT,X,O,O,O,X
OLZSJTI,X,O,X,O,X
OLZSJIT,X,O,O,O,X
OJTILSZ,O,X,X,X,O
OJTILZS,X,O,X,X,O
OJTISLZ,O,X,X,X,X
OJTISZL,O,O,X,X,X
OJTIZLS,X,O,X,X,X
OJTIZSL,O,O,X,X,X
OJTLISZ,O,X,X,X,O
OJTLIZS,X,O,X,X,O
OJTLSIZ,O,X,X,X,X
OJTLSZI,O,X,X,O,X
OJTLZIS,X,O,X,X,X
OJTLZSI,X,O,X,X,X
OJTSILZ,O,X,X,X,X
OJTSIZL,O,O,X,X,X
OJTSLIZ,O,X,X,X,X
OJTSLZI,O,X,X,O,X
OJTSZIL,O,O,X,X,X
OJTSZLI,O,O,X,O,X
OJTZILS,X,O,X,X,X
OJTZISL,O,O,X,X,X
OJTZLIS,X,O,X,X,X
OJTZLSI,X,O,X,X,X
OJTZSIL,O,O,X,X,X
OJTZSLI,O,O,X,X,X
OJITLSZ,O,X,X,X,O
OJITLZS,X,O,X,X,O
OJITSLZ,O,X,X,X,X
OJITSZL,O,O,X,X,X
OJITZLS,X,O,X,X,X
OJITZSL,O,O,X,X,X
OJILTSZ,O,X,X,X,O
OJILTZS,X,O,X,X,O
OJILSTZ,O,X,X,X,O
OJILSZT,O,X,X,O,X
OJILZTS,X,O,X,X,O
OJILZST,X,O,O,X,X
OJISTLZ,O,X,X,X,X
OJISTZL,O,O,X,X,X
OJISLTZ,O,X,X,X,O
OJISLZT,O,X,X,O,X
OJISZTL,O,O,X,X,X
OJISZLT,O,O,X,O,X
OJIZTLS,X,O,X,X,X
OJIZTSL,O,O,X,X,X
OJIZLTS,X,O,X,X,O
OJIZLST,X,O,O,X,X
OJIZSTL,O,O,X,X,X
OJIZSLT,O,O,O,X,X
OJLTISZ,O,X,X,X,O
OJLTIZS,X,O,X,X,O
OJLTSIZ,O,X,X,X,X
OJLTSZI,O,X,X,O,X
OJLTZIS,X,O,X,X,X
OJLTZSI,X,O,X,X,X
OJLITSZ,O,X,X,X,O
OJLITZS,X,O,X,X,O
OJLISTZ,O,X,X,X,O
OJLISZT,O,X,X,O,X
OJLIZTS,X,O,X,X,O
OJLIZST,X,O,O,O,X
OJLSTIZ,O,X,X,X,X
OJLSTZI,O,X,X,O,X
OJLSITZ,O,X,X,X,O
OJLSIZT,O,X,X,O,X
OJLSZTI,O,X,X,O,X
OJLSZIT,O,X,X,O,X
OJLZTIS,X,O,X,X,X
OJLZTSI,X,O,X,X,X
OJLZITS,X,O,X,X,O
OJLZIST,X,O,O,O,X
OJLZSTI,X,O,X,O,X
OJLZSIT,X,O,O,O,X
OJSTILZ,O,X,X,X,X
OJSTIZL,O,O,X,X,X
OJSTLIZ,O,X,X,X,X
OJSTLZI,O,X,X,O,X
OJSTZIL,O,O,X,X,X
OJSTZLI,O,O,X,O,X
OJSITLZ,O,X,X,X,X
OJSITZL,O,O,X,X,X
OJSILTZ,O,X,X,X,O
OJSILZT,O,X,X,O,X
OJSIZTL,O,O,X,X,X
OJSIZLT,O,O,X,O,X
OJSLTIZ,O,X,X,X,X
OJSLTZI,O,X,X,O,X
OJSLITZ,O,X,X,X,O
OJSLIZT,O,X,X,O,X
OJSLZTI,O,X,X,O,X
OJSLZIT,O,X,X,O,X
OJSZTIL,O,O,X,X,X
OJSZTLI,O,O,X,O,X
OJSZITL,O,O,X,X,X
OJSZILT,O,O,X,O,X
OJSZLTI,O,O,X,O,X
OJSZLIT,O,O,X,O,X
OJZTILS,X,O,X,X,X
OJZTISL,O,O,X,X,X
OJZTLIS,X,O,X,X,X
OJZTLSI,X,O,X,X,X
OJZTSIL,O,O,X,X,X
OJZTSLI,O,O,X,X,X
OJZITLS,X,O,X,X,X
OJZITSL,O,O,X,X,X
OJZILTS,X,O,X,X,O
OJZILST,X,O,O,X,X
OJZISTL,O,O,X,X,X
OJZISLT,O,O,O,X,X
OJZLTIS,X,O,X,X,X
OJZLTSI,X,O,X,X,X
OJZLITS,X,O,X,X,O
OJZLIST,X,O,O,O,X
OJZLSTI,X,O,X,O,X
OJZLSIT,X,O,O,O,X
OJZSTIL,O,O,X,X,X
OJZSTLI,O,O,X,O,X
OJZSITL,O,O,X,X,X
OJZSILT,O,O,O,O,X
OJZSLTI,O,O,X,O,X
OJZSLIT,O,O,O,O,X
OSTILJZ,O,X,X,X,X
OSTILZJ,O,X,X,X,X
OSTIJLZ,O,X,X,X,X
OSTIJZL,O,O,X,X,X
OSTIZLJ,O,O,X,X,X
OSTIZJL,O,O,X,X,X
OSTLIJZ,O,X,X,X,X
OSTLIZJ,O,X,X,X,X
OSTLJIZ,O,X,X,X,X
OSTLJZI,O,X,X,O,X
OSTLZIJ,O,X,X,O,X
OSTLZJI,O,X,X,O,X
OSTJILZ,O,X,X,X,X
OSTJIZL,O,O,X,X,X
OSTJLIZ,O,X,X,X,X
OSTJLZI,O,X,X,O,X
OSTJZIL,O,O,X,X,X
OSTJZLI,O,O,X,O,X
OSTZILJ,O,O,X,X,X
OSTZIJL,O,O,X,X,X
OSTZLIJ,O,O,X,O,X
OSTZLJI,O,O,X,O,X
OSTZJIL,O,O,X,X,X
OSTZJLI,O,O,X,O,X
OSITLJZ,O,X,X,X,X
OSITLZJ,O,X,X,X,X
OSITJLZ,O,X,X,X,X
OSITJZL,O,O,X,X,X
OSITZLJ,O,O,X,X,X
OSITZJL,O,O,X,X,X
OSILTJZ,O,X,X,X,X
OSILTZJ,O,X,O,X,X
OSILJTZ,O,X,X,X,O
OSILJZT,O,X,O,O,X
OSILZTJ,O,X,O,O,X
OSILZJT,O,X,O,O,X
OSIJTLZ,O,X,X,X,X
OSIJTZL,O,O,X,X,X
OSIJLTZ,O,X,X,X,O
OSIJLZT,O,X,X,O,X
OSIJZTL,O,O,X,X,X
OSIJZLT,O,O,X,O,X
OSIZTLJ,O,O,X,X,X
OSIZTJL,O,O,X,X,X
OSIZLTJ,O,O,O,O,X
OSIZLJT,O,O,O,O,X
OSIZJTL,O,O,X,X,X
OSIZJLT,O,O,O,O,X
OSLTIJZ,O,X,X,X,X
OSLTIZJ,O,X,O,X,X
OSLTJIZ,O,X,X,X,X
OSLTJZI,O,X,X,O,X
OSLTZIJ,O,X,O,O,X
OSLTZJI,O,X,X,O,X
OSLITJZ,O,X,X,X,X
OSLITZJ,O,X,O,X,X
OSLIJTZ,O,X,X,X,O
OSLIJZT,O,X,O,O,X
OSLIZTJ,O,X,O,O,X
OSLIZJT,O,X,O,O,X
OSLJTIZ,O,X,X,X,X
OSLJTZI,O,X,X,O,X
OSLJITZ,O,X,X,X,O
OSLJIZT,O,X,O,O,X
OSLJZTI,O,X,X,O,X
OSLJZIT,O,X,O,O,X
OSLZTIJ,O,X,O,O,X
OSLZTJI,O,X,X,O,X
OSLZITJ,O,X,O,O,X
OSLZIJT,O,X,O,O,X
OSLZJTI,O,X,X,O,X
OSLZJIT,O,X,O,O,X
OSJTILZ,O,X,X,X,X
OSJTIZL,O,O,X,X,X
OSJTLIZ,O,X,X,X,X
OSJTLZI,O,X,X,O,X
OSJTZIL,O,O,X,X,X
OSJTZLI,O,O,X,O,X
OSJITLZ,O,X,X,X,X
OSJITZL,O,O,X,X,X
OSJILTZ,O,X,X,X,O
OSJILZT,O,X,X,O,X
OSJIZTL,O,O,X,X,X
OSJIZLT,O,O,X,O,X
OSJLTIZ,O,X,X,X,X
OSJLTZI,O,X,X,O,X
OSJLITZ,O,X,X,X,O
OSJLIZT,O,X,X,O,X
OSJLZTI,O,X,X,O,X
OSJLZIT,O,X,X,O,X
OSJZTIL,O,O,X,X,X
OSJZTLI,O,O,X,O,X
OSJZITL,O,O,X,X,X
OSJZILT,O,O,X,O,X
OSJZLTI,O,O,X,O,X
OSJZLIT,O,O,X,O,X
OSZTILJ,O,O,X,X,X
OSZTIJL,O,O,X,X,X
OSZTLIJ,O,O,X,O,X
OSZTLJI,O,O,X,O,X
OSZTJIL,O,O,X,X,X
OSZTJLI,O,O,X,O,X
OSZITLJ,O,O,X,X,X
OSZITJL,O,O,X,X,X
OSZILTJ,O,O,O,O,X
OSZILJT,O,O,O,O,X
OSZIJTL,O,O,X,X,X
OSZIJLT,O,O,O,O,X
OSZLTIJ,O,O,O,O,X
OSZLTJI,O,O,X,O,X
OSZLITJ,O,O,O,O,X
OSZLIJT,O,O,O,O,X
OSZLJTI,O,O,X,O,X
OSZLJIT,O,O,O,O,X
OSZJTIL,O,O,X,X,X
OSZJTLI,O,O,X,O,X
OSZJITL,O,O,X,X,X
OSZJILT,O,O,O,O,X
OSZJLTI,O,O,X,O,X
OSZJLIT,O,O,O,O,X
OZTILJS,X,O,X,X,X
OZTILSJ,X,O,X,X,X
OZTIJLS,X,O,X,X,X
OZTIJSL,O,O,X,X,X
OZTISLJ,O,O,X,X,X
OZTISJL,O,O,X,X,X
OZTLIJS,X,O,X,X,X
OZTLISJ,X,O,X,O,X
OZTLJIS,X,O,X,X,X
OZTLJSI,X,O,X,X,X
OZTLSIJ,X,O,X,O,X
OZTLSJI,X,O,X,O,X
OZTJILS,X,O,X,X,X
OZTJISL,O,O,X,X,X
OZTJLIS,X,O,X,X,X
OZTJLSI,X,O,X,X,X
OZTJSIL,O,O,X,X,X
OZTJSLI,O,O,X,X,X
OZTSILJ,O,O,X,X,X
OZTSIJL,O,O,X,X,X
OZTSLIJ,O,O,X,O,X
OZTSLJI,O,O,X,O,X
OZTSJIL,O,O,X,X,X
OZTSJLI,O,O,X,O,X
OZITLJS,X,O,X,X,X
OZITLSJ,X,O,X,X,X
OZITJLS,X,O,X,X,X
OZITJSL,O,O,X,X,X
OZITSLJ,O,O,X,X,X
OZITSJL,O,O,X,X,X
OZILTJS,X,O,X,X,X
OZILTSJ,X,O,X,O,X
OZILJTS,X,O,X,X,O
OZILJST,X,O,O,O,X
OZILSTJ,X,O,O,O,X
OZILSJT,X,O,O,O,X
OZIJTLS,X,O,X,X,X
OZIJTSL,O,O,X,X,X
OZIJLTS,X,O,X,X,O
OZIJLST,X,O,O,X,X
OZIJSTL,O,O,X,X,X
OZIJSLT,O,O,O,X,X
OZISTLJ,O,O,X,X,X
OZISTJL,O,O,X,X,X
OZISLTJ,O,O,O,O,X
OZISLJT,O,O,O,O,X
OZISJTL,O,O,X,X,X
OZISJLT,O,O,O,O,X
OZLTIJS,X,O,X,X,X
OZLTISJ,X,O,X,O,X
OZLTJIS,X,O,X,X,X
OZLTJSI,X,O,X,X,X
OZLTSIJ,X,O,X,O,X
OZLTSJI,X,O,X,O,X
OZLITJS,X,O,X,X,X
OZLITSJ,X,O,X,O,X
OZLIJTS,X,O,X,X,O
OZLIJST,X,O,O,O,X
OZLISTJ,X,O,O,O,X
OZLISJT,X,O,O,O,X
OZLJTIS,X,O,X,X,X
OZLJTSI,X,O,X,X,X
OZLJITS,X,O,X,X,O
OZLJIST,X,O,O,O,X
OZLJSTI,X,O,X,O,X
OZLJSIT,X,O,O,O,X
OZLSTIJ,X,O,O,O,X
OZLSTJI,X,O,X,O,X
OZLSITJ,X,O,O,O,X
OZLSIJT,X,O,O,O,X
OZLSJTI,X,O,X,O,X
OZLSJIT,X,O,O,O,X
OZJTILS,X,O,X,X,X
OZJTISL,O,O,X,X,X
OZJTLIS,X,O,X,X,X
OZJTLSI,X,O,X,X,X
OZJTSIL,O,O,X,X,X
OZJTSLI,O,O,X,X,X
OZJITLS,X,O,X,X,X
OZJITSL,O,O,X,X,X
OZJILTS,X,O,X,X,O
OZJILST,X,O,O,X,X
OZJISTL,O,O,X,X,X
OZJISLT,O,O,O,X,X
OZJLTIS,X,O,X,X,X
OZJLTSI,X,O,X,X,X
OZJLITS,X,O,X,X,O
OZJLIST,X,O,O,O,X
OZJLSTI,X,O,X,O,X
OZJLSIT,X,O,O,O,X
OZJSTIL,O,O,X,X,X
OZJSTLI,O,O,X,O,X
OZJSITL,O,O,X,X,X
OZJSILT,O,O,O,O,X
OZJSLTI,O,O,X,O,X
OZJSLIT,O,O,O,O,X
OZSTILJ,O,O,X,X,X
OZSTIJL,O,O,X,X,X
OZSTLIJ,O,O,X,O,X
OZSTLJI,O,O,X,O,X
OZSTJIL,O,O,X,X,X
OZSTJLI,O,O,X,O,X
OZSITLJ,O,O,X,X,X
OZSITJL,O,O,X,X,X
OZSILTJ,O,O,O,O,X
OZSILJT,O,O,O,O,X
OZSIJTL,O,O,X,X,X
OZSIJLT,O,O,O,O,X
OZSLTIJ,O,O,O,O,X
OZSLTJI,O,O,X,O,X
OZSLITJ,O,O,O,O,X
OZSLIJT,O,O,O,O,X
OZSLJTI,O,O,X,O,X
OZSLJIT,O,O,O,O,X
OZSJTIL,O,O,X,X,X
OZSJTLI,O,O,X,O,X
OZSJITL,O,O,X,X,X
OZSJILT,O,O,O,O,X
OZSJLTI,O,O,X,O,X
OZSJLIT,O,O,O,O,X
