sequence,v115@EhA8HeB8HeD8EeE8Je0/IvhFZmBumBTjBNpBXqB6qB,v115@EhA8HeB8HeD8EeE8Je0/IvhF3hBTjBNpBWrBilBRvB,v115@EhA8HeB8HeD8EeE8JeZEJvhFukBihBTjBcrBXqB9qB,v115@EhA8HeB8HeD8EeE8JeNEJvhFRhBTjBSrB3pBmqBUqB,v115@EhA8HeB8HeD8EeE8JeNEJvhFRhBTjBSrBUqBmqB3pB,v115@EhA8HeB8HeD8EeE8JeZEJvhFdmBumBTjBCqBfqB0qB,v115@EhA8HeB8HeD8EeE8JedFJvhFRhBTjBCmB0pBXrBOpB,v115@EhA8HeB8HeD8EeE8JeNEJvhFRhBTjBcrBGqBiqB3pB,v115@EhA8HeB8HeD8EeE8JeNEJvhFRhBTjBuqBcrB3pBaqB,v115@EhA8HeB8HeD8EeE8JeRAJvhFumBTjB/qBarB0pBNpB,v115@EhA8HeB8HeD8EeE8Jei/IvhFZmBumBTjBcpBXqB9qB
SLTJOIZ,O,X,X,O,X,O,X,X,X,X,X
SLTJOZI,O,O,X,O,X,X,X,X,X,O,X
SLTZIJO,O,X,X,O,X,X,O,X,X,X,X
SLTZIOJ,O,X,X,O,X,X,O,X,X,X,X
SLTZJIO,O,X,X,O,X,X,O,X,O,O,X
SLTZJOI,O,O,X,O,X,X,O,X,O,O,X
SLTZOIJ,O,X,X,O,X,X,O,X,X,X,X
SLTZOJI,O,O,X,O,X,X,O,X,O,O,X
SLTOIJZ,O,X,X,O,X,O,X,X,X,X,X
SLTOIZJ,O,X,X,O,X,X,O,X,X,X,X
SLTOJIZ,O,X,X,O,X,O,X,X,X,X,X
SLTOJZI,O,O,X,O,X,X,X,X,X,O,X
SLTOZIJ,O,X,X,O,X,X,O,X,X,X,X
SLTOZJI,O,O,X,O,X,X,O,X,O,O,X
SLITJZO,O,O,X,O,X,O,X,X,X,X,X
SLITJOZ,O,O,X,O,X,O,X,X,X,X,X
SLITZJO,O,O,X,O,X,X,O,X,X,X,X
SLITZOJ,O,O,X,O,X,X,O,X,X,X,X
SLITOJZ,O,O,X,O,X,O,X,X,X,X,X
SLITOZJ,O,O,X,O,X,X,O,X,X,X,X
SLIJTZO,O,O,X,O,X,O,X,X,X,X,X
SLIJTOZ,O,O,X,O,X,O,X,X,X,X,X
SLIJZTO,X,X,O,X,X,X,O,X,X,O,O
SLIJZOT,X,X,O,X,X,X,O,X,X,O,O
SLIJOTZ,O,O,X,O,X,O,X,X,X,X,X
SLIJOZT,X,X,O,X,X,X,O,X,X,O,O
SLIZTJO,X,X,X,O,O,X,O,X,X,X,X
SLIZTOJ,X,X,X,O,O,X,O,X,X,X,X
SLIZJTO,X,X,O,X,X,X,O,X,X,O,O
SLIZJOT,X,X,O,X,X,X,O,X,X,O,O
SLIZOTJ,X,X,X,O,O,X,O,X,X,X,X
SLIZOJT,X,X,O,X,X,X,O,X,X,O,O
SLIOTJZ,O,O,X,O,X,O,X,X,X,X,X
SLIOTZJ,O,O,X,O,X,X,O,X,X,X,X
SLIOJTZ,O,O,X,O,X,O,X,X,X,X,X
SLIOJZT,X,X,O,X,X,X,O,X,X,O,O
SLIOZTJ,X,X,X,O,O,X,O,X,X,X,X
SLIOZJT,X,X,O,X,X,X,O,X,X,O,O
SLJTIZO,O,X,X,O,X,O,X,X,X,X,X
SLJTIOZ,O,X,X,O,X,O,X,X,X,X,X
SLJTZIO,O,X,X,O,X,X,X,X,X,O,X
SLJTZOI,O,O,X,O,X,X,X,X,X,O,X
SLJTOIZ,O,X,X,O,X,O,X,X,X,X,X
SLJTOZI,O,O,X,O,X,X,X,X,X,O,X
SLJITZO,O,O,X,O,X,O,X,X,X,X,X
SLJITOZ,O,O,X,O,X,O,X,X,X,X,X
SLJIZTO,X,X,O,X,X,X,O,X,X,O,O
SLJIZOT,X,X,O,X,X,X,O,X,X,O,O
SLJIOTZ,O,O,X,O,X,O,X,X,X,X,X
SLJIOZT,X,X,O,X,X,X,O,X,X,O,O
SLJZTIO,X,X,X,X,X,X,O,X,X,O,X
SLJZTOI,X,X,X,X,X,X,O,X,X,O,X
SLJZITO,X,X,O,X,X,X,O,X,X,O,O
SLJZIOT,X,X,O,X,X,X,O,X,X,O,O
SLJZOTI,X,X,X,X,X,X,O,X,X,O,X
SLJZOIT,X,X,O,X,X,X,O,X,X,O,O
SLJOTIZ,O,X,X,O,X,O,X,X,X,X,X
SLJOTZI,O,O,X,O,X,X,X,X,X,O,X
SLJOITZ,O,O,X,O,X,O,X,X,X,X,X
SLJOIZT,X,X,O,X,X,X,O,X,X,O,O
SLJOZTI,X,X,X,X,X,X,O,X,X,O,X
SLJOZIT,X,X,O,X,X,X,O,X,X,O,O
SLZTIJO,X,X,X,O,O,X,O,X,X,X,X
SLZTIOJ,X,X,X,O,O,X,O,X,X,X,X
SLZTJIO,X,X,X,O,O,X,O,X,O,O,X
SLZTJOI,X,X,X,O,O,X,O,X,O,O,X
SLZTOIJ,X,X,X,O,O,X,O,X,X,X,X
SLZTOJI,X,X,X,O,O,X,O,X,O,O,X
SLZITJO,X,X,X,O,O,X,O,X,X,X,X
SLZITOJ,X,X,X,O,O,X,O,X,X,X,X
SLZIJTO,X,X,O,X,X,X,O,X,X,O,O
SLZIJOT,X,X,O,X,X,X,O,X,X,O,O
SLZIOTJ,X,X,X,O,O,X,O,X,X,X,X
SLZIOJT,X,X,O,X,X,X,O,X,X,O,O
SLZJTIO,X,X,X,X,X,X,O,X,O,O,X
SLZJTOI,X,X,X,X,X,X,O,X,O,O,X
SLZJITO,X,X,O,X,X,X,O,X,O,O,O
SLZJIOT,X,X,O,X,X,X,O,X,O,O,O
SLZJOTI,X,X,X,X,X,X,O,X,O,O,X
SLZJOIT,X,X,O,X,X,X,O,X,O,O,O
SLZOTIJ,X,X,X,O,O,X,O,X,X,X,X
SLZOTJI,X,X,X,O,O,X,O,X,O,O,X
SLZOITJ,X,X,X,O,O,X,O,X,X,X,X
SLZOIJT,X,X,O,X,X,X,O,X,X,O,O
SLZOJTI,X,X,X,X,X,X,O,X,O,O,X
SLZOJIT,X,X,O,X,X,X,O,X,O,O,O
SLOTIJZ,O,X,X,O,X,O,X,X,X,X,X
SLOTIZJ,O,X,X,O,X,X,O,X,X,X,X
SLOTJIZ,O,X,X,O,X,O,X,X,X,X,X
SLOTJZI,O,O,X,O,X,X,X,X,X,O,X
SLOTZIJ,O,X,X,O,X,X,O,X,X,X,X
SLOTZJI,O,O,X,O,X,X,O,X,O,O,X
SLOITJZ,O,O,X,O,X,O,X,X,X,X,X
SLOITZJ,O,O,X,O,X,X,O,X,X,X,X
SLOIJTZ,O,O,X,O,X,O,X,X,X,X,X
SLOIJZT,X,X,O,X,X,X,O,X,X,O,O
SLOIZTJ,X,X,X,O,O,X,O,X,X,X,X
SLOIZJT,X,X,O,X,X,X,O,X,X,O,O
SLOJTIZ,O,X,X,O,X,O,X,X,X,X,X
SLOJTZI,O,O,X,O,X,X,X,X,X,O,X
SLOJITZ,O,O,X,O,X,O,X,X,X,X,X
SLOJIZT,X,X,O,X,X,X,O,X,X,O,O
SLOJZTI,X,X,X,X,X,X,O,X,X,O,X
SLOJZIT,X,X,O,X,X,X,O,X,X,O,O
SLOZTIJ,X,X,X,O,O,X,O,X,X,X,X
SLOZTJI,X,X,X,O,O,X,O,X,O,O,X
SLOZITJ,X,X,X,O,O,X,O,X,X,X,X
SLOZIJT,X,X,O,X,X,X,O,X,X,O,O
SLOZJTI,X,X,X,X,X,X,O,X,O,O,X
SLOZJIT,X,X,O,X,X,X,O,X,O,O,O
SJTILZO,O,O,X,X,X,X,X,X,X,X,X
SJTILOZ,O,O,X,X,X,X,X,X,X,X,X
SJTIZLO,O,O,O,X,X,X,X,X,X,X,O
SJTIZOL,O,O,O,X,X,X,X,X,X,X,O
SJTIOLZ,O,O,X,X,X,X,X,X,X,X,X
SJTIOZL,O,O,O,X,X,X,X,X,X,X,O
SJTLIZO,O,X,X,O,X,X,X,X,X,X,X
SJTLIOZ,O,X,X,O,X,X,X,X,X,X,X
SJTLZIO,O,X,X,O,X,X,X,X,X,O,X
SJTLZOI,O,O,X,O,X,X,X,X,X,O,X
SJTLOIZ,O,X,X,O,X,X,X,X,X,X,X
SJTLOZI,O,O,X,O,X,X,X,X,X,O,X
SJTZILO,O,X,O,X,X,X,X,O,O,X,O
SJTZIOL,O,O,O,X,X,X,X,O,O,X,O
SJTZLIO,O,X,X,X,X,X,X,O,O,O,X
SJTZLOI,O,O,X,X,X,X,X,O,O,O,X
SJTZOIL,O,O,O,X,X,X,X,O,O,X,O
SJTZOLI,O,O,X,X,X,X,X,O,O,O,X
SJTOILZ,O,O,X,X,X,X,X,X,X,X,X
SJTOIZL,O,O,O,X,X,X,X,X,X,X,O
SJTOLIZ,O,X,X,O,X,X,X,X,X,X,X
SJTOLZI,O,O,X,O,X,X,X,X,X,O,X
SJTOZIL,O,O,O,X,X,X,X,O,O,X,O
SJTOZLI,O,O,X,X,X,X,X,O,O,O,X
SJITLZO,O,O,X,X,X,X,X,X,X,X,X
SJITLOZ,O,O,X,X,X,X,X,X,X,X,X
SJITZLO,O,O,O,X,X,X,X,X,X,X,O
SJITZOL,O,O,O,X,X,X,X,X,X,X,O
SJITOLZ,O,O,X,X,X,X,X,X,X,X,X
SJITOZL,O,O,O,X,X,X,X,X,X,X,O
SJILTZO,O,O,X,X,X,O,X,X,X,X,X
SJILTOZ,O,O,X,X,X,O,X,X,X,X,X
SJILZTO,X,X,O,X,X,X,O,X,X,O,O
SJILZOT,X,X,O,X,X,X,O,X,X,O,O
SJILOTZ,O,O,X,X,X,O,X,X,X,X,X
SJILOZT,X,X,O,X,X,X,O,X,X,O,O
SJIZTLO,O,O,O,X,X,X,X,X,X,X,O
SJIZTOL,O,O,O,X,X,X,X,X,X,X,O
SJIZLTO,X,X,O,X,X,X,O,X,X,O,O
SJIZLOT,X,X,O,X,X,X,O,X,X,O,O
SJIZOTL,O,O,O,X,X,X,X,X,X,X,O
SJIZOLT,X,X,O,X,X,X,O,X,X,O,O
SJIOTLZ,O,O,X,X,X,X,X,X,X,X,X
SJIOTZL,O,O,O,X,X,X,X,X,X,X,O
SJIOLTZ,O,O,X,X,X,O,X,X,X,X,X
SJIOLZT,X,X,O,X,X,X,O,X,X,O,O
SJIOZTL,O,O,O,X,X,X,X,X,X,X,O
SJIOZLT,X,X,O,X,X,X,O,X,X,O,O
SJLTIZO,O,X,X,O,X,O,X,X,X,X,X
SJLTIOZ,O,X,X,O,X,O,X,X,X,X,X
SJLTZIO,O,X,X,O,X,X,X,X,X,O,X
SJLTZOI,O,O,X,O,X,X,X,X,X,O,X
SJLTOIZ,O,X,X,O,X,O,X,X,X,X,X
SJLTOZI,O,O,X,O,X,X,X,X,X,O,X
SJLITZO,O,O,X,O,X,O,X,X,X,X,X
SJLITOZ,O,O,X,O,X,O,X,X,X,X,X
SJLIZTO,X,X,O,X,X,X,O,X,X,O,O
SJLIZOT,X,X,O,X,X,X,O,X,X,O,O
SJLIOTZ,O,O,X,O,X,O,X,X,X,X,X
SJLIOZT,X,X,O,X,X,X,O,X,X,O,O
SJLZTIO,X,X,X,X,X,X,O,X,X,O,X
SJLZTOI,X,X,X,X,X,X,O,X,X,O,X
SJLZITO,X,X,O,X,X,X,O,X,X,O,O
SJLZIOT,X,X,O,X,X,X,O,X,X,O,O
SJLZOTI,X,X,X,X,X,X,O,X,X,O,X
SJLZOIT,X,X,O,X,X,X,O,X,X,O,O
SJLOTIZ,O,X,X,O,X,O,X,X,X,X,X
SJLOTZI,O,O,X,O,X,X,X,X,X,O,X
SJLOITZ,O,O,X,O,X,O,X,X,X,X,X
SJLOIZT,X,X,O,X,X,X,O,X,X,O,O
SJLOZTI,X,X,X,X,X,X,O,X,X,O,X
SJLOZIT,X,X,O,X,X,X,O,X,X,O,O
SJZTILO,O,X,O,X,X,X,X,O,O,X,O
SJZTIOL,O,O,O,X,X,X,X,O,O,X,O
SJZTLIO,O,X,X,X,X,X,O,O,O,O,X
SJZTLOI,O,O,X,X,X,X,O,O,O,O,X
SJZTOIL,O,O,O,X,X,X,X,O,O,X,O
SJZTOLI,O,O,X,X,X,X,O,O,O,O,X
SJZITLO,O,O,O,X,X,X,X,O,O,X,O
SJZITOL,O,O,O,X,X,X,X,O,O,X,O
SJZILTO,X,X,O,X,X,X,O,X,O,O,O
SJZILOT,X,X,O,X,X,X,O,X,O,O,O
SJZIOTL,O,O,O,X,X,X,X,O,O,X,O
SJZIOLT,X,X,O,X,X,X,O,X,O,O,O
SJZLTIO,X,X,X,X,X,X,O,X,O,O,X
SJZLTOI,X,X,X,X,X,X,O,X,O,O,X
SJZLITO,X,X,O,X,X,X,O,X,O,O,O
SJZLIOT,X,X,O,X,X,X,O,X,O,O,O
SJZLOTI,X,X,X,X,X,X,O,X,O,O,X
SJZLOIT,X,X,O,X,X,X,O,X,O,O,O
SJZOTIL,O,O,O,X,X,X,X,O,O,X,O
SJZOTLI,O,O,X,X,X,X,O,O,O,O,X
SJZOITL,O,O,O,X,X,X,X,O,O,X,O
SJZOILT,X,X,O,X,X,X,O,X,O,O,O
SJZOLTI,X,X,X,X,X,X,O,X,O,O,X
SJZOLIT,X,X,O,X,X,X,O,X,O,O,O
SJOTILZ,O,O,X,X,X,X,X,X,X,X,X
SJOTIZL,O,O,O,X,X,X,X,X,X,X,O
SJOTLIZ,O,X,X,O,X,X,X,X,X,X,X
SJOTLZI,O,O,X,O,X,X,X,X,X,O,X
SJOTZIL,O,O,O,X,X,X,X,O,O,X,O
SJOTZLI,O,O,X,X,X,X,X,O,O,O,X
SJOITLZ,O,O,X,X,X,X,X,X,X,X,X
SJOITZL,O,O,O,X,X,X,X,X,X,X,O
SJOILTZ,O,O,X,X,X,O,X,X,X,X,X
SJOILZT,X,X,O,X,X,X,O,X,X,O,O
SJOIZTL,O,O,O,X,X,X,X,X,X,X,O
SJOIZLT,X,X,O,X,X,X,O,X,X,O,O
SJOLTIZ,O,X,X,O,X,O,X,X,X,X,X
SJOLTZI,O,O,X,O,X,X,X,X,X,O,X
SJOLITZ,O,O,X,O,X,O,X,X,X,X,X
SJOLIZT,X,X,O,X,X,X,O,X,X,O,O
SJOLZTI,X,X,X,X,X,X,O,X,X,O,X
SJOLZIT,X,X,O,X,X,X,O,X,X,O,O
SJOZTIL,O,O,O,X,X,X,X,O,O,X,O
SJOZTLI,O,O,X,X,X,X,O,O,O,O,X
SJOZITL,O,O,O,X,X,X,X,O,O,X,O
SJOZILT,X,X,O,X,X,X,O,X,O,O,O
SJOZLTI,X,X,X,X,X,X,O,X,O,O,X
SJOZLIT,X,X,O,X,X,X,O,X,O,O,O
SZTILJO,O,X,X,X,X,X,O,X,X,X,X
SZTILOJ,O,X,X,X,X,X,O,X,X,X,X
SZTIJLO,O,X,O,X,X,X,X,X,O,X,O
SZTIJOL,O,O,O,X,X,X,X,X,O,X,O
SZTIOLJ,O,X,X,X,X,X,O,X,X,X,X
SZTIOJL,O,O,O,X,X,X,X,X,O,X,O
SZTLIJO,O,X,X,O,O,X,O,X,X,X,X
SZTLIOJ,O,X,X,O,O,X,O,X,X,X,X
SZTLJIO,O,X,X,O,O,X,O,X,O,O,X
SZTLJOI,O,O,X,O,O,X,O,X,O,O,X
SZTLOIJ,O,X,X,O,O,X,O,X,X,X,X
SZTLOJI,O,O,X,O,O,X,O,X,O,O,X
SZTJILO,O,X,O,X,X,X,X,X,O,X,O
SZTJIOL,O,O,O,X,X,X,X,X,O,X,O
SZTJLIO,O,X,X,X,X,X,O,X,O,O,X
SZTJLOI,O,O,X,X,X,X,O,X,O,O,X
SZTJOIL,O,O,O,X,X,X,X,X,O,X,O
SZTJOLI,O,O,X,X,X,X,O,X,O,O,X
SZTOILJ,O,X,X,X,X,X,O,X,X,X,X
SZTOIJL,O,O,O,X,X,X,X,X,O,X,O
SZTOLIJ,O,X,X,O,O,X,O,X,X,X,X
SZTOLJI,O,O,X,O,O,X,O,X,O,O,X
SZTOJIL,O,O,O,X,X,X,X,X,O,X,O
SZTOJLI,O,O,X,X,X,X,O,X,O,O,X
SZITLJO,O,O,X,X,X,X,O,X,X,X,X
SZITLOJ,O,O,X,X,X,X,O,X,X,X,X
SZITJLO,O,O,O,X,X,X,X,X,O,X,O
SZITJOL,O,O,O,X,X,X,X,X,O,X,O
SZITOLJ,O,O,X,X,X,X,O,X,X,X,X
SZITOJL,O,O,O,X,X,X,X,X,O,X,O
SZILTJO,X,X,X,X,X,X,O,X,X,X,X
SZILTOJ,X,X,X,X,X,X,O,X,X,X,X
SZILJTO,X,X,O,X,X,X,O,X,X,O,O
SZILJOT,X,X,O,X,X,X,O,X,X,O,O
SZILOTJ,X,X,X,X,X,X,O,X,X,X,X
SZILOJT,X,X,O,X,X,X,O,X,X,O,O
SZIJTLO,O,O,O,X,X,X,X,O,O,X,O
SZIJTOL,O,O,O,X,X,X,X,O,O,X,O
SZIJLTO,X,X,O,X,X,X,O,X,O,O,O
SZIJLOT,X,X,O,X,X,X,O,X,O,O,O
SZIJOTL,O,O,O,X,X,X,X,O,O,X,O
SZIJOLT,X,X,O,X,X,X,O,X,O,O,O
SZIOTLJ,O,O,X,X,X,X,O,X,X,X,X
SZIOTJL,O,O,O,X,X,X,X,X,O,X,O
SZIOLTJ,X,X,X,X,X,X,O,X,X,X,X
SZIOLJT,X,X,O,X,X,X,O,X,X,O,O
SZIOJTL,O,O,O,X,X,X,X,O,O,X,O
SZIOJLT,X,X,O,X,X,X,O,X,O,O,O
SZLTIJO,X,X,X,O,O,X,O,X,X,X,X
SZLTIOJ,X,X,X,O,O,X,O,X,X,X,X
SZLTJIO,X,X,X,O,O,X,O,X,O,O,X
SZLTJOI,X,X,X,O,O,X,O,X,O,O,X
SZLTOIJ,X,X,X,O,O,X,O,X,X,X,X
SZLTOJI,X,X,X,O,O,X,O,X,O,O,X
SZLITJO,X,X,X,O,O,X,O,X,X,X,X
SZLITOJ,X,X,X,O,O,X,O,X,X,X,X
SZLIJTO,X,X,O,X,X,X,O,X,X,O,O
SZLIJOT,X,X,O,X,X,X,O,X,X,O,O
SZLIOTJ,X,X,X,O,O,X,O,X,X,X,X
SZLIOJT,X,X,O,X,X,X,O,X,X,O,O
SZLJTIO,X,X,X,X,X,X,O,X,O,O,X
SZLJTOI,X,X,X,X,X,X,O,X,O,O,X
SZLJITO,X,X,O,X,X,X,O,X,O,O,O
SZLJIOT,X,X,O,X,X,X,O,X,O,O,O
SZLJOTI,X,X,X,X,X,X,O,X,O,O,X
SZLJOIT,X,X,O,X,X,X,O,X,O,O,O
SZLOTIJ,X,X,X,O,O,X,O,X,X,X,X
SZLOTJI,X,X,X,O,O,X,O,X,O,O,X
SZLOITJ,X,X,X,O,O,X,O,X,X,X,X
SZLOIJT,X,X,O,X,X,X,O,X,X,O,O
SZLOJTI,X,X,X,X,X,X,O,X,O,O,X
SZLOJIT,X,X,O,X,X,X,O,X,O,O,O
SZJTILO,O,X,O,X,X,X,X,O,O,X,O
SZJTIOL,O,O,O,X,X,X,X,O,O,X,O
SZJTLIO,O,X,X,X,X,X,O,O,O,O,X
SZJTLOI,O,O,X,X,X,X,O,O,O,O,X
SZJTOIL,O,O,O,X,X,X,X,O,O,X,O
SZJTOLI,O,O,X,X,X,X,O,O,O,O,X
SZJITLO,O,O,O,X,X,X,X,O,O,X,O
SZJITOL,O,O,O,X,X,X,X,O,O,X,O
SZJILTO,X,X,O,X,X,X,O,X,O,O,O
SZJILOT,X,X,O,X,X,X,O,X,O,O,O
SZJIOTL,O,O,O,X,X,X,X,O,O,X,O
SZJIOLT,X,X,O,X,X,X,O,X,O,O,O
SZJLTIO,X,X,X,X,X,X,O,X,O,O,X
SZJLTOI,X,X,X,X,X,X,O,X,O,O,X
SZJLITO,X,X,O,X,X,X,O,X,O,O,O
SZJLIOT,X,X,O,X,X,X,O,X,O,O,O
SZJLOTI,X,X,X,X,X,X,O,X,O,O,X
SZJLOIT,X,X,O,X,X,X,O,X,O,O,O
SZJOTIL,O,O,O,X,X,X,X,O,O,X,O
SZJOTLI,O,O,X,X,X,X,O,O,O,O,X
SZJOITL,O,O,O,X,X,X,X,O,O,X,O
SZJOILT,X,X,O,X,X,X,O,X,O,O,O
SZJOLTI,X,X,X,X,X,X,O,X,O,O,X
SZJOLIT,X,X,O,X,X,X,O,X,O,O,O
SZOTILJ,O,X,X,X,X,X,O,X,X,X,X
SZOTIJL,O,O,O,X,X,X,X,X,O,X,O
SZOTLIJ,O,X,X,O,O,X,O,X,X,X,X
SZOTLJI,O,O,X,O,O,X,O,X,O,O,X
SZOTJIL,O,O,O,X,X,X,X,X,O,X,O
SZOTJLI,O,O,X,X,X,X,O,X,O,O,X
SZOITLJ,O,O,X,X,X,X,O,X,X,X,X
SZOITJL,O,O,O,X,X,X,X,X,O,X,O
SZOILTJ,X,X,X,X,X,X,O,X,X,X,X
SZOILJT,X,X,O,X,X,X,O,X,X,O,O
SZOIJTL,O,O,O,X,X,X,X,O,O,X,O
SZOIJLT,X,X,O,X,X,X,O,X,O,O,O
SZOLTIJ,X,X,X,O,O,X,O,X,X,X,X
SZOLTJI,X,X,X,O,O,X,O,X,O,O,X
SZOLITJ,X,X,X,O,O,X,O,X,X,X,X
SZOLIJT,X,X,O,X,X,X,O,X,X,O,O
SZOLJTI,X,X,X,X,X,X,O,X,O,O,X
SZOLJIT,X,X,O,X,X,X,O,X,O,O,O
SZOJTIL,O,O,O,X,X,X,X,O,O,X,O
SZOJTLI,O,O,X,X,X,X,O,O,O,O,X
SZOJITL,O,O,O,X,X,X,X,O,O,X,O
SZOJILT,X,X,O,X,X,X,O,X,O,O,O
SZOJLTI,X,X,X,X,X,X,O,X,O,O,X
SZOJLIT,X,X,O,X,X,X,O,X,O,O,O
SOTILJZ,O,O,X,O,X,X,X,X,X,X,X
SOTILZJ,O,O,X,O,X,X,O,X,X,X,X
SOTIJLZ,O,O,X,X,X,X,X,X,X,X,X
SOTIJZL,O,O,O,X,X,X,X,X,X,X,O
SOTIZLJ,O,O,X,X,X,X,O,X,X,X,X
SOTIZJL,O,O,O,X,X,X,X,X,O,X,O
SOTLIJZ,O,X,X,O,X,X,X,X,X,X,X
SOTLIZJ,O,X,X,O,X,X,O,X,X,X,X
SOTLJIZ,O,X,X,O,X,X,X,X,X,X,X
SOTLJZI,O,O,X,O,X,X,X,X,X,O,X
SOTLZIJ,O,X,X,O,X,X,O,X,X,X,X
SOTLZJI,O,O,X,O,X,X,O,X,O,O,X
SOTJILZ,O,O,X,X,X,X,X,X,X,X,X
SOTJIZL,O,O,O,X,X,X,X,X,X,X,O
SOTJLIZ,O,X,X,O,X,X,X,X,X,X,X
SOTJLZI,O,O,X,O,X,X,X,X,X,O,X
SOTJZIL,O,O,O,X,X,X,X,X,O,X,O
SOTJZLI,O,O,X,X,X,X,X,X,O,O,X
SOTZILJ,O,O,X,X,X,X,O,X,X,X,X
SOTZIJL,O,O,O,X,X,X,X,X,O,X,O
SOTZLIJ,O,X,X,O,X,X,O,X,X,X,X
SOTZLJI,O,O,X,O,X,X,O,X,O,O,X
SOTZJIL,O,O,O,X,X,X,X,X,O,X,O
SOTZJLI,O,O,X,X,X,X,O,X,O,O,X
SOITLJZ,O,O,X,O,X,X,X,X,X,X,X
SOITLZJ,O,O,X,O,X,X,O,X,X,X,X
SOITJLZ,O,O,X,X,X,X,X,X,X,X,X
SOITJZL,O,O,O,X,X,X,X,X,X,X,O
SOITZLJ,O,O,X,X,X,X,O,X,X,X,X
SOITZJL,O,O,O,X,X,X,X,X,O,X,O
SOILTJZ,O,O,X,O,X,O,X,X,X,X,X
SOILTZJ,O,O,X,O,X,X,O,X,X,X,X
SOILJTZ,O,O,X,O,X,O,X,X,X,X,X
SOILJZT,X,X,O,X,X,X,O,X,X,O,O
SOILZTJ,X,X,X,O,O,X,O,X,X,X,X
SOILZJT,X,X,O,X,X,X,O,X,X,O,O
SOIJTLZ,O,O,X,X,X,X,X,X,X,X,X
SOIJTZL,O,O,O,X,X,X,X,X,X,X,O
SOIJLTZ,O,O,X,X,X,O,X,X,X,X,X
SOIJLZT,X,X,O,X,X,X,O,X,X,O,O
SOIJZTL,O,O,O,X,X,X,X,X,X,X,O
SOIJZLT,X,X,O,X,X,X,O,X,X,O,O
SOIZTLJ,O,O,X,X,X,X,O,X,X,X,X
SOIZTJL,O,O,O,X,X,X,X,X,O,X,O
SOIZLTJ,X,X,X,X,X,X,O,X,X,X,X
SOIZLJT,X,X,O,X,X,X,O,X,X,O,O
SOIZJTL,O,O,O,X,X,X,X,O,O,X,O
SOIZJLT,X,X,O,X,X,X,O,X,O,O,O
SOLTIJZ,O,X,X,O,X,O,X,X,X,X,X
SOLTIZJ,O,X,X,O,X,X,O,X,X,X,X
SOLTJIZ,O,X,X,O,X,O,X,X,X,X,X
SOLTJZI,O,O,X,O,X,X,X,X,X,O,X
SOLTZIJ,O,X,X,O,X,X,O,X,X,X,X
SOLTZJI,O,O,X,O,X,X,O,X,O,O,X
SOLITJZ,O,O,X,O,X,O,X,X,X,X,X
SOLITZJ,O,O,X,O,X,X,O,X,X,X,X
SOLIJTZ,O,O,X,O,X,O,X,X,X,X,X
SOLIJZT,X,X,O,X,X,X,O,X,X,O,O
SOLIZTJ,X,X,X,O,O,X,O,X,X,X,X
SOLIZJT,X,X,O,X,X,X,O,X,X,O,O
SOLJTIZ,O,X,X,O,X,O,X,X,X,X,X
SOLJTZI,O,O,X,O,X,X,X,X,X,O,X
SOLJITZ,O,O,X,O,X,O,X,X,X,X,X
SOLJIZT,X,X,O,X,X,X,O,X,X,O,O
SOLJZTI,X,X,X,X,X,X,O,X,X,O,X
SOLJZIT,X,X,O,X,X,X,O,X,X,O,O
SOLZTIJ,X,X,X,O,O,X,O,X,X,X,X
SOLZTJI,X,X,X,O,O,X,O,X,O,O,X
SOLZITJ,X,X,X,O,O,X,O,X,X,X,X
SOLZIJT,X,X,O,X,X,X,O,X,X,O,O
SOLZJTI,X,X,X,X,X,X,O,X,O,O,X
SOLZJIT,X,X,O,X,X,X,O,X,O,O,O
SOJTILZ,O,O,X,X,X,X,X,X,X,X,X
SOJTIZL,O,O,O,X,X,X,X,X,X,X,O
SOJTLIZ,O,X,X,O,X,X,X,X,X,X,X
SOJTLZI,O,O,X,O,X,X,X,X,X,O,X
SOJTZIL,O,O,O,X,X,X,X,O,O,X,O
SOJTZLI,O,O,X,X,X,X,X,O,O,O,X
SOJITLZ,O,O,X,X,X,X,X,X,X,X,X
SOJITZL,O,O,O,X,X,X,X,X,X,X,O
SOJILTZ,O,O,X,X,X,O,X,X,X,X,X
SOJILZT,X,X,O,X,X,X,O,X,X,O,O
SOJIZTL,O,O,O,X,X,X,X,X,X,X,O
SOJIZLT,X,X,O,X,X,X,O,X,X,O,O
SOJLTIZ,O,X,X,O,X,O,X,X,X,X,X
SOJLTZI,O,O,X,O,X,X,X,X,X,O,X
SOJLITZ,O,O,X,O,X,O,X,X,X,X,X
SOJLIZT,X,X,O,X,X,X,O,X,X,O,O
SOJLZTI,X,X,X,X,X,X,O,X,X,O,X
SOJLZIT,X,X,O,X,X,X,O,X,X,O,O
SOJZTIL,O,O,O,X,X,X,X,O,O,X,O
SOJZTLI,O,O,X,X,X,X,O,O,O,O,X
SOJZITL,O,O,O,X,X,X,X,O,O,X,O
SOJZILT,X,X,O,X,X,X,O,X,O,O,O
SOJZLTI,X,X,X,X,X,X,O,X,O,O,X
SOJZLIT,X,X,O,X,X,X,O,X,O,O,O
SOZTILJ,O,X,X,X,X,X,O,X,X,X,X
SOZTIJL,O,O,O,X,X,X,X,X,O,X,O
SOZTLIJ,O,X,X,O,O,X,O,X,X,X,X
