sequence,v115@HhA8IeC8EeE8DeC8Je0/IvhFxgB6nBTjBtqB3rBmrB,v115@HhA8IeC8EeE8DeC8Je0/IvhFxgBXiBTjBtqBSsB2wB,v115@HhA8IeC8EeE8DeC8Je0/IvhF6lBNmBTjBXnBGnBRwB,v115@HhA8IeC8EeE8DeC8Jex/IvhFihB9nBTjBfsBUrBGqB,v115@HhA8IeC8EeE8DeC8Je0/IvhFxhBTjBdrBWsB6qBXsB,v115@HhA8IeC8EeE8DeC8Je0/IvhFxgB+nBTjBqqB/rBdsB,v115@HhA8IeC8EeE8DeC8Je0/IvhFGjBRmB3nB6qBNrBzrB
JLIOSZT,X,X,X,X,X,O,X
JLIOZTS,X,X,X,X,X,X,X
JLIOZST,X,X,X,X,X,O,X
JLSTIZO,O,O,X,X,X,O,X
JLSTIOZ,O,O,X,X,X,O,X
JLSTZIO,O,O,X,X,X,O,X
JLSTZOI,O,O,X,X,X,O,X
JLSTOIZ,O,O,X,X,X,O,X
JLSTOZI,O,O,X,X,X,O,X
JLSITZO,X,X,X,X,X,O,X
JLSITOZ,X,X,X,X,X,O,X
JLSIZTO,X,X,X,X,X,O,O
JLSIZOT,X,O,X,X,X,O,O
JLSIOTZ,X,X,X,X,X,O,X
JLSIOZT,X,O,X,X,X,O,X
JLSZTIO,O,O,X,X,X,O,X
JLSZTOI,O,O,X,X,X,O,X
JLSZITO,X,X,X,X,X,O,O
JLSZIOT,O,O,X,X,X,O,O
JLSZOTI,O,O,X,X,X,O,X
JLSZOIT,O,O,X,X,X,O,X
JLSOTIZ,O,O,X,X,X,O,X
JLSOTZI,O,O,X,X,X,O,X
JLSOITZ,X,X,X,X,X,O,X
JLSOIZT,X,O,X,X,X,O,X
JLSOZTI,O,O,X,X,X,O,X
JLSOZIT,O,O,X,X,X,O,X
JLZTISO,X,O,X,X,O,X,X
JLZTIOS,O,O,X,X,O,X,X
JLZTSIO,O,O,X,X,O,O,X
JLZTSOI,O,O,X,X,O,O,X
JLZTOIS,O,O,X,X,O,X,X
JLZTOSI,O,O,X,X,O,O,X
JLZITSO,X,X,X,X,X,X,X
JLZITOS,X,X,X,X,X,X,X
JLZISTO,X,X,X,X,X,O,X
JLZISOT,X,O,X,X,X,O,X
JLZIOTS,O,X,X,X,X,X,X
JLZIOST,O,O,X,X,X,O,X
JLZSTIO,O,O,X,X,X,O,X
JLZSTOI,O,O,X,X,X,O,X
JLZSITO,X,X,X,X,X,O,O
JLZSIOT,O,O,X,X,X,O,O
JLZSOTI,O,O,X,X,X,O,X
JLZSOIT,O,O,X,X,X,O,X
JLZOTIS,O,O,X,X,O,X,X
JLZOTSI,O,O,X,X,O,O,X
JLZOITS,O,X,X,X,X,X,X
JLZOIST,O,O,X,X,X,O,X
JLZOSTI,O,O,X,X,X,O,X
JLZOSIT,O,O,X,X,X,O,X
JLOTISZ,X,O,X,X,O,X,X
JLOTIZS,O,O,X,X,O,X,X
JLOTSIZ,O,O,X,X,O,O,X
JLOTSZI,O,O,X,X,O,O,X
JLOTZIS,O,O,X,X,O,X,X
JLOTZSI,O,O,X,X,O,O,X
JLOITSZ,X,X,X,X,O,X,X
JLOITZS,X,X,X,X,O,X,X
JLOISTZ,X,X,X,X,X,O,X
JLOISZT,X,X,X,X,X,O,X
JLOIZTS,X,X,X,X,X,X,X
JLOIZST,X,X,X,X,X,O,X
JLOSTIZ,O,O,X,X,X,O,X
JLOSTZI,O,O,X,X,X,O,X
JLOSITZ,X,X,X,X,X,O,X
JLOSIZT,X,O,X,X,X,O,X
JLOSZTI,O,O,X,X,X,O,X
JLOSZIT,O,O,X,X,X,O,X
JLOZTIS,O,O,X,X,O,X,X
JLOZTSI,O,O,X,X,O,O,X
JLOZITS,O,X,X,X,X,X,X
JLOZIST,O,O,X,X,X,O,X
JLOZSTI,O,O,X,X,X,O,X
JLOZSIT,O,O,X,X,X,O,X
JSTILZO,O,X,X,X,O,X,X
JSTILOZ,O,X,X,X,O,X,X
JSTIZLO,O,X,X,X,O,X,O
JSTIZOL,O,X,X,X,O,X,O
JSTIOLZ,O,X,X,X,O,X,X
JSTIOZL,O,X,X,X,O,X,X
JSTLIZO,O,X,X,X,O,O,X
JSTLIOZ,O,X,X,X,O,O,X
JSTLZIO,O,X,X,X,O,O,X
JSTLZOI,O,X,X,X,O,O,X
JSTLOIZ,O,X,X,X,O,O,X
JSTLOZI,O,X,X,X,O,O,X
JSTZILO,O,X,X,O,O,X,O
JSTZIOL,O,X,X,O,O,X,O
JSTZLIO,O,X,X,O,O,X,X
JSTZLOI,O,X,X,O,O,X,X
JSTZOIL,O,X,X,O,O,X,X
JSTZOLI,O,X,X,O,O,X,X
JSTOILZ,O,X,X,X,O,X,X
JSTOIZL,O,X,X,X,O,X,X
JSTOLIZ,O,X,X,X,O,O,X
JSTOLZI,O,X,X,X,O,O,X
JSTOZIL,O,X,X,O,O,X,X
JSTOZLI,O,X,X,O,O,X,X
JSITLZO,X,X,X,X,O,X,X
JSITLOZ,X,X,X,X,O,X,X
JSITZLO,X,X,X,X,O,X,O
JSITZOL,X,X,X,X,O,X,O
JSITOLZ,X,X,X,X,O,X,X
JSITOZL,X,X,X,X,O,X,X
JSILTZO,X,X,X,X,X,O,X
JSILTOZ,X,X,X,X,X,O,X
JSILZTO,X,X,X,X,X,O,O
JSILZOT,X,X,X,X,X,O,O
JSILOTZ,X,X,X,X,X,O,X
JSILOZT,X,X,X,X,X,O,X
JSIZTLO,X,X,X,X,X,X,O
JSIZTOL,X,X,X,X,X,X,O
JSIZLTO,X,X,X,X,X,X,O
JSIZLOT,X,X,X,X,X,X,O
JSIZOTL,X,X,X,X,X,X,O
JSIZOLT,X,X,X,X,X,X,O
JSIOTLZ,X,X,X,X,O,X,X
JSIOTZL,X,X,X,X,O,X,X
JSIOLTZ,X,X,X,X,X,O,X
JSIOLZT,X,X,X,X,X,O,X
JSIOZTL,X,X,X,X,X,X,O
JSIOZLT,X,X,X,X,X,X,O
JSLTIZO,O,X,X,X,X,O,X
JSLTIOZ,O,X,X,X,X,O,X
JSLTZIO,O,X,X,X,X,O,X
JSLTZOI,O,X,X,X,X,O,X
JSLTOIZ,O,X,X,X,X,O,X
JSLTOZI,O,X,X,X,X,O,X
JSLITZO,X,X,X,X,X,O,X
JSLITOZ,X,X,X,X,X,O,X
JSLIZTO,X,X,X,X,X,O,O
JSLIZOT,X,X,X,X,X,O,O
JSLIOTZ,X,X,X,X,X,O,X
JSLIOZT,X,X,X,X,X,O,X
JSLZTIO,O,X,X,X,X,O,X
JSLZTOI,O,X,X,X,X,O,X
JSLZITO,X,X,X,X,X,O,O
JSLZIOT,O,X,X,X,X,O,O
JSLZOTI,O,X,X,X,X,O,X
JSLZOIT,O,X,X,X,X,O,X
JSLOTIZ,O,X,X,X,X,O,X
JSLOTZI,O,X,X,X,X,O,X
JSLOITZ,X,X,X,X,X,O,X
JSLOIZT,X,X,X,X,X,O,X
JSLOZTI,O,X,X,X,X,O,X
JSLOZIT,O,X,X,X,X,O,X
JSZTILO,O,X,X,O,O,X,O
JSZTIOL,O,X,X,O,O,X,O
JSZTLIO,O,X,X,O,O,X,X
JSZTLOI,O,X,X,O,O,X,X
JSZTOIL,O,X,X,O,O,X,X
JSZTOLI,O,X,X,O,O,X,X
JSZITLO,X,X,X,O,X,X,O
JSZITOL,X,X,X,O,X,X,O
JSZILTO,X,X,X,O,X,X,O
JSZILOT,O,X,X,X,X,X,O
JSZIOTL,X,X,X,O,X,X,O
JSZIOLT,O,X,X,X,X,X,O
JSZLTIO,O,X,X,O,X,O,X
JSZLTOI,O,X,X,O,X,O,X
JSZLITO,X,X,X,O,X,O,O
JSZLIOT,O,X,X,X,X,O,O
JSZLOTI,O,X,X,X,X,O,X
JSZLOIT,O,X,X,X,X,O,X
JSZOTIL,O,X,X,O,O,X,X
JSZOTLI,O,X,X,O,O,X,X
JSZOITL,X,X,X,O,X,X,O
JSZOILT,O,X,X,X,X,X,O
JSZOLTI,O,X,X,X,X,O,X
JSZOLIT,O,X,X,X,X,O,X
JSOTILZ,O,X,X,X,O,X,X
JSOTIZL,O,X,X,X,O,X,X
JSOTLIZ,O,X,X,X,O,O,X
JSOTLZI,O,X,X,X,O,O,X
JSOTZIL,O,X,X,O,O,X,X
JSOTZLI,O,X,X,O,O,X,X
JSOITLZ,X,X,X,X,O,X,X
JSOITZL,X,X,X,X,O,X,X
JSOILTZ,X,X,X,X,X,O,X
JSOILZT,X,X,X,X,X,O,X
JSOIZTL,X,X,X,X,X,X,O
JSOIZLT,X,X,X,X,X,X,O
JSOLTIZ,O,X,X,X,X,O,X
JSOLTZI,O,X,X,X,X,O,X
JSOLITZ,X,X,X,X,X,O,X
JSOLIZT,X,X,X,X,X,O,X
JSOLZTI,O,X,X,X,X,O,X
JSOLZIT,O,X,X,X,X,O,X
JSOZTIL,O,X,X,O,O,X,X
JSOZTLI,O,X,X,O,O,X,X
JSOZITL,X,X,X,O,X,X,O
JSOZILT,O,X,X,X,X,X,O
JSOZLTI,O,X,X,X,X,O,X
JSOZLIT,O,X,X,X,X,O,X
JZTILSO,X,O,X,X,O,X,X
JZTILOS,O,O,X,X,O,X,X
JZTISLO,O,X,X,O,O,X,X
JZTISOL,O,X,X,O,O,X,X
JZTIOLS,O,O,X,X,O,X,X
JZTIOSL,O,X,X,O,O,X,X
JZTLISO,X,O,X,X,O,X,X
JZTLIOS,O,O,X,X,O,X,X
JZTLSIO,O,O,X,X,O,O,X
JZTLSOI,O,O,X,X,O,O,X
JZTLOIS,O,O,X,X,O,X,X
JZTLOSI,O,O,X,X,O,O,X
JZTSILO,O,X,X,O,O,X,O
JZTSIOL,O,X,X,O,O,X,O
JZTSLIO,O,X,X,O,O,X,X
JZTSLOI,O,X,X,O,O,X,X
JZTSOIL,O,X,X,O,O,X,X
JZTSOLI,O,X,X,O,O,X,X
JZTOILS,O,O,X,X,O,X,X
JZTOISL,O,X,X,O,O,X,X
JZTOLIS,O,O,X,X,O,X,X
JZTOLSI,O,O,X,X,O,O,X
JZTOSIL,O,X,X,O,O,X,X
JZTOSLI,O,X,X,O,O,X,X
JZITLSO,X,O,O,X,O,X,X
JZITLOS,O,O,O,X,O,X,X
JZITSLO,O,X,O,O,O,X,X
JZITSOL,O,X,O,O,O,X,X
JZITOLS,O,O,O,X,O,X,X
JZITOSL,O,X,O,O,O,X,X
JZILTSO,X,X,O,X,X,X,X
JZILTOS,X,X,O,X,X,X,X
JZILSTO,X,X,O,O,X,O,X
JZILSOT,X,O,O,X,X,O,X
JZILOTS,O,X,O,X,X,X,X
JZILOST,O,O,O,X,X,O,X
JZISTLO,X,X,O,O,X,X,O
JZISTOL,X,X,O,O,X,X,O
JZISLTO,X,X,O,O,X,X,O
JZISLOT,O,X,O,X,X,X,O
JZISOTL,X,X,O,O,X,X,O
JZISOLT,O,X,O,X,X,X,O
JZIOTLS,O,O,O,X,O,X,X
JZIOTSL,O,X,O,O,O,X,X
JZIOLTS,O,X,O,X,X,X,X
JZIOLST,O,O,O,X,X,O,X
JZIOSTL,X,X,O,O,X,X,X
JZIOSLT,O,X,O,X,X,X,X
JZLTISO,X,O,X,X,O,X,X
JZLTIOS,O,O,X,X,O,X,X
JZLTSIO,O,O,X,X,O,O,X
JZLTSOI,O,O,X,X,O,O,X
JZLTOIS,O,O,X,X,O,X,X
JZLTOSI,O,O,X,X,O,O,X
JZLITSO,X,X,X,X,X,X,X
JZLITOS,X,X,X,X,X,X,X
JZLISTO,X,X,X,O,X,O,X
JZLISOT,X,O,X,X,X,O,X
JZLIOTS,O,X,X,X,X,X,X
JZLIOST,O,O,X,X,X,O,X
JZLSTIO,O,O,X,O,X,O,X
JZLSTOI,O,O,X,O,X,O,X
JZLSITO,X,X,X,O,X,O,O
JZLSIOT,O,O,X,X,X,O,O
JZLSOTI,O,O,X,X,X,O,X
JZLSOIT,O,O,X,X,X,O,X
JZLOTIS,O,O,X,X,O,X,X
JZLOTSI,O,O,X,X,O,O,X
JZLOITS,O,X,O,X,X,X,X
JZLOIST,O,O,O,X,X,O,X
JZLOSTI,O,O,X,X,X,O,X
JZLOSIT,O,O,X,X,X,O,X
JZSTILO,O,X,X,O,O,X,O
JZSTIOL,O,X,X,O,O,X,O
JZSTLIO,O,X,X,O,O,X,X
JZSTLOI,O,X,X,O,O,X,X
JZSTOIL,O,X,X,O,O,X,X
JZSTOLI,O,X,X,O,O,X,X
JZSITLO,X,X,X,O,X,X,O
JZSITOL,X,X,X,O,X,X,O
JZSILTO,X,X,X,O,X,X,O
JZSILOT,O,X,X,X,X,X,O
JZSIOTL,X,X,X,O,X,X,O
JZSIOLT,O,X,X,X,X,X,O
JZSLTIO,O,X,X,O,X,O,X
JZSLTOI,O,X,X,O,X,O,X
JZSLITO,X,X,X,O,X,O,O
JZSLIOT,O,X,X,X,X,O,O
JZSLOTI,O,X,X,X,X,O,X
JZSLOIT,O,X,X,X,X,O,X
JZSOTIL,O,X,X,O,O,X,X
JZSOTLI,O,X,X,O,O,X,X
JZSOITL,X,X,X,O,X,X,O
JZSOILT,O,X,X,X,X,X,O
JZSOLTI,O,X,X,X,X,O,X
JZSOLIT,O,X,X,X,X,O,X
JZOTILS,O,O,X,X,O,X,X
JZOTISL,O,X,X,O,O,X,X
JZOTLIS,O,O,X,X,O,X,X
JZOTLSI,O,O,X,X,O,O,X
JZOTSIL,O,X,X,O,O,X,X
JZOTSLI,O,X,X,O,O,X,X
JZOITLS,O,O,O,X,O,X,X
JZOITSL,O,X,O,O,O,X,X
JZOILTS,O,X,O,X,X,X,X
JZOILST,O,O,O,X,X,O,X
JZOISTL,X,X,O,O,X,X,X
JZOISLT,O,X,O,X,X,X,X
JZOLTIS,O,O,X,X,O,X,X
JZOLTSI,O,O,X,X,O,O,X
JZOLITS,O,X,O,X,X,X,X
JZOLIST,O,O,O,X,X,O,X
JZOLSTI,O,O,X,X,X,O,X
JZOLSIT,O,O,X,X,X,O,X
JZOSTIL,O,X,X,O,O,X,X
JZOSTLI,O,X,X,O,O,X,X
JZOSITL,X,X,X,O,X,X,O
JZOSILT,O,X,X,X,X,X,O
JZOSLTI,O,X,X,X,X,O,X
JZOSLIT,O,X,X,X,X,O,X
JOTILSZ,X,O,X,X,O,X,X
JOTILZS,O,O,X,X,O,X,X
JOTISLZ,O,X,X,X,O,X,X
JOTISZL,O,X,X,X,O,X,X
JOTIZLS,O,O,X,X,O,X,X
JOTIZSL,O,X,X,O,O,X,X
JOTLISZ,X,O,X,X,O,X,X
JOTLIZS,O,O,X,X,O,X,X
JOTLSIZ,O,O,X,X,O,O,X
JOTLSZI,O,O,X,X,O,O,X
JOTLZIS,O,O,X,X,O,X,X
JOTLZSI,O,O,X,X,O,O,X
JOTSILZ,O,X,X,X,O,X,X
JOTSIZL,O,X,X,X,O,X,X
JOTSLIZ,O,X,X,X,O,O,X
JOTSLZI,O,X,X,X,O,O,X
JOTSZIL,O,X,X,O,O,X,X
JOTSZLI,O,X,X,O,O,X,X
JOTZILS,O,O,X,X,O,X,X
JOTZISL,O,X,X,O,O,X,X
JOTZLIS,O,O,X,X,O,X,X
JOTZLSI,O,O,X,X,O,O,X
JOTZSIL,O,X,X,O,O,X,X
JOTZSLI,O,X,X,O,O,X,X
JOITLSZ,X,X,O,X,O,X,X
JOITLZS,X,X,O,X,O,X,X
JOITSLZ,X,X,O,X,O,X,X
JOITSZL,X,X,O,X,O,X,X
JOITZLS,X,X,O,X,O,X,X
JOITZSL,X,X,O,O,O,X,X
JOILTSZ,X,X,O,X,O,X,X
JOILTZS,X,X,O,X,O,X,X
JOILSTZ,X,X,O,X,X,O,X
JOILSZT,X,X,O,X,X,O,X
JOILZTS,X,X,O,X,X,X,X
JOILZST,X,X,O,X,X,O,X
JOISTLZ,X,X,O,X,O,X,X
JOISTZL,X,X,O,X,O,X,X
JOISLTZ,X,X,O,X,X,O,X
JOISLZT,X,X,O,X,X,O,X
JOISZTL,X,X,O,X,X,X,X
JOISZLT,X,X,O,X,X,X,X
JOIZTLS,X,X,O,X,O,X,X
JOIZTSL,X,X,O,O,O,X,X
JOIZLTS,X,X,O,X,X,X,X
JOIZLST,X,X,O,X,X,O,X
JOIZSTL,X,X,O,O,X,X,X
JOIZSLT,X,X,O,X,X,X,X
JOLTISZ,X,O,X,X,O,X,X
JOLTIZS,O,O,X,X,O,X,X
JOLTSIZ,O,O,X,X,O,O,X
JOLTSZI,O,O,X,X,O,O,X
JOLTZIS,O,O,X,X,O,X,X
JOLTZSI,O,O,X,X,O,O,X
JOLITSZ,X,X,X,X,O,X,X
JOLITZS,X,X,X,X,O,X,X
JOLISTZ,X,X,X,X,X,O,X
JOLISZT,X,X,X,X,X,O,X
JOLIZTS,X,X,X,X,X,X,X
JOLIZST,X,X,X,X,X,O,X
JOLSTIZ,O,O,X,X,X,O,X
JOLSTZI,O,O,X,X,X,O,X
JOLSITZ,X,X,X,X,X,O,X
JOLSIZT,X,O,X,X,X,O,X
JOLSZTI,O,O,X,X,X,O,X
JOLSZIT,O,O,X,X,X,O,X
JOLZTIS,O,O,X,X,O,X,X
JOLZTSI,O,O,X,X,O,O,X
JOLZITS,O,X,X,X,X,X,X
JOLZIST,O,O,X,X,X,O,X
JOLZSTI,O,O,X,X,X,O,X
JOLZSIT,O,O,X,X,X,O,X
JOSTILZ,O,X,X,X,O,X,X
JOSTIZL,O,X,X,X,O,X,X
JOSTLIZ,O,X,X,X,O,O,X
JOSTLZI,O,X,X,X,O,O,X
JOSTZIL,O,X,X,O,O,X,X
JOSTZLI,O,X,X,O,O,X,X
JOSITLZ,X,X,X,X,O,X,X
JOSITZL,X,X,X,X,O,X,X
JOSILTZ,X,X,X,X,X,O,X
JOSILZT,X,X,X,X,X,O,X
JOSIZTL,X,X,X,X,X,X,O
JOSIZLT,X,X,X,X,X,X,O
JOSLTIZ,O,X,X,X,X,O,X
JOSLTZI,O,X,X,X,X,O,X
JOSLITZ,X,X,X,X,X,O,X
JOSLIZT,X,X,X,X,X,O,X
JOSLZTI,O,X,X,X,X,O,X
JOSLZIT,O,X,X,X,X,O,X
JOSZTIL,O,X,X,O,O,X,X
JOSZTLI,O,X,X,O,O,X,X
JOSZITL,X,X,X,O,X,X,O
JOSZILT,O,X,X,X,X,X,O
JOSZLTI,O,X,X,X,X,O,X
JOSZLIT,O,X,X,X,X,O,X
JOZTILS,O,O,X,X,O,X,X
JOZTISL,O,X,X,O,O,X,X
JOZTLIS,O,O,X,X,O,X,X
JOZTLSI,O,O,X,X,O,O,X
JOZTSIL,O,X,X,O,O,X,X
JOZTSLI,O,X,X,O,O,X,X
JOZITLS,O,O,O,X,O,X,X
JOZITSL,O,X,O,O,O,X,X
JOZILTS,O,X,O,X,X,X,X
JOZILST,O,O,O,X,X,O,X
JOZISTL,X,X,O,O,X,X,X
JOZISLT,O,X,O,X,X,X,X
JOZLTIS,O,O,X,X,O,X,X
JOZLTSI,O,O,X,X,O,O,X
JOZLITS,O,X,O,X,X,X,X
JOZLIST,O,O,O,X,X,O,X
JOZLSTI,O,O,X,X,X,O,X
JOZLSIT,O,O,X,X,X,O,X
JOZSTIL,O,X,X,O,O,X,X
JOZSTLI,O,X,X,O,O,X,X
JOZSITL,X,X,X,O,X,X,O
JOZSILT,O,X,X,X,X,X,O
JOZSLTI,O,X,X,X,X,O,X
JOZSLIT,O,X,X,X,X,O,X
STILJZO,O,O,X,X,X,X,X
STILJOZ,O,O,X,X,X,X,X
STILZJO,O,O,X,X,X,X,X
STILZOJ,O,O,X,X,X,X,X
STILOJZ,O,O,X,X,X,X,X
STILOZJ,O,O,X,X,X,X,X
STIJLZO,O,X,X,X,X,X,X
STIJLOZ,O,X,X,X,X,X,X
STIJZLO,O,X,X,X,X,X,O
STIJZOL,O,X,X,X,X,X,O
STIJOLZ,O,X,X,X,X,X,X
STIJOZL,O,X,X,X,X,X,X
STIZLJO,O,O,X,O,X,X,X
STIZLOJ,O,O,X,O,X,X,X
STIZJLO,O,X,X,O,X,X,O
STIZJOL,O,X,X,O,X,X,O
STIZOLJ,O,O,X,O,X,X,X
STIZOJL,O,X,X,O,X,X,X
STIOLJZ,O,O,X,X,X,X,X
STIOLZJ,O,O,X,X,X,X,X
STIOJLZ,O,X,X,X,X,X,X
STIOJZL,O,X,X,X,X,X,X
STIOZLJ,O,O,X,O,X,X,X
STIOZJL,O,X,X,O,X,X,X
STLIJZO,O,O,X,X,X,X,X
STLIJOZ,O,O,X,X,X,X,X
STLIZJO,O,O,X,X,X,X,X
STLIZOJ,O,O,X,X,X,X,X
STLIOJZ,O,O,X,X,X,X,X
STLIOZJ,O,O,X,X,X,X,X
STLJIZO,O,O,X,X,X,O,X
STLJIOZ,O,O,X,X,X,O,X
STLJZIO,O,O,X,X,X,O,X
STLJZOI,O,O,X,X,X,O,X
STLJOIZ,O,O,X,X,X,O,X
STLJOZI,O,O,X,X,X,O,X
STLZIJO,O,O,X,O,X,X,X
STLZIOJ,O,O,X,O,X,X,X
STLZJIO,O,O,X,O,X,O,X
STLZJOI,O,O,X,O,X,O,X
STLZOIJ,O,O,X,O,X,X,X
STLZOJI,O,O,X,O,X,O,X
STLOIJZ,O,O,X,X,X,X,X
STLOIZJ,O,O,X,X,X,X,X
STLOJIZ,O,O,X,X,X,O,X
STLOJZI,O,O,X,X,X,O,X
STLOZIJ,O,O,X,O,X,X,X
STLOZJI,O,O,X,O,X,O,X
STJILZO,O,X,X,X,O,X,X
STJILOZ,O,X,X,X,O,X,X
STJIZLO,O,X,X,X,O,X,O
STJIZOL,O,X,X,X,O,X,O
STJIOLZ,O,X,X,X,O,X,X
STJIOZL,O,X,X,X,O,X,X
STJLIZO,O,X,X,X,O,O,X
STJLIOZ,O,X,X,X,O,O,X
STJLZIO,O,X,X,X,O,O,X
STJLZOI,O,X,X,X,O,O,X
STJLOIZ,O,X,X,X,O,O,X
STJLOZI,O,X,X,X,O,O,X
STJZILO,O,X,X,O,O,X,O
STJZIOL,O,X,X,O,O,X,O
STJZLIO,O,X,X,O,O,X,X
STJZLOI,O,X,X,O,O,X,X
STJZOIL,O,X,X,O,O,X,X
STJZOLI,O,X,X,O,O,X,X
STJOILZ,O,X,X,X,O,X,X
STJOIZL,O,X,X,X,O,X,X
STJOLIZ,O,X,X,X,O,O,X
STJOLZI,O,X,X,X,O,O,X
STJOZIL,O,X,X,O,O,X,X
STJOZLI,O,X,X,O,O,X,X
STZILJO,O,O,X,O,X,X,X
STZILOJ,O,O,X,O,X,X,X
STZIJLO,O,X,X,O,X,X,O
STZIJOL,O,X,X,O,X,X,O
STZIOLJ,O,O,X,O,X,X,X
STZIOJL,O,X,X,O,X,X,X
STZLIJO,O,O,X,O,X,X,X
STZLIOJ,O,O,X,O,X,X,X
STZLJIO,O,O,X,O,X,X,X
STZLJOI,O,O,X,O,X,X,X
STZLOIJ,O,O,X,O,X,X,X
STZLOJI,O,O,X,O,X,X,X
STZJILO,O,X,X,O,O,X,O
STZJIOL,O,X,X,O,O,X,O
STZJLIO,O,X,X,O,O,X,X
STZJLOI,O,X,X,O,O,X,X
STZJOIL,O,X,X,O,O,X,X
STZJOLI,O,X,X,O,O,X,X
STZOILJ,O,O,X,O,X,X,X
STZOIJL,O,X,X,O,X,X,X
STZOLIJ,O,O,X,O,X,X,X
STZOLJI,O,O,X,O,X,X,X
STZOJIL,O,X,X,O,O,X,X
STZOJLI,O,X,X,O,O,X,X
STOILJZ,O,O,X,X,X,X,X
STOILZJ,O,O,X,X,X,X,X
STOIJLZ,O,X,X,X,X,X,X
STOIJZL,O,X,X,X,X,X,X
STOIZLJ,O,O,X,O,X,X,X
STOIZJL,O,X,X,O,X,X,X
STOLIJZ,O,O,X,X,X,X,X
STOLIZJ,O,O,X,X,X,X,X
STOLJIZ,O,O,X,X,X,O,X
STOLJZI,O,O,X,X,X,O,X
STOLZIJ,O,O,X,O,X,X,X
STOLZJI,O,O,X,O,X,O,X
STOJILZ,O,X,X,X,O,X,X
STOJIZL,O,X,X,X,O,X,X
STOJLIZ,O,X,X,X,O,O,X
STOJLZI,O,X,X,X,O,O,X
STOJZIL,O,X,X,O,O,X,X
STOJZLI,O,X,X,O,O,X,X
STOZILJ,O,O,X,O,X,X,X
STOZIJL,O,X,X,O,X,X,X
STOZLIJ,O,O,X,O,X,X,X
STOZLJI,O,O,X,O,X,X,X
STOZJIL,O,X,X,O,O,X,X
STOZJLI,O,X,X,O,O,X,X
SITLJZO,O,X,O,X,X,X,X
SITLJOZ,O,X,O,X,X,X,X
SITLZJO,O,X,O,X,X,X,X
SITLZOJ,O,X,O,X,X,X,X
SITLOJZ,O,X,O,X,X,X,X
SITLOZJ,O,X,O,X,X,X,X
SITJLZO,O,X,O,X,X,X,X
SITJLOZ,O,X,O,X,X,X,X
SITJZLO,O,X,O,X,X,X,O
SITJZOL,O,X,O,X,X,X,O
SITJOLZ,O,X,O,X,X,X,X
SITJOZL,O,X,O,X,X,X,X
SITZLJO,O,X,O,O,X,X,X
SITZLOJ,O,X,O,O,X,X,X
SITZJLO,O,X,O,O,X,X,O
SITZJOL,O,X,O,O,X,X,O
SITZOLJ,O,X,O,O,X,X,X
SITZOJL,O,X,O,O,X,X,X
SITOLJZ,O,X,O,X,X,X,X
SITOLZJ,O,X,O,X,X,X,X
SITOJLZ,O,X,O,X,X,X,X
SITOJZL,O,X,O,X,X,X,X
SITOZLJ,O,X,O,O,X,X,X
SITOZJL,O,X,O,O,X,X,X
SILTJZO,O,X,O,X,X,X,X
SILTJOZ,O,X,O,X,X,X,X
SILTZJO,O,X,O,X,X,X,X
SILTZOJ,O,X,O,X,X,X,X
SILTOJZ,O,X,O,X,X,X,X
SILTOZJ,O,X,O,X,X,X,X
SILJTZO,X,X,O,X,X,O,X
SILJTOZ,X,X,O,X,X,O,X
SILJZTO,X,X,O,X,X,O,O
SILJZOT,X,X,O,X,X,O,O
SILJOTZ,X,X,O,X,X,O,X
SILJOZT,X,X,O,X,X,O,X
SILZTJO,O,X,O,X,X,X,X
SILZTOJ,O,X,O,X,X,X,X
SILZJTO,X,X,O,X,X,O,O
SILZJOT,O,X,O,X,X,O,O
SILZOTJ,O,X,O,X,X,X,X
SILZOJT,O,X,O,X,X,O,X
SILOTJZ,O,X,O,X,X,X,X
SILOTZJ,O,X,O,X,X,X,X
SILOJTZ,X,X,O,X,X,O,X
SILOJZT,X,X,O,X,X,O,X
SILOZTJ,O,X,O,X,X,X,X
SILOZJT,O,X,O,X,X,O,X
SIJTLZO,X,X,O,X,X,X,X
SIJTLOZ,X,X,O,X,X,X,X
SIJTZLO,X,X,O,X,X,X,O
SIJTZOL,X,X,O,X,X,X,O
SIJTOLZ,X,X,O,X,X,X,X
SIJTOZL,X,X,O,X,X,X,X
SIJLTZO,X,X,O,X,X,O,X
SIJLTOZ,X,X,O,X,X,O,X
SIJLZTO,X,X,O,X,X,O,O
SIJLZOT,X,X,O,X,X,O,O
SIJLOTZ,X,X,O,X,X,O,X
SIJLOZT,X,X,O,X,X,O,X
SIJZTLO,X,X,O,X,X,X,O
SIJZTOL,X,X,O,X,X,X,O
SIJZLTO,X,X,O,X,X,X,O
SIJZLOT,X,X,O,X,X,X,O
SIJZOTL,X,X,O,X,X,X,O
SIJZOLT,X,X,O,X,X,X,O
SIJOTLZ,X,X,O,X,X,X,X
SIJOTZL,X,X,O,X,X,X,X
SIJOLTZ,X,X,O,X,X,O,X
SIJOLZT,X,X,O,X,X,O,X
SIJOZTL,X,X,O,X,X,X,O
SIJOZLT,X,X,O,X,X,X,O
SIZTLJO,O,X,O,O,X,X,X
SIZTLOJ,O,X,O,O,X,X,X
SIZTJLO,O,X,O,O,X,X,O
SIZTJOL,O,X,O,O,X,X,O
