sequence,v115@HhA8IeC8EeE8DeC8Je0/IvhFxgB6nBTjBtqB3rBmrB,v115@HhA8IeC8EeE8DeC8Je0/IvhFxgBXiBTjBtqBSsB2wB,v115@HhA8IeC8EeE8DeC8Je0/IvhF6lBNmBTjBXnBGnBRwB,v115@HhA8IeC8EeE8DeC8Jex/IvhFihB9nBTjBfsBUrBGqB,v115@HhA8IeC8EeE8DeC8Je0/IvhFxhBTjBdrBWsB6qBXsB,v115@HhA8IeC8EeE8DeC8Je0/IvhFxgB+nBTjBqqB/rBdsB,v115@HhA8IeC8EeE8DeC8Je0/IvhFGjBRmB3nB6qBNrBzrB
IZTLSOJ,O,O,O,O,X,X,X
IZTLOJS,O,O,O,X,X,X,X
IZTLOSJ,O,O,O,O,X,X,X
IZTJLSO,X,O,O,X,O,X,X
IZTJLOS,O,O,O,X,O,X,X
IZTJSLO,O,X,O,O,O,X,X
IZTJSOL,O,X,O,O,O,X,X
IZTJOLS,O,O,O,X,O,X,X
IZTJOSL,O,X,O,O,O,X,X
IZTSLJO,O,O,O,O,X,X,X
IZTSLOJ,O,O,O,O,X,X,X
IZTSJLO,O,X,O,O,X,X,X
IZTSJOL,O,X,O,O,X,X,X
IZTSOLJ,O,O,O,O,X,X,X
IZTSOJL,O,X,O,O,X,X,X
IZTOLJS,O,O,O,X,X,X,X
IZTOLSJ,O,O,O,O,X,X,X
IZTOJLS,O,O,O,X,O,X,X
IZTOJSL,O,X,O,O,O,X,X
IZTOSLJ,O,O,O,O,X,X,X
IZTOSJL,O,X,O,O,X,X,X
IZLTJSO,X,O,O,X,X,X,X
IZLTJOS,O,O,O,X,X,X,X
IZLTSJO,O,O,O,O,X,X,X
IZLTSOJ,O,O,O,O,X,X,X
IZLTOJS,O,O,O,X,X,X,X
IZLTOSJ,O,O,O,O,X,X,X
IZLJTSO,X,X,O,X,X,X,X
IZLJTOS,X,X,O,X,X,X,X
IZLJSTO,X,X,O,O,X,O,X
IZLJSOT,X,O,O,X,X,O,X
IZLJOTS,O,X,O,X,X,X,X
IZLJOST,O,O,O,X,X,O,X
IZLSTJO,O,O,O,O,X,X,X
IZLSTOJ,O,O,O,O,X,X,X
IZLSJTO,X,X,O,O,X,O,X
IZLSJOT,O,O,O,X,X,O,X
IZLSOTJ,O,O,O,O,X,X,X
IZLSOJT,O,O,O,X,X,O,X
IZLOTJS,O,O,O,X,X,X,X
IZLOTSJ,O,O,O,O,X,X,X
IZLOJTS,O,X,O,X,X,X,X
IZLOJST,O,O,O,X,X,O,X
IZLOSTJ,O,O,O,O,X,X,X
IZLOSJT,O,O,O,X,X,O,X
IZJTLSO,X,O,O,X,O,X,X
IZJTLOS,O,O,O,X,O,X,X
IZJTSLO,O,X,O,O,O,X,X
IZJTSOL,O,X,O,O,O,X,X
IZJTOLS,O,O,O,X,O,X,X
IZJTOSL,O,X,O,O,O,X,X
IZJLTSO,X,X,O,X,X,X,X
IZJLTOS,X,X,O,X,X,X,X
IZJLSTO,X,X,O,O,X,O,X
IZJLSOT,X,O,O,X,X,O,X
IZJLOTS,O,X,O,X,X,X,X
IZJLOST,O,O,O,X,X,O,X
IZJSTLO,X,X,O,O,X,X,O
IZJSTOL,X,X,O,O,X,X,O
IZJSLTO,X,X,O,O,X,X,O
IZJSLOT,O,X,O,X,X,X,O
IZJSOTL,X,X,O,O,X,X,O
IZJSOLT,O,X,O,X,X,X,O
IZJOTLS,O,O,O,X,O,X,X
IZJOTSL,O,X,O,O,O,X,X
IZJOLTS,O,X,O,X,X,X,X
IZJOLST,O,O,O,X,X,O,X
IZJOSTL,X,X,O,O,X,X,X
IZJOSLT,O,X,O,X,X,X,X
IZSTLJO,O,O,O,O,X,X,X
IZSTLOJ,O,O,O,O,X,X,X
IZSTJLO,O,X,O,O,X,X,O
IZSTJOL,O,X,O,O,X,X,O
IZSTOLJ,O,O,O,O,X,X,X
IZSTOJL,O,X,O,O,X,X,X
IZSLTJO,O,X,O,O,X,X,X
IZSLTOJ,O,O,O,O,X,X,X
IZSLJTO,X,X,O,O,X,X,O
IZSLJOT,O,O,O,X,X,X,O
IZSLOTJ,O,O,O,O,X,X,X
IZSLOJT,O,O,O,X,X,X,X
IZSJTLO,X,X,O,O,X,X,O
IZSJTOL,X,X,O,O,X,X,O
IZSJLTO,X,X,O,O,X,X,O
IZSJLOT,O,X,O,X,X,X,O
IZSJOTL,X,X,O,O,X,X,O
IZSJOLT,O,X,O,X,X,X,O
IZSOTLJ,O,O,O,O,X,X,X
IZSOTJL,O,X,O,O,X,X,X
IZSOLTJ,O,O,O,O,X,X,X
IZSOLJT,O,O,O,X,X,X,X
IZSOJTL,X,X,O,O,X,X,O
IZSOJLT,O,X,O,X,X,X,O
IZOTLJS,O,O,O,X,X,X,X
IZOTLSJ,O,O,O,O,X,X,X
IZOTJLS,O,O,O,X,O,X,X
IZOTJSL,O,X,O,O,O,X,X
IZOTSLJ,O,O,O,O,X,X,X
IZOTSJL,O,X,O,O,X,X,X
IZOLTJS,O,O,O,X,X,X,X
IZOLTSJ,O,O,O,O,X,X,X
IZOLJTS,O,X,O,X,X,X,X
IZOLJST,O,O,O,X,X,O,X
IZOLSTJ,O,O,O,O,X,X,X
IZOLSJT,O,O,O,X,X,O,X
IZOJTLS,O,O,O,X,O,X,X
IZOJTSL,O,X,O,O,O,X,X
IZOJLTS,O,X,O,X,X,X,X
IZOJLST,O,O,O,X,X,O,X
IZOJSTL,X,X,O,O,X,X,X
IZOJSLT,O,X,O,X,X,X,X
IZOSTLJ,O,O,O,O,X,X,X
IZOSTJL,O,X,O,O,X,X,X
IZOSLTJ,O,O,O,O,X,X,X
IZOSLJT,O,O,O,X,X,X,X
IZOSJTL,X,X,O,O,X,X,X
IZOSJLT,O,X,O,X,X,X,X
IOTLJSZ,X,O,O,X,X,X,X
IOTLJZS,O,O,O,X,X,X,X
IOTLSJZ,O,O,O,X,X,X,X
IOTLSZJ,O,O,O,X,X,X,X
IOTLZJS,O,O,O,X,X,X,X
IOTLZSJ,O,O,O,O,X,X,X
IOTJLSZ,X,O,O,X,O,X,X
IOTJLZS,O,O,O,X,O,X,X
IOTJSLZ,O,X,O,X,O,X,X
IOTJSZL,O,X,O,X,O,X,X
IOTJZLS,O,O,O,X,O,X,X
IOTJZSL,O,X,O,O,O,X,X
IOTSLJZ,O,O,O,X,X,X,X
IOTSLZJ,O,O,O,X,X,X,X
IOTSJLZ,O,X,O,X,X,X,X
IOTSJZL,O,X,O,X,X,X,X
IOTSZLJ,O,O,O,O,X,X,X
IOTSZJL,O,X,O,O,X,X,X
IOTZLJS,O,O,O,X,X,X,X
IOTZLSJ,O,O,O,O,X,X,X
IOTZJLS,O,O,O,X,O,X,X
IOTZJSL,O,X,O,O,O,X,X
IOTZSLJ,O,O,O,O,X,X,X
IOTZSJL,O,X,O,O,X,X,X
IOLTJSZ,X,O,O,X,X,X,X
IOLTJZS,O,O,O,X,X,X,X
IOLTSJZ,O,O,O,X,X,X,X
IOLTSZJ,O,O,O,X,X,X,X
IOLTZJS,O,O,O,X,X,X,X
IOLTZSJ,O,O,O,O,X,X,X
IOLJTSZ,X,X,O,X,X,X,X
IOLJTZS,X,X,O,X,X,X,X
IOLJSTZ,X,X,O,X,X,O,X
IOLJSZT,X,X,O,X,X,O,X
IOLJZTS,X,X,O,X,X,X,X
IOLJZST,X,X,O,X,X,O,X
IOLSTJZ,O,O,O,X,X,X,X
IOLSTZJ,O,O,O,X,X,X,X
IOLSJTZ,X,X,O,X,X,O,X
IOLSJZT,X,O,O,X,X,O,X
IOLSZTJ,O,O,O,X,X,X,X
IOLSZJT,O,O,O,X,X,O,X
IOLZTJS,O,O,O,X,X,X,X
IOLZTSJ,O,O,O,O,X,X,X
IOLZJTS,O,X,O,X,X,X,X
IOLZJST,O,O,O,X,X,O,X
IOLZSTJ,O,O,O,O,X,X,X
IOLZSJT,O,O,O,X,X,O,X
IOJTLSZ,X,X,O,X,O,X,X
IOJTLZS,X,X,O,X,O,X,X
IOJTSLZ,X,X,O,X,O,X,X
IOJTSZL,X,X,O,X,O,X,X
IOJTZLS,X,X,O,X,O,X,X
IOJTZSL,X,X,O,O,O,X,X
IOJLTSZ,X,X,O,X,O,X,X
IOJLTZS,X,X,O,X,O,X,X
IOJLSTZ,X,X,O,X,X,O,X
IOJLSZT,X,X,O,X,X,O,X
IOJLZTS,X,X,O,X,X,X,X
IOJLZST,X,X,O,X,X,O,X
IOJSTLZ,X,X,O,X,O,X,X
IOJSTZL,X,X,O,X,O,X,X
IOJSLTZ,X,X,O,X,X,O,X
IOJSLZT,X,X,O,X,X,O,X
IOJSZTL,X,X,O,X,X,X,X
IOJSZLT,X,X,O,X,X,X,X
IOJZTLS,X,X,O,X,O,X,X
IOJZTSL,X,X,O,O,O,X,X
IOJZLTS,X,X,O,X,X,X,X
IOJZLST,X,X,O,X,X,O,X
IOJZSTL,X,X,O,O,X,X,X
IOJZSLT,X,X,O,X,X,X,X
IOSTLJZ,O,X,O,X,X,X,X
IOSTLZJ,O,X,O,X,X,X,X
IOSTJLZ,O,X,O,X,X,X,X
IOSTJZL,O,X,O,X,X,X,X
IOSTZLJ,O,X,O,O,X,X,X
IOSTZJL,O,X,O,O,X,X,X
IOSLTJZ,O,X,O,X,X,X,X
IOSLTZJ,O,X,O,X,X,X,X
IOSLJTZ,X,X,O,X,X,O,X
IOSLJZT,X,X,O,X,X,O,X
IOSLZTJ,O,X,O,X,X,X,X
IOSLZJT,O,X,O,X,X,O,X
IOSJTLZ,X,X,O,X,X,X,X
IOSJTZL,X,X,O,X,X,X,X
IOSJLTZ,X,X,O,X,X,O,X
IOSJLZT,X,X,O,X,X,O,X
IOSJZTL,X,X,O,X,X,X,X
IOSJZLT,X,X,O,X,X,X,X
IOSZTLJ,O,X,O,O,X,X,X
IOSZTJL,O,X,O,O,X,X,X
IOSZLTJ,O,X,O,O,X,X,X
IOSZLJT,O,X,O,X,X,X,X
IOSZJTL,X,X,O,O,X,X,X
IOSZJLT,O,X,O,X,X,X,X
IOZTLJS,O,O,O,X,X,X,X
IOZTLSJ,O,O,O,O,X,X,X
IOZTJLS,O,O,O,X,O,X,X
IOZTJSL,O,X,O,O,O,X,X
IOZTSLJ,O,O,O,O,X,X,X
IOZTSJL,O,X,O,O,X,X,X
IOZLTJS,O,O,O,X,X,X,X
IOZLTSJ,O,O,O,O,X,X,X
IOZLJTS,O,X,O,X,X,X,X
IOZLJST,O,O,O,X,X,O,X
IOZLSTJ,O,O,O,O,X,X,X
IOZLSJT,O,O,O,X,X,O,X
IOZJTLS,O,O,O,X,O,X,X
IOZJTSL,O,X,O,O,O,X,X
IOZJLTS,O,X,O,X,X,X,X
IOZJLST,O,O,O,X,X,O,X
IOZJSTL,X,X,O,O,X,X,X
IOZJSLT,O,X,O,X,X,X,X
IOZSTLJ,O,O,O,O,X,X,X
IOZSTJL,O,X,O,O,X,X,X
IOZSLTJ,O,O,O,O,X,X,X
IOZSLJT,O,O,O,X,X,X,X
IOZSJTL,X,X,O,O,X,X,X
IOZSJLT,O,X,O,X,X,X,X
LTIJSZO,X,O,X,X,X,X,X
LTIJSOZ,X,O,X,X,X,X,X
LTIJZSO,X,O,X,X,X,X,X
LTIJZOS,O,O,X,X,X,X,X
LTIJOSZ,X,O,X,X,X,X,X
LTIJOZS,O,O,X,X,X,X,X
LTISJZO,O,O,X,X,X,X,X
LTISJOZ,O,O,X,X,X,X,X
LTISZJO,O,O,X,X,X,X,X
LTISZOJ,O,O,X,X,X,X,X
LTISOJZ,O,O,X,X,X,X,X
LTISOZJ,O,O,X,X,X,X,X
LTIZJSO,X,O,X,X,X,X,X
LTIZJOS,O,O,X,X,X,X,X
LTIZSJO,O,O,X,O,X,X,X
LTIZSOJ,O,O,X,O,X,X,X
LTIZOJS,O,O,X,X,X,X,X
LTIZOSJ,O,O,X,O,X,X,X
LTIOJSZ,X,O,X,X,X,X,X
LTIOJZS,O,O,X,X,X,X,X
LTIOSJZ,O,O,X,X,X,X,X
LTIOSZJ,O,O,X,X,X,X,X
LTIOZJS,O,O,X,X,X,X,X
LTIOZSJ,O,O,X,O,X,X,X
LTJISZO,X,O,X,X,O,X,X
LTJISOZ,X,O,X,X,O,X,X
LTJIZSO,X,O,X,X,O,X,X
LTJIZOS,O,O,X,X,O,X,X
LTJIOSZ,X,O,X,X,O,X,X
LTJIOZS,O,O,X,X,O,X,X
LTJSIZO,O,O,X,X,O,O,X
LTJSIOZ,O,O,X,X,O,O,X
LTJSZIO,O,O,X,X,O,O,X
LTJSZOI,O,O,X,X,O,O,X
LTJSOIZ,O,O,X,X,O,O,X
LTJSOZI,O,O,X,X,O,O,X
LTJZISO,X,O,X,X,O,X,X
LTJZIOS,O,O,X,X,O,X,X
LTJZSIO,O,O,X,X,O,O,X
LTJZSOI,O,O,X,X,O,O,X
LTJZOIS,O,O,X,X,O,X,X
LTJZOSI,O,O,X,X,O,O,X
LTJOISZ,X,O,X,X,O,X,X
LTJOIZS,O,O,X,X,O,X,X
LTJOSIZ,O,O,X,X,O,O,X
LTJOSZI,O,O,X,X,O,O,X
LTJOZIS,O,O,X,X,O,X,X
LTJOZSI,O,O,X,X,O,O,X
LTSIJZO,O,O,X,X,X,X,X
LTSIJOZ,O,O,X,X,X,X,X
LTSIZJO,O,O,X,X,X,X,X
LTSIZOJ,O,O,X,X,X,X,X
LTSIOJZ,O,O,X,X,X,X,X
LTSIOZJ,O,O,X,X,X,X,X
LTSJIZO,O,O,X,X,X,O,X
LTSJIOZ,O,O,X,X,X,O,X
LTSJZIO,O,O,X,X,X,O,X
LTSJZOI,O,O,X,X,X,O,X
LTSJOIZ,O,O,X,X,X,O,X
LTSJOZI,O,O,X,X,X,O,X
LTSZIJO,O,O,X,O,X,X,X
LTSZIOJ,O,O,X,O,X,X,X
LTSZJIO,O,O,X,O,X,O,X
LTSZJOI,O,O,X,O,X,O,X
LTSZOIJ,O,O,X,O,X,X,X
LTSZOJI,O,O,X,O,X,O,X
LTSOIJZ,O,O,X,X,X,X,X
LTSOIZJ,O,O,X,X,X,X,X
LTSOJIZ,O,O,X,X,X,O,X
LTSOJZI,O,O,X,X,X,O,X
LTSOZIJ,O,O,X,O,X,X,X
LTSOZJI,O,O,X,O,X,O,X
LTZIJSO,X,O,X,X,X,X,X
LTZIJOS,O,O,X,X,X,X,X
LTZISJO,O,O,X,O,X,X,X
LTZISOJ,O,O,X,O,X,X,X
LTZIOJS,O,O,X,X,X,X,X
LTZIOSJ,O,O,X,O,X,X,X
LTZJISO,X,O,X,X,O,X,X
LTZJIOS,O,O,X,X,O,X,X
LTZJSIO,O,O,X,X,O,O,X
LTZJSOI,O,O,X,X,O,O,X
LTZJOIS,O,O,X,X,O,X,X
LTZJOSI,O,O,X,X,O,O,X
LTZSIJO,O,O,X,O,X,X,X
LTZSIOJ,O,O,X,O,X,X,X
LTZSJIO,O,O,X,O,X,O,X
LTZSJOI,O,O,X,O,X,O,X
LTZSOIJ,O,O,X,O,X,X,X
LTZSOJI,O,O,X,O,X,O,X
LTZOIJS,O,O,X,X,X,X,X
LTZOISJ,O,O,X,O,X,X,X
LTZOJIS,O,O,X,X,O,X,X
LTZOJSI,O,O,X,X,O,O,X
LTZOSIJ,O,O,X,O,X,X,X
LTZOSJI,O,O,X,O,X,O,X
LTOIJSZ,X,O,X,X,X,X,X
LTOIJZS,O,O,X,X,X,X,X
LTOISJZ,O,O,X,X,X,X,X
LTOISZJ,O,O,X,X,X,X,X
LTOIZJS,O,O,X,X,X,X,X
LTOIZSJ,O,O,X,O,X,X,X
LTOJISZ,X,O,X,X,O,X,X
LTOJIZS,O,O,X,X,O,X,X
LTOJSIZ,O,O,X,X,O,O,X
LTOJSZI,O,O,X,X,O,O,X
LTOJZIS,O,O,X,X,O,X,X
LTOJZSI,O,O,X,X,O,O,X
LTOSIJZ,O,O,X,X,X,X,X
LTOSIZJ,O,O,X,X,X,X,X
LTOSJIZ,O,O,X,X,X,O,X
LTOSJZI,O,O,X,X,X,O,X
LTOSZIJ,O,O,X,O,X,X,X
LTOSZJI,O,O,X,O,X,O,X
LTOZIJS,O,O,X,X,X,X,X
LTOZISJ,O,O,X,O,X,X,X
LTOZJIS,O,O,X,X,O,X,X
LTOZJSI,O,O,X,X,O,O,X
LTOZSIJ,O,O,X,O,X,X,X
LTOZSJI,O,O,X,O,X,O,X
LITJSZO,X,O,O,X,X,X,X
LITJSOZ,X,O,O,X,X,X,X
LITJZSO,X,O,O,X,X,X,X
LITJZOS,O,O,O,X,X,X,X
LITJOSZ,X,O,O,X,X,X,X
LITJOZS,O,O,O,X,X,X,X
LITSJZO,O,O,O,X,X,X,X
LITSJOZ,O,O,O,X,X,X,X
LITSZJO,O,O,O,X,X,X,X
LITSZOJ,O,O,O,X,X,X,X
LITSOJZ,O,O,O,X,X,X,X
LITSOZJ,O,O,O,X,X,X,X
LITZJSO,X,O,O,X,X,X,X
LITZJOS,O,O,O,X,X,X,X
LITZSJO,O,O,O,O,X,X,X
LITZSOJ,O,O,O,O,X,X,X
LITZOJS,O,O,O,X,X,X,X
LITZOSJ,O,O,O,O,X,X,X
LITOJSZ,X,O,O,X,X,X,X
LITOJZS,O,O,O,X,X,X,X
LITOSJZ,O,O,O,X,X,X,X
LITOSZJ,O,O,O,X,X,X,X
LITOZJS,O,O,O,X,X,X,X
LITOZSJ,O,O,O,O,X,X,X
LIJTSZO,X,X,O,X,X,X,X
LIJTSOZ,X,X,O,X,X,X,X
LIJTZSO,X,X,O,X,X,X,X
LIJTZOS,X,X,O,X,X,X,X
LIJTOSZ,X,X,O,X,X,X,X
LIJTOZS,X,X,O,X,X,X,X
LIJSTZO,X,X,O,X,X,O,X
LIJSTOZ,X,X,O,X,X,O,X
LIJSZTO,X,X,O,X,X,O,X
LIJSZOT,X,X,O,X,X,O,X
LIJSOTZ,X,X,O,X,X,O,X
LIJSOZT,X,X,O,X,X,O,X
LIJZTSO,X,X,O,X,X,X,X
LIJZTOS,X,X,O,X,X,X,X
LIJZSTO,X,X,O,X,X,O,X
LIJZSOT,X,X,O,X,X,O,X
LIJZOTS,X,X,O,X,X,X,X
LIJZOST,X,X,O,X,X,O,X
LIJOTSZ,X,X,O,X,X,X,X
LIJOTZS,X,X,O,X,X,X,X
LIJOSTZ,X,X,O,X,X,O,X
LIJOSZT,X,X,O,X,X,O,X
LIJOZTS,X,X,O,X,X,X,X
LIJOZST,X,X,O,X,X,O,X
LISTJZO,O,O,O,X,X,X,X
LISTJOZ,O,O,O,X,X,X,X
LISTZJO,O,O,O,X,X,X,X
LISTZOJ,O,O,O,X,X,X,X
LISTOJZ,O,O,O,X,X,X,X
LISTOZJ,O,O,O,X,X,X,X
LISJTZO,X,X,O,X,X,O,X
LISJTOZ,X,X,O,X,X,O,X
LISJZTO,X,X,O,X,X,O,X
LISJZOT,X,O,O,X,X,O,X
LISJOTZ,X,X,O,X,X,O,X
LISJOZT,X,O,O,X,X,O,X
LISZTJO,O,O,O,X,X,X,X
LISZTOJ,O,O,O,X,X,X,X
LISZJTO,X,X,O,X,X,O,X
LISZJOT,O,O,O,X,X,O,X
LISZOTJ,O,O,O,X,X,X,X
LISZOJT,O,O,O,X,X,O,X
LISOTJZ,O,O,O,X,X,X,X
LISOTZJ,O,O,O,X,X,X,X
LISOJTZ,X,X,O,X,X,O,X
LISOJZT,X,O,O,X,X,O,X
LISOZTJ,O,O,O,X,X,X,X
LISOZJT,O,O,O,X,X,O,X
LIZTJSO,X,O,O,X,X,X,X
LIZTJOS,O,O,O,X,X,X,X
LIZTSJO,O,O,O,O,X,X,X
LIZTSOJ,O,O,O,O,X,X,X
LIZTOJS,O,O,O,X,X,X,X
LIZTOSJ,O,O,O,O,X,X,X
LIZJTSO,X,X,O,X,X,X,X
LIZJTOS,X,X,O,X,X,X,X
LIZJSTO,X,X,O,O,X,O,X
LIZJSOT,X,O,O,X,X,O,X
LIZJOTS,O,X,O,X,X,X,X
LIZJOST,O,O,O,X,X,O,X
LIZSTJO,O,O,O,O,X,X,X
LIZSTOJ,O,O,O,O,X,X,X
LIZSJTO,X,X,O,O,X,O,X
LIZSJOT,O,O,O,X,X,O,X
LIZSOTJ,O,O,O,O,X,X,X
LIZSOJT,O,O,O,X,X,O,X
LIZOTJS,O,O,O,X,X,X,X
LIZOTSJ,O,O,O,O,X,X,X
LIZOJTS,O,X,O,X,X,X,X
LIZOJST,O,O,O,X,X,O,X
LIZOSTJ,O,O,O,O,X,X,X
LIZOSJT,O,O,O,X,X,O,X
LIOTJSZ,X,O,O,X,X,X,X
LIOTJZS,O,O,O,X,X,X,X
LIOTSJZ,O,O,O,X,X,X,X
LIOTSZJ,O,O,O,X,X,X,X
LIOTZJS,O,O,O,X,X,X,X
LIOTZSJ,O,O,O,O,X,X,X
LIOJTSZ,X,X,O,X,X,X,X
LIOJTZS,X,X,O,X,X,X,X
LIOJSTZ,X,X,O,X,X,O,X
LIOJSZT,X,X,O,X,X,O,X
LIOJZTS,X,X,O,X,X,X,X
LIOJZST,X,X,O,X,X,O,X
LIOSTJZ,O,O,O,X,X,X,X
LIOSTZJ,O,O,O,X,X,X,X
LIOSJTZ,X,X,O,X,X,O,X
LIOSJZT,X,O,O,X,X,O,X
LIOSZTJ,O,O,O,X,X,X,X
LIOSZJT,O,O,O,X,X,O,X
LIOZTJS,O,O,O,X,X,X,X
LIOZTSJ,O,O,O,O,X,X,X
LIOZJTS,O,X,O,X,X,X,X
LIOZJST,O,O,O,X,X,O,X
LIOZSTJ,O,O,O,O,X,X,X
LIOZSJT,O,O,O,X,X,O,X
LJTISZO,X,O,X,X,O,X,X
LJTISOZ,X,O,X,X,O,X,X
LJTIZSO,X,O,X,X,O,X,X
LJTIZOS,O,O,X,X,O,X,X
LJTIOSZ,X,O,X,X,O,X,X
LJTIOZS,O,O,X,X,O,X,X
LJTSIZO,O,O,X,X,O,O,X
LJTSIOZ,O,O,X,X,O,O,X
LJTSZIO,O,O,X,X,O,O,X
LJTSZOI,O,O,X,X,O,O,X
LJTSOIZ,O,O,X,X,O,O,X
LJTSOZI,O,O,X,X,O,O,X
LJTZISO,X,O,X,X,O,X,X
LJTZIOS,O,O,X,X,O,X,X
LJTZSIO,O,O,X,X,O,O,X
LJTZSOI,O,O,X,X,O,O,X
LJTZOIS,O,O,X,X,O,X,X
LJTZOSI,O,O,X,X,O,O,X
LJTOISZ,X,O,X,X,O,X,X
LJTOIZS,O,O,X,X,O,X,X
LJTOSIZ,O,O,X,X,O,O,X
LJTOSZI,O,O,X,X,O,O,X
LJTOZIS,O,O,X,X,O,X,X
LJTOZSI,O,O,X,X,O,O,X
LJITSZO,X,X,X,X,O,X,X
LJITSOZ,X,X,X,X,O,X,X
LJITZSO,X,X,X,X,O,X,X
LJITZOS,X,X,X,X,O,X,X
LJITOSZ,X,X,X,X,O,X,X
LJITOZS,X,X,X,X,O,X,X
LJISTZO,X,X,X,X,X,O,X
LJISTOZ,X,X,X,X,X,O,X
LJISZTO,X,X,X,X,X,O,X
LJISZOT,X,X,X,X,X,O,X
LJISOTZ,X,X,X,X,X,O,X
LJISOZT,X,X,X,X,X,O,X
LJIZTSO,X,X,X,X,X,X,X
LJIZTOS,X,X,X,X,X,X,X
LJIZSTO,X,X,X,X,X,O,X
LJIZSOT,X,X,X,X,X,O,X
LJIZOTS,X,X,X,X,X,X,X
LJIZOST,X,X,X,X,X,O,X
LJIOTSZ,X,X,X,X,O,X,X
LJIOTZS,X,X,X,X,O,X,X
LJIOSTZ,X,X,X,X,X,O,X
LJIOSZT,X,X,X,X,X,O,X
LJIOZTS,X,X,X,X,X,X,X
LJIOZST,X,X,X,X,X,O,X
LJSTIZO,O,O,X,X,X,O,X
LJSTIOZ,O,O,X,X,X,O,X
LJSTZIO,O,O,X,X,X,O,X
LJSTZOI,O,O,X,X,X,O,X
LJSTOIZ,O,O,X,X,X,O,X
LJSTOZI,O,O,X,X,X,O,X
LJSITZO,X,X,X,X,X,O,X
LJSITOZ,X,X,X,X,X,O,X
LJSIZTO,X,X,X,X,X,O,O
LJSIZOT,X,O,X,X,X,O,O
LJSIOTZ,X,X,X,X,X,O,X
LJSIOZT,X,O,X,X,X,O,X
LJSZTIO,O,O,X,X,X,O,X
LJSZTOI,O,O,X,X,X,O,X
LJSZITO,X,X,X,X,X,O,O
LJSZIOT,O,O,X,X,X,O,O
LJSZOTI,O,O,X,X,X,O,X
LJSZOIT,O,O,X,X,X,O,X
LJSOTIZ,O,O,X,X,X,O,X
LJSOTZI,O,O,X,X,X,O,X
LJSOITZ,X,X,X,X,X,O,X
LJSOIZT,X,O,X,X,X,O,X
LJSOZTI,O,O,X,X,X,O,X
LJSOZIT,O,O,X,X,X,O,X
LJZTISO,X,O,X,X,O,X,X
LJZTIOS,O,O,X,X,O,X,X
LJZTSIO,O,O,X,X,O,O,X
LJZTSOI,O,O,X,X,O,O,X
LJZTOIS,O,O,X,X,O,X,X
LJZTOSI,O,O,X,X,O,O,X
LJZITSO,X,X,X,X,X,X,X
LJZITOS,X,X,X,X,X,X,X
LJZISTO,X,X,X,X,X,O,X
LJZISOT,X,O,X,X,X,O,X
LJZIOTS,O,X,X,X,X,X,X
LJZIOST,O,O,X,X,X,O,X
LJZSTIO,O,O,X,X,X,O,X
LJZSTOI,O,O,X,X,X,O,X
LJZSITO,X,X,X,X,X,O,O
LJZSIOT,O,O,X,X,X,O,O
LJZSOTI,O,O,X,X,X,O,X
LJZSOIT,O,O,X,X,X,O,X
LJZOTIS,O,O,X,X,O,X,X
LJZOTSI,O,O,X,X,O,O,X
LJZOITS,O,X,X,X,X,X,X
LJZOIST,O,O,X,X,X,O,X
LJZOSTI,O,O,X,X,X,O,X
LJZOSIT,O,O,X,X,X,O,X
LJOTISZ,X,O,X,X,O,X,X
LJOTIZS,O,O,X,X,O,X,X
LJOTSIZ,O,O,X,X,O,O,X
LJOTSZI,O,O,X,X,O,O,X
LJOTZIS,O,O,X,X,O,X,X
LJOTZSI,O,O,X,X,O,O,X
LJOITSZ,X,X,X,X,O,X,X
LJOITZS,X,X,X,X,O,X,X
LJOISTZ,X,X,X,X,X,O,X
LJOISZT,X,X,X,X,X,O,X
LJOIZTS,X,X,X,X,X,X,X
LJOIZST,X,X,X,X,X,O,X
LJOSTIZ,O,O,X,X,X,O,X
LJOSTZI,O,O,X,X,X,O,X
LJOSITZ,X,X,X,X,X,O,X
LJOSIZT,X,O,X,X,X,O,X
LJOSZTI,O,O,X,X,X,O,X
LJOSZIT,O,O,X,X,X,O,X
LJOZTIS,O,O,X,X,O,X,X
LJOZTSI,O,O,X,X,O,O,X
LJOZITS,O,X,X,X,X,X,X
LJOZIST,O,O,X,X,X,O,X
LJOZSTI,O,O,X,X,X,O,X
LJOZSIT,O,O,X,X,X,O,X
LSTIJZO,O,O,X,X,X,X,X
LSTIJOZ,O,O,X,X,X,X,X
LSTIZJO,O,O,X,X,X,X,X
LSTIZOJ,O,O,X,X,X,X,X
LSTIOJZ,O,O,X,X,X,X,X
LSTIOZJ,O,O,X,X,X,X,X
LSTJIZO,O,O,X,X,X,O,X
LSTJIOZ,O,O,X,X,X,O,X
LSTJZIO,O,O,X,X,X,O,X
LSTJZOI,O,O,X,X,X,O,X
LSTJOIZ,O,O,X,X,X,O,X
LSTJOZI,O,O,X,X,X,O,X
LSTZIJO,O,O,X,O,X,X,X
LSTZIOJ,O,O,X,O,X,X,X
LSTZJIO,O,O,X,O,X,O,X
LSTZJOI,O,O,X,O,X,O,X
LSTZOIJ,O,O,X,O,X,X,X
LSTZOJI,O,O,X,O,X,O,X
LSTOIJZ,O,O,X,X,X,X,X
LSTOIZJ,O,O,X,X,X,X,X
LSTOJIZ,O,O,X,X,X,O,X
