sequence,v115@BhA8IeC8EeA8AeA8EeC8AeB8CeA8Jei/IvhF5lBGiB?TjB3kBUsBFtB,v115@BhA8IeC8EeA8AeA8EeC8AeB8CeA8JeKEJvhFzfB5lB?XjBctBFsBGsB,v115@BhA8IeC8EeA8AeA8EeC8AeB8CeA8Jex/IvhFXjBTkB?6qBctBGsBFsB,v115@BhA8IeC8EeA8AeA8EeC8AeB8CeA8JeOEJvhF8kB5lB?SsBToBFsBXtB,v115@BhA8IeC8EeA8AeA8EeC8AeB8CeA8Je2EJvhF5lBSsB?ToB3kBUsBFtB,v115@BhA8IeC8EeA8AeA8EeC8AeB8CeA8Je5FJvhFTjBlkB?WtBikBfsB0sB
JSOLTZI,O,X,X,X,X,X
JSOLITZ,O,X,X,X,O,X
JSOLIZT,O,X,O,X,O,X
JSOLZTI,O,X,O,X,X,X
JSOLZIT,O,X,O,X,X,X
JSOZTIL,O,X,X,X,X,X
JSOZTLI,O,X,O,X,X,X
JSOZITL,O,X,X,X,X,X
JSOZILT,O,X,O,X,X,X
JSOZLTI,O,X,O,X,X,X
JSOZLIT,O,X,O,X,X,X
JZTILSO,O,X,X,X,X,X
JZTILOS,O,X,X,O,X,X
JZTISLO,O,X,X,X,X,X
JZTISOL,O,X,X,X,X,X
JZTIOLS,O,X,X,O,X,O
JZTIOSL,O,X,X,X,X,O
JZTLISO,O,X,X,X,X,X
JZTLIOS,O,X,X,O,X,X
JZTLSIO,O,X,X,X,X,X
JZTLSOI,O,X,O,X,X,X
JZTLOIS,O,X,O,O,X,X
JZTLOSI,O,X,O,X,X,X
JZTSILO,O,X,X,X,X,X
JZTSIOL,O,X,X,X,X,X
JZTSLIO,O,X,X,X,X,X
JZTSLOI,O,X,O,X,X,X
JZTSOIL,O,X,X,X,X,X
JZTSOLI,O,X,O,X,X,X
JZTOILS,O,X,X,O,X,O
JZTOISL,O,X,X,X,X,O
JZTOLIS,O,X,O,O,X,X
JZTOLSI,O,X,O,X,X,X
JZTOSIL,O,X,X,X,X,X
JZTOSLI,O,X,O,X,X,X
JZITLSO,O,X,X,X,X,X
JZITLOS,O,X,X,O,X,X
JZITSLO,O,X,X,X,X,X
JZITSOL,O,X,X,X,X,X
JZITOLS,O,X,X,O,X,O
JZITOSL,O,X,X,X,X,O
JZILTSO,O,X,X,X,X,X
JZILTOS,O,X,X,O,X,X
JZILSTO,O,X,X,X,X,X
JZILSOT,O,O,O,O,X,X
JZILOTS,X,X,O,O,X,X
JZILOST,X,O,O,O,O,X
JZISTLO,O,X,X,X,X,X
JZISTOL,O,X,X,X,X,X
JZISLTO,O,X,X,X,X,X
JZISLOT,O,O,O,O,X,X
JZISOTL,O,X,X,X,X,X
JZISOLT,O,X,O,O,X,X
JZIOTLS,O,X,X,O,X,O
JZIOTSL,O,X,X,X,X,O
JZIOLTS,X,X,O,O,X,X
JZIOLST,X,X,O,O,O,X
JZIOSTL,O,X,X,X,X,X
JZIOSLT,O,X,O,O,X,X
JZLTISO,O,X,X,X,X,X
JZLTIOS,O,X,X,O,X,X
JZLTSIO,O,X,X,X,X,X
JZLTSOI,O,X,O,X,X,X
JZLTOIS,O,X,O,O,X,X
JZLTOSI,O,X,O,X,X,X
JZLITSO,O,X,X,X,X,X
JZLITOS,O,X,X,O,X,X
JZLISTO,O,X,X,X,X,X
JZLISOT,O,O,O,O,X,X
JZLIOTS,X,X,O,O,X,X
JZLIOST,X,O,O,O,O,X
JZLSTIO,O,X,X,X,X,X
JZLSTOI,O,X,O,X,X,X
JZLSITO,O,X,X,X,X,X
JZLSIOT,O,O,O,O,X,X
JZLSOTI,O,X,O,X,X,X
JZLSOIT,O,O,O,O,X,X
JZLOTIS,X,X,O,O,X,X
JZLOTSI,X,X,O,X,X,X
JZLOITS,X,X,O,O,X,X
JZLOIST,X,O,O,O,O,X
JZLOSTI,X,X,O,X,X,X
JZLOSIT,X,O,O,O,X,X
JZSTILO,O,X,X,X,X,X
JZSTIOL,O,X,X,X,X,X
JZSTLIO,O,X,X,X,X,X
JZSTLOI,O,X,O,X,X,X
JZSTOIL,O,X,X,X,X,X
JZSTOLI,O,X,O,X,X,X
JZSITLO,O,X,X,X,X,X
JZSITOL,O,X,X,X,X,X
JZSILTO,O,X,X,X,X,X
JZSILOT,O,O,O,O,X,X
JZSIOTL,O,X,X,X,X,X
JZSIOLT,O,X,O,O,X,X
JZSLTIO,O,X,X,X,X,X
JZSLTOI,O,X,O,X,X,X
JZSLITO,O,X,X,X,X,X
JZSLIOT,O,O,O,O,X,X
JZSLOTI,O,X,O,X,X,X
JZSLOIT,O,O,O,O,X,X
JZSOTIL,O,X,X,X,X,X
JZSOTLI,O,X,O,X,X,X
JZSOITL,O,X,X,X,X,X
JZSOILT,O,X,O,O,X,X
JZSOLTI,O,X,O,X,X,X
JZSOLIT,O,X,O,O,X,X
JZOTILS,O,X,X,O,X,O
JZOTISL,O,X,X,X,X,O
JZOTLIS,O,X,O,O,X,X
JZOTLSI,O,X,O,X,X,X
JZOTSIL,O,X,X,X,X,X
JZOTSLI,O,X,O,X,X,X
JZOITLS,O,X,X,O,X,O
JZOITSL,O,X,X,X,X,O
JZOILTS,X,X,O,O,X,X
JZOILST,X,X,O,O,O,X
JZOISTL,O,X,X,X,X,X
JZOISLT,O,X,O,O,X,X
JZOLTIS,X,X,O,O,X,X
JZOLTSI,X,X,O,X,X,X
JZOLITS,X,X,O,O,X,X
JZOLIST,X,X,O,O,O,X
JZOLSTI,X,X,O,X,X,X
JZOLSIT,X,X,O,O,X,X
JZOSTIL,O,X,X,X,X,X
JZOSTLI,O,X,O,X,X,X
JZOSITL,O,X,X,X,X,X
JZOSILT,O,X,O,O,X,X
JZOSLTI,O,X,O,X,X,X
JZOSLIT,O,X,O,O,X,X
JOTILSZ,O,X,X,X,O,O
JOTILZS,X,X,X,X,X,O
JOTISLZ,O,X,X,X,X,O
JOTISZL,O,X,X,X,X,O
JOTIZLS,X,X,X,X,X,O
JOTIZSL,O,X,X,X,X,O
JOTLISZ,O,X,X,X,O,O
JOTLIZS,X,X,O,X,X,O
JOTLSIZ,O,X,X,X,X,X
JOTLSZI,O,X,X,X,X,X
JOTLZIS,X,X,O,X,X,X
JOTLZSI,X,X,O,X,X,X
JOTSILZ,O,X,X,X,X,O
JOTSIZL,O,X,X,X,X,O
JOTSLIZ,O,X,X,X,X,X
JOTSLZI,O,X,X,X,X,X
JOTSZIL,O,X,X,X,X,X
JOTSZLI,O,X,X,X,X,X
JOTZILS,X,X,X,X,X,O
JOTZISL,O,X,X,X,X,O
JOTZLIS,X,X,O,X,X,X
JOTZLSI,X,X,O,X,X,X
JOTZSIL,O,X,X,X,X,X
JOTZSLI,O,X,O,X,X,X
JOITLSZ,O,X,X,X,O,O
JOITLZS,X,X,X,X,X,O
JOITSLZ,O,X,X,X,X,O
JOITSZL,O,X,X,X,X,O
JOITZLS,X,X,X,X,X,O
JOITZSL,O,X,X,X,X,O
JOILTSZ,X,X,X,X,O,O
JOILTZS,X,X,O,X,X,O
JOILSTZ,X,X,X,X,O,X
JOILSZT,X,X,O,X,O,X
JOILZTS,X,X,O,O,X,X
JOILZST,X,X,O,O,O,X
JOISTLZ,O,X,X,X,X,O
JOISTZL,O,X,X,X,X,O
JOISLTZ,O,X,X,X,O,X
JOISLZT,O,X,X,X,O,X
JOISZTL,O,X,X,X,X,X
JOISZLT,O,X,X,X,X,X
JOIZTLS,O,X,X,O,X,O
JOIZTSL,O,X,X,X,X,O
JOIZLTS,X,X,O,O,X,X
JOIZLST,X,X,O,O,O,X
JOIZSTL,O,X,X,X,X,X
JOIZSLT,O,X,O,O,X,X
JOLTISZ,X,X,X,X,O,O
JOLTIZS,X,X,O,X,X,O
JOLTSIZ,X,X,X,X,X,X
JOLTSZI,X,X,X,X,X,X
JOLTZIS,X,X,O,X,X,X
JOLTZSI,X,X,O,X,X,X
JOLITSZ,X,X,X,X,O,O
JOLITZS,X,X,O,X,X,O
JOLISTZ,X,X,X,X,O,X
JOLISZT,X,X,O,X,O,X
JOLIZTS,X,X,O,O,X,X
JOLIZST,X,X,O,O,O,X
JOLSTIZ,X,X,X,X,X,X
JOLSTZI,X,X,X,X,X,X
JOLSITZ,X,X,X,X,O,X
JOLSIZT,X,X,O,X,O,X
JOLSZTI,X,X,O,X,X,X
JOLSZIT,X,X,O,X,X,X
JOLZTIS,X,X,O,O,X,X
JOLZTSI,X,X,O,X,X,X
JOLZITS,X,X,O,O,X,X
JOLZIST,X,X,O,O,O,X
JOLZSTI,X,X,O,X,X,X
JOLZSIT,X,X,O,O,X,X
JOSTILZ,O,X,X,X,X,O
JOSTIZL,O,X,X,X,X,O
JOSTLIZ,O,X,X,X,X,X
JOSTLZI,O,X,X,X,X,X
JOSTZIL,O,X,X,X,X,X
JOSTZLI,O,X,X,X,X,X
JOSITLZ,O,X,X,X,X,O
JOSITZL,O,X,X,X,X,O
JOSILTZ,O,X,X,X,O,X
JOSILZT,O,X,X,X,O,X
JOSIZTL,O,X,X,X,X,X
JOSIZLT,O,X,X,X,X,X
JOSLTIZ,O,X,X,X,X,X
JOSLTZI,O,X,X,X,X,X
JOSLITZ,O,X,X,X,O,X
JOSLIZT,O,X,O,X,O,X
JOSLZTI,O,X,O,X,X,X
JOSLZIT,O,X,O,X,X,X
JOSZTIL,O,X,X,X,X,X
JOSZTLI,O,X,O,X,X,X
JOSZITL,O,X,X,X,X,X
JOSZILT,O,X,O,X,X,X
JOSZLTI,O,X,O,X,X,X
JOSZLIT,O,X,O,X,X,X
JOZTILS,O,X,X,O,X,O
JOZTISL,O,X,X,X,X,O
JOZTLIS,O,X,O,O,X,X
JOZTLSI,O,X,O,X,X,X
JOZTSIL,O,X,X,X,X,X
JOZTSLI,O,X,O,X,X,X
JOZITLS,O,X,X,O,X,O
JOZITSL,O,X,X,X,X,O
JOZILTS,X,X,O,O,X,X
JOZILST,X,X,O,O,O,X
JOZISTL,O,X,X,X,X,X
JOZISLT,O,X,O,O,X,X
JOZLTIS,X,X,O,O,X,X
JOZLTSI,X,X,O,X,X,X
JOZLITS,X,X,O,O,X,X
JOZLIST,X,X,O,O,O,X
JOZLSTI,X,X,O,X,X,X
JOZLSIT,X,X,O,O,X,X
JOZSTIL,O,X,X,X,X,X
JOZSTLI,O,X,O,X,X,X
JOZSITL,O,X,X,X,X,X
JOZSILT,O,X,O,O,X,X
JOZSLTI,O,X,O,X,X,X
JOZSLIT,O,X,O,O,X,X
STILJZO,O,X,X,X,X,X
STILJOZ,O,X,X,X,X,X
STILZJO,O,O,X,X,X,X
STILZOJ,O,O,X,X,X,X
STILOJZ,O,X,X,X,X,X
STILOZJ,O,O,X,X,X,X
STIJLZO,O,X,X,X,X,X
STIJLOZ,O,X,X,X,X,X
STIJZLO,O,X,X,X,X,X
STIJZOL,O,X,X,X,X,X
STIJOLZ,O,X,X,X,X,O
STIJOZL,O,X,X,X,X,O
STIZLJO,O,O,X,X,X,X
STIZLOJ,O,O,X,X,X,X
STIZJLO,O,O,X,X,X,X
STIZJOL,O,X,X,X,X,X
STIZOLJ,O,O,X,X,X,X
STIZOJL,O,X,X,X,X,X
STIOLJZ,O,X,X,X,X,X
STIOLZJ,O,X,X,X,X,X
STIOJLZ,O,X,X,X,X,X
STIOJZL,O,X,X,X,X,X
STIOZLJ,O,X,X,X,X,X
STIOZJL,O,X,X,X,X,X
STLIJZO,O,X,X,X,X,X
STLIJOZ,O,X,X,X,X,X
STLIZJO,O,O,X,X,X,X
STLIZOJ,O,O,X,X,X,X
STLIOJZ,O,X,X,X,X,X
STLIOZJ,O,O,X,X,X,X
STLJIZO,O,X,X,X,X,X
STLJIOZ,O,X,X,X,X,X
STLJZIO,O,X,X,X,X,X
STLJZOI,O,X,X,X,X,X
STLJOIZ,O,X,X,X,X,X
STLJOZI,O,X,X,X,X,X
STLZIJO,O,O,X,X,X,X
STLZIOJ,O,O,X,X,X,X
STLZJIO,O,O,X,X,X,X
STLZJOI,O,O,X,X,X,X
STLZOIJ,O,O,X,X,X,X
STLZOJI,O,O,X,X,X,X
STLOIJZ,O,X,X,X,X,X
STLOIZJ,O,O,X,X,X,X
STLOJIZ,O,X,X,X,X,X
STLOJZI,O,X,X,X,X,X
STLOZIJ,O,O,X,X,X,X
STLOZJI,O,O,X,X,X,X
STJILZO,O,X,X,X,X,X
STJILOZ,O,X,X,X,X,X
STJIZLO,O,X,X,X,X,X
STJIZOL,O,X,X,X,X,X
STJIOLZ,O,X,X,X,X,O
STJIOZL,O,X,X,X,X,O
STJLIZO,O,X,X,X,X,X
STJLIOZ,O,X,X,X,X,X
STJLZIO,O,X,X,X,X,X
STJLZOI,O,X,X,X,X,X
STJLOIZ,O,X,X,X,X,X
STJLOZI,O,X,X,X,X,X
STJZILO,O,X,X,X,X,X
STJZIOL,O,X,X,X,X,X
STJZLIO,O,X,X,X,X,X
STJZLOI,O,X,X,X,X,X
STJZOIL,O,X,X,X,X,X
STJZOLI,O,X,X,X,X,X
STJOILZ,O,X,X,X,X,O
STJOIZL,O,X,X,X,X,O
STJOLIZ,O,X,X,X,X,X
STJOLZI,O,X,X,X,X,X
STJOZIL,O,X,X,X,X,X
STJOZLI,O,X,X,X,X,X
STZILJO,O,O,X,X,X,X
STZILOJ,O,O,X,X,X,X
STZIJLO,O,O,X,X,X,X
STZIJOL,O,X,X,X,X,X
STZIOLJ,O,O,X,X,X,X
STZIOJL,O,X,X,X,X,X
STZLIJO,O,O,X,X,X,X
STZLIOJ,O,O,X,X,X,X
STZLJIO,O,O,X,X,X,X
STZLJOI,O,O,X,X,X,X
STZLOIJ,O,O,X,X,X,X
STZLOJI,O,O,X,X,X,X
STZJILO,O,O,X,X,X,X
STZJIOL,O,X,X,X,X,X
STZJLIO,O,O,X,X,X,X
STZJLOI,O,O,X,X,X,X
STZJOIL,O,X,X,X,X,X
STZJOLI,O,X,X,X,X,X
STZOILJ,O,O,X,X,X,X
STZOIJL,O,X,X,X,X,X
STZOLIJ,O,O,X,X,X,X
STZOLJI,O,O,X,X,X,X
STZOJIL,O,X,X,X,X,X
STZOJLI,O,X,X,X,X,X
STOILJZ,O,X,X,X,X,X
STOILZJ,O,X,X,X,X,X
STOIJLZ,O,X,X,X,X,X
STOIJZL,O,X,X,X,X,X
STOIZLJ,O,X,X,X,X,X
STOIZJL,O,X,X,X,X,X
STOLIJZ,O,X,X,X,X,X
STOLIZJ,O,X,X,X,X,X
STOLJIZ,O,X,X,X,X,X
STOLJZI,O,X,X,X,X,X
STOLZIJ,O,X,X,X,X,X
STOLZJI,O,X,X,X,X,X
STOJILZ,O,X,X,X,X,X
STOJIZL,O,X,X,X,X,X
STOJLIZ,O,X,X,X,X,X
STOJLZI,O,X,X,X,X,X
STOJZIL,O,X,X,X,X,X
STOJZLI,O,X,X,X,X,X
STOZILJ,O,X,X,X,X,X
STOZIJL,O,X,X,X,X,X
STOZLIJ,O,X,X,X,X,X
STOZLJI,O,X,X,X,X,X
STOZJIL,O,X,X,X,X,X
STOZJLI,O,X,X,X,X,X
SITLJZO,O,X,X,X,X,X
SITLJOZ,O,X,X,X,X,X
SITLZJO,O,O,X,X,X,X
SITLZOJ,O,O,X,X,X,X
SITLOJZ,O,X,X,X,X,X
SITLOZJ,O,O,X,X,X,X
SITJLZO,O,X,X,X,X,X
SITJLOZ,O,X,X,X,X,X
SITJZLO,O,X,X,X,X,X
SITJZOL,O,X,X,X,X,X
SITJOLZ,O,X,X,X,X,O
SITJOZL,O,X,X,X,X,O
SITZLJO,O,O,X,X,X,X
SITZLOJ,O,O,X,X,X,X
SITZJLO,O,O,X,X,X,X
SITZJOL,O,X,X,X,X,X
SITZOLJ,O,O,X,X,X,X
SITZOJL,O,X,X,X,X,X
SITOLJZ,O,X,X,X,X,X
SITOLZJ,O,X,X,X,X,X
SITOJLZ,O,X,X,X,X,X
SITOJZL,O,X,X,X,X,X
SITOZLJ,O,X,X,X,X,X
SITOZJL,O,X,X,X,X,X
SILTJZO,O,X,X,X,X,X
SILTJOZ,O,X,X,X,X,X
SILTZJO,O,O,X,X,X,X
SILTZOJ,O,O,X,X,X,X
SILTOJZ,O,X,X,X,X,X
SILTOZJ,O,O,X,X,X,X
SILJTZO,O,X,X,X,X,X
SILJTOZ,O,X,X,X,X,X
SILJZTO,O,X,X,X,X,X
SILJZOT,O,X,X,X,X,X
SILJOTZ,O,X,X,X,O,X
SILJOZT,O,X,X,X,O,X
SILZTJO,O,X,X,X,X,X
SILZTOJ,O,O,X,X,X,X
SILZJTO,O,X,X,X,X,X
SILZJOT,O,O,X,O,X,X
SILZOTJ,O,O,X,X,X,X
SILZOJT,O,O,X,O,X,X
SILOTJZ,O,X,X,X,X,X
SILOTZJ,O,O,X,X,X,X
SILOJTZ,O,X,X,X,O,X
SILOJZT,O,X,X,X,O,X
SILOZTJ,O,O,X,X,X,X
SILOZJT,O,O,X,O,X,X
SIJTLZO,O,X,X,X,X,X
SIJTLOZ,O,X,X,X,X,X
SIJTZLO,O,X,X,X,X,X
SIJTZOL,O,X,X,X,X,X
SIJTOLZ,O,X,X,X,X,O
SIJTOZL,O,X,X,X,X,O
SIJLTZO,O,X,X,X,X,X
SIJLTOZ,O,X,X,X,X,X
SIJLZTO,O,X,X,X,X,X
SIJLZOT,O,X,X,X,X,X
SIJLOTZ,O,X,X,X,O,X
SIJLOZT,O,X,X,X,O,X
SIJZTLO,O,X,X,X,X,X
SIJZTOL,O,X,X,X,X,X
SIJZLTO,O,X,X,X,X,X
SIJZLOT,O,X,X,X,X,X
SIJZOTL,O,X,X,X,X,X
SIJZOLT,O,X,X,X,X,X
SIJOTLZ,O,X,X,X,X,O
SIJOTZL,O,X,X,X,X,O
SIJOLTZ,O,X,X,X,O,X
SIJOLZT,O,X,X,X,O,X
SIJOZTL,O,X,X,X,X,X
SIJOZLT,O,X,X,X,X,X
SIZTLJO,O,X,X,X,X,X
SIZTLOJ,O,O,X,X,X,X
SIZTJLO,O,X,X,X,X,X
SIZTJOL,O,X,X,X,X,X
SIZTOLJ,O,X,X,X,X,X
SIZTOJL,O,X,X,X,X,X
SIZLTJO,O,X,X,X,X,X
SIZLTOJ,O,O,X,X,X,X
SIZLJTO,O,X,X,X,X,X
SIZLJOT,O,O,X,O,X,X
SIZLOTJ,O,O,X,X,X,X
SIZLOJT,O,O,X,O,X,X
SIZJTLO,O,X,X,X,X,X
SIZJTOL,O,X,X,X,X,X
SIZJLTO,O,X,X,X,X,X
SIZJLOT,O,O,X,O,X,X
SIZJOTL,O,X,X,X,X,X
SIZJOLT,O,X,X,O,X,X
SIZOTLJ,O,X,X,X,X,X
SIZOTJL,O,X,X,X,X,X
SIZOLTJ,O,O,X,X,X,X
SIZOLJT,O,O,X,O,X,X
SIZOJTL,O,X,X,X,X,X
SIZOJLT,O,X,X,O,X,X
SIOTLJZ,O,X,X,X,X,X
SIOTLZJ,O,X,X,X,X,X
SIOTJLZ,O,X,X,X,X,X
SIOTJZL,O,X,X,X,X,X
SIOTZLJ,O,X,X,X,X,X
SIOTZJL,O,X,X,X,X,X
SIOLTJZ,O,X,X,X,X,X
SIOLTZJ,O,X,X,X,X,X
SIOLJTZ,O,X,X,X,O,X
SIOLJZT,O,X,X,X,O,X
SIOLZTJ,O,X,X,X,X,X
SIOLZJT,O,X,X,O,X,X
SIOJTLZ,O,X,X,X,X,X
SIOJTZL,O,X,X,X,X,X
SIOJLTZ,O,X,X,X,O,X
SIOJLZT,O,X,X,X,O,X
SIOJZTL,O,X,X,X,X,X
SIOJZLT,O,X,X,X,X,X
SIOZTLJ,O,X,X,X,X,X
SIOZTJL,O,X,X,X,X,X
SIOZLTJ,O,X,X,X,X,X
SIOZLJT,O,X,X,O,X,X
SIOZJTL,O,X,X,X,X,X
SIOZJLT,O,X,X,O,X,X
SLTIJZO,O,X,X,X,X,X
SLTIJOZ,O,X,X,X,X,X
SLTIZJO,O,O,X,X,X,X
SLTIZOJ,O,O,X,X,X,X
SLTIOJZ,O,X,X,X,X,X
SLTIOZJ,O,O,X,X,X,X
SLTJIZO,O,X,X,X,X,X
SLTJIOZ,O,X,X,X,X,X
SLTJZIO,O,X,X,X,X,X
SLTJZOI,O,X,X,X,X,X
SLTJOIZ,O,X,X,X,X,X
SLTJOZI,O,X,X,X,X,X
SLTZIJO,O,O,X,X,X,X
SLTZIOJ,O,O,X,X,X,X
SLTZJIO,O,O,X,X,X,X
SLTZJOI,O,O,X,X,X,X
SLTZOIJ,O,O,X,X,X,X
SLTZOJI,O,O,X,X,X,X
SLTOIJZ,O,X,X,X,X,X
SLTOIZJ,O,O,X,X,X,X
SLTOJIZ,O,X,X,X,X,X
SLTOJZI,O,X,X,X,X,X
SLTOZIJ,O,O,X,X,X,X
SLTOZJI,O,O,X,X,X,X
SLITJZO,O,X,X,X,X,X
SLITJOZ,O,X,X,X,X,X
SLITZJO,O,O,X,X,X,X
SLITZOJ,O,O,X,X,X,X
SLITOJZ,O,X,X,X,X,X
SLITOZJ,O,O,X,X,X,X
SLIJTZO,O,X,X,X,X,X
SLIJTOZ,O,X,X,X,X,X
SLIJZTO,O,X,X,X,X,X
SLIJZOT,O,X,X,X,X,X
SLIJOTZ,O,X,X,X,O,X
SLIJOZT,O,X,X,X,O,X
SLIZTJO,O,X,X,X,X,X
SLIZTOJ,O,O,X,X,X,X
SLIZJTO,O,X,X,X,X,X
SLIZJOT,O,O,X,O,X,X
SLIZOTJ,O,O,X,X,X,X
SLIZOJT,O,O,X,O,X,X
SLIOTJZ,O,X,X,X,X,X
SLIOTZJ,O,O,X,X,X,X
SLIOJTZ,O,X,X,X,O,X
SLIOJZT,O,X,X,X,O,X
SLIOZTJ,O,O,X,X,X,X
SLIOZJT,O,O,X,O,X,X
SLJTIZO,O,X,X,X,X,X
SLJTIOZ,O,X,X,X,X,X
SLJTZIO,O,X,X,X,X,X
SLJTZOI,O,X,X,X,X,X
SLJTOIZ,O,X,X,X,X,X
SLJTOZI,O,X,X,X,X,X
SLJITZO,O,X,X,X,X,X
SLJITOZ,O,X,X,X,X,X
SLJIZTO,O,X,X,X,X,X
SLJIZOT,O,X,X,X,X,X
SLJIOTZ,O,X,X,X,O,X
SLJIOZT,O,X,X,X,O,X
SLJZTIO,O,X,X,X,X,X
SLJZTOI,O,X,O,X,X,X
SLJZITO,O,X,X,X,X,X
SLJZIOT,O,X,O,X,X,X
SLJZOTI,O,X,O,X,X,X
SLJZOIT,O,X,O,X,X,X
SLJOTIZ,O,X,X,X,X,X
SLJOTZI,O,X,X,X,X,X
SLJOITZ,O,X,X,X,O,X
SLJOIZT,O,X,O,X,O,X
SLJOZTI,O,X,O,X,X,X
SLJOZIT,O,X,O,X,X,X
SLZTIJO,O,X,X,X,X,X
SLZTIOJ,O,O,X,X,X,X
SLZTJIO,O,X,X,X,X,X
SLZTJOI,O,X,X,X,X,X
SLZTOIJ,O,O,O,X,X,X
SLZTOJI,O,X,O,X,X,X
SLZITJO,O,X,X,X,X,X
SLZITOJ,O,O,X,X,X,X
SLZIJTO,O,X,X,X,X,X
SLZIJOT,O,O,X,O,X,X
SLZIOTJ,O,O,O,X,X,X
SLZIOJT,O,O,O,O,X,X
SLZJTIO,O,X,X,X,X,X
SLZJTOI,O,X,O,X,X,X
SLZJITO,O,X,X,X,X,X
SLZJIOT,O,O,O,O,X,X
SLZJOTI,O,X,O,X,X,X
SLZJOIT,O,O,O,O,X,X
SLZOTIJ,O,O,O,X,X,X
SLZOTJI,O,X,O,X,X,X
SLZOITJ,O,O,O,X,X,X
SLZOIJT,O,O,O,O,X,X
SLZOJTI,O,X,O,X,X,X
SLZOJIT,O,O,O,O,X,X
SLOTIJZ,O,X,X,X,X,X
SLOTIZJ,O,O,X,X,X,X
SLOTJIZ,O,X,X,X,X,X
SLOTJZI,O,X,X,X,X,X
SLOTZIJ,O,O,X,X,X,X
SLOTZJI,O,O,X,X,X,X
SLOITJZ,O,X,X,X,X,X
SLOITZJ,O,O,X,X,X,X
SLOIJTZ,O,X,X,X,O,X
SLOIJZT,O,X,O,X,O,X
SLOIZTJ,O,O,O,X,X,X
SLOIZJT,O,O,O,O,X,X
SLOJTIZ,O,X,X,X,X,X
SLOJTZI,O,X,X,X,X,X
SLOJITZ,O,X,X,X,O,X
SLOJIZT,O,X,O,X,O,X
SLOJZTI,O,X,O,X,X,X
SLOJZIT,O,X,O,X,X,X
SLOZTIJ,O,O,O,X,X,X
SLOZTJI,O,X,O,X,X,X
SLOZITJ,O,O,O,X,X,X
SLOZIJT,O,O,O,O,X,X
SLOZJTI,O,X,O,X,X,X
SLOZJIT,O,O,O,O,X,X
SJTILZO,O,X,X,X,X,X
SJTILOZ,O,X,X,X,X,X
SJTIZLO,O,X,X,X,X,X
SJTIZOL,O,X,X,X,X,X
SJTIOLZ,O,X,X,X,X,O
SJTIOZL,O,X,X,X,X,O
SJTLIZO,O,X,X,X,X,X
SJTLIOZ,O,X,X,X,X,X
SJTLZIO,O,X,X,X,X,X
SJTLZOI,O,X,X,X,X,X
SJTLOIZ,O,X,X,X,X,X
SJTLOZI,O,X,X,X,X,X
SJTZILO,O,X,X,X,X,X
SJTZIOL,O,X,X,X,X,X
SJTZLIO,O,X,X,X,X,X
SJTZLOI,O,X,X,X,X,X
SJTZOIL,O,X,X,X,X,X
SJTZOLI,O,X,X,X,X,X
SJTOILZ,O,X,X,X,X,O
SJTOIZL,O,X,X,X,X,O
SJTOLIZ,O,X,X,X,X,X
SJTOLZI,O,X,X,X,X,X
SJTOZIL,O,X,X,X,X,X
SJTOZLI,O,X,X,X,X,X
SJITLZO,O,X,X,X,X,X
SJITLOZ,O,X,X,X,X,X
SJITZLO,O,X,X,X,X,X
SJITZOL,O,X,X,X,X,X
SJITOLZ,O,X,X,X,X,O
SJITOZL,O,X,X,X,X,O
SJILTZO,O,X,X,X,X,X
SJILTOZ,O,X,X,X,X,X
SJILZTO,O,X,X,X,X,X
SJILZOT,O,X,X,X,X,X
SJILOTZ,O,X,X,X,O,X
SJILOZT,O,X,X,X,O,X
SJIZTLO,O,X,X,X,X,X
SJIZTOL,O,X,X,X,X,X
SJIZLTO,O,X,X,X,X,X
SJIZLOT,O,X,X,X,X,X
SJIZOTL,O,X,X,X,X,X
SJIZOLT,O,X,X,X,X,X
SJIOTLZ,O,X,X,X,X,O
SJIOTZL,O,X,X,X,X,O
SJIOLTZ,O,X,X,X,O,X
SJIOLZT,O,X,X,X,O,X
SJIOZTL,O,X,X,X,X,X
SJIOZLT,O,X,X,X,X,X
SJLTIZO,O,X,X,X,X,X
SJLTIOZ,O,X,X,X,X,X
SJLTZIO,O,X,X,X,X,X
SJLTZOI,O,X,X,X,X,X
SJLTOIZ,O,X,X,X,X,X
SJLTOZI,O,X,X,X,X,X
SJLITZO,O,X,X,X,X,X
SJLITOZ,O,X,X,X,X,X
SJLIZTO,O,X,X,X,X,X
SJLIZOT,O,X,X,X,X,X
SJLIOTZ,O,X,X,X,O,X
SJLIOZT,O,X,X,X,O,X
SJLZTIO,O,X,X,X,X,X
SJLZTOI,O,X,O,X,X,X
SJLZITO,O,X,X,X,X,X
SJLZIOT,O,X,O,X,X,X
SJLZOTI,O,X,O,X,X,X
SJLZOIT,O,X,O,X,X,X
SJLOTIZ,O,X,X,X,X,X
SJLOTZI,O,X,X,X,X,X
SJLOITZ,O,X,X,X,O,X
SJLOIZT,O,X,O,X,O,X
SJLOZTI,O,X,O,X,X,X
SJLOZIT,O,X,O,X,X,X
SJZTILO,O,X,X,X,X,X
SJZTIOL,O,X,X,X,X,X
SJZTLIO,O,X,X,X,X,X
SJZTLOI,O,X,O,X,X,X
SJZTOIL,O,X,X,X,X,X
SJZTOLI,O,X,O,X,X,X
SJZITLO,O,X,X,X,X,X
