sequence,v115@ChC8HeB8GeB8CeA8DeD8KeT/IvhF/lBUhBeoB5oBlp?ByvB,v115@ChC8HeB8GeB8CeA8DeD8Kel/IvhFUhBeoB5oB/pBTl?ByvB,v115@ChC8HeB8GeB8CeA8DeD8KeKEJvhFzfBUhBeoB5oBfr?BVvB,v115@ChC8HeB8GeB8CeA8DeD8Kei/IvhFUhBTjB3kB1qBGt?BRvB,v115@ChC8HeB8GeB8CeA8DeD8KeT/IvhFxlB6tBXoB0pBlq?BmqB,v115@ChC8HeB8GeB8CeA8DeD8Kex/IvhFVmBTjB/pBUlByv?BGtB,v115@ChC8HeB8GeB8CeA8DeD8Kem/IvhFUhBTkB1qBXoB6t?BRvB,v115@ChC8HeB8GeB8CeA8DeD8KeUBJvhFxkBXoB6tBlpBzq?BmpB,v115@ChC8HeB8GeB8CeA8DeD8KeKEJvhFflBVmBTjB0lBGt?BRvB,v115@ChC8HeB8GeB8CeA8DeD8KelAJvhFTjBikBXmB0kBGt?BRvB,v115@ChC8HeB8GeB8CeA8DeD8Kex/IvhFTjB/pBUlBFmBGt?ByvB,v115@ChC8HeB8GeB8CeA8DeD8Kei/IvhFeoB5oBFlBXmB0p?BzqB,v115@ChC8HeB8GeB8CeA8DeD8Kex/IvhFVmBmkB6tBXoB0p?BzqB
JZSTOLI,X,X,X,X,X,O,X,X,X,O,O,O,X
JZSITLO,X,O,X,O,X,O,X,X,X,O,O,O,X
JZSITOL,X,O,X,O,X,O,O,X,X,O,O,O,X
JZSILTO,O,O,X,X,X,X,X,X,X,O,X,O,X
JZSILOT,O,O,X,X,X,X,X,X,X,O,X,X,X
JZSIOTL,X,O,X,O,X,O,X,X,X,O,O,O,X
JZSIOLT,X,O,X,X,X,X,X,X,X,O,X,X,X
JZSLTIO,O,O,X,X,X,O,X,X,X,X,O,O,O
JZSLTOI,O,O,X,X,X,O,X,X,X,O,O,O,O
JZSLITO,O,O,X,X,X,X,X,X,X,X,X,O,X
JZSLIOT,O,O,X,X,X,X,X,X,X,X,X,X,X
JZSLOTI,O,O,X,X,X,O,X,X,X,O,O,X,X
JZSLOIT,O,O,X,X,X,X,X,X,X,X,X,X,X
JZSOTIL,X,O,X,X,X,O,X,O,X,O,O,O,X
JZSOTLI,X,X,X,X,X,O,X,X,X,O,O,O,X
JZSOITL,X,O,X,O,X,O,X,O,X,O,O,O,X
JZSOILT,X,O,X,X,X,X,X,O,X,O,X,X,X
JZSOLTI,X,O,X,X,X,O,X,X,X,O,O,X,X
JZSOLIT,X,O,X,X,X,X,X,X,X,X,X,X,X
JZOTILS,X,X,X,O,O,O,X,X,O,X,X,O,O
JZOTISL,X,X,X,O,X,O,X,O,X,X,X,O,O
JZOTLIS,X,X,X,X,O,O,X,X,X,X,X,O,O
JZOTLSI,X,X,X,X,X,O,X,X,O,X,X,O,O
JZOTSIL,X,X,X,X,X,O,X,O,X,X,O,O,O
JZOTSLI,X,X,X,X,X,O,X,X,X,X,O,O,O
JZOITLS,X,X,X,O,X,X,X,X,O,X,X,O,X
JZOITSL,X,X,X,O,X,X,X,X,X,X,X,O,X
JZOILTS,X,O,X,O,O,X,X,X,O,X,X,O,X
JZOILST,O,O,X,X,O,X,X,X,O,O,X,X,X
JZOISTL,X,O,X,O,X,X,X,O,X,O,X,O,X
JZOISLT,X,O,X,X,X,X,X,O,X,O,X,X,X
JZOLTIS,X,O,X,X,O,O,X,X,X,X,X,O,O
JZOLTSI,X,O,X,X,X,O,X,X,O,X,X,O,O
JZOLITS,X,O,X,O,O,X,X,X,O,X,X,O,X
JZOLIST,O,O,X,X,O,X,X,X,O,O,X,X,X
JZOLSTI,O,O,X,X,X,O,X,X,O,O,X,X,X
JZOLSIT,O,O,X,X,X,X,X,X,O,X,X,X,X
JZOSTIL,X,O,X,X,X,O,X,O,X,O,O,O,X
JZOSTLI,X,X,X,X,X,O,X,X,X,O,O,O,X
JZOSITL,X,O,X,O,X,O,X,O,X,O,O,O,X
JZOSILT,X,O,X,X,X,X,X,O,X,O,X,X,X
JZOSLTI,X,O,X,X,X,O,X,X,X,O,O,X,X
JZOSLIT,X,O,X,X,X,X,X,X,X,X,X,X,X
JOTILSZ,O,X,O,O,X,O,X,X,O,O,X,X,X
JOTILZS,O,X,O,O,X,O,X,X,O,X,X,X,X
JOTISLZ,O,X,O,O,X,O,X,X,O,O,X,X,X
JOTISZL,O,X,O,O,X,O,X,O,X,O,O,X,X
JOTIZLS,O,X,X,O,X,O,X,X,O,X,X,X,X
JOTIZSL,O,X,X,O,X,O,X,O,X,X,X,X,X
JOTLISZ,O,X,O,X,X,O,X,X,O,O,X,X,X
JOTLIZS,O,X,O,X,X,O,X,X,O,X,X,X,X
JOTLSIZ,O,X,O,X,X,O,X,X,O,O,X,X,X
JOTLSZI,O,X,O,X,X,O,X,X,O,O,O,X,X
JOTLZIS,O,X,O,X,X,O,X,X,X,X,X,X,O
JOTLZSI,O,X,O,X,X,O,X,X,O,X,X,X,O
JOTSILZ,O,X,O,X,X,O,X,X,O,O,X,X,X
JOTSIZL,O,X,O,X,X,O,X,O,X,O,O,X,X
JOTSLIZ,O,X,O,X,X,O,X,X,O,O,X,X,X
JOTSLZI,O,X,O,X,X,O,X,X,O,O,O,X,X
JOTSZIL,O,X,O,X,X,O,X,O,X,O,O,X,X
JOTSZLI,O,X,O,X,X,O,X,X,X,O,O,X,X
JOTZILS,O,X,X,O,X,O,X,X,O,X,X,X,O
JOTZISL,O,X,X,O,X,O,X,O,X,X,X,X,O
JOTZLIS,O,X,X,X,X,O,X,X,X,X,X,X,O
JOTZLSI,O,X,X,X,X,O,X,X,O,X,X,X,O
JOTZSIL,O,X,X,X,X,O,X,O,X,X,O,X,O
JOTZSLI,O,X,X,X,X,O,X,X,X,X,O,X,O
JOITLSZ,O,X,O,O,X,O,O,X,O,O,X,X,X
JOITLZS,O,X,O,O,X,O,O,X,O,X,X,X,X
JOITSLZ,O,X,O,O,X,O,O,X,O,O,X,X,X
JOITSZL,O,X,O,O,X,O,O,X,X,O,O,X,X
JOITZLS,O,X,X,O,X,O,O,X,O,X,X,X,X
JOITZSL,O,X,X,O,X,O,O,X,X,X,X,X,X
JOILTSZ,O,O,O,O,X,O,X,X,O,O,X,X,X
JOILTZS,O,O,O,O,X,O,X,X,O,X,X,X,X
JOILSTZ,O,O,O,X,X,O,X,X,O,O,X,X,X
JOILSZT,O,O,X,X,X,X,X,X,O,O,X,X,X
JOILZTS,X,O,O,O,X,X,X,X,O,X,X,X,X
JOILZST,O,O,X,X,X,X,X,X,O,O,X,X,X
JOISTLZ,X,O,X,O,X,O,O,X,O,O,X,X,X
JOISTZL,X,O,X,O,X,O,O,X,X,O,O,X,X
JOISLTZ,X,O,X,X,X,O,X,X,O,O,X,X,X
JOISLZT,X,O,X,X,X,X,X,X,O,O,X,X,X
JOISZTL,X,O,X,O,X,O,X,O,X,O,O,O,X
JOISZLT,X,O,X,X,X,X,X,O,X,O,X,X,X
JOIZTLS,X,X,X,O,X,X,X,X,O,X,X,O,X
JOIZTSL,X,X,X,O,X,X,X,X,X,X,X,O,X
JOIZLTS,X,O,X,O,X,X,X,X,O,X,X,O,X
JOIZLST,O,O,X,X,X,X,X,X,O,O,X,X,X
JOIZSTL,X,O,X,O,X,X,X,O,X,O,X,O,X
JOIZSLT,X,O,X,X,X,X,X,O,X,O,X,X,X
JOLTISZ,O,O,O,X,X,O,X,X,O,O,X,X,X
JOLTIZS,O,O,O,X,X,O,X,X,O,X,X,X,X
JOLTSIZ,O,O,O,X,X,O,X,X,O,O,X,X,X
JOLTSZI,O,O,O,X,X,O,X,X,O,O,O,X,X
JOLTZIS,O,O,O,X,X,O,X,X,X,X,X,X,O
JOLTZSI,O,O,O,X,X,O,X,X,O,X,X,X,O
JOLITSZ,O,O,O,O,X,O,X,X,O,O,X,X,X
JOLITZS,O,O,O,O,X,O,X,X,O,X,X,X,X
JOLISTZ,O,O,O,X,X,O,X,X,O,O,X,X,X
JOLISZT,O,O,X,X,X,X,X,X,O,O,X,X,X
JOLIZTS,X,O,O,O,X,X,X,X,O,X,X,X,X
JOLIZST,O,O,X,X,X,X,X,X,O,O,X,X,X
JOLSTIZ,O,O,O,X,X,O,X,X,O,O,X,X,X
JOLSTZI,O,O,O,X,X,O,X,X,O,O,O,X,X
JOLSITZ,O,O,O,X,X,O,X,X,O,O,X,X,X
JOLSIZT,O,O,X,X,X,X,X,X,O,O,X,X,X
JOLSZTI,O,O,X,X,X,O,X,X,O,O,O,X,X
JOLSZIT,O,O,X,X,X,X,X,X,O,X,X,X,X
JOLZTIS,X,O,O,X,X,O,X,X,X,X,X,X,O
JOLZTSI,X,O,O,X,X,O,X,X,O,X,X,X,O
JOLZITS,X,O,O,O,X,X,X,X,O,X,X,X,X
JOLZIST,O,O,X,X,X,X,X,X,O,O,X,X,X
JOLZSTI,O,O,X,X,X,O,X,X,O,O,X,X,X
JOLZSIT,O,O,X,X,X,X,X,X,O,X,X,X,X
JOSTILZ,X,O,X,X,X,O,X,X,O,O,X,X,X
JOSTIZL,X,O,X,X,X,O,X,O,X,O,O,X,X
JOSTLIZ,X,O,X,X,X,O,X,X,O,O,X,X,X
JOSTLZI,X,O,X,X,X,O,X,X,O,O,O,X,X
JOSTZIL,X,O,X,X,X,O,X,O,X,O,O,X,X
JOSTZLI,X,X,X,X,X,O,X,X,X,O,O,X,X
JOSITLZ,X,O,X,O,X,O,O,X,O,O,X,X,X
JOSITZL,X,O,X,O,X,O,O,X,X,O,O,X,X
JOSILTZ,X,O,X,X,X,O,X,X,O,O,X,X,X
JOSILZT,X,O,X,X,X,X,X,X,O,O,X,X,X
JOSIZTL,X,O,X,O,X,O,X,O,X,O,O,O,X
JOSIZLT,X,O,X,X,X,X,X,O,X,O,X,X,X
JOSLTIZ,X,O,X,X,X,O,X,X,O,O,X,X,X
JOSLTZI,X,O,X,X,X,O,X,X,O,O,O,X,X
JOSLITZ,X,O,X,X,X,O,X,X,O,O,X,X,X
JOSLIZT,X,O,X,X,X,X,X,X,O,O,X,X,X
JOSLZTI,X,O,X,X,X,O,X,X,O,O,O,X,X
JOSLZIT,X,O,X,X,X,X,X,X,O,X,X,X,X
JOSZTIL,X,O,X,X,X,O,X,O,X,O,O,O,X
JOSZTLI,X,X,X,X,X,O,X,X,X,O,O,O,X
JOSZITL,X,O,X,O,X,O,X,O,X,O,O,O,X
JOSZILT,X,O,X,X,X,X,X,O,X,O,X,X,X
JOSZLTI,X,O,X,X,X,O,X,X,X,O,O,X,X
JOSZLIT,X,O,X,X,X,X,X,X,X,X,X,X,X
JOZTILS,X,X,X,O,X,O,X,X,O,X,X,O,O
JOZTISL,X,X,X,O,X,O,X,O,X,X,X,O,O
JOZTLIS,X,X,X,X,X,O,X,X,X,X,X,O,O
JOZTLSI,X,X,X,X,X,O,X,X,O,X,X,O,O
JOZTSIL,X,X,X,X,X,O,X,O,X,X,O,O,O
JOZTSLI,X,X,X,X,X,O,X,X,X,X,O,O,O
JOZITLS,X,X,X,O,X,X,X,X,O,X,X,O,X
JOZITSL,X,X,X,O,X,X,X,X,X,X,X,O,X
JOZILTS,X,O,X,O,X,X,X,X,O,X,X,O,X
JOZILST,O,O,X,X,X,X,X,X,O,O,X,X,X
JOZISTL,X,O,X,O,X,X,X,O,X,O,X,O,X
JOZISLT,X,O,X,X,X,X,X,O,X,O,X,X,X
JOZLTIS,X,O,X,X,X,O,X,X,X,X,X,O,O
JOZLTSI,X,O,X,X,X,O,X,X,O,X,X,O,O
JOZLITS,X,O,X,O,X,X,X,X,O,X,X,O,X
JOZLIST,O,O,X,X,X,X,X,X,O,O,X,X,X
JOZLSTI,O,O,X,X,X,O,X,X,O,O,X,X,X
JOZLSIT,O,O,X,X,X,X,X,X,O,X,X,X,X
JOZSTIL,X,O,X,X,X,O,X,O,X,O,O,O,X
JOZSTLI,X,X,X,X,X,O,X,X,X,O,O,O,X
JOZSITL,X,O,X,O,X,O,X,O,X,O,O,O,X
JOZSILT,X,O,X,X,X,X,X,O,X,O,X,X,X
JOZSLTI,X,O,X,X,X,O,X,X,X,O,O,X,X
JOZSLIT,X,O,X,X,X,X,X,X,X,X,X,X,X
STILJZO,X,O,O,X,X,O,X,X,O,O,X,X,X
STILJOZ,X,O,O,X,X,O,X,X,O,O,X,X,X
STILZJO,X,O,O,X,X,O,X,X,O,O,X,X,X
STILZOJ,X,X,O,X,O,O,O,X,X,X,X,X,X
STILOJZ,X,X,O,X,X,O,O,X,O,O,X,X,X
STILOZJ,X,X,O,X,X,X,O,X,X,X,X,X,X
STIJLZO,O,O,O,X,X,O,X,X,O,O,X,X,X
STIJLOZ,O,O,O,X,X,O,X,X,O,O,X,X,X
STIJZLO,O,O,O,X,X,O,X,X,X,O,O,X,X
STIJZOL,O,O,O,X,X,O,O,X,X,O,O,X,X
STIJOLZ,O,O,O,X,X,O,O,X,O,O,X,X,X
STIJOZL,O,O,O,X,X,O,O,X,X,O,O,X,X
STIZLJO,X,X,O,X,X,O,X,X,X,O,O,X,X
STIZLOJ,X,X,O,X,O,X,O,X,X,X,X,X,X
STIZJLO,O,O,O,X,X,O,X,X,X,O,O,X,X
STIZJOL,O,O,O,X,X,O,O,X,X,O,O,X,X
STIZOLJ,X,X,X,X,O,X,O,X,X,X,X,X,X
STIZOJL,O,X,X,X,X,O,O,X,X,X,O,X,X
STIOLJZ,X,X,X,X,X,X,O,X,X,O,X,X,X
STIOLZJ,X,X,X,X,X,X,O,O,X,X,X,X,X
STIOJLZ,O,X,X,X,X,O,O,X,X,O,X,X,X
STIOJZL,O,X,X,X,X,O,O,O,X,O,X,X,X
STIOZLJ,X,X,X,X,X,X,O,O,X,X,X,X,X
STIOZJL,O,X,X,X,X,X,O,O,X,X,X,X,X
STLIJZO,O,O,O,X,X,O,X,X,X,O,X,X,X
STLIJOZ,O,O,O,X,X,O,X,X,O,O,X,X,X
STLIZJO,O,O,O,X,X,O,X,X,X,O,X,X,X
STLIZOJ,O,X,O,X,O,O,X,X,X,X,X,X,X
STLIOJZ,O,X,O,X,X,O,X,X,X,O,X,X,X
STLIOZJ,O,X,O,X,X,X,X,X,X,X,X,X,X
STLJIZO,O,O,O,X,X,O,X,X,X,O,X,X,X
STLJIOZ,O,O,O,X,X,O,X,X,O,O,X,X,X
STLJZIO,O,O,O,X,X,O,X,X,X,X,O,X,X
STLJZOI,O,O,O,X,X,O,X,X,O,O,O,X,X
STLJOIZ,O,O,O,X,X,O,X,X,O,O,X,X,X
STLJOZI,O,O,O,X,X,O,X,X,O,O,O,X,X
STLZIJO,O,O,O,X,X,O,X,X,X,X,O,X,X
STLZIOJ,O,X,O,X,O,O,X,X,X,X,X,X,X
STLZJIO,O,O,O,X,X,O,X,X,X,X,O,X,O
STLZJOI,O,O,O,X,X,O,X,X,O,O,O,X,O
STLZOIJ,O,X,O,X,O,O,X,X,X,X,X,X,X
STLZOJI,O,O,O,X,X,O,X,X,X,X,X,X,X
STLOIJZ,O,O,O,X,X,O,X,X,X,X,X,X,X
STLOIZJ,O,O,O,X,X,X,X,O,X,X,X,X,X
STLOJIZ,O,O,O,X,X,O,X,X,O,O,X,X,X
STLOJZI,O,O,O,X,X,O,X,X,O,O,X,X,X
STLOZIJ,O,O,O,X,X,O,X,O,X,X,X,X,X
STLOZJI,O,O,O,X,X,O,X,X,X,X,X,X,O
STJILZO,O,O,O,X,X,O,X,X,O,O,X,X,X
STJILOZ,O,O,O,X,X,O,X,X,O,O,X,X,X
STJIZLO,O,O,O,X,X,O,X,X,X,O,O,O,X
STJIZOL,O,O,O,X,X,O,X,X,X,O,O,O,X
STJIOLZ,O,O,O,X,X,O,X,X,O,O,X,X,X
STJIOZL,O,O,O,X,X,O,X,X,X,O,O,X,X
STJLIZO,O,O,O,X,X,O,X,X,X,O,X,X,X
STJLIOZ,O,O,O,X,X,O,X,X,O,O,X,X,X
STJLZIO,O,O,O,X,X,O,X,X,X,X,O,X,X
STJLZOI,O,O,O,X,X,O,X,X,O,O,O,X,X
STJLOIZ,O,O,O,X,X,O,X,X,O,O,X,X,X
STJLOZI,O,O,O,X,X,O,X,X,O,O,O,X,X
STJZILO,O,O,O,X,X,O,X,X,X,O,O,O,X
STJZIOL,O,O,O,X,X,O,X,X,X,O,O,O,X
STJZLIO,O,O,O,X,X,O,X,X,X,X,O,O,X
STJZLOI,O,O,O,X,X,O,X,X,X,O,O,O,X
STJZOIL,O,O,O,X,X,O,X,X,X,O,O,O,X
STJZOLI,O,X,O,X,X,O,X,X,X,O,O,O,X
STJOILZ,O,O,O,X,X,O,X,X,O,O,X,X,X
STJOIZL,O,O,O,X,X,O,X,O,X,O,O,X,X
STJOLIZ,O,O,O,X,X,O,X,X,O,O,X,X,X
STJOLZI,O,O,O,X,X,O,X,X,O,O,O,X,X
STJOZIL,O,O,O,X,X,O,X,O,X,O,O,X,X
STJOZLI,O,X,O,X,X,O,X,X,X,O,O,X,X
STZILJO,X,X,O,X,X,O,X,X,X,O,O,O,X
STZILOJ,X,X,O,X,O,X,O,X,X,X,X,X,X
STZIJLO,O,O,O,X,X,O,X,X,X,O,O,O,X
STZIJOL,O,O,O,X,X,O,O,X,X,O,O,O,X
STZIOLJ,X,X,X,X,O,X,O,X,X,X,X,X,X
STZIOJL,O,X,X,X,X,O,O,X,X,X,O,X,X
STZLIJO,X,O,O,X,X,O,X,X,X,X,O,O,X
STZLIOJ,X,X,O,X,O,O,X,X,X,X,X,X,X
STZLJIO,O,O,O,X,X,O,X,X,X,X,O,O,O
STZLJOI,O,O,O,X,X,O,X,X,X,O,O,O,O
STZLOIJ,X,X,O,X,O,O,X,X,X,X,X,X,X
STZLOJI,O,O,O,X,X,O,X,X,X,X,X,O,X
STZJILO,O,O,O,X,X,O,X,X,X,O,O,O,O
STZJIOL,O,O,O,X,X,O,X,X,X,O,O,O,X
STZJLIO,O,O,O,X,X,O,X,X,X,X,O,O,O
STZJLOI,O,O,O,X,X,O,X,X,X,O,O,O,O
STZJOIL,O,O,O,X,X,O,X,X,X,O,O,O,X
STZJOLI,O,X,O,X,X,O,X,X,X,O,O,O,X
STZOILJ,X,X,X,X,O,X,X,O,X,X,X,X,X
STZOIJL,O,X,X,X,X,O,X,O,X,X,O,X,X
STZOLIJ,X,X,O,X,O,X,X,O,X,X,X,X,X
STZOLJI,O,X,O,X,X,X,X,X,X,X,X,O,X
STZOJIL,O,O,O,X,X,O,X,O,X,X,O,O,X
STZOJLI,O,X,O,X,X,O,X,X,X,X,O,O,X
STOILJZ,X,X,X,X,X,X,O,X,X,O,X,X,X
STOILZJ,X,X,X,X,X,X,O,O,X,X,X,X,X
STOIJLZ,O,X,X,X,X,O,O,X,X,O,X,X,X
STOIJZL,O,X,X,X,X,O,O,O,X,O,X,X,X
STOIZLJ,X,X,X,X,X,X,O,O,X,X,X,X,X
STOIZJL,O,X,X,X,X,X,O,O,X,X,X,X,X
STOLIJZ,O,X,O,X,X,O,X,X,X,X,X,X,X
STOLIZJ,O,X,O,X,X,X,X,O,X,X,X,X,X
STOLJIZ,O,O,O,X,X,O,X,X,X,O,X,X,X
STOLJZI,O,O,O,X,X,O,X,X,X,O,X,X,X
STOLZIJ,O,X,O,X,X,O,X,O,X,X,X,X,X
STOLZJI,O,O,O,X,X,O,X,X,X,X,X,X,O
STOJILZ,O,O,O,X,X,O,X,X,X,O,X,X,X
STOJIZL,O,O,O,X,X,O,X,O,X,O,O,X,X
STOJLIZ,O,O,O,X,X,O,X,X,X,O,X,X,X
STOJLZI,O,O,O,X,X,O,X,X,X,O,O,X,X
STOJZIL,O,O,O,X,X,O,X,O,X,O,O,X,X
STOJZLI,O,X,O,X,X,O,X,X,X,O,O,X,X
STOZILJ,X,X,X,X,X,X,X,O,X,X,X,X,X
STOZIJL,O,X,X,X,X,O,X,O,X,X,O,X,X
STOZLIJ,X,X,O,X,X,X,X,O,X,X,X,X,X
STOZLJI,O,X,O,X,X,X,X,X,X,X,X,X,O
STOZJIL,O,O,O,X,X,O,X,O,X,X,O,X,O
STOZJLI,O,X,O,X,X,O,X,X,X,X,O,X,O
SITLJZO,X,O,X,O,X,O,X,X,O,O,X,X,X
SITLJOZ,X,O,X,O,X,O,X,X,O,O,X,X,X
SITLZJO,X,O,X,O,X,O,X,X,O,O,X,X,X
SITLZOJ,X,X,X,O,O,O,O,X,X,X,X,X,X
SITLOJZ,X,X,X,O,X,O,O,X,O,O,X,X,X
SITLOZJ,X,X,X,O,X,X,O,X,X,X,X,X,X
SITJLZO,X,O,X,O,X,O,X,X,O,O,X,X,X
SITJLOZ,X,O,X,O,X,O,X,X,O,O,X,X,X
SITJZLO,X,O,X,O,X,O,X,X,X,O,O,X,X
SITJZOL,X,O,X,O,X,O,O,X,X,O,O,X,X
SITJOLZ,X,O,X,O,X,O,O,X,O,O,X,X,X
SITJOZL,X,O,X,O,X,O,O,X,X,O,O,X,X
SITZLJO,X,X,X,O,X,O,X,X,X,O,O,X,X
SITZLOJ,X,X,X,O,O,X,O,X,X,X,X,X,X
SITZJLO,X,O,X,O,X,O,X,X,X,O,O,X,X
SITZJOL,X,O,X,O,X,O,O,X,X,O,O,X,X
SITZOLJ,X,X,X,O,O,X,O,X,X,X,X,X,X
SITZOJL,X,X,X,O,X,O,O,X,X,X,O,X,X
SITOLJZ,X,X,X,O,X,X,O,X,X,O,X,X,X
SITOLZJ,X,X,X,O,X,X,O,O,X,X,X,X,X
SITOJLZ,X,X,X,O,X,O,O,X,X,O,X,X,X
SITOJZL,X,X,X,O,X,O,O,O,X,O,X,X,X
SITOZLJ,X,X,X,O,X,X,O,O,X,X,X,X,X
SITOZJL,X,X,X,O,X,X,O,O,X,X,X,X,X
SILTJZO,X,O,X,X,X,O,X,X,O,O,X,X,X
SILTJOZ,X,O,X,X,X,O,X,X,O,O,X,X,X
SILTZJO,X,O,X,X,X,O,X,X,O,O,X,X,X
SILTZOJ,X,X,X,X,O,O,O,X,X,X,X,X,X
SILTOJZ,X,X,X,X,X,O,O,X,O,O,X,X,X
SILTOZJ,X,X,X,X,X,X,O,X,X,X,X,X,X
SILJTZO,X,O,X,X,X,O,X,X,O,O,X,X,X
SILJTOZ,X,O,X,X,X,O,X,X,O,O,X,X,X
SILJZTO,X,O,X,X,X,X,X,X,O,O,X,X,X
SILJZOT,X,O,X,X,X,X,X,X,O,O,X,X,X
SILJOTZ,X,O,X,X,X,O,X,X,O,O,X,X,X
SILJOZT,X,O,X,X,X,X,X,X,O,O,X,X,X
SILZTJO,X,O,X,X,X,X,X,X,O,O,X,X,X
SILZTOJ,X,X,X,X,X,X,O,X,X,X,X,X,X
SILZJTO,X,O,X,X,X,X,X,X,O,O,X,X,X
SILZJOT,X,O,X,X,X,X,X,X,O,O,X,X,X
SILZOTJ,X,X,X,X,O,X,X,X,X,X,X,X,X
SILZOJT,X,X,X,X,O,X,X,X,X,X,X,X,X
SILOTJZ,X,O,X,X,X,X,O,X,O,O,X,X,X
SILOTZJ,X,O,X,X,X,X,O,X,X,X,X,X,X
SILOJTZ,X,O,X,X,X,X,X,X,O,O,X,X,X
SILOJZT,X,O,X,X,X,X,X,X,O,O,X,X,X
SILOZTJ,X,O,X,X,X,X,X,X,X,X,X,X,X
SILOZJT,X,O,X,X,X,X,X,X,X,X,X,X,X
SIJTLZO,X,O,X,O,X,O,X,X,O,O,X,X,X
SIJTLOZ,X,O,X,O,X,O,X,X,O,O,X,X,X
SIJTZLO,X,O,X,O,X,O,X,X,X,O,O,O,X
SIJTZOL,X,O,X,O,X,O,O,X,X,O,O,O,X
SIJTOLZ,X,O,X,O,X,O,O,X,O,O,X,X,X
SIJTOZL,X,O,X,O,X,O,O,X,X,O,O,X,X
SIJLTZO,X,O,X,X,X,O,X,X,O,O,X,X,X
SIJLTOZ,X,O,X,X,X,O,X,X,O,O,X,X,X
SIJLZTO,X,O,X,X,X,X,X,X,O,O,X,O,X
SIJLZOT,X,O,X,X,X,X,X,X,O,O,X,X,X
SIJLOTZ,X,O,X,X,X,O,X,X,O,O,X,X,X
SIJLOZT,X,O,X,X,X,X,X,X,O,O,X,X,X
SIJZTLO,X,O,X,O,X,O,X,X,X,O,O,O,X
SIJZTOL,X,O,X,O,X,O,O,X,X,O,O,O,X
SIJZLTO,X,O,X,X,X,X,X,X,X,O,X,O,X
SIJZLOT,X,O,X,X,X,X,X,X,X,O,X,X,X
SIJZOTL,X,O,X,O,X,O,X,X,X,O,O,O,X
SIJZOLT,X,O,X,X,X,X,X,X,X,O,X,X,X
SIJOTLZ,X,O,X,O,X,O,O,X,O,O,X,X,X
SIJOTZL,X,O,X,O,X,O,O,X,X,O,O,X,X
SIJOLTZ,X,O,X,X,X,O,X,X,O,O,X,X,X
SIJOLZT,X,O,X,X,X,X,X,X,O,O,X,X,X
SIJOZTL,X,O,X,O,X,O,X,X,X,O,O,O,X
SIJOZLT,X,O,X,X,X,X,X,X,X,O,X,X,X
SIZTLJO,X,X,X,O,X,O,X,X,X,O,O,O,X
SIZTLOJ,X,X,X,O,X,X,O,X,X,X,X,X,X
SIZTJLO,X,O,X,O,X,O,X,X,X,O,O,O,X
SIZTJOL,X,O,X,O,X,O,O,X,X,O,O,O,X
SIZTOLJ,X,X,X,O,X,X,O,X,X,X,X,X,X
SIZTOJL,X,X,X,O,X,O,O,X,X,X,O,X,X
SIZLTJO,X,O,X,X,X,X,X,X,X,O,X,X,X
SIZLTOJ,X,X,X,X,X,X,O,X,X,X,X,X,X
SIZLJTO,X,O,X,X,X,X,X,X,X,O,X,X,X
SIZLJOT,X,O,X,X,X,X,X,X,X,O,X,X,X
SIZLOTJ,X,X,X,X,O,X,X,X,X,X,X,X,X
SIZLOJT,X,X,X,X,O,X,X,X,X,X,X,X,X
SIZJTLO,X,O,X,O,X,O,X,X,X,O,O,O,X
SIZJTOL,X,O,X,O,X,O,O,X,X,O,O,O,X
SIZJLTO,X,O,X,X,X,X,X,X,X,O,X,O,X
SIZJLOT,X,O,X,X,X,X,X,X,X,O,X,X,X
SIZJOTL,X,O,X,O,X,O,X,X,X,O,O,O,X
SIZJOLT,X,O,X,X,X,X,X,X,X,O,X,X,X
SIZOTLJ,X,X,X,X,X,X,O,O,X,X,X,X,X
SIZOTJL,X,X,X,X,X,X,O,O,X,X,X,X,X
SIZOLTJ,X,X,X,X,O,X,X,O,X,X,X,X,X
SIZOLJT,X,X,X,X,O,X,X,O,X,X,X,X,X
SIZOJTL,X,X,X,X,X,X,X,O,X,X,X,X,X
SIZOJLT,X,X,X,X,X,X,X,O,X,X,X,X,X
SIOTLJZ,X,X,X,X,X,X,O,X,X,O,X,X,X
SIOTLZJ,X,X,X,X,X,X,O,O,X,X,X,X,X
SIOTJLZ,X,X,X,X,X,X,O,X,X,O,X,X,X
SIOTJZL,X,X,X,X,X,X,O,O,X,O,X,X,X
SIOTZLJ,X,X,X,X,X,X,O,O,X,X,X,X,X
SIOTZJL,X,X,X,X,X,X,O,O,X,X,X,X,X
SIOLTJZ,X,X,X,X,X,X,O,X,X,O,X,X,X
SIOLTZJ,X,X,X,X,X,X,O,X,X,X,X,X,X
SIOLJTZ,X,X,X,X,X,X,X,X,X,O,X,X,X
SIOLJZT,X,X,X,X,X,X,X,X,X,O,X,X,X
SIOLZTJ,X,X,X,X,X,X,X,O,X,X,X,X,X
SIOLZJT,X,X,X,X,X,X,X,O,X,X,X,X,X
SIOJTLZ,X,X,X,X,X,X,O,X,X,O,X,X,X
SIOJTZL,X,X,X,X,X,X,O,X,X,O,X,X,X
SIOJLTZ,X,X,X,X,X,X,X,X,X,O,X,X,X
SIOJLZT,X,X,X,X,X,X,X,X,X,O,X,X,X
SIOJZTL,X,X,X,X,X,X,X,O,X,O,X,X,X
