sequence,v115@PhB8BeB8DeE8DeC8Jem/IvhFChBxiBTkBcsBXrBlrB,v115@PhB8BeB8DeE8DeC8Jex/IvhFmhBCjBTkBcrBXsBlqB,v115@PhB8BeB8DeE8DeC8Jem/IvhFfmBCjBTkBUnBlmBRwB,v115@PhB8BeB8DeE8DeC8JeWGJvhFxiBlkBTnBikBXrB0rB,v115@PhB8BeB8DeE8DeC8JeWGJvhFxiBlkBTnBikB0rBXrB,v115@PhB8BeB8DeE8DeC8Jei/IvhFcmBxiB3kBTnB1wBuqB,v115@PhB8BeB8DeE8DeC8JeKEJvhFzfBFhBxiB3mBcsBWwB,v115@PhB8BeB8DeE8DeC8JeOEJvhF8kBzgBxiBSsBVwBfsB,v115@PhB8BeB8DeE8DeC8Jei/IvhF1mBxiB3kBcsBTrBuqB,v115@PhB8BeB8DeE8DeC8JeWHJvhFxiBlkBUmBikBXsBzqB,v115@PhB8BeB8DeE8DeC8JelBJvhFxkB/rBOsBTkBCoB0qB,v115@PhB8BeB8DeE8DeC8JemAJvhFUiBxkBfsBTkBCoBVwB
JOSLZIT,O,O,O,X,X,X,X,X,O,X,X,X
JOSZTIL,O,O,X,O,X,X,X,X,O,X,X,X
JOSZTLI,O,O,O,O,X,X,X,X,O,X,X,X
JOSZITL,O,O,O,O,X,X,X,X,O,X,X,X
JOSZILT,O,O,O,X,X,X,X,X,O,X,X,X
JOSZLTI,O,O,O,X,X,X,X,X,O,X,X,X
JOSZLIT,O,O,O,X,X,X,X,X,O,X,X,X
JOZTILS,O,X,X,O,O,X,X,O,X,X,X,X
JOZTISL,O,X,X,O,O,X,X,X,O,X,X,X
JOZTLIS,O,X,X,O,O,X,X,O,X,X,X,X
JOZTLSI,X,X,O,O,O,X,X,O,X,X,X,X
JOZTSIL,O,X,X,O,O,X,X,X,O,X,X,X
JOZTSLI,O,X,O,O,O,X,X,O,O,X,X,X
JOZITLS,O,X,X,O,O,X,X,O,X,X,X,X
JOZITSL,O,X,X,O,O,X,X,X,O,X,X,X
JOZILTS,O,X,X,X,O,X,X,X,X,X,X,X
JOZILST,O,X,O,X,X,X,X,X,X,X,X,X
JOZISTL,O,O,X,X,O,X,X,X,O,X,X,X
JOZISLT,O,O,O,X,X,X,X,X,O,X,X,X
JOZLTIS,O,X,X,X,O,X,X,O,X,X,X,X
JOZLTSI,X,X,O,X,O,X,X,O,X,X,X,X
JOZLITS,O,X,O,X,O,X,X,X,X,X,X,X
JOZLIST,O,X,O,X,X,X,X,X,X,X,X,X
JOZLSTI,O,X,O,X,X,X,X,X,X,X,X,X
JOZLSIT,O,X,O,X,X,X,X,X,X,X,X,X
JOZSTIL,O,O,X,X,O,X,X,X,O,X,X,X
JOZSTLI,O,O,O,X,O,X,X,O,O,X,X,X
JOZSITL,O,O,O,X,O,X,X,X,O,X,X,X
JOZSILT,O,O,O,X,X,X,X,X,O,X,X,X
JOZSLTI,O,O,O,X,X,X,X,X,O,X,X,X
JOZSLIT,O,O,O,X,X,X,X,X,O,X,X,X
STILJZO,O,X,X,X,X,X,X,X,X,X,X,O
STILJOZ,O,X,X,X,X,X,X,X,X,X,X,X
STILZJO,X,X,X,X,X,X,X,X,X,O,X,O
STILZOJ,X,X,O,X,X,O,X,X,O,X,X,X
STILOJZ,O,X,O,X,X,O,X,X,X,X,X,X
STILOZJ,X,X,O,X,X,O,X,X,X,X,X,X
STIJLZO,O,X,X,X,X,X,X,X,X,X,O,O
STIJLOZ,O,X,X,X,X,X,X,X,X,X,O,X
STIJZLO,X,X,X,X,X,X,X,X,X,O,O,O
STIJZOL,X,X,X,X,X,X,X,X,X,O,O,O
STIJOLZ,X,X,X,O,X,X,X,X,X,X,O,X
STIJOZL,X,X,X,O,X,X,X,X,X,X,O,O
STIZLJO,X,X,X,X,X,X,X,X,X,O,X,O
STIZLOJ,X,X,O,X,X,O,X,X,O,X,X,X
STIZJLO,X,X,X,X,X,X,X,X,X,O,X,O
STIZJOL,X,X,X,X,X,X,X,X,X,O,X,O
STIZOLJ,X,X,O,X,X,O,X,X,O,X,X,X
STIZOJL,X,X,O,X,X,O,X,X,O,O,X,O
STIOLJZ,O,X,O,O,X,O,X,X,X,X,X,X
STIOLZJ,X,X,O,X,X,O,X,X,X,X,X,X
STIOJLZ,O,X,O,O,O,O,X,X,X,X,X,X
STIOJZL,X,X,O,O,O,O,X,X,X,X,X,O
STIOZLJ,X,X,O,X,X,O,X,X,X,X,X,X
STIOZJL,X,X,O,O,O,O,X,X,X,O,X,O
STLIJZO,O,X,X,X,X,X,X,X,X,X,X,O
STLIJOZ,O,X,X,X,X,X,X,X,X,X,X,X
STLIZJO,X,X,X,X,X,X,X,X,X,O,X,O
STLIZOJ,X,X,O,X,X,O,X,X,O,X,X,X
STLIOJZ,O,X,O,X,X,O,X,X,X,X,X,X
STLIOZJ,X,X,O,X,X,O,X,X,X,X,X,X
STLJIZO,O,X,X,X,X,X,X,X,X,X,X,O
STLJIOZ,O,X,X,X,X,X,X,X,X,X,X,X
STLJZIO,O,X,X,X,X,X,X,X,X,X,X,O
STLJZOI,X,X,X,X,X,O,X,X,X,X,X,X
STLJOIZ,X,O,X,O,X,O,X,X,X,X,X,X
STLJOZI,X,X,X,O,X,O,X,X,X,X,X,X
STLZIJO,O,X,X,X,X,X,X,X,X,O,X,O
STLZIOJ,O,X,X,X,X,O,X,X,O,X,X,X
STLZJIO,O,X,X,X,X,X,X,O,X,O,X,O
STLZJOI,X,O,X,X,X,O,X,O,X,O,X,X
STLZOIJ,O,O,X,X,X,O,X,X,O,X,X,X
STLZOJI,O,O,O,X,X,O,X,O,O,X,X,X
STLOIJZ,O,O,O,O,X,O,X,X,X,X,X,X
STLOIZJ,X,O,O,X,X,O,X,X,O,X,X,X
STLOJIZ,O,O,O,O,X,O,X,X,X,X,X,X
STLOJZI,O,X,O,O,X,O,X,X,O,X,X,X
STLOZIJ,O,O,X,X,X,O,X,X,O,X,X,X
STLOZJI,O,O,O,X,X,O,X,O,O,X,X,X
STJILZO,O,X,X,X,X,X,X,X,X,X,O,O
STJILOZ,O,X,X,X,X,X,X,X,X,X,O,X
STJIZLO,X,X,X,X,X,X,X,X,X,O,O,O
STJIZOL,X,X,X,X,X,X,X,X,X,O,O,O
STJIOLZ,X,X,X,O,X,X,X,X,X,X,O,X
STJIOZL,X,X,X,O,X,X,X,X,X,X,O,O
STJLIZO,O,X,X,X,X,X,X,X,X,X,O,O
STJLIOZ,O,X,X,X,X,X,X,X,X,X,O,X
STJLZIO,O,X,X,X,X,X,X,X,X,X,X,O
STJLZOI,X,X,X,X,X,O,X,X,X,X,X,X
STJLOIZ,X,O,X,O,X,O,X,X,X,X,X,X
STJLOZI,X,X,X,O,X,O,X,X,X,X,X,X
STJZILO,O,X,X,X,X,X,X,X,X,O,O,O
STJZIOL,X,X,X,X,X,X,X,X,X,O,O,O
STJZLIO,O,X,X,X,X,X,X,X,X,O,X,O
STJZLOI,X,X,X,X,X,O,X,X,X,O,X,X
STJZOIL,X,X,X,O,O,O,X,X,X,O,X,O
STJZOLI,X,X,X,O,O,O,X,X,X,O,X,X
STJOILZ,X,O,X,O,O,O,X,X,X,X,O,X
STJOIZL,X,X,X,O,O,O,X,X,X,X,O,O
STJOLIZ,X,O,X,O,O,O,X,X,X,X,X,X
STJOLZI,X,X,X,O,O,O,X,X,X,X,X,X
STJOZIL,X,X,X,O,O,O,X,X,X,X,X,O
STJOZLI,X,X,X,O,O,O,X,X,X,X,X,X
STZILJO,O,X,X,X,X,X,X,X,X,O,X,O
STZILOJ,O,X,X,X,X,O,X,X,O,X,X,X
STZIJLO,O,X,X,X,X,X,X,X,X,O,X,O
STZIJOL,X,X,X,X,X,X,X,X,X,O,X,O
STZIOLJ,O,X,X,X,X,O,X,X,O,X,X,X
STZIOJL,O,X,X,X,X,O,X,X,O,O,X,O
STZLIJO,O,X,X,X,X,X,X,X,X,O,X,O
STZLIOJ,O,X,X,X,X,O,X,X,O,X,X,X
STZLJIO,O,X,X,X,X,X,X,O,X,O,X,O
STZLJOI,X,O,X,X,X,O,X,O,X,O,X,X
STZLOIJ,O,O,X,X,X,O,X,X,O,X,X,X
STZLOJI,O,O,O,X,X,O,X,O,O,X,X,X
STZJILO,O,X,X,X,X,X,X,X,X,O,X,O
STZJIOL,X,X,X,X,X,X,X,X,X,O,X,O
STZJLIO,O,X,X,X,X,X,X,O,X,O,X,O
STZJLOI,X,O,X,X,X,O,X,O,X,O,X,X
STZJOIL,X,O,X,O,O,O,X,X,X,O,X,O
STZJOLI,X,O,X,O,O,O,X,O,X,O,X,X
STZOILJ,O,O,X,X,X,O,X,X,O,X,X,X
STZOIJL,O,O,X,O,O,O,X,X,O,O,X,O
STZOLIJ,O,O,X,X,X,O,X,X,O,X,X,X
STZOLJI,O,O,O,X,X,O,X,O,O,X,X,X
STZOJIL,O,O,X,O,O,O,X,X,O,O,X,O
STZOJLI,O,O,O,O,O,O,X,O,O,O,X,X
STOILJZ,O,O,O,O,X,O,X,X,X,X,X,X
STOILZJ,X,O,O,X,X,O,X,X,O,X,X,X
STOIJLZ,O,O,O,O,O,O,X,X,X,X,X,X
STOIJZL,X,X,O,O,O,O,X,X,X,X,X,O
STOIZLJ,X,O,O,X,X,O,X,X,O,X,X,X
STOIZJL,X,O,O,O,O,O,X,X,O,O,X,O
STOLIJZ,O,O,O,O,X,O,X,X,X,X,X,X
STOLIZJ,X,O,O,X,X,O,X,X,O,X,X,X
STOLJIZ,O,O,O,O,X,O,X,X,X,X,X,X
STOLJZI,O,X,O,O,X,O,X,X,O,X,X,X
STOLZIJ,O,O,X,X,X,O,X,X,O,X,X,X
STOLZJI,O,O,O,X,X,O,X,O,O,X,X,X
STOJILZ,O,O,O,O,O,O,X,X,X,X,X,X
STOJIZL,X,X,O,O,O,O,X,X,X,X,X,O
STOJLIZ,O,O,O,O,O,O,X,X,X,X,X,X
STOJLZI,O,X,O,O,O,O,X,X,O,X,X,X
STOJZIL,O,X,X,O,O,O,X,X,O,X,X,O
STOJZLI,O,X,O,O,O,O,X,X,O,X,X,X
STOZILJ,O,O,X,X,X,O,X,X,O,X,X,X
STOZIJL,O,O,X,O,O,O,X,X,O,O,X,O
STOZLIJ,O,O,X,X,X,O,X,X,O,X,X,X
STOZLJI,O,O,O,X,X,O,X,O,O,X,X,X
STOZJIL,O,O,X,O,O,O,X,X,O,O,X,O
STOZJLI,O,O,O,O,O,O,X,O,O,O,X,X
SITLJZO,O,X,X,X,X,X,X,X,X,X,X,O
SITLJOZ,O,X,X,X,X,X,X,X,X,X,X,X
SITLZJO,X,X,X,X,X,X,X,X,X,O,X,O
SITLZOJ,X,X,O,X,X,O,X,X,O,X,X,X
SITLOJZ,O,X,O,X,X,O,X,X,X,X,X,X
SITLOZJ,X,X,O,X,X,O,X,X,X,X,X,X
SITJLZO,O,X,X,X,X,X,X,X,X,X,O,O
SITJLOZ,O,X,X,X,X,X,X,X,X,X,O,X
SITJZLO,X,X,X,X,X,X,X,X,X,O,O,O
SITJZOL,X,X,X,X,X,X,X,X,X,O,O,O
SITJOLZ,X,X,X,O,X,X,X,X,X,X,O,X
SITJOZL,X,X,X,O,X,X,X,X,X,X,O,O
SITZLJO,X,X,X,X,X,X,X,X,X,O,X,O
SITZLOJ,X,X,O,X,X,O,X,X,O,X,X,X
SITZJLO,X,X,X,X,X,X,X,X,X,O,X,O
SITZJOL,X,X,X,X,X,X,X,X,X,O,X,O
SITZOLJ,X,X,O,X,X,O,X,X,O,X,X,X
SITZOJL,X,X,O,X,X,O,X,X,O,O,X,O
SITOLJZ,O,X,O,O,X,O,X,X,X,X,X,X
SITOLZJ,X,X,O,X,X,O,X,X,X,X,X,X
SITOJLZ,O,X,O,O,O,O,X,X,X,X,X,X
SITOJZL,X,X,O,O,O,O,X,X,X,X,X,O
SITOZLJ,X,X,O,X,X,O,X,X,X,X,X,X
SITOZJL,X,X,O,O,O,O,X,X,X,O,X,O
SILTJZO,O,X,X,X,X,X,X,X,X,X,X,X
SILTJOZ,O,X,X,X,X,X,X,X,X,X,X,X
SILTZJO,X,X,X,X,X,X,X,X,X,O,X,X
SILTZOJ,X,X,O,X,X,O,X,X,O,X,X,X
SILTOJZ,O,X,O,X,X,O,X,X,X,X,X,X
SILTOZJ,X,X,O,X,X,O,X,X,X,X,X,X
SILJTZO,O,X,X,X,X,X,X,X,X,X,O,X
SILJTOZ,O,X,X,X,X,X,X,X,X,X,O,X
SILJZTO,O,X,X,X,X,X,X,X,X,X,X,X
SILJZOT,O,X,O,X,X,X,X,X,O,X,X,X
SILJOTZ,O,O,O,X,X,O,X,X,X,X,X,X
SILJOZT,O,O,O,X,X,X,X,X,X,X,X,X
SILZTJO,O,X,X,X,X,X,O,X,X,O,X,X
SILZTOJ,O,X,O,X,X,X,O,X,O,X,X,X
SILZJTO,O,X,X,X,X,X,O,X,X,O,X,X
SILZJOT,O,O,O,X,X,X,O,X,O,X,X,X
SILZOTJ,O,O,O,X,X,O,O,X,O,X,X,X
SILZOJT,O,O,O,X,X,X,O,X,O,X,X,X
SILOTJZ,O,O,O,X,X,O,X,X,X,X,X,X
SILOTZJ,X,O,O,X,X,O,X,X,O,X,X,X
SILOJTZ,O,O,O,X,X,O,X,X,X,X,X,X
SILOJZT,O,O,O,X,X,X,X,X,X,X,X,X
SILOZTJ,O,O,O,X,X,O,O,X,O,X,X,X
SILOZJT,O,O,O,X,X,X,O,X,O,X,X,X
SIJTLZO,O,X,X,X,X,X,X,X,X,X,O,O
SIJTLOZ,O,X,X,X,X,X,X,X,X,X,O,X
SIJTZLO,X,X,X,X,X,X,X,X,X,O,O,O
SIJTZOL,X,X,X,X,X,X,X,X,X,O,O,O
SIJTOLZ,X,X,X,O,X,X,X,X,X,X,O,X
SIJTOZL,X,X,X,O,X,X,X,X,X,X,O,O
SIJLTZO,O,X,X,X,X,X,X,X,X,X,O,X
SIJLTOZ,O,X,X,X,X,X,X,X,X,X,O,X
SIJLZTO,O,X,X,X,X,X,X,X,X,X,X,X
SIJLZOT,O,X,O,X,X,X,X,X,O,X,X,X
SIJLOTZ,O,O,O,X,X,O,X,X,X,X,X,X
SIJLOZT,O,O,O,X,X,X,X,X,X,X,X,X
SIJZTLO,O,X,X,X,X,X,X,X,X,O,O,X
SIJZTOL,X,X,X,X,X,X,X,X,X,O,O,X
SIJZLTO,O,X,X,X,X,X,X,X,X,O,X,X
SIJZLOT,O,X,O,X,X,X,X,X,O,X,X,X
SIJZOTL,X,X,O,X,X,X,X,X,O,O,X,X
SIJZOLT,O,X,O,X,X,X,X,X,O,X,X,X
SIJOTLZ,O,O,O,O,X,O,X,X,X,X,O,X
SIJOTZL,X,X,O,O,X,O,X,X,X,X,O,X
SIJOLTZ,O,O,O,O,X,O,X,X,X,X,X,X
SIJOLZT,O,O,O,X,X,X,X,X,X,X,X,X
SIJOZTL,X,X,O,O,X,X,X,X,X,X,X,X
SIJOZLT,O,O,O,X,X,X,X,X,X,X,X,X
SIZTLJO,O,X,X,X,X,X,O,X,X,O,X,X
SIZTLOJ,O,X,O,X,X,X,O,X,O,X,X,X
SIZTJLO,O,X,X,X,X,X,O,X,X,O,X,X
SIZTJOL,X,X,X,X,X,X,X,X,X,O,X,X
SIZTOLJ,O,X,O,X,X,X,O,X,O,X,X,X
SIZTOJL,O,X,O,X,X,X,X,X,O,O,X,X
SIZLTJO,O,X,X,X,X,X,O,X,X,O,X,X
SIZLTOJ,O,X,O,X,X,X,O,X,O,X,X,X
SIZLJTO,O,X,X,X,X,X,O,X,X,O,X,X
SIZLJOT,O,O,O,X,X,X,O,X,O,X,X,X
SIZLOTJ,O,O,O,X,X,O,O,X,O,X,X,X
SIZLOJT,O,O,O,X,X,X,O,X,O,X,X,X
SIZJTLO,O,X,X,X,X,X,O,X,X,O,O,X
SIZJTOL,X,X,X,X,X,X,X,X,X,O,O,X
SIZJLTO,O,X,X,X,X,X,O,X,X,O,X,X
SIZJLOT,O,O,O,X,X,X,O,X,O,X,X,X
SIZJOTL,O,O,O,X,X,X,X,X,O,O,X,X
SIZJOLT,O,O,O,X,X,X,X,X,O,X,X,X
SIZOTLJ,O,O,O,X,X,O,O,X,O,X,X,X
SIZOTJL,O,O,O,X,X,O,X,X,O,O,X,X
SIZOLTJ,O,O,O,X,X,O,O,X,O,X,X,X
SIZOLJT,O,O,O,X,X,X,O,X,O,X,X,X
SIZOJTL,O,O,O,X,X,X,X,X,O,O,X,X
SIZOJLT,O,O,O,X,X,X,X,X,O,X,X,X
SIOTLJZ,O,O,O,O,X,O,X,X,X,X,X,X
SIOTLZJ,X,O,O,X,X,O,X,X,O,X,X,X
SIOTJLZ,O,O,O,O,O,O,X,X,X,X,X,X
SIOTJZL,X,X,O,O,O,O,X,X,X,X,X,X
SIOTZLJ,X,O,O,X,X,O,X,X,O,X,X,X
SIOTZJL,X,O,O,O,O,O,X,X,O,O,X,X
SIOLTJZ,O,O,O,O,X,O,X,X,X,X,X,X
SIOLTZJ,X,O,O,X,X,O,X,X,O,X,X,X
SIOLJTZ,O,O,O,O,X,O,X,X,X,X,X,X
SIOLJZT,O,O,O,X,X,X,X,X,X,X,X,X
SIOLZTJ,O,O,O,X,X,O,X,X,O,X,X,X
SIOLZJT,O,O,O,X,X,X,X,X,O,X,X,X
SIOJTLZ,O,O,O,O,O,O,X,X,X,X,O,X
SIOJTZL,X,X,O,O,O,O,X,X,X,X,O,X
SIOJLTZ,O,O,O,O,X,O,X,X,X,X,X,X
SIOJLZT,O,O,O,X,X,X,X,X,X,X,X,X
SIOJZTL,O,O,O,O,X,X,X,X,X,X,X,X
SIOJZLT,O,O,O,X,X,X,X,X,X,X,X,X
SIOZTLJ,O,O,O,X,X,O,X,X,O,X,X,X
SIOZTJL,O,O,O,O,O,O,X,X,O,O,X,X
SIOZLTJ,O,O,O,X,X,O,X,X,O,X,X,X
SIOZLJT,O,O,O,X,X,X,X,X,O,X,X,X
SIOZJTL,O,O,O,O,O,X,X,X,O,O,X,X
SIOZJLT,O,O,O,X,X,X,X,X,O,X,X,X
SLTIJZO,O,X,X,X,X,X,X,X,X,X,X,X
SLTIJOZ,O,X,X,X,X,X,X,X,X,X,X,X
SLTIZJO,X,X,X,X,X,X,X,X,X,O,X,X
SLTIZOJ,X,X,O,X,X,O,X,X,O,X,X,X
SLTIOJZ,O,X,O,X,X,O,X,X,X,X,X,X
SLTIOZJ,X,X,O,X,X,O,X,X,X,X,X,X
SLTJIZO,O,X,X,X,X,X,X,X,X,X,X,X
SLTJIOZ,O,X,X,X,X,X,X,X,X,X,X,X
SLTJZIO,O,X,X,X,X,X,X,X,X,X,X,X
SLTJZOI,X,X,X,X,X,O,X,X,X,X,X,X
SLTJOIZ,X,O,X,O,X,O,X,X,X,X,X,X
SLTJOZI,X,X,X,O,X,O,X,X,X,X,X,X
SLTZIJO,O,X,X,X,X,X,X,X,X,O,X,X
SLTZIOJ,O,X,X,X,X,O,X,X,O,X,X,X
SLTZJIO,O,X,X,X,X,X,X,X,X,O,X,X
SLTZJOI,X,O,X,X,X,O,X,X,X,O,X,X
SLTZOIJ,O,O,X,X,X,O,X,X,O,X,X,X
SLTZOJI,O,O,O,X,X,O,X,X,O,X,X,X
SLTOIJZ,O,O,O,O,X,O,X,X,X,X,X,X
SLTOIZJ,X,O,O,X,X,O,X,X,O,X,X,X
SLTOJIZ,O,O,O,O,X,O,X,X,X,X,X,X
SLTOJZI,O,X,O,O,X,O,X,X,O,X,X,X
SLTOZIJ,O,O,X,X,X,O,X,X,O,X,X,X
SLTOZJI,O,O,O,X,X,O,X,X,O,X,X,X
SLITJZO,O,X,X,X,X,X,X,X,X,X,X,X
SLITJOZ,O,X,X,X,X,X,X,X,X,X,X,X
SLITZJO,X,X,X,X,X,X,X,X,X,O,X,X
SLITZOJ,X,X,O,X,X,O,X,X,O,X,X,X
SLITOJZ,O,X,O,X,X,O,X,X,X,X,X,X
SLITOZJ,X,X,O,X,X,O,X,X,X,X,X,X
SLIJTZO,O,X,X,X,X,X,X,X,X,X,O,X
SLIJTOZ,O,X,X,X,X,X,X,X,X,X,O,X
SLIJZTO,O,X,X,X,X,X,X,X,X,X,X,X
SLIJZOT,O,X,O,X,X,X,X,X,O,X,X,X
SLIJOTZ,O,O,O,X,X,O,X,X,X,X,X,X
SLIJOZT,O,O,O,X,X,X,X,X,X,X,X,X
SLIZTJO,O,X,X,X,X,X,O,X,X,O,X,X
SLIZTOJ,O,X,O,X,X,X,O,X,O,X,X,X
SLIZJTO,O,X,X,X,X,X,O,X,X,O,X,X
SLIZJOT,O,O,O,X,X,X,O,X,O,X,X,X
SLIZOTJ,O,O,O,X,X,O,O,X,O,X,X,X
SLIZOJT,O,O,O,X,X,X,O,X,O,X,X,X
SLIOTJZ,O,O,O,X,X,O,X,X,X,X,X,X
SLIOTZJ,X,O,O,X,X,O,X,X,O,X,X,X
SLIOJTZ,O,O,O,X,X,O,X,X,X,X,X,X
SLIOJZT,O,O,O,X,X,X,X,X,X,X,X,X
SLIOZTJ,O,O,O,X,X,O,O,X,O,X,X,X
SLIOZJT,O,O,O,X,X,X,O,X,O,X,X,X
SLJTIZO,O,X,X,X,X,X,X,X,X,X,O,X
SLJTIOZ,O,X,X,X,X,X,X,X,X,X,O,X
SLJTZIO,O,X,X,X,X,X,X,X,X,X,X,X
SLJTZOI,X,X,X,X,X,O,X,X,X,X,X,X
SLJTOIZ,X,O,X,O,X,O,X,X,X,X,X,X
SLJTOZI,X,X,X,O,X,O,X,X,X,X,X,X
SLJITZO,O,X,X,X,X,X,X,X,X,X,O,X
SLJITOZ,O,X,X,X,X,X,X,X,X,X,O,X
SLJIZTO,O,X,X,X,X,X,X,X,X,X,X,X
SLJIZOT,O,X,O,X,X,X,X,X,O,X,X,X
SLJIOTZ,O,O,O,X,X,O,X,X,X,X,X,X
SLJIOZT,O,O,O,X,X,X,X,X,X,X,X,X
SLJZTIO,O,X,X,X,X,X,X,X,X,X,X,X
SLJZTOI,X,O,X,X,X,X,X,X,X,X,X,X
SLJZITO,O,X,X,X,X,X,X,X,X,X,X,X
SLJZIOT,O,O,X,X,X,X,X,X,O,X,X,X
SLJZOTI,O,O,O,X,X,X,X,X,O,X,X,X
SLJZOIT,O,O,O,X,X,X,X,X,O,X,X,X
SLJOTIZ,O,O,O,O,X,O,X,X,X,X,X,X
SLJOTZI,O,X,O,O,X,O,X,X,O,X,X,X
SLJOITZ,O,O,O,O,X,O,X,X,X,X,X,X
SLJOIZT,O,O,O,X,X,X,X,X,X,X,X,X
SLJOZTI,O,O,O,X,X,X,X,X,O,X,X,X
SLJOZIT,O,O,O,X,X,X,X,X,O,X,X,X
SLZTIJO,O,X,X,X,X,X,O,X,X,O,X,X
SLZTIOJ,O,X,X,X,X,O,O,X,O,X,X,X
SLZTJIO,O,X,X,X,X,X,O,X,X,O,X,X
SLZTJOI,X,O,X,X,X,O,O,X,X,O,X,X
SLZTOIJ,O,O,X,X,X,O,O,X,O,X,X,X
SLZTOJI,O,O,O,X,X,O,O,X,O,X,X,X
SLZITJO,O,X,X,X,X,X,O,X,X,O,X,X
SLZITOJ,O,X,O,X,X,X,O,X,O,X,X,X
SLZIJTO,O,X,X,X,X,X,O,X,X,O,X,X
SLZIJOT,O,O,O,X,X,X,O,X,O,X,X,X
SLZIOTJ,O,O,O,X,X,O,O,X,O,X,X,X
SLZIOJT,O,O,O,X,X,X,O,X,O,X,X,X
SLZJTIO,O,X,X,X,X,X,O,X,X,O,X,X
SLZJTOI,X,O,X,X,X,X,O,X,X,O,X,X
SLZJITO,O,X,X,X,X,X,O,X,X,O,X,X
SLZJIOT,O,O,X,X,X,X,O,X,O,X,X,X
SLZJOTI,O,O,O,X,X,X,O,X,O,X,X,X
SLZJOIT,O,O,O,X,X,X,O,X,O,X,X,X
SLZOTIJ,O,O,X,X,X,O,O,X,O,X,X,X
SLZOTJI,O,O,O,X,X,O,O,X,O,X,X,X
SLZOITJ,O,O,O,X,X,O,O,X,O,X,X,X
SLZOIJT,O,O,O,X,X,X,O,X,O,X,X,X
SLZOJTI,O,O,O,X,X,X,O,X,O,X,X,X
SLZOJIT,O,O,O,X,X,X,O,X,O,X,X,X
SLOTIJZ,O,O,O,O,X,O,X,X,X,X,X,X
SLOTIZJ,X,O,O,X,X,O,X,X,O,X,X,X
SLOTJIZ,O,O,O,O,X,O,X,X,X,X,X,X
SLOTJZI,O,X,O,O,X,O,X,X,O,X,X,X
SLOTZIJ,O,O,X,X,X,O,X,X,O,X,X,X
SLOTZJI,O,O,O,X,X,O,X,X,O,X,X,X
SLOITJZ,O,O,O,O,X,O,X,X,X,X,X,X
SLOITZJ,X,O,O,X,X,O,X,X,O,X,X,X
SLOIJTZ,O,O,O,O,X,O,X,X,X,X,X,X
SLOIJZT,O,O,O,X,X,X,X,X,X,X,X,X
SLOIZTJ,O,O,O,X,X,O,O,X,O,X,X,X
SLOIZJT,O,O,O,X,X,X,O,X,O,X,X,X
SLOJTIZ,O,O,O,O,X,O,X,X,X,X,X,X
SLOJTZI,O,X,O,O,X,O,X,X,O,X,X,X
SLOJITZ,O,O,O,O,X,O,X,X,X,X,X,X
SLOJIZT,O,O,O,X,X,X,X,X,X,X,X,X
SLOJZTI,O,O,O,X,X,X,X,X,O,X,X,X
SLOJZIT,O,O,O,X,X,X,X,X,O,X,X,X
SLOZTIJ,O,O,X,X,X,O,O,X,O,X,X,X
SLOZTJI,O,O,O,X,X,O,O,X,O,X,X,X
SLOZITJ,O,O,O,X,X,O,O,X,O,X,X,X
SLOZIJT,O,O,O,X,X,X,O,X,O,X,X,X
SLOZJTI,O,O,O,X,X,X,O,X,O,X,X,X
SLOZJIT,O,O,O,X,X,X,O,X,O,X,X,X
SJTILZO,O,X,X,X,X,X,X,X,X,X,O,X
SJTILOZ,O,X,X,X,X,X,X,X,X,X,O,X
SJTIZLO,X,X,X,X,X,X,X,X,X,O,O,X
SJTIZOL,X,X,X,X,X,X,X,X,X,O,O,X
SJTIOLZ,X,X,X,O,X,X,X,X,X,X,O,X
SJTIOZL,X,X,X,O,X,X,X,X,X,X,O,X
SJTLIZO,O,X,X,X,X,X,X,X,X,X,O,X
SJTLIOZ,O,X,X,X,X,X,X,X,X,X,O,X
SJTLZIO,O,X,X,X,X,X,X,X,X,X,X,X
SJTLZOI,X,X,X,X,X,O,X,X,X,X,X,X
SJTLOIZ,X,O,X,O,X,O,X,X,X,X,X,X
SJTLOZI,X,X,X,O,X,O,X,X,X,X,X,X
SJTZILO,O,X,X,X,X,X,X,X,X,O,O,X
SJTZIOL,X,X,X,X,X,X,X,X,X,O,O,X
SJTZLIO,O,X,X,X,X,X,X,X,X,O,X,X
SJTZLOI,X,X,X,X,X,O,X,X,X,O,X,X
SJTZOIL,X,X,X,O,O,O,X,X,X,O,X,X
SJTZOLI,X,X,X,O,O,O,X,X,X,O,X,X
SJTOILZ,X,O,X,O,O,O,X,X,X,X,O,X
SJTOIZL,X,X,X,O,O,O,X,X,X,X,O,X
SJTOLIZ,X,O,X,O,O,O,X,X,X,X,X,X
SJTOLZI,X,X,X,O,O,O,X,X,X,X,X,X
SJTOZIL,X,X,X,O,O,O,X,X,X,X,X,X
SJTOZLI,X,X,X,O,O,O,X,X,X,X,X,X
SJITLZO,O,X,X,X,X,X,X,X,X,X,O,X
SJITLOZ,O,X,X,X,X,X,X,X,X,X,O,X
SJITZLO,X,X,X,X,X,X,X,X,X,O,O,X
SJITZOL,X,X,X,X,X,X,X,X,X,O,O,X
SJITOLZ,X,X,X,O,X,X,X,X,X,X,O,X
SJITOZL,X,X,X,O,X,X,X,X,X,X,O,X
SJILTZO,O,X,X,X,X,X,X,X,X,X,O,X
