sequence,v115@9gA8IeB8HeB8GeE8DeB8JeaFJvhFRhBGjBzlB8sB3r?BFsB,v115@9gA8IeB8HeB8GeE8DeB8JeFAJvhFxhBTjB3lB0nBir?BWxB,v115@9gA8IeB8HeB8GeE8DeB8JeFAJvhFxhBTjB3lBcrB2s?BSxB,v115@9gA8IeB8HeB8GeE8DeB8JeRAJvhFzhBcoBilBFrBXs?BusB,v115@9gA8IeB8HeB8GeE8DeB8JeUAJvhFWnBTjBxqBlsBar?BXsB,v115@9gA8IeB8HeB8GeE8DeB8JeUAJvhFFhBXiBTjBmqBRs?BSxB,v115@9gA8IeB8HeB8GeE8DeB8JeUAJvhFTjBxmB3lBCnB2w?BlsB,v115@9gA8IeB8HeB8GeE8DeB8Je3AJvhFTjBxmBUlBCnB2w?BlsB,v115@9gA8IeB8HeB8GeE8DeB8JeRAJvhFcmBSoBTlB/sBmn?B1wB,v115@9gA8IeB8HeB8GeE8DeB8JeRAJvhFUiB2qBXoBzrBFr?BCtB
JOZISTL,O,O,O,X,X,O,O,O,X,O
JOZISLT,O,X,O,X,X,O,O,O,X,X
JOZLTIS,O,O,O,X,X,O,O,X,X,X
JOZLTSI,O,X,X,X,X,X,X,X,X,X
JOZLITS,O,O,O,X,X,O,O,X,X,X
JOZLIST,O,O,O,X,X,O,O,X,X,X
JOZLSTI,O,O,O,X,X,X,X,X,X,O
JOZLSIT,O,O,O,X,X,X,X,X,X,X
JOZSTIL,O,O,O,X,X,O,O,X,X,O
JOZSTLI,O,O,O,X,X,X,X,X,X,O
JOZSITL,O,O,O,X,X,O,O,X,X,O
JOZSILT,O,X,O,X,X,O,O,X,X,X
JOZSLTI,O,O,O,X,X,X,X,X,X,O
JOZSLIT,O,O,O,X,X,X,X,X,X,X
STILJZO,X,O,X,O,O,X,X,X,X,X
STILJOZ,X,O,X,O,O,X,X,X,X,X
STILZJO,X,O,O,O,O,X,X,X,X,X
STILZOJ,X,O,O,O,O,X,X,X,O,X
STILOJZ,X,O,X,O,O,X,X,O,X,X
STILOZJ,X,O,O,O,O,X,X,O,O,X
STIJLZO,X,O,X,O,O,X,X,X,X,X
STIJLOZ,X,O,X,O,O,X,X,X,X,X
STIJZLO,X,X,O,O,O,X,X,X,X,X
STIJZOL,X,O,O,X,O,X,X,X,X,X
STIJOLZ,X,O,X,X,O,X,X,O,X,X
STIJOZL,X,O,O,X,O,X,X,O,X,X
STIZLJO,X,O,O,O,O,X,X,X,X,X
STIZLOJ,X,O,O,O,O,X,X,X,O,X
STIZJLO,X,X,O,O,O,X,X,X,X,X
STIZJOL,X,O,O,X,O,X,X,X,X,X
STIZOLJ,X,O,O,O,O,X,O,O,O,X
STIZOJL,X,O,O,X,O,X,O,O,O,X
STIOLJZ,X,O,X,O,O,X,X,O,X,X
STIOLZJ,X,O,O,O,O,X,X,O,O,X
STIOJLZ,X,O,X,X,O,X,X,O,X,X
STIOJZL,X,O,O,X,O,X,X,O,X,X
STIOZLJ,X,O,O,O,O,X,O,O,O,X
STIOZJL,X,O,O,X,O,X,O,O,O,X
STLIJZO,X,O,X,O,X,X,X,X,X,X
STLIJOZ,X,O,X,O,X,X,X,X,X,X
STLIZJO,X,O,O,O,X,X,X,X,X,X
STLIZOJ,X,O,O,O,X,X,X,X,O,X
STLIOJZ,X,O,X,O,X,X,X,X,X,X
STLIOZJ,X,O,O,O,X,X,X,X,O,X
STLJIZO,X,O,X,O,X,X,X,X,X,X
STLJIOZ,X,O,X,O,X,X,X,X,X,X
STLJZIO,X,O,O,O,X,X,X,X,X,X
STLJZOI,X,O,O,O,X,X,X,X,O,X
STLJOIZ,O,O,X,O,X,X,X,X,X,X
STLJOZI,X,X,O,O,X,X,X,X,O,X
STLZIJO,X,O,O,O,X,X,X,X,X,X
STLZIOJ,X,O,O,O,X,X,X,X,O,X
STLZJIO,X,O,O,O,X,X,X,X,X,X
STLZJOI,O,O,O,O,X,X,X,X,O,X
STLZOIJ,O,O,O,O,X,X,X,X,O,X
STLZOJI,O,O,O,O,X,X,X,X,O,X
STLOIJZ,O,O,X,O,X,X,X,X,X,X
STLOIZJ,O,O,O,O,X,X,X,X,O,X
STLOJIZ,O,O,X,O,X,X,X,X,X,X
STLOJZI,X,X,O,O,X,X,X,X,O,X
STLOZIJ,O,O,O,O,X,X,X,X,O,X
STLOZJI,O,O,O,O,X,X,X,X,O,X
STJILZO,X,O,X,O,O,X,X,X,X,X
STJILOZ,X,O,X,O,O,X,X,X,X,X
STJIZLO,X,X,O,O,O,X,X,X,X,X
STJIZOL,X,O,O,X,O,X,X,X,X,X
STJIOLZ,X,O,X,X,O,X,X,X,X,X
STJIOZL,X,O,O,X,O,X,X,X,X,X
STJLIZO,X,O,X,O,X,X,X,X,X,X
STJLIOZ,X,O,X,O,X,X,X,X,X,X
STJLZIO,X,O,O,O,X,X,X,X,X,X
STJLZOI,X,O,O,O,X,X,X,X,O,X
STJLOIZ,O,O,X,O,X,X,X,X,X,X
STJLOZI,X,X,O,O,X,X,X,X,O,X
STJZILO,X,X,O,O,O,X,X,X,X,X
STJZIOL,X,O,O,X,O,X,X,X,X,X
STJZLIO,X,O,O,O,X,X,X,X,X,X
STJZLOI,X,O,O,O,X,X,X,X,O,X
STJZOIL,X,O,O,X,O,X,X,X,O,X
STJZOLI,X,O,O,O,X,X,X,X,O,X
STJOILZ,O,O,X,X,O,X,X,X,X,O
STJOIZL,X,O,O,X,O,X,X,X,X,O
STJOLIZ,O,O,X,O,X,X,X,X,X,O
STJOLZI,X,X,O,O,X,X,X,X,O,O
STJOZIL,X,O,O,X,O,X,X,X,O,O
STJOZLI,X,O,O,O,X,X,X,X,O,O
STZILJO,X,O,O,O,O,X,X,X,X,X
STZILOJ,X,O,O,O,O,X,X,X,O,X
STZIJLO,X,X,O,O,O,X,X,X,X,X
STZIJOL,X,O,O,X,O,X,X,X,X,X
STZIOLJ,X,O,O,O,O,X,O,X,O,X
STZIOJL,X,O,O,X,O,X,O,X,O,X
STZLIJO,X,O,O,O,X,X,X,X,X,X
STZLIOJ,X,O,O,O,X,X,X,X,O,X
STZLJIO,X,O,O,O,X,X,X,X,X,X
STZLJOI,O,O,O,O,X,X,X,X,O,X
STZLOIJ,O,O,O,O,X,X,X,X,O,X
STZLOJI,O,O,O,O,X,X,X,X,O,X
STZJILO,X,X,O,O,O,X,X,X,X,X
STZJIOL,X,O,O,X,O,X,O,X,X,X
STZJLIO,X,O,O,O,X,X,X,X,X,X
STZJLOI,O,O,O,O,X,X,X,X,O,X
STZJOIL,O,O,O,X,O,X,O,X,O,X
STZJOLI,O,O,O,O,X,X,X,X,O,X
STZOILJ,O,O,O,O,O,X,O,X,O,X
STZOIJL,O,O,O,X,O,X,O,X,O,X
STZOLIJ,O,O,O,O,X,X,X,X,O,X
STZOLJI,O,O,O,O,X,X,X,X,O,X
STZOJIL,O,O,O,X,O,X,O,X,O,O
STZOJLI,O,O,O,O,X,X,X,X,O,O
STOILJZ,O,O,X,O,O,X,X,O,X,X
STOILZJ,O,O,O,O,O,X,X,O,O,X
STOIJLZ,O,O,X,X,O,X,X,O,X,X
STOIJZL,X,O,O,X,O,X,X,O,X,X
STOIZLJ,O,O,O,O,O,X,O,O,O,X
STOIZJL,O,O,O,X,O,X,O,O,O,X
STOLIJZ,O,O,X,O,X,X,X,X,X,X
STOLIZJ,O,O,O,O,X,X,X,X,O,X
STOLJIZ,O,O,X,O,X,X,X,X,X,X
STOLJZI,X,X,O,O,X,X,X,X,O,X
STOLZIJ,O,O,O,O,X,X,X,X,O,X
STOLZJI,O,O,O,O,X,X,X,X,O,X
STOJILZ,O,O,X,X,O,X,X,X,X,O
STOJIZL,X,O,O,X,O,X,X,X,X,O
STOJLIZ,O,O,X,O,X,X,X,X,X,O
STOJLZI,X,X,O,O,X,X,X,X,O,O
STOJZIL,X,O,O,X,O,X,X,X,O,O
STOJZLI,X,O,O,O,X,X,X,X,O,O
STOZILJ,O,O,O,O,O,X,O,X,O,X
STOZIJL,O,O,O,X,O,X,O,X,O,X
STOZLIJ,O,O,O,O,X,X,X,X,O,X
STOZLJI,O,O,O,O,X,X,X,X,O,X
STOZJIL,O,O,O,X,O,X,O,X,O,O
STOZJLI,O,O,O,O,X,X,X,X,O,O
SITLJZO,X,O,X,O,O,X,X,X,X,X
SITLJOZ,X,O,X,O,O,X,X,X,X,X
SITLZJO,X,O,O,O,O,X,X,X,X,X
SITLZOJ,X,O,O,O,O,X,X,X,X,X
SITLOJZ,X,O,X,O,O,X,X,X,X,X
SITLOZJ,X,O,O,O,O,X,X,X,X,X
SITJLZO,X,O,X,O,O,O,X,X,X,X
SITJLOZ,X,O,X,O,O,O,X,X,X,X
SITJZLO,X,X,O,O,O,O,X,X,X,X
SITJZOL,X,O,O,X,O,O,X,X,X,X
SITJOLZ,X,O,X,X,O,O,X,X,X,X
SITJOZL,X,O,O,X,O,O,X,X,X,X
SITZLJO,X,O,O,O,O,X,X,X,X,X
SITZLOJ,X,O,O,O,O,X,X,X,X,X
SITZJLO,X,X,O,O,O,O,X,X,X,X
SITZJOL,X,O,O,X,O,O,X,X,X,X
SITZOLJ,X,O,O,O,O,X,X,X,X,X
SITZOJL,X,O,O,X,O,O,X,X,X,X
SITOLJZ,X,O,X,O,O,X,X,X,X,X
SITOLZJ,X,O,O,O,O,X,X,X,X,X
SITOJLZ,X,O,X,X,O,O,X,X,X,X
SITOJZL,X,O,O,X,O,O,X,X,X,X
SITOZLJ,X,O,O,O,O,X,X,X,X,X
SITOZJL,X,O,O,X,O,O,X,X,X,X
SILTJZO,X,O,X,O,X,X,X,X,X,X
SILTJOZ,X,O,X,O,X,X,X,X,X,X
SILTZJO,X,O,O,O,X,X,X,X,X,X
SILTZOJ,X,O,O,O,X,X,X,X,X,X
SILTOJZ,X,O,X,O,X,X,X,X,X,X
SILTOZJ,X,O,O,O,X,X,X,X,X,X
SILJTZO,X,O,X,X,X,O,X,X,X,X
SILJTOZ,X,O,X,X,X,O,X,X,X,X
SILJZTO,X,O,X,X,X,O,X,X,X,X
SILJZOT,X,O,X,X,X,O,X,X,X,X
SILJOTZ,O,O,X,X,X,O,X,X,X,X
SILJOZT,O,X,X,X,X,O,X,X,X,X
SILZTJO,X,O,O,O,X,X,X,X,X,X
SILZTOJ,X,O,O,O,X,X,X,X,X,X
SILZJTO,X,O,O,X,X,O,X,X,X,X
SILZJOT,O,O,O,X,X,O,X,X,X,X
SILZOTJ,O,O,O,X,X,X,X,X,X,X
SILZOJT,O,O,X,X,X,O,X,X,X,X
SILOTJZ,O,O,X,X,X,X,X,X,X,X
SILOTZJ,O,O,O,X,X,X,X,X,O,X
SILOJTZ,O,O,X,X,X,O,X,X,X,X
SILOJZT,O,X,X,X,X,O,X,X,X,X
SILOZTJ,O,O,X,X,X,X,X,X,X,X
SILOZJT,O,O,X,X,X,O,X,X,X,X
SIJTLZO,X,O,X,O,X,O,X,X,X,X
SIJTLOZ,X,O,X,O,X,O,X,X,X,X
SIJTZLO,X,X,O,O,X,O,X,X,X,X
SIJTZOL,X,O,O,X,X,O,X,X,X,X
SIJTOLZ,X,O,X,X,X,O,X,X,X,X
SIJTOZL,X,O,O,X,X,O,X,X,X,X
SIJLTZO,X,O,X,X,X,O,X,X,X,X
SIJLTOZ,X,O,X,X,X,O,X,X,X,X
SIJLZTO,X,O,X,X,X,O,X,X,X,X
SIJLZOT,X,O,X,X,X,O,X,X,X,X
SIJLOTZ,O,O,X,X,X,O,X,X,X,X
SIJLOZT,O,X,X,X,X,O,X,X,X,X
SIJZTLO,X,X,O,O,X,O,X,X,X,X
SIJZTOL,X,O,O,X,X,O,X,X,X,X
SIJZLTO,X,X,O,X,X,O,X,X,X,X
SIJZLOT,X,X,O,X,X,O,X,X,X,X
SIJZOTL,X,O,O,X,X,O,X,X,X,X
SIJZOLT,X,X,O,X,X,O,X,X,X,X
SIJOTLZ,O,O,X,X,X,O,X,X,X,O
SIJOTZL,X,O,O,X,X,O,X,X,X,O
SIJOLTZ,O,X,X,X,X,O,X,X,X,X
SIJOLZT,O,X,X,X,X,O,X,X,X,X
SIJOZTL,X,X,X,X,X,O,X,X,X,O
SIJOZLT,O,X,X,X,X,O,X,X,X,X
SIZTLJO,X,O,O,O,O,X,X,X,X,X
SIZTLOJ,X,O,O,O,O,X,X,X,X,X
SIZTJLO,X,X,O,O,O,O,X,X,X,X
SIZTJOL,X,O,O,X,O,O,X,X,X,X
SIZTOLJ,X,O,O,O,O,X,X,X,X,X
SIZTOJL,X,O,O,X,O,O,X,X,X,X
SIZLTJO,X,O,O,O,X,X,X,X,X,X
SIZLTOJ,X,O,O,O,X,X,X,X,X,X
SIZLJTO,X,O,O,X,X,O,X,X,X,X
SIZLJOT,O,O,O,X,X,O,X,X,X,X
SIZLOTJ,O,O,O,X,X,X,X,X,X,X
SIZLOJT,O,O,X,X,X,O,X,X,X,X
SIZJTLO,X,X,O,O,X,O,X,X,X,X
SIZJTOL,X,O,O,X,X,O,X,X,X,X
SIZJLTO,X,X,O,X,X,O,X,X,X,X
SIZJLOT,O,X,O,X,X,O,X,X,X,X
SIZJOTL,O,O,O,X,X,O,X,X,X,X
SIZJOLT,O,X,O,X,X,O,X,X,X,X
SIZOTLJ,O,O,O,O,O,X,X,X,X,X
SIZOTJL,O,O,O,X,O,O,X,X,X,X
SIZOLTJ,O,O,O,X,X,X,X,X,X,X
SIZOLJT,O,O,X,X,X,O,X,X,X,X
SIZOJTL,O,O,O,X,X,O,X,X,X,O
SIZOJLT,O,X,O,X,X,O,X,X,X,X
SIOTLJZ,O,O,X,O,O,X,X,X,X,X
SIOTLZJ,O,O,O,O,O,X,X,X,O,X
SIOTJLZ,O,O,X,X,O,O,X,X,X,X
SIOTJZL,X,O,O,X,O,O,X,X,X,X
SIOTZLJ,O,O,O,O,O,X,X,X,O,X
SIOTZJL,O,O,O,X,O,O,X,X,O,X
SIOLTJZ,O,O,X,X,X,X,X,X,X,X
SIOLTZJ,O,O,O,X,X,X,X,X,O,X
SIOLJTZ,O,O,X,X,X,O,X,X,X,X
SIOLJZT,O,X,X,X,X,O,X,X,X,X
SIOLZTJ,O,O,X,X,X,X,X,X,X,X
SIOLZJT,O,O,X,X,X,O,X,X,X,X
SIOJTLZ,O,O,X,X,X,O,X,X,X,O
SIOJTZL,X,O,O,X,X,O,X,X,X,O
SIOJLTZ,O,X,X,X,X,O,X,X,X,X
SIOJLZT,O,X,X,X,X,O,X,X,X,X
SIOJZTL,O,X,X,X,X,O,X,X,X,O
SIOJZLT,O,X,X,X,X,O,X,X,X,X
SIOZTLJ,O,O,O,O,O,X,X,X,X,X
SIOZTJL,O,O,O,X,O,O,X,X,X,X
SIOZLTJ,O,O,O,X,X,X,X,X,X,X
SIOZLJT,O,O,X,X,X,O,X,X,X,X
SIOZJTL,O,O,O,X,X,O,X,X,X,O
SIOZJLT,O,X,O,X,X,O,X,X,X,X
SLTIJZO,X,O,X,O,X,X,X,X,X,X
SLTIJOZ,X,O,X,O,X,X,X,X,X,X
SLTIZJO,X,O,O,O,X,X,X,X,X,X
SLTIZOJ,X,O,O,O,X,X,X,X,X,X
SLTIOJZ,X,O,X,O,X,X,X,X,X,X
SLTIOZJ,X,O,O,O,X,X,X,X,X,X
SLTJIZO,X,O,X,O,X,X,X,X,X,X
SLTJIOZ,X,O,X,O,X,X,X,X,X,X
SLTJZIO,X,O,O,O,X,X,X,X,X,X
SLTJZOI,X,O,O,O,X,X,X,X,X,X
SLTJOIZ,O,O,X,O,X,X,X,X,X,X
SLTJOZI,X,X,O,O,X,X,X,X,X,X
SLTZIJO,X,O,O,O,X,X,X,X,X,X
SLTZIOJ,X,O,O,O,X,X,X,X,X,X
SLTZJIO,X,O,O,O,X,X,X,X,X,X
SLTZJOI,O,O,O,O,X,X,X,X,X,X
SLTZOIJ,O,O,O,O,X,X,X,X,X,X
SLTZOJI,O,O,O,O,X,X,X,X,X,X
SLTOIJZ,O,O,X,O,X,X,X,X,X,X
SLTOIZJ,O,O,O,O,X,X,X,X,O,X
SLTOJIZ,O,O,X,O,X,X,X,X,X,X
SLTOJZI,X,X,O,O,X,X,X,X,O,X
SLTOZIJ,O,O,O,O,X,X,X,X,O,X
SLTOZJI,O,O,O,O,X,X,X,X,O,X
SLITJZO,X,O,X,O,X,X,X,X,X,X
SLITJOZ,X,O,X,O,X,X,X,X,X,X
SLITZJO,X,O,O,O,X,X,X,X,X,X
SLITZOJ,X,O,O,O,X,X,X,X,X,X
SLITOJZ,X,O,X,O,X,X,X,X,X,X
SLITOZJ,X,O,O,O,X,X,X,X,X,X
SLIJTZO,X,O,X,X,X,X,X,X,X,X
SLIJTOZ,X,O,X,X,X,X,X,X,X,X
SLIJZTO,X,O,X,X,X,X,X,X,X,X
SLIJZOT,X,O,X,X,X,X,X,X,X,X
SLIJOTZ,O,O,X,X,X,X,X,X,X,X
SLIJOZT,O,X,X,X,X,X,X,X,X,X
SLIZTJO,X,O,O,O,X,X,X,X,X,X
SLIZTOJ,X,O,O,O,X,X,X,X,X,X
SLIZJTO,X,O,O,X,X,X,X,X,X,X
SLIZJOT,O,O,O,X,X,X,X,X,X,X
SLIZOTJ,O,O,O,X,X,X,X,X,X,X
SLIZOJT,O,O,X,X,X,X,X,X,X,X
SLIOTJZ,O,O,X,X,X,X,X,X,X,X
SLIOTZJ,O,O,O,X,X,X,X,X,O,X
SLIOJTZ,O,O,X,X,X,X,X,X,X,X
SLIOJZT,O,X,X,X,X,X,X,X,X,X
SLIOZTJ,O,O,X,X,X,X,X,X,X,X
SLIOZJT,O,O,X,X,X,X,X,X,X,X
SLJTIZO,X,O,X,X,X,X,X,X,X,X
SLJTIOZ,X,O,X,X,X,X,X,X,X,X
SLJTZIO,X,O,O,X,X,X,X,X,X,X
SLJTZOI,X,O,O,X,X,X,X,X,X,X
SLJTOIZ,O,O,X,X,X,X,X,X,X,X
SLJTOZI,X,X,O,X,X,X,X,X,X,X
SLJITZO,X,O,X,X,X,X,X,X,X,X
SLJITOZ,X,O,X,X,X,X,X,X,X,X
SLJIZTO,X,O,X,X,X,X,X,X,X,X
SLJIZOT,X,O,X,X,X,X,X,X,X,X
SLJIOTZ,O,O,X,X,X,X,X,X,X,X
SLJIOZT,O,X,X,X,X,X,X,X,X,X
SLJZTIO,X,O,X,X,X,X,X,X,X,X
SLJZTOI,O,O,X,X,X,X,X,X,X,X
SLJZITO,X,O,X,X,X,X,X,X,X,X
SLJZIOT,O,O,X,X,X,X,X,X,X,X
SLJZOTI,O,O,X,X,X,X,X,X,X,X
SLJZOIT,O,O,X,X,X,X,X,X,X,X
SLJOTIZ,O,O,X,X,X,X,X,X,X,O
SLJOTZI,X,X,O,X,X,X,X,X,O,O
SLJOITZ,O,O,X,X,X,X,X,X,X,X
SLJOIZT,O,X,X,X,X,X,X,X,X,X
SLJOZTI,O,X,X,X,X,X,X,X,X,O
SLJOZIT,O,X,X,X,X,X,X,X,X,X
SLZTIJO,X,O,O,O,X,X,X,X,X,X
SLZTIOJ,X,O,O,O,X,X,X,X,X,X
SLZTJIO,X,O,O,O,X,X,X,X,X,X
SLZTJOI,O,O,O,O,X,X,X,X,X,X
SLZTOIJ,O,O,O,O,X,X,X,X,X,X
SLZTOJI,O,O,O,O,X,X,X,X,X,X
SLZITJO,X,O,O,O,X,X,X,X,X,X
SLZITOJ,X,O,O,O,X,X,X,X,X,X
SLZIJTO,X,O,O,X,X,X,X,X,X,X
SLZIJOT,O,O,O,X,X,X,X,X,X,X
SLZIOTJ,O,O,O,X,X,X,X,X,X,X
SLZIOJT,O,O,X,X,X,X,X,X,X,X
SLZJTIO,X,O,O,X,X,X,X,X,X,X
SLZJTOI,O,O,O,X,X,X,X,X,X,X
SLZJITO,X,O,O,X,X,X,X,X,X,X
SLZJIOT,O,O,O,X,X,X,X,X,X,X
SLZJOTI,O,O,O,X,X,X,X,X,X,X
SLZJOIT,O,O,O,X,X,X,X,X,X,X
SLZOTIJ,O,O,O,O,X,X,X,X,O,X
SLZOTJI,O,O,O,O,X,X,X,X,O,X
SLZOITJ,O,O,O,X,X,X,X,X,X,X
SLZOIJT,O,O,X,X,X,X,X,X,X,X
SLZOJTI,O,O,O,X,X,X,X,X,X,O
SLZOJIT,O,O,O,X,X,X,X,X,X,X
SLOTIJZ,O,O,X,O,X,X,X,X,X,X
SLOTIZJ,O,O,O,O,X,X,X,X,O,X
SLOTJIZ,O,O,X,O,X,X,X,X,X,X
SLOTJZI,X,X,O,O,X,X,X,X,O,X
SLOTZIJ,O,O,O,O,X,X,X,X,O,X
SLOTZJI,O,O,O,O,X,X,X,X,O,X
SLOITJZ,O,O,X,X,X,X,X,X,X,X
SLOITZJ,O,O,O,X,X,X,X,X,O,X
SLOIJTZ,O,O,X,X,X,X,X,X,X,X
SLOIJZT,O,X,X,X,X,X,X,X,X,X
SLOIZTJ,O,O,X,X,X,X,X,X,X,X
SLOIZJT,O,O,X,X,X,X,X,X,X,X
SLOJTIZ,O,O,X,X,X,X,X,X,X,O
SLOJTZI,X,X,O,X,X,X,X,X,O,O
SLOJITZ,O,O,X,X,X,X,X,X,X,X
SLOJIZT,O,X,X,X,X,X,X,X,X,X
SLOJZTI,O,X,X,X,X,X,X,X,X,O
SLOJZIT,O,X,X,X,X,X,X,X,X,X
SLOZTIJ,O,O,O,O,X,X,X,X,O,X
SLOZTJI,O,O,O,O,X,X,X,X,O,X
SLOZITJ,O,O,O,X,X,X,X,X,X,X
SLOZIJT,O,O,X,X,X,X,X,X,X,X
SLOZJTI,O,O,O,X,X,X,X,X,X,O
SLOZJIT,O,O,O,X,X,X,X,X,X,X
SJTILZO,X,O,X,O,X,O,X,X,X,X
SJTILOZ,X,O,X,O,X,O,X,O,X,X
SJTIZLO,X,X,O,O,X,O,X,X,X,X
SJTIZOL,X,O,O,X,X,O,O,O,X,X
SJTIOLZ,X,O,X,X,X,O,X,O,X,X
SJTIOZL,X,O,O,X,X,O,O,O,X,X
SJTLIZO,X,O,X,O,X,X,X,X,X,X
SJTLIOZ,X,O,X,O,X,X,X,X,X,X
SJTLZIO,X,O,O,O,X,X,X,X,X,X
SJTLZOI,X,O,O,O,X,X,X,X,X,X
SJTLOIZ,O,O,X,O,X,X,X,X,X,X
SJTLOZI,X,X,O,O,X,X,X,X,X,X
SJTZILO,X,X,O,O,X,O,X,X,X,X
SJTZIOL,X,O,O,X,X,O,O,X,X,X
SJTZLIO,X,O,O,O,X,X,X,X,X,X
SJTZLOI,X,O,O,O,X,X,X,X,X,X
SJTZOIL,X,O,O,X,X,O,O,X,X,X
SJTZOLI,X,O,O,O,X,X,X,X,X,X
SJTOILZ,O,O,X,X,X,O,X,O,X,O
SJTOIZL,X,O,O,X,X,O,O,O,X,O
SJTOLIZ,O,O,X,O,X,X,X,X,X,O
SJTOLZI,X,X,O,O,X,X,X,X,X,O
SJTOZIL,X,O,O,X,X,O,O,X,X,O
SJTOZLI,X,O,O,O,X,X,X,X,X,O
SJITLZO,X,O,X,O,X,O,X,X,X,X
SJITLOZ,X,O,X,O,X,O,X,X,X,X
SJITZLO,X,X,O,O,X,O,X,X,X,X
SJITZOL,X,O,O,X,X,O,X,X,X,X
SJITOLZ,X,O,X,X,X,O,X,O,X,X
SJITOZL,X,O,O,X,X,O,X,O,X,X
SJILTZO,X,O,X,X,X,O,X,X,X,X
SJILTOZ,X,O,X,X,X,O,X,X,X,X
SJILZTO,X,O,X,X,X,O,X,X,X,X
SJILZOT,X,O,X,X,X,O,X,X,X,X
SJILOTZ,O,O,X,X,X,O,X,O,X,X
SJILOZT,O,X,X,X,X,O,X,O,X,X
SJIZTLO,X,X,O,O,X,O,X,X,X,X
SJIZTOL,X,O,O,X,X,O,X,X,X,X
SJIZLTO,X,X,O,X,X,O,X,X,X,X
SJIZLOT,X,X,O,X,X,O,X,X,X,X
SJIZOTL,X,O,O,X,X,O,O,O,X,X
SJIZOLT,X,X,O,X,X,O,O,O,X,X
SJIOTLZ,O,O,X,X,X,O,X,O,X,O
SJIOTZL,X,O,O,X,X,O,X,O,X,O
SJIOLTZ,O,X,X,X,X,O,X,O,X,X
SJIOLZT,O,X,X,X,X,O,X,O,X,X
SJIOZTL,X,X,O,X,X,O,O,O,X,O
SJIOZLT,O,X,O,X,X,O,O,O,X,X
SJLTIZO,X,O,X,X,X,X,X,X,X,X
SJLTIOZ,X,O,X,X,X,X,X,X,X,X
SJLTZIO,X,O,O,X,X,X,X,X,X,X
SJLTZOI,X,O,O,X,X,X,X,X,X,X
SJLTOIZ,O,O,X,X,X,X,X,X,X,X
SJLTOZI,X,X,O,X,X,X,X,X,X,X
SJLITZO,X,O,X,X,X,X,X,X,X,X
SJLITOZ,X,O,X,X,X,X,X,X,X,X
SJLIZTO,X,O,X,X,X,X,X,X,X,X
SJLIZOT,X,O,X,X,X,X,X,X,X,X
SJLIOTZ,O,O,X,X,X,X,X,X,X,X
SJLIOZT,O,X,X,X,X,X,X,X,X,X
SJLZTIO,X,O,X,X,X,X,X,X,X,X
SJLZTOI,O,O,X,X,X,X,X,X,X,X
SJLZITO,X,O,X,X,X,X,X,X,X,X
SJLZIOT,O,O,X,X,X,X,X,X,X,X
SJLZOTI,O,O,X,X,X,X,X,X,X,X
SJLZOIT,O,O,X,X,X,X,X,X,X,X
SJLOTIZ,O,O,X,X,X,X,X,X,X,O
SJLOTZI,X,X,O,X,X,X,X,X,O,O
SJLOITZ,O,O,X,X,X,X,X,X,X,X
SJLOIZT,O,X,X,X,X,X,X,X,X,X
SJLOZTI,O,X,X,X,X,X,X,X,X,O
SJLOZIT,O,X,X,X,X,X,X,X,X,X
SJZTILO,X,X,O,O,X,O,X,X,X,X
SJZTIOL,X,O,O,X,X,O,O,X,X,X
SJZTLIO,X,O,O,O,X,X,X,X,X,X
SJZTLOI,O,O,O,O,X,X,X,X,X,X
SJZTOIL,O,O,O,X,X,O,O,X,X,X
SJZTOLI,O,O,O,O,X,X,X,X,X,X
SJZITLO,X,X,O,O,X,O,X,X,X,X
SJZITOL,X,O,O,X,X,O,X,X,X,X
SJZILTO,X,X,O,X,X,O,X,X,X,X
SJZILOT,O,X,O,X,X,O,X,X,X,X
SJZIOTL,O,O,O,X,X,O,O,X,X,X
SJZIOLT,O,X,O,X,X,O,O,X,X,X
SJZLTIO,X,O,O,X,X,X,X,X,X,X
SJZLTOI,O,O,O,X,X,X,X,X,X,X
SJZLITO,X,O,O,X,X,X,X,X,X,X
SJZLIOT,O,O,O,X,X,X,X,X,X,X
SJZLOTI,O,O,O,X,X,X,X,X,X,X
SJZLOIT,O,O,O,X,X,X,X,X,X,X
SJZOTIL,O,O,O,X,X,O,O,X,X,O
SJZOTLI,O,O,O,O,X,X,X,X,X,O
SJZOITL,O,O,O,X,X,O,O,X,X,O
SJZOILT,O,X,O,X,X,O,O,X,X,X
SJZOLTI,O,O,O,X,X,X,X,X,X,O
SJZOLIT,O,O,O,X,X,X,X,X,X,X
SJOTILZ,O,O,X,X,X,O,X,O,X,O
SJOTIZL,X,O,O,X,X,O,O,O,X,O
SJOTLIZ,O,O,X,O,X,X,X,X,X,O
SJOTLZI,X,X,O,O,X,X,X,X,O,O
SJOTZIL,X,O,O,X,X,O,O,X,O,O
SJOTZLI,X,O,O,O,X,X,X,X,O,O
SJOITLZ,O,O,X,X,X,O,X,O,X,O
SJOITZL,X,O,O,X,X,O,X,O,X,O
SJOILTZ,O,X,X,X,X,O,X,O,X,X
SJOILZT,O,X,X,X,X,O,X,O,X,X
SJOIZTL,O,X,O,X,X,O,O,O,X,O
SJOIZLT,O,X,O,X,X,O,O,O,X,X
SJOLTIZ,O,O,X,X,X,X,X,X,X,O
SJOLTZI,X,X,O,X,X,X,X,X,O,O
