sequence,v115@MhB8CeA8DeC8BeB8DeD8Jei/IvhFRhBziB+oBfqBUr?BlqB,v115@MhB8CeA8DeC8BeB8DeD8Je/EJvhFihBziB+oB0lBFl?BxvB,v115@MhB8CeA8DeC8BeB8DeD8Je/EJvhFUgBRhBKrBFoBGo?BTqB,v115@MhB8CeA8DeC8BeB8DeD8JeT/IvhFihBXlBFoB0lBGo?BxvB,v115@MhB8CeA8DeC8BeB8DeD8JeT/IvhFRhBGjBKrBUoBFq?B/qB,v115@MhB8CeA8DeC8BeB8DeD8Je/EJvhFRhBziB+oBlqBaq?BUrB,v115@MhB8CeA8DeC8BeB8DeD8JeT/IvhFihB0lBGoBXlBFo?BxvB,v115@MhB8CeA8DeC8BeB8DeD8Jex/IvhFCjB0kBToB3qBmq?BlrB,v115@MhB8CeA8DeC8BeB8DeD8JeT/IvhFGjBllBUoBXlBim?BxvB
SIJOZTL,O,O,X,X,X,X,X,X,X
SIJOZLT,O,O,X,X,X,X,O,X,X
SIZTLJO,O,O,O,X,X,X,X,X,X
SIZTLOJ,X,X,O,O,X,X,X,X,X
SIZTJLO,O,O,X,X,X,X,X,X,X
SIZTJOL,O,O,X,X,X,X,X,X,O
SIZTOLJ,X,X,X,O,X,X,X,O,X
SIZTOJL,X,X,X,X,X,X,X,O,O
SIZLTJO,O,O,O,X,X,X,X,X,X
SIZLTOJ,X,X,O,O,X,X,X,X,X
SIZLJTO,O,O,O,X,X,X,X,X,X
SIZLJOT,O,O,X,X,X,X,O,X,X
SIZLOTJ,X,X,O,O,X,X,X,O,X
SIZLOJT,O,O,X,X,X,X,O,O,X
SIZJTLO,O,O,X,X,X,X,X,X,X
SIZJTOL,O,O,X,X,X,X,X,X,O
SIZJLTO,O,O,X,X,X,X,X,X,X
SIZJLOT,O,O,X,X,X,X,O,X,X
SIZJOTL,O,O,X,X,X,X,X,O,O
SIZJOLT,O,O,X,X,X,X,O,O,X
SIZOTLJ,X,X,X,O,X,X,X,O,X
SIZOTJL,X,X,X,X,X,X,X,O,O
SIZOLTJ,X,X,X,O,X,X,X,O,X
SIZOLJT,O,O,X,X,X,X,O,O,X
SIZOJTL,O,O,X,X,X,X,X,O,O
SIZOJLT,O,O,X,X,X,X,O,O,X
SIOTLJZ,X,X,O,O,X,X,X,X,X
SIOTLZJ,X,X,O,O,X,X,X,X,X
SIOTJLZ,X,X,X,O,X,X,X,X,X
SIOTJZL,X,X,X,X,X,X,X,X,X
SIOTZLJ,X,X,X,O,X,X,X,X,X
SIOTZJL,X,X,X,X,X,X,X,X,O
SIOLTJZ,X,X,O,O,X,X,X,X,X
SIOLTZJ,X,X,O,O,X,X,X,X,X
SIOLJTZ,O,O,O,O,X,X,X,X,X
SIOLJZT,O,O,O,X,X,X,O,X,X
SIOLZTJ,X,X,O,O,X,X,X,O,X
SIOLZJT,X,O,O,X,X,X,O,O,X
SIOJTLZ,O,O,X,O,X,X,X,X,X
SIOJTZL,X,O,X,X,X,X,X,X,X
SIOJLTZ,O,O,X,O,X,X,X,X,X
SIOJLZT,O,O,X,X,X,X,O,X,X
SIOJZTL,X,O,X,X,X,X,X,X,X
SIOJZLT,O,O,X,X,X,X,O,X,X
SIOZTLJ,X,X,X,O,X,X,X,O,X
SIOZTJL,X,X,X,X,X,X,X,O,O
SIOZLTJ,X,X,X,O,X,X,X,O,X
SIOZLJT,X,O,X,X,X,X,O,O,X
SIOZJTL,X,O,X,X,X,X,X,O,O
SIOZJLT,X,O,X,X,X,X,O,O,X
SLTIJZO,X,O,O,X,X,O,X,X,X
SLTIJOZ,O,O,X,O,X,O,X,X,X
SLTIZJO,X,O,O,X,X,X,X,X,X
SLTIZOJ,X,X,O,O,X,X,X,X,X
SLTIOJZ,X,X,O,O,X,X,X,X,X
SLTIOZJ,X,X,O,O,X,X,X,X,X
SLTJIZO,X,O,O,X,X,O,X,X,X
SLTJIOZ,O,O,X,X,X,O,X,X,X
SLTJZIO,O,X,O,X,X,O,X,X,X
SLTJZOI,O,X,O,X,X,O,X,X,X
SLTJOIZ,O,O,O,O,X,O,X,X,X
SLTJOZI,O,X,O,O,X,O,X,X,X
SLTZIJO,O,X,O,X,O,X,X,X,X
SLTZIOJ,X,X,O,X,O,X,X,X,X
SLTZJIO,O,X,O,X,O,X,X,X,X
SLTZJOI,O,X,O,X,O,X,X,X,X
SLTZOIJ,X,X,O,O,O,X,X,X,X
SLTZOJI,X,X,O,O,O,X,X,X,X
SLTOIJZ,X,X,O,O,X,X,X,X,X
SLTOIZJ,X,X,O,O,X,X,X,X,X
SLTOJIZ,X,X,O,O,X,X,X,X,X
SLTOJZI,X,X,O,O,X,X,X,X,X
SLTOZIJ,X,X,O,O,O,X,X,X,X
SLTOZJI,X,X,O,O,O,X,X,X,X
SLITJZO,X,O,O,X,X,X,X,X,X
SLITJOZ,O,O,X,O,X,X,X,X,X
SLITZJO,X,O,O,X,X,X,X,X,X
SLITZOJ,X,X,O,O,X,X,X,X,X
SLITOJZ,X,X,O,O,X,X,X,X,X
SLITOZJ,X,X,O,O,X,X,X,X,X
SLIJTZO,X,O,O,X,X,X,X,X,X
SLIJTOZ,O,O,X,O,X,X,X,X,X
SLIJZTO,O,O,O,X,X,X,X,X,X
SLIJZOT,O,O,X,X,X,X,O,X,X
SLIJOTZ,O,O,X,O,X,X,X,X,X
SLIJOZT,O,O,X,X,X,X,O,X,X
SLIZTJO,O,O,O,X,X,X,X,X,X
SLIZTOJ,X,X,O,O,X,X,X,X,X
SLIZJTO,O,O,O,X,X,X,X,X,X
SLIZJOT,O,O,X,X,X,X,O,X,X
SLIZOTJ,X,X,O,O,X,X,X,X,X
SLIZOJT,O,O,X,X,X,X,O,X,X
SLIOTJZ,X,X,O,O,X,X,X,X,X
SLIOTZJ,X,X,O,O,X,X,X,X,X
SLIOJTZ,O,O,O,O,X,X,X,X,X
SLIOJZT,O,O,O,X,X,X,O,X,X
SLIOZTJ,X,X,O,O,X,X,X,X,X
SLIOZJT,X,O,O,X,X,X,O,X,X
SLJTIZO,X,O,O,X,X,O,X,X,X
SLJTIOZ,O,O,X,X,X,O,X,X,X
SLJTZIO,O,X,O,X,X,O,X,X,X
SLJTZOI,O,X,O,X,X,O,X,X,X
SLJTOIZ,O,O,O,O,X,O,X,X,X
SLJTOZI,O,X,O,O,X,O,X,X,X
SLJITZO,X,O,O,X,X,X,X,X,X
SLJITOZ,O,O,X,X,X,X,X,X,X
SLJIZTO,O,O,O,X,X,X,X,X,X
SLJIZOT,O,O,X,X,X,X,O,X,X
SLJIOTZ,O,O,X,X,X,X,X,X,X
SLJIOZT,O,O,X,X,X,X,O,X,X
SLJZTIO,O,X,O,X,X,X,X,X,X
SLJZTOI,O,X,O,X,X,X,X,X,X
SLJZITO,O,O,O,X,X,X,X,X,X
SLJZIOT,O,O,X,X,X,X,X,X,X
SLJZOTI,O,X,X,X,X,X,X,X,X
SLJZOIT,O,O,X,X,X,X,X,X,X
SLJOTIZ,O,O,O,O,X,O,X,X,X
SLJOTZI,O,X,O,O,X,O,X,X,X
SLJOITZ,O,O,O,X,X,X,X,X,X
SLJOIZT,O,O,O,X,X,X,O,X,X
SLJOZTI,O,X,O,X,X,X,X,X,X
SLJOZIT,O,O,O,X,X,X,X,X,X
SLZTIJO,O,X,O,X,O,X,X,X,X
SLZTIOJ,X,X,O,X,O,X,X,X,X
SLZTJIO,O,X,O,X,O,X,X,X,X
SLZTJOI,O,X,O,X,O,X,X,X,X
SLZTOIJ,X,X,O,O,O,X,X,X,X
SLZTOJI,X,X,O,O,O,X,X,X,X
SLZITJO,O,O,O,X,X,X,X,X,X
SLZITOJ,X,X,O,X,X,X,X,X,X
SLZIJTO,O,O,O,X,X,X,X,X,X
SLZIJOT,O,O,X,X,X,X,X,X,X
SLZIOTJ,X,X,O,X,X,X,X,O,X
SLZIOJT,O,O,X,X,X,X,X,O,X
SLZJTIO,O,X,O,X,O,X,X,X,X
SLZJTOI,O,X,O,X,O,X,X,X,X
SLZJITO,O,O,O,X,X,X,X,X,X
SLZJIOT,O,O,X,X,X,X,X,X,X
SLZJOTI,O,X,X,X,O,X,X,X,X
SLZJOIT,O,O,X,X,X,X,X,X,X
SLZOTIJ,X,X,O,O,O,X,X,O,X
SLZOTJI,X,X,O,O,O,X,X,O,X
SLZOITJ,X,X,O,X,X,X,X,O,X
SLZOIJT,O,X,O,X,X,X,X,O,X
SLZOJTI,O,X,O,X,O,X,X,O,X
SLZOJIT,O,X,O,X,X,X,X,O,X
SLOTIJZ,X,X,O,O,X,X,X,X,X
SLOTIZJ,X,X,O,O,X,X,X,X,X
SLOTJIZ,X,X,O,O,X,X,X,X,X
SLOTJZI,X,X,O,O,X,X,X,X,X
SLOTZIJ,X,X,O,O,O,X,X,O,X
SLOTZJI,X,X,O,O,O,X,X,O,X
SLOITJZ,X,X,O,O,X,X,X,X,X
SLOITZJ,X,X,O,O,X,X,X,X,X
SLOIJTZ,O,O,O,O,X,X,X,X,X
SLOIJZT,O,O,O,X,X,X,O,X,X
SLOIZTJ,X,X,O,O,X,X,X,O,X
SLOIZJT,X,O,O,X,X,X,O,O,X
SLOJTIZ,O,O,O,O,X,X,X,X,X
SLOJTZI,O,X,O,O,X,X,X,X,X
SLOJITZ,O,O,O,X,X,X,X,X,X
SLOJIZT,O,O,O,X,X,X,O,X,X
SLOJZTI,O,X,O,X,X,X,X,O,X
SLOJZIT,O,O,O,X,X,X,X,O,X
SLOZTIJ,X,X,O,O,O,X,X,O,X
SLOZTJI,X,X,O,O,O,X,X,O,X
SLOZITJ,X,X,O,X,X,X,X,O,X
SLOZIJT,O,X,O,X,X,X,X,O,X
SLOZJTI,O,X,O,X,O,X,X,O,X
SLOZJIT,O,X,O,X,X,X,X,O,X
SJTILZO,X,O,O,X,X,O,X,X,X
SJTILOZ,O,O,X,X,X,O,X,X,X
SJTIZLO,X,O,X,X,X,O,X,X,X
SJTIZOL,X,O,X,X,X,O,X,X,X
SJTIOLZ,O,O,X,X,X,O,X,X,X
SJTIOZL,X,O,X,X,X,O,X,X,X
SJTLIZO,X,O,O,X,X,O,X,X,X
SJTLIOZ,O,O,X,X,X,O,X,X,X
SJTLZIO,O,X,O,X,X,O,X,X,X
SJTLZOI,O,X,O,X,X,O,X,X,X
SJTLOIZ,O,O,O,O,X,O,X,X,X
SJTLOZI,O,X,O,O,X,O,X,X,X
SJTZILO,O,X,X,X,X,O,X,X,X
SJTZIOL,O,X,X,X,X,O,X,X,X
SJTZLIO,O,X,X,X,X,O,X,X,X
SJTZLOI,O,X,X,X,X,O,X,X,X
SJTZOIL,O,X,X,X,X,O,X,X,X
SJTZOLI,O,X,X,X,X,O,X,X,X
SJTOILZ,O,O,X,X,X,O,X,X,X
SJTOIZL,X,O,X,X,X,O,X,X,X
SJTOLIZ,O,O,O,O,X,O,X,X,X
SJTOLZI,O,X,O,O,X,O,X,X,X
SJTOZIL,O,X,X,X,X,O,X,X,X
SJTOZLI,O,X,X,X,X,O,X,X,X
SJITLZO,X,O,O,X,X,O,X,X,X
SJITLOZ,O,O,X,X,X,O,X,X,X
SJITZLO,X,O,X,X,X,O,X,X,X
SJITZOL,X,O,X,X,X,O,X,X,X
SJITOLZ,O,O,X,X,X,O,X,X,X
SJITOZL,X,O,X,X,X,O,X,X,X
SJILTZO,X,O,O,X,X,X,X,X,X
SJILTOZ,O,O,X,X,X,X,X,X,X
SJILZTO,O,O,O,X,X,X,X,X,X
SJILZOT,O,O,X,X,X,X,O,X,X
SJILOTZ,O,O,X,X,X,X,X,X,X
SJILOZT,O,O,X,X,X,X,O,X,X
SJIZTLO,O,O,X,X,X,X,X,X,X
SJIZTOL,O,O,X,X,X,X,X,X,X
SJIZLTO,O,O,X,X,X,X,X,X,X
SJIZLOT,O,O,X,X,X,X,O,X,X
SJIZOTL,O,O,X,X,X,X,X,X,X
SJIZOLT,O,O,X,X,X,X,O,X,X
SJIOTLZ,O,O,X,X,X,O,X,X,X
SJIOTZL,X,O,X,X,X,O,X,X,X
SJIOLTZ,O,O,X,X,X,X,X,X,X
SJIOLZT,O,O,X,X,X,X,O,X,X
SJIOZTL,O,O,X,X,X,X,X,X,X
SJIOZLT,O,O,X,X,X,X,O,X,X
SJLTIZO,X,O,O,X,X,O,X,X,X
SJLTIOZ,O,O,X,X,X,O,X,X,X
SJLTZIO,O,X,O,X,X,O,X,X,X
SJLTZOI,O,X,O,X,X,O,X,X,X
SJLTOIZ,O,O,O,O,X,O,X,X,X
SJLTOZI,O,X,O,O,X,O,X,X,X
SJLITZO,X,O,O,X,X,X,X,X,X
SJLITOZ,O,O,X,X,X,X,X,X,X
SJLIZTO,O,O,O,X,X,X,X,X,X
SJLIZOT,O,O,X,X,X,X,O,X,X
SJLIOTZ,O,O,X,X,X,X,X,X,X
SJLIOZT,O,O,X,X,X,X,O,X,X
SJLZTIO,O,X,O,X,X,X,X,X,X
SJLZTOI,O,X,O,X,X,X,X,X,X
SJLZITO,O,O,O,X,X,X,X,X,X
SJLZIOT,O,O,X,X,X,X,X,X,X
SJLZOTI,O,X,X,X,X,X,X,X,X
SJLZOIT,O,O,X,X,X,X,X,X,X
SJLOTIZ,O,O,O,O,X,O,X,X,X
SJLOTZI,O,X,O,O,X,O,X,X,X
SJLOITZ,O,O,O,X,X,X,X,X,X
SJLOIZT,O,O,O,X,X,X,O,X,X
SJLOZTI,O,X,O,X,X,X,X,X,X
SJLOZIT,O,O,O,X,X,X,X,X,X
SJZTILO,O,X,X,X,X,O,X,X,X
SJZTIOL,O,X,X,X,X,O,X,X,X
SJZTLIO,O,X,X,X,X,O,X,X,X
SJZTLOI,O,X,X,X,X,O,X,X,X
SJZTOIL,O,X,X,X,X,O,X,X,X
SJZTOLI,O,X,X,X,X,O,X,X,X
SJZITLO,O,O,X,X,X,X,X,X,X
SJZITOL,O,O,X,X,X,X,X,X,X
SJZILTO,O,O,X,X,X,X,X,X,X
SJZILOT,O,O,X,X,X,X,X,X,X
SJZIOTL,O,O,X,X,X,X,X,O,X
SJZIOLT,O,O,X,X,X,X,X,O,X
SJZLTIO,O,X,X,X,X,X,X,X,X
SJZLTOI,O,X,X,X,X,X,X,X,X
SJZLITO,O,O,X,X,X,X,X,X,X
SJZLIOT,O,O,X,X,X,X,X,X,X
SJZLOTI,O,X,X,X,X,X,X,X,X
SJZLOIT,O,O,X,X,X,X,X,X,X
SJZOTIL,O,X,X,X,X,O,X,O,X
SJZOTLI,O,X,X,X,X,O,X,O,X
SJZOITL,O,O,X,X,X,X,X,O,X
SJZOILT,O,O,X,X,X,X,X,O,X
SJZOLTI,O,X,X,X,X,X,X,O,X
SJZOLIT,O,O,X,X,X,X,X,O,X
SJOTILZ,O,O,X,X,X,O,X,X,X
SJOTIZL,X,O,X,X,X,O,X,X,X
SJOTLIZ,O,O,O,O,X,O,X,X,X
SJOTLZI,O,X,O,O,X,O,X,X,X
SJOTZIL,O,X,X,X,X,O,X,X,X
SJOTZLI,O,X,X,X,X,O,X,X,X
SJOITLZ,O,O,X,X,X,O,X,X,X
SJOITZL,X,O,X,X,X,O,X,X,X
SJOILTZ,O,O,X,X,X,X,X,X,X
SJOILZT,O,O,X,X,X,X,O,X,X
SJOIZTL,O,O,X,X,X,X,X,X,X
SJOIZLT,O,O,X,X,X,X,O,X,X
SJOLTIZ,O,O,O,O,X,O,X,X,X
SJOLTZI,O,X,O,O,X,O,X,X,X
SJOLITZ,O,O,O,X,X,X,X,X,X
SJOLIZT,O,O,O,X,X,X,O,X,X
SJOLZTI,O,X,O,X,X,X,X,O,X
SJOLZIT,O,O,O,X,X,X,X,O,X
SJOZTIL,O,X,X,X,X,O,X,O,X
SJOZTLI,O,X,X,X,X,O,X,O,X
SJOZITL,O,O,X,X,X,X,X,O,X
SJOZILT,O,O,X,X,X,X,X,O,X
SJOZLTI,O,X,X,X,X,X,X,O,X
SJOZLIT,O,O,X,X,X,X,X,O,X
SZTILJO,O,X,O,X,X,X,X,X,X
SZTILOJ,X,X,O,X,X,X,X,X,X
SZTIJLO,O,X,X,X,X,O,X,X,X
SZTIJOL,O,X,X,X,X,O,X,X,X
SZTIOLJ,X,X,X,X,X,X,X,O,X
SZTIOJL,X,X,X,X,X,X,X,O,X
SZTLIJO,O,X,O,X,O,X,X,X,X
SZTLIOJ,X,X,O,X,O,X,X,X,X
SZTLJIO,O,X,O,X,O,X,X,X,X
SZTLJOI,O,X,O,X,O,X,X,X,X
SZTLOIJ,X,X,O,O,O,X,X,X,X
SZTLOJI,X,X,O,O,O,X,X,X,X
SZTJILO,O,X,X,X,X,O,X,X,X
SZTJIOL,O,X,X,X,X,O,X,X,X
SZTJLIO,O,X,X,X,O,O,X,X,X
SZTJLOI,O,X,X,X,O,O,X,X,X
SZTJOIL,O,X,X,X,X,O,X,X,X
SZTJOLI,O,X,X,X,O,O,X,X,X
SZTOILJ,X,X,X,X,X,X,X,O,X
SZTOIJL,X,X,X,X,X,X,X,O,X
SZTOLIJ,X,X,O,O,O,X,X,O,X
SZTOLJI,X,X,O,O,O,X,X,O,X
SZTOJIL,X,X,X,X,X,X,X,O,X
SZTOJLI,X,X,X,X,O,X,X,O,X
SZITLJO,O,O,O,X,X,X,X,X,X
SZITLOJ,X,X,O,X,X,X,X,X,X
SZITJLO,O,O,X,X,X,X,X,X,X
SZITJOL,O,O,X,X,X,X,X,X,O
SZITOLJ,X,X,X,X,X,X,X,O,X
SZITOJL,X,X,X,X,X,X,X,O,O
SZILTJO,O,O,O,X,X,X,X,X,X
SZILTOJ,X,X,O,X,X,X,X,X,X
SZILJTO,O,O,O,X,X,X,X,X,X
SZILJOT,O,O,X,X,X,X,X,X,X
SZILOTJ,X,X,O,X,X,X,X,O,X
SZILOJT,O,O,X,X,X,X,X,O,X
SZIJTLO,O,O,X,X,X,X,X,X,X
SZIJTOL,O,O,X,X,X,X,X,X,O
SZIJLTO,O,O,X,X,X,X,X,X,X
SZIJLOT,O,O,X,X,X,X,X,X,X
SZIJOTL,O,O,X,X,X,X,X,O,O
SZIJOLT,O,O,X,X,X,X,X,O,X
SZIOTLJ,X,X,X,X,X,X,X,O,X
SZIOTJL,X,X,X,X,X,X,X,O,O
SZIOLTJ,X,X,X,X,X,X,X,O,X
SZIOLJT,O,O,X,X,X,X,X,O,X
SZIOJTL,O,O,X,X,X,X,X,O,O
SZIOJLT,O,O,X,X,X,X,X,O,X
SZLTIJO,O,X,O,X,O,X,X,X,X
SZLTIOJ,X,X,O,X,O,X,X,X,X
SZLTJIO,O,X,O,X,O,X,X,X,X
SZLTJOI,O,X,O,X,O,X,X,X,X
SZLTOIJ,X,X,O,O,O,X,X,X,X
SZLTOJI,X,X,O,O,O,X,X,X,X
SZLITJO,O,O,O,X,X,X,X,X,X
SZLITOJ,X,X,O,X,X,X,X,X,X
SZLIJTO,O,O,O,X,X,X,X,X,X
SZLIJOT,O,O,X,X,X,X,X,X,X
SZLIOTJ,X,X,O,X,X,X,X,O,X
SZLIOJT,O,O,X,X,X,X,X,O,X
SZLJTIO,O,X,O,X,O,X,X,X,X
SZLJTOI,O,X,O,X,O,X,X,X,X
SZLJITO,O,O,O,X,X,X,X,X,X
SZLJIOT,O,O,X,X,X,X,X,X,X
SZLJOTI,O,X,X,X,O,X,X,X,X
SZLJOIT,O,O,X,X,X,X,X,X,X
SZLOTIJ,X,X,O,O,O,X,X,O,X
SZLOTJI,X,X,O,O,O,X,X,O,X
SZLOITJ,X,X,O,X,X,X,X,O,X
SZLOIJT,O,X,O,X,X,X,X,O,X
SZLOJTI,O,X,O,X,O,X,X,O,X
SZLOJIT,O,X,O,X,X,X,X,O,X
SZJTILO,O,X,X,X,X,O,X,X,X
SZJTIOL,O,X,X,X,X,O,X,X,X
SZJTLIO,O,X,X,X,O,O,X,X,X
SZJTLOI,O,X,X,X,O,O,X,X,X
SZJTOIL,O,X,X,X,X,O,X,X,X
SZJTOLI,O,X,X,X,O,O,X,X,X
SZJITLO,O,O,X,X,X,X,X,X,X
SZJITOL,O,O,X,X,X,X,X,X,O
SZJILTO,O,O,X,X,X,X,X,X,X
SZJILOT,O,O,X,X,X,X,X,X,X
SZJIOTL,O,O,X,X,X,X,X,O,O
SZJIOLT,O,O,X,X,X,X,X,O,X
SZJLTIO,O,X,X,X,O,X,X,X,X
SZJLTOI,O,X,X,X,O,X,X,X,X
SZJLITO,O,O,X,X,X,X,X,X,X
SZJLIOT,O,O,X,X,X,X,X,X,X
SZJLOTI,O,X,X,X,O,X,X,X,X
SZJLOIT,O,O,X,X,X,X,X,X,X
SZJOTIL,O,X,X,X,X,O,X,O,X
SZJOTLI,O,X,X,X,O,O,X,O,X
SZJOITL,O,O,X,X,X,X,X,O,O
SZJOILT,O,O,X,X,X,X,X,O,X
SZJOLTI,O,X,X,X,O,X,X,O,X
SZJOLIT,O,O,X,X,X,X,X,O,X
SZOTILJ,X,X,X,X,X,X,X,O,X
SZOTIJL,X,X,X,X,X,X,X,O,X
SZOTLIJ,X,X,O,O,O,X,X,O,X
SZOTLJI,X,X,O,O,O,X,X,O,X
SZOTJIL,X,X,X,X,X,X,X,O,X
SZOTJLI,X,X,X,X,O,X,X,O,X
SZOITLJ,X,X,X,X,X,X,X,O,X
SZOITJL,X,X,X,X,X,X,X,O,O
SZOILTJ,X,X,X,X,X,X,X,O,X
SZOILJT,O,X,X,X,X,X,X,O,X
SZOIJTL,O,X,X,X,X,X,X,O,O
SZOIJLT,O,X,X,X,X,X,X,O,X
SZOLTIJ,X,X,O,O,O,X,X,O,X
SZOLTJI,X,X,O,O,O,X,X,O,X
SZOLITJ,X,X,O,X,X,X,X,O,X
SZOLIJT,O,X,O,X,X,X,X,O,X
SZOLJTI,O,X,O,X,O,X,X,O,X
SZOLJIT,O,X,O,X,X,X,X,O,X
SZOJTIL,O,X,X,X,X,X,X,O,X
SZOJTLI,O,X,X,X,O,X,X,O,X
SZOJITL,O,X,X,X,X,X,X,O,O
SZOJILT,O,X,X,X,X,X,X,O,X
SZOJLTI,O,X,X,X,O,X,X,O,X
SZOJLIT,O,X,X,X,X,X,X,O,X
SOTILJZ,X,X,O,O,X,X,X,X,X
SOTILZJ,X,X,O,O,X,X,X,X,X
SOTIJLZ,X,X,X,O,X,O,X,X,X
SOTIJZL,X,X,X,X,X,O,X,X,X
SOTIZLJ,X,X,X,O,X,X,X,X,X
SOTIZJL,X,X,X,X,X,X,X,X,X
SOTLIJZ,X,X,O,O,X,X,X,X,X
SOTLIZJ,X,X,O,O,X,X,X,X,X
SOTLJIZ,X,X,O,O,X,X,X,X,X
SOTLJZI,X,X,O,O,X,X,X,X,X
SOTLZIJ,X,X,O,O,O,X,X,O,X
SOTLZJI,X,X,O,O,O,X,X,O,X
SOTJILZ,X,X,X,X,X,O,X,X,X
SOTJIZL,X,X,X,X,X,O,X,X,X
SOTJLIZ,X,X,O,O,X,O,X,X,X
SOTJLZI,X,X,O,O,X,O,X,X,X
SOTJZIL,X,X,X,X,X,O,X,X,X
SOTJZLI,X,X,X,X,X,O,X,X,X
SOTZILJ,X,X,X,X,X,X,X,O,X
SOTZIJL,X,X,X,X,X,X,X,O,X
SOTZLIJ,X,X,O,O,O,X,X,O,X
SOTZLJI,X,X,O,O,O,X,X,O,X
SOTZJIL,X,X,X,X,X,X,X,O,X
SOTZJLI,X,X,X,X,O,X,X,O,X
SOITLJZ,X,X,O,O,X,X,X,X,X
SOITLZJ,X,X,O,O,X,X,X,X,X
SOITJLZ,X,X,X,O,X,X,X,X,X
SOITJZL,X,X,X,X,X,X,X,X,X
SOITZLJ,X,X,X,O,X,X,X,X,X
SOITZJL,X,X,X,X,X,X,X,X,O
SOILTJZ,X,X,O,O,X,X,X,X,X
SOILTZJ,X,X,O,O,X,X,X,X,X
SOILJTZ,O,O,O,O,X,X,X,X,X
SOILJZT,O,O,O,X,X,X,O,X,X
SOILZTJ,X,X,O,O,X,X,X,O,X
SOILZJT,X,O,O,X,X,X,O,O,X
SOIJTLZ,O,O,X,O,X,X,X,X,X
SOIJTZL,X,O,X,X,X,X,X,X,X
SOIJLTZ,O,O,X,O,X,X,X,X,X
SOIJLZT,O,O,X,X,X,X,O,X,X
SOIJZTL,X,O,X,X,X,X,X,X,X
SOIJZLT,O,O,X,X,X,X,O,X,X
SOIZTLJ,X,X,X,O,X,X,X,O,X
SOIZTJL,X,X,X,X,X,X,X,O,O
SOIZLTJ,X,X,X,O,X,X,X,O,X
SOIZLJT,X,O,X,X,X,X,O,O,X
SOIZJTL,X,O,X,X,X,X,X,O,O
SOIZJLT,X,O,X,X,X,X,O,O,X
SOLTIJZ,X,X,O,O,X,X,X,X,X
SOLTIZJ,X,X,O,O,X,X,X,X,X
SOLTJIZ,X,X,O,O,X,X,X,X,X
SOLTJZI,X,X,O,O,X,X,X,X,X
SOLTZIJ,X,X,O,O,O,X,X,O,X
SOLTZJI,X,X,O,O,O,X,X,O,X
SOLITJZ,X,X,O,O,X,X,X,X,X
SOLITZJ,X,X,O,O,X,X,X,X,X
SOLIJTZ,O,O,O,O,X,X,X,X,X
SOLIJZT,O,O,O,X,X,X,O,X,X
SOLIZTJ,X,X,O,O,X,X,X,O,X
SOLIZJT,X,O,O,X,X,X,O,O,X
SOLJTIZ,O,O,O,O,X,X,X,X,X
SOLJTZI,O,X,O,O,X,X,X,X,X
SOLJITZ,O,O,O,X,X,X,X,X,X
SOLJIZT,O,O,O,X,X,X,O,X,X
SOLJZTI,O,X,O,X,X,X,X,O,X
SOLJZIT,O,O,O,X,X,X,X,O,X
SOLZTIJ,X,X,O,O,O,X,X,O,X
SOLZTJI,X,X,O,O,O,X,X,O,X
SOLZITJ,X,X,O,X,X,X,X,O,X
SOLZIJT,O,X,O,X,X,X,X,O,X
SOLZJTI,O,X,O,X,O,X,X,O,X
SOLZJIT,O,X,O,X,X,X,X,O,X
SOJTILZ,O,O,X,X,X,O,X,X,X
SOJTIZL,X,O,X,X,X,O,X,X,X
SOJTLIZ,O,O,O,O,X,O,X,X,X
SOJTLZI,O,X,O,O,X,O,X,X,X
SOJTZIL,O,X,X,X,X,O,X,X,X
SOJTZLI,O,X,X,X,X,O,X,X,X
SOJITLZ,O,O,X,X,X,O,X,X,X
SOJITZL,X,O,X,X,X,O,X,X,X
SOJILTZ,O,O,X,X,X,X,X,X,X
SOJILZT,O,O,X,X,X,X,O,X,X
SOJIZTL,O,O,X,X,X,X,X,X,X
SOJIZLT,O,O,X,X,X,X,O,X,X
SOJLTIZ,O,O,O,O,X,O,X,X,X
SOJLTZI,O,X,O,O,X,O,X,X,X
SOJLITZ,O,O,O,X,X,X,X,X,X
SOJLIZT,O,O,O,X,X,X,O,X,X
SOJLZTI,O,X,O,X,X,X,X,O,X
SOJLZIT,O,O,O,X,X,X,X,O,X
SOJZTIL,O,X,X,X,X,O,X,O,X
SOJZTLI,O,X,X,X,X,O,X,O,X
SOJZITL,O,O,X,X,X,X,X,O,X
SOJZILT,O,O,X,X,X,X,X,O,X
SOJZLTI,O,X,X,X,X,X,X,O,X
SOJZLIT,O,O,X,X,X,X,X,O,X
SOZTILJ,X,X,X,X,X,X,X,O,X
SOZTIJL,X,X,X,X,X,X,X,O,X
SOZTLIJ,X,X,O,O,O,X,X,O,X
SOZTLJI,X,X,O,O,O,X,X,O,X
SOZTJIL,X,X,X,X,X,X,X,O,X
SOZTJLI,X,X,X,X,O,X,X,O,X
SOZITLJ,X,X,X,X,X,X,X,O,X
SOZITJL,X,X,X,X,X,X,X,O,O
SOZILTJ,X,X,X,X,X,X,X,O,X
SOZILJT,O,X,X,X,X,X,X,O,X
SOZIJTL,O,X,X,X,X,X,X,O,O
SOZIJLT,O,X,X,X,X,X,X,O,X
SOZLTIJ,X,X,O,O,O,X,X,O,X
