sequence,v115@RhA8BeB8EeF8AeC8Je/EJvhFRgBzhBGjBilBUoBFsB,v115@RhA8BeB8EeF8AeC8JeT/IvhFxgBymBGjBXlBUoBFsB,v115@RhA8BeB8EeF8AeC8JemAJvhFzhBfoB6oBxkB0kBFsB,v115@RhA8BeB8EeF8AeC8JemAJvhFFiB6oBxkBfsBzsB0pB,v115@RhA8BeB8EeF8AeC8Jex/IvhFylBFiBTjB0kBfsBWyB,v115@RhA8BeB8EeF8AeC8JeT/IvhFmhBSoBxlBXlBUoBFsB,v115@RhA8BeB8EeF8AeC8JeT/IvhF6oBxlBmnBXlBlmBcsB,v115@RhA8BeB8EeF8AeC8JeT/IvhFUjBxlBOsBXqBlrBSyB,v115@RhA8BeB8EeF8AeC8JeT/IvhFxgB+oBXlB0mBlnBisB,v115@RhA8BeB8EeF8AeC8JeT/IvhFSoBxlBVsBXlBUoBmrB
JOZSLIT,X,O,X,O,O,X,X,X,O,X
STILJZO,O,O,O,X,O,X,X,X,X,X
STILJOZ,O,O,O,O,O,O,X,X,X,X
STILZJO,O,O,O,X,O,X,X,X,X,X
STILZOJ,O,O,O,X,O,X,X,X,X,X
STILOJZ,O,O,O,O,O,O,X,X,X,O
STILOZJ,O,O,O,O,X,X,X,X,X,O
STIJLZO,O,O,O,X,O,X,X,X,X,X
STIJLOZ,O,O,O,O,O,O,X,X,X,X
STIJZLO,O,O,O,X,O,X,X,X,O,X
STIJZOL,O,O,O,O,O,X,X,X,O,X
STIJOLZ,X,O,O,O,O,O,X,X,X,X
STIJOZL,O,O,O,O,O,X,X,X,O,X
STIZLJO,O,O,O,X,O,X,X,X,X,X
STIZLOJ,O,O,O,X,O,X,X,X,X,X
STIZJLO,O,O,O,X,O,X,X,X,O,X
STIZJOL,O,O,O,O,O,X,X,X,O,X
STIZOLJ,O,O,O,O,O,X,X,X,X,X
STIZOJL,O,O,O,O,O,X,X,X,O,X
STIOLJZ,O,O,O,O,X,O,X,X,X,O
STIOLZJ,O,O,O,O,X,X,X,X,X,O
STIOJLZ,X,O,O,O,X,O,X,X,X,X
STIOJZL,O,O,O,O,X,X,X,X,O,X
STIOZLJ,O,O,O,O,X,X,X,X,X,X
STIOZJL,O,O,O,O,X,X,X,X,O,X
STLIJZO,O,O,O,X,O,X,X,X,X,X
STLIJOZ,O,O,O,O,O,O,X,X,X,X
STLIZJO,O,O,O,X,O,X,X,X,X,X
STLIZOJ,O,O,O,X,O,X,X,X,X,X
STLIOJZ,O,O,O,O,O,O,X,X,X,O
STLIOZJ,O,O,O,O,X,X,X,X,X,O
STLJIZO,O,O,O,X,O,X,X,X,X,X
STLJIOZ,O,O,O,O,O,O,X,X,X,X
STLJZIO,O,O,O,X,O,X,X,X,X,X
STLJZOI,O,O,O,X,O,X,X,X,X,X
STLJOIZ,O,O,O,O,O,O,X,X,X,X
STLJOZI,O,O,O,O,O,X,X,X,X,X
STLZIJO,O,O,O,X,O,X,X,X,X,X
STLZIOJ,O,O,O,X,O,X,X,X,X,X
STLZJIO,O,O,O,X,O,X,X,X,X,X
STLZJOI,O,O,O,X,O,X,X,X,X,X
STLZOIJ,O,O,O,X,O,X,X,X,X,X
STLZOJI,O,O,O,X,O,X,X,X,X,X
STLOIJZ,O,O,O,O,O,O,X,X,X,O
STLOIZJ,O,O,O,O,X,X,X,X,X,O
STLOJIZ,O,O,O,O,O,O,X,X,X,X
STLOJZI,O,O,O,O,O,X,X,X,X,X
STLOZIJ,O,O,O,O,O,X,X,X,X,X
STLOZJI,O,O,O,O,O,X,X,X,X,X
STJILZO,O,O,O,X,O,X,X,X,X,X
STJILOZ,O,O,O,O,O,O,X,X,X,X
STJIZLO,O,O,O,X,O,X,X,X,O,X
STJIZOL,O,O,O,O,O,X,X,X,O,X
STJIOLZ,X,O,O,O,O,O,X,X,X,X
STJIOZL,O,O,O,O,O,X,X,X,O,X
STJLIZO,O,O,O,X,O,X,X,X,X,X
STJLIOZ,O,O,O,O,O,O,X,X,X,X
STJLZIO,O,O,O,X,O,X,X,X,O,X
STJLZOI,O,O,O,X,O,X,X,X,O,X
STJLOIZ,O,O,O,O,O,O,X,X,X,X
STJLOZI,O,O,O,O,O,X,X,X,O,X
STJZILO,O,O,O,X,O,X,X,X,O,X
STJZIOL,O,O,O,O,O,X,X,X,O,X
STJZLIO,O,O,O,X,O,X,X,X,O,X
STJZLOI,O,O,O,X,O,X,X,X,O,X
STJZOIL,O,O,O,O,O,X,X,X,O,X
STJZOLI,O,O,O,O,O,X,X,X,O,X
STJOILZ,X,O,O,O,O,O,X,X,X,X
STJOIZL,O,O,O,O,O,X,X,X,O,X
STJOLIZ,O,O,O,O,O,O,X,X,X,X
STJOLZI,O,O,O,O,O,X,X,X,O,X
STJOZIL,O,O,O,O,O,X,X,X,O,X
STJOZLI,O,O,O,O,O,X,X,X,O,X
STZILJO,O,O,O,X,O,X,X,X,X,X
STZILOJ,O,O,O,X,O,X,X,X,X,X
STZIJLO,O,O,O,X,O,X,X,X,O,X
STZIJOL,O,O,O,O,O,X,X,X,O,X
STZIOLJ,O,O,O,O,O,X,X,X,X,X
STZIOJL,O,O,O,O,O,X,X,X,O,X
STZLIJO,O,O,O,X,O,X,X,X,X,X
STZLIOJ,O,O,O,X,O,X,X,X,X,X
STZLJIO,O,O,O,X,O,X,X,X,X,X
STZLJOI,O,O,O,X,O,X,X,X,X,X
STZLOIJ,O,O,O,X,O,X,X,X,X,X
STZLOJI,O,O,O,X,O,X,X,X,X,X
STZJILO,O,O,O,X,O,X,X,X,O,X
STZJIOL,O,O,O,O,O,X,X,X,O,X
STZJLIO,O,O,O,X,O,X,X,X,O,X
STZJLOI,O,O,O,X,O,X,X,X,O,X
STZJOIL,O,O,O,O,O,X,X,X,O,X
STZJOLI,O,O,O,O,O,X,X,X,O,X
STZOILJ,O,O,O,O,O,X,X,X,X,X
STZOIJL,O,O,O,O,O,X,X,X,O,X
STZOLIJ,O,O,O,O,O,X,X,X,X,X
STZOLJI,O,O,O,O,O,X,X,X,X,X
STZOJIL,O,O,O,O,O,X,X,X,O,X
STZOJLI,O,O,O,O,O,X,X,X,O,X
STOILJZ,O,O,O,O,X,O,X,X,X,O
STOILZJ,O,O,O,O,X,X,X,X,X,O
STOIJLZ,X,O,O,O,X,O,X,X,X,X
STOIJZL,O,O,O,O,X,X,X,X,O,X
STOIZLJ,O,O,O,O,X,X,X,X,X,X
STOIZJL,O,O,O,O,X,X,X,X,O,X
STOLIJZ,O,O,O,O,O,O,X,X,X,O
STOLIZJ,O,O,O,O,X,X,X,X,X,O
STOLJIZ,O,O,O,O,O,O,X,X,X,X
STOLJZI,O,O,O,O,O,X,X,X,X,X
STOLZIJ,O,O,O,O,O,X,X,X,X,X
STOLZJI,O,O,O,O,O,X,X,X,X,X
STOJILZ,X,O,O,O,O,O,X,X,X,X
STOJIZL,O,O,O,O,O,X,X,X,O,X
STOJLIZ,O,O,O,O,O,O,X,X,X,X
STOJLZI,O,O,O,O,O,X,X,X,O,X
STOJZIL,O,O,O,O,O,X,X,X,O,X
STOJZLI,O,O,O,O,O,X,X,X,O,X
STOZILJ,O,O,O,O,O,X,X,X,X,X
STOZIJL,O,O,O,O,O,X,X,X,O,X
STOZLIJ,O,O,O,O,O,X,X,X,X,X
STOZLJI,O,O,O,O,O,X,X,X,X,X
STOZJIL,O,O,O,O,O,X,X,X,O,X
STOZJLI,O,O,O,O,O,X,X,X,O,X
SITLJZO,O,O,O,X,O,X,X,X,X,X
SITLJOZ,O,O,O,O,O,O,X,X,X,X
SITLZJO,O,O,O,X,O,X,X,X,X,X
SITLZOJ,O,O,O,X,O,X,X,X,X,X
SITLOJZ,O,O,O,O,O,O,X,X,X,O
SITLOZJ,O,O,O,O,X,X,X,X,X,O
SITJLZO,O,O,O,X,O,X,X,X,X,X
SITJLOZ,O,O,O,O,O,O,X,X,X,X
SITJZLO,O,O,O,X,O,X,X,X,O,X
SITJZOL,O,O,O,O,O,X,X,X,O,X
SITJOLZ,X,O,O,O,O,O,X,X,X,X
SITJOZL,O,O,O,O,O,X,X,X,O,X
SITZLJO,O,O,O,X,O,X,X,X,X,X
SITZLOJ,O,O,O,X,O,X,X,X,X,X
SITZJLO,O,O,O,X,O,X,X,X,O,X
SITZJOL,O,O,O,O,O,X,X,X,O,X
SITZOLJ,O,O,O,O,O,X,X,X,X,X
SITZOJL,O,O,O,O,O,X,X,X,O,X
SITOLJZ,O,O,O,O,X,O,X,X,X,O
SITOLZJ,O,O,O,O,X,X,X,X,X,O
SITOJLZ,X,O,O,O,X,O,X,X,X,X
SITOJZL,O,O,O,O,X,X,X,X,O,X
SITOZLJ,O,O,O,O,X,X,X,X,X,X
SITOZJL,O,O,O,O,X,X,X,X,O,X
SILTJZO,O,O,O,X,O,X,X,X,X,X
SILTJOZ,O,O,O,O,O,X,X,X,X,X
SILTZJO,O,O,O,X,O,X,X,X,X,X
SILTZOJ,O,O,O,X,O,X,X,X,X,X
SILTOJZ,O,O,O,O,O,X,X,X,X,X
SILTOZJ,O,O,O,O,X,X,X,X,X,X
SILJTZO,O,X,O,X,O,X,X,X,X,X
SILJTOZ,O,X,O,O,O,X,X,X,X,X
SILJZTO,O,O,O,X,O,X,X,X,O,X
SILJZOT,O,O,X,X,O,X,X,X,O,X
SILJOTZ,X,X,O,O,O,X,O,X,X,X
SILJOZT,X,O,X,O,O,X,O,X,O,X
SILZTJO,O,O,O,X,O,X,X,X,X,X
SILZTOJ,O,O,O,X,O,X,X,X,X,X
SILZJTO,O,O,O,X,O,X,X,X,O,X
SILZJOT,O,O,X,X,O,X,X,X,O,X
SILZOTJ,O,O,X,X,O,X,X,X,X,X
SILZOJT,O,O,X,X,O,X,X,X,O,X
SILOTJZ,O,O,O,O,O,X,X,X,X,X
SILOTZJ,O,O,O,O,X,X,X,X,X,X
SILOJTZ,X,X,O,O,O,X,O,X,X,X
SILOJZT,X,O,X,O,O,X,O,X,O,X
SILOZTJ,O,O,X,O,X,X,X,X,X,X
SILOZJT,O,O,X,O,X,X,X,X,O,X
SIJTLZO,O,O,O,X,O,X,X,X,X,X
SIJTLOZ,O,O,O,O,O,X,X,X,X,X
SIJTZLO,O,O,O,X,O,X,X,X,O,X
SIJTZOL,O,O,O,O,O,X,X,X,O,X
SIJTOLZ,X,O,O,O,O,X,X,X,X,X
SIJTOZL,O,O,O,O,O,X,X,X,O,X
SIJLTZO,O,X,O,X,O,X,X,X,X,X
SIJLTOZ,O,X,O,O,O,X,X,X,X,X
SIJLZTO,O,O,O,X,O,X,X,X,O,X
SIJLZOT,O,O,X,X,O,X,X,X,O,X
SIJLOTZ,X,X,O,O,O,X,O,X,X,X
SIJLOZT,X,O,X,O,O,X,O,X,O,X
SIJZTLO,O,O,O,X,O,X,X,X,O,X
SIJZTOL,O,O,O,O,O,X,X,X,O,X
SIJZLTO,O,O,O,X,O,X,X,X,O,X
SIJZLOT,O,O,X,X,O,X,X,X,O,X
SIJZOTL,O,O,X,O,O,X,X,O,O,X
SIJZOLT,O,O,X,O,O,X,X,O,O,X
SIJOTLZ,X,O,O,O,O,X,X,X,X,X
SIJOTZL,X,O,O,O,O,X,X,X,O,X
SIJOLTZ,X,X,O,O,O,X,O,X,X,X
SIJOLZT,X,O,X,O,O,X,O,X,O,X
SIJOZTL,X,O,X,O,O,X,X,O,O,X
SIJOZLT,X,O,X,O,O,X,X,O,O,X
SIZTLJO,O,O,O,X,O,X,X,X,X,X
SIZTLOJ,O,O,O,X,O,X,X,X,X,X
SIZTJLO,O,O,O,X,O,X,X,X,O,X
SIZTJOL,O,O,O,O,O,X,X,X,O,X
SIZTOLJ,O,O,O,O,O,X,X,X,X,X
SIZTOJL,O,O,O,O,O,X,X,X,O,X
SIZLTJO,O,O,O,X,O,X,X,X,X,X
SIZLTOJ,O,O,O,X,O,X,X,X,X,X
SIZLJTO,O,O,O,X,O,X,X,X,O,X
SIZLJOT,O,O,X,X,O,X,X,X,O,X
SIZLOTJ,O,O,X,X,O,X,X,X,X,X
SIZLOJT,O,O,X,X,O,X,X,X,O,X
SIZJTLO,O,O,O,X,O,X,X,X,O,X
SIZJTOL,O,O,O,O,O,X,X,X,O,X
SIZJLTO,O,O,O,X,O,X,X,X,O,X
SIZJLOT,O,O,X,X,O,X,X,X,O,X
SIZJOTL,O,O,X,O,O,X,X,X,O,X
SIZJOLT,O,O,X,O,O,X,X,X,O,X
SIZOTLJ,O,O,X,O,O,X,X,X,X,X
SIZOTJL,O,O,X,O,O,X,X,X,O,X
SIZOLTJ,O,O,X,O,O,X,X,X,X,X
SIZOLJT,O,O,X,O,O,X,X,X,O,X
SIZOJTL,O,O,X,O,O,X,X,X,O,X
SIZOJLT,O,O,X,O,O,X,X,X,O,X
SIOTLJZ,O,O,O,O,X,O,X,X,X,O
SIOTLZJ,O,O,O,O,X,X,X,X,X,O
SIOTJLZ,X,O,O,O,X,O,X,X,X,X
SIOTJZL,O,O,O,O,X,X,X,X,O,X
SIOTZLJ,O,O,O,O,X,X,X,X,X,X
SIOTZJL,O,O,O,O,X,X,X,X,O,X
SIOLTJZ,O,O,O,O,X,X,X,X,X,X
SIOLTZJ,O,O,O,O,X,X,X,X,X,X
SIOLJTZ,X,X,O,O,X,X,O,X,X,X
SIOLJZT,X,O,X,O,X,X,O,X,O,X
SIOLZTJ,O,O,X,O,X,X,X,X,X,X
SIOLZJT,O,O,X,O,X,X,X,X,O,X
SIOJTLZ,X,O,O,O,X,X,X,X,X,X
SIOJTZL,X,O,O,O,X,X,X,X,O,X
SIOJLTZ,X,X,O,O,X,X,O,X,X,X
SIOJLZT,X,O,X,O,X,X,O,X,O,X
SIOJZTL,X,O,X,O,X,X,X,O,O,X
SIOJZLT,X,O,X,O,X,X,X,O,O,X
SIOZTLJ,O,O,X,O,X,X,X,X,X,X
SIOZTJL,O,O,X,O,X,X,X,X,O,X
SIOZLTJ,O,O,X,O,X,X,X,X,X,X
SIOZLJT,O,O,X,O,X,X,X,X,O,X
SIOZJTL,O,O,X,O,X,X,X,X,O,X
SIOZJLT,O,O,X,O,X,X,X,X,O,X
SLTIJZO,O,O,O,X,O,X,X,X,X,X
SLTIJOZ,O,O,O,O,O,X,X,X,X,X
SLTIZJO,O,O,O,X,O,X,X,X,X,X
SLTIZOJ,O,O,O,X,O,X,X,X,X,X
SLTIOJZ,O,O,O,O,O,X,X,X,X,X
SLTIOZJ,O,O,O,O,X,X,X,X,X,X
SLTJIZO,O,O,O,X,O,X,X,X,X,X
SLTJIOZ,O,O,O,O,O,X,X,X,X,X
SLTJZIO,O,O,O,X,O,X,X,X,X,X
SLTJZOI,O,O,O,X,O,X,X,X,X,X
SLTJOIZ,O,O,O,O,O,X,X,X,X,X
SLTJOZI,O,O,O,O,O,X,X,X,X,X
SLTZIJO,O,O,O,X,O,X,X,X,X,X
SLTZIOJ,O,O,O,X,O,X,X,X,X,X
SLTZJIO,O,O,O,X,O,X,X,X,X,X
SLTZJOI,O,O,O,X,O,X,X,X,X,X
SLTZOIJ,O,O,O,X,O,X,X,X,X,X
SLTZOJI,O,O,O,X,O,X,X,X,X,X
SLTOIJZ,O,O,O,O,O,X,X,X,X,X
SLTOIZJ,O,O,O,O,X,X,X,X,X,X
SLTOJIZ,O,O,O,O,O,X,X,X,X,X
SLTOJZI,O,O,O,O,O,X,X,X,X,X
SLTOZIJ,O,O,O,O,O,X,X,X,X,X
SLTOZJI,O,O,O,O,O,X,X,X,X,X
SLITJZO,O,O,O,X,O,X,X,X,X,X
SLITJOZ,O,O,O,O,O,X,X,X,X,X
SLITZJO,O,O,O,X,O,X,X,X,X,X
SLITZOJ,O,O,O,X,O,X,X,X,X,X
SLITOJZ,O,O,O,O,O,X,X,X,X,X
SLITOZJ,O,O,O,O,X,X,X,X,X,X
SLIJTZO,O,X,O,X,O,X,X,X,X,X
SLIJTOZ,O,X,O,O,O,X,X,X,X,X
SLIJZTO,O,O,O,X,O,X,X,X,O,X
SLIJZOT,O,O,X,X,O,X,X,X,O,X
SLIJOTZ,X,X,O,O,O,X,O,X,X,X
SLIJOZT,X,O,X,O,O,X,O,X,O,X
SLIZTJO,O,O,O,X,O,X,X,X,X,X
SLIZTOJ,O,O,O,X,O,X,X,X,X,X
SLIZJTO,O,O,O,X,O,X,X,X,O,X
SLIZJOT,O,O,X,X,O,X,X,X,O,X
SLIZOTJ,O,O,X,X,O,X,X,X,X,X
SLIZOJT,O,O,X,X,O,X,X,X,O,X
SLIOTJZ,O,O,O,O,O,X,X,X,X,X
SLIOTZJ,O,O,O,O,X,X,X,X,X,X
SLIOJTZ,X,X,O,O,O,X,O,X,X,X
SLIOJZT,X,O,X,O,O,X,O,X,O,X
SLIOZTJ,O,O,X,O,X,X,X,X,X,X
SLIOZJT,O,O,X,O,X,X,X,X,O,X
SLJTIZO,O,X,O,X,O,X,X,X,X,X
SLJTIOZ,O,X,O,O,O,X,X,X,X,X
SLJTZIO,O,X,O,X,O,X,X,X,O,X
SLJTZOI,O,X,O,X,O,X,X,X,O,X
SLJTOIZ,O,X,O,O,O,X,X,X,X,X
SLJTOZI,O,X,O,O,O,X,X,X,O,X
SLJITZO,O,X,O,X,O,X,X,X,X,X
SLJITOZ,O,X,O,O,O,X,X,X,X,X
SLJIZTO,O,O,O,X,O,X,X,X,O,X
SLJIZOT,O,O,X,X,O,X,X,X,O,X
SLJIOTZ,X,X,O,O,O,X,O,X,X,X
SLJIOZT,X,O,X,O,O,X,O,X,O,X
SLJZTIO,O,O,O,X,O,X,X,X,O,X
SLJZTOI,O,O,O,X,O,X,X,X,O,X
SLJZITO,O,O,O,X,O,X,X,X,O,X
SLJZIOT,O,O,X,X,O,X,X,X,O,X
SLJZOTI,O,O,X,X,O,X,X,X,O,X
SLJZOIT,O,O,X,X,O,X,X,X,O,X
SLJOTIZ,X,X,O,O,O,X,X,X,X,X
SLJOTZI,X,X,O,O,O,X,X,X,O,X
SLJOITZ,X,X,O,O,O,X,O,X,X,X
SLJOIZT,X,O,X,O,O,X,O,X,O,X
SLJOZTI,X,O,X,O,O,X,X,X,O,X
SLJOZIT,X,O,X,O,O,X,X,X,O,X
SLZTIJO,O,O,O,X,O,X,X,X,X,X
SLZTIOJ,O,O,O,X,O,X,X,X,X,X
SLZTJIO,O,O,O,X,O,X,X,X,X,X
SLZTJOI,O,O,O,X,O,X,X,X,X,X
SLZTOIJ,O,O,O,X,O,X,X,X,X,X
SLZTOJI,O,O,O,X,O,X,X,X,X,X
SLZITJO,O,O,O,X,O,X,X,X,X,X
SLZITOJ,O,O,O,X,O,X,X,X,X,X
SLZIJTO,O,O,O,X,O,X,X,X,O,X
SLZIJOT,O,O,X,X,O,X,X,X,O,X
SLZIOTJ,O,O,X,X,O,X,X,X,X,X
SLZIOJT,O,O,X,X,O,X,X,X,O,X
SLZJTIO,O,O,O,X,O,X,X,X,O,X
SLZJTOI,O,O,O,X,O,X,X,X,O,X
SLZJITO,O,O,O,X,O,X,X,X,O,X
SLZJIOT,O,O,X,X,O,X,X,X,O,X
SLZJOTI,O,O,X,X,O,X,X,X,O,X
SLZJOIT,O,O,X,X,O,X,X,X,O,X
SLZOTIJ,O,O,X,X,O,X,X,X,X,X
SLZOTJI,O,O,X,X,O,X,X,X,X,X
SLZOITJ,O,O,X,X,O,X,X,X,X,X
SLZOIJT,O,O,X,X,O,X,X,X,O,X
SLZOJTI,O,O,X,X,O,X,X,X,O,X
SLZOJIT,O,O,X,X,O,X,X,X,O,X
SLOTIJZ,O,O,O,O,O,X,X,X,X,X
SLOTIZJ,O,O,O,O,X,X,X,X,X,X
SLOTJIZ,O,O,O,O,O,X,X,X,X,X
SLOTJZI,O,O,O,O,O,X,X,X,X,X
SLOTZIJ,O,O,O,O,O,X,X,X,X,X
SLOTZJI,O,O,O,O,O,X,X,X,X,X
SLOITJZ,O,O,O,O,O,X,X,X,X,X
SLOITZJ,O,O,O,O,X,X,X,X,X,X
SLOIJTZ,X,X,O,O,O,X,O,X,X,X
SLOIJZT,X,O,X,O,O,X,O,X,O,X
SLOIZTJ,O,O,X,O,X,X,X,X,X,X
SLOIZJT,O,O,X,O,X,X,X,X,O,X
SLOJTIZ,X,X,O,O,O,X,X,X,X,X
SLOJTZI,X,X,O,O,O,X,X,X,O,X
SLOJITZ,X,X,O,O,O,X,O,X,X,X
SLOJIZT,X,O,X,O,O,X,O,X,O,X
SLOJZTI,X,O,X,O,O,X,X,X,O,X
SLOJZIT,X,O,X,O,O,X,X,X,O,X
SLOZTIJ,O,O,X,O,O,X,X,X,X,X
SLOZTJI,O,O,X,O,O,X,X,X,X,X
SLOZITJ,O,O,X,O,O,X,X,X,X,X
SLOZIJT,O,O,X,O,O,X,X,X,O,X
SLOZJTI,O,O,X,O,O,X,X,X,O,X
SLOZJIT,O,O,X,O,O,X,X,X,O,X
SJTILZO,O,O,O,X,O,X,X,X,X,X
SJTILOZ,O,O,O,O,O,X,X,X,X,X
SJTIZLO,O,O,O,X,O,X,X,X,O,X
SJTIZOL,O,O,O,O,O,X,X,X,O,X
SJTIOLZ,X,O,O,O,O,X,X,X,X,X
SJTIOZL,O,O,O,O,O,X,X,X,O,X
SJTLIZO,O,O,O,X,O,X,X,X,X,X
SJTLIOZ,O,O,O,O,O,X,X,X,X,X
SJTLZIO,O,O,O,X,O,X,X,X,O,X
SJTLZOI,O,O,O,X,O,X,X,X,O,X
SJTLOIZ,O,O,O,O,O,X,X,X,X,X
SJTLOZI,O,O,O,O,O,X,X,X,O,X
SJTZILO,O,O,O,X,O,X,X,X,O,X
SJTZIOL,O,O,O,O,O,X,X,X,O,X
SJTZLIO,O,O,O,X,O,X,X,X,O,X
SJTZLOI,O,O,O,X,O,X,X,X,O,X
SJTZOIL,O,O,O,O,O,X,X,X,O,X
SJTZOLI,O,O,O,O,O,X,X,X,O,X
SJTOILZ,X,O,O,O,O,X,X,X,X,X
SJTOIZL,O,O,O,O,O,X,X,X,O,X
SJTOLIZ,O,O,O,O,O,X,X,X,X,X
SJTOLZI,O,O,O,O,O,X,X,X,O,X
SJTOZIL,O,O,O,O,O,X,X,X,O,X
SJTOZLI,O,O,O,O,O,X,X,X,O,X
SJITLZO,O,O,O,X,O,X,X,X,X,X
SJITLOZ,O,O,O,O,O,X,X,X,X,X
SJITZLO,O,O,O,X,O,X,X,X,O,X
SJITZOL,O,O,O,O,O,X,X,X,O,X
SJITOLZ,X,O,O,O,O,X,X,X,X,X
SJITOZL,O,O,O,O,O,X,X,X,O,X
SJILTZO,O,X,O,X,O,X,X,X,X,X
SJILTOZ,O,X,O,O,O,X,X,X,X,X
SJILZTO,O,O,O,X,O,X,X,X,O,X
SJILZOT,O,O,X,X,O,X,X,X,O,X
SJILOTZ,X,X,O,O,O,X,O,X,X,X
SJILOZT,X,O,X,O,O,X,O,X,O,X
SJIZTLO,O,O,O,X,O,X,X,X,O,X
SJIZTOL,O,O,O,O,O,X,X,X,O,X
SJIZLTO,O,O,O,X,O,X,X,X,O,X
SJIZLOT,O,O,X,X,O,X,X,X,O,X
SJIZOTL,O,O,X,O,O,X,X,O,O,X
SJIZOLT,O,O,X,O,O,X,X,O,O,X
SJIOTLZ,X,O,O,O,O,X,X,X,X,X
SJIOTZL,X,O,O,O,O,X,X,X,O,X
SJIOLTZ,X,X,O,O,O,X,O,X,X,X
SJIOLZT,X,O,X,O,O,X,O,X,O,X
SJIOZTL,X,O,X,O,O,X,X,O,O,X
SJIOZLT,X,O,X,O,O,X,X,O,O,X
SJLTIZO,O,X,O,X,O,X,X,X,X,X
SJLTIOZ,O,X,O,O,O,X,X,X,X,X
SJLTZIO,O,X,O,X,O,X,X,X,O,X
SJLTZOI,O,X,O,X,O,X,X,X,O,X
SJLTOIZ,O,X,O,O,O,X,X,X,X,X
SJLTOZI,O,X,O,O,O,X,X,X,O,X
SJLITZO,O,X,O,X,O,X,X,X,X,X
SJLITOZ,O,X,O,O,O,X,X,X,X,X
SJLIZTO,O,O,O,X,O,X,X,X,O,X
SJLIZOT,O,O,X,X,O,X,X,X,O,X
SJLIOTZ,X,X,O,O,O,X,O,X,X,X
SJLIOZT,X,O,X,O,O,X,O,X,O,X
SJLZTIO,O,O,O,X,O,X,X,X,O,X
SJLZTOI,O,O,O,X,O,X,X,X,O,X
SJLZITO,O,O,O,X,O,X,X,X,O,X
SJLZIOT,O,O,X,X,O,X,X,X,O,X
SJLZOTI,O,O,X,X,O,X,X,X,O,X
SJLZOIT,O,O,X,X,O,X,X,X,O,X
SJLOTIZ,X,X,O,O,O,X,X,X,X,X
SJLOTZI,X,X,O,O,O,X,X,X,O,X
SJLOITZ,X,X,O,O,O,X,O,X,X,X
SJLOIZT,X,O,X,O,O,X,O,X,O,X
SJLOZTI,X,O,X,O,O,X,X,X,O,X
SJLOZIT,X,O,X,O,O,X,X,X,O,X
SJZTILO,O,O,O,X,O,X,X,X,O,X
SJZTIOL,O,O,O,O,O,X,X,X,O,X
SJZTLIO,O,O,O,X,O,X,X,X,O,X
SJZTLOI,O,O,O,X,O,X,X,X,O,X
SJZTOIL,O,O,O,O,O,X,X,X,O,X
SJZTOLI,O,O,O,O,O,X,X,X,O,X
SJZITLO,O,O,O,X,O,X,X,X,O,X
SJZITOL,O,O,O,O,O,X,X,X,O,X
SJZILTO,O,O,O,X,O,X,X,X,O,X
SJZILOT,O,O,X,X,O,X,X,X,O,X
SJZIOTL,O,O,X,O,O,X,X,O,O,X
SJZIOLT,O,O,X,O,O,X,X,O,O,X
SJZLTIO,O,O,O,X,O,X,X,X,O,X
SJZLTOI,O,O,O,X,O,X,X,X,O,X
SJZLITO,O,O,O,X,O,X,X,X,O,X
SJZLIOT,O,O,X,X,O,X,X,X,O,X
SJZLOTI,O,O,X,X,O,X,X,X,O,X
SJZLOIT,O,O,X,X,O,X,X,X,O,X
SJZOTIL,O,O,X,O,O,X,X,X,O,X
SJZOTLI,O,O,X,O,O,X,X,X,O,X
SJZOITL,O,O,X,O,O,X,X,O,O,X
SJZOILT,O,O,X,O,O,X,X,O,O,X
SJZOLTI,O,O,X,O,O,X,X,X,O,X
SJZOLIT,O,O,X,O,O,X,X,X,O,X
SJOTILZ,X,O,O,O,O,X,X,X,X,X
SJOTIZL,X,O,O,O,O,X,X,X,O,X
SJOTLIZ,X,O,O,O,O,X,X,X,X,X
SJOTLZI,X,O,O,O,O,X,X,X,O,X
SJOTZIL,X,O,O,O,O,X,X,X,O,X
SJOTZLI,X,O,O,O,O,X,X,X,O,X
SJOITLZ,X,O,O,O,O,X,X,X,X,X
SJOITZL,X,O,O,O,O,X,X,X,O,X
SJOILTZ,X,X,O,O,O,X,O,X,X,X
SJOILZT,X,O,X,O,O,X,O,X,O,X
SJOIZTL,X,O,X,O,O,X,X,O,O,X
SJOIZLT,X,O,X,O,O,X,X,O,O,X
SJOLTIZ,X,X,O,O,O,X,X,X,X,X
SJOLTZI,X,X,O,O,O,X,X,X,O,X
SJOLITZ,X,X,O,O,O,X,O,X,X,X
SJOLIZT,X,O,X,O,O,X,O,X,O,X
SJOLZTI,X,O,X,O,O,X,X,X,O,X
SJOLZIT,X,O,X,O,O,X,X,X,O,X
SJOZTIL,X,O,X,O,O,X,X,X,O,X
SJOZTLI,X,O,X,O,O,X,X,X,O,X
SJOZITL,X,O,X,O,O,X,X,O,O,X
SJOZILT,X,O,X,O,O,X,X,O,O,X
SJOZLTI,X,O,X,O,O,X,X,X,O,X
SJOZLIT,X,O,X,O,O,X,X,X,O,X
SZTILJO,O,O,O,X,O,X,X,X,X,X
SZTILOJ,O,O,O,X,O,X,X,X,X,X
SZTIJLO,O,O,O,X,O,X,X,X,O,X
SZTIJOL,O,O,O,O,O,X,X,X,O,X
SZTIOLJ,O,O,O,O,O,X,X,X,X,X
