sequence,v115@KhB8EeA8BeB8EeF8CeA8Je/EJvhFalBRhBFjBzmB+s?BctB,v115@KhB8EeA8BeB8EeF8CeA8JeT/IvhFelBRhBfsBlnBct?BCtB,v115@KhB8EeA8BeB8EeF8CeA8Jem/IvhFRhBSnBTjB0kBFs?BXtB,v115@KhB8EeA8BeB8EeF8CeA8Jei/IvhFRhBGjBzkBfsBVt?B0sB,v115@KhB8EeA8BeB8EeF8CeA8JeT/IvhFelBRhBFjBfsBSt?B0sB,v115@KhB8EeA8BeB8EeF8CeA8Jem/IvhFRhB0kBzmBStB3s?BFtB,v115@KhB8EeA8BeB8EeF8CeA8JeyEJvhFRhB+oBfsBlnB0k?BzsB
JLSTOIZ,O,X,X,O,O,X,O
JLSTOZI,O,X,X,X,O,X,O
JLSITZO,O,X,X,O,O,X,O
JLSITOZ,X,X,X,O,O,X,O
JLSIZTO,O,O,X,X,O,X,O
JLSIZOT,O,O,X,X,O,X,X
JLSIOTZ,O,X,X,X,O,X,O
JLSIOZT,O,O,X,X,O,X,X
JLSZTIO,O,O,X,X,O,X,O
JLSZTOI,O,O,X,X,O,X,O
JLSZITO,O,O,X,X,O,X,O
JLSZIOT,O,O,X,X,O,X,X
JLSZOTI,O,O,X,X,O,X,X
JLSZOIT,O,O,X,X,O,X,X
JLSOTIZ,O,X,X,X,O,X,O
JLSOTZI,O,X,X,X,O,X,O
JLSOITZ,O,X,X,X,O,X,O
JLSOIZT,O,O,X,X,O,X,X
JLSOZTI,O,O,X,X,O,X,X
JLSOZIT,O,O,X,X,O,X,X
JLZTISO,O,X,X,X,X,X,X
JLZTIOS,X,X,X,X,O,X,X
JLZTSIO,O,X,X,X,O,X,X
JLZTSOI,O,X,X,X,O,X,X
JLZTOIS,O,X,X,X,O,O,X
JLZTOSI,O,X,X,X,O,O,X
JLZITSO,O,X,X,X,X,X,X
JLZITOS,X,X,X,X,O,X,X
JLZISTO,O,O,X,X,X,X,O
JLZISOT,O,O,X,X,X,X,X
JLZIOTS,X,X,X,X,O,O,X
JLZIOST,X,O,X,X,X,O,X
JLZSTIO,O,O,X,X,O,X,O
JLZSTOI,O,O,X,X,O,X,O
JLZSITO,O,O,X,X,O,X,O
JLZSIOT,O,O,X,X,O,X,X
JLZSOTI,O,O,X,X,O,O,X
JLZSOIT,O,O,X,X,O,O,X
JLZOTIS,O,X,X,X,O,O,X
JLZOTSI,O,X,X,X,O,O,X
JLZOITS,O,X,X,X,O,O,X
JLZOIST,O,O,X,X,X,O,X
JLZOSTI,O,O,X,X,O,O,X
JLZOSIT,O,O,X,X,O,O,X
JLOTISZ,X,X,X,X,O,X,X
JLOTIZS,X,X,X,X,O,X,X
JLOTSIZ,X,X,X,X,O,X,X
JLOTSZI,X,X,X,X,O,X,X
JLOTZIS,X,X,X,X,O,X,X
JLOTZSI,X,X,X,X,O,X,X
JLOITSZ,X,X,X,X,O,X,X
JLOITZS,X,X,X,X,O,X,X
JLOISTZ,O,X,X,X,O,X,O
JLOISZT,O,O,X,X,O,X,X
JLOIZTS,O,X,X,X,O,O,X
JLOIZST,O,O,X,X,X,O,X
JLOSTIZ,O,X,X,X,O,X,O
JLOSTZI,O,X,X,X,O,X,O
JLOSITZ,O,X,X,X,O,X,O
JLOSIZT,O,O,X,X,O,X,X
JLOSZTI,O,O,X,X,O,X,X
JLOSZIT,O,O,X,X,O,X,X
JLOZTIS,O,X,X,X,O,O,X
JLOZTSI,O,X,X,X,O,O,X
JLOZITS,O,X,X,X,O,O,X
JLOZIST,O,O,X,X,X,O,X
JLOZSTI,O,O,X,X,O,O,X
JLOZSIT,O,O,X,X,O,O,X
JSTILZO,O,X,O,O,O,X,O
JSTILOZ,X,X,O,O,O,X,O
JSTIZLO,O,O,O,O,X,X,O
JSTIZOL,O,O,O,O,X,X,X
JSTIOLZ,X,X,O,O,O,X,O
JSTIOZL,X,O,O,O,X,X,X
JSTLIZO,O,X,O,O,O,X,O
JSTLIOZ,X,X,O,O,O,X,O
JSTLZIO,O,X,O,O,O,X,O
JSTLZOI,O,X,O,X,O,X,O
JSTLOIZ,O,X,O,O,O,X,O
JSTLOZI,O,X,O,O,O,X,O
JSTZILO,O,O,O,O,X,X,O
JSTZIOL,O,O,O,O,X,X,X
JSTZLIO,O,O,O,O,X,X,O
JSTZLOI,O,O,O,X,X,X,O
JSTZOIL,O,O,O,O,X,X,X
JSTZOLI,O,O,O,O,X,X,X
JSTOILZ,O,X,O,O,O,X,O
JSTOIZL,O,O,O,O,X,X,X
JSTOLIZ,O,X,O,O,O,X,O
JSTOLZI,O,X,O,O,O,X,O
JSTOZIL,O,O,O,O,X,X,X
JSTOZLI,O,O,O,O,X,X,X
JSITLZO,O,X,O,O,O,X,O
JSITLOZ,X,X,O,O,O,X,O
JSITZLO,O,O,O,O,X,X,O
JSITZOL,O,O,O,O,X,X,X
JSITOLZ,X,X,O,O,O,X,O
JSITOZL,X,O,O,O,X,X,X
JSILTZO,O,X,X,O,O,X,O
JSILTOZ,X,X,X,O,O,X,O
JSILZTO,O,O,X,X,O,X,O
JSILZOT,O,O,X,X,O,X,X
JSILOTZ,O,X,X,X,O,X,O
JSILOZT,O,O,X,X,O,X,X
JSIZTLO,O,O,O,X,X,X,O
JSIZTOL,O,O,O,X,X,X,X
JSIZLTO,O,O,O,X,O,X,O
JSIZLOT,O,O,X,X,O,X,X
JSIZOTL,O,O,O,X,X,X,X
JSIZOLT,O,O,X,X,O,X,X
JSIOTLZ,O,X,X,O,O,X,O
JSIOTZL,O,O,X,O,X,X,X
JSIOLTZ,O,X,X,O,O,X,O
JSIOLZT,O,O,X,X,O,X,X
JSIOZTL,O,O,X,X,X,X,X
JSIOZLT,O,O,X,X,O,X,X
JSLTIZO,O,X,X,O,O,X,O
JSLTIOZ,X,X,X,O,O,X,O
JSLTZIO,O,X,X,O,O,X,O
JSLTZOI,O,X,X,X,O,X,O
JSLTOIZ,O,X,X,O,O,X,O
JSLTOZI,O,X,X,X,O,X,O
JSLITZO,O,X,X,O,O,X,O
JSLITOZ,X,X,X,O,O,X,O
JSLIZTO,O,O,X,X,O,X,O
JSLIZOT,O,O,X,X,O,X,X
JSLIOTZ,O,X,X,X,O,X,O
JSLIOZT,O,O,X,X,O,X,X
JSLZTIO,O,O,X,X,O,X,O
JSLZTOI,O,O,X,X,O,X,O
JSLZITO,O,O,X,X,O,X,O
JSLZIOT,O,O,X,X,O,X,X
JSLZOTI,O,O,X,X,O,X,X
JSLZOIT,O,O,X,X,O,X,X
JSLOTIZ,O,X,X,X,O,X,O
JSLOTZI,O,X,X,X,O,X,O
JSLOITZ,O,X,X,X,O,X,O
JSLOIZT,O,O,X,X,O,X,X
JSLOZTI,O,O,X,X,O,X,X
JSLOZIT,O,O,X,X,O,X,X
JSZTILO,O,O,O,X,X,X,O
JSZTIOL,O,O,O,X,X,X,X
JSZTLIO,O,O,O,X,X,X,O
JSZTLOI,O,O,O,X,X,X,O
JSZTOIL,O,O,O,X,X,X,X
JSZTOLI,O,O,O,X,X,X,X
JSZITLO,O,O,O,X,X,X,O
JSZITOL,O,O,O,X,X,X,X
JSZILTO,O,O,O,X,O,X,O
JSZILOT,O,O,X,X,O,X,X
JSZIOTL,O,O,O,X,X,X,X
JSZIOLT,O,O,X,X,O,X,X
JSZLTIO,O,O,O,X,O,X,O
JSZLTOI,O,O,O,X,O,X,O
JSZLITO,O,O,O,X,O,X,O
JSZLIOT,O,O,X,X,O,X,X
JSZLOTI,O,O,O,X,O,X,X
JSZLOIT,O,O,X,X,O,X,X
JSZOTIL,O,O,O,X,X,X,X
JSZOTLI,O,O,O,X,X,X,X
JSZOITL,O,O,O,X,X,X,X
JSZOILT,O,O,X,X,O,X,X
JSZOLTI,O,O,O,X,O,X,X
JSZOLIT,O,O,X,X,O,X,X
JSOTILZ,O,X,O,O,O,X,O
JSOTIZL,O,O,O,O,X,X,X
JSOTLIZ,O,X,O,O,O,X,O
JSOTLZI,O,X,O,O,O,X,O
JSOTZIL,O,O,O,O,X,X,X
JSOTZLI,O,O,O,O,X,X,X
JSOITLZ,O,X,X,O,O,X,O
JSOITZL,O,O,X,O,X,X,X
JSOILTZ,O,X,X,O,O,X,O
JSOILZT,O,O,X,X,O,X,X
JSOIZTL,O,O,X,X,X,X,X
JSOIZLT,O,O,X,X,O,X,X
JSOLTIZ,O,X,X,O,O,X,O
JSOLTZI,O,X,X,O,O,X,O
JSOLITZ,O,X,X,O,O,X,O
JSOLIZT,O,O,X,X,O,X,X
JSOLZTI,O,O,X,X,O,X,X
JSOLZIT,O,O,X,X,O,X,X
JSOZTIL,O,O,O,X,X,X,X
JSOZTLI,O,O,O,X,X,X,X
JSOZITL,O,O,O,X,X,X,X
JSOZILT,O,O,X,X,O,X,X
JSOZLTI,O,O,O,X,O,X,X
JSOZLIT,O,O,X,X,O,X,X
JZTILSO,O,X,O,X,X,X,X
JZTILOS,X,X,O,X,X,X,X
JZTISLO,O,O,O,X,X,X,X
JZTISOL,O,O,O,X,X,X,X
JZTIOLS,O,X,O,X,X,O,X
JZTIOSL,O,O,O,X,X,X,X
JZTLISO,O,X,O,X,X,X,X
JZTLIOS,X,X,O,X,X,X,X
JZTLSIO,O,X,O,X,X,X,X
JZTLSOI,O,X,O,X,X,X,X
JZTLOIS,O,X,O,X,X,O,X
JZTLOSI,O,X,O,X,X,O,X
JZTSILO,O,O,O,X,X,X,X
JZTSIOL,O,O,O,X,X,X,X
JZTSLIO,O,O,O,X,X,X,X
JZTSLOI,O,O,O,X,X,X,X
JZTSOIL,O,O,O,X,X,X,X
JZTSOLI,O,O,O,X,X,X,X
JZTOILS,O,X,O,X,X,O,X
JZTOISL,O,O,O,X,X,X,X
JZTOLIS,O,X,O,X,X,O,X
JZTOLSI,O,X,O,X,X,O,X
JZTOSIL,O,O,O,X,X,X,X
JZTOSLI,O,O,O,X,X,X,X
JZITLSO,O,X,O,X,X,X,X
JZITLOS,X,X,O,X,X,X,X
JZITSLO,O,O,O,X,X,X,X
JZITSOL,O,O,O,X,X,X,X
JZITOLS,O,X,O,X,X,O,X
JZITOSL,O,O,O,X,X,X,X
JZILTSO,O,X,O,X,X,X,X
JZILTOS,X,X,O,X,O,X,X
JZILSTO,O,O,O,X,X,X,O
JZILSOT,O,O,X,X,X,X,X
JZILOTS,X,X,X,X,O,O,X
JZILOST,X,O,X,X,X,O,X
JZISTLO,O,O,O,X,X,X,O
JZISTOL,O,O,O,X,X,X,X
JZISLTO,O,O,O,X,O,X,O
JZISLOT,O,O,X,X,O,X,X
JZISOTL,O,O,O,X,X,X,X
JZISOLT,O,O,X,X,O,O,X
JZIOTLS,O,X,O,X,X,O,X
JZIOTSL,O,O,O,X,X,X,X
JZIOLTS,O,X,X,X,O,O,X
JZIOLST,O,O,X,X,X,O,X
JZIOSTL,O,O,O,X,X,X,X
JZIOSLT,O,O,X,X,O,O,X
JZLTISO,O,X,O,X,X,X,X
JZLTIOS,X,X,O,X,O,X,X
JZLTSIO,O,X,O,X,O,X,X
JZLTSOI,O,X,O,X,O,X,X
JZLTOIS,O,X,O,X,O,O,X
JZLTOSI,O,X,O,X,O,O,X
JZLITSO,O,X,O,X,X,X,X
JZLITOS,X,X,O,X,O,X,X
JZLISTO,O,O,O,X,X,X,O
JZLISOT,O,O,X,X,X,X,X
JZLIOTS,X,X,X,X,O,O,X
JZLIOST,X,O,X,X,X,O,X
JZLSTIO,O,O,O,X,O,X,O
JZLSTOI,O,O,O,X,O,X,O
JZLSITO,O,O,O,X,O,X,O
JZLSIOT,O,O,X,X,O,X,X
JZLSOTI,O,O,O,X,O,O,X
JZLSOIT,O,O,X,X,O,O,X
JZLOTIS,O,X,X,X,O,O,X
JZLOTSI,O,X,X,X,O,O,X
JZLOITS,O,X,X,X,O,O,X
JZLOIST,O,O,X,X,X,O,X
JZLOSTI,O,O,X,X,O,O,X
JZLOSIT,O,O,X,X,O,O,X
JZSTILO,O,O,O,X,X,X,O
JZSTIOL,O,O,O,X,X,X,X
JZSTLIO,O,O,O,X,X,X,O
JZSTLOI,O,O,O,X,X,X,O
JZSTOIL,O,O,O,X,X,X,X
JZSTOLI,O,O,O,X,X,X,X
JZSITLO,O,O,O,X,X,X,O
JZSITOL,O,O,O,X,X,X,X
JZSILTO,O,O,O,X,O,X,O
JZSILOT,O,O,X,X,O,X,X
JZSIOTL,O,O,O,X,X,X,X
JZSIOLT,O,O,X,X,O,O,X
JZSLTIO,O,O,O,X,O,X,O
JZSLTOI,O,O,O,X,O,X,O
JZSLITO,O,O,O,X,O,X,O
JZSLIOT,O,O,X,X,O,X,X
JZSLOTI,O,O,O,X,O,O,X
JZSLOIT,O,O,X,X,O,O,X
JZSOTIL,O,O,O,X,X,X,X
JZSOTLI,O,O,O,X,X,X,X
JZSOITL,O,O,O,X,X,X,X
JZSOILT,O,O,X,X,O,O,X
JZSOLTI,O,O,O,X,O,O,X
JZSOLIT,O,O,X,X,O,O,X
JZOTILS,O,X,O,X,X,O,X
JZOTISL,O,O,O,X,X,X,X
JZOTLIS,O,X,O,X,X,O,X
JZOTLSI,O,X,O,X,X,O,X
JZOTSIL,O,O,O,X,X,X,X
JZOTSLI,O,O,O,X,X,X,X
JZOITLS,O,X,O,X,X,O,X
JZOITSL,O,O,O,X,X,X,X
JZOILTS,O,X,X,X,O,O,X
JZOILST,O,O,X,X,X,O,X
JZOISTL,O,O,O,X,X,X,X
JZOISLT,O,O,X,X,O,O,X
JZOLTIS,O,X,X,X,O,O,X
JZOLTSI,O,X,X,X,O,O,X
JZOLITS,O,X,X,X,O,O,X
JZOLIST,O,O,X,X,X,O,X
JZOLSTI,O,O,X,X,O,O,X
JZOLSIT,O,O,X,X,O,O,X
JZOSTIL,O,O,O,X,X,X,X
JZOSTLI,O,O,O,X,X,X,X
JZOSITL,O,O,O,X,X,X,X
JZOSILT,O,O,X,X,O,O,X
JZOSLTI,O,O,O,X,O,O,X
JZOSLIT,O,O,X,X,O,O,X
JOTILSZ,X,X,X,O,O,X,X
JOTILZS,X,X,X,O,O,X,X
JOTISLZ,O,X,X,O,O,X,X
JOTISZL,O,O,X,O,X,X,X
JOTIZLS,O,X,X,O,X,X,X
JOTIZSL,O,O,X,X,X,X,X
JOTLISZ,X,X,X,O,O,X,X
JOTLIZS,X,X,X,O,O,X,X
JOTLSIZ,X,X,X,O,O,X,X
JOTLSZI,X,X,X,O,O,X,X
JOTLZIS,X,X,X,O,O,X,X
JOTLZSI,X,X,X,O,O,X,X
JOTSILZ,O,X,X,O,O,X,X
JOTSIZL,O,O,X,O,X,X,X
JOTSLIZ,O,X,X,O,O,X,X
JOTSLZI,O,X,X,O,O,X,X
JOTSZIL,O,O,X,O,X,X,X
JOTSZLI,O,O,X,O,X,X,X
JOTZILS,O,X,X,O,X,X,X
JOTZISL,O,O,X,X,X,X,X
JOTZLIS,O,X,X,O,X,X,X
JOTZLSI,O,X,X,O,X,X,X
JOTZSIL,O,O,X,O,X,X,X
JOTZSLI,O,O,X,O,X,X,X
JOITLSZ,X,X,X,O,O,X,X
JOITLZS,X,X,X,O,O,X,X
JOITSLZ,O,X,X,O,O,X,X
JOITSZL,O,O,X,X,X,X,X
JOITZLS,O,X,X,O,X,X,X
JOITZSL,O,O,X,X,X,X,X
JOILTSZ,X,X,X,O,O,X,X
JOILTZS,X,X,X,O,O,X,X
JOILSTZ,O,X,X,O,O,X,O
JOILSZT,O,O,X,X,O,X,X
JOILZTS,O,X,X,X,O,O,X
JOILZST,O,O,X,X,X,O,X
JOISTLZ,O,X,X,O,O,X,O
JOISTZL,O,O,X,O,X,X,X
JOISLTZ,O,X,X,O,O,X,O
JOISLZT,O,O,X,X,O,X,X
JOISZTL,O,O,X,X,X,X,X
JOISZLT,O,O,X,X,O,X,X
JOIZTLS,O,X,X,X,X,O,X
JOIZTSL,O,O,X,X,X,X,X
JOIZLTS,O,X,X,X,O,O,X
JOIZLST,O,O,X,X,X,O,X
JOIZSTL,O,O,X,X,X,X,X
JOIZSLT,O,O,X,X,O,O,X
JOLTISZ,X,X,X,O,O,X,X
JOLTIZS,X,X,X,O,O,X,X
JOLTSIZ,X,X,X,O,O,X,X
JOLTSZI,X,X,X,O,O,X,X
JOLTZIS,X,X,X,O,O,X,X
JOLTZSI,X,X,X,O,O,X,X
JOLITSZ,X,X,X,O,O,X,X
JOLITZS,X,X,X,O,O,X,X
JOLISTZ,O,X,X,O,O,X,O
JOLISZT,O,O,X,X,O,X,X
JOLIZTS,O,X,X,X,O,O,X
JOLIZST,O,O,X,X,X,O,X
JOLSTIZ,O,X,X,O,O,X,O
JOLSTZI,O,X,X,O,O,X,O
JOLSITZ,O,X,X,O,O,X,O
JOLSIZT,O,O,X,X,O,X,X
JOLSZTI,O,O,X,X,O,X,X
JOLSZIT,O,O,X,X,O,X,X
JOLZTIS,O,X,X,X,O,O,X
JOLZTSI,O,X,X,X,O,O,X
JOLZITS,O,X,X,X,O,O,X
JOLZIST,O,O,X,X,X,O,X
JOLZSTI,O,O,X,X,O,O,X
JOLZSIT,O,O,X,X,O,O,X
JOSTILZ,O,X,X,O,O,X,O
JOSTIZL,O,O,X,O,X,X,X
JOSTLIZ,O,X,X,O,O,X,O
JOSTLZI,O,X,X,O,O,X,O
JOSTZIL,O,O,X,O,X,X,X
JOSTZLI,O,O,X,O,X,X,X
JOSITLZ,O,X,X,O,O,X,O
JOSITZL,O,O,X,O,X,X,X
JOSILTZ,O,X,X,O,O,X,O
JOSILZT,O,O,X,X,O,X,X
JOSIZTL,O,O,X,X,X,X,X
JOSIZLT,O,O,X,X,O,X,X
JOSLTIZ,O,X,X,O,O,X,O
JOSLTZI,O,X,X,O,O,X,O
JOSLITZ,O,X,X,O,O,X,O
JOSLIZT,O,O,X,X,O,X,X
JOSLZTI,O,O,X,X,O,X,X
JOSLZIT,O,O,X,X,O,X,X
JOSZTIL,O,O,X,X,X,X,X
JOSZTLI,O,O,X,X,X,X,X
JOSZITL,O,O,X,X,X,X,X
JOSZILT,O,O,X,X,O,X,X
JOSZLTI,O,O,X,X,O,X,X
JOSZLIT,O,O,X,X,O,X,X
JOZTILS,O,X,X,X,X,O,X
JOZTISL,O,O,X,X,X,X,X
JOZTLIS,O,X,X,X,X,O,X
JOZTLSI,O,X,X,X,X,O,X
JOZTSIL,O,O,X,X,X,X,X
JOZTSLI,O,O,X,X,X,X,X
JOZITLS,O,X,X,X,X,O,X
JOZITSL,O,O,X,X,X,X,X
JOZILTS,O,X,X,X,O,O,X
JOZILST,O,O,X,X,X,O,X
JOZISTL,O,O,X,X,X,X,X
JOZISLT,O,O,X,X,O,O,X
JOZLTIS,O,X,X,X,O,O,X
JOZLTSI,O,X,X,X,O,O,X
JOZLITS,O,X,X,X,O,O,X
JOZLIST,O,O,X,X,X,O,X
JOZLSTI,O,O,X,X,O,O,X
JOZLSIT,O,O,X,X,O,O,X
JOZSTIL,O,O,X,X,X,X,X
JOZSTLI,O,O,X,X,X,X,X
JOZSITL,O,O,X,X,X,X,X
JOZSILT,O,O,X,X,O,O,X
JOZSLTI,O,O,X,X,O,O,X
JOZSLIT,O,O,X,X,O,O,X
STILJZO,O,X,O,O,O,X,O
STILJOZ,X,X,O,O,O,X,O
STILZJO,O,X,O,O,O,X,X
STILZOJ,O,X,O,X,X,X,X
STILOJZ,O,X,O,O,O,X,X
STILOZJ,O,X,O,O,X,X,X
STIJLZO,O,X,O,O,O,X,O
STIJLOZ,X,X,O,O,O,X,O
STIJZLO,O,O,O,O,X,X,O
STIJZOL,O,O,O,O,X,X,X
STIJOLZ,X,X,O,O,O,X,O
STIJOZL,X,O,O,O,X,X,X
STIZLJO,O,O,O,O,X,X,X
STIZLOJ,O,X,O,X,X,X,X
STIZJLO,O,O,O,O,X,X,X
STIZJOL,O,O,O,O,X,X,X
STIZOLJ,O,X,O,O,X,X,X
STIZOJL,X,O,O,O,X,X,X
STIOLJZ,O,X,O,O,X,X,X
STIOLZJ,O,X,O,O,X,X,X
STIOJLZ,O,X,O,O,X,X,X
STIOJZL,O,X,O,O,X,X,X
STIOZLJ,O,X,O,O,X,X,X
STIOZJL,O,X,O,O,X,X,X
STLIJZO,O,X,O,O,O,X,O
STLIJOZ,X,X,O,O,O,X,O
STLIZJO,O,X,O,O,O,X,X
STLIZOJ,O,X,O,X,X,X,X
STLIOJZ,O,X,O,O,O,X,X
STLIOZJ,O,X,O,O,X,X,X
STLJIZO,O,X,O,O,O,X,O
STLJIOZ,X,X,O,O,O,X,O
STLJZIO,O,X,O,O,O,X,O
STLJZOI,O,X,O,X,O,X,O
STLJOIZ,O,X,O,O,O,X,O
STLJOZI,O,X,O,O,O,X,O
STLZIJO,O,X,O,O,O,X,X
STLZIOJ,O,X,O,X,X,X,X
STLZJIO,O,X,O,O,O,X,X
STLZJOI,O,X,O,X,O,X,X
STLZOIJ,O,X,O,X,X,X,X
STLZOJI,O,X,O,X,O,X,X
STLOIJZ,O,X,O,O,O,X,X
STLOIZJ,O,X,O,O,X,X,X
STLOJIZ,O,X,O,O,O,X,X
STLOJZI,O,X,O,O,O,X,X
STLOZIJ,O,X,O,O,X,X,X
STLOZJI,O,X,O,O,O,X,X
STJILZO,O,X,O,O,O,X,O
STJILOZ,X,X,O,O,O,X,O
STJIZLO,O,O,O,O,X,X,O
STJIZOL,O,O,O,O,X,X,X
STJIOLZ,X,X,O,O,O,X,O
STJIOZL,X,O,O,O,X,X,X
STJLIZO,O,X,O,O,O,X,O
STJLIOZ,X,X,O,O,O,X,O
STJLZIO,O,X,O,O,O,X,O
STJLZOI,O,X,O,X,O,X,O
STJLOIZ,O,X,O,O,O,X,O
STJLOZI,O,X,O,O,O,X,O
STJZILO,O,O,O,O,X,X,O
STJZIOL,O,O,O,O,X,X,X
STJZLIO,O,O,O,O,X,X,O
STJZLOI,O,O,O,X,X,X,O
STJZOIL,O,O,O,O,X,X,X
STJZOLI,O,O,O,O,X,X,X
STJOILZ,O,X,O,O,O,X,O
STJOIZL,O,O,O,O,X,X,X
STJOLIZ,O,X,O,O,O,X,O
STJOLZI,O,X,O,O,O,X,O
STJOZIL,O,O,O,O,X,X,X
STJOZLI,O,O,O,O,X,X,X
STZILJO,O,O,O,O,X,X,X
STZILOJ,O,X,O,X,X,X,X
STZIJLO,O,O,O,O,X,X,X
STZIJOL,O,O,O,O,X,X,X
STZIOLJ,O,X,O,O,X,X,X
STZIOJL,X,O,O,O,X,X,X
STZLIJO,O,O,O,O,X,X,X
STZLIOJ,O,X,O,X,X,X,X
STZLJIO,O,O,O,O,X,X,X
STZLJOI,O,O,O,X,X,X,X
STZLOIJ,O,X,O,X,X,X,X
STZLOJI,O,O,O,X,X,X,X
STZJILO,O,O,O,O,X,X,X
STZJIOL,O,O,O,O,X,X,X
STZJLIO,O,O,O,O,X,X,X
STZJLOI,O,O,O,X,X,X,X
STZJOIL,O,O,O,O,X,X,X
STZJOLI,O,O,O,O,X,X,X
STZOILJ,O,X,O,O,X,X,X
STZOIJL,O,O,O,O,X,X,X
STZOLIJ,O,X,O,O,X,X,X
STZOLJI,O,O,O,O,X,X,X
STZOJIL,O,O,O,O,X,X,X
STZOJLI,O,O,O,O,X,X,X
STOILJZ,O,X,O,O,X,X,X
STOILZJ,O,X,O,O,X,X,X
STOIJLZ,O,X,O,O,X,X,X
STOIJZL,O,X,O,O,X,X,X
STOIZLJ,O,X,O,O,X,X,X
STOIZJL,O,X,O,O,X,X,X
STOLIJZ,O,X,O,O,O,X,X
STOLIZJ,O,X,O,O,X,X,X
STOLJIZ,O,X,O,O,O,X,X
STOLJZI,O,X,O,O,O,X,X
STOLZIJ,O,X,O,O,X,X,X
STOLZJI,O,X,O,O,O,X,X
STOJILZ,O,X,O,O,O,X,X
STOJIZL,O,O,O,O,X,X,X
STOJLIZ,O,X,O,O,O,X,X
STOJLZI,O,X,O,O,O,X,X
STOJZIL,O,O,O,O,X,X,X
STOJZLI,O,O,O,O,X,X,X
STOZILJ,O,X,O,O,X,X,X
STOZIJL,O,O,O,O,X,X,X
STOZLIJ,O,X,O,O,X,X,X
STOZLJI,O,O,O,O,X,X,X
STOZJIL,O,O,O,O,X,X,X
STOZJLI,O,O,O,O,X,X,X
SITLJZO,O,X,O,O,O,X,O
SITLJOZ,X,X,O,O,O,X,O
SITLZJO,O,X,O,O,O,X,X
SITLZOJ,O,X,O,X,X,X,X
SITLOJZ,O,X,O,O,O,X,X
SITLOZJ,O,X,O,O,X,X,X
SITJLZO,O,X,O,O,O,X,O
SITJLOZ,X,X,O,O,O,X,O
SITJZLO,O,O,O,O,X,X,O
SITJZOL,O,O,O,O,X,X,X
SITJOLZ,X,X,O,O,O,X,O
SITJOZL,X,O,O,O,X,X,X
SITZLJO,O,O,O,O,X,X,X
SITZLOJ,O,X,O,X,X,X,X
SITZJLO,O,O,O,O,X,X,X
SITZJOL,O,O,O,O,X,X,X
SITZOLJ,O,X,O,O,X,X,X
SITZOJL,X,O,O,O,X,X,X
SITOLJZ,O,X,O,O,X,X,X
SITOLZJ,O,X,O,O,X,X,X
SITOJLZ,O,X,O,O,X,X,X
SITOJZL,O,X,O,O,X,X,X
SITOZLJ,O,X,O,O,X,X,X
SITOZJL,O,X,O,O,X,X,X
SILTJZO,O,X,O,O,O,X,O
SILTJOZ,X,X,O,O,O,X,O
SILTZJO,O,X,O,O,O,X,X
SILTZOJ,O,X,O,X,X,X,X
SILTOJZ,O,X,O,O,O,X,X
SILTOZJ,O,X,O,O,X,X,X
SILJTZO,O,X,X,O,O,X,O
SILJTOZ,X,X,X,O,O,X,O
SILJZTO,O,O,X,X,O,X,O
SILJZOT,O,O,X,X,O,X,X
SILJOTZ,O,X,X,X,O,X,O
SILJOZT,O,O,X,X,O,X,X
SILZTJO,O,O,O,O,O,X,X
SILZTOJ,O,X,O,X,X,X,X
SILZJTO,O,O,O,X,O,X,O
SILZJOT,O,O,X,X,O,X,X
SILZOTJ,O,X,X,X,X,X,X
SILZOJT,O,X,X,X,X,X,X
SILOTJZ,O,X,X,O,O,X,X
SILOTZJ,O,X,X,O,X,X,X
SILOJTZ,O,X,X,O,O,X,O
SILOJZT,O,X,X,X,O,X,X
SILOZTJ,O,X,X,O,X,X,X
SILOZJT,O,X,X,X,X,X,X
SIJTLZO,O,X,O,O,O,X,O
SIJTLOZ,X,X,O,O,O,X,O
SIJTZLO,O,O,O,O,X,X,O
SIJTZOL,O,O,O,O,X,X,X
SIJTOLZ,X,X,O,O,O,X,O
SIJTOZL,X,O,O,O,X,X,X
SIJLTZO,O,X,X,O,O,X,O
SIJLTOZ,X,X,X,O,O,X,O
SIJLZTO,O,O,X,X,O,X,O
SIJLZOT,O,O,X,X,O,X,X
SIJLOTZ,O,X,X,X,O,X,O
SIJLOZT,O,O,X,X,O,X,X
SIJZTLO,O,O,O,X,X,X,O
SIJZTOL,O,O,O,X,X,X,X
SIJZLTO,O,O,O,X,O,X,O
SIJZLOT,O,O,X,X,O,X,X
SIJZOTL,O,O,O,X,X,X,X
SIJZOLT,O,O,X,X,O,X,X
SIJOTLZ,O,X,X,O,O,X,O
SIJOTZL,O,O,X,O,X,X,X
SIJOLTZ,O,X,X,O,O,X,O
SIJOLZT,O,O,X,X,O,X,X
SIJOZTL,O,O,X,X,X,X,X
SIJOZLT,O,O,X,X,O,X,X
SIZTLJO,O,O,O,O,X,X,X
SIZTLOJ,O,X,O,X,X,X,X
SIZTJLO,O,O,O,O,X,X,X
SIZTJOL,O,O,O,O,X,X,X
SIZTOLJ,O,X,O,O,X,X,X
SIZTOJL,X,O,O,O,X,X,X
SIZLTJO,O,O,O,O,O,X,X
SIZLTOJ,O,X,O,X,X,X,X
SIZLJTO,O,O,O,X,O,X,O
SIZLJOT,O,O,X,X,O,X,X
