sequence,v115@PhC8GeD8BeB8AeC8JeT/IvhFelBChBxiBlmBcsB3qB,v115@PhC8GeD8BeB8AeC8Je/EJvhFRgBzhBCjBOqB8qBFsB,v115@PhC8GeD8BeB8AeC8Jei/IvhFFhBxiBzkB+qB3mBcsB,v115@PhC8GeD8BeB8AeC8JemAJvhFzhBCjBxkB0kB3qBFsB,v115@PhC8GeD8BeB8AeC8Jex/IvhFmhBCjB0kBXmBFsBTqB,v115@PhC8GeD8BeB8AeC8Je/EJvhFUgBamBWnBxnBTqBFsB,v115@PhC8GeD8BeB8AeC8Je2EJvhFChBxiBlmBcsBzkB3qB,v115@PhC8GeD8BeB8AeC8JemBJvhFCjBxkBXmB0kBFsBTqB,v115@PhC8GeD8BeB8AeC8Je3BJvhFxkBOsBlkBUmBCoBTqB
JSLOTZI,O,X,O,O,X,X,O,X,X
JSLOITZ,O,X,O,O,X,X,X,X,O
JSLOIZT,O,X,X,X,X,X,X,X,O
JSLOZTI,O,X,O,X,X,X,X,X,X
JSLOZIT,O,X,X,X,X,X,X,X,X
JSZTILO,O,O,O,O,O,O,O,X,X
JSZTIOL,O,O,O,O,O,O,O,X,X
JSZTLIO,O,O,O,O,O,O,O,X,X
JSZTLOI,O,O,O,O,O,O,O,X,X
JSZTOIL,O,O,O,O,O,O,O,X,X
JSZTOLI,O,O,O,O,O,O,O,X,X
JSZITLO,O,O,O,O,O,O,O,X,O
JSZITOL,O,O,O,O,O,O,O,X,O
JSZILTO,O,O,O,O,X,X,O,X,O
JSZILOT,O,O,O,X,X,X,X,X,O
JSZIOTL,O,O,O,X,X,X,O,X,O
JSZIOLT,O,O,O,X,X,X,X,X,O
JSZLTIO,O,O,O,O,X,O,O,X,X
JSZLTOI,O,O,O,O,X,O,O,X,X
JSZLITO,O,O,O,O,X,X,O,X,X
JSZLIOT,O,O,O,X,X,X,X,X,X
JSZLOTI,O,O,O,X,X,X,X,X,X
JSZLOIT,O,O,O,X,X,X,X,X,X
JSZOTIL,O,O,O,X,X,X,O,X,X
JSZOTLI,O,O,O,X,X,X,O,X,X
JSZOITL,O,O,O,X,X,X,O,X,O
JSZOILT,O,O,O,X,X,X,X,X,O
JSZOLTI,O,O,O,X,X,X,X,X,X
JSZOLIT,O,O,O,X,X,X,X,X,X
JSOTILZ,O,X,O,O,X,O,X,X,O
JSOTIZL,O,X,O,O,X,O,X,X,O
JSOTLIZ,O,X,O,O,X,O,X,X,X
JSOTLZI,O,X,O,O,X,O,O,X,X
JSOTZIL,O,X,O,O,X,O,X,X,X
JSOTZLI,O,X,O,O,X,O,X,X,X
JSOITLZ,O,X,O,O,X,O,X,X,O
JSOITZL,O,X,O,O,X,O,X,X,O
JSOILTZ,O,X,O,O,X,X,X,X,O
JSOILZT,O,X,O,X,X,X,X,X,O
JSOIZTL,O,X,O,X,X,O,O,X,O
JSOIZLT,O,X,O,X,X,X,X,X,O
JSOLTIZ,O,X,O,O,X,O,X,X,X
JSOLTZI,O,X,O,O,X,O,O,X,X
JSOLITZ,O,X,O,O,X,X,X,X,O
JSOLIZT,O,X,O,X,X,X,X,X,O
JSOLZTI,O,X,O,X,X,O,X,X,X
JSOLZIT,O,X,O,X,X,X,X,X,X
JSOZTIL,O,X,O,X,X,O,O,X,X
JSOZTLI,O,X,O,X,X,O,O,X,X
JSOZITL,O,X,O,X,X,O,O,X,O
JSOZILT,O,X,O,X,X,X,X,X,O
JSOZLTI,O,X,O,X,X,O,X,X,X
JSOZLIT,O,X,O,X,X,X,X,X,X
JZTILSO,O,O,O,X,O,X,O,X,X
JZTILOS,O,O,O,X,O,X,O,X,X
JZTISLO,O,O,O,X,O,X,O,X,X
JZTISOL,O,O,O,X,O,X,O,X,X
JZTIOLS,O,O,O,X,O,X,O,X,X
JZTIOSL,O,O,O,X,X,X,X,X,X
JZTLISO,O,O,O,X,O,X,O,X,X
JZTLIOS,O,O,O,X,O,X,O,X,X
JZTLSIO,O,O,O,X,O,X,O,X,X
JZTLSOI,O,O,O,X,O,X,O,X,X
JZTLOIS,O,O,O,X,O,X,O,X,X
JZTLOSI,O,O,O,X,O,X,O,X,X
JZTSILO,O,O,O,X,O,X,O,X,X
JZTSIOL,O,O,O,X,O,X,O,X,X
JZTSLIO,O,O,O,X,O,X,O,X,X
JZTSLOI,O,O,O,X,O,X,O,X,X
JZTSOIL,O,O,O,X,O,X,O,X,X
JZTSOLI,O,O,O,X,O,X,O,X,X
JZTOILS,O,O,O,X,O,X,O,X,X
JZTOISL,O,O,O,X,X,X,X,X,X
JZTOLIS,O,O,O,X,O,X,O,X,X
JZTOLSI,O,O,O,X,O,X,O,X,X
JZTOSIL,O,O,O,X,O,X,X,X,X
JZTOSLI,O,O,O,X,O,X,X,X,X
JZITLSO,O,O,O,X,O,X,O,X,X
JZITLOS,O,O,O,X,O,X,O,X,X
JZITSLO,O,O,O,X,O,X,O,X,X
JZITSOL,O,O,O,X,O,X,O,X,X
JZITOLS,O,O,O,X,O,X,O,X,X
JZITOSL,O,O,O,X,X,X,X,X,X
JZILTSO,O,O,O,X,O,X,O,X,X
JZILTOS,O,O,O,X,O,X,O,X,X
JZILSTO,X,O,O,X,X,X,O,X,X
JZILSOT,X,O,O,X,X,X,X,X,X
JZILOTS,O,X,O,X,X,X,X,X,X
JZILOST,X,X,O,X,X,X,X,X,X
JZISTLO,O,O,O,X,O,X,O,X,O
JZISTOL,O,O,O,X,O,X,O,X,O
JZISLTO,O,O,O,X,X,X,O,X,O
JZISLOT,O,O,O,X,X,X,X,X,O
JZISOTL,O,O,O,X,X,X,O,X,O
JZISOLT,O,O,O,X,X,X,X,X,O
JZIOTLS,O,X,O,X,X,X,O,X,X
JZIOTSL,O,X,O,X,X,X,X,X,X
JZIOLTS,O,X,O,X,X,X,X,X,X
JZIOLST,X,X,O,X,X,X,X,X,X
JZIOSTL,O,X,O,X,X,X,O,X,X
JZIOSLT,O,X,O,X,X,X,X,X,X
JZLTISO,O,O,O,X,O,X,O,X,X
JZLTIOS,O,O,O,X,O,X,O,X,X
JZLTSIO,O,O,O,X,O,X,O,X,X
JZLTSOI,O,O,O,X,O,X,O,X,X
JZLTOIS,O,O,O,X,O,X,O,X,X
JZLTOSI,O,O,O,X,O,X,O,X,X
JZLITSO,O,O,O,X,O,X,O,X,X
JZLITOS,O,O,O,X,O,X,O,X,X
JZLISTO,X,O,O,X,X,X,O,X,X
JZLISOT,X,O,O,X,X,X,X,X,X
JZLIOTS,O,X,O,X,X,X,X,X,X
JZLIOST,X,X,O,X,X,X,X,X,X
JZLSTIO,X,O,O,X,X,X,O,X,X
JZLSTOI,X,O,O,X,X,X,O,X,X
JZLSITO,X,O,O,X,X,X,O,X,X
JZLSIOT,X,O,O,X,X,X,X,X,X
JZLSOTI,X,O,O,X,X,X,X,X,X
JZLSOIT,X,O,O,X,X,X,X,X,X
JZLOTIS,O,O,O,X,X,X,X,X,X
JZLOTSI,O,O,O,X,X,X,X,X,X
JZLOITS,O,X,O,X,X,X,X,X,X
JZLOIST,X,X,O,X,X,X,X,X,X
JZLOSTI,X,O,O,X,X,X,X,X,X
JZLOSIT,X,O,O,X,X,X,X,X,X
JZSTILO,O,O,O,X,O,X,O,X,X
JZSTIOL,O,O,O,X,O,X,O,X,X
JZSTLIO,O,O,O,X,O,X,O,X,X
JZSTLOI,O,O,O,X,O,X,O,X,X
JZSTOIL,O,O,O,X,O,X,O,X,X
JZSTOLI,O,O,O,X,O,X,O,X,X
JZSITLO,O,O,O,X,O,X,O,X,O
JZSITOL,O,O,O,X,O,X,O,X,O
JZSILTO,O,O,O,X,X,X,O,X,O
JZSILOT,O,O,O,X,X,X,X,X,O
JZSIOTL,O,O,O,X,X,X,O,X,O
JZSIOLT,O,O,O,X,X,X,X,X,O
JZSLTIO,O,O,O,X,X,X,O,X,X
JZSLTOI,O,O,O,X,X,X,O,X,X
JZSLITO,O,O,O,X,X,X,O,X,X
JZSLIOT,O,O,O,X,X,X,X,X,X
JZSLOTI,O,O,O,X,X,X,X,X,X
JZSLOIT,O,O,O,X,X,X,X,X,X
JZSOTIL,O,O,O,X,X,X,O,X,X
JZSOTLI,O,O,O,X,X,X,O,X,X
JZSOITL,O,O,O,X,X,X,O,X,O
JZSOILT,O,O,O,X,X,X,X,X,O
JZSOLTI,O,O,O,X,X,X,X,X,X
JZSOLIT,O,O,O,X,X,X,X,X,X
JZOTILS,O,O,O,X,X,X,O,X,X
JZOTISL,O,O,O,X,X,X,X,X,X
JZOTLIS,O,O,O,X,X,X,O,X,X
JZOTLSI,O,O,O,X,X,X,O,X,X
JZOTSIL,O,O,O,X,X,X,X,X,X
JZOTSLI,O,O,O,X,X,X,X,X,X
JZOITLS,O,X,O,X,X,X,O,X,X
JZOITSL,O,X,O,X,X,X,X,X,X
JZOILTS,O,X,O,X,X,X,X,X,X
JZOILST,X,X,O,X,X,X,X,X,X
JZOISTL,O,X,O,X,X,X,O,X,O
JZOISLT,O,X,O,X,X,X,X,X,O
JZOLTIS,O,O,O,X,X,X,X,X,X
JZOLTSI,O,O,O,X,X,X,X,X,X
JZOLITS,O,X,O,X,X,X,X,X,X
JZOLIST,X,X,O,X,X,X,X,X,X
JZOLSTI,X,O,O,X,X,X,X,X,X
JZOLSIT,X,O,O,X,X,X,X,X,X
JZOSTIL,O,O,O,X,X,X,O,X,X
JZOSTLI,O,O,O,X,X,X,O,X,X
JZOSITL,O,O,O,X,X,X,O,X,O
JZOSILT,O,O,O,X,X,X,X,X,O
JZOSLTI,O,O,O,X,X,X,X,X,X
JZOSLIT,O,O,O,X,X,X,X,X,X
JOTILSZ,X,X,O,X,X,O,X,X,X
JOTILZS,O,X,O,X,X,O,X,X,X
JOTISLZ,X,X,O,X,X,O,X,X,O
JOTISZL,X,X,O,X,X,O,X,X,O
JOTIZLS,O,X,O,X,X,O,X,X,X
JOTIZSL,O,X,O,X,X,O,X,X,X
JOTLISZ,X,X,O,X,X,O,X,X,X
JOTLIZS,O,X,O,X,X,O,X,X,X
JOTLSIZ,X,X,O,X,X,O,X,X,X
JOTLSZI,O,X,O,X,X,O,X,X,X
JOTLZIS,O,X,O,X,X,O,O,X,X
JOTLZSI,O,X,O,X,X,O,O,X,X
JOTSILZ,O,X,O,X,X,O,X,X,O
JOTSIZL,X,X,O,X,X,O,X,X,O
JOTSLIZ,O,X,O,X,X,O,X,X,X
JOTSLZI,O,X,O,X,X,O,X,X,X
JOTSZIL,X,X,O,X,X,O,X,X,X
JOTSZLI,O,X,O,X,X,O,X,X,X
JOTZILS,O,X,O,X,X,O,X,X,X
JOTZISL,O,X,O,X,X,O,X,X,X
JOTZLIS,O,X,O,X,X,O,X,X,X
JOTZLSI,O,X,O,X,X,O,X,X,X
JOTZSIL,O,X,O,X,X,O,X,X,X
JOTZSLI,O,X,O,X,X,O,X,X,X
JOITLSZ,X,X,O,X,X,O,X,X,X
JOITLZS,O,X,O,X,X,O,X,X,X
JOITSLZ,X,X,O,X,X,O,X,X,O
JOITSZL,X,X,O,X,X,O,X,X,O
JOITZLS,O,X,O,X,X,O,X,X,X
JOITZSL,O,X,O,X,X,O,X,X,X
JOILTSZ,X,X,O,X,X,X,X,X,X
JOILTZS,X,X,O,X,X,X,X,X,X
JOILSTZ,X,X,O,X,X,X,X,X,O
JOILSZT,X,X,O,X,X,X,X,X,O
JOILZTS,O,X,O,X,X,X,X,X,X
JOILZST,X,X,O,X,X,X,X,X,X
JOISTLZ,O,X,O,X,X,O,X,X,O
JOISTZL,O,X,O,X,X,O,X,X,O
JOISLTZ,O,X,O,X,X,X,X,X,O
JOISLZT,O,X,O,X,X,X,X,X,O
JOISZTL,O,X,O,X,X,O,O,X,O
JOISZLT,O,X,O,X,X,X,X,X,O
JOIZTLS,O,X,O,X,X,X,O,X,X
JOIZTSL,O,X,O,X,X,X,X,X,X
JOIZLTS,O,X,O,X,X,X,X,X,X
JOIZLST,X,X,O,X,X,X,X,X,X
JOIZSTL,O,X,O,X,X,X,O,X,O
JOIZSLT,O,X,O,X,X,X,X,X,O
JOLTISZ,X,X,O,X,X,O,X,X,X
JOLTIZS,O,X,O,X,X,O,X,X,X
JOLTSIZ,X,X,O,X,X,O,X,X,X
JOLTSZI,O,X,O,X,X,O,X,X,X
JOLTZIS,O,X,O,X,X,O,X,X,X
JOLTZSI,O,X,O,X,X,O,X,X,X
JOLITSZ,X,X,O,X,X,X,X,X,X
JOLITZS,X,X,O,X,X,X,X,X,X
JOLISTZ,X,X,O,X,X,X,X,X,O
JOLISZT,X,X,O,X,X,X,X,X,O
JOLIZTS,O,X,O,X,X,X,X,X,X
JOLIZST,X,X,O,X,X,X,X,X,X
JOLSTIZ,X,X,O,X,X,O,X,X,X
JOLSTZI,X,X,O,X,X,O,X,X,X
JOLSITZ,X,X,O,X,X,X,X,X,O
JOLSIZT,X,X,O,X,X,X,X,X,O
JOLSZTI,X,X,O,X,X,O,X,X,X
JOLSZIT,X,X,O,X,X,X,X,X,X
JOLZTIS,O,X,O,X,X,X,X,X,X
JOLZTSI,O,X,O,X,X,X,X,X,X
JOLZITS,O,X,O,X,X,X,X,X,X
JOLZIST,X,X,O,X,X,X,X,X,X
JOLZSTI,X,X,O,X,X,X,X,X,X
JOLZSIT,X,X,O,X,X,X,X,X,X
JOSTILZ,O,X,O,X,X,O,X,X,O
JOSTIZL,O,X,O,X,X,O,X,X,O
JOSTLIZ,O,X,O,X,X,O,X,X,X
JOSTLZI,O,X,O,X,X,O,O,X,X
JOSTZIL,O,X,O,X,X,O,X,X,X
JOSTZLI,O,X,O,X,X,O,X,X,X
JOSITLZ,O,X,O,X,X,O,X,X,O
JOSITZL,O,X,O,X,X,O,X,X,O
JOSILTZ,O,X,O,X,X,X,X,X,O
JOSILZT,O,X,O,X,X,X,X,X,O
JOSIZTL,O,X,O,X,X,O,O,X,O
JOSIZLT,O,X,O,X,X,X,X,X,O
JOSLTIZ,O,X,O,X,X,O,X,X,X
JOSLTZI,O,X,O,X,X,O,O,X,X
JOSLITZ,O,X,O,X,X,X,X,X,O
JOSLIZT,O,X,O,X,X,X,X,X,O
JOSLZTI,O,X,O,X,X,O,X,X,X
JOSLZIT,O,X,O,X,X,X,X,X,X
JOSZTIL,O,X,O,X,X,O,O,X,X
JOSZTLI,O,X,O,X,X,O,O,X,X
JOSZITL,O,X,O,X,X,O,O,X,O
JOSZILT,O,X,O,X,X,X,X,X,O
JOSZLTI,O,X,O,X,X,O,X,X,X
JOSZLIT,O,X,O,X,X,X,X,X,X
JOZTILS,O,X,O,X,X,X,O,X,X
JOZTISL,O,X,O,X,X,X,X,X,X
JOZTLIS,O,X,O,X,X,X,O,X,X
JOZTLSI,O,X,O,X,X,X,O,X,X
JOZTSIL,O,X,O,X,X,X,X,X,X
JOZTSLI,O,X,O,X,X,X,X,X,X
JOZITLS,O,X,O,X,X,X,O,X,X
JOZITSL,O,X,O,X,X,X,X,X,X
JOZILTS,O,X,O,X,X,X,X,X,X
JOZILST,X,X,O,X,X,X,X,X,X
JOZISTL,O,X,O,X,X,X,O,X,O
JOZISLT,O,X,O,X,X,X,X,X,O
JOZLTIS,O,X,O,X,X,X,X,X,X
JOZLTSI,O,X,O,X,X,X,X,X,X
JOZLITS,O,X,O,X,X,X,X,X,X
JOZLIST,X,X,O,X,X,X,X,X,X
JOZLSTI,X,X,O,X,X,X,X,X,X
JOZLSIT,X,X,O,X,X,X,X,X,X
JOZSTIL,O,X,O,X,X,X,O,X,X
JOZSTLI,O,X,O,X,X,X,O,X,X
JOZSITL,O,X,O,X,X,X,O,X,O
JOZSILT,O,X,O,X,X,X,X,X,O
JOZSLTI,O,X,O,X,X,X,X,X,X
JOZSLIT,O,X,O,X,X,X,X,X,X
STILJZO,O,X,X,O,O,O,O,O,X
STILJOZ,O,O,X,O,X,O,X,O,X
STILZJO,O,O,O,O,O,O,O,O,X
STILZOJ,O,O,O,O,O,O,O,X,X
STILOJZ,X,O,X,O,X,O,X,O,X
STILOZJ,X,O,X,O,X,O,X,X,X
STIJLZO,O,X,O,O,O,O,O,O,X
STIJLOZ,O,O,X,O,X,O,X,O,X
STIJZLO,O,X,O,O,O,O,O,O,X
STIJZOL,O,X,O,O,O,O,O,X,X
STIJOLZ,O,O,O,O,X,O,X,O,X
STIJOZL,O,X,O,O,X,O,X,X,X
STIZLJO,O,O,O,O,O,O,O,O,X
STIZLOJ,O,O,O,O,O,O,O,X,X
STIZJLO,O,O,O,O,O,O,O,O,X
STIZJOL,O,O,O,O,O,O,O,X,X
STIZOLJ,O,O,O,O,O,O,O,X,X
STIZOJL,O,O,O,O,O,O,O,X,X
STIOLJZ,X,O,X,O,X,O,X,O,X
STIOLZJ,X,O,X,O,X,O,X,X,X
STIOJLZ,O,O,X,O,X,O,X,O,X
STIOJZL,O,X,X,O,X,O,X,X,X
STIOZLJ,O,O,X,O,X,O,X,X,X
STIOZJL,O,O,X,O,X,O,X,X,X
STLIJZO,O,X,X,O,O,O,O,O,X
STLIJOZ,O,O,X,O,X,O,X,O,X
STLIZJO,O,O,O,O,O,O,O,O,X
STLIZOJ,O,O,O,O,O,O,O,X,X
STLIOJZ,X,O,X,O,X,O,X,O,X
STLIOZJ,X,O,X,O,X,O,X,X,X
STLJIZO,O,X,O,O,O,O,O,O,X
STLJIOZ,O,O,X,O,X,O,X,O,X
STLJZIO,O,O,O,O,O,O,O,O,X
STLJZOI,O,O,O,O,O,O,O,X,X
STLJOIZ,O,O,O,O,X,O,X,O,X
STLJOZI,O,O,O,O,O,O,O,X,X
STLZIJO,O,O,O,O,O,O,O,O,X
STLZIOJ,O,O,O,O,O,O,O,X,X
STLZJIO,O,O,O,O,O,O,O,O,X
STLZJOI,O,O,O,O,O,O,O,X,X
STLZOIJ,O,O,O,O,O,O,O,X,X
STLZOJI,O,O,X,O,O,O,O,X,X
STLOIJZ,X,O,X,O,X,O,X,O,X
STLOIZJ,X,O,X,O,X,O,X,X,X
STLOJIZ,O,O,X,O,X,O,X,O,X
STLOJZI,O,O,X,O,O,O,O,X,X
STLOZIJ,O,O,O,O,O,O,O,X,X
STLOZJI,O,O,X,O,O,O,O,X,X
STJILZO,O,X,O,O,O,O,O,O,X
STJILOZ,O,O,X,O,X,O,X,O,X
STJIZLO,O,X,O,O,O,O,O,O,X
STJIZOL,O,X,O,O,O,O,O,X,X
STJIOLZ,O,O,O,O,X,O,X,O,X
STJIOZL,O,X,O,O,X,O,X,X,X
STJLIZO,O,X,O,O,O,O,O,O,X
STJLIOZ,O,O,X,O,X,O,X,O,X
STJLZIO,O,O,O,O,O,O,O,O,X
STJLZOI,O,O,O,O,O,O,O,X,X
STJLOIZ,O,O,O,O,X,O,X,O,X
STJLOZI,O,O,O,O,O,O,O,X,X
STJZILO,O,O,O,O,O,O,O,O,X
STJZIOL,O,O,O,O,O,O,O,X,X
STJZLIO,O,O,O,O,O,O,O,O,X
STJZLOI,O,O,O,O,O,O,O,X,X
STJZOIL,O,O,O,O,O,O,O,X,X
STJZOLI,O,O,O,O,O,O,O,X,X
STJOILZ,O,O,O,O,X,O,X,O,X
STJOIZL,O,X,O,O,X,O,X,X,X
STJOLIZ,O,O,O,O,X,O,X,O,X
STJOLZI,O,O,O,O,O,O,O,X,X
STJOZIL,O,O,O,O,O,O,X,X,X
STJOZLI,O,O,O,O,O,O,X,X,X
STZILJO,O,O,O,O,O,O,O,O,X
STZILOJ,O,O,O,O,O,O,O,X,X
STZIJLO,O,O,O,O,O,O,O,O,X
STZIJOL,O,O,O,O,O,O,O,X,X
STZIOLJ,O,O,O,O,O,O,O,X,X
STZIOJL,O,O,O,O,O,O,O,X,X
STZLIJO,O,O,O,O,O,O,O,O,X
STZLIOJ,O,O,O,O,O,O,O,X,X
STZLJIO,O,O,O,O,O,O,O,O,X
STZLJOI,O,O,O,O,O,O,O,X,X
STZLOIJ,O,O,O,O,O,O,O,X,X
STZLOJI,O,O,X,O,O,O,O,X,X
STZJILO,O,O,O,O,O,O,O,O,X
STZJIOL,O,O,O,O,O,O,O,X,X
STZJLIO,O,O,O,O,O,O,O,O,X
STZJLOI,O,O,O,O,O,O,O,X,X
STZJOIL,O,O,O,O,O,O,O,X,X
STZJOLI,O,O,O,O,O,O,O,X,X
STZOILJ,O,O,O,O,O,O,O,X,X
STZOIJL,O,O,O,O,O,O,O,X,X
STZOLIJ,O,O,O,O,O,O,O,X,X
STZOLJI,O,O,X,O,O,O,O,X,X
STZOJIL,O,O,O,O,O,O,O,X,X
STZOJLI,O,O,O,O,O,O,O,X,X
STOILJZ,X,O,X,O,X,O,X,O,X
STOILZJ,X,O,X,O,X,O,X,X,X
STOIJLZ,O,O,X,O,X,O,X,O,X
STOIJZL,O,X,X,O,X,O,X,X,X
STOIZLJ,O,O,X,O,X,O,X,X,X
STOIZJL,O,O,X,O,X,O,X,X,X
STOLIJZ,X,O,X,O,X,O,X,O,X
STOLIZJ,X,O,X,O,X,O,X,X,X
STOLJIZ,O,O,O,O,X,O,X,O,X
STOLJZI,O,O,O,O,O,O,O,X,X
STOLZIJ,O,O,O,O,O,O,O,X,X
STOLZJI,O,O,X,O,O,O,O,X,X
STOJILZ,O,O,O,O,X,O,X,O,X
STOJIZL,O,X,O,O,X,O,X,X,X
STOJLIZ,O,O,O,O,X,O,X,O,X
STOJLZI,O,O,O,O,O,O,O,X,X
STOJZIL,O,O,O,O,O,O,X,X,X
STOJZLI,O,O,O,O,O,O,X,X,X
STOZILJ,O,O,O,O,O,O,X,X,X
STOZIJL,O,O,O,O,O,O,X,X,X
STOZLIJ,O,O,O,O,O,O,X,X,X
STOZLJI,O,O,X,O,O,O,X,X,X
STOZJIL,O,O,O,O,O,O,X,X,X
STOZJLI,O,O,O,O,O,O,X,X,X
SITLJZO,O,X,X,O,O,O,O,O,X
SITLJOZ,O,O,X,O,X,O,X,O,X
SITLZJO,O,O,O,O,O,O,O,O,X
SITLZOJ,O,O,O,O,O,O,O,X,X
SITLOJZ,X,O,X,O,X,O,X,O,X
SITLOZJ,X,O,X,O,X,O,X,X,X
SITJLZO,O,X,O,O,O,O,O,O,X
SITJLOZ,O,O,X,O,X,O,X,O,X
SITJZLO,O,X,O,O,O,O,O,O,X
SITJZOL,O,X,O,O,O,O,O,X,X
SITJOLZ,O,O,O,O,X,O,X,O,X
SITJOZL,O,X,O,O,X,O,X,X,X
SITZLJO,O,O,O,O,O,O,O,O,X
SITZLOJ,O,O,O,O,O,O,O,X,X
SITZJLO,O,O,O,O,O,O,O,O,X
SITZJOL,O,O,O,O,O,O,O,X,X
SITZOLJ,O,O,O,O,O,O,O,X,X
SITZOJL,O,O,O,O,O,O,O,X,X
SITOLJZ,X,O,X,O,X,O,X,O,X
SITOLZJ,X,O,X,O,X,O,X,X,X
SITOJLZ,O,O,X,O,X,O,X,O,X
SITOJZL,O,X,X,O,X,O,X,X,X
SITOZLJ,O,O,X,O,X,O,X,X,X
SITOZJL,O,O,X,O,X,O,X,X,X
SILTJZO,O,X,X,O,X,O,O,O,X
SILTJOZ,O,O,X,O,X,O,X,O,X
SILTZJO,O,O,O,O,X,O,O,O,X
SILTZOJ,O,O,O,O,X,O,O,X,X
SILTOJZ,X,O,X,O,X,O,X,O,X
SILTOZJ,X,O,X,O,X,O,X,X,X
SILJTZO,O,X,O,O,X,X,O,X,X
SILJTOZ,O,O,O,O,X,X,X,X,X
SILJZTO,O,O,O,O,X,X,O,X,X
SILJZOT,O,X,O,X,X,X,X,X,X
SILJOTZ,O,X,X,O,X,X,X,X,X
SILJOZT,O,X,X,X,X,X,X,X,X
SILZTJO,O,O,O,O,X,O,O,X,X
SILZTOJ,O,O,O,O,X,O,O,X,X
SILZJTO,O,O,O,O,X,X,O,X,X
SILZJOT,O,O,O,X,X,X,X,X,X
SILZOTJ,O,O,O,X,X,X,X,X,X
SILZOJT,O,X,O,X,X,X,X,X,X
SILOTJZ,X,O,X,O,X,O,X,X,X
SILOTZJ,X,O,X,O,X,O,X,X,X
SILOJTZ,O,X,O,O,X,X,X,X,X
SILOJZT,O,X,O,X,X,X,X,X,X
SILOZTJ,O,O,O,X,X,O,X,X,X
SILOZJT,O,X,O,X,X,X,X,X,X
SIJTLZO,O,X,O,O,X,O,O,O,O
SIJTLOZ,O,O,O,O,X,O,X,O,O
SIJTZLO,O,X,O,O,X,O,O,O,O
SIJTZOL,O,X,O,O,X,O,O,X,O
SIJTOLZ,O,O,O,O,X,O,X,O,O
SIJTOZL,O,X,O,O,X,O,X,X,O
SIJLTZO,O,X,O,O,X,X,O,X,O
SIJLTOZ,O,O,O,O,X,X,X,X,O
SIJLZTO,O,O,O,O,X,X,O,X,O
SIJLZOT,O,X,O,X,X,X,X,X,O
SIJLOTZ,O,X,X,O,X,X,X,X,O
SIJLOZT,O,X,X,X,X,X,X,X,O
SIJZTLO,O,O,O,O,X,O,O,X,O
SIJZTOL,O,O,O,O,X,O,O,X,O
SIJZLTO,O,O,O,O,X,X,O,X,O
SIJZLOT,O,X,O,X,X,X,X,X,O
SIJZOTL,O,X,O,X,X,X,O,X,O
SIJZOLT,O,X,O,X,X,X,X,X,O
SIJOTLZ,O,X,O,O,X,O,X,X,O
SIJOTZL,O,X,O,O,X,O,X,X,O
SIJOLTZ,O,X,O,O,X,X,X,X,O
SIJOLZT,O,X,O,X,X,X,X,X,O
SIJOZTL,O,X,O,X,X,O,O,X,O
SIJOZLT,O,X,O,X,X,X,X,X,O
SIZTLJO,O,O,O,O,O,O,O,O,X
SIZTLOJ,O,O,O,O,O,O,O,X,X
SIZTJLO,O,O,O,O,O,O,O,O,X
SIZTJOL,O,O,O,O,O,O,O,X,X
SIZTOLJ,O,O,O,O,O,O,O,X,X
SIZTOJL,O,O,O,O,O,O,O,X,X
SIZLTJO,O,O,O,O,O,O,O,X,X
SIZLTOJ,O,O,O,O,O,O,O,X,X
SIZLJTO,O,O,O,O,X,X,O,X,X
SIZLJOT,O,O,O,X,X,X,X,X,X
SIZLOTJ,O,O,O,X,X,X,X,X,X
SIZLOJT,O,X,O,X,X,X,X,X,X
SIZJTLO,O,O,O,O,O,O,O,X,X
SIZJTOL,O,O,O,O,O,O,O,X,X
SIZJLTO,O,O,O,O,X,X,O,X,X
SIZJLOT,O,O,O,X,X,X,X,X,X
SIZJOTL,O,O,O,X,X,X,O,X,X
SIZJOLT,O,O,O,X,X,X,X,X,X
SIZOTLJ,O,O,O,X,O,O,O,X,X
SIZOTJL,O,O,O,X,O,O,O,X,X
SIZOLTJ,O,O,O,X,X,O,X,X,X
SIZOLJT,O,X,O,X,X,X,X,X,X
SIZOJTL,O,X,O,X,X,O,O,X,X
SIZOJLT,O,X,O,X,X,X,X,X,X
SIOTLJZ,X,O,X,O,X,O,X,O,X
SIOTLZJ,X,O,X,O,X,O,X,X,X
SIOTJLZ,O,O,X,O,X,O,X,O,X
SIOTJZL,O,X,X,O,X,O,X,X,X
SIOTZLJ,O,O,X,O,X,O,X,X,X
SIOTZJL,O,X,X,O,X,O,X,X,X
SIOLTJZ,X,O,X,O,X,O,X,X,X
SIOLTZJ,X,O,X,O,X,O,X,X,X
SIOLJTZ,O,X,O,O,X,X,X,X,X
SIOLJZT,O,X,O,X,X,X,X,X,X
SIOLZTJ,O,O,O,X,X,O,X,X,X
SIOLZJT,O,X,O,X,X,X,X,X,X
SIOJTLZ,O,X,O,O,X,O,X,X,X
SIOJTZL,O,X,O,O,X,O,X,X,X
SIOJLTZ,O,X,O,O,X,X,X,X,X
SIOJLZT,O,X,O,X,X,X,X,X,X
SIOJZTL,O,X,O,X,X,O,O,X,X
SIOJZLT,O,X,O,X,X,X,X,X,X
SIOZTLJ,O,O,O,X,X,O,O,X,X
SIOZTJL,O,O,O,X,X,O,O,X,X
SIOZLTJ,O,O,O,X,X,O,X,X,X
