sequence,v115@9gB8HeA8IeC8GeE8AeA8MeXAJvhF0hBliB5oBzlBet?BCsB,v115@9gB8HeA8IeC8GeE8AeA8MeXAJvhF8lBWnBxiB6tBlr?BzsB,v115@9gB8HeA8IeC8GeE8AeA8MeXAJvhF8lBzhB5nBOtB6t?BlrB,v115@9gB8HeA8IeC8GeE8AeA8MeXAJvhF8lBCiBxnBToBlr?BWyB,v115@9gB8HeA8IeC8GeE8AeA8MeXAJvhF8lBzhB5nB6tBOt?BlrB,v115@9gB8HeA8IeC8GeE8AeA8MeXAJvhF0hBxiBzlBGoBCs?BVyB,v115@9gB8HeA8IeC8GeE8AeA8MeXAJvhF8lBWnBxiBlrBCt?BTtB,v115@9gB8HeA8IeC8GeE8AeA8MeXAJvhFlhB5nBzlB8rB6t?BOtB,v115@9gB8HeA8IeC8GeE8AeA8MeGDJvhFRlBzmBqsB/tB0l?BlrB
SOLZJIT,O,O,X,X,X,O,X,O,O
SOJTILZ,O,X,X,X,X,O,X,X,X
SOJTIZL,O,X,X,X,X,O,X,X,X
SOJTLIZ,O,X,X,X,X,O,X,X,X
SOJTLZI,O,X,X,X,X,O,X,X,X
SOJTZIL,O,X,X,X,X,O,X,X,X
SOJTZLI,O,X,X,X,X,O,X,X,X
SOJITLZ,O,X,X,X,X,X,X,X,X
SOJITZL,O,X,X,X,X,X,X,X,X
SOJILTZ,O,X,X,X,X,X,X,X,O
SOJILZT,O,X,X,X,X,X,X,O,O
SOJIZTL,O,O,O,X,X,X,X,O,X
SOJIZLT,O,O,X,O,X,X,X,O,X
SOJLTIZ,O,X,X,X,X,O,X,X,O
SOJLTZI,O,X,X,X,X,O,X,X,X
SOJLITZ,O,X,X,X,X,X,X,X,O
SOJLIZT,O,O,X,X,X,X,X,O,O
SOJLZTI,O,O,X,X,X,O,X,O,X
SOJLZIT,O,O,X,X,X,O,X,O,O
SOJZTIL,O,O,O,O,X,O,X,O,X
SOJZTLI,O,O,O,O,X,O,X,O,X
SOJZITL,O,O,O,X,X,O,X,O,X
SOJZILT,O,O,X,O,X,O,X,O,X
SOJZLTI,O,O,X,X,X,O,X,O,X
SOJZLIT,O,O,X,X,X,O,X,O,X
SOZTILJ,O,O,O,O,O,O,X,O,X
SOZTIJL,O,O,O,X,O,O,X,O,X
SOZTLIJ,O,O,O,O,O,O,O,O,X
SOZTLJI,O,O,O,O,O,O,O,O,X
SOZTJIL,O,O,O,O,O,O,O,O,X
SOZTJLI,O,O,O,O,O,O,O,O,X
SOZITLJ,O,O,O,X,O,O,X,O,X
SOZITJL,O,O,O,X,O,O,X,O,X
SOZILTJ,O,O,X,X,O,O,X,O,X
SOZILJT,O,O,X,X,X,O,X,O,X
SOZIJTL,O,O,O,X,X,O,X,O,X
SOZIJLT,O,O,X,X,X,O,X,O,X
SOZLTIJ,O,O,X,X,O,O,O,O,X
SOZLTJI,O,O,X,X,O,O,O,O,X
SOZLITJ,O,O,X,X,O,O,X,O,X
SOZLIJT,O,O,X,X,X,O,X,O,X
SOZLJTI,O,O,X,X,X,O,X,O,X
SOZLJIT,O,O,X,X,X,O,X,O,X
SOZJTIL,O,O,O,O,X,O,X,O,X
SOZJTLI,O,O,O,O,X,O,X,O,X
SOZJITL,O,O,O,X,X,O,X,O,X
SOZJILT,O,O,X,O,X,O,X,O,X
SOZJLTI,O,O,X,X,X,O,X,O,X
SOZJLIT,O,O,X,X,X,O,X,O,X
ZTILJSO,X,O,O,O,O,X,O,X,X
ZTILJOS,X,O,O,O,O,X,O,X,X
ZTILSJO,X,O,O,O,O,X,O,X,X
ZTILSOJ,X,O,O,O,O,X,O,X,X
ZTILOJS,X,O,O,X,O,X,O,O,X
ZTILOSJ,X,O,O,O,O,X,O,O,X
ZTIJLSO,X,O,O,O,O,X,O,X,X
ZTIJLOS,X,O,O,O,O,X,O,X,X
ZTIJSLO,X,O,O,O,O,X,O,X,X
ZTIJSOL,X,O,O,O,O,X,O,X,X
ZTIJOLS,X,O,O,O,O,X,X,X,X
ZTIJOSL,X,O,O,O,O,X,O,X,X
ZTISLJO,X,O,O,O,O,X,O,X,X
ZTISLOJ,X,O,O,O,O,X,O,X,X
ZTISJLO,X,O,O,O,O,X,O,X,X
ZTISJOL,X,O,O,O,O,X,O,X,X
ZTISOLJ,X,O,O,O,O,X,X,X,X
ZTISOJL,X,O,O,X,O,X,X,X,X
ZTIOLJS,X,O,O,X,O,X,X,O,X
ZTIOLSJ,X,O,O,O,O,X,X,O,X
ZTIOJLS,X,O,O,X,O,X,X,O,X
ZTIOJSL,X,O,O,X,O,X,X,O,X
ZTIOSLJ,X,O,O,O,O,X,X,O,X
ZTIOSJL,X,O,O,X,O,X,X,O,X
ZTLIJSO,X,O,O,O,O,O,O,X,X
ZTLIJOS,X,O,O,O,O,O,O,X,X
ZTLISJO,X,O,O,O,O,O,O,X,X
ZTLISOJ,X,O,O,O,O,O,O,X,X
ZTLIOJS,X,O,O,X,O,X,O,O,X
ZTLIOSJ,X,O,O,O,O,O,O,O,X
ZTLJISO,X,O,O,O,O,O,O,X,X
ZTLJIOS,X,O,O,O,O,O,O,X,X
ZTLJSIO,X,O,O,O,O,O,O,X,X
ZTLJSOI,X,O,O,O,O,O,O,X,X
ZTLJOIS,X,O,O,O,O,O,O,X,X
ZTLJOSI,X,O,O,O,O,O,O,X,X
ZTLSIJO,X,O,O,O,O,O,O,X,X
ZTLSIOJ,X,O,O,O,O,O,O,X,X
ZTLSJIO,X,O,O,O,O,O,O,X,X
ZTLSJOI,X,O,O,O,O,O,O,X,X
ZTLSOIJ,X,O,O,O,O,O,O,X,X
ZTLSOJI,X,O,O,O,O,O,O,X,X
ZTLOIJS,X,O,O,X,O,O,O,O,X
ZTLOISJ,X,O,O,O,O,O,O,O,X
ZTLOJIS,X,O,O,O,O,O,O,O,X
ZTLOJSI,X,O,O,O,O,O,O,O,X
ZTLOSIJ,X,O,O,O,O,O,O,O,X
ZTLOSJI,X,O,O,O,O,O,O,O,X
ZTJILSO,X,O,O,O,O,X,O,X,X
ZTJILOS,X,O,O,O,O,X,O,X,X
ZTJISLO,X,O,O,O,O,X,O,X,X
ZTJISOL,X,O,O,O,O,O,O,X,X
ZTJIOLS,X,O,O,O,O,O,X,X,X
ZTJIOSL,X,O,O,O,O,O,O,X,X
ZTJLISO,X,O,O,O,O,X,O,X,X
ZTJLIOS,X,O,O,O,O,X,O,X,X
ZTJLSIO,X,O,O,O,O,X,O,X,X
ZTJLSOI,X,O,O,O,O,X,O,X,X
ZTJLOIS,X,O,O,O,O,X,O,X,X
ZTJLOSI,X,O,O,O,O,X,O,X,X
ZTJSILO,X,O,O,O,O,X,O,X,X
ZTJSIOL,X,O,O,O,O,O,O,X,X
ZTJSLIO,X,O,O,O,O,X,O,X,X
ZTJSLOI,X,O,O,O,O,X,O,X,X
ZTJSOIL,X,O,O,O,O,O,O,X,X
ZTJSOLI,X,O,O,O,O,O,O,X,X
ZTJOILS,X,O,O,O,O,O,X,X,X
ZTJOISL,X,O,O,O,O,O,O,X,X
ZTJOLIS,X,O,O,O,O,O,O,X,X
ZTJOLSI,X,O,O,O,O,O,O,X,X
ZTJOSIL,X,O,O,O,O,O,O,X,X
ZTJOSLI,X,O,O,O,O,O,O,X,X
ZTSILJO,X,O,O,O,O,X,O,X,X
ZTSILOJ,X,O,O,O,O,X,O,X,X
ZTSIJLO,X,O,O,O,O,X,O,X,X
ZTSIJOL,X,O,O,O,O,X,O,X,X
ZTSIOLJ,X,O,O,O,O,X,X,X,X
ZTSIOJL,X,O,O,X,O,X,X,X,X
ZTSLIJO,X,O,O,O,O,O,O,X,X
ZTSLIOJ,X,O,O,O,O,O,O,X,X
ZTSLJIO,X,O,O,O,O,O,O,X,X
ZTSLJOI,X,O,O,O,O,O,O,X,X
ZTSLOIJ,X,O,O,O,O,O,O,X,X
ZTSLOJI,X,O,O,O,O,O,O,X,X
ZTSJILO,X,O,O,O,O,X,O,X,X
ZTSJIOL,X,O,O,O,O,O,O,X,X
ZTSJLIO,X,O,O,O,O,X,O,X,X
ZTSJLOI,X,O,O,O,O,X,O,X,X
ZTSJOIL,X,O,O,O,O,O,O,X,X
ZTSJOLI,X,O,O,O,O,O,O,X,X
ZTSOILJ,X,O,O,O,O,O,X,X,X
ZTSOIJL,X,O,O,X,O,O,X,X,X
ZTSOLIJ,X,O,O,O,O,O,O,X,X
ZTSOLJI,X,O,O,O,O,O,O,X,X
ZTSOJIL,X,O,O,O,O,O,O,X,X
ZTSOJLI,X,O,O,O,O,O,O,X,X
ZTOILJS,X,O,O,X,O,O,X,O,X
ZTOILSJ,X,O,O,O,O,O,X,O,X
ZTOIJLS,X,O,O,X,O,O,X,O,X
ZTOIJSL,X,O,O,X,O,O,X,O,X
ZTOISLJ,X,O,O,O,O,O,X,O,X
ZTOISJL,X,O,O,X,O,O,X,O,X
ZTOLIJS,X,O,O,X,O,O,O,O,X
ZTOLISJ,X,O,O,O,O,O,O,O,X
ZTOLJIS,X,O,O,O,O,O,O,O,X
ZTOLJSI,X,O,O,O,O,O,O,O,X
ZTOLSIJ,X,O,O,O,O,O,O,O,X
ZTOLSJI,X,O,O,O,O,O,O,O,X
ZTOJILS,X,O,O,O,O,O,X,O,X
ZTOJISL,X,O,O,O,O,O,O,O,X
ZTOJLIS,X,O,O,O,O,O,O,O,X
ZTOJLSI,X,O,O,O,O,O,O,O,X
ZTOJSIL,X,O,O,O,O,O,O,O,X
ZTOJSLI,X,O,O,O,O,O,O,O,X
ZTOSILJ,X,O,O,O,O,O,X,O,X
ZTOSIJL,X,O,O,X,O,O,X,O,X
ZTOSLIJ,X,O,O,O,O,O,O,O,X
ZTOSLJI,X,O,O,O,O,O,O,O,X
ZTOSJIL,X,O,O,O,O,O,O,O,X
ZTOSJLI,X,O,O,O,O,O,O,O,X
ZITLJSO,X,O,O,O,O,X,O,X,X
ZITLJOS,X,O,O,O,O,X,O,X,X
ZITLSJO,X,O,O,O,O,X,O,X,X
ZITLSOJ,X,O,O,O,O,X,O,X,X
ZITLOJS,X,O,O,X,O,X,O,O,X
ZITLOSJ,X,O,O,O,O,X,O,O,X
ZITJLSO,X,O,O,O,O,X,O,X,X
ZITJLOS,X,O,O,O,O,X,O,X,X
ZITJSLO,X,O,O,O,O,X,O,X,X
ZITJSOL,X,O,O,O,O,X,O,X,X
ZITJOLS,X,O,O,O,O,X,X,X,X
ZITJOSL,X,O,O,O,O,X,O,X,X
ZITSLJO,X,O,O,O,O,X,O,X,X
ZITSLOJ,X,O,O,O,O,X,O,X,X
ZITSJLO,X,O,O,O,O,X,O,X,X
ZITSJOL,X,O,O,O,O,X,O,X,X
ZITSOLJ,X,O,O,O,O,X,X,X,X
ZITSOJL,X,O,O,X,O,X,X,X,X
ZITOLJS,X,O,O,X,O,X,X,O,X
ZITOLSJ,X,O,O,O,O,X,X,O,X
ZITOJLS,X,O,O,X,O,X,X,O,X
ZITOJSL,X,O,O,X,O,X,X,O,X
ZITOSLJ,X,O,O,O,O,X,X,O,X
ZITOSJL,X,O,O,X,O,X,X,O,X
ZILTJSO,X,O,O,X,O,X,O,X,X
ZILTJOS,X,O,O,X,O,X,O,X,X
ZILTSJO,X,O,O,X,O,X,O,X,X
ZILTSOJ,X,O,O,X,O,X,O,X,X
ZILTOJS,X,O,O,X,O,X,O,O,X
ZILTOSJ,X,O,O,X,O,X,O,O,X
ZILJTSO,X,X,O,X,O,X,X,X,X
ZILJTOS,X,X,O,X,O,X,X,X,X
ZILJSTO,X,X,O,X,O,X,X,X,X
ZILJSOT,X,X,X,X,X,X,X,X,X
ZILJOTS,X,X,X,X,X,X,X,O,X
ZILJOST,X,X,X,X,X,X,X,O,X
ZILSTJO,X,O,O,X,O,X,O,X,X
ZILSTOJ,X,O,O,X,O,X,O,X,X
ZILSJTO,X,X,O,X,O,X,X,X,X
ZILSJOT,X,X,X,X,X,X,X,X,O
ZILSOTJ,X,X,X,X,O,X,X,O,X
ZILSOJT,X,X,X,X,X,X,X,O,O
ZILOTJS,X,X,X,X,O,X,X,O,X
ZILOTSJ,X,X,X,X,O,X,X,O,X
ZILOJTS,X,X,X,X,X,X,X,O,X
ZILOJST,X,X,X,X,X,X,X,O,X
ZILOSTJ,X,X,X,X,O,X,X,O,X
ZILOSJT,X,X,X,X,X,X,X,O,O
ZIJTLSO,X,X,O,O,O,X,X,X,X
ZIJTLOS,X,X,O,O,O,X,X,X,X
ZIJTSLO,X,X,O,O,O,X,X,X,X
ZIJTSOL,O,X,O,O,O,X,X,X,X
ZIJTOLS,O,X,O,O,O,X,X,X,X
ZIJTOSL,O,X,O,O,O,X,X,X,X
ZIJLTSO,O,X,O,O,O,X,X,X,X
ZIJLTOS,O,X,O,X,O,X,X,X,X
ZIJLSTO,O,X,O,O,O,X,X,X,X
ZIJLSOT,O,X,X,O,X,X,X,X,X
ZIJLOTS,O,X,X,X,X,X,X,O,X
ZIJLOST,O,X,X,O,X,X,X,O,X
ZIJSTLO,X,X,O,O,O,X,X,X,X
ZIJSTOL,O,X,O,O,O,X,X,X,X
ZIJSLTO,O,X,O,O,O,X,X,X,X
ZIJSLOT,O,X,X,O,X,X,X,X,X
ZIJSOTL,O,X,O,X,X,X,X,X,X
ZIJSOLT,O,X,X,O,X,X,X,X,X
ZIJOTLS,O,X,O,X,X,X,X,O,X
ZIJOTSL,O,X,O,X,X,X,X,O,X
ZIJOLTS,O,X,X,X,X,X,X,O,X
ZIJOLST,O,X,X,O,X,X,X,O,X
ZIJOSTL,O,X,O,X,X,X,X,O,X
ZIJOSLT,O,X,X,O,X,X,X,O,X
ZISTLJO,X,O,O,O,O,X,O,X,X
ZISTLOJ,X,O,O,O,O,X,O,X,X
ZISTJLO,X,O,O,O,O,X,O,X,X
ZISTJOL,X,O,O,O,O,X,O,X,X
ZISTOLJ,X,O,O,O,O,X,X,X,X
ZISTOJL,X,O,O,X,O,X,X,X,X
ZISLTJO,X,O,O,X,O,X,O,X,X
ZISLTOJ,X,O,O,X,O,X,O,X,X
ZISLJTO,X,X,O,X,O,X,X,X,X
ZISLJOT,X,X,X,X,X,X,X,X,O
ZISLOTJ,X,X,X,X,O,X,X,O,X
ZISLOJT,X,X,X,X,X,X,X,O,O
ZISJTLO,X,X,O,O,O,X,X,X,X
ZISJTOL,O,X,O,O,O,X,X,X,X
ZISJLTO,O,X,O,O,O,X,X,X,X
ZISJLOT,O,X,X,O,X,X,X,X,O
ZISJOTL,O,X,O,X,X,X,X,X,X
ZISJOLT,O,X,X,O,X,X,X,X,X
ZISOTLJ,O,O,O,X,O,X,X,O,X
ZISOTJL,O,O,O,X,O,X,X,O,X
ZISOLTJ,O,O,X,X,O,X,X,O,X
ZISOLJT,O,O,X,X,X,X,X,O,X
ZISOJTL,O,O,O,X,X,X,X,O,X
ZISOJLT,O,O,X,X,X,X,X,O,X
ZIOTLJS,X,O,O,X,O,X,X,O,X
ZIOTLSJ,O,O,O,X,O,X,X,O,X
ZIOTJLS,O,O,O,X,O,X,X,O,X
ZIOTJSL,O,O,O,X,O,X,X,O,X
ZIOTSLJ,O,O,O,X,O,X,X,O,X
ZIOTSJL,O,O,O,X,O,X,X,O,X
ZIOLTJS,X,O,X,X,O,X,X,O,X
ZIOLTSJ,O,O,X,X,O,X,X,O,X
ZIOLJTS,O,O,X,X,X,X,X,O,X
ZIOLJST,O,O,X,X,X,X,X,O,X
ZIOLSTJ,O,O,X,X,O,X,X,O,X
ZIOLSJT,O,O,X,X,X,X,X,O,O
ZIOJTLS,O,X,O,X,X,X,X,O,X
ZIOJTSL,O,O,O,X,X,X,X,O,X
ZIOJLTS,O,O,X,X,X,X,X,O,X
ZIOJLST,O,O,X,X,X,X,X,O,X
ZIOJSTL,O,O,O,X,X,X,X,O,X
ZIOJSLT,O,O,X,X,X,X,X,O,X
ZIOSTLJ,O,O,O,X,O,X,X,O,X
ZIOSTJL,O,O,O,X,O,X,X,O,X
ZIOSLTJ,O,O,X,X,O,X,X,O,X
ZIOSLJT,O,O,X,X,X,X,X,O,X
ZIOSJTL,O,O,O,X,X,X,X,O,X
ZIOSJLT,O,O,X,X,X,X,X,O,X
ZLTIJSO,X,O,O,O,O,O,O,X,X
ZLTIJOS,X,O,O,O,O,O,O,X,X
ZLTISJO,X,O,O,O,O,O,O,X,X
ZLTISOJ,X,O,O,O,O,O,O,X,X
ZLTIOJS,X,O,O,X,O,X,O,O,X
ZLTIOSJ,X,O,O,O,O,O,O,O,X
ZLTJISO,O,O,O,O,O,O,O,X,X
ZLTJIOS,O,O,O,O,O,O,O,X,X
ZLTJSIO,O,O,O,O,O,O,O,X,X
ZLTJSOI,O,O,O,O,O,O,O,X,X
ZLTJOIS,O,O,O,O,O,O,O,X,X
ZLTJOSI,O,O,O,O,O,O,O,X,X
ZLTSIJO,X,O,O,O,O,O,O,X,X
ZLTSIOJ,X,O,O,O,O,O,O,X,X
ZLTSJIO,O,O,O,O,O,O,O,X,X
ZLTSJOI,O,O,O,O,O,O,O,X,X
ZLTSOIJ,X,O,O,O,O,O,O,X,X
ZLTSOJI,X,O,O,O,O,O,O,X,X
ZLTOIJS,X,O,O,X,O,O,O,O,X
ZLTOISJ,X,O,O,O,O,O,O,O,X
ZLTOJIS,X,O,O,O,O,O,O,O,X
ZLTOJSI,X,O,O,O,O,O,O,O,X
ZLTOSIJ,X,O,O,O,O,O,O,O,X
ZLTOSJI,X,O,O,O,O,O,O,O,X
ZLITJSO,X,O,O,X,O,O,O,X,X
ZLITJOS,X,O,O,X,O,O,O,X,X
ZLITSJO,X,O,O,X,O,O,O,X,X
ZLITSOJ,X,O,O,X,O,O,O,X,X
ZLITOJS,X,O,O,X,O,X,O,O,X
ZLITOSJ,X,O,O,X,O,O,O,O,X
ZLIJTSO,O,X,O,X,O,X,X,X,X
ZLIJTOS,O,X,O,X,O,X,X,X,X
ZLIJSTO,O,X,O,X,O,O,X,X,X
ZLIJSOT,O,X,X,X,X,O,X,X,X
ZLIJOTS,O,X,X,X,X,X,X,O,X
ZLIJOST,O,X,X,X,X,X,X,O,X
ZLISTJO,X,O,O,X,O,O,O,X,X
ZLISTOJ,X,O,O,X,O,O,O,X,X
ZLISJTO,O,X,O,X,O,O,X,X,X
ZLISJOT,O,X,X,X,X,O,X,X,O
ZLISOTJ,X,X,X,X,O,O,X,O,X
ZLISOJT,X,X,X,X,X,O,X,O,O
ZLIOTJS,X,X,X,X,O,X,X,O,X
ZLIOTSJ,X,X,X,X,O,X,X,O,X
ZLIOJTS,X,X,X,X,X,X,X,O,X
ZLIOJST,X,X,X,X,X,X,X,O,X
ZLIOSTJ,X,X,X,X,O,O,X,O,X
ZLIOSJT,X,X,X,X,X,O,X,O,O
ZLJTISO,O,O,O,O,O,O,O,X,X
ZLJTIOS,O,O,O,O,O,O,O,X,X
ZLJTSIO,O,O,O,O,O,O,O,X,X
ZLJTSOI,O,O,O,O,O,O,O,X,X
ZLJTOIS,O,O,O,O,O,O,O,X,X
ZLJTOSI,O,O,O,O,O,O,O,X,X
ZLJITSO,O,X,O,O,O,X,X,X,X
ZLJITOS,O,X,O,X,O,X,X,X,X
ZLJISTO,O,X,O,O,O,O,X,X,X
ZLJISOT,O,X,X,O,X,O,X,X,X
ZLJIOTS,O,X,X,X,X,X,X,O,X
ZLJIOST,O,X,X,O,X,X,X,O,X
ZLJSTIO,O,O,O,O,O,O,O,X,X
ZLJSTOI,O,O,O,O,O,O,O,X,X
ZLJSITO,O,X,O,O,O,O,X,X,X
ZLJSIOT,O,X,X,O,X,O,X,X,X
ZLJSOTI,O,X,X,X,X,X,X,X,X
ZLJSOIT,O,X,X,X,X,X,X,X,X
ZLJOTIS,O,X,X,X,X,X,X,O,X
ZLJOTSI,O,X,X,X,X,X,X,O,X
ZLJOITS,O,X,X,X,X,X,X,O,X
ZLJOIST,O,X,X,X,X,X,X,O,X
ZLJOSTI,O,X,X,X,X,X,X,O,X
ZLJOSIT,O,X,X,X,X,X,X,O,X
ZLSTIJO,X,O,O,O,O,O,O,X,X
ZLSTIOJ,X,O,O,O,O,O,O,X,X
ZLSTJIO,O,O,O,O,O,O,O,X,X
ZLSTJOI,O,O,O,O,O,O,O,X,X
ZLSTOIJ,X,O,O,O,O,O,O,X,X
ZLSTOJI,X,O,O,O,O,O,O,X,X
ZLSITJO,X,O,O,X,O,O,O,X,X
ZLSITOJ,X,O,O,X,O,O,O,X,X
ZLSIJTO,O,X,O,X,O,O,X,X,X
ZLSIJOT,O,X,X,X,X,O,X,X,O
ZLSIOTJ,X,X,X,X,O,O,X,O,X
ZLSIOJT,X,X,X,X,X,O,X,O,O
ZLSJTIO,O,O,O,O,O,O,O,X,X
ZLSJTOI,O,O,O,O,O,O,O,X,X
ZLSJITO,O,X,O,O,O,O,X,X,X
ZLSJIOT,O,X,X,O,X,O,X,X,O
ZLSJOTI,O,X,X,X,X,X,X,X,X
ZLSJOIT,O,X,X,X,X,X,X,X,O
ZLSOTIJ,X,O,X,X,O,O,O,O,X
ZLSOTJI,X,O,X,X,O,O,O,O,X
ZLSOITJ,X,O,X,X,O,O,X,O,X
ZLSOIJT,X,O,X,X,X,O,X,O,O
ZLSOJTI,O,O,X,X,X,X,X,O,X
ZLSOJIT,O,O,X,X,X,X,X,O,O
ZLOTIJS,X,O,X,X,O,O,O,O,X
ZLOTISJ,X,O,X,X,O,O,O,O,X
ZLOTJIS,O,O,X,X,O,O,O,O,X
ZLOTJSI,O,O,X,X,O,O,O,O,X
ZLOTSIJ,X,O,X,X,O,O,O,O,X
ZLOTSJI,O,O,X,X,O,O,O,O,X
ZLOITJS,X,O,X,X,O,O,X,O,X
ZLOITSJ,X,O,X,X,O,O,X,O,X
ZLOIJTS,O,O,X,X,X,X,X,O,X
ZLOIJST,O,O,X,X,X,O,X,O,X
ZLOISTJ,X,O,X,X,O,O,X,O,X
ZLOISJT,O,O,X,X,X,O,X,O,O
ZLOJTIS,O,O,X,X,X,O,X,O,X
ZLOJTSI,O,O,X,X,X,O,X,O,X
ZLOJITS,O,O,X,X,X,X,X,O,X
ZLOJIST,O,O,X,X,X,O,X,O,X
ZLOJSTI,O,O,X,X,X,O,X,O,X
ZLOJSIT,O,O,X,X,X,O,X,O,X
ZLOSTIJ,X,O,X,X,O,O,O,O,X
ZLOSTJI,O,O,X,X,O,O,O,O,X
ZLOSITJ,X,O,X,X,O,O,X,O,X
ZLOSIJT,O,O,X,X,X,O,X,O,O
ZLOSJTI,O,O,X,X,X,O,X,O,X
ZLOSJIT,O,O,X,X,X,O,X,O,O
ZJTILSO,X,O,O,O,O,X,O,X,X
ZJTILOS,X,O,O,O,O,X,O,X,X
ZJTISLO,X,O,O,O,O,X,O,X,X
ZJTISOL,O,O,O,O,O,X,O,X,X
ZJTIOLS,O,O,O,O,O,X,X,X,X
ZJTIOSL,O,O,O,O,O,X,O,X,X
ZJTLISO,X,O,O,O,O,X,O,X,X
ZJTLIOS,X,O,O,O,O,X,O,X,X
ZJTLSIO,X,O,O,O,O,X,O,X,X
ZJTLSOI,X,O,O,O,O,X,O,X,X
ZJTLOIS,X,O,O,O,O,X,O,X,X
ZJTLOSI,X,O,O,O,O,X,O,X,X
ZJTSILO,X,O,O,O,O,X,O,X,X
ZJTSIOL,O,O,O,O,O,X,O,X,X
ZJTSLIO,X,O,O,O,O,X,O,X,X
ZJTSLOI,X,O,O,O,O,X,O,X,X
ZJTSOIL,O,O,O,O,O,X,O,X,X
ZJTSOLI,O,O,O,O,O,X,O,X,X
ZJTOILS,O,O,O,O,O,X,X,X,X
ZJTOISL,O,O,O,O,O,X,O,X,X
ZJTOLIS,O,O,O,O,O,X,O,X,X
ZJTOLSI,O,O,O,O,O,X,O,X,X
ZJTOSIL,O,O,O,O,O,X,O,X,X
ZJTOSLI,O,O,O,O,O,X,O,X,X
ZJITLSO,X,X,O,O,O,X,X,X,X
ZJITLOS,X,X,O,O,O,X,X,X,X
ZJITSLO,X,X,O,O,O,X,X,X,X
ZJITSOL,O,X,O,O,O,X,X,X,X
ZJITOLS,O,X,O,O,O,X,X,X,X
ZJITOSL,O,X,O,O,O,X,X,X,X
ZJILTSO,O,X,O,O,O,X,X,X,X
ZJILTOS,O,X,O,X,O,X,X,X,X
ZJILSTO,O,X,O,O,O,X,X,X,X
ZJILSOT,O,X,X,O,X,X,X,X,X
ZJILOTS,O,X,X,X,X,X,X,O,X
ZJILOST,O,X,X,O,X,X,X,O,X
ZJISTLO,X,X,O,O,O,X,X,X,X
ZJISTOL,O,X,O,O,O,X,X,X,X
ZJISLTO,O,X,O,O,O,X,X,X,X
ZJISLOT,O,X,X,O,X,X,X,X,X
ZJISOTL,O,X,O,X,X,X,X,X,X
ZJISOLT,O,X,X,O,X,X,X,X,X
ZJIOTLS,O,X,O,X,X,X,X,O,X
ZJIOTSL,O,X,O,X,X,X,X,O,X
ZJIOLTS,O,X,X,X,X,X,X,O,X
ZJIOLST,O,X,X,O,X,X,X,O,X
ZJIOSTL,O,X,O,X,X,X,X,O,X
ZJIOSLT,O,X,X,O,X,X,X,O,X
ZJLTISO,O,O,O,O,O,X,O,X,X
ZJLTIOS,O,O,O,O,O,X,O,X,X
ZJLTSIO,O,O,O,O,O,X,O,X,X
ZJLTSOI,O,O,O,O,O,X,O,X,X
ZJLTOIS,O,O,O,O,O,X,O,X,X
ZJLTOSI,O,O,O,O,O,X,O,X,X
ZJLITSO,O,X,O,O,O,X,X,X,X
ZJLITOS,O,X,O,X,O,X,X,X,X
ZJLISTO,O,X,O,O,O,X,X,X,X
ZJLISOT,O,X,X,O,X,X,X,X,X
ZJLIOTS,O,X,X,X,X,X,X,O,X
ZJLIOST,O,X,X,O,X,X,X,O,X
ZJLSTIO,O,O,O,O,O,X,O,X,X
ZJLSTOI,O,O,O,O,O,X,O,X,X
ZJLSITO,O,X,O,O,O,X,X,X,X
ZJLSIOT,O,X,X,O,X,X,X,X,X
ZJLSOTI,O,X,X,X,X,X,X,X,X
ZJLSOIT,O,X,X,X,X,X,X,X,X
ZJLOTIS,O,X,X,X,X,X,X,O,X
ZJLOTSI,O,X,X,X,X,X,X,O,X
ZJLOITS,O,X,X,X,X,X,X,O,X
ZJLOIST,O,X,X,X,X,X,X,O,X
ZJLOSTI,O,X,X,X,X,X,X,O,X
ZJLOSIT,O,X,X,X,X,X,X,O,X
ZJSTILO,X,O,O,O,O,X,O,X,X
ZJSTIOL,O,O,O,O,O,X,O,X,X
ZJSTLIO,X,O,O,O,O,X,O,X,X
ZJSTLOI,X,O,O,O,O,X,O,X,X
ZJSTOIL,O,O,O,O,O,X,O,X,X
ZJSTOLI,O,O,O,O,O,X,O,X,X
ZJSITLO,X,X,O,O,O,X,X,X,X
ZJSITOL,O,X,O,O,O,X,X,X,X
ZJSILTO,O,X,O,O,O,X,X,X,X
ZJSILOT,O,X,X,O,X,X,X,X,X
ZJSIOTL,O,X,O,X,X,X,X,X,X
ZJSIOLT,O,X,X,O,X,X,X,X,X
ZJSLTIO,O,O,O,O,O,X,O,X,X
ZJSLTOI,O,O,O,O,O,X,O,X,X
ZJSLITO,O,X,O,O,O,X,X,X,X
ZJSLIOT,O,X,X,O,X,X,X,X,X
ZJSLOTI,O,X,X,X,X,X,X,X,X
ZJSLOIT,O,X,X,X,X,X,X,X,X
ZJSOTIL,O,O,O,O,X,X,X,X,X
ZJSOTLI,O,O,O,O,X,X,X,X,X
ZJSOITL,O,O,O,X,X,X,X,X,X
ZJSOILT,O,O,X,O,X,X,X,X,X
ZJSOLTI,O,O,X,X,X,X,X,X,X
ZJSOLIT,O,O,X,X,X,X,X,X,X
ZJOTILS,O,O,O,O,X,X,X,O,X
ZJOTISL,O,O,O,O,X,X,X,O,X
ZJOTLIS,O,O,O,O,X,X,X,O,X
