sequence,v115@FhB8HeB8BeA8FeE8DeB8Jem/IvhFRhBqnBTkBfrBUs?BlrB,v115@FhB8HeB8BeA8FeE8DeB8Jem/IvhFUhBFiBTkBfrBRs?BSxB,v115@FhB8HeB8BeA8FeE8DeB8Jem/IvhFqlB/mBTkB0nBFn?BxwB,v115@FhB8HeB8BeA8FeE8DeB8Jex/IvhFcnBTkBllB+rBim?B3sB,v115@FhB8HeB8BeA8FeE8DeB8Jei/IvhFulB3kBTmB0nBFn?BxwB,v115@FhB8HeB8BeA8FeE8DeB8JeKEJvhFzfBRhBcnBGrB3s?BFrB,v115@FhB8HeB8BeA8FeE8DeB8JemAJvhFxkBCnBTkBFnBUr?B3sB,v115@FhB8HeB8BeA8FeE8DeB8Jex/IvhF/mBGiBTkB0lBls?BywB,v115@FhB8HeB8BeA8FeE8DeB8JeGBJvhFlkBzlB0nBikBXn?BxwB,v115@FhB8HeB8BeA8FeE8DeB8Je2EJvhFzgBSrB0nB3kBFn?BxwB,v115@FhB8HeB8BeA8FeE8DeB8JeKEJvhFzfBxhB1sBGrBfr?BUsB,v115@FhB8HeB8BeA8FeE8DeB8Jex/IvhFTkB0lBCnBlsBOr?BXsB,v115@FhB8HeB8BeA8FeE8DeB8Jei/IvhF3kBRmB1sBGmBUr?BTsB,v115@FhB8HeB8BeA8FeE8DeB8JeyEJvhFulBxmBTkBcrBls?BXsB,v115@FhB8HeB8BeA8FeE8DeB8JeOEJvhF8kBXiBzlBRsBSx?BFrB,v115@FhB8HeB8BeA8FeE8DeB8JeyEJvhFXhBFnBTkBWrB0n?BxwB,v115@FhB8HeB8BeA8FeE8DeB8JeOEJvhF8kBRmB1sBfrB6r?BTsB
ZOLJSIT,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZOLSTIJ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOLSTJI,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOLSITJ,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOLSIJT,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLSJTI,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZOLSJIT,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZOJTILS,X,X,O,X,X,X,X,X,O,X,X,O,X,X,O,X,X
ZOJTISL,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,O
ZOJTLIS,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
ZOJTLSI,O,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X
ZOJTSIL,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
ZOJTSLI,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
ZOJITLS,X,X,O,X,X,X,X,X,O,X,X,O,X,X,O,X,X
ZOJITSL,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
ZOJILTS,X,X,O,X,X,X,O,X,O,O,X,X,X,X,O,X,X
ZOJILST,O,X,O,X,X,X,O,X,X,O,X,X,X,X,O,X,X
ZOJISTL,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
ZOJISLT,O,O,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X
ZOJLTIS,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
ZOJLTSI,O,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X
ZOJLITS,X,X,O,X,X,X,O,X,X,O,X,X,X,X,O,X,X
ZOJLIST,O,X,O,X,X,X,O,X,X,O,X,X,X,X,O,X,X
ZOJLSTI,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZOJLSIT,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZOJSTIL,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
ZOJSTLI,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
ZOJSITL,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOJSILT,O,O,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X
ZOJSLTI,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOJSLIT,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZOSTILJ,X,O,X,O,X,X,X,O,X,X,X,O,O,X,X,X,X
ZOSTIJL,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOSTLIJ,O,X,X,O,X,X,X,O,X,X,X,O,O,X,X,X,X
ZOSTLJI,O,O,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
ZOSTJIL,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
ZOSTJLI,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
ZOSITLJ,X,O,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X
ZOSITJL,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
ZOSILTJ,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
ZOSILJT,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZOSIJTL,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
ZOSIJLT,O,O,O,X,O,X,O,X,X,X,X,X,X,X,O,X,X
ZOSLTIJ,O,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X
ZOSLTJI,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOSLITJ,O,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
ZOSLIJT,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZOSLJTI,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOSLJIT,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZOSJTIL,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
ZOSJTLI,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
ZOSJITL,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOSJILT,O,O,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X
ZOSJLTI,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOSJLIT,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OTILJSZ,X,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X
OTILJZS,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X
OTILSJZ,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTILSZJ,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTILZJS,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X
OTILZSJ,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X
OTIJLSZ,X,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X
OTIJLZS,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X
OTIJSLZ,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTIJSZL,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
OTIJZLS,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X
OTIJZSL,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
OTISLJZ,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTISLZJ,X,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
OTISJLZ,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTISJZL,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
OTISZLJ,X,O,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X
OTISZJL,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
OTIZLJS,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X
OTIZLSJ,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X
OTIZJLS,X,X,O,X,X,X,X,X,O,X,X,O,X,X,O,X,X
OTIZJSL,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,O
OTIZSLJ,X,O,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X
OTIZSJL,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
OTLIJSZ,X,X,O,O,X,X,X,X,X,X,O,X,X,O,X,X,X
OTLIJZS,X,X,O,X,X,X,X,X,O,X,O,X,X,O,X,X,X
OTLISJZ,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTLISZJ,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTLIZJS,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X
OTLIZSJ,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X
OTLJISZ,X,X,O,O,X,X,X,X,X,X,O,X,X,O,X,X,X
OTLJIZS,X,X,O,X,X,X,X,X,O,X,O,X,X,O,X,X,X
OTLJSIZ,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
OTLJSZI,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
OTLJZIS,X,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X
OTLJZSI,O,X,O,X,X,X,X,X,O,X,O,O,X,X,X,X,X
OTLSIJZ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTLSIZJ,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTLSJIZ,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
OTLSJZI,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
OTLSZIJ,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
OTLSZJI,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X
OTLZIJS,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OTLZISJ,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
OTLZJIS,X,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X
OTLZJSI,O,X,O,X,X,X,X,X,O,X,O,O,X,X,X,X,X
OTLZSIJ,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
OTLZSJI,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X
OTJILSZ,X,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X
OTJILZS,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X
OTJISLZ,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJISZL,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
OTJIZLS,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X
OTJIZSL,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
OTJLISZ,X,X,O,O,X,X,X,X,X,X,O,X,X,O,X,X,X
OTJLIZS,X,X,O,X,X,X,X,X,O,X,O,X,X,O,X,X,X
OTJLSIZ,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
OTJLSZI,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
OTJLZIS,X,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X
OTJLZSI,O,X,O,X,X,X,X,X,O,X,O,O,X,X,X,X,X
OTJSILZ,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJSIZL,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
OTJSLIZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJSLZI,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJSZIL,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
OTJSZLI,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
OTJZILS,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X
OTJZISL,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
OTJZLIS,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
OTJZLSI,O,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X
OTJZSIL,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
OTJZSLI,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
OTSILJZ,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSILZJ,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
OTSIJLZ,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSIJZL,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
OTSIZLJ,X,O,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
OTSIZJL,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
OTSLIJZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSLIZJ,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
OTSLJIZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSLJZI,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSLZIJ,O,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X
OTSLZJI,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
OTSJILZ,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSJIZL,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
OTSJLIZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSJLZI,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSJZIL,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
OTSJZLI,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
OTSZILJ,X,O,X,O,X,X,X,O,X,X,X,O,O,X,X,X,X
OTSZIJL,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
OTSZLIJ,O,X,X,O,X,X,X,O,X,X,X,O,O,X,X,X,X
OTSZLJI,O,O,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
OTSZJIL,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
OTSZJLI,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
OTZILJS,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X
OTZILSJ,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X
OTZIJLS,X,X,O,X,X,X,X,X,O,X,X,O,X,X,O,X,X
OTZIJSL,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,O
OTZISLJ,X,X,O,O,X,X,X,O,X,X,X,O,O,X,X,X,X
OTZISJL,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
OTZLIJS,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OTZLISJ,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
OTZLJIS,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
OTZLJSI,O,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X
OTZLSIJ,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
OTZLSJI,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X
OTZJILS,X,X,O,X,X,X,X,X,O,X,X,O,X,X,O,X,X
OTZJISL,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,O
OTZJLIS,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
OTZJLSI,O,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X
OTZJSIL,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
OTZJSLI,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
OTZSILJ,X,X,X,O,X,X,X,O,X,X,X,O,O,X,X,X,X
OTZSIJL,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
OTZSLIJ,O,X,X,O,X,X,X,O,X,X,X,O,O,X,X,X,X
OTZSLJI,O,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
OTZSJIL,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
OTZSJLI,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
OITLJSZ,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OITLJZS,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OITLSJZ,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X
OITLSZJ,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X
OITLZJS,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X
OITLZSJ,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X
OITJLSZ,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OITJLZS,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OITJSLZ,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OITJSZL,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
OITJZLS,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X
OITJZSL,X,O,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X
OITSLJZ,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X
OITSLZJ,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X
OITSJLZ,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OITSJZL,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
OITSZLJ,X,O,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X
OITSZJL,X,O,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X
OITZLJS,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X
OITZLSJ,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X
OITZJLS,X,X,O,X,X,X,X,X,O,X,X,O,X,X,O,X,X
OITZJSL,X,O,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X
OITZSLJ,X,O,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X
OITZSJL,X,O,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X
OILTJSZ,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OILTJZS,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X
OILTSJZ,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X
OILTSZJ,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X
OILTZJS,X,X,O,X,X,X,X,X,O,O,X,O,X,X,X,X,X
OILTZSJ,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X
OILJTSZ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OILJTZS,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X
OILJSTZ,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OILJSZT,O,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
OILJZTS,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X
OILJZST,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
OILSTJZ,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OILSTZJ,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OILSJTZ,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OILSJZT,O,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
OILSZTJ,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OILSZJT,O,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
OILZTJS,X,X,O,X,X,X,X,X,O,O,X,O,X,X,X,X,X
OILZTSJ,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X
OILZJTS,X,X,O,X,X,X,X,X,O,O,X,X,X,X,O,X,X
OILZJST,O,X,O,X,O,X,X,X,X,O,X,X,X,X,O,X,X
OILZSTJ,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
OILZSJT,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
OIJTLSZ,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OIJTLZS,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OIJTSLZ,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OIJTSZL,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
OIJTZLS,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X
OIJTZSL,X,O,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X
OIJLTSZ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIJLTZS,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X
OIJLSTZ,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OIJLSZT,O,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
OIJLZTS,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X
OIJLZST,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
OIJSTLZ,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OIJSTZL,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
OIJSLTZ,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OIJSLZT,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OIJSZTL,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
OIJSZLT,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OIJZTLS,X,X,O,X,X,X,X,X,O,X,X,O,X,X,O,X,X
OIJZTSL,X,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X
OIJZLTS,X,X,O,X,X,X,O,X,O,O,X,X,X,X,O,X,X
OIJZLST,O,X,O,X,O,X,O,X,X,O,X,X,X,X,O,X,X
OIJZSTL,X,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X
OIJZSLT,O,O,O,X,O,X,O,X,X,X,X,X,X,X,O,X,X
OISTLJZ,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OISTLZJ,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OISTJLZ,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OISTJZL,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
OISTZLJ,X,O,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X
OISTZJL,X,O,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X
OISLTJZ,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OISLTZJ,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OISLJTZ,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OISLJZT,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OISLZTJ,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OISLZJT,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OISJTLZ,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OISJTZL,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
OISJLTZ,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OISJLZT,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OISJZTL,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
OISJZLT,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OISZTLJ,X,O,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X
OISZTJL,X,O,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X
OISZLTJ,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
OISZLJT,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OISZJTL,X,O,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X
OISZJLT,O,O,O,X,O,X,O,X,X,X,X,X,X,X,O,X,X
OIZTLJS,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X
OIZTLSJ,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X
OIZTJLS,X,X,O,X,X,X,X,X,O,X,X,O,X,X,O,X,X
OIZTJSL,X,O,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X
OIZTSLJ,X,O,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X
OIZTSJL,X,O,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X
OIZLTJS,X,X,O,X,X,X,X,X,O,O,X,O,X,X,X,X,X
OIZLTSJ,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X
OIZLJTS,X,X,O,X,X,X,O,X,O,O,X,X,X,X,O,X,X
OIZLJST,O,X,O,X,O,X,O,X,X,O,X,X,X,X,O,X,X
OIZLSTJ,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
OIZLSJT,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
OIZJTLS,X,X,O,X,X,X,X,X,O,X,X,O,X,X,O,X,X
OIZJTSL,X,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X
OIZJLTS,X,X,O,X,X,X,O,X,O,O,X,X,X,X,O,X,X
OIZJLST,O,X,O,X,O,X,O,X,X,O,X,X,X,X,O,X,X
OIZJSTL,X,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X
OIZJSLT,O,O,O,X,O,X,O,X,X,X,X,X,X,X,O,X,X
OIZSTLJ,X,O,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X
OIZSTJL,X,O,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X
OIZSLTJ,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
OIZSLJT,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OIZSJTL,X,O,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X
OIZSJLT,O,O,O,X,O,X,O,X,X,X,X,X,X,X,O,X,X
OLTIJSZ,X,X,O,O,X,X,X,X,X,X,O,X,X,O,X,X,X
OLTIJZS,X,X,O,X,X,X,X,X,O,O,O,X,X,O,X,X,X
OLTISJZ,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OLTISZJ,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OLTIZJS,X,X,O,X,X,X,X,X,O,O,X,O,X,X,X,X,X
OLTIZSJ,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X
OLTJISZ,X,X,O,O,X,X,X,X,X,X,O,X,X,O,X,X,X
OLTJIZS,X,X,O,X,X,X,X,X,O,O,O,X,X,O,X,X,X
OLTJSIZ,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
OLTJSZI,O,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X
OLTJZIS,X,X,X,X,X,X,X,X,O,O,O,O,X,X,X,X,X
OLTJZSI,O,X,O,X,X,X,X,X,O,O,O,O,X,X,X,X,X
OLTSIJZ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OLTSIZJ,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OLTSJIZ,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
OLTSJZI,O,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X
OLTSZIJ,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X
