sequence,v115@YhF8AeF8Jei/IvhFRhBcnBTjB3kBGmBlqB,v115@YhF8AeF8JeOEJvhF8kBChBTjBxmBXnBlqB,v115@YhF8AeF8Jel/IvhF3gBRiBSoB2pB8qBzrB,v115@YhF8AeF8Je0/IvhFxhBTjB2pBFmBXnB6qB,v115@YhF8AeF8Jei/IvhF3gBGjB1pB8qBRsBzrB,v115@YhF8AeF8JeKEJvhFxhBTjBUlBFmBXnBGqB,v115@YhF8AeF8JeOEJvhFTjBClBxmB/qBUrBFsB
OTIJSLZ,O,X,O,O,X,X,X
OTIJSZL,O,X,O,O,X,X,X
OTIJZLS,O,O,O,X,O,X,X
OTIJZSL,O,O,O,O,O,X,X
OTISLJZ,O,X,X,O,X,O,X
OTISLZJ,O,O,X,X,X,O,X
OTISJLZ,O,X,X,O,X,O,X
OTISJZL,O,X,X,O,X,X,X
OTISZLJ,O,O,X,X,X,O,X
OTISZJL,O,O,X,O,X,X,X
OTIZLJS,O,O,O,X,O,X,X
OTIZLSJ,O,O,O,X,O,X,X
OTIZJLS,O,O,O,X,O,X,X
OTIZJSL,O,O,O,X,O,X,X
OTIZSLJ,O,O,O,X,O,X,X
OTIZSJL,O,O,O,X,O,X,X
OTLIJSZ,X,X,O,X,X,X,O
OTLIJZS,X,O,O,X,O,X,O
OTLISJZ,X,X,X,X,X,O,X
OTLISZJ,X,O,X,X,X,O,X
OTLIZJS,X,O,O,X,O,X,X
OTLIZSJ,X,O,O,X,O,O,X
OTLJISZ,X,X,O,X,X,X,O
OTLJIZS,X,O,O,X,O,X,O
OTLJSIZ,O,X,O,O,X,O,X
OTLJSZI,O,X,O,O,X,O,X
OTLJZIS,O,O,O,X,O,X,X
OTLJZSI,O,O,O,O,O,O,X
OTLSIJZ,O,X,X,O,X,O,X
OTLSIZJ,O,O,X,X,X,O,X
OTLSJIZ,O,X,X,O,X,O,X
OTLSJZI,O,X,X,O,X,O,X
OTLSZIJ,O,O,X,X,X,O,X
OTLSZJI,O,O,X,X,X,O,X
OTLZIJS,O,O,O,X,O,X,X
OTLZISJ,O,O,O,X,O,O,X
OTLZJIS,O,O,O,X,O,X,X
OTLZJSI,O,O,O,X,O,O,X
OTLZSIJ,O,O,O,X,O,O,X
OTLZSJI,O,O,O,X,O,O,X
OTJILSZ,X,X,O,X,X,X,O
OTJILZS,X,O,O,X,O,X,O
OTJISLZ,O,X,O,O,X,X,X
OTJISZL,O,X,O,O,X,X,X
OTJIZLS,O,O,O,X,O,X,X
OTJIZSL,O,O,O,O,O,X,X
OTJLISZ,X,X,O,X,X,X,O
OTJLIZS,X,O,O,X,O,X,O
OTJLSIZ,O,X,O,O,X,O,X
OTJLSZI,O,X,O,O,X,O,X
OTJLZIS,O,O,O,X,O,X,X
OTJLZSI,O,O,O,O,O,O,X
OTJSILZ,O,X,O,O,X,O,X
OTJSIZL,O,X,O,O,X,X,X
OTJSLIZ,O,X,O,O,X,O,X
OTJSLZI,O,X,O,O,X,O,X
OTJSZIL,O,X,O,O,X,X,X
OTJSZLI,O,X,O,O,X,X,X
OTJZILS,O,O,O,X,O,X,X
OTJZISL,O,O,O,O,O,X,X
OTJZLIS,O,O,O,X,O,X,X
OTJZLSI,O,O,O,O,O,X,X
OTJZSIL,O,O,O,O,O,X,X
OTJZSLI,O,O,O,O,O,X,X
OTSILJZ,O,X,X,O,X,O,X
OTSILZJ,O,O,X,X,X,O,X
OTSIJLZ,O,X,X,O,X,O,X
OTSIJZL,O,X,X,O,X,X,X
OTSIZLJ,O,O,X,X,X,O,X
OTSIZJL,O,O,X,O,X,X,X
OTSLIJZ,O,X,X,O,X,O,X
OTSLIZJ,O,O,X,X,X,O,X
OTSLJIZ,O,X,X,O,X,O,X
OTSLJZI,O,X,X,O,X,O,X
OTSLZIJ,O,O,X,X,X,O,X
OTSLZJI,O,O,X,X,X,O,X
OTSJILZ,O,X,X,O,X,O,X
OTSJIZL,O,X,X,O,X,X,X
OTSJLIZ,O,X,X,O,X,O,X
OTSJLZI,O,X,X,O,X,O,X
OTSJZIL,O,X,X,O,X,X,X
OTSJZLI,O,X,X,O,X,X,X
OTSZILJ,O,O,X,X,X,O,X
OTSZIJL,O,O,X,O,X,X,X
OTSZLIJ,O,O,X,X,X,O,X
OTSZLJI,O,O,X,X,X,O,X
OTSZJIL,O,O,X,O,X,X,X
OTSZJLI,O,O,X,O,X,X,X
OTZILJS,O,O,O,X,O,X,X
OTZILSJ,O,O,O,X,O,X,X
OTZIJLS,O,O,O,X,O,X,X
OTZIJSL,O,O,O,X,O,X,X
OTZISLJ,O,O,O,X,O,X,X
OTZISJL,O,O,O,X,O,X,X
OTZLIJS,O,O,O,X,O,X,X
OTZLISJ,O,O,O,X,O,O,X
OTZLJIS,O,O,O,X,O,X,X
OTZLJSI,O,O,O,X,O,O,X
OTZLSIJ,O,O,O,X,O,O,X
OTZLSJI,O,O,O,X,O,O,X
OTZJILS,O,O,O,X,O,X,X
OTZJISL,O,O,O,O,O,X,X
OTZJLIS,O,O,O,X,O,X,X
OTZJLSI,O,O,O,O,O,X,X
OTZJSIL,O,O,O,O,O,X,X
OTZJSLI,O,O,O,O,O,X,X
OTZSILJ,O,O,O,X,O,O,X
OTZSIJL,O,O,O,O,O,X,X
OTZSLIJ,O,O,O,X,O,O,X
OTZSLJI,O,O,O,X,O,O,X
OTZSJIL,O,O,O,O,O,X,X
OTZSJLI,O,O,O,O,O,X,X
OITLJSZ,X,X,O,X,X,X,O
OITLJZS,X,O,O,X,O,X,O
OITLSJZ,X,X,X,X,X,O,X
OITLSZJ,X,O,X,X,X,O,X
OITLZJS,X,O,O,X,O,X,X
OITLZSJ,X,O,O,X,O,O,X
OITJLSZ,X,X,O,X,X,X,O
OITJLZS,X,O,O,X,O,X,O
OITJSLZ,O,X,O,O,X,X,X
OITJSZL,O,X,O,O,X,X,X
OITJZLS,O,O,O,X,O,X,X
OITJZSL,O,O,O,O,O,X,X
OITSLJZ,O,X,X,O,X,O,X
OITSLZJ,O,O,X,X,X,O,X
OITSJLZ,O,X,X,O,X,O,X
OITSJZL,O,X,X,O,X,X,X
OITSZLJ,O,O,X,X,X,O,X
OITSZJL,O,O,X,O,X,X,X
OITZLJS,O,O,O,X,O,X,X
OITZLSJ,O,O,O,X,O,X,X
OITZJLS,O,O,O,X,O,X,X
OITZJSL,O,O,O,X,O,X,X
OITZSLJ,O,O,O,X,O,X,X
OITZSJL,O,O,O,X,O,X,X
OILTJSZ,X,X,O,X,X,X,O
OILTJZS,X,O,O,X,X,X,O
OILTSJZ,X,X,X,X,X,O,X
OILTSZJ,X,O,X,X,X,O,X
OILTZJS,X,O,O,X,X,X,X
OILTZSJ,X,O,O,X,X,O,X
OILJTSZ,X,X,O,X,X,X,O
OILJTZS,X,X,O,X,X,X,O
OILJSTZ,X,X,O,X,X,X,O
OILJSZT,X,X,O,X,X,X,O
OILJZTS,X,O,O,X,X,X,O
OILJZST,X,O,O,X,X,X,O
OILSTJZ,X,X,X,X,X,O,X
OILSTZJ,X,X,X,X,X,O,X
OILSJTZ,X,X,O,X,X,O,O
OILSJZT,X,X,O,X,X,X,O
OILSZTJ,X,X,O,X,X,O,X
OILSZJT,X,O,O,X,X,X,X
OILZTJS,X,O,O,X,X,X,X
OILZTSJ,X,X,O,X,X,O,X
OILZJTS,X,O,O,X,X,X,O
OILZJST,X,O,O,X,X,X,O
OILZSTJ,X,X,O,X,X,O,X
OILZSJT,X,O,O,X,X,X,X
OIJTLSZ,X,X,O,X,X,X,O
OIJTLZS,X,O,O,X,O,X,O
OIJTSLZ,X,X,O,O,X,X,X
OIJTSZL,X,X,O,O,X,X,X
OIJTZLS,X,O,O,X,O,X,X
OIJTZSL,X,O,O,O,O,X,X
OIJLTSZ,X,X,O,X,X,X,O
OIJLTZS,X,X,O,X,X,X,O
OIJLSTZ,X,X,O,X,X,X,O
OIJLSZT,X,X,O,X,X,X,O
OIJLZTS,X,O,O,X,X,X,O
OIJLZST,X,O,O,X,X,X,O
OIJSTLZ,X,X,O,O,X,X,X
OIJSTZL,X,X,O,O,X,X,X
OIJSLTZ,X,X,O,O,X,X,O
OIJSLZT,O,X,O,X,X,X,O
OIJSZTL,O,X,O,O,X,X,X
OIJSZLT,O,O,O,X,X,X,X
OIJZTLS,X,O,O,X,O,X,X
OIJZTSL,O,O,O,O,O,X,X
OIJZLTS,X,O,O,X,X,X,O
OIJZLST,O,O,O,X,X,X,O
OIJZSTL,O,X,O,O,O,X,X
OIJZSLT,O,O,O,X,X,X,X
OISTLJZ,O,X,X,O,X,O,X
OISTLZJ,O,O,X,X,X,O,X
OISTJLZ,O,X,X,O,X,O,X
OISTJZL,O,X,X,O,X,X,X
OISTZLJ,O,O,X,X,X,O,X
OISTZJL,O,O,X,O,X,X,X
OISLTJZ,O,X,X,O,X,O,X
OISLTZJ,O,X,X,X,X,O,X
OISLJTZ,X,X,O,O,X,O,O
OISLJZT,O,X,O,X,X,X,O
OISLZTJ,O,X,O,X,X,O,X
OISLZJT,O,O,O,X,X,X,X
OISJTLZ,X,X,O,O,X,O,X
OISJTZL,X,X,O,O,X,X,X
OISJLTZ,X,X,O,O,X,O,O
OISJLZT,O,X,O,X,X,X,O
OISJZTL,O,X,O,O,X,X,X
OISJZLT,O,O,O,X,X,X,X
OISZTLJ,O,X,O,X,X,O,X
OISZTJL,O,X,O,O,X,X,X
OISZLTJ,O,X,O,X,X,O,X
OISZLJT,O,O,O,X,X,X,X
OISZJTL,O,X,O,O,X,X,X
OISZJLT,O,O,O,X,X,X,X
OIZTLJS,O,O,O,X,O,X,X
OIZTLSJ,O,O,O,X,O,X,X
OIZTJLS,O,O,O,X,O,X,X
OIZTJSL,O,O,O,X,O,X,X
OIZTSLJ,O,O,O,X,O,X,X
OIZTSJL,O,O,O,X,O,X,X
OIZLTJS,O,O,O,X,X,X,X
OIZLTSJ,O,X,O,X,X,X,X
OIZLJTS,X,O,O,X,X,X,O
OIZLJST,O,O,O,X,X,X,O
OIZLSTJ,O,X,O,X,X,X,X
OIZLSJT,O,O,O,X,X,X,X
OIZJTLS,O,O,O,X,O,X,X
OIZJTSL,O,O,O,X,O,X,X
OIZJLTS,X,O,O,X,X,X,O
OIZJLST,O,O,O,X,X,X,O
OIZJSTL,O,X,O,X,O,X,X
OIZJSLT,O,O,O,X,X,X,X
OIZSTLJ,O,X,O,X,O,X,X
OIZSTJL,O,X,O,X,O,X,X
OIZSLTJ,O,X,O,X,X,X,X
OIZSLJT,O,O,O,X,X,X,X
OIZSJTL,O,X,O,X,O,X,X
OIZSJLT,O,O,O,X,X,X,X
OLTIJSZ,X,X,O,X,X,X,O
OLTIJZS,X,O,O,X,X,X,O
OLTISJZ,X,X,X,X,X,O,X
OLTISZJ,X,O,X,X,X,O,X
OLTIZJS,X,O,O,X,X,X,X
OLTIZSJ,X,O,O,X,X,O,X
OLTJISZ,X,X,O,X,X,X,O
OLTJIZS,X,O,O,X,X,X,O
OLTJSIZ,O,X,O,O,X,O,X
OLTJSZI,O,X,O,O,X,O,X
OLTJZIS,O,O,O,X,X,X,X
OLTJZSI,O,O,O,O,X,O,X
OLTSIJZ,O,X,X,O,X,O,X
OLTSIZJ,O,O,X,X,X,O,X
OLTSJIZ,O,X,X,O,X,O,X
OLTSJZI,O,X,X,O,X,O,X
OLTSZIJ,O,O,X,X,X,O,X
OLTSZJI,O,O,X,X,X,O,X
OLTZIJS,O,O,O,X,X,X,X
OLTZISJ,O,O,O,X,X,O,X
OLTZJIS,O,O,O,X,X,X,X
OLTZJSI,O,O,O,X,X,O,X
OLTZSIJ,O,O,O,X,X,O,X
OLTZSJI,O,O,O,X,X,O,X
OLITJSZ,X,X,O,X,X,X,O
OLITJZS,X,O,O,X,X,X,O
OLITSJZ,X,X,X,X,X,O,X
OLITSZJ,X,O,X,X,X,O,X
OLITZJS,X,O,O,X,X,X,X
OLITZSJ,X,O,O,X,X,O,X
OLIJTSZ,X,X,O,X,X,X,O
OLIJTZS,X,X,O,X,X,X,O
OLIJSTZ,X,X,O,X,X,X,O
OLIJSZT,X,X,O,X,X,X,O
OLIJZTS,X,O,O,X,X,X,O
OLIJZST,X,O,O,X,X,X,O
OLISTJZ,X,X,X,X,X,O,X
OLISTZJ,X,X,X,X,X,O,X
OLISJTZ,X,X,O,X,X,O,O
OLISJZT,X,X,O,X,X,X,O
OLISZTJ,X,X,O,X,X,O,X
OLISZJT,X,O,O,X,X,X,X
OLIZTJS,X,O,O,X,X,X,X
OLIZTSJ,X,X,O,X,X,O,X
OLIZJTS,X,O,O,X,X,X,O
OLIZJST,X,O,O,X,X,X,O
OLIZSTJ,X,X,O,X,X,O,X
OLIZSJT,X,O,O,X,X,X,X
OLJTISZ,X,X,O,X,X,X,O
OLJTIZS,X,X,O,X,X,X,O
OLJTSIZ,X,X,O,O,X,O,X
OLJTSZI,X,X,O,O,X,O,X
OLJTZIS,X,X,O,X,X,X,X
OLJTZSI,X,X,O,O,X,O,X
OLJITSZ,X,X,O,X,X,X,O
OLJITZS,X,X,O,X,X,X,O
OLJISTZ,X,X,O,X,X,X,O
OLJISZT,X,X,O,X,X,X,O
OLJIZTS,X,O,O,X,X,X,O
OLJIZST,X,O,O,X,X,X,O
OLJSTIZ,X,X,O,O,X,O,X
OLJSTZI,O,X,O,O,X,O,X
OLJSITZ,X,X,O,O,X,O,O
OLJSIZT,O,X,O,X,X,X,O
OLJSZTI,O,X,O,O,X,O,X
OLJSZIT,O,X,O,X,X,X,X
OLJZTIS,X,O,O,X,X,X,X
OLJZTSI,X,O,O,O,X,O,X
OLJZITS,X,O,O,X,X,X,O
OLJZIST,O,O,O,X,X,X,O
OLJZSTI,O,X,O,O,X,O,X
OLJZSIT,O,X,O,X,X,X,X
OLSTIJZ,O,X,X,O,X,O,X
OLSTIZJ,O,X,X,X,X,O,X
OLSTJIZ,O,X,X,O,X,O,X
OLSTJZI,O,X,X,O,X,O,X
OLSTZIJ,O,X,X,X,X,O,X
OLSTZJI,O,X,X,X,X,O,X
OLSITJZ,O,X,X,O,X,O,X
OLSITZJ,O,X,X,X,X,O,X
OLSIJTZ,X,X,O,O,X,O,O
OLSIJZT,O,X,O,X,X,X,O
OLSIZTJ,O,X,O,X,X,O,X
OLSIZJT,O,X,O,X,X,X,X
OLSJTIZ,O,X,O,O,X,O,X
OLSJTZI,O,X,O,O,X,O,X
OLSJITZ,X,X,O,O,X,O,O
OLSJIZT,O,X,O,X,X,X,O
OLSJZTI,O,X,O,O,X,O,X
OLSJZIT,O,X,O,X,X,X,X
OLSZTIJ,O,X,O,X,X,O,X
OLSZTJI,O,X,O,X,X,O,X
OLSZITJ,O,X,O,X,X,O,X
OLSZIJT,O,X,O,X,X,X,X
OLSZJTI,O,X,O,X,X,O,X
OLSZJIT,O,X,O,X,X,X,X
OLZTIJS,O,O,O,X,X,X,X
OLZTISJ,O,O,O,X,X,O,X
OLZTJIS,O,O,O,X,X,X,X
OLZTJSI,O,O,O,X,X,O,X
OLZTSIJ,O,O,O,X,X,O,X
OLZTSJI,O,O,O,X,X,O,X
OLZITJS,O,O,O,X,X,X,X
OLZITSJ,O,X,O,X,X,O,X
OLZIJTS,X,O,O,X,X,X,O
OLZIJST,O,O,O,X,X,X,O
OLZISTJ,O,X,O,X,X,O,X
OLZISJT,O,O,O,X,X,X,X
OLZJTIS,X,O,O,X,X,X,X
OLZJTSI,X,O,O,X,X,O,X
OLZJITS,X,O,O,X,X,X,O
OLZJIST,O,O,O,X,X,X,O
OLZJSTI,O,X,O,X,X,O,X
OLZJSIT,O,X,O,X,X,X,X
OLZSTIJ,O,X,O,X,X,O,X
OLZSTJI,O,X,O,X,X,O,X
OLZSITJ,O,X,O,X,X,O,X
OLZSIJT,O,X,O,X,X,X,X
OLZSJTI,O,X,O,X,X,O,X
OLZSJIT,O,X,O,X,X,X,X
OJTILSZ,X,X,O,X,X,X,O
OJTILZS,X,O,O,X,O,X,O
OJTISLZ,O,X,O,O,X,X,X
OJTISZL,O,X,O,O,X,X,X
OJTIZLS,O,O,O,X,O,X,X
OJTIZSL,O,O,O,O,O,X,X
OJTLISZ,X,X,O,X,X,X,O
OJTLIZS,X,O,O,X,O,X,O
OJTLSIZ,O,X,O,O,X,O,X
OJTLSZI,O,X,O,O,X,O,X
OJTLZIS,O,O,O,X,O,X,X
OJTLZSI,O,O,O,O,O,O,X
OJTSILZ,O,X,O,O,X,O,X
OJTSIZL,O,X,O,O,X,X,X
OJTSLIZ,O,X,O,O,X,O,X
OJTSLZI,O,X,O,O,X,O,X
OJTSZIL,O,X,O,O,X,X,X
OJTSZLI,O,X,O,O,X,X,X
OJTZILS,O,O,O,X,O,X,X
OJTZISL,O,O,O,O,O,X,X
OJTZLIS,O,O,O,X,O,X,X
OJTZLSI,O,O,O,O,O,X,X
OJTZSIL,O,O,O,O,O,X,X
OJTZSLI,O,O,O,O,O,X,X
OJITLSZ,X,X,O,X,X,X,O
OJITLZS,X,O,O,X,O,X,O
OJITSLZ,X,X,O,O,X,X,X
OJITSZL,X,X,O,O,X,X,X
OJITZLS,X,O,O,X,O,X,X
OJITZSL,X,O,O,O,O,X,X
OJILTSZ,X,X,O,X,X,X,O
OJILTZS,X,X,O,X,X,X,O
OJILSTZ,X,X,O,X,X,X,O
OJILSZT,X,X,O,X,X,X,O
OJILZTS,X,O,O,X,X,X,O
OJILZST,X,O,O,X,X,X,O
OJISTLZ,X,X,O,O,X,X,X
OJISTZL,X,X,O,O,X,X,X
OJISLTZ,X,X,O,O,X,X,O
OJISLZT,O,X,O,X,X,X,O
OJISZTL,O,X,O,O,X,X,X
OJISZLT,O,O,O,X,X,X,X
OJIZTLS,X,O,O,X,O,X,X
OJIZTSL,O,O,O,O,O,X,X
OJIZLTS,X,O,O,X,X,X,O
OJIZLST,O,O,O,X,X,X,O
OJIZSTL,O,X,O,O,O,X,X
OJIZSLT,O,O,O,X,X,X,X
OJLTISZ,X,X,O,X,X,X,O
OJLTIZS,X,X,O,X,X,X,O
OJLTSIZ,X,X,O,O,X,O,X
OJLTSZI,X,X,O,O,X,O,X
OJLTZIS,X,X,O,X,X,X,X
OJLTZSI,X,X,O,O,X,O,X
OJLITSZ,X,X,O,X,X,X,O
OJLITZS,X,X,O,X,X,X,O
OJLISTZ,X,X,O,X,X,X,O
OJLISZT,X,X,O,X,X,X,O
OJLIZTS,X,O,O,X,X,X,O
OJLIZST,X,O,O,X,X,X,O
OJLSTIZ,X,X,O,O,X,O,X
OJLSTZI,O,X,O,O,X,O,X
OJLSITZ,X,X,O,O,X,O,O
OJLSIZT,O,X,O,X,X,X,O
OJLSZTI,O,X,O,O,X,O,X
OJLSZIT,O,X,O,X,X,X,X
OJLZTIS,X,O,O,X,X,X,X
OJLZTSI,X,O,O,O,X,O,X
OJLZITS,X,O,O,X,X,X,O
OJLZIST,O,O,O,X,X,X,O
OJLZSTI,O,X,O,O,X,O,X
OJLZSIT,O,X,O,X,X,X,X
OJSTILZ,O,X,O,O,X,O,X
OJSTIZL,O,X,O,O,X,X,X
OJSTLIZ,O,X,O,O,X,O,X
OJSTLZI,O,X,O,O,X,O,X
OJSTZIL,O,X,O,O,X,X,X
OJSTZLI,O,X,O,O,X,X,X
OJSITLZ,X,X,O,O,X,O,X
OJSITZL,X,X,O,O,X,X,X
OJSILTZ,X,X,O,O,X,O,O
OJSILZT,O,X,O,X,X,X,O
OJSIZTL,O,X,O,O,X,X,X
OJSIZLT,O,O,O,X,X,X,X
OJSLTIZ,O,X,O,O,X,O,X
OJSLTZI,O,X,O,O,X,O,X
OJSLITZ,X,X,O,O,X,O,O
OJSLIZT,O,X,O,X,X,X,O
OJSLZTI,O,X,O,O,X,O,X
OJSLZIT,O,X,O,X,X,X,X
OJSZTIL,O,O,O,O,X,X,X
OJSZTLI,O,O,O,O,X,X,X
OJSZITL,O,X,O,O,X,X,X
OJSZILT,O,O,O,X,X,X,X
OJSZLTI,O,X,O,O,X,X,X
OJSZLIT,O,X,O,X,X,X,X
OJZTILS,O,O,O,X,O,X,X
OJZTISL,O,O,O,O,O,X,X
OJZTLIS,O,O,O,X,O,X,X
OJZTLSI,O,O,O,O,O,X,X
OJZTSIL,O,O,O,O,O,X,X
OJZTSLI,O,O,O,O,O,X,X
OJZITLS,O,O,O,X,O,X,X
OJZITSL,O,O,O,O,O,X,X
OJZILTS,X,O,O,X,X,X,O
OJZILST,O,O,O,X,X,X,O
OJZISTL,O,X,O,O,O,X,X
OJZISLT,O,O,O,X,X,X,X
OJZLTIS,X,O,O,X,X,X,X
OJZLTSI,X,O,O,O,X,X,X
OJZLITS,X,O,O,X,X,X,O
OJZLIST,O,O,O,X,X,X,O
OJZLSTI,O,X,O,O,X,X,X
OJZLSIT,O,X,O,X,X,X,X
OJZSTIL,O,O,O,O,O,X,X
OJZSTLI,O,O,O,O,O,X,X
OJZSITL,O,X,O,O,O,X,X
OJZSILT,O,O,O,X,X,X,X
OJZSLTI,O,X,O,O,X,X,X
OJZSLIT,O,X,O,X,X,X,X
OSTILJZ,O,X,X,O,X,O,X
OSTILZJ,O,O,X,X,X,O,X
OSTIJLZ,O,X,X,O,X,O,X
OSTIJZL,O,X,X,O,X,X,X
OSTIZLJ,O,O,X,X,X,O,X
OSTIZJL,O,O,X,O,X,X,X
OSTLIJZ,O,X,X,O,X,O,X
OSTLIZJ,O,O,X,X,X,O,X
OSTLJIZ,O,X,X,O,X,O,X
OSTLJZI,O,X,X,O,X,O,X
OSTLZIJ,O,O,X,X,X,O,X
OSTLZJI,O,O,X,X,X,O,X
OSTJILZ,O,X,X,O,X,O,X
OSTJIZL,O,X,X,O,X,X,X
OSTJLIZ,O,X,X,O,X,O,X
OSTJLZI,O,X,X,O,X,O,X
OSTJZIL,O,X,X,O,X,X,X
OSTJZLI,O,X,X,O,X,X,X
OSTZILJ,O,O,X,X,X,O,X
OSTZIJL,O,O,X,O,X,X,X
OSTZLIJ,O,O,X,X,X,O,X
OSTZLJI,O,O,X,X,X,O,X
OSTZJIL,O,O,X,O,X,X,X
OSTZJLI,O,O,X,O,X,X,X
OSITLJZ,O,X,X,O,X,O,X
OSITLZJ,O,O,X,X,X,O,X
OSITJLZ,O,X,X,O,X,O,X
OSITJZL,O,X,X,O,X,X,X
OSITZLJ,O,O,X,X,X,O,X
OSITZJL,O,O,X,O,X,X,X
OSILTJZ,O,X,X,O,X,O,X
OSILTZJ,O,X,X,X,X,O,X
OSILJTZ,X,X,O,O,X,O,O
OSILJZT,O,X,O,X,X,X,O
OSILZTJ,O,X,O,X,X,O,X
OSILZJT,O,O,O,X,X,X,X
OSIJTLZ,X,X,O,O,X,O,X
OSIJTZL,X,X,O,O,X,X,X
OSIJLTZ,X,X,O,O,X,O,O
OSIJLZT,O,X,O,X,X,X,O
OSIJZTL,O,X,O,O,X,X,X
OSIJZLT,O,O,O,X,X,X,X
OSIZTLJ,O,X,O,X,X,O,X
OSIZTJL,O,X,O,O,X,X,X
OSIZLTJ,O,X,O,X,X,O,X
OSIZLJT,O,O,O,X,X,X,X
OSIZJTL,O,X,O,O,X,X,X
OSIZJLT,O,O,O,X,X,X,X
OSLTIJZ,O,X,X,O,X,O,X
OSLTIZJ,O,X,X,X,X,O,X
OSLTJIZ,O,X,X,O,X,O,X
OSLTJZI,O,X,X,O,X,O,X
OSLTZIJ,O,X,X,X,X,O,X
OSLTZJI,O,X,X,X,X,O,X
OSLITJZ,O,X,X,O,X,O,X
OSLITZJ,O,X,X,X,X,O,X
OSLIJTZ,X,X,O,O,X,O,O
OSLIJZT,O,X,O,X,X,X,O
OSLIZTJ,O,X,O,X,X,O,X
OSLIZJT,O,X,O,X,X,X,X
OSLJTIZ,O,X,O,O,X,O,X
OSLJTZI,O,X,O,O,X,O,X
OSLJITZ,X,X,O,O,X,O,O
OSLJIZT,O,X,O,X,X,X,O
OSLJZTI,O,X,O,O,X,O,X
OSLJZIT,O,X,O,X,X,X,X
OSLZTIJ,O,X,O,X,X,O,X
OSLZTJI,O,X,O,X,X,O,X
OSLZITJ,O,X,O,X,X,O,X
OSLZIJT,O,X,O,X,X,X,X
OSLZJTI,O,X,O,X,X,O,X
OSLZJIT,O,X,O,X,X,X,X
OSJTILZ,O,X,O,O,X,O,X
OSJTIZL,O,X,O,O,X,X,X
OSJTLIZ,O,X,O,O,X,O,X
OSJTLZI,O,X,O,O,X,O,X
OSJTZIL,O,X,O,O,X,X,X
OSJTZLI,O,X,O,O,X,X,X
OSJITLZ,X,X,O,O,X,O,X
OSJITZL,X,X,O,O,X,X,X
OSJILTZ,X,X,O,O,X,O,O
OSJILZT,O,X,O,X,X,X,O
OSJIZTL,O,X,O,O,X,X,X
OSJIZLT,O,O,O,X,X,X,X
OSJLTIZ,O,X,O,O,X,O,X
OSJLTZI,O,X,O,O,X,O,X
OSJLITZ,X,X,O,O,X,O,O
OSJLIZT,O,X,O,X,X,X,O
OSJLZTI,O,X,O,O,X,O,X
OSJLZIT,O,X,O,X,X,X,X
OSJZTIL,O,O,O,O,X,X,X
OSJZTLI,O,O,O,O,X,X,X
OSJZITL,O,X,O,O,X,X,X
OSJZILT,O,O,O,X,X,X,X
OSJZLTI,O,X,O,O,X,X,X
OSJZLIT,O,X,O,X,X,X,X
OSZTILJ,O,O,O,X,X,O,X
OSZTIJL,O,O,O,O,X,X,X
OSZTLIJ,O,O,O,X,X,O,X
OSZTLJI,O,O,O,X,X,O,X
OSZTJIL,O,O,O,O,X,X,X
OSZTJLI,O,O,O,O,X,X,X
OSZITLJ,O,X,O,X,X,O,X
OSZITJL,O,X,O,O,X,X,X
OSZILTJ,O,X,O,X,X,O,X
OSZILJT,O,O,O,X,X,X,X
OSZIJTL,O,X,O,O,X,X,X
OSZIJLT,O,O,O,X,X,X,X
OSZLTIJ,O,X,O,X,X,O,X
OSZLTJI,O,X,O,X,X,O,X
OSZLITJ,O,X,O,X,X,O,X
OSZLIJT,O,X,O,X,X,X,X
OSZLJTI,O,X,O,X,X,O,X
OSZLJIT,O,X,O,X,X,X,X
OSZJTIL,O,O,O,O,X,X,X
OSZJTLI,O,O,O,O,X,X,X
OSZJITL,O,X,O,O,X,X,X
OSZJILT,O,O,O,X,X,X,X
OSZJLTI,O,X,O,O,X,X,X
OSZJLIT,O,X,O,X,X,X,X
OZTILJS,O,O,O,X,O,X,X
OZTILSJ,O,O,O,X,O,X,X
OZTIJLS,O,O,O,X,O,X,X
OZTIJSL,O,O,O,X,O,X,X
OZTISLJ,O,O,O,X,O,X,X
OZTISJL,O,O,O,X,O,X,X
OZTLIJS,O,O,O,X,O,X,X
OZTLISJ,O,O,O,X,O,O,X
OZTLJIS,O,O,O,X,O,X,X
OZTLJSI,O,O,O,X,O,O,X
OZTLSIJ,O,O,O,X,O,O,X
OZTLSJI,O,O,O,X,O,O,X
OZTJILS,O,O,O,X,O,X,X
OZTJISL,O,O,O,O,O,X,X
OZTJLIS,O,O,O,X,O,X,X
OZTJLSI,O,O,O,O,O,X,X
OZTJSIL,O,O,O,O,O,X,X
OZTJSLI,O,O,O,O,O,X,X
OZTSILJ,O,O,O,X,O,O,X
OZTSIJL,O,O,O,O,O,X,X
OZTSLIJ,O,O,O,X,O,O,X
OZTSLJI,O,O,O,X,O,O,X
OZTSJIL,O,O,O,O,O,X,X
OZTSJLI,O,O,O,O,O,X,X
OZITLJS,O,O,O,X,O,X,X
OZITLSJ,O,O,O,X,O,X,X
OZITJLS,O,O,O,X,O,X,X
OZITJSL,O,O,O,X,O,X,X
OZITSLJ,O,O,O,X,O,X,X
OZITSJL,O,O,O,X,O,X,X
OZILTJS,O,O,O,X,X,X,X
OZILTSJ,O,X,O,X,X,X,X
OZILJTS,X,O,O,X,X,X,O
OZILJST,O,O,O,X,X,X,O
