sequence,v115@RhC8GeF8AeC8JeT/IvhF/lBRhBGjBimBUoBFsB,v115@RhC8GeF8AeC8JeT/IvhFmhBfoB6oBxlB0lBFsB,v115@RhC8GeF8AeC8Je2EJvhFRgBUiBFjBzlBfsBSyB,v115@RhC8GeF8AeC8JeT/IvhFxgBXjB0lBlmBStBOsB,v115@RhC8GeF8AeC8Jei/IvhFUiBGjBRlBfsBVyBzqB,v115@RhC8GeF8AeC8JeT/IvhFxgB+oB0lBlmB3nBisB,v115@RhC8GeF8AeC8JeT/IvhF6oBxlBmnBllB3mBcsB
ZOSJLIT,O,X,O,X,X,X,X
OTILJSZ,X,O,O,X,O,X,O
OTILJZS,X,X,O,X,X,X,O
OTILSJZ,O,O,O,X,O,X,X
OTILSZJ,O,O,O,O,O,X,X
OTILZJS,O,X,O,O,X,X,X
OTILZSJ,O,X,O,O,X,X,X
OTIJLSZ,X,O,O,X,O,X,O
OTIJLZS,X,X,O,X,X,X,O
OTIJSLZ,X,O,O,X,O,X,X
OTIJSZL,X,O,O,X,O,O,X
OTIJZLS,X,X,X,X,X,O,X
OTIJZSL,X,O,X,X,X,O,X
OTISLJZ,O,O,O,X,O,X,X
OTISLZJ,O,O,O,X,O,X,X
OTISJLZ,O,O,O,X,O,X,X
OTISJZL,O,O,O,X,O,X,X
OTISZLJ,O,O,O,X,O,X,X
OTISZJL,O,O,O,X,O,X,X
OTIZLJS,O,X,X,O,X,O,X
OTIZLSJ,O,X,X,O,X,X,X
OTIZJLS,O,X,X,O,X,O,X
OTIZJSL,O,O,X,X,X,O,X
OTIZSLJ,O,O,X,O,X,X,X
OTIZSJL,O,O,X,X,X,O,X
OTLIJSZ,X,O,O,X,O,X,O
OTLIJZS,X,X,O,X,X,X,O
OTLISJZ,O,O,O,X,O,X,X
OTLISZJ,O,O,O,O,O,X,X
OTLIZJS,O,X,O,O,X,X,X
OTLIZSJ,O,X,O,O,X,X,X
OTLJISZ,X,O,O,X,O,X,O
OTLJIZS,X,X,O,X,X,X,O
OTLJSIZ,O,O,O,X,O,X,X
OTLJSZI,O,O,O,O,O,O,X
OTLJZIS,O,X,O,O,X,O,X
OTLJZSI,O,X,O,O,X,O,X
OTLSIJZ,O,O,O,X,O,X,X
OTLSIZJ,O,O,O,O,O,X,X
OTLSJIZ,O,O,O,X,O,X,X
OTLSJZI,O,O,O,O,O,X,X
OTLSZIJ,O,O,O,O,O,X,X
OTLSZJI,O,O,O,O,O,X,X
OTLZIJS,O,X,O,O,X,O,X
OTLZISJ,O,X,O,O,X,X,X
OTLZJIS,O,X,O,O,X,O,X
OTLZJSI,O,X,O,O,X,O,X
OTLZSIJ,O,X,O,O,X,X,X
OTLZSJI,O,X,O,O,X,X,X
OTJILSZ,X,O,O,X,O,X,O
OTJILZS,X,X,O,X,X,X,O
OTJISLZ,X,O,O,X,O,X,X
OTJISZL,X,O,O,X,O,O,X
OTJIZLS,X,X,X,X,X,O,X
OTJIZSL,X,O,X,X,X,O,X
OTJLISZ,X,O,O,X,O,X,O
OTJLIZS,X,X,O,X,X,X,O
OTJLSIZ,O,O,O,X,O,X,X
OTJLSZI,O,O,O,O,O,O,X
OTJLZIS,O,X,O,O,X,O,X
OTJLZSI,O,X,O,O,X,O,X
OTJSILZ,O,O,O,X,O,X,X
OTJSIZL,O,O,O,X,O,O,X
OTJSLIZ,O,O,O,X,O,X,X
OTJSLZI,O,O,O,X,O,O,X
OTJSZIL,O,O,O,X,O,O,X
OTJSZLI,O,O,O,X,O,O,X
OTJZILS,O,X,X,O,X,O,X
OTJZISL,O,O,X,X,X,O,X
OTJZLIS,O,X,X,O,X,O,X
OTJZLSI,O,X,X,O,X,O,X
OTJZSIL,O,O,X,X,X,O,X
OTJZSLI,O,O,X,X,X,O,X
OTSILJZ,O,O,O,X,O,X,X
OTSILZJ,O,O,O,X,O,X,X
OTSIJLZ,O,O,O,X,O,X,X
OTSIJZL,O,O,O,X,O,X,X
OTSIZLJ,O,O,O,X,O,X,X
OTSIZJL,O,O,O,X,O,X,X
OTSLIJZ,O,O,O,X,O,X,X
OTSLIZJ,O,O,O,O,O,X,X
OTSLJIZ,O,O,O,X,O,X,X
OTSLJZI,O,O,O,O,O,X,X
OTSLZIJ,O,O,O,O,O,X,X
OTSLZJI,O,O,O,O,O,X,X
OTSJILZ,O,O,O,X,O,X,X
OTSJIZL,O,O,O,X,O,O,X
OTSJLIZ,O,O,O,X,O,X,X
OTSJLZI,O,O,O,X,O,O,X
OTSJZIL,O,O,O,X,O,O,X
OTSJZLI,O,O,O,X,O,O,X
OTSZILJ,O,O,O,O,O,X,X
OTSZIJL,O,O,O,X,O,O,X
OTSZLIJ,O,O,O,O,O,X,X
OTSZLJI,O,O,O,O,O,X,X
OTSZJIL,O,O,O,X,O,O,X
OTSZJLI,O,O,O,X,O,O,X
OTZILJS,O,X,X,O,X,O,X
OTZILSJ,O,X,X,O,X,X,X
OTZIJLS,O,X,X,O,X,O,X
OTZIJSL,O,O,X,X,X,O,X
OTZISLJ,O,O,X,O,X,X,X
OTZISJL,O,O,X,X,X,O,X
OTZLIJS,O,X,X,O,X,O,X
OTZLISJ,O,X,X,O,X,X,X
OTZLJIS,O,X,X,O,X,O,X
OTZLJSI,O,X,X,O,X,O,X
OTZLSIJ,O,X,X,O,X,X,X
OTZLSJI,O,X,X,O,X,X,X
OTZJILS,O,X,X,O,X,O,X
OTZJISL,O,O,X,X,X,O,X
OTZJLIS,O,X,X,O,X,O,X
OTZJLSI,O,X,X,O,X,O,X
OTZJSIL,O,O,X,X,X,O,X
OTZJSLI,O,O,X,X,X,O,X
OTZSILJ,O,O,X,O,X,X,X
OTZSIJL,O,O,X,X,X,O,X
OTZSLIJ,O,O,X,O,X,X,X
OTZSLJI,O,O,X,O,X,X,X
OTZSJIL,O,O,X,X,X,O,X
OTZSJLI,O,O,X,X,X,O,X
OITLJSZ,X,O,O,X,O,X,O
OITLJZS,X,X,O,X,X,X,O
OITLSJZ,O,O,O,X,O,X,X
OITLSZJ,O,O,O,O,O,X,X
OITLZJS,O,X,O,O,X,X,X
OITLZSJ,O,X,O,O,X,X,X
OITJLSZ,X,O,O,X,O,X,O
OITJLZS,X,X,O,X,X,X,O
OITJSLZ,X,O,O,X,O,X,X
OITJSZL,X,O,O,X,O,O,X
OITJZLS,X,X,X,X,X,O,X
OITJZSL,X,O,X,X,X,O,X
OITSLJZ,O,O,O,X,O,X,X
OITSLZJ,O,O,O,X,O,X,X
OITSJLZ,O,O,O,X,O,X,X
OITSJZL,O,O,O,X,O,X,X
OITSZLJ,O,O,O,X,O,X,X
OITSZJL,O,O,O,X,O,X,X
OITZLJS,O,X,X,O,X,O,X
OITZLSJ,O,X,X,O,X,X,X
OITZJLS,O,X,X,O,X,O,X
OITZJSL,O,O,X,X,X,O,X
OITZSLJ,O,O,X,O,X,X,X
OITZSJL,O,O,X,X,X,O,X
OILTJSZ,X,O,O,X,O,X,O
OILTJZS,X,X,O,X,X,X,O
OILTSJZ,X,O,O,X,O,X,X
OILTSZJ,X,O,O,O,O,X,X
OILTZJS,X,X,O,O,X,X,X
OILTZSJ,X,X,O,O,X,X,X
OILJTSZ,X,X,O,X,X,X,O
OILJTZS,X,X,O,X,X,X,O
OILJSTZ,X,O,O,X,X,X,O
OILJSZT,X,O,O,X,X,X,O
OILJZTS,X,X,O,X,X,X,O
OILJZST,X,X,O,X,X,X,O
OILSTJZ,X,O,O,X,O,X,X
OILSTZJ,O,O,O,O,O,X,X
OILSJTZ,X,O,O,X,X,X,O
OILSJZT,O,O,O,X,X,X,O
OILSZTJ,O,X,O,O,O,X,X
OILSZJT,O,O,O,X,X,X,X
OILZTJS,X,X,O,O,X,X,X
OILZTSJ,X,X,O,O,X,X,X
OILZJTS,X,X,O,O,X,X,O
OILZJST,O,X,O,X,X,X,O
OILZSTJ,O,X,O,O,X,X,X
OILZSJT,O,O,O,X,X,X,X
OIJTLSZ,X,O,O,X,X,X,O
OIJTLZS,X,X,O,X,X,X,O
OIJTSLZ,X,O,O,X,X,X,X
OIJTSZL,X,O,O,X,X,O,X
OIJTZLS,X,X,X,X,X,O,X
OIJTZSL,X,O,X,X,X,O,X
OIJLTSZ,X,X,O,X,X,X,O
OIJLTZS,X,X,O,X,X,X,O
OIJLSTZ,X,O,O,X,X,X,O
OIJLSZT,X,O,O,X,X,X,O
OIJLZTS,X,X,O,X,X,X,O
OIJLZST,X,X,O,X,X,X,O
OIJSTLZ,X,O,O,X,X,X,X
OIJSTZL,X,X,O,X,X,O,X
OIJSLTZ,X,O,O,X,X,X,O
OIJSLZT,X,O,O,X,X,X,O
OIJSZTL,X,X,O,X,X,O,X
OIJSZLT,X,O,O,X,X,X,X
OIJZTLS,X,X,X,X,X,O,X
OIJZTSL,X,X,X,X,X,O,X
OIJZLTS,X,X,O,X,X,O,O
OIJZLST,X,X,O,X,X,X,O
OIJZSTL,X,X,O,X,X,O,X
OIJZSLT,X,O,O,X,X,X,X
OISTLJZ,O,O,O,X,O,X,X
OISTLZJ,O,O,O,X,O,X,X
OISTJLZ,O,O,O,X,O,X,X
OISTJZL,O,O,O,X,O,X,X
OISTZLJ,O,O,O,X,O,X,X
OISTZJL,O,O,O,X,O,X,X
OISLTJZ,O,O,O,X,O,X,X
OISLTZJ,O,O,O,X,O,X,X
OISLJTZ,X,O,O,X,X,X,O
OISLJZT,O,O,O,X,X,X,O
OISLZTJ,O,X,O,X,O,X,X
OISLZJT,O,O,O,X,X,X,X
OISJTLZ,O,O,O,X,X,X,X
OISJTZL,O,X,O,X,X,X,X
OISJLTZ,X,O,O,X,X,X,O
OISJLZT,O,O,O,X,X,X,O
OISJZTL,O,X,O,X,X,X,X
OISJZLT,O,O,O,X,X,X,X
OISZTLJ,O,X,O,X,O,X,X
OISZTJL,O,X,O,X,O,X,X
OISZLTJ,O,X,O,X,O,X,X
OISZLJT,O,O,O,X,X,X,X
OISZJTL,O,X,O,X,X,X,X
OISZJLT,O,O,O,X,X,X,X
OIZTLJS,O,X,X,O,X,O,X
OIZTLSJ,O,X,X,O,X,X,X
OIZTJLS,O,X,X,O,X,O,X
OIZTJSL,O,O,X,X,X,O,X
OIZTSLJ,O,O,X,O,X,X,X
OIZTSJL,O,O,X,X,X,O,X
OIZLTJS,X,X,O,O,X,O,X
OIZLTSJ,X,X,O,O,X,X,X
OIZLJTS,X,X,O,O,X,O,O
OIZLJST,O,X,O,X,X,X,O
OIZLSTJ,O,X,O,O,X,X,X
OIZLSJT,O,O,O,X,X,X,X
OIZJTLS,O,X,X,O,X,O,X
OIZJTSL,O,X,X,X,X,O,X
OIZJLTS,X,X,O,O,X,O,O
OIZJLST,O,X,O,X,X,X,O
OIZJSTL,O,X,O,X,X,O,X
OIZJSLT,O,O,O,X,X,X,X
OIZSTLJ,O,X,O,O,X,X,X
OIZSTJL,O,X,O,X,X,O,X
OIZSLTJ,O,X,O,O,X,X,X
OIZSLJT,O,O,O,X,X,X,X
OIZSJTL,O,X,O,X,X,O,X
OIZSJLT,O,O,O,X,X,X,X
OLTIJSZ,X,O,O,X,O,X,O
OLTIJZS,X,X,O,X,X,X,O
OLTISJZ,O,O,O,X,O,X,X
OLTISZJ,O,O,O,O,O,X,X
OLTIZJS,O,X,O,O,X,X,X
OLTIZSJ,O,X,O,O,X,X,X
OLTJISZ,X,O,O,X,O,X,O
OLTJIZS,X,X,O,X,X,X,O
OLTJSIZ,O,O,O,X,O,X,X
OLTJSZI,O,O,O,O,O,O,X
OLTJZIS,O,X,O,O,X,O,X
OLTJZSI,O,X,O,O,X,O,X
OLTSIJZ,O,O,O,X,O,X,X
OLTSIZJ,O,O,O,O,O,X,X
OLTSJIZ,O,O,O,X,O,X,X
OLTSJZI,O,O,O,O,O,X,X
OLTSZIJ,O,O,O,O,O,X,X
OLTSZJI,O,O,O,O,O,X,X
OLTZIJS,O,X,O,O,X,O,X
OLTZISJ,O,X,O,O,X,X,X
OLTZJIS,O,X,O,O,X,O,X
OLTZJSI,O,X,O,O,X,O,X
OLTZSIJ,O,X,O,O,X,X,X
OLTZSJI,O,X,O,O,X,X,X
OLITJSZ,X,O,O,X,O,X,O
OLITJZS,X,X,O,X,X,X,O
OLITSJZ,X,O,O,X,O,X,X
OLITSZJ,X,O,O,O,O,X,X
OLITZJS,X,X,O,O,X,X,X
OLITZSJ,X,X,O,O,X,X,X
OLIJTSZ,X,X,O,X,X,X,O
OLIJTZS,X,X,O,X,X,X,O
OLIJSTZ,X,O,O,X,X,X,O
OLIJSZT,X,O,O,X,X,X,O
OLIJZTS,X,X,O,X,X,X,O
OLIJZST,X,X,O,X,X,X,O
OLISTJZ,X,O,O,X,O,X,X
OLISTZJ,O,O,O,O,O,X,X
OLISJTZ,X,O,O,X,X,X,O
OLISJZT,O,O,O,X,X,X,O
OLISZTJ,O,X,O,O,O,X,X
OLISZJT,O,O,O,X,X,X,X
OLIZTJS,X,X,O,O,X,X,X
OLIZTSJ,X,X,O,O,X,X,X
OLIZJTS,X,X,O,O,X,X,O
OLIZJST,O,X,O,X,X,X,O
OLIZSTJ,O,X,O,O,X,X,X
OLIZSJT,O,O,O,X,X,X,X
OLJTISZ,X,X,O,X,X,X,O
OLJTIZS,X,X,O,X,X,X,O
OLJTSIZ,X,X,O,X,X,X,X
OLJTSZI,X,X,O,O,X,O,X
OLJTZIS,X,X,O,O,X,O,X
OLJTZSI,X,X,O,O,X,O,X
OLJITSZ,X,X,O,X,X,X,O
OLJITZS,X,X,O,X,X,X,O
OLJISTZ,X,O,O,X,X,X,O
OLJISZT,X,O,O,X,X,X,O
OLJIZTS,X,X,O,X,X,X,O
OLJIZST,X,X,O,X,X,X,O
OLJSTIZ,X,O,O,X,X,X,X
OLJSTZI,X,O,O,O,X,O,X
OLJSITZ,X,O,O,X,X,X,O
OLJSIZT,O,O,O,X,X,X,O
OLJSZTI,O,X,O,O,X,O,X
OLJSZIT,O,X,O,X,X,X,X
OLJZTIS,X,X,O,O,X,O,X
OLJZTSI,O,X,O,O,X,O,X
OLJZITS,X,X,O,O,X,O,O
OLJZIST,O,X,O,X,X,X,O
OLJZSTI,O,X,O,O,X,O,X
OLJZSIT,O,X,O,X,X,X,X
OLSTIJZ,O,O,O,X,O,X,X
OLSTIZJ,O,O,O,O,O,X,X
OLSTJIZ,O,O,O,X,O,X,X
OLSTJZI,O,O,O,O,O,X,X
OLSTZIJ,O,O,O,O,O,X,X
OLSTZJI,O,O,O,O,O,X,X
OLSITJZ,O,O,O,X,O,X,X
OLSITZJ,O,O,O,O,O,X,X
OLSIJTZ,X,O,O,X,X,X,O
OLSIJZT,O,O,O,X,X,X,O
OLSIZTJ,O,X,O,O,O,X,X
OLSIZJT,O,O,O,X,X,X,X
OLSJTIZ,X,O,O,X,X,X,X
OLSJTZI,X,O,O,O,X,X,X
OLSJITZ,X,O,O,X,X,X,O
OLSJIZT,O,O,O,X,X,X,O
OLSJZTI,O,X,O,O,X,X,X
OLSJZIT,O,X,O,X,X,X,X
OLSZTIJ,O,O,O,O,O,X,X
OLSZTJI,O,O,O,O,O,X,X
OLSZITJ,O,X,O,O,O,X,X
OLSZIJT,O,O,O,X,X,X,X
OLSZJTI,O,X,O,O,X,X,X
OLSZJIT,O,X,O,X,X,X,X
OLZTIJS,O,X,O,O,X,O,X
OLZTISJ,O,X,O,O,X,X,X
OLZTJIS,O,X,O,O,X,O,X
OLZTJSI,O,X,O,O,X,O,X
OLZTSIJ,O,X,O,O,X,X,X
OLZTSJI,O,X,O,O,X,X,X
OLZITJS,X,X,O,O,X,O,X
OLZITSJ,X,X,O,O,X,X,X
OLZIJTS,X,X,O,O,X,O,O
OLZIJST,O,X,O,X,X,X,O
OLZISTJ,O,X,O,O,X,X,X
OLZISJT,O,O,O,X,X,X,X
OLZJTIS,O,X,O,O,X,O,X
OLZJTSI,O,X,O,O,X,O,X
OLZJITS,X,X,O,O,X,O,O
OLZJIST,O,X,O,X,X,X,O
OLZJSTI,O,X,O,O,X,O,X
OLZJSIT,O,X,O,X,X,X,X
OLZSTIJ,O,O,O,O,X,X,X
OLZSTJI,O,O,O,O,X,X,X
OLZSITJ,O,X,O,O,X,X,X
OLZSIJT,O,O,O,X,X,X,X
OLZSJTI,O,X,O,O,X,X,X
OLZSJIT,O,X,O,X,X,X,X
OJTILSZ,X,O,O,X,X,X,O
OJTILZS,X,X,O,X,X,X,O
OJTISLZ,X,O,O,X,X,X,X
OJTISZL,X,O,O,X,X,O,X
OJTIZLS,X,X,X,X,X,O,X
OJTIZSL,X,O,X,X,X,O,X
OJTLISZ,X,O,O,X,X,X,O
OJTLIZS,X,X,O,X,X,X,O
OJTLSIZ,O,O,O,X,X,X,X
OJTLSZI,O,O,O,O,X,O,X
OJTLZIS,O,X,O,O,X,O,X
OJTLZSI,O,X,O,O,X,O,X
OJTSILZ,O,O,O,X,X,X,X
OJTSIZL,O,O,O,X,X,O,X
OJTSLIZ,O,O,O,X,X,X,X
OJTSLZI,O,O,O,X,X,O,X
OJTSZIL,O,O,O,X,X,O,X
OJTSZLI,O,O,O,X,X,O,X
OJTZILS,O,X,X,O,X,O,X
OJTZISL,O,O,X,X,X,O,X
OJTZLIS,O,X,X,O,X,O,X
OJTZLSI,O,X,X,O,X,O,X
OJTZSIL,O,O,X,X,X,O,X
OJTZSLI,O,O,X,X,X,O,X
OJITLSZ,X,O,O,X,X,X,O
OJITLZS,X,X,O,X,X,X,O
OJITSLZ,X,O,O,X,X,X,X
OJITSZL,X,O,O,X,X,O,X
OJITZLS,X,X,X,X,X,O,X
OJITZSL,X,O,X,X,X,O,X
OJILTSZ,X,X,O,X,X,X,O
OJILTZS,X,X,O,X,X,X,O
OJILSTZ,X,O,O,X,X,X,O
OJILSZT,X,O,O,X,X,X,O
OJILZTS,X,X,O,X,X,X,O
OJILZST,X,X,O,X,X,X,O
OJISTLZ,X,O,O,X,X,X,X
OJISTZL,X,X,O,X,X,O,X
OJISLTZ,X,O,O,X,X,X,O
OJISLZT,X,O,O,X,X,X,O
OJISZTL,X,X,O,X,X,O,X
OJISZLT,X,O,O,X,X,X,X
OJIZTLS,X,X,X,X,X,O,X
OJIZTSL,X,X,X,X,X,O,X
OJIZLTS,X,X,O,X,X,O,O
OJIZLST,X,X,O,X,X,X,O
OJIZSTL,X,X,O,X,X,O,X
OJIZSLT,X,O,O,X,X,X,X
OJLTISZ,X,X,O,X,X,X,O
OJLTIZS,X,X,O,X,X,X,O
OJLTSIZ,X,X,O,X,X,X,X
OJLTSZI,X,X,O,O,X,O,X
OJLTZIS,X,X,O,O,X,O,X
OJLTZSI,X,X,O,O,X,O,X
OJLITSZ,X,X,O,X,X,X,O
OJLITZS,X,X,O,X,X,X,O
OJLISTZ,X,O,O,X,X,X,O
OJLISZT,X,O,O,X,X,X,O
OJLIZTS,X,X,O,X,X,X,O
OJLIZST,X,X,O,X,X,X,O
OJLSTIZ,X,O,O,X,X,X,X
OJLSTZI,X,O,O,O,X,O,X
OJLSITZ,X,O,O,X,X,X,O
OJLSIZT,O,O,O,X,X,X,O
OJLSZTI,O,X,O,O,X,O,X
OJLSZIT,O,X,O,X,X,X,X
OJLZTIS,X,X,O,O,X,O,X
OJLZTSI,O,X,O,O,X,O,X
OJLZITS,X,X,O,O,X,O,O
OJLZIST,O,X,O,X,X,X,O
OJLZSTI,O,X,O,O,X,O,X
OJLZSIT,O,X,O,X,X,X,X
OJSTILZ,O,O,O,X,X,X,X
OJSTIZL,O,O,O,X,X,O,X
OJSTLIZ,O,O,O,X,X,X,X
OJSTLZI,O,O,O,X,X,O,X
OJSTZIL,O,O,O,X,X,O,X
OJSTZLI,O,O,O,X,X,O,X
OJSITLZ,O,O,O,X,X,X,X
OJSITZL,O,X,O,X,X,O,X
OJSILTZ,X,O,O,X,X,X,O
OJSILZT,O,O,O,X,X,X,O
OJSIZTL,O,X,O,X,X,O,X
OJSIZLT,O,O,O,X,X,X,X
OJSLTIZ,X,O,O,X,X,X,X
OJSLTZI,X,O,O,X,X,O,X
OJSLITZ,X,O,O,X,X,X,O
OJSLIZT,O,O,O,X,X,X,O
OJSLZTI,O,X,O,X,X,O,X
OJSLZIT,O,X,O,X,X,X,X
OJSZTIL,O,X,O,X,X,O,X
OJSZTLI,O,X,O,X,X,O,X
OJSZITL,O,X,O,X,X,O,X
OJSZILT,O,X,O,X,X,X,X
OJSZLTI,O,X,O,X,X,O,X
OJSZLIT,O,X,O,X,X,X,X
OJZTILS,O,X,X,O,X,O,X
OJZTISL,O,X,X,X,X,O,X
OJZTLIS,O,X,X,O,X,O,X
OJZTLSI,O,X,X,O,X,O,X
OJZTSIL,O,X,X,X,X,O,X
OJZTSLI,O,X,X,X,X,O,X
OJZITLS,O,X,X,O,X,O,X
OJZITSL,O,X,X,X,X,O,X
OJZILTS,X,X,O,O,X,O,O
OJZILST,O,X,O,X,X,X,O
OJZISTL,O,X,O,X,X,O,X
OJZISLT,O,X,O,X,X,X,X
OJZLTIS,O,X,O,O,X,O,X
OJZLTSI,O,X,O,O,X,O,X
OJZLITS,X,X,O,O,X,O,O
OJZLIST,O,X,O,X,X,X,O
OJZLSTI,O,X,O,O,X,O,X
OJZLSIT,O,X,O,X,X,X,X
OJZSTIL,O,X,O,X,X,O,X
OJZSTLI,O,X,O,X,X,O,X
OJZSITL,O,X,O,X,X,O,X
OJZSILT,O,X,O,X,X,X,X
OJZSLTI,O,X,O,X,X,O,X
OJZSLIT,O,X,O,X,X,X,X
OSTILJZ,O,O,O,X,O,X,X
OSTILZJ,O,O,O,X,O,X,X
OSTIJLZ,O,O,O,X,O,X,X
OSTIJZL,O,O,O,X,O,X,X
OSTIZLJ,O,O,O,X,O,X,X
OSTIZJL,O,O,O,X,O,X,X
OSTLIJZ,O,O,O,X,O,X,X
OSTLIZJ,O,O,O,O,O,X,X
OSTLJIZ,O,O,O,X,O,X,X
OSTLJZI,O,O,O,O,O,X,X
OSTLZIJ,O,O,O,O,O,X,X
OSTLZJI,O,O,O,O,O,X,X
OSTJILZ,O,O,O,X,O,X,X
OSTJIZL,O,O,O,X,O,O,X
OSTJLIZ,O,O,O,X,O,X,X
OSTJLZI,O,O,O,X,O,O,X
OSTJZIL,O,O,O,X,O,O,X
OSTJZLI,O,O,O,X,O,O,X
OSTZILJ,O,O,O,O,O,X,X
OSTZIJL,O,O,O,X,O,O,X
OSTZLIJ,O,O,O,O,O,X,X
OSTZLJI,O,O,O,O,O,X,X
OSTZJIL,O,O,O,X,O,O,X
OSTZJLI,O,O,O,X,O,O,X
OSITLJZ,O,O,O,X,O,X,X
OSITLZJ,O,O,O,X,O,X,X
OSITJLZ,O,O,O,X,O,X,X
OSITJZL,O,O,O,X,O,X,X
OSITZLJ,O,O,O,X,O,X,X
OSITZJL,O,O,O,X,O,X,X
OSILTJZ,O,O,O,X,O,X,X
OSILTZJ,O,O,O,X,O,X,X
OSILJTZ,X,O,O,X,X,X,O
OSILJZT,O,O,O,X,X,X,O
OSILZTJ,O,X,O,X,O,X,X
OSILZJT,O,O,O,X,X,X,X
OSIJTLZ,O,O,O,X,X,X,X
OSIJTZL,O,X,O,X,X,X,X
OSIJLTZ,X,O,O,X,X,X,O
OSIJLZT,O,O,O,X,X,X,O
OSIJZTL,O,X,O,X,X,X,X
OSIJZLT,O,O,O,X,X,X,X
OSIZTLJ,O,X,O,X,O,X,X
OSIZTJL,O,X,O,X,O,X,X
OSIZLTJ,O,X,O,X,O,X,X
OSIZLJT,O,O,O,X,X,X,X
OSIZJTL,O,X,O,X,X,X,X
OSIZJLT,O,O,O,X,X,X,X
OSLTIJZ,O,O,O,X,O,X,X
OSLTIZJ,O,O,O,O,O,X,X
OSLTJIZ,O,O,O,X,O,X,X
OSLTJZI,O,O,O,O,O,X,X
OSLTZIJ,O,O,O,O,O,X,X
OSLTZJI,O,O,O,O,O,X,X
OSLITJZ,O,O,O,X,O,X,X
OSLITZJ,O,O,O,O,O,X,X
OSLIJTZ,X,O,O,X,X,X,O
OSLIJZT,O,O,O,X,X,X,O
OSLIZTJ,O,X,O,O,O,X,X
OSLIZJT,O,O,O,X,X,X,X
OSLJTIZ,X,O,O,X,X,X,X
OSLJTZI,X,O,O,O,X,X,X
OSLJITZ,X,O,O,X,X,X,O
OSLJIZT,O,O,O,X,X,X,O
OSLJZTI,O,X,O,O,X,X,X
OSLJZIT,O,X,O,X,X,X,X
OSLZTIJ,O,O,O,O,O,X,X
OSLZTJI,O,O,O,O,O,X,X
OSLZITJ,O,X,O,O,O,X,X
OSLZIJT,O,O,O,X,X,X,X
OSLZJTI,O,X,O,O,X,X,X
OSLZJIT,O,X,O,X,X,X,X
OSJTILZ,O,O,O,X,X,X,X
OSJTIZL,O,O,O,X,X,O,X
OSJTLIZ,O,O,O,X,X,X,X
OSJTLZI,O,O,O,X,X,O,X
OSJTZIL,O,O,O,X,X,O,X
OSJTZLI,O,O,O,X,X,O,X
OSJITLZ,O,O,O,X,X,X,X
OSJITZL,O,X,O,X,X,O,X
OSJILTZ,X,O,O,X,X,X,O
OSJILZT,O,O,O,X,X,X,O
OSJIZTL,O,X,O,X,X,O,X
OSJIZLT,O,O,O,X,X,X,X
OSJLTIZ,X,O,O,X,X,X,X
OSJLTZI,X,O,O,X,X,O,X
OSJLITZ,X,O,O,X,X,X,O
OSJLIZT,O,O,O,X,X,X,O
OSJLZTI,O,X,O,X,X,O,X
OSJLZIT,O,X,O,X,X,X,X
OSJZTIL,O,X,O,X,X,O,X
OSJZTLI,O,X,O,X,X,O,X
OSJZITL,O,X,O,X,X,O,X
OSJZILT,O,X,O,X,X,X,X
OSJZLTI,O,X,O,X,X,O,X
OSJZLIT,O,X,O,X,X,X,X
OSZTILJ,O,O,O,O,O,X,X
OSZTIJL,O,O,O,X,O,O,X
OSZTLIJ,O,O,O,O,O,X,X
OSZTLJI,O,O,O,O,O,X,X
OSZTJIL,O,O,O,X,O,O,X
OSZTJLI,O,O,O,X,O,O,X
OSZITLJ,O,X,O,O,O,X,X
OSZITJL,O,X,O,X,O,O,X
OSZILTJ,O,X,O,O,O,X,X
OSZILJT,O,O,O,X,X,X,X
OSZIJTL,O,X,O,X,X,O,X
OSZIJLT,O,O,O,X,X,X,X
OSZLTIJ,O,O,O,O,O,X,X
OSZLTJI,O,O,O,O,O,X,X
OSZLITJ,O,X,O,O,O,X,X
OSZLIJT,O,O,O,X,X,X,X
OSZLJTI,O,X,O,O,X,X,X
OSZLJIT,O,X,O,X,X,X,X
OSZJTIL,O,X,O,X,X,O,X
OSZJTLI,O,X,O,X,X,O,X
OSZJITL,O,X,O,X,X,O,X
OSZJILT,O,X,O,X,X,X,X
OSZJLTI,O,X,O,X,X,O,X
OSZJLIT,O,X,O,X,X,X,X
OZTILJS,O,X,X,O,X,O,X
OZTILSJ,O,X,X,O,X,X,X
OZTIJLS,O,X,X,O,X,O,X
OZTIJSL,O,O,X,X,X,O,X
OZTISLJ,O,O,X,O,X,X,X
OZTISJL,O,O,X,X,X,O,X
OZTLIJS,O,X,X,O,X,O,X
OZTLISJ,O,X,X,O,X,X,X
OZTLJIS,O,X,X,O,X,O,X
OZTLJSI,O,X,X,O,X,O,X
OZTLSIJ,O,X,X,O,X,X,X
OZTLSJI,O,X,X,O,X,X,X
OZTJILS,O,X,X,O,X,O,X
OZTJISL,O,O,X,X,X,O,X
OZTJLIS,O,X,X,O,X,O,X
OZTJLSI,O,X,X,O,X,O,X
OZTJSIL,O,O,X,X,X,O,X
OZTJSLI,O,O,X,X,X,O,X
OZTSILJ,O,O,X,O,X,X,X
OZTSIJL,O,O,X,X,X,O,X
OZTSLIJ,O,O,X,O,X,X,X
OZTSLJI,O,O,X,O,X,X,X
OZTSJIL,O,O,X,X,X,O,X
