sequence,v115@WhB8BeD8AeF8Jei/IvhFzgBRiBcoB3kBGnBlqB,v115@WhB8BeD8AeF8Jei/IvhFWmBxhBTjB3kB0nBlqB,v115@WhB8BeD8AeF8JeOEJvhF8kBzgBCiBxnBXoBlqB,v115@WhB8BeD8AeF8JeOEJvhFlgBCiBzkB8qBxsBXtB,v115@WhB8BeD8AeF8JeT/IvhFlgBWnBxiBypB8qBXtB,v115@WhB8BeD8AeF8JeWHJvhFxiBikBzlBXoB0kBlqB,v115@WhB8BeD8AeF8Je2EJvhFChBTjBxmB3kB0nBlqB,v115@WhB8BeD8AeF8JeKEJvhFxhBTjBFlBXmB0nBGqB,v115@WhB8BeD8AeF8JeKEJvhFTjBFlBxmBXmB0nBGqB,v115@WhB8BeD8AeF8Je2EJvhFTjB1qBxmB3kB0nBCrB
SZTJLOI,O,O,O,X,O,X,X,X,X,X
SZTJOIL,O,O,O,X,O,X,X,X,X,X
SZTJOLI,O,O,O,X,O,X,X,X,X,X
SZTOILJ,O,O,O,O,O,X,X,O,X,X
SZTOIJL,O,O,O,O,O,X,X,X,X,X
SZTOLIJ,O,O,O,O,O,X,X,O,X,X
SZTOLJI,O,O,O,O,O,X,X,O,X,X
SZTOJIL,O,O,O,O,O,X,X,X,X,X
SZTOJLI,O,O,O,O,O,X,X,X,X,X
SZITLJO,O,O,O,X,O,X,X,O,X,X
SZITLOJ,O,O,O,O,O,X,X,O,X,X
SZITJLO,O,O,O,X,O,X,X,X,X,X
SZITJOL,O,O,O,X,O,X,X,X,X,X
SZITOLJ,O,O,O,O,O,X,X,O,X,X
SZITOJL,O,O,O,O,O,X,X,X,X,X
SZILTJO,O,O,O,X,O,X,X,O,X,X
SZILTOJ,O,O,O,O,O,X,X,O,X,X
SZILJTO,O,O,O,X,O,X,X,O,X,X
SZILJOT,O,O,X,X,O,O,X,O,X,X
SZILOTJ,O,O,X,O,O,X,X,O,X,X
SZILOJT,O,O,X,O,O,O,X,O,X,X
SZIJTLO,O,O,O,X,O,X,X,X,X,X
SZIJTOL,O,O,O,X,O,X,X,X,X,X
SZIJLTO,O,O,O,X,O,X,X,O,X,X
SZIJLOT,O,O,X,X,O,O,X,O,X,X
SZIJOTL,O,O,X,X,O,X,X,X,X,X
SZIJOLT,O,O,X,X,O,O,X,O,X,X
SZIOTLJ,O,O,X,O,O,X,X,O,X,X
SZIOTJL,O,O,X,O,O,X,X,X,X,X
SZIOLTJ,O,O,X,O,O,X,X,O,X,X
SZIOLJT,O,O,X,O,O,O,X,O,X,X
SZIOJTL,O,O,X,O,O,X,X,X,X,X
SZIOJLT,O,O,X,O,O,O,X,O,X,X
SZLTIJO,O,O,O,X,O,X,X,O,X,X
SZLTIOJ,O,O,O,O,O,X,X,O,X,X
SZLTJIO,O,O,O,X,O,X,X,O,X,X
SZLTJOI,O,O,O,X,O,X,X,O,X,X
SZLTOIJ,O,O,O,O,O,X,X,O,X,X
SZLTOJI,O,O,O,O,O,X,X,O,X,X
SZLITJO,O,O,O,X,O,X,X,O,X,X
SZLITOJ,O,O,O,O,O,X,X,O,X,X
SZLIJTO,O,O,O,X,O,X,X,O,X,X
SZLIJOT,O,O,X,X,O,O,X,O,X,X
SZLIOTJ,O,O,X,O,O,X,X,O,X,X
SZLIOJT,O,O,X,O,O,O,X,O,X,X
SZLJTIO,O,O,O,X,O,X,X,O,X,X
SZLJTOI,O,O,O,X,O,X,X,O,X,X
SZLJITO,O,O,O,X,O,X,X,O,X,X
SZLJIOT,O,O,X,X,O,O,X,O,X,X
SZLJOTI,O,O,X,X,O,O,X,O,X,X
SZLJOIT,O,O,X,X,O,O,X,O,X,X
SZLOTIJ,O,O,X,O,O,X,X,O,X,X
SZLOTJI,O,O,X,O,O,X,X,O,X,X
SZLOITJ,O,O,X,O,O,X,X,O,X,X
SZLOIJT,O,O,X,O,O,O,X,O,X,X
SZLOJTI,O,O,X,O,O,O,X,O,X,X
SZLOJIT,O,O,X,O,O,O,X,O,X,X
SZJTILO,O,O,O,X,O,X,X,X,X,X
SZJTIOL,O,O,O,X,O,X,X,X,X,X
SZJTLIO,O,O,O,X,O,X,X,X,X,X
SZJTLOI,O,O,O,X,O,X,X,X,X,X
SZJTOIL,O,O,O,X,O,X,X,X,X,X
SZJTOLI,O,O,O,X,O,X,X,X,X,X
SZJITLO,O,O,O,X,O,X,X,X,X,X
SZJITOL,O,O,O,X,O,X,X,X,X,X
SZJILTO,O,O,O,X,O,X,X,O,X,X
SZJILOT,O,O,X,X,O,O,X,O,X,X
SZJIOTL,O,O,X,X,O,X,X,X,X,X
SZJIOLT,O,O,X,X,O,O,X,O,X,X
SZJLTIO,O,O,O,X,O,X,X,O,X,X
SZJLTOI,O,O,O,X,O,X,X,O,X,X
SZJLITO,O,O,O,X,O,X,X,O,X,X
SZJLIOT,O,O,X,X,O,O,X,O,X,X
SZJLOTI,O,O,X,X,O,O,X,O,X,X
SZJLOIT,O,O,X,X,O,O,X,O,X,X
SZJOTIL,O,O,X,X,O,X,X,X,X,X
SZJOTLI,O,O,X,X,O,X,X,X,X,X
SZJOITL,O,O,X,X,O,X,X,X,X,X
SZJOILT,O,O,X,X,O,O,X,O,X,X
SZJOLTI,O,O,X,X,O,O,X,O,X,X
SZJOLIT,O,O,X,X,O,O,X,O,X,X
SZOTILJ,O,O,X,O,O,X,X,O,X,X
SZOTIJL,O,O,X,O,O,X,X,X,X,X
SZOTLIJ,O,O,X,O,O,X,X,O,X,X
SZOTLJI,O,O,X,O,O,X,X,O,X,X
SZOTJIL,O,O,X,O,O,X,X,X,X,X
SZOTJLI,O,O,X,O,O,X,X,X,X,X
SZOITLJ,O,O,X,O,O,X,X,O,X,X
SZOITJL,O,O,X,O,O,X,X,X,X,X
SZOILTJ,O,O,X,O,O,X,X,O,X,X
SZOILJT,O,O,X,O,O,O,X,O,X,X
SZOIJTL,O,O,X,O,O,X,X,X,X,X
SZOIJLT,O,O,X,O,O,O,X,O,X,X
SZOLTIJ,O,O,X,O,O,X,X,O,X,X
SZOLTJI,O,O,X,O,O,X,X,O,X,X
SZOLITJ,O,O,X,O,O,X,X,O,X,X
SZOLIJT,O,O,X,O,O,O,X,O,X,X
SZOLJTI,O,O,X,O,O,O,X,O,X,X
SZOLJIT,O,O,X,O,O,O,X,O,X,X
SZOJTIL,O,O,X,O,O,X,X,X,X,X
SZOJTLI,O,O,X,O,O,X,X,X,X,X
SZOJITL,O,O,X,O,O,X,X,X,X,X
SZOJILT,O,O,X,O,O,O,X,O,X,X
SZOJLTI,O,O,X,O,O,O,X,O,X,X
SZOJLIT,O,O,X,O,O,O,X,O,X,X
SOTILJZ,O,O,X,X,X,O,O,X,X,X
SOTILZJ,O,X,X,X,X,X,X,X,X,X
SOTIJLZ,O,O,X,X,X,O,O,X,X,O
SOTIJZL,O,O,X,X,X,X,X,X,X,O
SOTIZLJ,O,X,X,X,X,X,X,X,X,X
SOTIZJL,O,X,X,X,X,X,X,X,X,X
SOTLIJZ,O,O,X,X,X,O,O,X,X,X
SOTLIZJ,O,X,X,X,X,X,X,X,X,X
SOTLJIZ,O,O,X,X,X,O,O,X,X,X
SOTLJZI,O,O,X,X,X,O,X,X,X,X
SOTLZIJ,O,O,X,X,X,X,X,X,X,X
SOTLZJI,O,O,X,X,X,X,X,X,X,X
SOTJILZ,O,O,X,X,X,O,O,X,X,O
SOTJIZL,O,O,X,X,X,X,X,X,X,O
SOTJLIZ,O,O,X,X,X,O,O,X,X,X
SOTJLZI,O,O,X,X,X,O,X,X,X,X
SOTJZIL,O,O,X,X,X,X,X,X,X,X
SOTJZLI,O,O,X,X,X,X,X,X,X,X
SOTZILJ,O,O,X,X,X,X,X,X,X,X
SOTZIJL,O,O,X,X,X,X,X,X,X,X
SOTZLIJ,O,O,X,X,X,X,X,X,X,X
SOTZLJI,O,O,X,X,X,X,X,X,X,X
SOTZJIL,O,O,X,X,X,X,X,X,X,X
SOTZJLI,O,O,X,X,X,X,X,X,X,X
SOITLJZ,X,O,X,X,X,O,O,X,X,X
SOITLZJ,X,X,X,X,X,X,X,X,X,X
SOITJLZ,X,O,X,X,X,O,O,X,X,O
SOITJZL,X,O,X,X,X,X,X,X,X,O
SOITZLJ,X,X,X,X,X,X,X,X,X,X
SOITZJL,X,X,X,X,X,X,X,X,X,X
SOILTJZ,X,O,X,X,O,O,X,X,O,X
SOILTZJ,X,X,X,X,O,X,X,O,O,X
SOILJTZ,X,O,X,X,O,O,X,X,X,X
SOILJZT,X,O,X,O,O,O,X,X,X,X
SOILZTJ,X,X,X,O,O,X,X,O,X,X
SOILZJT,X,X,X,O,O,O,X,O,X,X
SOIJTLZ,X,O,X,X,X,O,X,X,X,X
SOIJTZL,X,X,X,X,X,X,X,X,X,X
SOIJLTZ,X,O,X,X,O,O,X,X,X,X
SOIJLZT,X,O,X,O,O,O,X,X,X,X
SOIJZTL,X,X,X,O,O,X,X,X,X,X
SOIJZLT,X,O,X,O,O,O,X,X,X,X
SOIZTLJ,X,X,X,O,O,X,X,O,X,X
SOIZTJL,X,X,X,O,O,X,X,X,X,X
SOIZLTJ,X,X,X,O,O,X,X,O,X,X
SOIZLJT,X,X,X,O,O,O,X,O,X,X
SOIZJTL,X,X,X,O,O,X,X,X,X,X
SOIZJLT,X,X,X,O,O,O,X,O,X,X
SOLTIJZ,O,O,X,X,O,O,X,X,O,X
SOLTIZJ,O,X,X,X,O,X,X,O,O,X
SOLTJIZ,O,O,X,X,O,O,X,X,X,X
SOLTJZI,O,O,X,X,O,O,X,X,X,X
SOLTZIJ,O,O,X,X,O,X,X,O,X,X
SOLTZJI,O,O,X,X,O,X,X,O,X,X
SOLITJZ,X,O,X,X,O,O,X,X,O,X
SOLITZJ,X,X,X,X,O,X,X,O,O,X
SOLIJTZ,X,O,X,X,O,O,X,X,X,X
SOLIJZT,X,O,X,O,O,O,X,X,X,X
SOLIZTJ,X,X,X,O,O,X,X,O,X,X
SOLIZJT,X,X,X,O,O,O,X,O,X,X
SOLJTIZ,O,O,X,X,O,O,X,X,X,X
SOLJTZI,O,O,X,X,O,O,X,X,X,X
SOLJITZ,X,O,X,X,O,O,X,X,X,X
SOLJIZT,X,O,X,O,O,O,X,X,X,X
SOLJZTI,O,O,X,O,O,O,X,X,X,X
SOLJZIT,O,O,X,O,O,O,X,X,X,X
SOLZTIJ,O,O,X,O,O,X,X,O,X,X
SOLZTJI,O,O,X,O,O,X,X,O,X,X
SOLZITJ,O,O,X,O,O,X,X,O,X,X
SOLZIJT,O,O,X,O,O,O,X,O,X,X
SOLZJTI,O,O,X,O,O,O,X,O,X,X
SOLZJIT,O,O,X,O,O,O,X,O,X,X
SOJTILZ,O,O,X,X,X,O,X,X,X,X
SOJTIZL,O,O,X,X,X,X,X,X,X,X
SOJTLIZ,O,O,X,X,X,O,X,X,X,X
SOJTLZI,O,O,X,X,X,O,X,X,X,X
SOJTZIL,O,O,X,X,X,X,X,X,X,X
SOJTZLI,O,O,X,X,X,X,X,X,X,X
SOJITLZ,X,O,X,X,X,O,X,X,X,X
SOJITZL,X,X,X,X,X,X,X,X,X,X
SOJILTZ,X,O,X,X,O,O,X,X,X,X
SOJILZT,X,O,X,O,O,O,X,X,X,X
SOJIZTL,X,O,X,O,O,X,X,X,X,X
SOJIZLT,X,O,X,O,O,O,X,X,X,X
SOJLTIZ,O,O,X,X,O,O,X,X,X,X
SOJLTZI,O,O,X,X,O,O,X,X,X,X
SOJLITZ,X,O,X,X,O,O,X,X,X,X
SOJLIZT,X,O,X,O,O,O,X,X,X,X
SOJLZTI,O,O,X,O,O,O,X,X,X,X
SOJLZIT,O,O,X,O,O,O,X,X,X,X
SOJZTIL,O,O,X,O,O,X,X,X,X,X
SOJZTLI,O,O,X,O,O,X,X,X,X,X
SOJZITL,O,O,X,O,O,X,X,X,X,X
SOJZILT,O,O,X,O,O,O,X,X,X,X
SOJZLTI,O,O,X,O,O,O,X,X,X,X
SOJZLIT,O,O,X,O,O,O,X,X,X,X
SOZTILJ,O,O,X,O,O,X,X,O,X,X
SOZTIJL,O,O,X,O,O,X,X,X,X,X
SOZTLIJ,O,O,X,O,O,X,X,O,X,X
SOZTLJI,O,O,X,O,O,X,X,O,X,X
SOZTJIL,O,O,X,O,O,X,X,X,X,X
SOZTJLI,O,O,X,O,O,X,X,X,X,X
SOZITLJ,O,O,X,O,O,X,X,O,X,X
SOZITJL,O,O,X,O,O,X,X,X,X,X
SOZILTJ,O,O,X,O,O,X,X,O,X,X
SOZILJT,O,O,X,O,O,O,X,O,X,X
SOZIJTL,O,O,X,O,O,X,X,X,X,X
SOZIJLT,O,O,X,O,O,O,X,O,X,X
SOZLTIJ,O,O,X,O,O,X,X,O,X,X
SOZLTJI,O,O,X,O,O,X,X,O,X,X
SOZLITJ,O,O,X,O,O,X,X,O,X,X
SOZLIJT,O,O,X,O,O,O,X,O,X,X
SOZLJTI,O,O,X,O,O,O,X,O,X,X
SOZLJIT,O,O,X,O,O,O,X,O,X,X
SOZJTIL,O,O,X,O,O,X,X,X,X,X
SOZJTLI,O,O,X,O,O,X,X,X,X,X
SOZJITL,O,O,X,O,O,X,X,X,X,X
SOZJILT,O,O,X,O,O,O,X,O,X,X
SOZJLTI,O,O,X,O,O,O,X,O,X,X
SOZJLIT,O,O,X,O,O,O,X,O,X,X
ZTILJSO,O,O,O,X,O,X,X,X,X,X
ZTILJOS,O,O,O,O,O,X,O,X,X,X
ZTILSJO,O,O,O,X,O,X,X,O,X,X
ZTILSOJ,O,O,O,O,O,X,X,O,X,X
ZTILOJS,X,O,O,O,O,X,O,X,X,X
ZTILOSJ,O,O,O,O,O,X,X,O,X,X
ZTIJLSO,O,O,O,X,O,X,X,X,X,X
ZTIJLOS,O,O,O,O,O,X,O,X,X,X
ZTIJSLO,O,O,O,X,O,X,X,X,X,X
ZTIJSOL,O,O,O,X,O,X,X,X,X,X
ZTIJOLS,O,O,O,O,O,X,O,X,X,O
ZTIJOSL,O,O,O,O,X,X,X,X,X,O
ZTISLJO,O,O,O,X,O,X,X,O,X,X
ZTISLOJ,O,O,O,O,O,X,X,O,X,X
ZTISJLO,O,O,O,X,O,X,X,X,X,X
ZTISJOL,O,O,O,X,O,X,X,X,X,X
ZTISOLJ,O,O,O,O,O,X,X,O,X,X
ZTISOJL,O,O,O,O,O,X,X,X,X,X
ZTIOLJS,X,O,O,O,X,X,O,X,X,X
ZTIOLSJ,O,O,O,O,X,X,X,O,X,X
ZTIOJLS,O,O,O,O,X,X,O,X,X,O
ZTIOJSL,O,O,O,O,X,X,X,X,X,O
ZTIOSLJ,O,O,O,O,X,X,X,O,X,X
ZTIOSJL,O,O,O,O,X,X,X,X,X,X
ZTLIJSO,O,O,O,X,O,X,X,X,X,X
ZTLIJOS,O,O,O,O,O,X,O,X,X,X
ZTLISJO,O,O,O,X,O,X,X,O,X,X
ZTLISOJ,O,O,O,O,O,X,X,O,X,X
ZTLIOJS,X,O,O,O,O,X,O,X,X,X
ZTLIOSJ,O,O,O,O,O,X,X,O,X,X
ZTLJISO,O,O,O,X,O,X,X,X,X,X
ZTLJIOS,O,O,O,O,O,X,O,X,X,X
ZTLJSIO,O,O,O,X,O,X,X,O,X,X
ZTLJSOI,O,O,O,X,O,X,X,O,X,X
ZTLJOIS,O,O,O,O,O,X,O,X,X,X
ZTLJOSI,O,O,O,O,O,X,X,O,X,X
ZTLSIJO,O,O,O,X,O,X,X,O,X,X
ZTLSIOJ,O,O,O,O,O,X,X,O,X,X
ZTLSJIO,O,O,O,X,O,X,X,O,X,X
ZTLSJOI,O,O,O,X,O,X,X,O,X,X
ZTLSOIJ,O,O,O,O,O,X,X,O,X,X
ZTLSOJI,O,O,O,O,O,X,X,O,X,X
ZTLOIJS,X,O,O,O,O,X,O,X,X,X
ZTLOISJ,O,O,O,O,O,X,X,O,X,X
ZTLOJIS,O,O,O,O,O,X,O,X,X,X
ZTLOJSI,O,O,O,O,O,X,X,O,X,X
ZTLOSIJ,O,O,O,O,O,X,X,O,X,X
ZTLOSJI,O,O,O,O,O,X,X,O,X,X
ZTJILSO,O,O,O,X,O,X,X,X,X,X
ZTJILOS,O,O,O,O,O,X,O,X,X,X
ZTJISLO,O,O,O,X,O,X,X,X,X,X
ZTJISOL,O,O,O,X,O,X,X,X,X,X
ZTJIOLS,O,O,O,O,O,X,O,X,X,O
ZTJIOSL,O,O,O,O,X,X,X,X,X,O
ZTJLISO,O,O,O,X,O,X,X,X,X,X
ZTJLIOS,O,O,O,O,O,X,O,X,X,X
ZTJLSIO,O,O,O,X,O,X,X,X,X,X
ZTJLSOI,O,O,O,X,O,X,X,X,X,X
ZTJLOIS,O,O,O,O,O,X,O,X,X,X
ZTJLOSI,O,O,O,O,O,X,X,X,X,X
ZTJSILO,O,O,O,X,O,X,X,X,X,X
ZTJSIOL,O,O,O,X,O,X,X,X,X,X
ZTJSLIO,O,O,O,X,O,X,X,X,X,X
ZTJSLOI,O,O,O,X,O,X,X,X,X,X
ZTJSOIL,O,O,O,X,O,X,X,X,X,X
ZTJSOLI,O,O,O,X,O,X,X,X,X,X
ZTJOILS,O,O,O,O,O,X,O,X,X,O
ZTJOISL,O,O,O,O,X,X,X,X,X,O
ZTJOLIS,O,O,O,O,O,X,O,X,X,X
ZTJOLSI,O,O,O,O,O,X,X,X,X,X
ZTJOSIL,O,O,O,O,O,X,X,X,X,X
ZTJOSLI,O,O,O,O,O,X,X,X,X,X
ZTSILJO,O,O,O,X,O,X,X,O,X,X
ZTSILOJ,O,O,O,O,O,X,X,O,X,X
ZTSIJLO,O,O,O,X,O,X,X,X,X,X
ZTSIJOL,O,O,O,X,O,X,X,X,X,X
ZTSIOLJ,O,O,O,O,O,X,X,O,X,X
ZTSIOJL,O,O,O,O,O,X,X,X,X,X
ZTSLIJO,O,O,O,X,O,X,X,O,X,X
ZTSLIOJ,O,O,O,O,O,X,X,O,X,X
ZTSLJIO,O,O,O,X,O,X,X,O,X,X
ZTSLJOI,O,O,O,X,O,X,X,O,X,X
ZTSLOIJ,O,O,O,O,O,X,X,O,X,X
ZTSLOJI,O,O,O,O,O,X,X,O,X,X
ZTSJILO,O,O,O,X,O,X,X,X,X,X
ZTSJIOL,O,O,O,X,O,X,X,X,X,X
ZTSJLIO,O,O,O,X,O,X,X,X,X,X
ZTSJLOI,O,O,O,X,O,X,X,X,X,X
ZTSJOIL,O,O,O,X,O,X,X,X,X,X
ZTSJOLI,O,O,O,X,O,X,X,X,X,X
ZTSOILJ,O,O,O,O,O,X,X,O,X,X
ZTSOIJL,O,O,O,O,O,X,X,X,X,X
ZTSOLIJ,O,O,O,O,O,X,X,O,X,X
ZTSOLJI,O,O,O,O,O,X,X,O,X,X
ZTSOJIL,O,O,O,O,O,X,X,X,X,X
ZTSOJLI,O,O,O,O,O,X,X,X,X,X
ZTOILJS,X,O,O,O,X,X,O,X,X,X
ZTOILSJ,O,O,O,O,X,X,X,O,X,X
ZTOIJLS,O,O,O,O,X,X,O,X,X,O
ZTOIJSL,O,O,O,O,X,X,X,X,X,O
ZTOISLJ,O,O,O,O,X,X,X,O,X,X
ZTOISJL,O,O,O,O,X,X,X,X,X,X
ZTOLIJS,X,O,O,O,O,X,O,X,X,X
ZTOLISJ,O,O,O,O,O,X,X,O,X,X
ZTOLJIS,O,O,O,O,O,X,O,X,X,X
ZTOLJSI,O,O,O,O,O,X,X,O,X,X
ZTOLSIJ,O,O,O,O,O,X,X,O,X,X
ZTOLSJI,O,O,O,O,O,X,X,O,X,X
ZTOJILS,O,O,O,O,O,X,O,X,X,O
ZTOJISL,O,O,O,O,X,X,X,X,X,O
ZTOJLIS,O,O,O,O,O,X,O,X,X,X
ZTOJLSI,O,O,O,O,O,X,X,X,X,X
ZTOJSIL,O,O,O,O,O,X,X,X,X,X
ZTOJSLI,O,O,O,O,O,X,X,X,X,X
ZTOSILJ,O,O,O,O,O,X,X,O,X,X
ZTOSIJL,O,O,O,O,O,X,X,X,X,X
ZTOSLIJ,O,O,O,O,O,X,X,O,X,X
ZTOSLJI,O,O,O,O,O,X,X,O,X,X
ZTOSJIL,O,O,O,O,O,X,X,X,X,X
ZTOSJLI,O,O,O,O,O,X,X,X,X,X
ZITLJSO,O,O,O,X,O,X,X,X,X,X
ZITLJOS,O,O,O,O,O,X,O,X,X,X
ZITLSJO,O,O,O,X,O,X,X,O,X,X
ZITLSOJ,O,O,O,O,O,X,X,O,X,X
ZITLOJS,X,O,O,O,O,X,O,X,X,X
ZITLOSJ,O,O,O,O,O,X,X,O,X,X
ZITJLSO,O,O,O,X,O,X,X,X,X,X
ZITJLOS,O,O,O,O,O,X,O,X,X,X
ZITJSLO,O,O,O,X,O,X,X,X,X,X
ZITJSOL,O,O,O,X,O,X,X,X,X,X
ZITJOLS,O,O,O,O,O,X,O,X,X,O
ZITJOSL,O,O,O,O,X,X,X,X,X,O
ZITSLJO,O,O,O,X,O,X,X,O,X,X
ZITSLOJ,O,O,O,O,O,X,X,O,X,X
ZITSJLO,O,O,O,X,O,X,X,X,X,X
ZITSJOL,O,O,O,X,O,X,X,X,X,X
ZITSOLJ,O,O,O,O,O,X,X,O,X,X
ZITSOJL,O,O,O,O,O,X,X,X,X,X
ZITOLJS,X,O,O,O,X,X,O,X,X,X
ZITOLSJ,O,O,O,O,X,X,X,O,X,X
ZITOJLS,O,O,O,O,X,X,O,X,X,O
ZITOJSL,O,O,O,O,X,X,X,X,X,O
ZITOSLJ,O,O,O,O,X,X,X,O,X,X
ZITOSJL,O,O,O,O,X,X,X,X,X,X
ZILTJSO,O,O,O,X,O,X,X,X,X,X
ZILTJOS,O,O,O,O,O,X,X,X,X,X
ZILTSJO,O,O,O,X,O,X,X,O,X,X
ZILTSOJ,O,O,O,O,O,X,X,O,X,X
ZILTOJS,X,O,O,O,O,X,X,X,O,X
ZILTOSJ,O,O,O,O,O,X,X,O,O,X
ZILJTSO,O,X,O,X,O,X,X,X,X,X
ZILJTOS,O,X,O,O,O,X,X,X,X,X
ZILJSTO,O,O,O,X,O,X,X,O,X,X
ZILJSOT,O,O,X,X,O,X,X,O,X,X
ZILJOTS,X,X,O,O,O,X,X,X,X,X
ZILJOST,X,O,X,O,O,X,X,O,X,X
ZILSTJO,O,O,O,X,O,X,X,O,X,X
ZILSTOJ,O,O,O,O,O,X,X,O,X,X
ZILSJTO,O,O,O,X,O,X,X,O,X,X
ZILSJOT,O,O,X,X,O,X,X,O,X,X
ZILSOTJ,O,O,X,O,O,X,X,O,X,X
ZILSOJT,O,O,X,O,O,X,X,O,X,X
ZILOTJS,X,O,O,O,O,X,X,X,O,X
ZILOTSJ,X,O,O,O,O,X,X,O,O,X
ZILOJTS,X,X,O,O,O,X,X,X,X,X
ZILOJST,X,O,X,O,O,X,X,O,X,X
ZILOSTJ,X,O,X,O,O,X,X,O,X,X
ZILOSJT,X,O,X,O,O,X,X,O,X,X
ZIJTLSO,O,O,O,X,O,X,X,X,X,X
ZIJTLOS,O,O,O,O,O,X,X,X,X,X
ZIJTSLO,O,O,O,X,O,X,X,X,X,X
ZIJTSOL,O,O,O,X,O,X,X,X,X,X
ZIJTOLS,O,O,O,O,O,X,X,X,X,X
ZIJTOSL,O,O,O,O,X,X,X,X,X,X
ZIJLTSO,O,X,O,X,O,X,X,X,X,X
ZIJLTOS,O,X,O,O,O,X,X,X,X,X
ZIJLSTO,O,O,O,X,O,X,X,O,X,X
ZIJLSOT,O,O,X,X,O,X,X,O,X,X
ZIJLOTS,X,X,O,O,O,X,X,X,X,X
ZIJLOST,X,O,X,O,O,X,X,O,X,X
ZIJSTLO,O,O,O,X,O,X,X,X,X,X
ZIJSTOL,O,O,O,X,O,X,X,X,X,X
ZIJSLTO,O,O,O,X,O,X,X,O,X,X
ZIJSLOT,O,O,X,X,O,X,X,O,X,X
ZIJSOTL,O,O,X,X,O,X,X,X,X,X
ZIJSOLT,O,O,X,X,O,X,X,O,X,X
ZIJOTLS,O,O,O,O,O,X,X,X,X,X
ZIJOTSL,O,O,O,O,X,X,X,X,X,X
ZIJOLTS,X,X,O,O,O,X,X,X,X,X
ZIJOLST,X,O,X,O,O,X,X,O,X,X
ZIJOSTL,O,O,X,O,X,X,X,X,X,X
ZIJOSLT,O,O,X,O,X,X,X,O,X,X
ZISTLJO,O,O,O,X,O,X,X,O,X,X
ZISTLOJ,O,O,O,O,O,X,X,O,X,X
ZISTJLO,O,O,O,X,O,X,X,X,X,X
ZISTJOL,O,O,O,X,O,X,X,X,X,X
ZISTOLJ,O,O,O,O,O,X,X,O,X,X
ZISTOJL,O,O,O,O,O,X,X,X,X,X
ZISLTJO,O,O,O,X,O,X,X,O,X,X
ZISLTOJ,O,O,O,O,O,X,X,O,X,X
ZISLJTO,O,O,O,X,O,X,X,O,X,X
ZISLJOT,O,O,X,X,O,X,X,O,X,X
ZISLOTJ,O,O,X,O,O,X,X,O,X,X
ZISLOJT,O,O,X,O,O,X,X,O,X,X
ZISJTLO,O,O,O,X,O,X,X,X,X,X
ZISJTOL,O,O,O,X,O,X,X,X,X,X
ZISJLTO,O,O,O,X,O,X,X,O,X,X
ZISJLOT,O,O,X,X,O,X,X,O,X,X
ZISJOTL,O,O,X,X,O,X,X,X,X,X
ZISJOLT,O,O,X,X,O,X,X,O,X,X
ZISOTLJ,O,O,X,O,O,X,X,O,X,X
ZISOTJL,O,O,X,O,O,X,X,X,X,X
ZISOLTJ,O,O,X,O,O,X,X,O,X,X
ZISOLJT,O,O,X,O,O,X,X,O,X,X
ZISOJTL,O,O,X,O,O,X,X,X,X,X
ZISOJLT,O,O,X,O,O,X,X,O,X,X
ZIOTLJS,X,O,O,O,X,X,O,X,X,X
ZIOTLSJ,O,O,O,O,X,X,X,O,X,X
ZIOTJLS,O,O,O,O,X,X,O,X,X,O
ZIOTJSL,O,O,O,O,X,X,X,X,X,O
ZIOTSLJ,O,O,O,O,X,X,X,O,X,X
ZIOTSJL,O,O,O,O,X,X,X,X,X,X
ZIOLTJS,X,O,O,O,X,X,X,X,O,X
ZIOLTSJ,X,O,O,O,X,X,X,O,O,X
ZIOLJTS,X,X,O,O,X,X,X,X,X,X
ZIOLJST,X,O,X,O,X,X,X,O,X,X
ZIOLSTJ,X,O,X,O,X,X,X,O,X,X
ZIOLSJT,X,O,X,O,X,X,X,O,X,X
ZIOJTLS,O,O,O,O,X,X,X,X,X,X
ZIOJTSL,O,O,O,O,X,X,X,X,X,X
ZIOJLTS,X,X,O,O,X,X,X,X,X,X
ZIOJLST,X,O,X,O,X,X,X,O,X,X
ZIOJSTL,O,O,X,O,X,X,X,X,X,X
ZIOJSLT,O,O,X,O,X,X,X,O,X,X
ZIOSTLJ,O,O,X,O,X,X,X,O,X,X
ZIOSTJL,O,O,X,O,X,X,X,X,X,X
ZIOSLTJ,O,O,X,O,X,X,X,O,X,X
ZIOSLJT,O,O,X,O,X,X,X,O,X,X
ZIOSJTL,O,O,X,O,X,X,X,X,X,X
ZIOSJLT,O,O,X,O,X,X,X,O,X,X
ZLTIJSO,O,O,O,X,O,X,X,X,X,X
ZLTIJOS,O,O,O,O,O,X,X,X,X,X
ZLTISJO,O,O,O,X,O,X,X,O,X,X
ZLTISOJ,O,O,O,O,O,X,X,O,X,X
ZLTIOJS,X,O,O,O,O,X,X,X,O,X
ZLTIOSJ,O,O,O,O,O,X,X,O,O,X
ZLTJISO,O,O,O,X,O,X,X,X,X,X
ZLTJIOS,O,O,O,O,O,X,X,X,X,X
ZLTJSIO,O,O,O,X,O,X,X,O,X,X
ZLTJSOI,O,O,O,X,O,X,X,O,X,X
ZLTJOIS,O,O,O,O,O,X,X,X,X,X
ZLTJOSI,O,O,O,O,O,X,X,O,X,X
ZLTSIJO,O,O,O,X,O,X,X,O,X,X
