sequence,v115@GhA8HeB8EeA8BeC8DeE8JeOEJvhF/lBUhBRiBtpBTn?ByvB,v115@GhA8HeB8EeA8BeC8DeE8JeT/IvhFxgBdnBunB/qBar?B0pB,v115@GhA8HeB8EeA8BeC8DeE8Je0/IvhFxgBdnBunB/pBar?BTqB,v115@GhA8HeB8EeA8BeC8DeE8Jex/IvhFNmBanBunBTkB0q?BXqB,v115@GhA8HeB8EeA8BeC8DeE8Jex/IvhFNmBanBunBTkBXq?B0qB,v115@GhA8HeB8EeA8BeC8DeE8JeSFJvhFNmBRiB/pBTnB0q?BmpB,v115@GhA8HeB8EeA8BeC8DeE8JeT/IvhFNmBanBunBxpBXq?B0qB,v115@GhA8HeB8EeA8BeC8DeE8JeOEJvhFNmBRiBClBTnBXq?B0qB,v115@GhA8HeB8EeA8BeC8DeE8JeOEJvhFNmBRiBClBTnB0q?BXqB,v115@GhA8HeB8EeA8BeC8DeE8JeOEJvhF6lBNmB3iBzkBUn?BRvB,v115@GhA8HeB8EeA8BeC8DeE8JeKEJvhFWlBNmBRiBTnB0q?BXqB,v115@GhA8HeB8EeA8BeC8DeE8JeKEJvhFWlBNmBRiBTnBXq?B0qB,v115@GhA8HeB8EeA8BeC8DeE8JeT/IvhF0gBdnBunBypBXm?BRvB,v115@GhA8HeB8EeA8BeC8DeE8JeNGJvhFanBunBxkBTkB0q?BXqB,v115@GhA8HeB8EeA8BeC8DeE8JeNGJvhFanBunBxkBTkBXq?B0qB
ZSLIOTJ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
ZSLIOJT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSLJTIO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O
ZSLJTOI,O,O,O,O,O,O,X,O,O,X,O,O,X,X,X
ZSLJITO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSLJIOT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSLJOTI,O,O,O,O,O,O,X,O,O,X,O,O,X,X,X
ZSLJOIT,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSLOTIJ,O,O,O,O,O,O,X,O,O,X,O,O,X,X,X
ZSLOTJI,O,O,O,O,O,O,X,O,O,X,O,O,X,X,X
ZSLOITJ,O,O,O,X,X,O,X,X,X,X,O,O,X,X,X
ZSLOIJT,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSLOJTI,O,O,O,O,O,O,X,O,O,X,O,O,X,X,X
ZSLOJIT,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSJTILO,X,O,O,X,X,X,X,X,X,X,X,X,X,O,O
ZSJTIOL,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSJTLIO,X,O,O,X,X,X,X,X,X,X,X,X,X,O,O
ZSJTLOI,X,O,O,O,O,O,X,O,O,X,X,X,X,X,X
ZSJTOIL,X,O,O,O,O,O,X,O,O,X,X,X,X,X,X
ZSJTOLI,X,O,O,O,O,O,X,O,O,X,X,X,X,X,X
ZSJITLO,X,O,O,X,X,X,X,X,X,X,X,X,X,O,O
ZSJITOL,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X
ZSJILTO,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSJILOT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSJIOTL,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X
ZSJIOLT,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X
ZSJLTIO,X,O,O,X,X,X,X,X,X,X,X,X,X,O,O
ZSJLTOI,X,O,O,O,O,O,X,O,O,X,X,X,X,X,X
ZSJLITO,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSJLIOT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSJLOTI,X,O,O,O,O,O,X,O,O,X,X,X,X,X,X
ZSJLOIT,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSJOTIL,X,O,O,O,O,O,X,O,O,X,X,X,X,X,X
ZSJOTLI,X,O,O,O,O,O,X,O,O,X,X,X,X,X,X
ZSJOITL,X,O,O,O,O,O,X,O,O,X,X,X,X,X,X
ZSJOILT,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSJOLTI,X,O,O,O,O,O,X,O,O,X,X,X,X,X,X
ZSJOLIT,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSOTILJ,X,O,O,O,O,O,X,O,O,X,O,O,X,X,X
ZSOTIJL,X,O,O,O,O,O,X,O,O,X,X,X,X,X,X
ZSOTLIJ,X,O,O,O,O,O,X,O,O,X,O,O,X,X,X
ZSOTLJI,X,O,O,O,O,O,X,O,O,X,O,O,X,X,X
ZSOTJIL,X,O,O,O,O,O,X,O,O,X,X,X,X,X,X
ZSOTJLI,X,O,O,O,O,O,X,O,O,X,X,X,X,X,X
ZSOITLJ,X,O,O,O,O,O,X,O,O,X,O,O,X,X,X
ZSOITJL,X,O,O,O,O,O,X,O,O,X,X,X,X,X,X
ZSOILTJ,O,O,O,X,X,O,X,X,X,X,O,O,X,X,X
ZSOILJT,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSOIJTL,X,O,O,O,O,O,X,O,O,X,X,X,X,X,X
ZSOIJLT,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSOLTIJ,O,O,O,O,O,O,X,O,O,X,O,O,X,X,X
ZSOLTJI,O,O,O,O,O,O,X,O,O,X,O,O,X,X,X
ZSOLITJ,O,O,O,X,X,O,X,X,X,X,O,O,X,X,X
ZSOLIJT,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSOLJTI,O,O,O,O,O,O,X,O,O,X,O,O,X,X,X
ZSOLJIT,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSOJTIL,X,O,O,O,O,O,X,O,O,X,X,X,X,X,X
ZSOJTLI,X,O,O,O,O,O,X,O,O,X,X,X,X,X,X
ZSOJITL,X,O,O,O,O,O,X,O,O,X,X,X,X,X,X
ZSOJILT,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSOJLTI,X,O,O,O,O,O,X,O,O,X,X,X,X,X,X
ZSOJLIT,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOTILJS,O,O,X,O,O,X,X,X,O,X,O,O,X,O,X
ZOTILSJ,O,X,X,O,X,O,X,X,O,X,O,O,X,X,X
ZOTIJLS,O,O,X,O,O,X,X,X,O,X,O,X,X,O,X
ZOTIJSL,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X
ZOTISLJ,O,O,O,O,X,O,X,O,O,X,O,O,X,X,X
ZOTISJL,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X
ZOTLIJS,O,O,O,O,O,X,X,X,O,X,O,O,X,O,X
ZOTLISJ,O,X,O,O,X,O,X,X,O,X,O,O,X,X,X
ZOTLJIS,O,O,O,O,O,X,X,X,O,X,O,O,X,O,X
ZOTLJSI,O,O,O,O,O,X,X,X,O,X,O,O,X,X,X
ZOTLSIJ,O,O,O,O,O,O,X,X,O,X,O,O,X,X,X
ZOTLSJI,O,O,O,O,O,O,X,X,O,X,O,O,X,X,X
ZOTJILS,O,O,X,O,O,X,X,X,O,X,O,X,X,O,X
ZOTJISL,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X
ZOTJLIS,O,O,O,O,O,X,X,X,O,X,O,X,X,O,X
ZOTJLSI,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X
ZOTJSIL,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
ZOTJSLI,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
ZOTSILJ,O,O,O,O,O,O,X,O,O,X,O,O,X,X,X
ZOTSIJL,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
ZOTSLIJ,O,O,O,O,O,O,X,O,O,X,O,O,X,X,X
ZOTSLJI,O,O,O,O,O,O,X,O,O,X,O,O,X,X,X
ZOTSJIL,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
ZOTSJLI,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
ZOITLJS,O,O,X,O,O,X,X,X,O,X,O,O,X,O,X
ZOITLSJ,O,X,X,O,X,O,X,X,O,X,O,O,X,X,X
ZOITJLS,O,O,X,O,O,X,X,X,O,X,O,X,X,O,X
ZOITJSL,O,O,X,O,X,O,X,O,O,X,X,X,X,X,X
ZOITSLJ,O,O,X,O,X,O,X,O,O,X,O,O,X,X,X
ZOITSJL,O,O,X,O,X,O,X,O,O,X,X,X,X,X,X
ZOILTJS,O,X,X,O,X,X,X,X,O,X,O,O,X,X,X
ZOILTSJ,O,X,X,O,X,O,X,X,O,X,O,O,X,X,X
ZOILJTS,O,X,X,O,X,X,X,X,O,X,O,X,X,X,X
ZOILJST,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOILSTJ,O,X,X,X,X,O,X,X,X,X,O,O,X,X,X
ZOILSJT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOIJTLS,O,O,X,O,O,X,X,X,O,X,O,X,X,O,X
ZOIJTSL,O,O,X,O,X,O,X,O,O,X,X,X,X,X,X
ZOIJLTS,O,X,X,O,X,X,X,X,O,X,O,X,X,X,X
ZOIJLST,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOIJSTL,X,O,X,O,O,O,X,O,O,X,X,X,X,X,X
ZOIJSLT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOISTLJ,X,O,X,O,O,O,X,O,O,X,O,O,X,X,X
ZOISTJL,X,O,X,O,O,O,X,O,O,X,X,X,X,X,X
ZOISLTJ,O,O,X,X,X,O,X,X,X,X,O,O,X,X,X
ZOISLJT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOISJTL,X,O,X,O,O,O,X,O,O,X,X,X,X,X,X
ZOISJLT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLTIJS,O,O,O,O,O,X,X,X,O,X,O,O,X,O,X
ZOLTISJ,O,X,O,O,X,O,X,X,O,X,O,O,X,X,X
ZOLTJIS,O,O,O,O,O,X,X,X,O,X,O,O,X,O,X
ZOLTJSI,O,O,O,O,O,X,X,X,O,X,O,O,X,X,X
ZOLTSIJ,O,O,O,O,O,O,X,X,O,X,O,O,X,X,X
ZOLTSJI,O,O,O,O,O,O,X,X,O,X,O,O,X,X,X
ZOLITJS,O,X,O,O,X,X,X,X,O,X,O,O,X,X,X
ZOLITSJ,O,X,O,O,X,O,X,X,O,X,O,O,X,X,X
ZOLIJTS,O,X,X,O,X,X,X,X,O,X,O,X,X,X,X
ZOLIJST,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLISTJ,O,X,O,X,X,O,X,X,X,X,O,O,X,X,X
ZOLISJT,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOLJTIS,O,O,O,O,O,X,X,X,O,X,O,O,X,O,X
ZOLJTSI,O,O,O,O,O,X,X,X,O,X,O,O,X,X,X
ZOLJITS,O,X,X,O,X,X,X,X,O,X,O,X,X,X,X
ZOLJIST,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLJSTI,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X
ZOLJSIT,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOLSTIJ,O,O,O,O,O,O,X,X,O,X,O,O,X,X,X
ZOLSTJI,O,O,O,O,O,O,X,X,O,X,O,O,X,X,X
ZOLSITJ,O,O,O,X,X,O,X,X,X,X,O,O,X,X,X
ZOLSIJT,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOLSJTI,O,O,O,O,O,O,X,X,O,X,O,O,X,X,X
ZOLSJIT,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOJTILS,O,O,X,O,O,X,X,X,O,X,O,X,X,O,X
ZOJTISL,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X
ZOJTLIS,O,O,O,O,O,X,X,X,O,X,O,X,X,O,X
ZOJTLSI,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X
ZOJTSIL,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
ZOJTSLI,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
ZOJITLS,O,O,X,O,O,X,X,X,O,X,O,X,X,O,X
ZOJITSL,O,O,X,O,X,O,X,O,O,X,X,X,X,X,X
ZOJILTS,O,X,X,O,X,X,X,X,O,X,O,X,X,X,X
ZOJILST,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOJISTL,X,O,X,O,O,O,X,O,O,X,X,X,X,X,X
ZOJISLT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOJLTIS,O,O,O,O,O,X,X,X,O,X,O,X,X,O,X
ZOJLTSI,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X
ZOJLITS,O,X,X,O,X,X,X,X,O,X,O,X,X,X,X
ZOJLIST,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOJLSTI,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X
ZOJLSIT,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOJSTIL,X,O,O,O,O,O,X,O,O,X,X,X,X,X,X
ZOJSTLI,X,O,O,O,O,O,X,O,O,X,X,X,X,X,X
ZOJSITL,X,O,O,O,O,O,X,O,O,X,X,X,X,X,X
ZOJSILT,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOJSLTI,X,O,O,O,O,O,X,O,O,X,X,X,X,X,X
ZOJSLIT,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOSTILJ,X,O,O,O,O,O,X,O,O,X,O,O,X,X,X
ZOSTIJL,X,O,O,O,O,O,X,O,O,X,X,X,X,X,X
ZOSTLIJ,X,O,O,O,O,O,X,O,O,X,O,O,X,X,X
ZOSTLJI,X,O,O,O,O,O,X,O,O,X,O,O,X,X,X
ZOSTJIL,X,O,O,O,O,O,X,O,O,X,X,X,X,X,X
ZOSTJLI,X,O,O,O,O,O,X,O,O,X,X,X,X,X,X
ZOSITLJ,X,O,O,O,O,O,X,O,O,X,O,O,X,X,X
ZOSITJL,X,O,O,O,O,O,X,O,O,X,X,X,X,X,X
ZOSILTJ,O,O,O,X,X,O,X,X,X,X,O,O,X,X,X
ZOSILJT,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOSIJTL,X,O,O,O,O,O,X,O,O,X,X,X,X,X,X
ZOSIJLT,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOSLTIJ,O,O,O,O,O,O,X,O,O,X,O,O,X,X,X
ZOSLTJI,O,O,O,O,O,O,X,O,O,X,O,O,X,X,X
ZOSLITJ,O,O,O,X,X,O,X,X,X,X,O,O,X,X,X
ZOSLIJT,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOSLJTI,O,O,O,O,O,O,X,O,O,X,O,O,X,X,X
ZOSLJIT,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOSJTIL,X,O,O,O,O,O,X,O,O,X,X,X,X,X,X
ZOSJTLI,X,O,O,O,O,O,X,O,O,X,X,X,X,X,X
ZOSJITL,X,O,O,O,O,O,X,O,O,X,X,X,X,X,X
ZOSJILT,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOSJLTI,X,O,O,O,O,O,X,O,O,X,X,X,X,X,X
ZOSJLIT,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OTILJSZ,O,O,O,O,O,X,O,O,X,O,O,O,O,X,X
OTILJZS,O,X,O,O,O,X,O,X,O,O,O,O,O,X,X
OTILSJZ,O,O,O,O,O,X,O,O,X,O,O,O,O,X,X
OTILSZJ,O,O,O,X,O,O,X,O,X,O,O,O,O,X,X
OTILZJS,O,X,O,O,O,X,O,X,O,O,O,O,O,X,X
OTILZSJ,O,X,O,O,X,O,X,X,O,O,O,O,O,X,X
OTIJLSZ,O,O,O,O,O,X,O,O,X,O,O,O,O,X,X
OTIJLZS,O,X,O,O,O,X,O,X,O,O,O,O,O,X,X
OTIJSLZ,O,X,O,O,O,X,O,O,X,O,X,O,X,X,X
OTIJSZL,O,O,O,X,O,O,X,O,O,O,X,X,X,X,X
OTIJZLS,O,O,X,O,O,X,O,X,O,O,O,X,X,X,X
OTIJZSL,O,O,O,O,X,O,X,O,O,O,X,X,X,X,X
OTISLJZ,O,X,O,O,O,X,O,O,X,O,O,O,X,X,X
OTISLZJ,O,X,O,X,O,O,X,O,X,O,O,O,X,X,X
OTISJLZ,O,X,O,O,O,X,O,O,X,O,X,O,X,X,X
OTISJZL,O,O,O,X,O,O,X,O,O,O,X,X,X,X,X
OTISZLJ,O,O,O,X,O,O,X,O,O,O,O,O,X,X,X
OTISZJL,O,O,O,X,O,O,X,O,O,O,X,X,X,X,X
OTIZLJS,O,O,X,O,O,X,O,X,O,O,O,O,X,X,X
OTIZLSJ,O,X,X,O,X,O,X,X,O,O,O,O,X,X,X
OTIZJLS,O,O,X,O,O,X,O,X,O,O,O,X,X,X,X
OTIZJSL,O,O,O,O,X,O,X,O,O,O,X,X,X,X,X
OTIZSLJ,O,X,O,O,X,O,X,O,O,O,O,O,X,X,X
OTIZSJL,O,O,O,O,X,O,X,O,O,O,X,X,X,X,X
OTLIJSZ,O,O,O,O,O,X,O,O,X,X,O,O,O,X,X
OTLIJZS,O,X,O,O,O,X,O,X,O,X,O,O,O,X,X
OTLISJZ,O,O,O,O,O,X,O,O,X,X,O,O,O,X,X
OTLISZJ,O,O,O,X,O,O,X,O,X,X,O,O,O,X,X
OTLIZJS,O,X,O,O,O,X,O,X,O,X,O,O,O,X,X
OTLIZSJ,O,X,O,O,X,O,X,X,O,X,O,O,O,X,X
OTLJISZ,O,O,O,O,O,X,O,O,X,X,O,O,O,X,X
OTLJIZS,O,X,O,O,O,X,O,X,O,X,O,O,O,X,X
OTLJSIZ,O,O,O,O,O,X,X,O,X,X,O,O,O,X,O
OTLJSZI,O,O,O,O,O,X,X,O,X,X,O,O,O,X,X
OTLJZIS,O,X,O,O,O,X,X,X,O,X,O,O,O,O,X
OTLJZSI,O,X,O,O,O,X,X,X,O,X,O,O,O,X,X
OTLSIJZ,O,O,O,O,O,X,X,O,X,X,O,O,O,X,O
OTLSIZJ,O,O,O,X,O,O,X,O,X,X,O,O,O,X,X
OTLSJIZ,O,O,O,O,O,X,X,O,X,X,O,O,O,X,O
OTLSJZI,O,O,O,O,O,X,X,O,X,X,O,O,O,X,X
OTLSZIJ,O,O,O,O,O,O,X,O,X,X,O,O,X,X,X
OTLSZJI,O,O,O,O,O,O,X,O,X,X,O,O,O,X,X
OTLZIJS,O,X,O,O,O,X,X,X,O,X,O,O,O,O,X
OTLZISJ,O,X,O,O,X,O,X,X,O,X,O,O,O,X,X
OTLZJIS,O,X,O,O,O,X,X,X,O,X,O,O,O,O,X
OTLZJSI,O,X,O,O,O,X,X,X,O,X,O,O,O,X,X
OTLZSIJ,O,X,O,O,O,O,X,X,O,X,O,O,X,X,X
OTLZSJI,O,X,O,O,O,O,X,X,O,X,O,O,O,X,X
OTJILSZ,O,O,O,O,O,X,O,O,X,X,O,O,O,X,X
OTJILZS,O,X,O,O,O,X,O,X,O,X,O,O,O,X,X
OTJISLZ,O,X,O,O,O,X,O,O,X,X,X,O,X,X,X
OTJISZL,O,O,O,X,O,O,X,O,O,X,X,X,X,X,X
OTJIZLS,O,O,X,O,O,X,O,X,O,X,O,X,X,X,X
OTJIZSL,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X
OTJLISZ,O,O,O,O,O,X,O,O,X,X,O,O,O,X,X
OTJLIZS,O,X,O,O,O,X,O,X,O,X,O,O,O,X,X
OTJLSIZ,O,O,O,O,O,X,X,O,X,X,O,O,O,X,O
OTJLSZI,O,O,O,O,O,X,X,O,X,X,O,O,O,X,X
OTJLZIS,O,X,O,O,O,X,X,X,O,X,O,O,O,O,X
OTJLZSI,O,X,O,O,O,X,X,X,O,X,O,O,O,X,X
OTJSILZ,O,X,O,O,O,X,X,O,X,X,X,O,X,X,O
OTJSIZL,O,O,O,X,O,O,X,O,O,X,X,X,X,X,X
OTJSLIZ,O,O,O,O,O,X,X,O,X,X,X,O,X,X,O
OTJSLZI,O,O,O,O,O,X,X,O,X,X,X,O,X,X,X
OTJSZIL,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
OTJSZLI,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
OTJZILS,O,O,X,O,O,X,X,X,O,X,O,X,X,O,X
OTJZISL,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X
OTJZLIS,O,O,O,O,O,X,X,X,O,X,O,X,X,O,X
OTJZLSI,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X
OTJZSIL,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
OTJZSLI,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
OTSILJZ,O,X,O,O,O,X,X,O,X,O,O,O,X,X,O
OTSILZJ,O,X,O,X,O,O,X,O,X,O,O,O,X,X,X
OTSIJLZ,O,X,O,O,O,X,X,O,X,O,X,O,X,X,O
OTSIJZL,O,O,O,X,O,O,X,O,O,O,X,X,X,X,X
OTSIZLJ,O,O,O,X,O,O,X,O,O,O,O,O,X,X,X
OTSIZJL,O,O,O,X,O,O,X,O,O,O,X,X,X,X,X
OTSLIJZ,O,O,O,O,O,X,X,O,X,X,O,O,X,X,O
OTSLIZJ,O,O,O,X,O,O,X,O,X,X,O,O,X,X,X
OTSLJIZ,O,O,O,O,O,X,X,O,X,X,O,O,X,X,O
OTSLJZI,O,O,O,O,O,X,X,O,X,X,O,O,X,X,X
OTSLZIJ,O,O,O,O,O,O,X,O,X,X,O,O,X,X,X
OTSLZJI,O,O,O,O,O,O,X,O,X,X,O,O,X,X,X
OTSJILZ,O,X,O,O,O,X,X,O,X,X,X,O,X,X,O
OTSJIZL,O,O,O,X,O,O,X,O,O,X,X,X,X,X,X
OTSJLIZ,O,O,O,O,O,X,X,O,X,X,X,O,X,X,O
OTSJLZI,O,O,O,O,O,X,X,O,X,X,X,O,X,X,X
OTSJZIL,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
OTSJZLI,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
OTSZILJ,O,O,O,O,O,O,X,O,O,X,O,O,X,X,X
OTSZIJL,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
OTSZLIJ,O,O,O,O,O,O,X,O,O,X,O,O,X,X,X
OTSZLJI,O,O,O,O,O,O,X,O,O,X,O,O,X,X,X
OTSZJIL,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
OTSZJLI,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
OTZILJS,O,O,X,O,O,X,X,X,O,X,O,O,X,O,X
OTZILSJ,O,X,X,O,X,O,X,X,O,X,O,O,X,X,X
OTZIJLS,O,O,X,O,O,X,X,X,O,X,O,X,X,O,X
OTZIJSL,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X
OTZISLJ,O,O,O,O,X,O,X,O,O,X,O,O,X,X,X
OTZISJL,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X
OTZLIJS,O,O,O,O,O,X,X,X,O,X,O,O,X,O,X
OTZLISJ,O,X,O,O,X,O,X,X,O,X,O,O,X,X,X
OTZLJIS,O,O,O,O,O,X,X,X,O,X,O,O,X,O,X
OTZLJSI,O,O,O,O,O,X,X,X,O,X,O,O,X,X,X
OTZLSIJ,O,O,O,O,O,O,X,X,O,X,O,O,X,X,X
OTZLSJI,O,O,O,O,O,O,X,X,O,X,O,O,X,X,X
OTZJILS,O,O,X,O,O,X,X,X,O,X,O,X,X,O,X
OTZJISL,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X
OTZJLIS,O,O,O,O,O,X,X,X,O,X,O,X,X,O,X
OTZJLSI,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X
OTZJSIL,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
OTZJSLI,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
OTZSILJ,O,O,O,O,O,O,X,O,O,X,O,O,X,X,X
OTZSIJL,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
OTZSLIJ,O,O,O,O,O,O,X,O,O,X,O,O,X,X,X
OTZSLJI,O,O,O,O,O,O,X,O,O,X,O,O,X,X,X
OTZSJIL,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
OTZSJLI,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
OITLJSZ,O,X,O,O,O,X,O,O,X,O,O,O,O,X,X
OITLJZS,O,X,O,O,O,X,O,X,O,O,O,O,O,X,X
OITLSJZ,O,X,O,O,O,X,O,O,X,O,O,O,O,X,X
OITLSZJ,O,X,O,X,O,O,X,O,X,O,O,O,O,X,X
OITLZJS,O,X,O,O,O,X,O,X,O,O,O,O,O,X,X
OITLZSJ,O,X,O,O,X,O,X,X,O,O,O,O,O,X,X
OITJLSZ,O,X,O,O,O,X,O,O,X,O,O,O,O,X,X
OITJLZS,O,X,O,O,O,X,O,X,O,O,O,O,O,X,X
OITJSLZ,O,X,O,O,O,X,O,O,X,O,X,O,X,X,X
OITJSZL,O,X,O,X,O,O,X,O,O,O,X,X,X,X,X
OITJZLS,O,X,X,O,O,X,O,X,O,O,O,X,X,X,X
OITJZSL,O,X,O,O,X,O,X,O,O,O,X,X,X,X,X
OITSLJZ,O,X,O,O,O,X,O,O,X,O,O,O,X,X,X
OITSLZJ,O,X,O,X,O,O,X,O,X,O,O,O,X,X,X
OITSJLZ,O,X,O,O,O,X,O,O,X,O,X,O,X,X,X
OITSJZL,O,X,O,X,O,O,X,O,O,O,X,X,X,X,X
OITSZLJ,O,X,O,X,O,O,X,O,O,O,O,O,X,X,X
OITSZJL,O,X,O,X,O,O,X,O,O,O,X,X,X,X,X
OITZLJS,O,X,X,O,O,X,O,X,O,O,O,O,X,X,X
OITZLSJ,O,X,X,O,X,O,X,X,O,O,O,O,X,X,X
OITZJLS,O,X,X,O,O,X,O,X,O,O,O,X,X,X,X
OITZJSL,O,X,O,O,X,O,X,O,O,O,X,X,X,X,X
OITZSLJ,O,X,O,O,X,O,X,O,O,O,O,O,X,X,X
OITZSJL,O,X,O,O,X,O,X,O,O,O,X,X,X,X,X
OILTJSZ,O,X,O,O,O,X,O,O,X,O,O,O,O,X,X
OILTJZS,O,X,O,O,O,X,O,X,O,O,O,O,O,X,X
OILTSJZ,O,X,O,O,O,X,O,O,X,O,O,O,O,X,X
OILTSZJ,O,X,O,X,O,O,X,O,X,O,O,O,O,X,X
OILTZJS,O,X,O,O,O,X,O,X,O,O,O,O,O,X,X
OILTZSJ,O,X,O,O,X,O,X,X,O,O,O,O,O,X,X
OILJTSZ,O,X,O,O,O,X,O,O,X,O,O,O,O,X,X
OILJTZS,O,X,O,O,O,X,O,X,O,O,O,O,O,X,X
OILJSTZ,O,X,O,X,O,X,O,O,X,O,X,O,O,X,X
OILJSZT,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X
OILJZTS,O,X,X,O,X,X,O,X,O,O,O,X,O,X,X
OILJZST,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X
OILSTJZ,O,X,O,X,O,X,O,O,X,O,O,O,O,X,X
OILSTZJ,O,X,O,X,O,O,X,O,X,O,O,O,O,X,X
OILSJTZ,O,X,O,X,O,X,O,O,X,O,X,O,O,X,X
OILSJZT,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X
OILSZTJ,O,X,O,X,X,O,X,X,X,O,O,O,O,X,X
OILSZJT,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X
OILZTJS,O,X,O,O,X,X,O,X,O,O,O,O,O,X,X
