sequence,v115@QhA8DeI8EeB8Jex/IvhFylBFiBXjBTkB0qBWxB,v115@QhA8DeI8EeB8JeT/IvhFUiBFjBxpB/qBarBWxB,v115@QhA8DeI8EeB8Jem/IvhFChBxiBTkB0qBlrB3sB,v115@QhA8DeI8EeB8JeT/IvhFylBFiBXjBxpBWxB0qB,v115@QhA8DeI8EeB8JeT/IvhFmgBCiBXjBxpB0qBVxB,v115@QhA8DeI8EeB8JeKEJvhFzfB+lBxmBXoBVwBUsB,v115@QhA8DeI8EeB8JeKEJvhFRgB3hBFjBUlBWwBTsB,v115@QhA8DeI8EeB8JeUBJvhFFiBXjBTkB6qBmkBxwB,v115@QhA8DeI8EeB8Jei/IvhFRhBFjB3kB0qBGrBTsB,v115@QhA8DeI8EeB8Jei/IvhF3hBFjBxpBGqBTsBUrB,v115@QhA8DeI8EeB8JeKEJvhFzfB+lBxnBXrBlsB0rB,v115@QhA8DeI8EeB8JeOEJvhF6lBxhBXjBzkBVwBUsB,v115@QhA8DeI8EeB8JeKEJvhFGgBThBFjBUlB/sBRwB,v115@QhA8DeI8EeB8JeOEJvhF6lBxiBzkBXrBlsB0rB,v115@QhA8DeI8EeB8Jex/IvhF2nBTkB/qBFrB0rBCtB,v115@QhA8DeI8EeB8Je0/IvhF6lBThBFjB2pB/sBRwB,v115@QhA8DeI8EeB8Je1GJvhFXjBxkBikBGqBUrBTsB
JOLISZT,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,O,X
JOLIZTS,X,X,O,X,X,X,X,X,X,X,O,X,O,O,X,O,X
JOLIZST,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X
JOLSTIZ,X,X,X,X,X,O,X,X,X,X,O,O,X,O,O,X,X
JOLSTZI,X,X,X,X,X,O,X,O,X,X,O,O,X,O,O,X,X
JOLSITZ,X,X,X,X,X,O,X,X,X,X,O,O,X,O,O,X,X
JOLSIZT,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
JOLSZTI,X,X,X,X,X,O,X,O,X,X,O,O,X,O,X,X,X
JOLSZIT,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
JOLZTIS,X,X,O,X,X,O,X,X,X,X,O,O,O,O,X,O,X
JOLZTSI,X,X,O,X,X,O,X,O,X,X,O,O,O,O,X,O,X
JOLZITS,X,X,O,X,X,X,X,X,X,X,O,X,O,O,X,O,X
JOLZIST,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X
JOLZSTI,X,X,O,X,X,O,X,O,X,X,O,O,O,O,X,O,X
JOLZSIT,X,X,O,X,X,O,X,X,X,X,X,O,O,X,X,O,X
JOSTILZ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O
JOSTIZL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
JOSTLIZ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
JOSTLZI,X,X,X,X,X,X,X,O,X,X,X,O,X,X,O,X,X
JOSTZIL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
JOSTZLI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
JOSITLZ,X,X,X,X,O,X,X,X,X,X,X,O,X,X,O,X,O
JOSITZL,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
JOSILTZ,X,X,X,X,O,O,X,X,X,X,X,O,X,O,O,O,X
JOSILZT,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,O,X
JOSIZTL,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X
JOSIZLT,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X
JOSLTIZ,X,X,X,X,X,O,X,X,X,X,X,O,X,O,O,X,X
JOSLTZI,X,X,X,X,X,O,X,O,X,X,X,O,X,O,O,X,X
JOSLITZ,X,X,X,X,X,O,X,X,X,X,X,O,X,O,O,X,X
JOSLIZT,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
JOSLZTI,X,X,X,X,X,O,X,O,X,X,X,O,X,O,X,X,X
JOSLZIT,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
JOSZTIL,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
JOSZTLI,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
JOSZITL,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
JOSZILT,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X
JOSZLTI,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X
JOSZLIT,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X
JOZTILS,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
JOZTISL,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZTLIS,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
JOZTLSI,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
JOZTSIL,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZTSLI,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZITLS,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
JOZITSL,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZILTS,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X
JOZILST,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
JOZISTL,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZISLT,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
JOZLTIS,O,X,O,X,X,X,X,X,X,X,X,O,X,O,X,O,X
JOZLTSI,O,X,O,X,X,X,X,X,X,X,X,O,X,O,X,O,X
JOZLITS,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X
JOZLIST,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
JOZLSTI,O,X,O,X,X,X,X,X,X,X,X,O,X,O,X,O,X
JOZLSIT,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X
JOZSTIL,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
JOZSTLI,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
JOZSITL,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
JOZSILT,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X
JOZSLTI,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X
JOZSLIT,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X
STILJZO,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
STILJOZ,X,O,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X
STILZJO,X,O,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X
STILZOJ,X,O,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X
STILOJZ,X,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X
STILOZJ,X,O,X,X,O,X,O,O,X,O,X,X,X,X,X,X,X
STIJLZO,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O
STIJLOZ,X,O,X,O,O,O,X,X,X,O,X,X,X,X,X,X,O
STIJZLO,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O
STIJZOL,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
STIJOLZ,X,O,X,O,O,X,X,X,X,O,X,O,X,X,X,X,O
STIJOZL,X,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X
STIZLJO,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
STIZLOJ,O,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X
STIZJLO,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
STIZJOL,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
STIZOLJ,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
STIZOJL,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
STIOLJZ,X,O,X,O,O,X,X,X,X,O,X,O,X,X,X,X,X
STIOLZJ,X,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X
STIOJLZ,X,O,X,O,O,X,X,X,X,O,X,O,X,X,X,X,X
STIOJZL,X,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X
STIOZLJ,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
STIOZJL,O,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X
STLIJZO,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
STLIJOZ,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
STLIZJO,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
STLIZOJ,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X
STLIOJZ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STLIOZJ,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
STLJIZO,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O
STLJIOZ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
STLJZIO,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
STLJZOI,X,X,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X
STLJOIZ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STLJOZI,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
STLZIJO,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
STLZIOJ,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X
STLZJIO,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
STLZJOI,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X
STLZOIJ,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X
STLZOJI,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X
STLOIJZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STLOIZJ,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
STLOJIZ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STLOJZI,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
STLOZIJ,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X
STLOZJI,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X
STJILZO,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O
STJILOZ,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,O
STJIZLO,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O
STJIZOL,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
STJIOLZ,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,O
STJIOZL,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
STJLIZO,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O
STJLIOZ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
STJLZIO,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
STJLZOI,X,X,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X
STJLOIZ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STJLOZI,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
STJZILO,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O
STJZIOL,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
STJZLIO,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
STJZLOI,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
STJZOIL,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
STJZOLI,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
STJOILZ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O
STJOIZL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
STJOLIZ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
STJOLZI,X,X,X,X,X,X,X,O,X,X,X,O,X,X,O,X,X
STJOZIL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
STJOZLI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
STZILJO,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
STZILOJ,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
STZIJLO,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
STZIJOL,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
STZIOLJ,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
STZIOJL,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
STZLIJO,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
STZLIOJ,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X
STZLJIO,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
STZLJOI,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X
STZLOIJ,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X
STZLOJI,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X
STZJILO,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O
STZJIOL,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
STZJLIO,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
STZJLOI,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
STZJOIL,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
STZJOLI,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
STZOILJ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
STZOIJL,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
STZOLIJ,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
STZOLJI,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
STZOJIL,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
STZOJLI,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
STOILJZ,X,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X
STOILZJ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STOIJLZ,X,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X
STOIJZL,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
STOIZLJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STOIZJL,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
STOLIJZ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
STOLIZJ,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
STOLJIZ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
STOLJZI,X,X,X,X,X,X,X,O,X,X,X,O,X,X,O,X,X
STOLZIJ,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X
STOLZJI,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X
STOJILZ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O
STOJIZL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
STOJLIZ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
STOJLZI,X,X,X,X,X,X,X,O,X,X,X,O,X,X,O,X,X
STOJZIL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
STOJZLI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
STOZILJ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
STOZIJL,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
STOZLIJ,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
STOZLJI,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
STOZJIL,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
STOZJLI,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
SITLJZO,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
SITLJOZ,X,O,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X
SITLZJO,X,O,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X
SITLZOJ,X,O,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X
SITLOJZ,X,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X
SITLOZJ,X,O,X,X,O,X,O,O,X,O,X,X,X,X,X,X,X
SITJLZO,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O
SITJLOZ,X,O,X,O,O,O,X,X,X,O,X,X,X,X,X,X,O
SITJZLO,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O
SITJZOL,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SITJOLZ,X,O,X,O,O,X,X,X,X,O,X,O,X,X,X,X,O
SITJOZL,X,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X
SITZLJO,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
SITZLOJ,O,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X
SITZJLO,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
SITZJOL,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
SITZOLJ,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
SITZOJL,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
SITOLJZ,X,O,X,O,O,X,X,X,X,O,X,O,X,X,X,X,X
SITOLZJ,X,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X
SITOJLZ,X,O,X,O,O,X,X,X,X,O,X,O,X,X,X,X,X
SITOJZL,X,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X
SITOZLJ,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
SITOZJL,O,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X
SILTJZO,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
SILTJOZ,X,O,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X
SILTZJO,X,O,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X
SILTZOJ,X,O,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X
SILTOJZ,X,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X
SILTOZJ,X,O,X,X,O,X,O,O,X,O,X,X,X,X,X,X,X
SILJTZO,X,O,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X
SILJTOZ,X,O,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X
SILJZTO,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SILJZOT,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SILJOTZ,X,O,X,O,X,O,X,X,X,O,O,O,X,X,X,X,X
SILJOZT,X,O,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X
SILZTJO,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
SILZTOJ,X,O,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X
SILZJTO,X,O,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X
SILZJOT,X,O,X,O,O,O,O,X,O,X,X,X,X,X,X,X,X
SILZOTJ,X,O,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X
SILZOJT,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
SILOTJZ,X,O,X,O,O,X,X,X,X,O,X,O,X,X,X,X,X
SILOTZJ,X,O,X,X,O,X,O,O,X,O,X,X,X,X,X,X,X
SILOJTZ,X,O,X,O,X,O,X,X,X,O,O,O,X,X,X,X,X
SILOJZT,X,O,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X
SILOZTJ,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
SILOZJT,X,O,X,O,O,X,X,X,X,O,X,O,X,X,X,X,X
SIJTLZO,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O
SIJTLOZ,X,O,X,O,O,O,X,X,X,O,X,X,X,X,X,X,O
SIJTZLO,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O
SIJTZOL,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SIJTOLZ,X,O,X,O,O,X,X,X,X,O,X,O,X,X,X,X,O
SIJTOZL,X,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X
SIJLTZO,X,O,X,O,O,O,X,X,X,X,O,X,X,X,X,X,O
SIJLTOZ,X,O,X,O,O,O,X,X,X,O,O,X,X,X,X,X,O
SIJLZTO,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJLZOT,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SIJLOTZ,X,O,X,O,O,O,X,X,X,O,O,O,X,X,X,X,X
SIJLOZT,X,O,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X
SIJZTLO,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O
SIJZTOL,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SIJZLTO,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SIJZLOT,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
SIJZOTL,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SIJZOLT,X,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X
SIJOTLZ,X,O,X,O,O,X,X,X,X,O,X,O,X,X,O,X,O
SIJOTZL,X,O,X,O,O,X,X,X,X,O,X,X,X,X,O,X,X
SIJOLTZ,X,O,X,O,O,O,X,X,X,O,X,O,X,O,O,X,X
SIJOLZT,X,O,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X
SIJOZTL,X,O,X,O,O,X,X,X,X,O,X,X,X,X,O,X,X
SIJOZLT,X,O,X,O,O,X,X,X,X,O,X,O,X,X,X,X,X
SIZTLJO,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
SIZTLOJ,O,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X
SIZTJLO,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
SIZTJOL,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
SIZTOLJ,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
SIZTOJL,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
SIZLTJO,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SIZLTOJ,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
SIZLJTO,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
SIZLJOT,X,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X
SIZLOTJ,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
SIZLOJT,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
SIZJTLO,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
SIZJTOL,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
SIZJLTO,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
SIZJLOT,X,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X
SIZJOTL,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
SIZJOLT,X,O,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X
SIZOTLJ,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
SIZOTJL,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
SIZOLTJ,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SIZOLJT,O,O,O,O,O,X,X,X,O,X,X,O,X,X,X,X,X
SIZOJTL,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
SIZOJLT,O,O,O,O,O,X,X,X,O,X,X,O,X,X,X,X,X
SIOTLJZ,X,O,X,O,O,X,X,X,X,O,X,O,X,X,O,X,X
SIOTLZJ,X,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X
SIOTJLZ,X,O,X,O,O,X,X,X,X,O,X,O,X,X,O,X,X
SIOTJZL,X,O,X,O,O,X,X,X,X,O,X,X,X,X,O,X,X
SIOTZLJ,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
SIOTZJL,O,O,X,O,O,X,X,X,X,O,X,X,X,X,O,X,X
SIOLTJZ,X,O,X,O,O,X,X,X,X,O,X,O,X,X,O,X,X
SIOLTZJ,X,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X
SIOLJTZ,X,O,X,O,X,O,X,X,X,O,X,O,X,O,O,X,X
SIOLJZT,X,O,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X
SIOLZTJ,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
SIOLZJT,X,O,X,O,O,X,X,X,X,O,X,O,X,X,X,X,X
SIOJTLZ,X,O,X,O,O,X,X,X,X,O,X,O,X,X,O,X,X
SIOJTZL,X,O,X,O,O,X,X,X,X,O,X,X,X,X,O,X,X
SIOJLTZ,X,O,X,O,X,O,X,X,X,O,X,O,X,O,O,X,X
SIOJLZT,X,O,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X
SIOJZTL,X,O,O,O,O,X,X,X,X,O,X,X,X,X,O,X,X
SIOJZLT,X,O,O,O,O,X,X,X,X,O,X,O,X,X,X,X,X
SIOZTLJ,O,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
SIOZTJL,O,O,O,O,O,X,X,X,X,O,X,X,X,X,O,X,X
SIOZLTJ,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SIOZLJT,O,O,O,O,O,X,X,X,X,O,X,O,X,X,X,X,X
SIOZJTL,O,O,O,O,O,X,X,X,X,O,X,X,X,X,O,X,X
SIOZJLT,O,O,O,O,O,X,X,X,X,O,X,O,X,X,X,X,X
SLTIJZO,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SLTIJOZ,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SLTIZJO,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
SLTIZOJ,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X
SLTIOJZ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLTIOZJ,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
SLTJIZO,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O
SLTJIOZ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
SLTJZIO,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
SLTJZOI,X,X,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X
SLTJOIZ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SLTJOZI,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
SLTZIJO,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
SLTZIOJ,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X
SLTZJIO,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
