sequence,v115@+gB8HeA8IeB8EeB8AeB8DeC8JeZEJvhF3gBcmB6nBT?jBdsBWwB,v115@+gB8HeA8IeB8EeB8AeB8DeC8JeZEJvhF3gBumB9nBT?jB8qBywB,v115@+gB8HeA8IeB8EeB8AeB8DeC8JeZEJvhF9lBymB+nBT?jBXrB0rB,v115@+gB8HeA8IeB8EeB8AeB8DeC8JeZEJvhF9lBOmBXiBT?jBcsBSwB,v115@+gB8HeA8IeB8EeB8AeB8DeC8JeZEJvhF9lBymB+nBT?jB0rBXrB,v115@+gB8HeA8IeB8EeB8AeB8DeC8JeZEJvhF9lB2mBTjBc?sBXrBCsB,v115@+gB8HeA8IeB8EeB8AeB8DeC8JeZEJvhF9lB6nBTjBm?mBXrB0rB,v115@+gB8HeA8IeB8EeB8AeB8DeC8JeZEJvhFihB9nBTjB0?lBfsBWwB,v115@+gB8HeA8IeB8EeB8AeB8DeC8JeZEJvhF3hB9nBTjB6?qBmrBUrB
LTZSJOI,O,O,X,O,O,O,O,O,X
LTZSOIJ,O,O,X,O,X,O,O,O,O
LTZSOJI,O,O,X,O,X,O,O,O,X
LTZOIJS,O,O,X,O,O,X,X,X,O
LTZOISJ,O,O,X,O,X,O,O,O,O
LTZOJIS,O,O,X,O,O,X,X,X,O
LTZOJSI,O,O,X,O,O,X,X,X,O
LTZOSIJ,O,O,X,O,X,O,O,O,O
LTZOSJI,O,O,X,O,X,O,O,O,X
LTOIJSZ,O,O,O,O,O,X,O,X,O
LTOIJZS,O,O,O,O,O,X,X,X,O
LTOISJZ,O,O,O,O,X,X,O,X,O
LTOISZJ,O,O,X,O,X,O,O,O,O
LTOIZJS,O,O,X,O,O,X,X,X,O
LTOIZSJ,O,O,X,O,X,O,O,O,O
LTOJISZ,O,O,O,O,O,X,O,X,O
LTOJIZS,O,O,O,O,O,X,X,X,O
LTOJSIZ,O,O,O,O,O,X,O,X,O
LTOJSZI,O,O,O,O,X,X,O,X,O
LTOJZIS,O,O,O,O,O,X,X,X,O
LTOJZSI,O,O,X,O,O,X,X,X,O
LTOSIJZ,O,O,O,O,X,X,O,X,O
LTOSIZJ,O,O,X,O,X,O,O,O,O
LTOSJIZ,O,O,O,O,X,X,O,X,O
LTOSJZI,O,O,O,O,X,X,O,X,O
LTOSZIJ,O,O,X,O,X,O,O,O,O
LTOSZJI,O,O,X,O,X,O,O,O,X
LTOZIJS,O,O,X,O,O,X,X,X,O
LTOZISJ,O,O,X,O,X,O,O,O,O
LTOZJIS,O,O,X,O,O,X,X,X,O
LTOZJSI,O,O,X,O,O,X,X,X,O
LTOZSIJ,O,O,X,O,X,O,O,O,O
LTOZSJI,O,O,X,O,X,O,O,O,X
LITJSZO,O,O,O,O,X,X,O,X,O
LITJSOZ,O,O,O,O,O,X,O,X,O
LITJZSO,O,O,X,O,O,X,X,X,O
LITJZOS,O,O,O,O,O,X,X,X,O
LITJOSZ,O,O,O,O,O,X,O,X,O
LITJOZS,O,O,O,O,O,X,X,X,O
LITSJZO,O,O,O,O,X,X,O,X,O
LITSJOZ,O,O,O,O,X,X,O,X,O
LITSZJO,O,O,O,O,X,O,O,O,X
LITSZOJ,O,O,X,O,X,O,O,O,O
LITSOJZ,O,O,O,O,X,X,O,X,O
LITSOZJ,O,O,X,O,X,O,O,O,O
LITZJSO,O,O,X,O,O,X,X,X,O
LITZJOS,O,O,X,O,O,X,X,X,O
LITZSJO,O,O,X,O,O,O,O,O,X
LITZSOJ,O,O,X,O,X,O,O,O,O
LITZOJS,O,O,X,O,O,X,X,X,O
LITZOSJ,O,O,X,O,X,O,O,O,O
LITOJSZ,O,O,O,O,O,X,O,X,O
LITOJZS,O,O,O,O,O,X,X,X,O
LITOSJZ,O,O,O,O,X,X,O,X,O
LITOSZJ,O,O,X,O,X,O,O,O,O
LITOZJS,O,O,X,O,O,X,X,X,O
LITOZSJ,O,O,X,O,X,O,O,O,O
LIJTSZO,O,O,O,O,X,X,O,X,O
LIJTSOZ,O,O,O,O,O,X,O,X,O
LIJTZSO,O,O,X,O,O,X,X,X,O
LIJTZOS,O,O,O,O,O,X,X,X,O
LIJTOSZ,O,O,O,O,O,X,O,X,O
LIJTOZS,O,O,O,O,O,X,X,X,O
LIJSTZO,O,O,O,X,X,X,O,X,O
LIJSTOZ,O,O,O,X,X,X,O,X,O
LIJSZTO,O,O,X,X,X,X,X,X,O
LIJSZOT,O,O,X,X,X,X,X,X,X
LIJSOTZ,O,X,O,X,X,X,O,X,O
LIJSOZT,O,X,X,X,X,X,X,X,X
LIJZTSO,O,O,X,O,O,X,X,X,O
LIJZTOS,O,O,X,O,O,X,X,X,O
LIJZSTO,O,O,X,O,X,X,X,X,O
LIJZSOT,O,O,X,O,X,X,X,X,X
LIJZOTS,O,O,X,O,O,X,X,X,O
LIJZOST,O,O,X,O,X,X,X,X,X
LIJOTSZ,O,O,O,O,O,X,O,X,O
LIJOTZS,O,O,O,O,O,X,X,X,O
LIJOSTZ,O,X,O,X,X,X,O,X,O
LIJOSZT,O,X,X,X,X,X,X,X,X
LIJOZTS,O,O,X,O,O,X,X,X,O
LIJOZST,O,O,X,O,X,X,X,X,X
LISTJZO,O,O,O,O,X,X,O,X,O
LISTJOZ,O,O,O,O,X,X,O,X,O
LISTZJO,O,O,O,O,X,O,O,O,X
LISTZOJ,O,O,X,O,X,O,O,O,O
LISTOJZ,O,O,O,O,X,X,O,X,O
LISTOZJ,O,O,X,O,X,O,O,O,O
LISJTZO,O,O,O,X,X,X,O,X,O
LISJTOZ,O,O,O,X,X,X,O,X,O
LISJZTO,O,O,X,X,X,X,X,X,O
LISJZOT,O,O,X,X,X,X,X,X,X
LISJOTZ,O,X,O,X,X,X,O,X,O
LISJOZT,O,X,X,X,X,X,X,X,X
LISZTJO,X,O,X,O,X,O,O,O,X
LISZTOJ,X,O,X,O,X,O,O,O,X
LISZJTO,X,O,X,O,X,X,X,O,X
LISZJOT,X,O,X,O,X,X,X,X,X
LISZOTJ,X,O,X,O,X,O,O,O,X
LISZOJT,X,O,X,O,X,X,X,X,X
LISOTJZ,O,O,O,O,X,X,O,X,O
LISOTZJ,O,O,X,O,X,O,O,O,O
LISOJTZ,O,X,O,X,X,X,O,X,O
LISOJZT,O,X,X,X,X,X,X,X,X
LISOZTJ,X,O,X,O,X,O,O,O,X
LISOZJT,X,O,X,O,X,X,X,X,X
LIZTJSO,O,O,X,O,O,X,X,X,O
LIZTJOS,O,O,X,O,O,X,X,X,O
LIZTSJO,O,O,X,O,O,O,O,O,X
LIZTSOJ,O,O,X,O,X,O,O,O,O
LIZTOJS,O,O,X,O,O,X,X,X,O
LIZTOSJ,O,O,X,O,X,O,O,O,O
LIZJTSO,O,O,X,O,O,X,X,X,O
LIZJTOS,O,O,X,O,O,X,X,X,O
LIZJSTO,X,O,X,O,X,X,X,O,O
LIZJSOT,X,O,X,O,X,X,X,X,X
LIZJOTS,O,O,X,O,O,X,X,X,O
LIZJOST,X,O,X,O,X,X,X,X,X
LIZSTJO,X,O,X,O,X,O,O,O,X
LIZSTOJ,X,O,X,O,X,O,O,O,X
LIZSJTO,X,O,X,O,X,X,X,O,X
LIZSJOT,X,O,X,O,X,X,X,X,X
LIZSOTJ,X,O,X,O,X,O,O,O,X
LIZSOJT,X,O,X,O,X,X,X,X,X
LIZOTJS,O,O,X,O,O,X,X,X,O
LIZOTSJ,O,O,X,O,X,O,O,O,O
LIZOJTS,O,O,X,O,O,X,X,X,O
LIZOJST,X,O,X,O,X,X,X,X,X
LIZOSTJ,X,O,X,O,X,O,O,O,X
LIZOSJT,X,O,X,O,X,X,X,X,X
LIOTJSZ,O,O,O,O,O,X,O,X,O
LIOTJZS,O,O,O,O,O,X,X,X,O
LIOTSJZ,O,O,O,O,X,X,O,X,O
LIOTSZJ,O,O,X,O,X,O,O,O,O
LIOTZJS,O,O,X,O,O,X,X,X,O
LIOTZSJ,O,O,X,O,X,O,O,O,O
LIOJTSZ,O,O,O,O,O,X,O,X,O
LIOJTZS,O,O,O,O,O,X,X,X,O
LIOJSTZ,O,X,O,X,X,X,O,X,O
LIOJSZT,O,X,X,X,X,X,X,X,X
LIOJZTS,O,O,X,O,O,X,X,X,O
LIOJZST,O,O,X,O,X,X,X,X,X
LIOSTJZ,O,O,O,O,X,X,O,X,O
LIOSTZJ,O,O,X,O,X,O,O,O,O
LIOSJTZ,O,X,O,X,X,X,O,X,O
LIOSJZT,O,X,X,X,X,X,X,X,X
LIOSZTJ,X,O,X,O,X,O,O,O,X
LIOSZJT,X,O,X,O,X,X,X,X,X
LIOZTJS,O,O,X,O,O,X,X,X,O
LIOZTSJ,O,O,X,O,X,O,O,O,O
LIOZJTS,O,O,X,O,O,X,X,X,O
LIOZJST,X,O,X,O,X,X,X,X,X
LIOZSTJ,X,O,X,O,X,O,O,O,X
LIOZSJT,X,O,X,O,X,X,X,X,X
LJTISZO,O,O,O,O,X,X,O,X,O
LJTISOZ,O,O,O,O,O,X,O,X,O
LJTIZSO,O,O,X,O,O,X,X,X,O
LJTIZOS,O,O,O,O,O,X,X,X,O
LJTIOSZ,O,O,O,O,O,X,O,X,O
LJTIOZS,O,O,O,O,O,X,X,X,O
LJTSIZO,O,O,O,O,X,X,O,X,O
LJTSIOZ,O,O,O,O,O,X,O,X,O
LJTSZIO,O,O,O,O,X,X,O,X,O
LJTSZOI,O,O,O,O,X,X,O,X,O
LJTSOIZ,O,O,O,O,O,X,O,X,O
LJTSOZI,O,O,O,O,X,X,O,X,O
LJTZISO,O,O,X,O,O,X,X,X,O
LJTZIOS,O,O,O,O,O,X,X,X,O
LJTZSIO,O,O,X,O,O,X,X,X,O
LJTZSOI,O,O,X,O,O,X,X,X,O
LJTZOIS,O,O,O,O,O,X,X,X,O
LJTZOSI,O,O,X,O,O,X,X,X,O
LJTOISZ,O,O,O,O,O,X,O,X,O
LJTOIZS,O,O,O,O,O,X,X,X,O
LJTOSIZ,O,O,O,O,O,X,O,X,O
LJTOSZI,O,O,O,O,X,X,O,X,O
LJTOZIS,O,O,O,O,O,X,X,X,O
LJTOZSI,O,O,X,O,O,X,X,X,O
LJITSZO,O,O,O,O,X,X,O,X,O
LJITSOZ,O,O,O,O,O,X,O,X,O
LJITZSO,O,O,X,O,O,X,X,X,O
LJITZOS,O,O,O,O,O,X,X,X,O
LJITOSZ,O,O,O,O,O,X,O,X,O
LJITOZS,O,O,O,O,O,X,X,X,O
LJISTZO,O,O,O,X,X,X,O,X,O
LJISTOZ,O,O,O,X,X,X,O,X,O
LJISZTO,O,O,X,X,X,X,X,X,O
LJISZOT,O,O,X,X,X,X,X,X,X
LJISOTZ,O,X,O,X,X,X,O,X,O
LJISOZT,O,X,X,X,X,X,X,X,X
LJIZTSO,O,O,X,O,O,X,X,X,O
LJIZTOS,O,O,X,O,O,X,X,X,O
LJIZSTO,O,O,X,O,X,X,X,X,O
LJIZSOT,O,O,X,O,X,X,X,X,X
LJIZOTS,O,O,X,O,O,X,X,X,O
LJIZOST,O,O,X,O,X,X,X,X,X
LJIOTSZ,O,O,O,O,O,X,O,X,O
LJIOTZS,O,O,O,O,O,X,X,X,O
LJIOSTZ,O,X,O,X,X,X,O,X,O
LJIOSZT,O,X,X,X,X,X,X,X,X
LJIOZTS,O,O,X,O,O,X,X,X,O
LJIOZST,O,O,X,O,X,X,X,X,X
LJSTIZO,O,O,O,X,X,X,O,X,O
LJSTIOZ,O,O,O,X,X,X,O,X,O
LJSTZIO,O,O,O,X,X,X,O,X,O
LJSTZOI,O,O,O,X,X,X,O,X,O
LJSTOIZ,O,O,O,X,X,X,O,X,O
LJSTOZI,O,O,O,X,X,X,O,X,O
LJSITZO,O,O,O,X,X,X,O,X,O
LJSITOZ,O,O,O,X,X,X,O,X,O
LJSIZTO,O,O,X,X,X,X,X,X,O
LJSIZOT,O,O,X,X,X,X,X,X,X
LJSIOTZ,O,X,O,X,X,X,O,X,O
LJSIOZT,O,X,X,X,X,X,X,X,X
LJSZTIO,O,O,X,X,X,X,X,X,O
LJSZTOI,O,O,X,X,X,X,X,X,O
LJSZITO,O,O,X,X,X,X,X,X,O
LJSZIOT,O,O,X,X,X,X,X,X,X
LJSZOTI,O,O,X,X,X,X,X,X,X
LJSZOIT,O,O,X,X,X,X,X,X,X
LJSOTIZ,O,X,O,X,X,X,O,X,O
LJSOTZI,O,X,O,X,X,X,O,X,O
LJSOITZ,O,X,O,X,X,X,O,X,O
LJSOIZT,O,X,X,X,X,X,X,X,X
LJSOZTI,O,X,X,X,X,X,X,X,X
LJSOZIT,O,X,X,X,X,X,X,X,X
LJZTISO,O,O,X,O,O,X,X,X,O
LJZTIOS,O,O,X,O,O,X,X,X,O
LJZTSIO,O,O,X,O,O,X,X,X,O
LJZTSOI,O,O,X,O,O,X,X,X,O
LJZTOIS,O,O,X,O,O,X,X,X,O
LJZTOSI,O,O,X,O,O,X,X,X,O
LJZITSO,O,O,X,O,O,X,X,X,O
LJZITOS,O,O,X,O,O,X,X,X,O
LJZISTO,O,O,X,O,X,X,X,X,O
LJZISOT,O,O,X,O,X,X,X,X,X
LJZIOTS,O,O,X,O,O,X,X,X,O
LJZIOST,O,O,X,O,X,X,X,X,X
LJZSTIO,O,O,X,O,X,X,X,X,O
LJZSTOI,O,O,X,O,X,X,X,X,O
LJZSITO,O,O,X,O,X,X,X,X,O
LJZSIOT,O,O,X,O,X,X,X,X,X
LJZSOTI,O,O,X,O,X,X,X,X,X
LJZSOIT,O,O,X,O,X,X,X,X,X
LJZOTIS,O,O,X,O,O,X,X,X,O
LJZOTSI,O,O,X,O,O,X,X,X,O
LJZOITS,O,O,X,O,O,X,X,X,O
LJZOIST,O,O,X,O,X,X,X,X,X
LJZOSTI,O,O,X,O,X,X,X,X,X
LJZOSIT,O,O,X,O,X,X,X,X,X
LJOTISZ,O,O,O,O,O,X,O,X,O
LJOTIZS,O,O,O,O,O,X,X,X,O
LJOTSIZ,O,O,O,O,O,X,O,X,O
LJOTSZI,O,O,O,O,X,X,O,X,O
LJOTZIS,O,O,O,O,O,X,X,X,O
LJOTZSI,O,O,X,O,O,X,X,X,O
LJOITSZ,O,O,O,O,O,X,O,X,O
LJOITZS,O,O,O,O,O,X,X,X,O
LJOISTZ,O,X,O,X,X,X,O,X,O
LJOISZT,O,X,X,X,X,X,X,X,X
LJOIZTS,O,O,X,O,O,X,X,X,O
LJOIZST,O,O,X,O,X,X,X,X,X
LJOSTIZ,O,X,O,X,X,X,O,X,O
LJOSTZI,O,X,O,X,X,X,O,X,O
LJOSITZ,O,X,O,X,X,X,O,X,O
LJOSIZT,O,X,X,X,X,X,X,X,X
LJOSZTI,O,X,X,X,X,X,X,X,X
LJOSZIT,O,X,X,X,X,X,X,X,X
LJOZTIS,O,O,X,O,O,X,X,X,O
LJOZTSI,O,O,X,O,O,X,X,X,O
LJOZITS,O,O,X,O,O,X,X,X,O
LJOZIST,O,O,X,O,X,X,X,X,X
LJOZSTI,O,O,X,O,X,X,X,X,X
LJOZSIT,O,O,X,O,X,X,X,X,X
LSTIJZO,O,O,O,O,X,X,O,X,O
LSTIJOZ,O,O,O,O,X,X,O,X,O
LSTIZJO,O,O,O,O,X,O,O,O,X
LSTIZOJ,O,O,X,O,X,O,O,O,O
LSTIOJZ,O,O,O,O,X,X,O,X,O
LSTIOZJ,O,O,X,O,X,O,O,O,O
LSTJIZO,O,O,O,O,X,X,O,X,O
LSTJIOZ,O,O,O,O,X,X,O,X,O
LSTJZIO,O,O,O,O,X,X,O,X,O
LSTJZOI,O,O,O,O,X,X,O,X,O
LSTJOIZ,O,O,O,O,X,X,O,X,O
LSTJOZI,O,O,O,O,X,X,O,X,O
LSTZIJO,O,O,O,O,X,O,O,O,X
LSTZIOJ,O,O,X,O,X,O,O,O,O
LSTZJIO,O,O,O,O,X,O,O,O,X
LSTZJOI,O,O,O,O,X,O,O,O,X
LSTZOIJ,O,O,X,O,X,O,O,O,O
LSTZOJI,O,O,X,O,X,O,O,O,X
LSTOIJZ,O,O,O,O,X,X,O,X,O
LSTOIZJ,O,O,X,O,X,O,O,O,O
LSTOJIZ,O,O,O,O,X,X,O,X,O
LSTOJZI,O,O,O,O,X,X,O,X,O
LSTOZIJ,O,O,X,O,X,O,O,O,O
LSTOZJI,O,O,X,O,X,O,O,O,X
LSITJZO,O,O,O,O,X,X,O,X,O
LSITJOZ,O,O,O,O,X,X,O,X,O
LSITZJO,O,O,O,O,X,O,O,O,X
LSITZOJ,O,O,X,O,X,O,O,O,O
LSITOJZ,O,O,O,O,X,X,O,X,O
LSITOZJ,O,O,X,O,X,O,O,O,O
LSIJTZO,O,O,O,X,X,X,O,X,O
LSIJTOZ,O,O,O,X,X,X,O,X,O
LSIJZTO,O,O,X,X,X,X,X,X,O
LSIJZOT,O,O,X,X,X,X,X,X,X
LSIJOTZ,O,X,O,X,X,X,O,X,O
LSIJOZT,O,X,X,X,X,X,X,X,X
LSIZTJO,X,O,X,O,X,O,O,O,X
LSIZTOJ,X,O,X,O,X,O,O,O,X
LSIZJTO,X,O,X,O,X,X,X,O,X
LSIZJOT,X,O,X,O,X,X,X,X,X
LSIZOTJ,X,O,X,O,X,O,O,O,X
LSIZOJT,X,O,X,O,X,X,X,X,X
LSIOTJZ,O,O,O,O,X,X,O,X,O
LSIOTZJ,O,O,X,O,X,O,O,O,O
LSIOJTZ,O,X,O,X,X,X,O,X,O
LSIOJZT,O,X,X,X,X,X,X,X,X
LSIOZTJ,X,O,X,O,X,O,O,O,X
LSIOZJT,X,O,X,O,X,X,X,X,X
LSJTIZO,O,O,O,X,X,X,O,X,O
LSJTIOZ,O,O,O,X,X,X,O,X,O
LSJTZIO,O,O,O,X,X,X,O,X,O
LSJTZOI,O,O,O,X,X,X,O,X,O
LSJTOIZ,O,O,O,X,X,X,O,X,O
LSJTOZI,O,O,O,X,X,X,O,X,O
LSJITZO,O,O,O,X,X,X,O,X,O
LSJITOZ,O,O,O,X,X,X,O,X,O
LSJIZTO,O,O,X,X,X,X,X,X,O
LSJIZOT,O,O,X,X,X,X,X,X,X
LSJIOTZ,O,X,O,X,X,X,O,X,O
LSJIOZT,O,X,X,X,X,X,X,X,X
LSJZTIO,O,O,X,X,X,X,X,X,O
LSJZTOI,O,O,X,X,X,X,X,X,O
LSJZITO,O,O,X,X,X,X,X,X,O
LSJZIOT,O,O,X,X,X,X,X,X,X
LSJZOTI,O,O,X,X,X,X,X,X,X
LSJZOIT,O,O,X,X,X,X,X,X,X
LSJOTIZ,O,X,O,X,X,X,O,X,O
LSJOTZI,O,X,O,X,X,X,O,X,O
LSJOITZ,O,X,O,X,X,X,O,X,O
LSJOIZT,O,X,X,X,X,X,X,X,X
LSJOZTI,O,X,X,X,X,X,X,X,X
LSJOZIT,O,X,X,X,X,X,X,X,X
LSZTIJO,X,O,X,O,X,O,O,O,X
LSZTIOJ,X,O,X,O,X,O,O,O,X
LSZTJIO,X,O,X,O,X,O,O,O,X
LSZTJOI,X,O,X,O,X,O,O,O,X
LSZTOIJ,X,O,X,O,X,O,O,O,X
LSZTOJI,X,O,X,O,X,O,O,O,X
LSZITJO,X,O,X,O,X,O,O,O,X
LSZITOJ,X,O,X,O,X,O,O,O,X
LSZIJTO,X,O,X,O,X,X,X,O,X
LSZIJOT,X,O,X,O,X,X,X,X,X
LSZIOTJ,X,O,X,O,X,O,O,O,X
LSZIOJT,X,O,X,O,X,X,X,X,X
LSZJTIO,X,O,X,O,X,X,X,O,X
LSZJTOI,X,O,X,O,X,X,X,O,X
LSZJITO,X,O,X,O,X,X,X,O,X
LSZJIOT,X,O,X,O,X,X,X,X,X
LSZJOTI,X,O,X,O,X,X,X,X,X
LSZJOIT,X,O,X,O,X,X,X,X,X
LSZOTIJ,X,O,X,O,X,O,O,O,X
LSZOTJI,X,O,X,O,X,O,O,O,X
LSZOITJ,X,O,X,O,X,O,O,O,X
LSZOIJT,X,O,X,O,X,X,X,X,X
LSZOJTI,X,O,X,O,X,X,X,X,X
LSZOJIT,X,O,X,O,X,X,X,X,X
LSOTIJZ,O,O,O,O,X,X,O,X,O
LSOTIZJ,O,O,X,O,X,O,O,O,O
LSOTJIZ,O,O,O,O,X,X,O,X,O
LSOTJZI,O,O,O,O,X,X,O,X,O
LSOTZIJ,O,O,X,O,X,O,O,O,O
LSOTZJI,O,O,X,O,X,O,O,O,X
LSOITJZ,O,O,O,O,X,X,O,X,O
LSOITZJ,O,O,X,O,X,O,O,O,O
LSOIJTZ,O,X,O,X,X,X,O,X,O
LSOIJZT,O,X,X,X,X,X,X,X,X
LSOIZTJ,X,O,X,O,X,O,O,O,X
LSOIZJT,X,O,X,O,X,X,X,X,X
LSOJTIZ,O,X,O,X,X,X,O,X,O
LSOJTZI,O,X,O,X,X,X,O,X,O
LSOJITZ,O,X,O,X,X,X,O,X,O
LSOJIZT,O,X,X,X,X,X,X,X,X
LSOJZTI,O,X,X,X,X,X,X,X,X
LSOJZIT,O,X,X,X,X,X,X,X,X
LSOZTIJ,X,O,X,O,X,O,O,O,X
LSOZTJI,X,O,X,O,X,O,O,O,X
LSOZITJ,X,O,X,O,X,O,O,O,X
LSOZIJT,X,O,X,O,X,X,X,X,X
LSOZJTI,X,O,X,O,X,X,X,X,X
LSOZJIT,X,O,X,O,X,X,X,X,X
LZTIJSO,O,O,X,O,O,X,X,X,O
LZTIJOS,O,O,X,O,O,X,X,X,O
LZTISJO,O,O,X,O,O,O,O,O,X
LZTISOJ,O,O,X,O,X,O,O,O,O
LZTIOJS,O,O,X,O,O,X,X,X,O
LZTIOSJ,O,O,X,O,X,O,O,O,O
LZTJISO,O,O,X,O,O,X,X,X,O
LZTJIOS,O,O,X,O,O,X,X,X,O
LZTJSIO,O,O,X,O,O,X,X,X,O
LZTJSOI,O,O,X,O,O,X,X,X,O
LZTJOIS,O,O,X,O,O,X,X,X,O
LZTJOSI,O,O,X,O,O,X,X,X,O
LZTSIJO,O,O,X,O,O,O,O,O,X
LZTSIOJ,O,O,X,O,X,O,O,O,O
LZTSJIO,O,O,X,O,O,O,O,O,X
LZTSJOI,O,O,X,O,O,O,O,O,X
LZTSOIJ,O,O,X,O,X,O,O,O,O
LZTSOJI,O,O,X,O,X,O,O,O,X
LZTOIJS,O,O,X,O,O,X,X,X,O
LZTOISJ,O,O,X,O,X,O,O,O,O
LZTOJIS,O,O,X,O,O,X,X,X,O
LZTOJSI,O,O,X,O,O,X,X,X,O
LZTOSIJ,O,O,X,O,X,O,O,O,O
LZTOSJI,O,O,X,O,X,O,O,O,X
LZITJSO,O,O,X,O,O,X,X,X,O
LZITJOS,O,O,X,O,O,X,X,X,O
LZITSJO,O,O,X,O,O,O,O,O,X
LZITSOJ,O,O,X,O,X,O,O,O,O
LZITOJS,O,O,X,O,O,X,X,X,O
LZITOSJ,O,O,X,O,X,O,O,O,O
LZIJTSO,O,O,X,O,O,X,X,X,O
LZIJTOS,O,O,X,O,O,X,X,X,O
LZIJSTO,X,O,X,O,X,X,X,O,O
LZIJSOT,X,O,X,O,X,X,X,X,X
LZIJOTS,O,O,X,O,O,X,X,X,O
LZIJOST,X,O,X,O,X,X,X,X,X
LZISTJO,X,O,X,O,X,O,O,O,X
LZISTOJ,X,O,X,O,X,O,O,O,X
LZISJTO,X,O,X,O,X,X,X,O,X
LZISJOT,X,O,X,O,X,X,X,X,X
LZISOTJ,X,O,X,O,X,O,O,O,X
LZISOJT,X,O,X,O,X,X,X,X,X
LZIOTJS,O,O,X,O,O,X,X,X,O
LZIOTSJ,O,O,X,O,X,O,O,O,O
LZIOJTS,O,O,X,O,O,X,X,X,O
LZIOJST,X,O,X,O,X,X,X,X,X
LZIOSTJ,X,O,X,O,X,O,O,O,X
LZIOSJT,X,O,X,O,X,X,X,X,X
LZJTISO,O,O,X,O,O,X,X,X,O
LZJTIOS,O,O,X,O,O,X,X,X,O
LZJTSIO,O,O,X,O,O,X,X,X,O
LZJTSOI,O,O,X,O,O,X,X,X,O
LZJTOIS,O,O,X,O,O,X,X,X,O
LZJTOSI,O,O,X,O,O,X,X,X,O
LZJITSO,O,O,X,O,O,X,X,X,O
LZJITOS,O,O,X,O,O,X,X,X,O
LZJISTO,X,O,X,O,X,X,X,O,O
LZJISOT,X,O,X,O,X,X,X,X,X
LZJIOTS,O,O,X,O,O,X,X,X,O
LZJIOST,X,O,X,O,X,X,X,X,X
LZJSTIO,X,O,X,O,X,X,X,O,O
LZJSTOI,X,O,X,O,X,X,X,O,O
LZJSITO,X,O,X,O,X,X,X,O,O
LZJSIOT,X,O,X,O,X,X,X,X,X
LZJSOTI,X,O,X,O,X,X,X,X,X
LZJSOIT,X,O,X,O,X,X,X,X,X
LZJOTIS,O,O,X,O,O,X,X,X,O
LZJOTSI,O,O,X,O,O,X,X,X,O
LZJOITS,O,O,X,O,O,X,X,X,O
LZJOIST,X,O,X,O,X,X,X,X,X
LZJOSTI,X,O,X,O,X,X,X,X,X
LZJOSIT,X,O,X,O,X,X,X,X,X
LZSTIJO,X,O,X,O,X,O,O,O,X
LZSTIOJ,X,O,X,O,X,O,O,O,X
LZSTJIO,X,O,X,O,X,O,O,O,X
LZSTJOI,X,O,X,O,X,O,O,O,X
LZSTOIJ,X,O,X,O,X,O,O,O,X
LZSTOJI,X,O,X,O,X,O,O,O,X
LZSITJO,X,O,X,O,X,O,O,O,X
LZSITOJ,X,O,X,O,X,O,O,O,X
LZSIJTO,X,O,X,O,X,X,X,O,X
LZSIJOT,X,O,X,O,X,X,X,X,X
LZSIOTJ,X,O,X,O,X,O,O,O,X
LZSIOJT,X,O,X,O,X,X,X,X,X
LZSJTIO,X,O,X,O,X,X,X,O,X
LZSJTOI,X,O,X,O,X,X,X,O,X
LZSJITO,X,O,X,O,X,X,X,O,X
LZSJIOT,X,O,X,O,X,X,X,X,X
LZSJOTI,X,O,X,O,X,X,X,X,X
LZSJOIT,X,O,X,O,X,X,X,X,X
LZSOTIJ,X,O,X,O,X,O,O,O,X
LZSOTJI,X,O,X,O,X,O,O,O,X
LZSOITJ,X,O,X,O,X,O,O,O,X
LZSOIJT,X,O,X,O,X,X,X,X,X
LZSOJTI,X,O,X,O,X,X,X,X,X
LZSOJIT,X,O,X,O,X,X,X,X,X
LZOTIJS,O,O,X,O,O,X,X,X,O
LZOTISJ,O,O,X,O,X,O,O,O,O
LZOTJIS,O,O,X,O,O,X,X,X,O
LZOTJSI,O,O,X,O,O,X,X,X,O
LZOTSIJ,O,O,X,O,X,O,O,O,O
LZOTSJI,O,O,X,O,X,O,O,O,X
LZOITJS,O,O,X,O,O,X,X,X,O
LZOITSJ,O,O,X,O,X,O,O,O,O
LZOIJTS,O,O,X,O,O,X,X,X,O
LZOIJST,X,O,X,O,X,X,X,X,X
LZOISTJ,X,O,X,O,X,O,O,O,X
LZOISJT,X,O,X,O,X,X,X,X,X
LZOJTIS,O,O,X,O,O,X,X,X,O
LZOJTSI,O,O,X,O,O,X,X,X,O
LZOJITS,O,O,X,O,O,X,X,X,O
LZOJIST,X,O,X,O,X,X,X,X,X
LZOJSTI,X,O,X,O,X,X,X,X,X
LZOJSIT,X,O,X,O,X,X,X,X,X
LZOSTIJ,X,O,X,O,X,O,O,O,X
LZOSTJI,X,O,X,O,X,O,O,O,X
LZOSITJ,X,O,X,O,X,O,O,O,X
LZOSIJT,X,O,X,O,X,X,X,X,X
LZOSJTI,X,O,X,O,X,X,X,X,X
LZOSJIT,X,O,X,O,X,X,X,X,X
LOTIJSZ,O,O,O,O,O,X,O,X,O
LOTIJZS,O,O,O,O,O,X,X,X,O
LOTISJZ,O,O,O,O,X,X,O,X,O
LOTISZJ,O,O,X,O,X,O,O,O,O
LOTIZJS,O,O,X,O,O,X,X,X,O
LOTIZSJ,O,O,X,O,X,O,O,O,O
