sequence,v115@/gC8GeB8IeB8FeD8DeA8JeZEJvhFqkB3hBcnBTjBWx?BFtB,v115@/gC8GeB8IeB8FeD8DeA8JeZEJvhFqkB3hBFjBTnBct?BWxB,v115@/gC8GeB8IeB8FeD8DeA8JeZEJvhFqkB3hBziB+oB8r?B1xB,v115@/gC8GeB8IeB8FeD8DeA8JeT/IvhF3hBGjBVsBUoBip?BRxB,v115@/gC8GeB8IeB8FeD8DeA8JeTDJvhFOpBxmB0kBFsBXt?BCsB,v115@/gC8GeB8IeB8FeD8DeA8JeT/IvhF1mBxiB3nBctBip?BWxB,v115@/gC8GeB8IeB8FeD8DeA8Je3BJvhFCjB0kBVsBToBOp?BRxB,v115@/gC8GeB8IeB8FeD8DeA8Je3BJvhF0kBxnBOpBzrBFt?BCtB,v115@/gC8GeB8IeB8FeD8DeA8JeT/IvhF1mB8nB+oBXnBip?BRxB,v115@/gC8GeB8IeB8FeD8DeA8JeT/IvhFFiB0mBGoBXoBip?BRxB,v115@/gC8GeB8IeB8FeD8DeA8JeT/IvhFxiBlmB3nBctBip?BWxB,v115@/gC8GeB8IeB8FeD8DeA8JeZEJvhFqkBGjB0mBlnBXt?BzrB,v115@/gC8GeB8IeB8FeD8DeA8Je1GJvhFxiBOpBCoB0kBzr?BXtB
JZSILOT,O,O,X,X,X,X,X,X,O,X,X,X,X
JZSIOTL,X,X,X,X,O,X,X,X,X,X,X,X,X
JZSIOLT,X,X,X,X,O,X,X,X,X,X,X,X,X
JZSLTIO,O,O,X,X,X,O,X,X,X,X,O,O,O
JZSLTOI,O,O,X,X,X,O,X,X,O,O,O,O,O
JZSLITO,O,O,X,X,X,X,X,X,O,X,X,O,X
JZSLIOT,O,O,X,X,X,X,X,X,O,X,X,X,X
JZSLOTI,O,O,X,X,X,O,X,X,O,O,O,X,X
JZSLOIT,O,O,X,X,X,X,X,X,O,X,X,X,X
JZSOTIL,O,O,X,X,O,X,X,O,X,X,X,X,X
JZSOTLI,O,O,X,X,X,X,X,X,X,X,X,X,O
JZSOITL,X,O,X,X,O,X,X,O,X,X,X,X,X
JZSOILT,X,O,X,X,O,X,X,O,X,X,X,X,X
JZSOLTI,O,O,X,X,X,X,X,X,X,X,X,X,X
JZSOLIT,O,O,X,X,X,X,X,X,X,X,X,X,X
JZOTILS,O,O,O,X,X,O,X,X,X,X,X,X,X
JZOTISL,O,O,O,X,X,X,X,O,X,X,X,X,X
JZOTLIS,O,O,O,X,X,O,X,X,O,O,X,X,X
JZOTLSI,O,O,O,X,X,O,X,X,O,O,X,X,X
JZOTSIL,O,O,O,X,X,O,X,O,X,X,X,X,X
JZOTSLI,O,O,O,X,X,O,X,X,X,X,X,X,O
JZOITLS,X,O,X,X,X,X,O,X,O,X,X,X,X
JZOITSL,X,O,X,X,X,X,O,X,X,X,X,X,X
JZOILTS,X,O,X,X,X,X,X,X,O,X,X,X,X
JZOILST,X,O,X,X,X,X,X,X,O,X,X,X,X
JZOISTL,X,O,X,X,X,X,X,O,X,X,X,X,X
JZOISLT,X,O,X,X,X,X,X,O,X,X,X,X,X
JZOLTIS,O,O,O,X,X,O,X,X,O,O,X,X,X
JZOLTSI,O,O,O,X,X,O,X,X,O,O,X,X,X
JZOLITS,O,O,O,X,X,O,X,X,O,O,X,X,X
JZOLIST,O,O,X,X,X,X,X,X,O,X,X,X,X
JZOLSTI,O,O,X,X,X,O,X,X,O,O,X,X,X
JZOLSIT,O,O,X,X,X,X,X,X,O,X,X,X,X
JZOSTIL,O,O,X,X,X,X,X,O,X,X,X,X,X
JZOSTLI,O,O,X,X,X,X,X,X,X,X,X,X,O
JZOSITL,X,O,X,X,X,X,X,O,X,X,X,X,X
JZOSILT,X,O,X,X,X,X,X,O,X,X,X,X,X
JZOSLTI,O,O,X,X,X,X,X,X,X,X,X,X,X
JZOSLIT,O,O,X,X,X,X,X,X,X,X,X,X,X
JOTILSZ,O,X,O,X,X,O,X,X,X,X,X,X,X
JOTILZS,O,X,O,X,X,O,X,X,X,X,X,X,X
JOTISLZ,X,X,X,X,O,X,X,X,X,X,X,X,O
JOTISZL,X,X,X,X,O,X,X,O,X,X,X,X,X
JOTIZLS,O,X,O,X,X,X,X,X,X,X,X,X,X
JOTIZSL,O,X,O,X,X,X,X,O,X,X,X,X,X
JOTLISZ,O,O,O,X,X,O,X,X,X,X,X,X,X
JOTLIZS,O,O,O,X,X,O,X,X,O,X,X,X,X
JOTLSIZ,O,O,O,X,X,O,X,X,X,X,X,X,O
JOTLSZI,O,O,O,X,X,O,X,X,O,X,X,X,O
JOTLZIS,O,O,O,X,X,O,X,X,O,X,X,X,X
JOTLZSI,O,O,O,X,X,O,X,X,O,X,X,X,X
JOTSILZ,X,X,X,X,O,X,X,X,X,X,X,X,O
JOTSIZL,X,X,X,X,O,X,X,O,X,X,X,X,X
JOTSLIZ,O,O,O,X,O,X,X,X,X,X,X,X,O
JOTSLZI,O,O,O,X,X,X,X,X,X,X,X,X,O
JOTSZIL,O,O,O,X,O,X,X,O,X,X,X,X,X
JOTSZLI,O,O,O,X,X,X,X,X,X,X,X,X,O
JOTZILS,O,O,O,X,X,O,X,X,X,X,X,X,X
JOTZISL,O,O,O,X,X,X,X,O,X,X,X,X,X
JOTZLIS,O,O,O,X,X,O,X,X,O,X,X,X,X
JOTZLSI,O,O,O,X,X,O,X,X,O,X,X,X,X
JOTZSIL,O,O,O,X,X,O,X,O,X,X,X,X,X
JOTZSLI,O,O,O,X,X,O,X,X,X,X,X,X,O
JOITLSZ,X,X,O,X,X,X,O,X,O,X,X,X,X
JOITLZS,X,X,O,X,X,X,O,X,O,X,X,X,X
JOITSLZ,X,X,X,X,O,X,O,X,X,X,X,X,O
JOITSZL,X,X,X,X,O,X,O,X,X,X,X,X,X
JOITZLS,X,X,O,X,X,X,O,X,O,X,X,X,X
JOITZSL,X,X,O,X,X,X,O,X,X,X,X,X,X
JOILTSZ,X,O,O,X,X,X,X,X,O,X,X,X,X
JOILTZS,X,O,O,X,X,X,X,X,O,O,X,X,X
JOILSTZ,X,O,O,X,X,X,X,X,O,X,X,X,X
JOILSZT,X,O,X,X,X,X,X,X,O,O,X,X,X
JOILZTS,X,O,O,X,X,X,X,X,O,O,X,X,X
JOILZST,X,O,X,X,X,X,X,X,O,O,X,X,X
JOISTLZ,X,X,X,X,O,X,X,X,X,X,X,X,O
JOISTZL,X,X,X,X,O,X,X,X,X,X,X,X,X
JOISLTZ,X,O,X,X,O,X,X,X,X,X,X,X,X
JOISLZT,X,O,X,X,O,X,X,X,X,X,X,X,X
JOISZTL,X,O,X,X,O,X,X,O,X,X,X,X,X
JOISZLT,X,O,X,X,O,X,X,O,X,X,X,X,X
JOIZTLS,X,O,X,X,X,X,O,X,O,O,X,X,X
JOIZTSL,X,O,X,X,X,X,O,X,X,X,X,X,X
JOIZLTS,X,O,X,X,X,X,X,X,O,O,X,X,X
JOIZLST,X,O,X,X,X,X,X,X,O,O,X,X,X
JOIZSTL,X,O,X,X,X,X,X,O,X,X,X,X,X
JOIZSLT,X,O,X,X,X,X,X,O,X,X,X,X,X
JOLTISZ,O,O,O,X,X,O,X,X,O,X,X,X,X
JOLTIZS,O,O,O,X,X,O,X,X,O,O,X,X,X
JOLTSIZ,O,O,O,X,X,O,X,X,X,X,X,X,O
JOLTSZI,O,O,O,X,X,O,X,X,O,X,X,X,O
JOLTZIS,O,O,O,X,X,O,X,X,O,O,X,X,X
JOLTZSI,O,O,O,X,X,O,X,X,O,O,X,X,X
JOLITSZ,O,O,O,X,X,O,X,X,O,X,X,X,X
JOLITZS,O,O,O,X,X,O,X,X,O,O,X,X,X
JOLISTZ,X,O,O,X,X,X,X,X,O,X,X,X,X
JOLISZT,O,O,X,X,X,X,X,X,O,O,X,X,X
JOLIZTS,O,O,O,X,X,O,X,X,O,O,X,X,X
JOLIZST,O,O,X,X,X,X,X,X,O,O,X,X,X
JOLSTIZ,X,O,O,X,X,O,X,X,X,X,X,X,O
JOLSTZI,X,O,O,X,X,O,X,X,O,X,X,X,O
JOLSITZ,X,O,O,X,X,X,X,X,O,X,X,X,X
JOLSIZT,O,O,X,X,X,X,X,X,O,O,X,X,X
JOLSZTI,O,O,X,X,X,O,X,X,O,O,X,X,X
JOLSZIT,O,O,X,X,X,X,X,X,O,X,X,X,X
JOLZTIS,O,O,O,X,X,O,X,X,O,O,X,X,X
JOLZTSI,O,O,O,X,X,O,X,X,O,O,X,X,X
JOLZITS,O,O,O,X,X,O,X,X,O,O,X,X,X
JOLZIST,O,O,X,X,X,X,X,X,O,O,X,X,X
JOLZSTI,O,O,X,X,X,O,X,X,O,O,X,X,X
JOLZSIT,O,O,X,X,X,X,X,X,O,X,X,X,X
JOSTILZ,X,X,X,X,O,X,X,X,X,X,X,X,O
JOSTIZL,X,X,X,X,O,X,X,O,X,X,X,X,X
JOSTLIZ,X,O,O,X,O,X,X,X,X,X,X,X,O
JOSTLZI,X,O,O,X,X,X,X,X,X,X,X,X,O
JOSTZIL,X,O,O,X,O,X,X,O,X,X,X,X,X
JOSTZLI,X,O,O,X,X,X,X,X,X,X,X,X,O
JOSITLZ,X,X,X,X,O,X,X,X,X,X,X,X,O
JOSITZL,X,X,X,X,O,X,X,X,X,X,X,X,X
JOSILTZ,X,O,X,X,O,X,X,X,X,X,X,X,X
JOSILZT,X,O,X,X,O,X,X,X,X,X,X,X,X
JOSIZTL,X,O,X,X,O,X,X,O,X,X,X,X,X
JOSIZLT,X,O,X,X,O,X,X,O,X,X,X,X,X
JOSLTIZ,X,O,O,X,O,X,X,X,X,X,X,X,O
JOSLTZI,X,O,O,X,X,X,X,X,X,X,X,X,O
JOSLITZ,X,O,O,X,O,X,X,X,X,X,X,X,X
JOSLIZT,O,O,X,X,O,X,X,X,X,X,X,X,X
JOSLZTI,O,O,X,X,X,X,X,X,X,X,X,X,X
JOSLZIT,O,O,X,X,X,X,X,X,X,X,X,X,X
JOSZTIL,O,O,X,X,O,X,X,O,X,X,X,X,X
JOSZTLI,O,O,X,X,X,X,X,X,X,X,X,X,O
JOSZITL,X,O,X,X,O,X,X,O,X,X,X,X,X
JOSZILT,X,O,X,X,O,X,X,O,X,X,X,X,X
JOSZLTI,O,O,X,X,X,X,X,X,X,X,X,X,X
JOSZLIT,O,O,X,X,X,X,X,X,X,X,X,X,X
JOZTILS,O,O,O,X,X,O,X,X,X,X,X,X,X
JOZTISL,O,O,O,X,X,X,X,O,X,X,X,X,X
JOZTLIS,O,O,O,X,X,O,X,X,O,O,X,X,X
JOZTLSI,O,O,O,X,X,O,X,X,O,O,X,X,X
JOZTSIL,O,O,O,X,X,O,X,O,X,X,X,X,X
JOZTSLI,O,O,O,X,X,O,X,X,X,X,X,X,O
JOZITLS,X,O,X,X,X,X,O,X,O,X,X,X,X
JOZITSL,X,O,X,X,X,X,O,X,X,X,X,X,X
JOZILTS,X,O,X,X,X,X,X,X,O,X,X,X,X
JOZILST,X,O,X,X,X,X,X,X,O,X,X,X,X
JOZISTL,X,O,X,X,X,X,X,O,X,X,X,X,X
JOZISLT,X,O,X,X,X,X,X,O,X,X,X,X,X
JOZLTIS,O,O,O,X,X,O,X,X,O,O,X,X,X
JOZLTSI,O,O,O,X,X,O,X,X,O,O,X,X,X
JOZLITS,O,O,O,X,X,O,X,X,O,O,X,X,X
JOZLIST,O,O,X,X,X,X,X,X,O,X,X,X,X
JOZLSTI,O,O,X,X,X,O,X,X,O,O,X,X,X
JOZLSIT,O,O,X,X,X,X,X,X,O,X,X,X,X
JOZSTIL,O,O,X,X,X,X,X,O,X,X,X,X,X
JOZSTLI,O,O,X,X,X,X,X,X,X,X,X,X,O
JOZSITL,X,O,X,X,X,X,X,O,X,X,X,X,X
JOZSILT,X,O,X,X,X,X,X,O,X,X,X,X,X
JOZSLTI,O,O,X,X,X,X,X,X,X,X,X,X,X
JOZSLIT,O,O,X,X,X,X,X,X,X,X,X,X,X
STILJZO,X,X,X,O,X,X,X,X,O,X,X,O,O
STILJOZ,X,X,X,O,O,X,X,X,O,X,X,O,O
STILZJO,X,X,X,O,X,X,X,X,X,X,X,O,O
STILZOJ,X,X,X,O,X,X,O,X,X,X,X,O,X
STILOJZ,X,X,X,O,O,O,O,X,O,X,X,O,O
STILOZJ,X,X,X,O,X,O,O,X,X,X,X,O,X
STIJLZO,X,X,X,O,X,X,X,X,O,X,X,O,O
STIJLOZ,X,X,X,O,O,X,X,X,O,X,X,O,O
STIJZLO,X,X,X,O,X,X,X,X,O,X,X,O,X
STIJZOL,X,X,X,O,O,X,O,X,X,X,X,X,X
STIJOLZ,X,X,X,X,O,X,O,X,X,X,X,X,X
STIJOZL,X,X,X,X,O,X,O,X,X,X,X,X,X
STIZLJO,X,X,X,O,X,X,X,X,X,X,X,O,X
STIZLOJ,X,X,X,O,X,X,O,X,X,X,X,O,X
STIZJLO,X,X,X,O,X,X,X,X,X,X,X,O,X
STIZJOL,X,X,X,O,O,X,O,X,X,X,X,X,X
STIZOLJ,X,X,X,O,X,X,O,X,X,X,X,X,X
STIZOJL,X,X,X,O,O,X,O,X,X,X,X,X,X
STIOLJZ,X,X,X,O,O,X,O,X,X,X,X,X,X
STIOLZJ,X,X,X,O,X,X,O,X,X,X,X,X,X
STIOJLZ,X,X,X,X,O,X,O,X,X,X,X,X,X
STIOJZL,X,X,X,X,O,X,O,X,X,X,X,X,X
STIOZLJ,X,X,X,O,X,X,O,X,X,X,X,X,X
STIOZJL,X,X,X,O,O,X,O,X,X,X,X,X,X
STLIJZO,O,O,O,O,X,X,X,X,O,X,X,O,O
STLIJOZ,O,O,O,O,O,X,X,X,O,X,X,O,O
STLIZJO,O,O,O,O,X,X,X,X,X,X,X,O,O
STLIZOJ,O,O,O,O,X,X,X,X,X,X,X,O,X
STLIOJZ,O,X,X,O,O,O,X,X,O,X,X,O,O
STLIOZJ,O,X,X,O,X,O,X,X,X,X,X,O,X
STLJIZO,O,O,O,X,X,X,X,X,X,X,X,O,O
STLJIOZ,O,O,O,X,O,O,X,X,X,X,X,O,O
STLJZIO,O,O,O,X,X,O,X,X,X,X,X,O,O
STLJZOI,O,O,O,X,X,O,X,X,O,X,X,O,O
STLJOIZ,O,O,O,X,O,O,X,X,X,X,X,O,O
STLJOZI,O,O,O,X,X,O,X,X,O,X,X,O,O
STLZIJO,O,O,O,X,X,O,X,X,X,X,O,O,O
STLZIOJ,O,O,O,X,X,O,X,X,X,X,O,O,X
STLZJIO,O,O,O,X,X,O,X,X,X,X,O,O,O
STLZJOI,O,O,O,X,X,O,X,X,X,X,O,O,O
STLZOIJ,O,O,O,X,X,O,X,X,X,X,O,O,X
STLZOJI,O,X,O,X,X,O,X,X,X,X,O,O,X
STLOIJZ,O,X,X,O,O,O,X,X,O,X,X,O,O
STLOIZJ,O,X,X,O,X,O,X,X,X,X,X,O,X
STLOJIZ,O,X,X,X,O,O,X,X,X,X,X,O,O
STLOJZI,O,X,X,X,X,O,X,X,O,X,X,O,O
STLOZIJ,O,X,X,X,X,O,X,X,X,X,O,O,X
STLOZJI,O,X,X,X,X,O,X,X,X,X,O,O,X
STJILZO,X,X,X,X,X,X,X,X,X,X,X,O,O
STJILOZ,X,X,X,X,O,O,X,X,X,X,X,O,O
STJIZLO,X,X,X,X,X,X,X,X,X,X,X,O,X
STJIZOL,X,X,X,X,O,X,X,X,X,X,X,X,X
STJIOLZ,X,X,X,X,O,X,X,X,X,X,X,X,X
STJIOZL,X,X,X,X,O,X,X,X,X,X,X,X,X
STJLIZO,O,O,O,X,X,X,X,X,X,X,X,O,O
STJLIOZ,O,O,O,X,O,O,X,X,X,X,X,O,O
STJLZIO,O,O,O,X,X,O,X,X,X,X,X,O,O
STJLZOI,O,O,O,X,X,O,X,X,O,X,X,O,O
STJLOIZ,O,O,O,X,O,O,X,X,X,X,X,O,O
STJLOZI,O,O,O,X,X,O,X,X,O,X,X,O,O
STJZILO,O,O,O,X,X,O,X,X,X,X,X,O,X
STJZIOL,O,X,O,X,O,O,X,X,X,X,X,X,X
STJZLIO,O,O,O,X,X,O,X,X,X,X,X,O,O
STJZLOI,O,O,O,X,X,O,X,X,O,X,X,O,O
STJZOIL,O,X,O,X,O,O,X,X,X,X,X,X,X
STJZOLI,O,O,O,X,X,O,X,X,X,X,X,O,X
STJOILZ,X,X,X,X,O,X,X,X,X,X,X,X,O
STJOIZL,X,X,X,X,O,X,X,X,X,X,X,X,X
STJOLIZ,O,O,O,X,O,X,X,X,X,X,X,O,O
STJOLZI,O,O,O,X,X,X,X,X,X,X,X,O,O
STJOZIL,O,O,O,X,O,X,X,X,X,X,X,X,X
STJOZLI,O,O,O,X,X,X,X,X,X,X,X,O,O
STZILJO,O,O,O,X,X,O,X,X,X,X,O,O,X
STZILOJ,O,O,O,X,X,O,O,X,X,X,O,O,X
STZIJLO,X,X,O,X,X,O,X,X,X,X,O,O,X
STZIJOL,X,X,O,X,O,X,O,X,X,X,X,X,X
STZIOLJ,O,X,X,X,X,O,O,X,X,X,O,X,X
STZIOJL,X,X,X,X,O,X,O,X,X,X,X,X,X
STZLIJO,O,O,O,X,X,O,X,X,X,X,O,O,O
STZLIOJ,O,O,O,X,X,O,X,X,X,X,O,O,X
STZLJIO,O,O,O,X,X,O,X,X,X,X,O,O,O
STZLJOI,O,O,O,X,X,O,X,X,X,X,O,O,O
STZLOIJ,O,O,O,X,X,O,X,X,X,X,O,O,X
STZLOJI,O,X,O,X,X,O,X,X,X,X,O,O,X
STZJILO,X,O,O,X,X,O,X,X,X,X,O,O,X
STZJIOL,X,X,O,X,O,O,X,X,X,X,X,X,X
STZJLIO,O,O,O,X,X,O,X,X,X,X,O,O,O
STZJLOI,O,O,O,X,X,O,X,X,X,X,O,O,O
STZJOIL,X,X,O,X,O,O,X,X,X,X,X,X,X
STZJOLI,O,O,O,X,X,O,X,X,X,X,X,O,X
STZOILJ,O,X,X,X,X,O,X,O,X,X,O,X,X
STZOIJL,X,X,X,X,O,X,X,O,X,X,X,X,X
STZOLIJ,O,O,O,X,X,O,X,O,X,X,O,O,X
STZOLJI,O,X,O,X,X,O,X,X,X,X,O,O,X
STZOJIL,X,X,O,X,O,X,X,O,X,X,X,X,X
STZOJLI,O,X,O,X,X,X,X,X,X,X,X,O,X
STOILJZ,X,X,X,X,O,X,X,X,X,X,X,X,O
STOILZJ,X,X,X,X,X,X,X,O,X,X,X,X,O
STOIJLZ,X,X,X,X,O,X,X,X,X,X,X,X,O
STOIJZL,X,X,X,X,O,X,X,O,X,X,X,X,X
STOIZLJ,X,X,X,X,X,X,X,O,X,X,X,X,X
STOIZJL,X,X,X,X,O,X,X,O,X,X,X,X,X
STOLIJZ,O,X,X,X,O,X,X,X,X,X,X,O,O
STOLIZJ,O,X,X,X,X,X,X,O,X,X,X,O,O
STOLJIZ,O,X,X,X,O,X,X,X,X,X,X,O,O
STOLJZI,O,X,X,X,X,X,X,X,X,X,X,O,O
STOLZIJ,O,X,X,X,X,X,X,O,X,X,X,O,O
STOLZJI,O,X,X,X,X,X,X,X,X,X,X,O,O
STOJILZ,X,X,X,X,O,X,X,X,X,X,X,X,O
STOJIZL,X,X,X,X,O,X,X,O,X,X,X,X,X
STOJLIZ,O,X,X,X,O,X,X,X,X,X,X,O,O
STOJLZI,O,X,X,X,X,X,X,X,X,X,X,O,O
STOJZIL,O,X,X,X,O,X,X,O,X,X,X,X,X
STOJZLI,O,X,X,X,X,X,X,X,X,X,X,O,O
STOZILJ,O,X,X,X,X,X,X,O,X,X,X,X,X
STOZIJL,X,X,X,X,O,X,X,O,X,X,X,X,X
STOZLIJ,O,X,X,X,X,X,X,O,X,X,X,O,O
STOZLJI,O,X,X,X,X,X,X,X,X,X,X,O,O
STOZJIL,X,X,X,X,O,X,X,O,X,X,X,X,X
STOZJLI,O,X,X,X,X,X,X,X,X,X,X,O,O
SITLJZO,X,X,X,O,X,X,X,X,O,X,X,O,O
SITLJOZ,X,X,X,O,O,X,X,X,O,X,X,O,O
SITLZJO,X,X,X,O,X,X,X,X,X,X,X,O,O
SITLZOJ,X,X,X,O,X,X,O,X,X,X,X,O,X
SITLOJZ,X,X,X,O,O,X,O,X,O,X,X,O,O
SITLOZJ,X,X,X,O,X,X,O,X,X,X,X,O,X
SITJLZO,X,X,X,O,X,X,X,X,O,X,X,O,O
SITJLOZ,X,X,X,O,O,X,X,X,O,X,X,O,O
SITJZLO,X,X,X,O,X,X,X,X,O,X,X,O,X
SITJZOL,X,X,X,O,O,X,O,X,X,X,X,X,X
SITJOLZ,X,X,X,X,O,X,O,X,X,X,X,X,X
SITJOZL,X,X,X,X,O,X,O,X,X,X,X,X,X
SITZLJO,X,X,X,O,X,X,X,X,X,X,X,O,X
SITZLOJ,X,X,X,O,X,X,O,X,X,X,X,O,X
SITZJLO,X,X,X,O,X,X,X,X,X,X,X,O,X
SITZJOL,X,X,X,O,O,X,O,X,X,X,X,X,X
SITZOLJ,X,X,X,O,X,X,O,X,X,X,X,X,X
SITZOJL,X,X,X,O,O,X,O,X,X,X,X,X,X
SITOLJZ,X,X,X,O,O,X,O,X,X,X,X,X,X
SITOLZJ,X,X,X,O,X,X,O,X,X,X,X,X,X
SITOJLZ,X,X,X,X,O,X,O,X,X,X,X,X,X
SITOJZL,X,X,X,X,O,X,O,X,X,X,X,X,X
SITOZLJ,X,X,X,O,X,X,O,X,X,X,X,X,X
SITOZJL,X,X,X,O,O,X,O,X,X,X,X,X,X
SILTJZO,O,O,X,O,X,X,X,X,O,X,X,O,O
SILTJOZ,X,O,X,O,X,X,X,X,O,X,X,O,O
SILTZJO,X,O,X,O,X,X,X,X,X,X,X,O,O
SILTZOJ,X,O,X,O,X,X,O,X,X,X,X,O,X
SILTOJZ,X,X,X,O,X,X,O,X,O,X,X,O,O
SILTOZJ,X,X,X,O,X,X,O,X,X,X,X,O,X
SILJTZO,O,O,X,O,X,X,X,X,O,X,X,O,O
SILJTOZ,X,O,X,O,X,X,X,X,O,X,X,O,O
SILJZTO,O,O,X,X,X,X,X,X,O,O,X,O,X
SILJZOT,O,O,X,X,X,X,X,X,O,O,X,X,X
SILJOTZ,X,O,X,O,O,X,X,X,O,X,X,O,X
SILJOZT,O,O,X,X,O,X,X,X,O,O,X,X,X
SILZTJO,X,O,X,O,X,X,X,X,X,O,X,O,X
SILZTOJ,X,O,X,O,X,X,O,X,X,O,X,O,X
SILZJTO,O,O,X,X,X,X,X,X,X,O,X,O,X
SILZJOT,O,O,X,X,X,X,X,X,X,O,X,X,X
SILZOTJ,X,O,X,O,X,X,X,X,X,O,X,O,X
SILZOJT,X,O,X,X,X,X,X,X,X,O,X,X,X
SILOTJZ,X,X,X,O,X,X,X,X,O,X,X,O,X
SILOTZJ,X,X,X,O,X,X,X,X,X,X,X,O,X
SILOJTZ,X,O,X,O,O,X,X,X,O,X,X,O,X
SILOJZT,O,O,X,X,O,X,X,X,O,O,X,X,X
SILOZTJ,X,O,X,O,X,X,X,X,X,O,X,O,X
SILOZJT,X,O,X,X,X,X,X,X,X,O,X,X,X
SIJTLZO,X,X,X,O,X,X,X,X,O,X,X,O,O
SIJTLOZ,X,X,X,O,O,X,X,X,O,X,X,O,O
SIJTZLO,X,X,X,O,X,X,X,X,O,X,X,O,X
SIJTZOL,X,X,X,O,O,X,O,X,X,X,X,X,X
SIJTOLZ,X,X,X,X,O,X,O,X,X,X,X,X,X
SIJTOZL,X,X,X,X,O,X,O,X,X,X,X,X,X
SIJLTZO,O,O,X,O,X,X,X,X,O,X,X,O,O
SIJLTOZ,X,O,X,O,X,X,X,X,O,X,X,O,O
SIJLZTO,O,O,X,X,X,X,X,X,O,O,X,O,X
SIJLZOT,O,O,X,X,X,X,X,X,O,O,X,X,X
SIJLOTZ,X,O,X,O,O,X,X,X,O,X,X,O,X
SIJLOZT,O,O,X,X,O,X,X,X,O,O,X,X,X
SIJZTLO,O,O,X,X,X,X,X,X,O,O,X,X,X
SIJZTOL,O,X,X,X,X,X,O,X,X,X,X,X,X
SIJZLTO,O,O,X,X,X,X,X,X,O,O,X,X,X
SIJZLOT,O,O,X,X,X,X,X,X,O,O,X,X,X
SIJZOTL,X,X,X,X,O,X,X,X,X,X,X,X,X
SIJZOLT,X,X,X,X,O,X,X,X,X,X,X,X,X
SIJOTLZ,X,X,X,X,O,X,X,X,X,X,X,X,O
SIJOTZL,X,X,X,X,O,X,X,X,X,X,X,X,X
SIJOLTZ,X,O,X,X,O,X,X,X,X,X,X,X,X
SIJOLZT,X,O,X,X,O,X,X,X,X,X,X,X,X
SIJOZTL,X,O,X,X,O,X,X,X,X,X,X,X,X
SIJOZLT,X,O,X,X,O,X,X,X,X,X,X,X,X
SIZTLJO,X,O,X,O,X,X,X,X,X,O,X,O,X
SIZTLOJ,X,O,X,O,X,X,O,X,X,O,X,O,X
SIZTJLO,X,X,X,O,X,X,X,X,X,O,X,O,X
SIZTJOL,X,X,X,O,X,X,O,X,X,X,X,X,X
SIZTOLJ,X,X,X,O,X,X,O,X,X,X,X,X,X
SIZTOJL,X,X,X,O,X,X,O,X,X,X,X,X,X
SIZLTJO,X,O,X,O,X,X,X,X,X,O,X,O,X
SIZLTOJ,X,O,X,O,X,X,O,X,X,O,X,O,X
SIZLJTO,X,O,X,X,X,X,X,X,X,O,X,O,X
SIZLJOT,X,O,X,X,X,X,X,X,X,O,X,X,X
SIZLOTJ,X,O,X,O,X,X,X,X,X,O,X,O,X
SIZLOJT,X,O,X,X,X,X,X,X,X,O,X,X,X
SIZJTLO,X,O,X,X,X,X,X,X,X,O,X,X,X
SIZJTOL,X,X,X,X,X,X,O,X,X,X,X,X,X
SIZJLTO,X,O,X,X,X,X,X,X,X,O,X,X,X
SIZJLOT,X,O,X,X,X,X,X,X,X,O,X,X,X
SIZJOTL,X,X,X,X,O,X,X,X,X,X,X,X,X
SIZJOLT,X,X,X,X,O,X,X,X,X,X,X,X,X
SIZOTLJ,X,X,X,X,X,X,O,O,X,X,X,X,X
SIZOTJL,X,X,X,X,X,X,O,O,X,X,X,X,X
SIZOLTJ,X,X,X,X,X,X,X,O,X,X,X,X,X
SIZOLJT,X,X,X,X,X,X,X,O,X,X,X,X,X
SIZOJTL,X,X,X,X,O,X,X,O,X,X,X,X,X
SIZOJLT,X,X,X,X,O,X,X,O,X,X,X,X,X
SIOTLJZ,X,X,X,O,O,X,O,X,X,X,X,X,O
SIOTLZJ,X,X,X,O,X,X,O,O,X,X,X,X,O
SIOTJLZ,X,X,X,X,O,X,O,X,X,X,X,X,O
SIOTJZL,X,X,X,X,O,X,O,O,X,X,X,X,X
SIOTZLJ,X,X,X,O,X,X,O,O,X,X,X,X,X
SIOTZJL,X,X,X,O,O,X,O,O,X,X,X,X,X
SIOLTJZ,X,X,X,O,X,X,X,X,X,X,X,X,X
SIOLTZJ,X,X,X,O,X,X,X,X,X,X,X,X,X
SIOLJTZ,X,X,X,O,O,X,X,X,X,X,X,X,X
SIOLJZT,X,X,X,X,O,X,X,X,X,X,X,X,X
SIOLZTJ,X,X,X,O,X,X,X,O,X,X,X,X,X
SIOLZJT,X,X,X,X,X,X,X,O,X,X,X,X,X
SIOJTLZ,X,X,X,X,O,X,X,X,X,X,X,X,O
SIOJTZL,X,X,X,X,O,X,X,X,X,X,X,X,X
SIOJLTZ,X,X,X,X,O,X,X,X,X,X,X,X,X
SIOJLZT,X,X,X,X,O,X,X,X,X,X,X,X,X
SIOJZTL,X,X,X,X,O,X,X,O,X,X,X,X,X
SIOJZLT,X,X,X,X,O,X,X,O,X,X,X,X,X
SIOZTLJ,X,X,X,X,X,X,O,O,X,X,X,X,X
SIOZTJL,X,X,X,X,X,X,O,O,X,X,X,X,X
SIOZLTJ,X,X,X,X,X,X,X,O,X,X,X,X,X
