sequence,v115@HhB8HeB8FeE8DeC8Jex/IvhFSnBTjBmlBlmB0qBXsB,v115@HhB8HeB8FeE8DeC8Jex/IvhFSnBTjB2qBFsB8qB3rB,v115@HhB8HeB8FeE8DeC8Jex/IvhFVmBUiBTjB/qBSsB2wB,v115@HhB8HeB8FeE8DeC8Jex/IvhFXiBTjBSsBlqBmqB0rB,v115@HhB8HeB8FeE8DeC8Jex/IvhFTjB2qBSsB8qB3rBFsB,v115@HhB8HeB8FeE8DeC8Jex/IvhF0hBTjBSsBmqBlqBXsB,v115@HhB8HeB8FeE8DeC8Jex/IvhFXiBTjBSsBmqBlqB0rB
IZTOLJS,X,O,X,O,X,X,X
IZTOLSJ,X,X,X,O,X,X,X
IZTOJLS,X,O,X,X,X,X,X
IZTOJSL,O,O,X,X,X,X,X
IZTOSLJ,O,X,X,X,X,X,X
IZTOSJL,O,X,X,X,X,X,X
IZLTJSO,X,X,X,O,X,X,X
IZLTJOS,X,X,X,O,X,X,X
IZLTSJO,X,X,X,O,X,X,X
IZLTSOJ,X,X,X,O,X,X,X
IZLTOJS,X,X,X,O,X,X,X
IZLTOSJ,X,X,X,O,X,X,X
IZLJTSO,X,X,X,X,O,X,X
IZLJTOS,X,X,X,X,O,X,X
IZLJSTO,O,X,X,X,O,X,X
IZLJSOT,O,X,X,X,O,X,X
IZLJOTS,X,X,X,X,O,X,X
IZLJOST,O,X,X,X,O,X,X
IZLSTJO,O,X,X,X,X,X,X
IZLSTOJ,O,X,X,X,X,X,X
IZLSJTO,O,X,X,X,X,X,X
IZLSJOT,O,X,X,X,X,X,X
IZLSOTJ,O,X,X,X,X,X,X
IZLSOJT,O,X,X,X,X,X,X
IZLOTJS,X,X,X,O,X,X,X
IZLOTSJ,X,X,X,O,X,X,X
IZLOJTS,X,X,X,X,O,X,X
IZLOJST,O,X,X,X,O,X,X
IZLOSTJ,O,X,X,X,X,X,X
IZLOSJT,O,X,X,X,X,X,X
IZJTLSO,X,O,X,X,X,X,X
IZJTLOS,X,O,X,X,X,X,X
IZJTSLO,O,O,X,X,X,X,X
IZJTSOL,O,O,X,X,X,X,X
IZJTOLS,X,O,X,X,X,X,X
IZJTOSL,O,O,X,X,X,X,X
IZJLTSO,X,X,X,X,O,X,X
IZJLTOS,X,X,X,X,O,X,X
IZJLSTO,O,X,X,X,O,X,X
IZJLSOT,O,X,X,X,O,X,X
IZJLOTS,X,X,X,X,O,X,X
IZJLOST,O,X,X,X,O,X,X
IZJSTLO,O,X,X,X,X,X,X
IZJSTOL,O,X,X,X,X,X,X
IZJSLTO,O,X,X,X,X,X,X
IZJSLOT,O,X,X,X,X,X,X
IZJSOTL,O,X,X,X,X,X,X
IZJSOLT,O,X,X,X,X,X,X
IZJOTLS,X,O,X,X,X,X,X
IZJOTSL,O,O,X,X,X,X,X
IZJOLTS,X,X,X,X,O,X,X
IZJOLST,O,X,X,X,O,X,X
IZJOSTL,O,X,X,X,X,X,X
IZJOSLT,O,X,X,X,X,X,X
IZSTLJO,O,X,X,X,X,X,X
IZSTLOJ,O,X,O,X,X,X,X
IZSTJLO,O,X,O,X,X,X,X
IZSTJOL,O,X,O,X,X,X,X
IZSTOLJ,O,X,O,X,X,X,X
IZSTOJL,O,X,O,X,X,X,X
IZSLTJO,O,X,X,X,X,X,X
IZSLTOJ,O,X,X,X,X,X,X
IZSLJTO,O,X,X,X,X,X,X
IZSLJOT,O,X,X,X,X,X,X
IZSLOTJ,O,X,X,X,X,X,X
IZSLOJT,O,X,X,X,X,X,X
IZSJTLO,O,X,O,X,X,X,X
IZSJTOL,O,X,O,X,X,X,X
IZSJLTO,O,X,X,X,X,X,X
IZSJLOT,O,X,X,X,X,X,X
IZSJOTL,O,X,O,X,X,X,X
IZSJOLT,O,X,X,X,X,X,X
IZSOTLJ,O,X,O,X,X,X,X
IZSOTJL,O,X,O,X,X,X,X
IZSOLTJ,O,X,X,X,X,X,X
IZSOLJT,O,X,X,X,X,X,X
IZSOJTL,O,X,O,X,X,X,X
IZSOJLT,O,X,X,X,X,X,X
IZOTLJS,X,O,X,O,X,X,X
IZOTLSJ,X,X,X,O,X,X,X
IZOTJLS,X,O,X,X,X,X,X
IZOTJSL,O,O,X,X,X,X,X
IZOTSLJ,O,X,X,X,X,X,X
IZOTSJL,O,X,X,X,X,X,X
IZOLTJS,X,X,X,O,X,X,X
IZOLTSJ,X,X,X,O,X,X,X
IZOLJTS,X,X,X,X,O,X,X
IZOLJST,O,X,X,X,O,X,X
IZOLSTJ,O,X,X,X,X,X,X
IZOLSJT,O,X,X,X,X,X,X
IZOJTLS,X,O,X,X,X,X,X
IZOJTSL,O,O,X,X,X,X,X
IZOJLTS,X,X,X,X,O,X,X
IZOJLST,O,X,X,X,O,X,X
IZOJSTL,O,X,X,X,X,X,X
IZOJSLT,O,X,X,X,X,X,X
IZOSTLJ,O,X,O,X,X,X,X
IZOSTJL,O,X,O,X,X,X,X
IZOSLTJ,O,X,X,X,X,X,X
IZOSLJT,O,X,X,X,X,X,X
IZOSJTL,O,X,O,X,X,X,X
IZOSJLT,O,X,X,X,X,X,X
IOTLJSZ,X,O,X,O,X,X,X
IOTLJZS,X,O,X,O,O,X,X
IOTLSJZ,X,O,X,O,X,X,X
IOTLSZJ,X,X,X,O,X,X,X
IOTLZJS,X,O,X,O,X,X,X
IOTLZSJ,X,X,X,O,X,X,X
IOTJLSZ,X,O,X,O,X,X,X
IOTJLZS,X,O,X,O,O,X,X
IOTJSLZ,X,O,X,X,X,X,X
IOTJSZL,X,O,X,X,X,X,X
IOTJZLS,X,O,X,X,X,X,X
IOTJZSL,X,O,X,X,X,X,X
IOTSLJZ,X,O,O,O,X,X,X
IOTSLZJ,O,X,O,O,X,X,X
IOTSJLZ,X,O,O,X,X,X,X
IOTSJZL,X,O,O,X,X,X,X
IOTSZLJ,O,X,O,X,X,X,X
IOTSZJL,O,X,O,X,X,X,X
IOTZLJS,X,O,X,O,X,X,X
IOTZLSJ,X,X,X,O,X,X,X
IOTZJLS,X,O,X,X,X,X,X
IOTZJSL,O,O,X,X,X,X,X
IOTZSLJ,O,X,X,X,X,X,X
IOTZSJL,O,X,X,X,X,X,X
IOLTJSZ,X,O,X,O,X,X,X
IOLTJZS,X,O,X,O,O,X,X
IOLTSJZ,X,O,X,O,X,X,X
IOLTSZJ,X,X,X,O,X,X,X
IOLTZJS,X,O,X,O,X,X,X
IOLTZSJ,X,X,X,O,X,X,X
IOLJTSZ,X,O,X,O,X,O,O
IOLJTZS,X,O,X,O,O,O,O
IOLJSTZ,X,X,X,X,X,X,O
IOLJSZT,X,X,X,X,O,X,X
IOLJZTS,X,X,X,X,O,X,X
IOLJZST,X,X,X,X,O,X,X
IOLSTJZ,X,X,O,O,X,X,X
IOLSTZJ,O,X,O,O,X,X,X
IOLSJTZ,X,X,O,X,X,X,O
IOLSJZT,O,X,X,X,O,X,X
IOLSZTJ,O,X,X,X,X,X,X
IOLSZJT,O,X,X,X,X,X,X
IOLZTJS,X,X,X,O,X,X,X
IOLZTSJ,X,X,X,O,X,X,X
IOLZJTS,X,X,X,X,O,O,X
IOLZJST,O,X,X,X,O,X,X
IOLZSTJ,O,X,X,X,X,X,X
IOLZSJT,O,X,X,X,X,X,X
IOJTLSZ,X,O,X,O,X,X,X
IOJTLZS,X,O,X,O,O,X,X
IOJTSLZ,X,O,O,X,X,X,X
IOJTSZL,X,O,O,X,X,X,X
IOJTZLS,X,O,X,X,X,X,X
IOJTZSL,X,O,O,X,X,X,X
IOJLTSZ,X,O,X,O,X,O,O
IOJLTZS,X,O,X,O,O,O,O
IOJLSTZ,X,X,X,X,X,X,O
IOJLSZT,X,X,X,X,O,X,X
IOJLZTS,X,X,X,X,O,X,X
IOJLZST,X,X,X,X,O,X,X
IOJSTLZ,X,O,O,X,X,X,X
IOJSTZL,X,O,O,X,X,X,X
IOJSLTZ,X,X,O,X,X,X,X
IOJSLZT,O,X,X,X,O,X,X
IOJSZTL,O,X,O,X,X,X,X
IOJSZLT,O,X,X,X,X,X,X
IOJZTLS,X,O,X,X,X,X,X
IOJZTSL,O,O,X,X,X,X,X
IOJZLTS,X,X,X,X,O,X,X
IOJZLST,O,X,X,X,O,X,X
IOJZSTL,O,X,X,X,X,X,X
IOJZSLT,O,X,X,X,X,X,X
IOSTLJZ,X,O,O,O,X,X,X
IOSTLZJ,O,X,O,O,X,X,X
IOSTJLZ,X,O,O,X,X,X,X
IOSTJZL,X,O,O,X,X,X,X
IOSTZLJ,O,X,O,X,X,X,X
IOSTZJL,O,X,O,X,X,X,X
IOSLTJZ,X,X,O,O,X,X,X
IOSLTZJ,O,X,O,O,X,X,X
IOSLJTZ,X,X,O,X,X,X,X
IOSLJZT,O,X,X,X,O,X,X
IOSLZTJ,O,X,X,X,X,X,X
IOSLZJT,O,X,X,X,X,X,X
IOSJTLZ,X,O,O,X,X,X,X
IOSJTZL,X,O,O,X,X,X,X
IOSJLTZ,X,X,O,X,X,X,X
IOSJLZT,O,X,X,X,O,X,X
IOSJZTL,O,X,O,X,X,X,X
IOSJZLT,O,X,X,X,X,X,X
IOSZTLJ,O,X,O,X,X,X,X
IOSZTJL,O,X,O,X,X,X,X
IOSZLTJ,O,X,X,X,X,X,X
IOSZLJT,O,X,X,X,X,X,X
IOSZJTL,O,X,O,X,X,X,X
IOSZJLT,O,X,X,X,X,X,X
IOZTLJS,X,O,X,O,X,X,X
IOZTLSJ,X,X,X,O,X,X,X
IOZTJLS,X,O,X,X,X,X,X
IOZTJSL,O,O,X,X,X,X,X
IOZTSLJ,O,X,X,X,X,X,X
IOZTSJL,O,X,X,X,X,X,X
IOZLTJS,X,X,X,O,X,X,X
IOZLTSJ,X,X,X,O,X,X,X
IOZLJTS,X,X,X,X,O,X,X
IOZLJST,O,X,X,X,O,X,X
IOZLSTJ,O,X,X,X,X,X,X
IOZLSJT,O,X,X,X,X,X,X
IOZJTLS,X,O,X,X,X,X,X
IOZJTSL,O,O,X,X,X,X,X
IOZJLTS,X,X,X,X,O,X,X
IOZJLST,O,X,X,X,O,X,X
IOZJSTL,O,X,X,X,X,X,X
IOZJSLT,O,X,X,X,X,X,X
IOZSTLJ,O,X,O,X,X,X,X
IOZSTJL,O,X,O,X,X,X,X
IOZSLTJ,O,X,X,X,X,X,X
IOZSLJT,O,X,X,X,X,X,X
IOZSJTL,O,X,O,X,X,X,X
IOZSJLT,O,X,X,X,X,X,X
LTIJSZO,X,O,X,O,X,X,X
LTIJSOZ,X,O,X,O,X,X,X
LTIJZSO,X,O,X,O,O,X,X
LTIJZOS,X,O,X,O,O,X,X
LTIJOSZ,X,O,X,O,X,X,X
LTIJOZS,X,O,X,O,O,X,X
LTISJZO,X,O,X,O,X,X,X
LTISJOZ,X,O,X,O,X,X,X
LTISZJO,X,X,X,O,X,X,X
LTISZOJ,X,X,X,O,X,X,X
LTISOJZ,X,O,X,O,X,X,X
LTISOZJ,X,X,X,O,X,X,X
LTIZJSO,X,O,X,O,X,X,X
LTIZJOS,X,O,X,O,X,X,X
LTIZSJO,X,X,X,O,X,X,X
LTIZSOJ,X,X,X,O,X,X,X
LTIZOJS,X,O,X,O,X,X,X
LTIZOSJ,X,X,X,O,X,X,X
LTIOJSZ,X,O,X,O,X,X,X
LTIOJZS,X,O,X,O,O,X,X
LTIOSJZ,X,O,X,O,X,X,X
LTIOSZJ,X,X,X,O,X,X,X
LTIOZJS,X,O,X,O,X,X,X
LTIOZSJ,X,X,X,O,X,X,X
LTJISZO,X,O,X,O,X,O,O
LTJISOZ,X,O,X,O,X,O,O
LTJIZSO,X,O,X,O,O,O,O
LTJIZOS,X,O,X,O,O,O,O
LTJIOSZ,X,O,X,O,X,O,O
LTJIOZS,X,O,X,O,O,O,O
LTJSIZO,X,O,X,O,X,O,O
LTJSIOZ,X,O,X,O,X,O,O
LTJSZIO,X,O,X,O,O,O,O
LTJSZOI,X,O,X,O,O,O,O
LTJSOIZ,X,O,X,O,X,O,O
LTJSOZI,X,O,X,O,O,O,O
LTJZISO,X,O,X,O,O,O,O
LTJZIOS,X,O,X,O,O,O,O
LTJZSIO,X,O,X,O,O,O,O
LTJZSOI,X,O,X,O,O,O,O
LTJZOIS,X,O,X,O,O,O,O
LTJZOSI,X,O,X,O,O,O,O
LTJOISZ,X,O,X,O,X,O,O
LTJOIZS,X,O,X,O,O,O,O
LTJOSIZ,X,O,X,O,X,O,O
LTJOSZI,X,O,X,O,O,O,O
LTJOZIS,X,O,X,O,O,O,O
LTJOZSI,X,O,X,O,O,O,O
LTSIJZO,X,O,X,O,X,X,X
LTSIJOZ,X,O,X,O,X,X,X
LTSIZJO,X,X,X,O,X,X,X
LTSIZOJ,X,X,X,O,X,X,X
LTSIOJZ,X,O,X,O,X,X,X
LTSIOZJ,X,X,X,O,X,X,X
LTSJIZO,X,O,X,O,X,X,O
LTSJIOZ,X,O,X,O,X,X,O
LTSJZIO,X,O,X,O,X,X,O
LTSJZOI,X,O,X,O,X,X,O
LTSJOIZ,X,O,X,O,X,X,O
LTSJOZI,X,O,X,O,X,X,O
LTSZIJO,X,X,X,O,X,X,X
LTSZIOJ,X,X,X,O,X,X,X
LTSZJIO,X,X,X,O,X,X,X
LTSZJOI,X,X,X,O,X,X,X
LTSZOIJ,X,X,X,O,X,X,X
LTSZOJI,X,X,X,O,X,X,X
LTSOIJZ,X,O,X,O,X,X,X
LTSOIZJ,X,X,X,O,X,X,X
LTSOJIZ,X,O,X,O,X,X,O
LTSOJZI,X,O,X,O,X,X,O
LTSOZIJ,X,X,X,O,X,X,X
LTSOZJI,X,X,X,O,X,X,X
LTZIJSO,X,O,X,O,X,X,X
LTZIJOS,X,O,X,O,X,X,X
LTZISJO,X,X,X,O,X,X,X
LTZISOJ,X,X,X,O,X,X,X
LTZIOJS,X,O,X,O,X,X,X
LTZIOSJ,X,X,X,O,X,X,X
LTZJISO,X,O,X,O,X,O,X
LTZJIOS,X,O,X,O,X,O,X
LTZJSIO,X,O,X,O,X,O,X
LTZJSOI,X,O,X,O,X,O,X
LTZJOIS,X,O,X,O,X,O,X
LTZJOSI,X,O,X,O,X,O,X
LTZSIJO,X,X,X,O,X,X,X
LTZSIOJ,X,X,X,O,X,X,X
LTZSJIO,X,X,X,O,X,X,X
LTZSJOI,X,X,X,O,X,X,X
LTZSOIJ,X,X,X,O,X,X,X
LTZSOJI,X,X,X,O,X,X,X
LTZOIJS,X,O,X,O,X,X,X
LTZOISJ,X,X,X,O,X,X,X
LTZOJIS,X,O,X,O,X,O,X
LTZOJSI,X,O,X,O,X,O,X
LTZOSIJ,X,X,X,O,X,X,X
LTZOSJI,X,X,X,O,X,X,X
LTOIJSZ,X,O,X,O,X,X,X
LTOIJZS,X,O,X,O,O,X,X
LTOISJZ,X,O,X,O,X,X,X
LTOISZJ,X,X,X,O,X,X,X
LTOIZJS,X,O,X,O,X,X,X
LTOIZSJ,X,X,X,O,X,X,X
LTOJISZ,X,O,X,O,X,O,O
LTOJIZS,X,O,X,O,O,O,O
LTOJSIZ,X,O,X,O,X,O,O
LTOJSZI,X,O,X,O,O,O,O
LTOJZIS,X,O,X,O,O,O,O
LTOJZSI,X,O,X,O,O,O,O
LTOSIJZ,X,O,X,O,X,X,X
LTOSIZJ,X,X,X,O,X,X,X
LTOSJIZ,X,O,X,O,X,X,O
LTOSJZI,X,O,X,O,X,X,O
LTOSZIJ,X,X,X,O,X,X,X
LTOSZJI,X,X,X,O,X,X,X
LTOZIJS,X,O,X,O,X,X,X
LTOZISJ,X,X,X,O,X,X,X
LTOZJIS,X,O,X,O,X,O,X
LTOZJSI,X,O,X,O,X,O,X
LTOZSIJ,X,X,X,O,X,X,X
LTOZSJI,X,X,X,O,X,X,X
LITJSZO,X,O,X,O,X,X,X
LITJSOZ,X,O,X,O,X,X,X
LITJZSO,X,O,X,O,O,X,X
LITJZOS,X,O,X,O,O,X,X
LITJOSZ,X,O,X,O,X,X,X
LITJOZS,X,O,X,O,O,X,X
LITSJZO,X,O,X,O,X,X,X
LITSJOZ,X,O,X,O,X,X,X
LITSZJO,X,X,X,O,X,X,X
LITSZOJ,X,X,X,O,X,X,X
LITSOJZ,X,O,X,O,X,X,X
LITSOZJ,X,X,X,O,X,X,X
LITZJSO,X,O,X,O,X,X,X
LITZJOS,X,O,X,O,X,X,X
LITZSJO,X,X,X,O,X,X,X
LITZSOJ,X,X,X,O,X,X,X
LITZOJS,X,O,X,O,X,X,X
LITZOSJ,X,X,X,O,X,X,X
LITOJSZ,X,O,X,O,X,X,X
LITOJZS,X,O,X,O,O,X,X
LITOSJZ,X,O,X,O,X,X,X
LITOSZJ,X,X,X,O,X,X,X
LITOZJS,X,O,X,O,X,X,X
LITOZSJ,X,X,X,O,X,X,X
LIJTSZO,X,O,X,O,X,O,O
LIJTSOZ,X,O,X,O,X,O,O
LIJTZSO,X,O,X,O,O,O,O
LIJTZOS,X,O,X,O,O,O,O
LIJTOSZ,X,O,X,O,X,O,O
LIJTOZS,X,O,X,O,O,O,O
LIJSTZO,X,X,X,X,X,X,O
LIJSTOZ,X,X,X,X,X,X,O
LIJSZTO,X,X,X,X,O,X,X
LIJSZOT,X,X,X,X,O,X,X
LIJSOTZ,X,X,X,X,X,X,O
LIJSOZT,X,X,X,X,O,X,X
LIJZTSO,X,X,X,X,O,X,X
LIJZTOS,X,X,X,X,O,X,X
LIJZSTO,X,X,X,X,O,X,X
LIJZSOT,X,X,X,X,O,X,X
LIJZOTS,X,X,X,X,O,X,X
LIJZOST,X,X,X,X,O,X,X
LIJOTSZ,X,O,X,O,X,O,O
LIJOTZS,X,O,X,O,O,O,O
LIJOSTZ,X,X,X,X,X,X,O
LIJOSZT,X,X,X,X,O,X,X
LIJOZTS,X,X,X,X,O,X,X
LIJOZST,X,X,X,X,O,X,X
LISTJZO,X,X,O,O,X,X,X
LISTJOZ,X,X,O,O,X,X,X
LISTZJO,O,X,X,O,X,X,X
LISTZOJ,O,X,O,O,X,X,X
LISTOJZ,X,X,O,O,X,X,X
LISTOZJ,O,X,O,O,X,X,X
LISJTZO,X,X,O,X,X,X,O
LISJTOZ,X,X,O,X,X,X,O
LISJZTO,O,X,X,X,O,X,X
LISJZOT,O,X,X,X,O,X,X
LISJOTZ,X,X,O,X,X,X,O
LISJOZT,O,X,X,X,O,X,X
LISZTJO,O,X,X,X,X,X,X
LISZTOJ,O,X,X,X,X,X,X
LISZJTO,O,X,X,X,X,X,X
LISZJOT,O,X,X,X,X,X,X
LISZOTJ,O,X,X,X,X,X,X
LISZOJT,O,X,X,X,X,X,X
LISOTJZ,X,X,O,O,X,X,X
LISOTZJ,O,X,O,O,X,X,X
LISOJTZ,X,X,O,X,X,X,O
LISOJZT,O,X,X,X,O,X,X
LISOZTJ,O,X,X,X,X,X,X
LISOZJT,O,X,X,X,X,X,X
LIZTJSO,X,X,X,O,X,X,X
LIZTJOS,X,X,X,O,X,X,X
LIZTSJO,X,X,X,O,X,X,X
LIZTSOJ,X,X,X,O,X,X,X
LIZTOJS,X,X,X,O,X,X,X
LIZTOSJ,X,X,X,O,X,X,X
LIZJTSO,X,X,X,X,O,O,X
LIZJTOS,X,X,X,X,O,O,X
LIZJSTO,O,X,X,X,O,X,X
LIZJSOT,O,X,X,X,O,X,X
LIZJOTS,X,X,X,X,O,O,X
LIZJOST,O,X,X,X,O,X,X
LIZSTJO,O,X,X,X,X,X,X
LIZSTOJ,O,X,X,X,X,X,X
LIZSJTO,O,X,X,X,X,X,X
LIZSJOT,O,X,X,X,X,X,X
LIZSOTJ,O,X,X,X,X,X,X
LIZSOJT,O,X,X,X,X,X,X
LIZOTJS,X,X,X,O,X,X,X
LIZOTSJ,X,X,X,O,X,X,X
LIZOJTS,X,X,X,X,O,O,X
LIZOJST,O,X,X,X,O,X,X
LIZOSTJ,O,X,X,X,X,X,X
LIZOSJT,O,X,X,X,X,X,X
LIOTJSZ,X,O,X,O,X,X,X
LIOTJZS,X,O,X,O,O,X,X
LIOTSJZ,X,O,X,O,X,X,X
LIOTSZJ,X,X,X,O,X,X,X
LIOTZJS,X,O,X,O,X,X,X
LIOTZSJ,X,X,X,O,X,X,X
LIOJTSZ,X,O,X,O,X,O,O
LIOJTZS,X,O,X,O,O,O,O
LIOJSTZ,X,X,X,X,X,X,O
LIOJSZT,X,X,X,X,O,X,X
LIOJZTS,X,X,X,X,O,X,X
LIOJZST,X,X,X,X,O,X,X
LIOSTJZ,X,X,O,O,X,X,X
LIOSTZJ,O,X,O,O,X,X,X
LIOSJTZ,X,X,O,X,X,X,O
LIOSJZT,O,X,X,X,O,X,X
LIOSZTJ,O,X,X,X,X,X,X
LIOSZJT,O,X,X,X,X,X,X
LIOZTJS,X,X,X,O,X,X,X
LIOZTSJ,X,X,X,O,X,X,X
LIOZJTS,X,X,X,X,O,O,X
LIOZJST,O,X,X,X,O,X,X
LIOZSTJ,O,X,X,X,X,X,X
LIOZSJT,O,X,X,X,X,X,X
LJTISZO,X,O,X,O,X,O,O
LJTISOZ,X,O,X,O,X,O,O
LJTIZSO,X,O,X,O,O,O,O
LJTIZOS,X,O,X,O,O,O,O
LJTIOSZ,X,O,X,O,X,O,O
LJTIOZS,X,O,X,O,O,O,O
LJTSIZO,X,O,O,O,X,O,O
LJTSIOZ,X,O,O,O,X,O,O
LJTSZIO,X,O,O,O,O,O,O
LJTSZOI,X,O,O,O,O,O,O
LJTSOIZ,X,O,O,O,X,O,O
LJTSOZI,X,O,O,O,O,O,O
LJTZISO,X,O,X,O,O,O,O
LJTZIOS,X,O,X,O,O,O,O
LJTZSIO,X,O,O,O,O,O,O
LJTZSOI,X,O,O,O,O,O,O
LJTZOIS,X,O,X,O,O,O,O
LJTZOSI,X,O,O,O,O,O,O
LJTOISZ,X,O,X,O,X,O,O
LJTOIZS,X,O,X,O,O,O,O
LJTOSIZ,X,O,O,O,X,O,O
LJTOSZI,X,O,O,O,O,O,O
LJTOZIS,X,O,X,O,O,O,O
LJTOZSI,X,O,O,O,O,O,O
LJITSZO,X,O,X,O,X,O,O
LJITSOZ,X,O,X,O,X,O,O
LJITZSO,X,O,X,O,O,O,O
LJITZOS,X,O,X,O,O,O,O
LJITOSZ,X,O,X,O,X,O,O
LJITOZS,X,O,X,O,O,O,O
LJISTZO,X,X,X,X,X,X,O
LJISTOZ,X,X,X,X,X,X,O
LJISZTO,X,X,X,X,O,X,X
LJISZOT,X,X,X,X,O,X,X
LJISOTZ,X,X,X,X,X,X,O
LJISOZT,X,X,X,X,O,X,X
LJIZTSO,X,X,X,X,O,X,X
LJIZTOS,X,X,X,X,O,X,X
LJIZSTO,X,X,X,X,O,X,X
LJIZSOT,X,X,X,X,O,X,X
LJIZOTS,X,X,X,X,O,X,X
LJIZOST,X,X,X,X,O,X,X
LJIOTSZ,X,O,X,O,X,O,O
LJIOTZS,X,O,X,O,O,O,O
LJIOSTZ,X,X,X,X,X,X,O
LJIOSZT,X,X,X,X,O,X,X
LJIOZTS,X,X,X,X,O,X,X
LJIOZST,X,X,X,X,O,X,X
LJSTIZO,X,X,O,O,X,O,O
LJSTIOZ,X,X,O,O,X,O,O
LJSTZIO,X,X,O,O,O,O,O
LJSTZOI,X,X,O,O,O,O,O
LJSTOIZ,X,X,O,O,X,O,O
LJSTOZI,X,X,O,O,O,O,O
LJSITZO,X,X,O,X,X,X,O
LJSITOZ,X,X,O,X,X,X,O
LJSIZTO,X,X,X,X,O,X,X
LJSIZOT,X,X,X,X,O,X,X
LJSIOTZ,X,X,O,X,X,X,O
LJSIOZT,X,X,X,X,O,X,X
LJSZTIO,X,X,X,X,O,X,O
LJSZTOI,X,X,X,X,O,X,O
LJSZITO,X,X,X,X,O,X,X
LJSZIOT,X,X,X,X,O,X,X
LJSZOTI,X,X,X,X,O,X,O
LJSZOIT,X,X,X,X,O,X,X
LJSOTIZ,X,X,O,O,X,O,O
LJSOTZI,X,X,O,O,O,O,O
LJSOITZ,X,X,O,X,X,X,O
LJSOIZT,X,X,X,X,O,X,X
LJSOZTI,X,X,X,X,O,X,O
LJSOZIT,X,X,X,X,O,X,X
LJZTISO,X,X,X,X,O,O,O
LJZTIOS,X,X,X,X,O,O,O
LJZTSIO,X,X,X,X,O,O,O
LJZTSOI,X,X,X,X,O,O,O
LJZTOIS,X,X,X,X,O,O,O
LJZTOSI,X,X,X,X,O,O,O
LJZITSO,X,X,X,X,O,O,X
LJZITOS,X,X,X,X,O,O,X
LJZISTO,X,X,X,X,O,X,X
LJZISOT,X,X,X,X,O,X,X
LJZIOTS,X,X,X,X,O,O,X
LJZIOST,X,X,X,X,O,X,X
LJZSTIO,X,X,X,X,O,O,O
LJZSTOI,X,X,X,X,O,O,O
LJZSITO,X,X,X,X,O,X,X
LJZSIOT,X,X,X,X,O,X,X
LJZSOTI,X,X,X,X,O,O,O
LJZSOIT,X,X,X,X,O,X,X
LJZOTIS,X,X,X,X,O,O,O
LJZOTSI,X,X,X,X,O,O,O
LJZOITS,X,X,X,X,O,O,X
LJZOIST,X,X,X,X,O,X,X
LJZOSTI,X,X,X,X,O,O,O
LJZOSIT,X,X,X,X,O,X,X
LJOTISZ,X,O,X,O,X,O,O
LJOTIZS,X,O,X,O,O,O,O
LJOTSIZ,X,O,O,O,X,O,O
LJOTSZI,X,O,O,O,O,O,O
LJOTZIS,X,O,X,O,O,O,O
LJOTZSI,X,O,O,O,O,O,O
LJOITSZ,X,O,X,O,X,O,O
LJOITZS,X,O,X,O,O,O,O
LJOISTZ,X,X,X,X,X,X,O
LJOISZT,X,X,X,X,O,X,X
LJOIZTS,X,X,X,X,O,X,X
LJOIZST,X,X,X,X,O,X,X
LJOSTIZ,X,X,O,O,X,O,O
LJOSTZI,X,X,O,O,O,O,O
LJOSITZ,X,X,O,X,X,X,O
LJOSIZT,X,X,X,X,O,X,X
LJOSZTI,X,X,X,X,O,X,O
LJOSZIT,X,X,X,X,O,X,X
LJOZTIS,X,X,X,X,O,O,O
LJOZTSI,X,X,X,X,O,O,O
LJOZITS,X,X,X,X,O,O,X
LJOZIST,X,X,X,X,O,X,X
LJOZSTI,X,X,X,X,O,O,O
LJOZSIT,X,X,X,X,O,X,X
LSTIJZO,X,X,O,O,X,X,X
LSTIJOZ,X,X,O,O,X,X,X
LSTIZJO,O,X,X,O,X,X,X
LSTIZOJ,O,X,O,O,X,X,X
LSTIOJZ,X,X,O,O,X,X,X
LSTIOZJ,O,X,O,O,X,X,X
LSTJIZO,X,X,O,O,X,X,O
LSTJIOZ,X,X,O,O,X,X,O
LSTJZIO,X,X,O,O,X,X,O
LSTJZOI,X,X,O,O,X,X,O
LSTJOIZ,X,X,O,O,X,X,O
LSTJOZI,X,X,O,O,X,X,O
LSTZIJO,O,X,X,O,X,X,X
LSTZIOJ,O,X,O,O,X,X,X
LSTZJIO,O,X,X,O,X,X,X
LSTZJOI,O,X,X,O,X,X,X
LSTZOIJ,O,X,O,O,X,X,X
LSTZOJI,O,X,O,O,X,X,X
LSTOIJZ,X,X,O,O,X,X,X
LSTOIZJ,O,X,O,O,X,X,X
LSTOJIZ,X,X,O,O,X,X,O
LSTOJZI,X,X,O,O,X,X,O
LSTOZIJ,O,X,O,O,X,X,X
LSTOZJI,O,X,O,O,X,X,X
LSITJZO,X,X,O,O,X,X,X
LSITJOZ,X,X,O,O,X,X,X
LSITZJO,O,X,X,O,X,X,X
LSITZOJ,O,X,O,O,X,X,X
LSITOJZ,X,X,O,O,X,X,X
LSITOZJ,O,X,O,O,X,X,X
LSIJTZO,X,X,O,X,X,X,O
LSIJTOZ,X,X,O,X,X,X,O
LSIJZTO,O,X,X,X,O,X,X
LSIJZOT,O,X,X,X,O,X,X
LSIJOTZ,X,X,O,X,X,X,O
LSIJOZT,O,X,X,X,O,X,X
