sequence,v115@HhB8HeB8FeE8DeC8Jex/IvhFSnBTjBmlBlmB0qBXsB,v115@HhB8HeB8FeE8DeC8Jex/IvhFSnBTjB2qBFsB8qB3rB,v115@HhB8HeB8FeE8DeC8Jex/IvhFVmBUiBTjB/qBSsB2wB,v115@HhB8HeB8FeE8DeC8Jex/IvhFXiBTjBSsBlqBmqB0rB,v115@HhB8HeB8FeE8DeC8Jex/IvhFTjB2qBSsB8qB3rBFsB,v115@HhB8HeB8FeE8DeC8Jex/IvhF0hBTjBSsBmqBlqBXsB,v115@HhB8HeB8FeE8DeC8Jex/IvhFXiBTjBSsBmqBlqB0rB
SIZOTJL,O,X,O,X,X,X,X
SIZOLTJ,O,X,X,X,X,X,X
SIZOLJT,O,X,X,X,X,X,X
SIZOJTL,O,X,O,X,X,X,X
SIZOJLT,O,X,X,X,X,X,X
SIOTLJZ,X,O,O,O,X,X,X
SIOTLZJ,O,X,O,O,X,X,X
SIOTJLZ,X,O,O,X,X,X,X
SIOTJZL,X,O,O,X,X,X,X
SIOTZLJ,O,X,O,X,X,X,X
SIOTZJL,O,X,O,X,X,X,X
SIOLTJZ,X,X,O,O,X,X,X
SIOLTZJ,O,X,O,O,X,X,X
SIOLJTZ,X,X,O,X,X,X,X
SIOLJZT,O,X,X,X,O,X,X
SIOLZTJ,O,X,X,X,X,X,X
SIOLZJT,O,X,X,X,X,X,X
SIOJTLZ,X,O,O,X,X,X,X
SIOJTZL,X,O,O,X,X,X,X
SIOJLTZ,X,X,O,X,X,X,X
SIOJLZT,O,X,X,X,O,X,X
SIOJZTL,O,X,O,X,X,X,X
SIOJZLT,O,X,X,X,X,X,X
SIOZTLJ,O,X,O,X,X,X,X
SIOZTJL,O,X,O,X,X,X,X
SIOZLTJ,O,X,X,X,X,X,X
SIOZLJT,O,X,X,X,X,X,X
SIOZJTL,O,X,O,X,X,X,X
SIOZJLT,O,X,X,X,X,X,X
SLTIJZO,X,X,O,O,X,X,X
SLTIJOZ,X,X,O,O,X,X,X
SLTIZJO,O,X,X,O,X,X,X
SLTIZOJ,O,X,O,O,X,X,X
SLTIOJZ,X,X,O,O,X,X,X
SLTIOZJ,O,X,O,O,X,X,X
SLTJIZO,X,X,O,O,X,X,O
SLTJIOZ,X,X,O,O,X,X,O
SLTJZIO,X,X,O,O,X,X,O
SLTJZOI,X,X,O,O,X,X,O
SLTJOIZ,X,X,O,O,X,X,O
SLTJOZI,X,X,O,O,X,X,O
SLTZIJO,O,X,X,O,X,X,X
SLTZIOJ,O,X,O,O,X,X,X
SLTZJIO,O,X,X,O,X,X,X
SLTZJOI,O,X,X,O,X,X,X
SLTZOIJ,O,X,O,O,X,X,X
SLTZOJI,O,X,O,O,X,X,X
SLTOIJZ,X,X,O,O,X,X,X
SLTOIZJ,O,X,O,O,X,X,X
SLTOJIZ,X,X,O,O,X,X,O
SLTOJZI,X,X,O,O,X,X,O
SLTOZIJ,O,X,O,O,X,X,X
SLTOZJI,O,X,O,O,X,X,X
SLITJZO,X,X,O,O,X,X,X
SLITJOZ,X,X,O,O,X,X,X
SLITZJO,O,X,X,O,X,X,X
SLITZOJ,O,X,O,O,X,X,X
SLITOJZ,X,X,O,O,X,X,X
SLITOZJ,O,X,O,O,X,X,X
SLIJTZO,X,X,O,X,X,X,O
SLIJTOZ,X,X,O,X,X,X,O
SLIJZTO,O,X,X,X,O,X,X
SLIJZOT,O,X,X,X,O,X,X
SLIJOTZ,X,X,O,X,X,X,O
SLIJOZT,O,X,X,X,O,X,X
SLIZTJO,O,X,X,X,X,X,X
SLIZTOJ,O,X,X,X,X,X,X
SLIZJTO,O,X,X,X,X,X,X
SLIZJOT,O,X,X,X,X,X,X
SLIZOTJ,O,X,X,X,X,X,X
SLIZOJT,O,X,X,X,X,X,X
SLIOTJZ,X,X,O,O,X,X,X
SLIOTZJ,O,X,O,O,X,X,X
SLIOJTZ,X,X,O,X,X,X,O
SLIOJZT,O,X,X,X,O,X,X
SLIOZTJ,O,X,X,X,X,X,X
SLIOZJT,O,X,X,X,X,X,X
SLJTIZO,X,X,O,O,X,O,O
SLJTIOZ,X,X,O,O,X,O,O
SLJTZIO,X,X,O,O,O,O,O
SLJTZOI,X,X,O,O,O,O,O
SLJTOIZ,X,X,O,O,X,O,O
SLJTOZI,X,X,O,O,O,O,O
SLJITZO,X,X,O,X,X,X,O
SLJITOZ,X,X,O,X,X,X,O
SLJIZTO,O,X,X,X,O,X,X
SLJIZOT,O,X,X,X,O,X,X
SLJIOTZ,X,X,O,X,X,X,O
SLJIOZT,O,X,X,X,O,X,X
SLJZTIO,O,X,X,X,O,X,O
SLJZTOI,O,X,X,X,O,X,O
SLJZITO,O,X,X,X,O,X,X
SLJZIOT,O,X,X,X,O,X,X
SLJZOTI,O,X,X,X,O,X,O
SLJZOIT,O,X,X,X,O,X,X
SLJOTIZ,X,X,O,O,X,O,O
SLJOTZI,X,X,O,O,O,O,O
SLJOITZ,X,X,O,X,X,X,O
SLJOIZT,O,X,X,X,O,X,X
SLJOZTI,O,X,X,X,O,X,O
SLJOZIT,O,X,X,X,O,X,X
SLZTIJO,O,X,X,O,X,X,X
SLZTIOJ,O,X,X,O,X,X,X
SLZTJIO,O,X,X,O,X,X,X
SLZTJOI,O,X,X,O,X,X,X
SLZTOIJ,O,X,X,O,X,X,X
SLZTOJI,O,X,X,O,X,X,X
SLZITJO,O,X,X,X,X,X,X
SLZITOJ,O,X,X,X,X,X,X
SLZIJTO,O,X,X,X,X,X,X
SLZIJOT,O,X,X,X,X,X,X
SLZIOTJ,O,X,X,X,X,X,X
SLZIOJT,O,X,X,X,X,X,X
SLZJTIO,O,X,X,X,X,O,O
SLZJTOI,O,X,X,X,X,O,O
SLZJITO,O,X,X,X,X,X,X
SLZJIOT,O,X,X,X,X,X,X
SLZJOTI,O,X,X,X,X,O,O
SLZJOIT,O,X,X,X,X,X,X
SLZOTIJ,O,X,X,O,X,X,X
SLZOTJI,O,X,X,O,X,X,X
SLZOITJ,O,X,X,X,X,X,X
SLZOIJT,O,X,X,X,X,X,X
SLZOJTI,O,X,X,X,X,O,O
SLZOJIT,O,X,X,X,X,X,X
SLOTIJZ,X,X,O,O,X,X,X
SLOTIZJ,O,X,O,O,X,X,X
SLOTJIZ,X,X,O,O,X,X,O
SLOTJZI,X,X,O,O,X,X,O
SLOTZIJ,O,X,O,O,X,X,X
SLOTZJI,O,X,O,O,X,X,X
SLOITJZ,X,X,O,O,X,X,X
SLOITZJ,O,X,O,O,X,X,X
SLOIJTZ,X,X,O,X,X,X,O
SLOIJZT,O,X,X,X,O,X,X
SLOIZTJ,O,X,X,X,X,X,X
SLOIZJT,O,X,X,X,X,X,X
SLOJTIZ,X,X,O,O,X,O,O
SLOJTZI,X,X,O,O,O,O,O
SLOJITZ,X,X,O,X,X,X,O
SLOJIZT,O,X,X,X,O,X,X
SLOJZTI,O,X,X,X,O,X,O
SLOJZIT,O,X,X,X,O,X,X
SLOZTIJ,O,X,X,O,X,X,X
SLOZTJI,O,X,X,O,X,X,X
SLOZITJ,O,X,X,X,X,X,X
SLOZIJT,O,X,X,X,X,X,X
SLOZJTI,O,X,X,X,X,O,O
SLOZJIT,O,X,X,X,X,X,X
SJTILZO,X,O,O,X,X,X,X
SJTILOZ,X,O,O,X,X,X,X
SJTIZLO,X,O,O,X,X,X,X
SJTIZOL,X,O,O,X,X,X,X
SJTIOLZ,X,O,O,X,X,X,X
SJTIOZL,X,O,O,X,X,X,X
SJTLIZO,X,O,O,X,X,X,X
SJTLIOZ,X,O,O,X,X,X,X
SJTLZIO,X,O,O,X,X,X,X
SJTLZOI,X,O,O,X,X,X,X
SJTLOIZ,X,O,O,X,X,X,X
SJTLOZI,X,O,O,X,X,X,X
SJTZILO,X,O,O,X,X,X,X
SJTZIOL,X,O,O,X,X,X,X
SJTZLIO,X,O,O,X,X,X,X
SJTZLOI,X,O,O,X,X,X,X
SJTZOIL,X,O,O,X,X,X,X
SJTZOLI,X,O,O,X,X,X,X
SJTOILZ,X,O,O,X,X,X,X
SJTOIZL,X,O,O,X,X,X,X
SJTOLIZ,X,O,O,X,X,X,X
SJTOLZI,X,O,O,X,X,X,X
SJTOZIL,X,O,O,X,X,X,X
SJTOZLI,X,O,O,X,X,X,X
SJITLZO,X,O,O,X,X,X,X
SJITLOZ,X,O,O,X,X,X,X
SJITZLO,X,O,O,X,X,X,X
SJITZOL,X,O,O,X,X,X,X
SJITOLZ,X,O,O,X,X,X,X
SJITOZL,X,O,O,X,X,X,X
SJILTZO,X,X,O,X,X,X,X
SJILTOZ,X,X,O,X,X,X,X
SJILZTO,O,X,X,X,O,X,X
SJILZOT,O,X,X,X,O,X,X
SJILOTZ,X,X,O,X,X,X,X
SJILOZT,O,X,X,X,O,X,X
SJIZTLO,O,X,O,X,X,X,X
SJIZTOL,O,X,O,X,X,X,X
SJIZLTO,O,X,X,X,X,X,X
SJIZLOT,O,X,X,X,X,X,X
SJIZOTL,O,X,O,X,X,X,X
SJIZOLT,O,X,X,X,X,X,X
SJIOTLZ,X,O,O,X,X,X,X
SJIOTZL,X,O,O,X,X,X,X
SJIOLTZ,X,X,O,X,X,X,X
SJIOLZT,O,X,X,X,O,X,X
SJIOZTL,O,X,O,X,X,X,X
SJIOZLT,O,X,X,X,X,X,X
SJLTIZO,X,X,O,X,X,O,O
SJLTIOZ,X,X,O,X,X,O,O
SJLTZIO,X,X,O,X,O,O,O
SJLTZOI,X,X,O,X,O,O,O
SJLTOIZ,X,X,O,X,X,O,O
SJLTOZI,X,X,O,X,O,O,O
SJLITZO,X,X,O,X,X,X,O
SJLITOZ,X,X,O,X,X,X,O
SJLIZTO,O,X,X,X,O,X,X
SJLIZOT,O,X,X,X,O,X,X
SJLIOTZ,X,X,O,X,X,X,O
SJLIOZT,O,X,X,X,O,X,X
SJLZTIO,O,X,X,X,O,X,O
SJLZTOI,O,X,X,X,O,X,O
SJLZITO,O,X,X,X,O,X,X
SJLZIOT,O,X,X,X,O,X,X
SJLZOTI,O,X,X,X,O,X,O
SJLZOIT,O,X,X,X,O,X,X
SJLOTIZ,X,X,O,X,X,O,O
SJLOTZI,X,X,O,X,O,O,O
SJLOITZ,X,X,O,X,X,X,O
SJLOIZT,O,X,X,X,O,X,X
SJLOZTI,O,X,X,X,O,X,O
SJLOZIT,O,X,X,X,O,X,X
SJZTILO,O,X,O,X,X,X,X
SJZTIOL,O,X,O,X,X,X,X
SJZTLIO,O,X,O,X,X,X,X
SJZTLOI,O,X,O,X,X,X,X
SJZTOIL,O,X,O,X,X,X,X
SJZTOLI,O,X,O,X,X,X,X
SJZITLO,O,X,O,X,X,X,X
SJZITOL,O,X,O,X,X,X,X
SJZILTO,O,X,X,X,X,X,X
SJZILOT,O,X,X,X,X,X,X
SJZIOTL,O,X,O,X,X,X,X
SJZIOLT,O,X,X,X,X,X,X
SJZLTIO,O,X,X,X,X,X,X
SJZLTOI,O,X,X,X,X,X,X
SJZLITO,O,X,X,X,X,X,X
SJZLIOT,O,X,X,X,X,X,X
SJZLOTI,O,X,X,X,X,X,X
SJZLOIT,O,X,X,X,X,X,X
SJZOTIL,O,X,O,X,X,X,X
SJZOTLI,O,X,O,X,X,X,X
SJZOITL,O,X,O,X,X,X,X
SJZOILT,O,X,X,X,X,X,X
SJZOLTI,O,X,X,X,X,X,X
SJZOLIT,O,X,X,X,X,X,X
SJOTILZ,X,O,O,X,X,X,X
SJOTIZL,X,O,O,X,X,X,X
SJOTLIZ,X,O,O,X,X,X,X
SJOTLZI,X,O,O,X,X,X,X
SJOTZIL,X,O,O,X,X,X,X
SJOTZLI,X,O,O,X,X,X,X
SJOITLZ,X,O,O,X,X,X,X
SJOITZL,X,O,O,X,X,X,X
SJOILTZ,X,X,O,X,X,X,X
SJOILZT,O,X,X,X,O,X,X
SJOIZTL,O,X,O,X,X,X,X
SJOIZLT,O,X,X,X,X,X,X
SJOLTIZ,X,X,O,X,X,O,O
SJOLTZI,X,X,O,X,O,O,O
SJOLITZ,X,X,O,X,X,X,O
SJOLIZT,O,X,X,X,O,X,X
SJOLZTI,O,X,X,X,O,X,O
SJOLZIT,O,X,X,X,O,X,X
SJOZTIL,O,X,O,X,X,X,X
SJOZTLI,O,X,O,X,X,X,X
SJOZITL,O,X,O,X,X,X,X
SJOZILT,O,X,X,X,X,X,X
SJOZLTI,O,X,X,X,X,X,X
SJOZLIT,O,X,X,X,X,X,X
SZTILJO,O,X,X,X,X,X,X
SZTILOJ,O,X,O,X,X,X,X
SZTIJLO,O,X,O,X,X,X,X
SZTIJOL,O,X,O,X,X,X,X
SZTIOLJ,O,X,O,X,X,X,X
SZTIOJL,O,X,O,X,X,X,X
SZTLIJO,O,X,X,X,X,X,X
SZTLIOJ,O,X,O,X,X,X,X
SZTLJIO,O,X,X,X,X,X,X
SZTLJOI,O,X,X,X,X,X,X
SZTLOIJ,O,X,O,X,X,X,X
SZTLOJI,O,X,O,X,X,X,X
SZTJILO,O,X,O,X,X,X,X
SZTJIOL,O,X,O,X,X,X,X
SZTJLIO,O,X,O,X,X,X,X
SZTJLOI,O,X,O,X,X,X,X
SZTJOIL,O,X,O,X,X,X,X
SZTJOLI,O,X,O,X,X,X,X
SZTOILJ,O,X,O,X,X,X,X
SZTOIJL,O,X,O,X,X,X,X
SZTOLIJ,O,X,O,X,X,X,X
SZTOLJI,O,X,O,X,X,X,X
SZTOJIL,O,X,O,X,X,X,X
SZTOJLI,O,X,O,X,X,X,X
SZITLJO,O,X,X,X,X,X,X
SZITLOJ,O,X,O,X,X,X,X
SZITJLO,O,X,O,X,X,X,X
SZITJOL,O,X,O,X,X,X,X
SZITOLJ,O,X,O,X,X,X,X
SZITOJL,O,X,O,X,X,X,X
SZILTJO,O,X,X,X,X,X,X
SZILTOJ,O,X,X,X,X,X,X
SZILJTO,O,X,X,X,X,X,X
SZILJOT,O,X,X,X,X,X,X
SZILOTJ,O,X,X,X,X,X,X
SZILOJT,O,X,X,X,X,X,X
SZIJTLO,O,X,O,X,X,X,X
SZIJTOL,O,X,O,X,X,X,X
SZIJLTO,O,X,X,X,X,X,X
SZIJLOT,O,X,X,X,X,X,X
SZIJOTL,O,X,O,X,X,X,X
SZIJOLT,O,X,X,X,X,X,X
SZIOTLJ,O,X,O,X,X,X,X
SZIOTJL,O,X,O,X,X,X,X
SZIOLTJ,O,X,X,X,X,X,X
SZIOLJT,O,X,X,X,X,X,X
SZIOJTL,O,X,O,X,X,X,X
SZIOJLT,O,X,X,X,X,X,X
SZLTIJO,O,X,X,X,X,X,X
SZLTIOJ,O,X,X,X,X,X,X
SZLTJIO,O,X,X,X,X,X,X
SZLTJOI,O,X,X,X,X,X,X
SZLTOIJ,O,X,X,X,X,X,X
SZLTOJI,O,X,X,X,X,X,X
SZLITJO,O,X,X,X,X,X,X
SZLITOJ,O,X,X,X,X,X,X
SZLIJTO,O,X,X,X,X,X,X
SZLIJOT,O,X,X,X,X,X,X
SZLIOTJ,O,X,X,X,X,X,X
SZLIOJT,O,X,X,X,X,X,X
SZLJTIO,O,X,X,X,X,X,X
SZLJTOI,O,X,X,X,X,X,X
SZLJITO,O,X,X,X,X,X,X
SZLJIOT,O,X,X,X,X,X,X
SZLJOTI,O,X,X,X,X,X,X
SZLJOIT,O,X,X,X,X,X,X
SZLOTIJ,O,X,X,X,X,X,X
SZLOTJI,O,X,X,X,X,X,X
SZLOITJ,O,X,X,X,X,X,X
SZLOIJT,O,X,X,X,X,X,X
SZLOJTI,O,X,X,X,X,X,X
SZLOJIT,O,X,X,X,X,X,X
SZJTILO,O,X,O,X,X,X,X
SZJTIOL,O,X,O,X,X,X,X
SZJTLIO,O,X,O,X,X,X,X
SZJTLOI,O,X,O,X,X,X,X
SZJTOIL,O,X,O,X,X,X,X
SZJTOLI,O,X,O,X,X,X,X
SZJITLO,O,X,O,X,X,X,X
SZJITOL,O,X,O,X,X,X,X
SZJILTO,O,X,X,X,X,X,X
SZJILOT,O,X,X,X,X,X,X
SZJIOTL,O,X,O,X,X,X,X
SZJIOLT,O,X,X,X,X,X,X
SZJLTIO,O,X,X,X,X,X,X
SZJLTOI,O,X,X,X,X,X,X
SZJLITO,O,X,X,X,X,X,X
SZJLIOT,O,X,X,X,X,X,X
SZJLOTI,O,X,X,X,X,X,X
SZJLOIT,O,X,X,X,X,X,X
SZJOTIL,O,X,O,X,X,X,X
SZJOTLI,O,X,O,X,X,X,X
SZJOITL,O,X,O,X,X,X,X
SZJOILT,O,X,X,X,X,X,X
SZJOLTI,O,X,X,X,X,X,X
SZJOLIT,O,X,X,X,X,X,X
SZOTILJ,O,X,O,X,X,X,X
SZOTIJL,O,X,O,X,X,X,X
SZOTLIJ,O,X,O,X,X,X,X
SZOTLJI,O,X,O,X,X,X,X
SZOTJIL,O,X,O,X,X,X,X
SZOTJLI,O,X,O,X,X,X,X
SZOITLJ,O,X,O,X,X,X,X
SZOITJL,O,X,O,X,X,X,X
SZOILTJ,O,X,X,X,X,X,X
SZOILJT,O,X,X,X,X,X,X
SZOIJTL,O,X,O,X,X,X,X
SZOIJLT,O,X,X,X,X,X,X
SZOLTIJ,O,X,X,X,X,X,X
SZOLTJI,O,X,X,X,X,X,X
SZOLITJ,O,X,X,X,X,X,X
SZOLIJT,O,X,X,X,X,X,X
SZOLJTI,O,X,X,X,X,X,X
SZOLJIT,O,X,X,X,X,X,X
SZOJTIL,O,X,O,X,X,X,X
SZOJTLI,O,X,O,X,X,X,X
SZOJITL,O,X,O,X,X,X,X
SZOJILT,O,X,X,X,X,X,X
SZOJLTI,O,X,X,X,X,X,X
SZOJLIT,O,X,X,X,X,X,X
SOTILJZ,X,O,O,O,X,X,X
SOTILZJ,O,X,O,O,X,X,X
SOTIJLZ,X,O,O,X,X,X,X
SOTIJZL,X,O,O,X,X,X,X
SOTIZLJ,O,X,O,X,X,X,X
SOTIZJL,O,X,O,X,X,X,X
SOTLIJZ,X,O,O,O,X,X,X
SOTLIZJ,O,X,O,O,X,X,X
SOTLJIZ,X,O,O,O,X,X,X
SOTLJZI,X,O,O,O,X,X,X
SOTLZIJ,O,X,O,O,X,X,X
SOTLZJI,O,X,O,O,X,X,X
SOTJILZ,X,O,O,X,X,X,X
SOTJIZL,X,O,O,X,X,X,X
SOTJLIZ,X,O,O,X,X,X,X
SOTJLZI,X,O,O,X,X,X,X
SOTJZIL,X,O,O,X,X,X,X
SOTJZLI,X,O,O,X,X,X,X
SOTZILJ,O,X,O,X,X,X,X
SOTZIJL,O,X,O,X,X,X,X
SOTZLIJ,O,X,O,X,X,X,X
SOTZLJI,O,X,O,X,X,X,X
SOTZJIL,O,X,O,X,X,X,X
SOTZJLI,O,X,O,X,X,X,X
SOITLJZ,X,O,O,O,X,X,X
SOITLZJ,O,X,O,O,X,X,X
SOITJLZ,X,O,O,X,X,X,X
SOITJZL,X,O,O,X,X,X,X
SOITZLJ,O,X,O,X,X,X,X
SOITZJL,O,X,O,X,X,X,X
SOILTJZ,X,X,O,O,X,X,X
SOILTZJ,O,X,O,O,X,X,X
SOILJTZ,X,X,O,X,X,X,X
SOILJZT,O,X,X,X,O,X,X
SOILZTJ,O,X,X,X,X,X,X
SOILZJT,O,X,X,X,X,X,X
SOIJTLZ,X,O,O,X,X,X,X
SOIJTZL,X,O,O,X,X,X,X
SOIJLTZ,X,X,O,X,X,X,X
SOIJLZT,O,X,X,X,O,X,X
SOIJZTL,O,X,O,X,X,X,X
SOIJZLT,O,X,X,X,X,X,X
SOIZTLJ,O,X,O,X,X,X,X
SOIZTJL,O,X,O,X,X,X,X
SOIZLTJ,O,X,X,X,X,X,X
SOIZLJT,O,X,X,X,X,X,X
SOIZJTL,O,X,O,X,X,X,X
SOIZJLT,O,X,X,X,X,X,X
SOLTIJZ,X,X,O,O,X,X,X
SOLTIZJ,O,X,O,O,X,X,X
SOLTJIZ,X,X,O,O,X,X,O
SOLTJZI,X,X,O,O,X,X,O
SOLTZIJ,O,X,O,O,X,X,X
SOLTZJI,O,X,O,O,X,X,X
SOLITJZ,X,X,O,O,X,X,X
SOLITZJ,O,X,O,O,X,X,X
SOLIJTZ,X,X,O,X,X,X,O
SOLIJZT,O,X,X,X,O,X,X
SOLIZTJ,O,X,X,X,X,X,X
SOLIZJT,O,X,X,X,X,X,X
SOLJTIZ,X,X,O,O,X,O,O
SOLJTZI,X,X,O,O,O,O,O
SOLJITZ,X,X,O,X,X,X,O
SOLJIZT,O,X,X,X,O,X,X
SOLJZTI,O,X,X,X,O,X,O
SOLJZIT,O,X,X,X,O,X,X
SOLZTIJ,O,X,X,O,X,X,X
SOLZTJI,O,X,X,O,X,X,X
SOLZITJ,O,X,X,X,X,X,X
SOLZIJT,O,X,X,X,X,X,X
SOLZJTI,O,X,X,X,X,O,O
SOLZJIT,O,X,X,X,X,X,X
SOJTILZ,X,O,O,X,X,X,X
SOJTIZL,X,O,O,X,X,X,X
SOJTLIZ,X,O,O,X,X,X,X
SOJTLZI,X,O,O,X,X,X,X
SOJTZIL,X,O,O,X,X,X,X
SOJTZLI,X,O,O,X,X,X,X
SOJITLZ,X,O,O,X,X,X,X
SOJITZL,X,O,O,X,X,X,X
SOJILTZ,X,X,O,X,X,X,X
SOJILZT,O,X,X,X,O,X,X
SOJIZTL,O,X,O,X,X,X,X
SOJIZLT,O,X,X,X,X,X,X
SOJLTIZ,X,X,O,X,X,O,O
SOJLTZI,X,X,O,X,O,O,O
SOJLITZ,X,X,O,X,X,X,O
SOJLIZT,O,X,X,X,O,X,X
SOJLZTI,O,X,X,X,O,X,O
SOJLZIT,O,X,X,X,O,X,X
SOJZTIL,O,X,O,X,X,X,X
SOJZTLI,O,X,O,X,X,X,X
SOJZITL,O,X,O,X,X,X,X
SOJZILT,O,X,X,X,X,X,X
SOJZLTI,O,X,X,X,X,X,X
SOJZLIT,O,X,X,X,X,X,X
SOZTILJ,O,X,O,X,X,X,X
SOZTIJL,O,X,O,X,X,X,X
SOZTLIJ,O,X,O,X,X,X,X
SOZTLJI,O,X,O,X,X,X,X
SOZTJIL,O,X,O,X,X,X,X
SOZTJLI,O,X,O,X,X,X,X
SOZITLJ,O,X,O,X,X,X,X
SOZITJL,O,X,O,X,X,X,X
SOZILTJ,O,X,X,X,X,X,X
SOZILJT,O,X,X,X,X,X,X
SOZIJTL,O,X,O,X,X,X,X
SOZIJLT,O,X,X,X,X,X,X
SOZLTIJ,O,X,X,X,X,X,X
SOZLTJI,O,X,X,X,X,X,X
SOZLITJ,O,X,X,X,X,X,X
SOZLIJT,O,X,X,X,X,X,X
SOZLJTI,O,X,X,X,X,X,X
SOZLJIT,O,X,X,X,X,X,X
SOZJTIL,O,X,O,X,X,X,X
SOZJTLI,O,X,O,X,X,X,X
SOZJITL,O,X,O,X,X,X,X
SOZJILT,O,X,X,X,X,X,X
SOZJLTI,O,X,X,X,X,X,X
SOZJLIT,O,X,X,X,X,X,X
ZTILJSO,X,O,X,O,X,X,X
ZTILJOS,X,O,X,O,X,X,X
ZTILSJO,X,X,X,O,X,X,X
ZTILSOJ,X,X,X,O,X,X,X
ZTILOJS,X,O,X,O,X,X,X
ZTILOSJ,X,X,X,O,X,X,X
ZTIJLSO,X,O,X,X,X,X,X
ZTIJLOS,X,O,X,X,X,X,X
ZTIJSLO,O,O,X,X,X,X,X
ZTIJSOL,O,O,X,X,X,X,X
ZTIJOLS,X,O,X,X,X,X,X
ZTIJOSL,O,O,X,X,X,X,X
ZTISLJO,O,X,X,X,X,X,X
ZTISLOJ,O,X,X,X,X,X,X
ZTISJLO,O,X,X,X,X,X,X
ZTISJOL,O,X,X,X,X,X,X
ZTISOLJ,O,X,X,X,X,X,X
ZTISOJL,O,X,X,X,X,X,X
ZTIOLJS,X,O,X,O,X,X,X
ZTIOLSJ,X,X,X,O,X,X,X
ZTIOJLS,X,O,X,X,X,X,X
ZTIOJSL,O,O,X,X,X,X,X
ZTIOSLJ,O,X,X,X,X,X,X
ZTIOSJL,O,X,X,X,X,X,X
ZTLIJSO,X,O,X,O,X,X,X
ZTLIJOS,X,O,X,O,X,X,X
ZTLISJO,X,X,X,O,X,X,X
ZTLISOJ,X,X,X,O,X,X,X
ZTLIOJS,X,O,X,O,X,X,X
ZTLIOSJ,X,X,X,O,X,X,X
ZTLJISO,X,O,X,O,X,X,X
ZTLJIOS,X,O,X,O,X,X,X
ZTLJSIO,X,O,X,O,X,X,X
ZTLJSOI,X,O,X,O,X,X,X
ZTLJOIS,X,O,X,O,X,X,X
ZTLJOSI,X,O,X,O,X,X,X
ZTLSIJO,X,X,X,O,X,X,X
ZTLSIOJ,X,X,X,O,X,X,X
ZTLSJIO,X,X,X,O,X,X,X
ZTLSJOI,X,X,X,O,X,X,X
ZTLSOIJ,X,X,X,O,X,X,X
ZTLSOJI,X,X,X,O,X,X,X
ZTLOIJS,X,O,X,O,X,X,X
ZTLOISJ,X,X,X,O,X,X,X
ZTLOJIS,X,O,X,O,X,X,X
ZTLOJSI,X,O,X,O,X,X,X
ZTLOSIJ,X,X,X,O,X,X,X
ZTLOSJI,X,X,X,O,X,X,X
ZTJILSO,X,O,X,X,X,X,X
ZTJILOS,X,O,X,X,X,X,X
ZTJISLO,O,O,X,X,X,X,X
ZTJISOL,O,O,X,X,X,X,X
ZTJIOLS,X,O,X,X,X,X,X
ZTJIOSL,O,O,X,X,X,X,X
ZTJLISO,X,O,X,X,X,X,X
ZTJLIOS,X,O,X,X,X,X,X
ZTJLSIO,X,O,X,X,X,X,X
ZTJLSOI,X,O,X,X,X,X,X
ZTJLOIS,X,O,X,X,X,X,X
ZTJLOSI,X,O,X,X,X,X,X
ZTJSILO,O,O,X,X,X,X,X
ZTJSIOL,O,O,X,X,X,X,X
ZTJSLIO,O,O,X,X,X,X,X
ZTJSLOI,O,O,X,X,X,X,X
ZTJSOIL,O,O,X,X,X,X,X
ZTJSOLI,O,O,X,X,X,X,X
ZTJOILS,X,O,X,X,X,X,X
ZTJOISL,O,O,X,X,X,X,X
ZTJOLIS,X,O,X,X,X,X,X
ZTJOLSI,X,O,X,X,X,X,X
ZTJOSIL,O,O,X,X,X,X,X
ZTJOSLI,O,O,X,X,X,X,X
ZTSILJO,O,X,X,X,X,X,X
ZTSILOJ,O,X,X,X,X,X,X
ZTSIJLO,O,X,X,X,X,X,X
ZTSIJOL,O,X,X,X,X,X,X
ZTSIOLJ,O,X,X,X,X,X,X
ZTSIOJL,O,X,X,X,X,X,X
ZTSLIJO,O,X,X,X,X,X,X
ZTSLIOJ,O,X,X,X,X,X,X
ZTSLJIO,O,X,X,X,X,X,X
ZTSLJOI,O,X,X,X,X,X,X
ZTSLOIJ,O,X,X,X,X,X,X
ZTSLOJI,O,X,X,X,X,X,X
ZTSJILO,O,X,X,X,X,X,X
ZTSJIOL,O,X,X,X,X,X,X
ZTSJLIO,O,X,X,X,X,X,X
ZTSJLOI,O,X,X,X,X,X,X
ZTSJOIL,O,X,X,X,X,X,X
ZTSJOLI,O,X,X,X,X,X,X
ZTSOILJ,O,X,X,X,X,X,X
ZTSOIJL,O,X,X,X,X,X,X
ZTSOLIJ,O,X,X,X,X,X,X
ZTSOLJI,O,X,X,X,X,X,X
ZTSOJIL,O,X,X,X,X,X,X
ZTSOJLI,O,X,X,X,X,X,X
ZTOILJS,X,O,X,O,X,X,X
ZTOILSJ,X,X,X,O,X,X,X
ZTOIJLS,X,O,X,X,X,X,X
ZTOIJSL,O,O,X,X,X,X,X
ZTOISLJ,O,X,X,X,X,X,X
ZTOISJL,O,X,X,X,X,X,X
ZTOLIJS,X,O,X,O,X,X,X
ZTOLISJ,X,X,X,O,X,X,X
ZTOLJIS,X,O,X,O,X,X,X
ZTOLJSI,X,O,X,O,X,X,X
