sequence,v115@FhB8HeB8BeA8EeB8AeB8DeC8JeZEJvhFukB3gBCiB8?qBTnB1wB,v115@FhB8HeB8BeA8EeB8AeB8DeC8JeZEJvhFukBFhBTiB6?qBcrBXsB,v115@FhB8HeB8BeA8EeB8AeB8DeC8JeZEJvhFukB3gBlmBc?sBzqBCsB,v115@FhB8HeB8BeA8EeB8AeB8DeC8JeZEJvhFukBFhBXiB6?qBcsBTrB,v115@FhB8HeB8BeA8EeB8AeB8DeC8JeZEJvhFukBTiBllBc?rBXsBCrB,v115@FhB8HeB8BeA8EeB8AeB8DeC8JeZEJvhFukBllBcrBT?nBCrBXsB,v115@FhB8HeB8BeA8EeB8AeB8DeC8JeZEJvhFukBfnB6nBl?lB0rBzqB,v115@FhB8HeB8BeA8EeB8AeB8DeC8Jei/IvhFRhB+nBcpBl?lBXrBzrB,v115@FhB8HeB8BeA8EeB8AeB8DeC8Jei/IvhFWnBcpBllBx?rBzqBXsB,v115@FhB8HeB8BeA8EeB8AeB8DeC8JexBJvhFTkBllB3mBc?sBipBWwB
LSZOTJI,X,O,X,O,O,X,X,O,X,X
LSZOITJ,X,O,X,O,O,X,X,X,X,X
LSZOIJT,X,O,X,O,O,X,X,X,X,X
LSZOJTI,X,O,X,O,O,X,X,O,X,X
LSZOJIT,X,O,X,O,O,X,X,X,X,X
LSOTIJZ,X,O,X,O,X,X,X,X,X,X
LSOTIZJ,X,O,X,O,X,X,X,X,X,X
LSOTJIZ,X,O,X,O,X,X,X,X,X,X
LSOTJZI,X,O,X,O,X,X,X,X,X,X
LSOTZIJ,X,O,X,O,X,X,X,X,X,X
LSOTZJI,X,O,X,O,X,X,X,X,X,X
LSOITJZ,X,O,X,O,X,X,X,X,X,X
LSOITZJ,X,O,X,O,X,X,X,X,X,X
LSOIJTZ,X,O,X,O,X,X,X,X,X,X
LSOIJZT,X,O,O,O,O,X,X,X,X,X
LSOIZTJ,X,O,O,O,O,X,X,X,X,X
LSOIZJT,X,O,O,O,O,X,X,X,X,X
LSOJTIZ,X,O,X,O,X,X,X,X,X,X
LSOJTZI,X,O,X,O,X,X,X,X,X,X
LSOJITZ,X,O,X,O,X,X,X,X,X,X
LSOJIZT,X,O,O,O,O,X,X,X,X,X
LSOJZTI,X,O,O,O,O,X,X,X,X,X
LSOJZIT,X,O,O,O,O,X,X,X,X,X
LSOZTIJ,X,O,O,O,O,X,X,X,X,X
LSOZTJI,X,O,O,O,O,X,X,X,X,X
LSOZITJ,X,O,O,O,O,X,X,X,X,X
LSOZIJT,X,O,O,O,O,X,X,X,X,X
LSOZJTI,X,O,O,O,O,X,X,X,X,X
LSOZJIT,X,O,O,O,O,X,X,X,X,X
LZTIJSO,X,O,X,O,O,X,O,X,O,X
LZTIJOS,X,O,X,O,X,O,X,X,O,X
LZTISJO,X,O,X,O,O,X,O,O,O,X
LZTISOJ,X,O,X,O,O,X,O,O,X,X
LZTIOJS,X,O,X,O,X,O,X,X,O,X
LZTIOSJ,X,O,X,O,X,X,X,X,X,X
LZTJISO,X,O,X,O,O,X,O,X,O,X
LZTJIOS,X,O,X,O,X,O,X,X,O,X
LZTJSIO,X,O,X,O,O,X,O,O,X,X
LZTJSOI,X,O,X,O,O,X,O,O,X,X
LZTJOIS,X,O,X,O,X,O,X,X,X,X
LZTJOSI,X,O,X,O,X,X,X,X,X,X
LZTSIJO,X,O,X,O,O,X,O,O,O,X
LZTSIOJ,X,O,X,O,O,X,O,O,X,O
LZTSJIO,X,O,X,O,O,X,O,O,X,X
LZTSJOI,X,O,X,O,O,X,O,O,X,X
LZTSOIJ,X,O,X,O,O,X,O,O,X,O
LZTSOJI,X,O,X,O,O,X,O,O,X,O
LZTOIJS,X,O,X,O,X,O,X,X,O,X
LZTOISJ,X,O,X,O,X,X,X,X,X,X
LZTOJIS,X,O,X,O,X,O,X,X,X,X
LZTOJSI,X,O,X,O,X,X,X,X,X,X
LZTOSIJ,X,O,X,O,X,X,X,O,X,O
LZTOSJI,X,O,X,O,X,X,X,O,X,O
LZITJSO,X,O,X,O,O,X,O,X,O,X
LZITJOS,X,O,X,O,X,O,X,X,O,X
LZITSJO,X,O,X,O,O,X,O,O,O,X
LZITSOJ,X,O,X,O,O,X,O,O,X,X
LZITOJS,X,O,X,O,X,O,X,X,O,X
LZITOSJ,X,O,X,O,X,X,X,X,X,X
LZIJTSO,X,O,X,O,O,X,O,X,O,X
LZIJTOS,X,O,X,O,X,O,X,X,O,X
LZIJSTO,X,O,X,O,O,X,O,O,O,X
LZIJSOT,X,O,X,O,O,X,O,X,X,X
LZIJOTS,X,O,O,O,X,O,X,X,O,X
LZIJOST,X,O,O,O,X,X,X,X,X,X
LZISTJO,X,O,X,O,O,X,O,O,O,X
LZISTOJ,X,O,X,O,O,X,O,O,X,O
LZISJTO,X,O,X,O,O,X,O,O,O,X
LZISJOT,X,O,X,O,O,X,O,X,X,X
LZISOTJ,X,O,X,O,O,X,O,X,X,O
LZISOJT,X,O,X,O,O,X,O,X,X,X
LZIOTJS,X,O,O,O,X,O,X,X,O,X
LZIOTSJ,X,O,O,O,X,X,X,X,X,X
LZIOJTS,X,O,O,O,X,O,X,X,O,X
LZIOJST,X,O,O,O,X,X,X,X,X,X
LZIOSTJ,X,O,O,O,X,X,X,X,X,O
LZIOSJT,X,O,O,O,X,X,X,X,X,X
LZJTISO,X,O,X,O,O,X,O,X,O,X
LZJTIOS,X,O,X,O,X,O,X,X,O,X
LZJTSIO,X,O,X,O,O,X,O,O,X,X
LZJTSOI,X,O,X,O,O,X,O,O,X,X
LZJTOIS,X,O,X,O,X,O,X,X,X,X
LZJTOSI,X,O,X,O,X,X,X,X,X,X
LZJITSO,X,O,X,O,O,X,O,X,O,X
LZJITOS,X,O,X,O,X,O,X,X,O,X
LZJISTO,X,O,X,O,O,X,O,O,O,X
LZJISOT,X,O,X,O,O,X,O,X,X,X
LZJIOTS,X,O,O,O,X,O,X,X,O,X
LZJIOST,X,O,O,O,X,X,X,X,X,X
LZJSTIO,X,O,X,O,O,X,O,O,X,X
LZJSTOI,X,O,X,O,O,X,O,O,X,X
LZJSITO,X,O,X,O,O,X,O,O,X,X
LZJSIOT,X,O,X,O,O,X,O,X,X,X
LZJSOTI,X,O,X,O,O,X,O,O,X,X
LZJSOIT,X,O,X,O,O,X,O,X,X,X
LZJOTIS,X,O,O,O,X,O,X,X,X,X
LZJOTSI,X,O,O,O,X,X,X,X,X,X
LZJOITS,X,O,O,O,X,O,X,X,X,X
LZJOIST,X,O,O,O,X,X,X,X,X,X
LZJOSTI,X,O,O,O,X,X,X,O,X,X
LZJOSIT,X,O,O,O,X,X,X,X,X,X
LZSTIJO,X,O,X,O,O,X,O,O,O,X
LZSTIOJ,X,O,X,O,O,X,O,O,X,O
LZSTJIO,X,O,X,O,O,X,O,O,X,X
LZSTJOI,X,O,X,O,O,X,O,O,X,X
LZSTOIJ,X,O,X,O,O,X,O,O,X,O
LZSTOJI,X,O,X,O,O,X,O,O,X,O
LZSITJO,X,O,X,O,O,X,O,O,O,X
LZSITOJ,X,O,X,O,O,X,O,O,X,O
LZSIJTO,X,O,X,O,O,X,O,O,O,X
LZSIJOT,X,O,X,O,O,X,O,X,X,X
LZSIOTJ,X,O,X,O,O,X,O,X,X,O
LZSIOJT,X,O,X,O,O,X,O,X,X,X
LZSJTIO,X,O,X,O,O,X,O,O,X,X
LZSJTOI,X,O,X,O,O,X,O,O,X,X
LZSJITO,X,O,X,O,O,X,O,O,X,X
LZSJIOT,X,O,X,O,O,X,O,X,X,X
LZSJOTI,X,O,X,O,O,X,O,O,X,X
LZSJOIT,X,O,X,O,O,X,O,X,X,X
LZSOTIJ,X,O,X,O,O,X,O,O,X,O
LZSOTJI,X,O,X,O,O,X,O,O,X,O
LZSOITJ,X,O,X,O,O,X,O,X,X,O
LZSOIJT,X,O,X,O,O,X,O,X,X,X
LZSOJTI,X,O,X,O,O,X,O,O,X,X
LZSOJIT,X,O,X,O,O,X,O,X,X,X
LZOTIJS,X,O,O,O,X,O,X,X,O,X
LZOTISJ,X,O,O,O,X,X,X,X,X,X
LZOTJIS,X,O,O,O,X,O,X,X,X,X
LZOTJSI,X,O,O,O,X,X,X,X,X,X
LZOTSIJ,X,O,O,O,X,X,X,O,X,O
LZOTSJI,X,O,O,O,X,X,X,O,X,O
LZOITJS,X,O,O,O,X,O,X,X,O,X
LZOITSJ,X,O,O,O,X,X,X,X,X,X
LZOIJTS,X,O,O,O,X,O,X,X,O,X
LZOIJST,X,O,O,O,X,X,X,X,X,X
LZOISTJ,X,O,O,O,X,X,X,X,X,O
LZOISJT,X,O,O,O,X,X,X,X,X,X
LZOJTIS,X,O,O,O,X,O,X,X,X,X
LZOJTSI,X,O,O,O,X,X,X,X,X,X
LZOJITS,X,O,O,O,X,O,X,X,X,X
LZOJIST,X,O,O,O,X,X,X,X,X,X
LZOJSTI,X,O,O,O,X,X,X,O,X,X
LZOJSIT,X,O,O,O,X,X,X,X,X,X
LZOSTIJ,X,O,O,O,X,X,X,O,X,O
LZOSTJI,X,O,O,O,X,X,X,O,X,O
LZOSITJ,X,O,O,O,X,X,X,X,X,O
LZOSIJT,X,O,O,O,X,X,X,X,X,X
LZOSJTI,X,O,O,O,X,X,X,O,X,X
LZOSJIT,X,O,O,O,X,X,X,X,X,X
LOTIJSZ,O,X,X,O,X,X,X,X,X,X
LOTIJZS,O,O,X,O,X,X,X,X,X,X
LOTISJZ,O,X,X,O,X,X,X,X,X,X
LOTISZJ,O,X,X,O,X,X,X,X,X,X
LOTIZJS,O,O,X,O,X,X,X,X,X,X
LOTIZSJ,O,O,X,O,X,X,X,X,X,X
LOTJISZ,O,X,X,O,X,X,X,X,X,X
LOTJIZS,O,O,X,O,X,X,X,X,X,X
LOTJSIZ,O,X,X,O,X,X,X,X,X,X
LOTJSZI,O,X,X,O,X,X,X,X,X,X
LOTJZIS,O,O,X,O,X,X,X,X,X,X
LOTJZSI,O,O,X,O,X,X,X,X,X,X
LOTSIJZ,O,X,X,O,X,X,X,X,X,X
LOTSIZJ,O,X,X,O,X,X,X,X,X,X
LOTSJIZ,O,X,X,O,X,X,X,X,X,X
LOTSJZI,O,X,X,O,X,X,X,X,X,X
LOTSZIJ,O,X,X,O,X,X,X,X,X,X
LOTSZJI,O,X,X,O,X,X,X,X,X,X
LOTZIJS,O,O,X,O,X,X,X,X,X,X
LOTZISJ,O,O,X,O,X,X,X,X,X,X
LOTZJIS,O,O,X,O,X,X,X,X,X,X
LOTZJSI,O,O,X,O,X,X,X,X,X,X
LOTZSIJ,O,O,X,O,X,X,X,X,X,O
LOTZSJI,O,O,X,O,X,X,X,X,X,O
LOITJSZ,O,X,X,O,X,X,X,X,X,X
LOITJZS,O,O,X,O,X,X,X,X,X,X
LOITSJZ,O,X,X,O,X,X,X,X,X,X
LOITSZJ,O,X,X,O,X,X,X,X,X,X
LOITZJS,O,O,X,O,X,X,X,X,X,X
LOITZSJ,O,O,X,O,X,X,X,X,X,X
LOIJTSZ,O,X,X,O,X,X,X,X,X,X
LOIJTZS,O,O,X,O,X,X,X,X,X,X
LOIJSTZ,O,O,X,O,X,X,X,X,X,X
LOIJSZT,X,O,O,O,X,X,X,X,X,X
LOIJZTS,O,O,O,O,X,O,X,X,X,X
LOIJZST,X,O,O,O,X,X,X,X,X,X
LOISTJZ,O,O,X,O,X,X,X,X,X,X
LOISTZJ,O,O,X,O,X,X,X,X,X,X
LOISJTZ,O,O,X,O,X,X,X,X,X,X
LOISJZT,X,O,O,O,X,X,X,X,X,X
LOISZTJ,X,O,O,O,X,X,X,X,X,X
LOISZJT,X,O,O,O,X,X,X,X,X,X
LOIZTJS,O,O,O,O,X,O,X,X,X,X
LOIZTSJ,O,O,O,O,X,X,X,X,X,X
LOIZJTS,O,O,O,O,X,O,X,X,X,X
LOIZJST,X,O,O,O,X,X,X,X,X,X
LOIZSTJ,X,O,O,O,X,X,X,X,X,X
LOIZSJT,X,O,O,O,X,X,X,X,X,X
LOJTISZ,O,X,X,O,X,X,X,X,X,X
LOJTIZS,O,O,X,O,X,X,X,X,X,X
LOJTSIZ,O,X,X,O,X,X,X,X,X,X
LOJTSZI,O,X,X,O,X,X,X,X,X,X
LOJTZIS,O,O,X,O,X,X,X,X,X,X
LOJTZSI,O,O,X,O,X,X,X,X,X,X
LOJITSZ,O,X,X,O,X,X,X,X,X,X
LOJITZS,O,O,X,O,X,X,X,X,X,X
LOJISTZ,O,O,X,O,X,X,X,X,X,X
LOJISZT,X,O,O,O,X,X,X,X,X,X
LOJIZTS,O,O,O,O,X,O,X,X,X,X
LOJIZST,X,O,O,O,X,X,X,X,X,X
LOJSTIZ,O,O,X,O,X,X,X,X,X,X
LOJSTZI,O,O,X,O,X,X,X,X,X,X
LOJSITZ,O,O,X,O,X,X,X,X,X,X
LOJSIZT,X,O,O,O,X,X,X,X,X,X
LOJSZTI,X,O,O,O,X,X,X,X,X,X
LOJSZIT,X,O,O,O,X,X,X,X,X,X
LOJZTIS,O,O,O,O,X,O,X,X,X,X
LOJZTSI,O,O,O,O,X,X,X,X,X,X
LOJZITS,O,O,O,O,X,O,X,X,X,X
LOJZIST,X,O,O,O,X,X,X,X,X,X
LOJZSTI,X,O,O,O,X,X,X,X,X,X
LOJZSIT,X,O,O,O,X,X,X,X,X,X
LOSTIJZ,O,O,X,O,X,X,X,X,X,X
LOSTIZJ,O,O,X,O,X,X,X,X,X,X
LOSTJIZ,O,O,X,O,X,X,X,X,X,X
LOSTJZI,O,O,X,O,X,X,X,X,X,X
LOSTZIJ,O,O,X,O,X,X,X,X,X,X
LOSTZJI,O,O,X,O,X,X,X,X,X,X
LOSITJZ,O,O,X,O,X,X,X,X,X,X
LOSITZJ,O,O,X,O,X,X,X,X,X,X
LOSIJTZ,O,O,X,O,X,X,X,X,X,X
LOSIJZT,X,O,O,O,X,X,X,X,X,X
LOSIZTJ,X,O,O,O,X,X,X,X,X,X
LOSIZJT,X,O,O,O,X,X,X,X,X,X
LOSJTIZ,O,O,X,O,X,X,X,X,X,X
LOSJTZI,O,O,X,O,X,X,X,X,X,X
LOSJITZ,O,O,X,O,X,X,X,X,X,X
LOSJIZT,X,O,O,O,X,X,X,X,X,X
LOSJZTI,X,O,O,O,X,X,X,X,X,X
LOSJZIT,X,O,O,O,X,X,X,X,X,X
LOSZTIJ,X,O,O,O,X,X,X,X,X,X
LOSZTJI,X,O,O,O,X,X,X,X,X,X
LOSZITJ,X,O,O,O,X,X,X,X,X,X
LOSZIJT,X,O,O,O,X,X,X,X,X,X
LOSZJTI,X,O,O,O,X,X,X,X,X,X
LOSZJIT,X,O,O,O,X,X,X,X,X,X
LOZTIJS,O,O,O,O,X,O,X,X,X,X
LOZTISJ,O,O,O,O,X,X,X,X,X,X
LOZTJIS,O,O,O,O,X,O,X,X,X,X
LOZTJSI,O,O,O,O,X,X,X,X,X,X
LOZTSIJ,O,O,O,O,X,X,X,X,X,O
LOZTSJI,O,O,O,O,X,X,X,X,X,O
LOZITJS,O,O,O,O,X,O,X,X,X,X
LOZITSJ,O,O,O,O,X,X,X,X,X,X
LOZIJTS,O,O,O,O,X,O,X,X,X,X
LOZIJST,X,O,O,O,X,X,X,X,X,X
LOZISTJ,X,O,O,O,X,X,X,X,X,O
LOZISJT,X,O,O,O,X,X,X,X,X,X
LOZJTIS,O,O,O,O,X,O,X,X,X,X
LOZJTSI,O,O,O,O,X,X,X,X,X,X
LOZJITS,O,O,O,O,X,O,X,X,X,X
LOZJIST,X,O,O,O,X,X,X,X,X,X
LOZJSTI,X,O,O,O,X,X,X,X,X,X
LOZJSIT,X,O,O,O,X,X,X,X,X,X
LOZSTIJ,X,O,O,O,X,X,X,X,X,O
LOZSTJI,X,O,O,O,X,X,X,X,X,O
LOZSITJ,X,O,O,O,X,X,X,X,X,O
LOZSIJT,X,O,O,O,X,X,X,X,X,X
LOZSJTI,X,O,O,O,X,X,X,X,X,X
LOZSJIT,X,O,O,O,X,X,X,X,X,X
JTILSZO,O,O,X,O,X,X,X,X,X,X
JTILSOZ,X,O,X,O,X,X,X,X,X,X
JTILZSO,O,O,X,O,O,X,O,X,O,X
JTILZOS,O,O,X,O,X,O,X,X,O,X
JTILOSZ,O,X,X,O,X,X,X,X,X,X
JTILOZS,O,O,X,O,X,X,X,X,X,X
JTISLZO,O,O,X,X,X,X,X,X,X,X
JTISLOZ,X,O,X,X,X,X,X,X,X,X
JTISZLO,O,O,X,X,O,X,O,X,O,X
JTISZOL,O,O,X,X,O,O,O,X,X,X
JTISOLZ,O,O,X,X,X,X,X,X,X,X
JTISOZL,O,O,O,X,O,X,X,X,X,X
JTIZLSO,O,O,X,O,O,X,O,X,O,X
JTIZLOS,O,X,X,O,X,O,X,X,O,X
JTIZSLO,O,O,X,O,O,X,O,X,O,X
JTIZSOL,O,O,X,O,O,O,O,X,X,X
JTIZOLS,O,X,O,O,X,O,X,X,O,X
JTIZOSL,O,O,O,O,O,O,O,X,X,X
JTIOLSZ,O,X,X,X,X,X,X,X,X,X
JTIOLZS,O,X,X,O,X,X,X,X,X,X
JTIOSLZ,O,X,X,X,X,X,X,X,X,X
JTIOSZL,O,X,O,O,X,X,X,X,X,X
JTIOZLS,O,X,O,O,X,O,X,X,O,X
JTIOZSL,O,X,O,O,O,O,O,X,X,X
JTLISZO,O,O,X,O,X,X,X,X,X,X
JTLISOZ,X,O,X,O,X,X,X,X,X,X
JTLIZSO,O,O,X,O,O,X,O,X,X,X
JTLIZOS,O,O,X,O,X,O,X,X,X,X
JTLIOSZ,O,X,X,O,X,X,X,X,X,X
JTLIOZS,O,O,X,O,X,X,X,X,X,X
JTLSIZO,O,O,X,O,X,X,X,X,X,X
JTLSIOZ,X,O,X,O,X,X,X,X,X,X
JTLSZIO,O,O,X,O,X,X,X,X,X,X
JTLSZOI,O,O,X,O,X,X,X,X,X,X
JTLSOIZ,X,O,X,O,X,X,X,X,X,X
JTLSOZI,X,O,X,O,X,X,X,X,X,X
JTLZISO,O,O,X,O,O,X,O,X,X,X
JTLZIOS,O,O,X,O,X,O,X,X,X,X
JTLZSIO,O,O,X,O,O,X,O,X,X,X
JTLZSOI,O,O,X,O,O,X,O,X,X,X
JTLZOIS,O,O,X,O,X,O,X,X,X,X
JTLZOSI,O,O,X,O,X,X,X,X,X,X
JTLOISZ,O,X,X,O,X,X,X,X,X,X
JTLOIZS,O,O,X,O,X,X,X,X,X,X
JTLOSIZ,O,X,X,O,X,X,X,X,X,X
JTLOSZI,O,X,X,O,X,X,X,X,X,X
JTLOZIS,O,O,X,O,X,X,X,X,X,X
JTLOZSI,O,O,X,O,X,X,X,X,X,X
JTSILZO,O,O,X,X,X,X,X,O,X,X
JTSILOZ,X,O,X,X,X,X,X,X,X,X
JTSIZLO,O,O,X,X,O,X,O,O,X,X
JTSIZOL,O,O,X,X,O,O,O,O,X,X
JTSIOLZ,O,O,X,X,X,X,X,X,X,X
JTSIOZL,O,O,O,X,O,X,X,O,X,X
JTSLIZO,O,O,X,X,X,X,X,O,X,X
JTSLIOZ,X,O,X,X,X,X,X,X,X,X
JTSLZIO,O,O,X,X,X,X,X,O,X,X
JTSLZOI,O,O,X,X,X,X,X,O,X,X
JTSLOIZ,X,O,X,X,X,X,X,X,X,X
JTSLOZI,X,O,X,X,X,X,X,X,X,X
JTSZILO,O,O,X,X,O,X,O,O,X,X
JTSZIOL,O,O,X,X,O,O,O,O,X,X
JTSZLIO,O,O,X,X,O,X,O,O,X,X
JTSZLOI,O,O,X,X,O,X,O,O,X,X
JTSZOIL,O,O,X,X,O,O,O,O,X,X
JTSZOLI,O,O,X,X,O,X,O,O,X,X
JTSOILZ,O,O,X,X,X,X,X,X,X,X
JTSOIZL,O,O,O,X,O,X,X,O,X,X
JTSOLIZ,O,O,X,X,X,X,X,X,X,X
JTSOLZI,O,O,X,X,X,X,X,X,X,X
JTSOZIL,O,O,O,X,O,X,X,O,X,X
JTSOZLI,O,O,O,X,O,X,X,O,X,X
JTZILSO,O,O,X,O,O,X,O,X,O,X
JTZILOS,O,X,X,O,X,O,X,X,O,X
JTZISLO,O,O,X,O,O,X,O,X,O,X
JTZISOL,O,O,X,O,O,O,O,X,X,X
JTZIOLS,O,X,O,O,X,O,X,X,O,X
JTZIOSL,O,O,O,O,O,O,O,X,X,X
JTZLISO,O,O,X,O,O,X,O,X,O,X
JTZLIOS,O,X,X,O,X,O,X,X,O,X
JTZLSIO,O,O,X,O,O,X,O,O,X,X
JTZLSOI,O,O,X,O,O,X,O,O,X,X
JTZLOIS,O,X,X,O,X,O,X,X,X,X
JTZLOSI,O,X,X,O,X,X,X,X,X,X
JTZSILO,O,O,X,O,O,X,O,O,X,X
JTZSIOL,O,O,X,O,O,O,O,O,X,O
JTZSLIO,O,O,X,O,O,X,O,O,X,X
JTZSLOI,O,O,X,O,O,X,O,O,X,X
JTZSOIL,O,O,X,O,O,O,O,O,X,O
JTZSOLI,O,O,X,O,O,X,O,O,X,O
JTZOILS,O,X,O,O,X,O,X,X,X,X
JTZOISL,O,O,O,O,O,O,O,X,X,X
JTZOLIS,O,X,O,O,X,O,X,X,X,X
JTZOLSI,O,X,O,O,X,X,X,X,X,X
JTZOSIL,O,O,O,O,O,O,O,X,X,O
JTZOSLI,O,O,O,O,O,X,O,X,X,O
JTOILSZ,O,X,X,X,X,X,X,X,X,X
JTOILZS,O,X,X,O,X,X,X,X,X,X
JTOISLZ,O,X,X,X,X,X,X,X,X,X
JTOISZL,O,X,O,O,X,X,X,X,X,X
JTOIZLS,O,X,O,O,X,O,X,X,X,X
JTOIZSL,O,X,O,O,O,O,O,X,X,X
JTOLISZ,O,X,X,X,X,X,X,X,X,X
JTOLIZS,O,X,X,O,X,X,X,X,X,X
JTOLSIZ,O,X,X,X,X,X,X,X,X,X
JTOLSZI,O,X,X,X,X,X,X,X,X,X
JTOLZIS,O,X,X,O,X,X,X,X,X,X
JTOLZSI,O,X,X,O,X,X,X,X,X,X
JTOSILZ,O,X,X,X,X,X,X,X,X,X
JTOSIZL,O,X,O,O,X,X,X,X,X,X
JTOSLIZ,O,X,X,X,X,X,X,X,X,X
JTOSLZI,O,X,X,X,X,X,X,X,X,X
JTOSZIL,O,X,O,O,X,X,X,X,X,X
JTOSZLI,O,X,O,O,X,X,X,X,X,X
JTOZILS,O,X,O,O,X,O,X,X,X,X
JTOZISL,O,X,O,O,O,O,O,X,X,X
JTOZLIS,O,X,O,O,X,O,X,X,X,X
JTOZLSI,O,X,O,O,X,X,X,X,X,X
JTOZSIL,O,X,O,O,O,O,O,X,X,O
JTOZSLI,O,X,O,O,O,X,O,X,X,O
JITLSZO,O,O,X,O,X,X,X,X,X,X
JITLSOZ,X,O,X,O,X,X,X,X,X,X
JITLZSO,O,O,X,O,O,X,O,X,O,X
JITLZOS,O,O,X,O,X,O,X,X,O,X
JITLOSZ,O,X,X,O,X,X,X,X,X,X
JITLOZS,O,O,X,O,X,X,X,X,X,X
JITSLZO,O,O,X,X,X,X,X,X,X,X
JITSLOZ,X,O,X,X,X,X,X,X,X,X
JITSZLO,O,O,X,X,O,X,O,X,O,X
JITSZOL,O,O,X,X,O,O,O,X,X,X
JITSOLZ,O,O,X,X,X,X,X,X,X,X
JITSOZL,O,O,O,X,O,X,X,X,X,X
JITZLSO,O,O,X,O,O,X,O,X,O,X
JITZLOS,O,X,X,O,X,O,X,X,O,X
JITZSLO,O,O,X,O,O,X,O,X,O,X
JITZSOL,O,O,X,O,O,O,O,X,X,X
JITZOLS,O,X,O,O,X,O,X,X,O,X
JITZOSL,O,O,O,O,O,O,O,X,X,X
JITOLSZ,O,X,X,X,X,X,X,X,X,X
JITOLZS,O,X,X,O,X,X,X,X,X,X
JITOSLZ,O,X,X,X,X,X,X,X,X,X
JITOSZL,O,X,O,O,X,X,X,X,X,X
JITOZLS,O,X,O,O,X,O,X,X,O,X
JITOZSL,O,X,O,O,O,O,O,X,X,X
JILTSZO,O,O,X,O,X,X,X,X,X,X
JILTSOZ,X,O,X,O,X,X,X,X,X,X
JILTZSO,O,O,X,O,O,X,O,X,O,X
JILTZOS,O,O,X,O,X,O,X,X,O,X
JILTOSZ,O,X,X,O,X,X,X,X,X,X
JILTOZS,O,O,X,O,X,X,X,X,X,X
JILSTZO,X,O,X,O,X,X,X,X,X,X
JILSTOZ,X,O,X,O,X,X,X,X,X,X
JILSZTO,X,O,X,O,O,X,X,X,X,X
JILSZOT,X,O,X,O,O,X,X,X,X,X
JILSOTZ,X,O,X,O,X,X,X,X,X,X
JILSOZT,X,O,O,O,O,X,X,X,X,X
JILZTSO,X,O,X,O,O,X,O,X,O,X
JILZTOS,X,O,X,O,X,O,X,X,O,X
JILZSTO,X,O,X,O,O,X,O,X,O,X
JILZSOT,X,O,X,O,O,X,O,X,X,X
JILZOTS,X,O,O,O,X,O,X,X,O,X
JILZOST,X,O,O,O,X,X,X,X,X,X
JILOTSZ,O,X,X,O,X,X,X,X,X,X
JILOTZS,O,O,X,O,X,X,X,X,X,X
JILOSTZ,O,O,X,O,X,X,X,X,X,X
JILOSZT,X,O,O,O,X,X,X,X,X,X
JILOZTS,O,O,O,O,X,O,X,X,X,X
JILOZST,X,O,O,O,X,X,X,X,X,X
JISTLZO,O,O,X,X,X,X,X,O,X,X
JISTLOZ,X,O,X,X,X,X,X,X,X,X
JISTZLO,O,O,X,X,O,X,O,O,O,X
JISTZOL,O,O,X,X,O,O,O,O,X,X
JISTOLZ,O,O,X,X,X,X,X,X,X,X
JISTOZL,O,O,O,X,O,X,X,O,X,X
JISLTZO,X,O,X,O,X,X,X,X,X,X
JISLTOZ,X,O,X,O,X,X,X,X,X,X
JISLZTO,X,O,X,O,O,X,X,X,X,X
JISLZOT,X,O,X,O,O,X,X,X,X,X
JISLOTZ,X,O,X,O,X,X,X,X,X,X
JISLOZT,X,O,O,O,O,X,X,X,X,X
JISZTLO,X,O,X,O,O,X,O,O,O,X
JISZTOL,X,O,X,O,O,O,O,O,X,X
JISZLTO,X,O,X,O,O,X,O,O,O,X
JISZLOT,X,O,X,O,O,X,O,X,X,X
JISZOTL,X,O,O,O,O,O,O,X,X,X
JISZOLT,X,O,O,O,O,X,O,X,X,X
JISOTLZ,O,O,X,X,X,X,X,X,X,X
JISOTZL,O,O,O,O,O,X,X,X,X,X
JISOLTZ,O,O,X,X,X,X,X,X,X,X
JISOLZT,X,O,O,X,O,X,X,X,X,X
JISOZTL,X,O,O,O,O,O,X,X,X,X
JISOZLT,X,O,O,O,O,X,X,X,X,X
JIZTLSO,O,O,X,O,O,X,O,X,O,X
JIZTLOS,O,X,X,O,X,O,X,X,O,X
JIZTSLO,O,O,X,O,O,X,O,X,O,X
JIZTSOL,O,O,X,O,O,O,O,X,X,X
JIZTOLS,O,X,O,O,X,O,X,X,O,X
JIZTOSL,O,O,O,O,O,O,O,X,X,X
JIZLTSO,X,O,X,O,O,X,O,X,O,X
JIZLTOS,X,O,X,O,X,O,X,X,O,X
JIZLSTO,X,O,X,O,O,X,O,O,O,X
JIZLSOT,X,O,X,O,O,X,O,X,X,X
JIZLOTS,X,O,O,O,X,O,X,X,O,X
JIZLOST,X,O,O,O,X,X,X,X,X,X
JIZSTLO,X,O,X,O,O,X,O,O,O,X
JIZSTOL,X,O,X,O,O,O,O,O,X,X
JIZSLTO,X,O,X,O,O,X,O,O,O,X
JIZSLOT,X,O,X,O,O,X,O,X,X,X
JIZSOTL,X,O,O,O,O,O,O,X,X,X
JIZSOLT,X,O,O,O,O,X,O,X,X,X
JIZOTLS,O,X,O,O,X,O,X,X,O,X
JIZOTSL,O,O,O,O,O,O,O,X,X,X
JIZOLTS,O,X,O,O,X,O,X,X,O,X
JIZOLST,X,X,O,O,X,X,X,X,X,X
