sequence,v115@PhC8FeE8DeD8JeT/IvhFcmBenBCjBXlBllBxvB,v115@PhC8FeE8DeD8JeT/IvhF/lBWnBxiBUqBlrBarB,v115@PhC8FeE8DeD8JeT/IvhFelBRhBCjB8rB3qBFrB,v115@PhC8FeE8DeD8Je/EJvhFzgBWnBxiB0qBlrBaqB,v115@PhC8FeE8DeD8Je/EJvhFUgBxiBKrBFnBGmBTqB,v115@PhC8FeE8DeD8JeyEJvhFXhBxiBFnB0kB+qBTrB,v115@PhC8FeE8DeD8Je2EJvhFXhBxiBFnBSqBTrBUqB
ZOSJLIT,O,X,O,X,X,X,X
OTILJSZ,O,X,X,X,O,O,O
OTILJZS,O,O,X,O,X,X,X
OTILSJZ,O,X,X,X,O,O,O
OTILSZJ,X,X,X,X,O,O,X
OTILZJS,X,O,X,O,X,X,X
OTILZSJ,X,O,X,O,O,O,X
OTIJLSZ,O,X,X,X,O,O,O
OTIJLZS,O,O,X,O,X,X,X
OTIJSLZ,O,X,X,X,O,O,O
OTIJSZL,O,O,X,O,O,X,O
OTIJZLS,O,O,X,O,X,X,X
OTIJZSL,O,O,X,O,X,X,O
OTISLJZ,O,X,X,X,O,O,O
OTISLZJ,X,X,X,X,O,O,X
OTISJLZ,O,X,X,X,O,O,O
OTISJZL,O,O,X,O,O,X,O
OTISZLJ,X,O,X,O,O,O,X
OTISZJL,O,O,X,O,O,X,O
OTIZLJS,X,O,X,O,X,X,X
OTIZLSJ,X,O,X,O,O,O,X
OTIZJLS,O,O,X,O,X,X,X
OTIZJSL,O,O,X,O,X,X,O
OTIZSLJ,X,O,X,O,O,O,X
OTIZSJL,O,O,X,O,O,X,O
OTLIJSZ,O,X,X,X,O,O,O
OTLIJZS,O,O,X,O,X,X,X
OTLISJZ,O,X,X,X,O,O,O
OTLISZJ,X,X,X,X,O,O,X
OTLIZJS,X,O,X,O,X,X,X
OTLIZSJ,X,O,X,O,O,O,X
OTLJISZ,O,X,X,X,O,O,O
OTLJIZS,O,O,X,O,X,X,X
OTLJSIZ,X,X,X,X,O,O,O
OTLJSZI,O,X,O,X,O,O,O
OTLJZIS,O,O,O,O,X,X,X
OTLJZSI,O,O,O,O,X,X,X
OTLSIJZ,O,X,X,X,O,O,O
OTLSIZJ,X,X,X,X,O,O,X
OTLSJIZ,X,X,X,X,O,O,O
OTLSJZI,O,X,O,X,O,O,O
OTLSZIJ,X,X,X,X,O,O,X
OTLSZJI,X,X,O,X,O,O,X
OTLZIJS,X,O,X,O,X,X,X
OTLZISJ,X,O,X,O,O,O,X
OTLZJIS,X,O,O,O,X,X,X
OTLZJSI,X,O,O,O,X,X,X
OTLZSIJ,X,O,X,O,O,O,X
OTLZSJI,X,O,O,O,O,O,X
OTJILSZ,O,X,X,X,O,O,O
OTJILZS,O,O,X,O,X,X,X
OTJISLZ,O,X,X,X,O,O,O
OTJISZL,O,O,X,O,O,X,O
OTJIZLS,O,O,X,O,X,X,X
OTJIZSL,O,O,X,O,X,X,O
OTJLISZ,O,X,X,X,O,O,O
OTJLIZS,O,O,X,O,X,X,X
OTJLSIZ,X,X,X,X,O,O,O
OTJLSZI,O,X,O,X,O,O,O
OTJLZIS,O,O,O,O,X,X,X
OTJLZSI,O,O,O,O,X,X,X
OTJSILZ,X,X,X,X,O,O,O
OTJSIZL,X,O,X,O,O,X,O
OTJSLIZ,X,X,X,X,O,O,O
OTJSLZI,O,X,O,X,O,O,O
OTJSZIL,X,O,O,O,O,X,O
OTJSZLI,O,O,O,O,O,X,O
OTJZILS,O,O,O,O,X,X,X
OTJZISL,O,O,X,O,X,X,O
OTJZLIS,O,O,O,O,X,X,X
OTJZLSI,O,O,O,O,X,X,X
OTJZSIL,X,O,O,O,X,X,O
OTJZSLI,O,O,O,O,X,X,O
OTSILJZ,O,X,X,X,O,O,O
OTSILZJ,X,X,X,X,O,O,X
OTSIJLZ,O,X,X,X,O,O,O
OTSIJZL,O,O,X,O,O,X,O
OTSIZLJ,X,O,X,O,O,O,X
OTSIZJL,O,O,X,O,O,X,O
OTSLIJZ,O,X,X,X,O,O,O
OTSLIZJ,X,X,X,X,O,O,X
OTSLJIZ,X,X,X,X,O,O,O
OTSLJZI,O,X,O,X,O,O,O
OTSLZIJ,X,X,X,X,O,O,X
OTSLZJI,X,X,O,X,O,O,X
OTSJILZ,X,X,X,X,O,O,O
OTSJIZL,X,O,X,O,O,X,O
OTSJLIZ,X,X,X,X,O,O,O
OTSJLZI,O,X,O,X,O,O,O
OTSJZIL,X,O,O,O,O,X,O
OTSJZLI,O,O,O,O,O,X,O
OTSZILJ,X,O,X,O,O,O,X
OTSZIJL,X,O,X,O,O,X,O
OTSZLIJ,X,O,X,O,O,O,X
OTSZLJI,X,O,O,O,O,O,X
OTSZJIL,X,O,O,O,O,X,O
OTSZJLI,X,O,O,O,O,X,O
OTZILJS,X,O,X,O,X,X,X
OTZILSJ,X,O,X,O,O,O,X
OTZIJLS,X,O,X,O,X,X,X
OTZIJSL,X,O,X,O,X,X,O
OTZISLJ,X,O,X,O,O,O,X
OTZISJL,X,O,X,O,O,X,O
OTZLIJS,X,O,X,O,X,X,X
OTZLISJ,X,O,X,O,O,O,X
OTZLJIS,X,O,O,O,X,X,X
OTZLJSI,X,O,O,O,X,X,X
OTZLSIJ,X,O,X,O,O,O,X
OTZLSJI,X,O,O,O,O,O,X
OTZJILS,X,O,O,O,X,X,X
OTZJISL,X,O,X,O,X,X,O
OTZJLIS,X,O,O,O,X,X,X
OTZJLSI,X,O,O,O,X,X,X
OTZJSIL,X,O,O,O,X,X,O
OTZJSLI,X,O,O,O,X,X,O
OTZSILJ,X,O,X,O,O,O,X
OTZSIJL,X,O,X,O,O,X,O
OTZSLIJ,X,O,X,O,O,O,X
OTZSLJI,X,O,O,O,O,O,X
OTZSJIL,X,O,O,O,O,X,O
OTZSJLI,X,O,O,O,O,X,O
OITLJSZ,O,X,X,X,O,O,O
OITLJZS,O,O,X,O,X,X,X
OITLSJZ,O,X,X,X,O,O,O
OITLSZJ,X,X,X,X,O,O,X
OITLZJS,X,O,X,O,X,X,X
OITLZSJ,X,O,X,O,O,O,X
OITJLSZ,O,X,X,X,O,O,O
OITJLZS,O,O,X,O,X,X,X
OITJSLZ,O,X,X,X,O,O,O
OITJSZL,O,O,X,O,O,X,O
OITJZLS,O,O,X,O,X,X,X
OITJZSL,O,O,X,O,X,X,O
OITSLJZ,O,X,X,X,O,O,O
OITSLZJ,X,X,X,X,O,O,X
OITSJLZ,O,X,X,X,O,O,O
OITSJZL,O,O,X,O,O,X,O
OITSZLJ,X,O,X,O,O,O,X
OITSZJL,O,O,X,O,O,X,O
OITZLJS,X,O,X,O,X,X,X
OITZLSJ,X,O,X,O,O,O,X
OITZJLS,O,O,X,O,X,X,X
OITZJSL,O,O,X,O,X,X,O
OITZSLJ,X,O,X,O,O,O,X
OITZSJL,O,O,X,O,O,X,O
OILTJSZ,O,X,X,X,O,O,X
OILTJZS,O,O,X,X,X,X,X
OILTSJZ,O,X,X,X,O,O,X
OILTSZJ,X,X,X,X,O,O,X
OILTZJS,X,O,X,X,X,X,X
OILTZSJ,X,O,X,X,O,O,X
OILJTSZ,O,X,X,X,X,X,X
OILJTZS,O,O,X,X,X,X,X
OILJSTZ,O,X,X,X,X,X,X
OILJSZT,O,X,O,X,X,X,X
OILJZTS,O,O,O,X,X,X,X
OILJZST,O,X,O,X,X,X,X
OILSTJZ,O,X,X,X,O,O,X
OILSTZJ,X,X,X,X,O,O,X
OILSJTZ,O,X,X,X,X,X,X
OILSJZT,O,X,O,X,X,X,X
OILSZTJ,X,X,X,X,O,X,X
OILSZJT,O,X,O,X,X,X,X
OILZTJS,X,O,X,X,X,X,X
OILZTSJ,X,O,X,X,X,X,X
OILZJTS,O,O,O,X,X,X,X
OILZJST,O,X,O,X,X,X,X
OILZSTJ,X,O,X,X,X,X,X
OILZSJT,O,X,O,X,X,X,X
OIJTLSZ,O,X,X,X,O,X,O
OIJTLZS,O,O,X,O,X,X,X
OIJTSLZ,O,X,X,X,O,X,O
OIJTSZL,O,O,X,O,O,X,O
OIJTZLS,O,O,X,O,X,X,X
OIJTZSL,O,O,X,O,X,X,O
OIJLTSZ,O,X,X,X,X,X,X
OIJLTZS,O,O,X,X,X,X,X
OIJLSTZ,O,X,X,X,X,X,X
OIJLSZT,O,X,O,X,X,X,X
OIJLZTS,O,O,O,X,X,X,X
OIJLZST,O,X,O,X,X,X,X
OIJSTLZ,O,X,X,X,O,X,O
OIJSTZL,O,O,X,O,O,X,O
OIJSLTZ,O,X,X,X,X,X,X
OIJSLZT,O,X,O,X,X,X,X
OIJSZTL,O,O,O,X,O,X,X
OIJSZLT,O,X,O,X,X,X,X
OIJZTLS,O,O,O,X,X,X,X
OIJZTSL,O,O,X,X,X,X,X
OIJZLTS,O,O,O,X,X,X,X
OIJZLST,O,X,O,X,X,X,X
OIJZSTL,O,O,O,X,X,X,X
OIJZSLT,O,X,O,X,X,X,X
OISTLJZ,O,X,X,X,O,O,O
OISTLZJ,X,X,X,X,O,O,X
OISTJLZ,O,X,X,X,O,O,O
OISTJZL,O,O,X,O,O,X,O
OISTZLJ,X,O,X,O,O,O,X
OISTZJL,O,O,X,O,O,X,O
OISLTJZ,O,X,X,X,O,O,X
OISLTZJ,X,X,X,X,O,O,X
OISLJTZ,O,X,X,X,X,X,X
OISLJZT,O,X,O,X,X,X,X
OISLZTJ,X,X,X,X,O,X,X
OISLZJT,O,X,O,X,X,X,X
OISJTLZ,O,X,X,X,O,X,O
OISJTZL,O,O,X,O,O,X,O
OISJLTZ,O,X,X,X,X,X,X
OISJLZT,O,X,O,X,X,X,X
OISJZTL,O,O,O,X,O,X,X
OISJZLT,O,X,O,X,X,X,X
OISZTLJ,X,O,X,O,O,X,X
OISZTJL,O,O,X,O,O,X,X
OISZLTJ,X,O,X,X,O,X,X
OISZLJT,O,X,O,X,X,X,X
OISZJTL,O,O,O,X,O,X,X
OISZJLT,O,X,O,X,X,X,X
OIZTLJS,X,O,X,O,X,X,X
OIZTLSJ,X,O,X,O,O,X,X
OIZTJLS,O,O,X,O,X,X,X
OIZTJSL,O,O,X,O,X,X,X
OIZTSLJ,X,O,X,O,O,X,X
OIZTSJL,O,O,X,O,O,X,X
OIZLTJS,X,O,X,X,X,X,X
OIZLTSJ,X,O,X,X,X,X,X
OIZLJTS,O,O,O,X,X,X,X
OIZLJST,O,X,O,X,X,X,X
OIZLSTJ,X,O,X,X,X,X,X
OIZLSJT,O,X,O,X,X,X,X
OIZJTLS,O,O,O,X,X,X,X
OIZJTSL,O,O,X,X,X,X,X
OIZJLTS,O,O,O,X,X,X,X
OIZJLST,O,X,O,X,X,X,X
OIZJSTL,O,O,O,X,X,X,X
OIZJSLT,O,X,O,X,X,X,X
OIZSTLJ,X,O,X,O,O,X,X
OIZSTJL,O,O,X,O,O,X,X
OIZSLTJ,X,O,X,X,O,X,X
OIZSLJT,O,X,O,X,X,X,X
OIZSJTL,O,O,O,X,O,X,X
OIZSJLT,O,X,O,X,X,X,X
OLTIJSZ,O,X,X,X,O,O,O
OLTIJZS,O,O,X,X,X,X,X
OLTISJZ,O,X,X,X,O,O,O
OLTISZJ,X,X,X,X,O,O,X
OLTIZJS,X,O,X,X,X,X,X
OLTIZSJ,X,O,X,X,O,O,X
OLTJISZ,O,X,X,X,O,O,O
OLTJIZS,O,O,X,X,X,X,X
OLTJSIZ,X,X,X,X,O,O,O
OLTJSZI,O,X,O,X,O,O,O
OLTJZIS,O,O,O,X,X,X,X
OLTJZSI,O,O,O,X,X,X,X
OLTSIJZ,O,X,X,X,O,O,O
OLTSIZJ,X,X,X,X,O,O,X
OLTSJIZ,X,X,X,X,O,O,O
OLTSJZI,O,X,O,X,O,O,O
OLTSZIJ,X,X,X,X,O,O,X
OLTSZJI,X,X,O,X,O,O,X
OLTZIJS,X,O,X,X,X,X,X
OLTZISJ,X,O,X,X,O,O,X
OLTZJIS,X,O,O,X,X,X,X
OLTZJSI,X,O,O,X,X,X,X
OLTZSIJ,X,O,X,X,O,O,X
OLTZSJI,X,O,O,X,O,O,X
OLITJSZ,O,X,X,X,O,O,X
OLITJZS,O,O,X,X,X,X,X
OLITSJZ,O,X,X,X,O,O,X
OLITSZJ,X,X,X,X,O,O,X
OLITZJS,X,O,X,X,X,X,X
OLITZSJ,X,O,X,X,O,O,X
OLIJTSZ,O,X,X,X,X,X,X
OLIJTZS,O,O,X,X,X,X,X
OLIJSTZ,O,X,X,X,X,X,X
OLIJSZT,O,X,O,X,X,X,X
OLIJZTS,O,O,O,X,X,X,X
OLIJZST,O,X,O,X,X,X,X
OLISTJZ,O,X,X,X,O,O,X
OLISTZJ,X,X,X,X,O,O,X
OLISJTZ,O,X,X,X,X,X,X
OLISJZT,O,X,O,X,X,X,X
OLISZTJ,X,X,X,X,O,X,X
OLISZJT,O,X,O,X,X,X,X
OLIZTJS,X,O,X,X,X,X,X
OLIZTSJ,X,O,X,X,X,X,X
OLIZJTS,O,O,O,X,X,X,X
OLIZJST,O,X,O,X,X,X,X
OLIZSTJ,X,O,X,X,X,X,X
OLIZSJT,O,X,O,X,X,X,X
OLJTISZ,O,X,X,X,O,O,O
OLJTIZS,O,O,X,X,X,X,X
OLJTSIZ,X,X,X,X,O,O,O
OLJTSZI,O,X,O,X,O,O,O
OLJTZIS,O,O,O,X,X,X,X
OLJTZSI,O,O,O,X,X,X,X
OLJITSZ,O,X,X,X,X,X,X
OLJITZS,O,O,X,X,X,X,X
OLJISTZ,O,X,X,X,X,X,X
OLJISZT,O,X,O,X,X,X,X
OLJIZTS,O,O,O,X,X,X,X
OLJIZST,O,X,O,X,X,X,X
OLJSTIZ,X,X,X,X,O,O,O
OLJSTZI,O,X,O,X,O,O,O
OLJSITZ,O,X,X,X,X,X,X
OLJSIZT,O,X,O,X,X,X,X
OLJSZTI,O,X,O,X,O,X,X
OLJSZIT,O,X,O,X,X,X,X
OLJZTIS,O,O,O,X,X,X,X
OLJZTSI,O,O,O,X,X,X,X
OLJZITS,O,O,O,X,X,X,X
OLJZIST,O,X,O,X,X,X,X
OLJZSTI,O,X,O,X,X,X,X
OLJZSIT,O,X,O,X,X,X,X
OLSTIJZ,O,X,X,X,O,O,O
OLSTIZJ,X,X,X,X,O,O,X
OLSTJIZ,X,X,X,X,O,O,O
OLSTJZI,O,X,O,X,O,O,O
OLSTZIJ,X,X,X,X,O,O,X
OLSTZJI,X,X,O,X,O,O,X
OLSITJZ,O,X,X,X,O,O,X
OLSITZJ,X,X,X,X,O,O,X
OLSIJTZ,O,X,X,X,X,X,X
OLSIJZT,O,X,O,X,X,X,X
OLSIZTJ,X,X,X,X,O,X,X
OLSIZJT,O,X,O,X,X,X,X
OLSJTIZ,X,X,X,X,O,O,O
OLSJTZI,O,X,O,X,O,O,O
OLSJITZ,O,X,X,X,X,X,X
OLSJIZT,O,X,O,X,X,X,X
OLSJZTI,O,X,O,X,O,X,X
OLSJZIT,O,X,O,X,X,X,X
OLSZTIJ,X,X,X,X,O,O,X
OLSZTJI,X,X,O,X,O,O,X
OLSZITJ,X,X,X,X,O,X,X
OLSZIJT,O,X,O,X,X,X,X
OLSZJTI,O,X,O,X,O,X,X
OLSZJIT,O,X,O,X,X,X,X
OLZTIJS,X,O,X,X,X,X,X
OLZTISJ,X,O,X,X,O,O,X
OLZTJIS,X,O,O,X,X,X,X
OLZTJSI,X,O,O,X,X,X,X
OLZTSIJ,X,O,X,X,O,O,X
OLZTSJI,X,O,O,X,O,O,X
OLZITJS,X,O,X,X,X,X,X
OLZITSJ,X,O,X,X,X,X,X
OLZIJTS,O,O,O,X,X,X,X
OLZIJST,O,X,O,X,X,X,X
OLZISTJ,X,O,X,X,X,X,X
OLZISJT,O,X,O,X,X,X,X
OLZJTIS,O,O,O,X,X,X,X
OLZJTSI,O,O,O,X,X,X,X
OLZJITS,O,O,O,X,X,X,X
OLZJIST,O,X,O,X,X,X,X
OLZJSTI,O,X,O,X,X,X,X
OLZJSIT,O,X,O,X,X,X,X
OLZSTIJ,X,O,X,X,O,O,X
OLZSTJI,X,O,O,X,O,O,X
OLZSITJ,X,O,X,X,O,X,X
OLZSIJT,O,X,O,X,X,X,X
OLZSJTI,O,X,O,X,O,X,X
OLZSJIT,O,X,O,X,X,X,X
OJTILSZ,O,X,X,X,O,O,O
OJTILZS,O,O,X,O,X,X,X
OJTISLZ,O,X,X,X,O,O,O
OJTISZL,O,O,X,O,O,X,O
OJTIZLS,O,O,X,O,X,X,X
OJTIZSL,O,O,X,O,X,X,O
OJTLISZ,O,X,X,X,O,O,O
OJTLIZS,O,O,X,O,X,X,X
OJTLSIZ,X,X,X,X,O,O,O
OJTLSZI,O,X,O,X,O,O,O
OJTLZIS,O,O,O,O,X,X,X
OJTLZSI,O,O,O,O,X,X,X
OJTSILZ,X,X,X,X,O,O,O
OJTSIZL,X,O,X,O,O,X,O
OJTSLIZ,X,X,X,X,O,O,O
OJTSLZI,O,X,O,X,O,O,O
OJTSZIL,X,O,O,O,O,X,O
OJTSZLI,O,O,O,O,O,X,O
OJTZILS,O,O,O,O,X,X,X
OJTZISL,O,O,X,O,X,X,O
OJTZLIS,O,O,O,O,X,X,X
OJTZLSI,O,O,O,O,X,X,X
OJTZSIL,X,O,O,O,X,X,O
OJTZSLI,O,O,O,O,X,X,O
OJITLSZ,O,X,X,X,O,X,O
OJITLZS,O,O,X,O,X,X,X
OJITSLZ,O,X,X,X,O,X,O
OJITSZL,O,O,X,O,O,X,O
OJITZLS,O,O,X,O,X,X,X
OJITZSL,O,O,X,O,X,X,O
OJILTSZ,O,X,X,X,X,X,X
OJILTZS,O,O,X,X,X,X,X
OJILSTZ,O,X,X,X,X,X,X
OJILSZT,O,X,O,X,X,X,X
OJILZTS,O,O,O,X,X,X,X
OJILZST,O,X,O,X,X,X,X
OJISTLZ,O,X,X,X,O,X,O
OJISTZL,O,O,X,O,O,X,O
OJISLTZ,O,X,X,X,X,X,X
OJISLZT,O,X,O,X,X,X,X
OJISZTL,O,O,O,X,O,X,X
OJISZLT,O,X,O,X,X,X,X
OJIZTLS,O,O,O,X,X,X,X
OJIZTSL,O,O,X,X,X,X,X
OJIZLTS,O,O,O,X,X,X,X
OJIZLST,O,X,O,X,X,X,X
OJIZSTL,O,O,O,X,X,X,X
OJIZSLT,O,X,O,X,X,X,X
OJLTISZ,O,X,X,X,O,O,O
OJLTIZS,O,O,X,X,X,X,X
OJLTSIZ,X,X,X,X,O,O,O
OJLTSZI,O,X,O,X,O,O,O
OJLTZIS,O,O,O,X,X,X,X
OJLTZSI,O,O,O,X,X,X,X
OJLITSZ,O,X,X,X,X,X,X
OJLITZS,O,O,X,X,X,X,X
OJLISTZ,O,X,X,X,X,X,X
OJLISZT,O,X,O,X,X,X,X
OJLIZTS,O,O,O,X,X,X,X
OJLIZST,O,X,O,X,X,X,X
OJLSTIZ,X,X,X,X,O,O,O
OJLSTZI,O,X,O,X,O,O,O
OJLSITZ,O,X,X,X,X,X,X
OJLSIZT,O,X,O,X,X,X,X
OJLSZTI,O,X,O,X,O,X,X
OJLSZIT,O,X,O,X,X,X,X
OJLZTIS,O,O,O,X,X,X,X
OJLZTSI,O,O,O,X,X,X,X
OJLZITS,O,O,O,X,X,X,X
OJLZIST,O,X,O,X,X,X,X
OJLZSTI,O,X,O,X,X,X,X
OJLZSIT,O,X,O,X,X,X,X
OJSTILZ,X,X,X,X,O,O,O
OJSTIZL,X,O,X,O,O,X,O
OJSTLIZ,X,X,X,X,O,O,O
OJSTLZI,O,X,O,X,O,O,O
OJSTZIL,X,O,O,O,O,X,O
OJSTZLI,O,O,O,O,O,X,O
OJSITLZ,O,X,X,X,O,X,O
OJSITZL,O,O,X,O,O,X,O
OJSILTZ,O,X,X,X,X,X,X
OJSILZT,O,X,O,X,X,X,X
OJSIZTL,O,O,O,X,O,X,X
OJSIZLT,O,X,O,X,X,X,X
OJSLTIZ,X,X,X,X,O,O,O
OJSLTZI,O,X,O,X,O,O,O
OJSLITZ,O,X,X,X,X,X,X
OJSLIZT,O,X,O,X,X,X,X
OJSLZTI,O,X,O,X,O,X,X
OJSLZIT,O,X,O,X,X,X,X
OJSZTIL,X,O,O,X,O,X,O
OJSZTLI,O,O,O,X,O,X,O
OJSZITL,O,O,O,X,O,X,X
OJSZILT,O,X,O,X,X,X,X
OJSZLTI,O,X,O,X,O,X,X
OJSZLIT,O,X,O,X,X,X,X
OJZTILS,O,O,O,X,X,X,X
OJZTISL,O,O,X,X,X,X,O
OJZTLIS,O,O,O,X,X,X,X
OJZTLSI,O,O,O,X,X,X,X
OJZTSIL,X,O,O,X,X,X,O
OJZTSLI,O,O,O,X,X,X,O
OJZITLS,O,O,O,X,X,X,X
OJZITSL,O,O,X,X,X,X,X
OJZILTS,O,O,O,X,X,X,X
OJZILST,O,X,O,X,X,X,X
OJZISTL,O,O,O,X,X,X,X
OJZISLT,O,X,O,X,X,X,X
OJZLTIS,O,O,O,X,X,X,X
OJZLTSI,O,O,O,X,X,X,X
OJZLITS,O,O,O,X,X,X,X
OJZLIST,O,X,O,X,X,X,X
OJZLSTI,O,X,O,X,X,X,X
OJZLSIT,O,X,O,X,X,X,X
OJZSTIL,X,O,O,X,X,X,O
OJZSTLI,O,O,O,X,X,X,O
OJZSITL,O,O,O,X,X,X,X
OJZSILT,O,X,O,X,X,X,X
OJZSLTI,O,X,O,X,X,X,X
OJZSLIT,O,X,O,X,X,X,X
OSTILJZ,O,X,X,X,O,O,O
OSTILZJ,X,X,X,X,O,O,X
OSTIJLZ,O,X,X,X,O,O,O
OSTIJZL,O,O,X,O,O,X,O
OSTIZLJ,X,O,X,O,O,O,X
OSTIZJL,O,O,X,O,O,X,O
OSTLIJZ,O,X,X,X,O,O,O
OSTLIZJ,X,X,X,X,O,O,X
OSTLJIZ,X,X,X,X,O,O,O
OSTLJZI,O,X,O,X,O,O,O
OSTLZIJ,X,X,X,X,O,O,X
OSTLZJI,X,X,O,X,O,O,X
OSTJILZ,X,X,X,X,O,O,O
OSTJIZL,X,O,X,O,O,X,O
OSTJLIZ,X,X,X,X,O,O,O
OSTJLZI,O,X,O,X,O,O,O
OSTJZIL,X,O,O,O,O,X,O
OSTJZLI,O,O,O,O,O,X,O
OSTZILJ,X,O,X,O,O,O,X
OSTZIJL,X,O,X,O,O,X,O
OSTZLIJ,X,O,X,O,O,O,X
OSTZLJI,X,O,O,O,O,O,X
OSTZJIL,X,O,O,O,O,X,O
OSTZJLI,X,O,O,O,O,X,O
OSITLJZ,O,X,X,X,O,O,O
OSITLZJ,X,X,X,X,O,O,X
OSITJLZ,O,X,X,X,O,O,O
OSITJZL,O,O,X,O,O,X,O
OSITZLJ,X,O,X,O,O,O,X
OSITZJL,O,O,X,O,O,X,O
OSILTJZ,O,X,X,X,O,O,X
OSILTZJ,X,X,X,X,O,O,X
OSILJTZ,O,X,X,X,X,X,X
OSILJZT,O,X,O,X,X,X,X
OSILZTJ,X,X,X,X,O,X,X
OSILZJT,O,X,O,X,X,X,X
OSIJTLZ,O,X,X,X,O,X,O
OSIJTZL,O,O,X,O,O,X,O
OSIJLTZ,O,X,X,X,X,X,X
OSIJLZT,O,X,O,X,X,X,X
OSIJZTL,O,O,O,X,O,X,X
OSIJZLT,O,X,O,X,X,X,X
OSIZTLJ,X,O,X,O,O,X,X
OSIZTJL,O,O,X,O,O,X,X
OSIZLTJ,X,O,X,X,O,X,X
OSIZLJT,O,X,O,X,X,X,X
OSIZJTL,O,O,O,X,O,X,X
OSIZJLT,O,X,O,X,X,X,X
OSLTIJZ,O,X,X,X,O,O,O
OSLTIZJ,X,X,X,X,O,O,X
OSLTJIZ,X,X,X,X,O,O,O
OSLTJZI,O,X,O,X,O,O,O
OSLTZIJ,X,X,X,X,O,O,X
OSLTZJI,X,X,O,X,O,O,X
OSLITJZ,O,X,X,X,O,O,X
OSLITZJ,X,X,X,X,O,O,X
OSLIJTZ,O,X,X,X,X,X,X
OSLIJZT,O,X,O,X,X,X,X
OSLIZTJ,X,X,X,X,O,X,X
OSLIZJT,O,X,O,X,X,X,X
OSLJTIZ,X,X,X,X,O,O,O
OSLJTZI,O,X,O,X,O,O,O
OSLJITZ,O,X,X,X,X,X,X
OSLJIZT,O,X,O,X,X,X,X
OSLJZTI,O,X,O,X,O,X,X
OSLJZIT,O,X,O,X,X,X,X
OSLZTIJ,X,X,X,X,O,O,X
OSLZTJI,X,X,O,X,O,O,X
OSLZITJ,X,X,X,X,O,X,X
OSLZIJT,O,X,O,X,X,X,X
OSLZJTI,O,X,O,X,O,X,X
OSLZJIT,O,X,O,X,X,X,X
OSJTILZ,X,X,X,X,O,O,O
OSJTIZL,X,O,X,O,O,X,O
OSJTLIZ,X,X,X,X,O,O,O
OSJTLZI,O,X,O,X,O,O,O
OSJTZIL,X,O,O,O,O,X,O
OSJTZLI,O,O,O,O,O,X,O
OSJITLZ,O,X,X,X,O,X,O
OSJITZL,O,O,X,O,O,X,O
OSJILTZ,O,X,X,X,X,X,X
OSJILZT,O,X,O,X,X,X,X
OSJIZTL,O,O,O,X,O,X,X
OSJIZLT,O,X,O,X,X,X,X
OSJLTIZ,X,X,X,X,O,O,O
OSJLTZI,O,X,O,X,O,O,O
OSJLITZ,O,X,X,X,X,X,X
OSJLIZT,O,X,O,X,X,X,X
OSJLZTI,O,X,O,X,O,X,X
OSJLZIT,O,X,O,X,X,X,X
OSJZTIL,X,O,O,X,O,X,O
OSJZTLI,O,O,O,X,O,X,O
OSJZITL,O,O,O,X,O,X,X
OSJZILT,O,X,O,X,X,X,X
OSJZLTI,O,X,O,X,O,X,X
OSJZLIT,O,X,O,X,X,X,X
OSZTILJ,X,O,X,O,O,O,X
OSZTIJL,X,O,X,O,O,X,O
OSZTLIJ,X,O,X,O,O,O,X
OSZTLJI,X,O,O,O,O,O,X
OSZTJIL,X,O,O,O,O,X,O
OSZTJLI,X,O,O,O,O,X,O
OSZITLJ,X,O,X,O,O,X,X
OSZITJL,O,O,X,O,O,X,X
OSZILTJ,X,O,X,X,O,X,X
OSZILJT,O,X,O,X,X,X,X
OSZIJTL,O,O,O,X,O,X,X
OSZIJLT,O,X,O,X,X,X,X
OSZLTIJ,X,O,X,O,O,O,X
OSZLTJI,X,O,O,O,O,O,X
OSZLITJ,X,O,X,X,O,X,X
OSZLIJT,O,X,O,X,X,X,X
OSZLJTI,O,X,O,X,O,X,X
OSZLJIT,O,X,O,X,X,X,X
OSZJTIL,X,O,O,O,O,X,O
OSZJTLI,O,O,O,O,O,X,O
OSZJITL,X,O,O,X,O,X,X
OSZJILT,O,X,O,X,X,X,X
OSZJLTI,O,X,O,X,O,X,X
OSZJLIT,O,X,O,X,X,X,X
OZTILJS,X,O,X,O,X,X,X
OZTILSJ,X,O,X,O,O,O,X
OZTIJLS,X,O,X,O,X,X,X
OZTIJSL,X,O,X,O,X,X,O
OZTISLJ,X,O,X,O,O,O,X
OZTISJL,X,O,X,O,O,X,O
OZTLIJS,X,O,X,O,X,X,X
OZTLISJ,X,O,X,O,O,O,X
OZTLJIS,X,O,O,O,X,X,X
OZTLJSI,X,O,O,O,X,X,X
OZTLSIJ,X,O,X,O,O,O,X
OZTLSJI,X,O,O,O,O,O,X
OZTJILS,X,O,O,O,X,X,X
OZTJISL,X,O,X,O,X,X,O
OZTJLIS,X,O,O,O,X,X,X
OZTJLSI,X,O,O,O,X,X,X
OZTJSIL,X,O,O,O,X,X,O
OZTJSLI,X,O,O,O,X,X,O
OZTSILJ,X,O,X,O,O,O,X
OZTSIJL,X,O,X,O,O,X,O
OZTSLIJ,X,O,X,O,O,O,X
OZTSLJI,X,O,O,O,O,O,X
OZTSJIL,X,O,O,O,O,X,O
