sequence,v115@FhA8IeA8BeA8EeB8AeD8BeC8KeOEJvhFdlBzgBCiB5?oBXnBUrB,v115@FhA8IeA8BeA8EeB8AeD8BeC8KeNEJvhFUgBGhBTiB5?oByqB3rB,v115@FhA8IeA8BeA8EeB8AeD8BeC8KeNEJvhFalBulB3hBc?nB5oBTrB,v115@FhA8IeA8BeA8EeB8AeD8BeC8KeNEJvhFalBulBcmBT?iB5oB3rB,v115@FhA8IeA8BeA8EeB8AeD8BeC8KeOEJvhFdlBzgBcnB5?oBSrB3rB,v115@FhA8IeA8BeA8EeB8AeD8BeC8KeNEJvhF3gBGiB5oBK?rBzrBUqB
SZIJTOL,O,O,O,O,X,X
SZIJLTO,O,O,O,O,O,X
SZIJLOT,O,O,X,O,X,X
SZIJOTL,O,O,O,O,X,X
SZIJOLT,O,O,X,O,X,X
SZIOTLJ,O,O,O,O,X,X
SZIOTJL,O,O,O,O,X,X
SZIOLTJ,O,O,O,O,X,X
SZIOLJT,O,O,O,O,X,X
SZIOJTL,O,O,O,O,X,X
SZIOJLT,O,O,O,O,X,X
SZLTIJO,O,O,O,O,O,X
SZLTIOJ,O,O,O,O,O,X
SZLTJIO,O,O,O,O,O,X
SZLTJOI,O,O,O,O,O,X
SZLTOIJ,O,O,O,O,O,X
SZLTOJI,O,O,O,O,O,X
SZLITJO,O,O,O,O,O,X
SZLITOJ,O,O,O,O,O,X
SZLIJTO,O,O,O,O,O,X
SZLIJOT,O,O,X,O,X,X
SZLIOTJ,O,O,X,O,O,X
SZLIOJT,O,O,X,O,X,X
SZLJTIO,O,O,O,O,O,X
SZLJTOI,O,O,O,O,O,X
SZLJITO,O,O,O,O,O,X
SZLJIOT,O,O,X,O,X,X
SZLJOTI,O,O,X,O,X,X
SZLJOIT,O,O,X,O,X,X
SZLOTIJ,O,O,X,O,O,X
SZLOTJI,O,O,X,O,O,X
SZLOITJ,O,O,X,O,O,X
SZLOIJT,O,O,X,O,X,X
SZLOJTI,O,O,X,O,X,X
SZLOJIT,O,O,X,O,X,X
SZJTILO,O,O,O,O,O,X
SZJTIOL,O,O,O,O,X,X
SZJTLIO,O,O,O,O,O,X
SZJTLOI,O,O,O,O,O,X
SZJTOIL,O,O,O,O,X,X
SZJTOLI,O,O,O,O,X,X
SZJITLO,O,O,O,O,O,X
SZJITOL,O,O,O,O,X,X
SZJILTO,O,O,O,O,O,X
SZJILOT,O,O,X,O,X,X
SZJIOTL,O,O,O,O,X,X
SZJIOLT,O,O,X,O,X,X
SZJLTIO,O,O,O,O,O,X
SZJLTOI,O,O,O,O,O,X
SZJLITO,O,O,O,O,O,X
SZJLIOT,O,O,X,O,X,X
SZJLOTI,O,O,X,O,X,X
SZJLOIT,O,O,X,O,X,X
SZJOTIL,O,O,O,O,X,X
SZJOTLI,O,O,O,O,X,X
SZJOITL,O,O,O,O,X,X
SZJOILT,O,O,X,O,X,X
SZJOLTI,O,O,X,O,X,X
SZJOLIT,O,O,X,O,X,X
SZOTILJ,O,O,O,O,X,X
SZOTIJL,O,O,O,O,X,X
SZOTLIJ,O,O,O,O,X,X
SZOTLJI,O,O,O,O,X,X
SZOTJIL,O,O,O,O,X,X
SZOTJLI,O,O,O,O,X,X
SZOITLJ,O,O,O,O,X,X
SZOITJL,O,O,O,O,X,X
SZOILTJ,O,O,O,O,X,X
SZOILJT,O,O,O,O,X,X
SZOIJTL,O,O,O,O,X,X
SZOIJLT,O,O,O,O,X,X
SZOLTIJ,O,O,O,O,X,X
SZOLTJI,O,O,O,O,X,X
SZOLITJ,O,O,O,O,X,X
SZOLIJT,O,O,O,O,X,X
SZOLJTI,O,O,O,O,X,X
SZOLJIT,O,O,O,O,X,X
SZOJTIL,O,O,O,O,X,X
SZOJTLI,O,O,O,O,X,X
SZOJITL,O,O,O,O,X,X
SZOJILT,O,O,O,O,X,X
SZOJLTI,O,O,O,O,X,X
SZOJLIT,O,O,O,O,X,X
SOTILJZ,O,O,O,O,X,O
SOTILZJ,O,O,O,O,X,O
SOTIJLZ,O,O,O,O,X,O
SOTIJZL,O,O,O,O,X,X
SOTIZLJ,O,O,O,O,X,X
SOTIZJL,O,O,O,O,X,X
SOTLIJZ,O,O,O,O,X,O
SOTLIZJ,O,O,O,O,X,O
SOTLJIZ,O,O,O,O,X,O
SOTLJZI,O,O,O,O,X,O
SOTLZIJ,O,O,O,O,X,O
SOTLZJI,O,O,O,O,X,O
SOTJILZ,O,O,O,O,X,O
SOTJIZL,O,O,O,O,X,X
SOTJLIZ,O,O,O,O,X,O
SOTJLZI,O,O,O,O,X,O
SOTJZIL,O,O,O,O,X,X
SOTJZLI,O,O,O,O,X,X
SOTZILJ,O,O,O,O,X,X
SOTZIJL,O,O,O,O,X,X
SOTZLIJ,O,O,O,O,X,X
SOTZLJI,O,O,O,O,X,X
SOTZJIL,O,O,O,O,X,X
SOTZJLI,O,O,O,O,X,X
SOITLJZ,O,O,O,O,X,O
SOITLZJ,O,O,O,O,X,O
SOITJLZ,O,O,O,O,X,O
SOITJZL,O,O,O,O,X,X
SOITZLJ,O,O,O,O,X,X
SOITZJL,O,O,O,O,X,X
SOILTJZ,O,O,X,O,X,O
SOILTZJ,O,O,X,O,X,O
SOILJTZ,O,O,X,X,X,O
SOILJZT,X,O,X,X,X,O
SOILZTJ,X,O,X,O,X,O
SOILZJT,X,O,X,O,X,O
SOIJTLZ,O,O,O,O,X,O
SOIJTZL,O,O,O,O,X,X
SOIJLTZ,O,O,X,X,X,O
SOIJLZT,X,O,X,X,X,O
SOIJZTL,O,O,O,O,X,X
SOIJZLT,O,O,O,O,X,X
SOIZTLJ,O,O,O,O,X,X
SOIZTJL,O,O,O,O,X,X
SOIZLTJ,O,O,O,O,X,X
SOIZLJT,O,O,O,O,X,X
SOIZJTL,O,O,O,O,X,X
SOIZJLT,O,O,O,O,X,X
SOLTIJZ,O,O,X,O,X,O
SOLTIZJ,O,O,X,O,X,O
SOLTJIZ,O,O,X,O,X,O
SOLTJZI,O,O,X,O,X,O
SOLTZIJ,O,O,X,O,X,O
SOLTZJI,O,O,X,O,X,O
SOLITJZ,O,O,X,O,X,O
SOLITZJ,O,O,X,O,X,O
SOLIJTZ,O,O,X,X,X,O
SOLIJZT,X,O,X,X,X,O
SOLIZTJ,X,O,X,O,X,O
SOLIZJT,X,O,X,O,X,O
SOLJTIZ,O,O,X,X,X,O
SOLJTZI,O,O,X,X,X,O
SOLJITZ,O,O,X,X,X,O
SOLJIZT,X,O,X,X,X,O
SOLJZTI,X,O,X,X,X,O
SOLJZIT,X,O,X,X,X,O
SOLZTIJ,X,O,X,O,X,O
SOLZTJI,X,O,X,O,X,O
SOLZITJ,X,O,X,O,X,O
SOLZIJT,X,O,X,O,X,O
SOLZJTI,X,O,X,O,X,O
SOLZJIT,X,O,X,O,X,O
SOJTILZ,O,O,O,O,X,O
SOJTIZL,O,O,O,O,X,X
SOJTLIZ,O,O,O,O,X,O
SOJTLZI,O,O,O,O,X,O
SOJTZIL,O,O,O,O,X,X
SOJTZLI,O,O,O,O,X,X
SOJITLZ,O,O,O,O,X,O
SOJITZL,O,O,O,O,X,X
SOJILTZ,O,O,X,X,X,O
SOJILZT,X,O,X,X,X,O
SOJIZTL,O,O,O,O,X,X
SOJIZLT,O,O,O,O,X,X
SOJLTIZ,O,O,X,X,X,O
SOJLTZI,O,O,X,X,X,O
SOJLITZ,O,O,X,X,X,O
SOJLIZT,X,O,X,X,X,O
SOJLZTI,X,O,X,X,X,O
SOJLZIT,X,O,X,X,X,O
SOJZTIL,O,O,O,O,X,X
SOJZTLI,O,O,O,O,X,X
SOJZITL,O,O,O,O,X,X
SOJZILT,O,O,O,O,X,X
SOJZLTI,O,O,O,O,X,X
SOJZLIT,O,O,O,O,X,X
SOZTILJ,O,O,O,O,X,X
SOZTIJL,O,O,O,O,X,X
SOZTLIJ,O,O,O,O,X,X
SOZTLJI,O,O,O,O,X,X
SOZTJIL,O,O,O,O,X,X
SOZTJLI,O,O,O,O,X,X
SOZITLJ,O,O,O,O,X,X
SOZITJL,O,O,O,O,X,X
SOZILTJ,O,O,O,O,X,X
SOZILJT,O,O,O,O,X,X
SOZIJTL,O,O,O,O,X,X
SOZIJLT,O,O,O,O,X,X
SOZLTIJ,O,O,O,O,X,X
SOZLTJI,O,O,O,O,X,X
SOZLITJ,O,O,O,O,X,X
SOZLIJT,O,O,O,O,X,X
SOZLJTI,O,O,O,O,X,X
SOZLJIT,O,O,O,O,X,X
SOZJTIL,O,O,O,O,X,X
SOZJTLI,O,O,O,O,X,X
SOZJITL,O,O,O,O,X,X
SOZJILT,O,O,O,O,X,X
SOZJLTI,O,O,O,O,X,X
SOZJLIT,O,O,O,O,X,X
ZTILJSO,O,O,O,X,O,X
ZTILJOS,O,O,O,X,O,X
ZTILSJO,O,O,O,O,O,X
ZTILSOJ,O,O,O,O,O,O
ZTILOJS,O,O,O,X,O,O
ZTILOSJ,O,O,O,O,O,O
ZTIJLSO,O,O,O,X,O,X
ZTIJLOS,O,O,O,X,O,X
ZTIJSLO,O,O,O,X,O,X
ZTIJSOL,O,O,O,X,X,X
ZTIJOLS,O,O,O,X,O,O
ZTIJOSL,O,O,O,X,X,X
ZTISLJO,O,O,O,O,O,X
ZTISLOJ,O,O,O,O,O,X
ZTISJLO,O,O,O,O,O,X
ZTISJOL,O,O,O,O,X,X
ZTISOLJ,O,O,O,O,X,X
ZTISOJL,O,O,O,O,X,X
ZTIOLJS,O,O,O,X,O,O
ZTIOLSJ,O,O,O,O,O,O
ZTIOJLS,O,O,O,X,O,O
ZTIOJSL,O,O,O,X,X,X
ZTIOSLJ,O,O,O,O,X,X
ZTIOSJL,O,O,O,O,X,X
ZTLIJSO,O,O,O,X,O,X
ZTLIJOS,O,O,O,X,O,X
ZTLISJO,O,O,O,O,O,X
ZTLISOJ,O,O,O,O,O,O
ZTLIOJS,O,O,O,X,O,O
ZTLIOSJ,O,O,O,O,O,O
ZTLJISO,O,O,O,X,O,X
ZTLJIOS,O,O,O,X,O,X
ZTLJSIO,O,O,O,X,O,X
ZTLJSOI,O,O,O,X,O,X
ZTLJOIS,O,O,O,X,O,X
ZTLJOSI,O,O,O,X,O,X
ZTLSIJO,O,O,O,O,O,X
ZTLSIOJ,O,O,O,O,O,O
ZTLSJIO,O,O,O,O,O,X
ZTLSJOI,O,O,O,O,O,X
ZTLSOIJ,O,O,O,O,O,O
ZTLSOJI,O,O,O,O,O,O
ZTLOIJS,O,O,O,X,O,O
ZTLOISJ,O,O,O,O,O,O
ZTLOJIS,O,O,O,X,O,O
ZTLOJSI,O,O,O,X,O,O
ZTLOSIJ,O,O,O,O,O,O
ZTLOSJI,O,O,O,O,O,O
ZTJILSO,O,O,O,X,O,X
ZTJILOS,O,O,O,X,O,X
ZTJISLO,O,O,O,X,O,X
ZTJISOL,O,O,O,X,X,X
ZTJIOLS,O,O,O,X,O,O
ZTJIOSL,O,O,O,X,X,X
ZTJLISO,O,O,O,X,O,X
ZTJLIOS,O,O,O,X,O,X
ZTJLSIO,O,O,O,X,O,X
ZTJLSOI,O,O,O,X,O,X
ZTJLOIS,O,O,O,X,O,X
ZTJLOSI,O,O,O,X,O,X
ZTJSILO,O,O,O,X,O,X
ZTJSIOL,O,O,O,X,X,X
ZTJSLIO,O,O,O,X,O,X
ZTJSLOI,O,O,O,X,O,X
ZTJSOIL,O,O,O,X,X,X
ZTJSOLI,O,O,O,X,X,X
ZTJOILS,O,O,O,X,O,O
ZTJOISL,O,O,O,X,X,X
ZTJOLIS,O,O,O,X,O,O
ZTJOLSI,O,O,O,X,O,O
ZTJOSIL,O,O,O,X,X,X
ZTJOSLI,O,O,O,X,X,X
ZTSILJO,O,O,O,O,O,X
ZTSILOJ,O,O,O,O,O,X
ZTSIJLO,O,O,O,O,O,X
ZTSIJOL,O,O,O,O,X,X
ZTSIOLJ,O,O,O,O,X,X
ZTSIOJL,O,O,O,O,X,X
ZTSLIJO,O,O,O,O,O,X
ZTSLIOJ,O,O,O,O,O,X
ZTSLJIO,O,O,O,O,O,X
ZTSLJOI,O,O,O,O,O,X
ZTSLOIJ,O,O,O,O,O,X
ZTSLOJI,O,O,O,O,O,X
ZTSJILO,O,O,O,O,O,X
ZTSJIOL,O,O,O,O,X,X
ZTSJLIO,O,O,O,O,O,X
ZTSJLOI,O,O,O,O,O,X
ZTSJOIL,O,O,O,O,X,X
ZTSJOLI,O,O,O,O,X,X
ZTSOILJ,O,O,O,O,X,X
ZTSOIJL,O,O,O,O,X,X
ZTSOLIJ,O,O,O,O,X,X
ZTSOLJI,O,O,O,O,X,X
ZTSOJIL,O,O,O,O,X,X
ZTSOJLI,O,O,O,O,X,X
ZTOILJS,O,O,O,X,O,O
ZTOILSJ,O,O,O,O,O,O
ZTOIJLS,O,O,O,X,O,O
ZTOIJSL,O,O,O,X,X,X
ZTOISLJ,O,O,O,O,X,X
ZTOISJL,O,O,O,O,X,X
ZTOLIJS,O,O,O,X,O,O
ZTOLISJ,O,O,O,O,O,O
ZTOLJIS,O,O,O,X,O,O
ZTOLJSI,O,O,O,X,O,O
ZTOLSIJ,O,O,O,O,O,O
ZTOLSJI,O,O,O,O,O,O
ZTOJILS,O,O,O,X,O,O
ZTOJISL,O,O,O,X,X,X
ZTOJLIS,O,O,O,X,O,O
ZTOJLSI,O,O,O,X,O,O
ZTOJSIL,O,O,O,X,X,X
ZTOJSLI,O,O,O,X,X,X
ZTOSILJ,O,O,O,O,X,X
ZTOSIJL,O,O,O,O,X,X
ZTOSLIJ,O,O,O,O,X,X
ZTOSLJI,O,O,O,O,X,X
ZTOSJIL,O,O,O,O,X,X
ZTOSJLI,O,O,O,O,X,X
ZITLJSO,O,O,O,X,O,X
ZITLJOS,O,O,O,X,O,X
ZITLSJO,O,O,O,O,O,X
ZITLSOJ,O,O,O,O,O,O
ZITLOJS,O,O,O,X,O,O
ZITLOSJ,O,O,O,O,O,O
ZITJLSO,O,O,O,X,O,X
ZITJLOS,O,O,O,X,O,X
ZITJSLO,O,O,O,X,O,X
ZITJSOL,O,O,O,X,X,X
ZITJOLS,O,O,O,X,O,O
ZITJOSL,O,O,O,X,X,X
ZITSLJO,O,O,O,O,O,X
ZITSLOJ,O,O,O,O,O,X
ZITSJLO,O,O,O,O,O,X
ZITSJOL,O,O,O,O,X,X
ZITSOLJ,O,O,O,O,X,X
ZITSOJL,O,O,O,O,X,X
ZITOLJS,O,O,O,X,O,O
ZITOLSJ,O,O,O,O,O,O
ZITOJLS,O,O,O,X,O,O
ZITOJSL,O,O,O,X,X,X
ZITOSLJ,O,O,O,O,X,X
ZITOSJL,O,O,O,O,X,X
ZILTJSO,O,O,O,X,O,X
ZILTJOS,O,O,O,X,O,X
ZILTSJO,O,O,O,X,O,X
ZILTSOJ,O,O,O,X,O,O
ZILTOJS,O,O,O,X,O,O
ZILTOSJ,O,O,O,X,O,O
ZILJTSO,O,O,O,X,O,X
ZILJTOS,O,O,O,X,O,X
ZILJSTO,O,X,O,X,O,X
ZILJSOT,O,X,X,X,X,X
ZILJOTS,X,O,X,X,O,X
ZILJOST,X,X,X,X,X,X
ZILSTJO,O,X,O,X,O,X
ZILSTOJ,O,X,O,X,O,O
ZILSJTO,O,X,O,X,O,X
ZILSJOT,O,X,X,X,X,X
ZILSOTJ,O,X,X,X,O,O
ZILSOJT,O,X,X,X,X,O
ZILOTJS,O,O,O,X,O,O
ZILOTSJ,O,O,O,X,O,O
ZILOJTS,X,O,O,X,O,O
ZILOJST,X,X,O,X,X,O
ZILOSTJ,O,X,O,X,O,O
ZILOSJT,O,X,O,X,X,O
ZIJTLSO,O,X,O,X,O,X
ZIJTLOS,O,X,O,X,O,X
ZIJTSLO,O,X,O,X,O,X
ZIJTSOL,O,X,O,X,X,X
ZIJTOLS,O,X,O,X,O,O
ZIJTOSL,O,X,O,X,X,X
ZIJLTSO,O,X,O,X,O,X
ZIJLTOS,O,X,O,X,O,X
ZIJLSTO,O,X,O,X,O,X
ZIJLSOT,O,X,X,X,X,X
ZIJLOTS,X,X,X,X,O,X
ZIJLOST,X,X,X,X,X,X
ZIJSTLO,O,X,O,X,O,X
ZIJSTOL,O,X,O,X,X,X
ZIJSLTO,O,X,O,X,O,X
ZIJSLOT,O,X,X,X,X,X
ZIJSOTL,O,X,O,X,X,X
ZIJSOLT,O,X,X,X,X,X
ZIJOTLS,O,X,O,X,O,O
ZIJOTSL,O,X,O,X,X,X
ZIJOLTS,X,X,O,X,O,O
ZIJOLST,X,X,O,X,X,O
ZIJOSTL,O,X,O,X,X,X
ZIJOSLT,O,X,O,X,X,X
ZISTLJO,O,O,O,O,O,X
ZISTLOJ,O,O,O,O,O,X
ZISTJLO,O,O,O,O,O,X
ZISTJOL,O,O,O,O,X,X
ZISTOLJ,O,O,O,O,X,X
ZISTOJL,O,O,O,O,X,X
ZISLTJO,O,O,O,O,O,X
ZISLTOJ,O,O,O,O,O,X
ZISLJTO,O,O,O,O,O,X
ZISLJOT,O,O,X,O,X,X
ZISLOTJ,O,O,X,O,O,X
ZISLOJT,O,O,X,O,X,X
ZISJTLO,O,O,O,O,O,X
ZISJTOL,O,O,O,O,X,X
ZISJLTO,O,O,O,O,O,X
ZISJLOT,O,O,X,O,X,X
ZISJOTL,O,O,O,O,X,X
ZISJOLT,O,O,X,O,X,X
ZISOTLJ,O,O,O,O,X,X
ZISOTJL,O,O,O,O,X,X
ZISOLTJ,O,O,O,O,X,X
ZISOLJT,O,O,O,O,X,X
ZISOJTL,O,O,O,O,X,X
ZISOJLT,O,O,O,O,X,X
ZIOTLJS,O,O,O,X,O,O
ZIOTLSJ,O,O,O,O,O,O
ZIOTJLS,O,O,O,X,O,O
ZIOTJSL,O,O,O,X,X,X
ZIOTSLJ,O,O,O,O,X,X
ZIOTSJL,O,O,O,O,X,X
ZIOLTJS,O,O,O,X,O,O
ZIOLTSJ,O,O,O,X,O,O
ZIOLJTS,X,O,O,X,O,O
ZIOLJST,X,X,O,X,X,O
ZIOLSTJ,O,X,O,X,O,O
ZIOLSJT,O,X,O,X,X,O
ZIOJTLS,O,X,O,X,O,O
ZIOJTSL,O,X,O,X,X,X
ZIOJLTS,X,X,O,X,O,O
ZIOJLST,X,X,O,X,X,O
ZIOJSTL,O,X,O,X,X,X
ZIOJSLT,O,X,O,X,X,X
ZIOSTLJ,O,O,O,O,X,X
ZIOSTJL,O,O,O,O,X,X
ZIOSLTJ,O,O,O,O,X,X
ZIOSLJT,O,O,O,O,X,X
ZIOSJTL,O,O,O,O,X,X
ZIOSJLT,O,O,O,O,X,X
ZLTIJSO,O,O,O,X,O,X
ZLTIJOS,O,O,O,X,O,X
ZLTISJO,O,O,O,X,O,X
ZLTISOJ,O,O,O,X,O,O
ZLTIOJS,O,O,O,X,O,O
ZLTIOSJ,O,O,O,X,O,O
ZLTJISO,O,O,O,X,O,X
ZLTJIOS,O,O,O,X,O,X
ZLTJSIO,O,O,O,X,O,X
ZLTJSOI,O,O,O,X,O,X
ZLTJOIS,O,O,O,X,O,X
ZLTJOSI,O,O,O,X,O,X
ZLTSIJO,O,O,O,X,O,X
ZLTSIOJ,O,O,O,X,O,O
ZLTSJIO,O,O,O,X,O,X
ZLTSJOI,O,O,O,X,O,X
ZLTSOIJ,O,O,O,X,O,O
ZLTSOJI,O,O,O,X,O,O
ZLTOIJS,O,O,O,X,O,O
ZLTOISJ,O,O,O,X,O,O
ZLTOJIS,O,O,O,X,O,O
ZLTOJSI,O,O,O,X,O,O
ZLTOSIJ,O,O,O,X,O,O
ZLTOSJI,O,O,O,X,O,O
ZLITJSO,O,O,O,X,O,X
ZLITJOS,O,O,O,X,O,X
ZLITSJO,O,O,O,X,O,X
ZLITSOJ,O,O,O,X,O,O
ZLITOJS,O,O,O,X,O,O
ZLITOSJ,O,O,O,X,O,O
ZLIJTSO,O,O,O,X,O,X
ZLIJTOS,O,O,O,X,O,X
ZLIJSTO,O,X,O,X,O,X
ZLIJSOT,O,X,X,X,X,X
ZLIJOTS,X,O,X,X,O,X
ZLIJOST,X,X,X,X,X,X
ZLISTJO,O,X,O,X,O,X
ZLISTOJ,O,X,O,X,O,O
ZLISJTO,O,X,O,X,O,X
ZLISJOT,O,X,X,X,X,X
ZLISOTJ,O,X,X,X,O,O
ZLISOJT,O,X,X,X,X,O
ZLIOTJS,O,O,O,X,O,O
ZLIOTSJ,O,O,O,X,O,O
ZLIOJTS,X,O,O,X,O,O
ZLIOJST,X,X,O,X,X,O
ZLIOSTJ,O,X,O,X,O,O
ZLIOSJT,O,X,O,X,X,O
ZLJTISO,O,O,O,X,O,X
ZLJTIOS,O,O,O,X,O,X
ZLJTSIO,O,O,O,X,O,X
ZLJTSOI,O,O,O,X,O,X
ZLJTOIS,O,O,O,X,O,X
ZLJTOSI,O,O,O,X,O,X
ZLJITSO,O,O,O,X,O,X
ZLJITOS,O,O,O,X,O,X
ZLJISTO,O,X,O,X,O,X
ZLJISOT,O,X,X,X,X,X
ZLJIOTS,X,O,X,X,O,X
ZLJIOST,X,X,X,X,X,X
ZLJSTIO,O,X,O,X,O,X
ZLJSTOI,O,X,O,X,O,X
ZLJSITO,O,X,O,X,O,X
ZLJSIOT,O,X,X,X,X,X
ZLJSOTI,O,X,X,X,X,X
ZLJSOIT,O,X,X,X,X,X
ZLJOTIS,X,O,X,X,O,X
ZLJOTSI,X,O,X,X,O,X
ZLJOITS,X,O,X,X,O,X
ZLJOIST,X,X,X,X,X,X
ZLJOSTI,X,X,X,X,X,X
ZLJOSIT,X,X,X,X,X,X
ZLSTIJO,O,X,O,X,O,X
ZLSTIOJ,O,X,O,X,O,O
ZLSTJIO,O,X,O,X,O,X
ZLSTJOI,O,X,O,X,O,X
ZLSTOIJ,O,X,O,X,O,O
ZLSTOJI,O,X,O,X,O,O
ZLSITJO,O,X,O,X,O,X
ZLSITOJ,O,X,O,X,O,O
ZLSIJTO,O,X,O,X,O,X
ZLSIJOT,O,X,X,X,X,X
ZLSIOTJ,O,X,X,X,O,O
ZLSIOJT,O,X,X,X,X,O
ZLSJTIO,O,X,O,X,O,X
ZLSJTOI,O,X,O,X,O,X
ZLSJITO,O,X,O,X,O,X
ZLSJIOT,O,X,X,X,X,X
ZLSJOTI,O,X,X,X,X,X
ZLSJOIT,O,X,X,X,X,X
ZLSOTIJ,O,X,X,X,O,O
ZLSOTJI,O,X,X,X,O,O
ZLSOITJ,O,X,X,X,O,O
ZLSOIJT,O,X,X,X,X,O
ZLSOJTI,O,X,X,X,X,O
ZLSOJIT,O,X,X,X,X,O
ZLOTIJS,O,O,O,X,O,O
ZLOTISJ,O,O,O,X,O,O
ZLOTJIS,O,O,O,X,O,O
ZLOTJSI,O,O,O,X,O,O
ZLOTSIJ,O,O,O,X,O,O
ZLOTSJI,O,O,O,X,O,O
ZLOITJS,O,O,O,X,O,O
ZLOITSJ,O,O,O,X,O,O
ZLOIJTS,X,O,O,X,O,O
ZLOIJST,X,X,O,X,X,O
ZLOISTJ,O,X,O,X,O,O
ZLOISJT,O,X,O,X,X,O
ZLOJTIS,X,O,O,X,O,O
ZLOJTSI,X,O,O,X,O,O
ZLOJITS,X,O,O,X,O,O
ZLOJIST,X,X,O,X,X,O
ZLOJSTI,X,X,O,X,X,O
ZLOJSIT,X,X,O,X,X,O
ZLOSTIJ,O,X,O,X,O,O
ZLOSTJI,O,X,O,X,O,O
ZLOSITJ,O,X,O,X,O,O
ZLOSIJT,O,X,O,X,X,O
ZLOSJTI,O,X,O,X,X,O
ZLOSJIT,O,X,O,X,X,O
ZJTILSO,O,X,O,X,O,X
ZJTILOS,O,X,O,X,O,X
ZJTISLO,O,X,O,X,O,X
ZJTISOL,O,X,O,X,X,X
ZJTIOLS,O,X,O,X,O,O
ZJTIOSL,O,X,O,X,X,X
ZJTLISO,O,X,O,X,O,X
ZJTLIOS,O,X,O,X,O,X
ZJTLSIO,O,X,O,X,O,X
ZJTLSOI,O,X,O,X,O,X
ZJTLOIS,O,X,O,X,O,X
ZJTLOSI,O,X,O,X,O,X
ZJTSILO,O,X,O,X,O,X
ZJTSIOL,O,X,O,X,X,X
ZJTSLIO,O,X,O,X,O,X
ZJTSLOI,O,X,O,X,O,X
ZJTSOIL,O,X,O,X,X,X
ZJTSOLI,O,X,O,X,X,X
ZJTOILS,O,X,O,X,O,O
ZJTOISL,O,X,O,X,X,X
ZJTOLIS,O,X,O,X,O,O
ZJTOLSI,O,X,O,X,O,O
ZJTOSIL,O,X,O,X,X,X
ZJTOSLI,O,X,O,X,X,X
ZJITLSO,O,X,O,X,O,X
ZJITLOS,O,X,O,X,O,X
ZJITSLO,O,X,O,X,O,X
ZJITSOL,O,X,O,X,X,X
ZJITOLS,O,X,O,X,O,O
ZJITOSL,O,X,O,X,X,X
ZJILTSO,O,X,O,X,O,X
ZJILTOS,O,X,O,X,O,X
ZJILSTO,O,X,O,X,O,X
ZJILSOT,O,X,X,X,X,X
ZJILOTS,X,X,X,X,O,X
ZJILOST,X,X,X,X,X,X
ZJISTLO,O,X,O,X,O,X
ZJISTOL,O,X,O,X,X,X
ZJISLTO,O,X,O,X,O,X
ZJISLOT,O,X,X,X,X,X
ZJISOTL,O,X,O,X,X,X
ZJISOLT,O,X,X,X,X,X
ZJIOTLS,O,X,O,X,O,O
ZJIOTSL,O,X,O,X,X,X
ZJIOLTS,X,X,O,X,O,O
ZJIOLST,X,X,O,X,X,O
ZJIOSTL,O,X,O,X,X,X
ZJIOSLT,O,X,O,X,X,X
ZJLTISO,O,X,O,X,O,X
ZJLTIOS,O,X,O,X,O,X
ZJLTSIO,O,X,O,X,O,X
ZJLTSOI,O,X,O,X,O,X
ZJLTOIS,O,X,O,X,O,X
ZJLTOSI,O,X,O,X,O,X
ZJLITSO,O,X,O,X,O,X
ZJLITOS,O,X,O,X,O,X
ZJLISTO,O,X,O,X,O,X
ZJLISOT,O,X,X,X,X,X
ZJLIOTS,X,X,X,X,O,X
ZJLIOST,X,X,X,X,X,X
ZJLSTIO,O,X,O,X,O,X
ZJLSTOI,O,X,O,X,O,X
ZJLSITO,O,X,O,X,O,X
ZJLSIOT,O,X,X,X,X,X
ZJLSOTI,O,X,X,X,X,X
ZJLSOIT,O,X,X,X,X,X
ZJLOTIS,X,X,X,X,O,X
ZJLOTSI,X,X,X,X,O,X
ZJLOITS,X,X,X,X,O,X
ZJLOIST,X,X,X,X,X,X
ZJLOSTI,X,X,X,X,X,X
ZJLOSIT,X,X,X,X,X,X
ZJSTILO,O,X,O,X,O,X
ZJSTIOL,O,X,O,X,X,X
ZJSTLIO,O,X,O,X,O,X
ZJSTLOI,O,X,O,X,O,X
ZJSTOIL,O,X,O,X,X,X
ZJSTOLI,O,X,O,X,X,X
ZJSITLO,O,X,O,X,O,X
ZJSITOL,O,X,O,X,X,X
ZJSILTO,O,X,O,X,O,X
ZJSILOT,O,X,X,X,X,X
ZJSIOTL,O,X,O,X,X,X
ZJSIOLT,O,X,X,X,X,X
ZJSLTIO,O,X,O,X,O,X
ZJSLTOI,O,X,O,X,O,X
ZJSLITO,O,X,O,X,O,X
ZJSLIOT,O,X,X,X,X,X
ZJSLOTI,O,X,X,X,X,X
ZJSLOIT,O,X,X,X,X,X
ZJSOTIL,O,X,O,X,X,X
ZJSOTLI,O,X,O,X,X,X
ZJSOITL,O,X,O,X,X,X
ZJSOILT,O,X,X,X,X,X
ZJSOLTI,O,X,X,X,X,X
ZJSOLIT,O,X,X,X,X,X
ZJOTILS,O,X,O,X,O,O
ZJOTISL,O,X,O,X,X,X
ZJOTLIS,O,X,O,X,O,O
ZJOTLSI,O,X,O,X,O,O
ZJOTSIL,O,X,O,X,X,X
ZJOTSLI,O,X,O,X,X,X
ZJOITLS,O,X,O,X,O,O
