sequence,v115@GhA8IeA8EeE8AeA8DeD8JeZEJvhFFgBmhBziBfqBUr?BCrB,v115@GhA8IeA8EeE8AeA8DeD8JeZEJvhFUgBymBziBfqBFm?BWwB,v115@GhA8IeA8EeE8AeA8DeD8JeZEJvhFukB1lBziBiqB8r?BXrB,v115@GhA8IeA8EeE8AeA8DeD8JexAJvhFymBziB3kBcqBVw?BOpB,v115@GhA8IeA8EeE8AeA8DeD8JeZEJvhFCgBziBmlBFqB8r?BXrB,v115@GhA8IeA8EeE8AeA8DeD8JeZEJvhFWlBziBimBllBUq?B3rB,v115@GhA8IeA8EeE8AeA8DeD8Jex/IvhFXhBziBOpBVqByv?B8rB,v115@GhA8IeA8EeE8AeA8DeD8JeRBJvhFziB2pB8qBFqB3r?BipB,v115@GhA8IeA8EeE8AeA8DeD8JelAJvhFziBimBxpBOpBUq?B3rB,v115@GhA8IeA8EeE8AeA8DeD8JeyEJvhFziBRmBOpBfrBUq?BlrB
JOZLITS,X,X,O,X,X,O,X,X,X,O
JOZLIST,O,O,O,X,X,O,X,X,X,O
JOZLSTI,O,O,X,X,X,X,X,O,X,X
JOZLSIT,O,O,X,X,X,O,X,O,X,X
JOZSTIL,O,O,X,X,X,X,X,O,X,X
JOZSTLI,O,O,X,X,X,X,X,O,X,X
JOZSITL,O,O,X,X,X,X,X,O,X,X
JOZSILT,O,O,X,X,X,O,X,O,X,X
JOZSLTI,O,O,X,X,X,X,X,O,X,X
JOZSLIT,O,O,X,X,X,O,X,O,X,X
STILJZO,X,X,X,X,O,X,X,X,X,X
STILJOZ,O,X,X,X,O,X,X,X,X,X
STILZJO,O,X,X,X,X,X,X,X,X,X
STILZOJ,O,O,X,X,X,X,X,X,X,X
STILOJZ,O,X,X,X,O,X,X,X,X,X
STILOZJ,O,O,X,X,X,X,X,X,X,X
STIJLZO,X,O,X,X,O,X,X,X,X,X
STIJLOZ,O,O,X,X,O,X,X,X,X,X
STIJZLO,O,O,X,X,O,X,X,X,X,X
STIJZOL,O,O,X,X,O,X,X,X,X,X
STIJOLZ,O,O,X,X,O,X,X,X,X,X
STIJOZL,O,O,X,X,O,X,X,X,X,X
STIZLJO,O,X,X,X,X,X,X,X,X,X
STIZLOJ,O,O,X,X,X,X,X,X,X,X
STIZJLO,O,X,X,X,X,X,X,X,X,X
STIZJOL,O,X,X,X,X,X,X,X,X,X
STIZOLJ,O,O,X,X,X,X,X,X,X,X
STIZOJL,O,X,X,X,X,X,X,X,X,X
STIOLJZ,O,X,X,X,O,X,X,X,X,X
STIOLZJ,O,O,X,X,X,X,X,X,X,X
STIOJLZ,O,O,X,X,O,X,X,X,X,X
STIOJZL,O,O,X,X,O,X,X,X,X,X
STIOZLJ,O,O,X,X,X,X,X,X,X,X
STIOZJL,O,X,X,X,X,X,X,X,X,X
STLIJZO,X,X,X,X,O,X,X,X,X,X
STLIJOZ,O,X,X,X,O,X,X,X,X,X
STLIZJO,O,X,X,O,X,X,X,X,X,X
STLIZOJ,O,O,X,O,X,X,X,X,X,X
STLIOJZ,O,X,X,X,O,X,X,X,X,X
STLIOZJ,O,O,X,O,X,X,X,X,X,X
STLJIZO,X,X,X,X,O,X,O,X,X,X
STLJIOZ,O,X,X,X,O,X,O,X,X,X
STLJZIO,X,X,X,X,X,X,O,X,X,X
STLJZOI,X,X,X,X,X,X,O,X,X,X
STLJOIZ,O,X,X,X,O,X,O,X,X,X
STLJOZI,X,X,X,X,X,X,O,X,X,X
STLZIJO,O,X,X,O,X,X,X,X,X,X
STLZIOJ,O,O,X,O,X,X,X,X,X,X
STLZJIO,O,X,X,O,X,X,X,X,X,X
STLZJOI,O,X,X,O,X,X,X,X,X,X
STLZOIJ,O,O,X,O,X,X,X,X,X,X
STLZOJI,O,X,X,O,X,X,X,X,X,X
STLOIJZ,O,X,X,X,O,X,X,X,X,X
STLOIZJ,O,O,X,O,X,X,X,X,X,X
STLOJIZ,O,X,X,X,O,X,O,X,X,X
STLOJZI,X,X,X,X,X,X,O,X,X,X
STLOZIJ,O,O,X,O,X,X,X,X,X,X
STLOZJI,O,X,X,O,X,X,X,X,X,X
STJILZO,X,O,X,X,O,X,X,X,X,X
STJILOZ,O,O,X,X,O,X,X,X,X,X
STJIZLO,O,O,X,X,O,X,X,X,X,X
STJIZOL,O,O,X,X,O,X,X,X,X,X
STJIOLZ,O,O,X,X,O,X,X,X,X,X
STJIOZL,O,O,X,X,O,X,X,X,X,X
STJLIZO,X,O,X,X,O,X,O,X,X,X
STJLIOZ,O,O,X,X,O,X,O,X,X,X
STJLZIO,X,O,X,X,X,X,O,X,X,X
STJLZOI,X,O,X,X,X,X,O,X,X,X
STJLOIZ,O,O,X,X,O,X,O,X,X,X
STJLOZI,X,O,X,X,X,X,O,X,X,X
STJZILO,O,O,X,X,X,X,X,X,X,X
STJZIOL,O,O,X,X,X,X,X,X,X,X
STJZLIO,O,O,X,X,X,X,X,X,X,X
STJZLOI,O,O,X,X,X,X,X,X,X,X
STJZOIL,O,O,X,X,X,X,X,X,X,X
STJZOLI,O,O,X,X,X,X,X,X,X,X
STJOILZ,O,O,X,X,O,X,X,X,X,X
STJOIZL,O,O,X,X,O,X,X,X,X,X
STJOLIZ,O,O,X,X,O,X,O,X,X,X
STJOLZI,X,O,X,X,X,X,O,X,X,X
STJOZIL,O,O,X,X,X,X,X,X,X,X
STJOZLI,O,O,X,X,X,X,X,X,X,X
STZILJO,O,X,X,O,X,X,X,X,X,X
STZILOJ,O,O,X,O,X,X,X,X,X,X
STZIJLO,O,X,X,O,X,X,X,X,X,X
STZIJOL,O,X,X,O,X,X,X,X,X,X
STZIOLJ,O,O,X,O,X,X,X,X,X,X
STZIOJL,O,X,X,O,X,X,X,X,X,X
STZLIJO,O,X,X,O,X,X,X,X,X,X
STZLIOJ,O,O,X,O,X,X,X,X,X,X
STZLJIO,O,X,X,O,X,X,X,X,X,X
STZLJOI,O,X,X,O,X,X,X,X,X,X
STZLOIJ,O,O,X,O,X,X,X,X,X,X
STZLOJI,O,X,X,O,X,X,X,X,X,X
STZJILO,O,X,X,O,X,X,X,X,X,X
STZJIOL,O,X,X,O,X,X,X,X,X,X
STZJLIO,O,X,X,O,X,X,X,X,X,X
STZJLOI,O,X,X,O,X,X,X,X,X,X
STZJOIL,O,X,X,O,X,X,X,X,X,X
STZJOLI,O,X,X,O,X,X,X,X,X,X
STZOILJ,O,O,X,O,X,X,X,X,X,X
STZOIJL,O,X,X,O,X,X,X,X,X,X
STZOLIJ,O,O,X,O,X,X,X,X,X,X
STZOLJI,O,X,X,O,X,X,X,X,X,X
STZOJIL,O,X,X,O,X,X,X,X,X,X
STZOJLI,O,X,X,O,X,X,X,X,X,X
STOILJZ,O,X,X,X,O,X,X,X,X,X
STOILZJ,O,O,X,X,X,X,X,X,X,X
STOIJLZ,O,O,X,X,O,X,X,X,X,X
STOIJZL,O,O,X,X,O,X,X,X,X,X
STOIZLJ,O,O,X,X,X,X,X,X,X,X
STOIZJL,O,X,X,X,X,X,X,X,X,X
STOLIJZ,O,X,X,X,O,X,X,X,X,X
STOLIZJ,O,O,X,O,X,X,X,X,X,X
STOLJIZ,O,X,X,X,O,X,O,X,X,X
STOLJZI,X,X,X,X,X,X,O,X,X,X
STOLZIJ,O,O,X,O,X,X,X,X,X,X
STOLZJI,O,X,X,O,X,X,X,X,X,X
STOJILZ,O,O,X,X,O,X,X,X,X,X
STOJIZL,O,O,X,X,O,X,X,X,X,X
STOJLIZ,O,O,X,X,O,X,O,X,X,X
STOJLZI,X,O,X,X,X,X,O,X,X,X
STOJZIL,O,O,X,X,X,X,X,X,X,X
STOJZLI,O,O,X,X,X,X,X,X,X,X
STOZILJ,O,O,X,O,X,X,X,X,X,X
STOZIJL,O,X,X,O,X,X,X,X,X,X
STOZLIJ,O,O,X,O,X,X,X,X,X,X
STOZLJI,O,X,X,O,X,X,X,X,X,X
STOZJIL,O,X,X,O,X,X,X,X,X,X
STOZJLI,O,X,X,O,X,X,X,X,X,X
SITLJZO,X,X,X,X,O,X,X,X,X,X
SITLJOZ,O,X,X,X,O,X,X,X,X,X
SITLZJO,O,X,X,X,X,X,X,X,X,X
SITLZOJ,O,O,X,X,X,X,X,X,X,X
SITLOJZ,O,X,X,X,O,X,X,X,X,X
SITLOZJ,O,O,X,X,X,X,X,X,X,X
SITJLZO,X,O,X,X,O,X,X,X,X,X
SITJLOZ,O,O,X,X,O,X,X,X,X,X
SITJZLO,O,O,X,X,O,X,X,X,X,X
SITJZOL,O,O,X,X,O,X,X,X,X,X
SITJOLZ,O,O,X,X,O,X,X,X,X,X
SITJOZL,O,O,X,X,O,X,X,X,X,X
SITZLJO,O,X,X,X,X,X,X,X,X,X
SITZLOJ,O,O,X,X,X,X,X,X,X,X
SITZJLO,O,X,X,X,X,X,X,X,X,X
SITZJOL,O,X,X,X,X,X,X,X,X,X
SITZOLJ,O,O,X,X,X,X,X,X,X,X
SITZOJL,O,X,X,X,X,X,X,X,X,X
SITOLJZ,O,X,X,X,O,X,X,X,X,X
SITOLZJ,O,O,X,X,X,X,X,X,X,X
SITOJLZ,O,O,X,X,O,X,X,X,X,X
SITOJZL,O,O,X,X,O,X,X,X,X,X
SITOZLJ,O,O,X,X,X,X,X,X,X,X
SITOZJL,O,X,X,X,X,X,X,X,X,X
SILTJZO,X,X,O,X,X,X,X,X,X,X
SILTJOZ,O,X,O,X,X,X,X,X,X,X
SILTZJO,O,X,X,X,X,X,X,X,X,X
SILTZOJ,O,O,X,X,X,X,X,X,X,X
SILTOJZ,O,X,O,X,X,X,X,X,X,X
SILTOZJ,O,O,X,X,X,X,X,X,X,X
SILJTZO,X,O,O,X,X,X,X,X,X,X
SILJTOZ,O,O,O,X,X,X,X,X,X,X
SILJZTO,O,O,O,X,X,X,X,X,O,X
SILJZOT,O,O,O,X,X,X,X,X,O,X
SILJOTZ,O,O,O,X,X,X,X,X,X,X
SILJOZT,O,O,O,X,X,X,X,X,O,X
SILZTJO,O,X,X,X,X,X,X,X,O,X
SILZTOJ,O,O,X,X,X,X,X,X,O,X
SILZJTO,O,X,X,X,X,X,X,X,O,X
SILZJOT,O,O,X,X,X,O,X,X,O,X
SILZOTJ,O,O,X,X,X,X,X,X,O,X
SILZOJT,O,O,X,X,X,O,X,X,O,X
SILOTJZ,O,X,O,X,X,X,X,X,X,X
SILOTZJ,O,O,X,X,X,X,X,X,X,X
SILOJTZ,O,O,O,X,X,X,X,X,X,X
SILOJZT,O,O,O,X,X,X,X,X,O,X
SILOZTJ,O,O,X,X,X,X,X,X,O,X
SILOZJT,O,O,X,X,X,O,X,X,O,X
SIJTLZO,X,O,X,X,X,X,X,X,X,X
SIJTLOZ,O,O,X,X,X,X,X,X,X,X
SIJTZLO,O,O,X,X,X,X,X,X,X,X
SIJTZOL,O,O,X,X,X,X,X,X,X,X
SIJTOLZ,O,O,X,X,X,X,X,X,X,X
SIJTOZL,O,O,X,X,X,X,X,X,X,X
SIJLTZO,X,O,O,X,X,X,X,X,X,X
SIJLTOZ,O,O,O,X,X,X,X,X,X,X
SIJLZTO,O,O,O,X,X,X,X,X,X,X
SIJLZOT,O,O,O,X,X,X,X,X,X,X
SIJLOTZ,O,O,O,X,X,X,X,X,X,X
SIJLOZT,O,O,O,X,X,X,X,X,X,X
SIJZTLO,O,O,X,X,X,X,X,X,X,X
SIJZTOL,O,O,X,X,X,X,X,X,X,X
SIJZLTO,O,O,X,X,X,X,X,X,X,X
SIJZLOT,O,O,X,X,X,X,X,X,X,X
SIJZOTL,O,O,X,X,X,X,X,X,X,X
SIJZOLT,O,O,X,X,X,X,X,X,X,X
SIJOTLZ,O,O,X,X,X,X,X,X,X,X
SIJOTZL,O,O,X,X,X,X,X,X,X,X
SIJOLTZ,O,O,O,X,X,X,X,X,X,X
SIJOLZT,O,O,O,X,X,X,X,X,X,X
SIJOZTL,O,O,X,X,X,X,X,X,X,X
SIJOZLT,O,O,X,X,X,X,X,X,X,X
SIZTLJO,O,X,X,X,X,X,X,X,X,X
SIZTLOJ,O,O,X,X,X,X,X,X,X,X
SIZTJLO,O,X,X,X,X,X,X,X,X,X
SIZTJOL,O,X,X,X,X,X,X,X,X,X
SIZTOLJ,O,O,X,X,X,X,X,X,X,X
SIZTOJL,O,X,X,X,X,X,X,X,X,X
SIZLTJO,O,X,X,X,X,X,X,X,X,X
SIZLTOJ,O,O,X,X,X,X,X,X,X,X
SIZLJTO,O,X,X,X,X,X,X,X,X,X
SIZLJOT,O,O,X,X,X,O,X,X,X,X
SIZLOTJ,O,O,X,X,X,X,X,X,X,O
SIZLOJT,O,O,X,X,X,O,X,X,X,O
SIZJTLO,O,O,X,X,X,X,X,X,X,X
SIZJTOL,O,O,X,X,X,X,X,X,X,X
SIZJLTO,O,O,X,X,X,X,X,X,X,X
SIZJLOT,O,O,X,X,X,O,X,X,X,X
SIZJOTL,O,O,X,X,X,X,X,X,X,X
SIZJOLT,O,O,X,X,X,O,X,X,X,X
SIZOTLJ,O,O,X,X,X,X,X,X,X,X
SIZOTJL,O,X,X,X,X,X,X,X,X,X
SIZOLTJ,O,O,X,X,X,X,X,X,X,O
SIZOLJT,O,O,X,X,X,O,X,X,X,O
SIZOJTL,O,O,X,X,X,X,X,X,X,X
SIZOJLT,O,O,X,X,X,O,X,X,X,X
SIOTLJZ,O,X,X,X,O,X,X,X,X,X
SIOTLZJ,O,O,X,X,X,X,X,X,X,X
SIOTJLZ,O,O,X,X,O,X,X,X,X,X
SIOTJZL,O,O,X,X,O,X,X,X,X,X
SIOTZLJ,O,O,X,X,X,X,X,X,X,X
SIOTZJL,O,X,X,X,X,X,X,X,X,X
SIOLTJZ,O,X,O,X,X,X,X,X,X,X
SIOLTZJ,O,O,X,X,X,X,X,X,X,X
SIOLJTZ,O,O,O,X,X,X,X,X,X,X
SIOLJZT,O,O,O,X,X,X,X,X,O,X
SIOLZTJ,O,O,X,X,X,X,X,X,O,X
SIOLZJT,O,O,X,X,X,O,X,X,O,X
SIOJTLZ,O,O,X,X,X,X,X,X,X,X
SIOJTZL,O,O,X,X,X,X,X,X,X,X
SIOJLTZ,O,O,O,X,X,X,X,X,X,X
SIOJLZT,O,O,O,X,X,X,X,X,X,X
SIOJZTL,O,O,X,X,X,X,X,X,X,X
SIOJZLT,O,O,X,X,X,X,X,X,X,X
SIOZTLJ,O,O,X,X,X,X,X,X,X,X
SIOZTJL,O,X,X,X,X,X,X,X,X,X
SIOZLTJ,O,O,X,X,X,X,X,X,X,O
SIOZLJT,O,O,X,X,X,O,X,X,X,O
SIOZJTL,O,O,X,X,X,X,X,X,X,X
SIOZJLT,O,O,X,X,X,O,X,X,X,X
SLTIJZO,X,X,O,X,X,X,X,X,X,X
SLTIJOZ,O,X,O,X,X,X,X,X,X,X
SLTIZJO,O,X,X,O,X,X,X,X,X,X
SLTIZOJ,O,O,X,O,X,X,X,X,X,X
SLTIOJZ,O,X,O,X,X,X,X,X,X,X
SLTIOZJ,O,O,X,O,X,X,X,X,X,X
SLTJIZO,X,X,O,X,X,X,O,X,X,X
SLTJIOZ,O,X,O,X,X,X,O,X,X,X
SLTJZIO,X,X,X,X,X,X,O,X,X,X
SLTJZOI,X,X,X,X,X,X,O,X,X,X
SLTJOIZ,O,X,O,X,X,X,O,X,X,X
SLTJOZI,X,X,X,X,X,X,O,X,X,X
SLTZIJO,O,X,X,O,X,X,X,X,X,X
SLTZIOJ,O,O,X,O,X,X,X,X,X,X
SLTZJIO,O,X,X,O,X,X,X,X,X,X
SLTZJOI,O,X,X,O,X,X,X,X,X,X
SLTZOIJ,O,O,X,O,X,X,X,X,X,X
SLTZOJI,O,X,X,O,X,X,X,X,X,X
SLTOIJZ,O,X,O,X,X,X,X,X,X,X
SLTOIZJ,O,O,X,O,X,X,X,X,X,X
SLTOJIZ,O,X,O,X,X,X,O,X,X,X
SLTOJZI,X,X,X,X,X,X,O,X,X,X
SLTOZIJ,O,O,X,O,X,X,X,X,X,X
SLTOZJI,O,X,X,O,X,X,X,X,X,X
SLITJZO,X,X,O,X,X,X,X,X,X,X
SLITJOZ,O,X,O,X,X,X,X,X,X,X
SLITZJO,O,X,X,O,X,X,X,X,X,X
SLITZOJ,O,O,X,O,X,X,X,X,X,X
SLITOJZ,O,X,O,X,X,X,X,X,X,X
SLITOZJ,O,O,X,O,X,X,X,X,X,X
SLIJTZO,X,O,O,X,X,X,X,X,X,X
SLIJTOZ,O,O,O,X,X,X,X,X,X,X
SLIJZTO,O,O,O,X,X,X,X,X,O,X
SLIJZOT,O,O,O,X,X,X,X,X,O,X
SLIJOTZ,O,O,O,X,X,X,X,X,X,X
SLIJOZT,O,O,O,X,X,X,X,X,O,X
SLIZTJO,O,X,X,X,X,X,X,X,O,X
SLIZTOJ,O,O,X,X,X,X,X,X,O,X
SLIZJTO,O,X,X,X,X,X,X,X,O,X
SLIZJOT,O,O,X,X,X,O,X,X,O,X
SLIZOTJ,O,O,X,X,X,X,X,X,O,X
SLIZOJT,O,O,X,X,X,O,X,X,O,X
SLIOTJZ,O,X,O,X,X,X,X,X,X,X
SLIOTZJ,O,O,X,O,X,X,X,X,X,X
SLIOJTZ,O,O,O,X,X,X,X,X,X,X
SLIOJZT,O,O,O,X,X,X,X,X,O,X
SLIOZTJ,O,O,X,X,X,X,X,X,O,X
SLIOZJT,O,O,X,X,X,O,X,X,O,X
SLJTIZO,X,O,O,X,X,X,X,X,X,X
SLJTIOZ,O,O,O,X,X,X,X,X,X,X
SLJTZIO,X,O,X,X,X,X,X,X,X,X
SLJTZOI,X,O,X,X,X,X,X,X,X,X
SLJTOIZ,O,O,O,X,X,X,X,X,X,X
SLJTOZI,X,O,X,X,X,X,X,X,X,X
SLJITZO,X,O,O,X,X,X,X,X,X,X
SLJITOZ,O,O,O,X,X,X,X,X,X,X
SLJIZTO,O,O,O,X,X,X,X,X,X,X
SLJIZOT,O,O,O,X,X,X,X,X,X,X
SLJIOTZ,O,O,O,X,X,X,X,X,X,X
SLJIOZT,O,O,O,X,X,X,X,X,X,X
SLJZTIO,O,O,X,X,X,X,X,X,X,X
SLJZTOI,O,O,X,X,X,X,X,X,X,X
SLJZITO,O,O,X,X,X,X,X,X,X,X
SLJZIOT,O,O,X,X,X,X,X,X,X,X
SLJZOTI,O,O,X,X,X,X,X,X,X,X
SLJZOIT,O,O,X,X,X,X,X,X,X,X
SLJOTIZ,O,O,O,X,X,X,X,X,X,X
SLJOTZI,X,O,X,X,X,X,X,X,X,X
SLJOITZ,O,O,O,X,X,X,X,X,X,X
SLJOIZT,O,O,O,X,X,X,X,X,X,X
SLJOZTI,O,O,X,X,X,X,X,X,X,X
SLJOZIT,O,O,X,X,X,X,X,X,X,X
SLZTIJO,O,X,X,X,X,X,X,X,X,X
SLZTIOJ,O,O,X,X,X,X,X,X,X,X
SLZTJIO,O,X,X,X,X,X,X,X,X,X
SLZTJOI,O,X,X,X,X,X,X,X,X,X
SLZTOIJ,O,O,X,X,X,X,X,X,X,X
SLZTOJI,O,X,X,X,X,X,X,X,X,X
SLZITJO,O,X,X,X,X,X,X,X,X,X
SLZITOJ,O,O,X,X,X,X,X,X,X,X
SLZIJTO,O,X,X,X,X,X,X,X,X,X
SLZIJOT,O,O,X,X,X,O,X,X,X,X
SLZIOTJ,O,O,X,X,X,X,X,X,X,X
SLZIOJT,O,O,X,X,X,O,X,X,X,X
SLZJTIO,O,X,X,X,X,X,X,X,X,X
SLZJTOI,O,X,X,X,X,X,X,X,X,X
SLZJITO,O,X,X,X,X,X,X,X,X,X
SLZJIOT,O,O,X,X,X,O,X,X,X,X
SLZJOTI,O,X,X,X,X,X,X,X,X,X
SLZJOIT,O,O,X,X,X,O,X,X,X,X
SLZOTIJ,O,O,X,X,X,X,X,X,X,X
SLZOTJI,O,X,X,X,X,X,X,X,X,X
SLZOITJ,O,O,X,X,X,X,X,X,X,X
SLZOIJT,O,O,X,X,X,O,X,X,X,X
SLZOJTI,O,X,X,X,X,X,X,X,X,X
SLZOJIT,O,O,X,X,X,O,X,X,X,X
SLOTIJZ,O,X,O,X,X,X,X,X,X,X
SLOTIZJ,O,O,X,O,X,X,X,X,X,X
SLOTJIZ,O,X,O,X,X,X,O,X,X,X
SLOTJZI,X,X,X,X,X,X,O,X,X,X
SLOTZIJ,O,O,X,O,X,X,X,X,X,X
SLOTZJI,O,X,X,O,X,X,X,X,X,X
SLOITJZ,O,X,O,X,X,X,X,X,X,X
SLOITZJ,O,O,X,O,X,X,X,X,X,X
SLOIJTZ,O,O,O,X,X,X,X,X,X,X
SLOIJZT,O,O,O,X,X,X,X,X,O,X
SLOIZTJ,O,O,X,X,X,X,X,X,O,X
SLOIZJT,O,O,X,X,X,O,X,X,O,X
SLOJTIZ,O,O,O,X,X,X,X,X,X,X
SLOJTZI,X,O,X,X,X,X,X,X,X,X
SLOJITZ,O,O,O,X,X,X,X,X,X,X
SLOJIZT,O,O,O,X,X,X,X,X,X,X
SLOJZTI,O,O,X,X,X,X,X,X,X,X
SLOJZIT,O,O,X,X,X,X,X,X,X,X
SLOZTIJ,O,O,X,X,X,X,X,X,X,X
SLOZTJI,O,X,X,X,X,X,X,X,X,X
SLOZITJ,O,O,X,X,X,X,X,X,X,X
SLOZIJT,O,O,X,X,X,O,X,X,X,X
SLOZJTI,O,X,X,X,X,X,X,X,X,X
SLOZJIT,O,O,X,X,X,O,X,X,X,X
SJTILZO,X,O,X,X,X,X,X,X,X,X
SJTILOZ,O,O,X,X,X,X,X,X,X,X
SJTIZLO,O,O,X,X,X,X,X,X,X,X
SJTIZOL,O,O,X,X,X,X,X,X,X,X
SJTIOLZ,O,O,X,X,X,X,X,X,X,X
SJTIOZL,O,O,X,X,X,X,X,X,X,X
SJTLIZO,X,O,X,X,X,X,O,X,X,X
SJTLIOZ,O,O,X,X,X,X,O,X,X,X
SJTLZIO,X,O,X,X,X,X,O,X,X,X
SJTLZOI,X,O,X,X,X,X,O,X,X,X
SJTLOIZ,O,O,X,X,X,X,O,X,X,X
SJTLOZI,X,O,X,X,X,X,O,X,X,X
SJTZILO,O,O,X,X,X,X,X,X,X,X
SJTZIOL,O,O,X,X,X,X,X,X,X,X
SJTZLIO,O,O,X,X,X,X,X,X,X,X
SJTZLOI,O,O,X,X,X,X,X,X,X,X
SJTZOIL,O,O,X,X,X,X,X,X,X,X
SJTZOLI,O,O,X,X,X,X,X,X,X,X
SJTOILZ,O,O,X,X,X,X,X,X,X,X
SJTOIZL,O,O,X,X,X,X,X,X,X,X
SJTOLIZ,O,O,X,X,X,X,O,X,X,X
SJTOLZI,X,O,X,X,X,X,O,X,X,X
SJTOZIL,O,O,X,X,X,X,X,X,X,X
SJTOZLI,O,O,X,X,X,X,X,X,X,X
SJITLZO,X,O,X,X,X,X,X,X,X,X
SJITLOZ,O,O,X,X,X,X,X,X,X,X
SJITZLO,O,O,X,X,X,X,X,X,X,X
SJITZOL,O,O,X,X,X,X,X,X,X,X
SJITOLZ,O,O,X,X,X,X,X,X,X,X
SJITOZL,O,O,X,X,X,X,X,X,X,X
SJILTZO,X,O,O,X,X,X,X,X,X,X
SJILTOZ,O,O,O,X,X,X,X,X,X,X
SJILZTO,O,O,O,X,X,X,X,X,X,X
SJILZOT,O,O,O,X,X,X,X,X,X,X
SJILOTZ,O,O,O,X,X,X,X,X,X,X
SJILOZT,O,O,O,X,X,X,X,X,X,X
SJIZTLO,O,O,X,X,X,X,X,X,X,X
SJIZTOL,O,O,X,X,X,X,X,X,X,X
SJIZLTO,O,O,X,X,X,X,X,X,X,X
SJIZLOT,O,O,X,X,X,X,X,X,X,X
SJIZOTL,O,O,X,X,X,X,X,X,X,X
SJIZOLT,O,O,X,X,X,X,X,X,X,X
SJIOTLZ,O,O,X,X,X,X,X,X,X,X
SJIOTZL,O,O,X,X,X,X,X,X,X,X
SJIOLTZ,O,O,O,X,X,X,X,X,X,X
SJIOLZT,O,O,O,X,X,X,X,X,X,X
SJIOZTL,O,O,X,X,X,X,X,X,X,X
SJIOZLT,O,O,X,X,X,X,X,X,X,X
SJLTIZO,X,O,O,X,X,X,X,X,X,X
SJLTIOZ,O,O,O,X,X,X,X,X,X,X
SJLTZIO,X,O,X,X,X,X,X,X,X,X
SJLTZOI,X,O,X,X,X,X,X,X,X,X
SJLTOIZ,O,O,O,X,X,X,X,X,X,X
SJLTOZI,X,O,X,X,X,X,X,X,X,X
SJLITZO,X,O,O,X,X,X,X,X,X,X
SJLITOZ,O,O,O,X,X,X,X,X,X,X
SJLIZTO,O,O,O,X,X,X,X,X,X,X
SJLIZOT,O,O,O,X,X,X,X,X,X,X
SJLIOTZ,O,O,O,X,X,X,X,X,X,X
SJLIOZT,O,O,O,X,X,X,X,X,X,X
SJLZTIO,O,O,X,X,X,X,X,X,X,X
SJLZTOI,O,O,X,X,X,X,X,X,X,X
SJLZITO,O,O,X,X,X,X,X,X,X,X
SJLZIOT,O,O,X,X,X,X,X,X,X,X
SJLZOTI,O,O,X,X,X,X,X,X,X,X
SJLZOIT,O,O,X,X,X,X,X,X,X,X
SJLOTIZ,O,O,O,X,X,X,X,X,X,X
SJLOTZI,X,O,X,X,X,X,X,X,X,X
SJLOITZ,O,O,O,X,X,X,X,X,X,X
SJLOIZT,O,O,O,X,X,X,X,X,X,X
SJLOZTI,O,O,X,X,X,X,X,X,X,X
SJLOZIT,O,O,X,X,X,X,X,X,X,X
SJZTILO,O,O,X,X,X,X,X,O,X,X
SJZTIOL,O,O,X,X,X,X,X,O,X,X
SJZTLIO,O,O,X,X,X,X,X,O,X,X
SJZTLOI,O,O,X,X,X,X,X,O,X,X
SJZTOIL,O,O,X,X,X,X,X,O,X,X
SJZTOLI,O,O,X,X,X,X,X,O,X,X
SJZITLO,O,O,X,X,X,X,X,O,X,X
SJZITOL,O,O,X,X,X,X,X,O,X,X
SJZILTO,O,O,X,X,X,X,X,O,X,X
SJZILOT,O,O,X,X,X,X,X,O,X,X
SJZIOTL,O,O,X,X,X,X,X,O,X,X
SJZIOLT,O,O,X,X,X,X,X,O,X,X
SJZLTIO,O,O,X,X,X,X,X,O,X,X
SJZLTOI,O,O,X,X,X,X,X,O,X,X
SJZLITO,O,O,X,X,X,X,X,O,X,X
SJZLIOT,O,O,X,X,X,X,X,O,X,X
SJZLOTI,O,O,X,X,X,X,X,O,X,X
SJZLOIT,O,O,X,X,X,X,X,O,X,X
SJZOTIL,O,O,X,X,X,X,X,O,X,X
SJZOTLI,O,O,X,X,X,X,X,O,X,X
SJZOITL,O,O,X,X,X,X,X,O,X,X
SJZOILT,O,O,X,X,X,X,X,O,X,X
SJZOLTI,O,O,X,X,X,X,X,O,X,X
SJZOLIT,O,O,X,X,X,X,X,O,X,X
SJOTILZ,O,O,X,X,X,X,X,X,X,X
SJOTIZL,O,O,X,X,X,X,X,X,X,X
SJOTLIZ,O,O,X,X,X,X,O,X,X,X
SJOTLZI,X,O,X,X,X,X,O,X,X,X
SJOTZIL,O,O,X,X,X,X,X,X,X,X
SJOTZLI,O,O,X,X,X,X,X,X,X,X
SJOITLZ,O,O,X,X,X,X,X,X,X,X
SJOITZL,O,O,X,X,X,X,X,X,X,X
SJOILTZ,O,O,O,X,X,X,X,X,X,X
SJOILZT,O,O,O,X,X,X,X,X,X,X
SJOIZTL,O,O,X,X,X,X,X,X,X,X
SJOIZLT,O,O,X,X,X,X,X,X,X,X
SJOLTIZ,O,O,O,X,X,X,X,X,X,X
SJOLTZI,X,O,X,X,X,X,X,X,X,X
SJOLITZ,O,O,O,X,X,X,X,X,X,X
SJOLIZT,O,O,O,X,X,X,X,X,X,X
SJOLZTI,O,O,X,X,X,X,X,X,X,X
SJOLZIT,O,O,X,X,X,X,X,X,X,X
SJOZTIL,O,O,X,X,X,X,X,O,X,X
