sequence,v115@HhA8IeD8AeA8DeD8AeA8BeA8Kel/IvhF3gBUiBaoB5?oBOrBTsB,v115@HhA8IeD8AeA8DeD8AeA8BeA8Ke0/IvhFlgBanBziB5?oBOrB3sB,v115@HhA8IeD8AeA8DeD8AeA8BeA8Ke0/IvhFanBziB5oBF?mB3sBmqB,v115@HhA8IeD8AeA8DeD8AeA8BeA8Ke0/IvhFxgBVnBGjBa?rB/tBTsB,v115@HhA8IeD8AeA8DeD8AeA8BeA8Ke0/IvhFlgBanB5oBO?rBznB3sB,v115@HhA8IeD8AeA8DeD8AeA8BeA8Ke0/IvhFanB5oBFmBz?nBmqB3sB
OJTLIZS,O,O,X,O,O,O
OJTLSIZ,O,X,X,O,O,X
OJTLSZI,O,X,X,O,O,X
OJTLZIS,O,O,X,O,O,O
OJTLZSI,O,X,X,O,O,X
OJTSILZ,O,O,X,O,O,X
OJTSIZL,O,O,X,O,O,X
OJTSLIZ,O,O,X,O,O,X
OJTSLZI,O,O,X,O,O,X
OJTSZIL,O,O,X,O,O,X
OJTSZLI,O,O,X,O,O,X
OJTZILS,O,O,X,X,O,O
OJTZISL,O,O,X,O,O,X
OJTZLIS,O,O,X,O,O,O
OJTZLSI,O,X,X,O,O,X
OJTZSIL,O,O,X,O,O,X
OJTZSLI,O,O,X,O,O,X
OJITLSZ,O,O,X,X,O,X
OJITLZS,O,O,X,X,O,O
OJITSLZ,O,O,X,X,O,X
OJITSZL,O,O,X,X,O,X
OJITZLS,O,O,X,X,O,O
OJITZSL,O,O,X,X,O,X
OJILTSZ,O,O,X,X,O,X
OJILTZS,O,O,X,X,O,X
OJILSTZ,O,O,X,X,O,X
OJILSZT,O,O,X,X,O,X
OJILZTS,O,O,X,X,O,X
OJILZST,O,O,X,X,O,X
OJISTLZ,O,O,X,X,O,X
OJISTZL,O,O,X,X,O,X
OJISLTZ,O,O,X,X,O,X
OJISLZT,O,O,X,X,O,X
OJISZTL,O,O,X,X,O,X
OJISZLT,O,O,X,X,O,X
OJIZTLS,O,O,X,X,O,O
OJIZTSL,O,O,X,X,O,X
OJIZLTS,O,O,X,X,O,X
OJIZLST,O,O,X,X,O,X
OJIZSTL,O,O,X,X,O,X
OJIZSLT,O,O,X,X,O,X
OJLTISZ,O,O,X,O,O,X
OJLTIZS,O,O,X,O,O,X
OJLTSIZ,O,X,X,O,O,X
OJLTSZI,O,X,X,O,O,X
OJLTZIS,O,O,X,O,O,X
OJLTZSI,O,X,X,O,O,X
OJLITSZ,O,O,X,O,O,X
OJLITZS,O,O,X,O,O,X
OJLISTZ,O,O,X,X,O,X
OJLISZT,O,O,X,X,O,X
OJLIZTS,O,O,X,O,O,X
OJLIZST,O,O,X,X,O,X
OJLSTIZ,O,X,X,O,O,X
OJLSTZI,O,X,X,O,O,X
OJLSITZ,O,X,X,X,O,X
OJLSIZT,O,X,X,X,O,X
OJLSZTI,O,X,X,O,O,X
OJLSZIT,O,X,X,X,O,X
OJLZTIS,O,O,X,O,O,X
OJLZTSI,O,X,X,O,O,X
OJLZITS,O,O,X,O,O,X
OJLZIST,O,O,X,X,O,X
OJLZSTI,O,X,X,O,O,X
OJLZSIT,O,X,X,X,O,X
OJSTILZ,O,O,X,O,O,X
OJSTIZL,O,O,X,O,O,X
OJSTLIZ,O,O,X,O,O,X
OJSTLZI,O,O,X,O,O,X
OJSTZIL,O,O,X,O,O,X
OJSTZLI,O,O,X,O,O,X
OJSITLZ,O,O,X,O,O,X
OJSITZL,O,O,X,O,O,X
OJSILTZ,O,O,X,X,O,X
OJSILZT,O,O,X,X,O,X
OJSIZTL,O,O,X,O,O,X
OJSIZLT,O,O,X,X,O,X
OJSLTIZ,O,O,X,O,O,X
OJSLTZI,O,O,X,O,O,X
OJSLITZ,O,O,X,X,O,X
OJSLIZT,O,O,X,X,O,X
OJSLZTI,O,O,X,O,O,X
OJSLZIT,O,O,X,X,O,X
OJSZTIL,O,O,X,O,O,X
OJSZTLI,O,O,X,O,O,X
OJSZITL,O,O,X,O,O,X
OJSZILT,O,O,X,X,O,X
OJSZLTI,O,O,X,O,O,X
OJSZLIT,O,O,X,X,O,X
OJZTILS,O,O,X,X,O,O
OJZTISL,O,O,X,O,O,X
OJZTLIS,O,O,X,O,O,O
OJZTLSI,O,X,X,O,O,X
OJZTSIL,O,O,X,O,O,X
OJZTSLI,O,O,X,O,O,X
OJZITLS,O,O,X,X,O,O
OJZITSL,O,O,X,O,O,X
OJZILTS,O,O,X,X,O,X
OJZILST,O,O,X,X,O,X
OJZISTL,O,O,X,X,O,X
OJZISLT,O,O,X,X,O,X
OJZLTIS,O,O,X,O,O,X
OJZLTSI,O,X,X,O,O,X
OJZLITS,O,O,X,O,O,X
OJZLIST,O,O,X,X,O,X
OJZLSTI,O,X,X,O,O,X
OJZLSIT,O,X,X,X,O,X
OJZSTIL,O,O,X,O,O,X
OJZSTLI,O,O,X,O,O,X
OJZSITL,O,O,X,O,O,X
OJZSILT,O,O,X,X,O,X
OJZSLTI,O,O,X,O,O,X
OJZSLIT,O,O,X,X,O,X
OSTILJZ,O,O,O,O,X,X
OSTILZJ,O,O,O,O,X,O
OSTIJLZ,O,O,O,O,X,X
OSTIJZL,O,O,O,O,X,X
OSTIZLJ,O,O,O,O,X,O
OSTIZJL,O,O,O,O,X,X
OSTLIJZ,O,O,O,O,X,X
OSTLIZJ,O,O,O,O,X,O
OSTLJIZ,O,O,O,O,X,X
OSTLJZI,O,O,O,O,X,X
OSTLZIJ,O,O,O,O,X,O
OSTLZJI,O,O,O,O,X,X
OSTJILZ,O,O,O,O,X,X
OSTJIZL,O,O,O,O,X,X
OSTJLIZ,O,O,O,O,X,X
OSTJLZI,O,O,O,O,X,X
OSTJZIL,O,O,O,O,X,X
OSTJZLI,O,O,O,O,X,X
OSTZILJ,O,O,O,O,X,O
OSTZIJL,O,O,O,O,X,X
OSTZLIJ,O,O,O,O,X,O
OSTZLJI,O,O,O,O,X,X
OSTZJIL,O,O,O,O,X,X
OSTZJLI,O,O,O,O,X,X
OSITLJZ,O,O,O,O,X,X
OSITLZJ,O,O,O,O,X,O
OSITJLZ,O,O,O,O,X,X
OSITJZL,O,O,O,O,X,X
OSITZLJ,O,O,O,O,X,O
OSITZJL,O,O,O,O,X,X
OSILTJZ,O,O,O,O,X,X
OSILTZJ,O,O,O,O,X,X
OSILJTZ,O,O,O,X,X,X
OSILJZT,O,O,O,X,X,X
OSILZTJ,O,O,O,O,X,X
OSILZJT,O,O,O,X,X,X
OSIJTLZ,O,O,O,O,O,X
OSIJTZL,O,O,O,O,O,X
OSIJLTZ,O,O,O,X,O,X
OSIJLZT,O,O,O,X,O,X
OSIJZTL,O,O,O,O,O,X
OSIJZLT,O,O,O,X,O,X
OSIZTLJ,O,O,O,O,X,O
OSIZTJL,O,O,O,O,X,X
OSIZLTJ,O,O,O,O,X,X
OSIZLJT,O,O,O,X,X,X
OSIZJTL,O,O,O,O,O,X
OSIZJLT,O,O,O,X,O,X
OSLTIJZ,O,O,O,O,X,X
OSLTIZJ,O,O,O,O,X,X
OSLTJIZ,O,O,O,O,X,X
OSLTJZI,O,O,O,O,X,X
OSLTZIJ,O,O,O,O,X,X
OSLTZJI,O,O,O,O,X,X
OSLITJZ,O,O,O,O,X,X
OSLITZJ,O,O,O,O,X,X
OSLIJTZ,O,O,O,X,X,X
OSLIJZT,O,O,O,X,X,X
OSLIZTJ,O,O,O,O,X,X
OSLIZJT,O,O,O,X,X,X
OSLJTIZ,O,O,O,O,X,X
OSLJTZI,O,O,O,O,X,X
OSLJITZ,O,O,O,X,X,X
OSLJIZT,O,O,O,X,X,X
OSLJZTI,O,O,O,O,X,X
OSLJZIT,O,O,O,X,X,X
OSLZTIJ,O,O,O,O,X,X
OSLZTJI,O,O,O,O,X,X
OSLZITJ,O,O,O,O,X,X
OSLZIJT,O,O,O,X,X,X
OSLZJTI,O,O,O,O,X,X
OSLZJIT,O,O,O,X,X,X
OSJTILZ,O,O,O,O,O,X
OSJTIZL,O,O,O,O,O,X
OSJTLIZ,O,O,O,O,O,X
OSJTLZI,O,O,O,O,O,X
OSJTZIL,O,O,O,O,O,X
OSJTZLI,O,O,O,O,O,X
OSJITLZ,O,O,O,O,O,X
OSJITZL,O,O,O,O,O,X
OSJILTZ,O,O,O,X,O,X
OSJILZT,O,O,O,X,O,X
OSJIZTL,O,O,O,O,O,X
OSJIZLT,O,O,O,X,O,X
OSJLTIZ,O,O,O,O,O,X
OSJLTZI,O,O,O,O,O,X
OSJLITZ,O,O,O,X,O,X
OSJLIZT,O,O,O,X,O,X
OSJLZTI,O,O,O,O,O,X
OSJLZIT,O,O,O,X,O,X
OSJZTIL,O,O,O,O,O,X
OSJZTLI,O,O,O,O,O,X
OSJZITL,O,O,O,O,O,X
OSJZILT,O,O,O,X,O,X
OSJZLTI,O,O,O,O,O,X
OSJZLIT,O,O,O,X,O,X
OSZTILJ,O,O,O,O,X,O
OSZTIJL,O,O,O,O,X,X
OSZTLIJ,O,O,O,O,X,O
OSZTLJI,O,O,O,O,X,X
OSZTJIL,O,O,O,O,X,X
OSZTJLI,O,O,O,O,X,X
OSZITLJ,O,O,O,O,X,O
OSZITJL,O,O,O,O,X,X
OSZILTJ,O,O,O,O,X,X
OSZILJT,O,O,O,X,X,X
OSZIJTL,O,O,O,O,O,X
OSZIJLT,O,O,O,X,O,X
OSZLTIJ,O,O,O,O,X,X
OSZLTJI,O,O,O,O,X,X
OSZLITJ,O,O,O,O,X,X
OSZLIJT,O,O,O,X,X,X
OSZLJTI,O,O,O,O,X,X
OSZLJIT,O,O,O,X,X,X
OSZJTIL,O,O,O,O,O,X
OSZJTLI,O,O,O,O,O,X
OSZJITL,O,O,O,O,O,X
OSZJILT,O,O,O,X,O,X
OSZJLTI,O,O,O,O,O,X
OSZJLIT,O,O,O,X,O,X
OZTILJS,O,X,X,O,X,O
OZTILSJ,O,X,O,O,X,O
OZTIJLS,O,X,X,X,O,O
OZTIJSL,O,X,X,O,O,X
OZTISLJ,O,O,O,O,X,O
OZTISJL,O,O,O,O,X,X
OZTLIJS,O,X,X,O,X,O
OZTLISJ,O,X,O,O,X,O
OZTLJIS,O,X,X,O,X,O
OZTLJSI,O,X,X,O,X,X
OZTLSIJ,O,X,X,O,X,O
OZTLSJI,O,X,X,O,X,X
OZTJILS,O,X,X,X,O,O
OZTJISL,O,X,X,O,O,X
OZTJLIS,O,X,X,O,O,O
OZTJLSI,O,X,X,O,O,X
OZTJSIL,O,X,X,O,O,X
OZTJSLI,O,X,X,O,O,X
OZTSILJ,O,O,O,O,X,O
OZTSIJL,O,O,O,O,X,X
OZTSLIJ,O,O,O,O,X,O
OZTSLJI,O,O,O,O,X,X
OZTSJIL,O,O,O,O,X,X
OZTSJLI,O,O,O,O,X,X
OZITLJS,O,X,X,O,X,O
OZITLSJ,O,X,O,O,X,O
OZITJLS,O,X,X,X,O,O
OZITJSL,O,X,X,O,O,X
OZITSLJ,O,O,O,O,X,O
OZITSJL,O,O,O,O,X,X
OZILTJS,O,X,X,O,X,O
OZILTSJ,O,X,X,O,X,O
OZILJTS,O,X,X,O,O,X
OZILJST,O,X,X,X,O,X
OZILSTJ,O,X,X,O,X,X
OZILSJT,O,X,X,X,X,X
OZIJTLS,O,O,X,X,O,O
OZIJTSL,O,O,X,O,O,X
OZIJLTS,O,O,X,X,O,X
OZIJLST,O,O,X,X,O,X
OZIJSTL,O,O,X,X,O,X
OZIJSLT,O,O,X,X,O,X
OZISTLJ,O,O,O,O,X,O
OZISTJL,O,O,O,O,X,X
OZISLTJ,O,O,O,O,X,X
OZISLJT,O,O,O,X,X,X
OZISJTL,O,O,O,O,O,X
OZISJLT,O,O,O,X,O,X
OZLTIJS,O,X,X,O,X,O
OZLTISJ,O,X,X,O,X,O
OZLTJIS,O,X,X,O,X,O
OZLTJSI,O,X,X,O,X,X
OZLTSIJ,O,X,X,O,X,O
OZLTSJI,O,X,X,O,X,X
OZLITJS,O,X,X,O,X,O
OZLITSJ,O,X,X,O,X,O
OZLIJTS,O,X,X,O,O,X
OZLIJST,O,X,X,X,O,X
OZLISTJ,O,X,X,O,X,X
OZLISJT,O,X,X,X,X,X
OZLJTIS,O,X,X,O,O,X
OZLJTSI,O,X,X,O,O,X
OZLJITS,O,X,X,O,O,X
OZLJIST,O,X,X,X,O,X
OZLJSTI,O,X,X,O,O,X
OZLJSIT,O,X,X,X,O,X
OZLSTIJ,O,X,X,O,X,X
OZLSTJI,O,X,X,O,X,X
OZLSITJ,O,X,X,O,X,X
OZLSIJT,O,X,X,X,X,X
OZLSJTI,O,X,X,O,X,X
OZLSJIT,O,X,X,X,X,X
OZJTILS,O,O,X,X,O,O
OZJTISL,O,O,X,O,O,X
OZJTLIS,O,O,X,O,O,O
OZJTLSI,O,X,X,O,O,X
OZJTSIL,O,O,X,O,O,X
OZJTSLI,O,O,X,O,O,X
OZJITLS,O,O,X,X,O,O
OZJITSL,O,O,X,O,O,X
OZJILTS,O,O,X,X,O,X
OZJILST,O,O,X,X,O,X
OZJISTL,O,O,X,X,O,X
OZJISLT,O,O,X,X,O,X
OZJLTIS,O,O,X,O,O,X
OZJLTSI,O,X,X,O,O,X
OZJLITS,O,O,X,O,O,X
OZJLIST,O,O,X,X,O,X
OZJLSTI,O,X,X,O,O,X
OZJLSIT,O,X,X,X,O,X
OZJSTIL,O,O,X,O,O,X
OZJSTLI,O,O,X,O,O,X
OZJSITL,O,O,X,O,O,X
OZJSILT,O,O,X,X,O,X
OZJSLTI,O,O,X,O,O,X
OZJSLIT,O,O,X,X,O,X
OZSTILJ,O,O,O,O,X,O
OZSTIJL,O,O,O,O,X,X
OZSTLIJ,O,O,O,O,X,O
OZSTLJI,O,O,O,O,X,X
OZSTJIL,O,O,O,O,X,X
OZSTJLI,O,O,O,O,X,X
OZSITLJ,O,O,O,O,X,O
OZSITJL,O,O,O,O,X,X
OZSILTJ,O,O,O,O,X,X
OZSILJT,O,O,O,X,X,X
OZSIJTL,O,O,O,O,O,X
OZSIJLT,O,O,O,X,O,X
OZSLTIJ,O,O,O,O,X,X
OZSLTJI,O,O,O,O,X,X
OZSLITJ,O,O,O,O,X,X
OZSLIJT,O,O,O,X,X,X
OZSLJTI,O,O,O,O,X,X
OZSLJIT,O,O,O,X,X,X
OZSJTIL,O,O,O,O,O,X
OZSJTLI,O,O,O,O,O,X
OZSJITL,O,O,O,O,O,X
OZSJILT,O,O,O,X,O,X
OZSJLTI,O,O,O,O,O,X
OZSJLIT,O,O,O,X,O,X
