sequence,v115@+gA8IeA8IeB8EeA8BeC8BeD8JeZEJvhFmgBzhBtnB6?oB0lB3rB,v115@+gA8IeA8IeB8EeA8BeC8BeD8JeZEJvhFTgBihB3iB9?oBWsBUrB,v115@+gA8IeA8IeB8EeA8BeC8BeD8JeZEJvhF/lBUhBanBu?nB9oBTrB,v115@+gA8IeA8IeB8EeA8BeC8BeD8JeZEJvhFTgB/mBanBu?nB9oBUrB,v115@+gA8IeA8IeB8EeA8BeC8BeD8JeZEJvhF/lBzhBtnB6?oB2rBUrB,v115@+gA8IeA8IeB8EeA8BeC8BeD8JeZEJvhFigBUiB9oBz?lB+rB3sB
ZJOITSL,O,O,X,O,O,O
ZJOILTS,O,O,X,X,X,O
ZJOILST,X,O,X,X,X,O
ZJOISTL,X,O,X,O,O,O
ZJOISLT,X,O,X,O,X,O
ZJOLTIS,O,O,X,X,X,O
ZJOLTSI,O,O,X,X,X,O
ZJOLITS,O,O,X,X,X,O
ZJOLIST,X,O,X,X,X,O
ZJOLSTI,X,O,X,X,X,O
ZJOLSIT,X,O,X,X,X,O
ZJOSTIL,X,O,X,O,O,O
ZJOSTLI,X,O,X,O,O,O
ZJOSITL,X,O,X,O,O,O
ZJOSILT,X,O,X,O,X,O
ZJOSLTI,X,O,X,O,X,O
ZJOSLIT,X,O,X,O,X,O
ZSTILJO,O,O,O,O,O,X
ZSTILOJ,O,O,O,O,X,X
ZSTIJLO,O,O,O,O,O,X
ZSTIJOL,O,O,O,O,O,X
ZSTIOLJ,O,O,O,O,X,X
ZSTIOJL,O,O,O,O,X,X
ZSTLIJO,O,O,O,O,O,X
ZSTLIOJ,O,O,O,O,X,X
ZSTLJIO,O,O,O,O,O,X
ZSTLJOI,O,O,O,O,O,X
ZSTLOIJ,O,O,O,O,X,X
ZSTLOJI,O,O,O,O,X,X
ZSTJILO,O,O,O,O,O,X
ZSTJIOL,O,O,O,O,O,X
ZSTJLIO,O,O,O,O,O,X
ZSTJLOI,O,O,O,O,O,X
ZSTJOIL,O,O,O,O,O,X
ZSTJOLI,O,O,O,O,O,X
ZSTOILJ,O,O,O,O,X,X
ZSTOIJL,O,O,O,O,X,X
ZSTOLIJ,O,O,O,O,X,X
ZSTOLJI,O,O,O,O,X,X
ZSTOJIL,O,O,O,O,X,X
ZSTOJLI,O,O,O,O,X,X
ZSITLJO,O,O,O,O,O,X
ZSITLOJ,O,O,O,O,X,X
ZSITJLO,O,O,O,O,O,X
ZSITJOL,O,O,O,O,O,X
ZSITOLJ,O,O,O,O,X,X
ZSITOJL,O,O,O,O,X,X
ZSILTJO,O,O,O,O,O,X
ZSILTOJ,O,O,O,O,X,X
ZSILJTO,O,O,O,O,O,X
ZSILJOT,O,O,X,O,X,X
ZSILOTJ,O,O,O,O,X,X
ZSILOJT,O,O,X,O,X,X
ZSIJTLO,O,O,O,O,O,X
ZSIJTOL,O,O,O,O,O,X
ZSIJLTO,O,O,O,O,O,X
ZSIJLOT,O,O,X,O,X,X
ZSIJOTL,O,O,X,O,O,X
ZSIJOLT,O,O,X,O,X,X
ZSIOTLJ,O,O,O,O,X,X
ZSIOTJL,O,O,O,O,X,X
ZSIOLTJ,O,O,O,O,X,X
ZSIOLJT,O,O,O,O,X,X
ZSIOJTL,O,O,O,O,X,X
ZSIOJLT,O,O,O,O,X,X
ZSLTIJO,O,O,O,O,O,X
ZSLTIOJ,O,O,O,O,X,X
ZSLTJIO,O,O,O,O,O,X
ZSLTJOI,O,O,O,O,O,X
ZSLTOIJ,O,O,O,O,X,X
ZSLTOJI,O,O,O,O,X,X
ZSLITJO,O,O,O,O,O,X
ZSLITOJ,O,O,O,O,X,X
ZSLIJTO,O,O,O,O,O,X
ZSLIJOT,O,O,X,O,X,X
ZSLIOTJ,O,O,O,O,X,X
ZSLIOJT,O,O,X,O,X,X
ZSLJTIO,O,O,O,O,O,X
ZSLJTOI,O,O,O,O,O,X
ZSLJITO,O,O,O,O,O,X
ZSLJIOT,O,O,X,O,X,X
ZSLJOTI,O,O,X,O,X,X
ZSLJOIT,O,O,X,O,X,X
ZSLOTIJ,O,O,O,O,X,X
ZSLOTJI,O,O,O,O,X,X
ZSLOITJ,O,O,O,O,X,X
ZSLOIJT,O,O,X,O,X,X
ZSLOJTI,O,O,X,O,X,X
ZSLOJIT,O,O,X,O,X,X
ZSJTILO,O,O,O,O,O,X
ZSJTIOL,O,O,O,O,O,X
ZSJTLIO,O,O,O,O,O,X
ZSJTLOI,O,O,O,O,O,X
ZSJTOIL,O,O,O,O,O,X
ZSJTOLI,O,O,O,O,O,X
ZSJITLO,O,O,O,O,O,X
ZSJITOL,O,O,O,O,O,X
ZSJILTO,O,O,O,O,O,X
ZSJILOT,O,O,X,O,X,X
ZSJIOTL,O,O,X,O,O,X
ZSJIOLT,O,O,X,O,X,X
ZSJLTIO,O,O,O,O,O,X
ZSJLTOI,O,O,O,O,O,X
ZSJLITO,O,O,O,O,O,X
ZSJLIOT,O,O,X,O,X,X
ZSJLOTI,O,O,X,O,X,X
ZSJLOIT,O,O,X,O,X,X
ZSJOTIL,O,O,X,O,O,X
ZSJOTLI,O,O,X,O,O,X
ZSJOITL,O,O,X,O,O,X
ZSJOILT,O,O,X,O,X,X
ZSJOLTI,O,O,X,O,X,X
ZSJOLIT,O,O,X,O,X,X
ZSOTILJ,O,O,O,O,X,X
ZSOTIJL,O,O,O,O,X,X
ZSOTLIJ,O,O,O,O,X,X
ZSOTLJI,O,O,O,O,X,X
ZSOTJIL,O,O,O,O,X,X
ZSOTJLI,O,O,O,O,X,X
ZSOITLJ,O,O,O,O,X,X
ZSOITJL,O,O,O,O,X,X
ZSOILTJ,O,O,O,O,X,X
ZSOILJT,O,O,O,O,X,X
ZSOIJTL,O,O,O,O,X,X
ZSOIJLT,O,O,O,O,X,X
ZSOLTIJ,O,O,O,O,X,X
ZSOLTJI,O,O,O,O,X,X
ZSOLITJ,O,O,O,O,X,X
ZSOLIJT,O,O,O,O,X,X
ZSOLJTI,O,O,O,O,X,X
ZSOLJIT,O,O,O,O,X,X
ZSOJTIL,O,O,O,O,X,X
ZSOJTLI,O,O,O,O,X,X
ZSOJITL,O,O,O,O,X,X
ZSOJILT,O,O,O,O,X,X
ZSOJLTI,O,O,O,O,X,X
ZSOJLIT,O,O,O,O,X,X
ZOTILJS,O,O,O,O,X,O
ZOTILSJ,O,O,O,O,X,X
ZOTIJLS,O,O,O,O,X,O
ZOTIJSL,O,O,O,O,X,O
ZOTISLJ,O,O,O,O,X,X
ZOTISJL,O,O,O,O,X,X
ZOTLIJS,O,O,O,O,X,O
ZOTLISJ,O,O,O,O,X,X
ZOTLJIS,O,O,O,O,X,O
ZOTLJSI,O,O,O,O,X,O
ZOTLSIJ,O,O,O,O,X,X
ZOTLSJI,O,O,O,O,X,X
ZOTJILS,O,O,O,O,X,O
ZOTJISL,O,O,O,O,X,O
ZOTJLIS,O,O,O,O,X,O
ZOTJLSI,O,O,O,O,X,O
ZOTJSIL,O,O,O,O,X,O
ZOTJSLI,O,O,O,O,X,O
ZOTSILJ,O,O,O,O,X,X
ZOTSIJL,O,O,O,O,X,X
ZOTSLIJ,O,O,O,O,X,X
ZOTSLJI,O,O,O,O,X,X
ZOTSJIL,O,O,O,O,X,X
ZOTSJLI,O,O,O,O,X,X
ZOITLJS,O,O,O,O,X,O
ZOITLSJ,O,O,O,O,X,X
ZOITJLS,O,O,O,O,X,O
ZOITJSL,O,O,O,O,X,O
ZOITSLJ,O,O,O,O,X,X
ZOITSJL,O,O,O,O,X,X
ZOILTJS,O,O,O,O,X,O
ZOILTSJ,O,O,O,O,X,X
ZOILJTS,O,O,X,X,X,O
ZOILJST,X,O,X,X,X,O
ZOILSTJ,O,O,O,O,X,X
ZOILSJT,O,O,O,O,X,X
ZOIJTLS,O,O,X,O,X,O
ZOIJTSL,O,O,X,O,X,O
ZOIJLTS,O,O,X,X,X,O
ZOIJLST,X,O,X,X,X,O
ZOIJSTL,X,O,X,O,X,O
ZOIJSLT,X,O,X,O,X,O
ZOISTLJ,O,O,O,O,X,X
ZOISTJL,O,O,O,O,X,X
ZOISLTJ,O,O,O,O,X,X
ZOISLJT,O,O,O,O,X,X
ZOISJTL,O,O,O,O,X,X
ZOISJLT,O,O,O,O,X,X
ZOLTIJS,O,O,O,O,X,O
ZOLTISJ,O,O,O,O,X,X
ZOLTJIS,O,O,O,O,X,O
ZOLTJSI,O,O,O,O,X,O
ZOLTSIJ,O,O,O,O,X,X
ZOLTSJI,O,O,O,O,X,X
ZOLITJS,O,O,O,O,X,O
ZOLITSJ,O,O,O,O,X,X
ZOLIJTS,O,O,X,X,X,O
ZOLIJST,X,O,X,X,X,O
ZOLISTJ,O,O,O,O,X,X
ZOLISJT,O,O,O,O,X,X
ZOLJTIS,O,O,X,X,X,O
ZOLJTSI,O,O,X,X,X,O
ZOLJITS,O,O,X,X,X,O
ZOLJIST,X,O,X,X,X,O
ZOLJSTI,X,O,X,X,X,O
ZOLJSIT,X,O,X,X,X,O
ZOLSTIJ,O,O,O,O,X,X
ZOLSTJI,O,O,O,O,X,X
ZOLSITJ,O,O,O,O,X,X
ZOLSIJT,O,O,O,O,X,X
ZOLSJTI,O,O,O,O,X,X
ZOLSJIT,O,O,O,O,X,X
ZOJTILS,O,O,X,O,X,O
ZOJTISL,O,O,X,O,X,O
ZOJTLIS,O,O,X,O,X,O
ZOJTLSI,O,O,X,O,X,O
ZOJTSIL,O,O,X,O,X,O
ZOJTSLI,O,O,X,O,X,O
ZOJITLS,O,O,X,O,X,O
ZOJITSL,O,O,X,O,X,O
ZOJILTS,O,O,X,X,X,O
ZOJILST,X,O,X,X,X,O
ZOJISTL,X,O,X,O,X,O
ZOJISLT,X,O,X,O,X,O
ZOJLTIS,O,O,X,X,X,O
ZOJLTSI,O,O,X,X,X,O
ZOJLITS,O,O,X,X,X,O
ZOJLIST,X,O,X,X,X,O
ZOJLSTI,X,O,X,X,X,O
ZOJLSIT,X,O,X,X,X,O
ZOJSTIL,X,O,X,O,X,O
ZOJSTLI,X,O,X,O,X,O
ZOJSITL,X,O,X,O,X,O
ZOJSILT,X,O,X,O,X,O
ZOJSLTI,X,O,X,O,X,O
ZOJSLIT,X,O,X,O,X,O
ZOSTILJ,O,O,O,O,X,X
ZOSTIJL,O,O,O,O,X,X
ZOSTLIJ,O,O,O,O,X,X
ZOSTLJI,O,O,O,O,X,X
ZOSTJIL,O,O,O,O,X,X
ZOSTJLI,O,O,O,O,X,X
ZOSITLJ,O,O,O,O,X,X
ZOSITJL,O,O,O,O,X,X
ZOSILTJ,O,O,O,O,X,X
ZOSILJT,O,O,O,O,X,X
ZOSIJTL,O,O,O,O,X,X
ZOSIJLT,O,O,O,O,X,X
ZOSLTIJ,O,O,O,O,X,X
ZOSLTJI,O,O,O,O,X,X
ZOSLITJ,O,O,O,O,X,X
ZOSLIJT,O,O,O,O,X,X
ZOSLJTI,O,O,O,O,X,X
ZOSLJIT,O,O,O,O,X,X
ZOSJTIL,O,O,O,O,X,X
ZOSJTLI,O,O,O,O,X,X
ZOSJITL,O,O,O,O,X,X
ZOSJILT,O,O,O,O,X,X
ZOSJLTI,O,O,O,O,X,X
ZOSJLIT,O,O,O,O,X,X
OTILJSZ,X,O,O,X,O,O
OTILJZS,X,O,O,O,O,O
OTILSJZ,O,O,O,X,O,O
OTILSZJ,O,O,O,X,X,X
OTILZJS,O,O,O,O,X,O
OTILZSJ,O,O,O,O,X,X
OTIJLSZ,X,O,O,X,O,O
OTIJLZS,X,O,O,O,O,O
OTIJSLZ,X,O,O,X,O,O
OTIJSZL,X,O,O,O,O,O
OTIJZLS,X,O,O,O,O,O
OTIJZSL,X,O,O,O,O,O
OTISLJZ,O,O,O,X,O,O
OTISLZJ,O,O,O,X,X,X
OTISJLZ,O,O,O,X,O,O
OTISJZL,O,O,O,O,O,O
OTISZLJ,O,O,O,O,X,X
OTISZJL,O,O,O,O,X,X
OTIZLJS,O,O,O,O,X,O
OTIZLSJ,O,O,O,O,X,X
OTIZJLS,O,O,O,O,X,O
OTIZJSL,O,O,O,O,X,O
OTIZSLJ,O,O,O,O,X,X
OTIZSJL,O,O,O,O,X,X
OTLIJSZ,X,O,O,X,O,O
OTLIJZS,X,O,O,O,O,O
OTLISJZ,O,O,O,X,O,O
OTLISZJ,O,O,O,X,X,X
OTLIZJS,O,O,O,O,X,O
OTLIZSJ,O,O,O,O,X,X
OTLJISZ,X,O,O,X,O,O
OTLJIZS,X,O,O,O,O,O
OTLJSIZ,X,O,O,X,O,O
OTLJSZI,X,O,O,X,O,O
OTLJZIS,X,O,O,O,O,O
OTLJZSI,X,O,O,O,O,O
OTLSIJZ,O,O,O,X,O,O
OTLSIZJ,O,O,O,X,X,X
OTLSJIZ,O,O,O,X,O,O
OTLSJZI,O,O,O,X,O,O
OTLSZIJ,O,O,O,X,X,X
OTLSZJI,O,O,O,X,X,X
OTLZIJS,O,O,O,O,X,O
OTLZISJ,O,O,O,O,X,X
OTLZJIS,O,O,O,O,X,O
OTLZJSI,O,O,O,O,X,O
OTLZSIJ,O,O,O,O,X,X
OTLZSJI,O,O,O,O,X,X
OTJILSZ,X,O,O,X,O,O
OTJILZS,X,O,O,O,O,O
OTJISLZ,X,O,O,X,O,O
OTJISZL,X,O,O,O,O,O
OTJIZLS,X,O,O,O,O,O
OTJIZSL,X,O,O,O,O,O
OTJLISZ,X,O,O,X,O,O
OTJLIZS,X,O,O,O,O,O
OTJLSIZ,X,O,O,X,O,O
OTJLSZI,X,O,O,X,O,O
OTJLZIS,X,O,O,O,O,O
OTJLZSI,X,O,O,O,O,O
OTJSILZ,X,O,O,X,O,O
OTJSIZL,X,O,O,O,O,O
OTJSLIZ,X,O,O,X,O,O
OTJSLZI,X,O,O,X,O,O
OTJSZIL,X,O,O,O,O,O
OTJSZLI,X,O,O,O,O,O
OTJZILS,X,O,O,O,O,O
OTJZISL,X,O,O,O,O,O
OTJZLIS,X,O,O,O,O,O
OTJZLSI,X,O,O,O,O,O
OTJZSIL,X,O,O,O,O,O
OTJZSLI,X,O,O,O,O,O
OTSILJZ,O,O,O,X,O,O
OTSILZJ,O,O,O,X,X,X
OTSIJLZ,O,O,O,X,O,O
OTSIJZL,O,O,O,O,O,O
OTSIZLJ,O,O,O,O,X,X
OTSIZJL,O,O,O,O,X,X
OTSLIJZ,O,O,O,X,O,O
OTSLIZJ,O,O,O,X,X,X
OTSLJIZ,O,O,O,X,O,O
OTSLJZI,O,O,O,X,O,O
OTSLZIJ,O,O,O,X,X,X
OTSLZJI,O,O,O,X,X,X
OTSJILZ,O,O,O,X,O,O
OTSJIZL,O,O,O,O,O,O
OTSJLIZ,O,O,O,X,O,O
OTSJLZI,O,O,O,X,O,O
OTSJZIL,O,O,O,O,O,O
OTSJZLI,O,O,O,O,O,O
OTSZILJ,O,O,O,O,X,X
OTSZIJL,O,O,O,O,X,X
OTSZLIJ,O,O,O,O,X,X
OTSZLJI,O,O,O,O,X,X
OTSZJIL,O,O,O,O,X,X
OTSZJLI,O,O,O,O,X,X
OTZILJS,O,O,O,O,X,O
OTZILSJ,O,O,O,O,X,X
OTZIJLS,O,O,O,O,X,O
OTZIJSL,O,O,O,O,X,O
OTZISLJ,O,O,O,O,X,X
OTZISJL,O,O,O,O,X,X
OTZLIJS,O,O,O,O,X,O
OTZLISJ,O,O,O,O,X,X
OTZLJIS,O,O,O,O,X,O
OTZLJSI,O,O,O,O,X,O
OTZLSIJ,O,O,O,O,X,X
OTZLSJI,O,O,O,O,X,X
OTZJILS,O,O,O,O,X,O
OTZJISL,O,O,O,O,X,O
OTZJLIS,O,O,O,O,X,O
OTZJLSI,O,O,O,O,X,O
OTZJSIL,O,O,O,O,X,O
OTZJSLI,O,O,O,O,X,O
OTZSILJ,O,O,O,O,X,X
OTZSIJL,O,O,O,O,X,X
OTZSLIJ,O,O,O,O,X,X
OTZSLJI,O,O,O,O,X,X
OTZSJIL,O,O,O,O,X,X
OTZSJLI,O,O,O,O,X,X
OITLJSZ,X,O,O,X,O,O
OITLJZS,X,O,O,O,O,O
OITLSJZ,O,O,O,X,O,O
OITLSZJ,O,O,O,X,X,X
OITLZJS,O,O,O,O,X,O
OITLZSJ,O,O,O,O,X,X
OITJLSZ,X,O,O,X,O,O
OITJLZS,X,O,O,O,O,O
OITJSLZ,X,O,O,X,O,O
OITJSZL,X,O,O,O,O,O
OITJZLS,X,O,O,O,O,O
OITJZSL,X,O,O,O,O,O
OITSLJZ,O,O,O,X,O,O
OITSLZJ,O,O,O,X,X,X
OITSJLZ,O,O,O,X,O,O
OITSJZL,O,O,O,O,O,O
OITSZLJ,O,O,O,O,X,X
OITSZJL,O,O,O,O,X,X
OITZLJS,O,O,O,O,X,O
OITZLSJ,O,O,O,O,X,X
OITZJLS,O,O,O,O,X,O
OITZJSL,O,O,O,O,X,O
OITZSLJ,O,O,O,O,X,X
OITZSJL,O,O,O,O,X,X
OILTJSZ,X,O,O,X,O,O
OILTJZS,X,O,O,O,O,O
OILTSJZ,O,O,O,X,O,O
OILTSZJ,O,O,O,X,X,X
OILTZJS,O,O,O,O,X,O
OILTZSJ,O,O,O,O,X,X
OILJTSZ,X,O,O,X,O,O
OILJTZS,X,O,O,X,O,O
OILJSTZ,X,O,O,X,O,O
OILJSZT,X,X,O,X,X,O
OILJZTS,X,O,X,X,X,O
OILJZST,X,X,X,X,X,O
OILSTJZ,O,X,O,X,O,O
OILSTZJ,O,X,O,X,X,X
OILSJTZ,X,X,O,X,O,O
OILSJZT,X,X,O,X,X,O
OILSZTJ,O,X,O,X,X,X
OILSZJT,O,X,O,X,X,X
OILZTJS,O,O,O,O,X,O
OILZTSJ,O,O,O,O,X,X
OILZJTS,O,O,X,X,X,O
OILZJST,X,O,X,X,X,O
OILZSTJ,O,O,O,O,X,X
OILZSJT,O,O,O,O,X,X
OIJTLSZ,X,O,O,X,O,O
OIJTLZS,X,O,O,O,O,O
OIJTSLZ,X,O,O,X,O,O
OIJTSZL,X,O,O,O,O,O
OIJTZLS,X,O,O,O,O,O
OIJTZSL,X,O,O,O,O,O
OIJLTSZ,X,O,O,X,O,O
OIJLTZS,X,O,O,X,O,O
OIJLSTZ,X,O,O,X,O,O
OIJLSZT,X,X,O,X,X,O
OIJLZTS,X,O,X,X,X,O
OIJLZST,X,X,X,X,X,O
OIJSTLZ,X,O,O,X,O,O
OIJSTZL,X,O,O,X,O,O
OIJSLTZ,X,O,O,X,O,O
OIJSLZT,X,X,O,X,X,O
OIJSZTL,X,X,O,X,O,O
OIJSZLT,X,X,O,X,X,O
OIJZTLS,X,O,X,O,O,O
OIJZTSL,X,O,X,O,O,O
OIJZLTS,X,O,X,X,X,O
OIJZLST,X,O,X,X,X,O
OIJZSTL,X,O,X,O,O,O
OIJZSLT,X,O,X,O,X,O
OISTLJZ,O,O,O,X,O,O
OISTLZJ,O,O,O,X,X,X
OISTJLZ,O,O,O,X,O,O
OISTJZL,O,O,O,O,O,O
OISTZLJ,O,O,O,O,X,X
OISTZJL,O,O,O,O,X,X
OISLTJZ,O,X,O,X,O,O
OISLTZJ,O,X,O,X,X,X
OISLJTZ,X,X,O,X,O,O
OISLJZT,X,X,O,X,X,O
OISLZTJ,O,X,O,X,X,X
OISLZJT,O,X,O,X,X,X
OISJTLZ,O,O,O,X,O,O
OISJTZL,O,O,O,X,O,O
OISJLTZ,X,O,O,X,O,O
OISJLZT,X,X,O,X,X,O
OISJZTL,O,X,O,X,O,O
OISJZLT,O,X,O,X,X,O
OISZTLJ,O,O,O,O,X,X
OISZTJL,O,O,O,O,X,X
OISZLTJ,O,O,O,O,X,X
OISZLJT,O,O,O,O,X,X
OISZJTL,O,O,O,O,X,X
OISZJLT,O,O,O,O,X,X
OIZTLJS,O,O,O,O,X,O
OIZTLSJ,O,O,O,O,X,X
OIZTJLS,O,O,O,O,X,O
OIZTJSL,O,O,O,O,X,O
OIZTSLJ,O,O,O,O,X,X
OIZTSJL,O,O,O,O,X,X
OIZLTJS,O,O,O,O,X,O
OIZLTSJ,O,O,O,O,X,X
OIZLJTS,O,O,X,X,X,O
OIZLJST,X,O,X,X,X,O
OIZLSTJ,O,O,O,O,X,X
OIZLSJT,O,O,O,O,X,X
OIZJTLS,O,O,X,O,X,O
OIZJTSL,O,O,X,O,X,O
OIZJLTS,O,O,X,X,X,O
OIZJLST,X,O,X,X,X,O
OIZJSTL,X,O,X,O,X,O
OIZJSLT,X,O,X,O,X,O
OIZSTLJ,O,O,O,O,X,X
OIZSTJL,O,O,O,O,X,X
OIZSLTJ,O,O,O,O,X,X
OIZSLJT,O,O,O,O,X,X
OIZSJTL,O,O,O,O,X,X
OIZSJLT,O,O,O,O,X,X
OLTIJSZ,X,O,O,X,O,O
OLTIJZS,X,O,O,O,O,O
OLTISJZ,O,O,O,X,O,O
OLTISZJ,O,O,O,X,X,X
OLTIZJS,O,O,O,O,X,O
OLTIZSJ,O,O,O,O,X,X
OLTJISZ,X,O,O,X,O,O
OLTJIZS,X,O,O,O,O,O
OLTJSIZ,X,O,O,X,O,O
OLTJSZI,X,O,O,X,O,O
OLTJZIS,X,O,O,O,O,O
OLTJZSI,X,O,O,O,O,O
OLTSIJZ,O,O,O,X,O,O
OLTSIZJ,O,O,O,X,X,X
OLTSJIZ,O,O,O,X,O,O
OLTSJZI,O,O,O,X,O,O
OLTSZIJ,O,O,O,X,X,X
OLTSZJI,O,O,O,X,X,X
OLTZIJS,O,O,O,O,X,O
OLTZISJ,O,O,O,O,X,X
OLTZJIS,O,O,O,O,X,O
OLTZJSI,O,O,O,O,X,O
OLTZSIJ,O,O,O,O,X,X
OLTZSJI,O,O,O,O,X,X
OLITJSZ,X,O,O,X,O,O
OLITJZS,X,O,O,O,O,O
OLITSJZ,O,O,O,X,O,O
OLITSZJ,O,O,O,X,X,X
OLITZJS,O,O,O,O,X,O
OLITZSJ,O,O,O,O,X,X
OLIJTSZ,X,O,O,X,O,O
OLIJTZS,X,O,O,X,O,O
OLIJSTZ,X,O,O,X,O,O
OLIJSZT,X,X,O,X,X,O
OLIJZTS,X,O,X,X,X,O
OLIJZST,X,X,X,X,X,O
OLISTJZ,O,X,O,X,O,O
OLISTZJ,O,X,O,X,X,X
OLISJTZ,X,X,O,X,O,O
OLISJZT,X,X,O,X,X,O
OLISZTJ,O,X,O,X,X,X
OLISZJT,O,X,O,X,X,X
OLIZTJS,O,O,O,O,X,O
OLIZTSJ,O,O,O,O,X,X
OLIZJTS,O,O,X,X,X,O
OLIZJST,X,O,X,X,X,O
OLIZSTJ,O,O,O,O,X,X
OLIZSJT,O,O,O,O,X,X
OLJTISZ,X,O,O,X,O,O
OLJTIZS,X,O,O,X,O,O
OLJTSIZ,X,O,O,X,O,O
OLJTSZI,X,O,O,X,O,O
OLJTZIS,X,O,O,X,O,O
OLJTZSI,X,O,O,X,O,O
OLJITSZ,X,O,O,X,O,O
OLJITZS,X,O,O,X,O,O
OLJISTZ,X,O,O,X,O,O
OLJISZT,X,X,O,X,X,O
OLJIZTS,X,O,X,X,X,O
OLJIZST,X,X,X,X,X,O
OLJSTIZ,X,O,O,X,O,O
OLJSTZI,X,O,O,X,O,O
OLJSITZ,X,O,O,X,O,O
OLJSIZT,X,X,O,X,X,O
OLJSZTI,X,X,O,X,X,O
OLJSZIT,X,X,O,X,X,O
OLJZTIS,X,O,X,X,X,O
OLJZTSI,X,O,X,X,X,O
OLJZITS,X,O,X,X,X,O
OLJZIST,X,X,X,X,X,O
OLJZSTI,X,X,X,X,X,O
OLJZSIT,X,X,X,X,X,O
OLSTIJZ,O,X,O,X,O,O
OLSTIZJ,O,X,O,X,X,X
OLSTJIZ,O,X,O,X,O,O
OLSTJZI,O,X,O,X,O,O
OLSTZIJ,O,X,O,X,X,X
OLSTZJI,O,X,O,X,X,X
OLSITJZ,O,X,O,X,O,O
OLSITZJ,O,X,O,X,X,X
OLSIJTZ,X,X,O,X,O,O
OLSIJZT,X,X,O,X,X,O
OLSIZTJ,O,X,O,X,X,X
OLSIZJT,O,X,O,X,X,X
OLSJTIZ,X,X,O,X,O,O
OLSJTZI,X,X,O,X,O,O
OLSJITZ,X,X,O,X,O,O
OLSJIZT,X,X,O,X,X,O
OLSJZTI,X,X,O,X,X,O
OLSJZIT,X,X,O,X,X,O
OLSZTIJ,O,X,O,X,X,X
OLSZTJI,O,X,O,X,X,X
OLSZITJ,O,X,O,X,X,X
OLSZIJT,O,X,O,X,X,X
OLSZJTI,O,X,O,X,X,X
OLSZJIT,O,X,O,X,X,X
OLZTIJS,O,O,O,O,X,O
OLZTISJ,O,O,O,O,X,X
OLZTJIS,O,O,O,O,X,O
OLZTJSI,O,O,O,O,X,O
OLZTSIJ,O,O,O,O,X,X
OLZTSJI,O,O,O,O,X,X
OLZITJS,O,O,O,O,X,O
OLZITSJ,O,O,O,O,X,X
OLZIJTS,O,O,X,X,X,O
OLZIJST,X,O,X,X,X,O
OLZISTJ,O,O,O,O,X,X
OLZISJT,O,O,O,O,X,X
OLZJTIS,O,O,X,X,X,O
OLZJTSI,O,O,X,X,X,O
OLZJITS,O,O,X,X,X,O
OLZJIST,X,O,X,X,X,O
OLZJSTI,X,O,X,X,X,O
OLZJSIT,X,O,X,X,X,O
OLZSTIJ,O,O,O,O,X,X
OLZSTJI,O,O,O,O,X,X
OLZSITJ,O,O,O,O,X,X
OLZSIJT,O,O,O,O,X,X
OLZSJTI,O,O,O,O,X,X
OLZSJIT,O,O,O,O,X,X
OJTILSZ,X,O,O,X,O,O
OJTILZS,X,O,O,O,O,O
OJTISLZ,X,O,O,X,O,O
OJTISZL,X,O,O,O,O,O
OJTIZLS,X,O,O,O,O,O
OJTIZSL,X,O,O,O,O,O
OJTLISZ,X,O,O,X,O,O
OJTLIZS,X,O,O,O,O,O
OJTLSIZ,X,O,O,X,O,O
OJTLSZI,X,O,O,X,O,O
OJTLZIS,X,O,O,O,O,O
OJTLZSI,X,O,O,O,O,O
OJTSILZ,X,O,O,X,O,O
OJTSIZL,X,O,O,O,O,O
OJTSLIZ,X,O,O,X,O,O
OJTSLZI,X,O,O,X,O,O
OJTSZIL,X,O,O,O,O,O
OJTSZLI,X,O,O,O,O,O
OJTZILS,X,O,O,O,O,O
OJTZISL,X,O,O,O,O,O
OJTZLIS,X,O,O,O,O,O
OJTZLSI,X,O,O,O,O,O
OJTZSIL,X,O,O,O,O,O
OJTZSLI,X,O,O,O,O,O
OJITLSZ,X,O,O,X,O,O
OJITLZS,X,O,O,O,O,O
OJITSLZ,X,O,O,X,O,O
OJITSZL,X,O,O,O,O,O
OJITZLS,X,O,O,O,O,O
OJITZSL,X,O,O,O,O,O
OJILTSZ,X,O,O,X,O,O
OJILTZS,X,O,O,X,O,O
OJILSTZ,X,O,O,X,O,O
OJILSZT,X,X,O,X,X,O
OJILZTS,X,O,X,X,X,O
OJILZST,X,X,X,X,X,O
OJISTLZ,X,O,O,X,O,O
OJISTZL,X,O,O,X,O,O
OJISLTZ,X,O,O,X,O,O
OJISLZT,X,X,O,X,X,O
OJISZTL,X,X,O,X,O,O
OJISZLT,X,X,O,X,X,O
OJIZTLS,X,O,X,O,O,O
OJIZTSL,X,O,X,O,O,O
OJIZLTS,X,O,X,X,X,O
OJIZLST,X,O,X,X,X,O
OJIZSTL,X,O,X,O,O,O
OJIZSLT,X,O,X,O,X,O
OJLTISZ,X,O,O,X,O,O
OJLTIZS,X,O,O,X,O,O
OJLTSIZ,X,O,O,X,O,O
OJLTSZI,X,O,O,X,O,O
OJLTZIS,X,O,O,X,O,O
OJLTZSI,X,O,O,X,O,O
OJLITSZ,X,O,O,X,O,O
OJLITZS,X,O,O,X,O,O
OJLISTZ,X,O,O,X,O,O
