sequence,v115@WhC8AeA8AeA8AeG8JeZEJvhFzfBfmB0hBSoBmnBFqB,v115@WhC8AeA8AeA8AeG8JeZEJvhFzfBWmB3iBcoBimBFqB,v115@WhC8AeA8AeA8AeG8JeZEJvhFqkBlhB3iBcoBzlBOqB,v115@WhC8AeA8AeA8AeG8JeZEJvhFFgB0hBSoBfqBzqBmsB,v115@WhC8AeA8AeA8AeG8Jex/IvhFlhB3iBcoBzlBmpBipB,v115@WhC8AeA8AeA8AeG8Jei/IvhF3hBcpBOqBxsBzqBFtB
JZSILOT,X,X,O,X,X,O
JZSIOTL,X,O,O,X,O,X
JZSIOLT,X,X,O,X,O,O
JZSLTIO,O,O,X,X,X,O
JZSLTOI,O,O,X,X,X,X
JZSLITO,O,O,X,X,X,O
JZSLIOT,X,X,O,X,X,O
JZSLOTI,X,X,O,X,O,X
JZSLOIT,X,X,O,X,O,O
JZSOTIL,X,O,O,X,O,X
JZSOTLI,X,O,O,X,O,X
JZSOITL,X,O,O,X,O,X
JZSOILT,X,X,O,X,O,O
JZSOLTI,X,X,O,X,O,X
JZSOLIT,X,X,O,X,O,O
JZOTILS,X,O,O,X,O,X
JZOTISL,X,O,O,X,O,X
JZOTLIS,X,O,O,X,O,X
JZOTLSI,X,O,O,X,O,X
JZOTSIL,X,O,O,X,O,X
JZOTSLI,X,O,O,X,O,X
JZOITLS,X,O,O,X,O,X
JZOITSL,X,O,O,X,O,X
JZOILTS,X,X,O,X,O,X
JZOILST,X,X,O,O,O,O
JZOISTL,X,O,O,O,O,X
JZOISLT,X,X,O,O,O,O
JZOLTIS,X,X,O,X,O,X
JZOLTSI,X,X,O,X,O,X
JZOLITS,X,X,O,X,O,X
JZOLIST,X,X,O,O,O,O
JZOLSTI,X,X,O,O,O,X
JZOLSIT,X,X,O,O,O,O
JZOSTIL,X,O,O,O,O,X
JZOSTLI,X,O,O,O,O,X
JZOSITL,X,O,O,O,O,X
JZOSILT,X,X,O,O,O,O
JZOSLTI,X,X,O,O,O,X
JZOSLIT,X,X,O,O,O,O
JOTILSZ,X,X,X,X,X,X
JOTILZS,X,O,O,X,O,X
JOTISLZ,X,X,X,X,X,X
JOTISZL,X,O,X,X,O,X
JOTIZLS,X,O,O,X,O,X
JOTIZSL,X,O,O,X,O,X
JOTLISZ,X,X,X,X,X,X
JOTLIZS,X,O,O,X,O,X
JOTLSIZ,X,X,X,X,X,X
JOTLSZI,X,X,X,X,X,X
JOTLZIS,X,O,O,X,O,X
JOTLZSI,X,O,O,X,O,X
JOTSILZ,X,X,X,X,X,X
JOTSIZL,X,O,X,X,O,X
JOTSLIZ,X,X,X,X,X,X
JOTSLZI,X,X,X,X,X,X
JOTSZIL,X,O,X,X,O,X
JOTSZLI,X,O,X,X,O,X
JOTZILS,X,O,O,X,O,X
JOTZISL,X,O,O,X,O,X
JOTZLIS,X,O,O,X,O,X
JOTZLSI,X,O,O,X,O,X
JOTZSIL,X,O,O,X,O,X
JOTZSLI,X,O,O,X,O,X
JOITLSZ,X,X,X,X,X,X
JOITLZS,X,O,O,X,O,X
JOITSLZ,X,X,X,X,X,X
JOITSZL,X,O,X,X,O,X
JOITZLS,X,O,O,X,O,X
JOITZSL,X,O,O,X,O,X
JOILTSZ,X,X,X,X,X,X
JOILTZS,X,X,O,X,O,X
JOILSTZ,X,X,X,O,X,X
JOILSZT,X,X,X,O,X,X
JOILZTS,X,X,O,X,O,X
JOILZST,X,X,O,O,O,X
JOISTLZ,X,X,X,O,X,X
JOISTZL,X,X,X,O,O,X
JOISLTZ,X,X,X,O,X,X
JOISLZT,X,X,X,O,X,X
JOISZTL,X,X,X,O,O,X
JOISZLT,X,X,X,O,O,O
JOIZTLS,X,O,O,X,O,X
JOIZTSL,X,O,O,X,O,X
JOIZLTS,X,X,O,X,O,X
JOIZLST,X,X,O,O,O,O
JOIZSTL,X,O,O,O,O,X
JOIZSLT,X,X,O,O,O,O
JOLTISZ,X,X,X,X,X,X
JOLTIZS,X,X,O,X,O,X
JOLTSIZ,X,X,X,X,X,X
JOLTSZI,X,X,X,X,X,X
JOLTZIS,X,X,O,X,O,X
JOLTZSI,X,X,O,X,O,X
JOLITSZ,X,X,X,X,X,X
JOLITZS,X,X,O,X,O,X
JOLISTZ,X,X,X,O,X,X
JOLISZT,X,X,X,O,X,X
JOLIZTS,X,X,O,X,O,X
JOLIZST,X,X,O,O,O,X
JOLSTIZ,X,X,X,O,X,X
JOLSTZI,X,X,X,O,X,X
JOLSITZ,X,X,X,O,X,X
JOLSIZT,X,X,X,O,X,X
JOLSZTI,X,X,X,O,X,X
JOLSZIT,X,X,X,O,X,X
JOLZTIS,X,X,O,X,O,X
JOLZTSI,X,X,O,X,O,X
JOLZITS,X,X,O,X,O,X
JOLZIST,X,X,O,O,O,X
JOLZSTI,X,X,O,O,O,X
JOLZSIT,X,X,O,O,O,X
JOSTILZ,X,X,X,O,X,X
JOSTIZL,X,X,X,O,O,X
JOSTLIZ,X,X,X,O,X,X
JOSTLZI,X,X,X,O,X,X
JOSTZIL,X,X,X,O,O,X
JOSTZLI,X,X,X,O,O,X
JOSITLZ,X,X,X,O,X,X
JOSITZL,X,X,X,O,O,X
JOSILTZ,X,X,X,O,X,X
JOSILZT,X,X,X,O,X,X
JOSIZTL,X,X,X,O,O,X
JOSIZLT,X,X,X,O,O,O
JOSLTIZ,X,X,X,O,X,X
JOSLTZI,X,X,X,O,X,X
JOSLITZ,X,X,X,O,X,X
JOSLIZT,X,X,X,O,X,X
JOSLZTI,X,X,X,O,X,X
JOSLZIT,X,X,X,O,X,X
JOSZTIL,X,X,X,O,O,X
JOSZTLI,X,X,X,O,O,X
JOSZITL,X,X,X,O,O,X
JOSZILT,X,X,X,O,O,O
JOSZLTI,X,X,X,O,O,X
JOSZLIT,X,X,X,O,O,O
JOZTILS,X,O,O,X,O,X
JOZTISL,X,O,O,X,O,X
JOZTLIS,X,O,O,X,O,X
JOZTLSI,X,O,O,X,O,X
JOZTSIL,X,O,O,X,O,X
JOZTSLI,X,O,O,X,O,X
JOZITLS,X,O,O,X,O,X
JOZITSL,X,O,O,X,O,X
JOZILTS,X,X,O,X,O,X
JOZILST,X,X,O,O,O,O
JOZISTL,X,O,O,O,O,X
JOZISLT,X,X,O,O,O,O
JOZLTIS,X,X,O,X,O,X
JOZLTSI,X,X,O,X,O,X
JOZLITS,X,X,O,X,O,X
JOZLIST,X,X,O,O,O,O
JOZLSTI,X,X,O,O,O,X
JOZLSIT,X,X,O,O,O,O
JOZSTIL,X,O,O,O,O,X
JOZSTLI,X,O,O,O,O,X
JOZSITL,X,O,O,O,O,X
JOZSILT,X,X,O,O,O,O
JOZSLTI,X,X,O,O,O,X
JOZSLIT,X,X,O,O,O,O
STILJZO,O,X,X,X,X,X
STILJOZ,O,X,X,X,X,X
STILZJO,O,X,X,X,X,X
STILZOJ,O,X,X,X,X,X
STILOJZ,O,X,X,O,X,X
STILOZJ,O,X,X,O,X,X
STIJLZO,O,X,X,X,X,X
STIJLOZ,O,X,X,X,X,X
STIJZLO,O,O,X,X,X,O
STIJZOL,O,O,X,X,X,X
STIJOLZ,O,X,X,X,X,X
STIJOZL,O,O,X,X,X,X
STIZLJO,O,O,X,X,X,X
STIZLOJ,O,O,O,X,X,X
STIZJLO,O,O,X,X,X,O
STIZJOL,O,O,O,X,X,X
STIZOLJ,O,O,O,X,X,X
STIZOJL,O,O,O,X,X,X
STIOLJZ,O,X,X,O,X,X
STIOLZJ,O,X,O,O,X,X
STIOJLZ,O,X,X,O,X,X
STIOJZL,O,O,X,O,X,X
STIOZLJ,O,O,O,O,X,X
STIOZJL,O,O,O,O,X,X
STLIJZO,O,X,X,X,X,X
STLIJOZ,O,X,X,X,X,X
STLIZJO,O,X,X,X,X,X
STLIZOJ,O,X,X,X,X,X
STLIOJZ,O,X,X,O,X,X
STLIOZJ,O,X,X,O,X,X
STLJIZO,O,X,X,X,X,X
STLJIOZ,O,X,X,X,X,X
STLJZIO,O,X,X,X,X,X
STLJZOI,O,X,X,X,X,X
STLJOIZ,O,X,X,X,X,X
STLJOZI,O,X,X,X,X,X
STLZIJO,O,X,X,X,X,X
STLZIOJ,O,X,X,X,X,X
STLZJIO,O,X,X,X,X,X
STLZJOI,O,X,X,X,X,X
STLZOIJ,O,X,X,X,X,X
STLZOJI,O,X,X,X,X,X
STLOIJZ,O,X,X,O,X,X
STLOIZJ,O,X,X,O,X,X
STLOJIZ,O,X,X,O,X,X
STLOJZI,O,X,X,O,X,X
STLOZIJ,O,X,X,O,X,X
STLOZJI,O,X,X,O,X,X
STJILZO,O,X,X,X,X,X
STJILOZ,O,X,X,X,X,X
STJIZLO,O,O,X,X,X,O
STJIZOL,O,O,X,X,X,X
STJIOLZ,O,X,X,X,X,X
STJIOZL,O,O,X,X,X,X
STJLIZO,O,X,X,X,X,X
STJLIOZ,O,X,X,X,X,X
STJLZIO,O,X,X,X,X,X
STJLZOI,O,X,X,X,X,X
STJLOIZ,O,X,X,X,X,X
STJLOZI,O,X,X,X,X,X
STJZILO,O,O,X,X,X,O
STJZIOL,O,O,X,X,X,X
STJZLIO,O,O,X,X,X,O
STJZLOI,O,O,X,X,X,X
STJZOIL,O,O,X,X,X,X
STJZOLI,O,O,X,X,X,X
STJOILZ,O,X,X,X,X,X
STJOIZL,O,O,X,X,X,X
STJOLIZ,O,X,X,X,X,X
STJOLZI,O,X,X,X,X,X
STJOZIL,O,O,X,X,X,X
STJOZLI,O,O,X,X,X,X
STZILJO,O,O,X,X,X,X
STZILOJ,O,O,O,X,X,X
STZIJLO,O,O,X,X,X,O
STZIJOL,O,O,O,X,X,X
STZIOLJ,O,O,O,X,O,X
STZIOJL,O,O,O,X,O,X
STZLIJO,O,O,X,X,X,X
STZLIOJ,O,O,O,X,X,X
STZLJIO,O,O,X,X,X,X
STZLJOI,O,O,X,X,X,X
STZLOIJ,O,O,O,X,O,X
STZLOJI,O,O,O,X,O,X
STZJILO,O,O,X,X,X,O
STZJIOL,O,O,O,X,X,X
STZJLIO,O,O,X,X,X,O
STZJLOI,O,O,X,X,X,X
STZJOIL,O,O,O,X,O,X
STZJOLI,O,O,O,X,O,X
STZOILJ,O,O,O,X,O,X
STZOIJL,O,O,O,X,O,X
STZOLIJ,O,O,O,X,O,X
STZOLJI,O,O,O,X,O,X
STZOJIL,O,O,O,X,O,X
STZOJLI,O,O,O,X,O,X
STOILJZ,O,X,X,O,X,X
STOILZJ,O,X,O,O,X,X
STOIJLZ,O,X,X,O,X,X
STOIJZL,O,O,X,O,X,X
STOIZLJ,O,O,O,O,O,X
STOIZJL,O,O,O,O,O,X
STOLIJZ,O,X,X,O,X,X
STOLIZJ,O,X,O,O,X,X
STOLJIZ,O,X,X,O,X,X
STOLJZI,O,X,X,O,X,X
STOLZIJ,O,X,O,O,X,X
STOLZJI,O,X,O,O,X,X
STOJILZ,O,X,X,O,X,X
STOJIZL,O,O,X,O,O,X
STOJLIZ,O,X,X,O,X,X
STOJLZI,O,X,X,O,X,X
STOJZIL,O,O,X,O,O,X
STOJZLI,O,O,X,O,O,X
STOZILJ,O,O,O,O,O,X
STOZIJL,O,O,O,O,O,X
STOZLIJ,O,O,O,O,O,X
STOZLJI,O,O,O,O,O,X
STOZJIL,O,O,O,O,O,X
STOZJLI,O,O,O,O,O,X
SITLJZO,O,X,X,X,X,X
SITLJOZ,O,X,X,X,X,X
SITLZJO,O,X,X,X,X,X
SITLZOJ,O,X,X,X,X,X
SITLOJZ,O,X,X,O,X,X
SITLOZJ,O,X,X,O,X,X
SITJLZO,O,X,X,X,X,X
SITJLOZ,O,X,X,X,X,X
SITJZLO,O,O,X,X,X,O
SITJZOL,O,O,X,X,X,X
SITJOLZ,O,X,X,X,X,X
SITJOZL,O,O,X,X,X,X
SITZLJO,O,O,X,X,X,X
SITZLOJ,O,O,O,X,X,X
SITZJLO,O,O,X,X,X,O
SITZJOL,O,O,O,X,X,X
SITZOLJ,O,O,O,X,X,X
SITZOJL,O,O,O,X,X,X
SITOLJZ,O,X,X,O,X,X
SITOLZJ,O,X,O,O,X,X
SITOJLZ,O,X,X,O,X,X
SITOJZL,O,O,X,O,X,X
SITOZLJ,O,O,O,O,X,X
SITOZJL,O,O,O,O,X,X
SILTJZO,O,X,X,X,X,X
SILTJOZ,O,X,X,X,X,X
SILTZJO,O,X,X,X,X,X
SILTZOJ,O,X,X,X,X,X
SILTOJZ,O,X,X,O,X,X
SILTOZJ,O,X,X,O,X,X
SILJTZO,O,X,X,X,X,X
SILJTOZ,O,X,X,X,X,X
SILJZTO,O,X,X,X,X,O
SILJZOT,X,X,X,X,X,O
SILJOTZ,X,X,X,O,X,X
SILJOZT,X,X,X,O,X,X
SILZTJO,O,X,X,X,X,X
SILZTOJ,O,X,O,X,X,X
SILZJTO,O,X,X,X,X,O
SILZJOT,X,X,O,X,X,O
SILZOTJ,O,X,O,O,X,X
SILZOJT,X,X,O,O,X,X
SILOTJZ,O,X,X,O,X,X
SILOTZJ,O,X,O,O,X,X
SILOJTZ,X,X,X,O,X,X
SILOJZT,X,X,X,O,X,X
SILOZTJ,O,X,O,O,X,X
SILOZJT,X,X,O,O,X,X
SIJTLZO,O,X,X,X,X,X
SIJTLOZ,O,X,X,X,X,X
SIJTZLO,O,O,X,X,X,O
SIJTZOL,O,O,X,X,X,X
SIJTOLZ,O,X,X,X,X,X
SIJTOZL,O,O,X,X,X,X
SIJLTZO,O,X,X,X,X,X
SIJLTOZ,O,X,X,X,X,X
SIJLZTO,O,X,X,X,X,O
SIJLZOT,X,X,X,X,X,O
SIJLOTZ,X,X,X,O,X,X
SIJLOZT,X,X,X,O,X,X
SIJZTLO,O,O,X,X,X,O
SIJZTOL,O,O,X,X,X,X
SIJZLTO,O,O,X,X,X,O
SIJZLOT,X,X,X,X,X,O
SIJZOTL,X,O,X,X,X,X
SIJZOLT,X,X,X,X,X,O
SIJOTLZ,X,X,X,O,X,X
SIJOTZL,X,X,X,O,X,X
SIJOLTZ,X,X,X,O,X,X
SIJOLZT,X,X,X,O,X,X
SIJOZTL,X,X,X,O,X,X
SIJOZLT,X,X,X,O,X,O
SIZTLJO,O,O,X,X,X,X
SIZTLOJ,O,O,O,X,X,X
SIZTJLO,O,O,X,X,X,O
SIZTJOL,O,O,O,X,X,X
SIZTOLJ,O,O,O,X,X,X
SIZTOJL,O,O,O,X,X,X
SIZLTJO,O,O,X,X,X,X
SIZLTOJ,O,O,O,X,X,X
SIZLJTO,O,O,X,X,X,O
SIZLJOT,X,X,O,X,X,O
SIZLOTJ,O,X,O,O,X,X
SIZLOJT,X,X,O,O,X,X
SIZJTLO,O,O,X,X,X,O
SIZJTOL,O,O,O,X,X,X
SIZJLTO,O,O,X,X,X,O
SIZJLOT,X,X,O,X,X,O
SIZJOTL,X,O,O,X,X,X
SIZJOLT,X,X,O,X,X,O
SIZOTLJ,O,O,O,O,X,X
SIZOTJL,O,O,O,O,X,X
SIZOLTJ,O,X,O,O,X,X
SIZOLJT,X,X,O,O,X,X
SIZOJTL,X,O,O,O,X,X
SIZOJLT,X,X,O,O,X,O
SIOTLJZ,O,X,X,O,X,X
SIOTLZJ,O,X,O,O,X,X
SIOTJLZ,O,X,X,O,X,X
SIOTJZL,O,X,X,O,X,X
SIOTZLJ,O,X,O,O,X,X
SIOTZJL,O,X,O,O,X,X
SIOLTJZ,O,X,X,O,X,X
SIOLTZJ,O,X,O,O,X,X
SIOLJTZ,X,X,X,O,X,X
SIOLJZT,X,X,X,O,X,X
SIOLZTJ,O,X,O,O,X,X
SIOLZJT,X,X,O,O,X,X
SIOJTLZ,X,X,X,O,X,X
SIOJTZL,X,X,X,O,X,X
SIOJLTZ,X,X,X,O,X,X
SIOJLZT,X,X,X,O,X,X
SIOJZTL,X,X,X,O,X,X
SIOJZLT,X,X,X,O,X,O
SIOZTLJ,O,X,O,O,X,X
SIOZTJL,O,X,O,O,X,X
SIOZLTJ,O,X,O,O,X,X
SIOZLJT,X,X,O,O,X,X
SIOZJTL,X,X,O,O,X,X
SIOZJLT,X,X,O,O,X,O
SLTIJZO,O,X,X,X,X,X
SLTIJOZ,O,X,X,X,X,X
SLTIZJO,O,X,X,X,X,X
SLTIZOJ,O,X,X,X,X,X
SLTIOJZ,O,X,X,O,X,X
SLTIOZJ,O,X,X,O,X,X
SLTJIZO,O,X,X,X,X,X
SLTJIOZ,O,X,X,X,X,X
SLTJZIO,O,X,X,X,X,X
SLTJZOI,O,X,X,X,X,X
SLTJOIZ,O,X,X,X,X,X
SLTJOZI,O,X,X,X,X,X
SLTZIJO,O,X,X,X,X,X
SLTZIOJ,O,X,X,X,X,X
SLTZJIO,O,X,X,X,X,X
SLTZJOI,O,X,X,X,X,X
SLTZOIJ,O,X,X,X,X,X
SLTZOJI,O,X,X,X,X,X
SLTOIJZ,O,X,X,O,X,X
SLTOIZJ,O,X,X,O,X,X
SLTOJIZ,O,X,X,O,X,X
SLTOJZI,O,X,X,O,X,X
SLTOZIJ,O,X,X,O,X,X
SLTOZJI,O,X,X,O,X,X
SLITJZO,O,X,X,X,X,X
SLITJOZ,O,X,X,X,X,X
SLITZJO,O,X,X,X,X,X
SLITZOJ,O,X,X,X,X,X
SLITOJZ,O,X,X,O,X,X
SLITOZJ,O,X,X,O,X,X
SLIJTZO,O,X,X,X,X,X
SLIJTOZ,O,X,X,X,X,X
SLIJZTO,O,X,X,X,X,O
SLIJZOT,X,X,X,X,X,O
SLIJOTZ,X,X,X,O,X,X
SLIJOZT,X,X,X,O,X,X
SLIZTJO,O,X,X,X,X,X
SLIZTOJ,O,X,O,X,X,X
SLIZJTO,O,X,X,X,X,O
SLIZJOT,X,X,O,X,X,O
SLIZOTJ,O,X,O,O,X,X
SLIZOJT,X,X,O,O,X,X
SLIOTJZ,O,X,X,O,X,X
SLIOTZJ,O,X,O,O,X,X
SLIOJTZ,X,X,X,O,X,X
SLIOJZT,X,X,X,O,X,X
SLIOZTJ,O,X,O,O,X,X
SLIOZJT,X,X,O,O,X,X
SLJTIZO,O,X,X,X,X,X
SLJTIOZ,O,X,X,X,X,X
SLJTZIO,O,X,X,X,X,X
SLJTZOI,O,X,X,X,X,X
SLJTOIZ,O,X,X,X,X,X
SLJTOZI,O,X,X,X,X,X
SLJITZO,O,X,X,X,X,X
SLJITOZ,O,X,X,X,X,X
SLJIZTO,O,X,X,X,X,O
SLJIZOT,X,X,X,X,X,O
SLJIOTZ,X,X,X,O,X,X
SLJIOZT,X,X,X,O,X,X
SLJZTIO,O,X,X,X,X,O
SLJZTOI,O,X,X,X,X,X
SLJZITO,O,X,X,X,X,O
SLJZIOT,X,X,X,X,X,O
SLJZOTI,X,X,X,X,X,X
SLJZOIT,X,X,X,X,X,O
SLJOTIZ,X,X,X,O,X,X
SLJOTZI,X,X,X,O,X,X
SLJOITZ,X,X,X,O,X,X
SLJOIZT,X,X,X,O,X,X
SLJOZTI,X,X,X,O,X,X
SLJOZIT,X,X,X,O,X,X
SLZTIJO,O,X,X,X,X,X
SLZTIOJ,O,X,O,X,X,X
SLZTJIO,O,X,X,X,X,X
SLZTJOI,O,X,X,X,X,X
SLZTOIJ,O,X,O,X,X,X
SLZTOJI,O,X,O,X,X,X
SLZITJO,O,X,X,X,X,X
SLZITOJ,O,X,O,X,X,X
SLZIJTO,O,X,X,X,X,O
SLZIJOT,X,X,O,X,X,O
SLZIOTJ,O,X,O,O,X,X
SLZIOJT,X,X,O,O,X,X
SLZJTIO,O,X,X,X,X,O
SLZJTOI,O,X,X,X,X,X
SLZJITO,O,X,X,X,X,O
SLZJIOT,X,X,O,X,X,O
SLZJOTI,X,X,O,X,X,X
SLZJOIT,X,X,O,X,X,O
SLZOTIJ,O,X,O,O,X,X
SLZOTJI,O,X,O,O,X,X
SLZOITJ,O,X,O,O,X,X
SLZOIJT,X,X,O,O,X,X
SLZOJTI,X,X,O,O,X,X
SLZOJIT,X,X,O,O,X,X
SLOTIJZ,O,X,X,O,X,X
SLOTIZJ,O,X,O,O,X,X
SLOTJIZ,O,X,X,O,X,X
SLOTJZI,O,X,X,O,X,X
SLOTZIJ,O,X,O,O,X,X
SLOTZJI,O,X,O,O,X,X
SLOITJZ,O,X,X,O,X,X
SLOITZJ,O,X,O,O,X,X
SLOIJTZ,X,X,X,O,X,X
SLOIJZT,X,X,X,O,X,X
SLOIZTJ,O,X,O,O,X,X
SLOIZJT,X,X,O,O,X,X
SLOJTIZ,X,X,X,O,X,X
SLOJTZI,X,X,X,O,X,X
SLOJITZ,X,X,X,O,X,X
SLOJIZT,X,X,X,O,X,X
SLOJZTI,X,X,X,O,X,X
SLOJZIT,X,X,X,O,X,X
SLOZTIJ,O,X,O,O,X,X
SLOZTJI,O,X,O,O,X,X
SLOZITJ,O,X,O,O,X,X
SLOZIJT,X,X,O,O,X,X
SLOZJTI,X,X,O,O,X,X
SLOZJIT,X,X,O,O,X,X
SJTILZO,O,X,X,X,X,X
SJTILOZ,O,X,X,X,X,X
SJTIZLO,O,O,X,X,X,O
SJTIZOL,O,O,X,X,X,X
SJTIOLZ,O,X,X,X,X,X
SJTIOZL,O,O,X,X,X,X
SJTLIZO,O,X,X,X,X,X
SJTLIOZ,O,X,X,X,X,X
SJTLZIO,O,X,X,X,X,X
SJTLZOI,O,X,X,X,X,X
SJTLOIZ,O,X,X,X,X,X
SJTLOZI,O,X,X,X,X,X
SJTZILO,O,O,X,X,X,O
SJTZIOL,O,O,X,X,X,X
SJTZLIO,O,O,X,X,X,O
SJTZLOI,O,O,X,X,X,X
SJTZOIL,O,O,X,X,X,X
SJTZOLI,O,O,X,X,X,X
SJTOILZ,O,X,X,X,X,X
SJTOIZL,O,O,X,X,X,X
SJTOLIZ,O,X,X,X,X,X
SJTOLZI,O,X,X,X,X,X
SJTOZIL,O,O,X,X,X,X
SJTOZLI,O,O,X,X,X,X
SJITLZO,O,X,X,X,X,X
SJITLOZ,O,X,X,X,X,X
SJITZLO,O,O,X,X,X,O
SJITZOL,O,O,X,X,X,X
SJITOLZ,O,X,X,X,X,X
SJITOZL,O,O,X,X,X,X
SJILTZO,O,X,X,X,X,X
SJILTOZ,O,X,X,X,X,X
SJILZTO,O,X,X,X,X,O
SJILZOT,X,X,X,X,X,O
SJILOTZ,X,X,X,O,X,X
SJILOZT,X,X,X,O,X,X
SJIZTLO,O,O,X,X,X,O
SJIZTOL,O,O,X,X,X,X
SJIZLTO,O,O,X,X,X,O
SJIZLOT,X,X,X,X,X,O
SJIZOTL,X,O,X,X,X,X
SJIZOLT,X,X,X,X,X,O
SJIOTLZ,X,X,X,O,X,X
SJIOTZL,X,X,X,O,X,X
SJIOLTZ,X,X,X,O,X,X
SJIOLZT,X,X,X,O,X,X
SJIOZTL,X,X,X,O,X,X
SJIOZLT,X,X,X,O,X,O
SJLTIZO,O,X,X,X,X,X
SJLTIOZ,O,X,X,X,X,X
SJLTZIO,O,X,X,X,X,X
SJLTZOI,O,X,X,X,X,X
SJLTOIZ,O,X,X,X,X,X
SJLTOZI,O,X,X,X,X,X
SJLITZO,O,X,X,X,X,X
SJLITOZ,O,X,X,X,X,X
SJLIZTO,O,X,X,X,X,O
SJLIZOT,X,X,X,X,X,O
SJLIOTZ,X,X,X,O,X,X
SJLIOZT,X,X,X,O,X,X
SJLZTIO,O,X,X,X,X,O
SJLZTOI,O,X,X,X,X,X
SJLZITO,O,X,X,X,X,O
SJLZIOT,X,X,X,X,X,O
SJLZOTI,X,X,X,X,X,X
SJLZOIT,X,X,X,X,X,O
SJLOTIZ,X,X,X,O,X,X
SJLOTZI,X,X,X,O,X,X
SJLOITZ,X,X,X,O,X,X
SJLOIZT,X,X,X,O,X,X
SJLOZTI,X,X,X,O,X,X
SJLOZIT,X,X,X,O,X,X
SJZTILO,O,O,X,X,X,O
SJZTIOL,O,O,X,X,X,X
SJZTLIO,O,O,X,X,X,O
SJZTLOI,O,O,X,X,X,X
SJZTOIL,O,O,X,X,O,X
SJZTOLI,O,O,X,X,O,X
SJZITLO,O,O,X,X,X,O
SJZITOL,O,O,X,X,X,X
SJZILTO,O,O,X,X,X,O
SJZILOT,X,X,X,X,X,O
SJZIOTL,X,O,X,X,O,X
SJZIOLT,X,X,X,X,O,O
SJZLTIO,O,O,X,X,X,O
SJZLTOI,O,O,X,X,X,X
SJZLITO,O,O,X,X,X,O
SJZLIOT,X,X,X,X,X,O
SJZLOTI,X,X,X,X,O,X
SJZLOIT,X,X,X,X,O,O
SJZOTIL,X,O,X,X,O,X
SJZOTLI,X,O,X,X,O,X
SJZOITL,X,O,X,X,O,X
SJZOILT,X,X,X,X,O,O
SJZOLTI,X,X,X,X,O,X
SJZOLIT,X,X,X,X,O,O
SJOTILZ,X,X,X,O,X,X
SJOTIZL,X,X,X,O,O,X
SJOTLIZ,X,X,X,O,X,X
SJOTLZI,X,X,X,O,X,X
SJOTZIL,X,X,X,O,O,X
SJOTZLI,X,X,X,O,O,X
SJOITLZ,X,X,X,O,X,X
SJOITZL,X,X,X,O,O,X
SJOILTZ,X,X,X,O,X,X
SJOILZT,X,X,X,O,X,X
SJOIZTL,X,X,X,O,O,X
SJOIZLT,X,X,X,O,O,O
SJOLTIZ,X,X,X,O,X,X
SJOLTZI,X,X,X,O,X,X
SJOLITZ,X,X,X,O,X,X
SJOLIZT,X,X,X,O,X,X
SJOLZTI,X,X,X,O,X,X
SJOLZIT,X,X,X,O,X,X
SJOZTIL,X,X,X,O,O,X
SJOZTLI,X,X,X,O,O,X
SJOZITL,X,X,X,O,O,X
SJOZILT,X,X,X,O,O,O
SJOZLTI,X,X,X,O,O,X
SJOZLIT,X,X,X,O,O,O
SZTILJO,O,O,X,X,X,X
SZTILOJ,O,O,O,X,X,X
SZTIJLO,O,O,X,X,X,O
SZTIJOL,O,O,O,X,X,X
SZTIOLJ,O,O,O,X,O,X
SZTIOJL,O,O,O,X,O,X
SZTLIJO,O,O,X,X,X,X
SZTLIOJ,O,O,O,X,X,X
SZTLJIO,O,O,X,X,X,X
SZTLJOI,O,O,X,X,X,X
SZTLOIJ,O,O,O,X,O,X
SZTLOJI,O,O,O,X,O,X
SZTJILO,O,O,X,X,X,O
SZTJIOL,O,O,O,X,X,X
SZTJLIO,O,O,X,X,X,O
SZTJLOI,O,O,X,X,X,X
SZTJOIL,O,O,O,X,O,X
SZTJOLI,O,O,O,X,O,X
SZTOILJ,O,O,O,X,O,X
SZTOIJL,O,O,O,X,O,X
SZTOLIJ,O,O,O,X,O,X
SZTOLJI,O,O,O,X,O,X
SZTOJIL,O,O,O,X,O,X
SZTOJLI,O,O,O,X,O,X
SZITLJO,O,O,X,X,X,X
SZITLOJ,O,O,O,X,X,X
SZITJLO,O,O,X,X,X,O
SZITJOL,O,O,O,X,X,X
SZITOLJ,O,O,O,X,O,X
SZITOJL,O,O,O,X,O,X
SZILTJO,O,O,X,X,X,X
SZILTOJ,O,O,O,X,X,X
SZILJTO,O,O,X,X,X,O
SZILJOT,X,X,O,X,X,O
SZILOTJ,O,X,O,O,X,X
SZILOJT,X,X,O,O,X,X
SZIJTLO,O,O,X,X,X,O
SZIJTOL,O,O,O,X,X,X
SZIJLTO,O,O,X,X,X,O
SZIJLOT,X,X,O,X,X,O
SZIJOTL,X,O,O,X,O,X
SZIJOLT,X,X,O,X,O,O
SZIOTLJ,O,O,O,O,O,X
SZIOTJL,O,O,O,O,O,X
SZIOLTJ,O,X,O,O,O,X
SZIOLJT,X,X,O,O,X,X
SZIOJTL,X,O,O,O,O,X
SZIOJLT,X,X,O,O,O,O
SZLTIJO,O,O,X,X,X,X
SZLTIOJ,O,O,O,X,X,X
SZLTJIO,O,O,X,X,X,X
SZLTJOI,O,O,X,X,X,X
SZLTOIJ,O,O,O,X,O,X
