sequence,v115@NhA8CeA8DeB8BeC8CeE8Jei/IvhFRhBunBcoBzkB3q?BFrB,v115@NhA8CeA8DeB8BeC8CeE8Jex/IvhFlhBqnBTjB0kB3q?BmqB,v115@NhA8CeA8DeB8BeC8CeE8JeT/IvhF0gBlhBCjBXoBRq?B2vB,v115@NhA8CeA8DeB8BeC8CeE8Je2EJvhFlhBqnBTjBRqBfr?BUqB,v115@NhA8CeA8DeB8BeC8CeE8Je/EJvhFUgBRhBOrBFoBCo?BTqB,v115@NhA8CeA8DeB8BeC8CeE8Je/EJvhFRhBGjBFmBznB0q?BaqB
SJOTZLI,X,X,X,X,O,O
SJOITLZ,X,X,O,X,O,X
SJOITZL,X,X,O,X,O,X
SJOILTZ,X,X,O,O,O,X
SJOILZT,O,X,O,O,O,X
SJOIZTL,O,X,O,X,O,O
SJOIZLT,O,X,O,X,O,X
SJOLTIZ,X,X,O,O,O,X
SJOLTZI,X,O,X,X,O,X
SJOLITZ,X,X,O,O,O,X
SJOLIZT,O,X,O,O,O,X
SJOLZTI,O,O,X,X,O,O
SJOLZIT,O,O,X,X,O,X
SJOZTIL,O,X,X,X,O,O
SJOZTLI,O,X,X,X,O,O
SJOZITL,O,X,X,X,O,O
SJOZILT,O,O,X,X,O,X
SJOZLTI,O,O,X,X,O,O
SJOZLIT,O,O,X,X,O,X
SZTILJO,O,O,O,X,X,X
SZTILOJ,X,O,O,X,X,O
SZTIJLO,O,O,O,X,O,X
SZTIJOL,O,X,O,X,O,O
SZTIOLJ,O,O,O,X,X,O
SZTIOJL,O,X,O,X,X,O
SZTLIJO,O,O,O,X,X,X
SZTLIOJ,X,O,O,X,X,O
SZTLJIO,O,O,X,X,O,X
SZTLJOI,X,O,X,X,O,X
SZTLOIJ,X,O,O,X,X,O
SZTLOJI,X,O,X,X,X,O
SZTJILO,O,O,X,X,O,X
SZTJIOL,O,X,X,X,O,O
SZTJLIO,O,O,X,X,O,X
SZTJLOI,X,O,X,X,O,X
SZTJOIL,O,X,X,X,O,O
SZTJOLI,O,X,X,X,O,O
SZTOILJ,O,O,O,X,X,O
SZTOIJL,O,X,O,X,O,O
SZTOLIJ,O,O,O,X,X,O
SZTOLJI,O,O,X,X,O,O
SZTOJIL,O,X,X,X,O,O
SZTOJLI,O,X,X,X,O,O
SZITLJO,O,O,O,X,X,X
SZITLOJ,X,O,O,X,X,O
SZITJLO,O,O,O,X,O,X
SZITJOL,O,X,O,X,O,O
SZITOLJ,O,O,O,X,X,O
SZITOJL,O,X,O,X,X,O
SZILTJO,O,O,O,X,X,X
SZILTOJ,X,O,O,X,X,X
SZILJTO,O,O,O,X,X,X
SZILJOT,O,O,O,X,X,X
SZILOTJ,O,O,O,X,X,X
SZILOJT,O,O,O,X,X,X
SZIJTLO,O,O,O,X,O,X
SZIJTOL,O,X,O,X,O,X
SZIJLTO,O,O,O,X,O,X
SZIJLOT,O,O,O,X,X,X
SZIJOTL,O,X,O,X,O,X
SZIJOLT,O,O,O,X,X,X
SZIOTLJ,O,O,O,X,X,O
SZIOTJL,O,X,O,X,X,O
SZIOLTJ,O,O,O,X,X,X
SZIOLJT,O,O,O,X,X,X
SZIOJTL,O,X,O,X,X,O
SZIOJLT,O,O,O,X,X,X
SZLTIJO,O,O,O,X,X,X
SZLTIOJ,X,O,O,X,X,O
SZLTJIO,O,O,X,X,O,X
SZLTJOI,X,O,X,X,O,X
SZLTOIJ,X,O,O,X,X,O
SZLTOJI,X,O,X,X,X,O
SZLITJO,O,O,O,X,X,X
SZLITOJ,X,O,O,X,X,X
SZLIJTO,O,O,O,X,X,X
SZLIJOT,O,O,O,X,X,X
SZLIOTJ,O,O,O,X,X,X
SZLIOJT,O,O,O,X,X,X
SZLJTIO,O,O,X,X,O,X
SZLJTOI,X,O,X,X,O,X
SZLJITO,O,O,X,X,O,X
SZLJIOT,O,O,X,X,X,X
SZLJOTI,O,O,X,X,X,X
SZLJOIT,O,O,X,X,X,X
SZLOTIJ,O,O,O,X,X,O
SZLOTJI,O,O,X,X,X,O
SZLOITJ,O,O,O,X,X,X
SZLOIJT,O,O,O,X,X,X
SZLOJTI,O,O,X,X,X,O
SZLOJIT,O,O,X,X,X,X
SZJTILO,O,O,X,X,O,X
SZJTIOL,O,X,X,X,O,O
SZJTLIO,O,O,X,X,O,X
SZJTLOI,X,O,X,X,O,X
SZJTOIL,O,X,X,X,O,O
SZJTOLI,O,X,X,X,O,O
SZJITLO,O,O,X,X,O,X
SZJITOL,O,X,X,X,O,X
SZJILTO,O,O,X,X,O,X
SZJILOT,O,O,X,X,X,X
SZJIOTL,O,X,X,X,O,X
SZJIOLT,O,O,X,X,X,X
SZJLTIO,O,O,X,X,O,X
SZJLTOI,X,O,X,X,O,X
SZJLITO,O,O,X,X,O,X
SZJLIOT,O,O,X,X,X,X
SZJLOTI,O,O,X,X,X,X
SZJLOIT,O,O,X,X,X,X
SZJOTIL,O,X,X,X,O,O
SZJOTLI,O,X,X,X,O,O
SZJOITL,O,X,X,X,O,O
SZJOILT,O,O,X,X,O,X
SZJOLTI,O,O,X,X,O,O
SZJOLIT,O,O,X,X,O,X
SZOTILJ,O,O,O,X,X,O
SZOTIJL,O,X,O,X,O,O
SZOTLIJ,O,O,O,X,X,O
SZOTLJI,O,O,X,X,O,O
SZOTJIL,O,X,X,X,O,O
SZOTJLI,O,X,X,X,O,O
SZOITLJ,O,O,O,X,X,O
SZOITJL,O,X,O,X,O,O
SZOILTJ,O,O,O,X,X,X
SZOILJT,O,O,O,X,X,X
SZOIJTL,O,X,O,X,O,O
SZOIJLT,O,O,O,X,O,X
SZOLTIJ,O,O,O,X,X,O
SZOLTJI,O,O,X,X,O,O
SZOLITJ,O,O,O,X,X,X
SZOLIJT,O,O,O,X,X,X
SZOLJTI,O,O,X,X,O,O
SZOLJIT,O,O,X,X,O,X
SZOJTIL,O,X,X,X,O,O
SZOJTLI,O,X,X,X,O,O
SZOJITL,O,X,X,X,O,O
SZOJILT,O,O,X,X,O,X
SZOJLTI,O,O,X,X,O,O
SZOJLIT,O,O,X,X,O,X
SOTILJZ,X,X,O,X,X,X
SOTILZJ,O,X,O,X,X,X
SOTIJLZ,X,X,O,X,O,X
SOTIJZL,X,X,O,X,O,O
SOTIZLJ,O,X,O,X,X,O
SOTIZJL,O,X,O,X,O,O
SOTLIJZ,X,X,O,X,X,X
SOTLIZJ,O,O,O,X,X,X
SOTLJIZ,X,X,O,X,O,X
SOTLJZI,X,O,X,X,O,X
SOTLZIJ,O,O,O,X,X,X
SOTLZJI,O,O,X,X,O,X
SOTJILZ,X,X,O,X,O,X
SOTJIZL,X,X,O,X,O,O
SOTJLIZ,X,X,O,X,O,X
SOTJLZI,X,X,X,X,O,X
SOTJZIL,X,X,X,X,O,O
SOTJZLI,X,X,X,X,O,O
SOTZILJ,O,O,O,X,X,O
SOTZIJL,O,X,O,X,O,O
SOTZLIJ,O,O,O,X,X,O
SOTZLJI,O,O,X,X,O,O
SOTZJIL,O,X,X,X,O,O
SOTZJLI,O,X,X,X,O,O
SOITLJZ,X,X,O,X,X,X
SOITLZJ,O,X,O,X,X,X
SOITJLZ,X,X,O,X,O,X
SOITJZL,X,X,O,X,O,O
SOITZLJ,O,X,O,X,X,O
SOITZJL,O,X,O,X,O,O
SOILTJZ,X,X,O,O,X,X
SOILTZJ,O,O,O,O,X,X
SOILJTZ,X,X,O,O,X,X
SOILJZT,O,X,O,O,X,X
SOILZTJ,O,O,O,O,X,X
SOILZJT,O,O,O,O,X,X
SOIJTLZ,X,X,O,X,O,X
SOIJTZL,X,X,O,X,O,O
SOIJLTZ,X,X,O,O,O,X
SOIJLZT,O,X,O,O,O,X
SOIJZTL,O,X,O,X,O,O
SOIJZLT,O,X,O,X,O,X
SOIZTLJ,O,O,O,X,X,O
SOIZTJL,O,X,O,X,O,O
SOIZLTJ,O,O,O,X,X,X
SOIZLJT,O,O,O,X,X,X
SOIZJTL,O,X,O,X,O,O
SOIZJLT,O,O,O,X,O,X
SOLTIJZ,X,X,O,O,X,X
SOLTIZJ,O,O,O,O,X,X
SOLTJIZ,X,X,O,O,O,X
SOLTJZI,X,O,X,X,O,X
SOLTZIJ,O,O,O,X,X,X
SOLTZJI,O,O,X,X,O,X
SOLITJZ,X,X,O,O,X,X
SOLITZJ,O,O,O,O,X,X
SOLIJTZ,X,X,O,O,X,X
SOLIJZT,O,X,O,O,X,X
SOLIZTJ,O,O,O,O,X,X
SOLIZJT,O,O,O,O,X,X
SOLJTIZ,X,X,O,O,O,X
SOLJTZI,X,O,X,X,O,X
SOLJITZ,X,X,O,O,O,X
SOLJIZT,O,X,O,O,O,X
SOLJZTI,O,O,X,X,O,O
SOLJZIT,O,O,X,X,O,X
SOLZTIJ,O,O,O,X,X,O
SOLZTJI,O,O,X,X,O,O
SOLZITJ,O,O,O,X,X,X
SOLZIJT,O,O,O,X,X,X
SOLZJTI,O,O,X,X,O,O
SOLZJIT,O,O,X,X,O,X
SOJTILZ,X,X,O,X,O,X
SOJTIZL,X,X,O,X,O,O
SOJTLIZ,X,X,O,X,O,X
SOJTLZI,X,X,X,X,O,X
SOJTZIL,X,X,X,X,O,O
SOJTZLI,X,X,X,X,O,O
SOJITLZ,X,X,O,X,O,X
SOJITZL,X,X,O,X,O,O
SOJILTZ,X,X,O,O,O,X
SOJILZT,O,X,O,O,O,X
SOJIZTL,O,X,O,X,O,O
SOJIZLT,O,X,O,X,O,X
SOJLTIZ,X,X,O,O,O,X
SOJLTZI,X,O,X,X,O,X
SOJLITZ,X,X,O,O,O,X
SOJLIZT,O,X,O,O,O,X
SOJLZTI,O,O,X,X,O,O
SOJLZIT,O,O,X,X,O,X
SOJZTIL,O,X,X,X,O,O
SOJZTLI,O,X,X,X,O,O
SOJZITL,O,X,X,X,O,O
SOJZILT,O,O,X,X,O,X
SOJZLTI,O,O,X,X,O,O
SOJZLIT,O,O,X,X,O,X
SOZTILJ,O,O,O,X,X,O
SOZTIJL,O,X,O,X,O,O
SOZTLIJ,O,O,O,X,X,O
SOZTLJI,O,O,X,X,O,O
SOZTJIL,O,X,X,X,O,O
SOZTJLI,O,X,X,X,O,O
SOZITLJ,O,O,O,X,X,O
SOZITJL,O,X,O,X,O,O
SOZILTJ,O,O,O,X,X,X
SOZILJT,O,O,O,X,X,X
SOZIJTL,O,X,O,X,O,O
SOZIJLT,O,O,O,X,O,X
SOZLTIJ,O,O,O,X,X,O
SOZLTJI,O,O,X,X,O,O
SOZLITJ,O,O,O,X,X,X
SOZLIJT,O,O,O,X,X,X
SOZLJTI,O,O,X,X,O,O
SOZLJIT,O,O,X,X,O,X
SOZJTIL,O,X,X,X,O,O
SOZJTLI,O,X,X,X,O,O
SOZJITL,O,X,X,X,O,O
SOZJILT,O,O,X,X,O,X
SOZJLTI,O,O,X,X,O,O
SOZJLIT,O,O,X,X,O,X
ZTILJSO,O,X,X,O,X,X
ZTILJOS,O,O,X,O,X,X
ZTILSJO,X,O,O,O,X,X
ZTILSOJ,X,O,O,O,X,O
ZTILOJS,X,O,X,O,X,O
ZTILOSJ,X,O,O,O,X,O
ZTIJLSO,O,X,X,O,X,X
ZTIJLOS,O,O,X,O,X,X
ZTIJSLO,O,X,O,X,O,X
ZTIJSOL,O,X,O,X,O,O
ZTIJOLS,O,X,X,X,X,O
ZTIJOSL,X,X,O,X,O,O
ZTISLJO,O,O,O,X,X,X
ZTISLOJ,X,O,O,X,X,O
ZTISJLO,O,O,O,X,O,X
ZTISJOL,O,X,O,X,O,O
ZTISOLJ,O,O,O,X,X,O
ZTISOJL,O,X,O,X,X,O
ZTIOLJS,O,O,X,X,X,O
ZTIOLSJ,X,O,O,X,X,O
ZTIOJLS,O,X,X,X,X,O
ZTIOJSL,X,X,O,X,X,O
ZTIOSLJ,X,O,O,X,X,O
ZTIOSJL,X,X,O,X,X,O
ZTLIJSO,O,X,X,O,X,X
ZTLIJOS,O,O,X,O,X,X
ZTLISJO,X,O,X,O,X,X
ZTLISOJ,X,O,X,O,X,O
ZTLIOJS,X,O,X,O,X,O
ZTLIOSJ,X,O,X,O,X,O
ZTLJISO,O,X,X,O,X,X
ZTLJIOS,O,O,X,O,X,X
ZTLJSIO,O,O,X,X,X,X
ZTLJSOI,X,O,X,X,X,X
ZTLJOIS,O,O,X,O,X,X
ZTLJOSI,O,O,X,X,X,X
ZTLSIJO,O,O,X,X,X,X
ZTLSIOJ,X,O,X,X,X,O
ZTLSJIO,O,O,X,X,X,X
ZTLSJOI,X,O,X,X,X,X
ZTLSOIJ,X,O,X,X,X,O
ZTLSOJI,X,O,X,X,X,O
ZTLOIJS,O,O,X,O,X,O
ZTLOISJ,X,O,X,O,X,O
ZTLOJIS,O,O,X,O,X,O
ZTLOJSI,O,O,X,X,X,O
ZTLOSIJ,O,O,X,X,X,O
ZTLOSJI,O,O,X,X,X,O
ZTJILSO,O,X,X,O,X,X
ZTJILOS,O,O,X,O,X,X
ZTJISLO,O,X,X,X,O,X
ZTJISOL,O,X,X,X,O,O
ZTJIOLS,O,X,X,X,X,O
ZTJIOSL,X,X,X,X,O,O
ZTJLISO,O,X,X,O,X,X
ZTJLIOS,O,O,X,O,X,X
ZTJLSIO,O,O,X,X,X,X
ZTJLSOI,X,O,X,X,X,X
ZTJLOIS,O,O,X,O,X,X
ZTJLOSI,O,O,X,X,X,X
ZTJSILO,O,O,X,X,O,X
ZTJSIOL,O,X,X,X,O,O
ZTJSLIO,O,O,X,X,O,X
ZTJSLOI,X,O,X,X,O,X
ZTJSOIL,O,X,X,X,O,O
ZTJSOLI,O,X,X,X,O,O
ZTJOILS,O,X,X,X,X,O
ZTJOISL,X,X,X,X,O,O
ZTJOLIS,O,X,X,X,X,O
ZTJOLSI,O,X,X,X,X,O
ZTJOSIL,O,X,X,X,O,O
ZTJOSLI,O,X,X,X,O,O
ZTSILJO,O,O,O,X,X,X
ZTSILOJ,X,O,O,X,X,O
ZTSIJLO,O,O,O,X,O,X
ZTSIJOL,O,X,O,X,O,O
ZTSIOLJ,O,O,O,X,X,O
ZTSIOJL,O,X,O,X,X,O
ZTSLIJO,O,O,O,X,X,X
ZTSLIOJ,X,O,O,X,X,O
ZTSLJIO,O,O,X,X,O,X
ZTSLJOI,X,O,X,X,O,X
ZTSLOIJ,X,O,O,X,X,O
ZTSLOJI,X,O,X,X,X,O
ZTSJILO,O,O,X,X,O,X
ZTSJIOL,O,X,X,X,O,O
ZTSJLIO,O,O,X,X,O,X
ZTSJLOI,X,O,X,X,O,X
ZTSJOIL,O,X,X,X,O,O
ZTSJOLI,O,X,X,X,O,O
ZTSOILJ,O,O,O,X,X,O
ZTSOIJL,O,X,O,X,O,O
ZTSOLIJ,O,O,O,X,X,O
ZTSOLJI,O,O,X,X,O,O
ZTSOJIL,O,X,X,X,O,O
ZTSOJLI,O,X,X,X,O,O
ZTOILJS,O,O,X,X,X,O
ZTOILSJ,X,O,O,X,X,O
ZTOIJLS,O,X,X,X,X,O
ZTOIJSL,X,X,O,X,X,O
ZTOISLJ,X,O,O,X,X,O
ZTOISJL,X,X,O,X,X,O
ZTOLIJS,O,O,X,X,X,O
ZTOLISJ,X,O,X,X,X,O
ZTOLJIS,O,O,X,X,X,O
ZTOLJSI,O,O,X,X,X,O
ZTOLSIJ,O,O,X,X,X,O
ZTOLSJI,O,O,X,X,X,O
ZTOJILS,O,X,X,X,X,O
ZTOJISL,X,X,X,X,O,O
ZTOJLIS,O,X,X,X,X,O
ZTOJLSI,O,X,X,X,X,O
ZTOJSIL,O,X,X,X,O,O
ZTOJSLI,O,X,X,X,O,O
ZTOSILJ,O,O,O,X,X,O
ZTOSIJL,O,X,O,X,O,O
ZTOSLIJ,O,O,O,X,X,O
ZTOSLJI,O,O,X,X,O,O
ZTOSJIL,O,X,X,X,O,O
ZTOSJLI,O,X,X,X,O,O
ZITLJSO,O,X,X,O,X,X
ZITLJOS,O,O,X,O,X,X
ZITLSJO,X,O,O,O,X,X
ZITLSOJ,X,O,O,O,X,O
ZITLOJS,X,O,X,O,X,O
ZITLOSJ,X,O,O,O,X,O
ZITJLSO,O,X,X,O,X,X
ZITJLOS,O,O,X,O,X,X
ZITJSLO,O,X,O,X,O,X
ZITJSOL,O,X,O,X,O,O
ZITJOLS,O,X,X,X,X,O
ZITJOSL,X,X,O,X,O,O
ZITSLJO,O,O,O,X,X,X
ZITSLOJ,X,O,O,X,X,O
ZITSJLO,O,O,O,X,O,X
ZITSJOL,O,X,O,X,O,O
ZITSOLJ,O,O,O,X,X,O
ZITSOJL,O,X,O,X,X,O
ZITOLJS,O,O,X,X,X,O
ZITOLSJ,X,O,O,X,X,O
ZITOJLS,O,X,X,X,X,O
ZITOJSL,X,X,O,X,X,O
ZITOSLJ,X,O,O,X,X,O
ZITOSJL,X,X,O,X,X,O
ZILTJSO,O,X,X,O,X,X
ZILTJOS,O,O,X,O,X,X
ZILTSJO,X,O,O,O,X,X
ZILTSOJ,X,O,O,O,X,X
ZILTOJS,X,O,X,O,X,X
ZILTOSJ,X,O,O,O,X,X
ZILJTSO,O,X,X,O,X,X
ZILJTOS,O,O,X,O,X,X
ZILJSTO,O,O,X,O,X,X
ZILJSOT,O,O,X,O,X,X
ZILJOTS,O,O,X,O,X,X
ZILJOST,O,O,X,O,X,X
ZILSTJO,O,O,O,O,X,X
ZILSTOJ,X,O,O,O,X,X
ZILSJTO,O,O,O,O,X,X
ZILSJOT,O,O,O,O,X,X
ZILSOTJ,O,O,O,O,X,X
ZILSOJT,O,O,O,O,X,X
ZILOTJS,O,O,X,O,X,X
ZILOTSJ,X,O,O,O,X,X
ZILOJTS,O,O,X,O,X,X
ZILOJST,O,O,X,O,X,X
ZILOSTJ,O,O,O,O,X,X
ZILOSJT,O,O,O,O,X,X
ZIJTLSO,O,X,X,O,X,X
ZIJTLOS,O,O,X,O,X,X
ZIJTSLO,O,X,O,X,O,X
ZIJTSOL,O,X,O,X,O,X
ZIJTOLS,O,X,X,X,X,X
ZIJTOSL,X,X,O,X,O,X
ZIJLTSO,O,X,X,O,X,X
ZIJLTOS,O,O,X,O,X,X
ZIJLSTO,O,O,X,O,X,X
ZIJLSOT,O,O,X,O,X,X
ZIJLOTS,O,O,X,O,X,X
ZIJLOST,O,O,X,O,X,X
ZIJSTLO,O,O,O,X,O,X
ZIJSTOL,O,X,O,X,O,X
ZIJSLTO,O,O,O,X,O,X
ZIJSLOT,O,O,O,X,X,X
ZIJSOTL,O,X,O,X,O,X
ZIJSOLT,O,O,O,X,X,X
ZIJOTLS,O,X,X,X,X,X
ZIJOTSL,X,X,O,X,O,X
ZIJOLTS,O,O,X,O,X,X
ZIJOLST,O,O,X,O,X,X
ZIJOSTL,O,X,O,X,O,X
ZIJOSLT,O,O,O,X,O,X
ZISTLJO,O,O,O,X,X,X
ZISTLOJ,X,O,O,X,X,O
ZISTJLO,O,O,O,X,O,X
ZISTJOL,O,X,O,X,O,O
ZISTOLJ,O,O,O,X,X,O
ZISTOJL,O,X,O,X,X,O
ZISLTJO,O,O,O,X,X,X
ZISLTOJ,X,O,O,X,X,X
ZISLJTO,O,O,O,X,X,X
ZISLJOT,O,O,O,X,X,X
ZISLOTJ,O,O,O,X,X,X
ZISLOJT,O,O,O,X,X,X
ZISJTLO,O,O,O,X,O,X
ZISJTOL,O,X,O,X,O,X
ZISJLTO,O,O,O,X,O,X
ZISJLOT,O,O,O,X,X,X
ZISJOTL,O,X,O,X,O,X
ZISJOLT,O,O,O,X,X,X
ZISOTLJ,O,O,O,X,X,O
ZISOTJL,O,X,O,X,X,O
ZISOLTJ,O,O,O,X,X,X
ZISOLJT,O,O,O,X,X,X
ZISOJTL,O,X,O,X,X,O
ZISOJLT,O,O,O,X,X,X
ZIOTLJS,O,O,X,X,X,O
ZIOTLSJ,X,O,O,X,X,O
ZIOTJLS,O,X,X,X,X,O
ZIOTJSL,X,X,O,X,X,O
ZIOTSLJ,X,O,O,X,X,O
ZIOTSJL,X,X,O,X,X,O
ZIOLTJS,O,O,X,O,X,X
ZIOLTSJ,X,O,O,O,X,X
ZIOLJTS,O,O,X,O,X,X
ZIOLJST,O,O,X,O,X,X
ZIOLSTJ,O,O,O,O,X,X
ZIOLSJT,O,O,O,O,X,X
ZIOJTLS,O,X,X,X,X,O
ZIOJTSL,X,X,O,X,X,O
ZIOJLTS,O,O,X,O,X,X
ZIOJLST,O,O,X,O,X,X
ZIOJSTL,O,X,O,X,X,O
ZIOJSLT,O,O,O,X,X,X
ZIOSTLJ,O,O,O,X,X,O
ZIOSTJL,O,X,O,X,X,O
ZIOSLTJ,O,O,O,X,X,X
ZIOSLJT,O,O,O,X,X,X
ZIOSJTL,O,X,O,X,X,O
ZIOSJLT,O,O,O,X,X,X
ZLTIJSO,O,X,X,O,X,X
ZLTIJOS,O,O,X,O,X,X
ZLTISJO,X,O,X,O,X,X
ZLTISOJ,X,O,X,O,X,O
ZLTIOJS,X,O,X,O,X,O
ZLTIOSJ,X,O,X,O,X,O
ZLTJISO,O,X,X,O,X,X
ZLTJIOS,O,O,X,O,X,X
ZLTJSIO,O,O,X,X,X,X
ZLTJSOI,X,O,X,X,X,X
ZLTJOIS,O,O,X,O,X,X
ZLTJOSI,O,O,X,X,X,X
ZLTSIJO,O,O,X,X,X,X
ZLTSIOJ,X,O,X,X,X,O
ZLTSJIO,O,O,X,X,X,X
ZLTSJOI,X,O,X,X,X,X
ZLTSOIJ,X,O,X,X,X,O
ZLTSOJI,X,O,X,X,X,O
ZLTOIJS,O,O,X,O,X,O
ZLTOISJ,X,O,X,O,X,O
ZLTOJIS,O,O,X,O,X,O
ZLTOJSI,O,O,X,X,X,O
ZLTOSIJ,O,O,X,X,X,O
ZLTOSJI,O,O,X,X,X,O
ZLITJSO,O,X,X,O,X,X
ZLITJOS,O,O,X,O,X,X
ZLITSJO,X,O,X,O,X,X
ZLITSOJ,X,O,X,O,X,X
ZLITOJS,X,O,X,O,X,X
ZLITOSJ,X,O,X,O,X,X
ZLIJTSO,O,X,X,O,X,X
ZLIJTOS,O,O,X,O,X,X
ZLIJSTO,O,O,X,O,X,X
ZLIJSOT,O,O,X,O,X,X
ZLIJOTS,O,O,X,O,X,X
ZLIJOST,O,O,X,O,X,X
ZLISTJO,O,O,X,O,X,X
ZLISTOJ,X,O,X,O,X,X
ZLISJTO,O,O,X,O,X,X
ZLISJOT,O,O,X,O,X,X
ZLISOTJ,O,O,X,O,X,X
ZLISOJT,O,O,X,O,X,X
ZLIOTJS,O,O,X,O,X,X
ZLIOTSJ,X,O,X,O,X,X
ZLIOJTS,O,O,X,O,X,X
ZLIOJST,O,O,X,O,X,X
ZLIOSTJ,O,O,X,O,X,X
ZLIOSJT,O,O,X,O,X,X
ZLJTISO,O,X,X,O,X,X
ZLJTIOS,O,O,X,O,X,X
ZLJTSIO,O,O,X,X,X,X
ZLJTSOI,X,O,X,X,X,X
ZLJTOIS,O,O,X,O,X,X
ZLJTOSI,O,O,X,X,X,X
ZLJITSO,O,X,X,O,X,X
ZLJITOS,O,O,X,O,X,X
ZLJISTO,O,O,X,O,X,X
ZLJISOT,O,O,X,O,X,X
ZLJIOTS,O,O,X,O,X,X
ZLJIOST,O,O,X,O,X,X
ZLJSTIO,O,O,X,X,X,X
ZLJSTOI,X,O,X,X,X,X
ZLJSITO,O,O,X,X,X,X
ZLJSIOT,O,O,X,X,X,X
ZLJSOTI,O,O,X,X,X,X
ZLJSOIT,O,O,X,X,X,X
ZLJOTIS,O,O,X,O,X,X
ZLJOTSI,O,O,X,X,X,X
ZLJOITS,O,O,X,O,X,X
ZLJOIST,O,O,X,O,X,X
ZLJOSTI,O,O,X,X,X,X
ZLJOSIT,O,O,X,X,X,X
ZLSTIJO,O,O,X,X,X,X
ZLSTIOJ,X,O,X,X,X,O
ZLSTJIO,O,O,X,X,X,X
ZLSTJOI,X,O,X,X,X,X
ZLSTOIJ,X,O,X,X,X,O
ZLSTOJI,X,O,X,X,X,O
ZLSITJO,O,O,X,X,X,X
ZLSITOJ,X,O,X,X,X,X
ZLSIJTO,O,O,X,X,X,X
ZLSIJOT,O,O,X,X,X,X
ZLSIOTJ,O,O,X,X,X,X
ZLSIOJT,O,O,X,X,X,X
ZLSJTIO,O,O,X,X,X,X
ZLSJTOI,X,O,X,X,X,X
ZLSJITO,O,O,X,X,X,X
ZLSJIOT,O,O,X,X,X,X
ZLSJOTI,O,O,X,X,X,X
ZLSJOIT,O,O,X,X,X,X
ZLSOTIJ,O,O,X,X,X,O
ZLSOTJI,O,O,X,X,X,O
ZLSOITJ,O,O,X,X,X,X
ZLSOIJT,O,O,X,X,X,X
ZLSOJTI,O,O,X,X,X,O
ZLSOJIT,O,O,X,X,X,X
ZLOTIJS,O,O,X,O,X,O
ZLOTISJ,X,O,X,O,X,O
ZLOTJIS,O,O,X,O,X,O
ZLOTJSI,O,O,X,X,X,O
ZLOTSIJ,O,O,X,X,X,O
ZLOTSJI,O,O,X,X,X,O
ZLOITJS,O,O,X,O,X,X
ZLOITSJ,X,O,X,O,X,X
ZLOIJTS,O,O,X,O,X,X
ZLOIJST,O,O,X,O,X,X
ZLOISTJ,O,O,X,O,X,X
ZLOISJT,O,O,X,O,X,X
ZLOJTIS,O,O,X,O,X,O
ZLOJTSI,O,O,X,X,X,O
ZLOJITS,O,O,X,O,X,X
ZLOJIST,O,O,X,O,X,X
ZLOJSTI,O,O,X,X,X,O
ZLOJSIT,O,O,X,X,X,X
ZLOSTIJ,O,O,X,X,X,O
ZLOSTJI,O,O,X,X,X,O
ZLOSITJ,O,O,X,X,X,X
ZLOSIJT,O,O,X,X,X,X
ZLOSJTI,O,O,X,X,X,O
ZLOSJIT,O,O,X,X,X,X
ZJTILSO,O,X,X,O,X,X
ZJTILOS,O,O,X,O,X,X
ZJTISLO,O,X,X,X,O,X
ZJTISOL,O,X,X,X,O,O
ZJTIOLS,O,X,X,X,X,O
ZJTIOSL,X,X,X,X,O,O
ZJTLISO,O,X,X,O,X,X
ZJTLIOS,O,O,X,O,X,X
ZJTLSIO,O,O,X,X,X,X
ZJTLSOI,X,O,X,X,X,X
ZJTLOIS,O,O,X,O,X,X
ZJTLOSI,O,O,X,X,X,X
ZJTSILO,O,O,X,X,O,X
ZJTSIOL,O,X,X,X,O,O
ZJTSLIO,O,O,X,X,O,X
ZJTSLOI,X,O,X,X,O,X
ZJTSOIL,O,X,X,X,O,O
ZJTSOLI,O,X,X,X,O,O
ZJTOILS,O,X,X,X,X,O
ZJTOISL,X,X,X,X,O,O
ZJTOLIS,O,X,X,X,X,O
ZJTOLSI,O,X,X,X,X,O
ZJTOSIL,O,X,X,X,O,O
ZJTOSLI,O,X,X,X,O,O
ZJITLSO,O,X,X,O,X,X
ZJITLOS,O,O,X,O,X,X
ZJITSLO,O,X,X,X,O,X
ZJITSOL,O,X,X,X,O,X
ZJITOLS,O,X,X,X,X,X
ZJITOSL,X,X,X,X,O,X
ZJILTSO,O,X,X,O,X,X
ZJILTOS,O,O,X,O,X,X
ZJILSTO,O,O,X,O,X,X
ZJILSOT,O,O,X,O,X,X
ZJILOTS,O,O,X,O,X,X
ZJILOST,O,O,X,O,X,X
ZJISTLO,O,O,X,X,O,X
ZJISTOL,O,X,X,X,O,X
ZJISLTO,O,O,X,X,O,X
ZJISLOT,O,O,X,X,X,X
ZJISOTL,O,X,X,X,O,X
ZJISOLT,O,O,X,X,X,X
ZJIOTLS,O,X,X,X,X,X
ZJIOTSL,X,X,X,X,O,X
ZJIOLTS,O,O,X,O,X,X
ZJIOLST,O,O,X,O,X,X
ZJIOSTL,O,X,X,X,O,X
ZJIOSLT,O,O,X,X,O,X
ZJLTISO,O,X,X,O,X,X
ZJLTIOS,O,O,X,O,X,X
