sequence,v115@BhB8GeB8HeC8DeA8BeC8BeA8KeT/IvhFOlBxiBFnB6?tB0pB3sB,v115@BhB8GeB8HeC8DeA8BeC8BeA8KeOEJvhFXgB5oBFnB8?sBzpBisB,v115@BhB8GeB8HeC8DeA8BeC8BeA8KeOFJvhFxiBTkBFnB6?tB3sB0pB,v115@BhB8GeB8HeC8DeA8BeC8BeA8KeOEJvhFXgBliB5oBa?sB8sBzpB,v115@BhB8GeB8HeC8DeA8BeC8BeA8Kex/IvhFmkBFnBXoB6?tB0pBTsB,v115@BhB8GeB8HeC8DeA8BeC8BeA8KeeIJvhF5oBikBFnB0?kBXqBTsB,v115@BhB8GeB8HeC8DeA8BeC8BeA8KeeIJvhF5oBikBFnBX?lB0pBTsB,v115@BhB8GeB8HeC8DeA8BeC8BeA8KeOFJvhFVnB5oBTkBy?sB0pB3sB,v115@BhB8GeB8HeC8DeA8BeC8BeA8Ke0/IvhFVnBaoB5oB/?pBOqBTsB,v115@BhB8GeB8HeC8DeA8BeC8BeA8KeXAJvhFVnBaoB5oB2?pBTsB0pB,v115@BhB8GeB8HeC8DeA8BeC8BeA8Kex/IvhFXiBUoBmpBT?sB6tBlpB
SIOLTJZ,X,X,O,O,X,X,X,X,O,O,X
SIOLTZJ,X,X,O,O,X,X,X,X,O,O,X
SIOLJTZ,X,X,O,O,X,X,X,O,X,O,X
SIOLJZT,X,O,X,O,X,X,X,X,X,X,X
SIOLZTJ,X,O,X,O,X,X,X,X,O,X,X
SIOLZJT,X,O,X,O,X,X,X,X,X,X,X
SIOJTLZ,X,X,O,O,X,X,X,O,O,O,X
SIOJTZL,X,O,X,O,X,X,X,X,O,O,X
SIOJLTZ,X,X,O,O,X,X,X,O,X,O,X
SIOJLZT,X,O,X,O,X,X,X,X,X,X,X
SIOJZTL,X,O,X,O,X,X,X,X,O,O,X
SIOJZLT,X,O,X,O,X,X,X,X,X,X,X
SIOZTLJ,X,O,X,O,X,X,X,X,O,O,X
SIOZTJL,X,O,X,O,X,X,X,X,O,O,X
SIOZLTJ,X,O,X,O,X,X,X,X,O,X,X
SIOZLJT,X,O,X,O,X,X,X,X,X,X,X
SIOZJTL,X,O,X,O,X,X,X,X,O,O,X
SIOZJLT,X,O,X,O,X,X,X,X,X,X,X
SLTIJZO,O,X,O,O,X,X,X,X,O,X,X
SLTIJOZ,O,X,O,X,X,X,X,X,X,X,X
SLTIZJO,O,X,O,O,X,X,X,X,O,X,X
SLTIZOJ,O,X,O,O,X,X,X,X,O,X,X
SLTIOJZ,O,X,O,X,X,X,X,X,X,X,X
SLTIOZJ,O,X,O,X,X,X,X,X,O,X,X
SLTJIZO,O,X,O,O,X,O,O,X,O,X,X
SLTJIOZ,O,X,O,X,X,X,O,X,X,X,X
SLTJZIO,O,X,O,O,X,X,X,X,O,X,X
SLTJZOI,O,X,O,O,X,X,X,X,X,X,X
SLTJOIZ,O,X,O,X,X,X,X,X,X,X,X
SLTJOZI,O,X,O,X,X,X,X,X,X,X,X
SLTZIJO,O,X,O,O,X,X,X,X,O,X,X
SLTZIOJ,O,X,O,O,X,X,X,X,O,X,X
SLTZJIO,O,X,O,O,O,X,X,X,O,X,X
SLTZJOI,O,X,O,O,O,X,X,X,X,X,X
SLTZOIJ,O,X,O,O,X,X,X,X,O,X,X
SLTZOJI,O,X,O,O,X,X,X,X,X,X,X
SLTOIJZ,O,X,O,X,X,X,X,X,X,X,X
SLTOIZJ,O,X,O,X,X,X,X,X,O,X,X
SLTOJIZ,O,X,O,X,X,X,X,X,X,X,X
SLTOJZI,O,X,O,X,X,X,X,X,X,X,X
SLTOZIJ,O,X,O,X,X,X,X,X,O,X,X
SLTOZJI,O,X,O,X,X,X,X,X,X,X,X
SLITJZO,O,X,O,O,X,X,X,X,O,X,X
SLITJOZ,O,X,O,X,X,X,X,X,X,X,X
SLITZJO,O,X,O,O,X,X,X,X,O,X,X
SLITZOJ,O,X,O,O,X,X,X,X,O,X,X
SLITOJZ,O,X,O,X,X,X,X,X,X,X,X
SLITOZJ,O,X,O,X,X,X,X,X,O,X,X
SLIJTZO,O,X,O,O,X,O,O,X,X,X,X
SLIJTOZ,O,X,O,X,X,X,O,X,X,X,X
SLIJZTO,O,X,X,O,X,X,X,X,X,X,X
SLIJZOT,O,X,X,O,X,X,X,X,X,X,X
SLIJOTZ,X,X,O,X,X,X,X,O,X,O,X
SLIJOZT,O,X,X,O,X,X,X,X,X,X,X
SLIZTJO,O,X,X,O,X,X,X,X,O,X,X
SLIZTOJ,O,X,X,O,X,X,X,X,O,X,X
SLIZJTO,O,X,X,O,X,X,X,X,X,X,X
SLIZJOT,O,X,X,O,X,X,X,X,X,X,X
SLIZOTJ,O,X,X,O,X,X,X,X,O,X,X
SLIZOJT,O,X,X,O,X,X,X,X,X,X,X
SLIOTJZ,X,X,O,O,X,X,X,X,O,O,X
SLIOTZJ,X,X,O,O,X,X,X,X,O,O,X
SLIOJTZ,X,X,O,O,X,X,X,O,X,O,X
SLIOJZT,O,X,X,O,X,X,X,X,X,X,X
SLIOZTJ,O,X,X,O,X,X,X,X,O,X,X
SLIOZJT,O,X,X,O,X,X,X,X,X,X,X
SLJTIZO,O,X,O,O,X,O,O,X,X,X,X
SLJTIOZ,O,X,O,X,X,X,O,X,X,X,X
SLJTZIO,O,X,O,O,X,X,X,X,X,X,X
SLJTZOI,O,X,O,O,X,X,X,X,X,X,X
SLJTOIZ,O,X,O,X,X,X,X,X,X,X,X
SLJTOZI,O,X,O,X,X,X,X,X,X,X,X
SLJITZO,O,X,O,O,X,O,O,X,X,X,X
SLJITOZ,O,X,O,X,X,X,O,X,X,X,X
SLJIZTO,O,X,X,O,X,X,X,X,X,X,X
SLJIZOT,O,X,X,O,X,X,X,X,X,X,X
SLJIOTZ,X,X,O,X,X,X,X,O,X,O,X
SLJIOZT,O,X,X,O,X,X,X,X,X,X,X
SLJZTIO,O,X,O,O,X,X,X,X,X,X,X
SLJZTOI,O,X,O,O,X,X,X,X,X,X,X
SLJZITO,O,X,X,O,X,X,X,X,X,X,X
SLJZIOT,O,X,X,O,X,X,X,X,X,X,X
SLJZOTI,O,X,O,O,X,X,X,X,X,X,X
SLJZOIT,O,X,X,O,X,X,X,X,X,X,X
SLJOTIZ,O,X,O,X,X,X,X,X,X,O,X
SLJOTZI,O,X,O,X,X,X,X,X,X,O,X
SLJOITZ,X,X,O,X,X,X,X,O,X,O,X
SLJOIZT,O,X,X,O,X,X,X,X,X,X,X
SLJOZTI,O,X,O,O,X,X,X,X,X,X,X
SLJOZIT,O,X,X,O,X,X,X,X,X,X,X
SLZTIJO,O,X,O,O,X,X,X,X,O,X,X
SLZTIOJ,O,X,O,O,X,X,X,X,O,X,X
SLZTJIO,O,X,O,O,O,X,X,X,O,X,X
SLZTJOI,O,X,O,O,O,X,X,X,X,X,X
SLZTOIJ,O,X,O,O,X,X,X,X,O,X,X
SLZTOJI,O,X,O,O,X,X,X,X,X,X,X
SLZITJO,O,X,X,O,X,X,X,X,O,X,X
SLZITOJ,O,X,X,O,X,X,X,X,O,X,X
SLZIJTO,O,X,X,O,X,X,X,X,X,X,X
SLZIJOT,O,X,X,O,X,X,X,X,X,X,X
SLZIOTJ,O,X,X,O,X,X,X,X,O,X,X
SLZIOJT,O,X,X,O,X,X,X,X,X,X,X
SLZJTIO,O,X,O,O,O,X,X,X,X,X,X
SLZJTOI,O,X,O,O,O,X,X,X,X,X,X
SLZJITO,O,X,X,O,O,X,X,X,X,X,X
SLZJIOT,O,X,X,O,X,X,X,X,X,X,X
SLZJOTI,O,X,O,O,X,X,X,X,X,X,X
SLZJOIT,O,X,X,O,X,X,X,X,X,X,X
SLZOTIJ,O,X,O,O,X,X,X,X,O,X,X
SLZOTJI,O,X,O,O,X,X,X,X,O,X,X
SLZOITJ,O,X,X,O,X,X,X,X,O,X,X
SLZOIJT,O,X,X,O,X,X,X,X,X,X,X
SLZOJTI,O,X,O,O,X,X,X,X,X,X,X
SLZOJIT,O,X,X,O,X,X,X,X,X,X,X
SLOTIJZ,O,X,O,O,X,X,X,X,O,O,X
SLOTIZJ,O,X,O,O,X,X,X,X,O,O,X
SLOTJIZ,O,X,O,O,X,X,X,X,O,O,X
SLOTJZI,O,X,O,O,X,X,X,X,O,O,X
SLOTZIJ,O,X,O,O,X,X,X,X,O,O,X
SLOTZJI,O,X,O,O,X,X,X,X,O,O,X
SLOITJZ,X,X,O,O,X,X,X,X,O,O,X
SLOITZJ,X,X,O,O,X,X,X,X,O,O,X
SLOIJTZ,X,X,O,O,X,X,X,O,X,O,X
SLOIJZT,O,X,X,O,X,X,X,X,X,X,X
SLOIZTJ,O,X,X,O,X,X,X,X,O,X,X
SLOIZJT,O,X,X,O,X,X,X,X,X,X,X
SLOJTIZ,O,X,O,O,X,X,X,X,X,O,X
SLOJTZI,O,X,O,O,X,X,X,X,X,O,X
SLOJITZ,X,X,O,O,X,X,X,O,X,O,X
SLOJIZT,O,X,X,O,X,X,X,X,X,X,X
SLOJZTI,O,X,O,O,X,X,X,X,X,X,X
SLOJZIT,O,X,X,O,X,X,X,X,X,X,X
SLOZTIJ,O,X,O,O,X,X,X,X,O,X,X
SLOZTJI,O,X,O,O,X,X,X,X,O,X,X
SLOZITJ,O,X,X,O,X,X,X,X,O,X,X
SLOZIJT,O,X,X,O,X,X,X,X,X,X,X
SLOZJTI,O,X,O,O,X,X,X,X,X,X,X
SLOZJIT,O,X,X,O,X,X,X,X,X,X,X
SJTILZO,O,X,O,O,X,O,O,X,O,X,X
SJTILOZ,O,X,O,X,X,X,O,O,X,X,X
SJTIZLO,O,X,X,O,X,X,X,X,O,X,X
SJTIZOL,O,X,X,O,X,X,X,X,X,X,X
SJTIOLZ,X,X,O,X,X,X,X,O,X,O,X
SJTIOZL,O,X,X,X,X,X,X,X,X,O,X
SJTLIZO,O,X,O,O,X,O,O,X,O,X,X
SJTLIOZ,O,X,O,X,X,X,O,O,X,X,X
SJTLZIO,O,X,O,O,X,X,X,X,O,X,X
SJTLZOI,O,X,O,O,X,X,X,X,X,X,X
SJTLOIZ,O,X,O,X,X,X,X,O,X,X,X
SJTLOZI,O,X,O,X,X,X,X,X,X,X,X
SJTZILO,O,X,X,O,O,X,X,X,O,X,X
SJTZIOL,O,X,X,O,O,X,X,X,X,X,X
SJTZLIO,O,X,O,O,O,X,X,X,O,X,X
SJTZLOI,O,X,O,X,O,X,X,X,X,X,X
SJTZOIL,O,X,X,O,O,X,X,X,X,X,X
SJTZOLI,O,X,O,X,O,X,X,X,X,X,X
SJTOILZ,X,X,O,X,X,X,X,O,X,O,X
SJTOIZL,O,X,X,X,X,X,X,X,X,O,X
SJTOLIZ,O,X,O,X,X,X,X,O,X,O,X
SJTOLZI,O,X,O,X,X,X,X,X,X,O,X
SJTOZIL,O,X,X,X,X,X,X,X,X,O,X
SJTOZLI,O,X,O,X,X,X,X,X,X,O,X
SJITLZO,O,X,O,O,X,O,O,X,O,X,X
SJITLOZ,O,X,O,X,X,X,O,O,X,X,X
SJITZLO,O,X,X,O,X,X,X,X,O,X,X
SJITZOL,O,X,X,O,X,X,X,X,X,X,X
SJITOLZ,X,X,O,X,X,X,X,O,X,O,X
SJITOZL,O,X,X,X,X,X,X,X,X,O,X
SJILTZO,O,X,O,O,X,O,O,X,X,X,X
SJILTOZ,O,X,O,X,X,X,O,X,X,X,X
SJILZTO,O,X,X,O,X,X,X,X,X,X,X
SJILZOT,O,X,X,O,X,X,X,X,X,X,X
SJILOTZ,X,X,O,X,X,X,X,O,X,O,X
SJILOZT,O,X,X,O,X,X,X,X,X,X,X
SJIZTLO,O,X,X,O,X,X,X,X,O,X,X
SJIZTOL,O,X,X,O,X,X,X,X,X,X,X
SJIZLTO,O,X,X,O,X,X,X,X,X,X,X
SJIZLOT,O,X,X,O,X,X,X,X,X,X,X
SJIZOTL,O,X,X,O,X,X,X,X,O,O,X
SJIZOLT,O,X,X,X,X,X,X,X,X,X,X
SJIOTLZ,X,X,O,X,X,X,X,O,O,O,X
SJIOTZL,X,X,X,X,X,X,X,X,O,O,O
SJIOLTZ,X,X,O,X,X,X,X,O,X,O,X
SJIOLZT,X,X,X,O,X,X,X,X,X,X,O
SJIOZTL,X,X,X,O,X,X,X,X,O,O,O
SJIOZLT,X,X,X,X,X,X,X,X,X,X,O
SJLTIZO,O,X,O,O,X,O,O,X,X,X,X
SJLTIOZ,O,X,O,X,X,X,O,X,X,X,X
SJLTZIO,O,X,O,O,X,X,X,X,X,X,X
SJLTZOI,O,X,O,O,X,X,X,X,X,X,X
SJLTOIZ,O,X,O,X,X,X,X,X,X,X,X
SJLTOZI,O,X,O,X,X,X,X,X,X,X,X
SJLITZO,O,X,O,O,X,O,O,X,X,X,X
SJLITOZ,O,X,O,X,X,X,O,X,X,X,X
SJLIZTO,O,X,X,O,X,X,X,X,X,X,X
SJLIZOT,O,X,X,O,X,X,X,X,X,X,X
SJLIOTZ,X,X,O,X,X,X,X,O,X,O,X
SJLIOZT,O,X,X,O,X,X,X,X,X,X,X
SJLZTIO,O,X,O,O,X,X,X,X,X,X,X
SJLZTOI,O,X,O,O,X,X,X,X,X,X,X
SJLZITO,O,X,X,O,X,X,X,X,X,X,X
SJLZIOT,O,X,X,O,X,X,X,X,X,X,X
SJLZOTI,O,X,O,O,X,X,X,X,X,X,X
SJLZOIT,O,X,X,O,X,X,X,X,X,X,X
SJLOTIZ,O,X,O,X,X,X,X,X,X,O,X
SJLOTZI,O,X,O,X,X,X,X,X,X,O,X
SJLOITZ,X,X,O,X,X,X,X,O,X,O,X
SJLOIZT,O,X,X,O,X,X,X,X,X,X,X
SJLOZTI,O,X,O,O,X,X,X,X,X,X,X
SJLOZIT,O,X,X,O,X,X,X,X,X,X,X
SJZTILO,O,X,X,O,O,X,X,X,O,X,X
SJZTIOL,O,X,X,O,O,X,X,X,X,X,X
SJZTLIO,O,X,O,O,O,X,X,X,O,X,X
SJZTLOI,O,X,O,X,O,X,X,X,X,X,X
SJZTOIL,O,X,X,O,O,X,X,X,X,X,X
SJZTOLI,O,X,O,X,O,X,X,X,X,X,X
SJZITLO,O,X,X,O,O,X,X,X,O,X,X
SJZITOL,O,X,X,O,O,X,X,X,X,X,X
SJZILTO,O,X,X,O,O,X,X,X,X,X,X
SJZILOT,O,X,X,O,X,X,X,X,X,X,X
SJZIOTL,O,X,X,O,O,X,X,X,O,O,X
SJZIOLT,O,X,X,X,X,X,X,X,X,X,X
SJZLTIO,O,X,O,O,O,X,X,X,X,X,X
SJZLTOI,O,X,O,O,O,X,X,X,X,X,X
SJZLITO,O,X,X,O,O,X,X,X,X,X,X
SJZLIOT,O,X,X,O,X,X,X,X,X,X,X
SJZLOTI,O,X,O,O,X,X,X,X,X,X,X
SJZLOIT,O,X,X,O,X,X,X,X,X,X,X
SJZOTIL,O,X,X,O,O,X,X,X,O,O,X
SJZOTLI,O,X,O,X,O,X,X,X,O,O,X
SJZOITL,O,X,X,O,O,X,X,X,O,O,X
SJZOILT,O,X,X,X,X,X,X,X,X,X,X
SJZOLTI,O,X,O,X,X,X,X,X,X,X,X
SJZOLIT,O,X,X,X,X,X,X,X,X,X,X
SJOTILZ,X,X,O,X,X,X,X,O,O,O,X
SJOTIZL,O,X,X,X,X,X,X,X,O,O,O
SJOTLIZ,O,X,O,X,X,X,X,O,O,O,X
SJOTLZI,O,X,O,X,X,X,X,X,O,O,X
SJOTZIL,O,X,X,X,X,X,X,X,O,O,O
SJOTZLI,O,X,O,X,X,X,X,X,O,O,O
SJOITLZ,X,X,O,X,X,X,X,O,O,O,X
SJOITZL,X,X,X,X,X,X,X,X,O,O,O
SJOILTZ,X,X,O,X,X,X,X,O,X,O,X
SJOILZT,X,X,X,O,X,X,X,X,X,X,O
SJOIZTL,X,X,X,O,X,X,X,X,O,O,O
SJOIZLT,X,X,X,X,X,X,X,X,X,X,O
SJOLTIZ,O,X,O,X,X,X,X,X,X,O,X
SJOLTZI,O,X,O,X,X,X,X,X,X,O,X
SJOLITZ,X,X,O,X,X,X,X,O,X,O,X
SJOLIZT,O,X,X,O,X,X,X,X,X,X,O
SJOLZTI,O,X,O,O,X,X,X,X,X,X,O
SJOLZIT,O,X,X,O,X,X,X,X,X,X,O
SJOZTIL,O,X,X,O,X,X,X,X,O,O,O
SJOZTLI,O,X,O,X,X,X,X,X,O,O,O
SJOZITL,O,X,X,O,X,X,X,X,O,O,O
SJOZILT,O,X,X,X,X,X,X,X,X,X,O
SJOZLTI,O,X,O,X,X,X,X,X,X,X,O
SJOZLIT,O,X,X,X,X,X,X,X,X,X,O
SZTILJO,O,X,X,O,X,X,X,X,O,X,X
SZTILOJ,O,X,X,X,X,X,X,X,O,X,X
SZTIJLO,O,X,X,O,O,X,X,X,O,X,X
SZTIJOL,O,X,X,O,O,X,X,X,X,X,X
SZTIOLJ,O,O,X,O,X,X,X,X,O,X,X
SZTIOJL,O,O,X,O,X,X,X,X,O,X,X
SZTLIJO,O,X,O,O,X,X,X,X,O,X,X
SZTLIOJ,O,X,O,X,X,X,X,X,O,X,X
SZTLJIO,O,X,O,O,O,X,X,X,O,X,X
SZTLJOI,O,X,O,X,O,X,X,X,X,X,X
SZTLOIJ,O,X,O,X,X,X,X,X,O,X,X
SZTLOJI,O,X,O,X,X,X,X,X,X,X,X
SZTJILO,O,X,X,O,O,X,X,X,O,X,X
SZTJIOL,O,X,X,O,O,X,X,X,X,X,X
SZTJLIO,O,X,O,O,O,X,X,X,O,X,X
SZTJLOI,O,X,O,X,O,X,X,X,X,X,X
SZTJOIL,O,X,X,O,O,X,X,X,X,X,X
SZTJOLI,O,X,O,X,O,X,X,X,X,X,X
SZTOILJ,O,O,X,O,X,X,X,X,O,X,X
SZTOIJL,O,O,X,O,X,X,X,X,O,X,X
SZTOLIJ,O,O,O,O,X,X,X,X,O,X,X
SZTOLJI,O,O,O,O,X,X,X,X,O,X,X
SZTOJIL,O,O,X,O,O,X,X,X,O,X,X
SZTOJLI,O,O,O,O,O,X,X,X,O,X,X
SZITLJO,O,X,X,O,X,X,X,X,O,X,X
SZITLOJ,O,X,X,X,X,X,X,X,O,X,X
SZITJLO,O,X,X,O,O,X,X,X,O,X,X
SZITJOL,O,X,X,O,O,X,X,X,X,X,X
SZITOLJ,O,O,X,O,X,X,X,X,O,X,X
SZITOJL,O,O,X,O,X,X,X,X,O,X,X
SZILTJO,O,X,X,O,X,X,X,X,O,X,X
SZILTOJ,O,X,X,O,X,X,X,X,O,X,X
SZILJTO,O,X,X,O,X,X,X,X,X,X,X
SZILJOT,O,X,X,O,X,X,X,X,X,X,X
SZILOTJ,O,X,X,O,X,X,X,X,O,X,X
SZILOJT,O,X,X,O,X,X,X,X,X,X,X
SZIJTLO,O,X,X,O,O,X,X,X,O,X,X
SZIJTOL,O,X,X,O,O,X,X,X,X,X,X
SZIJLTO,O,X,X,O,O,X,X,X,X,X,X
SZIJLOT,O,X,X,O,X,X,X,X,X,X,X
SZIJOTL,O,X,X,O,O,X,X,X,O,O,X
SZIJOLT,O,X,X,X,X,X,X,X,X,X,X
SZIOTLJ,O,O,X,O,X,X,X,X,O,O,X
SZIOTJL,O,O,X,O,X,X,X,X,O,O,X
SZIOLTJ,O,O,X,O,X,X,X,X,O,X,X
SZIOLJT,O,O,X,O,X,X,X,X,X,X,X
SZIOJTL,O,O,X,O,X,X,X,X,O,O,X
SZIOJLT,O,O,X,O,X,X,X,X,X,X,X
SZLTIJO,O,X,O,O,X,X,X,X,O,X,X
SZLTIOJ,O,X,O,O,X,X,X,X,O,X,X
SZLTJIO,O,X,O,O,O,X,X,X,O,X,X
SZLTJOI,O,X,O,O,O,X,X,X,X,X,X
SZLTOIJ,O,X,O,O,X,X,X,X,O,X,X
SZLTOJI,O,X,O,O,X,X,X,X,X,X,X
SZLITJO,O,X,X,O,X,X,X,X,O,X,X
SZLITOJ,O,X,X,O,X,X,X,X,O,X,X
SZLIJTO,O,X,X,O,X,X,X,X,X,X,X
SZLIJOT,O,X,X,O,X,X,X,X,X,X,X
SZLIOTJ,O,X,X,O,X,X,X,X,O,X,X
SZLIOJT,O,X,X,O,X,X,X,X,X,X,X
SZLJTIO,O,X,O,O,O,X,X,X,X,X,X
SZLJTOI,O,X,O,O,O,X,X,X,X,X,X
SZLJITO,O,X,X,O,O,X,X,X,X,X,X
SZLJIOT,O,X,X,O,X,X,X,X,X,X,X
SZLJOTI,O,X,O,O,X,X,X,X,X,X,X
SZLJOIT,O,X,X,O,X,X,X,X,X,X,X
SZLOTIJ,O,X,O,O,X,X,X,X,O,X,X
SZLOTJI,O,X,O,O,X,X,X,X,O,X,X
SZLOITJ,O,X,X,O,X,X,X,X,O,X,X
SZLOIJT,O,X,X,O,X,X,X,X,X,X,X
SZLOJTI,O,X,O,O,X,X,X,X,X,X,X
SZLOJIT,O,X,X,O,X,X,X,X,X,X,X
SZJTILO,O,X,X,O,O,X,X,X,O,X,X
SZJTIOL,O,X,X,O,O,X,X,X,X,X,X
SZJTLIO,O,X,O,O,O,X,X,X,O,X,X
SZJTLOI,O,X,O,X,O,X,X,X,X,X,X
SZJTOIL,O,X,X,O,O,X,X,X,X,X,X
SZJTOLI,O,X,O,X,O,X,X,X,X,X,X
SZJITLO,O,X,X,O,O,X,X,X,O,X,X
SZJITOL,O,X,X,O,O,X,X,X,X,X,X
SZJILTO,O,X,X,O,O,X,X,X,X,X,X
SZJILOT,O,X,X,O,X,X,X,X,X,X,X
SZJIOTL,O,X,X,O,O,X,X,X,O,O,X
SZJIOLT,O,X,X,X,X,X,X,X,X,X,X
SZJLTIO,O,X,O,O,O,X,X,X,X,X,X
SZJLTOI,O,X,O,O,O,X,X,X,X,X,X
SZJLITO,O,X,X,O,O,X,X,X,X,X,X
SZJLIOT,O,X,X,O,X,X,X,X,X,X,X
SZJLOTI,O,X,O,O,X,X,X,X,X,X,X
SZJLOIT,O,X,X,O,X,X,X,X,X,X,X
SZJOTIL,O,X,X,O,O,X,X,X,O,O,X
SZJOTLI,O,X,O,X,O,X,X,X,O,O,X
SZJOITL,O,X,X,O,O,X,X,X,O,O,X
SZJOILT,O,X,X,X,X,X,X,X,X,X,X
SZJOLTI,O,X,O,X,X,X,X,X,X,X,X
SZJOLIT,O,X,X,X,X,X,X,X,X,X,X
SZOTILJ,O,O,X,O,X,X,X,X,O,O,X
SZOTIJL,O,O,X,O,X,X,X,X,O,O,X
SZOTLIJ,O,O,O,O,X,X,X,X,O,O,X
SZOTLJI,O,O,O,O,X,X,X,X,O,O,X
SZOTJIL,O,O,X,O,O,X,X,X,O,O,X
SZOTJLI,O,O,O,O,O,X,X,X,O,O,X
SZOITLJ,O,O,X,O,X,X,X,X,O,O,X
SZOITJL,O,O,X,O,X,X,X,X,O,O,X
SZOILTJ,O,O,X,O,X,X,X,X,O,X,X
SZOILJT,O,O,X,O,X,X,X,X,X,X,X
SZOIJTL,O,O,X,O,X,X,X,X,O,O,X
SZOIJLT,O,O,X,O,X,X,X,X,X,X,X
SZOLTIJ,O,O,O,O,X,X,X,X,O,X,X
SZOLTJI,O,O,O,O,X,X,X,X,O,X,X
SZOLITJ,O,O,X,O,X,X,X,X,O,X,X
SZOLIJT,O,O,X,O,X,X,X,X,X,X,X
SZOLJTI,O,O,O,O,X,X,X,X,X,X,X
SZOLJIT,O,O,X,O,X,X,X,X,X,X,X
SZOJTIL,O,O,X,O,O,X,X,X,O,O,X
SZOJTLI,O,O,O,O,O,X,X,X,O,O,X
SZOJITL,O,O,X,O,O,X,X,X,O,O,X
SZOJILT,O,O,X,O,X,X,X,X,X,X,X
SZOJLTI,O,O,O,O,X,X,X,X,X,X,X
SZOJLIT,O,O,X,O,X,X,X,X,X,X,X
SOTILJZ,X,X,O,O,X,X,X,O,O,O,X
SOTILZJ,X,X,O,O,X,X,X,X,O,O,X
SOTIJLZ,X,X,O,O,X,X,X,O,O,O,X
SOTIJZL,O,O,X,O,X,X,X,X,O,O,X
SOTIZLJ,O,O,X,O,X,X,X,X,O,O,X
SOTIZJL,O,O,X,O,X,X,X,X,O,O,X
SOTLIJZ,O,X,O,O,X,X,X,O,O,O,X
SOTLIZJ,O,X,O,O,X,X,X,X,O,O,X
SOTLJIZ,O,X,O,O,X,X,X,O,O,O,X
SOTLJZI,O,X,O,O,X,X,X,X,O,O,X
SOTLZIJ,O,X,O,O,X,X,X,X,O,O,X
SOTLZJI,O,X,O,O,X,X,X,X,O,O,X
SOTJILZ,X,X,O,O,X,X,X,O,O,O,X
SOTJIZL,O,O,X,O,X,X,X,X,O,O,O
SOTJLIZ,O,X,O,O,X,X,X,O,O,O,X
SOTJLZI,O,X,O,O,X,X,X,X,O,O,X
SOTJZIL,O,O,X,O,X,X,X,X,O,O,O
SOTJZLI,O,O,O,O,X,X,X,X,O,O,O
SOTZILJ,O,O,X,O,X,X,X,X,O,O,X
SOTZIJL,O,O,X,O,X,X,X,X,O,O,X
SOTZLIJ,O,O,O,O,X,X,X,X,O,O,X
SOTZLJI,O,O,O,O,X,X,X,X,O,O,X
SOTZJIL,O,O,X,O,O,X,X,X,O,O,O
SOTZJLI,O,O,O,O,O,X,X,X,O,O,O
SOITLJZ,X,X,O,O,X,X,X,O,O,O,X
SOITLZJ,X,X,O,O,X,X,X,X,O,O,X
SOITJLZ,X,X,O,O,X,X,X,O,O,O,X
SOITJZL,X,O,X,O,X,X,X,X,O,O,X
SOITZLJ,X,O,X,O,X,X,X,X,O,O,X
SOITZJL,X,O,X,O,X,X,X,X,O,O,X
SOILTJZ,X,X,O,O,X,X,X,X,O,O,X
SOILTZJ,X,X,O,O,X,X,X,X,O,O,X
SOILJTZ,X,X,O,O,X,X,X,O,X,O,X
SOILJZT,X,O,X,O,X,X,X,X,X,X,X
SOILZTJ,X,O,X,O,X,X,X,X,O,X,X
SOILZJT,X,O,X,O,X,X,X,X,X,X,X
SOIJTLZ,X,X,O,O,X,X,X,O,O,O,X
SOIJTZL,X,O,X,O,X,X,X,X,O,O,O
SOIJLTZ,X,X,O,O,X,X,X,O,X,O,X
SOIJLZT,X,O,X,O,X,X,X,X,X,X,O
SOIJZTL,X,O,X,O,X,X,X,X,O,O,O
SOIJZLT,X,O,X,O,X,X,X,X,X,X,O
SOIZTLJ,X,O,X,O,X,X,X,X,O,O,X
SOIZTJL,X,O,X,O,X,X,X,X,O,O,X
SOIZLTJ,X,O,X,O,X,X,X,X,O,X,X
SOIZLJT,X,O,X,O,X,X,X,X,X,X,X
SOIZJTL,X,O,X,O,X,X,X,X,O,O,O
SOIZJLT,X,O,X,O,X,X,X,X,X,X,O
SOLTIJZ,O,X,O,O,X,X,X,X,O,O,X
SOLTIZJ,O,X,O,O,X,X,X,X,O,O,X
SOLTJIZ,O,X,O,O,X,X,X,X,O,O,X
SOLTJZI,O,X,O,O,X,X,X,X,O,O,X
SOLTZIJ,O,X,O,O,X,X,X,X,O,O,X
SOLTZJI,O,X,O,O,X,X,X,X,O,O,X
SOLITJZ,X,X,O,O,X,X,X,X,O,O,X
SOLITZJ,X,X,O,O,X,X,X,X,O,O,X
SOLIJTZ,X,X,O,O,X,X,X,O,X,O,X
SOLIJZT,O,O,X,O,X,X,X,X,X,X,X
SOLIZTJ,O,O,X,O,X,X,X,X,O,X,X
SOLIZJT,O,O,X,O,X,X,X,X,X,X,X
SOLJTIZ,O,X,O,O,X,X,X,X,X,O,X
SOLJTZI,O,X,O,O,X,X,X,X,X,O,X
SOLJITZ,X,X,O,O,X,X,X,O,X,O,X
SOLJIZT,O,O,X,O,X,X,X,X,X,X,O
SOLJZTI,O,O,O,O,X,X,X,X,X,X,O
SOLJZIT,O,O,X,O,X,X,X,X,X,X,O
SOLZTIJ,O,O,O,O,X,X,X,X,O,X,X
