sequence,v115@9gB8HeA8IeB8HeD8CeC8JezBJvhFGjBRlBUoBilBFr?BXsB,v115@9gB8HeA8IeB8HeD8CeC8JeXAJvhFxhB8nB+oB1qBzr?BirB,v115@9gB8HeA8IeB8HeD8CeC8JeXAJvhFKnBziB+oBxqBFr?B0rB,v115@9gB8HeA8IeB8HeD8CeC8JemAJvhFxiBFlBSsBToBUr?BfsB,v115@9gB8HeA8IeB8HeD8CeC8JeXAJvhFOnB6oBznBxqBFr?B0rB,v115@9gB8HeA8IeB8HeD8CeC8JemAJvhFTjBFlBSrBxsBcs?B3rB,v115@9gB8HeA8IeB8HeD8CeC8JexAJvhFVnBUlBarBXoBGo?BzrB,v115@9gB8HeA8IeB8HeD8CeC8Je0BJvhFfoB6oBRlBTlBVs?B2wB
ZLSOJTI,O,X,X,X,X,X,O,X
ZLSOJIT,O,X,X,X,O,X,X,X
ZLOTIJS,X,X,X,O,X,X,O,X
ZLOTISJ,X,X,X,O,X,X,O,X
ZLOTJIS,X,X,X,O,X,X,O,X
ZLOTJSI,X,X,X,O,X,X,O,X
ZLOTSIJ,X,X,X,O,X,X,O,X
ZLOTSJI,X,X,X,O,X,X,O,X
ZLOITJS,X,X,X,O,X,X,O,X
ZLOITSJ,X,X,X,O,X,X,O,X
ZLOIJTS,X,X,X,X,O,X,O,X
ZLOIJST,X,X,X,X,O,X,X,X
ZLOISTJ,X,X,X,X,X,X,O,X
ZLOISJT,X,X,X,X,O,X,X,X
ZLOJTIS,X,X,X,O,X,X,O,X
ZLOJTSI,X,X,X,O,X,X,O,X
ZLOJITS,X,X,X,X,O,X,O,X
ZLOJIST,X,X,X,X,O,X,X,X
ZLOJSTI,X,X,X,X,X,X,O,X
ZLOJSIT,X,X,X,X,O,X,X,X
ZLOSTIJ,X,X,X,O,X,X,O,X
ZLOSTJI,X,X,X,O,X,X,O,X
ZLOSITJ,X,X,X,X,X,X,O,X
ZLOSIJT,X,X,X,X,O,X,X,X
ZLOSJTI,X,X,X,X,X,X,O,X
ZLOSJIT,X,X,X,X,O,X,X,X
ZJTILSO,O,O,X,X,X,X,X,X
ZJTILOS,O,X,X,O,X,X,X,X
ZJTISLO,O,O,X,X,X,X,X,X
ZJTISOL,O,O,X,X,X,X,X,X
ZJTIOLS,O,O,X,O,X,X,X,X
ZJTIOSL,O,O,X,X,X,X,X,X
ZJTLISO,O,O,X,X,X,X,X,X
ZJTLIOS,O,X,X,O,X,X,X,X
ZJTLSIO,O,O,X,X,X,X,X,X
ZJTLSOI,O,O,X,O,X,X,X,X
ZJTLOIS,O,O,X,O,X,X,X,X
ZJTLOSI,X,O,X,O,X,X,X,X
ZJTSILO,O,O,X,X,X,X,X,X
ZJTSIOL,O,O,X,X,X,X,X,X
ZJTSLIO,O,O,X,X,X,X,X,X
ZJTSLOI,O,O,X,O,X,X,X,X
ZJTSOIL,O,O,X,X,X,X,X,X
ZJTSOLI,O,O,X,O,X,X,X,X
ZJTOILS,O,O,X,O,X,X,X,X
ZJTOISL,O,O,X,X,X,X,X,X
ZJTOLIS,O,O,X,O,X,X,X,X
ZJTOLSI,X,O,X,O,X,X,X,X
ZJTOSIL,O,O,X,X,X,X,X,X
ZJTOSLI,O,O,X,O,X,X,X,X
ZJITLSO,O,O,X,X,X,X,X,X
ZJITLOS,O,X,X,X,X,X,X,X
ZJITSLO,O,O,X,X,X,X,X,X
ZJITSOL,O,O,X,X,X,X,X,X
ZJITOLS,O,O,X,X,X,X,X,X
ZJITOSL,O,O,X,X,X,X,X,X
ZJILTSO,O,O,O,X,X,X,X,X
ZJILTOS,O,X,O,X,X,X,X,X
ZJILSTO,X,O,O,X,X,X,O,X
ZJILSOT,O,O,O,X,X,X,X,X
ZJILOTS,X,O,O,X,X,X,O,X
ZJILOST,X,O,O,X,X,X,X,X
ZJISTLO,O,O,X,X,X,X,X,X
ZJISTOL,O,O,X,X,X,X,X,X
ZJISLTO,X,O,O,X,X,X,O,X
ZJISLOT,O,O,O,X,X,X,X,X
ZJISOTL,O,O,X,X,X,X,X,X
ZJISOLT,O,O,O,X,X,X,X,X
ZJIOTLS,O,O,X,X,X,X,X,X
ZJIOTSL,O,O,X,X,X,X,X,X
ZJIOLTS,X,O,O,X,X,X,X,X
ZJIOLST,X,O,O,X,X,X,X,X
ZJIOSTL,O,O,X,X,X,X,X,X
ZJIOSLT,O,O,O,X,X,X,X,X
ZJLTISO,O,O,X,X,X,X,X,X
ZJLTIOS,O,X,X,O,X,X,X,X
ZJLTSIO,O,O,X,X,X,X,X,X
ZJLTSOI,O,O,X,O,X,X,X,X
ZJLTOIS,O,O,X,O,X,X,X,X
ZJLTOSI,X,O,X,O,X,X,X,X
ZJLITSO,O,O,O,X,X,X,X,X
ZJLITOS,O,X,O,X,X,X,X,X
ZJLISTO,X,O,O,X,X,X,O,X
ZJLISOT,O,O,O,X,X,X,X,X
ZJLIOTS,X,O,O,X,X,X,O,X
ZJLIOST,X,O,O,X,X,X,X,X
ZJLSTIO,O,O,X,X,X,X,O,X
ZJLSTOI,O,O,X,X,X,X,O,X
ZJLSITO,X,O,O,X,X,X,O,X
ZJLSIOT,O,O,O,X,X,X,X,X
ZJLSOTI,O,O,X,X,X,X,O,X
ZJLSOIT,O,O,O,X,X,X,X,X
ZJLOTIS,X,O,X,O,X,X,O,X
ZJLOTSI,X,O,X,O,X,X,O,X
ZJLOITS,X,O,O,X,X,X,O,X
ZJLOIST,X,O,O,X,X,X,X,X
ZJLOSTI,X,O,X,X,X,X,O,X
ZJLOSIT,X,O,O,X,X,X,X,X
ZJSTILO,O,O,X,X,X,X,X,X
ZJSTIOL,O,O,X,X,X,X,X,X
ZJSTLIO,O,O,X,X,X,X,O,X
ZJSTLOI,O,O,X,X,X,X,O,X
ZJSTOIL,O,O,X,X,X,X,X,X
ZJSTOLI,O,O,X,X,X,X,X,X
ZJSITLO,O,O,X,X,X,X,X,X
ZJSITOL,O,O,X,X,X,X,X,X
ZJSILTO,X,O,O,X,X,X,O,X
ZJSILOT,O,O,O,X,X,X,X,X
ZJSIOTL,O,O,X,X,X,X,X,X
ZJSIOLT,O,O,O,X,X,X,X,X
ZJSLTIO,O,O,X,X,X,X,O,X
ZJSLTOI,O,O,X,X,X,X,O,X
ZJSLITO,X,O,O,X,X,X,O,X
ZJSLIOT,O,O,O,X,X,X,X,X
ZJSLOTI,O,O,X,X,X,X,O,X
ZJSLOIT,O,O,O,X,X,X,X,X
ZJSOTIL,O,O,X,X,X,X,X,X
ZJSOTLI,O,O,X,X,X,X,O,X
ZJSOITL,O,O,X,X,X,X,X,X
ZJSOILT,O,O,O,X,X,X,X,X
ZJSOLTI,O,O,X,X,X,X,O,X
ZJSOLIT,O,O,O,X,X,X,X,X
ZJOTILS,O,O,X,O,X,X,X,X
ZJOTISL,O,O,X,X,X,X,X,X
ZJOTLIS,O,O,X,O,X,X,O,X
ZJOTLSI,X,O,X,O,X,X,O,X
ZJOTSIL,O,O,X,X,X,X,X,X
ZJOTSLI,O,O,X,O,X,X,O,X
ZJOITLS,O,O,X,X,X,X,X,X
ZJOITSL,O,O,X,X,X,X,X,X
ZJOILTS,X,O,O,X,X,X,X,X
ZJOILST,X,O,O,X,X,X,X,X
ZJOISTL,O,O,X,X,X,X,X,X
ZJOISLT,O,O,O,X,X,X,X,X
ZJOLTIS,X,O,X,O,X,X,O,X
ZJOLTSI,X,O,X,O,X,X,O,X
ZJOLITS,X,O,O,X,X,X,O,X
ZJOLIST,X,O,O,X,X,X,X,X
ZJOLSTI,X,O,X,X,X,X,O,X
ZJOLSIT,X,O,O,X,X,X,X,X
ZJOSTIL,O,O,X,X,X,X,X,X
ZJOSTLI,O,O,X,X,X,X,O,X
ZJOSITL,O,O,X,X,X,X,X,X
ZJOSILT,O,O,O,X,X,X,X,X
ZJOSLTI,O,O,X,X,X,X,O,X
ZJOSLIT,O,O,O,X,X,X,X,X
ZSTILJO,O,X,X,X,X,X,O,X
ZSTILOJ,O,X,X,X,X,X,O,X
ZSTIJLO,O,X,X,X,X,X,X,X
ZSTIJOL,O,X,X,X,X,X,X,X
ZSTIOLJ,O,X,X,X,X,X,X,X
ZSTIOJL,O,X,X,X,X,X,X,X
ZSTLIJO,O,X,X,X,X,X,O,X
ZSTLIOJ,O,X,X,X,X,X,O,X
ZSTLJIO,O,X,X,X,X,X,O,X
ZSTLJOI,O,X,X,O,X,X,O,X
ZSTLOIJ,O,X,X,O,X,X,O,X
ZSTLOJI,O,X,X,O,X,X,O,X
ZSTJILO,O,O,X,X,X,X,X,X
ZSTJIOL,O,O,X,X,X,X,X,X
ZSTJLIO,O,O,X,X,X,X,O,X
ZSTJLOI,O,O,X,O,X,X,O,X
ZSTJOIL,O,O,X,X,X,X,X,X
ZSTJOLI,O,O,X,O,X,X,X,X
ZSTOILJ,O,X,X,X,X,X,O,X
ZSTOIJL,O,X,X,X,X,X,X,X
ZSTOLIJ,O,X,X,O,X,X,O,X
ZSTOLJI,O,X,X,O,X,X,O,X
ZSTOJIL,O,O,X,X,X,X,X,X
ZSTOJLI,O,O,X,O,X,X,O,X
ZSITLJO,O,X,X,X,X,X,O,O
ZSITLOJ,O,X,X,X,X,X,O,O
ZSITJLO,O,X,X,X,X,X,X,X
ZSITJOL,O,X,X,X,X,X,X,X
ZSITOLJ,O,X,X,X,X,X,X,X
ZSITOJL,O,X,X,X,X,X,X,X
ZSILTJO,X,X,X,X,X,X,O,O
ZSILTOJ,X,X,X,X,X,X,O,O
ZSILJTO,X,X,O,X,X,X,O,O
ZSILJOT,O,X,O,X,X,X,X,X
ZSILOTJ,X,X,X,X,X,X,O,O
ZSILOJT,O,X,X,X,O,X,X,X
ZSIJTLO,O,X,X,X,X,X,X,X
ZSIJTOL,O,X,X,X,X,X,X,X
ZSIJLTO,X,X,O,X,X,X,O,O
ZSIJLOT,O,X,O,X,X,X,X,X
ZSIJOTL,O,X,X,X,X,X,X,X
ZSIJOLT,O,X,O,X,X,X,X,X
ZSIOTLJ,O,X,X,X,X,X,O,X
ZSIOTJL,O,X,X,X,X,X,X,X
ZSIOLTJ,X,X,X,X,X,X,O,O
ZSIOLJT,O,X,X,X,O,X,X,X
ZSIOJTL,O,X,X,X,X,X,X,X
ZSIOJLT,O,X,X,X,O,X,X,X
ZSLTIJO,O,X,X,X,X,X,O,X
ZSLTIOJ,O,X,X,X,X,X,O,X
ZSLTJIO,O,X,X,X,X,X,O,X
ZSLTJOI,O,X,X,O,X,X,O,X
ZSLTOIJ,O,X,X,O,X,X,O,X
ZSLTOJI,O,X,X,O,X,X,O,X
ZSLITJO,X,X,X,X,X,X,O,O
ZSLITOJ,X,X,X,X,X,X,O,O
ZSLIJTO,X,X,O,X,X,X,O,O
ZSLIJOT,O,X,O,X,X,X,X,X
ZSLIOTJ,X,X,X,X,X,X,O,O
ZSLIOJT,O,X,X,X,O,X,X,X
ZSLJTIO,O,X,X,X,X,X,O,X
ZSLJTOI,O,X,X,X,X,X,O,X
ZSLJITO,X,X,O,X,X,X,O,X
ZSLJIOT,O,X,O,X,X,X,X,X
ZSLJOTI,O,X,X,X,X,X,O,X
ZSLJOIT,O,X,O,X,X,X,X,X
ZSLOTIJ,O,X,X,O,X,X,O,X
ZSLOTJI,O,X,X,O,X,X,O,X
ZSLOITJ,X,X,X,X,X,X,O,X
ZSLOIJT,O,X,X,X,O,X,X,X
ZSLOJTI,O,X,X,X,X,X,O,X
ZSLOJIT,O,X,X,X,O,X,X,X
ZSJTILO,O,O,X,X,X,X,X,X
ZSJTIOL,O,O,X,X,X,X,X,X
ZSJTLIO,O,O,X,X,X,X,O,X
ZSJTLOI,O,O,X,X,X,X,O,X
ZSJTOIL,O,O,X,X,X,X,X,X
ZSJTOLI,O,O,X,X,X,X,X,X
ZSJITLO,O,O,X,X,X,X,X,X
ZSJITOL,O,O,X,X,X,X,X,X
ZSJILTO,X,O,O,X,X,X,O,X
ZSJILOT,O,O,O,X,X,X,X,X
ZSJIOTL,O,O,X,X,X,X,X,X
ZSJIOLT,O,O,O,X,X,X,X,X
ZSJLTIO,O,O,X,X,X,X,O,X
ZSJLTOI,O,O,X,X,X,X,O,X
ZSJLITO,X,O,O,X,X,X,O,X
ZSJLIOT,O,O,O,X,X,X,X,X
ZSJLOTI,O,O,X,X,X,X,O,X
ZSJLOIT,O,O,O,X,X,X,X,X
ZSJOTIL,O,O,X,X,X,X,X,X
ZSJOTLI,O,O,X,X,X,X,O,X
ZSJOITL,O,O,X,X,X,X,X,X
ZSJOILT,O,O,O,X,X,X,X,X
ZSJOLTI,O,O,X,X,X,X,O,X
ZSJOLIT,O,O,O,X,X,X,X,X
ZSOTILJ,O,X,X,X,X,X,O,X
ZSOTIJL,O,X,X,X,X,X,X,X
ZSOTLIJ,O,X,X,O,X,X,O,X
ZSOTLJI,O,X,X,O,X,X,O,X
ZSOTJIL,O,O,X,X,X,X,X,X
ZSOTJLI,O,O,X,O,X,X,O,X
ZSOITLJ,O,X,X,X,X,X,O,X
ZSOITJL,O,X,X,X,X,X,X,X
ZSOILTJ,X,X,X,X,X,X,O,X
ZSOILJT,O,X,X,X,O,X,X,X
ZSOIJTL,O,X,X,X,X,X,X,X
ZSOIJLT,O,X,X,X,O,X,X,X
ZSOLTIJ,O,X,X,O,X,X,O,X
ZSOLTJI,O,X,X,O,X,X,O,X
ZSOLITJ,X,X,X,X,X,X,O,X
ZSOLIJT,O,X,X,X,O,X,X,X
ZSOLJTI,O,X,X,X,X,X,O,X
ZSOLJIT,O,X,X,X,O,X,X,X
ZSOJTIL,O,O,X,X,X,X,X,X
ZSOJTLI,O,O,X,X,X,X,O,X
ZSOJITL,O,O,X,X,X,X,X,X
ZSOJILT,O,O,X,X,O,X,X,X
ZSOJLTI,O,O,X,X,X,X,O,X
ZSOJLIT,O,O,X,X,O,X,X,X
ZOTILJS,O,X,X,O,X,X,O,X
ZOTILSJ,X,X,X,O,X,X,O,X
ZOTIJLS,O,X,X,O,X,X,X,X
ZOTIJSL,O,X,X,X,X,X,X,X
ZOTISLJ,O,X,X,X,X,X,O,X
ZOTISJL,O,X,X,X,X,X,X,X
ZOTLIJS,O,X,X,O,X,X,O,X
ZOTLISJ,X,X,X,O,X,X,O,X
ZOTLJIS,O,X,X,O,X,X,O,X
ZOTLJSI,X,X,X,O,X,X,O,X
ZOTLSIJ,X,X,X,O,X,X,O,X
ZOTLSJI,X,X,X,O,X,X,O,X
ZOTJILS,O,O,X,O,X,X,X,X
ZOTJISL,O,O,X,X,X,X,X,X
ZOTJLIS,O,O,X,O,X,X,O,X
ZOTJLSI,X,O,X,O,X,X,O,X
ZOTJSIL,O,O,X,X,X,X,X,X
ZOTJSLI,O,O,X,O,X,X,O,X
ZOTSILJ,O,X,X,X,X,X,O,X
ZOTSIJL,O,X,X,X,X,X,X,X
ZOTSLIJ,O,X,X,O,X,X,O,X
ZOTSLJI,O,X,X,O,X,X,O,X
ZOTSJIL,O,O,X,X,X,X,X,X
ZOTSJLI,O,O,X,O,X,X,O,X
ZOITLJS,O,X,X,O,X,X,O,X
ZOITLSJ,X,X,X,O,X,X,O,X
ZOITJLS,O,X,X,O,X,X,X,X
ZOITJSL,O,X,X,X,X,X,X,X
ZOITSLJ,O,X,X,X,X,X,O,X
ZOITSJL,O,X,X,X,X,X,X,X
ZOILTJS,X,X,X,O,X,X,O,X
ZOILTSJ,X,X,X,O,X,X,O,X
ZOILJTS,X,X,X,X,O,X,O,X
ZOILJST,X,X,X,X,O,X,X,X
ZOILSTJ,X,X,X,X,X,X,O,X
ZOILSJT,X,X,X,X,O,X,X,X
ZOIJTLS,O,X,X,X,X,X,X,X
ZOIJTSL,O,X,X,X,X,X,X,X
ZOIJLTS,X,X,X,X,O,X,X,X
ZOIJLST,X,X,X,X,O,X,X,X
ZOIJSTL,O,X,X,X,X,X,X,X
ZOIJSLT,O,X,X,X,O,X,X,X
ZOISTLJ,X,X,X,X,X,X,O,X
ZOISTJL,O,X,X,X,X,X,X,X
ZOISLTJ,X,X,X,X,X,X,O,X
ZOISLJT,O,X,X,X,O,X,X,X
ZOISJTL,O,X,X,X,X,X,X,X
ZOISJLT,O,X,X,X,O,X,X,X
ZOLTIJS,X,X,X,O,X,X,O,X
ZOLTISJ,X,X,X,O,X,X,O,X
ZOLTJIS,X,X,X,O,X,X,O,X
ZOLTJSI,X,X,X,O,X,X,O,X
ZOLTSIJ,X,X,X,O,X,X,O,X
ZOLTSJI,X,X,X,O,X,X,O,X
ZOLITJS,X,X,X,O,X,X,O,X
ZOLITSJ,X,X,X,O,X,X,O,X
ZOLIJTS,X,X,X,X,O,X,O,X
ZOLIJST,X,X,X,X,O,X,X,X
ZOLISTJ,X,X,X,X,X,X,O,X
ZOLISJT,X,X,X,X,O,X,X,X
ZOLJTIS,X,X,X,O,X,X,O,X
ZOLJTSI,X,X,X,O,X,X,O,X
ZOLJITS,X,X,X,X,O,X,O,X
ZOLJIST,X,X,X,X,O,X,X,X
ZOLJSTI,X,X,X,X,X,X,O,X
ZOLJSIT,X,X,X,X,O,X,X,X
ZOLSTIJ,X,X,X,O,X,X,O,X
ZOLSTJI,X,X,X,O,X,X,O,X
ZOLSITJ,X,X,X,X,X,X,O,X
ZOLSIJT,X,X,X,X,O,X,X,X
ZOLSJTI,X,X,X,X,X,X,O,X
ZOLSJIT,X,X,X,X,O,X,X,X
ZOJTILS,O,O,X,O,X,X,X,X
ZOJTISL,O,O,X,X,X,X,X,X
ZOJTLIS,O,O,X,O,X,X,O,X
ZOJTLSI,X,O,X,O,X,X,O,X
ZOJTSIL,O,O,X,X,X,X,X,X
ZOJTSLI,O,O,X,O,X,X,O,X
ZOJITLS,O,O,X,X,X,X,X,X
ZOJITSL,O,O,X,X,X,X,X,X
ZOJILTS,X,O,X,X,O,X,X,X
ZOJILST,X,O,X,X,O,X,X,X
ZOJISTL,O,O,X,X,X,X,X,X
ZOJISLT,O,O,X,X,O,X,X,X
ZOJLTIS,X,O,X,O,X,X,O,X
ZOJLTSI,X,O,X,O,X,X,O,X
ZOJLITS,X,O,X,X,O,X,O,X
ZOJLIST,X,O,X,X,O,X,X,X
ZOJLSTI,X,O,X,X,X,X,O,X
ZOJLSIT,X,O,X,X,O,X,X,X
ZOJSTIL,O,O,X,X,X,X,X,X
ZOJSTLI,O,O,X,X,X,X,O,X
ZOJSITL,O,O,X,X,X,X,X,X
ZOJSILT,O,O,X,X,O,X,X,X
ZOJSLTI,O,O,X,X,X,X,O,X
ZOJSLIT,O,O,X,X,O,X,X,X
ZOSTILJ,O,X,X,X,X,X,O,X
ZOSTIJL,O,X,X,X,X,X,X,X
ZOSTLIJ,O,X,X,O,X,X,O,X
ZOSTLJI,O,X,X,O,X,X,O,X
ZOSTJIL,O,O,X,X,X,X,X,X
ZOSTJLI,O,O,X,O,X,X,O,X
ZOSITLJ,O,X,X,X,X,X,O,X
ZOSITJL,O,X,X,X,X,X,X,X
ZOSILTJ,X,X,X,X,X,X,O,X
ZOSILJT,O,X,X,X,O,X,X,X
ZOSIJTL,O,X,X,X,X,X,X,X
ZOSIJLT,O,X,X,X,O,X,X,X
ZOSLTIJ,O,X,X,O,X,X,O,X
ZOSLTJI,O,X,X,O,X,X,O,X
ZOSLITJ,X,X,X,X,X,X,O,X
ZOSLIJT,O,X,X,X,O,X,X,X
ZOSLJTI,O,X,X,X,X,X,O,X
ZOSLJIT,O,X,X,X,O,X,X,X
ZOSJTIL,O,O,X,X,X,X,X,X
ZOSJTLI,O,O,X,X,X,X,O,X
ZOSJITL,O,O,X,X,X,X,X,X
ZOSJILT,O,O,X,X,O,X,X,X
ZOSJLTI,O,O,X,X,X,X,O,X
ZOSJLIT,O,O,X,X,O,X,X,X
OTILJSZ,X,X,X,X,O,O,X,X
OTILJZS,X,X,X,X,O,O,X,X
OTILSJZ,X,X,X,X,O,O,X,X
OTILSZJ,X,X,X,X,X,O,O,X
OTILZJS,O,X,X,O,X,O,O,X
OTILZSJ,X,X,X,O,X,O,O,X
OTIJLSZ,X,X,X,X,O,O,X,X
OTIJLZS,X,X,X,X,O,O,X,X
OTIJSLZ,X,X,X,X,O,X,X,X
OTIJSZL,X,O,X,X,X,X,X,X
OTIJZLS,O,O,X,O,X,X,X,X
OTIJZSL,O,O,X,X,X,X,X,X
OTISLJZ,X,X,X,X,O,O,X,X
OTISLZJ,O,X,X,X,X,O,O,X
OTISJLZ,X,X,X,X,O,X,X,X
OTISJZL,O,O,X,X,X,X,X,X
OTISZLJ,O,X,X,X,X,X,O,X
OTISZJL,O,X,X,X,X,X,X,X
OTIZLJS,O,X,X,O,X,O,O,X
OTIZLSJ,X,X,X,O,X,O,O,X
OTIZJLS,O,X,X,O,X,X,X,X
OTIZJSL,O,X,X,X,X,X,X,X
OTIZSLJ,O,X,X,X,X,X,O,X
OTIZSJL,O,X,X,X,X,X,X,X
OTLIJSZ,X,X,X,X,O,O,X,X
OTLIJZS,X,X,X,X,O,O,X,X
OTLISJZ,X,X,X,X,O,O,X,X
OTLISZJ,X,X,X,X,X,O,O,X
OTLIZJS,O,X,X,O,X,O,O,X
OTLIZSJ,X,X,X,O,X,O,O,X
OTLJISZ,X,X,X,X,O,O,X,X
OTLJIZS,X,X,X,X,O,O,X,X
OTLJSIZ,X,X,X,X,O,X,X,X
OTLJSZI,X,O,X,X,X,X,O,X
OTLJZIS,X,O,X,O,X,X,O,X
OTLJZSI,X,O,X,O,X,X,O,X
OTLSIJZ,X,X,X,X,O,X,X,X
OTLSIZJ,X,X,X,X,X,X,O,X
OTLSJIZ,X,X,X,X,O,X,X,X
OTLSJZI,X,O,X,X,X,X,O,X
OTLSZIJ,X,X,X,O,X,X,O,X
OTLSZJI,X,X,X,O,X,X,O,X
OTLZIJS,O,X,X,O,X,X,O,X
OTLZISJ,X,X,X,O,X,X,O,X
OTLZJIS,O,X,X,O,X,X,O,X
OTLZJSI,X,X,X,O,X,X,O,X
OTLZSIJ,X,X,X,O,X,X,O,X
OTLZSJI,X,X,X,O,X,X,O,X
OTJILSZ,X,X,X,X,O,X,X,X
OTJILZS,X,X,X,X,O,X,X,X
OTJISLZ,X,X,X,X,O,X,X,X
OTJISZL,X,O,X,X,X,X,X,X
OTJIZLS,O,O,X,O,X,X,X,X
OTJIZSL,O,O,X,X,X,X,X,X
OTJLISZ,X,X,X,X,O,O,X,X
OTJLIZS,X,X,X,X,O,O,X,X
OTJLSIZ,X,X,X,X,O,X,X,X
OTJLSZI,X,O,X,X,X,X,O,X
OTJLZIS,X,O,X,O,X,X,O,X
OTJLZSI,X,O,X,O,X,X,O,X
OTJSILZ,X,X,X,X,O,X,X,X
OTJSIZL,X,O,X,X,X,X,X,X
OTJSLIZ,X,X,X,X,O,X,X,X
OTJSLZI,X,O,X,X,X,X,O,X
OTJSZIL,X,O,X,X,X,X,X,X
OTJSZLI,X,O,X,O,X,X,O,X
OTJZILS,O,O,X,O,X,X,X,X
OTJZISL,O,O,X,X,X,X,X,X
OTJZLIS,O,O,X,O,X,X,O,X
OTJZLSI,X,O,X,O,X,X,O,X
OTJZSIL,O,O,X,X,X,X,X,X
OTJZSLI,X,O,X,O,X,X,O,X
OTSILJZ,X,X,X,X,O,X,X,X
OTSILZJ,O,X,X,X,X,X,O,X
OTSIJLZ,X,X,X,X,O,X,X,X
OTSIJZL,O,O,X,X,X,X,X,X
OTSIZLJ,O,X,X,X,X,X,O,X
OTSIZJL,O,X,X,X,X,X,X,X
OTSLIJZ,X,X,X,X,O,X,X,X
OTSLIZJ,O,X,X,X,X,X,O,X
OTSLJIZ,X,X,X,X,O,X,X,X
OTSLJZI,X,O,X,X,X,X,O,X
OTSLZIJ,O,X,X,O,X,X,O,X
OTSLZJI,O,X,X,O,X,X,O,X
OTSJILZ,X,X,X,X,O,X,X,X
OTSJIZL,O,O,X,X,X,X,X,X
OTSJLIZ,X,X,X,X,O,X,X,X
OTSJLZI,X,O,X,X,X,X,O,X
OTSJZIL,O,O,X,X,X,X,X,X
OTSJZLI,O,O,X,O,X,X,O,X
OTSZILJ,O,X,X,X,X,X,O,X
OTSZIJL,O,X,X,X,X,X,X,X
OTSZLIJ,O,X,X,O,X,X,O,X
OTSZLJI,O,X,X,O,X,X,O,X
OTSZJIL,O,O,X,X,X,X,X,X
OTSZJLI,O,O,X,O,X,X,O,X
OTZILJS,O,X,X,O,X,X,O,X
OTZILSJ,X,X,X,O,X,X,O,X
OTZIJLS,O,X,X,O,X,X,X,X
OTZIJSL,O,X,X,X,X,X,X,X
OTZISLJ,O,X,X,X,X,X,O,X
OTZISJL,O,X,X,X,X,X,X,X
OTZLIJS,O,X,X,O,X,X,O,X
OTZLISJ,X,X,X,O,X,X,O,X
OTZLJIS,O,X,X,O,X,X,O,X
OTZLJSI,X,X,X,O,X,X,O,X
OTZLSIJ,X,X,X,O,X,X,O,X
OTZLSJI,X,X,X,O,X,X,O,X
OTZJILS,O,O,X,O,X,X,X,X
OTZJISL,O,O,X,X,X,X,X,X
OTZJLIS,O,O,X,O,X,X,O,X
OTZJLSI,X,O,X,O,X,X,O,X
OTZJSIL,O,O,X,X,X,X,X,X
OTZJSLI,O,O,X,O,X,X,O,X
OTZSILJ,O,X,X,X,X,X,O,X
OTZSIJL,O,X,X,X,X,X,X,X
OTZSLIJ,O,X,X,O,X,X,O,X
OTZSLJI,O,X,X,O,X,X,O,X
OTZSJIL,O,O,X,X,X,X,X,X
OTZSJLI,O,O,X,O,X,X,O,X
OITLJSZ,X,X,X,X,O,O,X,X
OITLJZS,X,X,X,X,O,O,X,X
OITLSJZ,X,X,X,X,O,O,X,X
OITLSZJ,X,X,X,X,X,O,O,X
OITLZJS,O,X,X,O,X,O,O,X
OITLZSJ,X,X,X,O,X,O,O,X
OITJLSZ,X,X,X,X,O,O,X,X
OITJLZS,X,X,X,X,O,O,X,X
OITJSLZ,X,X,X,X,O,X,X,X
OITJSZL,X,O,X,X,X,X,X,X
OITJZLS,O,O,X,O,X,X,X,X
OITJZSL,O,O,X,X,X,X,X,X
OITSLJZ,X,X,X,X,O,O,X,X
OITSLZJ,O,X,X,X,X,O,O,X
OITSJLZ,X,X,X,X,O,X,X,X
OITSJZL,O,O,X,X,X,X,X,X
OITSZLJ,O,X,X,X,X,X,O,X
OITSZJL,O,X,X,X,X,X,X,X
OITZLJS,O,X,X,O,X,O,O,X
OITZLSJ,X,X,X,O,X,O,O,X
OITZJLS,O,X,X,O,X,X,X,X
OITZJSL,O,X,X,X,X,X,X,X
OITZSLJ,O,X,X,X,X,X,O,X
OITZSJL,O,X,X,X,X,X,X,X
OILTJSZ,X,X,X,X,O,O,X,X
OILTJZS,X,X,X,X,O,O,X,X
OILTSJZ,X,X,X,X,O,O,X,X
OILTSZJ,X,X,X,X,X,O,O,X
OILTZJS,X,X,X,O,X,O,O,X
OILTZSJ,X,X,X,O,X,O,O,X
OILJTSZ,X,X,O,X,O,O,X,X
OILJTZS,X,X,O,X,O,O,X,X
OILJSTZ,X,X,O,X,O,X,X,X
OILJSZT,X,X,O,X,O,X,X,X
OILJZTS,X,X,O,X,O,X,X,X
OILJZST,X,X,O,X,O,X,X,X
OILSTJZ,X,X,X,X,O,O,X,X
OILSTZJ,X,X,X,X,X,O,O,X
OILSJTZ,X,X,O,X,O,X,X,X
OILSJZT,X,X,O,X,O,X,X,X
OILSZTJ,X,X,X,X,X,X,O,O
OILSZJT,X,X,X,X,O,X,X,X
OILZTJS,X,X,X,O,X,O,O,X
OILZTSJ,X,X,X,O,X,O,O,X
OILZJTS,X,X,X,X,O,X,O,X
OILZJST,X,X,X,X,O,X,X,X
OILZSTJ,X,X,X,X,X,X,O,O
OILZSJT,X,X,X,X,O,X,X,X
OIJTLSZ,X,X,O,X,O,O,X,X
