sequence,v115@ThC8DeA8AeE8AeC8JeZEJvhFtkB0gBmhBqnBTjBfsB,v115@ThC8DeA8AeE8AeC8Jei/IvhF3gB9mBZnBGjBcpBzsB,v115@ThC8DeA8AeE8AeC8JeZEJvhFukB3gB9mBcoBTnBisB
OSZTLIJ,O,O,X
OSZTLJI,O,O,X
OSZTJIL,X,O,X
OSZTJLI,X,O,X
OSZITLJ,X,X,X
OSZITJL,X,X,X
OSZILTJ,X,X,X
OSZILJT,X,X,X
OSZIJTL,X,X,X
OSZIJLT,X,X,X
OSZLTIJ,O,O,X
OSZLTJI,O,O,X
OSZLITJ,X,X,X
OSZLIJT,X,X,X
OSZLJTI,O,O,X
OSZLJIT,X,X,X
OSZJTIL,X,O,X
OSZJTLI,X,O,X
OSZJITL,X,X,X
OSZJILT,X,X,X
OSZJLTI,X,O,X
OSZJLIT,X,X,X
OZTILJS,X,O,X
OZTILSJ,O,O,X
OZTIJLS,X,O,X
OZTIJSL,X,O,O
OZTISLJ,O,O,X
OZTISJL,X,O,O
OZTLIJS,X,O,X
OZTLISJ,O,O,X
OZTLJIS,X,O,X
OZTLJSI,X,O,X
OZTLSIJ,O,O,X
OZTLSJI,O,O,X
OZTJILS,X,O,X
OZTJISL,X,O,O
OZTJLIS,X,O,X
OZTJLSI,X,O,X
OZTJSIL,X,O,O
OZTJSLI,X,O,X
OZTSILJ,O,O,X
OZTSIJL,X,O,O
OZTSLIJ,O,O,X
OZTSLJI,O,O,X
OZTSJIL,X,O,O
OZTSJLI,X,O,X
OZITLJS,X,O,X
OZITLSJ,X,O,X
OZITJLS,X,O,X
OZITJSL,X,O,O
OZITSLJ,X,O,X
OZITSJL,X,O,O
OZILTJS,X,O,X
OZILTSJ,X,O,X
OZILJTS,X,O,X
OZILJST,X,X,X
OZILSTJ,X,X,X
OZILSJT,X,X,X
OZIJTLS,X,O,X
OZIJTSL,X,O,O
OZIJLTS,X,O,X
OZIJLST,X,X,X
OZIJSTL,X,X,X
OZIJSLT,X,X,X
OZISTLJ,X,X,X
OZISTJL,X,X,X
OZISLTJ,X,X,X
OZISLJT,X,X,X
OZISJTL,X,X,X
OZISJLT,X,X,X
OZLTIJS,X,O,X
OZLTISJ,O,O,X
OZLTJIS,X,O,X
OZLTJSI,X,O,X
OZLTSIJ,O,O,X
OZLTSJI,O,O,X
OZLITJS,X,O,X
OZLITSJ,X,O,X
OZLIJTS,X,O,X
OZLIJST,X,X,X
OZLISTJ,X,X,X
OZLISJT,X,X,X
OZLJTIS,X,O,X
OZLJTSI,X,O,X
OZLJITS,X,O,X
OZLJIST,X,X,X
OZLJSTI,X,O,X
OZLJSIT,X,X,X
OZLSTIJ,O,O,X
OZLSTJI,O,O,X
OZLSITJ,X,X,X
OZLSIJT,X,X,X
OZLSJTI,O,O,X
OZLSJIT,X,X,X
OZJTILS,X,O,X
OZJTISL,X,O,O
OZJTLIS,X,O,X
OZJTLSI,X,O,X
OZJTSIL,X,O,O
OZJTSLI,X,O,X
OZJITLS,X,O,X
OZJITSL,X,O,O
OZJILTS,X,O,X
OZJILST,X,X,X
OZJISTL,X,X,X
OZJISLT,X,X,X
OZJLTIS,X,O,X
OZJLTSI,X,O,X
OZJLITS,X,O,X
OZJLIST,X,X,X
OZJLSTI,X,O,X
OZJLSIT,X,X,X
OZJSTIL,X,O,X
OZJSTLI,X,O,X
OZJSITL,X,X,X
OZJSILT,X,X,X
OZJSLTI,X,O,X
OZJSLIT,X,X,X
OZSTILJ,O,O,X
OZSTIJL,X,O,X
OZSTLIJ,O,O,X
OZSTLJI,O,O,X
OZSTJIL,X,O,X
OZSTJLI,X,O,X
OZSITLJ,X,X,X
OZSITJL,X,X,X
OZSILTJ,X,X,X
OZSILJT,X,X,X
OZSIJTL,X,X,X
OZSIJLT,X,X,X
OZSLTIJ,O,O,X
OZSLTJI,O,O,X
OZSLITJ,X,X,X
OZSLIJT,X,X,X
OZSLJTI,O,O,X
OZSLJIT,X,X,X
OZSJTIL,X,O,X
OZSJTLI,X,O,X
OZSJITL,X,X,X
OZSJILT,X,X,X
OZSJLTI,X,O,X
OZSJLIT,X,X,X
