sequence,v115@ShC8EeF8BeC8JeNEJvhFUgBGhBZnBqnBTjB/rB,v115@ShC8EeF8BeC8JeOEJvhFXgBdmB5mBcoBTnBisB,v115@ShC8EeF8BeC8JeOEJvhFXgBdmBRiBcoBSsBzrB,v115@ShC8EeF8BeC8JeOEJvhFXgBdmBRiBcoBqrBTsB,v115@ShC8EeF8BeC8JeNEJvhFUgBRhBCjBTmBesBXtB,v115@ShC8EeF8BeC8JeNEJvhFUgBamBWnBxiBXoBzrB,v115@ShC8EeF8BeC8JeNEJvhFUgBZnBCjBTmBXoBGrB
LSIZOJT,O,X,X,X,X,X,X
LSIOTJZ,O,X,X,X,X,O,O
LSIOTZJ,O,X,X,X,X,O,O
LSIOJTZ,O,X,X,X,X,O,O
LSIOJZT,O,X,X,X,X,O,X
LSIOZTJ,O,X,X,X,X,O,O
LSIOZJT,O,X,X,X,X,O,X
LSJTIZO,O,O,O,O,O,O,O
LSJTIOZ,O,O,X,O,O,O,O
LSJTZIO,O,O,O,O,O,O,O
LSJTZOI,O,O,O,O,O,O,O
LSJTOIZ,O,O,X,O,O,O,O
LSJTOZI,O,O,O,O,O,O,O
LSJITZO,O,X,O,X,O,O,O
LSJITOZ,O,X,X,X,O,O,O
LSJIZTO,O,X,O,X,O,O,X
LSJIZOT,O,X,X,X,X,X,X
LSJIOTZ,O,X,X,X,O,O,O
LSJIOZT,O,X,X,X,O,X,X
LSJZTIO,O,O,O,O,O,O,X
LSJZTOI,O,O,O,O,O,O,X
LSJZITO,O,X,O,O,O,O,X
LSJZIOT,O,X,X,X,X,X,X
LSJZOTI,O,O,O,O,O,X,X
LSJZOIT,O,X,X,O,O,X,X
LSJOTIZ,O,O,X,O,O,O,O
LSJOTZI,O,O,O,O,O,O,O
LSJOITZ,O,X,X,X,O,O,O
LSJOIZT,O,X,X,X,O,O,X
LSJOZTI,O,O,O,O,O,O,X
LSJOZIT,O,X,X,O,O,O,X
LSZTIJO,O,O,O,O,O,O,O
LSZTIOJ,O,O,O,O,O,O,O
LSZTJIO,O,O,O,O,O,O,O
LSZTJOI,O,O,O,O,O,O,O
LSZTOIJ,O,O,O,O,O,O,O
LSZTOJI,O,O,O,O,O,O,O
LSZITJO,O,X,O,O,X,O,O
LSZITOJ,O,X,O,O,X,O,O
LSZIJTO,O,X,O,O,X,O,X
LSZIJOT,O,X,X,X,X,X,X
LSZIOTJ,O,X,X,X,X,X,O
LSZIOJT,O,X,X,X,X,X,X
LSZJTIO,O,O,O,O,O,O,X
LSZJTOI,O,O,O,O,O,O,X
LSZJITO,O,X,O,O,O,O,X
LSZJIOT,O,X,X,X,X,X,X
LSZJOTI,O,O,O,O,O,X,X
LSZJOIT,O,X,X,O,O,X,X
LSZOTIJ,O,O,O,O,X,O,O
LSZOTJI,O,O,O,O,X,O,O
LSZOITJ,O,X,X,O,X,O,O
LSZOIJT,O,X,X,O,X,O,X
LSZOJTI,O,O,O,O,X,O,X
LSZOJIT,O,X,X,O,X,O,X
LSOTIJZ,O,O,X,O,X,O,O
LSOTIZJ,O,O,X,O,X,O,O
LSOTJIZ,O,O,X,O,O,O,O
LSOTJZI,O,O,O,O,O,O,O
LSOTZIJ,O,O,O,O,O,O,O
LSOTZJI,O,O,O,O,O,O,O
LSOITJZ,O,X,X,X,X,O,O
LSOITZJ,O,X,X,X,X,O,O
LSOIJTZ,O,X,X,X,X,O,O
LSOIJZT,O,X,X,X,X,O,X
LSOIZTJ,O,X,X,X,X,O,O
LSOIZJT,O,X,X,X,X,O,X
LSOJTIZ,O,O,X,O,O,O,O
LSOJTZI,O,O,O,O,O,O,O
LSOJITZ,O,X,X,X,O,O,O
LSOJIZT,O,X,X,X,O,O,X
LSOJZTI,O,O,O,O,O,O,X
LSOJZIT,O,X,X,O,O,O,X
LSOZTIJ,O,O,O,O,X,O,O
LSOZTJI,O,O,O,O,X,O,O
LSOZITJ,O,X,X,O,X,O,O
LSOZIJT,O,X,X,O,X,O,X
LSOZJTI,O,O,O,O,X,O,X
LSOZJIT,O,X,X,O,X,O,X
LZTIJSO,O,O,O,O,X,X,X
LZTIJOS,O,O,O,O,X,X,X
LZTISJO,O,O,O,O,X,O,X
LZTISOJ,O,O,O,O,X,O,X
LZTIOJS,O,O,O,O,X,O,X
LZTIOSJ,O,O,O,O,X,O,X
LZTJISO,O,O,O,O,X,X,X
LZTJIOS,O,O,O,O,X,X,X
LZTJSIO,O,O,O,O,X,O,X
LZTJSOI,O,O,O,O,X,O,X
LZTJOIS,O,O,O,O,X,O,X
LZTJOSI,O,O,O,O,X,O,X
LZTSIJO,O,O,O,O,X,O,X
LZTSIOJ,O,O,O,O,X,O,X
LZTSJIO,O,O,O,O,X,O,X
LZTSJOI,O,O,O,O,X,O,X
LZTSOIJ,O,O,O,O,X,O,X
LZTSOJI,O,O,O,O,X,O,X
LZTOIJS,O,O,O,O,X,O,X
LZTOISJ,O,O,O,O,X,O,X
LZTOJIS,O,O,O,O,X,O,X
LZTOJSI,O,O,O,O,X,O,X
LZTOSIJ,O,O,O,O,X,O,X
LZTOSJI,O,O,O,O,X,O,X
LZITJSO,O,O,O,O,X,X,X
LZITJOS,O,O,O,O,X,X,X
LZITSJO,O,O,O,O,X,X,X
LZITSOJ,O,O,O,O,X,X,X
LZITOJS,O,O,O,O,X,X,X
LZITOSJ,O,O,O,O,X,X,X
LZIJTSO,X,O,O,O,X,X,X
LZIJTOS,X,O,O,O,X,X,X
LZIJSTO,X,X,O,O,X,X,X
LZIJSOT,X,X,X,X,X,X,X
LZIJOTS,X,O,O,O,X,X,X
LZIJOST,X,X,X,O,X,X,X
LZISTJO,O,X,O,O,X,X,X
LZISTOJ,O,X,O,O,X,X,X
LZISJTO,O,X,O,O,X,X,X
LZISJOT,O,X,X,X,X,X,X
LZISOTJ,O,X,X,X,X,X,X
LZISOJT,O,X,X,X,X,X,X
LZIOTJS,O,O,O,O,X,X,X
LZIOTSJ,O,O,O,O,X,X,X
LZIOJTS,X,O,O,O,X,X,X
LZIOJST,X,X,X,O,X,X,X
LZIOSTJ,O,X,X,O,X,X,X
LZIOSJT,O,X,X,O,X,X,X
LZJTISO,X,O,O,O,X,X,X
LZJTIOS,X,O,O,O,X,X,X
LZJTSIO,X,O,O,O,X,X,X
LZJTSOI,X,O,O,O,X,X,X
LZJTOIS,X,O,O,O,X,X,X
LZJTOSI,X,O,O,O,X,X,X
LZJITSO,X,O,O,O,X,X,X
LZJITOS,X,O,O,O,X,X,X
LZJISTO,X,X,O,O,X,X,X
LZJISOT,X,X,X,X,X,X,X
LZJIOTS,X,O,O,O,X,X,X
LZJIOST,X,X,X,O,X,X,X
LZJSTIO,X,O,O,O,X,X,X
LZJSTOI,X,O,O,O,X,X,X
LZJSITO,X,X,O,O,X,X,X
LZJSIOT,X,X,X,X,X,X,X
LZJSOTI,X,O,O,O,X,X,X
LZJSOIT,X,X,X,O,X,X,X
LZJOTIS,X,O,O,O,X,X,X
LZJOTSI,X,O,O,O,X,X,X
LZJOITS,X,O,O,O,X,X,X
LZJOIST,X,X,X,O,X,X,X
LZJOSTI,X,O,O,O,X,X,X
LZJOSIT,X,X,X,O,X,X,X
LZSTIJO,O,O,O,O,X,O,X
LZSTIOJ,O,O,O,O,X,O,X
LZSTJIO,O,O,O,O,X,O,X
LZSTJOI,O,O,O,O,X,O,X
LZSTOIJ,O,O,O,O,X,O,X
LZSTOJI,O,O,O,O,X,O,X
LZSITJO,O,X,O,O,X,O,X
LZSITOJ,O,X,O,O,X,O,X
LZSIJTO,O,X,O,O,X,O,X
LZSIJOT,O,X,X,X,X,X,X
LZSIOTJ,O,X,X,X,X,X,X
LZSIOJT,O,X,X,X,X,X,X
LZSJTIO,O,O,O,O,X,O,X
LZSJTOI,O,O,O,O,X,O,X
LZSJITO,O,X,O,O,X,O,X
LZSJIOT,O,X,X,X,X,X,X
LZSJOTI,O,O,O,O,X,X,X
LZSJOIT,O,X,X,O,X,X,X
LZSOTIJ,O,O,O,O,X,O,X
LZSOTJI,O,O,O,O,X,O,X
LZSOITJ,O,X,X,O,X,O,X
LZSOIJT,O,X,X,O,X,O,X
LZSOJTI,O,O,O,O,X,O,X
LZSOJIT,O,X,X,O,X,O,X
LZOTIJS,O,O,O,O,X,O,X
LZOTISJ,O,O,O,O,X,O,X
LZOTJIS,O,O,O,O,X,O,X
LZOTJSI,O,O,O,O,X,O,X
LZOTSIJ,O,O,O,O,X,O,X
LZOTSJI,O,O,O,O,X,O,X
LZOITJS,O,O,O,O,X,X,X
LZOITSJ,O,O,O,O,X,X,X
LZOIJTS,X,O,O,O,X,X,X
LZOIJST,X,X,X,O,X,X,X
LZOISTJ,O,X,X,O,X,X,X
LZOISJT,O,X,X,O,X,X,X
LZOJTIS,X,O,O,O,X,O,X
LZOJTSI,X,O,O,O,X,O,X
LZOJITS,X,O,O,O,X,O,X
LZOJIST,X,X,X,O,X,X,X
LZOJSTI,X,O,O,O,X,O,X
LZOJSIT,X,X,X,O,X,O,X
LZOSTIJ,O,O,O,O,X,O,X
LZOSTJI,O,O,O,O,X,O,X
LZOSITJ,O,X,X,O,X,O,X
LZOSIJT,O,X,X,O,X,O,X
LZOSJTI,O,O,O,O,X,O,X
LZOSJIT,O,X,X,O,X,O,X
LOTIJSZ,O,O,X,O,O,O,X
LOTIJZS,O,O,X,O,O,O,X
LOTISJZ,O,O,X,O,X,O,O
LOTISZJ,O,O,X,O,X,O,O
LOTIZJS,O,O,X,O,O,O,X
LOTIZSJ,O,O,X,O,X,O,O
LOTJISZ,O,O,X,O,O,O,X
LOTJIZS,O,O,X,O,O,O,X
LOTJSIZ,O,O,X,O,O,O,X
LOTJSZI,O,O,O,O,O,O,X
LOTJZIS,O,O,O,O,O,O,X
LOTJZSI,O,O,O,O,O,O,X
LOTSIJZ,O,O,X,O,X,O,O
LOTSIZJ,O,O,X,O,X,O,O
LOTSJIZ,O,O,X,O,O,O,O
LOTSJZI,O,O,O,O,O,O,O
LOTSZIJ,O,O,O,O,X,O,O
LOTSZJI,O,O,O,O,O,O,O
LOTZIJS,O,O,O,O,O,O,X
LOTZISJ,O,O,O,O,X,O,O
LOTZJIS,O,O,O,O,O,O,X
LOTZJSI,O,O,O,O,O,O,X
LOTZSIJ,O,O,O,O,X,O,O
LOTZSJI,O,O,O,O,O,O,O
LOITJSZ,O,O,X,O,O,O,X
LOITJZS,O,O,X,O,O,O,X
LOITSJZ,O,O,X,O,X,O,O
LOITSZJ,O,O,X,O,X,O,O
LOITZJS,O,O,X,O,O,O,X
LOITZSJ,O,O,X,O,X,O,O
LOIJTSZ,O,O,X,O,O,O,X
LOIJTZS,O,O,X,O,O,O,X
LOIJSTZ,O,X,X,X,O,O,X
LOIJSZT,O,X,X,X,O,O,X
LOIJZTS,X,O,X,O,X,O,X
LOIJZST,X,X,X,O,X,X,X
LOISTJZ,O,X,X,X,X,O,O
LOISTZJ,O,X,X,X,X,O,O
LOISJTZ,O,X,X,X,X,O,O
LOISJZT,O,X,X,X,X,O,X
LOISZTJ,O,X,X,X,X,O,O
LOISZJT,O,X,X,X,X,O,X
LOIZTJS,O,O,X,O,X,X,X
LOIZTSJ,O,O,X,O,X,X,X
LOIZJTS,X,O,X,O,X,X,X
LOIZJST,X,X,X,O,X,X,X
LOIZSTJ,O,X,X,O,X,X,X
LOIZSJT,O,X,X,O,X,X,X
LOJTISZ,O,O,X,O,O,O,X
LOJTIZS,O,O,X,O,O,O,X
LOJTSIZ,O,O,X,O,O,O,X
LOJTSZI,O,O,O,O,O,O,X
LOJTZIS,O,O,O,O,O,O,X
LOJTZSI,O,O,O,O,O,O,X
LOJITSZ,O,O,X,O,O,O,X
LOJITZS,O,O,X,O,O,O,X
LOJISTZ,O,X,X,X,O,O,X
LOJISZT,O,X,X,X,O,O,X
LOJIZTS,X,O,X,O,X,O,X
LOJIZST,X,X,X,O,X,X,X
LOJSTIZ,O,O,X,O,O,O,X
LOJSTZI,O,O,O,O,O,O,X
LOJSITZ,O,X,X,X,O,O,X
LOJSIZT,O,X,X,X,O,O,X
LOJSZTI,O,O,O,O,O,O,X
LOJSZIT,O,X,X,O,O,O,X
LOJZTIS,X,O,O,O,X,O,X
LOJZTSI,X,O,O,O,X,O,X
LOJZITS,X,O,O,O,X,O,X
LOJZIST,X,X,X,O,X,X,X
LOJZSTI,X,O,O,O,X,O,X
LOJZSIT,X,X,X,O,X,O,X
LOSTIJZ,O,O,X,O,X,O,O
LOSTIZJ,O,O,X,O,X,O,O
LOSTJIZ,O,O,X,O,O,O,O
LOSTJZI,O,O,O,O,O,O,O
LOSTZIJ,O,O,O,O,X,O,O
LOSTZJI,O,O,O,O,O,O,O
LOSITJZ,O,X,X,X,X,O,O
LOSITZJ,O,X,X,X,X,O,O
LOSIJTZ,O,X,X,X,X,O,O
LOSIJZT,O,X,X,X,X,O,X
LOSIZTJ,O,X,X,X,X,O,O
LOSIZJT,O,X,X,X,X,O,X
LOSJTIZ,O,O,X,O,O,O,O
LOSJTZI,O,O,O,O,O,O,O
LOSJITZ,O,X,X,X,O,O,O
LOSJIZT,O,X,X,X,O,O,X
LOSJZTI,O,O,O,O,O,O,X
LOSJZIT,O,X,X,O,O,O,X
LOSZTIJ,O,O,O,O,X,O,O
LOSZTJI,O,O,O,O,X,O,O
LOSZITJ,O,X,X,O,X,O,O
LOSZIJT,O,X,X,O,X,O,X
LOSZJTI,O,O,O,O,X,O,X
LOSZJIT,O,X,X,O,X,O,X
LOZTIJS,O,O,O,O,X,O,X
LOZTISJ,O,O,O,O,X,O,X
LOZTJIS,O,O,O,O,X,O,X
LOZTJSI,O,O,O,O,X,O,X
LOZTSIJ,O,O,O,O,X,O,X
LOZTSJI,O,O,O,O,X,O,X
LOZITJS,O,O,O,O,X,X,X
LOZITSJ,O,O,O,O,X,X,X
LOZIJTS,X,O,O,O,X,X,X
LOZIJST,X,X,X,O,X,X,X
LOZISTJ,O,X,X,O,X,X,X
LOZISJT,O,X,X,O,X,X,X
LOZJTIS,X,O,O,O,X,O,X
LOZJTSI,X,O,O,O,X,O,X
LOZJITS,X,O,O,O,X,O,X
LOZJIST,X,X,X,O,X,X,X
LOZJSTI,X,O,O,O,X,O,X
LOZJSIT,X,X,X,O,X,O,X
LOZSTIJ,O,O,O,O,X,O,X
LOZSTJI,O,O,O,O,X,O,X
LOZSITJ,O,X,X,O,X,O,X
LOZSIJT,O,X,X,O,X,O,X
LOZSJTI,O,O,O,O,X,O,X
LOZSJIT,O,X,X,O,X,O,X
JTILSZO,O,O,O,O,O,X,X
JTILSOZ,O,O,X,O,O,X,X
JTILZSO,O,O,O,O,O,X,X
JTILZOS,O,O,O,O,X,X,X
JTILOSZ,O,O,X,O,X,X,X
JTILOZS,O,O,X,O,X,X,X
JTISLZO,O,O,O,O,O,X,O
JTISLOZ,O,O,X,O,O,X,O
JTISZLO,O,O,O,O,O,X,O
JTISZOL,O,O,O,O,O,X,O
JTISOLZ,O,O,X,X,O,X,O
JTISOZL,O,O,X,X,O,X,O
JTIZLSO,O,O,O,O,O,X,X
JTIZLOS,O,O,O,O,X,X,X
JTIZSLO,O,O,O,O,O,X,O
JTIZSOL,O,O,O,O,O,X,O
JTIZOLS,X,O,X,X,O,X,X
JTIZOSL,X,O,O,O,O,X,O
JTIOLSZ,X,O,X,X,O,X,X
JTIOLZS,X,O,X,X,O,X,X
JTIOSLZ,X,O,X,X,O,X,O
JTIOSZL,X,O,X,X,O,X,O
JTIOZLS,X,O,X,X,O,X,X
JTIOZSL,X,O,X,X,O,X,O
JTLISZO,O,O,O,O,O,X,X
JTLISOZ,O,O,X,O,O,X,X
JTLIZSO,O,O,O,O,O,X,X
JTLIZOS,O,O,O,O,X,X,X
JTLIOSZ,O,O,X,O,X,X,X
JTLIOZS,O,O,X,O,X,X,X
JTLSIZO,O,O,O,O,O,O,X
JTLSIOZ,O,O,X,O,O,O,X
JTLSZIO,O,O,O,O,O,O,X
JTLSZOI,O,O,O,O,O,O,X
JTLSOIZ,O,O,X,O,O,O,X
JTLSOZI,O,O,O,O,O,O,X
JTLZISO,O,O,O,O,O,X,X
JTLZIOS,O,O,O,O,X,X,X
JTLZSIO,O,O,O,O,O,O,X
JTLZSOI,O,O,O,O,O,O,X
JTLZOIS,O,O,O,O,O,O,X
JTLZOSI,O,O,O,O,O,O,X
JTLOISZ,O,O,X,O,O,O,X
JTLOIZS,O,O,X,O,O,O,X
JTLOSIZ,O,O,X,O,O,O,X
JTLOSZI,O,O,O,O,O,O,X
JTLOZIS,O,O,O,O,O,O,X
JTLOZSI,O,O,O,O,O,O,X
JTSILZO,O,O,O,O,O,O,O
JTSILOZ,O,O,X,O,O,O,O
JTSIZLO,O,O,O,O,O,O,O
JTSIZOL,O,O,O,O,O,O,O
JTSIOLZ,O,O,X,X,O,O,O
JTSIOZL,O,O,X,X,O,O,O
JTSLIZO,O,O,O,O,O,O,O
JTSLIOZ,O,O,X,O,O,O,O
JTSLZIO,O,O,O,O,O,O,O
JTSLZOI,O,O,O,O,O,O,O
JTSLOIZ,O,O,X,O,O,O,O
JTSLOZI,O,O,O,O,O,O,O
JTSZILO,O,O,O,O,O,O,O
JTSZIOL,O,O,O,O,O,O,O
JTSZLIO,O,O,O,O,O,O,O
JTSZLOI,O,O,O,O,O,O,O
JTSZOIL,O,O,O,O,O,O,O
JTSZOLI,O,O,O,O,O,O,O
JTSOILZ,O,O,X,X,O,O,O
JTSOIZL,O,O,X,X,O,O,O
JTSOLIZ,O,O,X,O,O,O,O
JTSOLZI,O,O,O,O,O,O,O
JTSOZIL,O,O,O,O,O,O,O
JTSOZLI,O,O,O,O,O,O,O
JTZILSO,O,O,O,O,O,X,X
JTZILOS,O,O,O,O,X,X,X
JTZISLO,O,O,O,O,O,X,O
JTZISOL,O,O,O,O,O,X,O
JTZIOLS,X,O,X,X,O,X,X
JTZIOSL,X,O,O,O,O,X,O
JTZLISO,O,O,O,O,O,X,X
JTZLIOS,O,O,O,O,X,X,X
JTZLSIO,O,O,O,O,O,O,X
JTZLSOI,O,O,O,O,O,O,X
JTZLOIS,O,O,O,O,O,O,X
JTZLOSI,O,O,O,O,O,O,X
JTZSILO,O,O,O,O,O,O,O
JTZSIOL,O,O,O,O,O,O,O
JTZSLIO,O,O,O,O,O,O,O
JTZSLOI,O,O,O,O,O,O,O
JTZSOIL,O,O,O,O,O,O,O
JTZSOLI,O,O,O,O,O,O,O
JTZOILS,X,O,X,X,O,O,X
JTZOISL,X,O,O,O,O,O,O
JTZOLIS,O,O,O,O,O,O,X
JTZOLSI,O,O,O,O,O,O,X
JTZOSIL,O,O,O,O,O,O,O
JTZOSLI,O,O,O,O,O,O,O
JTOILSZ,X,O,X,X,O,O,X
JTOILZS,X,O,X,X,O,O,X
JTOISLZ,X,O,X,X,O,O,O
JTOISZL,X,O,X,X,O,O,O
JTOIZLS,X,O,X,X,O,O,X
JTOIZSL,X,O,X,X,O,O,O
JTOLISZ,O,O,X,O,O,O,X
JTOLIZS,O,O,X,O,O,O,X
JTOLSIZ,O,O,X,O,O,O,X
JTOLSZI,O,O,O,O,O,O,X
JTOLZIS,O,O,O,O,O,O,X
JTOLZSI,O,O,O,O,O,O,X
JTOSILZ,O,O,X,X,O,O,O
JTOSIZL,O,O,X,X,O,O,O
JTOSLIZ,O,O,X,O,O,O,O
JTOSLZI,O,O,O,O,O,O,O
JTOSZIL,O,O,O,O,O,O,O
JTOSZLI,O,O,O,O,O,O,O
JTOZILS,X,O,X,X,O,O,X
JTOZISL,X,O,O,O,O,O,O
JTOZLIS,O,O,O,O,O,O,X
JTOZLSI,O,O,O,O,O,O,X
JTOZSIL,O,O,O,O,O,O,O
JTOZSLI,O,O,O,O,O,O,O
JITLSZO,O,O,O,O,O,X,X
JITLSOZ,O,O,X,O,O,X,X
JITLZSO,O,O,O,O,O,X,X
JITLZOS,O,O,O,O,X,X,X
JITLOSZ,O,O,X,O,X,X,X
JITLOZS,O,O,X,O,X,X,X
JITSLZO,O,O,O,O,O,X,O
JITSLOZ,O,O,X,O,O,X,O
JITSZLO,O,O,O,O,O,X,O
JITSZOL,O,O,O,O,O,X,O
JITSOLZ,O,O,X,X,O,X,O
JITSOZL,O,O,X,X,O,X,O
JITZLSO,O,O,O,O,O,X,X
JITZLOS,O,O,O,O,X,X,X
JITZSLO,O,O,O,O,O,X,O
JITZSOL,O,O,O,O,O,X,O
JITZOLS,X,O,X,X,O,X,X
JITZOSL,X,O,O,O,O,X,O
JITOLSZ,X,O,X,X,O,X,X
JITOLZS,X,O,X,X,O,X,X
JITOSLZ,X,O,X,X,O,X,O
JITOSZL,X,O,X,X,O,X,O
JITOZLS,X,O,X,X,O,X,X
JITOZSL,X,O,X,X,O,X,O
JILTSZO,O,O,O,O,O,X,X
JILTSOZ,O,O,X,O,O,X,X
JILTZSO,O,O,O,O,O,X,X
JILTZOS,O,O,O,O,X,X,X
JILTOSZ,O,O,X,O,X,X,X
JILTOZS,O,O,X,O,X,X,X
JILSTZO,O,X,O,X,O,X,X
JILSTOZ,O,X,X,X,O,X,X
JILSZTO,O,X,O,X,O,X,X
JILSZOT,O,X,X,X,X,X,X
JILSOTZ,O,X,X,X,O,X,X
JILSOZT,O,X,X,X,X,X,X
JILZTSO,X,O,O,O,X,X,X
JILZTOS,X,O,O,O,X,X,X
JILZSTO,X,X,O,O,X,X,X
JILZSOT,X,X,X,X,X,X,X
JILZOTS,X,O,O,O,X,X,X
JILZOST,X,X,X,O,X,X,X
JILOTSZ,O,O,X,O,X,X,X
JILOTZS,O,O,X,O,X,X,X
JILOSTZ,O,X,X,X,X,X,X
JILOSZT,O,X,X,X,X,X,X
JILOZTS,X,O,X,O,X,X,X
JILOZST,X,X,X,O,X,X,X
JISTLZO,O,O,O,O,O,X,O
JISTLOZ,O,O,X,O,O,X,O
JISTZLO,O,O,O,O,O,X,O
JISTZOL,O,O,O,O,O,X,O
JISTOLZ,O,O,X,X,O,X,O
JISTOZL,O,O,X,X,O,X,O
JISLTZO,O,X,O,X,O,X,O
JISLTOZ,O,X,X,X,O,X,O
JISLZTO,O,X,O,X,O,X,X
JISLZOT,O,X,X,X,X,X,X
JISLOTZ,O,X,X,X,O,X,O
JISLOZT,O,X,X,X,O,X,X
JISZTLO,O,O,O,O,O,X,X
JISZTOL,O,O,O,O,O,X,X
JISZLTO,O,X,O,X,O,X,X
JISZLOT,O,X,X,X,X,X,X
JISZOTL,X,O,X,X,X,X,X
JISZOLT,X,X,X,X,X,X,X
JISOTLZ,O,O,X,X,O,X,O
JISOTZL,O,O,X,X,O,X,O
JISOLTZ,O,X,X,X,O,X,O
JISOLZT,O,X,X,X,O,X,X
JISOZTL,X,O,X,X,O,X,X
JISOZLT,X,X,X,X,O,X,X
JIZTLSO,X,O,O,O,O,X,X
JIZTLOS,X,O,O,O,X,X,X
JIZTSLO,X,O,O,O,O,X,X
JIZTSOL,X,O,O,O,O,X,X
JIZTOLS,X,O,X,X,X,X,X
JIZTOSL,X,O,O,O,O,X,X
JIZLTSO,X,O,O,O,X,X,X
JIZLTOS,X,O,O,O,X,X,X
JIZLSTO,X,X,O,O,X,X,X
JIZLSOT,X,X,X,X,X,X,X
JIZLOTS,X,O,O,O,X,X,X
JIZLOST,X,X,X,O,X,X,X
JIZSTLO,X,O,O,O,O,X,X
JIZSTOL,X,O,O,O,O,X,X
JIZSLTO,X,X,O,O,O,X,X
JIZSLOT,X,X,X,X,X,X,X
JIZSOTL,X,O,X,X,X,X,X
JIZSOLT,X,X,X,X,X,X,X
JIZOTLS,X,O,X,X,X,X,X
JIZOTSL,X,O,O,O,X,X,X
JIZOLTS,X,O,O,O,X,X,X
JIZOLST,X,X,X,O,X,X,X
JIZOSTL,X,O,X,X,X,X,X
JIZOSLT,X,X,X,X,X,X,X
JIOTLSZ,X,O,X,X,O,X,X
JIOTLZS,X,O,X,X,O,X,X
JIOTSLZ,X,O,X,X,O,X,O
JIOTSZL,X,O,X,X,O,X,O
JIOTZLS,X,O,X,X,O,X,X
JIOTZSL,X,O,X,X,O,X,O
JIOLTSZ,X,O,X,O,O,X,X
JIOLTZS,X,O,X,O,O,X,X
JIOLSTZ,X,X,X,X,O,X,X
JIOLSZT,X,X,X,X,O,X,X
JIOLZTS,X,O,X,O,X,X,X
JIOLZST,X,X,X,O,X,X,X
JIOSTLZ,X,O,X,X,O,X,O
JIOSTZL,X,O,X,X,O,X,O
JIOSLTZ,X,X,X,X,O,X,O
JIOSLZT,X,X,X,X,O,X,X
JIOSZTL,X,O,X,X,O,X,X
JIOSZLT,X,X,X,X,O,X,X
JIOZTLS,X,O,X,X,O,X,X
JIOZTSL,X,O,X,X,O,X,X
JIOZLTS,X,O,X,O,X,X,X
JIOZLST,X,X,X,O,X,X,X
JIOZSTL,X,O,X,X,O,X,X
JIOZSLT,X,X,X,X,O,X,X
JLTISZO,O,O,O,O,O,X,X
JLTISOZ,O,O,X,O,O,X,X
JLTIZSO,O,O,O,O,O,X,X
JLTIZOS,O,O,O,O,X,X,X
JLTIOSZ,O,O,X,O,X,X,X
JLTIOZS,O,O,X,O,X,X,X
JLTSIZO,O,O,O,O,O,O,X
JLTSIOZ,O,O,X,O,O,O,X
JLTSZIO,O,O,O,O,O,O,X
JLTSZOI,O,O,O,O,O,O,X
JLTSOIZ,O,O,X,O,O,O,X
JLTSOZI,O,O,O,O,O,O,X
JLTZISO,O,O,O,O,O,X,X
JLTZIOS,O,O,O,O,X,X,X
JLTZSIO,O,O,O,O,O,O,X
JLTZSOI,O,O,O,O,O,O,X
JLTZOIS,O,O,O,O,O,O,X
JLTZOSI,O,O,O,O,O,O,X
JLTOISZ,O,O,X,O,O,O,X
JLTOIZS,O,O,X,O,O,O,X
JLTOSIZ,O,O,X,O,O,O,X
JLTOSZI,O,O,O,O,O,O,X
JLTOZIS,O,O,O,O,O,O,X
JLTOZSI,O,O,O,O,O,O,X
JLITSZO,O,O,O,O,O,X,X
JLITSOZ,O,O,X,O,O,X,X
JLITZSO,O,O,O,O,O,X,X
JLITZOS,O,O,O,O,X,X,X
JLITOSZ,O,O,X,O,X,X,X
JLITOZS,O,O,X,O,X,X,X
JLISTZO,O,X,O,X,O,X,X
JLISTOZ,O,X,X,X,O,X,X
JLISZTO,O,X,O,X,O,X,X
JLISZOT,O,X,X,X,X,X,X
JLISOTZ,O,X,X,X,O,X,X
JLISOZT,O,X,X,X,X,X,X
JLIZTSO,X,O,O,O,X,X,X
JLIZTOS,X,O,O,O,X,X,X
JLIZSTO,X,X,O,O,X,X,X
JLIZSOT,X,X,X,X,X,X,X
JLIZOTS,X,O,O,O,X,X,X
JLIZOST,X,X,X,O,X,X,X
JLIOTSZ,O,O,X,O,X,X,X
JLIOTZS,O,O,X,O,X,X,X
JLIOSTZ,O,X,X,X,X,X,X
JLIOSZT,O,X,X,X,X,X,X
JLIOZTS,X,O,X,O,X,X,X
JLIOZST,X,X,X,O,X,X,X
JLSTIZO,O,O,O,O,O,O,X
JLSTIOZ,O,O,X,O,O,O,X
JLSTZIO,O,O,O,O,O,O,X
JLSTZOI,O,O,O,O,O,O,X
JLSTOIZ,O,O,X,O,O,O,X
JLSTOZI,O,O,O,O,O,O,X
JLSITZO,O,X,O,X,O,O,X
JLSITOZ,O,X,X,X,O,O,X
JLSIZTO,O,X,O,X,O,O,X
JLSIZOT,O,X,X,X,X,X,X
JLSIOTZ,O,X,X,X,O,O,X
JLSIOZT,O,X,X,X,O,X,X
JLSZTIO,O,O,O,O,O,O,X
JLSZTOI,O,O,O,O,O,O,X
JLSZITO,O,X,O,O,O,O,X
JLSZIOT,O,X,X,X,X,X,X
JLSZOTI,O,O,O,O,O,X,X
JLSZOIT,O,X,X,O,O,X,X
