sequence,v115@KhA8FeE8EeE8DeA8Je2EJvhFRgBXjBlmBctBTsBCsB,v115@KhA8FeE8EeE8DeA8Je2EJvhFRgB3hBlnBctBzrBCtB,v115@KhA8FeE8EeE8DeA8Je2EJvhFRgBTjBlmBcsBXtBCsB,v115@KhA8FeE8EeE8DeA8Je2EJvhFRgBFiBTjB6rBcsBXtB,v115@KhA8FeE8EeE8DeA8Je2EJvhFRgB3hBCjB8rBToB1xB,v115@KhA8FeE8EeE8DeA8Je2EJvhFRgBlmBcsBToBCsBXtB,v115@KhA8FeE8EeE8DeA8JeT/IvhFigBxiBlmB3nBctBWxB,v115@KhA8FeE8EeE8DeA8Je2EJvhFRgBfoB6oBlmB0sBzrB
ZLIJTOS,X,X,X,O,X,O,X,X
ZLIJSTO,O,X,O,O,X,X,X,O
ZLIJSOT,O,X,O,O,X,X,X,O
ZLIJOTS,O,O,X,O,X,O,X,X
ZLIJOST,O,O,X,O,X,X,X,X
ZLISTJO,O,X,O,O,X,X,O,O
ZLISTOJ,X,X,O,O,X,X,O,O
ZLISJTO,O,X,O,O,X,X,X,O
ZLISJOT,O,X,O,O,X,X,X,O
ZLISOTJ,O,X,O,O,X,X,O,O
ZLISOJT,O,X,O,O,X,X,X,O
ZLIOTJS,O,O,X,O,X,O,X,X
ZLIOTSJ,O,O,X,O,X,X,O,X
ZLIOJTS,O,O,X,O,X,O,X,X
ZLIOJST,O,O,X,O,X,X,X,X
ZLIOSTJ,O,O,X,O,X,X,O,X
ZLIOSJT,O,O,X,O,X,X,X,X
ZLJTISO,O,X,O,O,X,X,X,O
ZLJTIOS,X,X,X,O,X,O,X,X
ZLJTSIO,O,X,O,O,X,X,O,O
ZLJTSOI,O,X,O,O,X,X,O,O
ZLJTOIS,X,X,X,O,X,O,X,X
ZLJTOSI,X,X,X,O,X,O,O,X
ZLJITSO,O,X,O,O,X,X,X,O
ZLJITOS,X,X,X,O,X,O,X,X
ZLJISTO,O,X,O,O,X,X,X,O
ZLJISOT,O,X,O,O,X,X,X,O
ZLJIOTS,O,O,X,O,X,O,X,X
ZLJIOST,O,O,X,O,X,X,X,X
ZLJSTIO,O,X,O,O,X,X,O,O
ZLJSTOI,O,X,O,O,X,X,O,O
ZLJSITO,O,X,O,O,X,X,X,O
ZLJSIOT,O,X,O,O,X,X,X,O
ZLJSOTI,O,X,O,O,X,X,O,O
ZLJSOIT,O,X,O,O,X,X,X,O
ZLJOTIS,O,O,X,O,X,O,X,X
ZLJOTSI,O,O,X,O,X,O,O,X
ZLJOITS,O,O,X,O,X,O,X,X
ZLJOIST,O,O,X,O,X,X,X,X
ZLJOSTI,O,O,X,O,X,X,O,X
ZLJOSIT,O,O,X,O,X,X,X,X
ZLSTIJO,O,X,O,O,X,X,O,O
ZLSTIOJ,X,X,O,O,X,X,O,O
ZLSTJIO,O,X,O,O,X,X,O,O
ZLSTJOI,O,X,O,O,X,X,O,O
ZLSTOIJ,X,X,O,O,X,X,O,O
ZLSTOJI,X,X,O,O,X,X,O,O
ZLSITJO,O,X,O,O,X,X,O,O
ZLSITOJ,X,X,O,O,X,X,O,O
ZLSIJTO,O,X,O,O,X,X,X,O
ZLSIJOT,O,X,O,O,X,X,X,O
ZLSIOTJ,O,X,O,O,X,X,O,O
ZLSIOJT,O,X,O,O,X,X,X,O
ZLSJTIO,O,X,O,O,X,X,O,O
ZLSJTOI,O,X,O,O,X,X,O,O
ZLSJITO,O,X,O,O,X,X,X,O
ZLSJIOT,O,X,O,O,X,X,X,O
ZLSJOTI,O,X,O,O,X,X,O,O
ZLSJOIT,O,X,O,O,X,X,X,O
ZLSOTIJ,O,X,O,O,X,X,O,O
ZLSOTJI,O,X,O,O,X,X,O,O
ZLSOITJ,O,X,O,O,X,X,O,O
ZLSOIJT,O,X,O,O,X,X,X,O
ZLSOJTI,O,X,O,O,X,X,O,O
ZLSOJIT,O,X,O,O,X,X,X,O
ZLOTIJS,O,O,X,O,X,O,X,X
ZLOTISJ,O,O,X,O,X,X,O,X
ZLOTJIS,O,O,X,O,X,O,X,X
ZLOTJSI,O,O,X,O,X,O,O,X
ZLOTSIJ,O,O,X,O,X,X,O,X
ZLOTSJI,O,O,X,O,X,X,O,X
ZLOITJS,O,O,X,O,X,O,X,X
ZLOITSJ,O,O,X,O,X,X,O,X
ZLOIJTS,O,O,X,O,X,O,X,X
ZLOIJST,O,O,X,O,X,X,X,X
ZLOISTJ,O,O,X,O,X,X,O,X
ZLOISJT,O,O,X,O,X,X,X,X
ZLOJTIS,O,O,X,O,X,O,X,X
ZLOJTSI,O,O,X,O,X,O,O,X
ZLOJITS,O,O,X,O,X,O,X,X
ZLOJIST,O,O,X,O,X,X,X,X
ZLOJSTI,O,O,X,O,X,X,O,X
ZLOJSIT,O,O,X,O,X,X,X,X
ZLOSTIJ,O,O,X,O,X,X,O,X
ZLOSTJI,O,O,X,O,X,X,O,X
ZLOSITJ,O,O,X,O,X,X,O,X
ZLOSIJT,O,O,X,O,X,X,X,X
ZLOSJTI,O,O,X,O,X,X,O,X
ZLOSJIT,O,O,X,O,X,X,X,X
ZJTILSO,O,X,O,O,O,X,X,O
ZJTILOS,X,X,X,X,O,O,X,X
ZJTISLO,O,X,O,O,O,X,X,O
ZJTISOL,O,X,O,O,O,O,X,O
ZJTIOLS,O,O,X,X,O,O,X,X
ZJTIOSL,O,O,O,O,O,O,X,O
ZJTLISO,O,X,O,O,O,X,X,O
ZJTLIOS,X,X,X,O,O,O,X,X
ZJTLSIO,O,X,O,O,O,X,O,O
ZJTLSOI,O,X,O,O,O,X,O,O
ZJTLOIS,X,X,X,O,O,O,X,X
ZJTLOSI,X,X,X,O,O,O,O,X
ZJTSILO,O,X,O,O,O,X,O,O
ZJTSIOL,O,X,O,O,O,O,O,O
ZJTSLIO,O,X,O,O,O,X,O,O
ZJTSLOI,O,X,O,O,O,X,O,O
ZJTSOIL,O,X,O,O,O,O,O,O
ZJTSOLI,O,X,O,O,O,O,O,O
ZJTOILS,O,O,X,X,O,O,X,X
ZJTOISL,O,O,O,O,O,O,X,O
ZJTOLIS,O,O,X,X,O,O,X,X
ZJTOLSI,O,O,X,X,O,O,O,X
ZJTOSIL,O,O,O,O,O,O,O,O
ZJTOSLI,O,O,O,O,O,O,O,O
ZJITLSO,O,X,O,O,O,X,X,O
ZJITLOS,X,X,X,X,O,O,X,X
ZJITSLO,O,X,O,O,O,X,X,O
ZJITSOL,O,X,O,O,O,O,X,O
ZJITOLS,O,O,X,X,O,O,X,X
ZJITOSL,O,O,O,O,O,O,X,O
ZJILTSO,O,X,O,O,X,X,X,O
ZJILTOS,X,X,X,O,X,O,X,X
ZJILSTO,O,X,O,O,X,X,X,O
ZJILSOT,O,X,O,O,X,X,X,O
ZJILOTS,O,O,X,O,X,O,X,X
ZJILOST,O,O,X,O,X,X,X,X
ZJISTLO,O,X,O,O,X,X,O,O
ZJISTOL,O,X,O,O,X,O,O,O
ZJISLTO,O,X,O,O,X,X,X,O
ZJISLOT,O,X,O,O,X,X,X,O
ZJISOTL,O,O,O,O,X,O,O,O
ZJISOLT,O,O,O,O,X,X,X,O
ZJIOTLS,O,O,X,X,O,O,X,X
ZJIOTSL,O,O,O,O,O,O,X,O
ZJIOLTS,O,O,X,X,O,O,X,X
ZJIOLST,O,O,X,X,X,X,X,X
ZJIOSTL,O,O,O,O,X,O,O,O
ZJIOSLT,O,O,O,O,X,X,X,O
ZJLTISO,O,X,O,O,X,X,X,O
ZJLTIOS,X,X,X,O,X,O,X,X
ZJLTSIO,O,X,O,O,X,X,O,O
ZJLTSOI,O,X,O,O,X,X,O,O
ZJLTOIS,X,X,X,O,X,O,X,X
ZJLTOSI,X,X,X,O,X,O,O,X
ZJLITSO,O,X,O,O,X,X,X,O
ZJLITOS,X,X,X,O,X,O,X,X
ZJLISTO,O,X,O,O,X,X,X,O
ZJLISOT,O,X,O,O,X,X,X,O
ZJLIOTS,O,O,X,O,X,O,X,X
ZJLIOST,O,O,X,O,X,X,X,X
ZJLSTIO,O,X,O,O,X,X,O,O
ZJLSTOI,O,X,O,O,X,X,O,O
ZJLSITO,O,X,O,O,X,X,X,O
ZJLSIOT,O,X,O,O,X,X,X,O
ZJLSOTI,O,X,O,O,X,X,O,O
ZJLSOIT,O,X,O,O,X,X,X,O
ZJLOTIS,O,O,X,O,X,O,X,X
ZJLOTSI,O,O,X,O,X,O,O,X
ZJLOITS,O,O,X,O,X,O,X,X
ZJLOIST,O,O,X,O,X,X,X,X
ZJLOSTI,O,O,X,O,X,X,O,X
ZJLOSIT,O,O,X,O,X,X,X,X
ZJSTILO,O,X,O,O,X,X,O,O
ZJSTIOL,O,X,O,O,X,O,O,O
ZJSTLIO,O,X,O,O,X,X,O,O
ZJSTLOI,O,X,O,O,X,X,O,O
ZJSTOIL,O,X,O,O,X,O,O,O
ZJSTOLI,O,X,O,O,X,O,O,O
ZJSITLO,O,X,O,O,X,X,O,O
ZJSITOL,O,X,O,O,X,O,O,O
ZJSILTO,O,X,O,O,X,X,X,O
ZJSILOT,O,X,O,O,X,X,X,O
ZJSIOTL,O,O,O,O,X,O,O,O
ZJSIOLT,O,O,O,O,X,X,X,O
ZJSLTIO,O,X,O,O,X,X,O,O
ZJSLTOI,O,X,O,O,X,X,O,O
ZJSLITO,O,X,O,O,X,X,X,O
ZJSLIOT,O,X,O,O,X,X,X,O
ZJSLOTI,O,X,O,O,X,X,O,O
ZJSLOIT,O,X,O,O,X,X,X,O
ZJSOTIL,O,O,O,O,X,O,O,O
ZJSOTLI,O,O,O,O,X,O,O,O
ZJSOITL,O,O,O,O,X,O,O,O
ZJSOILT,O,O,O,O,X,X,X,O
ZJSOLTI,O,O,O,O,X,X,O,O
ZJSOLIT,O,O,O,O,X,X,X,O
ZJOTILS,O,O,X,X,O,O,X,X
ZJOTISL,O,O,O,O,O,O,X,O
ZJOTLIS,O,O,X,X,O,O,X,X
ZJOTLSI,O,O,X,X,O,O,O,X
ZJOTSIL,O,O,O,O,O,O,O,O
ZJOTSLI,O,O,O,O,O,O,O,O
ZJOITLS,O,O,X,X,O,O,X,X
ZJOITSL,O,O,O,O,O,O,X,O
ZJOILTS,O,O,X,X,O,O,X,X
ZJOILST,O,O,X,X,X,X,X,X
ZJOISTL,O,O,O,O,X,O,O,O
ZJOISLT,O,O,O,O,X,X,X,O
ZJOLTIS,O,O,X,O,O,O,X,X
ZJOLTSI,O,O,X,O,O,O,O,X
ZJOLITS,O,O,X,O,O,O,X,X
ZJOLIST,O,O,X,O,X,X,X,X
ZJOLSTI,O,O,X,O,X,X,O,X
ZJOLSIT,O,O,X,O,X,X,X,X
ZJOSTIL,O,O,O,O,X,O,O,O
ZJOSTLI,O,O,O,O,X,O,O,O
ZJOSITL,O,O,O,O,X,O,O,O
ZJOSILT,O,O,O,O,X,X,X,O
ZJOSLTI,O,O,O,O,X,X,O,O
ZJOSLIT,O,O,O,O,X,X,X,O
ZSTILJO,O,X,O,O,X,X,O,O
ZSTILOJ,X,X,O,O,X,X,O,O
ZSTIJLO,O,X,O,O,X,X,O,O
ZSTIJOL,O,X,O,O,X,O,O,O
ZSTIOLJ,O,X,O,O,X,X,O,O
ZSTIOJL,O,X,O,O,X,O,O,O
ZSTLIJO,O,X,O,O,X,X,O,O
ZSTLIOJ,X,X,O,O,X,X,O,O
ZSTLJIO,O,X,O,O,X,X,O,O
ZSTLJOI,O,X,O,O,X,X,O,O
ZSTLOIJ,X,X,O,O,X,X,O,O
ZSTLOJI,X,X,O,O,X,X,O,O
ZSTJILO,O,X,O,O,X,X,O,O
ZSTJIOL,O,X,O,O,X,O,O,O
ZSTJLIO,O,X,O,O,X,X,O,O
ZSTJLOI,O,X,O,O,X,X,O,O
ZSTJOIL,O,X,O,O,X,O,O,O
ZSTJOLI,O,X,O,O,X,O,O,O
ZSTOILJ,O,X,O,O,X,X,O,O
ZSTOIJL,O,X,O,O,X,O,O,O
ZSTOLIJ,O,X,O,O,X,X,O,O
ZSTOLJI,O,X,O,O,X,X,O,O
ZSTOJIL,O,X,O,O,X,O,O,O
ZSTOJLI,O,X,O,O,X,O,O,O
ZSITLJO,O,X,O,O,X,X,O,O
ZSITLOJ,X,X,O,O,X,X,O,O
ZSITJLO,O,X,O,O,X,X,O,O
ZSITJOL,O,X,O,O,X,O,O,O
ZSITOLJ,O,X,O,O,X,X,O,O
ZSITOJL,O,X,O,O,X,O,O,O
ZSILTJO,O,X,O,O,X,X,O,O
ZSILTOJ,X,X,O,O,X,X,O,O
ZSILJTO,O,X,O,O,X,X,X,O
ZSILJOT,O,X,O,O,X,X,X,O
ZSILOTJ,O,X,O,O,X,X,O,O
ZSILOJT,O,X,O,O,X,X,X,O
ZSIJTLO,O,X,O,O,X,X,O,O
ZSIJTOL,O,X,O,O,X,O,O,O
ZSIJLTO,O,X,O,O,X,X,X,O
ZSIJLOT,O,X,O,O,X,X,X,O
ZSIJOTL,O,O,O,O,X,O,O,O
ZSIJOLT,O,O,O,O,X,X,X,O
ZSIOTLJ,O,O,O,O,X,X,O,O
ZSIOTJL,O,O,O,O,X,O,O,O
ZSIOLTJ,O,O,O,O,X,X,O,O
ZSIOLJT,O,O,O,O,X,X,X,O
ZSIOJTL,O,O,O,O,X,O,O,O
ZSIOJLT,O,O,O,O,X,X,X,O
ZSLTIJO,O,X,O,O,X,X,O,O
ZSLTIOJ,X,X,O,O,X,X,O,O
ZSLTJIO,O,X,O,O,X,X,O,O
ZSLTJOI,O,X,O,O,X,X,O,O
ZSLTOIJ,X,X,O,O,X,X,O,O
ZSLTOJI,X,X,O,O,X,X,O,O
ZSLITJO,O,X,O,O,X,X,O,O
ZSLITOJ,X,X,O,O,X,X,O,O
ZSLIJTO,O,X,O,O,X,X,X,O
ZSLIJOT,O,X,O,O,X,X,X,O
ZSLIOTJ,O,X,O,O,X,X,O,O
ZSLIOJT,O,X,O,O,X,X,X,O
ZSLJTIO,O,X,O,O,X,X,O,O
ZSLJTOI,O,X,O,O,X,X,O,O
ZSLJITO,O,X,O,O,X,X,X,O
ZSLJIOT,O,X,O,O,X,X,X,O
ZSLJOTI,O,X,O,O,X,X,O,O
ZSLJOIT,O,X,O,O,X,X,X,O
ZSLOTIJ,O,X,O,O,X,X,O,O
ZSLOTJI,O,X,O,O,X,X,O,O
ZSLOITJ,O,X,O,O,X,X,O,O
ZSLOIJT,O,X,O,O,X,X,X,O
ZSLOJTI,O,X,O,O,X,X,O,O
ZSLOJIT,O,X,O,O,X,X,X,O
ZSJTILO,O,X,O,O,X,X,O,O
ZSJTIOL,O,X,O,O,X,O,O,O
ZSJTLIO,O,X,O,O,X,X,O,O
ZSJTLOI,O,X,O,O,X,X,O,O
ZSJTOIL,O,X,O,O,X,O,O,O
ZSJTOLI,O,X,O,O,X,O,O,O
ZSJITLO,O,X,O,O,X,X,O,O
ZSJITOL,O,X,O,O,X,O,O,O
ZSJILTO,O,X,O,O,X,X,X,O
ZSJILOT,O,X,O,O,X,X,X,O
ZSJIOTL,O,O,O,O,X,O,O,O
ZSJIOLT,O,O,O,O,X,X,X,O
ZSJLTIO,O,X,O,O,X,X,O,O
ZSJLTOI,O,X,O,O,X,X,O,O
ZSJLITO,O,X,O,O,X,X,X,O
ZSJLIOT,O,X,O,O,X,X,X,O
ZSJLOTI,O,X,O,O,X,X,O,O
ZSJLOIT,O,X,O,O,X,X,X,O
ZSJOTIL,O,O,O,O,X,O,O,O
ZSJOTLI,O,O,O,O,X,O,O,O
ZSJOITL,O,O,O,O,X,O,O,O
ZSJOILT,O,O,O,O,X,X,X,O
ZSJOLTI,O,O,O,O,X,X,O,O
ZSJOLIT,O,O,O,O,X,X,X,O
ZSOTILJ,O,O,O,O,X,X,O,O
ZSOTIJL,O,O,O,O,X,O,O,O
ZSOTLIJ,O,O,O,O,X,X,O,O
ZSOTLJI,O,O,O,O,X,X,O,O
ZSOTJIL,O,O,O,O,X,O,O,O
ZSOTJLI,O,O,O,O,X,O,O,O
ZSOITLJ,O,O,O,O,X,X,O,O
ZSOITJL,O,O,O,O,X,O,O,O
ZSOILTJ,O,O,O,O,X,X,O,O
ZSOILJT,O,O,O,O,X,X,X,O
ZSOIJTL,O,O,O,O,X,O,O,O
ZSOIJLT,O,O,O,O,X,X,X,O
ZSOLTIJ,O,O,O,O,X,X,O,O
ZSOLTJI,O,O,O,O,X,X,O,O
ZSOLITJ,O,O,O,O,X,X,O,O
ZSOLIJT,O,O,O,O,X,X,X,O
ZSOLJTI,O,O,O,O,X,X,O,O
ZSOLJIT,O,O,O,O,X,X,X,O
ZSOJTIL,O,O,O,O,X,O,O,O
ZSOJTLI,O,O,O,O,X,O,O,O
ZSOJITL,O,O,O,O,X,O,O,O
ZSOJILT,O,O,O,O,X,X,X,O
ZSOJLTI,O,O,O,O,X,X,O,O
ZSOJLIT,O,O,O,O,X,X,X,O
ZOTILJS,O,O,X,X,O,O,X,X
ZOTILSJ,O,O,X,X,O,X,O,X
ZOTIJLS,O,O,X,X,O,O,X,X
ZOTIJSL,O,O,O,O,O,O,X,O
ZOTISLJ,O,O,O,O,O,X,O,O
ZOTISJL,O,O,O,O,O,O,O,O
ZOTLIJS,O,O,X,X,O,O,X,X
ZOTLISJ,O,O,X,X,O,X,O,X
ZOTLJIS,O,O,X,X,O,O,X,X
ZOTLJSI,O,O,X,X,O,O,O,X
ZOTLSIJ,O,O,X,X,O,X,O,X
ZOTLSJI,O,O,X,X,O,X,O,X
ZOTJILS,O,O,X,X,O,O,X,X
ZOTJISL,O,O,O,O,O,O,X,O
ZOTJLIS,O,O,X,X,O,O,X,X
ZOTJLSI,O,O,X,X,O,O,O,X
ZOTJSIL,O,O,O,O,O,O,O,O
ZOTJSLI,O,O,O,O,O,O,O,O
ZOTSILJ,O,O,O,O,O,X,O,O
ZOTSIJL,O,O,O,O,O,O,O,O
ZOTSLIJ,O,O,O,O,O,X,O,O
ZOTSLJI,O,O,O,O,O,X,O,O
ZOTSJIL,O,O,O,O,O,O,O,O
ZOTSJLI,O,O,O,O,O,O,O,O
ZOITLJS,O,O,X,X,O,O,X,X
ZOITLSJ,O,O,X,X,O,X,O,X
ZOITJLS,O,O,X,X,O,O,X,X
ZOITJSL,O,O,O,O,O,O,X,O
ZOITSLJ,O,O,O,O,O,X,O,O
ZOITSJL,O,O,O,O,O,O,O,O
ZOILTJS,O,O,X,X,O,O,X,X
ZOILTSJ,O,O,X,X,O,X,O,X
ZOILJTS,O,O,X,X,O,O,X,X
ZOILJST,O,O,X,X,X,X,X,X
ZOILSTJ,O,O,X,X,X,X,O,X
ZOILSJT,O,O,X,X,X,X,X,X
ZOIJTLS,O,O,X,X,O,O,X,X
ZOIJTSL,O,O,O,O,O,O,X,O
ZOIJLTS,O,O,X,X,O,O,X,X
ZOIJLST,O,O,X,X,X,X,X,X
ZOIJSTL,O,O,O,O,X,O,O,O
ZOIJSLT,O,O,O,O,X,X,X,O
ZOISTLJ,O,O,O,O,X,X,O,O
ZOISTJL,O,O,O,O,X,O,O,O
ZOISLTJ,O,O,O,O,X,X,O,O
ZOISLJT,O,O,O,O,X,X,X,O
ZOISJTL,O,O,O,O,X,O,O,O
ZOISJLT,O,O,O,O,X,X,X,O
ZOLTIJS,O,O,X,O,O,O,X,X
ZOLTISJ,O,O,X,O,O,X,O,X
ZOLTJIS,O,O,X,O,O,O,X,X
ZOLTJSI,O,O,X,O,O,O,O,X
ZOLTSIJ,O,O,X,O,O,X,O,X
ZOLTSJI,O,O,X,O,O,X,O,X
ZOLITJS,O,O,X,O,O,O,X,X
ZOLITSJ,O,O,X,O,O,X,O,X
ZOLIJTS,O,O,X,O,O,O,X,X
ZOLIJST,O,O,X,O,X,X,X,X
ZOLISTJ,O,O,X,O,X,X,O,X
ZOLISJT,O,O,X,O,X,X,X,X
ZOLJTIS,O,O,X,O,O,O,X,X
ZOLJTSI,O,O,X,O,O,O,O,X
ZOLJITS,O,O,X,O,O,O,X,X
ZOLJIST,O,O,X,O,X,X,X,X
ZOLJSTI,O,O,X,O,X,X,O,X
ZOLJSIT,O,O,X,O,X,X,X,X
ZOLSTIJ,O,O,X,O,X,X,O,X
ZOLSTJI,O,O,X,O,X,X,O,X
ZOLSITJ,O,O,X,O,X,X,O,X
ZOLSIJT,O,O,X,O,X,X,X,X
ZOLSJTI,O,O,X,O,X,X,O,X
ZOLSJIT,O,O,X,O,X,X,X,X
ZOJTILS,O,O,X,X,O,O,X,X
ZOJTISL,O,O,O,O,O,O,X,O
ZOJTLIS,O,O,X,X,O,O,X,X
ZOJTLSI,O,O,X,X,O,O,O,X
ZOJTSIL,O,O,O,O,O,O,O,O
ZOJTSLI,O,O,O,O,O,O,O,O
ZOJITLS,O,O,X,X,O,O,X,X
ZOJITSL,O,O,O,O,O,O,X,O
ZOJILTS,O,O,X,X,O,O,X,X
ZOJILST,O,O,X,X,X,X,X,X
ZOJISTL,O,O,O,O,X,O,O,O
ZOJISLT,O,O,O,O,X,X,X,O
ZOJLTIS,O,O,X,O,O,O,X,X
ZOJLTSI,O,O,X,O,O,O,O,X
ZOJLITS,O,O,X,O,O,O,X,X
ZOJLIST,O,O,X,O,X,X,X,X
ZOJLSTI,O,O,X,O,X,X,O,X
ZOJLSIT,O,O,X,O,X,X,X,X
ZOJSTIL,O,O,O,O,X,O,O,O
ZOJSTLI,O,O,O,O,X,O,O,O
ZOJSITL,O,O,O,O,X,O,O,O
ZOJSILT,O,O,O,O,X,X,X,O
ZOJSLTI,O,O,O,O,X,X,O,O
ZOJSLIT,O,O,O,O,X,X,X,O
ZOSTILJ,O,O,O,O,X,X,O,O
ZOSTIJL,O,O,O,O,X,O,O,O
ZOSTLIJ,O,O,O,O,X,X,O,O
ZOSTLJI,O,O,O,O,X,X,O,O
ZOSTJIL,O,O,O,O,X,O,O,O
ZOSTJLI,O,O,O,O,X,O,O,O
ZOSITLJ,O,O,O,O,X,X,O,O
ZOSITJL,O,O,O,O,X,O,O,O
ZOSILTJ,O,O,O,O,X,X,O,O
ZOSILJT,O,O,O,O,X,X,X,O
ZOSIJTL,O,O,O,O,X,O,O,O
ZOSIJLT,O,O,O,O,X,X,X,O
ZOSLTIJ,O,O,O,O,X,X,O,O
ZOSLTJI,O,O,O,O,X,X,O,O
ZOSLITJ,O,O,O,O,X,X,O,O
ZOSLIJT,O,O,O,O,X,X,X,O
ZOSLJTI,O,O,O,O,X,X,O,O
ZOSLJIT,O,O,O,O,X,X,X,O
ZOSJTIL,O,O,O,O,X,O,O,O
ZOSJTLI,O,O,O,O,X,O,O,O
ZOSJITL,O,O,O,O,X,O,O,O
ZOSJILT,O,O,O,O,X,X,X,O
ZOSJLTI,O,O,O,O,X,X,O,O
ZOSJLIT,O,O,O,O,X,X,X,O
OTILJSZ,X,X,X,X,O,X,X,X
OTILJZS,O,X,X,X,O,X,X,X
OTILSJZ,X,X,X,X,O,X,X,X
OTILSZJ,X,X,X,X,O,X,X,X
OTILZJS,O,X,X,X,O,X,X,X
OTILZSJ,O,X,X,X,O,X,O,X
OTIJLSZ,X,X,X,X,O,X,X,X
OTIJLZS,O,X,X,X,O,X,X,X
OTIJSLZ,X,X,X,X,O,X,X,X
OTIJSZL,O,O,X,X,O,X,X,X
OTIJZLS,O,O,X,X,O,O,X,X
OTIJZSL,O,O,O,X,O,O,X,O
OTISLJZ,X,X,X,X,O,X,X,X
OTISLZJ,X,X,X,X,O,X,X,X
OTISJLZ,X,X,X,X,O,X,X,X
OTISJZL,O,O,X,X,O,X,X,X
OTISZLJ,O,O,X,X,O,X,X,X
OTISZJL,O,O,X,X,O,X,X,X
OTIZLJS,O,O,X,X,O,O,X,X
OTIZLSJ,O,O,X,X,O,X,O,X
OTIZJLS,O,O,X,X,O,O,X,X
OTIZJSL,O,O,O,X,O,O,X,O
OTIZSLJ,O,O,O,X,O,X,O,O
OTIZSJL,O,O,O,X,O,O,O,O
OTLIJSZ,X,X,X,X,O,X,X,X
OTLIJZS,O,X,X,X,O,X,X,X
OTLISJZ,X,X,X,X,O,X,X,X
OTLISZJ,X,X,X,X,O,X,X,X
OTLIZJS,O,X,X,X,O,X,X,X
OTLIZSJ,O,X,X,X,O,X,O,X
OTLJISZ,X,X,X,X,O,X,X,X
OTLJIZS,O,X,X,X,O,X,X,X
OTLJSIZ,X,X,X,X,O,X,X,X
OTLJSZI,X,X,X,X,O,X,X,X
OTLJZIS,O,X,X,X,O,X,X,X
OTLJZSI,O,X,X,X,O,X,O,X
OTLSIJZ,X,X,X,X,O,X,X,X
OTLSIZJ,X,X,X,X,O,X,X,X
OTLSJIZ,X,X,X,X,O,X,X,X
OTLSJZI,X,X,X,X,O,X,X,X
OTLSZIJ,X,X,X,X,O,X,O,X
OTLSZJI,X,X,X,X,O,X,O,X
OTLZIJS,O,X,X,X,O,X,X,X
OTLZISJ,O,X,X,X,O,X,O,X
OTLZJIS,O,X,X,X,O,X,X,X
OTLZJSI,O,X,X,X,O,X,O,X
OTLZSIJ,O,X,X,X,O,X,O,X
OTLZSJI,O,X,X,X,O,X,O,X
OTJILSZ,X,X,X,X,O,X,X,X
OTJILZS,O,X,X,X,O,X,X,X
OTJISLZ,X,X,X,X,O,X,X,X
OTJISZL,O,O,X,X,O,X,X,X
OTJIZLS,O,O,X,X,O,O,X,X
OTJIZSL,O,O,O,X,O,O,X,O
OTJLISZ,X,X,X,X,O,X,X,X
OTJLIZS,O,X,X,X,O,X,X,X
OTJLSIZ,X,X,X,X,O,X,X,X
OTJLSZI,X,X,X,X,O,X,X,X
OTJLZIS,O,X,X,X,O,X,X,X
OTJLZSI,O,X,X,X,O,X,O,X
OTJSILZ,X,X,X,X,O,X,X,X
OTJSIZL,O,O,X,X,O,X,X,X
OTJSLIZ,X,X,X,X,O,X,X,X
OTJSLZI,X,X,X,X,O,X,X,X
OTJSZIL,O,O,X,X,O,X,X,X
OTJSZLI,O,O,X,X,O,X,X,X
OTJZILS,O,O,X,X,O,O,X,X
OTJZISL,O,O,O,X,O,O,X,O
OTJZLIS,O,O,X,X,O,O,X,X
OTJZLSI,O,O,X,X,O,O,O,X
OTJZSIL,O,O,O,X,O,O,O,O
OTJZSLI,O,O,O,X,O,O,O,O
OTSILJZ,X,X,X,X,O,X,X,X
OTSILZJ,X,X,X,X,O,X,X,X
OTSIJLZ,X,X,X,X,O,X,X,X
OTSIJZL,O,O,X,X,O,X,X,X
OTSIZLJ,O,O,X,X,O,X,X,X
OTSIZJL,O,O,X,X,O,X,X,X
OTSLIJZ,X,X,X,X,O,X,X,X
OTSLIZJ,X,X,X,X,O,X,X,X
OTSLJIZ,X,X,X,X,O,X,X,X
OTSLJZI,X,X,X,X,O,X,X,X
OTSLZIJ,X,X,X,X,O,X,O,X
OTSLZJI,X,X,X,X,O,X,O,X
OTSJILZ,X,X,X,X,O,X,X,X
OTSJIZL,O,O,X,X,O,X,X,X
OTSJLIZ,X,X,X,X,O,X,X,X
OTSJLZI,X,X,X,X,O,X,X,X
OTSJZIL,O,O,X,X,O,X,X,X
OTSJZLI,O,O,X,X,O,X,X,X
OTSZILJ,O,O,X,X,O,X,O,X
OTSZIJL,O,O,X,X,O,X,O,X
OTSZLIJ,O,O,X,X,O,X,O,X
OTSZLJI,O,O,X,X,O,X,O,X
OTSZJIL,O,O,X,X,O,X,O,X
OTSZJLI,O,O,X,X,O,X,O,X
OTZILJS,O,O,X,X,O,O,X,X
OTZILSJ,O,O,X,X,O,X,O,X
OTZIJLS,O,O,X,X,O,O,X,X
OTZIJSL,O,O,O,X,O,O,X,O
OTZISLJ,O,O,O,X,O,X,O,O
OTZISJL,O,O,O,X,O,O,O,O
OTZLIJS,O,O,X,X,O,O,X,X
OTZLISJ,O,O,X,X,O,X,O,X
