sequence,v115@RhB8AeA8FeE8AeD8JeT/IvhFOlBXhB6oBRnB0nBlrB,v115@RhB8AeA8FeE8AeD8JeT/IvhFxgBXiB8nB+oBilBlrB,v115@RhB8AeA8FeE8AeD8JeT/IvhFOlBxhBXjBFmB8rBSyB,v115@RhB8AeA8FeE8AeD8Jei/IvhFRhBziB+oBFlB/rBUsB,v115@RhB8AeA8FeE8AeD8JeT/IvhFUiBxlBXoBilBGoBlrB,v115@RhB8AeA8FeE8AeD8Je2EJvhFCjBRmBToBFlB/rBUsB
OJSILTZ,O,X,X,O,X,O
OJSILZT,X,X,X,O,X,O
OJSIZTL,X,X,X,O,O,X
OJSIZLT,X,X,X,O,O,X
OJSLTIZ,O,O,O,O,X,X
OJSLTZI,O,O,O,O,X,X
OJSLITZ,O,O,O,O,X,O
OJSLIZT,X,O,O,O,X,O
OJSLZTI,O,O,O,O,X,X
OJSLZIT,X,O,O,O,X,X
OJSZTIL,O,O,O,O,X,X
OJSZTLI,O,O,O,O,X,X
OJSZITL,X,O,X,O,O,X
OJSZILT,X,O,O,O,O,X
OJSZLTI,O,O,O,O,X,X
OJSZLIT,X,O,O,O,X,X
OJZTILS,O,O,O,O,X,X
OJZTISL,O,O,O,X,X,X
OJZTLIS,O,O,O,O,X,X
OJZTLSI,O,O,O,O,X,X
OJZTSIL,O,O,O,O,X,X
OJZTSLI,O,O,O,O,X,X
OJZITLS,X,O,O,X,X,X
OJZITSL,X,O,O,X,X,X
OJZILTS,X,O,O,X,X,O
OJZILST,X,O,O,X,X,O
OJZISTL,X,O,X,X,X,X
OJZISLT,X,O,O,X,X,X
OJZLTIS,O,O,O,X,X,X
OJZLTSI,O,O,O,X,X,X
OJZLITS,X,O,O,X,X,O
OJZLIST,X,O,O,X,X,O
OJZLSTI,O,O,O,X,X,X
OJZLSIT,X,O,O,O,X,X
OJZSTIL,O,O,O,O,X,X
OJZSTLI,O,O,O,O,X,X
OJZSITL,X,O,X,O,X,X
OJZSILT,X,O,O,O,X,X
OJZSLTI,O,O,O,X,X,X
OJZSLIT,X,O,O,O,X,X
OSTILJZ,O,X,X,O,X,X
OSTILZJ,O,X,X,O,O,X
OSTIJLZ,O,X,X,O,X,X
OSTIJZL,O,X,X,O,O,X
OSTIZLJ,O,X,X,O,O,X
OSTIZJL,O,X,X,O,O,X
OSTLIJZ,O,O,X,O,X,X
OSTLIZJ,O,X,X,O,O,X
OSTLJIZ,O,O,X,O,X,X
OSTLJZI,O,O,X,O,X,X
OSTLZIJ,O,X,X,O,O,X
OSTLZJI,O,X,X,O,X,X
OSTJILZ,O,X,X,O,X,X
OSTJIZL,O,X,X,O,O,X
OSTJLIZ,O,O,X,O,X,X
OSTJLZI,O,O,X,O,X,X
OSTJZIL,O,O,X,O,O,X
OSTJZLI,O,O,X,O,X,X
OSTZILJ,O,X,X,O,O,X
OSTZIJL,O,X,X,O,O,X
OSTZLIJ,O,X,X,O,O,X
OSTZLJI,O,X,X,O,X,X
OSTZJIL,O,X,X,O,O,X
OSTZJLI,O,X,X,O,X,X
OSITLJZ,O,X,X,O,X,X
OSITLZJ,O,X,X,O,O,X
OSITJLZ,O,X,X,O,X,X
OSITJZL,O,X,X,O,O,X
OSITZLJ,O,X,X,O,O,X
OSITZJL,O,X,X,O,O,X
OSILTJZ,O,X,X,X,X,X
OSILTZJ,O,X,X,X,X,X
OSILJTZ,O,X,X,O,X,O
OSILJZT,X,X,X,O,X,O
OSILZTJ,X,X,X,X,O,X
OSILZJT,X,X,X,O,O,X
OSIJTLZ,O,X,X,O,X,X
OSIJTZL,O,X,X,O,X,X
OSIJLTZ,O,X,X,O,X,O
OSIJLZT,X,X,X,O,X,O
OSIJZTL,X,X,X,O,O,X
OSIJZLT,X,X,X,O,O,X
OSIZTLJ,X,X,X,O,O,X
OSIZTJL,X,X,X,O,O,X
OSIZLTJ,X,X,X,X,O,X
OSIZLJT,X,X,X,O,O,X
OSIZJTL,X,X,X,O,O,X
OSIZJLT,X,X,X,O,O,X
OSLTIJZ,O,O,O,X,X,X
OSLTIZJ,O,X,X,X,O,X
OSLTJIZ,O,O,O,X,X,X
OSLTJZI,O,O,O,X,X,X
OSLTZIJ,O,X,O,X,O,X
OSLTZJI,O,X,O,X,X,X
OSLITJZ,O,O,O,X,X,X
OSLITZJ,O,X,X,X,X,X
OSLIJTZ,O,O,O,O,X,O
OSLIJZT,X,O,O,O,X,O
OSLIZTJ,X,X,O,X,O,X
OSLIZJT,X,X,O,O,O,X
OSLJTIZ,O,O,O,O,X,X
OSLJTZI,O,O,O,X,X,X
OSLJITZ,O,O,O,O,X,O
OSLJIZT,X,O,O,O,X,O
OSLJZTI,O,O,O,O,X,X
OSLJZIT,X,O,O,O,X,X
OSLZTIJ,O,X,O,X,X,X
OSLZTJI,O,X,O,X,X,X
OSLZITJ,X,X,O,X,O,X
OSLZIJT,X,X,O,O,O,X
OSLZJTI,O,X,O,O,X,X
OSLZJIT,X,X,O,O,X,X
OSJTILZ,O,X,X,O,X,X
OSJTIZL,O,X,X,O,O,X
OSJTLIZ,O,O,X,O,X,X
OSJTLZI,O,O,X,O,X,X
OSJTZIL,O,O,X,O,O,X
OSJTZLI,O,O,X,O,X,X
OSJITLZ,O,X,X,O,X,X
OSJITZL,O,X,X,O,X,X
OSJILTZ,O,X,X,O,X,O
OSJILZT,X,X,X,O,X,O
OSJIZTL,X,X,X,O,O,X
OSJIZLT,X,X,X,O,O,X
OSJLTIZ,O,O,O,O,X,X
OSJLTZI,O,O,O,O,X,X
OSJLITZ,O,O,O,O,X,O
OSJLIZT,X,O,O,O,X,O
OSJLZTI,O,O,O,O,X,X
OSJLZIT,X,O,O,O,X,X
OSJZTIL,O,O,O,O,X,X
OSJZTLI,O,O,O,O,X,X
OSJZITL,X,O,X,O,O,X
OSJZILT,X,O,O,O,O,X
OSJZLTI,O,O,O,O,X,X
OSJZLIT,X,O,O,O,X,X
OSZTILJ,O,X,O,O,O,X
OSZTIJL,O,X,O,O,O,X
OSZTLIJ,O,X,O,O,O,X
OSZTLJI,O,X,O,O,X,X
OSZTJIL,O,X,O,O,O,X
OSZTJLI,O,X,O,O,X,X
OSZITLJ,X,X,O,O,O,X
OSZITJL,X,X,O,O,O,X
OSZILTJ,X,X,O,X,O,X
OSZILJT,X,X,O,O,O,X
OSZIJTL,X,X,X,O,O,X
OSZIJLT,X,X,O,O,O,X
OSZLTIJ,O,X,O,X,X,X
OSZLTJI,O,X,O,X,X,X
OSZLITJ,X,X,O,X,O,X
OSZLIJT,X,X,O,O,O,X
OSZLJTI,O,X,O,O,X,X
OSZLJIT,X,X,O,O,X,X
OSZJTIL,O,X,O,O,X,X
OSZJTLI,O,X,O,O,X,X
OSZJITL,X,X,X,O,O,X
OSZJILT,X,X,O,O,O,X
OSZJLTI,O,X,O,O,X,X
OSZJLIT,X,X,O,O,X,X
OZTILJS,O,X,O,X,X,X
OZTILSJ,O,X,O,X,O,X
OZTIJLS,O,X,O,X,X,X
OZTIJSL,O,X,O,X,O,X
OZTISLJ,O,X,O,X,O,X
OZTISJL,O,X,O,X,O,X
OZTLIJS,O,O,O,X,X,X
OZTLISJ,O,X,O,X,O,X
OZTLJIS,O,O,O,X,X,X
OZTLJSI,O,O,O,X,X,X
OZTLSIJ,O,X,O,X,O,X
OZTLSJI,O,X,O,X,X,X
OZTJILS,O,O,O,X,X,X
OZTJISL,O,O,O,X,O,X
OZTJLIS,O,O,O,X,X,X
OZTJLSI,O,O,O,X,X,X
OZTJSIL,O,O,O,X,O,X
OZTJSLI,O,O,O,X,X,X
OZTSILJ,O,X,O,X,O,X
OZTSIJL,O,X,O,X,O,X
OZTSLIJ,O,X,O,X,O,X
OZTSLJI,O,X,O,X,X,X
OZTSJIL,O,X,O,X,O,X
OZTSJLI,O,X,O,X,X,X
OZITLJS,X,X,O,X,X,X
OZITLSJ,X,X,O,X,X,X
OZITJLS,X,X,O,X,X,X
OZITJSL,X,X,O,X,X,X
OZITSLJ,X,X,O,X,O,X
OZITSJL,X,X,O,X,O,X
OZILTJS,X,X,O,X,X,X
OZILTSJ,X,X,O,X,X,X
OZILJTS,X,X,O,X,X,O
OZILJST,X,X,O,X,X,O
OZILSTJ,X,X,O,X,O,X
OZILSJT,X,X,O,X,O,X
OZIJTLS,X,X,O,X,X,X
OZIJTSL,X,X,O,X,X,X
OZIJLTS,X,X,O,X,X,O
OZIJLST,X,X,O,X,X,O
OZIJSTL,X,X,X,X,O,X
OZIJSLT,X,X,O,X,O,X
OZISTLJ,X,X,O,X,O,X
OZISTJL,X,X,O,X,O,X
OZISLTJ,X,X,O,X,O,X
OZISLJT,X,X,O,X,O,X
OZISJTL,X,X,X,X,O,X
OZISJLT,X,X,O,X,O,X
OZLTIJS,O,O,O,X,X,X
OZLTISJ,O,X,O,X,X,X
OZLTJIS,O,O,O,X,X,X
OZLTJSI,O,O,O,X,X,X
OZLTSIJ,O,X,O,X,X,X
OZLTSJI,O,X,O,X,X,X
OZLITJS,X,O,O,X,X,X
OZLITSJ,X,X,O,X,X,X
OZLIJTS,X,O,O,X,X,O
OZLIJST,X,O,O,X,X,O
OZLISTJ,X,X,O,X,X,X
OZLISJT,X,X,O,X,X,X
OZLJTIS,O,O,O,X,X,X
OZLJTSI,O,O,O,X,X,X
OZLJITS,X,O,O,X,X,O
OZLJIST,X,O,O,X,X,O
OZLJSTI,O,O,O,X,X,X
OZLJSIT,X,O,O,X,X,X
OZLSTIJ,O,X,O,X,X,X
OZLSTJI,O,X,O,X,X,X
OZLSITJ,X,X,O,X,X,X
OZLSIJT,X,X,O,X,X,X
OZLSJTI,O,X,O,X,X,X
OZLSJIT,X,X,O,X,X,X
OZJTILS,O,O,O,X,X,X
OZJTISL,O,O,O,X,X,X
OZJTLIS,O,O,O,X,X,X
OZJTLSI,O,O,O,X,X,X
OZJTSIL,O,O,O,X,X,X
OZJTSLI,O,O,O,X,X,X
OZJITLS,X,O,O,X,X,X
OZJITSL,X,O,O,X,X,X
OZJILTS,X,O,O,X,X,O
OZJILST,X,O,O,X,X,O
OZJISTL,X,O,X,X,X,X
OZJISLT,X,O,O,X,X,X
OZJLTIS,O,O,O,X,X,X
OZJLTSI,O,O,O,X,X,X
OZJLITS,X,O,O,X,X,O
OZJLIST,X,O,O,X,X,O
OZJLSTI,O,O,O,X,X,X
OZJLSIT,X,O,O,X,X,X
OZJSTIL,O,O,O,X,X,X
OZJSTLI,O,O,O,X,X,X
OZJSITL,X,O,X,X,X,X
OZJSILT,X,O,O,X,X,X
OZJSLTI,O,O,O,X,X,X
OZJSLIT,X,O,O,X,X,X
OZSTILJ,O,X,O,X,O,X
OZSTIJL,O,X,O,X,O,X
OZSTLIJ,O,X,O,X,O,X
OZSTLJI,O,X,O,X,X,X
OZSTJIL,O,X,O,X,O,X
OZSTJLI,O,X,O,X,X,X
OZSITLJ,X,X,O,X,O,X
OZSITJL,X,X,O,X,O,X
OZSILTJ,X,X,O,X,O,X
OZSILJT,X,X,O,X,O,X
OZSIJTL,X,X,X,X,O,X
OZSIJLT,X,X,O,X,O,X
OZSLTIJ,O,X,O,X,X,X
OZSLTJI,O,X,O,X,X,X
OZSLITJ,X,X,O,X,O,X
OZSLIJT,X,X,O,X,O,X
OZSLJTI,O,X,O,X,X,X
OZSLJIT,X,X,O,X,X,X
OZSJTIL,O,X,O,X,X,X
OZSJTLI,O,X,O,X,X,X
OZSJITL,X,X,X,X,O,X
OZSJILT,X,X,O,X,O,X
OZSJLTI,O,X,O,X,X,X
OZSJLIT,X,X,O,X,X,X
