sequence,v115@FhB8HeB8IeC8BeC8AeB8JeOEJvhFXgBxhBzlBCnBUq?BlsB,v115@FhB8HeB8IeC8BeC8AeB8JeOEJvhF0gBxhBzkBCnB3q?BlsB,v115@FhB8HeB8IeC8BeC8AeB8JeOEJvhFTgBxhBfqB8qBCn?BlsB,v115@FhB8HeB8IeC8BeC8AeB8Jex/IvhF8lBGiBTkBKqB3m?BlsB,v115@FhB8HeB8IeC8BeC8AeB8JexAJvhFTiBikBGmB0kB3q?BlsB,v115@FhB8HeB8IeC8BeC8AeB8JeOEJvhF8kBfmBxhBCnBTq?BlsB,v115@FhB8HeB8IeC8BeC8AeB8Jex/IvhFTiBikBGmBXmBUq?BlsB,v115@FhB8HeB8IeC8BeC8AeB8Je0/IvhFxgBTiB2pBSrBls?B3qB,v115@FhB8HeB8IeC8BeC8AeB8Jex/IvhFXhBTiB2pBSrBls?BUqB,v115@FhB8HeB8IeC8BeC8AeB8Jei/IvhFGiB3kBRmBUmBTq?BlsB,v115@FhB8HeB8IeC8BeC8AeB8Je2EJvhFRhBSnBUmB3kBTq?BlsB,v115@FhB8HeB8IeC8BeC8AeB8Je2EJvhFfmB6mBTiBxpBls?BUqB,v115@FhB8HeB8IeC8BeC8AeB8JeOEJvhF8kBSmBTiBxqBls?B3qB,v115@FhB8HeB8IeC8BeC8AeB8Jei/IvhFzgBGiB3mBxpBls?BUqB
ZSLIOJT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
ZSLJTIO,O,O,O,O,O,O,O,X,X,X,X,X,X,X
ZSLJTOI,O,O,O,O,O,O,O,X,X,X,X,X,X,X
ZSLJITO,O,O,O,O,O,O,O,X,X,X,X,X,X,X
ZSLJIOT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
ZSLJOTI,O,O,O,O,X,O,X,X,X,X,X,X,X,X
ZSLJOIT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
ZSLOTIJ,O,O,O,O,X,X,X,X,X,X,X,X,X,X
ZSLOTJI,O,O,O,O,X,X,X,X,X,X,X,X,X,X
ZSLOITJ,O,O,O,O,X,X,X,X,X,X,X,X,X,X
ZSLOIJT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
ZSLOJTI,O,O,O,O,X,O,X,X,X,X,X,X,X,X
ZSLOJIT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
ZSJTILO,O,O,O,O,O,O,X,X,X,X,X,X,O,X
ZSJTIOL,O,O,O,X,O,O,X,X,X,X,X,X,O,X
ZSJTLIO,O,O,O,O,O,O,O,X,X,X,X,X,X,X
ZSJTLOI,O,O,O,O,O,O,O,X,X,X,X,X,X,X
ZSJTOIL,O,O,O,X,O,O,X,X,X,X,X,X,O,X
ZSJTOLI,O,O,O,X,O,O,O,X,X,X,X,X,X,X
ZSJITLO,O,O,O,O,O,O,X,X,X,X,X,X,O,X
ZSJITOL,O,O,O,X,O,O,X,X,X,X,X,X,O,X
ZSJILTO,O,O,O,O,O,O,X,X,X,X,X,X,O,X
ZSJILOT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
ZSJIOTL,O,O,O,X,X,O,X,X,X,X,X,X,X,X
ZSJIOLT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
ZSJLTIO,O,O,O,O,O,O,O,X,X,X,X,X,X,X
ZSJLTOI,O,O,O,O,O,O,O,X,X,X,X,X,X,X
ZSJLITO,O,O,O,O,O,O,O,X,X,X,X,X,X,X
ZSJLIOT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
ZSJLOTI,O,O,O,O,X,O,X,X,X,X,X,X,X,X
ZSJLOIT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
ZSJOTIL,O,O,O,X,X,O,X,X,X,X,X,X,X,X
ZSJOTLI,O,O,O,X,X,O,X,X,X,X,X,X,X,X
ZSJOITL,O,O,O,X,X,O,X,X,X,X,X,X,X,X
ZSJOILT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
ZSJOLTI,O,O,O,O,X,O,X,X,X,X,X,X,X,X
ZSJOLIT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
ZSOTILJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X
ZSOTIJL,O,O,O,X,X,O,X,X,X,X,X,X,X,X
ZSOTLIJ,O,O,O,X,X,O,X,X,X,X,X,X,X,X
ZSOTLJI,O,O,O,X,X,O,X,X,X,X,X,X,X,X
ZSOTJIL,O,O,O,X,X,O,X,X,X,X,X,X,X,X
ZSOTJLI,O,O,O,X,X,O,X,X,X,X,X,X,X,X
ZSOITLJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X
ZSOITJL,O,O,O,X,X,X,X,X,X,X,X,X,X,X
ZSOILTJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X
ZSOILJT,O,O,O,X,X,X,X,X,X,X,X,X,X,X
ZSOIJTL,O,O,O,X,X,O,X,X,X,X,X,X,X,X
ZSOIJLT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
ZSOLTIJ,O,O,O,O,X,X,X,X,X,X,X,X,X,X
ZSOLTJI,O,O,O,O,X,X,X,X,X,X,X,X,X,X
ZSOLITJ,O,O,O,O,X,X,X,X,X,X,X,X,X,X
ZSOLIJT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
ZSOLJTI,O,O,O,O,X,O,X,X,X,X,X,X,X,X
ZSOLJIT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
ZSOJTIL,O,O,O,X,X,O,X,X,X,X,X,X,X,X
ZSOJTLI,O,O,O,X,X,O,X,X,X,X,X,X,X,X
ZSOJITL,O,O,O,X,X,O,X,X,X,X,X,X,X,X
ZSOJILT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
ZSOJLTI,O,O,O,O,X,O,X,X,X,X,X,X,X,X
ZSOJLIT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
ZOTILJS,O,O,X,O,X,O,O,X,X,X,O,X,O,X
ZOTILSJ,O,O,X,O,X,O,O,X,X,X,O,X,O,X
ZOTIJLS,O,O,X,X,X,O,O,X,X,X,O,X,O,X
ZOTIJSL,O,O,O,X,X,O,X,X,X,O,O,X,O,X
ZOTISLJ,O,X,O,X,X,O,X,X,X,O,O,X,O,X
ZOTISJL,O,O,O,X,X,O,X,X,X,O,O,X,O,X
ZOTLIJS,O,O,O,O,X,O,O,X,X,X,O,X,O,X
ZOTLISJ,O,O,O,O,X,O,O,X,X,X,O,X,O,X
ZOTLJIS,O,O,O,O,X,O,O,X,X,X,O,X,O,X
ZOTLJSI,O,O,O,O,X,O,O,X,X,X,O,X,X,X
ZOTLSIJ,O,O,O,O,X,O,O,X,X,X,O,X,X,X
ZOTLSJI,O,O,O,O,X,O,O,X,X,X,O,X,X,X
ZOTJILS,O,O,X,X,X,O,O,X,X,X,O,X,O,X
ZOTJISL,O,O,O,X,X,O,X,X,X,O,O,X,O,X
ZOTJLIS,O,O,O,O,X,O,O,X,X,X,O,X,O,X
ZOTJLSI,O,O,O,O,X,O,O,X,X,X,O,X,X,X
ZOTJSIL,O,O,O,X,X,O,X,X,X,O,O,X,O,X
ZOTJSLI,O,O,O,O,X,O,O,X,X,O,O,X,X,X
ZOTSILJ,O,X,O,X,X,O,X,X,X,O,O,X,O,X
ZOTSIJL,O,O,O,X,X,O,X,X,X,O,O,X,O,X
ZOTSLIJ,O,O,O,O,X,O,O,X,X,O,O,X,X,X
ZOTSLJI,O,O,O,O,X,O,O,X,X,O,O,X,X,X
ZOTSJIL,O,O,O,X,X,O,X,X,X,O,O,X,O,X
ZOTSJLI,O,O,O,O,X,O,O,X,X,O,O,X,X,X
ZOITLJS,O,O,X,O,X,O,X,X,X,X,O,X,O,X
ZOITLSJ,O,O,X,O,X,O,X,X,X,X,O,X,O,X
ZOITJLS,O,O,X,X,X,O,X,X,X,X,O,X,O,X
ZOITJSL,O,O,X,X,X,O,X,X,X,X,O,X,O,X
ZOITSLJ,O,X,X,X,X,O,X,X,X,X,O,X,O,X
ZOITSJL,O,O,X,X,X,O,X,X,X,X,O,X,O,X
ZOILTJS,O,O,X,O,X,X,X,X,X,X,O,X,O,X
ZOILTSJ,O,X,X,O,X,X,X,X,X,X,X,X,O,X
ZOILJTS,O,O,X,O,X,X,X,X,X,X,O,X,O,X
ZOILJST,O,O,X,O,X,O,X,X,X,X,O,X,X,X
ZOILSTJ,O,X,X,O,X,O,X,X,X,X,X,X,X,X
ZOILSJT,O,O,X,O,X,O,X,X,X,X,O,X,X,X
ZOIJTLS,O,O,X,X,X,O,X,X,X,X,O,X,O,X
ZOIJTSL,O,O,X,X,X,O,X,X,X,X,O,X,O,X
ZOIJLTS,O,O,X,X,X,X,X,X,X,X,O,X,O,X
ZOIJLST,O,O,X,X,X,O,X,X,X,X,O,X,X,X
ZOIJSTL,O,O,O,X,X,O,X,X,X,X,X,X,X,X
ZOIJSLT,O,O,O,X,X,O,X,X,X,O,O,X,X,X
ZOISTLJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X
ZOISTJL,O,X,O,X,X,O,X,X,X,X,X,X,X,X
ZOISLTJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X
ZOISLJT,O,X,O,X,X,O,X,X,X,O,O,X,X,X
ZOISJTL,O,O,O,X,X,O,X,X,X,X,X,X,X,X
ZOISJLT,O,O,O,X,X,O,X,X,X,O,O,X,X,X
ZOLTIJS,O,O,X,O,X,O,O,X,X,X,O,X,X,X
ZOLTISJ,O,O,X,O,X,O,O,X,X,X,O,X,X,X
ZOLTJIS,O,O,X,O,X,O,O,X,X,X,O,X,X,X
ZOLTJSI,O,O,X,O,X,O,O,X,X,X,O,X,X,X
ZOLTSIJ,O,O,X,O,X,O,O,X,X,X,O,X,X,X
ZOLTSJI,O,O,X,O,X,O,O,X,X,X,O,X,X,X
ZOLITJS,O,O,X,O,X,X,O,X,X,X,O,X,X,X
ZOLITSJ,O,X,X,O,X,X,O,X,X,X,X,X,X,X
ZOLIJTS,O,O,X,O,X,X,O,X,X,X,O,X,X,X
ZOLIJST,O,O,O,O,X,O,X,X,X,X,O,X,X,X
ZOLISTJ,O,X,O,O,X,O,X,X,X,X,X,X,X,X
ZOLISJT,O,O,O,O,X,O,X,X,X,X,O,X,X,X
ZOLJTIS,O,O,X,O,X,O,O,X,X,X,O,X,X,X
ZOLJTSI,O,O,X,O,X,O,O,X,X,X,O,X,X,X
ZOLJITS,O,O,X,O,X,X,O,X,X,X,O,X,X,X
ZOLJIST,O,O,O,O,X,O,X,X,X,X,O,X,X,X
ZOLJSTI,O,O,O,O,X,O,X,X,X,X,O,X,X,X
ZOLJSIT,O,O,O,O,X,O,X,X,X,X,O,X,X,X
ZOLSTIJ,O,O,O,O,X,O,X,X,X,X,X,X,X,X
ZOLSTJI,O,O,O,O,X,O,X,X,X,X,X,X,X,X
ZOLSITJ,O,O,O,O,X,O,X,X,X,X,X,X,X,X
ZOLSIJT,O,O,O,O,X,O,X,X,X,X,O,X,X,X
ZOLSJTI,O,O,O,O,X,O,X,X,X,X,O,X,X,X
ZOLSJIT,O,O,O,O,X,O,X,X,X,X,O,X,X,X
ZOJTILS,O,O,X,X,X,O,O,X,X,X,O,X,O,X
ZOJTISL,O,O,O,X,X,O,X,X,X,X,O,X,O,X
ZOJTLIS,O,O,O,X,X,O,O,X,X,X,O,X,O,X
ZOJTLSI,O,O,O,X,X,O,O,X,X,X,O,X,X,X
ZOJTSIL,O,O,O,X,X,O,X,X,X,X,O,X,O,X
ZOJTSLI,O,O,O,X,X,O,O,X,X,X,O,X,X,X
ZOJITLS,O,O,X,X,X,O,X,X,X,X,O,X,O,X
ZOJITSL,O,O,X,X,X,O,X,X,X,X,O,X,O,X
ZOJILTS,O,O,X,X,X,X,X,X,X,X,O,X,O,X
ZOJILST,O,O,X,X,X,O,X,X,X,X,O,X,X,X
ZOJISTL,O,O,O,X,X,O,X,X,X,X,X,X,X,X
ZOJISLT,O,O,O,X,X,O,X,X,X,X,O,X,X,X
ZOJLTIS,O,O,X,X,X,O,O,X,X,X,O,X,X,X
ZOJLTSI,O,O,X,X,X,O,O,X,X,X,O,X,X,X
ZOJLITS,O,O,X,X,X,X,O,X,X,X,O,X,X,X
ZOJLIST,O,O,O,X,X,O,X,X,X,X,O,X,X,X
ZOJLSTI,O,O,O,X,X,O,X,X,X,X,O,X,X,X
ZOJLSIT,O,O,O,X,X,O,X,X,X,X,O,X,X,X
ZOJSTIL,O,O,O,X,X,O,X,X,X,X,O,X,X,X
ZOJSTLI,O,O,O,X,X,O,X,X,X,X,O,X,X,X
ZOJSITL,O,O,O,X,X,O,X,X,X,X,X,X,X,X
ZOJSILT,O,O,O,X,X,O,X,X,X,X,O,X,X,X
ZOJSLTI,O,O,O,X,X,O,X,X,X,X,O,X,X,X
ZOJSLIT,O,O,O,X,X,O,X,X,X,X,O,X,X,X
ZOSTILJ,O,X,O,X,X,O,X,X,X,O,O,X,X,X
ZOSTIJL,O,O,O,X,X,O,X,X,X,O,O,X,X,X
ZOSTLIJ,O,O,O,X,X,O,X,X,X,O,O,X,X,X
ZOSTLJI,O,O,O,X,X,O,X,X,X,O,O,X,X,X
ZOSTJIL,O,O,O,X,X,O,X,X,X,O,O,X,X,X
ZOSTJLI,O,O,O,X,X,O,X,X,X,O,O,X,X,X
ZOSITLJ,O,X,O,X,X,O,X,X,X,X,X,X,X,X
ZOSITJL,O,X,O,X,X,O,X,X,X,X,X,X,X,X
ZOSILTJ,O,X,O,X,X,O,X,X,X,X,X,X,X,X
ZOSILJT,O,X,O,X,X,O,X,X,X,O,O,X,X,X
ZOSIJTL,O,O,O,X,X,O,X,X,X,X,X,X,X,X
ZOSIJLT,O,O,O,X,X,O,X,X,X,O,O,X,X,X
ZOSLTIJ,O,X,O,O,X,O,X,X,X,O,X,X,X,X
ZOSLTJI,O,X,O,O,X,O,X,X,X,O,X,X,X,X
ZOSLITJ,O,X,O,O,X,O,X,X,X,X,X,X,X,X
ZOSLIJT,O,O,O,O,X,O,X,X,X,O,O,X,X,X
ZOSLJTI,O,O,O,O,X,O,X,X,X,X,O,X,X,X
ZOSLJIT,O,O,O,O,X,O,X,X,X,X,O,X,X,X
ZOSJTIL,O,O,O,X,X,O,X,X,X,X,O,X,X,X
ZOSJTLI,O,O,O,X,X,O,X,X,X,X,O,X,X,X
ZOSJITL,O,O,O,X,X,O,X,X,X,X,X,X,X,X
ZOSJILT,O,O,O,X,X,O,X,X,X,X,O,X,X,X
ZOSJLTI,O,O,O,O,X,O,X,X,X,X,O,X,X,X
ZOSJLIT,O,O,O,O,X,O,X,X,X,X,O,X,X,X
OTILJSZ,O,O,X,O,O,X,O,O,O,O,X,O,X,O
OTILJZS,O,O,X,O,O,X,O,O,O,X,O,X,O,O
OTILSJZ,O,O,X,O,O,O,O,O,O,O,X,O,X,O
OTILSZJ,O,O,X,O,X,O,O,X,O,O,X,O,O,O
OTILZJS,O,O,X,O,X,O,O,O,X,X,O,X,O,O
OTILZSJ,O,O,X,O,X,O,O,X,X,X,O,X,O,X
OTIJLSZ,O,O,X,O,O,X,O,O,O,O,X,O,X,O
OTIJLZS,O,O,X,O,O,X,O,O,O,X,O,X,O,O
OTIJSLZ,O,X,X,O,O,X,X,X,O,O,X,O,X,O
OTIJSZL,O,X,X,X,O,X,X,X,X,O,X,O,X,O
OTIJZLS,X,O,X,X,O,X,O,O,O,X,O,X,O,O
OTIJZSL,O,O,X,X,O,X,X,O,X,O,O,O,O,X
OTISLJZ,O,X,X,O,O,O,X,X,X,O,X,O,X,O
OTISLZJ,O,X,X,O,X,O,X,X,X,O,X,O,O,O
OTISJLZ,O,X,X,O,O,X,X,X,X,O,X,O,X,O
OTISJZL,O,X,X,X,O,O,X,X,X,O,X,O,X,O
OTISZLJ,X,X,X,X,X,O,X,X,X,O,X,O,O,O
OTISZJL,O,X,X,X,X,O,X,X,X,O,X,O,O,O
OTIZLJS,X,O,X,O,X,O,O,X,X,X,O,X,O,O
OTIZLSJ,X,O,X,O,X,O,O,X,X,X,O,X,O,X
OTIZJLS,X,O,X,X,X,O,O,X,X,X,O,X,O,O
OTIZJSL,O,O,X,X,X,O,X,X,X,O,O,O,O,X
OTIZSLJ,X,X,X,X,X,O,X,X,X,O,O,O,O,X
OTIZSJL,O,O,X,X,X,O,X,X,X,O,O,O,O,X
OTLIJSZ,O,O,O,O,O,X,O,O,O,O,X,O,X,X
OTLIJZS,O,O,O,O,O,X,O,O,O,X,O,X,O,X
OTLISJZ,O,O,O,O,O,O,O,O,O,O,X,O,X,X
OTLISZJ,O,O,O,O,X,O,O,X,O,O,X,O,O,X
OTLIZJS,O,O,O,O,X,O,O,O,X,X,O,X,O,X
OTLIZSJ,O,O,O,O,X,O,O,X,X,X,O,X,O,X
OTLJISZ,O,O,O,O,O,X,O,O,O,O,X,X,X,X
OTLJIZS,O,O,O,O,O,X,O,O,O,X,O,X,X,X
OTLJSIZ,O,O,O,O,O,O,O,O,O,O,X,O,X,X
OTLJSZI,O,O,O,O,O,O,O,O,O,O,O,X,X,X
OTLJZIS,O,O,O,O,O,O,O,O,O,X,O,X,O,X
OTLJZSI,O,O,O,O,O,O,O,O,O,X,O,X,X,X
OTLSIJZ,O,O,O,O,O,O,O,O,O,O,X,O,X,X
OTLSIZJ,O,O,O,O,X,O,O,X,O,O,X,O,X,X
OTLSJIZ,O,O,O,O,O,O,O,O,O,O,X,O,X,X
OTLSJZI,O,O,O,O,O,O,O,O,O,O,O,X,X,X
OTLSZIJ,O,O,O,O,X,O,O,X,O,O,O,O,X,X
OTLSZJI,O,O,O,O,O,O,O,X,O,O,O,X,X,X
OTLZIJS,O,O,O,O,X,O,O,O,X,X,O,X,O,X
OTLZISJ,O,O,O,O,X,O,O,X,X,X,O,X,O,X
OTLZJIS,O,O,O,O,O,O,O,O,O,X,O,X,O,X
OTLZJSI,O,O,O,O,O,O,O,O,O,X,O,X,X,X
OTLZSIJ,O,O,O,O,X,O,O,X,O,X,O,O,X,X
OTLZSJI,O,O,O,O,O,O,O,X,O,X,O,X,X,X
OTJILSZ,O,O,X,O,O,X,O,O,O,O,X,O,X,O
OTJILZS,O,O,X,O,O,X,O,O,O,X,O,X,O,O
OTJISLZ,O,X,X,O,O,X,X,X,O,O,X,O,X,O
OTJISZL,O,X,X,X,O,X,X,X,X,O,X,O,X,O
OTJIZLS,X,O,X,X,O,X,O,O,O,X,O,X,O,O
OTJIZSL,O,O,X,X,O,X,X,O,X,O,O,O,O,X
OTJLISZ,O,O,O,O,O,X,O,O,O,O,X,X,X,X
OTJLIZS,O,O,O,O,O,X,O,O,O,X,O,X,X,X
OTJLSIZ,O,O,O,O,O,O,O,O,O,O,X,O,X,X
OTJLSZI,O,O,O,O,O,O,O,O,O,O,O,X,X,X
OTJLZIS,O,O,O,O,O,O,O,O,O,X,O,X,O,X
OTJLZSI,O,O,O,O,O,O,O,O,O,X,O,X,X,X
OTJSILZ,O,X,X,O,O,X,X,X,O,O,X,O,X,O
OTJSIZL,O,X,X,X,O,O,X,X,X,O,X,O,X,O
OTJSLIZ,O,O,O,O,O,O,O,O,O,O,X,O,X,O
OTJSLZI,O,O,O,O,O,O,O,O,O,O,O,X,X,X
OTJSZIL,O,O,O,O,O,O,X,O,X,O,O,X,O,O
OTJSZLI,O,O,O,O,O,O,O,O,X,O,O,X,X,X
OTJZILS,O,O,X,X,O,O,O,O,O,X,O,X,O,X
OTJZISL,O,O,O,X,O,O,X,O,X,O,O,X,O,X
OTJZLIS,O,O,O,O,O,O,O,O,O,X,O,X,O,X
OTJZLSI,O,O,O,O,O,O,O,O,O,X,O,X,X,X
OTJZSIL,O,O,O,X,O,O,X,O,X,O,O,X,O,X
OTJZSLI,O,O,O,O,O,O,O,O,X,O,O,X,X,X
OTSILJZ,O,O,X,O,O,O,X,X,X,O,X,O,X,O
OTSILZJ,O,O,X,O,X,O,X,X,X,O,X,O,O,O
OTSIJLZ,O,O,X,O,O,X,X,X,X,O,X,O,X,O
OTSIJZL,O,O,X,X,O,O,X,X,X,O,X,O,X,O
OTSIZLJ,X,O,X,X,X,O,X,X,X,O,X,O,O,O
OTSIZJL,O,O,X,X,X,O,X,X,X,O,X,O,O,O
OTSLIJZ,O,O,O,O,O,O,O,O,O,O,X,O,X,O
OTSLIZJ,O,O,O,O,X,O,O,X,O,O,X,O,X,O
OTSLJIZ,O,O,O,O,O,O,O,O,O,O,X,O,X,O
OTSLJZI,O,O,O,O,O,O,O,O,O,O,O,X,X,X
OTSLZIJ,O,O,O,O,X,O,O,X,O,O,O,O,X,X
OTSLZJI,O,O,O,O,O,O,O,X,O,O,O,X,X,X
OTSJILZ,O,O,X,O,O,X,X,X,O,O,X,O,X,O
OTSJIZL,O,O,X,X,O,O,X,X,X,O,X,O,X,O
OTSJLIZ,O,O,O,O,O,O,O,O,O,O,X,O,X,O
OTSJLZI,O,O,O,O,O,O,O,O,O,O,O,X,X,X
OTSJZIL,O,O,O,O,O,O,X,O,X,O,O,X,O,O
OTSJZLI,O,O,O,O,O,O,O,O,X,O,O,X,X,X
OTSZILJ,X,O,O,X,X,O,X,X,X,O,O,O,O,O
OTSZIJL,O,O,O,O,X,O,X,X,X,O,O,O,O,O
OTSZLIJ,O,O,O,O,X,O,O,X,X,O,O,O,X,X
OTSZLJI,O,O,O,O,O,O,O,X,X,O,O,X,X,X
OTSZJIL,O,O,O,O,O,O,X,X,X,O,O,X,O,O
OTSZJLI,O,O,O,O,O,O,O,X,X,O,O,X,X,X
OTZILJS,O,O,X,O,X,O,O,X,X,X,O,X,O,X
OTZILSJ,O,O,X,O,X,O,O,X,X,X,O,X,O,X
OTZIJLS,O,O,X,X,X,O,O,X,X,X,O,X,O,X
OTZIJSL,O,O,O,X,X,O,X,X,X,O,O,O,O,X
OTZISLJ,O,X,O,X,X,O,X,X,X,O,O,O,O,X
OTZISJL,O,O,O,X,X,O,X,X,X,O,O,O,O,X
OTZLIJS,O,O,O,O,X,O,O,O,X,X,O,X,O,X
OTZLISJ,O,O,O,O,X,O,O,X,X,X,O,X,O,X
OTZLJIS,O,O,O,O,O,O,O,O,O,X,O,X,O,X
OTZLJSI,O,O,O,O,O,O,O,O,O,X,O,X,X,X
OTZLSIJ,O,O,O,O,X,O,O,X,O,X,O,O,X,X
OTZLSJI,O,O,O,O,O,O,O,X,O,X,O,X,X,X
OTZJILS,O,O,X,X,O,O,O,O,O,X,O,X,O,X
OTZJISL,O,O,O,X,O,O,X,O,X,O,O,X,O,X
OTZJLIS,O,O,O,O,O,O,O,O,O,X,O,X,O,X
OTZJLSI,O,O,O,O,O,O,O,O,O,X,O,X,X,X
OTZJSIL,O,O,O,X,O,O,X,O,X,O,O,X,O,X
OTZJSLI,O,O,O,O,O,O,O,O,X,O,O,X,X,X
OTZSILJ,O,X,O,X,X,O,X,X,X,O,O,O,O,X
OTZSIJL,O,O,O,X,X,O,X,X,X,O,O,O,O,X
OTZSLIJ,O,O,O,O,X,O,O,X,X,O,O,O,X,X
OTZSLJI,O,O,O,O,O,O,O,X,X,O,O,X,X,X
OTZSJIL,O,O,O,X,O,O,X,X,X,O,O,X,O,X
OTZSJLI,O,O,O,O,O,O,O,X,X,O,O,X,X,X
OITLJSZ,O,O,X,O,X,X,X,X,X,O,X,O,X,O
OITLJZS,O,O,X,O,X,X,X,X,X,X,O,X,O,O
OITLSJZ,O,O,X,O,X,O,X,X,X,O,X,O,X,O
OITLSZJ,O,O,X,O,X,O,X,X,X,O,X,O,O,O
OITLZJS,O,O,X,O,X,O,X,X,X,X,O,X,O,O
OITLZSJ,O,O,X,O,X,O,X,X,X,X,O,X,O,X
OITJLSZ,O,O,X,O,X,X,X,X,X,O,X,O,X,O
OITJLZS,O,O,X,O,X,X,X,X,X,X,O,X,O,O
OITJSLZ,O,X,X,O,X,X,X,X,X,O,X,O,X,O
OITJSZL,O,X,X,X,X,X,X,X,X,O,X,O,X,O
OITJZLS,X,O,X,X,X,X,X,X,X,X,O,X,O,O
OITJZSL,O,O,X,X,X,X,X,X,X,O,O,O,O,X
OITSLJZ,O,X,X,O,X,O,X,X,X,O,X,O,X,O
OITSLZJ,O,X,X,O,X,O,X,X,X,O,X,O,O,O
OITSJLZ,O,X,X,O,X,X,X,X,X,O,X,O,X,O
OITSJZL,O,X,X,X,X,O,X,X,X,O,X,O,X,O
OITSZLJ,X,X,X,X,X,O,X,X,X,O,X,O,O,O
OITSZJL,O,X,X,X,X,O,X,X,X,O,X,O,O,O
OITZLJS,X,O,X,O,X,O,X,X,X,X,O,X,O,O
OITZLSJ,X,O,X,O,X,O,X,X,X,X,O,X,O,X
OITZJLS,X,O,X,X,X,O,X,X,X,X,O,X,O,O
OITZJSL,O,O,X,X,X,O,X,X,X,O,O,O,O,X
OITZSLJ,X,X,X,X,X,O,X,X,X,O,O,O,O,X
OITZSJL,O,O,X,X,X,O,X,X,X,O,O,O,O,X
OILTJSZ,O,X,X,O,X,X,X,X,X,X,X,X,X,O
OILTJZS,X,O,X,O,X,X,X,X,X,X,X,X,O,O
OILTSJZ,O,X,X,O,X,X,X,X,X,X,X,X,X,O
OILTSZJ,X,X,X,O,X,X,X,X,X,X,X,X,O,O
OILTZJS,X,O,X,O,X,X,X,X,X,X,X,X,O,O
OILTZSJ,X,X,X,O,X,X,X,X,X,X,X,X,O,X
OILJTSZ,O,X,X,X,X,X,X,X,X,X,X,X,X,O
OILJTZS,X,O,X,O,X,X,X,X,X,X,X,X,X,O
OILJSTZ,O,O,X,X,X,X,X,X,X,O,X,X,X,X
OILJSZT,O,O,X,X,X,X,X,X,X,O,X,X,X,X
OILJZTS,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OILJZST,O,O,X,O,X,X,X,X,X,X,X,X,X,X
OILSTJZ,O,O,X,X,X,X,X,X,X,O,X,X,X,O
OILSTZJ,X,O,X,O,X,O,X,X,X,X,X,X,X,X
OILSJTZ,O,O,X,X,X,X,X,X,X,O,X,X,X,X
OILSJZT,O,O,X,O,X,O,X,X,X,O,X,X,X,X
OILSZTJ,X,O,X,O,X,O,X,X,X,X,X,X,X,X
OILSZJT,O,O,X,O,X,O,X,X,X,O,X,X,X,X
OILZTJS,X,O,X,O,X,X,X,X,X,X,X,X,O,O
OILZTSJ,X,X,X,O,X,X,X,X,X,X,X,X,O,X
OILZJTS,X,O,X,O,X,X,X,X,X,X,X,X,O,X
OILZJST,O,O,X,O,X,O,X,X,X,X,X,X,X,X
OILZSTJ,X,X,X,O,X,O,X,X,X,X,X,X,X,X
OILZSJT,O,O,X,O,X,O,X,X,X,X,X,X,X,X
OIJTLSZ,O,O,X,X,X,X,X,X,X,X,X,O,X,O
OIJTLZS,O,O,X,O,X,X,X,X,X,X,O,X,X,O
OIJTSLZ,O,X,X,X,X,X,X,X,X,O,X,O,X,O
OIJTSZL,O,X,X,X,X,X,X,X,X,X,X,O,X,X
OIJTZLS,X,O,X,X,X,X,X,X,X,X,O,X,X,O
OIJTZSL,O,O,X,X,X,X,X,X,X,X,O,O,X,X
OIJLTSZ,O,X,X,X,X,X,X,X,X,X,X,X,X,O
OIJLTZS,X,O,X,O,X,X,X,X,X,X,X,X,X,O
OIJLSTZ,O,O,X,X,X,X,X,X,X,O,X,X,X,X
OIJLSZT,O,O,X,X,X,X,X,X,X,O,X,X,X,X
OIJLZTS,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OIJLZST,O,O,X,O,X,X,X,X,X,X,X,X,X,X
OIJSTLZ,O,X,X,X,X,X,X,X,X,O,X,O,X,X
OIJSTZL,O,X,X,X,X,X,X,X,X,X,X,O,X,X
OIJSLTZ,O,X,X,X,X,X,X,X,X,O,X,O,X,X
OIJSLZT,O,X,X,X,X,X,X,X,X,O,X,X,X,X
