sequence,v115@FhB8HeB8HeB8AeA8AeB8BeC8JeZEJvhFukBfmB0hB6?nBNqBzrB,v115@FhB8HeB8HeB8AeA8AeB8BeC8JeZEJvhFukBzgBfnB6?nBNqB0rB,v115@FhB8HeB8HeB8AeA8AeB8BeC8JeZEJvhFCgB8lB+mBT?iBdqBXsB,v115@FhB8HeB8HeB8AeA8AeB8BeC8JeZEJvhFukB3gB9nB0?mBiqBzrB,v115@FhB8HeB8HeB8AeA8AeB8BeC8Jei/IvhFfmBxhBcpBN?qBGnBzrB,v115@FhB8HeB8HeB8AeA8AeB8BeC8JeZEJvhFtkBzhB+nB3?lB0rBiqB,v115@FhB8HeB8HeB8AeA8AeB8BeC8Jex/IvhFXiBOpBdqBz?lBSsB0rB,v115@FhB8HeB8HeB8AeA8AeB8BeC8Jei/IvhFzgBWnBcpBN?qBxrBXsB,v115@FhB8HeB8HeB8AeA8AeB8BeC8Jex/IvhFXiBOpBdqBz?lBcsB6rB,v115@FhB8HeB8HeB8AeA8AeB8BeC8JezAJvhFfnB6nBxpB0?rBOpBdqB,v115@FhB8HeB8HeB8AeA8AeB8BeC8JefGJvhFxhBTkBNqBu?rBcsBipB
SIOLTJZ,O,X,O,X,X,X,X,X,X,X,X
SIOLTZJ,O,X,X,X,O,X,X,X,X,X,X
SIOLJTZ,O,X,O,X,X,X,X,X,X,X,X
SIOLJZT,O,X,O,X,X,X,X,X,X,X,X
SIOLZTJ,O,X,X,X,X,X,X,X,X,X,X
SIOLZJT,O,X,X,X,X,X,X,X,X,X,X
SIOJTLZ,O,X,O,X,O,X,X,X,X,X,X
SIOJTZL,O,X,O,X,O,O,X,O,X,X,X
SIOJLTZ,O,X,O,X,O,X,X,X,X,X,X
SIOJLZT,O,X,O,X,X,X,X,X,X,X,X
SIOJZTL,O,X,O,X,O,O,X,X,X,X,X
SIOJZLT,O,X,O,X,X,O,X,X,X,X,X
SIOZTLJ,O,X,O,X,O,X,X,X,X,O,X
SIOZTJL,O,X,O,X,O,O,X,X,X,X,X
SIOZLTJ,O,X,X,X,X,X,X,X,X,O,X
SIOZLJT,O,X,X,X,X,X,X,X,X,O,X
SIOZJTL,O,X,O,X,X,O,X,X,X,X,X
SIOZJLT,O,X,O,X,X,O,X,X,X,O,X
SLTIJZO,O,X,O,O,X,O,X,X,X,X,X
SLTIJOZ,O,X,O,O,X,X,O,X,X,X,X
SLTIZJO,O,X,O,O,O,O,X,X,X,X,X
SLTIZOJ,O,X,O,O,O,X,X,X,X,X,X
SLTIOJZ,O,X,O,O,X,X,O,X,X,X,X
SLTIOZJ,O,X,O,O,X,X,X,X,X,X,X
SLTJIZO,O,X,O,O,O,O,X,X,X,X,X
SLTJIOZ,O,X,O,O,X,X,O,X,X,X,X
SLTJZIO,O,X,O,O,O,O,X,X,X,X,X
SLTJZOI,O,X,O,O,O,O,O,X,X,X,X
SLTJOIZ,O,X,O,O,X,X,O,X,X,X,X
SLTJOZI,O,X,O,O,X,X,O,X,X,X,X
SLTZIJO,O,X,O,O,O,O,X,X,X,X,X
SLTZIOJ,O,X,O,O,O,X,X,X,X,X,X
SLTZJIO,O,X,O,O,O,O,X,X,X,X,O
SLTZJOI,O,X,O,O,O,O,O,X,X,X,O
SLTZOIJ,O,X,O,O,O,X,X,X,X,X,X
SLTZOJI,O,X,O,O,O,X,O,X,X,X,O
SLTOIJZ,O,X,O,O,X,X,O,X,X,X,X
SLTOIZJ,O,X,O,O,O,X,X,X,X,X,X
SLTOJIZ,O,X,O,O,O,X,O,X,X,X,X
SLTOJZI,O,X,O,O,O,X,O,X,X,X,X
SLTOZIJ,O,X,O,O,O,X,X,X,X,X,X
SLTOZJI,O,X,O,O,O,X,O,X,X,X,O
SLITJZO,O,X,O,O,X,O,X,X,X,X,X
SLITJOZ,O,X,O,O,X,X,O,X,X,X,X
SLITZJO,O,X,O,O,O,O,X,X,X,X,X
SLITZOJ,O,X,O,O,O,X,X,X,X,X,X
SLITOJZ,O,X,O,O,X,X,O,X,X,X,X
SLITOZJ,O,X,O,O,X,X,X,X,X,X,X
SLIJTZO,O,X,O,O,X,O,X,X,X,X,X
SLIJTOZ,O,X,O,O,X,X,O,X,X,X,X
SLIJZTO,O,X,O,O,X,O,X,X,X,X,X
SLIJZOT,X,X,O,O,X,O,X,X,X,X,X
SLIJOTZ,O,X,O,O,X,X,X,X,X,X,X
SLIJOZT,X,X,O,O,X,X,X,X,X,X,X
SLIZTJO,O,X,O,O,X,O,X,X,X,X,X
SLIZTOJ,O,X,O,O,X,X,X,X,X,X,X
SLIZJTO,O,X,O,O,X,O,X,X,X,X,X
SLIZJOT,X,X,O,O,X,O,X,X,X,X,X
SLIZOTJ,O,X,X,O,X,X,X,X,X,X,X
SLIZOJT,X,X,X,O,X,X,X,X,X,X,X
SLIOTJZ,O,X,O,O,X,X,O,X,X,X,X
SLIOTZJ,O,X,X,O,X,X,X,X,X,X,X
SLIOJTZ,O,X,O,O,X,X,X,X,X,X,X
SLIOJZT,O,X,O,O,X,X,X,X,X,X,X
SLIOZTJ,O,X,X,O,X,X,X,X,X,X,X
SLIOZJT,O,X,X,O,X,X,X,X,X,X,X
SLJTIZO,O,X,O,O,O,O,X,X,X,X,X
SLJTIOZ,O,X,O,O,X,X,O,X,X,X,X
SLJTZIO,O,X,O,O,O,O,X,X,X,X,X
SLJTZOI,O,X,O,O,O,O,O,X,X,X,X
SLJTOIZ,O,X,O,O,X,X,O,X,X,X,X
SLJTOZI,O,X,O,O,X,X,O,X,X,X,X
SLJITZO,O,X,O,O,O,O,X,X,X,X,X
SLJITOZ,O,X,O,O,X,X,O,X,X,X,X
SLJIZTO,O,X,O,O,X,O,X,X,X,X,X
SLJIZOT,X,X,O,O,X,O,X,X,X,X,X
SLJIOTZ,O,X,O,O,X,X,X,X,X,X,X
SLJIOZT,X,X,O,O,X,X,X,X,X,X,X
SLJZTIO,O,X,O,O,X,O,X,X,X,X,X
SLJZTOI,O,X,O,O,X,O,O,X,X,X,X
SLJZITO,O,X,O,O,X,O,X,X,X,X,X
SLJZIOT,X,X,O,O,X,O,X,X,X,X,X
SLJZOTI,X,X,O,O,X,O,X,X,X,X,X
SLJZOIT,X,X,O,O,X,O,X,X,X,X,X
SLJOTIZ,O,X,O,O,X,X,O,X,X,X,X
SLJOTZI,O,X,O,O,X,X,O,X,X,X,X
SLJOITZ,O,X,O,O,X,X,X,X,X,X,X
SLJOIZT,X,X,O,O,X,X,X,X,X,X,X
SLJOZTI,X,X,O,O,X,X,X,X,X,X,X
SLJOZIT,X,X,O,O,X,X,X,X,X,X,X
SLZTIJO,O,X,O,O,X,O,X,X,X,X,X
SLZTIOJ,O,X,O,O,X,X,X,X,X,X,X
SLZTJIO,O,X,O,O,X,O,X,X,X,X,O
SLZTJOI,O,X,O,O,X,O,O,X,X,X,O
SLZTOIJ,O,X,O,O,X,X,X,X,X,X,X
SLZTOJI,O,X,O,O,X,X,O,X,X,X,O
SLZITJO,O,X,O,O,X,O,X,X,X,X,X
SLZITOJ,O,X,O,O,X,X,X,X,X,X,X
SLZIJTO,O,X,O,O,X,O,X,X,X,X,X
SLZIJOT,X,X,O,O,X,O,X,X,X,X,X
SLZIOTJ,O,X,X,O,X,X,X,X,X,X,X
SLZIOJT,X,X,X,O,X,X,X,X,X,X,X
SLZJTIO,O,X,O,O,X,O,X,X,X,X,O
SLZJTOI,O,X,O,O,X,O,O,X,X,X,O
SLZJITO,O,X,O,O,X,O,X,X,X,X,O
SLZJIOT,X,X,O,O,X,O,X,X,X,X,X
SLZJOTI,X,X,O,O,X,O,X,X,X,X,X
SLZJOIT,X,X,O,O,X,O,X,X,X,X,X
SLZOTIJ,O,X,X,O,X,X,X,X,X,X,X
SLZOTJI,O,X,X,O,X,X,O,X,X,X,X
SLZOITJ,O,X,X,O,X,X,X,X,X,X,X
SLZOIJT,X,X,X,O,X,X,X,X,X,X,X
SLZOJTI,X,X,X,O,X,X,X,X,X,X,X
SLZOJIT,X,X,X,O,X,X,X,X,X,X,X
SLOTIJZ,O,X,O,O,X,X,O,X,X,X,X
SLOTIZJ,O,X,X,O,O,X,X,X,X,X,X
SLOTJIZ,O,X,O,O,O,X,O,X,X,X,X
SLOTJZI,O,X,O,O,O,X,O,X,X,X,X
SLOTZIJ,O,X,X,O,O,X,X,X,X,X,X
SLOTZJI,O,X,X,O,O,X,O,X,X,X,X
SLOITJZ,O,X,O,O,X,X,O,X,X,X,X
SLOITZJ,O,X,X,O,O,X,X,X,X,X,X
SLOIJTZ,O,X,O,O,X,X,X,X,X,X,X
SLOIJZT,O,X,O,O,X,X,X,X,X,X,X
SLOIZTJ,O,X,X,O,X,X,X,X,X,X,X
SLOIZJT,O,X,X,O,X,X,X,X,X,X,X
SLOJTIZ,O,X,O,O,O,X,O,X,X,X,X
SLOJTZI,O,X,O,O,O,X,O,X,X,X,X
SLOJITZ,O,X,O,O,O,X,X,X,X,X,X
SLOJIZT,O,X,O,O,X,X,X,X,X,X,X
SLOJZTI,O,X,O,O,X,X,X,X,X,X,X
SLOJZIT,O,X,O,O,X,X,X,X,X,X,X
SLOZTIJ,O,X,X,O,X,X,X,X,X,X,X
SLOZTJI,O,X,X,O,X,X,O,X,X,X,X
SLOZITJ,O,X,X,O,X,X,X,X,X,X,X
SLOZIJT,O,X,X,O,X,X,X,X,X,X,X
SLOZJTI,O,X,X,O,X,X,X,X,X,X,X
SLOZJIT,O,X,X,O,X,X,X,X,X,X,X
SJTILZO,O,X,O,O,O,O,X,X,X,X,X
SJTILOZ,O,X,O,O,X,X,X,X,X,X,X
SJTIZLO,O,O,O,X,O,O,X,X,X,X,X
SJTIZOL,O,O,O,X,O,O,X,X,O,X,X
SJTIOLZ,O,X,O,X,X,X,O,X,X,X,X
SJTIOZL,O,O,O,X,O,O,X,X,O,X,X
SJTLIZO,O,X,O,O,O,O,X,X,X,X,X
SJTLIOZ,O,X,O,O,X,X,O,X,X,X,X
SJTLZIO,O,X,O,O,O,O,X,X,X,X,X
SJTLZOI,O,X,O,O,O,O,O,X,X,X,X
SJTLOIZ,O,X,O,O,X,X,O,X,X,X,X
SJTLOZI,O,X,O,O,X,X,O,X,X,X,X
SJTZILO,O,O,O,X,O,O,X,X,X,X,O
SJTZIOL,O,O,O,X,O,O,X,X,O,X,O
SJTZLIO,O,O,O,X,O,O,X,X,X,X,O
SJTZLOI,O,O,O,X,O,O,X,X,O,X,O
SJTZOIL,O,O,O,X,O,O,X,X,O,X,O
SJTZOLI,O,O,O,X,O,O,X,X,O,X,O
SJTOILZ,O,X,O,X,O,X,O,X,X,X,X
SJTOIZL,O,O,O,X,O,O,X,X,O,X,X
SJTOLIZ,O,X,O,X,O,X,O,X,X,X,X
SJTOLZI,O,X,O,X,O,X,O,X,X,X,X
SJTOZIL,O,O,O,X,O,O,X,X,O,X,O
SJTOZLI,O,O,O,X,O,O,X,X,O,X,O
SJITLZO,O,X,O,O,O,O,X,X,X,X,X
SJITLOZ,O,X,O,O,X,X,X,X,X,X,X
SJITZLO,O,O,O,X,O,O,X,X,X,X,X
SJITZOL,O,O,O,X,O,O,X,X,O,X,X
SJITOLZ,O,X,O,X,X,X,O,X,X,X,X
SJITOZL,O,O,O,X,O,O,X,X,O,X,X
SJILTZO,O,X,O,O,O,O,X,X,X,X,X
SJILTOZ,O,X,O,O,X,X,X,X,X,X,X
SJILZTO,O,X,O,O,X,O,X,X,X,X,X
SJILZOT,X,X,O,O,X,O,X,X,X,X,X
SJILOTZ,O,X,O,O,X,X,X,X,X,X,X
SJILOZT,X,X,O,O,X,X,X,X,X,X,X
SJIZTLO,O,X,O,X,O,O,X,X,X,X,X
SJIZTOL,O,X,O,X,O,O,X,X,O,X,X
SJIZLTO,O,X,O,X,X,O,X,X,X,X,X
SJIZLOT,X,X,O,X,X,O,X,X,X,X,X
SJIZOTL,X,X,O,X,X,O,X,X,X,X,X
SJIZOLT,X,X,O,X,X,O,X,X,X,X,X
SJIOTLZ,O,X,O,X,X,X,X,X,X,X,X
SJIOTZL,O,X,O,X,O,O,X,X,X,X,X
SJIOLTZ,O,X,O,X,X,X,X,X,X,X,X
SJIOLZT,O,X,O,X,X,X,X,X,X,X,X
SJIOZTL,O,X,O,X,X,O,X,X,X,X,X
SJIOZLT,O,X,O,X,X,O,X,X,X,X,X
SJLTIZO,O,X,O,O,O,O,X,X,X,X,X
SJLTIOZ,O,X,O,O,X,X,O,X,X,X,X
SJLTZIO,O,X,O,O,O,O,X,X,X,X,X
SJLTZOI,O,X,O,O,O,O,O,X,X,X,X
SJLTOIZ,O,X,O,O,X,X,O,X,X,X,X
SJLTOZI,O,X,O,O,X,X,O,X,X,X,X
SJLITZO,O,X,O,O,O,O,X,X,X,X,X
SJLITOZ,O,X,O,O,X,X,O,X,X,X,X
SJLIZTO,O,X,O,O,X,O,X,X,X,X,X
SJLIZOT,X,X,O,O,X,O,X,X,X,X,X
SJLIOTZ,O,X,O,O,X,X,X,X,X,X,X
SJLIOZT,X,X,O,O,X,X,X,X,X,X,X
SJLZTIO,O,X,O,O,X,O,X,X,X,X,X
SJLZTOI,O,X,O,O,X,O,O,X,X,X,X
SJLZITO,O,X,O,O,X,O,X,X,X,X,X
SJLZIOT,X,X,O,O,X,O,X,X,X,X,X
SJLZOTI,X,X,O,O,X,O,X,X,X,X,X
SJLZOIT,X,X,O,O,X,O,X,X,X,X,X
SJLOTIZ,O,X,O,O,X,X,O,X,X,X,X
SJLOTZI,O,X,O,O,X,X,O,X,X,X,X
SJLOITZ,O,X,O,O,X,X,X,X,X,X,X
SJLOIZT,X,X,O,O,X,X,X,X,X,X,X
SJLOZTI,X,X,O,O,X,X,X,X,X,X,X
SJLOZIT,X,X,O,O,X,X,X,X,X,X,X
SJZTILO,O,X,O,X,O,O,X,X,X,X,O
SJZTIOL,O,X,O,X,O,O,X,X,O,X,O
SJZTLIO,O,X,O,X,O,O,X,X,X,X,O
SJZTLOI,O,X,O,X,O,O,X,X,O,X,O
SJZTOIL,O,X,O,X,O,O,X,X,O,X,O
SJZTOLI,O,X,O,X,O,O,X,X,O,X,O
SJZITLO,O,X,O,X,O,O,X,X,X,X,O
SJZITOL,O,X,O,X,O,O,X,X,O,X,O
SJZILTO,O,X,O,X,X,O,X,X,X,X,O
SJZILOT,X,X,O,X,X,O,X,X,X,X,X
SJZIOTL,X,X,O,X,X,O,X,X,X,X,O
SJZIOLT,X,X,O,X,X,O,X,X,X,X,X
SJZLTIO,O,X,O,X,O,O,X,X,X,X,O
SJZLTOI,O,X,O,X,O,O,X,X,O,X,O
SJZLITO,O,X,O,X,X,O,X,X,X,X,O
SJZLIOT,X,X,O,X,X,O,X,X,X,X,X
SJZLOTI,X,X,O,X,X,O,X,X,X,X,X
SJZLOIT,X,X,O,X,X,O,X,X,X,X,X
SJZOTIL,X,X,O,X,X,O,X,X,O,X,O
SJZOTLI,X,X,O,X,X,O,X,X,O,X,O
SJZOITL,X,X,O,X,X,O,X,X,X,X,O
SJZOILT,X,X,O,X,X,O,X,X,X,X,X
SJZOLTI,X,X,O,X,X,O,X,X,X,X,X
SJZOLIT,X,X,O,X,X,O,X,X,X,X,X
SJOTILZ,O,X,O,X,O,X,X,X,X,X,X
SJOTIZL,O,X,O,X,O,O,X,X,X,X,X
SJOTLIZ,O,X,O,X,O,X,X,X,X,X,X
SJOTLZI,O,X,O,X,O,X,X,X,X,X,X
SJOTZIL,O,X,O,X,O,O,X,X,X,X,X
SJOTZLI,O,X,O,X,O,O,X,X,X,X,X
SJOITLZ,O,X,O,X,O,X,X,X,X,X,X
SJOITZL,O,X,O,X,O,O,X,X,X,X,X
SJOILTZ,O,X,O,X,O,X,X,X,X,X,X
SJOILZT,O,X,O,X,X,X,X,X,X,X,X
SJOIZTL,O,X,O,X,O,O,X,X,X,X,X
SJOIZLT,O,X,O,X,X,O,X,X,X,X,X
SJOLTIZ,O,X,O,X,O,X,X,X,X,X,X
SJOLTZI,O,X,O,X,O,X,X,X,X,X,X
SJOLITZ,O,X,O,X,O,X,X,X,X,X,X
SJOLIZT,O,X,O,X,X,X,X,X,X,X,X
SJOLZTI,O,X,O,X,X,X,X,X,X,X,X
SJOLZIT,O,X,O,X,X,X,X,X,X,X,X
SJOZTIL,O,X,O,X,O,O,X,X,X,X,X
SJOZTLI,O,X,O,X,O,O,X,X,X,X,X
SJOZITL,O,X,O,X,O,O,X,X,X,X,X
SJOZILT,O,X,O,X,X,O,X,X,X,X,X
SJOZLTI,O,X,O,X,X,O,X,X,X,X,X
SJOZLIT,O,X,O,X,X,O,X,X,X,X,X
SZTILJO,O,O,O,X,O,O,X,O,X,O,X
SZTILOJ,O,O,O,X,O,X,X,O,X,O,X
SZTIJLO,O,O,O,X,O,O,X,O,X,X,O
SZTIJOL,O,O,O,X,O,O,X,O,O,X,O
SZTIOLJ,O,O,O,X,O,X,X,O,X,O,X
SZTIOJL,O,O,O,X,O,O,X,O,O,X,O
SZTLIJO,O,O,O,X,O,O,X,O,X,O,X
SZTLIOJ,O,O,O,X,O,X,X,O,X,O,X
SZTLJIO,O,O,O,X,O,O,X,X,X,X,O
SZTLJOI,O,O,O,X,O,O,X,X,O,X,O
SZTLOIJ,O,O,O,X,O,X,X,O,X,O,X
SZTLOJI,O,O,O,X,O,X,X,X,O,X,O
SZTJILO,O,O,O,X,O,O,X,X,X,X,O
SZTJIOL,O,O,O,X,O,O,X,X,O,X,O
SZTJLIO,O,O,O,X,O,O,X,X,X,X,O
SZTJLOI,O,O,O,X,O,O,X,X,O,X,O
SZTJOIL,O,O,O,X,O,O,X,X,O,X,O
SZTJOLI,O,O,O,X,O,O,X,X,O,X,O
SZTOILJ,O,O,O,X,O,X,X,O,X,O,X
SZTOIJL,O,O,O,X,O,O,X,O,O,X,O
SZTOLIJ,O,O,O,X,O,X,X,O,X,O,X
SZTOLJI,O,O,O,X,O,X,X,X,O,X,O
SZTOJIL,O,O,O,X,O,O,X,X,O,X,O
SZTOJLI,O,O,O,X,O,O,X,X,O,X,O
SZITLJO,O,O,O,X,O,O,X,O,X,O,X
SZITLOJ,O,O,O,X,O,X,X,O,X,O,X
SZITJLO,O,O,O,X,O,O,X,O,X,X,O
SZITJOL,O,O,O,X,X,O,X,O,O,X,O
SZITOLJ,O,O,O,X,O,X,X,O,X,O,X
SZITOJL,O,O,O,X,X,O,X,O,O,X,O
SZILTJO,O,O,O,X,X,O,X,X,X,O,X
SZILTOJ,O,O,O,X,X,X,X,X,X,O,X
SZILJTO,O,O,O,X,X,O,X,X,X,O,X
SZILJOT,X,O,O,X,X,O,X,X,X,O,X
SZILOTJ,O,O,X,X,X,X,X,X,X,O,X
SZILOJT,X,O,X,X,X,X,X,X,X,O,X
SZIJTLO,O,O,O,X,X,O,X,O,X,X,O
SZIJTOL,O,O,O,X,X,O,X,O,O,X,O
SZIJLTO,O,O,O,X,X,O,X,X,X,O,O
SZIJLOT,X,O,O,X,X,O,X,X,X,O,X
SZIJOTL,X,O,O,X,X,O,X,X,X,X,O
SZIJOLT,X,O,O,X,X,O,X,X,X,O,X
SZIOTLJ,O,O,O,X,X,X,X,X,X,O,X
SZIOTJL,O,O,O,X,X,O,X,X,O,X,X
SZIOLTJ,O,O,X,X,X,X,X,X,X,O,X
SZIOLJT,O,O,X,X,X,X,X,X,X,O,X
SZIOJTL,O,O,O,X,X,O,X,X,X,X,X
SZIOJLT,O,O,O,X,X,O,X,X,X,O,X
SZLTIJO,O,O,O,X,O,O,X,O,X,O,X
SZLTIOJ,O,O,O,X,O,X,X,O,X,O,X
SZLTJIO,O,O,O,X,O,O,X,X,X,X,O
SZLTJOI,O,O,O,X,O,O,X,X,O,X,O
SZLTOIJ,O,O,O,X,O,X,X,O,X,O,X
SZLTOJI,O,O,O,X,O,X,X,X,O,X,O
SZLITJO,O,O,O,X,X,O,X,X,X,O,X
SZLITOJ,O,O,O,X,X,X,X,X,X,O,X
SZLIJTO,O,O,O,X,X,O,X,X,X,O,X
SZLIJOT,X,O,O,X,X,O,X,X,X,O,X
SZLIOTJ,O,O,X,X,X,X,X,X,X,O,X
SZLIOJT,X,O,X,X,X,X,X,X,X,O,X
SZLJTIO,O,O,O,X,O,O,X,X,X,X,O
SZLJTOI,O,O,O,X,O,O,X,X,O,X,O
SZLJITO,O,O,O,X,X,O,X,X,X,O,O
SZLJIOT,X,O,O,X,X,O,X,X,X,O,X
SZLJOTI,X,O,O,X,X,O,X,X,X,X,X
SZLJOIT,X,O,O,X,X,O,X,X,X,O,X
SZLOTIJ,O,O,X,X,O,X,X,X,X,O,X
SZLOTJI,O,O,X,X,O,X,X,X,O,X,X
SZLOITJ,O,O,X,X,X,X,X,X,X,O,X
SZLOIJT,X,O,X,X,X,X,X,X,X,O,X
SZLOJTI,X,O,X,X,O,X,X,X,X,X,X
SZLOJIT,X,O,X,X,X,X,X,X,X,O,X
SZJTILO,O,O,O,X,O,O,X,X,X,X,O
SZJTIOL,O,O,O,X,O,O,X,X,O,X,O
SZJTLIO,O,O,O,X,O,O,X,X,X,X,O
SZJTLOI,O,O,O,X,O,O,X,X,O,X,O
SZJTOIL,O,O,O,X,O,O,X,X,O,X,O
SZJTOLI,O,O,O,X,O,O,X,X,O,X,O
SZJITLO,O,O,O,X,O,O,X,X,X,X,O
SZJITOL,O,O,O,X,O,O,X,X,O,X,O
SZJILTO,O,O,O,X,X,O,X,X,X,O,O
SZJILOT,X,O,O,X,X,O,X,X,X,O,X
SZJIOTL,X,O,O,X,X,O,X,X,X,X,O
SZJIOLT,X,O,O,X,X,O,X,X,X,O,X
SZJLTIO,O,O,O,X,O,O,X,X,X,X,O
SZJLTOI,O,O,O,X,O,O,X,X,O,X,O
SZJLITO,O,O,O,X,X,O,X,X,X,O,O
SZJLIOT,X,O,O,X,X,O,X,X,X,O,X
SZJLOTI,X,O,O,X,X,O,X,X,X,X,X
SZJLOIT,X,O,O,X,X,O,X,X,X,O,X
SZJOTIL,X,O,O,X,X,O,X,X,O,X,O
SZJOTLI,X,O,O,X,X,O,X,X,O,X,O
SZJOITL,X,O,O,X,X,O,X,X,X,X,O
SZJOILT,X,O,O,X,X,O,X,X,X,O,X
SZJOLTI,X,O,O,X,X,O,X,X,X,X,X
SZJOLIT,X,O,O,X,X,O,X,X,X,O,X
SZOTILJ,O,O,O,X,O,X,X,X,X,O,X
SZOTIJL,O,O,O,X,O,O,X,X,O,X,O
SZOTLIJ,O,O,O,X,O,X,X,X,X,O,X
SZOTLJI,O,O,O,X,O,X,X,X,O,X,O
SZOTJIL,O,O,O,X,O,O,X,X,O,X,O
SZOTJLI,O,O,O,X,O,O,X,X,O,X,O
SZOITLJ,O,O,O,X,O,X,X,X,X,O,X
SZOITJL,O,O,O,X,O,O,X,X,O,X,X
SZOILTJ,O,O,X,X,X,X,X,X,X,O,X
SZOILJT,O,O,X,X,X,X,X,X,X,O,X
SZOIJTL,O,O,O,X,X,O,X,X,X,X,X
SZOIJLT,O,O,O,X,X,O,X,X,X,O,X
SZOLTIJ,O,O,X,X,O,X,X,X,X,O,X
SZOLTJI,O,O,X,X,O,X,X,X,O,X,X
SZOLITJ,O,O,X,X,X,X,X,X,X,O,X
SZOLIJT,O,O,X,X,X,X,X,X,X,O,X
SZOLJTI,O,O,X,X,O,X,X,X,X,X,X
SZOLJIT,O,O,X,X,X,X,X,X,X,O,X
SZOJTIL,O,O,O,X,O,O,X,X,O,X,O
SZOJTLI,O,O,O,X,O,O,X,X,O,X,O
SZOJITL,O,O,O,X,O,O,X,X,X,X,O
SZOJILT,O,O,O,X,X,O,X,X,X,O,X
SZOJLTI,O,O,O,X,O,O,X,X,X,X,X
SZOJLIT,O,O,O,X,X,O,X,X,X,O,X
SOTILJZ,O,X,O,X,X,X,X,X,X,X,X
SOTILZJ,O,X,O,X,O,X,X,X,X,X,X
SOTIJLZ,O,X,O,X,O,X,X,X,X,X,X
SOTIJZL,O,X,O,X,O,O,X,X,X,X,X
SOTIZLJ,O,X,O,X,O,X,X,X,X,X,X
SOTIZJL,O,X,O,X,O,O,X,X,X,X,O
SOTLIJZ,O,X,O,X,X,X,O,X,X,X,X
SOTLIZJ,O,X,O,X,O,X,X,X,X,X,X
SOTLJIZ,O,X,O,X,O,X,O,X,X,X,X
SOTLJZI,O,X,O,X,O,X,O,X,X,X,X
SOTLZIJ,O,X,O,X,O,X,X,X,X,X,X
SOTLZJI,O,X,O,X,O,X,O,X,X,X,O
SOTJILZ,O,X,O,X,O,X,O,X,X,X,X
SOTJIZL,O,X,O,X,O,O,X,X,O,X,X
SOTJLIZ,O,X,O,X,O,X,O,X,X,X,X
SOTJLZI,O,X,O,X,O,X,O,X,X,X,X
SOTJZIL,O,X,O,X,O,O,X,X,O,X,O
SOTJZLI,O,X,O,X,O,O,X,X,O,X,O
SOTZILJ,O,X,O,X,O,X,X,X,X,X,X
SOTZIJL,O,X,O,X,O,O,X,X,O,X,O
SOTZLIJ,O,X,O,X,O,X,X,X,X,X,X
SOTZLJI,O,X,O,X,O,X,X,X,O,X,O
SOTZJIL,O,X,O,X,O,O,X,X,O,X,O
SOTZJLI,O,X,O,X,O,O,X,X,O,X,O
SOITLJZ,O,X,O,X,X,X,X,X,X,X,X
SOITLZJ,O,X,O,X,O,X,X,X,X,X,X
SOITJLZ,O,X,O,X,O,X,X,X,X,X,X
SOITJZL,O,X,O,X,O,O,X,X,X,X,X
SOITZLJ,O,X,O,X,O,X,X,X,X,X,X
SOITZJL,O,X,O,X,O,O,X,X,X,X,X
SOILTJZ,O,X,O,X,X,X,X,X,X,X,X
SOILTZJ,O,X,X,X,O,X,X,X,X,X,X
SOILJTZ,O,X,O,X,X,X,X,X,X,X,X
SOILJZT,O,X,O,X,X,X,X,X,X,X,X
SOILZTJ,O,X,X,X,X,X,X,X,X,X,X
SOILZJT,O,X,X,X,X,X,X,X,X,X,X
SOIJTLZ,O,X,O,X,O,X,X,X,X,X,X
SOIJTZL,O,X,O,X,O,O,X,X,X,X,X
SOIJLTZ,O,X,O,X,O,X,X,X,X,X,X
SOIJLZT,O,X,O,X,X,X,X,X,X,X,X
SOIJZTL,O,X,O,X,O,O,X,X,X,X,X
SOIJZLT,O,X,O,X,X,O,X,X,X,X,X
SOIZTLJ,O,X,O,X,O,X,X,X,X,X,X
SOIZTJL,O,X,O,X,O,O,X,X,X,X,X
SOIZLTJ,O,X,X,X,X,X,X,X,X,X,X
SOIZLJT,O,X,X,X,X,X,X,X,X,X,X
SOIZJTL,O,X,O,X,X,O,X,X,X,X,X
SOIZJLT,O,X,O,X,X,O,X,X,X,X,X
SOLTIJZ,O,X,O,X,X,X,O,X,X,X,X
SOLTIZJ,O,X,X,X,O,X,X,X,X,X,X
SOLTJIZ,O,X,O,X,O,X,O,X,X,X,X
SOLTJZI,O,X,O,X,O,X,O,X,X,X,X
SOLTZIJ,O,X,X,X,O,X,X,X,X,X,X
SOLTZJI,O,X,X,X,O,X,O,X,X,X,X
SOLITJZ,O,X,O,X,X,X,O,X,X,X,X
SOLITZJ,O,X,X,X,O,X,X,X,X,X,X
SOLIJTZ,O,X,O,X,X,X,X,X,X,X,X
SOLIJZT,O,X,O,X,X,X,X,X,X,X,X
SOLIZTJ,O,X,X,X,X,X,X,X,X,X,X
SOLIZJT,O,X,X,X,X,X,X,X,X,X,X
SOLJTIZ,O,X,O,X,O,X,O,X,X,X,X
SOLJTZI,O,X,O,X,O,X,O,X,X,X,X
SOLJITZ,O,X,O,X,O,X,X,X,X,X,X
SOLJIZT,O,X,O,X,X,X,X,X,X,X,X
SOLJZTI,O,X,O,X,X,X,X,X,X,X,X
SOLJZIT,O,X,O,X,X,X,X,X,X,X,X
SOLZTIJ,O,X,X,X,X,X,X,X,X,X,X
