sequence,v115@MhA8GeC8EeG8AeA8Jex/IvhFihBcnBTjBOpBXlBFtB,v115@MhA8GeC8EeG8AeA8JeZEJvhFWlBihBcnBTjBXlBFtB,v115@MhA8GeC8EeG8AeA8Jex/IvhFihBFjBOpBXlBTnBctB,v115@MhA8GeC8EeG8AeA8JeTAJvhFihB3iB1pBxsBOpBctB,v115@MhA8GeC8EeG8AeA8JeZEJvhFWlBihBFjBTnBctBXqB
OIZLSTJ,X,X,O,X,O
OIZLSJT,X,X,O,X,O
OIZJTLS,X,O,O,X,O
OIZJTSL,X,O,O,X,O
OIZJLTS,X,O,O,X,O
OIZJLST,X,X,O,X,O
OIZJSTL,X,X,O,X,O
OIZJSLT,X,X,O,X,O
OIZSTLJ,X,X,O,X,O
OIZSTJL,X,X,O,X,O
OIZSLTJ,X,X,O,X,O
OIZSLJT,X,X,O,X,O
OIZSJTL,X,X,O,X,O
OIZSJLT,X,X,O,X,O
OLTIJSZ,X,X,X,O,X
OLTIJZS,X,X,X,O,O
OLTISJZ,X,X,X,O,X
OLTISZJ,X,X,X,O,X
OLTIZJS,X,X,X,O,O
OLTIZSJ,X,X,X,O,O
OLTJISZ,X,X,X,O,X
OLTJIZS,X,X,O,O,O
OLTJSIZ,X,X,O,X,X
OLTJSZI,X,X,O,X,X
OLTJZIS,X,X,O,X,O
OLTJZSI,X,X,O,X,O
OLTSIJZ,X,X,X,O,X
OLTSIZJ,X,X,O,O,X
OLTSJIZ,X,X,O,X,X
OLTSJZI,X,X,O,X,X
OLTSZIJ,X,X,O,X,X
OLTSZJI,X,X,O,X,X
OLTZIJS,X,X,O,O,O
OLTZISJ,X,X,O,O,O
OLTZJIS,X,X,O,X,O
OLTZJSI,X,X,O,X,O
OLTZSIJ,X,X,O,X,O
OLTZSJI,X,X,O,X,O
OLITJSZ,X,X,X,O,X
OLITJZS,X,X,X,O,O
OLITSJZ,X,X,X,O,X
OLITSZJ,X,X,X,O,X
OLITZJS,X,X,X,O,O
OLITZSJ,X,X,X,O,O
OLIJTSZ,X,X,X,O,X
OLIJTZS,X,X,O,O,O
OLIJSTZ,X,X,O,X,X
OLIJSZT,X,X,O,X,O
OLIJZTS,X,O,O,X,O
OLIJZST,X,X,O,X,O
OLISTJZ,X,X,X,O,X
OLISTZJ,X,X,O,O,X
OLISJTZ,X,X,O,X,X
OLISJZT,X,X,O,X,O
OLISZTJ,X,X,O,X,O
OLISZJT,X,X,O,X,O
OLIZTJS,X,O,O,O,O
OLIZTSJ,X,O,O,O,O
OLIZJTS,X,O,O,X,O
OLIZJST,X,X,O,X,O
OLIZSTJ,X,X,O,X,O
OLIZSJT,X,X,O,X,O
OLJTISZ,X,X,X,O,X
OLJTIZS,X,X,O,O,O
OLJTSIZ,X,X,O,X,X
OLJTSZI,X,X,O,X,X
OLJTZIS,X,X,O,X,O
OLJTZSI,X,X,O,X,O
OLJITSZ,X,X,X,O,X
OLJITZS,X,X,O,O,O
OLJISTZ,X,X,O,X,X
OLJISZT,X,X,O,X,O
OLJIZTS,O,O,O,X,O
OLJIZST,X,X,O,X,O
OLJSTIZ,X,X,O,X,X
OLJSTZI,X,X,O,X,X
OLJSITZ,X,X,O,X,X
OLJSIZT,O,X,O,X,O
OLJSZTI,O,X,O,X,O
OLJSZIT,O,X,O,X,O
OLJZTIS,O,O,O,X,O
OLJZTSI,O,O,O,X,O
OLJZITS,O,O,O,X,O
OLJZIST,X,X,O,X,O
OLJZSTI,O,X,O,X,O
OLJZSIT,O,X,O,X,O
OLSTIJZ,X,X,X,O,X
OLSTIZJ,X,X,O,O,X
OLSTJIZ,X,X,O,X,X
OLSTJZI,X,X,O,X,X
OLSTZIJ,X,X,O,X,X
OLSTZJI,X,X,O,X,X
OLSITJZ,X,X,X,O,X
OLSITZJ,X,X,O,O,X
OLSIJTZ,X,X,O,X,X
OLSIJZT,X,X,O,X,O
OLSIZTJ,O,X,O,X,O
OLSIZJT,X,X,O,X,O
OLSJTIZ,X,X,O,X,X
OLSJTZI,X,X,O,X,X
OLSJITZ,X,X,O,X,X
OLSJIZT,O,X,O,X,O
OLSJZTI,O,X,O,X,O
OLSJZIT,O,X,O,X,O
OLSZTIJ,O,X,O,X,O
OLSZTJI,O,X,O,X,O
OLSZITJ,O,X,O,X,O
OLSZIJT,X,X,O,X,O
OLSZJTI,O,X,O,X,O
OLSZJIT,O,X,O,X,O
OLZTIJS,O,O,O,O,O
OLZTISJ,O,O,O,O,O
OLZTJIS,O,O,O,X,O
OLZTJSI,O,O,O,X,O
OLZTSIJ,O,O,O,X,O
OLZTSJI,O,O,O,X,O
OLZITJS,X,O,O,O,O
OLZITSJ,X,O,O,O,O
OLZIJTS,X,O,O,X,O
OLZIJST,X,X,O,X,O
OLZISTJ,X,X,O,X,O
OLZISJT,X,X,O,X,O
OLZJTIS,O,O,O,X,O
OLZJTSI,O,O,O,X,O
OLZJITS,O,O,O,X,O
OLZJIST,X,X,O,X,O
OLZJSTI,O,X,O,X,O
OLZJSIT,O,X,O,X,O
OLZSTIJ,O,X,O,X,O
OLZSTJI,O,X,O,X,O
OLZSITJ,O,X,O,X,O
OLZSIJT,X,X,O,X,O
OLZSJTI,O,X,O,X,O
OLZSJIT,O,X,O,X,O
OJTILSZ,X,X,X,O,X
OJTILZS,O,O,O,O,O
OJTISLZ,O,X,X,O,X
OJTISZL,O,O,X,O,X
OJTIZLS,O,O,O,O,O
OJTIZSL,O,O,O,O,O
OJTLISZ,X,X,X,O,X
OJTLIZS,O,O,O,O,O
OJTLSIZ,O,X,O,X,X
OJTLSZI,O,X,O,X,X
OJTLZIS,O,O,O,X,O
OJTLZSI,O,O,O,X,O
OJTSILZ,O,X,O,X,X
OJTSIZL,O,O,O,X,X
OJTSLIZ,O,X,O,X,X
OJTSLZI,O,X,O,X,X
OJTSZIL,O,O,O,X,X
OJTSZLI,O,O,O,X,X
OJTZILS,O,O,O,X,O
OJTZISL,O,O,O,X,O
OJTZLIS,O,O,O,X,O
OJTZLSI,O,O,O,X,O
OJTZSIL,O,O,O,X,O
OJTZSLI,O,O,O,X,O
OJITLSZ,X,X,X,O,X
OJITLZS,O,O,O,O,O
OJITSLZ,X,X,X,O,X
OJITSZL,O,O,X,O,X
OJITZLS,O,O,O,O,O
OJITZSL,O,O,O,O,O
OJILTSZ,X,X,X,O,X
OJILTZS,X,X,O,O,O
OJILSTZ,X,X,O,X,X
OJILSZT,X,X,O,X,O
OJILZTS,O,O,O,X,O
OJILZST,X,X,O,X,O
OJISTLZ,X,X,O,X,X
OJISTZL,X,X,O,X,X
OJISLTZ,X,X,O,X,X
OJISLZT,X,X,O,X,O
OJISZTL,X,X,O,X,O
OJISZLT,X,X,O,X,O
OJIZTLS,O,O,O,X,O
OJIZTSL,O,O,O,X,O
OJIZLTS,O,O,O,X,O
OJIZLST,X,X,O,X,O
OJIZSTL,X,X,O,X,O
OJIZSLT,X,X,O,X,O
OJLTISZ,X,X,X,O,X
OJLTIZS,X,X,O,O,O
OJLTSIZ,X,X,O,X,X
OJLTSZI,X,X,O,X,X
OJLTZIS,X,X,O,X,O
OJLTZSI,X,X,O,X,O
OJLITSZ,X,X,X,O,X
OJLITZS,X,X,O,O,O
OJLISTZ,X,X,O,X,X
OJLISZT,X,X,O,X,O
OJLIZTS,O,O,O,X,O
OJLIZST,X,X,O,X,O
OJLSTIZ,X,X,O,X,X
OJLSTZI,X,X,O,X,X
OJLSITZ,X,X,O,X,X
OJLSIZT,O,X,O,X,O
OJLSZTI,O,X,O,X,O
OJLSZIT,O,X,O,X,O
OJLZTIS,O,O,O,X,O
OJLZTSI,O,O,O,X,O
OJLZITS,O,O,O,X,O
OJLZIST,X,X,O,X,O
OJLZSTI,O,X,O,X,O
OJLZSIT,O,X,O,X,O
OJSTILZ,O,X,O,X,X
OJSTIZL,O,X,O,X,X
OJSTLIZ,O,X,O,X,X
OJSTLZI,O,X,O,X,X
OJSTZIL,O,X,O,X,X
OJSTZLI,O,X,O,X,X
OJSITLZ,O,X,O,X,X
OJSITZL,O,X,O,X,X
OJSILTZ,X,X,O,X,X
OJSILZT,O,X,O,X,O
OJSIZTL,O,X,O,X,O
OJSIZLT,O,X,O,X,O
OJSLTIZ,X,X,O,X,X
OJSLTZI,X,X,O,X,X
OJSLITZ,X,X,O,X,X
OJSLIZT,O,X,O,X,O
OJSLZTI,O,X,O,X,O
OJSLZIT,O,X,O,X,O
OJSZTIL,O,X,O,X,O
OJSZTLI,O,X,O,X,O
OJSZITL,O,X,O,X,O
OJSZILT,O,X,O,X,O
OJSZLTI,O,X,O,X,O
OJSZLIT,O,X,O,X,O
OJZTILS,O,O,O,X,O
OJZTISL,O,O,O,X,O
OJZTLIS,O,O,O,X,O
OJZTLSI,O,O,O,X,O
OJZTSIL,O,O,O,X,O
OJZTSLI,O,O,O,X,O
OJZITLS,O,O,O,X,O
OJZITSL,O,O,O,X,O
OJZILTS,O,O,O,X,O
OJZILST,X,X,O,X,O
OJZISTL,X,X,O,X,O
OJZISLT,X,X,O,X,O
OJZLTIS,O,O,O,X,O
OJZLTSI,O,O,O,X,O
OJZLITS,O,O,O,X,O
OJZLIST,X,X,O,X,O
OJZLSTI,O,X,O,X,O
OJZLSIT,O,X,O,X,O
OJZSTIL,O,X,O,X,O
OJZSTLI,O,X,O,X,O
OJZSITL,O,X,O,X,O
OJZSILT,O,X,O,X,O
OJZSLTI,O,X,O,X,O
OJZSLIT,O,X,O,X,O
OSTILJZ,X,X,X,O,X
OSTILZJ,O,X,O,O,X
OSTIJLZ,O,X,X,O,X
OSTIJZL,O,X,X,O,X
OSTIZLJ,O,X,O,O,X
OSTIZJL,O,X,O,O,X
OSTLIJZ,X,X,X,O,X
OSTLIZJ,O,X,O,O,X
OSTLJIZ,O,X,O,X,X
OSTLJZI,O,X,O,X,X
OSTLZIJ,O,X,O,X,X
OSTLZJI,O,X,O,X,X
OSTJILZ,O,X,O,X,X
OSTJIZL,O,X,O,X,X
OSTJLIZ,O,X,O,X,X
OSTJLZI,O,X,O,X,X
OSTJZIL,O,X,O,X,X
OSTJZLI,O,X,O,X,X
OSTZILJ,O,X,O,X,X
OSTZIJL,O,X,O,X,X
OSTZLIJ,O,X,O,X,X
OSTZLJI,O,X,O,X,X
OSTZJIL,O,X,O,X,X
OSTZJLI,O,X,O,X,X
OSITLJZ,X,X,X,O,X
OSITLZJ,O,X,O,O,X
OSITJLZ,X,X,X,O,X
OSITJZL,O,X,X,O,X
OSITZLJ,O,X,O,O,X
OSITZJL,O,X,O,O,X
OSILTJZ,X,X,X,O,X
OSILTZJ,X,X,O,O,X
OSILJTZ,X,X,O,X,X
OSILJZT,X,X,O,X,O
OSILZTJ,O,X,O,X,O
OSILZJT,X,X,O,X,O
OSIJTLZ,X,X,O,X,X
OSIJTZL,X,X,O,X,X
OSIJLTZ,X,X,O,X,X
OSIJLZT,X,X,O,X,O
OSIJZTL,X,X,O,X,O
OSIJZLT,X,X,O,X,O
OSIZTLJ,O,X,O,X,O
OSIZTJL,O,X,O,X,O
OSIZLTJ,O,X,O,X,O
OSIZLJT,X,X,O,X,O
OSIZJTL,X,X,O,X,O
OSIZJLT,X,X,O,X,O
OSLTIJZ,X,X,X,O,X
OSLTIZJ,X,X,O,O,X
OSLTJIZ,X,X,O,X,X
OSLTJZI,X,X,O,X,X
OSLTZIJ,X,X,O,X,X
OSLTZJI,X,X,O,X,X
OSLITJZ,X,X,X,O,X
OSLITZJ,X,X,O,O,X
OSLIJTZ,X,X,O,X,X
OSLIJZT,X,X,O,X,O
OSLIZTJ,O,X,O,X,O
OSLIZJT,X,X,O,X,O
OSLJTIZ,X,X,O,X,X
OSLJTZI,X,X,O,X,X
OSLJITZ,X,X,O,X,X
OSLJIZT,O,X,O,X,O
OSLJZTI,O,X,O,X,O
OSLJZIT,O,X,O,X,O
OSLZTIJ,O,X,O,X,O
OSLZTJI,O,X,O,X,O
OSLZITJ,O,X,O,X,O
OSLZIJT,X,X,O,X,O
OSLZJTI,O,X,O,X,O
OSLZJIT,O,X,O,X,O
OSJTILZ,O,X,O,X,X
OSJTIZL,O,X,O,X,X
OSJTLIZ,O,X,O,X,X
OSJTLZI,O,X,O,X,X
OSJTZIL,O,X,O,X,X
OSJTZLI,O,X,O,X,X
OSJITLZ,O,X,O,X,X
OSJITZL,O,X,O,X,X
OSJILTZ,X,X,O,X,X
OSJILZT,O,X,O,X,O
OSJIZTL,O,X,O,X,O
OSJIZLT,O,X,O,X,O
OSJLTIZ,X,X,O,X,X
OSJLTZI,X,X,O,X,X
OSJLITZ,X,X,O,X,X
OSJLIZT,O,X,O,X,O
OSJLZTI,O,X,O,X,O
OSJLZIT,O,X,O,X,O
OSJZTIL,O,X,O,X,O
OSJZTLI,O,X,O,X,O
OSJZITL,O,X,O,X,O
OSJZILT,O,X,O,X,O
OSJZLTI,O,X,O,X,O
OSJZLIT,O,X,O,X,O
OSZTILJ,O,X,O,X,O
OSZTIJL,O,X,O,X,O
OSZTLIJ,O,X,O,X,O
OSZTLJI,O,X,O,X,O
OSZTJIL,O,X,O,X,O
OSZTJLI,O,X,O,X,O
OSZITLJ,O,X,O,X,O
OSZITJL,O,X,O,X,O
OSZILTJ,O,X,O,X,O
OSZILJT,X,X,O,X,O
OSZIJTL,X,X,O,X,O
OSZIJLT,X,X,O,X,O
OSZLTIJ,O,X,O,X,O
OSZLTJI,O,X,O,X,O
OSZLITJ,O,X,O,X,O
OSZLIJT,X,X,O,X,O
OSZLJTI,O,X,O,X,O
OSZLJIT,O,X,O,X,O
OSZJTIL,O,X,O,X,O
OSZJTLI,O,X,O,X,O
OSZJITL,O,X,O,X,O
OSZJILT,O,X,O,X,O
OSZJLTI,O,X,O,X,O
OSZJLIT,O,X,O,X,O
OZTILJS,O,O,O,O,O
OZTILSJ,O,O,O,O,O
OZTIJLS,O,O,O,O,O
OZTIJSL,O,O,O,O,O
OZTISLJ,O,O,O,O,O
OZTISJL,O,O,O,O,O
OZTLIJS,O,O,O,O,O
OZTLISJ,O,O,O,O,O
OZTLJIS,O,O,O,X,O
OZTLJSI,O,O,O,X,O
OZTLSIJ,O,O,O,X,O
OZTLSJI,O,O,O,X,O
OZTJILS,O,O,O,X,O
OZTJISL,O,O,O,X,O
OZTJLIS,O,O,O,X,O
OZTJLSI,O,O,O,X,O
OZTJSIL,O,O,O,X,O
OZTJSLI,O,O,O,X,O
OZTSILJ,O,O,O,X,O
OZTSIJL,O,O,O,X,O
OZTSLIJ,O,O,O,X,O
OZTSLJI,O,O,O,X,O
OZTSJIL,O,O,O,X,O
OZTSJLI,O,O,O,X,O
OZITLJS,X,O,O,O,O
OZITLSJ,X,O,O,O,O
OZITJLS,X,O,O,O,O
OZITJSL,X,O,O,O,O
OZITSLJ,X,O,O,O,O
OZITSJL,X,O,O,O,O
OZILTJS,X,O,O,O,O
OZILTSJ,X,O,O,O,O
OZILJTS,X,O,O,X,O
OZILJST,X,X,O,X,O
OZILSTJ,X,X,O,X,O
OZILSJT,X,X,O,X,O
OZIJTLS,X,O,O,X,O
OZIJTSL,X,O,O,X,O
OZIJLTS,X,O,O,X,O
OZIJLST,X,X,O,X,O
OZIJSTL,X,X,O,X,O
OZIJSLT,X,X,O,X,O
OZISTLJ,X,X,O,X,O
OZISTJL,X,X,O,X,O
OZISLTJ,X,X,O,X,O
OZISLJT,X,X,O,X,O
OZISJTL,X,X,O,X,O
OZISJLT,X,X,O,X,O
OZLTIJS,O,O,O,O,O
OZLTISJ,O,O,O,O,O
OZLTJIS,O,O,O,X,O
OZLTJSI,O,O,O,X,O
OZLTSIJ,O,O,O,X,O
OZLTSJI,O,O,O,X,O
OZLITJS,X,O,O,O,O
OZLITSJ,X,O,O,O,O
OZLIJTS,X,O,O,X,O
OZLIJST,X,X,O,X,O
OZLISTJ,X,X,O,X,O
OZLISJT,X,X,O,X,O
OZLJTIS,O,O,O,X,O
OZLJTSI,O,O,O,X,O
OZLJITS,O,O,O,X,O
OZLJIST,X,X,O,X,O
OZLJSTI,O,X,O,X,O
OZLJSIT,O,X,O,X,O
OZLSTIJ,O,X,O,X,O
OZLSTJI,O,X,O,X,O
OZLSITJ,O,X,O,X,O
OZLSIJT,X,X,O,X,O
OZLSJTI,O,X,O,X,O
OZLSJIT,O,X,O,X,O
OZJTILS,O,O,O,X,O
OZJTISL,O,O,O,X,O
OZJTLIS,O,O,O,X,O
OZJTLSI,O,O,O,X,O
OZJTSIL,O,O,O,X,O
OZJTSLI,O,O,O,X,O
OZJITLS,O,O,O,X,O
OZJITSL,O,O,O,X,O
OZJILTS,O,O,O,X,O
OZJILST,X,X,O,X,O
OZJISTL,X,X,O,X,O
OZJISLT,X,X,O,X,O
OZJLTIS,O,O,O,X,O
OZJLTSI,O,O,O,X,O
OZJLITS,O,O,O,X,O
OZJLIST,X,X,O,X,O
OZJLSTI,O,X,O,X,O
OZJLSIT,O,X,O,X,O
OZJSTIL,O,X,O,X,O
OZJSTLI,O,X,O,X,O
OZJSITL,O,X,O,X,O
OZJSILT,O,X,O,X,O
OZJSLTI,O,X,O,X,O
OZJSLIT,O,X,O,X,O
OZSTILJ,O,X,O,X,O
OZSTIJL,O,X,O,X,O
OZSTLIJ,O,X,O,X,O
OZSTLJI,O,X,O,X,O
OZSTJIL,O,X,O,X,O
OZSTJLI,O,X,O,X,O
OZSITLJ,O,X,O,X,O
OZSITJL,O,X,O,X,O
OZSILTJ,O,X,O,X,O
OZSILJT,X,X,O,X,O
OZSIJTL,X,X,O,X,O
OZSIJLT,X,X,O,X,O
OZSLTIJ,O,X,O,X,O
OZSLTJI,O,X,O,X,O
OZSLITJ,O,X,O,X,O
OZSLIJT,X,X,O,X,O
OZSLJTI,O,X,O,X,O
OZSLJIT,O,X,O,X,O
OZSJTIL,O,X,O,X,O
OZSJTLI,O,X,O,X,O
OZSJITL,O,X,O,X,O
OZSJILT,O,X,O,X,O
OZSJLTI,O,X,O,X,O
OZSJLIT,O,X,O,X,O
