sequence,v115@ChB8IeA8HeD8AeA8DeD8KeOEJvhF/lBUhBziB5oBtp?ByvB,v115@ChB8IeA8HeD8AeA8DeD8Ke0/IvhF6lBNmBziB5oB/p?B2vB,v115@ChB8IeA8HeD8AeA8DeD8KeKEJvhFWlBNmBziB5oB0q?BXqB,v115@ChB8IeA8HeD8AeA8DeD8KeKEJvhFWlBNmBziB5oBXq?B0qB,v115@ChB8IeA8HeD8AeA8DeD8KeSFJvhFNmBziB5oB/pB0q?BmpB,v115@ChB8IeA8HeD8AeA8DeD8KeOEJvhFNmBziB5oBClB0q?BXqB
ZJOLSIT,O,X,X,X,X,X
ZJOSTIL,X,O,X,X,O,O
ZJOSTLI,X,O,X,X,O,O
ZJOSITL,X,O,X,X,O,O
ZJOSILT,X,O,X,X,X,X
ZJOSLTI,X,O,X,X,X,X
ZJOSLIT,X,O,X,X,X,X
ZSTILJO,X,O,O,O,O,O
ZSTILOJ,X,O,O,O,O,O
ZSTIJLO,X,O,X,X,O,O
ZSTIJOL,X,O,X,X,O,O
ZSTIOLJ,X,O,O,O,O,O
ZSTIOJL,X,O,X,X,O,O
ZSTLIJO,X,O,O,O,O,O
ZSTLIOJ,X,O,O,O,O,O
ZSTLJIO,X,O,O,O,O,O
ZSTLJOI,X,O,O,O,O,O
ZSTLOIJ,X,O,O,O,O,O
ZSTLOJI,X,O,O,O,O,O
ZSTJILO,X,O,X,X,O,O
ZSTJIOL,X,O,X,X,O,O
ZSTJLIO,X,O,X,X,O,O
ZSTJLOI,X,O,X,X,O,O
ZSTJOIL,X,O,X,X,O,O
ZSTJOLI,X,O,X,X,O,O
ZSTOILJ,X,O,O,O,O,O
ZSTOIJL,X,O,X,X,O,O
ZSTOLIJ,X,O,O,O,O,O
ZSTOLJI,X,O,O,O,O,O
ZSTOJIL,X,O,X,X,O,O
ZSTOJLI,X,O,X,X,O,O
ZSITLJO,X,O,O,O,O,O
ZSITLOJ,X,O,O,O,O,O
ZSITJLO,X,O,X,X,O,O
ZSITJOL,X,O,X,X,O,O
ZSITOLJ,X,O,O,O,O,O
ZSITOJL,X,O,X,X,O,O
ZSILTJO,O,O,O,O,O,X
ZSILTOJ,O,O,O,O,O,X
ZSILJTO,O,O,X,X,X,X
ZSILJOT,O,O,X,X,X,X
ZSILOTJ,O,O,O,O,O,X
ZSILOJT,O,O,X,X,X,X
ZSIJTLO,X,O,X,X,O,O
ZSIJTOL,X,O,X,X,O,O
ZSIJLTO,X,O,X,X,X,X
ZSIJLOT,X,O,X,X,X,X
ZSIJOTL,X,O,X,X,O,O
ZSIJOLT,X,O,X,X,X,X
ZSIOTLJ,X,O,O,O,O,O
ZSIOTJL,X,O,X,X,O,O
ZSIOLTJ,O,O,O,O,O,X
ZSIOLJT,O,O,X,X,X,X
ZSIOJTL,X,O,X,X,O,O
ZSIOJLT,X,O,X,X,X,X
ZSLTIJO,O,O,O,O,O,X
ZSLTIOJ,O,O,O,O,O,X
ZSLTJIO,O,O,O,O,O,X
ZSLTJOI,O,O,O,O,O,X
ZSLTOIJ,O,O,O,O,O,X
ZSLTOJI,O,O,O,O,O,X
ZSLITJO,O,O,O,O,O,X
ZSLITOJ,O,O,O,O,O,X
ZSLIJTO,O,O,X,X,X,X
ZSLIJOT,O,O,X,X,X,X
ZSLIOTJ,O,O,O,O,O,X
ZSLIOJT,O,O,X,X,X,X
ZSLJTIO,O,O,X,X,X,X
ZSLJTOI,O,O,X,X,X,X
ZSLJITO,O,O,X,X,X,X
ZSLJIOT,O,O,X,X,X,X
ZSLJOTI,O,O,X,X,X,X
ZSLJOIT,O,O,X,X,X,X
ZSLOTIJ,O,O,O,O,O,X
ZSLOTJI,O,O,O,O,O,X
ZSLOITJ,O,O,O,O,O,X
ZSLOIJT,O,O,X,X,X,X
ZSLOJTI,O,O,X,X,X,X
ZSLOJIT,O,O,X,X,X,X
ZSJTILO,X,O,X,X,O,O
ZSJTIOL,X,O,X,X,O,O
ZSJTLIO,X,O,X,X,O,O
ZSJTLOI,X,O,X,X,O,O
ZSJTOIL,X,O,X,X,O,O
ZSJTOLI,X,O,X,X,O,O
ZSJITLO,X,O,X,X,O,O
ZSJITOL,X,O,X,X,O,O
ZSJILTO,X,O,X,X,X,X
ZSJILOT,X,O,X,X,X,X
ZSJIOTL,X,O,X,X,O,O
ZSJIOLT,X,O,X,X,X,X
ZSJLTIO,X,O,X,X,X,X
ZSJLTOI,X,O,X,X,X,X
ZSJLITO,X,O,X,X,X,X
ZSJLIOT,X,O,X,X,X,X
ZSJLOTI,X,O,X,X,X,X
ZSJLOIT,X,O,X,X,X,X
ZSJOTIL,X,O,X,X,O,O
ZSJOTLI,X,O,X,X,O,O
ZSJOITL,X,O,X,X,O,O
ZSJOILT,X,O,X,X,X,X
ZSJOLTI,X,O,X,X,X,X
ZSJOLIT,X,O,X,X,X,X
ZSOTILJ,X,O,O,O,O,O
ZSOTIJL,X,O,X,X,O,O
ZSOTLIJ,X,O,O,O,O,O
ZSOTLJI,X,O,O,O,O,O
ZSOTJIL,X,O,X,X,O,O
ZSOTJLI,X,O,X,X,O,O
ZSOITLJ,X,O,O,O,O,O
ZSOITJL,X,O,X,X,O,O
ZSOILTJ,O,O,O,O,O,X
ZSOILJT,O,O,X,X,X,X
ZSOIJTL,X,O,X,X,O,O
ZSOIJLT,X,O,X,X,X,X
ZSOLTIJ,O,O,O,O,O,X
ZSOLTJI,O,O,O,O,O,X
ZSOLITJ,O,O,O,O,O,X
ZSOLIJT,O,O,X,X,X,X
ZSOLJTI,O,O,X,X,X,X
ZSOLJIT,O,O,X,X,X,X
ZSOJTIL,X,O,X,X,O,O
ZSOJTLI,X,O,X,X,O,O
ZSOJITL,X,O,X,X,O,O
ZSOJILT,X,O,X,X,X,X
ZSOJLTI,X,O,X,X,X,X
ZSOJLIT,X,O,X,X,X,X
ZOTILJS,O,X,O,O,X,O
ZOTILSJ,O,X,O,O,O,O
ZOTIJLS,O,O,O,X,X,O
ZOTIJSL,O,O,X,X,O,O
ZOTISLJ,O,O,O,O,O,O
ZOTISJL,O,O,X,X,O,O
ZOTLIJS,O,X,O,O,X,O
ZOTLISJ,O,X,O,O,O,O
ZOTLJIS,O,X,O,O,X,O
ZOTLJSI,O,X,O,X,X,O
ZOTLSIJ,O,X,O,O,O,O
ZOTLSJI,O,X,O,O,O,O
ZOTJILS,O,O,O,X,X,O
ZOTJISL,O,O,X,X,O,O
ZOTJLIS,O,O,O,X,X,O
ZOTJLSI,O,O,O,X,X,O
ZOTJSIL,O,O,X,X,O,O
ZOTJSLI,O,O,X,X,O,O
ZOTSILJ,O,O,O,O,O,O
ZOTSIJL,O,O,X,X,O,O
ZOTSLIJ,O,O,O,O,O,O
ZOTSLJI,O,O,O,O,O,O
ZOTSJIL,O,O,X,X,O,O
ZOTSJLI,O,O,X,X,O,O
ZOITLJS,O,X,O,O,X,O
ZOITLSJ,O,X,O,O,O,O
ZOITJLS,O,O,O,X,X,O
ZOITJSL,O,O,X,X,O,O
ZOITSLJ,O,O,O,O,O,O
ZOITSJL,O,O,X,X,O,O
ZOILTJS,O,X,O,O,X,O
ZOILTSJ,O,X,O,O,O,O
ZOILJTS,O,X,O,X,X,O
ZOILJST,O,X,X,X,X,X
ZOILSTJ,O,X,O,O,O,X
ZOILSJT,O,X,X,X,X,X
ZOIJTLS,O,O,O,X,X,O
ZOIJTSL,O,O,X,X,O,O
ZOIJLTS,O,X,O,X,X,O
ZOIJLST,O,X,X,X,X,X
ZOIJSTL,X,O,X,X,O,O
ZOIJSLT,X,O,X,X,X,X
ZOISTLJ,X,O,O,O,O,O
ZOISTJL,X,O,X,X,O,O
ZOISLTJ,O,O,O,O,O,X
ZOISLJT,O,O,X,X,X,X
ZOISJTL,X,O,X,X,O,O
ZOISJLT,X,O,X,X,X,X
ZOLTIJS,O,X,O,O,X,O
ZOLTISJ,O,X,O,O,O,O
ZOLTJIS,O,X,O,O,X,O
ZOLTJSI,O,X,O,X,X,O
ZOLTSIJ,O,X,O,O,O,O
ZOLTSJI,O,X,O,O,O,O
ZOLITJS,O,X,O,O,X,O
ZOLITSJ,O,X,O,O,O,O
ZOLIJTS,O,X,O,X,X,O
ZOLIJST,O,X,X,X,X,X
ZOLISTJ,O,X,O,O,O,X
ZOLISJT,O,X,X,X,X,X
ZOLJTIS,O,X,O,X,X,O
ZOLJTSI,O,X,O,X,X,O
ZOLJITS,O,X,O,X,X,O
ZOLJIST,O,X,X,X,X,X
ZOLJSTI,O,X,X,X,X,X
ZOLJSIT,O,X,X,X,X,X
ZOLSTIJ,O,X,O,O,O,X
ZOLSTJI,O,X,O,O,O,X
ZOLSITJ,O,X,O,O,O,X
ZOLSIJT,O,X,X,X,X,X
ZOLSJTI,O,X,X,X,X,X
ZOLSJIT,O,X,X,X,X,X
ZOJTILS,O,O,O,X,X,O
ZOJTISL,O,O,X,X,O,O
ZOJTLIS,O,O,O,X,X,O
ZOJTLSI,O,O,O,X,X,O
ZOJTSIL,O,O,X,X,O,O
ZOJTSLI,O,O,X,X,O,O
ZOJITLS,O,O,O,X,X,O
ZOJITSL,O,O,X,X,O,O
ZOJILTS,O,X,O,X,X,O
ZOJILST,O,X,X,X,X,X
ZOJISTL,X,O,X,X,O,O
ZOJISLT,X,O,X,X,X,X
ZOJLTIS,O,X,O,X,X,O
ZOJLTSI,O,X,O,X,X,O
ZOJLITS,O,X,O,X,X,O
ZOJLIST,O,X,X,X,X,X
ZOJLSTI,O,X,X,X,X,X
ZOJLSIT,O,X,X,X,X,X
ZOJSTIL,X,O,X,X,O,O
ZOJSTLI,X,O,X,X,O,O
ZOJSITL,X,O,X,X,O,O
ZOJSILT,X,O,X,X,X,X
ZOJSLTI,X,O,X,X,X,X
ZOJSLIT,X,O,X,X,X,X
ZOSTILJ,X,O,O,O,O,O
ZOSTIJL,X,O,X,X,O,O
ZOSTLIJ,X,O,O,O,O,O
ZOSTLJI,X,O,O,O,O,O
ZOSTJIL,X,O,X,X,O,O
ZOSTJLI,X,O,X,X,O,O
ZOSITLJ,X,O,O,O,O,O
ZOSITJL,X,O,X,X,O,O
ZOSILTJ,O,O,O,O,O,X
ZOSILJT,O,O,X,X,X,X
ZOSIJTL,X,O,X,X,O,O
ZOSIJLT,X,O,X,X,X,X
ZOSLTIJ,O,O,O,O,O,X
ZOSLTJI,O,O,O,O,O,X
ZOSLITJ,O,O,O,O,O,X
ZOSLIJT,O,O,X,X,X,X
ZOSLJTI,O,O,X,X,X,X
ZOSLJIT,O,O,X,X,X,X
ZOSJTIL,X,O,X,X,O,O
ZOSJTLI,X,O,X,X,O,O
ZOSJITL,X,O,X,X,O,O
ZOSJILT,X,O,X,X,X,X
ZOSJLTI,X,O,X,X,X,X
ZOSJLIT,X,O,X,X,X,X
OTILJSZ,O,O,O,O,X,X
OTILJZS,O,O,O,O,X,O
OTILSJZ,O,O,O,O,X,X
OTILSZJ,O,O,O,O,O,X
OTILZJS,O,X,O,O,X,O
OTILZSJ,O,X,O,O,O,O
OTIJLSZ,O,O,O,O,X,X
OTIJLZS,O,O,O,O,X,O
OTIJSLZ,O,O,X,O,X,X
OTIJSZL,O,O,X,X,O,O
OTIJZLS,O,O,O,X,X,O
OTIJZSL,O,O,X,X,O,O
OTISLJZ,O,O,O,O,X,X
OTISLZJ,O,O,O,O,O,X
OTISJLZ,O,O,X,O,X,X
OTISJZL,O,O,X,X,O,O
OTISZLJ,O,O,O,O,O,O
OTISZJL,O,O,X,X,O,O
OTIZLJS,O,X,O,O,X,O
OTIZLSJ,O,X,O,O,O,O
OTIZJLS,O,O,O,X,X,O
OTIZJSL,O,O,X,X,O,O
OTIZSLJ,O,O,O,O,O,O
OTIZSJL,O,O,X,X,O,O
OTLIJSZ,O,O,O,O,X,X
OTLIJZS,O,O,O,O,X,O
OTLISJZ,O,O,O,O,X,X
OTLISZJ,O,O,O,O,O,X
OTLIZJS,O,X,O,O,X,O
OTLIZSJ,O,X,O,O,O,O
OTLJISZ,O,O,O,O,X,X
OTLJIZS,O,O,O,O,X,O
OTLJSIZ,O,O,O,O,X,X
OTLJSZI,O,O,X,O,X,X
OTLJZIS,O,O,O,O,X,O
OTLJZSI,O,O,O,X,X,O
OTLSIJZ,O,O,O,O,X,X
OTLSIZJ,O,O,O,O,O,X
OTLSJIZ,O,O,O,O,X,X
OTLSJZI,O,O,X,O,X,X
OTLSZIJ,O,O,O,O,O,X
OTLSZJI,O,O,O,O,O,X
OTLZIJS,O,X,O,O,X,O
OTLZISJ,O,X,O,O,O,O
OTLZJIS,O,X,O,O,X,O
OTLZJSI,O,X,O,X,X,O
OTLZSIJ,O,X,O,O,O,O
OTLZSJI,O,X,O,O,O,O
OTJILSZ,O,O,O,O,X,X
OTJILZS,O,O,O,O,X,O
OTJISLZ,O,O,X,O,X,X
OTJISZL,O,O,X,X,O,O
OTJIZLS,O,O,O,X,X,O
OTJIZSL,O,O,X,X,O,O
OTJLISZ,O,O,O,O,X,X
OTJLIZS,O,O,O,O,X,O
OTJLSIZ,O,O,O,O,X,X
OTJLSZI,O,O,X,O,X,X
OTJLZIS,O,O,O,O,X,O
OTJLZSI,O,O,O,X,X,O
OTJSILZ,O,O,X,O,X,X
OTJSIZL,O,O,X,X,O,O
OTJSLIZ,O,O,X,O,X,X
OTJSLZI,O,O,X,O,X,X
OTJSZIL,O,O,X,X,O,O
OTJSZLI,O,O,X,X,O,O
OTJZILS,O,O,O,X,X,O
OTJZISL,O,O,X,X,O,O
OTJZLIS,O,O,O,X,X,O
OTJZLSI,O,O,O,X,X,O
OTJZSIL,O,O,X,X,O,O
OTJZSLI,O,O,X,X,O,O
OTSILJZ,O,O,O,O,X,X
OTSILZJ,O,O,O,O,O,X
OTSIJLZ,O,O,X,O,X,X
OTSIJZL,O,O,X,X,O,O
OTSIZLJ,O,O,O,O,O,O
OTSIZJL,O,O,X,X,O,O
OTSLIJZ,O,O,O,O,X,X
OTSLIZJ,O,O,O,O,O,X
OTSLJIZ,O,O,O,O,X,X
OTSLJZI,O,O,X,O,X,X
OTSLZIJ,O,O,O,O,O,X
OTSLZJI,O,O,O,O,O,X
OTSJILZ,O,O,X,O,X,X
OTSJIZL,O,O,X,X,O,O
OTSJLIZ,O,O,X,O,X,X
OTSJLZI,O,O,X,O,X,X
OTSJZIL,O,O,X,X,O,O
OTSJZLI,O,O,X,X,O,O
OTSZILJ,O,O,O,O,O,O
OTSZIJL,O,O,X,X,O,O
OTSZLIJ,O,O,O,O,O,O
OTSZLJI,O,O,O,O,O,O
OTSZJIL,O,O,X,X,O,O
OTSZJLI,O,O,X,X,O,O
OTZILJS,O,X,O,O,X,O
OTZILSJ,O,X,O,O,O,O
OTZIJLS,O,O,O,X,X,O
OTZIJSL,O,O,X,X,O,O
OTZISLJ,O,O,O,O,O,O
OTZISJL,O,O,X,X,O,O
OTZLIJS,O,X,O,O,X,O
OTZLISJ,O,X,O,O,O,O
OTZLJIS,O,X,O,O,X,O
OTZLJSI,O,X,O,X,X,O
OTZLSIJ,O,X,O,O,O,O
OTZLSJI,O,X,O,O,O,O
OTZJILS,O,O,O,X,X,O
OTZJISL,O,O,X,X,O,O
OTZJLIS,O,O,O,X,X,O
OTZJLSI,O,O,O,X,X,O
OTZJSIL,O,O,X,X,O,O
OTZJSLI,O,O,X,X,O,O
OTZSILJ,O,O,O,O,O,O
OTZSIJL,O,O,X,X,O,O
OTZSLIJ,O,O,O,O,O,O
OTZSLJI,O,O,O,O,O,O
OTZSJIL,O,O,X,X,O,O
OTZSJLI,O,O,X,X,O,O
OITLJSZ,O,O,O,O,X,X
OITLJZS,O,O,O,O,X,O
OITLSJZ,O,O,O,O,X,X
OITLSZJ,O,O,O,O,O,X
OITLZJS,O,X,O,O,X,O
OITLZSJ,O,X,O,O,O,O
OITJLSZ,O,O,O,O,X,X
OITJLZS,O,O,O,O,X,O
OITJSLZ,O,O,X,O,X,X
OITJSZL,O,O,X,X,O,O
OITJZLS,O,O,O,X,X,O
OITJZSL,O,O,X,X,O,O
OITSLJZ,O,O,O,O,X,X
OITSLZJ,O,O,O,O,O,X
OITSJLZ,O,O,X,O,X,X
OITSJZL,O,O,X,X,O,O
OITSZLJ,O,O,O,O,O,O
OITSZJL,O,O,X,X,O,O
OITZLJS,O,X,O,O,X,O
OITZLSJ,O,X,O,O,O,O
OITZJLS,O,O,O,X,X,O
OITZJSL,O,O,X,X,O,O
OITZSLJ,O,O,O,O,O,O
OITZSJL,O,O,X,X,O,O
OILTJSZ,O,O,O,O,X,X
OILTJZS,O,O,O,O,X,O
OILTSJZ,O,O,O,O,X,X
OILTSZJ,O,O,O,O,O,X
OILTZJS,O,X,O,O,X,O
OILTZSJ,O,X,O,O,O,O
OILJTSZ,O,O,O,O,X,X
OILJTZS,O,O,O,O,X,O
OILJSTZ,O,O,X,O,X,X
OILJSZT,O,O,X,X,X,X
OILJZTS,O,X,O,X,X,O
OILJZST,O,X,X,X,X,X
OILSTJZ,O,O,O,O,X,X
OILSTZJ,O,O,O,O,O,X
OILSJTZ,O,O,X,O,X,X
OILSJZT,O,O,X,X,X,X
OILSZTJ,O,O,O,O,O,X
OILSZJT,O,O,X,X,X,X
OILZTJS,O,X,O,O,X,O
OILZTSJ,O,X,O,O,O,O
OILZJTS,O,X,O,X,X,O
OILZJST,O,X,X,X,X,X
OILZSTJ,O,X,O,O,O,X
OILZSJT,O,X,X,X,X,X
OIJTLSZ,O,O,O,O,X,X
OIJTLZS,O,O,O,O,X,O
OIJTSLZ,O,O,X,O,X,X
OIJTSZL,O,O,X,X,O,O
OIJTZLS,O,O,O,X,X,O
OIJTZSL,O,O,X,X,O,O
OIJLTSZ,O,O,O,O,X,X
OIJLTZS,O,O,O,O,X,O
OIJLSTZ,O,O,X,O,X,X
OIJLSZT,O,O,X,X,X,X
OIJLZTS,O,X,O,X,X,O
OIJLZST,O,X,X,X,X,X
OIJSTLZ,O,O,X,O,X,X
OIJSTZL,O,O,X,X,O,O
OIJSLTZ,O,O,X,O,X,X
OIJSLZT,X,O,X,X,X,X
OIJSZTL,X,O,X,X,O,O
OIJSZLT,X,O,X,X,X,X
OIJZTLS,O,O,O,X,X,O
OIJZTSL,O,O,X,X,O,O
OIJZLTS,O,X,O,X,X,O
OIJZLST,O,X,X,X,X,X
OIJZSTL,X,O,X,X,O,O
OIJZSLT,X,O,X,X,X,X
OISTLJZ,O,O,O,O,X,X
OISTLZJ,O,O,O,O,O,X
OISTJLZ,O,O,X,O,X,X
OISTJZL,O,O,X,X,O,O
OISTZLJ,O,O,O,O,O,O
OISTZJL,O,O,X,X,O,O
OISLTJZ,O,O,O,O,X,X
OISLTZJ,O,O,O,O,O,X
OISLJTZ,O,O,X,O,X,X
OISLJZT,O,O,X,X,X,X
OISLZTJ,O,O,O,O,O,X
OISLZJT,O,O,X,X,X,X
OISJTLZ,O,O,X,O,X,X
OISJTZL,O,O,X,X,O,O
OISJLTZ,O,O,X,O,X,X
OISJLZT,X,O,X,X,X,X
OISJZTL,X,O,X,X,O,O
OISJZLT,X,O,X,X,X,X
OISZTLJ,X,O,O,O,O,O
OISZTJL,X,O,X,X,O,O
OISZLTJ,O,O,O,O,O,X
OISZLJT,O,O,X,X,X,X
OISZJTL,X,O,X,X,O,O
OISZJLT,X,O,X,X,X,X
OIZTLJS,O,X,O,O,X,O
OIZTLSJ,O,X,O,O,O,O
OIZTJLS,O,O,O,X,X,O
OIZTJSL,O,O,X,X,O,O
OIZTSLJ,O,O,O,O,O,O
OIZTSJL,O,O,X,X,O,O
OIZLTJS,O,X,O,O,X,O
OIZLTSJ,O,X,O,O,O,O
OIZLJTS,O,X,O,X,X,O
OIZLJST,O,X,X,X,X,X
OIZLSTJ,O,X,O,O,O,X
OIZLSJT,O,X,X,X,X,X
OIZJTLS,O,O,O,X,X,O
OIZJTSL,O,O,X,X,O,O
OIZJLTS,O,X,O,X,X,O
OIZJLST,O,X,X,X,X,X
OIZJSTL,X,O,X,X,O,O
OIZJSLT,X,O,X,X,X,X
OIZSTLJ,X,O,O,O,O,O
OIZSTJL,X,O,X,X,O,O
OIZSLTJ,O,O,O,O,O,X
OIZSLJT,O,O,X,X,X,X
OIZSJTL,X,O,X,X,O,O
OIZSJLT,X,O,X,X,X,X
OLTIJSZ,O,O,O,O,X,X
OLTIJZS,O,O,O,O,X,O
OLTISJZ,O,O,O,O,X,X
OLTISZJ,O,O,O,O,O,X
OLTIZJS,O,X,O,O,X,O
OLTIZSJ,O,X,O,O,O,O
OLTJISZ,O,O,O,O,X,X
OLTJIZS,O,O,O,O,X,O
OLTJSIZ,O,O,O,O,X,X
OLTJSZI,O,O,X,O,X,X
OLTJZIS,O,O,O,O,X,O
OLTJZSI,O,O,O,X,X,O
OLTSIJZ,O,O,O,O,X,X
OLTSIZJ,O,O,O,O,O,X
OLTSJIZ,O,O,O,O,X,X
OLTSJZI,O,O,X,O,X,X
OLTSZIJ,O,O,O,O,O,X
OLTSZJI,O,O,O,O,O,X
OLTZIJS,O,X,O,O,X,O
OLTZISJ,O,X,O,O,O,O
OLTZJIS,O,X,O,O,X,O
OLTZJSI,O,X,O,X,X,O
OLTZSIJ,O,X,O,O,O,O
OLTZSJI,O,X,O,O,O,O
OLITJSZ,O,O,O,O,X,X
OLITJZS,O,O,O,O,X,O
OLITSJZ,O,O,O,O,X,X
OLITSZJ,O,O,O,O,O,X
OLITZJS,O,X,O,O,X,O
OLITZSJ,O,X,O,O,O,O
OLIJTSZ,O,O,O,O,X,X
OLIJTZS,O,O,O,O,X,O
OLIJSTZ,O,O,X,O,X,X
OLIJSZT,O,O,X,X,X,X
OLIJZTS,O,X,O,X,X,O
OLIJZST,O,X,X,X,X,X
OLISTJZ,O,O,O,O,X,X
OLISTZJ,O,O,O,O,O,X
OLISJTZ,O,O,X,O,X,X
OLISJZT,O,O,X,X,X,X
OLISZTJ,O,O,O,O,O,X
OLISZJT,O,O,X,X,X,X
OLIZTJS,O,X,O,O,X,O
OLIZTSJ,O,X,O,O,O,O
OLIZJTS,O,X,O,X,X,O
OLIZJST,O,X,X,X,X,X
OLIZSTJ,O,X,O,O,O,X
OLIZSJT,O,X,X,X,X,X
OLJTISZ,O,O,O,O,X,X
OLJTIZS,O,O,O,O,X,O
OLJTSIZ,O,O,O,O,X,X
OLJTSZI,O,O,X,O,X,X
OLJTZIS,O,O,O,O,X,O
OLJTZSI,O,O,O,X,X,O
OLJITSZ,O,O,O,O,X,X
OLJITZS,O,O,O,O,X,O
OLJISTZ,O,O,X,O,X,X
OLJISZT,O,O,X,X,X,X
OLJIZTS,O,X,O,X,X,O
OLJIZST,O,X,X,X,X,X
OLJSTIZ,O,O,X,O,X,X
OLJSTZI,O,O,X,O,X,X
OLJSITZ,O,O,X,O,X,X
OLJSIZT,O,O,X,X,X,X
OLJSZTI,O,O,X,X,X,X
OLJSZIT,O,O,X,X,X,X
OLJZTIS,O,X,O,X,X,O
OLJZTSI,O,X,O,X,X,O
OLJZITS,O,X,O,X,X,O
OLJZIST,O,X,X,X,X,X
OLJZSTI,O,X,X,X,X,X
OLJZSIT,O,X,X,X,X,X
OLSTIJZ,O,O,O,O,X,X
OLSTIZJ,O,O,O,O,O,X
OLSTJIZ,O,O,O,O,X,X
OLSTJZI,O,O,X,O,X,X
OLSTZIJ,O,O,O,O,O,X
OLSTZJI,O,O,O,O,O,X
OLSITJZ,O,O,O,O,X,X
OLSITZJ,O,O,O,O,O,X
OLSIJTZ,O,O,X,O,X,X
OLSIJZT,O,O,X,X,X,X
OLSIZTJ,O,O,O,O,O,X
OLSIZJT,O,O,X,X,X,X
OLSJTIZ,O,O,X,O,X,X
OLSJTZI,O,O,X,O,X,X
OLSJITZ,O,O,X,O,X,X
OLSJIZT,O,O,X,X,X,X
OLSJZTI,O,O,X,X,X,X
OLSJZIT,O,O,X,X,X,X
OLSZTIJ,O,O,O,O,O,X
OLSZTJI,O,O,O,O,O,X
OLSZITJ,O,O,O,O,O,X
OLSZIJT,O,O,X,X,X,X
OLSZJTI,O,O,X,X,X,X
OLSZJIT,O,O,X,X,X,X
OLZTIJS,O,X,O,O,X,O
OLZTISJ,O,X,O,O,O,O
OLZTJIS,O,X,O,O,X,O
OLZTJSI,O,X,O,X,X,O
OLZTSIJ,O,X,O,O,O,O
OLZTSJI,O,X,O,O,O,O
OLZITJS,O,X,O,O,X,O
OLZITSJ,O,X,O,O,O,O
OLZIJTS,O,X,O,X,X,O
OLZIJST,O,X,X,X,X,X
OLZISTJ,O,X,O,O,O,X
OLZISJT,O,X,X,X,X,X
OLZJTIS,O,X,O,X,X,O
OLZJTSI,O,X,O,X,X,O
OLZJITS,O,X,O,X,X,O
OLZJIST,O,X,X,X,X,X
OLZJSTI,O,X,X,X,X,X
OLZJSIT,O,X,X,X,X,X
OLZSTIJ,O,X,O,O,O,X
OLZSTJI,O,X,O,O,O,X
OLZSITJ,O,X,O,O,O,X
OLZSIJT,O,X,X,X,X,X
OLZSJTI,O,X,X,X,X,X
OLZSJIT,O,X,X,X,X,X
OJTILSZ,O,O,O,O,X,X
OJTILZS,O,O,O,O,X,O
OJTISLZ,O,O,X,O,X,X
OJTISZL,O,O,X,X,O,O
OJTIZLS,O,O,O,X,X,O
OJTIZSL,O,O,X,X,O,O
OJTLISZ,O,O,O,O,X,X
OJTLIZS,O,O,O,O,X,O
OJTLSIZ,O,O,O,O,X,X
OJTLSZI,O,O,X,O,X,X
OJTLZIS,O,O,O,O,X,O
OJTLZSI,O,O,O,X,X,O
OJTSILZ,O,O,X,O,X,X
OJTSIZL,O,O,X,X,O,O
OJTSLIZ,O,O,X,O,X,X
OJTSLZI,O,O,X,O,X,X
OJTSZIL,O,O,X,X,O,O
OJTSZLI,O,O,X,X,O,O
OJTZILS,O,O,O,X,X,O
OJTZISL,O,O,X,X,O,O
OJTZLIS,O,O,O,X,X,O
OJTZLSI,O,O,O,X,X,O
OJTZSIL,O,O,X,X,O,O
OJTZSLI,O,O,X,X,O,O
OJITLSZ,O,O,O,O,X,X
OJITLZS,O,O,O,O,X,O
OJITSLZ,O,O,X,O,X,X
OJITSZL,O,O,X,X,O,O
OJITZLS,O,O,O,X,X,O
OJITZSL,O,O,X,X,O,O
OJILTSZ,O,O,O,O,X,X
OJILTZS,O,O,O,O,X,O
OJILSTZ,O,O,X,O,X,X
OJILSZT,O,O,X,X,X,X
OJILZTS,O,X,O,X,X,O
OJILZST,O,X,X,X,X,X
OJISTLZ,O,O,X,O,X,X
OJISTZL,O,O,X,X,O,O
OJISLTZ,O,O,X,O,X,X
OJISLZT,X,O,X,X,X,X
OJISZTL,X,O,X,X,O,O
OJISZLT,X,O,X,X,X,X
OJIZTLS,O,O,O,X,X,O
OJIZTSL,O,O,X,X,O,O
OJIZLTS,O,X,O,X,X,O
OJIZLST,O,X,X,X,X,X
OJIZSTL,X,O,X,X,O,O
OJIZSLT,X,O,X,X,X,X
OJLTISZ,O,O,O,O,X,X
OJLTIZS,O,O,O,O,X,O
OJLTSIZ,O,O,O,O,X,X
OJLTSZI,O,O,X,O,X,X
OJLTZIS,O,O,O,O,X,O
OJLTZSI,O,O,O,X,X,O
OJLITSZ,O,O,O,O,X,X
OJLITZS,O,O,O,O,X,O
OJLISTZ,O,O,X,O,X,X
OJLISZT,O,O,X,X,X,X
OJLIZTS,O,X,O,X,X,O
OJLIZST,O,X,X,X,X,X
OJLSTIZ,O,O,X,O,X,X
OJLSTZI,O,O,X,O,X,X
OJLSITZ,O,O,X,O,X,X
OJLSIZT,O,O,X,X,X,X
OJLSZTI,O,O,X,X,X,X
OJLSZIT,O,O,X,X,X,X
OJLZTIS,O,X,O,X,X,O
OJLZTSI,O,X,O,X,X,O
OJLZITS,O,X,O,X,X,O
