sequence,v115@HhB8HeC8FeE8DeB8Jem/IvhFqlB/mBTjB0nBFnBxwB,v115@HhB8HeC8FeE8DeB8Jex/IvhFylBcnBTjBFrB3sBurB,v115@HhB8HeC8FeE8DeB8Jem/IvhFRhBqnBTjBfrBUsBlrB,v115@HhB8HeC8FeE8DeB8Jex/IvhFylBzhBcoBFrBXsBusB,v115@HhB8HeC8FeE8DeB8Jex/IvhF3iBcoBllB+rBimBTsB,v115@HhB8HeC8FeE8DeB8Jex/IvhF0hBWoBllBKsBXoBTrB,v115@HhB8HeC8FeE8DeB8Jex/IvhF0hBSoBllB2sBTrB3sB
ZOSLITJ,X,O,O,X,O,X,X
ZOSLIJT,O,X,O,X,X,X,X
ZOSLJTI,O,X,O,X,O,X,X
ZOSLJIT,O,X,O,X,X,X,X
ZOSJTIL,X,O,X,O,O,O,X
ZOSJTLI,X,O,O,O,O,O,X
ZOSJITL,X,O,X,X,O,X,X
ZOSJILT,O,X,O,X,X,X,X
ZOSJLTI,O,X,O,X,O,X,X
ZOSJLIT,O,X,O,X,X,X,X
OTILJSZ,O,O,X,O,X,X,X
OTILJZS,O,X,X,X,O,O,O
OTILSJZ,O,O,X,O,X,X,X
OTILSZJ,O,O,X,O,X,X,O
OTILZJS,O,X,X,X,O,O,O
OTILZSJ,O,O,X,O,O,X,O
OTIJLSZ,O,O,X,O,X,X,X
OTIJLZS,O,X,X,X,O,O,O
OTIJSLZ,X,O,X,O,X,X,X
OTIJSZL,X,O,X,O,O,O,X
OTIJZLS,O,X,X,X,O,O,O
OTIJZSL,X,X,X,X,O,O,X
OTISLJZ,O,O,X,O,X,X,X
OTISLZJ,O,O,X,O,X,X,O
OTISJLZ,X,O,X,O,X,X,X
OTISJZL,X,O,X,O,O,O,X
OTISZLJ,O,O,X,O,O,X,O
OTISZJL,X,O,X,O,O,O,X
OTIZLJS,O,X,X,X,O,O,O
OTIZLSJ,O,O,X,O,O,X,O
OTIZJLS,O,X,X,X,O,O,O
OTIZJSL,X,X,X,X,O,O,X
OTIZSLJ,O,O,X,O,O,X,O
OTIZSJL,X,O,X,O,O,O,X
OTLIJSZ,O,O,X,O,X,X,X
OTLIJZS,O,X,X,X,O,O,O
OTLISJZ,O,O,X,O,X,X,X
OTLISZJ,O,O,X,O,X,X,O
OTLIZJS,O,X,X,X,O,O,O
OTLIZSJ,O,O,X,O,O,X,O
OTLJISZ,O,O,X,O,X,X,X
OTLJIZS,O,X,X,X,O,O,O
OTLJSIZ,O,O,O,O,X,X,X
OTLJSZI,O,O,O,O,X,X,X
OTLJZIS,X,X,X,X,O,O,O
OTLJZSI,O,X,O,X,O,O,O
OTLSIJZ,O,O,O,O,X,X,X
OTLSIZJ,O,O,X,O,X,X,O
OTLSJIZ,O,O,O,O,X,X,X
OTLSJZI,O,O,O,O,X,X,X
OTLSZIJ,X,O,O,O,X,X,O
OTLSZJI,O,O,O,O,X,X,O
OTLZIJS,X,X,X,X,O,O,O
OTLZISJ,X,O,X,O,O,X,O
OTLZJIS,X,X,X,X,O,O,O
OTLZJSI,O,X,O,X,O,O,O
OTLZSIJ,X,O,O,O,O,X,O
OTLZSJI,O,O,O,O,O,X,O
OTJILSZ,O,O,X,O,X,X,X
OTJILZS,O,X,X,X,O,O,O
OTJISLZ,X,O,X,O,X,X,X
OTJISZL,X,O,X,O,O,O,X
OTJIZLS,O,X,X,X,O,O,O
OTJIZSL,X,X,X,X,O,O,X
OTJLISZ,O,O,X,O,X,X,X
OTJLIZS,O,X,X,X,O,O,O
OTJLSIZ,O,O,O,O,X,X,X
OTJLSZI,O,O,O,O,X,X,X
OTJLZIS,X,X,X,X,O,O,O
OTJLZSI,O,X,O,X,O,O,O
OTJSILZ,X,O,X,O,X,X,X
OTJSIZL,X,O,X,O,O,O,X
OTJSLIZ,X,O,O,O,X,X,X
OTJSLZI,X,O,O,O,X,X,X
OTJSZIL,X,O,X,O,O,O,X
OTJSZLI,X,O,O,O,O,O,X
OTJZILS,O,X,X,X,O,O,O
OTJZISL,X,X,X,X,O,O,X
OTJZLIS,X,X,X,X,O,O,O
OTJZLSI,O,X,O,X,O,O,O
OTJZSIL,X,X,X,X,O,O,X
OTJZSLI,X,X,O,X,O,O,X
OTSILJZ,X,O,X,O,X,X,X
OTSILZJ,X,O,X,O,X,X,O
OTSIJLZ,X,O,X,O,X,X,X
OTSIJZL,X,O,X,O,O,O,X
OTSIZLJ,X,O,X,O,O,X,O
OTSIZJL,X,O,X,O,O,O,X
OTSLIJZ,X,O,O,O,X,X,X
OTSLIZJ,X,O,X,O,X,X,O
OTSLJIZ,X,O,O,O,X,X,X
OTSLJZI,X,O,O,O,X,X,X
OTSLZIJ,X,O,O,O,X,X,O
OTSLZJI,X,O,O,O,X,X,O
OTSJILZ,X,O,X,O,X,X,X
OTSJIZL,X,O,X,O,O,O,X
OTSJLIZ,X,O,O,O,X,X,X
OTSJLZI,X,O,O,O,X,X,X
OTSJZIL,X,O,X,O,O,O,X
OTSJZLI,X,O,O,O,O,O,X
OTSZILJ,X,O,X,O,O,X,O
OTSZIJL,X,O,X,O,O,O,X
OTSZLIJ,X,O,O,O,O,X,O
OTSZLJI,X,O,O,O,O,X,O
OTSZJIL,X,O,X,O,O,O,X
OTSZJLI,X,O,O,O,O,O,X
OTZILJS,O,X,X,X,O,O,O
OTZILSJ,O,O,X,O,O,X,O
OTZIJLS,O,X,X,X,O,O,O
OTZIJSL,X,X,X,X,O,O,X
OTZISLJ,O,O,X,O,O,X,O
OTZISJL,X,O,X,O,O,O,X
OTZLIJS,X,X,X,X,O,O,O
OTZLISJ,X,O,X,O,O,X,O
OTZLJIS,X,X,X,X,O,O,O
OTZLJSI,O,X,O,X,O,O,O
OTZLSIJ,X,O,O,O,O,X,O
OTZLSJI,O,O,O,O,O,X,O
OTZJILS,O,X,X,X,O,O,O
OTZJISL,X,X,X,X,O,O,X
OTZJLIS,X,X,X,X,O,O,O
OTZJLSI,O,X,O,X,O,O,O
OTZJSIL,X,X,X,X,O,O,X
OTZJSLI,X,X,O,X,O,O,X
OTZSILJ,X,O,X,O,O,X,O
OTZSIJL,X,O,X,O,O,O,X
OTZSLIJ,X,O,O,O,O,X,O
OTZSLJI,X,O,O,O,O,X,O
OTZSJIL,X,O,X,O,O,O,X
OTZSJLI,X,O,O,O,O,O,X
OITLJSZ,O,O,X,O,X,X,X
OITLJZS,O,X,X,X,O,O,O
OITLSJZ,O,O,X,O,X,X,X
OITLSZJ,O,O,X,O,X,X,O
OITLZJS,O,X,X,X,O,O,O
OITLZSJ,O,O,X,O,O,X,O
OITJLSZ,O,O,X,O,X,X,X
OITJLZS,O,X,X,X,O,O,O
OITJSLZ,X,O,X,O,X,X,X
OITJSZL,X,O,X,O,O,O,X
OITJZLS,O,X,X,X,O,O,O
OITJZSL,X,X,X,X,O,O,X
OITSLJZ,O,O,X,O,X,X,X
OITSLZJ,O,O,X,O,X,X,O
OITSJLZ,X,O,X,O,X,X,X
OITSJZL,X,O,X,O,O,O,X
OITSZLJ,O,O,X,O,O,X,O
OITSZJL,X,O,X,O,O,O,X
OITZLJS,O,X,X,X,O,O,O
OITZLSJ,O,O,X,O,O,X,O
OITZJLS,O,X,X,X,O,O,O
OITZJSL,X,X,X,X,O,O,X
OITZSLJ,O,O,X,O,O,X,O
OITZSJL,X,O,X,O,O,O,X
OILTJSZ,O,O,X,O,X,X,X
OILTJZS,O,X,X,X,O,X,O
OILTSJZ,O,O,X,O,X,X,X
OILTSZJ,O,O,X,O,X,X,O
OILTZJS,O,X,X,X,O,X,O
OILTZSJ,O,O,X,O,O,X,O
OILJTSZ,O,O,X,X,X,X,X
OILJTZS,O,X,X,X,X,X,X
OILJSTZ,O,O,O,X,X,X,X
OILJSZT,O,X,O,X,X,X,X
OILJZTS,O,X,X,X,X,X,X
OILJZST,O,X,O,X,X,X,X
OILSTJZ,O,O,O,X,X,X,X
OILSTZJ,O,O,X,X,X,X,X
OILSJTZ,O,O,O,X,X,X,X
OILSJZT,O,X,O,X,X,X,X
OILSZTJ,O,O,O,X,X,X,X
OILSZJT,O,X,O,X,X,X,X
OILZTJS,O,X,X,X,O,X,O
OILZTSJ,O,O,X,O,O,X,O
OILZJTS,O,X,X,X,X,X,X
OILZJST,O,X,O,X,X,X,X
OILZSTJ,O,O,O,X,O,X,X
OILZSJT,O,X,O,X,X,X,X
OIJTLSZ,O,O,X,X,X,X,X
OIJTLZS,O,X,X,X,O,O,X
OIJTSLZ,X,O,X,X,X,X,X
OIJTSZL,X,O,X,X,O,O,X
OIJTZLS,O,X,X,X,O,O,X
OIJTZSL,X,X,X,X,O,O,X
OIJLTSZ,O,O,X,X,X,X,X
OIJLTZS,O,X,X,X,X,X,X
OIJLSTZ,O,O,O,X,X,X,X
OIJLSZT,O,X,O,X,X,X,X
OIJLZTS,O,X,X,X,X,X,X
OIJLZST,O,X,O,X,X,X,X
OIJSTLZ,X,O,X,X,X,X,X
OIJSTZL,X,O,X,X,X,X,X
OIJSLTZ,O,O,O,X,X,X,X
OIJSLZT,O,X,O,X,X,X,X
OIJSZTL,X,O,X,X,X,X,X
OIJSZLT,O,X,O,X,X,X,X
OIJZTLS,O,X,X,X,O,O,X
OIJZTSL,X,X,X,X,O,O,X
OIJZLTS,O,X,X,X,X,X,X
OIJZLST,O,X,O,X,X,X,X
OIJZSTL,X,X,X,X,O,X,X
OIJZSLT,O,X,O,X,X,X,X
OISTLJZ,O,O,X,O,X,X,X
OISTLZJ,O,O,X,O,X,X,X
OISTJLZ,X,O,X,O,X,X,X
OISTJZL,X,O,X,O,O,X,X
OISTZLJ,O,O,X,O,O,X,X
OISTZJL,X,O,X,O,O,X,X
OISLTJZ,O,O,O,X,X,X,X
OISLTZJ,O,O,X,X,X,X,X
OISLJTZ,O,O,O,X,X,X,X
OISLJZT,O,X,O,X,X,X,X
OISLZTJ,O,O,O,X,X,X,X
OISLZJT,O,X,O,X,X,X,X
OISJTLZ,X,O,X,X,X,X,X
OISJTZL,X,O,X,X,X,X,X
OISJLTZ,O,O,O,X,X,X,X
OISJLZT,O,X,O,X,X,X,X
OISJZTL,X,O,X,X,X,X,X
OISJZLT,O,X,O,X,X,X,X
OISZTLJ,O,O,X,O,O,X,X
OISZTJL,X,O,X,O,O,X,X
OISZLTJ,O,O,O,X,O,X,X
OISZLJT,O,X,O,X,X,X,X
OISZJTL,X,O,X,X,O,X,X
OISZJLT,O,X,O,X,X,X,X
OIZTLJS,O,X,X,X,O,O,O
OIZTLSJ,O,O,X,O,O,X,O
OIZTJLS,O,X,X,X,O,O,O
OIZTJSL,X,X,X,X,O,O,X
OIZTSLJ,O,O,X,O,O,X,O
OIZTSJL,X,O,X,O,O,O,X
OIZLTJS,O,X,X,X,O,X,O
OIZLTSJ,O,O,X,O,O,X,O
OIZLJTS,O,X,X,X,X,X,X
OIZLJST,O,X,O,X,X,X,X
OIZLSTJ,O,O,O,X,O,X,X
OIZLSJT,O,X,O,X,X,X,X
OIZJTLS,O,X,X,X,O,O,X
OIZJTSL,X,X,X,X,O,O,X
OIZJLTS,O,X,X,X,X,X,X
OIZJLST,O,X,O,X,X,X,X
OIZJSTL,X,X,X,X,O,X,X
OIZJSLT,O,X,O,X,X,X,X
OIZSTLJ,O,O,X,O,O,X,X
OIZSTJL,X,O,X,O,O,X,X
OIZSLTJ,O,O,O,X,O,X,X
OIZSLJT,O,X,O,X,X,X,X
OIZSJTL,X,O,X,X,O,X,X
OIZSJLT,O,X,O,X,X,X,X
OLTIJSZ,O,O,X,O,X,X,X
OLTIJZS,O,X,X,X,O,O,O
OLTISJZ,O,O,X,O,X,X,X
OLTISZJ,O,O,X,O,X,X,O
OLTIZJS,O,X,X,X,O,O,O
OLTIZSJ,O,O,X,O,O,X,O
OLTJISZ,O,O,X,O,X,X,X
OLTJIZS,O,X,X,X,O,O,O
OLTJSIZ,O,O,O,O,X,X,X
OLTJSZI,O,O,O,O,X,X,X
OLTJZIS,X,X,X,X,O,O,O
OLTJZSI,O,X,O,X,O,O,O
OLTSIJZ,O,O,O,O,X,X,X
OLTSIZJ,O,O,X,O,X,X,O
OLTSJIZ,O,O,O,O,X,X,X
OLTSJZI,O,O,O,O,X,X,X
OLTSZIJ,X,O,O,O,X,X,O
OLTSZJI,O,O,O,O,X,X,O
OLTZIJS,X,X,X,X,O,O,O
OLTZISJ,X,O,X,O,O,X,O
OLTZJIS,X,X,X,X,O,O,O
OLTZJSI,O,X,O,X,O,O,O
OLTZSIJ,X,O,O,O,O,X,O
OLTZSJI,O,O,O,O,O,X,O
OLITJSZ,O,O,X,O,X,X,X
OLITJZS,O,X,X,X,O,X,O
OLITSJZ,O,O,X,O,X,X,X
OLITSZJ,O,O,X,O,X,X,O
OLITZJS,O,X,X,X,O,X,O
OLITZSJ,O,O,X,O,O,X,O
OLIJTSZ,O,O,X,X,X,X,X
OLIJTZS,O,X,X,X,X,X,X
OLIJSTZ,O,O,O,X,X,X,X
OLIJSZT,O,X,O,X,X,X,X
OLIJZTS,O,X,X,X,X,X,X
OLIJZST,O,X,O,X,X,X,X
OLISTJZ,O,O,O,X,X,X,X
OLISTZJ,O,O,X,X,X,X,X
OLISJTZ,O,O,O,X,X,X,X
OLISJZT,O,X,O,X,X,X,X
OLISZTJ,O,O,O,X,X,X,X
OLISZJT,O,X,O,X,X,X,X
OLIZTJS,O,X,X,X,O,X,O
OLIZTSJ,O,O,X,O,O,X,O
OLIZJTS,O,X,X,X,X,X,X
OLIZJST,O,X,O,X,X,X,X
OLIZSTJ,O,O,O,X,O,X,X
OLIZSJT,O,X,O,X,X,X,X
OLJTISZ,O,O,X,X,X,X,X
OLJTIZS,O,X,X,X,O,O,O
OLJTSIZ,O,O,O,X,X,X,X
OLJTSZI,O,O,O,X,X,X,X
OLJTZIS,X,X,X,X,O,O,O
OLJTZSI,O,X,O,X,O,O,O
OLJITSZ,O,O,X,X,X,X,X
OLJITZS,O,X,X,X,X,X,X
OLJISTZ,O,O,O,X,X,X,X
OLJISZT,O,X,O,X,X,X,X
OLJIZTS,O,X,X,X,X,X,X
OLJIZST,O,X,O,X,X,X,X
OLJSTIZ,O,O,O,X,X,X,X
OLJSTZI,O,O,O,X,X,X,X
OLJSITZ,O,O,O,X,X,X,X
OLJSIZT,O,X,O,X,X,X,X
OLJSZTI,O,X,O,X,X,X,X
OLJSZIT,O,X,O,X,X,X,X
OLJZTIS,X,X,X,X,O,O,O
OLJZTSI,O,X,O,X,O,O,O
OLJZITS,O,X,X,X,X,X,X
OLJZIST,O,X,O,X,X,X,X
OLJZSTI,O,X,O,X,O,X,X
OLJZSIT,O,X,O,X,X,X,X
OLSTIJZ,O,O,O,X,X,X,X
OLSTIZJ,O,O,X,X,X,X,O
OLSTJIZ,O,O,O,X,X,X,X
OLSTJZI,O,O,O,X,X,X,X
OLSTZIJ,X,O,O,X,X,X,O
OLSTZJI,O,O,O,X,X,X,O
OLSITJZ,O,O,O,X,X,X,X
OLSITZJ,O,O,X,X,X,X,X
OLSIJTZ,O,O,O,X,X,X,X
OLSIJZT,O,X,O,X,X,X,X
OLSIZTJ,O,O,O,X,X,X,X
OLSIZJT,O,X,O,X,X,X,X
OLSJTIZ,O,O,O,X,X,X,X
OLSJTZI,O,O,O,X,X,X,X
OLSJITZ,O,O,O,X,X,X,X
OLSJIZT,O,X,O,X,X,X,X
OLSJZTI,O,X,O,X,X,X,X
OLSJZIT,O,X,O,X,X,X,X
OLSZTIJ,X,O,O,X,X,X,O
OLSZTJI,O,O,O,X,X,X,O
OLSZITJ,O,O,O,X,X,X,X
OLSZIJT,O,X,O,X,X,X,X
OLSZJTI,O,X,O,X,X,X,X
OLSZJIT,O,X,O,X,X,X,X
OLZTIJS,X,X,X,X,O,O,O
OLZTISJ,X,O,X,O,O,X,O
OLZTJIS,X,X,X,X,O,O,O
OLZTJSI,O,X,O,X,O,O,O
OLZTSIJ,X,O,O,O,O,X,O
OLZTSJI,O,O,O,O,O,X,O
OLZITJS,O,X,X,X,O,X,O
OLZITSJ,O,O,X,O,O,X,O
OLZIJTS,O,X,X,X,X,X,X
OLZIJST,O,X,O,X,X,X,X
OLZISTJ,O,O,O,X,O,X,X
OLZISJT,O,X,O,X,X,X,X
OLZJTIS,X,X,X,X,O,O,O
OLZJTSI,O,X,O,X,O,O,O
OLZJITS,O,X,X,X,X,X,X
OLZJIST,O,X,O,X,X,X,X
OLZJSTI,O,X,O,X,O,X,X
OLZJSIT,O,X,O,X,X,X,X
OLZSTIJ,X,O,O,X,O,X,O
OLZSTJI,O,O,O,X,O,X,O
OLZSITJ,O,O,O,X,O,X,X
OLZSIJT,O,X,O,X,X,X,X
OLZSJTI,O,X,O,X,O,X,X
OLZSJIT,O,X,O,X,X,X,X
OJTILSZ,O,O,X,X,X,X,X
OJTILZS,O,X,X,X,O,O,O
OJTISLZ,X,O,X,X,X,X,X
OJTISZL,X,O,X,X,O,O,X
OJTIZLS,O,X,X,X,O,O,O
OJTIZSL,X,X,X,X,O,O,X
OJTLISZ,O,O,X,X,X,X,X
OJTLIZS,O,X,X,X,O,O,O
OJTLSIZ,O,O,O,X,X,X,X
OJTLSZI,O,O,O,X,X,X,X
OJTLZIS,X,X,X,X,O,O,O
OJTLZSI,O,X,O,X,O,O,O
OJTSILZ,X,O,X,X,X,X,X
OJTSIZL,X,O,X,X,O,O,X
OJTSLIZ,X,O,O,X,X,X,X
OJTSLZI,X,O,O,X,X,X,X
OJTSZIL,X,O,X,X,O,O,X
OJTSZLI,X,O,O,X,O,O,X
OJTZILS,O,X,X,X,O,O,O
OJTZISL,X,X,X,X,O,O,X
OJTZLIS,X,X,X,X,O,O,O
OJTZLSI,O,X,O,X,O,O,O
OJTZSIL,X,X,X,X,O,O,X
OJTZSLI,X,X,O,X,O,O,X
OJITLSZ,O,O,X,X,X,X,X
OJITLZS,O,X,X,X,O,O,X
OJITSLZ,X,O,X,X,X,X,X
OJITSZL,X,O,X,X,O,O,X
OJITZLS,O,X,X,X,O,O,X
OJITZSL,X,X,X,X,O,O,X
OJILTSZ,O,O,X,X,X,X,X
OJILTZS,O,X,X,X,X,X,X
OJILSTZ,O,O,O,X,X,X,X
OJILSZT,O,X,O,X,X,X,X
OJILZTS,O,X,X,X,X,X,X
OJILZST,O,X,O,X,X,X,X
OJISTLZ,X,O,X,X,X,X,X
OJISTZL,X,O,X,X,X,X,X
OJISLTZ,O,O,O,X,X,X,X
OJISLZT,O,X,O,X,X,X,X
OJISZTL,X,O,X,X,X,X,X
OJISZLT,O,X,O,X,X,X,X
OJIZTLS,O,X,X,X,O,O,X
OJIZTSL,X,X,X,X,O,O,X
OJIZLTS,O,X,X,X,X,X,X
OJIZLST,O,X,O,X,X,X,X
OJIZSTL,X,X,X,X,O,X,X
OJIZSLT,O,X,O,X,X,X,X
OJLTISZ,O,O,X,X,X,X,X
OJLTIZS,O,X,X,X,O,O,O
OJLTSIZ,O,O,O,X,X,X,X
OJLTSZI,O,O,O,X,X,X,X
OJLTZIS,X,X,X,X,O,O,O
OJLTZSI,O,X,O,X,O,O,O
OJLITSZ,O,O,X,X,X,X,X
OJLITZS,O,X,X,X,X,X,X
OJLISTZ,O,O,O,X,X,X,X
OJLISZT,O,X,O,X,X,X,X
OJLIZTS,O,X,X,X,X,X,X
OJLIZST,O,X,O,X,X,X,X
OJLSTIZ,O,O,O,X,X,X,X
OJLSTZI,O,O,O,X,X,X,X
OJLSITZ,O,O,O,X,X,X,X
OJLSIZT,O,X,O,X,X,X,X
OJLSZTI,O,X,O,X,X,X,X
OJLSZIT,O,X,O,X,X,X,X
OJLZTIS,X,X,X,X,O,O,O
OJLZTSI,O,X,O,X,O,O,O
OJLZITS,O,X,X,X,X,X,X
OJLZIST,O,X,O,X,X,X,X
OJLZSTI,O,X,O,X,O,X,X
OJLZSIT,O,X,O,X,X,X,X
OJSTILZ,X,O,X,X,X,X,X
OJSTIZL,X,O,X,X,O,O,X
OJSTLIZ,X,O,O,X,X,X,X
OJSTLZI,X,O,O,X,X,X,X
OJSTZIL,X,O,X,X,O,O,X
OJSTZLI,X,O,O,X,O,O,X
OJSITLZ,X,O,X,X,X,X,X
OJSITZL,X,O,X,X,X,X,X
OJSILTZ,O,O,O,X,X,X,X
OJSILZT,O,X,O,X,X,X,X
OJSIZTL,X,O,X,X,X,X,X
OJSIZLT,O,X,O,X,X,X,X
OJSLTIZ,O,O,O,X,X,X,X
OJSLTZI,O,O,O,X,X,X,X
OJSLITZ,O,O,O,X,X,X,X
OJSLIZT,O,X,O,X,X,X,X
OJSLZTI,O,X,O,X,X,X,X
OJSLZIT,O,X,O,X,X,X,X
OJSZTIL,X,O,X,X,O,O,X
OJSZTLI,X,O,O,X,O,O,X
OJSZITL,X,O,X,X,O,X,X
OJSZILT,O,X,O,X,X,X,X
OJSZLTI,O,X,O,X,O,X,X
OJSZLIT,O,X,O,X,X,X,X
OJZTILS,O,X,X,X,O,O,O
OJZTISL,X,X,X,X,O,O,X
OJZTLIS,X,X,X,X,O,O,O
OJZTLSI,O,X,O,X,O,O,O
OJZTSIL,X,X,X,X,O,O,X
OJZTSLI,X,X,O,X,O,O,X
OJZITLS,O,X,X,X,O,O,X
OJZITSL,X,X,X,X,O,O,X
OJZILTS,O,X,X,X,X,X,X
OJZILST,O,X,O,X,X,X,X
OJZISTL,X,X,X,X,O,X,X
OJZISLT,O,X,O,X,X,X,X
OJZLTIS,X,X,X,X,O,O,O
OJZLTSI,O,X,O,X,O,O,O
OJZLITS,O,X,X,X,X,X,X
OJZLIST,O,X,O,X,X,X,X
OJZLSTI,O,X,O,X,O,X,X
OJZLSIT,O,X,O,X,X,X,X
OJZSTIL,X,X,X,X,O,O,X
OJZSTLI,X,X,O,X,O,O,X
OJZSITL,X,X,X,X,O,X,X
OJZSILT,O,X,O,X,X,X,X
OJZSLTI,O,X,O,X,O,X,X
OJZSLIT,O,X,O,X,X,X,X
OSTILJZ,X,O,X,O,X,X,X
OSTILZJ,X,O,X,O,X,X,O
OSTIJLZ,X,O,X,O,X,X,X
OSTIJZL,X,O,X,O,O,O,X
OSTIZLJ,X,O,X,O,O,X,O
OSTIZJL,X,O,X,O,O,O,X
OSTLIJZ,X,O,O,O,X,X,X
OSTLIZJ,X,O,X,O,X,X,O
OSTLJIZ,X,O,O,O,X,X,X
OSTLJZI,X,O,O,O,X,X,X
OSTLZIJ,X,O,O,O,X,X,O
OSTLZJI,X,O,O,O,X,X,O
OSTJILZ,X,O,X,O,X,X,X
OSTJIZL,X,O,X,O,O,O,X
OSTJLIZ,X,O,O,O,X,X,X
OSTJLZI,X,O,O,O,X,X,X
OSTJZIL,X,O,X,O,O,O,X
OSTJZLI,X,O,O,O,O,O,X
OSTZILJ,X,O,X,O,O,X,O
OSTZIJL,X,O,X,O,O,O,X
OSTZLIJ,X,O,O,O,O,X,O
OSTZLJI,X,O,O,O,O,X,O
OSTZJIL,X,O,X,O,O,O,X
OSTZJLI,X,O,O,O,O,O,X
OSITLJZ,O,O,X,O,X,X,X
OSITLZJ,O,O,X,O,X,X,X
OSITJLZ,X,O,X,O,X,X,X
OSITJZL,X,O,X,O,O,X,X
OSITZLJ,O,O,X,O,O,X,X
OSITZJL,X,O,X,O,O,X,X
OSILTJZ,O,O,O,X,X,X,X
OSILTZJ,O,O,X,X,X,X,X
OSILJTZ,O,O,O,X,X,X,X
OSILJZT,O,X,O,X,X,X,X
OSILZTJ,O,O,O,X,X,X,X
OSILZJT,O,X,O,X,X,X,X
OSIJTLZ,X,O,X,X,X,X,X
OSIJTZL,X,O,X,X,X,X,X
OSIJLTZ,O,O,O,X,X,X,X
OSIJLZT,O,X,O,X,X,X,X
OSIJZTL,X,O,X,X,X,X,X
OSIJZLT,O,X,O,X,X,X,X
OSIZTLJ,O,O,X,O,O,X,X
OSIZTJL,X,O,X,O,O,X,X
OSIZLTJ,O,O,O,X,O,X,X
OSIZLJT,O,X,O,X,X,X,X
OSIZJTL,X,O,X,X,O,X,X
OSIZJLT,O,X,O,X,X,X,X
OSLTIJZ,O,O,O,O,X,X,X
OSLTIZJ,O,O,X,O,X,X,O
OSLTJIZ,O,O,O,O,X,X,X
OSLTJZI,O,O,O,O,X,X,X
OSLTZIJ,X,O,O,O,X,X,O
OSLTZJI,O,O,O,O,X,X,O
OSLITJZ,O,O,O,X,X,X,X
OSLITZJ,O,O,X,X,X,X,X
OSLIJTZ,O,O,O,X,X,X,X
OSLIJZT,O,X,O,X,X,X,X
OSLIZTJ,O,O,O,X,X,X,X
OSLIZJT,O,X,O,X,X,X,X
OSLJTIZ,O,O,O,X,X,X,X
OSLJTZI,O,O,O,X,X,X,X
OSLJITZ,O,O,O,X,X,X,X
OSLJIZT,O,X,O,X,X,X,X
OSLJZTI,O,X,O,X,X,X,X
OSLJZIT,O,X,O,X,X,X,X
OSLZTIJ,X,O,O,O,X,X,O
OSLZTJI,O,O,O,O,X,X,O
OSLZITJ,O,O,O,X,X,X,X
OSLZIJT,O,X,O,X,X,X,X
OSLZJTI,O,X,O,X,X,X,X
OSLZJIT,O,X,O,X,X,X,X
OSJTILZ,X,O,X,O,X,X,X
OSJTIZL,X,O,X,O,O,O,X
OSJTLIZ,X,O,O,O,X,X,X
OSJTLZI,X,O,O,O,X,X,X
OSJTZIL,X,O,X,O,O,O,X
OSJTZLI,X,O,O,O,O,O,X
OSJITLZ,X,O,X,X,X,X,X
OSJITZL,X,O,X,X,X,X,X
OSJILTZ,O,O,O,X,X,X,X
OSJILZT,O,X,O,X,X,X,X
OSJIZTL,X,O,X,X,X,X,X
OSJIZLT,O,X,O,X,X,X,X
OSJLTIZ,O,O,O,X,X,X,X
OSJLTZI,O,O,O,X,X,X,X
OSJLITZ,O,O,O,X,X,X,X
OSJLIZT,O,X,O,X,X,X,X
OSJLZTI,O,X,O,X,X,X,X
OSJLZIT,O,X,O,X,X,X,X
OSJZTIL,X,O,X,O,O,O,X
OSJZTLI,X,O,O,O,O,O,X
OSJZITL,X,O,X,X,O,X,X
OSJZILT,O,X,O,X,X,X,X
OSJZLTI,O,X,O,X,O,X,X
OSJZLIT,O,X,O,X,X,X,X
OSZTILJ,X,O,X,O,O,X,O
OSZTIJL,X,O,X,O,O,O,X
OSZTLIJ,X,O,O,O,O,X,O
OSZTLJI,X,O,O,O,O,X,O
OSZTJIL,X,O,X,O,O,O,X
OSZTJLI,X,O,O,O,O,O,X
OSZITLJ,O,O,X,O,O,X,X
OSZITJL,X,O,X,O,O,X,X
OSZILTJ,O,O,O,X,O,X,X
OSZILJT,O,X,O,X,X,X,X
OSZIJTL,X,O,X,X,O,X,X
OSZIJLT,O,X,O,X,X,X,X
OSZLTIJ,X,O,O,O,O,X,O
OSZLTJI,O,O,O,O,O,X,O
OSZLITJ,X,O,O,X,O,X,X
OSZLIJT,O,X,O,X,X,X,X
OSZLJTI,O,X,O,X,O,X,X
OSZLJIT,O,X,O,X,X,X,X
OSZJTIL,X,O,X,O,O,O,X
OSZJTLI,X,O,O,O,O,O,X
OSZJITL,X,O,X,X,O,X,X
OSZJILT,O,X,O,X,X,X,X
OSZJLTI,O,X,O,X,O,X,X
OSZJLIT,O,X,O,X,X,X,X
OZTILJS,O,X,X,X,O,O,O
OZTILSJ,O,O,X,O,O,X,O
OZTIJLS,O,X,X,X,O,O,O
OZTIJSL,X,X,X,X,O,O,X
OZTISLJ,O,O,X,O,O,X,O
OZTISJL,X,O,X,O,O,O,X
OZTLIJS,X,X,X,X,O,O,O
OZTLISJ,X,O,X,O,O,X,O
OZTLJIS,X,X,X,X,O,O,O
OZTLJSI,O,X,O,X,O,O,O
OZTLSIJ,X,O,O,O,O,X,O
OZTLSJI,O,O,O,O,O,X,O
OZTJILS,O,X,X,X,O,O,O
