sequence,v115@pgE8AeH8AeH8AeH8AeH8AeH8AeI8JeRyXaAFLDmClc?JSAVDEHBEooRBJoAVBsfLuCvOBAAvhFyQB+PBsOB3NBTLBl?MB,v115@pgE8AeH8AeH8AeH8AeH8AeH8AeI8JeS0XaAFLDmClc?JSAVDEHBEooRBMoAVBJ3jFDqOBAAvhFRSBzLBXKB0HBOLBl?NB,v115@pgE8AeH8AeH8AeH8AeH8AeH8AeI8JezuXaAFLDmClc?JSAVDEHBEooRBPoAVBp/rtC6OBAAvhFRSB2QB6PB3NB0LBl?MB,v115@pgE8AeH8AeH8AeH8AeH8AeH8AeI8Je1yXaAFLDmClc?JSAVDEHBEooRBUoAVBzfjWCP+AAAvhF3MB+PBsOBKLBzLBR?NB,v115@pgE8AeH8AeH8AeH8AeH8AeH8AeI8JezuXaAFLDmClc?JSAVDEHBEooRBPoAVBUNUFDK+AAAvhF1SB3MB6PBsLBOLBR?NB,v115@pgE8AeH8AeH8AeH8AeH8AeH8AeI8JeS0XaAFLDmClc?JSAVDEHBEooRBMoAVB6+ytCp/AAAvhF0NB1RBTLBXPBRNBm?LB,v115@pgE8AeH8AeH8AeH8AeH8AeH8AeI8JeW0XaAFLDmClc?JSAVDEHBEooRBKoAVB6+bgCpCBAAvhF0NB1RB3LBTPBRNBi?LB,v115@pgE8AeH8AeH8AeH8AeH8AeH8AeI8JeW0XaAFLDmClc?JSAVDEHBEooRBKoAVBJHstC6OBAAvhFRSBTKBKLBfMB0MBl?NB,v115@pgE8AeH8AeH8AeH8AeH8AeH8AeI8JeW0XaAFLDmClc?JSAVDEHBEooRBKoAVBzHLxCM+AAAvhF3NB0LBTKBlMBiLBR?NB,v115@pgE8AeH8AeH8AeH8AeH8AeH8AeI8JeS0XaAFLDmClc?JSAVDEHBEooRBMoAVBa3TxCK+AAAvhF0MBTLBXKBlNBmLBR?NB,v115@pgE8AeH8AeH8AeH8AeH8AeH8AeI8JezuXaAFLDmClc?JSAVDEHBEooRBPoAVB6C+tCK+AAAvhF0MB6PBlNB3GB2QBR?NB,v115@pgE8AeH8AeH8AeH8AeH8AeH8AeI8Je0sXaAFLDmClc?JSAVDEHBEooRBaoAVBs+bgCK+AAAvhFCPBlNB3GBTPB2QBR?NB
LZISOJT,O,O,X,X,O,X,X,O,X,X,X,X
LZIOTJS,O,O,X,X,X,O,X,X,X,O,O,X
LZIOTSJ,O,O,X,X,X,O,X,X,X,O,O,X
LZIOJTS,O,O,X,X,X,X,X,X,X,X,X,X
LZIOJST,O,O,X,X,O,X,X,X,X,X,X,X
LZIOSTJ,O,O,X,X,O,O,X,X,X,O,O,X
LZIOSJT,O,O,X,X,O,X,X,X,X,X,X,X
LZJTISO,O,X,X,O,X,O,O,X,X,O,X,O
LZJTIOS,O,X,O,O,X,O,O,X,X,O,X,X
LZJTSIO,O,X,X,O,X,O,O,X,O,O,X,O
LZJTSOI,O,X,O,O,O,O,O,X,O,O,X,O
LZJTOIS,O,X,O,O,X,O,O,X,X,O,X,X
LZJTOSI,O,X,O,O,O,O,O,X,O,O,X,X
LZJITSO,O,X,X,O,X,O,O,O,X,X,X,X
LZJITOS,O,X,O,O,X,O,O,O,X,X,X,X
LZJISTO,O,X,X,O,X,O,X,O,X,X,X,X
LZJISOT,O,X,X,O,O,X,X,O,X,X,X,X
LZJIOTS,O,X,O,X,X,X,O,O,X,X,X,X
LZJIOST,O,X,O,O,O,X,X,O,X,X,X,X
LZJSTIO,O,X,X,O,O,O,X,O,O,O,X,O
LZJSTOI,O,X,O,O,O,O,X,O,O,O,X,O
LZJSITO,O,X,X,O,O,O,X,O,X,X,X,X
LZJSIOT,O,X,X,O,O,X,X,O,X,X,X,X
LZJSOTI,O,O,O,O,O,O,X,O,O,O,O,X
LZJSOIT,O,O,O,O,O,X,X,O,X,X,X,X
LZJOTIS,O,O,O,O,X,O,O,X,X,O,O,X
LZJOTSI,O,O,O,O,O,O,O,X,O,O,O,X
LZJOITS,O,O,O,X,X,X,O,O,X,X,X,X
LZJOIST,O,O,O,O,O,X,X,O,X,X,X,X
LZJOSTI,O,O,O,O,O,O,X,O,O,O,O,X
LZJOSIT,O,O,O,O,O,X,X,O,X,X,X,X
LZSTIJO,X,X,X,O,O,O,X,O,O,O,X,O
LZSTIOJ,X,X,X,O,O,O,X,O,X,O,O,O
LZSTJIO,X,X,X,O,O,O,X,O,O,O,X,O
LZSTJOI,X,X,X,O,O,O,X,O,O,O,X,O
LZSTOIJ,X,X,X,O,O,O,X,O,X,O,O,O
LZSTOJI,X,X,X,O,O,O,X,X,X,O,O,O
LZSITJO,X,O,X,O,O,O,X,O,X,O,X,O
LZSITOJ,X,O,X,O,O,O,X,O,X,O,O,O
LZSIJTO,X,O,X,O,O,O,X,O,X,X,X,X
LZSIJOT,X,O,X,O,O,X,X,O,X,X,X,X
LZSIOTJ,X,O,X,O,O,O,X,O,X,O,O,X
LZSIOJT,X,O,X,O,O,X,X,O,X,X,X,X
LZSJTIO,X,X,X,O,O,O,X,O,O,O,X,O
LZSJTOI,X,X,X,O,O,O,X,O,O,O,X,O
LZSJITO,X,X,X,O,O,O,X,O,X,X,X,X
LZSJIOT,X,X,X,O,O,X,X,O,X,X,X,X
LZSJOTI,X,O,X,O,O,O,X,O,O,O,O,X
LZSJOIT,X,O,X,O,O,X,X,O,X,X,X,X
LZSOTIJ,X,O,X,O,O,O,X,O,X,O,O,O
LZSOTJI,X,O,X,O,O,O,X,X,X,O,O,O
LZSOITJ,X,O,X,O,O,O,X,O,X,O,O,X
LZSOIJT,X,O,X,O,O,X,X,O,X,X,X,X
LZSOJTI,X,O,X,O,O,O,X,O,X,O,O,X
LZSOJIT,X,O,X,O,O,X,X,O,X,X,X,X
LZOTIJS,O,O,X,X,X,O,X,X,X,O,O,X
LZOTISJ,O,O,X,X,O,O,X,X,X,O,O,O
LZOTJIS,O,O,X,X,X,O,X,X,X,O,O,X
LZOTJSI,O,O,X,X,O,O,X,X,X,O,O,X
LZOTSIJ,X,O,X,X,O,O,X,X,X,O,O,O
LZOTSJI,X,O,X,X,O,O,X,X,X,O,O,O
LZOITJS,O,O,O,X,X,O,X,X,X,O,O,X
LZOITSJ,O,O,O,X,X,O,X,X,X,O,O,X
LZOIJTS,O,O,O,X,X,X,X,X,X,X,X,X
LZOIJST,O,O,O,X,O,X,X,X,X,X,X,X
LZOISTJ,O,O,O,X,O,O,X,X,X,O,O,X
LZOISJT,O,O,O,X,O,X,X,X,X,X,X,X
LZOJTIS,O,O,O,X,X,O,X,X,X,O,O,X
LZOJTSI,O,O,O,O,O,O,X,X,X,O,O,X
LZOJITS,O,O,O,X,X,X,X,X,X,X,X,X
LZOJIST,O,O,O,O,O,X,X,X,X,X,X,X
LZOJSTI,O,O,O,O,O,O,X,X,X,O,O,X
LZOJSIT,O,O,O,O,O,X,X,X,X,X,X,X
LZOSTIJ,X,O,X,O,O,O,X,X,X,O,O,O
LZOSTJI,X,O,X,O,O,O,X,X,X,O,O,O
LZOSITJ,X,O,X,O,O,O,X,X,X,O,O,X
LZOSIJT,X,O,X,O,O,X,X,X,X,X,X,X
LZOSJTI,X,O,X,O,O,O,X,X,X,O,O,X
LZOSJIT,X,O,X,O,O,X,X,X,X,X,X,X
LOTIJSZ,O,O,O,O,O,O,X,X,X,X,X,X
LOTIJZS,O,O,O,O,X,O,X,X,X,X,X,X
LOTISJZ,O,O,O,O,O,O,X,X,X,X,X,X
LOTISZJ,O,O,O,O,O,O,X,X,X,X,X,X
LOTIZJS,O,O,O,X,X,O,X,X,X,X,X,X
LOTIZSJ,O,O,O,X,O,O,X,X,X,X,X,X
LOTJISZ,O,O,O,O,O,O,X,X,X,X,X,X
LOTJIZS,O,O,O,O,X,O,X,X,X,X,X,X
LOTJSIZ,O,O,X,O,O,O,X,X,X,X,X,X
LOTJSZI,O,O,X,O,O,O,X,X,X,X,X,X
LOTJZIS,O,O,O,O,X,O,X,X,X,X,X,X
LOTJZSI,O,O,O,O,O,O,X,X,X,X,X,X
LOTSIJZ,O,O,X,O,O,O,X,X,X,X,X,X
LOTSIZJ,O,O,X,O,O,O,X,X,X,X,X,X
LOTSJIZ,O,O,X,O,O,O,X,X,X,X,X,X
LOTSJZI,O,O,X,O,O,O,X,X,X,X,X,X
LOTSZIJ,X,O,X,O,O,O,X,X,X,O,X,X
LOTSZJI,X,O,X,O,O,O,X,X,X,O,X,X
LOTZIJS,O,O,X,X,X,O,X,X,X,O,O,X
LOTZISJ,O,O,X,X,O,O,X,X,X,O,O,X
LOTZJIS,O,O,X,X,X,O,X,X,X,O,O,X
LOTZJSI,O,O,X,X,O,O,X,X,X,O,O,X
LOTZSIJ,X,O,X,X,O,O,X,X,X,O,O,X
LOTZSJI,X,O,X,X,O,O,X,X,X,O,O,X
LOITJSZ,O,O,O,X,O,O,X,O,X,X,X,X
LOITJZS,O,O,O,X,X,O,X,O,X,X,X,X
LOITSJZ,O,O,O,X,O,O,X,O,X,X,X,X
LOITSZJ,O,O,O,X,O,O,X,O,X,X,X,X
LOITZJS,O,O,O,X,X,O,X,X,X,X,X,X
LOITZSJ,O,O,O,X,O,O,X,X,X,X,X,X
LOIJTSZ,O,O,O,X,X,O,X,O,X,X,X,X
LOIJTZS,O,O,O,X,X,O,X,O,X,X,X,X
LOIJSTZ,O,O,O,O,X,O,X,O,X,X,X,X
LOIJSZT,O,O,O,O,X,X,X,O,X,X,X,X
LOIJZTS,O,O,O,X,X,X,X,O,X,X,X,X
LOIJZST,O,O,O,O,O,X,X,O,X,X,X,X
LOISTJZ,O,O,O,O,O,O,X,O,X,X,X,X
LOISTZJ,O,O,O,O,O,O,X,O,X,X,X,X
LOISJTZ,O,O,O,O,X,O,X,O,X,X,X,X
LOISJZT,O,O,O,O,X,X,X,O,X,X,X,X
LOISZTJ,O,O,O,O,O,O,X,O,X,O,X,X
LOISZJT,O,O,O,O,O,X,X,O,X,X,X,X
LOIZTJS,O,O,O,X,X,O,X,X,X,O,O,X
LOIZTSJ,O,O,O,X,X,O,X,X,X,O,O,X
LOIZJTS,O,O,O,X,X,X,X,X,X,X,X,X
LOIZJST,O,O,O,X,O,X,X,X,X,X,X,X
LOIZSTJ,O,O,O,X,O,O,X,X,X,O,O,X
LOIZSJT,O,O,O,X,O,X,X,X,X,X,X,X
LOJTISZ,O,O,O,O,O,O,X,O,X,X,X,X
LOJTIZS,O,O,O,O,X,O,X,O,X,X,X,X
LOJTSIZ,O,O,X,O,O,O,X,O,X,X,X,X
LOJTSZI,O,O,X,O,O,O,X,O,X,X,X,X
LOJTZIS,O,O,O,O,X,O,X,X,X,X,X,X
LOJTZSI,O,O,O,O,O,O,X,X,X,X,X,X
LOJITSZ,O,O,O,X,X,O,X,O,X,X,X,X
LOJITZS,O,O,O,X,X,O,X,O,X,X,X,X
LOJISTZ,O,O,O,O,X,O,X,O,X,X,X,X
LOJISZT,O,O,O,O,X,X,X,O,X,X,X,X
LOJIZTS,O,O,O,X,X,X,X,O,X,X,X,X
LOJIZST,O,O,O,O,O,X,X,O,X,X,X,X
LOJSTIZ,O,O,X,O,O,O,X,O,X,X,X,X
LOJSTZI,O,O,X,O,O,O,X,O,X,X,X,X
LOJSITZ,O,O,O,O,X,O,X,O,X,X,X,X
LOJSIZT,O,O,O,O,X,X,X,O,X,X,X,X
LOJSZTI,O,O,O,O,O,O,X,O,X,O,X,X
LOJSZIT,O,O,O,O,O,X,X,O,X,X,X,X
LOJZTIS,O,O,O,O,X,O,X,X,X,O,O,X
LOJZTSI,O,O,O,O,O,O,X,X,X,O,O,X
LOJZITS,O,O,O,X,X,X,X,O,X,X,X,X
LOJZIST,O,O,O,O,O,X,X,O,X,X,X,X
LOJZSTI,O,O,O,O,O,O,X,O,X,O,O,X
LOJZSIT,O,O,O,O,O,X,X,O,X,X,X,X
LOSTIJZ,O,O,X,O,O,O,X,X,X,X,X,X
LOSTIZJ,O,O,X,O,O,O,X,X,X,X,X,X
LOSTJIZ,O,O,X,O,O,O,X,X,X,X,X,X
LOSTJZI,O,O,X,O,O,O,X,X,X,X,X,X
LOSTZIJ,X,O,X,O,O,O,X,X,X,O,X,X
LOSTZJI,X,O,X,O,O,O,X,X,X,O,X,X
LOSITJZ,O,O,O,O,O,O,X,O,X,X,X,X
LOSITZJ,O,O,O,O,O,O,X,O,X,X,X,X
LOSIJTZ,O,O,O,O,X,O,X,O,X,X,X,X
LOSIJZT,O,O,O,O,X,X,X,O,X,X,X,X
LOSIZTJ,O,O,O,O,O,O,X,O,X,O,X,X
LOSIZJT,O,O,O,O,O,X,X,O,X,X,X,X
LOSJTIZ,O,O,X,O,O,O,X,O,X,X,X,X
LOSJTZI,O,O,X,O,O,O,X,O,X,X,X,X
LOSJITZ,O,O,O,O,X,O,X,O,X,X,X,X
LOSJIZT,O,O,O,O,X,X,X,O,X,X,X,X
LOSJZTI,O,O,O,O,O,O,X,O,X,O,X,X
LOSJZIT,O,O,O,O,O,X,X,O,X,X,X,X
LOSZTIJ,X,O,X,O,O,O,X,O,X,O,O,X
LOSZTJI,X,O,X,O,O,O,X,X,X,O,O,X
LOSZITJ,X,O,X,O,O,O,X,O,X,O,O,X
LOSZIJT,X,O,X,O,O,X,X,O,X,X,X,X
LOSZJTI,X,O,X,O,O,O,X,O,X,O,O,X
LOSZJIT,X,O,X,O,O,X,X,O,X,X,X,X
LOZTIJS,O,O,X,X,X,O,X,X,X,O,O,X
LOZTISJ,O,O,X,X,O,O,X,X,X,O,O,O
LOZTJIS,O,O,X,X,X,O,X,X,X,O,O,X
LOZTJSI,O,O,X,X,O,O,X,X,X,O,O,X
LOZTSIJ,X,O,X,X,O,O,X,X,X,O,O,O
LOZTSJI,X,O,X,X,O,O,X,X,X,O,O,O
LOZITJS,O,O,O,X,X,O,X,X,X,O,O,X
LOZITSJ,O,O,O,X,X,O,X,X,X,O,O,X
LOZIJTS,O,O,O,X,X,X,X,X,X,X,X,X
LOZIJST,O,O,O,X,O,X,X,X,X,X,X,X
LOZISTJ,O,O,O,X,O,O,X,X,X,O,O,X
LOZISJT,O,O,O,X,O,X,X,X,X,X,X,X
LOZJTIS,O,O,O,X,X,O,X,X,X,O,O,X
LOZJTSI,O,O,O,O,O,O,X,X,X,O,O,X
LOZJITS,O,O,O,X,X,X,X,X,X,X,X,X
LOZJIST,O,O,O,O,O,X,X,X,X,X,X,X
LOZJSTI,O,O,O,O,O,O,X,X,X,O,O,X
LOZJSIT,O,O,O,O,O,X,X,X,X,X,X,X
LOZSTIJ,X,O,X,O,O,O,X,X,X,O,O,O
LOZSTJI,X,O,X,O,O,O,X,X,X,O,O,O
LOZSITJ,X,O,X,O,O,O,X,X,X,O,O,X
LOZSIJT,X,O,X,O,O,X,X,X,X,X,X,X
LOZSJTI,X,O,X,O,O,O,X,X,X,O,O,X
LOZSJIT,X,O,X,O,O,X,X,X,X,X,X,X
JTILSZO,O,X,O,O,X,X,X,O,X,X,X,X
JTILSOZ,O,X,O,O,X,X,X,O,X,X,X,X
JTILZSO,O,X,O,O,X,X,X,O,X,X,X,X
JTILZOS,O,X,O,O,X,X,X,O,X,X,X,X
JTILOSZ,O,X,O,O,X,X,X,O,X,X,X,X
JTILOZS,O,X,O,O,X,X,X,O,X,X,X,X
JTISLZO,O,X,O,O,X,X,O,O,O,X,X,X
JTISLOZ,O,X,O,O,X,X,O,O,O,X,X,X
JTISZLO,O,X,O,O,O,X,O,X,O,X,X,X
JTISZOL,O,X,O,O,O,X,O,X,O,X,X,X
JTISOLZ,O,X,O,O,O,X,O,O,O,X,X,X
JTISOZL,O,X,O,O,O,X,O,X,O,X,X,X
JTIZLSO,O,X,O,O,X,O,O,O,X,X,X,X
JTIZLOS,O,X,O,O,X,O,O,O,X,X,X,X
JTIZSLO,O,X,O,O,X,X,O,X,O,X,X,X
JTIZSOL,O,X,O,O,X,X,O,X,O,X,X,X
JTIZOLS,O,X,O,O,X,O,O,O,X,X,X,X
JTIZOSL,O,X,O,O,X,O,O,X,O,X,X,X
JTIOLSZ,O,X,O,O,O,X,X,O,X,X,X,X
JTIOLZS,O,X,O,O,X,O,X,O,X,X,X,X
JTIOSLZ,O,X,O,O,O,X,O,O,O,X,X,X
JTIOSZL,O,X,O,O,O,O,O,X,O,X,X,X
JTIOZLS,O,X,O,O,X,O,O,O,X,X,X,X
JTIOZSL,O,X,O,O,X,O,O,X,O,X,X,X
JTLISZO,O,X,X,O,X,X,X,O,X,X,X,X
JTLISOZ,O,X,X,O,X,X,X,O,X,X,X,X
JTLIZSO,O,X,X,O,X,X,X,O,X,X,X,X
JTLIZOS,O,X,X,O,X,X,X,O,X,X,X,X
JTLIOSZ,O,X,X,O,X,X,X,O,X,X,X,X
JTLIOZS,O,X,X,O,X,X,X,O,X,X,X,X
JTLSIZO,O,X,X,O,X,X,O,O,O,X,X,X
JTLSIOZ,O,X,X,O,X,X,O,O,O,X,X,X
JTLSZIO,O,X,X,O,X,O,O,O,O,X,X,X
JTLSZOI,O,X,X,O,X,O,O,O,O,X,X,X
JTLSOIZ,O,O,X,O,X,O,O,O,O,X,X,X
JTLSOZI,O,O,X,O,X,O,O,O,O,X,X,X
JTLZISO,O,X,X,O,X,O,O,X,X,X,X,X
JTLZIOS,O,X,O,O,X,O,O,X,X,X,X,X
JTLZSIO,O,X,X,O,X,O,O,X,O,X,X,X
JTLZSOI,O,X,O,O,O,O,O,X,O,X,X,X
JTLZOIS,O,X,O,O,X,O,O,X,X,X,X,X
JTLZOSI,O,X,O,O,O,O,O,X,O,X,X,X
JTLOISZ,O,O,O,O,X,O,X,O,X,X,X,X
JTLOIZS,O,O,O,O,X,O,X,O,X,X,X,X
JTLOSIZ,O,O,X,O,X,O,O,O,O,X,X,X
JTLOSZI,O,O,X,O,X,O,O,O,O,X,X,X
JTLOZIS,O,O,O,O,X,O,O,X,X,X,X,X
JTLOZSI,O,O,O,O,O,O,O,X,O,X,X,X
JTSILZO,X,X,X,O,X,X,O,X,O,X,X,X
JTSILOZ,X,X,X,O,X,X,O,X,O,X,X,X
JTSIZLO,X,X,X,O,O,X,O,X,O,X,X,X
JTSIZOL,X,X,X,O,O,X,O,X,O,X,X,X
JTSIOLZ,X,X,X,O,O,X,O,X,O,X,X,X
JTSIOZL,X,X,X,O,O,X,O,X,O,X,X,X
JTSLIZO,X,X,X,O,X,X,O,X,O,X,X,X
JTSLIOZ,X,X,X,O,X,X,O,X,O,X,X,X
JTSLZIO,X,X,X,O,X,X,O,X,O,X,X,X
JTSLZOI,X,X,X,O,X,X,O,X,O,X,X,X
JTSLOIZ,X,X,X,O,X,X,O,X,O,X,X,X
JTSLOZI,X,X,X,O,X,X,O,X,O,X,X,X
JTSZILO,X,X,X,O,O,X,O,X,O,X,X,X
JTSZIOL,X,X,X,O,O,X,O,X,O,X,X,X
JTSZLIO,X,X,X,O,O,X,O,X,O,X,X,X
JTSZLOI,X,X,X,O,O,X,O,X,O,X,X,X
JTSZOIL,X,X,X,O,O,X,O,X,O,X,X,X
JTSZOLI,X,X,X,O,O,X,O,X,O,X,X,X
JTSOILZ,X,X,X,O,O,X,O,X,O,X,X,X
JTSOIZL,X,X,X,O,O,X,O,X,O,X,X,X
JTSOLIZ,X,X,X,O,O,X,O,X,O,X,X,X
JTSOLZI,X,X,X,O,O,X,O,X,O,X,X,X
JTSOZIL,X,X,X,O,O,X,O,X,O,X,X,X
JTSOZLI,X,X,X,O,O,X,O,X,O,X,X,X
JTZILSO,O,X,O,O,X,O,O,X,X,X,X,X
JTZILOS,O,X,O,O,X,O,O,X,X,X,X,X
JTZISLO,O,X,O,O,X,X,O,X,O,X,X,X
JTZISOL,O,X,O,O,X,X,O,X,O,X,X,X
JTZIOLS,O,X,O,O,X,O,O,X,X,X,X,X
JTZIOSL,O,X,O,O,X,O,O,X,O,X,X,X
JTZLISO,O,X,O,O,X,O,O,X,X,X,X,X
JTZLIOS,O,X,O,O,X,O,O,X,X,X,X,X
JTZLSIO,O,X,X,O,X,O,O,X,O,X,X,X
JTZLSOI,O,X,O,O,O,O,O,X,O,X,X,X
JTZLOIS,O,X,O,O,X,O,O,X,X,X,X,X
JTZLOSI,O,X,O,O,O,O,O,X,O,X,X,X
JTZSILO,X,X,O,O,O,X,O,X,O,X,X,X
JTZSIOL,X,X,O,O,O,X,O,X,O,X,X,X
JTZSLIO,X,X,X,O,O,X,O,X,O,X,X,X
JTZSLOI,X,X,O,O,O,X,O,X,O,X,X,X
JTZSOIL,X,X,O,O,O,X,O,X,O,X,X,X
JTZSOLI,X,X,O,O,O,X,O,X,O,X,X,X
JTZOILS,X,X,O,O,X,O,O,X,X,X,X,X
JTZOISL,X,X,O,O,X,O,O,X,O,X,X,X
JTZOLIS,X,X,O,O,X,O,O,X,X,X,X,X
JTZOLSI,X,X,O,O,O,O,O,X,O,X,X,X
JTZOSIL,X,X,O,O,O,O,O,X,O,X,X,X
JTZOSLI,X,X,O,O,O,O,O,X,O,X,X,X
JTOILSZ,X,O,O,O,O,O,X,O,X,X,X,X
JTOILZS,X,O,O,O,X,O,X,O,X,X,X,X
JTOISLZ,X,O,O,O,O,X,O,O,O,X,X,X
JTOISZL,X,O,O,O,O,O,O,X,O,X,X,X
JTOIZLS,X,O,O,O,X,O,O,O,X,X,X,X
JTOIZSL,X,O,O,O,X,O,O,X,O,X,X,X
JTOLISZ,X,O,O,O,O,O,X,O,X,X,X,X
JTOLIZS,X,O,O,O,X,O,X,O,X,X,X,X
JTOLSIZ,X,O,X,O,O,O,O,O,O,X,X,X
JTOLSZI,X,O,X,O,O,O,O,O,O,X,X,X
JTOLZIS,X,O,O,O,X,O,O,X,X,X,X,X
JTOLZSI,X,O,O,O,O,O,O,X,O,X,X,X
JTOSILZ,X,X,X,O,O,X,O,X,O,X,X,X
JTOSIZL,X,X,X,O,O,O,O,X,O,X,X,X
JTOSLIZ,X,X,X,O,O,O,O,X,O,X,X,X
JTOSLZI,X,X,X,O,O,O,O,X,O,X,X,X
JTOSZIL,X,X,X,O,O,O,O,X,O,X,X,X
JTOSZLI,X,X,X,O,O,O,O,X,O,X,X,X
JTOZILS,X,O,O,O,X,O,O,X,X,X,X,X
JTOZISL,X,O,O,O,X,O,O,X,O,X,X,X
JTOZLIS,X,O,O,O,X,O,O,X,X,X,X,X
JTOZLSI,X,O,O,O,O,O,O,X,O,X,X,X
JTOZSIL,X,O,O,O,O,O,O,X,O,X,X,X
JTOZSLI,X,X,O,O,O,O,O,X,O,X,X,X
JITLSZO,O,O,O,O,X,X,X,O,X,X,X,X
JITLSOZ,O,O,O,O,X,X,X,O,X,X,X,X
JITLZSO,O,O,O,O,X,X,X,O,X,X,X,X
JITLZOS,O,O,O,O,X,X,X,O,X,X,X,X
JITLOSZ,O,O,O,O,X,X,X,O,X,X,X,X
JITLOZS,O,O,O,O,X,X,X,O,X,X,X,X
JITSLZO,O,X,O,O,X,X,O,O,O,X,X,X
JITSLOZ,O,X,O,O,X,X,O,O,O,X,X,X
JITSZLO,O,X,O,O,X,X,O,X,O,X,X,X
JITSZOL,O,X,O,O,X,X,O,X,O,X,X,X
JITSOLZ,O,X,O,O,X,X,O,O,O,X,X,X
JITSOZL,O,X,O,O,X,X,O,X,O,X,X,X
JITZLSO,O,O,O,O,X,X,O,O,X,X,X,X
JITZLOS,O,O,O,O,X,X,O,O,X,X,X,X
JITZSLO,O,X,O,O,X,X,O,X,O,X,X,X
JITZSOL,O,X,O,O,X,X,O,X,O,X,X,X
JITZOLS,O,O,O,O,X,X,O,O,X,X,X,X
JITZOSL,O,O,O,O,X,X,O,X,O,X,X,X
JITOLSZ,O,O,O,O,X,X,X,O,X,X,X,X
JITOLZS,O,O,O,O,X,X,X,O,X,X,X,X
JITOSLZ,O,O,O,O,X,X,O,O,O,X,X,X
JITOSZL,O,O,O,O,X,X,O,X,O,X,X,X
JITOZLS,O,O,O,O,X,X,O,O,X,X,X,X
JITOZSL,O,O,O,O,X,X,O,X,O,X,X,X
JILTSZO,O,O,O,O,X,X,X,O,X,X,X,X
JILTSOZ,O,O,O,O,X,X,X,O,X,X,X,X
JILTZSO,O,O,O,O,X,X,X,O,X,X,X,X
JILTZOS,O,O,O,O,X,X,X,O,X,X,X,X
JILTOSZ,O,O,O,O,X,X,X,O,X,X,X,X
JILTOZS,O,O,O,O,X,X,X,O,X,X,X,X
JILSTZO,O,O,O,O,X,X,X,O,X,X,X,X
JILSTOZ,O,O,O,O,X,X,X,O,X,X,X,X
JILSZTO,O,O,O,O,X,X,X,O,X,X,X,X
JILSZOT,O,O,O,O,X,X,X,O,X,X,X,X
JILSOTZ,O,O,O,O,X,X,X,O,X,X,X,X
JILSOZT,O,O,O,O,X,X,X,O,X,X,X,X
JILZTSO,O,O,O,O,X,X,X,O,X,X,X,X
JILZTOS,O,O,O,O,X,X,X,O,X,X,X,X
JILZSTO,O,O,O,O,X,X,X,O,X,X,X,X
JILZSOT,O,O,O,O,O,X,X,O,X,X,X,X
JILZOTS,O,O,O,X,X,X,X,O,X,X,X,X
JILZOST,O,O,O,O,O,X,X,O,X,X,X,X
JILOTSZ,O,O,O,X,X,X,X,O,X,X,X,X
JILOTZS,O,O,O,X,X,X,X,O,X,X,X,X
JILOSTZ,O,O,O,O,X,X,X,O,X,X,X,X
JILOSZT,O,O,O,O,X,X,X,O,X,X,X,X
JILOZTS,O,O,O,X,X,X,X,O,X,X,X,X
JILOZST,O,O,O,O,O,X,X,O,X,X,X,X
JISTLZO,O,X,O,O,X,X,O,O,O,X,X,X
JISTLOZ,O,X,O,O,X,X,O,O,O,X,X,X
JISTZLO,O,X,O,O,X,X,O,X,O,X,X,X
JISTZOL,O,X,O,O,X,X,O,X,O,X,X,X
JISTOLZ,O,X,O,O,X,X,O,O,O,X,X,X
JISTOZL,O,X,O,O,X,X,O,X,O,X,X,X
JISLTZO,O,X,O,O,X,X,O,O,O,X,X,X
JISLTOZ,O,X,O,O,X,X,O,O,O,X,X,X
JISLZTO,O,X,O,O,X,X,X,O,X,X,X,X
JISLZOT,O,X,O,O,X,X,X,O,X,X,X,X
JISLOTZ,O,X,O,O,X,X,O,O,O,X,X,X
JISLOZT,O,X,O,O,X,X,X,O,X,X,X,X
JISZTLO,O,X,O,O,X,X,X,X,O,X,X,X
JISZTOL,O,X,O,O,X,X,X,X,O,X,X,X
JISZLTO,O,X,O,O,X,X,X,X,X,X,X,X
JISZLOT,O,X,O,O,X,X,X,X,X,X,X,X
JISZOTL,O,X,O,X,X,X,X,X,O,X,X,X
JISZOLT,O,X,O,X,X,X,X,X,X,X,X,X
JISOTLZ,O,X,O,O,X,X,O,O,O,X,X,X
JISOTZL,O,X,O,O,X,X,O,X,O,X,X,X
JISOLTZ,O,X,O,O,X,X,O,O,O,X,X,X
JISOLZT,O,X,O,O,X,X,X,O,X,X,X,X
JISOZTL,O,X,O,X,X,X,X,X,O,X,X,X
JISOZLT,O,X,O,X,X,X,X,X,X,X,X,X
JIZTLSO,O,O,O,O,X,X,O,O,X,X,X,X
JIZTLOS,O,O,O,O,X,X,O,O,X,X,X,X
JIZTSLO,O,X,O,O,X,X,O,X,O,X,X,X
JIZTSOL,O,X,O,O,X,X,O,X,O,X,X,X
JIZTOLS,O,O,O,O,X,X,O,O,X,X,X,X
JIZTOSL,O,O,O,O,X,X,O,X,O,X,X,X
JIZLTSO,O,O,O,O,X,X,O,O,X,X,X,X
JIZLTOS,O,O,O,O,X,X,O,O,X,X,X,X
JIZLSTO,O,O,O,O,X,X,X,O,X,X,X,X
JIZLSOT,O,O,O,O,O,X,X,O,X,X,X,X
JIZLOTS,O,O,O,X,X,X,O,O,X,X,X,X
JIZLOST,O,O,O,O,O,X,X,O,X,X,X,X
JIZSTLO,O,X,O,O,O,X,O,X,O,X,X,X
