sequence,v115@vhGRRYaAFLDmClcJSAVDEHBEooRBJoAVBvXExCz/AA?ATqB0nB6tB1rB/pBmqB,v115@vhGUMYaAFLDmClcJSAVDEHBEooRBaoAVBp+ytCs/AA?AxvBFtBTlB/pBimBGtB,v115@vhGUMYaAFLDmClcJSAVDEHBEooRBaoAVBpvytCsOBA?AxvBGtBTlB/pBimBFtB,v115@vhGxRYaAFLDmClcJSAVDEHBEooRBJoAVBaH+tCqCBA?A0qBToBlrB/pBGnBiqB,v115@vhGUNYaAFLDmClcJSAVDEHBEooRBaoAVBJ3TWCqOBA?AxwBzmB/pBiqBGoBlqB,v115@vhGTNYaAFLDmClcJSAVDEHBEooRBPoAVBpX+tCqCBA?ARwBUnBVrB/pBOqBCtB,v115@vhGUNYaAFLDmClcJSAVDEHBEooRBaoAVBJ3TxCqCBA?AxwBzmB/pBlqBGoBiqB,v115@vhGTNYaAFLDmClcJSAVDEHBEooRBPoAVBTezPC0CBA?AXsBRvB0lB2pBlmBCtB,v115@vhGxRYaAFLDmClcJSAVDEHBEooRBJoAVBKHUFDzOBA?A2vBToBSsB0lB/pBlrB,v115@vhGVSYaAFLDmClcJSAVDEHBEooRBUoAVBaujPCvCBA?A0qBxrB/pBGoBzrBiqB,v115@vhG2QYaAFLDmClcJSAVDEHBEooRBKoAVBvuLuCM+AA?ATqBVsBUoB/pBSyBxqB,v115@vhG0LYaAFLDmClcJSAVDEHBEooRBaoAVBUuTWCv/AA?A1vBxsB/pBilBTtBGsB,v115@vhGWSYaAFLDmClcJSAVDEHBEooRBKoAVBPN8LC6OBA?AToB/pBKqBRrBUrBFsB,v115@vhGUNYaAFLDmClcJSAVDEHBEooRBaoAVBUdNPCvCBA?AVxB/pBxqBGoBTqBirB,v115@vhGyPYaAFLDmClcJSAVDEHBEooRBMoAVBKuytC6OBA?A+tBRsBTlB/pB0rBlsB,v115@vhG2PYaAFLDmClcJSAVDEHBEooRBKoAVBpHUxCMHBA?AxrBUoB/pBllBSyBzrB,v115@vhGWSYaAFLDmClcJSAVDEHBEooRBKoAVBJ9aFD0CBA?ARwBXqBToBUmBFnBikB,v115@vhGUMYaAFLDmClcJSAVDEHBEooRBaoAVBUtHgCpCBA?AVwBXqB+tBznBRmBikB,v115@vhGWSYaAFLDmClcJSAVDEHBEooRBKoAVBauytC0CBA?A0rBRvBToB3lBFnBikB,v115@vhGzLYaAFLDmClcJSAVDEHBEooRBPoAVB0fLuCpCBA?AVvB+tBssBfrBxmBikB
LTISZJO,O,O,X,O,O,X,O,X,X,O,X,O,X,O,X,X,X,O,X,X
LTISZOJ,O,O,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X
LTISOJZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
LTISOZJ,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
LTIZJSO,O,O,X,O,O,X,O,X,X,O,X,O,X,O,X,X,X,O,X,X
LTIZJOS,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
LTIZSJO,O,O,X,O,O,X,O,X,X,O,X,O,X,O,X,X,X,O,X,X
LTIZSOJ,O,O,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X
LTIZOJS,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTIZOSJ,O,O,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LTIOJSZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LTIOJZS,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LTIOSJZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LTIOSZJ,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTIOZJS,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTIOZSJ,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTJISZO,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,O
LTJISOZ,X,X,X,O,X,X,X,X,X,X,X,X,O,X,O,X,X,O,X,O
LTJIZSO,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,O
LTJIZOS,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
LTJIOSZ,X,X,X,O,X,X,X,X,X,X,X,X,O,X,O,X,X,O,X,O
LTJIOZS,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LTJSIZO,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,O
LTJSIOZ,X,X,X,O,X,X,X,X,X,X,X,X,O,X,O,X,X,O,X,O
LTJSZIO,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,O,X,O
LTJSZOI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
LTJSOIZ,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O,X,O
LTJSOZI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
LTJZISO,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,O,X,O
LTJZIOS,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
LTJZSIO,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,O,X,O
LTJZSOI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
LTJZOIS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
LTJZOSI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
LTJOISZ,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O,X,O
LTJOIZS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LTJOSIZ,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O,X,O
LTJOSZI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
LTJOZIS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LTJOZSI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LTSIJZO,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,O
LTSIJOZ,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,O
LTSIZJO,O,O,X,O,O,X,O,X,X,O,X,O,X,O,X,X,X,O,X,X
LTSIZOJ,O,O,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X
LTSIOJZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
LTSIOZJ,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
LTSJIZO,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,O
LTSJIOZ,X,X,X,O,X,X,X,X,X,X,X,X,O,X,O,X,X,O,X,O
LTSJZIO,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,O,X,O
LTSJZOI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
LTSJOIZ,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O,X,O
LTSJOZI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
LTSZIJO,X,O,X,O,X,X,X,X,X,O,X,O,X,O,X,X,X,O,X,X
LTSZIOJ,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
LTSZJIO,X,O,X,O,X,X,X,X,X,O,X,O,X,O,X,X,X,O,X,O
LTSZJOI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
LTSZOIJ,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
LTSZOJI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
LTSOIJZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
LTSOIZJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LTSOJIZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O
LTSOJZI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
LTSOZIJ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
LTSOZJI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
LTZIJSO,X,O,X,O,X,X,X,X,X,O,X,O,X,O,X,X,X,O,X,X
LTZIJOS,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LTZISJO,X,O,X,O,X,X,X,X,X,O,X,O,X,O,X,X,X,O,X,X
LTZISOJ,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
LTZIOJS,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZIOSJ,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LTZJISO,X,O,X,O,X,X,X,X,X,O,X,O,X,O,X,X,X,O,X,O
LTZJIOS,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
LTZJSIO,X,O,X,O,X,X,X,X,X,O,X,O,X,O,X,X,X,O,X,O
LTZJSOI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
LTZJOIS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
LTZJOSI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
LTZSIJO,X,O,X,O,X,X,X,X,X,O,X,O,X,O,X,X,X,O,X,X
LTZSIOJ,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
LTZSJIO,X,O,X,O,X,X,X,X,X,O,X,O,X,O,X,X,X,O,X,O
LTZSJOI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
LTZSOIJ,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
LTZSOJI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
LTZOIJS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZOISJ,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LTZOJIS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LTZOJSI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LTZOSIJ,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LTZOSJI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LTOIJSZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LTOIJZS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LTOISJZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LTOISZJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOIZJS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOIZSJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOJISZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O
LTOJIZS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LTOJSIZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O
LTOJSZI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LTOJZIS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LTOJZSI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LTOSIJZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LTOSIZJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOSJIZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O
LTOSJZI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LTOSZIJ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LTOSZJI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LTOZIJS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOZISJ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LTOZJIS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LTOZJSI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LTOZSIJ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LTOZSJI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LITJSZO,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
LITJSOZ,O,X,X,O,X,O,X,X,O,X,X,X,O,X,X,X,O,X,X,X
LITJZSO,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
LITJZOS,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
LITJOSZ,O,X,X,O,X,O,X,X,O,X,X,X,O,X,X,X,O,X,X,X
LITJOZS,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
LITSJZO,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
LITSJOZ,O,X,X,O,X,O,X,X,O,X,X,X,O,X,X,X,O,X,X,X
LITSZJO,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X
LITSZOJ,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X
LITSOJZ,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
LITSOZJ,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X
LITZJSO,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X
LITZJOS,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X
LITZSJO,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X
LITZSOJ,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X
LITZOJS,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LITZOSJ,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LITOJSZ,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LITOJZS,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LITOSJZ,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LITOSZJ,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LITOZJS,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LITOZSJ,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJTSZO,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,O,X,O,X
LIJTSOZ,O,X,X,O,X,O,X,X,O,X,X,X,O,X,O,X,O,X,O,X
LIJTZSO,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
LIJTZOS,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
LIJTOSZ,O,X,X,O,X,O,X,X,O,X,X,X,O,X,O,X,O,X,O,X
LIJTOZS,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
LIJSTZO,O,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,O,X,O,X
LIJSTOZ,O,X,X,O,X,O,X,O,O,X,X,X,O,X,O,X,O,X,O,X
LIJSZTO,O,O,O,X,O,X,X,O,O,X,X,X,X,X,X,X,O,X,O,X
LIJSZOT,O,O,O,X,O,X,X,O,O,X,X,X,O,X,O,X,O,X,O,X
LIJSOTZ,O,X,X,O,X,O,X,O,O,X,X,X,O,X,O,X,O,X,O,X
LIJSOZT,O,O,O,X,O,X,X,O,O,X,X,X,O,X,O,X,O,X,O,X
LIJZTSO,O,O,O,X,O,X,X,O,O,X,X,X,X,X,X,X,O,X,O,X
LIJZTOS,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,O,X
LIJZSTO,O,O,O,X,O,X,X,O,O,X,X,X,X,X,X,X,O,X,O,X
LIJZSOT,O,O,O,X,O,X,X,O,O,X,X,X,O,X,O,X,O,X,O,X
LIJZOTS,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,O,X
LIJZOST,O,O,O,X,O,X,X,O,O,X,X,X,O,X,O,X,O,X,O,X
LIJOTSZ,O,X,X,O,X,O,X,X,O,X,X,X,O,X,O,X,O,X,O,X
LIJOTZS,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
LIJOSTZ,O,X,X,O,X,O,X,O,O,X,X,X,O,X,O,X,O,X,O,X
LIJOSZT,O,O,O,X,O,X,X,O,O,X,X,X,O,X,O,X,O,X,O,X
LIJOZTS,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,O,X
LIJOZST,O,O,O,X,O,X,X,O,O,X,X,X,O,X,O,X,O,X,O,X
LISTJZO,O,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,O,X,O,X
LISTJOZ,O,X,X,O,X,O,X,O,O,X,X,X,O,X,X,X,O,X,O,X
LISTZJO,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,O,X,O,X
LISTZOJ,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,O,X,O,X
LISTOJZ,O,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X
LISTOZJ,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X
LISJTZO,O,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,O,X,O,X
LISJTOZ,O,X,X,O,X,O,X,O,O,X,X,X,O,X,O,X,O,X,O,X
LISJZTO,O,O,O,X,O,X,X,O,O,X,X,X,X,X,X,X,O,X,O,X
LISJZOT,O,O,O,X,O,X,X,O,O,X,X,X,O,X,O,X,O,X,O,X
LISJOTZ,O,X,X,O,X,O,X,O,O,X,X,X,O,X,O,X,O,X,O,X
LISJOZT,O,O,O,X,O,X,X,O,O,X,X,X,O,X,O,X,O,X,O,X
LISZTJO,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,O,X,O,X
LISZTOJ,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,O,X,O,X
LISZJTO,O,O,O,X,O,X,O,O,O,X,X,X,X,X,X,X,O,X,O,X
LISZJOT,O,O,O,X,O,X,O,O,O,X,X,X,O,X,X,X,O,X,O,X
LISZOTJ,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,O,X,O,X
LISZOJT,O,O,O,X,O,X,O,O,O,X,X,X,X,X,X,X,O,X,O,X
LISOTJZ,O,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X
LISOTZJ,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X
LISOJTZ,O,X,X,O,X,O,X,O,O,X,X,X,O,X,O,X,O,X,O,X
LISOJZT,O,O,O,X,O,X,X,O,O,X,X,X,O,X,O,X,O,X,O,X
LISOZTJ,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,O,X,O,X
LISOZJT,O,O,O,X,O,X,O,O,O,X,X,X,X,X,X,X,O,X,O,X
LIZTJSO,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,O,X,O,X
LIZTJOS,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,O,X,O,X
LIZTSJO,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,O,X,O,X
LIZTSOJ,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,O,X,O,X
LIZTOJS,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZTOSJ,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZJTSO,O,O,O,X,O,X,O,O,O,X,X,X,X,X,X,X,O,X,O,X
LIZJTOS,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X,O,X,O,X
LIZJSTO,O,O,O,X,O,X,O,O,O,X,X,X,X,X,X,X,O,X,O,X
LIZJSOT,O,O,O,X,O,X,O,O,O,X,X,X,O,X,X,X,O,X,O,X
LIZJOTS,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X,O,X,O,X
LIZJOST,O,O,O,X,O,X,O,O,O,X,X,X,O,X,X,X,O,X,O,X
LIZSTJO,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,O,X,O,X
LIZSTOJ,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,O,X,O,X
LIZSJTO,O,O,O,X,O,X,O,O,O,X,X,X,X,X,X,X,O,X,O,X
LIZSJOT,O,O,O,X,O,X,O,O,O,X,X,X,O,X,X,X,O,X,O,X
LIZSOTJ,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,O,X,O,X
LIZSOJT,O,O,O,X,O,X,O,O,O,X,X,X,X,X,X,X,O,X,O,X
LIZOTJS,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZOTSJ,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZOJTS,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LIZOJST,O,O,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LIZOSTJ,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LIZOSJT,O,O,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LIOTJSZ,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIOTJZS,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIOTSJZ,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIOTSZJ,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOTZJS,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOTZSJ,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOJTSZ,O,X,X,O,X,O,X,X,O,X,X,X,O,X,O,X,X,X,X,X
LIOJTZS,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIOJSTZ,O,X,X,O,X,O,X,O,O,X,X,X,O,X,O,X,X,X,X,X
LIOJSZT,O,O,O,X,O,X,X,O,O,X,X,X,O,X,O,X,X,X,X,X
LIOJZTS,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIOJZST,O,O,O,X,O,X,X,O,O,X,X,X,O,X,O,X,X,X,X,X
LIOSTJZ,O,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LIOSTZJ,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LIOSJTZ,O,X,X,O,X,O,X,O,O,X,X,X,O,X,O,X,X,X,X,X
LIOSJZT,O,O,O,X,O,X,X,O,O,X,X,X,O,X,O,X,X,X,X,X
LIOSZTJ,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LIOSZJT,O,O,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LIOZTJS,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOZTSJ,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOZJTS,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LIOZJST,O,O,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LIOZSTJ,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LIOZSJT,O,O,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LJTISZO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O,O
LJTISOZ,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O,O,O,O
LJTIZSO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,X,O
LJTIZOS,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X,O
LJTIOSZ,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X,O,O,O,O
LJTIOZS,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O
LJTSIZO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O
LJTSIOZ,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O,X,O
LJTSZIO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
LJTSZOI,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,O
LJTSOIZ,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X,O,X,O
LJTSOZI,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,O
LJTZISO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O
LJTZIOS,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O,O
LJTZSIO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O
LJTZSOI,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O,O
LJTZOIS,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O,O
LJTZOSI,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O,O
LJTOISZ,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X,O,O,O,O
LJTOIZS,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O
LJTOSIZ,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X,O,X,O
LJTOSZI,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,O
LJTOZIS,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,O
LJTOZSI,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,O
LJITSZO,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,O,X,O,X
LJITSOZ,O,X,X,X,X,O,X,X,O,X,X,X,O,X,O,X,O,X,O,X
LJITZSO,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,O,X,X,X
LJITZOS,O,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X
LJITOSZ,O,X,X,X,X,O,X,X,O,X,O,X,O,X,O,X,O,X,O,X
LJITOZS,O,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X
LJISTZO,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,O,X,O,X
LJISTOZ,O,X,X,X,X,O,X,X,O,X,X,X,O,X,O,X,O,X,O,X
