sequence,v115@zgB8HeC8BeB8BeH8BeG8CeH8AeB8Jex1IvhFTXB/dB?0bBOjBCjBlsB,v115@zgB8HeC8BeB8BeH8BeG8CeH8AeB8Jem1IvhFqbBTXB?xYB0dBXjBlsB,v115@zgB8HeC8BeB8BeH8BeG8CeH8AeB8Jem1IvhFqbBTXB?xYBXeB0iBlsB,v115@zgB8HeC8BeB8BeH8BeG8CeH8AeB8Jex1IvhFTXB0bB?6iBOjB/sBFtB,v115@zgB8HeC8BeB8BeH8BeG8CeH8AeB8Jem1IvhFqbBTXB?xdB0dBXjBlsB,v115@zgB8HeC8BeB8BeH8BeG8CeH8AeB8Jem1IvhFScBxdB?zbB0dBXjBlsB,v115@zgB8HeC8BeB8BeH8BeG8CeH8AeB8Jem1IvhFRXBzbB?FeBfoBUnBCtB,v115@zgB8HeC8BeB8BeH8BeG8CeH8AeB8Jem1IvhFRcBFeB?zbBfoBUnBCtB
JZSOTLI,O,X,X,X,X,X,O,X
JZSOITL,O,X,X,X,X,X,X,X
JZSOILT,O,X,X,O,X,X,X,X
JZSOLTI,O,X,X,O,X,X,X,X
JZSOLIT,O,X,X,O,X,X,X,X
JZOTILS,O,X,X,O,X,X,X,X
JZOTISL,O,X,X,X,X,X,X,X
JZOTLIS,O,X,X,O,X,X,X,X
JZOTLSI,O,X,X,O,X,X,X,X
JZOTSIL,O,X,X,X,X,X,X,X
JZOTSLI,O,X,X,X,X,X,X,X
JZOITLS,O,X,X,O,X,X,X,X
JZOITSL,O,X,X,X,X,X,X,X
JZOILTS,X,O,X,O,X,X,X,X
JZOILST,O,O,X,O,X,X,X,X
JZOISTL,O,X,X,X,X,X,X,X
JZOISLT,O,X,X,O,X,X,X,X
JZOLTIS,X,O,X,O,X,X,X,X
JZOLTSI,X,O,X,O,X,X,X,X
JZOLITS,X,O,X,O,X,X,X,X
JZOLIST,O,O,X,O,X,X,X,X
JZOLSTI,O,O,X,O,X,X,X,X
JZOLSIT,O,O,X,O,X,X,X,X
JZOSTIL,O,X,X,X,X,X,O,X
JZOSTLI,O,X,X,X,X,X,O,X
JZOSITL,O,X,X,X,X,X,X,X
JZOSILT,O,X,X,O,X,X,X,X
JZOSLTI,O,X,X,O,X,X,X,X
JZOSLIT,O,X,X,O,X,X,X,X
JOTILSZ,X,X,X,X,O,O,X,X
JOTILZS,X,X,X,X,O,O,X,X
JOTISLZ,X,X,X,X,X,X,X,X
JOTISZL,X,X,X,X,X,X,X,X
JOTIZLS,X,X,X,X,X,X,X,X
JOTIZSL,X,X,X,X,X,X,X,X
JOTLISZ,X,X,O,X,O,O,X,X
JOTLIZS,X,O,X,X,O,O,X,X
JOTLSIZ,X,X,O,X,O,X,X,X
JOTLSZI,X,O,O,X,X,X,X,X
JOTLZIS,X,O,X,X,O,X,X,X
JOTLZSI,X,O,O,X,X,X,X,X
JOTSILZ,X,X,O,X,X,X,X,X
JOTSIZL,X,X,X,X,X,X,O,X
JOTSLIZ,X,X,O,X,X,X,X,X
JOTSLZI,X,X,O,X,X,X,O,X
JOTSZIL,X,X,X,X,X,X,O,X
JOTSZLI,X,X,X,X,X,X,O,X
JOTZILS,X,O,X,X,X,X,X,X
JOTZISL,X,X,X,X,X,X,X,X
JOTZLIS,X,O,X,X,X,X,X,X
JOTZLSI,X,O,X,X,X,X,X,X
JOTZSIL,X,X,X,X,X,X,X,X
JOTZSLI,X,X,X,X,X,X,X,X
JOITLSZ,X,X,X,X,X,X,X,X
JOITLZS,X,X,X,X,X,X,X,X
JOITSLZ,X,X,X,X,X,X,X,X
JOITSZL,X,X,X,X,X,X,X,X
JOITZLS,X,X,X,X,X,X,X,X
JOITZSL,X,X,X,X,X,X,X,X
JOILTSZ,X,X,X,X,O,O,X,X
JOILTZS,X,X,X,X,O,O,X,X
JOILSTZ,X,X,X,X,O,O,X,X
JOILSZT,X,X,X,X,O,O,X,X
JOILZTS,X,X,X,O,O,O,X,X
JOILZST,X,X,X,O,O,O,X,X
JOISTLZ,X,X,X,X,X,X,X,O
JOISTZL,X,X,X,X,X,X,O,O
JOISLTZ,X,X,X,X,X,X,X,X
JOISLZT,X,X,X,X,X,X,X,X
JOISZTL,O,X,X,X,X,X,X,X
JOISZLT,O,X,X,X,X,X,X,X
JOIZTLS,X,X,X,O,X,X,X,X
JOIZTSL,O,X,X,X,X,X,X,X
JOIZLTS,X,X,X,O,X,X,X,X
JOIZLST,O,X,X,O,X,X,X,X
JOIZSTL,O,X,X,X,X,X,X,X
JOIZSLT,O,X,X,O,X,X,X,X
JOLTISZ,X,X,O,X,O,O,X,X
JOLTIZS,X,O,X,X,O,O,X,X
JOLTSIZ,X,X,O,X,O,X,X,X
JOLTSZI,X,O,O,X,X,X,X,X
JOLTZIS,X,O,X,X,O,X,X,X
JOLTZSI,X,O,O,X,X,X,X,X
JOLITSZ,X,X,O,X,O,O,X,X
JOLITZS,X,O,X,X,O,O,X,X
JOLISTZ,X,X,O,X,O,O,X,X
JOLISZT,X,X,O,X,O,O,X,X
JOLIZTS,X,O,X,O,O,O,X,X
JOLIZST,X,O,X,O,O,O,X,X
JOLSTIZ,X,X,O,X,O,X,X,X
JOLSTZI,X,O,O,X,X,X,O,X
JOLSITZ,X,X,O,X,O,X,X,X
JOLSIZT,X,X,O,X,O,X,X,X
JOLSZTI,X,O,O,X,X,X,X,X
JOLSZIT,X,O,O,X,X,X,X,X
JOLZTIS,X,O,X,O,O,X,X,X
JOLZTSI,X,O,O,O,X,X,X,X
JOLZITS,X,O,X,O,O,X,X,X
JOLZIST,X,O,X,O,O,X,X,X
JOLZSTI,X,O,O,O,X,X,X,X
JOLZSIT,X,O,O,O,X,X,X,X
JOSTILZ,X,X,X,X,X,X,X,O
JOSTIZL,X,X,X,X,X,X,O,O
JOSTLIZ,X,X,X,X,X,X,X,X
JOSTLZI,X,X,X,X,X,X,O,X
JOSTZIL,X,X,X,X,X,X,O,X
JOSTZLI,X,X,X,X,X,X,O,X
JOSITLZ,X,X,X,X,X,X,X,O
JOSITZL,X,X,X,X,X,X,O,O
JOSILTZ,X,X,O,X,X,X,X,X
JOSILZT,X,X,O,X,X,X,X,X
JOSIZTL,O,X,X,X,X,X,X,X
JOSIZLT,O,X,X,X,X,X,X,X
JOSLTIZ,X,X,O,X,X,X,X,X
JOSLTZI,X,X,O,X,X,X,O,X
JOSLITZ,X,X,O,X,X,X,X,X
JOSLIZT,X,X,O,X,X,X,X,X
JOSLZTI,X,X,O,X,X,X,X,X
JOSLZIT,X,X,O,X,X,X,X,X
JOSZTIL,O,X,X,X,X,X,O,X
JOSZTLI,O,X,X,X,X,X,O,X
JOSZITL,O,X,X,X,X,X,X,X
JOSZILT,O,X,X,X,X,X,X,X
JOSZLTI,O,X,X,X,X,X,X,X
JOSZLIT,O,X,X,X,X,X,X,X
JOZTILS,X,X,X,O,X,X,X,X
JOZTISL,O,X,X,X,X,X,X,X
JOZTLIS,X,X,X,O,X,X,X,X
JOZTLSI,X,X,X,O,X,X,X,X
JOZTSIL,O,X,X,X,X,X,X,X
JOZTSLI,O,X,X,X,X,X,X,X
JOZITLS,X,X,X,O,X,X,X,X
JOZITSL,O,X,X,X,X,X,X,X
JOZILTS,X,O,X,O,X,X,X,X
JOZILST,O,O,X,O,X,X,X,X
JOZISTL,O,X,X,X,X,X,X,X
JOZISLT,O,X,X,O,X,X,X,X
JOZLTIS,X,O,X,O,X,X,X,X
JOZLTSI,X,O,X,O,X,X,X,X
JOZLITS,X,O,X,O,X,X,X,X
JOZLIST,O,O,X,O,X,X,X,X
JOZLSTI,O,O,X,O,X,X,X,X
JOZLSIT,O,O,X,O,X,X,X,X
JOZSTIL,O,X,X,X,X,X,O,X
JOZSTLI,O,X,X,X,X,X,O,X
JOZSITL,O,X,X,X,X,X,X,X
JOZSILT,O,X,X,O,X,X,X,X
JOZSLTI,O,X,X,O,X,X,X,X
JOZSLIT,O,X,X,O,X,X,X,X
STILJZO,O,X,O,X,X,O,X,X
STILJOZ,X,X,O,X,O,O,X,O
STILZJO,O,X,O,X,X,X,X,X
STILZOJ,O,X,O,X,X,X,X,X
STILOJZ,X,X,O,X,O,X,X,X
STILOZJ,X,X,O,X,X,X,X,X
STIJLZO,O,X,O,X,X,O,X,X
STIJLOZ,X,X,O,X,O,O,X,O
STIJZLO,O,X,O,X,X,X,X,X
STIJZOL,O,X,X,X,X,X,X,O
STIJOLZ,X,X,O,X,X,X,X,O
STIJOZL,O,X,X,X,X,X,O,O
STIZLJO,O,X,O,X,X,X,X,X
STIZLOJ,O,X,O,X,X,X,X,X
STIZJLO,O,X,O,X,X,X,X,X
STIZJOL,O,X,X,X,X,X,X,O
STIZOLJ,O,X,O,X,X,X,X,X
STIZOJL,O,X,X,X,X,X,X,X
STIOLJZ,X,X,O,X,O,X,X,X
STIOLZJ,X,X,O,X,X,X,X,X
STIOJLZ,X,X,O,X,X,X,X,O
STIOJZL,O,X,X,X,X,X,O,O
STIOZLJ,O,X,O,X,X,X,O,X
STIOZJL,O,X,X,X,X,X,O,X
STLIJZO,O,X,O,X,X,O,X,X
STLIJOZ,X,X,O,X,O,O,X,O
STLIZJO,O,X,O,X,X,X,X,X
STLIZOJ,O,X,O,X,X,X,X,X
STLIOJZ,X,X,O,X,O,X,X,X
STLIOZJ,X,X,O,X,X,X,X,X
STLJIZO,O,X,O,X,X,O,X,X
STLJIOZ,X,X,O,X,O,O,X,O
STLJZIO,O,O,O,X,X,X,X,X
STLJZOI,O,O,O,X,X,X,X,X
STLJOIZ,X,X,O,X,O,X,X,X
STLJOZI,X,O,O,X,X,X,O,X
STLZIJO,O,O,O,X,X,X,X,X
STLZIOJ,O,O,O,X,X,X,X,X
STLZJIO,O,O,O,X,X,X,X,X
STLZJOI,O,O,O,X,X,X,X,X
STLZOIJ,O,O,O,X,X,X,X,X
STLZOJI,O,O,O,X,X,X,X,X
STLOIJZ,X,X,O,X,O,X,X,X
STLOIZJ,X,X,O,X,X,X,X,X
STLOJIZ,X,X,O,X,O,X,X,X
STLOJZI,X,O,O,X,X,X,O,X
STLOZIJ,X,O,O,X,X,X,O,X
STLOZJI,X,O,O,X,X,X,O,X
STJILZO,O,X,O,X,X,O,X,X
STJILOZ,X,X,O,X,O,O,X,O
STJIZLO,O,X,O,X,X,X,X,X
STJIZOL,O,X,X,X,X,X,X,O
STJIOLZ,X,X,O,X,X,X,X,O
STJIOZL,O,X,X,X,X,X,O,O
STJLIZO,O,X,O,X,X,O,X,X
STJLIOZ,X,X,O,X,O,O,X,O
STJLZIO,O,O,O,X,X,X,X,X
STJLZOI,O,O,O,X,X,X,X,X
STJLOIZ,X,X,O,X,O,X,X,X
STJLOZI,X,O,O,X,X,X,O,X
STJZILO,O,O,O,X,X,X,X,X
STJZIOL,O,X,X,X,X,X,X,O
STJZLIO,O,O,O,X,X,X,X,X
STJZLOI,O,O,O,X,X,X,X,X
STJZOIL,O,X,X,X,X,X,O,X
STJZOLI,O,X,X,X,X,X,O,X
STJOILZ,X,X,O,X,X,X,X,O
STJOIZL,O,X,X,X,X,X,O,O
STJOLIZ,X,X,O,X,X,X,X,X
STJOLZI,X,X,O,X,X,X,O,X
STJOZIL,O,X,X,X,X,X,O,X
STJOZLI,O,X,X,X,X,X,O,X
STZILJO,O,O,O,X,X,X,X,X
STZILOJ,O,O,O,X,X,X,X,X
STZIJLO,O,O,O,X,X,X,X,X
STZIJOL,O,X,X,X,X,X,X,O
STZIOLJ,O,O,O,X,X,X,X,X
STZIOJL,O,X,X,X,X,X,X,X
STZLIJO,O,O,O,X,X,X,X,X
STZLIOJ,O,O,O,X,X,X,X,X
STZLJIO,O,O,O,X,X,X,X,X
STZLJOI,O,O,O,X,X,X,X,X
STZLOIJ,O,O,O,X,X,X,X,X
STZLOJI,O,O,O,X,X,X,X,X
STZJILO,O,O,O,X,X,X,X,X
STZJIOL,O,X,X,X,X,X,X,O
STZJLIO,O,O,O,X,X,X,X,X
STZJLOI,O,O,O,X,X,X,X,X
STZJOIL,O,X,X,X,X,X,O,X
STZJOLI,O,X,X,X,X,X,O,X
STZOILJ,O,O,O,X,X,X,O,X
STZOIJL,O,X,X,X,X,X,O,X
STZOLIJ,O,O,O,X,X,X,O,X
STZOLJI,O,O,O,X,X,X,O,X
STZOJIL,O,X,X,X,X,X,O,X
STZOJLI,O,X,X,X,X,X,O,X
STOILJZ,X,X,O,X,O,X,X,X
STOILZJ,X,X,O,X,X,X,X,X
STOIJLZ,X,X,O,X,X,X,X,O
STOIJZL,O,X,X,X,X,X,O,O
STOIZLJ,O,X,O,X,X,X,O,X
STOIZJL,O,X,X,X,X,X,O,X
STOLIJZ,X,X,O,X,O,X,X,X
STOLIZJ,X,X,O,X,X,X,X,X
STOLJIZ,X,X,O,X,O,X,X,X
STOLJZI,X,O,O,X,X,X,O,X
STOLZIJ,X,O,O,X,X,X,O,X
STOLZJI,X,O,O,X,X,X,O,X
STOJILZ,X,X,O,X,X,X,X,O
STOJIZL,O,X,X,X,X,X,O,O
STOJLIZ,X,X,O,X,X,X,X,X
STOJLZI,X,X,O,X,X,X,O,X
STOJZIL,O,X,X,X,X,X,O,X
STOJZLI,O,X,X,X,X,X,O,X
STOZILJ,O,O,O,X,X,X,O,X
STOZIJL,O,X,X,X,X,X,O,X
STOZLIJ,O,O,O,X,X,X,O,X
STOZLJI,O,O,O,X,X,X,O,X
STOZJIL,O,X,X,X,X,X,O,X
STOZJLI,O,X,X,X,X,X,O,X
SITLJZO,O,X,X,X,X,X,X,X
SITLJOZ,X,X,O,X,X,X,X,O
SITLZJO,O,X,X,X,X,X,X,X
SITLZOJ,O,X,X,X,X,X,X,X
SITLOJZ,X,X,O,X,X,X,X,X
SITLOZJ,X,X,X,X,X,X,X,X
SITJLZO,O,X,X,X,X,X,X,X
SITJLOZ,X,X,O,X,X,X,X,O
SITJZLO,O,X,X,X,X,X,X,X
SITJZOL,O,X,X,X,X,X,X,O
SITJOLZ,X,X,X,X,X,X,X,O
SITJOZL,O,X,X,X,X,X,O,O
SITZLJO,O,X,X,X,X,X,X,X
SITZLOJ,O,X,X,X,X,X,X,X
SITZJLO,O,X,X,X,X,X,X,X
SITZJOL,O,X,X,X,X,X,X,O
SITZOLJ,O,X,X,X,X,X,X,X
SITZOJL,O,X,X,X,X,X,X,X
SITOLJZ,X,X,O,X,X,X,X,X
SITOLZJ,X,X,X,X,X,X,X,X
SITOJLZ,X,X,X,X,X,X,X,O
SITOJZL,O,X,X,X,X,X,O,O
SITOZLJ,O,X,X,X,X,X,O,X
SITOZJL,O,X,X,X,X,X,O,X
SILTJZO,X,X,X,X,X,X,X,X
SILTJOZ,X,X,O,X,X,X,X,O
SILTZJO,X,X,X,X,X,X,X,X
SILTZOJ,X,X,X,X,X,X,X,X
SILTOJZ,X,X,O,X,X,X,X,X
SILTOZJ,X,X,X,X,X,X,X,X
SILJTZO,X,X,X,X,X,O,X,X
SILJTOZ,X,X,O,X,X,O,X,O
SILJZTO,X,X,O,X,X,X,X,X
SILJZOT,O,X,O,O,X,O,X,X
SILJOTZ,X,X,O,X,O,O,X,X
SILJOZT,X,X,O,X,O,O,X,X
SILZTJO,X,X,O,X,X,X,X,X
SILZTOJ,X,X,O,X,X,X,X,X
SILZJTO,X,X,O,X,X,X,X,X
SILZJOT,O,X,O,O,X,X,X,X
SILZOTJ,X,X,O,X,X,X,X,X
SILZOJT,O,X,O,O,X,X,X,X
SILOTJZ,X,X,O,X,X,X,X,X
SILOTZJ,X,X,X,X,X,X,X,X
SILOJTZ,X,X,O,X,O,X,X,X
SILOJZT,X,X,O,X,O,X,X,X
SILOZTJ,X,X,O,X,X,X,X,X
SILOZJT,X,X,O,X,X,X,X,X
SIJTLZO,X,X,X,X,X,X,X,X
SIJTLOZ,X,X,O,X,X,X,X,O
SIJTZLO,X,X,X,X,X,X,X,X
SIJTZOL,O,X,X,X,X,X,X,O
SIJTOLZ,X,X,X,X,X,X,X,O
SIJTOZL,X,X,X,X,X,X,O,O
SIJLTZO,X,X,X,X,X,O,X,X
SIJLTOZ,X,X,O,X,X,O,X,O
SIJLZTO,X,X,O,X,X,X,X,X
SIJLZOT,O,X,O,O,X,O,X,X
SIJLOTZ,X,X,O,X,O,O,X,X
SIJLOZT,X,X,O,X,O,O,X,X
SIJZTLO,X,X,X,X,X,X,X,X
SIJZTOL,O,X,X,X,X,X,X,O
SIJZLTO,X,X,X,X,X,X,X,X
SIJZLOT,O,X,O,O,X,X,X,X
SIJZOTL,O,X,X,X,X,X,X,X
SIJZOLT,O,X,X,O,X,X,X,X
SIJOTLZ,X,X,X,X,X,X,X,O
SIJOTZL,X,X,X,X,X,X,O,O
SIJOLTZ,X,X,O,X,X,X,X,X
SIJOLZT,X,X,O,X,X,X,X,X
SIJOZTL,O,X,X,X,X,X,X,X
SIJOZLT,O,X,X,X,X,X,X,X
SIZTLJO,O,X,X,X,X,X,X,X
SIZTLOJ,O,X,X,X,X,X,X,X
SIZTJLO,O,X,X,X,X,X,X,X
SIZTJOL,O,X,X,X,X,X,X,O
SIZTOLJ,O,X,X,X,X,X,X,X
SIZTOJL,O,X,X,X,X,X,X,X
SIZLTJO,X,X,X,X,X,X,X,X
SIZLTOJ,X,X,X,X,X,X,X,X
SIZLJTO,X,X,X,X,X,X,X,X
SIZLJOT,O,X,O,O,X,X,X,X
SIZLOTJ,X,X,X,X,X,X,X,X
SIZLOJT,O,X,O,O,X,X,X,X
SIZJTLO,X,X,X,X,X,X,X,X
SIZJTOL,O,X,X,X,X,X,X,O
SIZJLTO,X,X,X,X,X,X,X,X
SIZJLOT,O,X,O,O,X,X,X,X
SIZJOTL,O,X,X,X,X,X,X,X
SIZJOLT,O,X,X,O,X,X,X,X
SIZOTLJ,O,X,X,X,X,X,X,X
SIZOTJL,O,X,X,X,X,X,X,X
SIZOLTJ,X,X,X,X,X,X,X,X
SIZOLJT,O,X,O,O,X,X,X,X
SIZOJTL,O,X,X,X,X,X,X,X
SIZOJLT,O,X,X,O,X,X,X,X
SIOTLJZ,X,X,O,X,X,X,X,X
SIOTLZJ,X,X,X,X,X,X,X,X
SIOTJLZ,X,X,X,X,X,X,X,O
SIOTJZL,X,X,X,X,X,X,O,O
SIOTZLJ,X,X,X,X,X,X,O,X
SIOTZJL,X,X,X,X,X,X,O,X
SIOLTJZ,X,X,O,X,X,X,X,X
SIOLTZJ,X,X,X,X,X,X,X,X
SIOLJTZ,X,X,O,X,O,X,X,X
SIOLJZT,X,X,O,X,O,X,X,X
SIOLZTJ,X,X,O,X,X,X,X,X
SIOLZJT,X,X,O,X,X,X,X,X
SIOJTLZ,X,X,X,X,X,X,X,O
SIOJTZL,X,X,X,X,X,X,O,O
SIOJLTZ,X,X,O,X,X,X,X,X
SIOJLZT,X,X,O,X,X,X,X,X
SIOJZTL,O,X,X,X,X,X,X,X
SIOJZLT,O,X,X,X,X,X,X,X
SIOZTLJ,X,X,X,X,X,X,X,X
SIOZTJL,O,X,X,X,X,X,X,X
SIOZLTJ,X,X,X,X,X,X,X,X
SIOZLJT,O,X,O,X,X,X,X,X
SIOZJTL,O,X,X,X,X,X,X,X
SIOZJLT,O,X,X,X,X,X,X,X
SLTIJZO,X,X,O,X,X,O,X,X
SLTIJOZ,X,X,O,X,O,O,X,O
SLTIZJO,X,X,O,X,X,X,X,X
SLTIZOJ,X,X,O,X,X,X,X,X
SLTIOJZ,X,X,O,X,O,X,X,X
SLTIOZJ,X,X,O,X,X,X,X,X
SLTJIZO,X,X,O,X,X,O,X,X
SLTJIOZ,X,X,O,X,O,O,X,O
SLTJZIO,X,O,O,X,X,X,X,X
SLTJZOI,X,O,O,X,X,X,X,X
SLTJOIZ,X,X,O,X,O,X,X,X
SLTJOZI,X,O,O,X,X,X,O,X
SLTZIJO,X,O,O,X,X,X,X,X
SLTZIOJ,X,O,O,X,X,X,X,X
SLTZJIO,X,O,O,X,X,X,X,X
SLTZJOI,X,O,O,X,X,X,X,X
SLTZOIJ,X,O,O,X,X,X,X,X
SLTZOJI,X,O,O,X,X,X,X,X
SLTOIJZ,X,X,O,X,O,X,X,X
SLTOIZJ,X,X,O,X,X,X,X,X
SLTOJIZ,X,X,O,X,O,X,X,X
SLTOJZI,X,O,O,X,X,X,O,X
SLTOZIJ,X,O,O,X,X,X,O,X
SLTOZJI,X,O,O,X,X,X,O,X
SLITJZO,X,X,X,X,X,X,X,X
SLITJOZ,X,X,O,X,X,X,X,O
SLITZJO,X,X,X,X,X,X,X,X
SLITZOJ,X,X,X,X,X,X,X,X
SLITOJZ,X,X,O,X,X,X,X,X
SLITOZJ,X,X,X,X,X,X,X,X
SLIJTZO,X,X,X,X,X,O,X,X
SLIJTOZ,X,X,O,X,X,O,X,O
SLIJZTO,X,X,O,X,X,X,X,X
SLIJZOT,O,X,O,O,X,O,X,X
SLIJOTZ,X,X,O,X,O,O,X,X
SLIJOZT,X,X,O,X,O,O,X,X
SLIZTJO,X,X,O,X,X,X,X,X
SLIZTOJ,X,X,O,X,X,X,X,X
SLIZJTO,X,X,O,X,X,X,X,X
SLIZJOT,O,X,O,O,X,X,X,X
SLIZOTJ,X,X,O,X,X,X,X,X
SLIZOJT,O,X,O,O,X,X,X,X
SLIOTJZ,X,X,O,X,X,X,X,X
SLIOTZJ,X,X,X,X,X,X,X,X
SLIOJTZ,X,X,O,X,O,X,X,X
SLIOJZT,X,X,O,X,O,X,X,X
SLIOZTJ,X,X,O,X,X,X,X,X
SLIOZJT,X,X,O,X,X,X,X,X
SLJTIZO,X,X,O,X,X,O,X,X
SLJTIOZ,X,X,O,X,O,O,X,O
SLJTZIO,X,O,O,X,X,X,X,X
SLJTZOI,X,O,O,X,X,X,X,X
SLJTOIZ,X,X,O,X,O,X,X,X
SLJTOZI,X,O,O,X,X,X,O,X
SLJITZO,X,X,X,X,X,O,X,X
SLJITOZ,X,X,O,X,X,O,X,O
SLJIZTO,X,X,O,X,X,X,X,X
SLJIZOT,O,X,O,O,X,O,X,X
SLJIOTZ,X,X,O,X,O,O,X,X
SLJIOZT,X,X,O,X,O,O,X,X
SLJZTIO,X,O,O,X,X,X,X,X
SLJZTOI,X,O,O,X,X,X,X,X
SLJZITO,X,O,O,X,X,X,X,X
SLJZIOT,O,O,O,O,X,X,X,X
SLJZOTI,O,O,O,O,X,X,X,X
SLJZOIT,O,O,O,O,X,X,X,X
SLJOTIZ,X,X,O,X,O,X,X,X
SLJOTZI,X,O,O,X,X,X,O,X
SLJOITZ,X,X,O,X,O,X,X,X
SLJOIZT,X,X,O,X,O,X,X,X
SLJOZTI,X,O,O,X,X,X,X,X
SLJOZIT,X,O,O,X,X,X,X,X
SLZTIJO,X,O,O,X,X,X,X,X
SLZTIOJ,X,O,O,X,X,X,X,X
SLZTJIO,X,O,O,X,X,X,X,X
SLZTJOI,X,O,O,X,X,X,X,X
SLZTOIJ,X,O,O,X,X,X,X,X
SLZTOJI,X,O,O,X,X,X,X,X
SLZITJO,X,O,O,X,X,X,X,X
SLZITOJ,X,O,O,X,X,X,X,X
SLZIJTO,X,O,O,X,X,X,X,X
SLZIJOT,O,O,O,O,X,X,X,X
SLZIOTJ,X,O,O,X,X,X,X,X
SLZIOJT,O,O,O,O,X,X,X,X
SLZJTIO,X,O,O,X,X,X,X,X
SLZJTOI,X,O,O,X,X,X,X,X
SLZJITO,X,O,O,X,X,X,X,X
SLZJIOT,O,O,O,O,X,X,X,X
SLZJOTI,O,O,O,O,X,X,X,X
SLZJOIT,O,O,O,O,X,X,X,X
SLZOTIJ,X,O,O,X,X,X,X,X
SLZOTJI,X,O,O,X,X,X,X,X
SLZOITJ,X,O,O,X,X,X,X,X
SLZOIJT,O,O,O,O,X,X,X,X
SLZOJTI,O,O,O,O,X,X,X,X
SLZOJIT,O,O,O,O,X,X,X,X
SLOTIJZ,X,X,O,X,O,X,X,X
SLOTIZJ,X,X,O,X,X,X,X,X
SLOTJIZ,X,X,O,X,O,X,X,X
SLOTJZI,X,O,O,X,X,X,O,X
SLOTZIJ,X,O,O,X,X,X,O,X
SLOTZJI,X,O,O,X,X,X,O,X
SLOITJZ,X,X,O,X,X,X,X,X
SLOITZJ,X,X,X,X,X,X,X,X
SLOIJTZ,X,X,O,X,O,X,X,X
SLOIJZT,X,X,O,X,O,X,X,X
SLOIZTJ,X,X,O,X,X,X,X,X
SLOIZJT,X,X,O,X,X,X,X,X
SLOJTIZ,X,X,O,X,O,X,X,X
SLOJTZI,X,O,O,X,X,X,O,X
SLOJITZ,X,X,O,X,O,X,X,X
SLOJIZT,X,X,O,X,O,X,X,X
SLOJZTI,X,O,O,X,X,X,X,X
SLOJZIT,X,O,O,X,X,X,X,X
SLOZTIJ,X,O,O,X,X,X,X,X
SLOZTJI,X,O,O,X,X,X,X,X
SLOZITJ,X,O,O,X,X,X,X,X
SLOZIJT,X,O,O,X,X,X,X,X
SLOZJTI,X,O,O,X,X,X,X,X
SLOZJIT,X,O,O,X,X,X,X,X
SJTILZO,X,X,O,X,X,O,X,X
SJTILOZ,X,X,O,X,O,O,X,O
SJTIZLO,X,X,O,X,X,X,X,X
SJTIZOL,O,X,X,X,X,X,X,O
SJTIOLZ,X,X,O,X,X,X,X,O
SJTIOZL,X,X,X,X,X,X,O,O
SJTLIZO,X,X,O,X,X,O,X,X
SJTLIOZ,X,X,O,X,O,O,X,O
SJTLZIO,X,O,O,X,X,X,X,X
SJTLZOI,X,O,O,X,X,X,X,X
SJTLOIZ,X,X,O,X,O,X,X,X
SJTLOZI,X,O,O,X,X,X,O,X
SJTZILO,X,O,O,X,X,X,X,X
SJTZIOL,O,X,X,X,X,X,X,O
SJTZLIO,X,O,O,X,X,X,X,X
SJTZLOI,X,O,O,X,X,X,X,X
SJTZOIL,O,X,X,X,X,X,O,X
SJTZOLI,O,X,X,X,X,X,O,X
SJTOILZ,X,X,O,X,X,X,X,O
SJTOIZL,X,X,X,X,X,X,O,O
SJTOLIZ,X,X,O,X,X,X,X,X
SJTOLZI,X,X,O,X,X,X,O,X
SJTOZIL,X,X,X,X,X,X,O,X
SJTOZLI,X,X,X,X,X,X,O,X
SJITLZO,X,X,X,X,X,X,X,X
SJITLOZ,X,X,O,X,X,X,X,O
SJITZLO,X,X,X,X,X,X,X,X
SJITZOL,O,X,X,X,X,X,X,O
SJITOLZ,X,X,X,X,X,X,X,O
SJITOZL,X,X,X,X,X,X,O,O
SJILTZO,X,X,X,X,X,O,X,X
SJILTOZ,X,X,O,X,X,O,X,O
SJILZTO,X,X,O,X,X,X,X,X
SJILZOT,O,X,O,O,X,O,X,X
SJILOTZ,X,X,O,X,O,O,X,X
SJILOZT,X,X,O,X,O,O,X,X
SJIZTLO,X,X,X,X,X,X,X,X
SJIZTOL,O,X,X,X,X,X,X,O
SJIZLTO,X,X,X,X,X,X,X,X
SJIZLOT,O,X,O,O,X,X,X,X
SJIZOTL,O,X,X,X,X,X,X,X
SJIZOLT,O,X,X,O,X,X,X,X
SJIOTLZ,X,X,X,X,X,X,X,O
SJIOTZL,X,X,X,X,X,X,O,O
SJIOLTZ,X,X,O,X,X,X,X,X
SJIOLZT,X,X,O,X,X,X,X,X
SJIOZTL,O,X,X,X,X,X,X,X
SJIOZLT,O,X,X,X,X,X,X,X
SJLTIZO,X,X,O,X,X,O,X,X
SJLTIOZ,X,X,O,X,O,O,X,O
SJLTZIO,X,O,O,X,X,X,X,X
SJLTZOI,X,O,O,X,X,X,X,X
SJLTOIZ,X,X,O,X,O,X,X,X
SJLTOZI,X,O,O,X,X,X,O,X
SJLITZO,X,X,X,X,X,O,X,X
SJLITOZ,X,X,O,X,X,O,X,O
SJLIZTO,X,X,O,X,X,X,X,X
SJLIZOT,O,X,O,O,X,O,X,X
SJLIOTZ,X,X,O,X,O,O,X,X
