sequence,v115@FhF8BeG8CeH8AeE8JeT6IvhE2gBRcBCeB3hBFrB,v115@FhF8BeG8CeH8AeE8JeT6IvhEibBWiBxdBUhBFrB,v115@FhF8BeG8CeH8AeE8Je2/IvhERbBzcBCeBUhBFrB,v115@FhF8BeG8CeH8AeE8JeT6IvhExbB8hBCeBmgBFrB,v115@FhF8BeG8CeH8AeE8JeT6IvhEFcBxdBOrB/qBCsB,v115@FhF8BeG8CeH8AeE8JeT6IvhERcBCeBOrB/qBlrB,v115@FhF8BeG8CeH8AeE8JeT6IvhExbBCeBOrB8rBlqB,v115@FhF8BeG8CeH8AeE8JeT6IvhEFcBCeBOrB/qB8rB,v115@FhF8BeG8CeH8AeE8JeT6IvhExbB8hBCeBVrBmqB,v115@FhF8BeG8CeH8AeE8JeT6IvhExbBCeBXmB8mBmqB,v115@FhF8BeG8CeH8AeE8JeT6IvhE2gBxdBXmBCnBFrB,v115@FhF8BeG8CeH8AeE8JeT6IvhE2gBCeBXmB8mBFrB,v115@FhF8BeG8CeH8AeE8JeT6IvhE8hBCeBZmB/qBGrB,v115@FhF8BeG8CeH8AeE8JeT6IvhExdBmgBCiBllBcrB
ZSOLTIJ,O,X,X,X,X,X,X,X,X,O,X,X,X,X
ZSOLTJI,O,X,X,X,X,X,X,X,X,O,X,O,X,X
ZSOLITJ,X,X,X,X,X,X,X,X,X,O,X,X,O,X
ZSOLIJT,O,O,O,O,X,X,X,X,X,O,O,O,O,X
ZSOLJTI,O,X,O,O,X,X,X,X,X,O,O,O,X,X
ZSOLJIT,O,O,O,O,X,X,X,X,X,O,O,O,X,X
ZSOJTIL,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZSOJTLI,X,X,X,X,X,X,X,X,X,O,X,O,X,X
ZSOJITL,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZSOJILT,O,O,O,O,X,X,X,X,X,O,O,O,X,X
ZSOJLTI,O,X,O,O,X,X,X,X,X,O,O,O,X,X
ZSOJLIT,O,O,O,O,X,X,X,X,X,O,O,O,X,X
ZOTILJS,X,O,O,O,X,X,X,X,O,X,X,X,X,X
ZOTILSJ,X,O,X,O,X,X,X,X,O,X,X,X,O,X
ZOTIJLS,X,O,O,O,X,X,X,X,O,X,X,X,X,X
ZOTIJSL,X,O,X,O,X,X,X,X,O,X,X,X,X,X
ZOTISLJ,X,O,X,O,X,X,X,X,O,X,X,X,O,X
ZOTISJL,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOTLIJS,X,O,O,O,X,X,X,X,O,X,X,X,X,X
ZOTLISJ,X,O,X,O,X,X,X,X,O,X,X,X,O,X
ZOTLJIS,O,O,O,O,X,X,X,X,O,X,X,X,X,X
ZOTLJSI,O,O,O,O,X,X,X,X,O,X,X,X,X,X
ZOTLSIJ,O,O,X,O,X,X,X,X,O,X,X,X,X,X
ZOTLSJI,O,O,X,O,X,X,X,X,O,X,X,X,X,X
ZOTJILS,O,O,O,O,X,X,X,X,O,X,X,X,X,X
ZOTJISL,X,O,X,O,X,X,X,X,O,X,X,X,X,X
ZOTJLIS,O,O,O,O,X,X,X,X,O,X,X,X,X,X
ZOTJLSI,O,O,O,O,X,X,X,X,O,X,X,X,X,X
ZOTJSIL,O,O,X,O,X,X,X,X,O,X,X,X,X,X
ZOTJSLI,O,O,X,O,X,X,X,X,O,X,X,X,X,X
ZOTSILJ,O,O,X,O,X,X,X,X,O,X,X,X,X,X
ZOTSIJL,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOTSLIJ,O,O,X,O,X,X,X,X,O,X,X,X,X,X
ZOTSLJI,O,O,X,O,X,X,X,X,O,X,X,X,X,X
ZOTSJIL,O,O,X,O,X,X,X,X,O,X,X,X,X,X
ZOTSJLI,O,O,X,O,X,X,X,X,O,X,X,X,X,X
ZOITLJS,X,O,O,O,X,X,X,X,X,X,X,X,X,X
ZOITLSJ,X,O,X,X,X,X,X,X,X,X,X,X,O,X
ZOITJLS,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZOITJSL,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOITSLJ,X,O,X,X,X,X,X,X,X,X,X,X,O,X
ZOITSJL,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOILTJS,X,O,O,O,X,X,X,X,X,X,X,X,X,X
ZOILTSJ,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZOILJTS,X,O,O,O,X,X,X,X,X,X,X,X,X,O
ZOILJST,X,O,O,O,X,X,X,X,X,X,X,X,O,O
ZOILSTJ,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZOILSJT,X,O,O,O,X,X,X,X,X,X,X,X,O,X
ZOIJTLS,X,O,O,O,X,X,X,X,X,X,X,X,X,X
ZOIJTSL,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOIJLTS,X,O,O,O,X,X,X,X,X,X,X,X,X,O
ZOIJLST,X,O,O,O,O,X,X,X,X,X,X,X,O,O
ZOIJSTL,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOIJSLT,X,O,O,O,O,X,X,X,X,X,X,X,O,X
ZOISTLJ,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZOISTJL,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOISLTJ,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZOISLJT,X,O,O,O,X,X,X,X,X,X,O,X,O,X
ZOISJTL,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOISJLT,X,O,O,X,X,X,X,X,X,X,O,X,O,X
ZOLTIJS,X,O,O,O,X,X,X,X,O,X,X,X,X,X
ZOLTISJ,X,O,X,O,X,X,X,X,O,X,X,X,O,X
ZOLTJIS,O,O,O,O,X,X,X,X,O,X,X,X,X,X
ZOLTJSI,O,O,O,O,X,X,X,X,O,X,X,X,X,X
ZOLTSIJ,O,O,X,O,X,X,X,X,O,X,X,X,X,X
ZOLTSJI,O,O,X,O,X,X,X,X,O,X,X,X,X,X
ZOLITJS,X,O,O,O,X,X,X,X,X,X,X,X,X,X
ZOLITSJ,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZOLIJTS,X,O,O,O,X,X,X,X,X,X,X,X,X,O
ZOLIJST,X,O,O,O,X,X,X,X,X,X,X,X,O,O
ZOLISTJ,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZOLISJT,X,O,O,O,X,X,X,X,X,X,X,X,O,X
ZOLJTIS,X,O,O,O,X,X,O,X,X,X,X,X,X,O
ZOLJTSI,X,X,O,O,X,O,O,O,X,X,X,X,X,O
ZOLJITS,X,O,O,O,X,X,O,X,X,X,X,X,X,O
ZOLJIST,O,O,O,O,X,X,O,O,X,X,X,X,O,O
ZOLJSTI,O,X,O,O,X,O,O,O,X,X,X,X,X,O
ZOLJSIT,O,O,O,O,X,O,O,O,X,X,X,X,X,O
ZOLSTIJ,O,X,X,X,X,X,X,X,X,O,X,X,X,X
ZOLSTJI,O,X,X,X,X,X,X,X,X,O,X,O,X,X
ZOLSITJ,X,X,X,X,X,X,X,X,X,O,X,X,O,X
ZOLSIJT,O,O,O,O,X,X,X,X,X,O,X,O,O,X
ZOLSJTI,O,X,O,O,X,X,X,X,X,O,X,O,X,X
ZOLSJIT,O,O,O,O,X,X,X,X,X,O,X,O,X,X
ZOJTILS,X,O,O,O,X,X,O,X,X,X,X,X,X,X
ZOJTISL,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZOJTLIS,X,O,O,O,X,X,O,X,X,X,X,X,X,X
ZOJTLSI,X,X,O,O,X,O,O,O,X,X,X,X,X,X
ZOJTSIL,X,X,X,X,X,O,O,O,X,X,X,X,X,X
ZOJTSLI,X,X,X,X,X,O,O,O,X,X,X,X,X,X
ZOJITLS,X,O,O,O,X,X,O,X,X,X,X,X,X,X
ZOJITSL,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZOJILTS,X,O,O,O,X,X,O,X,X,X,X,X,X,O
ZOJILST,O,O,O,O,O,X,O,O,X,X,X,X,O,O
ZOJISTL,X,X,X,X,O,X,X,O,X,X,X,X,X,X
ZOJISLT,X,O,O,O,O,X,O,O,X,X,X,X,O,X
ZOJLTIS,X,O,O,O,X,X,O,X,X,X,X,X,X,O
ZOJLTSI,X,X,O,O,X,O,O,O,X,X,X,X,X,O
ZOJLITS,X,O,O,O,X,X,O,X,X,X,X,X,X,O
ZOJLIST,O,O,O,O,O,X,O,O,X,X,X,X,O,O
ZOJLSTI,O,X,O,O,O,O,O,O,X,X,X,X,X,O
ZOJLSIT,O,O,O,O,O,O,O,O,X,X,X,X,X,O
ZOJSTIL,X,X,X,X,O,O,O,O,X,X,X,X,X,X
ZOJSTLI,X,X,X,X,X,O,O,O,X,X,X,X,X,X
ZOJSITL,X,X,X,X,O,X,X,O,X,X,X,X,X,X
ZOJSILT,O,O,O,O,O,O,O,O,X,X,X,X,X,X
ZOJSLTI,O,X,O,O,O,O,O,O,X,X,X,X,X,X
ZOJSLIT,O,O,O,O,O,O,O,O,X,X,X,X,X,X
ZOSTILJ,O,X,X,X,X,X,X,X,X,O,X,X,X,X
ZOSTIJL,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOSTLIJ,O,X,X,X,X,X,X,X,X,O,X,X,X,X
ZOSTLJI,O,X,X,X,X,X,X,X,X,O,X,O,X,X
ZOSTJIL,O,X,X,X,X,X,X,X,X,O,X,X,X,X
ZOSTJLI,O,X,X,X,X,X,X,X,X,O,X,O,X,X
ZOSITLJ,X,X,X,X,X,X,X,X,X,O,X,X,O,X
ZOSITJL,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOSILTJ,X,X,X,X,X,X,X,X,X,O,X,X,O,X
ZOSILJT,O,O,O,O,X,X,X,X,X,O,O,O,O,X
ZOSIJTL,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZOSIJLT,O,O,O,X,X,X,X,X,X,O,O,O,O,X
ZOSLTIJ,O,X,X,X,X,X,X,X,X,O,X,X,X,X
ZOSLTJI,O,X,X,X,X,X,X,X,X,O,X,O,X,X
ZOSLITJ,X,X,X,X,X,X,X,X,X,O,X,X,O,X
ZOSLIJT,O,O,O,O,X,X,X,X,X,O,O,O,O,X
ZOSLJTI,O,X,O,O,X,X,X,X,X,O,O,O,X,X
ZOSLJIT,O,O,O,O,X,X,X,X,X,O,O,O,X,X
ZOSJTIL,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZOSJTLI,X,X,X,X,X,X,X,X,X,O,X,O,X,X
ZOSJITL,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZOSJILT,O,O,O,O,X,X,X,X,X,O,O,O,X,X
ZOSJLTI,O,X,O,O,X,X,X,X,X,O,O,O,X,X
ZOSJLIT,O,O,O,O,X,X,X,X,X,O,O,O,X,X
OTILJSZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X
OTILJZS,O,O,O,O,X,X,X,X,X,X,X,X,X,O
OTILSJZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OTILSZJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTILZJS,X,O,X,O,X,X,X,X,O,X,X,X,X,X
OTILZSJ,X,O,X,O,X,X,X,X,O,X,X,X,O,X
OTIJLSZ,O,O,O,X,O,X,X,X,X,X,X,X,X,X
OTIJLZS,O,O,O,O,X,X,X,X,X,X,X,X,X,O
OTIJSLZ,O,O,O,X,O,X,X,X,X,X,X,X,X,X
OTIJSZL,O,X,X,X,O,X,X,X,X,X,X,X,X,X
OTIJZLS,O,O,O,O,X,X,X,X,X,X,X,X,X,X
OTIJZSL,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OTISLJZ,O,O,X,X,X,X,X,X,X,X,O,X,X,X
OTISLZJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTISJLZ,O,O,X,X,X,X,X,X,X,X,O,X,X,X
OTISJZL,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTISZLJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OTISZJL,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OTIZLJS,X,O,X,O,X,X,X,X,O,X,X,X,X,X
OTIZLSJ,X,O,X,O,X,X,X,X,O,X,X,X,O,X
OTIZJLS,X,O,X,O,X,X,X,X,O,X,X,X,X,X
OTIZJSL,X,O,X,O,X,X,X,X,O,X,X,X,X,X
OTIZSLJ,X,O,X,O,X,X,X,X,O,X,X,X,O,X
OTIZSJL,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OTLIJSZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X
OTLIJZS,O,O,O,O,X,X,X,X,X,X,X,X,X,O
OTLISJZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OTLISZJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTLIZJS,X,O,X,O,X,X,X,X,O,X,X,X,X,X
OTLIZSJ,X,O,X,O,X,X,X,X,O,X,X,X,O,X
OTLJISZ,O,O,O,X,X,O,X,X,X,X,X,X,X,X
OTLJIZS,O,O,O,O,X,X,O,X,X,X,X,X,X,O
OTLJSIZ,O,O,O,X,X,O,X,X,X,X,X,X,X,X
OTLJSZI,O,X,X,O,X,O,O,O,X,X,X,X,X,X
OTLJZIS,O,O,O,O,X,X,O,X,O,X,X,X,X,O
OTLJZSI,O,O,O,O,X,O,O,O,O,X,X,X,X,O
OTLSIJZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OTLSIZJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTLSJIZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X
OTLSJZI,O,X,X,O,X,X,X,X,X,X,X,O,X,X
OTLSZIJ,O,O,X,O,X,X,X,X,O,O,X,X,X,X
OTLSZJI,O,O,X,O,X,X,X,X,O,O,X,O,X,X
OTLZIJS,X,O,O,O,X,X,X,X,O,X,X,X,X,X
OTLZISJ,X,O,O,O,X,X,X,X,O,X,X,X,O,X
OTLZJIS,O,O,O,O,X,X,X,X,O,X,X,X,X,X
OTLZJSI,O,O,O,O,X,X,X,X,O,X,X,X,X,X
OTLZSIJ,O,O,O,O,X,X,X,X,O,X,X,X,X,X
OTLZSJI,O,O,O,O,X,X,X,X,O,X,X,X,X,X
OTJILSZ,O,O,O,X,O,O,X,X,X,X,X,X,X,X
OTJILZS,O,O,O,O,X,X,O,X,X,X,X,X,X,O
OTJISLZ,O,O,O,X,O,O,X,X,X,X,X,X,X,X
OTJISZL,O,X,X,X,O,O,X,X,X,X,X,X,X,X
OTJIZLS,O,O,O,O,X,X,O,X,X,X,X,X,X,X
OTJIZSL,X,O,O,O,X,X,O,X,X,X,X,X,X,X
OTJLISZ,O,O,O,X,O,O,X,X,X,X,X,X,X,X
OTJLIZS,O,O,O,O,X,X,O,X,X,X,X,X,X,O
OTJLSIZ,O,O,O,X,O,O,X,X,X,X,X,X,X,X
OTJLSZI,O,X,X,O,O,O,O,O,X,X,X,X,X,X
OTJLZIS,O,O,O,O,X,X,O,X,O,X,X,X,X,O
OTJLZSI,O,O,O,O,X,O,O,O,O,X,X,X,X,O
OTJSILZ,O,O,O,X,O,O,X,X,X,X,X,X,X,X
OTJSIZL,O,X,X,X,O,O,X,X,X,X,X,X,X,X
OTJSLIZ,O,O,O,X,O,O,X,X,X,X,X,X,X,X
OTJSLZI,O,X,X,O,O,O,O,O,X,X,X,X,X,X
OTJSZIL,O,X,X,O,O,O,O,O,X,X,X,X,X,X
OTJSZLI,O,X,X,O,X,O,O,O,X,X,X,X,X,X
OTJZILS,O,O,O,O,X,X,O,X,O,X,X,X,X,X
OTJZISL,X,O,O,O,X,X,O,X,O,X,X,X,X,X
OTJZLIS,O,O,O,O,X,X,O,X,O,X,X,X,X,X
OTJZLSI,O,O,O,O,X,O,O,O,O,X,X,X,X,X
OTJZSIL,O,O,O,O,X,O,O,O,O,X,X,X,X,X
OTJZSLI,O,O,O,O,X,O,O,O,O,X,X,X,X,X
OTSILJZ,O,O,X,X,X,X,X,X,X,X,O,X,X,X
OTSILZJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSIJLZ,O,O,X,X,X,X,X,X,X,X,O,X,X,X
OTSIJZL,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSIZLJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OTSIZJL,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OTSLIJZ,O,O,X,X,X,X,X,X,X,X,O,X,X,X
OTSLIZJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSLJIZ,O,O,O,X,X,X,X,X,X,X,O,X,X,X
OTSLJZI,O,X,X,O,X,X,X,X,X,X,O,O,X,X
OTSLZIJ,O,O,X,O,X,X,X,X,O,O,X,X,X,X
OTSLZJI,O,O,X,O,X,X,X,X,O,O,X,O,X,X
OTSJILZ,O,O,O,X,X,X,X,X,X,X,O,X,X,X
OTSJIZL,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSJLIZ,O,O,O,X,X,X,X,X,X,X,O,X,X,X
OTSJLZI,O,X,X,O,X,X,X,X,X,X,O,O,X,X
OTSJZIL,O,X,X,O,X,X,X,X,X,X,X,X,X,X
OTSJZLI,O,X,X,O,X,X,X,X,X,X,X,O,X,X
OTSZILJ,O,O,X,O,X,X,X,X,O,O,X,X,X,X
OTSZIJL,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OTSZLIJ,O,O,X,O,X,X,X,X,O,O,X,X,X,X
OTSZLJI,O,O,X,O,X,X,X,X,O,O,X,O,X,X
OTSZJIL,O,O,X,O,X,X,X,X,O,O,X,X,X,X
OTSZJLI,O,O,X,O,X,X,X,X,O,O,X,O,X,X
OTZILJS,X,O,O,O,X,X,X,X,O,X,X,X,X,X
OTZILSJ,X,O,O,O,X,X,X,X,O,X,X,X,O,X
OTZIJLS,X,O,O,O,X,X,X,X,O,X,X,X,X,X
OTZIJSL,X,O,O,O,X,X,X,X,O,X,X,X,X,X
OTZISLJ,X,O,O,O,X,X,X,X,O,X,X,X,O,X
OTZISJL,X,O,O,X,X,X,X,X,X,X,X,X,X,X
OTZLIJS,X,O,O,O,X,X,X,X,O,X,X,X,X,X
OTZLISJ,X,O,O,O,X,X,X,X,O,X,X,X,O,X
OTZLJIS,O,O,O,O,X,X,X,X,O,X,X,X,X,X
OTZLJSI,O,O,O,O,X,X,X,X,O,X,X,X,X,X
OTZLSIJ,O,O,O,O,X,X,X,X,O,X,X,X,X,X
OTZLSJI,O,O,O,O,X,X,X,X,O,X,X,X,X,X
OTZJILS,O,O,O,O,X,X,X,X,O,X,X,X,X,X
OTZJISL,X,O,O,O,X,X,X,X,O,X,X,X,X,X
OTZJLIS,O,O,O,O,X,X,X,X,O,X,X,X,X,X
OTZJLSI,O,O,O,O,X,X,X,X,O,X,X,X,X,X
OTZJSIL,O,O,O,O,X,X,X,X,O,X,X,X,X,X
OTZJSLI,O,O,O,O,X,X,X,X,O,X,X,X,X,X
OTZSILJ,O,O,O,O,X,X,X,X,O,X,X,X,X,X
OTZSIJL,O,O,O,X,X,X,X,X,X,X,X,X,X,X
OTZSLIJ,O,O,O,O,X,X,X,X,O,X,X,X,X,X
OTZSLJI,O,O,O,O,X,X,X,X,O,X,X,X,X,X
OTZSJIL,O,O,O,O,X,X,X,X,O,X,X,X,X,X
OTZSJLI,O,O,O,O,X,X,X,X,O,X,X,X,X,X
OITLJSZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OITLJZS,O,O,X,O,X,X,X,X,X,X,X,X,X,O
OITLSJZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OITLSZJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OITLZJS,X,O,X,O,X,X,X,X,O,X,X,X,X,X
OITLZSJ,X,O,X,O,X,X,X,X,O,X,X,X,O,X
OITJLSZ,O,O,X,X,O,X,X,X,X,X,X,X,X,X
OITJLZS,O,O,X,O,X,X,X,X,X,X,X,X,X,O
OITJSLZ,O,O,X,X,O,X,X,X,X,X,X,X,X,X
OITJSZL,O,X,X,X,O,X,X,X,X,X,X,X,X,X
OITJZLS,O,O,X,O,X,X,X,X,X,X,X,X,X,X
OITJZSL,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OITSLJZ,O,O,X,X,X,X,X,X,X,X,O,X,X,X
OITSLZJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OITSJLZ,O,O,X,X,X,X,X,X,X,X,O,X,X,X
OITSJZL,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OITSZLJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OITSZJL,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OITZLJS,X,O,X,O,X,X,X,X,O,X,X,X,X,X
OITZLSJ,X,O,X,O,X,X,X,X,O,X,X,X,O,X
OITZJLS,X,O,X,O,X,X,X,X,O,X,X,X,X,X
OITZJSL,X,O,X,O,X,X,X,X,O,X,X,X,X,X
OITZSLJ,X,O,X,O,X,X,X,X,O,X,X,X,O,X
OITZSJL,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OILTJSZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OILTJZS,O,O,X,O,X,X,X,X,X,X,X,X,X,O
OILTSJZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OILTSZJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OILTZJS,X,O,X,O,X,X,X,X,O,X,X,X,X,X
OILTZSJ,X,O,X,O,X,X,X,X,O,X,X,X,O,X
OILJTSZ,O,X,X,X,O,O,X,X,X,X,X,X,X,X
OILJTZS,X,O,O,X,X,X,O,X,X,X,X,X,X,O
OILJSTZ,O,X,X,X,O,O,X,X,X,X,X,X,X,X
OILJSZT,O,O,O,X,O,O,X,O,X,X,X,X,X,O
OILJZTS,X,O,O,O,X,X,O,X,X,X,X,X,X,O
OILJZST,O,O,O,O,O,X,O,O,X,X,X,X,O,O
OILSTJZ,O,X,X,X,X,X,X,X,X,X,O,X,X,X
OILSTZJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OILSJTZ,O,X,X,X,X,X,X,X,X,X,O,X,X,X
OILSJZT,O,O,X,X,X,X,X,X,X,X,O,O,X,O
OILSZTJ,X,X,X,X,X,X,X,X,X,O,X,X,O,X
OILSZJT,O,X,X,X,X,X,X,X,X,O,O,O,O,X
OILZTJS,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OILZTSJ,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OILZJTS,X,O,X,O,X,X,X,X,X,X,X,X,X,O
OILZJST,X,O,X,O,X,X,X,X,X,X,X,X,O,O
OILZSTJ,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OILZSJT,X,O,X,O,X,X,X,X,X,X,X,X,O,X
OIJTLSZ,O,O,X,X,O,O,X,X,X,X,X,X,X,X
OIJTLZS,X,O,O,X,X,X,O,X,X,X,X,X,X,O
OIJTSLZ,X,O,X,X,O,O,X,X,X,X,X,X,X,X
OIJTSZL,X,X,X,X,O,O,X,X,X,X,X,X,X,X
OIJTZLS,X,O,X,X,X,X,O,X,X,X,X,X,X,X
OIJTZSL,X,O,X,X,X,X,O,X,X,X,X,X,X,X
OIJLTSZ,O,X,X,X,O,O,X,X,X,X,X,X,X,X
OIJLTZS,X,O,O,X,X,X,O,X,X,X,X,X,X,O
OIJLSTZ,O,X,X,X,O,O,X,X,X,X,X,X,X,X
OIJLSZT,O,O,O,X,O,O,X,O,X,X,X,X,X,O
OIJLZTS,X,O,O,O,X,X,O,X,X,X,X,X,X,O
OIJLZST,O,O,O,O,O,X,O,O,X,X,X,X,O,O
OIJSTLZ,O,X,X,X,O,O,X,X,X,X,O,X,X,X
OIJSTZL,X,X,X,X,O,O,X,X,X,X,X,X,X,X
OIJSLTZ,O,X,X,X,O,O,X,X,X,X,O,X,X,X
OIJSLZT,O,O,O,X,O,O,X,O,X,X,O,X,X,O
OIJSZTL,X,X,X,X,O,X,X,O,X,X,X,X,X,X
OIJSZLT,O,X,X,X,O,O,X,O,X,X,O,X,X,X
OIJZTLS,X,O,X,O,X,X,O,X,X,X,X,X,X,X
OIJZTSL,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OIJZLTS,X,O,O,O,X,X,O,X,X,X,X,X,X,O
OIJZLST,O,O,O,O,O,X,O,O,X,X,X,X,O,O
OIJZSTL,X,X,X,X,O,X,X,O,X,X,X,X,X,X
OIJZSLT,X,O,X,O,O,X,O,O,X,X,X,X,O,X
OISTLJZ,O,O,X,X,X,X,X,X,X,X,O,X,X,X
OISTLZJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OISTJLZ,O,O,X,X,X,X,X,X,X,X,O,X,X,X
OISTJZL,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OISTZLJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OISTZJL,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OISLTJZ,O,X,X,X,X,X,X,X,X,X,O,X,X,X
OISLTZJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OISLJTZ,O,X,X,X,X,X,X,X,X,X,O,X,X,X
OISLJZT,O,O,X,X,X,X,X,X,X,X,O,O,X,O
OISLZTJ,X,X,X,X,X,X,X,X,X,O,X,X,O,X
OISLZJT,O,X,X,X,X,X,X,X,X,O,O,O,O,X
OISJTLZ,O,X,X,X,O,X,X,X,X,X,O,X,X,X
OISJTZL,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OISJLTZ,O,X,X,X,O,X,X,X,X,X,O,X,X,X
OISJLZT,O,O,X,X,O,X,X,X,X,X,O,O,X,O
OISJZTL,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OISJZLT,O,X,X,X,O,X,X,X,X,X,O,O,X,X
OISZTLJ,X,X,X,X,X,X,X,X,X,O,X,X,O,X
OISZTJL,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OISZLTJ,X,X,X,X,X,X,X,X,X,O,X,X,O,X
OISZLJT,O,O,X,X,X,X,X,X,X,O,O,O,O,X
OISZJTL,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OISZJLT,O,O,X,X,X,X,X,X,X,O,O,O,O,X
OIZTLJS,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OIZTLSJ,X,O,X,X,X,X,X,X,X,X,X,X,O,X
OIZTJLS,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OIZTJSL,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OIZTSLJ,X,O,X,X,X,X,X,X,X,X,X,X,O,X
OIZTSJL,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OIZLTJS,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OIZLTSJ,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OIZLJTS,X,O,X,O,X,X,X,X,X,X,X,X,X,O
OIZLJST,X,O,X,O,X,X,X,X,X,X,X,X,O,O
OIZLSTJ,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OIZLSJT,X,O,X,O,X,X,X,X,X,X,X,X,O,X
OIZJTLS,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OIZJTSL,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIZJLTS,X,O,X,O,X,X,X,X,X,X,X,X,X,O
OIZJLST,X,O,X,O,O,X,X,X,X,X,X,X,O,O
OIZJSTL,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OIZJSLT,X,O,X,O,O,X,X,X,X,X,X,X,O,X
OIZSTLJ,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OIZSTJL,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIZSLTJ,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OIZSLJT,X,O,X,O,X,X,X,X,X,X,O,X,O,X
