sequence,v115@RhE8AeJ8AeC8JeSIYaAFLDmClcJSAVDEHBEooRBMoA?VBv+jFDK+AAAvhFzhB1lBXeBsfBOfBxhB,v115@RhE8AeJ8AeC8JeSIYaAFLDmClcJSAVDEHBEooRBMoA?VBv3ntCpOBAAvhFzhB0gB2kBXjBxhBlfB,v115@RhE8AeJ8AeC8JezBYaAFLDmClcJSAVDEHBEooRBPoA?VBUtPFDpCBAAvhF1lB3fB+jBsiBxhBifB,v115@RhE8AeJ8AeC8JezBYaAFLDmClcJSAVDEHBEooRBPoA?VB6/9tCM+AAAvhF0fBGjBlgBXjBifBxhB,v115@RhE8AeJ8AeC8JeTDYaAFLDmClcJSAVDEHBEooRBPoA?VBz/lFDM+AAAvhF3gBGiBlfB0hBifBxiB,v115@RhE8AeJ8AeC8JeTDYaAFLDmClcJSAVDEHBEooRBPoA?VBz/TFDU+AAAvhF3gBGiBifB0hBlfBxiB,v115@RhE8AeJ8AeC8JeUCYaAFLDmClcJSAVDEHBEooRBaoA?VBJNUPCvOBAAvhFxkBfjB6jB2gBTaBlhB,v115@RhE8AeJ8AeC8JexHYaAFLDmClcJSAVDEHBEooRBJoA?VBTHUFDqOBAAvhF3gBTeBSiBsfBOfBlhB,v115@RhE8AeJ8AeC8JezBYaAFLDmClcJSAVDEHBEooRBPoA?VBzfjxCM+AAAvhF3gB+jBsiBlfBifBxhB,v115@RhE8AeJ8AeC8JezBYaAFLDmClcJSAVDEHBEooRBPoA?VBzfjWCU+AAAvhF3gB+jBsiBifBlfBxhB,v115@RhE8AeJ8AeC8JeTDYaAFLDmClcJSAVDEHBEooRBPoA?VBsX+tCK+AAAvhFSnB0cBlgB3aB2kBxiB,v115@RhE8AeJ8AeC8JeXCYaAFLDmClcJSAVDEHBEooRBToA?VBp3HgC0CBAAvhFxkBUeB2gBTaBlcBSoB,v115@RhE8AeJ8AeC8Je3AYaAFLDmClcJSAVDEHBEooRBToA?VBK+LgC6OBAAvhF+jBRiBKfBzaB0hBliB,v115@RhE8AeJ8AeC8Je3AYaAFLDmClcJSAVDEHBEooRBToA?VBK+TFDvOBAAvhF+jBRiByfB0hBTfBliB,v115@RhE8AeJ8AeC8JeUDYaAFLDmClcJSAVDEHBEooRBaoA?VBUubgCqCBAAvhFVnBxkB3cBTaBGeBibB,v115@RhE8AeJ8AeC8JeVHYaAFLDmClcJSAVDEHBEooRBUoA?VBK3TWCa+AAAvhF+jBzdB3cBKfBUgBRbB
STLJIOZ,X,X,O,X,X,X,X,X,X,X,X,X,O,O,O,O
STLJZIO,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O
STLJZOI,O,X,O,X,X,X,X,X,O,O,O,X,X,X,O,O
STLJOIZ,O,X,O,X,O,O,X,X,X,X,O,X,O,X,X,O
STLJOZI,O,X,O,X,O,O,X,X,O,O,O,X,X,X,X,O
STLZIJO,O,X,X,X,X,X,O,X,X,X,X,O,X,X,O,O
STLZIOJ,O,X,X,X,X,X,O,X,X,X,O,O,X,X,O,O
STLZJIO,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O
STLZJOI,O,X,O,X,X,X,X,X,X,X,O,X,X,X,O,O
STLZOIJ,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O
STLZOJI,O,X,O,X,X,X,X,X,X,X,O,X,X,X,O,O
STLOIJZ,O,X,O,X,O,O,X,X,X,X,O,X,X,X,O,O
STLOIZJ,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
STLOJIZ,O,X,O,X,O,O,X,X,X,X,O,X,O,X,X,O
STLOJZI,O,X,O,X,O,O,X,X,O,O,O,X,X,X,X,O
STLOZIJ,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O
STLOZJI,O,X,O,X,X,X,X,X,X,X,O,X,X,X,O,O
STJILZO,X,X,O,X,X,X,X,X,X,X,X,O,X,O,O,O
STJILOZ,X,X,O,X,X,X,X,X,X,X,X,O,O,O,O,O
STJIZLO,X,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X
STJIZOL,X,X,O,X,X,X,X,X,O,X,X,O,X,X,O,X
STJIOLZ,X,X,O,X,O,X,X,X,X,X,X,O,X,X,O,O
STJIOZL,X,X,O,X,O,X,X,X,O,X,X,O,X,X,O,X
STJLIZO,X,X,O,X,X,X,X,X,X,X,X,X,X,O,O,O
STJLIOZ,X,X,O,X,X,X,X,X,X,X,X,X,O,O,O,O
STJLZIO,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O
STJLZOI,X,X,O,X,X,X,X,X,O,O,O,X,X,X,O,O
STJLOIZ,X,X,O,X,O,O,X,X,X,X,O,X,O,X,X,O
STJLOZI,X,X,O,X,O,O,X,X,O,O,O,X,X,X,X,O
STJZILO,X,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X
STJZIOL,X,X,O,X,X,X,X,X,O,X,X,O,X,X,O,X
STJZLIO,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O
STJZLOI,X,X,O,X,X,X,X,X,O,O,O,X,X,X,O,O
STJZOIL,X,X,O,O,O,X,X,X,O,O,X,X,X,X,O,X
STJZOLI,X,X,O,O,O,X,X,X,O,O,O,X,X,X,O,O
STJOILZ,X,X,O,X,O,O,X,X,X,X,O,X,X,X,X,O
STJOIZL,X,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X
STJOLIZ,X,X,O,X,O,O,X,X,X,X,O,X,X,X,X,O
STJOLZI,X,X,O,X,O,O,X,X,O,O,O,X,X,X,X,O
STJOZIL,X,X,O,O,O,X,X,X,O,O,X,X,X,X,X,X
STJOZLI,X,X,O,O,O,X,X,X,O,O,O,X,X,X,X,O
STZILJO,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O,X
STZILOJ,X,X,X,X,X,X,O,O,X,X,O,O,X,X,O,X
STZIJLO,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O,X
STZIJOL,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O,X
STZIOLJ,X,X,X,X,X,X,O,O,X,X,O,O,X,X,O,X
STZIOJL,X,X,X,O,X,X,O,O,X,X,X,O,X,X,O,X
STZLIJO,O,X,X,X,X,X,O,X,X,X,X,O,X,X,O,O
STZLIOJ,O,X,X,X,X,X,O,X,X,X,O,O,X,X,O,O
STZLJIO,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O
STZLJOI,O,X,O,X,X,X,X,X,X,X,O,X,X,X,O,O
STZLOIJ,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O
STZLOJI,O,X,O,X,X,X,X,X,X,X,O,X,X,X,O,O
STZJILO,X,X,O,X,X,X,X,O,X,X,X,O,X,X,O,X
STZJIOL,X,X,O,X,X,X,X,O,O,X,X,O,X,X,O,X
STZJLIO,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O
STZJLOI,O,X,O,X,X,X,X,X,O,X,O,X,X,X,O,O
STZJOIL,O,X,O,O,O,X,X,X,O,X,X,X,X,X,O,X
STZJOLI,O,X,O,O,O,X,X,X,O,X,O,X,X,X,O,O
STZOILJ,O,X,X,X,X,X,X,X,X,X,O,O,X,X,O,X
STZOIJL,O,X,X,O,O,X,X,X,X,X,X,O,X,X,O,X
STZOLIJ,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
STZOLJI,O,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X
STZOJIL,O,X,O,O,O,X,X,X,O,X,X,X,X,X,O,X
STZOJLI,O,X,O,O,O,X,X,X,O,X,O,X,X,X,O,X
STOILJZ,O,X,O,X,O,O,X,X,X,X,O,O,X,X,O,X
STOILZJ,O,X,X,X,X,X,X,X,X,X,O,O,X,X,O,X
STOIJLZ,X,X,O,X,O,O,X,X,X,X,O,O,X,X,O,X
STOIJZL,X,X,O,O,O,X,X,X,O,X,X,O,X,X,O,X
STOIZLJ,O,X,X,X,X,X,X,X,X,X,O,O,X,X,O,X
STOIZJL,O,X,X,O,O,X,X,X,X,X,X,O,X,X,O,X
STOLIJZ,O,X,O,X,O,O,X,X,X,X,O,X,X,X,O,O
STOLIZJ,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
STOLJIZ,O,X,O,X,O,O,X,X,X,X,O,X,X,X,X,O
STOLJZI,O,X,O,X,O,O,X,X,O,O,O,X,X,X,X,O
STOLZIJ,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O
STOLZJI,O,X,O,X,X,X,X,X,X,X,O,X,X,X,O,O
STOJILZ,X,X,O,X,O,O,X,X,X,X,O,X,X,X,X,O
STOJIZL,X,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X
STOJLIZ,X,X,O,X,O,O,X,X,X,X,O,X,X,X,X,O
STOJLZI,X,X,O,X,O,O,X,X,O,O,O,X,X,X,X,O
STOJZIL,X,X,O,O,O,X,X,X,O,O,X,X,X,X,X,X
STOJZLI,X,X,O,O,O,X,X,X,O,O,O,X,X,X,X,O
STOZILJ,O,X,X,X,X,X,X,X,X,X,O,O,X,X,O,X
STOZIJL,O,X,X,O,O,X,X,X,X,X,X,O,X,X,O,X
STOZLIJ,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
STOZLJI,O,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X
STOZJIL,O,X,O,O,O,X,X,X,O,X,X,X,X,X,O,X
STOZJLI,O,X,O,O,O,X,X,X,O,X,O,X,X,X,O,X
SITLJZO,X,X,O,X,X,X,O,X,X,X,X,O,X,X,O,X
SITLJOZ,X,X,O,X,X,X,O,X,X,X,X,O,X,X,O,X
SITLZJO,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O,X
SITLZOJ,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O,X
SITLOJZ,X,X,O,X,X,X,O,X,X,X,X,O,X,X,O,X
SITLOZJ,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O,X
SITJLZO,X,X,O,X,X,X,O,X,X,X,X,O,X,X,O,X
SITJLOZ,X,X,O,X,X,X,O,X,X,X,X,O,X,X,O,X
SITJZLO,X,X,O,X,X,X,O,X,X,X,X,O,X,X,O,X
SITJZOL,X,X,O,X,X,X,O,X,O,X,X,O,X,X,O,X
SITJOLZ,X,X,O,X,O,X,O,X,X,X,X,O,X,X,O,X
SITJOZL,X,X,O,X,O,X,O,X,O,X,X,O,X,X,O,X
SITZLJO,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O,X
SITZLOJ,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O,X
SITZJLO,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O,X
SITZJOL,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O,X
SITZOLJ,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O,X
SITZOJL,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O,X
SITOLJZ,X,X,O,X,O,X,O,X,X,X,X,O,X,X,O,X
SITOLZJ,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O,X
SITOJLZ,X,X,O,X,O,X,O,X,X,X,X,O,X,X,O,X
SITOJZL,X,X,O,X,O,X,O,X,O,X,X,O,X,X,O,X
SITOZLJ,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O,X
SITOZJL,X,X,X,X,O,X,O,O,X,X,X,O,X,X,O,X
SILTJZO,X,X,O,X,X,X,O,X,X,X,X,O,X,X,O,X
SILTJOZ,X,X,O,X,X,X,O,X,X,X,X,O,X,X,O,X
SILTZJO,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O,X
SILTZOJ,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O,X
SILTOJZ,X,X,O,X,X,X,O,X,X,X,X,O,X,X,O,X
SILTOZJ,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O,X
SILJTZO,X,X,O,X,X,X,O,X,X,X,X,O,X,O,X,X
SILJTOZ,X,X,O,X,X,X,O,X,X,X,X,O,O,O,X,X
SILJZTO,X,X,O,X,X,X,O,O,X,X,X,O,X,O,X,X
SILJZOT,X,X,O,X,X,X,O,O,X,O,X,O,O,O,X,X
SILJOTZ,X,X,O,X,X,O,O,X,X,X,X,O,O,O,X,X
SILJOZT,X,X,O,X,X,O,O,O,X,O,X,O,O,O,X,X
SILZTJO,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O,X
SILZTOJ,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O,X
SILZJTO,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O,X
SILZJOT,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O,X
SILZOTJ,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O,X
SILZOJT,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O,X
SILOTJZ,X,X,O,X,X,O,O,X,X,X,X,O,X,X,O,X
SILOTZJ,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O,X
SILOJTZ,X,X,O,X,X,O,O,X,X,X,X,O,O,X,X,X
SILOJZT,X,X,O,X,X,O,O,O,X,O,X,O,O,X,X,X
SILOZTJ,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O,X
SILOZJT,X,X,X,X,X,O,O,O,X,X,X,O,X,X,O,X
SIJTLZO,X,X,O,X,X,X,O,X,X,X,X,O,X,O,X,X
SIJTLOZ,X,X,O,X,X,X,O,X,X,X,X,O,O,O,X,X
SIJTZLO,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X
SIJTZOL,X,X,O,X,X,X,O,X,O,X,X,O,X,X,X,X
SIJTOLZ,X,X,O,X,O,X,O,X,X,X,X,O,X,X,X,X
SIJTOZL,X,X,O,X,O,X,O,X,O,X,X,O,X,X,X,X
SIJLTZO,X,X,O,X,X,X,O,X,X,X,X,O,X,O,X,X
SIJLTOZ,X,X,O,X,X,X,O,X,X,X,X,O,O,O,X,X
SIJLZTO,X,X,O,X,X,X,O,O,X,X,X,O,X,O,X,X
SIJLZOT,X,X,O,X,X,X,O,O,X,O,X,O,O,O,X,X
SIJLOTZ,X,X,O,X,X,O,O,X,X,X,X,O,O,O,X,X
SIJLOZT,X,X,O,X,X,O,O,O,X,O,X,O,O,O,X,X
SIJZTLO,X,X,O,X,X,X,O,O,X,X,X,O,X,X,X,X
SIJZTOL,X,X,O,X,X,X,O,O,O,X,X,O,X,X,X,X
SIJZLTO,X,X,O,X,X,X,O,O,X,X,X,O,X,O,X,X
SIJZLOT,X,X,O,X,X,X,O,O,X,O,X,O,O,O,X,X
SIJZOTL,X,X,O,X,X,X,O,O,O,O,X,O,X,X,X,X
SIJZOLT,X,X,O,X,X,X,O,O,O,O,X,O,X,X,X,X
SIJOTLZ,X,X,O,X,O,O,O,X,X,X,X,O,X,X,X,X
SIJOTZL,X,X,O,X,O,X,O,X,O,X,X,O,X,X,X,X
SIJOLTZ,X,X,O,X,O,O,O,X,X,X,X,O,O,O,X,X
SIJOLZT,X,X,O,X,X,O,O,O,X,O,X,O,O,O,X,X
SIJOZTL,X,X,O,X,O,X,O,O,O,O,X,O,X,X,X,X
SIJOZLT,X,X,O,X,X,O,O,O,O,O,X,O,X,X,X,X
SIZTLJO,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O,X
SIZTLOJ,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O,X
SIZTJLO,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O,X
SIZTJOL,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O,X
SIZTOLJ,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O,X
SIZTOJL,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O,X
SIZLTJO,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O,X
SIZLTOJ,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O,X
SIZLJTO,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O,X
SIZLJOT,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O,X
SIZLOTJ,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O,X
SIZLOJT,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O,X
SIZJTLO,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O,X
SIZJTOL,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O,X
SIZJLTO,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O,X
SIZJLOT,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O,X
SIZJOTL,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O,X
SIZJOLT,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O,X
SIZOTLJ,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O,X
SIZOTJL,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O,X
SIZOLTJ,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O,X
SIZOLJT,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O,X
SIZOJTL,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O,X
SIZOJLT,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O,X
SIOTLJZ,X,X,O,X,O,O,O,X,X,X,X,O,X,X,O,X
SIOTLZJ,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O,X
SIOTJLZ,X,X,O,X,O,O,O,X,X,X,X,O,X,X,O,X
SIOTJZL,X,X,O,X,O,X,O,X,O,X,X,O,X,X,O,X
SIOTZLJ,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O,X
SIOTZJL,X,X,X,X,O,X,O,O,X,X,X,O,X,X,O,X
SIOLTJZ,X,X,O,X,O,O,O,X,X,X,X,O,X,X,O,X
SIOLTZJ,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O,X
SIOLJTZ,X,X,O,X,O,O,O,X,X,X,X,O,X,X,X,X
SIOLJZT,X,X,O,X,X,O,O,O,X,O,X,O,X,X,X,X
SIOLZTJ,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O,X
SIOLZJT,X,X,X,X,X,O,O,O,X,X,X,O,X,X,O,X
SIOJTLZ,X,X,O,X,O,O,O,X,X,X,X,O,X,X,X,X
SIOJTZL,X,X,O,X,O,X,O,X,O,X,X,O,X,X,X,X
SIOJLTZ,X,X,O,X,O,O,O,X,X,X,X,O,X,X,X,X
SIOJLZT,X,X,O,X,X,O,O,O,X,O,X,O,X,X,X,X
SIOJZTL,X,X,O,X,O,X,O,O,O,O,X,O,X,X,X,X
SIOJZLT,X,X,O,X,X,O,O,O,O,O,X,O,X,X,X,X
SIOZTLJ,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O,X
SIOZTJL,X,X,X,X,O,X,O,O,X,X,X,O,X,X,O,X
SIOZLTJ,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O,X
SIOZLJT,X,X,X,X,X,O,O,O,X,X,X,O,X,X,O,X
SIOZJTL,X,X,X,X,O,X,O,O,X,X,X,O,X,X,O,X
SIOZJLT,X,X,X,X,X,O,O,O,X,X,X,O,X,X,O,X
SLTIJZO,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X,O
SLTIJOZ,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X,O
SLTIZJO,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O
SLTIZOJ,O,X,X,X,X,X,O,X,X,X,O,O,X,X,X,O
SLTIOJZ,O,O,O,X,X,X,O,X,X,X,O,O,X,X,X,O
SLTIOZJ,O,O,X,X,X,X,O,X,X,X,O,O,X,X,X,X
SLTJIZO,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O
SLTJIOZ,X,O,O,X,X,X,X,X,X,X,X,X,O,O,X,O
SLTJZIO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
SLTJZOI,O,O,O,X,X,X,X,X,O,O,O,X,X,X,X,O
SLTJOIZ,O,O,O,X,O,O,X,X,X,X,O,X,O,X,X,O
SLTJOZI,O,O,O,X,O,O,X,X,O,O,O,X,X,X,X,O
SLTZIJO,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O
SLTZIOJ,O,X,X,X,X,X,O,X,X,X,O,O,X,X,X,O
SLTZJIO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
SLTZJOI,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,O
SLTZOIJ,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O
SLTZOJI,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,O
SLTOIJZ,O,O,O,X,O,O,X,X,X,X,O,X,X,X,X,O
SLTOIZJ,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SLTOJIZ,O,O,O,X,O,O,X,X,X,X,O,X,O,X,X,O
SLTOJZI,O,O,O,X,O,O,X,X,O,O,O,X,X,X,X,O
SLTOZIJ,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O
SLTOZJI,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,O
SLITJZO,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X
SLITJOZ,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X
SLITZJO,O,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X
SLITZOJ,O,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X
SLITOJZ,O,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X
SLITOZJ,O,O,X,X,X,X,O,O,X,X,X,O,X,X,X,X
SLIJTZO,X,O,O,X,X,X,O,X,X,X,X,O,X,O,X,X
SLIJTOZ,X,O,O,X,X,X,O,X,X,X,X,O,O,O,X,X
SLIJZTO,O,O,O,X,X,X,O,O,X,X,X,O,X,O,X,X
SLIJZOT,O,O,O,X,X,X,O,O,X,O,X,O,O,O,X,X
SLIJOTZ,O,O,O,X,X,O,O,X,X,X,X,O,O,O,X,X
SLIJOZT,O,O,O,X,X,O,O,O,X,O,X,O,O,O,X,X
SLIZTJO,O,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X
SLIZTOJ,O,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X
SLIZJTO,O,O,X,X,X,X,O,O,X,X,X,O,X,X,X,X
SLIZJOT,O,O,X,X,X,X,O,O,X,X,X,O,X,X,X,X
SLIZOTJ,O,O,X,X,X,X,O,O,X,X,X,O,X,X,X,X
SLIZOJT,O,O,X,X,X,X,O,O,X,X,X,O,X,X,X,X
SLIOTJZ,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X,X
SLIOTZJ,O,O,X,X,X,X,O,O,X,X,X,O,X,X,X,X
SLIOJTZ,O,O,O,X,X,O,O,X,X,X,X,O,O,X,X,X
SLIOJZT,O,O,O,X,X,O,O,O,X,O,X,O,O,X,X,X
SLIOZTJ,O,O,X,X,X,X,O,O,X,X,X,O,X,X,X,X
SLIOZJT,O,O,X,X,X,O,O,O,X,X,X,O,X,X,X,X
SLJTIZO,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O
SLJTIOZ,X,O,O,X,X,X,X,X,X,X,X,X,O,O,X,O
SLJTZIO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
SLJTZOI,O,O,O,X,X,X,X,X,O,O,X,X,X,X,X,O
SLJTOIZ,O,O,O,X,O,O,X,X,X,X,X,X,O,X,X,O
SLJTOZI,O,O,O,X,O,O,X,X,O,O,X,X,X,X,X,O
SLJITZO,X,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X
SLJITOZ,X,O,O,X,X,X,O,X,X,X,X,X,O,O,X,X
SLJIZTO,O,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X
SLJIZOT,O,O,O,X,X,X,O,X,X,O,X,X,O,O,X,X
SLJIOTZ,O,O,O,X,X,O,O,X,X,X,X,X,O,O,X,X
SLJIOZT,O,O,O,X,X,O,O,X,X,O,X,X,O,O,X,X
SLJZTIO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
SLJZTOI,O,O,O,X,X,X,X,X,O,O,X,X,X,X,X,O
SLJZITO,O,O,O,X,X,X,O,X,X,X,X,X,X,O,X,O
SLJZIOT,O,O,O,X,X,X,O,X,X,O,X,X,O,O,X,O
SLJZOTI,O,O,O,X,X,O,X,X,O,O,X,X,X,X,X,O
SLJZOIT,O,O,O,X,X,O,X,X,O,O,X,X,O,X,X,O
SLJOTIZ,O,O,O,X,O,O,X,X,X,X,X,X,O,X,X,O
SLJOTZI,O,O,O,X,O,O,X,X,O,O,X,X,X,X,X,O
SLJOITZ,O,O,O,X,O,O,X,X,X,X,X,X,O,O,X,X
SLJOIZT,O,O,O,X,X,O,X,X,X,O,X,X,O,O,X,X
SLJOZTI,O,O,O,X,X,O,X,X,O,O,X,X,X,X,X,O
SLJOZIT,O,O,O,X,X,O,X,X,O,O,X,X,O,X,X,O
SLZTIJO,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O
SLZTIOJ,O,X,X,X,X,X,O,X,X,X,O,O,X,X,X,O
SLZTJIO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
SLZTJOI,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,O
SLZTOIJ,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O
SLZTOJI,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,O
SLZITJO,O,X,X,X,X,X,O,O,X,X,X,O,X,X,X,O
SLZITOJ,O,X,X,X,X,X,O,O,X,X,X,O,X,X,X,O
SLZIJTO,O,O,X,X,X,X,O,O,X,X,X,O,X,X,X,O
SLZIJOT,O,O,X,X,X,X,O,O,X,X,X,O,X,X,X,O
SLZIOTJ,O,O,X,X,X,X,O,O,X,X,X,O,X,X,X,X
SLZIOJT,O,O,X,X,X,X,O,O,X,X,X,O,X,X,X,X
SLZJTIO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
SLZJTOI,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O
SLZJITO,O,O,O,X,X,X,O,O,X,X,X,X,X,O,X,O
SLZJIOT,O,O,O,X,X,X,O,O,X,O,X,X,O,O,X,O
SLZJOTI,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X,O
SLZJOIT,O,O,O,X,X,O,X,X,X,O,X,X,O,X,X,O
SLZOTIJ,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SLZOTJI,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X
SLZOITJ,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X
SLZOIJT,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X
SLZOJTI,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X
SLZOJIT,O,O,O,X,X,O,X,X,X,O,X,X,O,X,X,X
SLOTIJZ,O,O,O,X,O,O,X,X,X,X,O,X,X,X,X,X
SLOTIZJ,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SLOTJIZ,O,O,O,X,O,O,X,X,X,X,O,X,O,X,X,X
SLOTJZI,O,O,O,X,O,O,X,X,O,O,O,X,X,X,X,X
SLOTZIJ,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SLOTZJI,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X
SLOITJZ,O,O,O,X,O,O,O,X,X,X,O,X,X,X,X,X
SLOITZJ,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X
SLOIJTZ,O,O,O,X,O,O,O,X,X,X,X,X,O,X,X,X
SLOIJZT,O,O,O,X,X,O,O,X,X,O,X,X,O,X,X,X
SLOIZTJ,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X
SLOIZJT,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X
SLOJTIZ,O,O,O,X,O,O,X,X,X,X,X,X,O,X,X,X
SLOJTZI,O,O,O,X,O,O,X,X,O,O,X,X,X,X,X,X
