sequence,v115@fgA8FeD8FeE8DeF8DeG8DeE8CeH8AeF8JeW2IvhFxR?ByXBTbB0hBXhBlqB,v115@fgA8FeD8FeE8DeF8DeG8DeE8CeH8AeF8JezwIvhFXS?B8XBibBWhBRmBlqB,v115@fgA8FeD8FeE8DeF8DeG8DeE8CeH8AeF8JeCxIvhFmS?BTWBxgB0hBXhBlqB,v115@fgA8FeD8FeE8DeF8DeG8DeE8CeH8AeF8Jef2IvhFmR?BzSBxgBqgB0hBlqB,v115@fgA8FeD8FeE8DeF8DeG8DeE8CeH8AeF8Jef2IvhF6W?BZXBucB0gBzhBlqB,v115@fgA8FeD8FeE8DeF8DeG8DeE8CeH8AeF8JeCxIvhFOX?B8XBTWBRmB/qBFrB,v115@fgA8FeD8FeE8DeF8DeG8DeE8CeH8AeF8JezwIvhFRS?BWcB/gB0hBihBlqB,v115@fgA8FeD8FeE8DeF8DeG8DeE8CeH8AeF8JeCxIvhFmS?BxbBTbB0hBXhBlqB,v115@fgA8FeD8FeE8DeF8DeG8DeE8CeH8AeF8JeR2IvhF3X?BTbB0hBGgBihBlqB,v115@fgA8FeD8FeE8DeF8DeG8DeE8CeH8AeF8JeZ3IvhFzS?BGWB/gBqhB8qBFqB,v115@fgA8FeD8FeE8DeF8DeG8DeE8CeH8AeF8JezwIvhFOX?B8XB/gB1mByqB5lB,v115@fgA8FeD8FeE8DeF8DeG8DeE8CeH8AeF8JezyIvhFRW?BFWBqhB3lBmlB8qB,v115@fgA8FeD8FeE8DeF8DeG8DeE8CeH8AeF8JeRxIvhFzS?BFWBqhB3lBmlB8qB,v115@fgA8FeD8FeE8DeF8DeG8DeE8CeH8AeF8JezyIvhFxb?BfbB+lB0hBamBlqB
ZSLJIOT,X,X,X,X,O,O,O,O,X,O,X,O,O,X
ZSLJOTI,O,X,X,X,X,X,O,X,X,O,X,X,O,X
ZSLJOIT,O,O,X,X,O,X,O,X,X,O,X,O,O,X
ZSLOTIJ,X,O,X,X,X,X,X,X,O,O,X,X,X,X
ZSLOTJI,X,O,X,X,X,X,X,X,X,O,X,X,X,X
ZSLOITJ,X,O,X,X,X,X,X,X,O,O,X,X,X,X
ZSLOIJT,O,O,X,X,O,X,X,X,O,O,X,O,X,X
ZSLOJTI,O,X,X,X,X,X,O,X,X,O,X,X,O,X
ZSLOJIT,O,O,X,X,O,X,O,X,X,O,X,O,O,X
ZSJTILO,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZSJTIOL,X,X,X,X,O,X,O,X,X,X,X,X,X,X
ZSJTLIO,X,X,X,X,O,X,O,X,X,O,X,X,X,X
ZSJTLOI,X,X,X,X,O,X,O,X,X,O,X,X,X,X
ZSJTOIL,X,X,X,X,O,X,O,X,X,X,X,X,X,X
ZSJTOLI,X,X,X,X,O,X,O,X,X,X,X,X,X,X
ZSJITLO,X,X,X,X,O,O,X,X,X,X,X,X,X,X
ZSJITOL,X,X,X,X,X,O,O,X,X,X,X,X,X,X
ZSJILTO,X,X,X,X,O,O,O,X,X,O,X,X,X,X
ZSJILOT,O,X,X,X,O,O,O,O,X,O,X,X,X,X
ZSJIOTL,X,X,X,X,X,O,O,X,O,X,X,X,X,X
ZSJIOLT,X,X,X,X,O,O,O,O,O,X,X,X,X,X
ZSJLTIO,X,X,X,X,O,X,O,X,X,O,X,X,X,X
ZSJLTOI,X,X,X,X,X,X,O,X,X,O,X,X,X,X
ZSJLITO,X,X,X,X,O,O,O,X,X,O,X,X,X,X
ZSJLIOT,X,X,X,X,O,O,O,O,X,O,X,X,X,X
ZSJLOTI,O,X,X,X,X,X,O,X,X,O,X,X,X,X
ZSJLOIT,O,O,X,X,O,X,O,X,X,O,X,X,X,X
ZSJOTIL,X,X,X,X,X,X,O,X,O,X,X,X,X,X
ZSJOTLI,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZSJOITL,X,X,X,X,X,X,O,X,O,X,X,X,X,X
ZSJOILT,X,X,X,X,O,X,O,X,O,X,X,X,X,X
ZSJOLTI,X,X,X,X,X,X,O,X,X,O,X,X,X,X
ZSJOLIT,X,O,X,X,O,X,O,X,X,O,X,X,X,X
ZSOTILJ,O,O,X,O,X,X,X,X,O,X,O,X,X,X
ZSOTIJL,O,O,X,O,X,X,X,X,O,X,X,X,X,X
ZSOTLIJ,O,O,X,X,X,X,X,X,O,X,O,X,X,X
ZSOTLJI,O,O,X,X,X,X,X,X,X,X,O,X,X,X
ZSOTJIL,O,O,X,O,X,X,O,X,O,X,X,X,X,X
ZSOTJLI,O,O,X,X,X,X,O,X,X,X,O,X,X,X
ZSOITLJ,O,O,X,O,X,X,X,X,O,X,X,X,X,X
ZSOITJL,O,O,X,O,X,X,X,X,O,X,X,X,X,X
ZSOILTJ,O,O,X,X,X,X,X,X,O,X,X,X,X,X
ZSOILJT,O,O,X,X,O,X,X,X,O,X,X,O,X,X
ZSOIJTL,O,X,X,X,X,X,O,X,O,X,X,X,X,X
ZSOIJLT,O,X,X,X,O,X,O,X,O,X,X,X,X,X
ZSOLTIJ,O,O,X,X,X,X,X,X,O,O,X,X,X,X
ZSOLTJI,O,O,X,X,X,X,X,X,X,O,X,X,X,X
ZSOLITJ,O,O,X,X,X,X,X,X,O,O,X,X,X,X
ZSOLIJT,O,O,X,X,O,X,X,X,O,O,X,O,X,X
ZSOLJTI,O,X,X,X,X,X,O,X,X,O,X,X,O,X
ZSOLJIT,O,O,X,X,O,X,O,X,X,O,X,O,O,X
ZSOJTIL,O,X,X,X,X,X,O,X,O,X,X,X,X,X
ZSOJTLI,O,X,X,X,X,X,O,X,X,X,X,X,X,X
ZSOJITL,O,X,X,X,X,X,O,X,O,X,X,X,X,X
ZSOJILT,O,X,X,X,O,X,O,X,O,X,X,X,X,X
ZSOJLTI,O,X,X,X,X,X,O,X,X,O,X,X,X,X
ZSOJLIT,O,O,X,X,O,X,O,X,X,O,X,X,X,X
ZOTILJS,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZOTILSJ,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZOTIJLS,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZOTIJSL,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOTISLJ,X,O,X,O,X,X,X,X,O,X,O,X,X,X
ZOTISJL,X,O,X,O,X,X,O,X,O,X,X,X,X,X
ZOTLIJS,O,O,X,X,X,X,X,X,X,O,X,X,X,X
ZOTLISJ,X,O,X,X,X,X,X,X,X,O,X,X,X,X
ZOTLJIS,O,O,X,X,X,X,X,X,X,O,X,X,X,X
ZOTLJSI,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOTLSIJ,X,O,X,X,X,X,X,X,X,O,O,X,X,X
ZOTLSJI,X,O,X,X,X,X,O,X,X,O,O,X,X,X
ZOTJILS,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOTJISL,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOTJLIS,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOTJLSI,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOTJSIL,X,O,X,X,X,X,O,X,X,X,X,X,X,X
ZOTJSLI,X,O,X,X,X,X,O,X,X,X,O,X,X,X
ZOTSILJ,O,O,X,O,X,X,X,X,O,X,O,X,X,X
ZOTSIJL,O,O,X,O,X,X,O,X,O,X,X,X,X,X
ZOTSLIJ,O,O,X,X,X,X,X,X,O,X,O,X,X,X
ZOTSLJI,O,O,X,X,X,X,O,X,X,X,O,X,X,X
ZOTSJIL,O,O,X,O,X,X,O,X,O,X,X,X,X,X
ZOTSJLI,O,O,X,X,X,X,O,X,X,X,O,X,X,X
ZOITLJS,X,O,X,O,X,X,X,O,X,X,X,X,X,X
ZOITLSJ,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZOITJLS,X,O,X,O,X,X,X,O,X,X,X,X,X,X
ZOITJSL,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOITSLJ,X,O,X,O,X,X,X,O,O,X,O,X,X,X
ZOITSJL,X,O,X,O,X,X,X,O,O,X,X,X,X,X
ZOILTJS,O,O,X,X,X,X,X,O,X,O,X,X,X,X
ZOILTSJ,X,O,X,X,X,X,X,X,X,O,X,X,X,X
ZOILJTS,O,O,X,X,X,X,X,O,X,O,X,X,X,X
ZOILJST,O,O,X,X,X,O,X,O,X,O,X,X,X,X
ZOILSTJ,X,O,X,X,X,X,X,O,O,O,X,X,X,X
ZOILSJT,O,O,X,X,X,O,X,O,O,O,X,O,X,X
ZOIJTLS,O,O,X,X,X,X,X,O,X,X,X,X,X,X
ZOIJTSL,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOIJLTS,O,X,X,X,X,X,X,O,X,X,X,X,X,X
ZOIJLST,O,X,X,X,X,O,X,O,X,X,X,X,X,X
ZOIJSTL,X,X,X,X,X,O,X,O,O,X,X,X,X,X
ZOIJSLT,O,X,X,X,O,O,X,O,O,X,X,X,X,X
ZOISTLJ,O,O,X,O,X,O,X,O,O,X,X,X,X,X
ZOISTJL,O,O,X,O,X,O,X,O,O,X,X,X,X,X
ZOISLTJ,O,O,X,X,X,O,X,O,O,X,X,X,X,X
ZOISLJT,O,O,X,X,O,O,X,O,O,X,X,O,X,X
ZOISJTL,O,X,X,X,X,O,O,O,O,X,X,X,X,X
ZOISJLT,O,X,X,X,O,O,O,O,O,X,X,X,X,X
ZOLTIJS,O,O,X,X,X,X,X,X,X,O,X,X,X,X
ZOLTISJ,X,O,X,X,X,X,X,X,X,O,X,X,X,X
ZOLTJIS,O,O,X,X,X,X,X,X,X,O,X,X,X,X
ZOLTJSI,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOLTSIJ,X,O,X,X,X,X,X,X,X,O,O,X,X,X
ZOLTSJI,X,O,X,X,X,X,X,X,X,O,O,X,X,X
ZOLITJS,O,O,X,X,X,X,X,O,X,O,X,X,X,X
ZOLITSJ,X,O,X,X,X,X,X,X,X,O,X,X,X,X
ZOLIJTS,O,O,X,X,X,X,X,O,X,O,X,X,X,X
ZOLIJST,O,O,X,X,X,O,X,O,X,O,X,X,X,X
ZOLISTJ,X,O,X,X,X,X,X,X,O,O,X,X,X,X
ZOLISJT,O,O,X,X,X,O,X,X,O,O,X,O,X,X
ZOLJTIS,O,O,X,X,X,X,X,X,X,O,X,X,X,X
ZOLJTSI,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOLJITS,O,O,X,X,X,X,X,O,X,O,X,X,X,X
ZOLJIST,O,O,X,X,X,O,X,O,X,O,X,X,X,X
ZOLJSTI,O,X,X,X,X,X,X,X,X,O,X,X,X,X
ZOLJSIT,O,O,X,X,X,X,X,X,X,O,X,X,X,X
ZOLSTIJ,O,O,X,X,X,X,X,X,O,O,X,X,X,X
ZOLSTJI,O,O,X,X,X,X,X,X,X,O,X,X,X,X
ZOLSITJ,O,O,X,X,X,X,X,X,O,O,X,X,X,X
ZOLSIJT,O,O,X,X,X,X,X,X,O,O,X,O,X,X
ZOLSJTI,O,X,X,X,X,X,O,X,X,O,X,X,O,X
ZOLSJIT,O,O,X,X,X,X,O,X,X,O,X,O,O,X
ZOJTILS,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOJTISL,X,O,X,X,X,X,X,X,X,X,X,X,X,O
ZOJTLIS,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOJTLSI,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOJTSIL,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOJTSLI,X,O,X,X,X,X,X,X,X,X,O,X,X,X
ZOJITLS,O,O,X,X,X,X,X,O,X,X,X,X,X,X
ZOJITSL,X,O,X,X,X,X,X,X,X,X,X,X,X,O
ZOJILTS,O,X,X,X,X,X,X,O,X,X,X,X,X,X
ZOJILST,O,X,X,X,X,O,X,O,X,X,X,X,X,O
ZOJISTL,X,X,X,X,X,O,X,X,O,X,X,X,X,O
ZOJISLT,O,X,X,X,O,O,X,O,O,X,X,X,X,O
ZOJLTIS,O,O,X,X,X,X,X,X,X,O,X,X,X,X
ZOJLTSI,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOJLITS,O,O,X,X,X,X,X,O,X,O,X,X,X,X
ZOJLIST,O,O,X,X,X,O,X,O,X,O,X,X,X,O
ZOJLSTI,O,X,X,X,X,X,X,X,X,O,X,X,X,X
ZOJLSIT,O,O,X,X,X,X,X,X,X,O,X,X,X,X
ZOJSTIL,O,X,X,X,X,X,O,X,O,X,X,X,X,X
ZOJSTLI,O,X,X,X,X,X,O,X,X,X,X,X,X,X
ZOJSITL,O,X,X,X,X,X,O,X,O,X,X,X,X,O
ZOJSILT,O,X,X,X,O,X,O,X,O,X,X,X,X,O
ZOJSLTI,O,X,X,X,X,X,O,X,X,X,X,X,X,X
ZOJSLIT,O,O,X,X,O,X,O,X,X,X,X,X,X,X
ZOSTILJ,O,O,X,O,X,X,X,X,O,X,O,X,X,X
ZOSTIJL,O,O,X,O,X,X,X,X,O,X,X,X,X,X
ZOSTLIJ,O,O,X,X,X,X,X,X,O,X,O,X,X,X
ZOSTLJI,O,O,X,X,X,X,X,X,X,X,O,X,X,X
ZOSTJIL,O,O,X,O,X,X,O,X,O,X,X,X,X,X
ZOSTJLI,O,O,X,X,X,X,O,X,X,X,O,X,X,X
ZOSITLJ,O,O,X,O,X,X,X,X,O,X,X,X,X,X
ZOSITJL,O,O,X,O,X,X,X,X,O,X,X,X,X,X
ZOSILTJ,O,O,X,X,X,X,X,X,O,X,X,X,X,X
ZOSILJT,O,O,X,X,O,X,X,X,O,X,X,O,X,X
ZOSIJTL,O,X,X,X,X,X,O,X,O,X,X,X,X,X
ZOSIJLT,O,X,X,X,O,X,O,X,O,X,X,X,X,X
ZOSLTIJ,O,O,X,X,X,X,X,X,O,O,X,X,X,X
ZOSLTJI,O,O,X,X,X,X,X,X,X,O,X,X,X,X
ZOSLITJ,O,O,X,X,X,X,X,X,O,O,X,X,X,X
ZOSLIJT,O,O,X,X,O,X,X,X,O,O,X,O,X,X
ZOSLJTI,O,X,X,X,X,X,O,X,X,O,X,X,O,X
ZOSLJIT,O,O,X,X,O,X,O,X,X,O,X,O,O,X
ZOSJTIL,O,X,X,X,X,X,O,X,O,X,X,X,X,X
ZOSJTLI,O,X,X,X,X,X,O,X,X,X,X,X,X,X
ZOSJITL,O,X,X,X,X,X,O,X,O,X,X,X,X,X
ZOSJILT,O,X,X,X,O,X,O,X,O,X,X,X,X,X
ZOSJLTI,O,X,X,X,X,X,O,X,X,O,X,X,X,X
ZOSJLIT,O,O,X,X,O,X,O,X,X,O,X,X,X,X
OTILJSZ,O,X,O,O,X,X,X,X,X,X,X,X,X,X
OTILJZS,O,O,O,X,X,X,X,X,X,X,X,X,X,X
OTILSJZ,O,X,O,O,X,X,X,X,X,X,X,O,X,X
OTILSZJ,X,O,O,O,X,X,X,X,O,X,X,X,X,X
OTILZJS,O,O,O,O,X,X,X,X,X,X,X,X,X,X
OTILZSJ,X,O,O,O,X,X,X,X,X,X,X,X,X,X
OTIJLSZ,O,X,O,O,X,X,X,X,X,X,X,X,X,X
OTIJLZS,O,O,O,X,X,X,X,X,X,X,X,X,X,X
OTIJSLZ,O,X,O,O,X,X,X,X,X,X,X,X,X,X
OTIJSZL,X,X,X,O,X,X,X,X,O,X,X,X,X,X
OTIJZLS,O,O,O,O,X,X,X,X,X,X,X,X,X,X
OTIJZSL,O,O,O,X,X,X,X,X,X,X,X,X,X,X
OTISLJZ,X,X,O,O,X,X,X,X,X,X,O,O,X,X
OTISLZJ,X,O,O,O,X,X,X,X,O,X,O,X,X,X
OTISJLZ,X,X,O,O,X,X,O,X,X,X,X,X,X,X
OTISJZL,X,X,X,O,X,X,O,X,O,X,X,X,X,X
OTISZLJ,X,O,O,O,X,X,X,X,O,X,O,X,X,X
OTISZJL,X,O,O,O,X,X,O,X,O,X,X,X,X,X
OTIZLJS,O,O,O,O,X,X,X,X,X,X,X,X,X,X
OTIZLSJ,O,O,O,O,X,X,X,X,O,X,X,X,X,X
OTIZJLS,O,O,O,O,X,X,X,X,X,X,X,X,X,X
OTIZJSL,O,O,O,X,X,X,X,X,O,X,X,X,X,X
OTIZSLJ,O,O,O,O,X,X,X,X,O,X,O,X,X,X
OTIZSJL,O,O,O,O,X,X,O,X,O,X,X,X,X,X
OTLIJSZ,O,X,O,O,X,X,X,X,X,X,X,X,X,X
OTLIJZS,O,O,O,X,X,X,X,X,X,X,X,X,X,X
OTLISJZ,O,X,O,O,X,X,X,X,X,X,X,O,X,X
OTLISZJ,X,O,O,O,X,X,X,X,O,X,X,X,X,X
OTLIZJS,O,O,O,O,X,X,X,X,X,X,X,X,X,X
OTLIZSJ,X,O,O,O,X,X,X,X,X,X,X,X,X,X
OTLJISZ,O,X,O,X,X,X,X,X,X,X,X,X,X,X
OTLJIZS,O,X,O,X,X,X,X,X,X,X,X,X,X,X
OTLJSIZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTLJSZI,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTLJZIS,O,O,X,X,X,X,X,O,X,X,X,X,X,X
OTLJZSI,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OTLSIJZ,O,X,X,O,X,X,X,X,X,X,O,O,X,X
OTLSIZJ,X,X,X,O,X,X,X,X,O,X,O,X,X,X
OTLSJIZ,O,X,X,O,X,X,O,X,X,X,O,O,X,X
OTLSJZI,O,X,X,X,X,X,O,X,X,X,O,X,O,X
OTLSZIJ,X,O,X,X,X,X,X,X,X,X,O,X,X,X
OTLSZJI,X,O,X,X,X,X,O,X,X,X,O,X,X,X
OTLZIJS,O,O,X,X,X,X,X,O,X,O,X,X,X,X
OTLZISJ,O,O,X,X,X,X,X,X,O,O,X,X,X,X
OTLZJIS,O,O,X,X,X,X,X,O,X,O,X,X,X,X
OTLZJSI,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OTLZSIJ,O,O,X,X,X,X,X,X,O,O,O,X,X,X
OTLZSJI,O,O,X,X,X,X,O,X,X,O,O,X,X,X
OTJILSZ,O,X,O,O,X,X,X,X,X,X,X,X,X,X
OTJILZS,O,O,O,X,X,X,X,X,X,X,X,X,X,X
OTJISLZ,O,X,O,O,X,X,X,X,X,X,X,X,X,X
OTJISZL,X,X,X,O,X,X,X,X,O,X,X,X,X,X
OTJIZLS,O,O,O,O,X,X,X,X,X,X,X,X,X,X
OTJIZSL,O,O,O,X,X,X,X,X,X,X,X,X,X,X
OTJLISZ,O,X,O,X,X,X,X,X,X,X,X,X,X,X
OTJLIZS,O,X,O,X,X,X,X,X,X,X,X,X,X,X
OTJLSIZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJLSZI,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJLZIS,O,O,X,X,X,X,X,O,X,X,X,X,X,X
OTJLZSI,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OTJSILZ,O,X,X,O,X,X,O,X,X,X,X,X,X,X
OTJSIZL,X,X,X,O,X,X,O,X,O,X,X,X,X,X
OTJSLIZ,O,X,X,O,X,X,O,X,X,X,O,X,X,X
OTJSLZI,O,X,X,X,X,X,O,X,X,X,O,X,X,X
OTJSZIL,O,X,X,O,O,X,O,X,X,X,X,X,X,X
OTJSZLI,O,X,X,X,O,X,O,X,X,X,O,X,X,X
OTJZILS,O,O,X,X,X,X,X,O,X,X,X,X,X,X
OTJZISL,O,O,X,X,O,X,X,O,O,X,X,X,X,O
OTJZLIS,O,O,X,X,X,X,X,O,X,X,X,X,X,X
OTJZLSI,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OTJZSIL,O,O,X,X,O,X,O,X,O,X,X,X,X,X
OTJZSLI,O,O,X,X,O,X,O,X,X,X,O,X,X,X
OTSILJZ,X,X,X,O,X,X,X,X,X,X,O,O,X,X
OTSILZJ,X,O,X,O,X,X,X,X,O,X,O,X,X,X
OTSIJLZ,X,X,X,O,X,X,O,X,X,X,X,X,X,X
OTSIJZL,X,X,X,O,X,X,O,X,O,X,X,X,X,X
OTSIZLJ,X,O,X,O,X,X,X,X,O,X,O,X,X,X
OTSIZJL,X,O,X,O,X,X,O,X,O,X,X,X,X,X
OTSLIJZ,O,X,X,O,X,X,X,X,X,X,O,O,X,X
OTSLIZJ,X,X,X,O,X,X,X,X,O,X,O,X,X,X
OTSLJIZ,O,X,X,O,X,X,O,X,X,X,O,O,X,X
OTSLJZI,O,X,X,X,X,X,O,X,X,X,O,X,O,X
OTSLZIJ,X,O,X,X,O,X,X,X,X,X,O,X,X,X
OTSLZJI,X,O,X,X,O,X,O,X,X,X,O,X,X,X
OTSJILZ,O,X,X,O,X,X,O,X,X,X,X,X,X,X
OTSJIZL,X,X,X,O,X,X,O,X,O,X,X,X,X,X
OTSJLIZ,O,X,X,O,X,X,O,X,X,X,O,X,X,X
OTSJLZI,O,X,X,X,X,X,O,X,X,X,O,X,X,X
OTSJZIL,O,X,X,O,O,X,O,X,X,X,X,X,X,X
OTSJZLI,O,X,X,X,O,X,O,X,X,X,O,X,X,X
OTSZILJ,O,O,X,O,O,X,X,X,O,X,O,X,X,X
OTSZIJL,O,O,X,O,O,X,O,X,O,X,X,X,X,X
OTSZLIJ,O,O,X,X,O,X,X,X,O,X,O,X,X,X
OTSZLJI,O,O,X,X,O,X,O,X,X,X,O,X,X,X
OTSZJIL,O,O,X,O,O,X,O,X,O,X,X,X,X,X
OTSZJLI,O,O,X,X,O,X,O,X,X,X,O,X,X,X
OTZILJS,O,O,X,O,X,X,X,O,X,X,X,X,X,X
OTZILSJ,O,O,X,O,X,X,X,O,O,X,X,X,X,X
OTZIJLS,O,O,X,O,X,X,X,O,X,X,X,X,X,X
OTZIJSL,O,O,X,X,O,X,X,O,O,X,X,X,X,X
OTZISLJ,O,O,X,O,O,X,X,O,O,X,O,X,X,X
OTZISJL,O,O,X,O,O,X,O,O,O,X,X,X,X,X
OTZLIJS,O,O,X,X,X,X,X,O,X,O,X,X,X,X
OTZLISJ,O,O,X,X,X,X,X,X,O,O,X,X,X,X
OTZLJIS,O,O,X,X,X,X,X,O,X,O,X,X,X,X
OTZLJSI,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OTZLSIJ,O,O,X,X,X,X,X,X,O,O,O,X,X,X
OTZLSJI,O,O,X,X,X,X,O,X,X,O,O,X,X,X
OTZJILS,O,O,X,X,X,X,X,O,X,X,X,X,X,X
OTZJISL,O,O,X,X,O,X,X,O,O,X,X,X,X,X
OTZJLIS,O,O,X,X,X,X,X,O,X,X,X,X,X,X
OTZJLSI,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OTZJSIL,O,O,X,X,O,X,O,X,O,X,X,X,X,X
OTZJSLI,O,O,X,X,O,X,O,X,X,X,O,X,X,X
OTZSILJ,O,O,X,O,O,X,X,X,O,X,O,X,X,X
OTZSIJL,O,O,X,O,O,X,O,X,O,X,X,X,X,X
OTZSLIJ,O,O,X,X,O,X,X,X,O,X,O,X,X,X
OTZSLJI,O,O,X,X,O,X,O,X,X,X,O,X,X,X
OTZSJIL,O,O,X,O,O,X,O,X,O,X,X,X,X,X
OTZSJLI,O,O,X,X,O,X,O,X,X,X,O,X,X,X
OITLJSZ,X,X,O,O,X,X,X,X,X,X,X,X,X,X
OITLJZS,X,O,O,X,X,X,X,X,X,X,X,X,X,X
OITLSJZ,X,X,O,O,X,O,X,X,X,X,X,O,X,X
OITLSZJ,X,O,O,O,X,O,X,X,X,X,X,X,X,X
OITLZJS,X,O,O,O,X,X,X,X,X,X,X,X,X,X
OITLZSJ,X,O,O,O,X,X,X,X,X,X,X,X,X,X
OITJLSZ,X,X,O,O,X,X,X,X,X,X,X,X,X,X
OITJLZS,X,O,O,X,X,X,X,X,X,X,X,X,X,X
OITJSLZ,X,X,O,O,X,X,X,X,X,X,X,X,X,X
OITJSZL,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OITJZLS,X,O,O,O,X,X,X,X,X,X,X,X,X,X
OITJZSL,X,O,O,X,X,X,X,X,X,X,X,X,X,X
OITSLJZ,X,X,O,O,X,X,X,X,X,X,O,O,X,X
OITSLZJ,X,O,O,O,X,X,X,X,X,X,O,X,X,X
OITSJLZ,X,X,O,O,X,X,O,X,X,X,X,X,X,X
OITSJZL,X,X,X,O,X,X,O,X,X,X,X,X,X,X
OITSZLJ,X,O,O,O,X,X,X,X,O,X,O,X,X,X
OITSZJL,X,O,O,O,X,X,O,X,O,X,X,X,X,X
OITZLJS,X,O,O,O,X,X,X,X,X,X,X,X,X,X
OITZLSJ,X,O,O,O,X,X,X,X,X,X,X,X,X,X
OITZJLS,X,O,O,O,X,X,X,X,X,X,X,X,X,X
OITZJSL,X,O,O,X,X,X,X,X,X,X,X,X,X,X
OITZSLJ,X,O,O,O,X,X,X,X,X,X,O,X,X,X
OITZSJL,X,O,O,O,X,X,O,X,X,X,X,X,X,X
OILTJSZ,X,X,O,O,X,X,X,X,X,X,X,X,X,X
OILTJZS,O,O,O,X,X,X,X,X,X,X,X,X,X,X
OILTSJZ,X,X,O,O,X,O,X,X,X,X,X,O,X,X
OILTSZJ,X,O,O,O,X,O,X,X,X,X,X,X,X,X
OILTZJS,X,O,O,O,X,X,X,X,X,X,X,X,X,X
OILTZSJ,X,O,O,O,X,X,X,X,X,X,X,X,X,X
OILJTSZ,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OILJTZS,O,X,O,X,X,X,X,X,X,X,X,X,X,X
OILJSTZ,X,X,X,X,X,X,X,X,X,X,X,O,X,X
OILJSZT,O,X,O,X,X,X,X,X,X,X,X,O,X,X
OILJZTS,O,X,O,X,X,X,X,X,X,X,X,X,X,X
OILJZST,O,X,O,X,X,X,X,X,X,X,X,X,X,X
OILSTJZ,X,X,X,O,X,O,X,X,X,X,X,O,X,X
OILSTZJ,X,X,X,O,X,O,X,X,X,X,X,X,X,X
OILSJTZ,X,X,X,X,X,O,X,X,X,X,X,O,X,X
OILSJZT,O,X,O,X,X,O,X,X,X,X,X,O,O,X
OILSZTJ,X,X,X,X,X,O,X,X,O,X,X,X,X,X
OILSZJT,X,X,O,X,X,O,X,X,O,X,X,O,X,X
OILZTJS,X,O,O,X,X,X,X,X,X,O,X,X,X,X
OILZTSJ,X,O,X,X,X,X,X,X,X,O,X,X,X,X
OILZJTS,O,O,O,X,X,X,X,X,X,O,X,X,X,X
OILZJST,O,O,O,X,X,O,X,X,X,O,X,X,X,X
OILZSTJ,X,O,O,X,X,X,X,X,X,O,X,X,X,X
OILZSJT,X,O,O,X,X,O,X,X,X,O,X,O,X,X
OIJTLSZ,X,X,O,O,X,X,X,X,X,X,X,X,X,X
OIJTLZS,O,O,O,X,X,X,X,X,X,X,X,X,X,X
OIJTSLZ,X,X,O,O,X,X,X,X,X,X,X,X,X,X
OIJTSZL,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OIJTZLS,X,O,O,O,X,X,X,X,X,X,X,X,X,X
OIJTZSL,X,O,O,X,X,X,X,X,X,X,X,X,X,X
OIJLTSZ,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OIJLTZS,O,X,O,X,X,X,X,X,X,X,X,X,X,X
OIJLSTZ,X,X,X,X,X,X,X,X,X,X,X,O,X,X
OIJLSZT,O,X,O,X,X,X,X,X,X,X,X,O,X,X
OIJLZTS,O,X,O,X,X,X,X,X,X,X,X,X,X,X
OIJLZST,O,X,O,X,X,X,X,X,X,X,X,X,X,X
OIJSTLZ,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OIJSTZL,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OIJSLTZ,X,X,X,X,X,X,X,X,X,X,X,O,X,X
OIJSLZT,O,X,O,X,X,X,X,X,X,X,X,O,X,X
